EpRewMean,MaxIW,MinD2w0t,MeanD2w0t,EmpiricalD2,TimestepsSoFar,Iteration,StdD2w0t,InitialBound,MaxD2w0t,MeanEntropy,ReturnStepMax,Bound,Weights,InitialReturnMin,EpLenMean,InitialReturnStd,InitialReturnMax,TimeElapsed,EpThisIter,MinIW,J_sample_variance,MeanIW,ReturnMeanIW,StdIW,InitialReturnMean,ReturnStepMaxmin,EpisodesSoFar
-106.4266182840989,38.61425,,1.5797384,55.043316,79319,19,11.112515,-73.842896,441.7407,0.9666726,100.0,-47.067547,[-0.666 -1.216 -0.697 -0.877 -0.441],-93.43162,45.87,14.147841,-24.251076,310.8708026409149,100,0.00058224576,1978.5082,0.45847124,-34.424137,0.7787179,-71.44014,99.0,1900
-105.51077624828854,21.634382,,0.922355,37.745174,84196,20,5.091006,-71.20513,124.293495,0.9436787,100.0,-46.158703,[-0.695 -1.244 -0.662 -0.894 -0.452],-91.16896,48.77,13.8484955,-36.810528,328.6577754020691,100,0.001305444,7544.9653,0.4540539,-37.81023,1.1930827,-68.8824,99.0,2000
-104.90400454548693,14.763822,,1.6697953,131.27579,88957,21,15.0186,-71.66996,926.95886,0.9363632,100.0,-60.02835,[-0.689 -1.265 -0.667 -0.954 -0.475],-90.857285,47.61,14.089953,-31.809889,346.4742376804352,100,9.424037e-05,10296.939,0.68007153,-47.91846,1.5200603,-69.32671,99.0,2100
-105.78083200698242,13.256458,,0.64810306,30.087364,93973,22,4.4901705,-70.33345,308.50854,0.9389304,100.0,-53.954723,[-0.704 -1.291 -0.638 -0.939 -0.483],-91.03266,50.16,12.109958,-39.061676,368.01421427726746,100,0.0007052878,4402.955,0.6223629,-44.410725,1.026167,-67.98948,99.00001,2200
-106.24266003383771,19.763002,,1.0254862,29.292763,99299,23,6.322581,-69.24645,284.30695,0.77446514,100.0,-43.54075,[-0.724 -1.31  -0.645 -0.908 -0.48 ],-89.745285,53.26,13.901328,-31.960365,386.99166798591614,100,7.497778e-07,2458.4194,0.42993551,-32.00702,0.83362186,-66.80293,99.0,2300
-108.13817802378979,13.827705,,1.0034829,44.047096,104828,24,5.4540243,-69.10344,250.21815,0.76090235,100.0,-52.957832,[-0.728 -1.352 -0.641 -0.924 -0.644],-87.87871,55.29,11.504907,-20.372923,411.8416602611542,100,0.00042626518,5736.769,0.6814161,-44.242107,1.2244012,-66.6194,99.0,2400
-109.55445167750908,7.8035464,,0.71857095,12.1174755,110766,25,3.5116005,-67.587524,56.990623,0.7524289,100.0,-56.87326,[-0.736 -1.356 -0.615 -0.906 -0.658],-88.8901,59.38,9.527486,-45.0053,431.9555411338806,100,0.0015103818,3930.705,0.7144136,-49.17402,1.0397607,-65.0876,99.0,2500
-107.59373830917426,8.782482,,0.9787947,14.826466,116787,26,4.147136,-66.32348,55.166767,0.70147836,100.0,-56.35635,[-0.735 -1.334 -0.592 -0.923 -0.667],-83.63671,60.21,12.30358,-21.685125,450.61157035827637,100,0.00034325875,6598.8477,0.7048533,-48.86832,1.320542,-63.85508,99.0,2600
-106.52233371172433,8.945466,,0.41500953,5.990535,122283,27,2.0802,-67.93314,36.312115,0.70259047,100.0,-55.25395,[-0.749 -1.326 -0.628 -0.908 -0.717],-84.47074,54.96,11.54859,-23.726034,469.2773759365082,100,0.0009430978,3267.5593,0.7211663,-49.704594,0.90776414,-65.50585,99.0,2700
-107.56113750477995,9.520867,,0.8958114,33.57082,127590,28,6.335372,-69.77246,301.1887,0.7072434,100.0,-42.985966,[-0.713 -1.342 -0.638 -0.902 -0.716],-86.49351,53.07,11.441024,-39.645496,485.1990122795105,100,0.0016205314,1887.0193,0.44642937,-32.255787,0.6914682,-67.3523,99.00001,2800
-109.04137904810489,3.0188384,,0.13510212,1.2211957,133595,29,0.36733505,-67.26955,1.4816344,0.6799083,100.0,-61.7012,[-0.715 -1.343 -0.635 -0.869 -0.712],-87.19598,60.05,12.490147,-28.686502,505.4035198688507,100,0.18223774,765.9391,0.90227,-58.994186,0.44816372,-64.74169,99.0,2900
-108.09299757772531,11.793655,,0.75087756,36.953823,139309,30,4.9481277,-67.79911,211.74332,0.6806495,100.0,-53.32627,[-0.712 -1.362 -0.646 -0.878 -0.739],-89.590256,57.14,11.076695,-38.01966,524.4236121177673,100,0.0004193219,4886.7188,0.64641535,-45.01421,0.9977865,-65.38463,99.0,3000
-108.04243252219189,11.95162,,1.5408447,78.97748,144703,31,9.431694,-69.68519,391.55096,0.68017673,100.0,-46.685913,[-0.679 -1.352 -0.639 -0.902 -0.738],-92.640305,53.94,11.179778,-41.556915,545.5375652313232,100,0.00037373413,3057.977,0.49332207,-35.721565,0.8717716,-67.25847,99.0,3100
-106.68714939962406,15.672866,,1.6609931,101.6,149876,32,12.819765,-70.16787,559.03253,0.6662529,100.0,-50.70208,[-0.679 -1.343 -0.667 -0.916 -0.739],-90.84695,51.73,13.018364,-24.298283,565.4653854370117,100,0.00051537156,2933.556,0.50822103,-38.41258,0.827456,-67.747665,99.0,3200
-105.46547549144833,9.984636,,0.91980594,19.71057,154918,33,4.184345,-70.29546,84.02751,0.63579327,100.0,-55.43423,[-0.682 -1.326 -0.677 -0.941 -0.753],-91.18865,50.42,14.1855135,-18.267262,583.3616578578949,100,0.0006285382,8566.454,0.63146776,-47.351723,1.2649763,-67.88884,99.0,3300
-104.84017904346437,18.842102,,1.1018586,68.540115,160154,34,6.8755965,-68.13438,179.26398,0.6591682,100.0,-51.787743,[-0.687 -1.342 -0.647 -0.955 -0.783],-86.69222,52.36,12.106663,-30.511688,599.6993737220764,100,0.0027152398,7552.6274,0.62072027,-42.335865,1.4119303,-65.783806,99.0,3400
-105.0234840285075,27.697853,,1.4613647,122.05067,164783,35,12.999223,-72.017845,815.2047,0.66112053,100.0,-39.972065,[-0.663 -1.338 -0.642 -0.986 -0.76 ],-86.736755,46.29,11.633627,-41.793022,616.0618014335632,100,0.0002542484,2456.9944,0.42993656,-28.900446,1.0411346,-69.74556,99.0,3500
-104.6045302272281,17.51155,,1.4127693,30.868418,169760,36,7.7213936,-69.87658,161.51825,0.6782787,100.0,-47.132504,[-0.65  -1.328 -0.657 -1.01  -0.758],-90.51104,49.77,13.631497,-18.785664,634.0780420303345,100,0.004161972,2633.9963,0.569503,-37.971996,0.9474722,-67.51497,99.0,3600
-103.97693214007077,43.59114,,0.91312987,62.878433,174428,37,7.8798904,-70.8893,686.61523,0.6729075,100.0,-46.861053,[-0.718 -1.326 -0.693 -1.031 -0.741],-90.37339,46.68,12.490955,-36.192513,656.015029668808,100,0.0011776879,4420.0005,0.55077225,-37.918297,1.1705782,-68.633644,99.0,3700
-104.25625350067638,23.008255,,1.8350328,123.095146,179131,38,15.141954,-71.55319,802.69086,0.6730885,100.0,-48.193443,[-0.752 -1.344 -0.68  -1.024 -0.746],-89.35912,47.03,14.8421755,-16.515484,671.873464345932,100,0.00032937256,5039.9834,0.45796466,-36.054825,0.940666,-69.17754,99.0,3800
-105.12685976632268,41.751892,,1.2018994,69.71826,184524,39,8.602454,-67.46338,451.3255,0.6682204,100.0,-48.641632,[-0.759 -1.351 -0.649 -1.01  -0.746],-84.78778,53.93,11.951539,-29.932236,689.9601547718048,100,0.00030640292,3622.365,0.565937,-38.15119,1.0612084,-65.10214,99.0,3900
-103.38605179892971,27.590723,,1.5391974,134.74945,189296,40,14.71105,-70.07488,904.02075,0.6709469,100.0,-42.439896,[-0.753 -1.327 -0.659 -1.023 -0.751],-90.30781,47.72,14.556555,-10.649458,706.5166738033295,100,0.0007449039,2820.0698,0.43904468,-31.3924,0.7617023,-67.74077,99.0,4000
-106.75178236814274,23.684315,,1.3232385,68.950935,194165,41,9.375754,-71.780876,519.74255,0.6672414,100.0,-48.833214,[-0.771 -1.343 -0.641 -1.008 -0.748],-87.838234,48.69,11.4630785,-41.38138,724.0555641651154,100,0.00095481466,4240.9136,0.50141907,-38.184868,0.97460085,-69.45901,99.0,4100
-104.90171074449749,12.407587,,1.0024335,67.178215,199104,42,7.7445393,-69.8969,326.68243,0.6661958,100.0,-45.454807,[-0.758 -1.313 -0.66  -1.003 -0.752],-89.44984,49.39,12.572382,-37.507786,739.4677586555481,100,0.0014239273,3834.4224,0.48377383,-35.86409,0.8896258,-67.577354,99.0,4200
-104.4597698910471,28.241045,,1.1002371,76.0797,204081,43,8.08146,-69.83527,350.30902,0.65771186,100.0,-44.36999,[-0.747 -1.303 -0.665 -1.031 -0.753],-90.65515,49.77,13.791135,-27.88576,757.8179166316986,100,0.000121419835,3747.5227,0.4617397,-33.638992,0.95193535,-67.480865,99.0,4300
-103.36701695668731,27.672676,,0.799492,38.83923,209622,44,4.7069173,-65.44988,215.2166,0.6406287,100.0,-46.82305,[-0.757 -1.32  -0.651 -1.014 -0.761],-89.22413,55.41,12.937225,-30.804523,775.747022151947,100,0.0005699409,4387.0596,0.5995242,-39.026543,1.1609408,-63.124092,99.0,4400
-103.40124053093342,15.579084,,1.7055207,139.51117,214601,45,17.063223,-68.76501,1015.9479,0.6260375,100.0,-38.671955,[-0.757 -1.312 -0.665 -1.037 -0.778],-93.12109,49.79,13.257224,-24.321218,792.2134046554565,100,4.746424e-05,1287.3942,0.41550294,-27.200485,0.64220446,-66.41934,99.0,4500
-104.72331298448114,15.406141,,1.0286481,44.21309,219262,46,6.4441714,-71.701744,262.7384,0.5974153,100.0,-48.752796,[-0.753 -1.289 -0.674 -1.056 -0.793],-92.43242,46.61,13.300826,-35.9726,810.051923751831,100,0.00014341601,4335.6587,0.5046428,-38.432198,0.9023212,-69.37638,99.0,4600
-103.86428964365807,7.4476094,,1.1525978,20.41991,223936,47,6.505894,-71.05651,130.12573,0.5861142,100.0,-55.635307,[-0.733 -1.251 -0.685 -1.042 -0.822],-91.98218,46.74,14.182686,-27.449442,827.441876411438,100,0.0002584782,2011.7135,0.64766383,-47.167625,0.7402105,-68.78062,99.0,4700
-103.46352040901188,12.1653805,,1.7660561,56.45004,228757,48,9.5628605,-69.75939,237.97,0.6116254,100.0,-61.27746,[-0.747 -1.246 -0.665 -1.065 -0.833],-91.27888,48.21,13.7279625,-24.64283,844.5315020084381,100,0.00079241546,4641.3325,0.7082529,-50.73389,1.1252652,-67.50333,99.0,4800
-103.40422983918495,10.779776,,1.7374284,144.78561,233281,49,19.310112,-71.761375,1775.803,0.60961604,100.0,-42.705353,[-0.742 -1.244 -0.647 -1.097 -0.807],-92.59212,45.24,14.31168,-35.48347,863.1532707214355,100,0.0005706869,2640.3003,0.449571,-31.247805,0.8291369,-69.47007,99.0,4900
-104.38738434921548,24.844028,,0.68451047,17.334663,238014,50,3.2042038,-71.25215,65.51272,0.6305548,100.0,-55.98942,[-0.77  -1.252 -0.62  -1.087 -0.809],-90.489716,47.33,14.236415,-22.939022,880.3319616317749,100,0.0052539026,4566.0596,0.72368616,-48.24223,1.1522894,-68.89543,99.0,5000
-103.1988970210091,17.842299,,1.3304094,77.745995,242763,51,12.912985,-70.212524,1394.4094,0.590577,100.0,-46.06361,[-0.805 -1.261 -0.656 -1.11  -0.788],-93.06447,47.49,14.285949,-32.834038,898.2054052352905,100,7.335326e-05,3041.936,0.51836365,-36.103306,0.8572313,-67.95122,99.0,5100
-102.39475394065853,17.069336,,1.2063282,51.77176,247356,52,8.682058,-70.6863,474.39337,0.59226924,100.0,-47.49637,[-0.772 -1.253 -0.681 -1.116 -0.828],-94.67657,45.93,15.708916,-35.874466,914.9063861370087,100,0.00094866444,4591.6284,0.5391493,-37.824833,1.0278263,-68.41264,99.0,5200
-102.8790522777676,9.998291,,0.704094,45.9567,251949,53,5.4871116,-71.1159,316.2814,0.58515036,100.0,-46.088615,[-0.786 -1.274 -0.659 -1.119 -0.827],-93.95286,45.93,14.938389,-24.409002,932.2167632579803,100,0.0017910025,4804.7593,0.5383073,-36.957638,0.9245648,-68.77852,99.0,5300
-103.4348884051156,8.026577,,0.9994961,49.469067,256253,54,7.841945,-73.3879,410.9093,0.5785574,100.0,-59.852997,[-0.76  -1.246 -0.664 -1.122 -0.834],-93.34607,43.04,14.890349,-40.90801,947.8675580024719,100,0.0010310602,5474.5215,0.6703768,-49.911167,1.0963603,-71.13817,99.0,5400
-101.47295509491204,13.277629,,1.1273942,61.22222,261136,55,7.5834813,-68.625916,361.86652,0.573783,100.0,-44.494408,[-0.774 -1.24  -0.678 -1.149 -0.84 ],-93.870865,48.83,17.084291,-18.73165,968.5594260692596,100,0.00043395016,5297.394,0.57065713,-35.613457,1.2601854,-66.34274,99.0,5500
-103.10972035021494,26.223763,,2.229844,252.65656,265497,56,35.91466,-73.014206,3446.176,0.5629208,100.0,-39.896313,[-0.77  -1.236 -0.704 -1.168 -0.845],-94.9971,43.61,16.23886,-26.192299,985.7174963951111,100,0.00024574634,5525.22,0.45530236,-26.930285,1.2435982,-70.72003,99.0,5600
-103.16706103957111,39.0254,,0.6953739,58.478462,270050,57,5.9041505,-71.48887,350.70798,0.5693527,100.0,-53.014725,[-0.781 -1.257 -0.691 -1.151 -0.856],-92.122696,45.53,15.45444,-32.584072,1001.6156010627747,100,0.0027307572,9357.194,0.6354236,-44.820766,1.4182088,-69.22294,99.0,5700
-102.55435596151023,22.745443,,0.8431503,71.93529,274662,58,12.486199,-70.543205,1667.9261,0.5105127,100.0,-45.753143,[-0.81  -1.264 -0.691 -1.124 -0.85 ],-94.380455,46.12,15.301493,-24.458405,1019.7507290840149,100,0.00011214473,5243.8315,0.54099244,-37.3114,1.2167091,-68.31842,99.0,5800
-104.94782139427211,11.607042,,2.0923727,163.64273,279236,59,20.698366,-72.90363,1344.1472,0.4980268,100.0,-42.720436,[-0.863 -1.233 -0.674 -1.083 -0.908],-92.82896,45.74,13.600997,-39.41627,1039.5746612548828,100,0.0006012687,3099.5293,0.40454003,-30.307844,0.8209728,-70.58813,99.0,5900
-104.7156710358292,72.82617,,1.3107963,102.15545,283611,60,14.328318,-73.83846,1063.911,0.49455276,100.0,-57.240124,[-0.855 -1.208 -0.69  -1.088 -0.921],-95.78749,43.75,14.488896,-41.82519,1057.7848131656647,100,8.939674e-06,9951.848,0.6763923,-47.184647,1.6893106,-71.59184,99.0,6000
-101.99629925401959,9.989054,,1.6684222,84.5733,287993,61,12.728794,-71.8571,651.0281,0.5136563,100.0,-48.770634,[-0.852 -1.205 -0.695 -1.119 -0.924],-93.08605,43.82,15.686607,-34.597527,1073.3518764972687,100,0.000422834,3033.5225,0.51619446,-37.174072,0.83955055,-69.60671,99.0,6100
-103.47586490492675,9.61631,,1.2034203,54.610916,292594,62,9.281803,-71.506165,843.1323,0.5131102,100.0,-39.150257,[-0.837 -1.202 -0.666 -1.094 -0.905],-92.61646,46.01,14.519849,-22.020973,1090.9195322990417,100,0.0009823603,1761.1423,0.41887152,-29.165958,0.6384713,-69.16246,99.0,6200
-103.61267623348515,29.436054,,0.5974719,66.0747,296677,63,7.085253,-75.144356,522.4813,0.5239296,100.0,-46.802364,[-0.83  -1.192 -0.691 -1.099 -0.906],-95.24851,40.83,15.490086,-13.819893,1109.3913776874542,100,0.00069607946,3346.807,0.5310079,-39.041805,0.94945025,-72.78001,99.0,6300
-103.33322847280516,39.532413,,0.821048,58.76313,301137,64,6.9409156,-72.27334,345.59015,0.52708155,100.0,-46.686115,[-0.895 -1.223 -0.711 -1.097 -0.895],-91.26862,44.6,15.363374,-21.94821,1126.7302913665771,100,0.0004466701,2684.5493,0.50381494,-36.92151,0.8204651,-69.95239,99.00001,6400
-104.08132368062299,17.617722,,1.5045278,189.27516,305628,65,21.853485,-72.39078,1855.7034,0.51057523,100.0,-38.042168,[-0.904 -1.235 -0.704 -1.077 -0.892],-92.32589,44.91,13.763481,-38.559723,1145.2167520523071,100,0.00035595294,2555.252,0.3962479,-26.937025,0.7831119,-70.11013,99.0,6500
-103.77846532085778,15.540762,,0.6651955,66.51374,310014,66,6.93928,-72.93939,459.5666,0.4784362,100.0,-54.918427,[-0.878 -1.221 -0.711 -1.098 -0.908],-92.74416,43.86,14.4866705,-34.01583,1161.364910364151,100,7.1093295e-05,7591.4634,0.6085493,-47.082417,1.0608581,-70.67645,99.0,6600
-103.76533242028785,7.970715,,2.0262663,29.13053,314427,67,10.383464,-72.85214,158.02792,0.48634747,100.0,-57.205437,[-0.831 -1.195 -0.696 -1.11  -0.941],-92.88389,44.13,15.073076,-26.15992,1179.617998600006,100,0.0016772004,2513.1528,0.6367695,-45.851746,0.8350471,-70.58389,99.0,6700
-103.1745594999255,25.382557,,0.9806853,48.217728,318877,68,6.773596,-72.18534,297.6292,0.48518878,100.0,-60.822258,[-0.827 -1.222 -0.675 -1.141 -0.933],-92.638535,44.5,14.629709,-33.858078,1197.5948388576508,100,0.0017353811,9287.129,0.73784655,-52.321728,1.4774358,-69.90896,99.0,6800
-103.28429112332073,27.592289,,1.5703211,102.520096,323355,69,13.044443,-72.11991,606.2476,0.421458,100.0,-40.792755,[-0.823 -1.218 -0.668 -1.171 -0.934],-93.95136,44.78,14.559818,-33.00071,1215.0398979187012,100,4.810656e-05,1984.4197,0.41320428,-29.025892,0.778953,-69.84621,99.00001,6900
-101.68339216065084,11.578918,,1.0794004,88.42849,327409,70,10.478263,-73.797585,710.82605,0.41648558,100.0,-48.418835,[-0.822 -1.227 -0.679 -1.21  -0.997],-94.62215,40.54,15.954403,-25.640839,1231.1072356700897,100,0.00017526525,4703.672,0.49619392,-37.644253,0.9983737,-71.5541,99.0,7000
-101.82204814738692,21.664846,,0.6493256,34.401688,331831,71,4.5922046,-71.37302,193.38431,0.41918933,100.0,-56.973778,[-0.837 -1.217 -0.67  -1.174 -1.002],-93.5522,44.22,15.361728,-31.591583,1245.7385005950928,100,0.0015569308,10812.616,0.7098755,-49.562794,1.3668836,-69.112076,99.0,7100
-102.36492552660445,13.680459,,0.8531272,44.26606,336331,72,10.319505,-71.29664,1303.1587,0.41408664,100.0,-55.17205,[-0.83  -1.208 -0.667 -1.195 -1.   ],-93.75232,45.0,15.2821245,-31.790276,1263.4555122852325,100,0.0011440028,5168.826,0.6707906,-45.311836,1.1241207,-69.04317,99.0,7200
-101.07961693123538,13.685917,,1.2453777,76.73601,340885,73,9.898985,-70.428276,488.0388,0.39321005,100.0,-51.425713,[-0.811 -1.205 -0.685 -1.206 -1.005],-95.5943,45.54,17.410654,-32.556553,1278.4218039512634,100,0.00025568885,6105.419,0.5455871,-41.642307,1.0138657,-68.16202,99.0,7300
-101.67876155592894,12.511148,,0.29375926,7.3880477,345294,74,1.7056407,-71.266075,63.63629,0.39072245,100.0,-52.945625,[-0.814 -1.202 -0.681 -1.172 -1.026],-92.774284,44.09,15.855661,-28.535809,1295.6008832454681,100,0.0058783935,7475.8994,0.6927384,-48.5071,1.2935696,-69.0277,99.0,7400
-101.6080323921592,7.9922924,,0.66204315,10.084497,350048,75,3.4718733,-69.50912,80.96301,0.37865716,100.0,-61.073753,[-0.833 -1.187 -0.659 -1.158 -1.028],-93.25087,47.54,16.020853,-18.60521,1313.8050997257233,100,0.0017349144,5345.33,0.7976642,-53.292194,1.1356916,-67.18105,99.0,7500
-104.22754658879732,7.3762836,,0.7530117,58.951992,354489,76,7.56943,-73.258965,465.15967,0.37778613,100.0,-47.754646,[-0.839 -1.182 -0.685 -1.152 -1.04 ],-93.65389,44.41,14.577388,-28.454266,1329.8974895477295,100,0.00046582858,3218.922,0.5207216,-40.24333,0.7585087,-70.935326,99.0,7600
-101.36255763434863,22.134684,,1.8432285,189.30916,358607,77,29.581816,-73.153015,3068.526,0.37269583,100.0,-46.146816,[-0.822 -1.168 -0.678 -1.172 -1.041],-94.898674,41.18,16.768438,-25.186222,1346.2030093669891,100,0.00023396118,3129.4604,0.46812013,-33.701275,0.9664299,-70.92161,99.0,7700
-102.74825916587562,8.68906,,1.2327069,99.35603,362989,78,12.8667345,-72.43398,797.3692,0.37638474,100.0,-50.869743,[-0.828 -1.183 -0.673 -1.152 -1.046],-93.24865,43.82,15.5229845,-38.1352,1363.4497056007385,100,0.00027368724,4173.112,0.543708,-40.887684,0.8833461,-70.18797,99.0,7800
-103.01726550432926,33.184696,,1.6335484,83.412674,367323,79,12.097499,-72.88627,546.1695,0.3640359,100.0,-35.380943,[-0.817 -1.156 -0.678 -1.155 -1.043],-94.9161,43.34,14.91206,-28.091522,1380.1503596305847,100,0.0008007586,1766.9158,0.41713765,-24.58701,0.9724175,-70.62894,99.0,7900
-102.3247578886589,18.743654,,2.636456,336.5672,371736,80,45.460182,-71.83147,5133.4653,0.36886936,100.0,-53.77174,[-0.829 -1.163 -0.704 -1.183 -1.055],-92.87067,44.13,15.668978,-31.648207,1396.2174878120422,100,0.0006057803,4366.164,0.58240724,-38.14433,1.2312568,-69.57888,99.0,8000
-102.28910190466492,12.772713,,0.42197695,10.734406,376080,81,2.1223233,-72.34284,50.84244,0.38208142,100.0,-62.606865,[-0.842 -1.173 -0.692 -1.162 -1.05 ],-96.07188,43.44,15.902738,-41.1637,1414.310629606247,100,0.002561659,14833.716,0.74751234,-57.216835,1.4625344,-70.11238,99.0,8100
-103.31401925516455,36.742767,,1.3201932,118.48053,380485,82,14.88262,-72.56481,1126.9039,0.37378433,100.0,-52.634636,[-0.861 -1.183 -0.679 -1.164 -1.037],-93.10135,44.05,14.403782,-21.429428,1430.378338098526,100,0.0012475728,12013.18,0.68504673,-41.41156,2.185758,-70.29566,99.0,8200
