StdD2w0t,MeanD2w0t,ReturnStepMax,InitialBound,ReturnMeanIW,InitialReturnMax,EpRewMean,Weights,MeanEntropy,StdIW,EpThisIter,EpLenMean,Bound,EpisodesSoFar,InitialReturnMean,ReturnStepMaxmin,MinD2w0t,MinIW,EmpiricalD2,Iteration,J_sample_variance,MaxD2w0t,InitialReturnMin,MaxIW,TimestepsSoFar,MeanIW,TimeElapsed,InitialReturnStd
0.26891756,0.078454554,100.0,-1281.7123,-97.28293,-89.13439,-135.59769779986388,[ 0.578 -0.557  0.227  0.403 -0.001],1.4166269,0.01786118,100,39.22,-1281.4736,1100,-97.67898,100.0,,0.94284576,1.0003036,11,6.572234,1.00077,-99.61621,1.056385,47967,0.9953867,126.23335289955139,1.8050635
0.27319205,0.08119334,100.0,-1243.3328,-97.124664,-92.06136,-137.00233200395942,[ 0.576 -0.554  0.226  0.403 -0.002],1.4171038,0.036736555,100,40.58,-1243.0298,1200,-97.722725,100.0,,0.8888783,1.0016454,12,10.82462,1.0020193,-99.628136,1.0999309,52025,0.99311835,137.74719786643982,1.5533149
0.26389307,0.07529159,100.0,-1290.5927,-97.39056,-91.930725,-134.10777706926692,[ 0.574 -0.556  0.226  0.403 -0.002],1.416885,0.016075082,100,37.64,-1290.3611,1300,-97.74372,100.0,,0.95877045,1.0003587,13,5.0541387,1.0007545,-99.75482,1.0486273,55789,0.99620485,149.18098759651184,1.5814248
0.28258133,0.087503284,100.0,-1252.8248,-97.38359,-91.699585,-139.8177637688492,[ 0.572 -0.555  0.225  0.403 -0.002],1.416985,0.0072911596,100,43.75,-1252.7823,1400,-97.45441,100.0,,0.9747861,1.0000525,14,3.2735567,1.0001581,-99.576485,1.0154076,60164,0.99919677,161.93475198745728,1.814682
0.28172517,0.08690387,100.0,-1290.6592,-96.92394,-90.87135,-139.40380163124996,[ 0.573 -0.556  0.225  0.404 -0.002],1.4175177,0.027844833,100,43.44,-1290.4584,1500,-97.31518,100.0,,0.93060315,1.0008062,15,7.781597,1.001314,-99.66679,1.0702974,64508,0.99546784,174.23503708839417,1.9170027
0.28435302,0.08870033,100.0,-1306.9998,-97.03339,-92.876755,-140.46870357680456,[ 0.572 -0.557  0.225  0.403 -0.001],1.4185802,0.024637543,100,44.34,-1306.7439,1600,-97.44755,100.0,,0.93884814,1.0006688,16,5.50121,1.0014443,-99.61822,1.1241444,68942,0.995185,187.06809496879578,1.6195238
0.2906343,0.09309782,100.0,-1263.6395,-97.09584,-91.99227,-142.8411639245234,[ 5.697e-01 -5.564e-01  2.239e-01  4.024e-01 -3.391e-04],1.4200082,0.032911476,100,46.53,-1263.3358,1700,-97.68958,100.0,,0.9173024,1.0013939,17,9.098691,1.0020716,-99.740005,1.1071965,73595,0.9934451,199.7765552997589,1.6825265
0.28491226,0.08908641,100.0,-1292.6152,-97.46793,-92.764,-141.0359361188525,[ 0.568 -0.558  0.223  0.403  0.001],1.4199003,0.031111458,100,44.53,-1292.4312,1800,-97.845985,100.0,,0.91237813,1.0012724,18,7.2065496,1.0015632,-99.46004,1.07419,78048,0.9958612,211.80045247077942,1.5938401
0.29119974,0.093530916,100.0,-1272.5267,-97.681335,-91.7807,-143.25948538059856,[ 0.566 -0.559  0.223  0.402  0.001],1.4195769,0.015358607,100,46.76,-1272.4495,1900,-97.83938,100.0,,0.95632344,1.0002751,19,3.990341,1.0005991,-99.601875,1.0355526,82724,0.99832296,225.0234658718109,1.5192022
0.27789524,0.08432887,100.0,-1297.7571,-97.211494,-88.92802,-138.20678947347866,[ 0.565 -0.559  0.223  0.404  0.001],1.4189721,0.012583425,100,42.16,-1297.663,2000,-97.39669,100.0,,0.9524855,1.0001512,20,6.499164,1.0006027,-99.55658,1.0266548,86940,0.99812084,235.92978405952454,2.016125
0.28526276,0.089318626,100.0,-1292.7507,-96.872055,-92.62917,-140.82949218279416,[ 5.656e-01 -5.598e-01  2.223e-01  4.039e-01  1.062e-04],1.4198941,0.029801847,100,44.64,-1292.4183,2100,-97.52582,100.0,,0.88811636,1.0009754,21,7.5957785,1.0022411,-99.563385,1.0619297,91404,0.99194014,248.04592633247375,1.5609533
0.30625147,0.10467115,100.0,-1302.9631,-96.54018,-91.4397,-148.29495641691435,[ 0.566 -0.559  0.223  0.405  0.001],1.4202602,0.054088686,100,52.3,-1302.5122,2200,-97.437004,100.0,,0.8533223,1.0027772,22,19.174913,1.0039564,-99.64206,1.1351321,96634,0.9882583,259.863294839859,1.8694711
0.28604895,0.089889824,100.0,-1265.7968,-97.60325,-92.38568,-141.37994645325128,[ 0.565 -0.562  0.223  0.405  0.001],1.4198148,0.012496079,100,44.94,-1265.7183,2300,-97.75869,100.0,,0.94427645,1.0001203,23,3.4590087,1.0003867,-99.740265,1.0267637,101128,0.99839234,271.94079208374023,1.6211305
0.27332926,0.08130765,100.0,-1301.1908,-97.28617,-92.90952,-136.79860562755977,[ 0.566 -0.564  0.224  0.405  0.001],1.4189227,0.01405606,100,40.65,-1301.1018,2400,-97.44793,99.989876,,0.95924586,1.0002208,24,3.4000795,1.0004764,-99.541046,1.037978,105193,0.998039,284.29364824295044,1.6688527
0.2877825,0.09108655,100.0,-1291.3027,-97.02867,-89.55716,-141.6571146079093,[ 5.652e-01 -5.640e-01  2.233e-01  4.046e-01 -7.372e-05],1.4184946,0.02485549,100,45.53,-1291.0753,2500,-97.47361,100.0,,0.9095044,1.0006925,25,7.6645074,1.0015209,-99.63617,1.0698006,109746,0.99514127,296.9608054161072,1.8590596
0.27866626,0.08484547,100.0,-1275.9202,-97.74403,-92.54553,-138.96995746568604,[ 5.659e-01 -5.631e-01  2.240e-01  4.037e-01 -4.678e-04],1.4185854,0.01043872,100,42.42,-1275.8645,2600,-97.85204,100.0,,0.9637453,1.0001097,26,4.0258775,1.0002764,-99.63707,1.0250041,113988,0.9986812,307.5191626548767,1.729812
0.27398923,0.08167878,100.0,-1287.8668,-96.46426,-91.44025,-137.14869602064383,[ 5.654e-01 -5.619e-01  2.237e-01  4.027e-01 -3.087e-04],1.4183297,0.054744117,100,40.81,-1287.1975,2700,-97.65541,100.0,,0.83867645,1.002593,27,23.91866,1.0043504,-99.62625,1.1214479,118069,0.9852709,318.3161928653717,1.7104068
0.27606252,0.08311074,100.0,-1276.504,-97.429146,-93.20955,-137.86870627498848,[ 0.565 -0.566  0.224  0.403 -0.001],1.4192891,0.018752458,100,41.55,-1276.395,2800,-97.63416,100.0,,0.9510002,1.0003489,28,4.8821406,1.0005553,-99.617874,1.05452,122224,0.9975639,329.47025847435,1.5544991
0.27835566,0.08459174,100.0,-1288.8938,-96.678696,-92.85602,-138.55338200998995,[ 5.646e-01 -5.667e-01  2.233e-01  4.026e-01  2.914e-04],1.4189237,0.04232119,100,42.27,-1288.4099,2900,-97.59426,100.0,,0.85008824,1.0018039,29,15.727612,1.0032207,-99.74399,1.1120725,126451,0.98915297,340.52982091903687,1.6614323
0.295239,0.09643166,100.0,-1308.5343,-96.65907,-90.89345,-143.9096009877398,[ 5.638e-01 -5.686e-01  2.227e-01  4.003e-01 -6.214e-05],1.4195824,0.027381673,100,48.2,-1308.2937,3000,-97.12618,100.0,,0.9213156,1.0011145,30,8.224756,1.0016984,-99.872986,1.0821869,131271,0.9946311,352.89407539367676,1.9852365
0.2729222,0.081038795,100.0,-1292.4036,-97.24572,-91.44506,-136.83875372938732,[ 0.567 -0.569  0.223  0.401  0.001],1.4202822,0.01651471,100,40.51,-1292.2002,3100,-97.63428,100.0,,0.957457,1.0003189,31,5.3217793,1.0008599,-99.6534,1.069647,135322,0.99575955,363.41334080696106,1.7920305
0.2753822,0.08265191,100.0,-1259.9021,-97.013054,-92.09111,-137.20866944115724,[ 0.565 -0.567  0.222  0.4    0.001],1.4208716,0.010869702,100,41.32,-1259.7688,3200,-97.25554,100.0,,0.9634825,1.0001634,32,5.0433064,1.0005362,-99.70031,1.0373769,139454,0.9972412,374.704243183136,1.8832096
0.2725453,0.08077026,100.0,-1229.9338,-96.906845,-91.395294,-136.50235795755577,[ 0.564 -0.565  0.222  0.401  0.002],1.4189223,0.029404469,100,40.37,-1229.6606,3300,-97.44706,99.98005,,0.9048665,1.0008799,33,9.545641,1.0015312,-99.604294,1.0757592,143491,0.9937574,386.80185985565186,1.9253882
0.29494828,0.09618313,100.0,-1295.7253,-96.236435,-91.12472,-143.83214578178902,[ 5.640e-01 -5.677e-01  2.221e-01  4.016e-01 -8.340e-05],1.4184195,0.043240927,100,48.06,-1295.2216,3400,-97.1777,100.0,,0.8397813,1.0026587,34,13.356215,1.0037869,-99.77039,1.0916415,148297,0.98616314,397.8752646446228,1.7571875
0.2768604,0.08360057,100.0,-1281.4127,-96.72266,-92.308365,-137.82682207138677,[ 5.660e-01 -5.651e-01  2.226e-01  4.009e-01 -4.951e-04],1.4193103,0.037676126,100,41.78,-1281.083,3500,-97.37939,100.0,,0.91079396,1.0014544,35,10.778395,1.0022631,-99.64132,1.1140406,152475,0.99174654,409.3202383518219,1.797127
0.2709079,0.07973589,100.0,-1274.0697,-97.34246,-92.05852,-136.22642252346185,[ 5.648e-01 -5.662e-01  2.216e-01  3.997e-01  3.552e-04],1.4202616,0.024129843,100,39.86,-1273.9119,3600,-97.65626,100.0,,0.9428173,1.0006174,36,6.5560637,1.0010126,-99.53581,1.0486805,156461,0.9961499,420.4892189502716,1.7186551
0.2798581,0.08563912,100.0,-1257.5236,-96.88205,-92.27593,-138.68854811407388,[ 0.566 -0.565  0.222  0.4    0.001],1.4203457,0.02837146,100,42.81,-1257.3524,3700,-97.19953,100.0,,0.9011259,1.0007272,37,8.574586,1.0013013,-99.595,1.080932,160742,0.99671763,430.80116152763367,1.8641032
0.2775473,0.08409055,100.0,-1281.2002,-97.56997,-91.6564,-138.56942577081702,[ 0.565 -0.567  0.221  0.399  0.001],1.419499,0.012505732,100,42.04,-1281.0492,3800,-97.858826,100.0,,0.95239305,1.0001688,38,3.5959556,1.001145,-99.74162,1.0462987,164946,0.99659336,442.3952054977417,1.5908674
0.28092754,0.08633834,100.0,-1250.6985,-97.36004,-93.13393,-139.81409253213494,[ 0.566 -0.566  0.221  0.398  0.001],1.4189719,0.04173677,100,43.15,-1250.3823,3900,-97.96848,100.0,,0.892535,1.0017818,39,11.488412,1.0021442,-99.637856,1.1100452,169261,0.9924737,453.83465456962585,1.559731
0.27661395,0.08347305,100.0,-1301.1494,-97.33921,-91.74631,-138.07726380817007,[ 5.675e-01 -5.644e-01  2.213e-01  3.983e-01  1.025e-04],1.4184133,0.014755497,100,41.73,-1300.9465,4000,-97.683,100.0,,0.9431008,1.0002489,40,6.2569895,1.000763,-99.41845,1.0321072,173434,0.9962799,466.22072553634644,1.6368563
0.2863106,0.09004998,100.0,-1262.2666,-96.89697,-91.7626,-141.0224065400274,[ 5.670e-01 -5.628e-01  2.210e-01  3.995e-01 -5.313e-04],1.4169868,0.020794457,100,45.01,-1262.0115,4100,-97.39453,100.0,,0.9086041,1.0005435,41,8.282376,1.0012305,-99.57416,1.0519936,177935,0.9942691,478.93275237083435,1.888119
0.28730965,0.090761386,100.0,-1259.0748,-97.23616,-90.35138,-141.59720046278807,[ 0.566 -0.563  0.22   0.401 -0.002],1.4169651,0.02851233,100,45.37,-1258.8994,4200,-97.57728,100.0,,0.91054595,1.0007162,42,8.768614,1.0011766,-99.76018,1.06898,182472,0.9957422,490.2758615016937,1.7257562
0.28840515,0.091536045,100.0,-1288.895,-97.316284,-91.60287,-141.9938121582838,[ 0.567 -0.563  0.221  0.401 -0.002],1.4160434,0.025347816,100,45.76,-1288.7441,4300,-97.59545,100.0,,0.88470095,1.0005563,43,8.368337,1.0008484,-99.718864,1.0496789,187048,0.9961266,502.3453266620636,1.7691557
0.27688715,0.08366527,100.0,-1287.202,-97.45334,-93.073326,-138.04613772688447,[ 0.57  -0.563  0.222  0.402 -0.003],1.4161233,0.012427797,100,41.83,-1287.1519,4400,-97.55178,100.0,,0.964319,1.0001905,44,3.502958,1.0003513,-99.58946,1.034767,191231,0.99865264,513.5407843589783,1.6004035
0.2795677,0.085394494,100.0,-1283.5615,-96.68242,-92.22254,-138.8772953095932,[ 0.569 -0.564  0.222  0.403 -0.003],1.4165621,0.05111283,100,42.67,-1283.119,4500,-97.537285,100.0,,0.85928625,1.0027643,45,17.826878,1.003408,-99.59801,1.1430373,195498,0.98863596,524.019326210022,1.7241045
0.28334025,0.08801211,100.0,-1262.4535,-97.3667,-92.53819,-140.24464038938217,[ 0.567 -0.566  0.221  0.402 -0.002],1.4178562,0.014621688,100,44.0,-1262.3444,4600,-97.58147,100.0,,0.9569555,1.000233,46,4.3208027,1.000597,-99.61632,1.0457083,199898,0.9975881,535.2807447910309,1.6557596
0.28701228,0.090566956,100.0,-1274.1243,-97.602036,-86.60779,-141.61578276466435,[ 0.566 -0.566  0.221  0.402 -0.001],1.417545,0.016079137,100,45.28,-1274.0686,4700,-97.71084,100.0,,0.96786505,1.000274,47,5.1224055,1.0003532,-99.59517,1.0434288,204426,0.9986907,546.5911302566528,2.0758834
0.28586468,0.08976938,100.0,-1278.8455,-97.519775,-92.26076,-141.21532644304585,[ 0.565 -0.566  0.221  0.401 -0.001],1.4179965,0.012368211,100,44.88,-1278.7698,4800,-97.66941,100.0,,0.9496668,1.0001705,48,3.5332403,1.0004181,-99.49137,1.0486623,208914,0.9983192,558.2441658973694,1.5028121
0.2930943,0.09489478,100.0,-1297.0918,-97.57213,-92.91339,-143.89310703042946,[ 0.566 -0.567  0.221  0.4   -0.001],1.4173586,0.022444503,100,47.44,-1296.9758,4900,-97.796326,100.0,,0.9356301,1.0005918,49,4.4470096,1.0008322,-99.60368,1.0608165,213658,0.99762017,570.4151902198792,1.5460479
0.27516067,0.082488395,100.0,-1283.0504,-97.170815,-92.23453,-137.59538245461613,[ 0.567 -0.566  0.221  0.4   -0.002],1.4165407,0.028036887,100,41.23,-1282.7952,5000,-97.67588,100.0,,0.90863144,1.0008926,50,9.237828,1.0015352,-99.64585,1.0595824,217781,0.9943933,580.8152298927307,1.6396581
0.27294478,0.081045955,100.0,-1233.3096,-96.82823,-92.6568,-136.50247387369757,[ 0.568 -0.564  0.221  0.402 -0.002],1.4153795,0.027783753,100,40.51,-1233.0569,5100,-97.32498,100.0,,0.8945699,1.0007186,51,9.435133,1.0014616,-99.57724,1.0588405,221832,0.9938125,588.9339172840118,1.7430631
0.2781939,0.084529765,100.0,-1299.6602,-97.15777,-93.022644,-138.29579512573494,[ 0.569 -0.566  0.221  0.402 -0.004],1.4165668,0.013042924,100,42.26,-1299.5575,5200,-97.35931,99.993835,,0.96526647,1.0001888,52,4.505851,1.0006788,-99.73813,1.0467875,226058,0.9974997,599.898107290268,1.720258
0.27613005,0.08314829,100.0,-1268.2773,-97.10931,-92.5988,-137.48229282283214,[ 0.569 -0.567  0.221  0.402 -0.002],1.4173325,0.017680481,100,41.57,-1268.1935,5300,-97.26872,99.99985,,0.9441326,1.0003524,53,3.765309,1.0005404,-99.62663,1.0450802,230215,0.998275,609.7094488143921,1.7446213
0.2771021,0.08380574,100.0,-1254.2048,-97.44584,-92.498405,-138.1393247005636,[ 0.567 -0.567  0.221  0.402 -0.002],1.4166533,0.008274437,100,41.9,-1254.1486,5400,-97.555916,100.0,,0.9632007,1.0000871,54,3.4285111,1.0002725,-99.74896,1.0249183,234405,0.99876374,621.5704064369202,1.5950087
0.27984256,0.08562413,100.0,-1248.7416,-96.99921,-91.640854,-138.86160496668978,[ 0.567 -0.567  0.22   0.403 -0.002],1.4176073,0.023641944,100,42.8,-1248.5498,5500,-97.37504,100.0,,0.93832487,1.0005342,55,7.978154,1.0010579,-99.55158,1.0818806,238685,0.9954636,633.2068486213684,1.7878745
0.28247827,0.0874208,100.0,-1260.8354,-96.73302,-91.58705,-139.40732069006452,[ 0.568 -0.567  0.221  0.405 -0.001],1.4166265,0.025835544,100,43.7,-1260.6686,5600,-97.06436,100.0,,0.91049445,1.0008049,56,7.2997417,1.0011603,-99.6259,1.0636932,243055,0.9958468,644.7742304801941,1.8014272
0.29423636,0.09573125,100.0,-1313.4254,-97.39709,-93.36336,-144.06098977375595,[ 0.567 -0.568  0.221  0.404 -0.002],1.4166516,0.019115841,100,47.86,-1313.3351,5700,-97.567276,100.0,,0.9433985,1.0003688,57,4.95001,1.0005679,-99.54883,1.0583141,247841,0.99798876,656.3559286594391,1.6322734
0.2853014,0.08937055,100.0,-1288.6483,-97.70791,-91.79436,-141.24603117224115,[ 0.567 -0.569  0.22   0.404 -0.002],1.4174384,0.02035675,100,44.68,-1288.5531,5800,-97.887115,100.0,,0.95133656,1.0003792,58,5.461641,1.0006362,-99.66188,1.05451,252309,0.9979641,666.5602240562439,1.5794566
0.28777233,0.09109457,100.0,-1305.6378,-97.759926,-93.63836,-142.2108552098974,[ 0.567 -0.568  0.221  0.404 -0.001],1.4176234,0.02063795,100,45.54,-1305.53,5900,-97.97525,100.0,,0.95330125,1.0005717,59,4.5674615,1.0008792,-99.7303,1.0520061,256863,0.99762,678.8387966156006,1.3025182
0.3026644,0.102006525,100.0,-1289.2258,-97.29873,-90.04964,-146.98174504516385,[ 0.566 -0.57   0.22   0.403 -0.001],1.4179462,0.0074812127,100,51.0,-1289.172,6000,-97.398994,100.0,,0.9826582,1.0000772,60,4.4628577,1.0002607,-99.64671,1.0374374,261963,0.9986508,690.0349221229553,1.932386
0.28255147,0.08743679,100.0,-1281.0331,-96.30525,-92.45045,-139.33862932344246,[ 0.566 -0.569  0.22   0.403 -0.001],1.4161005,0.035527017,100,43.7,-1280.6624,6100,-96.99971,100.0,,0.88627815,1.0010628,61,11.026187,1.0019904,-99.75357,1.0725042,266333,0.99168235,703.0002512931824,1.9179484
0.2965453,0.097368985,100.0,-1310.1715,-96.58819,-90.769615,-144.56013446019543,[ 0.565 -0.57   0.219  0.403 -0.003],1.4166464,0.042682264,100,48.66,-1309.8096,6200,-97.29446,100.0,,0.8398104,1.0021448,62,15.817855,1.0033413,-99.66246,1.1332841,271199,0.99082494,715.7757499217987,2.1162472
0.27920225,0.0851943,100.0,-1262.676,-97.5645,-92.5264,-139.06557895492756,[ 0.569 -0.569  0.22   0.403 -0.002],1.4163611,0.02341983,100,42.59,-1262.5568,6300,-97.804,100.0,,0.9383901,1.0007228,63,7.2409577,1.0008949,-99.74688,1.0588981,275458,0.9963039,727.7767517566681,1.6629852
0.27967122,0.085512385,100.0,-1261.2767,-97.26568,-89.85953,-138.91343580329246,[ 0.567 -0.57   0.22   0.403 -0.003],1.415131,0.016290842,100,42.75,-1261.1559,6400,-97.50559,100.0,,0.93787616,1.000251,64,6.282205,1.0008397,-99.68772,1.046811,279733,0.9974372,738.9499549865723,1.8543425
0.2702552,0.07930451,100.0,-1287.0149,-97.48364,-93.85617,-136.32066678856773,[ 0.567 -0.57   0.22   0.404 -0.004],1.4151522,0.026944937,100,39.64,-1286.777,6500,-97.93789,100.0,,0.9209955,1.0009536,65,5.7706475,1.0018574,-99.89203,1.0645684,283697,0.9947083,749.6306564807892,1.414438
0.28610846,0.089933194,100.0,-1305.7588,-97.4932,-92.69911,-141.35583415864886,[ 0.569 -0.569  0.22   0.405 -0.004],1.4154683,0.017132493,100,44.96,-1305.6475,6600,-97.71979,100.0,,0.9555794,1.000315,66,5.2414627,1.0009019,-99.683556,1.0528581,288193,0.99741554,762.3277225494385,1.6569461
0.28909466,0.09204117,100.0,-1274.9899,-97.710625,-92.55817,-142.3865865029119,[ 0.569 -0.569  0.219  0.406 -0.003],1.4151467,0.004373975,100,46.02,-1274.9731,6700,-97.740265,100.0,,0.98319376,1.0000206,67,2.8855941,1.0001036,-99.66545,1.0137365,292795,0.99953055,773.1572506427765,1.6546541
0.2793052,0.08526248,100.0,-1222.5573,-97.17193,-90.70704,-138.83323632142358,[ 0.569 -0.569  0.219  0.405 -0.004],1.4150395,0.023239546,100,42.62,-1222.3674,6800,-97.54265,100.0,,0.93169665,1.0006356,68,6.987383,1.0013067,-99.634964,1.0920972,297057,0.99536556,784.0362870693207,1.8137358
0.29086977,0.09330682,100.0,-1307.2795,-97.619385,-92.5912,-143.03155029900398,[ 0.568 -0.566  0.219  0.405 -0.004],1.4146146,0.01729442,100,46.65,-1307.2216,6900,-97.727234,100.0,,0.9343292,1.0002803,69,4.1870184,1.000438,-99.61365,1.0387487,301722,0.9988618,796.7025029659271,1.5821704
0.28987,0.09256412,100.0,-1289.2659,-97.56341,-91.57596,-142.90186305703062,[ 0.567 -0.567  0.218  0.405 -0.004],1.4150621,0.024819098,100,46.27,-1289.0515,7000,-97.96632,100.0,,0.9039298,1.0007514,70,7.121992,1.0012436,-99.74098,1.0647076,306349,0.9950989,807.3778054714203,1.4524322
0.28466484,0.08894488,100.0,-1294.5494,-97.4862,-90.535484,-140.7330314186961,[ 0.567 -0.568  0.218  0.406 -0.004],1.4156698,0.00873555,100,44.47,-1294.4879,7100,-97.59404,100.0,,0.97570187,1.0000904,71,3.7003329,1.0002731,-99.73171,1.0281887,310796,0.9988049,819.4933888912201,1.7420628
0.27697468,0.08370938,100.0,-1282.8607,-97.315865,-92.68193,-137.9854818505501,[ 0.566 -0.567  0.218  0.406 -0.003],1.4163814,0.016184855,100,41.85,-1282.7771,7200,-97.48621,100.0,,0.9613857,1.0002873,72,3.915827,1.000578,-99.539085,1.0536742,314981,0.9981434,830.4909911155701,1.5548675
0.28494582,0.08913075,100.0,-1268.381,-97.16448,-93.10286,-140.58093477148122,[ 0.566 -0.568  0.218  0.407 -0.003],1.4156762,0.013612209,100,44.56,-1268.2577,7300,-97.37235,100.0,,0.9511818,1.0001866,73,5.6757054,1.0006031,-99.72076,1.0478168,319437,0.99764866,842.388765335083,1.9308577
0.2779066,0.08433254,100.0,-1289.8131,-97.255226,-91.823944,-138.29626702441482,[ 0.564 -0.566  0.217  0.407 -0.003],1.4159888,0.020803452,100,42.16,-1289.7024,7400,-97.469925,100.0,,0.9481238,1.0005281,74,5.5928655,1.0007436,-99.62903,1.0655452,323653,0.99731165,853.2827377319336,1.7311164
0.2815361,0.08677545,100.0,-1284.8379,-97.30565,-90.58594,-139.60306234269567,[ 0.563 -0.567  0.217  0.406 -0.003],1.4163773,0.021162238,100,43.38,-1284.7107,7500,-97.55393,100.0,,0.93746626,1.0005378,75,5.099405,1.000855,-99.58873,1.0841908,327991,0.996978,863.2992932796478,1.7179656
0.2907576,0.09320173,100.0,-1254.394,-97.45333,-90.82151,-142.98186727763576,[ 0.562 -0.568  0.217  0.405 -0.003],1.4164608,0.01847708,100,46.59,-1254.2499,7600,-97.74515,100.0,,0.9531874,1.0004358,76,4.880954,1.0011597,-99.63528,1.0546813,332650,0.9964632,875.5578396320343,1.7031814
0.2943721,0.09580486,100.0,-1289.7501,-97.03019,-92.64632,-143.91667778043475,[ 0.561 -0.568  0.217  0.403 -0.002],1.4169921,0.019920776,100,47.89,-1289.5592,7700,-97.40695,100.0,,0.9424757,1.0005274,77,6.5224204,1.0012004,-99.58923,1.0684447,337439,0.9954777,886.3828575611115,1.7259096
0.2925666,0.0944894,100.0,-1278.899,-97.23696,-91.71924,-143.60763088895527,[ 0.56  -0.569  0.217  0.402 -0.002],1.4176087,0.027879082,100,47.23,-1278.6387,7800,-97.72301,100.0,,0.9391345,1.000996,78,8.784883,1.0023587,-99.783905,1.0693848,342162,0.9936354,899.8673610687256,1.8473095
0.29417866,0.09560746,100.0,-1283.186,-96.82744,-91.62021,-144.24373928205463,[ 0.558 -0.57   0.217  0.402 -0.001],1.4163562,0.044484276,100,47.77,-1282.6683,7900,-97.811485,100.0,,0.865747,1.0027125,79,14.60423,1.0038408,-99.638245,1.103695,346939,0.9886678,913.7811806201935,1.8615497
