EpisodesSoFar,EmpiricalD2,InitialReturnMin,MeanD2w0t,EpRewMean,ReturnStepMaxmin,InitialReturnMean,MaxIW,MinIW,StdIW,StdD2w0t,EntropyCoefficient,MinD2w0t,TimestepsSoFar,InitialBound,TimeElapsed,MeanIW,EpThisIter,Weights,InitialReturnStd,J_sample_variance,Iteration,ReturnMeanIW,MaxD2w0t,ReturnStepMax,InitialReturnMax,MeanEntropy,EpLenMean,Bound
32300,1.0026871,-34.57499,0.13455823,-101.63374158062166,95.97383,-2.861023e-06,1.2011478,0.8774927,0.05391508,0.34157676,,,1578243,-231.1195,3763.0384349823,1.0082644,100,[-0.768 -0.637 -0.217 -0.73   0.491],14.687021,235.7987,323,92.73057,1.0060636,100.0,36.5031,1.9114636,67.17,-230.8429
32400,1.0059869,-33.47761,0.14045379,-101.7577055555539,96.09512,3.2043456e-06,1.2866306,0.8627399,0.07720207,0.34792918,,,1585249,-242.361,3777.479203224182,1.0131121,100,[-0.768 -0.642 -0.217 -0.734  0.493],14.147911,262.0643,324,87.96714,1.0162543,100.0,41.266594,1.9141451,70.06,-241.88586
32500,1.0034994,-31.354122,0.14078811,-103.06337605243017,96.06622,-1.5640259e-06,1.2253377,0.8545027,0.057184283,0.348201,,,1592275,-237.33286,3793.0151002407074,1.0038483,100,[-0.774 -0.642 -0.216 -0.732  0.495],14.5409775,267.4475,325,88.22545,1.0093812,100.0,46.634247,1.9153092,70.26,-237.01833
32600,1.0114045,-35.682373,0.14348833,-100.99963161170612,96.17049,-2.670288e-07,1.3590751,0.76192784,0.10136595,0.35158256,,,1599414,-238.53737,3807.7413284778595,1.0163767,100,[-0.776 -0.643 -0.217 -0.729  0.496],15.199003,325.4296,326,86.436455,1.0222869,100.0,35.603455,1.9179528,71.39,-237.69571
32700,1.0055205,-29.570415,0.1353508,-103.48921342662788,95.93184,1.7929077e-06,1.3774226,0.81999904,0.07671419,0.3427241,,,1606160,-237.12415,3821.2604715824127,1.0118092,100,[-0.78  -0.649 -0.216 -0.728  0.499],14.099469,285.83932,327,93.57015,1.0185924,100.0,54.028458,1.9156864,67.46,-236.55273
32800,1.001796,-31.53455,0.13916683,-101.26525509928325,96.0863,2.5177003e-06,1.3263428,0.8915819,0.047360923,0.34633002,,,1613111,-241.59464,3833.993287086487,1.009462,100,[-0.775 -0.651 -0.213 -0.727  0.497],15.01703,250.35036,328,88.3796,1.0083824,100.0,45.034206,1.91706,69.51,-241.31635
32900,1.004209,-30.669914,0.14450926,-101.87080600323856,96.17496,-1.1444092e-06,1.2873832,0.88543904,0.064597495,0.35198358,,,1620323,-243.12213,3847.6869416236877,1.0113894,100,[-0.781 -0.648 -0.213 -0.727  0.498],12.724356,196.9487,329,85.12267,1.0117779,100.0,42.654613,1.9188814,72.12,-242.60593
33000,1.0024474,-34.093246,0.14149146,-102.35999800506418,96.10193,6.790161e-06,1.1968145,0.9018563,0.052061994,0.34883136,,,1627387,-240.8177,3864.458085298538,1.0056758,100,[-0.788 -0.645 -0.215 -0.722  0.5  ],13.232349,212.46936,330,87.41739,1.0067899,100.0,33.929916,1.9212313,70.64,-240.54388
33100,1.0034629,-34.664276,0.14537369,-101.87220335250528,96.192825,-3.4332277e-07,1.2326187,0.89848346,0.059244096,0.35278046,,,1634645,-243.70932,3879.867028951645,1.0107291,100,[-0.783 -0.645 -0.213 -0.721  0.502],13.5618925,214.45055,331,84.34127,1.0107021,100.0,46.384888,1.92188,72.58,-243.40353
33200,1.003371,-32.727634,0.14451139,-102.04757262551213,96.17085,3.1280517e-06,1.1739066,0.87564343,0.052516256,0.35192978,,,1641859,-243.07227,3896.9902119636536,1.0041264,100,[-0.787 -0.641 -0.212 -0.717  0.503],14.485334,245.80724,332,84.75719,1.008277,100.0,35.78207,1.9208943,72.14,-242.75294
33300,1.0035701,-33.366894,0.14125945,-103.49926176321411,96.06343,-8.392334e-07,1.218008,0.8947141,0.05736445,0.3486953,,,1648908,-235.45038,3911.1280686855316,1.0077758,100,[-0.787 -0.646 -0.212 -0.717  0.502],13.542657,222.53568,333,88.74657,1.0085821,100.0,34.12149,1.9235111,70.49,-235.06322
33400,1.0035495,-33.117233,0.13809033,-102.71154602232136,96.02026,1.6593933e-06,1.214252,0.8508973,0.05594667,0.3452928,,,1655802,-236.00896,3925.6055867671967,1.0086179,100,[-0.787 -0.641 -0.21  -0.713  0.504],12.882102,198.99055,334,90.41275,1.0076249,100.0,36.47931,1.9267577,68.94,-235.6318
33500,1.0022453,-30.828846,0.14288682,-102.6584731514486,96.1228,8.010864e-07,1.1584145,0.8896813,0.03882068,0.35020873,,,1662938,-241.7395,3939.2910718917847,1.0053549,100,[-0.793 -0.64  -0.21  -0.712  0.508],11.543267,149.31053,335,86.77862,1.0057539,100.0,41.35489,1.9256992,71.36,-241.47345
33600,1.0072613,-26.43634,0.13769414,-103.81554281636609,95.97287,1.335144e-06,1.2824366,0.8048274,0.086365595,0.34533513,,,1669797,-233.50089,3951.869884252548,1.0179069,100,[-0.792 -0.639 -0.208 -0.71   0.507],13.315884,237.62952,336,93.11806,1.018793,100.0,32.71202,1.9245358,68.59,-232.5659
33700,1.0040134,-32.19874,0.1492573,-103.28099066248446,96.22513,1.9836425e-06,1.2470638,0.8842772,0.063147,0.3568732,,,1677241,-245.59055,3967.109995365143,1.0071133,100,[-0.8   -0.636 -0.211 -0.704  0.506],14.498573,267.36353,337,82.340675,1.0125809,100.0,33.52633,1.9277294,74.44,-245.15414
33800,1.008285,-37.79999,0.15256532,-102.89178547410997,96.29018,3.2234193e-06,1.4919212,0.8492101,0.09961491,0.3605204,,,1684835,-252.79753,3984.012651205063,1.0242077,100,[-0.797 -0.633 -0.208 -0.701  0.509],13.590782,254.74828,338,79.73479,1.0335443,100.0,49.14989,1.9332632,75.94,-252.00462
33900,1.0018411,-35.749504,0.14201142,-102.20674873776207,96.1185,-2.670288e-06,1.1264704,0.87880313,0.040572986,0.34924304,,,1691929,-240.61896,3999.616019487381,1.0077729,100,[-0.802 -0.636 -0.209 -0.701  0.514],15.076419,246.41818,339,86.56273,1.0047754,100.0,41.08644,1.9313141,70.94,-240.39113
34000,1.0015478,-32.112545,0.14227727,-102.18187599335027,96.12569,1.3732911e-06,1.153792,0.8824031,0.040289436,0.34945068,,,1699039,-239.72989,4014.1164498329163,1.0027903,100,[-0.797 -0.636 -0.207 -0.703  0.512],14.284246,214.00345,340,86.25367,1.0039937,100.0,44.619663,1.9316355,71.1,-239.60992
34100,1.0031431,-35.58022,0.15242973,-103.24781365431706,96.28688,-1.2969971e-06,1.2359473,0.8591274,0.058182582,0.3597333,,,1706650,-244.39236,4030.3819496631622,1.0032605,100,[-0.8   -0.636 -0.206 -0.701  0.513],12.747841,194.39845,341,80.256325,1.0060054,100.0,33.58609,1.9326338,76.11,-244.19662
34200,1.0028982,-32.157005,0.13765566,-102.60357223285543,96.01387,2.3651123e-06,1.1134251,0.8576921,0.047130402,0.3448433,,,1713522,-235.77081,4044.0695135593414,1.0069977,100,[-0.802 -0.635 -0.204 -0.699  0.514],14.116263,211.04755,342,90.96301,1.0067382,100.0,41.941166,1.9297031,68.72,-235.41125
34300,1.0063007,-32.27079,0.15376644,-102.47473976542517,96.32442,-2.5177003e-06,1.3494959,0.80997926,0.089365944,0.3615074,,,1721182,-252.21254,4058.001744747162,1.0218503,100,[-0.798 -0.637 -0.203 -0.703  0.511],15.052669,290.38077,343,78.558784,1.0196731,100.0,44.946583,1.9264306,76.6,-251.49445
34400,1.013015,-30.340622,0.14497913,-102.1241912980442,96.16086,-5.989075e-06,1.578958,0.7689402,0.13088703,0.35364848,,,1728376,-239.98688,4072.4100415706635,1.0310864,100,[-0.803 -0.631 -0.204 -0.697  0.507],13.511895,282.97095,344,87.32259,1.0305953,100.0,33.106567,1.9328669,71.94,-238.75897
34500,1.0057166,-30.479572,0.14658324,-102.89460340550164,96.18367,3.7002565e-06,1.3844744,0.8174976,0.07392144,0.35431644,,,1735683,-242.04337,4087.246262550354,1.016706,100,[-0.808 -0.639 -0.208 -0.702  0.514],13.202699,229.67146,345,84.99565,1.0148191,100.0,39.665974,1.929361,73.07,-241.5172
34600,1.0051922,-32.221508,0.14456248,-102.42124967871217,96.15733,-3.7384034e-06,1.2353711,0.87505776,0.07126632,0.35228446,,,1742889,-239.66974,4101.4997725486755,1.0163281,100,[-0.813 -0.637 -0.21  -0.697  0.51 ],13.099577,193.12262,346,86.23406,1.0124949,100.0,52.353195,1.9317232,72.06,-239.06845
34700,1.0011954,-32.497856,0.14754766,-102.3744877480365,96.22261,5.4931643e-06,1.1056914,0.9067237,0.030884476,0.35480675,,,1750261,-245.94037,4115.452800035477,1.0036978,100,[-0.818 -0.631 -0.213 -0.694  0.513],14.191312,213.17035,347,82.37402,1.0043696,100.0,42.9376,1.9329444,73.72,-245.80438
34800,1.0026375,-31.680984,0.1363107,-102.26342569068274,95.99579,2.3651123e-06,1.1954247,0.8685341,0.056116633,0.3433315,,,1757069,-232.0682,4128.446313619614,1.0083829,100,[-0.819 -0.629 -0.211 -0.694  0.514],12.546109,183.83633,348,92.00719,1.0063033,100.0,30.836506,1.9352369,68.08,-231.82005
34900,1.003776,-35.500515,0.15793988,-100.0574929469968,96.460144,-1.9073486e-06,1.3775933,0.8832573,0.069230676,0.3651856,,,1764948,-255.77,4143.737949371338,1.0184507,100,[-0.813 -0.627 -0.21  -0.694  0.516],15.421702,282.02927,349,74.054436,1.0132562,100.0,45.1266,1.9355665,78.79,-255.35999
35000,1.00042,-29.96725,0.14874482,-101.5166242048477,96.26959,7.476807e-06,1.0584494,0.9568296,0.017246455,0.35585943,,,1772384,-249.39511,4159.722974061966,1.0014062,100,[-0.815 -0.621 -0.207 -0.692  0.517],14.997096,228.42426,350,80.406166,1.0011055,100.0,38.655933,1.9358764,74.36,-249.35846
35100,1.0021725,-35.146545,0.1474299,-101.80908427881144,96.234955,-2.3651123e-06,1.1863006,0.8776885,0.045712132,0.35473862,,,1779748,-244.60385,4173.7037143707275,1.006077,100,[-0.818 -0.621 -0.208 -0.691  0.517],15.901834,255.66481,351,81.82758,1.0054463,100.0,62.67685,1.937251,73.64,-244.44278
35200,1.0073484,-34.81477,0.1823125,-98.61310204294992,96.82814,-9.3460085e-07,1.4398742,0.8337009,0.08929468,0.3870151,,,1788829,-270.79068,4189.79664850235,1.0143001,100,[-0.816 -0.618 -0.207 -0.691  0.518],16.821323,336.86862,352,60.419704,1.0183461,100.0,43.770214,1.9394726,90.81,-270.29776
35300,1.0076388,-32.460148,0.16040125,-102.75019758486391,96.42578,-4.196167e-07,1.3319902,0.79622746,0.088227026,0.3680063,,,1796812,-255.00267,4202.767161369324,1.0269372,100,[-0.818 -0.621 -0.205 -0.69   0.521],13.952429,223.41534,353,74.86081,1.0198332,100.0,45.874016,1.9456402,79.83,-254.22095
35400,1.0024375,-30.511135,0.14157556,-102.01565710406831,96.114944,1.5640259e-06,1.1736221,0.89444613,0.051553242,0.34880406,,,1803884,-238.34802,4217.578956365585,1.0125569,100,[-0.821 -0.619 -0.207 -0.689  0.527],13.404082,197.91556,354,87.33619,1.006437,100.0,33.471268,1.9472607,70.72,-238.01773
35500,1.0246304,-30.22232,0.15054028,-102.45428096575331,96.24548,-1.6403199e-06,2.308222,0.7262763,0.20245473,0.36010692,,,1811323,-245.7707,4233.362906932831,1.063995,100,[-0.812 -0.619 -0.205 -0.69   0.528],15.825804,526.761,355,84.90228,1.097647,100.0,44.220303,1.9446638,74.39,-243.64075
35600,1.0033786,-37.018818,0.15646094,-101.74050500099838,96.39328,7.2288512e-06,1.2281795,0.8125404,0.061601732,0.36375758,,,1819129,-253.38614,4250.41664481163,1.0139245,100,[-0.82  -0.605 -0.2   -0.679  0.526],15.758263,261.01297,356,76.21234,1.0081971,100.0,53.7228,1.946555,78.06,-252.97491
35700,1.0098906,-34.43188,0.15385719,-101.27158500228622,96.351,-1.1444092e-06,1.5903533,0.76471734,0.116911486,0.36212784,,,1826775,-251.65176,4267.534140110016,1.0298853,100,[-0.823 -0.603 -0.204 -0.677  0.528],15.246345,320.9132,357,78.65004,1.0265642,100.0,42.476784,1.9537791,76.46,-250.75044
35800,1.0034857,-34.491955,0.14883462,-100.74016710535851,96.28792,3.4332274e-06,1.1252232,0.82567096,0.051627208,0.35628745,,,1834204,-247.92445,4282.3135097026825,1.0101097,100,[-0.826 -0.607 -0.203 -0.68   0.535],13.650162,196.20126,358,81.341705,1.0112224,100.0,54.961235,1.951836,74.29,-247.54254
35900,1.0040582,-38.351032,0.1550746,-101.37445432405976,96.378815,6.8664554e-07,1.213838,0.8834521,0.06423239,0.36249435,,,1841939,-251.67131,4297.451504707336,1.0113244,100,[-0.822 -0.611 -0.203 -0.684  0.533],15.269782,275.18997,359,77.32739,1.0105946,100.0,38.495102,1.9563003,77.35,-251.24475
36000,1.0135176,-34.2934,0.15863764,-101.38382088774748,96.42714,-2.4795531e-06,1.4659646,0.81603634,0.11540556,0.3667371,,,1849820,-252.62923,4313.397493362427,1.0329045,100,[-0.819 -0.611 -0.201 -0.684  0.537],15.951959,364.0581,360,76.0681,1.0298886,100.0,41.373642,1.9548131,78.81,-251.63124
36100,1.0039078,-36.064964,0.15405005,-102.05966525832608,96.344955,1.4686584e-06,1.1833736,0.84064573,0.05800155,0.3614082,,,1857508,-248.1191,4326.693636417389,1.0128164,100,[-0.82  -0.613 -0.197 -0.682  0.536],15.933748,276.63635,361,77.65538,1.0085396,100.0,45.996746,1.9573541,76.88,-247.81923
36200,1.0057029,-34.87176,0.15660886,-103.23599088197547,96.35597,-2.5939942e-06,1.3454541,0.8375021,0.086034566,0.3640308,,,1865317,-250.78616,4339.861686706543,1.0108421,100,[-0.817 -0.61  -0.196 -0.682  0.539],14.178126,259.52435,362,77.49229,1.0136845,100.0,34.588318,1.958923,78.09,-250.34335
36300,1.0027046,-35.35824,0.15441652,-101.97108137968117,96.35518,-2.1362305e-06,1.1519647,0.87294656,0.047744013,0.36162686,,,1873028,-252.96638,4352.523605585098,1.0067533,100,[-0.817 -0.612 -0.195 -0.68   0.54 ],15.01357,239.82205,363,77.36248,1.0078933,100.0,51.566135,1.9579415,77.11,-252.7308
36400,1.0053345,-31.304459,0.15614338,-103.28538660305814,96.346214,1.7547608e-06,1.2768885,0.8151877,0.07069645,0.36362144,,,1880812,-249.19507,4367.604506969452,1.0163226,100,[-0.82  -0.613 -0.196 -0.677  0.539],12.229571,196.66628,364,78.58142,1.0127305,100.0,31.437798,1.9541001,77.84,-248.62146
36500,1.0024447,-32.53976,0.15370235,-102.73373401673858,96.32291,-1.4495849e-06,1.1519608,0.89329493,0.04264877,0.3609402,,,1888487,-244.94589,4385.518692970276,1.0074422,100,[-0.824 -0.614 -0.199 -0.675  0.535],14.162507,216.46855,365,78.67534,1.0060685,100.0,41.486603,1.9547518,76.75,-244.66777
36600,1.0008782,-33.557007,0.15508857,-102.63141399307902,96.35144,1.9454956e-06,1.0851399,0.9046488,0.026374828,0.36210716,,,1896237,-252.16754,4400.7996871471405,1.0042144,100,[-0.817 -0.612 -0.197 -0.673  0.536],14.82779,225.9676,366,77.11675,1.0029147,100.0,42.950882,1.9541173,77.5,-252.05182
36700,1.0052826,-36.403336,0.16491158,-102.37693654361128,96.50969,-4.119873e-06,1.3228796,0.8154169,0.069002755,0.37174925,,,1904459,-256.44302,4417.781231880188,1.0126829,100,[-0.819 -0.613 -0.199 -0.673  0.535],16.48768,310.2887,367,71.46754,1.0122828,100.0,36.22885,1.956966,82.22,-255.93512
36800,1.0076668,-38.328674,0.1696979,-99.86068812003218,96.63699,4.9781797e-06,1.427954,0.8176849,0.09100197,0.37625676,,,1912911,-261.98984,4436.899413347244,1.023157,100,[-0.823 -0.614 -0.201 -0.669  0.538],13.729611,230.28772,368,68.6801,1.0210365,100.0,44.971054,1.9590468,84.52,-261.3363
36900,1.004703,-36.85959,0.15706198,-100.19736327662889,96.44264,1.3542175e-06,1.3395492,0.864707,0.08095782,0.36432263,,,1920747,-253.27748,4453.897933959961,1.0191845,100,[-0.823 -0.62  -0.201 -0.67   0.54 ],13.976527,227.21413,369,75.2272,1.0120064,100.0,50.005356,1.9618328,78.36,-252.83017
37000,1.002752,-35.497604,0.15536433,-101.62344322530271,96.378815,-6.904602e-06,1.191024,0.88333017,0.049162157,0.36263263,,,1928501,-250.12256,4470.256113290787,1.0108228,100,[-0.817 -0.618 -0.198 -0.672  0.543],13.170288,192.24097,370,77.20519,1.0075235,100.0,26.994423,1.9632165,77.54,-249.79865
37100,1.0027617,-34.053535,0.15747307,-102.38754691424823,96.39505,-3.1661987e-06,1.218664,0.8772006,0.051245384,0.3645905,,,1936362,-254.09552,4486.570387840271,1.0092578,100,[-0.819 -0.618 -0.201 -0.67   0.544],15.233775,259.4046,371,75.4522,1.0077132,100.0,36.277565,1.965758,78.61,-253.83682
37200,1.0010341,-39.52039,0.172017,-98.9353462265933,96.697845,-1.1062622e-06,1.1274128,0.92272353,0.032467555,0.37755883,,,1944957,-265.5717,4504.438013315201,1.0036533,100,[-0.826 -0.62  -0.205 -0.671  0.547],15.754306,262.29092,372,65.26545,1.0042838,100.0,51.31211,1.9668125,85.95,-265.4489
37300,1.0007914,-36.586273,0.15388407,-100.89440604422087,96.3763,-2.1743774e-06,1.0961338,0.9079708,0.023881001,0.360928,,,1952648,-253.18338,4520.1190395355225,1.0046194,100,[-0.822 -0.621 -0.203 -0.67   0.548],15.535559,235.3995,373,76.0309,1.0019871,100.0,38.4311,1.9658358,76.91,-253.10622
37400,1.0022538,-29.272778,0.15316293,-103.55685394886478,96.29228,-2.670288e-06,1.1987247,0.89543575,0.04881001,0.3603917,,,1960297,-247.92609,4534.3154854774475,1.0005546,100,[-0.821 -0.62  -0.204 -0.671  0.547],14.965273,275.1926,374,79.26066,1.0067674,100.0,42.110504,1.965805,76.49,-247.72882
37500,1.0044267,-31.285759,0.15188213,-102.59904836193013,96.29076,7.6293946e-07,1.2587097,0.8452743,0.07113167,0.35947257,,,1967871,-246.41444,4549.509680509567,1.0150021,100,[-0.819 -0.623 -0.203 -0.67   0.547],13.161758,215.08737,375,80.79834,1.016082,100.0,38.872555,1.9638712,75.74,-245.97766
37600,1.0050262,-30.912083,0.16276807,-102.39737924411213,96.47603,-1.5258789e-07,1.3792073,0.8185691,0.06887395,0.36981496,,,1975985,-260.66806,4566.909572124481,1.0197562,100,[-0.827 -0.622 -0.204 -0.672  0.545],16.837427,307.93668,376,71.30068,1.0202796,100.0,54.267624,1.9606886,81.14,-260.17236
37700,1.0054941,-38.493496,0.1668341,-102.80281110629622,96.52937,3.2806397e-06,1.365346,0.86362916,0.08319885,0.37335652,,,1984307,-260.1576,4584.68225646019,1.012368,100,[-0.833 -0.626 -0.206 -0.672  0.542],16.078335,308.4057,377,70.33967,1.0133606,100.0,39.15847,1.9602718,83.22,-259.7965
37800,1.0029135,-37.95623,0.15643387,-102.23701012242394,96.38089,-7.2479247e-07,1.1911584,0.8686681,0.051812228,0.36367553,,,1992114,-253.88806,4600.775050640106,1.0094461,100,[-0.837 -0.625 -0.206 -0.668  0.541],16.77327,303.9963,378,76.059616,1.0093395,100.0,53.917038,1.9573578,78.07,-253.5663
37900,1.0027596,-23.578732,0.16958043,-102.152003731838,96.58763,-2.5939942e-06,1.1985358,0.89497584,0.053198464,0.37552413,,,2000583,-260.25623,4618.42164516449,1.0013571,100,[-0.834 -0.622 -0.206 -0.665  0.539],12.415028,181.78377,379,68.9429,1.0060331,100.0,29.799318,1.9587238,84.69,-260.08054
38000,1.0019997,-36.156784,0.16959363,-102.1447773163656,96.58807,-3.3569336e-06,1.1762347,0.87750936,0.04847859,0.3755229,,,2009053,-261.9318,4635.099586009979,1.0059875,100,[-0.836 -0.625 -0.205 -0.665  0.54 ],16.103596,279.69662,380,67.76852,1.0068444,100.0,43.05314,1.9580702,84.7,-261.762
38100,1.0039595,-38.35569,0.16064122,-101.68776732112492,96.46225,1.6784668e-06,1.3737736,0.862075,0.07166067,0.36770216,,,2017067,-257.70087,4649.730422735214,1.0077878,100,[-0.837 -0.621 -0.204 -0.661  0.539],14.025895,247.50586,381,73.40706,1.0101606,100.0,43.261784,1.9589895,80.14,-257.33752
38200,1.0005783,-36.372234,0.17131604,-100.2167473613448,96.6593,1.2588501e-06,1.0852427,0.9236558,0.024890807,0.37686527,,,2025630,-263.7058,4667.21550822258,1.0008569,100,[-0.836 -0.62  -0.2   -0.661  0.54 ],15.518047,246.43198,382,66.19791,1.0017413,100.0,48.698097,1.9602683,85.63,-263.6467
38300,1.0038284,-32.882797,0.16331121,-101.79620711759904,96.50009,2.9373168e-06,1.2397785,0.7579957,0.06766233,0.3702367,,,2033774,-259.48145,4682.211098194122,1.0110966,100,[-0.837 -0.621 -0.201 -0.661  0.541],15.7645645,285.13034,383,71.81291,1.0125787,100.0,50.522167,1.9619753,81.44,-259.0716
38400,1.004128,-33.703903,0.1691679,-102.73744246215186,96.56575,-1.9454956e-06,1.2140989,0.8828789,0.059008613,0.3753701,,,2042215,-258.58722,4699.169324636459,1.014287,100,[-0.837 -0.622 -0.198 -0.664  0.543],14.453474,213.03598,384,69.00517,1.0100052,100.0,39.18434,1.9638864,84.41,-258.26996
38500,1.0032595,-32.691902,0.16645074,-100.72175008913322,96.57559,1.0299683e-06,1.228572,0.8941425,0.05183812,0.37285268,,,2050524,-260.5407,4712.611073255539,1.006106,100,[-0.837 -0.618 -0.199 -0.663  0.545],15.387166,268.2977,385,69.62444,1.0082092,100.0,48.62162,1.9636217,83.09,-260.276
38600,1.0028077,-35.69641,0.16390641,-101.3330501464372,96.523926,3.0517577e-07,1.1708168,0.8984755,0.044589277,0.37046248,,,2058709,-261.02982,4725.029247522354,1.0040408,100,[-0.838 -0.618 -0.196 -0.663  0.545],16.243378,291.06418,386,69.84383,1.0070852,100.0,44.49657,1.9632003,81.85,-260.83728
38700,1.0092772,-36.83447,0.17402688,-101.47354783433906,96.65677,-2.5558472e-06,1.5026767,0.7800823,0.11390551,0.38019618,,,2067370,-264.8838,4738.741559267044,1.033809,100,[-0.841 -0.619 -0.197 -0.661  0.544],15.783084,321.78897,387,66.88202,1.0268492,100.0,41.919373,1.9664905,86.61,-263.9634
38800,1.0045083,-39.32892,0.16142581,-103.98343770892015,96.416565,-2.7465821e-06,1.339615,0.8577242,0.065011285,0.36850792,,,2075420,-253.83939,4752.659232616425,1.0068182,100,[-0.852 -0.623 -0.199 -0.662  0.547],13.453423,219.97452,388,74.64928,1.0114543,100.0,39.85228,1.9687512,80.5,-253.38783
38900,1.003313,-29.635654,0.16283093,-102.98481066355045,96.465,-3.0517577e-07,1.1774553,0.87703055,0.050568175,0.36965272,,,2083545,-258.87067,4765.856731891632,1.0100669,100,[-0.848 -0.621 -0.196 -0.659  0.55 ],15.2139225,263.19278,389,72.411224,1.0129329,100.0,51.581463,1.9709467,81.25,-258.45822
39000,1.0078821,-37.732178,0.17766502,-101.72973208187373,96.70154,-1.5640259e-06,1.3884219,0.84110796,0.08415803,0.3830457,,,2092397,-267.549,4780.16619682312,1.0186207,100,[-0.855 -0.625 -0.199 -0.66   0.552],14.985174,265.109,390,64.476685,1.0225482,100.0,40.759026,1.9716961,88.52,-266.91855
39100,1.0019401,-38.587566,0.17360367,-101.29021413354634,96.664505,-9.155273e-07,1.0982511,0.9136368,0.03685787,0.37894174,,,2101071,-262.70648,4794.177102088928,1.0059805,100,[-0.859 -0.621 -0.198 -0.655  0.553],16.061893,273.9247,391,65.546265,1.0043501,100.0,46.00358,1.9719423,86.74,-262.59543
39200,1.0040995,-32.262657,0.16799797,-103.10530824220847,96.541595,1.5258789e-07,1.2723318,0.8646794,0.060826756,0.37417483,,,2109459,-258.21234,4807.717304468155,1.012746,100,[-0.864 -0.62  -0.199 -0.652  0.553],14.629969,233.251,392,69.416626,1.015397,100.0,51.245567,1.9707842,83.88,-257.93542
39300,1.0008899,-39.388924,0.17690873,-101.57593301710375,96.70216,1.411438e-06,1.0941496,0.92744076,0.026170393,0.3817189,,,2118300,-267.06995,4822.134502410889,1.0025048,100,[-0.873 -0.618 -0.2   -0.65   0.552],17.333319,304.0095,393,62.91013,1.0023364,100.0,55.62575,1.969804,88.41,-266.984
39400,1.001501,-40.98843,0.17324723,-99.49978537762102,96.700485,-4.310608e-06,1.1104926,0.86350214,0.03393838,0.37869367,,,2126954,-263.64288,4835.16342830658,1.0078148,100,[-0.873 -0.617 -0.198 -0.649  0.551],15.086382,230.44435,394,65.50578,1.0050689,100.0,42.26829,1.9685011,86.54,-263.47833
39500,1.0010676,-35.084663,0.1660845,-100.74191608776151,96.57219,-2.7465821e-06,1.1274235,0.91012347,0.03496903,0.37230015,,,2135253,-258.16302,4848.941129922867,1.0025326,100,[-0.876 -0.618 -0.201 -0.648  0.55 ],15.052158,235.4592,395,69.40578,1.002624,100.0,46.642464,1.9668163,82.99,-258.07654
39600,1.0007514,-33.501232,0.15779723,-103.20915133972568,96.38248,6.1035155e-07,1.0909611,0.9485267,0.023226326,0.36465937,,,2143139,-254.34677,4860.98360657692,1.0022161,100,[-0.876 -0.617 -0.201 -0.646  0.548],14.36395,219.37717,396,75.7162,1.0028505,100.0,55.400963,1.9670421,78.86,-254.24806
39700,1.0032755,-33.721256,0.18299703,-102.70284411079295,96.750946,2.479553e-07,1.2190555,0.8645692,0.05757704,0.387108,,,2152272,-268.37195,4875.351623535156,1.0035813,100,[-0.876 -0.615 -0.199 -0.646  0.548],14.711691,245.90517,397,62.054203,1.0080246,100.0,37.341133,1.9697065,91.33,-268.11676
39800,1.0004952,-32.899216,0.16143508,-104.25312033864057,96.415955,-4.6730042e-06,1.0535839,0.9285001,0.021058016,0.36800757,,,2160341,-257.74786,4888.166122674942,1.0024142,100,[-0.876 -0.614 -0.199 -0.643  0.551],14.339994,209.79616,398,73.05342,1.0020535,100.0,43.538074,1.9694172,80.69,-257.68713
39900,1.0046551,-35.687283,0.17657086,-101.64939048024112,96.69057,2.2888183e-07,1.1887838,0.8799758,0.06219907,0.38198605,,,2169144,-266.35736,4902.018985509872,1.0123185,100,[-0.877 -0.615 -0.199 -0.645  0.55 ],14.778935,258.16174,399,65.0045,1.015527,100.0,55.04609,1.9736325,88.03,-265.90955
40000,1.0028325,-37.99093,0.18448067,-101.36333367204264,96.79837,-7.6293946e-07,1.2952958,0.9085363,0.0587941,0.388301,,,2178352,-273.60648,4915.75842165947,1.006046,100,[-0.877 -0.615 -0.197 -0.646  0.555],16.96329,321.5377,400,58.019234,1.0172882,100.0,48.550236,1.9749321,92.08,-273.30444
40100,1.0059402,-41.00506,0.1935211,-100.82440116123327,96.90994,-7.2479247e-07,1.2765374,0.86204064,0.073854804,0.3957823,,,2188000,-274.07373,4931.234492063522,1.0165735,100,[-0.884 -0.613 -0.197 -0.645  0.556],15.688523,277.16666,401,56.88992,1.0144818,100.0,30.371977,1.9785117,96.48,-273.65
40200,1.0077736,-38.872944,0.18372652,-101.4450569248386,96.782135,3.8146973e-07,1.4211471,0.865498,0.0912338,0.388253,,,2197148,-268.26807,4945.936501741409,1.0172877,100,[-0.886 -0.613 -0.196 -0.643  0.56 ],15.7309885,296.77658,402,61.87917,1.0182184,100.0,39.085236,1.9825014,91.48,-267.64355
40300,1.0055543,-36.34835,0.17850098,-103.01805857740726,96.683685,3.8146972e-08,1.1983325,0.7955918,0.068909265,0.3837203,,,2206043,-267.79965,4960.114947319031,1.0127505,100,[-0.887 -0.614 -0.193 -0.642  0.564],16.096006,311.3252,403,64.20954,1.022738,100.0,46.43667,1.97882,88.95,-267.3203
