EpisodesSoFar,MeanIW,Iteration,EpRewMean,Bound,ReturnStepMaxmin,TimeElapsed,Weights,MinIW,MinD2w0t,StdD2w0t,InitialReturnStd,MeanD2w0t,InitialReturnMin,EmpiricalD2,EpThisIter,InitialBound,InitialReturnMax,MaxIW,TimestepsSoFar,InitialReturnMean,MaxD2w0t,StdIW,MeanEntropy,J_sample_variance,ReturnStepMax,EpLenMean,ReturnMeanIW
24800,1.0330031,248,-108.03886287455927,354.75104,86.56612,2334.139976501465,[-1.087 -0.119 -0.923  0.167 -1.286],0.2934564,,0.18974523,2.8947155,0.035429966,-4.7230835,1.1402131,100,343.98938,7.344597,2.8529918,407271,8.69751e-06,1.2717265,0.3833042,0.13701022,35074.996,100.0,16.89,559.4142
24900,1.0261011,249,-107.90927045661711,379.5609,86.02269,2341.955531358719,[-1.103 -0.116 -0.92   0.172 -1.282],0.43050396,,0.1828184,2.609716,0.033439238,-4.209793,1.0639179,100,369.80615,9.120583,1.8784039,408891,1.5029907e-05,1.1738541,0.23281667,0.13683647,15011.069,100.0,16.2,582.2817
25000,1.3619965,250,-108.169275953667,464.73764,86.08651,2349.8239533901215,[-1.107 -0.122 -0.926  0.176 -1.282],0.021256804,,0.32479793,2.6027384,0.054968476,-3.9673157,2.9951391,100,366.7677,8.105141,14.6336775,410522,-4.7302246e-06,5.843937,2.1440585,0.12402818,1232363.6,100.0,16.31,751.6144
25100,1.0468364,251,-107.3055548788072,380.97577,86.23801,2360.0019624233246,[-1.097 -0.133 -0.912  0.172 -1.295],0.4491038,,0.1854048,2.7244635,0.034049522,-4.9828186,1.0790035,100,361.50122,7.0391006,2.3415575,412155,-2.2125244e-06,1.1675503,0.3073283,0.09719209,25518.465,100.0,16.33,584.64905
25200,1.150468,252,-108.17891578685,399.176,86.39097,2368.3901131153107,[-1.09  -0.141 -0.915  0.164 -1.322],0.12881058,,0.22371344,2.8421755,0.040710177,-4.5457,1.7207365,100,352.15613,6.9730988,5.761441,413824,2.0599366e-06,2.144071,0.91608316,0.09575763,205697.95,100.0,16.69,624.98395
25300,1.027197,253,-107.76113430405641,372.73947,86.16528,2376.349211215973,[-1.1   -0.147 -0.912  0.168 -1.323],0.45762387,,0.1858273,2.76238,0.034140486,-4.254158,1.0683854,100,363.09613,8.428993,2.3013554,415459,6.408691e-06,1.1736243,0.2831484,0.093652956,22802.002,100.0,16.35,576.5848
25400,1.0892338,254,-108.79809584020175,373.05423,86.52222,2384.2340507507324,[-1.107 -0.14  -0.908  0.164 -1.325],0.13002475,,0.21358046,2.8112216,0.039431345,-4.13414,1.2928346,100,345.01028,6.645256,5.3154917,417146,1.6021728e-06,2.1059473,0.6671946,0.09198643,119239.95,100.0,16.87,594.4089
25500,1.0247254,255,-107.87454691064684,359.89545,86.43117,2393.3625180721283,[-1.1   -0.145 -0.918  0.174 -1.327],0.5005872,,0.18443951,2.804577,0.03425134,-4.8638077,1.0862609,100,350.99066,7.3283386,2.3318305,418814,-5.340576e-07,1.1468171,0.31379423,0.10291105,24439.541,100.0,16.68,562.22455
25600,1.0354098,256,-108.29250719618882,378.70172,86.1653,2401.231090068817,[-1.117 -0.146 -0.921  0.175 -1.316],0.512925,,0.18498962,2.3250046,0.03400746,-4.074463,1.0755568,100,365.0611,7.2161713,2.8368301,420451,-3.3569336e-06,1.2062266,0.3343779,0.11877318,30736.89,100.0,16.37,581.4732
25700,1.550292,257,-108.3728366446827,507.6414,86.2904,2409.5428380966187,[-1.123 -0.147 -0.924  0.181 -1.3  ],0.006402856,,0.5413682,2.514618,0.07884753,-4.0919495,5.8367653,100,361.3441,6.2150116,19.935114,422108,1.9836425e-06,10.615887,2.768482,0.11559644,2014529.5,100.0,16.57,839.5933
25800,2.4332821,258,-108.32944048884885,762.50134,86.00057,2417.1904108524323,[-1.119 -0.137 -0.932  0.175 -1.303],0.0013259659,,2.0571713,2.4673896,0.17182046,-4.1006393,20.18826,100,372.4038,6.4563904,106.54584,423727,6.790161e-06,140.87079,11.0484705,0.09936021,31195728.0,100.0,16.19,1303.7885
25900,1.2876244,259,-108.2970671071459,467.8563,86.06958,2429.603546142578,[-1.113 -0.106 -0.924  0.164 -1.32 ],0.02031074,,0.27678338,2.4207046,0.04787177,-3.4909515,2.5825152,100,372.6852,6.2955933,11.812572,425354,1.15966795e-05,5.3201747,1.6138198,0.052490972,658530.0,100.0,16.27,719.0139
26000,1.0839397,260,-108.19971644697844,387.0391,86.28082,2439.78870177269,[-1.099 -0.077 -0.907  0.168 -1.366],0.25112906,,0.20864916,2.7658854,0.038218204,-4.0970535,1.1938457,100,358.73682,8.611549,3.3781822,427006,2.8991699e-06,1.8324296,0.5325641,0.05748644,81312.305,100.0,16.52,601.7674
26100,1.068103,261,-108.16017313532564,369.713,86.20823,2448.3871731758118,[-1.095 -0.089 -0.92   0.174 -1.361],0.16893423,,0.22092558,2.617848,0.040065438,-4.263397,1.5120282,100,362.41083,8.681747,5.8582196,428648,3.4332274e-06,1.9011562,0.8427507,0.05715122,187420.81,100.0,16.42,595.19794
26200,1.2994889,262,-108.56337975536454,445.13214,86.00543,2457.038061618805,[-1.093 -0.088 -0.926  0.169 -1.362],0.031220345,,0.3489612,2.2926135,0.057289317,-3.6879349,3.0274546,100,371.63123,6.974861,13.919723,430272,-1.6021728e-06,5.4424715,1.8489985,0.053416733,946279.1,100.0,16.24,728.124
26300,1.1559892,263,-107.97991442937611,424.10687,85.97805,2466.038858652115,[-1.092 -0.091 -0.915  0.175 -1.366],0.109931625,,0.21411176,2.6185462,0.038343087,-4.232933,1.6010362,100,372.97882,7.064247,6.877458,431885,6.1035155e-07,2.8021047,0.9186046,0.05175857,224153.73,100.0,16.13,652.01624
26400,1.0744164,264,-107.54948914214415,377.6375,86.40797,2474.1649646759033,[-1.078 -0.076 -0.906  0.186 -1.367],0.28112262,,0.19680649,2.7989285,0.036343247,-4.98143,1.1907648,100,351.9602,7.9354477,2.9815288,433546,2.5939942e-06,1.4958546,0.41885063,0.050415076,45375.426,100.0,16.61,588.5269
26500,1.0726898,265,-108.02633920995979,395.8338,85.929214,2481.873109102249,[-1.076 -0.069 -0.904  0.197 -1.369],0.34270895,,0.20580293,2.4753742,0.03722464,-3.847725,1.2196406,100,375.2599,7.9360504,6.3934526,435154,5.0354006e-06,1.873842,0.64546484,0.054898277,118808.66,100.0,16.08,613.31323
26600,1.0138419,266,-108.1196812579509,376.62958,86.09184,2489.7153153419495,[-1.073 -0.052 -0.889  0.198 -1.364],0.61591303,,0.18029743,2.7876928,0.03309267,-4.0129013,1.0290226,100,370.55508,8.3884735,1.4922943,436784,1.3732911e-06,1.0950042,0.15036015,0.050961323,6305.903,100.0,16.3,573.1773
26700,1.2062657,267,-108.07113916521607,426.63104,86.25019,2497.7551312446594,[-1.081 -0.047 -0.889  0.204 -1.368],0.007935934,,0.2682334,2.5620186,0.044193134,-4.024292,2.3714716,100,364.04208,6.609726,8.084785,438430,1.4724731e-05,9.830755,1.3335845,0.05126958,443660.4,100.0,16.46,662.68317
26800,1.0709281,268,-108.63997624830279,381.46014,86.215576,2506.796741962433,[-1.092 -0.058 -0.887  0.185 -1.368],0.083517514,,0.20653826,2.7471733,0.03757067,-3.9564667,1.373902,100,360.23578,8.355522,4.55445,440084,1.0070801e-05,2.4024723,0.62643874,0.051372666,101228.86,100.0,16.54,595.7408
26900,2.6887226,269,-107.83213719017874,765.343,85.84609,2515.536118745804,[-1.093 -0.062 -0.88   0.175 -1.368],0.0021364002,,5.4975424,2.1932044,0.3195057,-3.7792664,44.442974,100,375.60153,4.99514,170.76695,441680,-1.2435913e-05,683.2753,12.701489,0.04269409,43896468.0,100.0,15.96,1472.5455
27000,1.197635,270,-108.54523125876702,410.56155,86.066475,2528.056823015213,[-1.042 -0.047 -0.858  0.145 -1.376],0.05207916,,0.29546824,2.5292242,0.051187236,-3.6987839,2.6991181,100,371.9929,5.9624023,18.345402,443312,-4.8065185e-06,3.6838312,2.0115511,0.060679086,1071517.6,100.0,16.32,670.85754
27100,1.2730498,271,-107.99721549546194,455.50696,85.982185,2537.708692550659,[-1.043 -0.041 -0.869  0.146 -1.358],0.02396492,,0.31422406,2.7180972,0.050550923,-4.073036,2.4596546,100,372.25787,8.019325,17.606422,444927,8.239746e-06,6.6235337,1.7583609,0.062492352,852660.1,100.0,16.15,717.11224
27200,1.1301436,272,-107.61769148509302,419.67242,86.012955,2548.636656999588,[-1.033 -0.045 -0.852  0.131 -1.356],0.28868023,,0.21521163,2.5797813,0.038481697,-4.4606247,1.2905877,100,372.27344,7.4701157,4.8854976,446537,-2.5939942e-06,2.5665524,0.63006413,0.06319202,117317.51,100.0,16.1,640.08875
27300,1.1119163,273,-107.46437386200873,412.27344,85.94371,2557.836950302124,[-1.036 -0.051 -0.863  0.144 -1.356],0.1532234,,0.2176235,2.3757286,0.03888229,-4.1605225,1.4068642,100,375.9265,6.12117,4.041336,448136,1.3504028e-05,2.5171893,0.64268386,0.061217662,119917.49,100.0,15.99,635.72284
27400,1.109993,274,-107.7483892419858,407.7046,86.051765,2567.1878111362457,[-1.035 -0.053 -0.872  0.16  -1.358],0.13468455,,0.20333715,2.646598,0.036595616,-4.1928864,1.3733151,100,365.43112,10.0071335,5.1328044,449756,-4.577637e-06,2.7211595,0.7137238,0.043121383,134420.16,100.0,16.2,625.9675
27500,1.5198069,275,-107.90560453531101,448.8842,86.222946,2576.831800222397,[-1.043 -0.043 -0.876  0.175 -1.376],0.03299429,,0.5926836,2.8212645,0.08809715,-3.9123917,5.922093,100,361.10248,8.813446,27.585705,451398,7.6293945e-06,11.270899,3.8416579,0.046674088,3816520.8,100.0,16.42,830.5872
27600,1.0102926,276,-107.94047848135642,365.90622,86.140175,2586.265513896942,[-1.043 -0.042 -0.893  0.17  -1.372],0.66497636,,0.17928231,2.9440825,0.032941777,-4.0854874,1.0188044,100,361.27542,9.89827,1.4998231,453031,-9.384155e-06,1.0576364,0.123413496,0.04287429,4052.3027,100.0,16.33,569.0067
27700,1.105489,277,-108.57857245223144,377.86328,86.22146,2593.423616170883,[-1.038 -0.044 -0.896  0.171 -1.376],0.14140333,,0.23953274,2.3668485,0.04275414,-3.8220367,1.6310402,100,362.6114,7.474739,10.7508135,454678,1.1672973e-05,3.2866926,1.2380699,0.031474855,419102.16,100.0,16.47,615.5767
27800,1.0720853,278,-108.4368904842882,386.11322,86.20027,2602.103542804718,[-1.036 -0.052 -0.895  0.15  -1.387],0.2380402,,0.1977894,2.5835943,0.036395203,-4.0797806,1.2303408,100,361.49567,8.48893,3.1840644,456326,1.9073486e-06,1.4723282,0.48631978,0.032805443,62420.637,100.0,16.48,597.6167
27900,1.0302123,279,-107.82145611547035,368.80765,86.26445,2611.372782468796,[-1.039 -0.064 -0.903  0.153 -1.386],0.4235843,,0.18696755,2.6467285,0.03447268,-4.441574,1.0845643,100,358.69568,8.501602,2.3500047,457973,7.858276e-06,1.1654925,0.27619952,0.030162437,21114.467,100.0,16.47,573.0522
28000,1.0382684,280,-108.17546070000004,382.9632,86.05421,2619.9702208042145,[-1.04  -0.063 -0.9    0.158 -1.389],0.40759763,,0.18840781,2.6077404,0.03449307,-4.193489,1.0798404,100,368.40308,7.3568573,2.026511,459600,-4.119873e-06,1.3037202,0.26182407,0.029875651,20298.516,100.0,16.27,588.0858
28100,1.0733582,281,-108.36715982967324,384.05988,86.38261,2628.2070229053497,[-1.043 -0.066 -0.908  0.165 -1.389],0.26571152,,0.19094756,2.452095,0.0353693,-4.115631,1.1519456,100,353.46887,6.8924713,2.7968853,461268,-2.822876e-06,1.5360274,0.38479087,0.017348789,37260.793,100.0,16.68,589.7663
28200,1.4490864,282,-108.15131702388673,471.1647,86.16372,2638.062358856201,[-1.03  -0.071 -0.914  0.168 -1.402],0.020706244,,0.5823263,2.7200212,0.068929315,-3.7471466,7.7005825,100,367.58243,7.810356,34.567497,462906,-8.010864e-06,27.593586,3.7983065,0.014266957,3376646.2,100.0,16.38,782.92896
28300,1.0990363,283,-107.90399737420984,408.7155,85.97222,2648.435579061508,[-1.047 -0.092 -0.916  0.157 -1.405],0.10142149,,0.20393805,2.6684716,0.036586415,-3.8204575,1.3685107,100,373.78827,7.775322,3.6191206,464516,1.9836425e-06,2.5150175,0.60508686,0.012726419,96135.9,100.0,16.1,624.09894
28400,12.620575,284,-107.45584178058607,3820.6455,86.08844,2656.274931192398,[-1.057 -0.09  -0.908  0.148 -1.406],0.00014407566,,28.350452,2.5752685,1.9363294,-4.4098816,423.1475,100,367.41534,9.078857,1048.413,466136,-5.340576e-06,1274.0557,90.231834,0.015914926,1934759400.0,100.0,16.2,6305.679
28500,72.34569,285,-108.16381843761798,25811.781,86.098305,2669.1894080638885,[-1.05  -0.074 -0.926  0.144 -1.403],4.457203e-05,,1806.0079,2.356782,55.23436,-4.0991516,13153.671,100,366.74402,6.5794983,7366.3486,467767,6.8664554e-07,177626.38,722.6543,0.0142747685,129807950000.0,100.0,16.31,36435.14
28600,1.2152107,286,-107.82182872573858,445.94656,86.00013,2681.9537768363953,[-1.059 -0.094 -0.916  0.165 -1.405],0.078989245,,0.2400064,2.9105465,0.041585702,-4.3443146,2.2591975,100,370.94214,8.271988,6.315162,469383,-2.4414062e-06,3.7822359,1.1724836,0.0090171145,359479.0,100.0,16.16,682.5706
28700,2.6278455,287,-108.12524351222528,578.5738,86.42184,2690.1681995391846,[-1.048 -0.084 -0.919  0.171 -1.41 ],0.0029777936,,3.7931297,2.8315578,0.30058402,-4.21373,41.792046,100,351.49512,7.9264526,192.03288,471053,5.0354006e-06,194.84082,18.744217,0.009067266,79487736.0,100.0,16.7,1332.5558
28800,1.264948,288,-108.24350101062295,426.85745,86.1398,2701.384699344635,[-1.027 -0.069 -0.918  0.156 -1.41 ],0.009244629,,0.38890478,2.7435632,0.05614702,-4.3858566,2.9983258,100,364.4179,7.2535324,14.678467,472691,-3.0517577e-07,22.850853,1.852638,0.0127493385,923168.6,100.0,16.38,699.4618
28900,1.4470336,289,-107.88584398589651,507.55453,85.95841,2708.9371860027313,[-1.036 -0.071 -0.909  0.134 -1.406],0.021352312,,0.4157409,2.629731,0.059146084,-4.020935,5.5851073,100,378.15927,6.800667,31.160515,474299,1.0070801e-05,12.918215,3.3727744,0.013122562,2790309.8,100.0,16.08,801.5297
29000,1.0324266,290,-108.00906553179414,380.32977,85.99639,2718.021033525467,[-1.051 -0.094 -0.914  0.127 -1.406],0.5444828,,0.18368395,2.7448926,0.033565197,-3.6395416,1.0636914,100,367.60098,10.187096,1.687374,475917,-7.93457e-06,1.2355489,0.2202464,0.011298269,13947.319,100.0,16.18,587.4212
29100,1.0089937,291,-107.89874137666746,376.02563,85.98034,2726.5051012039185,[-1.053 -0.094 -0.917  0.134 -1.408],0.60134697,,0.17917393,2.430765,0.0327015,-4.027199,1.0281924,100,372.94617,6.8988495,1.4972848,477529,-2.8991699e-06,1.0564942,0.163794,0.010879461,7573.763,100.0,16.12,576.37366
29200,1.1142164,292,-107.82009013253088,409.80542,86.017,2733.824954032898,[-1.055 -0.1   -0.921  0.134 -1.408],0.03146959,,0.2195596,2.5964184,0.03931458,-4.2906647,1.6308817,100,374.19003,6.994713,4.436441,479146,1.3732911e-06,3.4793026,0.8396582,-0.041258864,187737.1,100.0,16.17,627.2864
29300,1.0572186,293,-108.71034110674799,370.91962,86.29801,2743.2455224990845,[-1.101 -0.083 -0.914  0.142 -1.46 ],0.3057313,,0.19617064,2.3364897,0.036178175,-3.920105,1.227574,100,355.12637,8.019615,2.8344765,480805,1.04522705e-05,1.9529774,0.4900343,-0.037417892,63481.363,100.0,16.59,586.4613
29400,1.0567905,294,-108.36906630488048,370.88928,86.45341,2752.3145105838776,[-1.103 -0.089 -0.916  0.131 -1.456],0.27930844,,0.1891801,2.8014584,0.035241906,-4.4111023,1.1537232,100,348.60913,7.8432465,2.4413989,482486,7.2479247e-06,1.2243023,0.3695718,-0.043606717,32765.434,100.0,16.81,575.88794
29500,1.0423688,295,-108.31678706896089,374.8854,86.28326,2760.246037006378,[-1.102 -0.096 -0.915  0.13  -1.463],0.37923035,,0.18810152,2.6922965,0.03478941,-4.157196,1.0734739,100,358.1701,8.526215,1.6932476,484141,7.3242186e-06,1.1317005,0.26131636,-0.055716157,19254.64,100.0,16.55,579.1298
29600,1.0592536,296,-108.0012987690398,385.58267,86.196945,2768.4327170848846,[-1.101 -0.092 -0.908  0.13  -1.475],0.30622232,,0.1927434,2.6571686,0.03538105,-4.4170074,1.1456673,100,362.76923,7.506462,2.957118,485780,1.7547608e-06,1.3145616,0.36733878,-0.057647876,37806.71,100.0,16.39,593.42896
29700,3.4653325,297,-107.91267281694891,1197.2152,85.76349,2777.1923468112946,[-1.099 -0.095 -0.908  0.121 -1.477],0.00053948443,,1.9365083,2.4447017,0.22029182,-3.449913,25.011782,100,384.5459,7.838707,222.2125,487364,2.1362305e-06,86.08713,22.139837,-0.052062836,130998696.0,100.0,15.84,1859.8333
29800,1.0280616,298,-107.72979993729098,392.8,85.78799,2790.0558772087097,[-1.121 -0.083 -0.88   0.125 -1.471],0.39348924,,0.18344279,2.322506,0.03317383,-4.13813,1.0626534,100,382.745,7.5271606,2.4175184,488950,-2.4414062e-06,1.2385497,0.29657546,-0.05581608,26744.652,100.0,15.86,597.03064
29900,1.1387748,299,-108.02418282912713,389.78162,86.38293,2798.373433113098,[-1.124 -0.091 -0.888  0.125 -1.475],0.0068836897,,0.23475643,2.8554156,0.04101169,-4.4400253,2.030542,100,352.10504,8.306297,8.893021,490617,-2.0599366e-06,5.556634,1.1876359,-0.05634442,341745.0,100.0,16.67,618.3239
30000,1.0427438,300,-108.26130341626144,368.20212,86.26609,2807.8114290237427,[-1.114 -0.084 -0.892  0.136 -1.475],0.32344228,,0.1943258,2.875565,0.035756227,-4.2892227,1.3039054,100,357.52582,6.5835037,4.547694,492273,3.5858154e-06,1.8037583,0.6339058,-0.05854073,98066.01,100.0,16.56,578.3393
30100,1.2556729,301,-108.04543645003099,441.54318,86.11767,2816.28515791893,[-1.116 -0.095 -0.895  0.13  -1.477],0.033568636,,0.3057836,2.5945911,0.052912027,-4.1813736,1.8722876,100,369.3879,7.001549,11.354472,493905,-7.6293944e-08,3.8883402,1.465135,-0.052461963,618048.2,100.0,16.32,702.39343
30200,1.159306,302,-108.17930237735456,405.14874,86.16235,2826.428267478943,[-1.092 -0.091 -0.877  0.131 -1.471],0.016277477,,0.25699767,2.7563038,0.04271355,-4.130493,2.4784937,100,364.0727,8.696533,8.046652,495543,-3.0517579e-06,7.597862,1.4153554,-0.056589987,497170.16,100.0,16.38,645.6318
30300,26.098993,303,-108.22041281327229,8211.945,86.29177,2834.0887112617493,[-1.08  -0.078 -0.875  0.143 -1.476],3.3851663e-06,,475.07968,2.8558326,12.298424,-4.3433456,4204.6562,100,356.93597,7.5314484,7544.9854,497200,-2.0599366e-06,45676.82,257.54202,-0.05840848,15953206000.0,100.0,16.57,13036.88
30400,1.183337,304,-108.59987185287375,412.52594,86.042046,2845.677567720413,[-1.089 -0.104 -0.86   0.123 -1.477],0.03999257,,0.26273194,2.4677856,0.045898683,-3.842125,2.2913237,100,369.0221,6.8660736,8.897559,498831,-4.5013426e-06,3.650055,1.4163599,-0.056517992,518519.9,100.0,16.31,662.3167
30500,1.0685277,305,-107.76290437022608,389.93848,86.09402,2855.010554075241,[-1.081 -0.117 -0.854  0.118 -1.475],0.4752791,,0.19497693,2.5595965,0.035647355,-3.8011703,1.137741,100,363.90732,8.83374,2.9430923,500455,-1.9073486e-06,1.3472549,0.3815122,-0.058494028,42031.66,100.0,16.24,603.6059
30600,2.1218772,306,-108.06439050892818,666.5016,86.16487,2864.174407482147,[-1.079 -0.124 -0.864  0.119 -1.477],0.0032042903,,1.2174147,2.6408274,0.13014056,-4.2175446,7.9970775,100,363.8711,7.4764633,126.60688,502092,9.155273e-07,38.445858,10.572582,-0.114602275,30386972.0,100.0,16.37,1142.277
30700,2.8853974,307,-108.678390359639,801.92816,86.507935,2875.5889544487,[-1.127 -0.084 -0.854  0.114 -1.534],0.0020051124,,4.651377,2.7233663,0.20104992,-3.9682922,46.16354,100,346.80212,6.972687,181.46472,503782,-5.9509275e-06,484.51614,17.762354,-0.10868171,65921304.0,100.0,16.9,1421.9205
30800,1.1256802,308,-108.11593497074512,406.64297,86.18368,2887.2136459350586,[-1.106 -0.059 -0.849  0.135 -1.528],0.1590918,,0.2162434,2.699917,0.038702734,-4.0756226,1.5935123,100,363.36133,7.200485,5.8391876,505421,2.3651123e-06,3.7121618,0.8281988,-0.10968561,175334.61,100.0,16.39,628.08057
30900,1.0430412,309,-108.03211951610592,371.81512,86.332184,2895.2238500118256,[-1.111 -0.066 -0.848  0.122 -1.529],0.4351964,,0.18723391,2.6574843,0.034647394,-4.2527237,1.0966325,100,355.57812,8.860817,2.1579943,507079,-9.460449e-06,1.2290272,0.32236847,-0.11023409,26948.412,100.0,16.58,576.34485
31000,2.8117518,310,-108.27655906649287,849.8508,86.276146,2904.1108787059784,[-1.098 -0.064 -0.844  0.124 -1.529],0.008794756,,2.2370746,2.860018,0.16532607,-4.147827,25.394907,100,357.5943,8.490074,116.43918,508735,-2.670288e-06,223.01541,12.549724,-0.103143446,36133190.0,100.0,16.56,1440.4103
31100,1.0558296,311,-107.70404329961373,386.70612,86.09345,2914.6099784374237,[-1.128 -0.098 -0.868  0.115 -1.522],0.23196553,,0.1910165,2.5986664,0.03493413,-4.3826904,1.1626704,100,366.73346,7.301071,2.3946285,510360,3.2043456e-06,1.4486117,0.40603024,-0.104333036,45238.207,100.0,16.25,595.3912
31200,1.0020317,312,-108.49313732763147,361.29352,86.26524,2923.321143388748,[-1.135 -0.106 -0.874  0.111 -1.523],0.8071788,,0.17909572,2.3485413,0.03310453,-4.031929,1.0071474,100,360.2348,6.576378,1.1961484,512012,3.2043456e-06,1.0197251,0.073573574,-0.10571254,1315.6876,100.0,16.52,560.1136
31300,1.2772989,313,-107.68182768790295,426.97327,86.447495,2930.7084143161774,[-1.134 -0.105 -0.875  0.112 -1.525],0.026418006,,0.29577577,2.6139398,0.050689913,-4.813217,2.6377735,100,350.37317,6.4938965,8.785088,513679,1.0757446e-05,4.0191593,1.445429,-0.108436696,516110.44,100.0,16.67,687.67267
31400,4.721819,314,-108.00933634260733,1304.9984,86.164795,2940.315732240677,[-1.139 -0.114 -0.874  0.117 -1.527],0.002757724,,15.321534,2.685974,0.6017657,-4.5226746,130.42627,100,363.58618,8.346848,406.36633,515316,-7.2479247e-06,1341.3032,39.68982,-0.111345254,364155500.0,100.0,16.37,2376.286
31500,1.0885112,315,-108.29912437657634,393.21008,86.203026,2952.6358726024628,[-1.149 -0.128 -0.858  0.101 -1.53 ],0.14134505,,0.20143208,2.5692685,0.036713023,-4.321213,1.3475844,100,361.9796,7.991684,5.0919504,516961,4.577637e-06,2.4473412,0.6140717,-0.11444529,101199.54,100.0,16.45,606.49817
31600,1.0041178,316,-108.55136076781932,354.92706,86.45995,2962.147402524948,[-1.144 -0.126 -0.861  0.11  -1.533],0.68302774,,0.18138781,2.7824204,0.033821266,-3.9005432,1.0150281,100,353.55984,7.388275,1.3574511,518641,-4.8828124e-06,1.0304674,0.123110175,-0.1154134,3851.0095,100.0,16.8,550.5976
31700,1.1888841,317,-108.26348022762824,423.67273,86.10186,2970.0877244472504,[-1.144 -0.129 -0.863  0.11  -1.534],0.0774124,,0.28629446,2.4112713,0.04695472,-3.7920609,2.1794932,100,370.9205,7.4711227,9.429668,520272,3.967285e-06,10.439337,1.3170741,-0.1111461,464152.2,100.0,16.31,665.31366
31800,2.6904411,318,-108.18459594178017,760.7258,86.3935,2978.6910133361816,[-1.146 -0.126 -0.872  0.129 -1.53 ],0.0014820896,,2.0252986,2.6176805,0.20700678,-4.534149,28.789045,100,352.94525,6.9563065,87.1969,521939,1.8310546e-06,65.20984,10.063744,-0.11085788,24210538.0,100.0,16.67,1380.6149
31900,1.7367074,319,-108.45662796303995,522.7005,86.214485,2990.45942234993,[-1.162 -0.134 -0.862  0.135 -1.53 ],0.009675053,,0.7423579,2.4261823,0.0909481,-4.2210693,5.714021,100,360.8376,7.504669,48.05464,523589,-2.2125244e-06,25.468763,5.4274144,-0.11171637,7206896.5,100.0,16.5,923.677
32000,1.117787,320,-108.7225145294029,399.3057,86.23255,3000.0657007694244,[-1.182 -0.146 -0.872  0.112 -1.531],0.31528512,,0.22105023,2.6805887,0.040183973,-4.445282,1.3088906,100,358.73297,9.428169,7.228081,525248,-3.967285e-06,2.2690766,0.8583395,-0.10229485,215997.1,100.0,16.59,622.2113
32100,1.3226507,321,-108.40954484402216,441.8656,86.71586,3009.8139674663544,[-1.168 -0.168 -0.884  0.105 -1.521],0.044598557,,0.2874822,2.8644855,0.051636856,-4.6299057,2.1225555,100,337.12292,7.9095764,9.756178,526961,-9.07898e-06,4.359069,1.4220545,-0.10361811,487547.28,100.0,17.13,696.0279
32200,1.0197712,322,-108.29558748785121,352.59546,86.51022,3020.7480611801147,[-1.159 -0.149 -0.869  0.117 -1.523],0.5558884,,0.18540208,2.8830323,0.034643877,-4.8036423,1.046393,100,345.6493,7.7475586,2.2190316,528649,-3.8146973e-06,1.1151857,0.22614717,-0.10313121,12731.466,100.0,16.88,554.2137
32300,3.6621037,323,-108.32259821812063,899.46436,86.71501,3028.9366431236267,[-1.155 -0.151 -0.872  0.121 -1.522],0.00020626493,,5.818776,2.7275841,0.48397085,-4.5052414,53.66227,100,336.3219,5.834015,204.78085,530363,1.6784668e-06,228.76677,21.762222,-0.10667186,105596504.0,100.0,17.14,1803.0725
32400,1.339476,324,-108.29099176937281,404.08417,86.16968,3041.2016892433167,[-1.147 -0.148 -0.881  0.103 -1.526],0.021419145,,0.42441934,2.6928093,0.063449524,-4.207344,3.2617774,100,360.3434,8.3081665,48.953285,532003,1.1672973e-05,8.280146,4.010139,-0.12316483,3903164.0,100.0,16.4,730.7568
32500,1.1177168,325,-108.19293939711778,384.13635,86.558624,3050.6620304584503,[-1.134 -0.158 -0.877  0.111 -1.542],0.19755386,,0.2076215,3.084304,0.03847731,-4.4887085,1.4158765,100,343.65967,8.468651,3.6718686,533695,-7.171631e-06,2.1513586,0.6081411,-0.12835695,89674.68,100.0,16.92,600.09076
32600,1.0271108,326,-108.39175631537161,350.88907,86.572365,3059.689262866974,[-1.143 -0.162 -0.876  0.1   -1.547],0.4702636,,0.19237241,2.8998313,0.035962813,-4.7247925,1.1103597,100,343.55872,8.64241,3.5698779,535390,3.967285e-06,1.2598641,0.37236217,-0.1289516,34082.832,100.0,16.95,556.6904
32700,4.2176547,327,-108.54566363085542,1207.9697,86.43728,3067.807703733444,[-1.141 -0.163 -0.876  0.106 -1.548],0.0031074984,,5.6259804,2.6469986,0.39073384,-4.2861023,32.870316,100,349.49774,9.035751,268.44565,537071,-4.7302246e-06,382.5365,26.478008,-0.13177936,165272420.0,100.0,16.81,2142.6702
32800,1.3040316,328,-108.45849257984781,389.23904,86.76323,3080.489721775055,[-1.15  -0.152 -0.861  0.073 -1.551],0.019317264,,0.37036365,2.9590056,0.06082051,-4.3585052,4.119658,100,333.78827,8.27932,15.518969,538794,-4.043579e-06,5.92227,2.3208451,-0.12615936,1218958.5,100.0,17.23,677.9971
32900,1.0820372,329,-108.31998529041189,375.54712,86.50152,3090.4557621479034,[-1.149 -0.138 -0.863  0.075 -1.545],0.24788067,,0.19851701,2.7669804,0.03664572,-4.536598,1.356207,100,347.9975,7.7503204,3.1608243,540476,-4.5776366e-07,2.1695647,0.58793443,-0.12530018,81463.35,100.0,16.82,586.8352
