Iteration,InitialBound,InitialReturnMin,StdD2w0t,EpThisIter,MaxD2w0t,InitialReturnMean,ReturnStepMaxmin,TimestepsSoFar,ReturnStepMax,ReturnMeanIW,EpisodesSoFar,MeanD2w0t,Bound,EpLenMean,StdIW,Weights,J_sample_variance,MinIW,InitialReturnStd,MinD2w0t,MeanIW,InitialReturnMax,TimeElapsed,EntropyCoefficient,MaxIW,EmpiricalD2,EpRewMean,MeanEntropy
241,-529.7817,-17.348991,0.2724346,100,1.0114915,2.0980835e-06,93.50114,907653,100.0,198.01245,24100,0.08043462,-528.379,40.09,0.07523683,[-0.676 -1.056 -0.7   -0.998  0.555],225.1351,0.8543772,10.299401,,1.0179068,28.692513,2301.5378959178925,,1.2519937,1.005894,-110.2250145827961,1.9733893
242,-528.88,-16.042648,0.26787582,100,1.0128386,7.6293946e-07,93.32457,911514,100.0,206.47333,24200,0.077487685,-527.2309,38.61,0.07906457,[-0.678 -1.056 -0.707 -0.998  0.554],306.10315,0.79468685,11.84276,,1.0198718,39.27202,2310.820241689682,,1.2739372,1.0063808,-109.56851224244946,1.9762428
243,-560.7615,-19.51323,0.27541178,100,1.0059593,1.7166137e-06,93.69881,915635,100.0,188.26785,24300,0.082543045,-559.8452,41.21,0.040751938,[-0.679 -1.062 -0.713 -1.005  0.557],215.36856,0.90392685,13.05395,,1.0105416,46.805084,2321.309493303299,,1.1349658,1.0024308,-109.23107672996697,1.9725791
244,-527.45276,-15.54921,0.26772276,100,1.0297526,,93.301,919464,100.0,211.53238,24400,0.077094376,-523.8391,38.29,0.11777374,[-0.676 -1.068 -0.717 -1.008  0.554],545.0913,0.77354455,11.281172,,1.04268,35.91183,2330.848217010498,,1.376523,1.014375,-109.10737800508593,1.9716809
245,-532.72656,-18.316002,0.26887235,100,1.0060847,3.7002565e-06,93.46843,923371,100.0,199.3119,24500,0.07827754,-531.9246,39.07,0.054630417,[-0.682 -1.065 -0.722 -1.013  0.553],283.003,0.8638599,13.198417,,1.0095983,38.491325,2341.1289315223694,,1.1577697,1.0028167,-108.05944637051873,1.9667983
246,-536.12274,-18.429146,0.27486938,100,1.0044242,5.2261353e-06,93.70207,927476,100.0,188.25554,24600,0.082208164,-535.45953,41.05,0.045406263,[-0.684 -1.068 -0.724 -1.016  0.548],179.43076,0.9077138,10.948049,,1.0067409,30.066154,2350.768408536911,,1.148201,1.0022097,-108.74020158426521,1.9716796
247,-537.9639,-19.221222,0.27623668,100,1.0148237,1.4495849e-06,93.68843,931595,100.0,191.4539,24700,0.08277049,-535.4818,41.19,0.08373884,[-0.68  -1.068 -0.722 -1.016  0.553],318.4273,0.74571264,11.936013,,1.0270895,32.53011,2360.5986111164093,,1.3000339,1.0065775,-109.39174276855114,1.9742854
248,-525.80176,-17.290802,0.26729503,100,1.0132852,3.5476685e-06,93.30226,935437,100.0,207.91731,24800,0.07711478,-524.25165,38.42,0.10091754,[-0.684 -1.081 -0.733 -1.021  0.555],465.93225,0.81794435,10.863323,,1.0211275,36.96031,2370.3053934574127,,1.5261791,1.0060734,-109.47187381688214,1.981749
249,-543.56213,-15.498146,0.27058086,100,1.0012559,-8.163453e-06,93.46986,939411,100.0,196.93883,24900,0.07950925,-543.3955,39.74,0.026210383,[-0.685 -1.077 -0.731 -1.022  0.563],150.1049,0.9231425,12.342512,,1.001863,47.269745,2380.1267988681793,,1.0627245,1.0005656,-109.8844915231961,1.9802108
250,-550.6237,-20.702148,0.28080603,100,1.0152959,9.536743e-07,93.89491,943698,100.0,180.95432,25000,0.08599441,-549.00146,42.87,0.0708798,[-0.686 -1.078 -0.733 -1.021  0.561],292.18445,0.8764661,11.647393,,1.0205243,34.547207,2390.5597100257874,,1.290871,1.0057669,-109.42774237250399,1.9823449
251,-521.1621,-16.254387,0.26921397,100,1.0013307,-2.2888183e-07,93.39033,947628,100.0,200.31982,25100,0.07862707,-521.01196,39.3,0.01990983,[-0.68  -1.074 -0.728 -1.025  0.563],127.22818,0.948734,10.869487,,1.001255,38.487427,2400.386028289795,,1.0724256,1.0004504,-110.23064197173264,1.9827245
252,-533.7239,-18.215408,0.27113172,100,1.0049716,-1.5258789e-06,93.51498,951613,100.0,195.96613,25200,0.07978694,-533.2188,39.85,0.046733417,[-0.676 -1.072 -0.725 -1.026  0.564],173.28087,0.87064046,11.480159,,1.0062106,33.820156,2410.1800384521484,,1.1440532,1.0020825,-109.29057625444128,1.9811233
253,-568.7708,-19.250763,0.27786517,100,1.007824,5.607605e-06,93.75791,955811,100.0,185.79959,25300,0.08412096,-567.6432,41.98,0.050214227,[-0.678 -1.07  -0.725 -1.028  0.562],215.36865,0.87165546,11.008652,,1.0123516,43.930534,2420.1237246990204,,1.2087516,1.0028104,-110.03211640112895,1.982346
254,-555.92706,-18.781174,0.27023146,100,1.0062966,-3.4332277e-07,93.51912,959766,100.0,196.53355,25400,0.07919558,-555.3473,39.55,0.04615762,[-0.673 -1.064 -0.718 -1.029  0.563],193.20502,0.8467173,11.568919,,1.006927,50.230812,2430.2055394649506,,1.1323406,1.0025595,-108.38452581048216,1.9824411
255,-522.6277,-17.08207,0.2636926,100,1.020445,-2.861023e-06,93.20533,963489,100.0,213.79527,25500,0.07479369,-520.5246,37.23,0.117132865,[-0.67  -1.07  -0.723 -1.033  0.564],407.62256,0.7006919,13.06904,,1.0255644,38.196804,2439.71173620224,,1.3464812,1.011854,-107.87142041597883,1.9837056
256,-513.48645,-17.558487,0.26620984,100,1.0128113,-6.904602e-06,93.32767,967309,100.0,205.99113,25600,0.076565765,-512.2169,38.2,0.09278615,[-0.667 -1.062 -0.724 -1.034  0.565],418.56104,0.87939334,12.567954,,1.0134356,29.697575,2448.7481560707092,,1.4542773,1.0064135,-108.34164399646436,1.9865736
257,-571.6773,-17.851234,0.27854684,100,1.0043393,-3.0517579e-06,93.78797,971542,100.0,182.93481,25700,0.08471381,-571.19147,42.33,0.032840718,[-0.677 -1.065 -0.726 -1.031  0.568],200.64232,0.9198792,12.91628,,1.005371,68.93642,2459.2025141716003,,1.1211896,1.0012169,-110.31271657057542,1.9856688
258,-554.10236,-15.763931,0.265288,100,1.0028785,-6.8664554e-07,93.22773,975348,100.0,208.15439,25800,0.07614821,-553.7831,38.06,0.034595996,[-0.668 -1.067 -0.725 -1.031  0.567],158.28589,0.90140015,10.87486,,1.0033358,47.01311,2468.340118408203,,1.1218742,1.0011371,-109.84853641523272,1.9844546
259,-513.5536,-16.000702,0.26082665,100,1.0210207,5.607605e-06,92.99175,978977,100.0,224.21059,25900,0.072968155,-510.4486,36.29,0.080059394,[-0.662 -1.067 -0.725 -1.033  0.566],411.49893,0.730065,12.5541,,1.0291997,47.018097,2477.690145254135,,1.2499878,1.0083364,-109.0197083258007,1.9804736
260,-524.4053,-15.0236435,0.26057366,100,1.0028235,-3.967285e-06,93.01567,982636,100.0,217.9193,26000,0.073218554,-524.0231,36.59,0.026599584,[-0.669 -1.076 -0.734 -1.041  0.562],175.2199,0.930652,12.236699,,1.0040916,42.225563,2487.2342441082,,1.075914,1.0007699,-109.48359961914521,1.9804069
261,-524.7607,-15.141777,0.2581299,100,1.0109583,2.3651123e-06,92.904564,986208,100.0,225.3186,26100,0.07159805,-523.19745,35.72,0.068265826,[-0.672 -1.081 -0.737 -1.043  0.561],386.64337,0.868385,11.561683,,1.017443,46.122253,2495.894040822983,,1.2938036,1.0050129,-108.86464684880761,1.9772192
262,-519.9097,-16.477104,0.2691051,100,1.0080799,7.05719e-06,93.41905,990122,100.0,200.91461,26200,0.078420594,-519.14465,39.14,0.074675836,[-0.68  -1.078 -0.737 -1.037  0.558],347.25403,0.78541243,11.7382145,,1.0098358,34.995613,2505.309711456299,,1.2067964,1.0046607,-109.21919117728314,1.9738959
263,-521.69543,-16.503708,0.26191354,100,1.006798,2.4795531e-06,93.14452,993811,100.0,214.00409,26300,0.07392215,-520.7067,36.89,0.048566386,[-0.684 -1.082 -0.737 -1.036  0.555],316.7565,0.8650857,13.140093,,1.0091145,40.062035,2515.001935005188,,1.15138,1.0027251,-108.00425695068382,1.9758898
264,-507.2937,-15.29171,0.2687974,100,1.0078276,-6.713867e-06,93.36493,997716,100.0,202.9669,26400,0.078234054,-506.41858,39.05,0.05125136,[-0.684 -1.085 -0.737 -1.041  0.557],212.90463,0.90791255,10.346008,,1.0089979,28.068035,2524.478504419327,,1.2441165,1.0032512,-110.03181039618457,1.9766396
265,-517.20984,-18.023338,0.26510012,100,1.0015098,4.348755e-06,93.29078,1001517,100.0,206.27325,26500,0.07604298,-517.0053,38.01,0.017602215,[-0.686 -1.077 -0.731 -1.036  0.558],143.86357,0.9499472,11.72654,,1.0022937,33.36115,2533.838233947754,,1.0660987,1.0004652,-108.73687017750969,1.9781922
266,-524.2977,-15.148544,0.26686305,100,1.0120698,-2.5558472e-06,93.31056,1005349,100.0,207.47234,26600,0.076881565,-522.6155,38.32,0.0737178,[-0.689 -1.073 -0.73  -1.034  0.559],315.95193,0.7959205,11.588334,,1.0182811,36.10476,2544.013341188431,,1.2566001,1.0056286,-109.0097624569,1.9807158
267,-560.0783,-19.77938,0.275553,100,1.0047045,-1.14440915e-07,93.715935,1009478,100.0,187.00934,26700,0.08267137,-559.5139,41.29,0.045419965,[-0.685 -1.077 -0.729 -1.042  0.562],175.78621,0.89590824,12.421483,,1.0062265,31.90895,2554.346048116684,,1.1898159,1.0016503,-109.08964778966491,1.9846172
268,-514.9449,-18.510002,0.2646659,100,1.0029907,3.5858154e-06,93.17031,1013261,100.0,210.85338,26800,0.07571979,-514.5448,37.83,0.035058312,[-0.688 -1.078 -0.732 -1.041  0.566],131.15926,0.91026956,10.550641,,1.0043055,32.048267,2563.8288781642914,,1.1177434,1.0012681,-110.27018631233284,1.9872282
269,-499.51575,-15.04406,0.26478788,100,1.0050532,-5.264282e-06,93.197235,1017045,100.0,210.27448,26900,0.07576797,-498.9101,37.84,0.04368556,[-0.686 -1.077 -0.731 -1.039  0.568],161.34644,0.8358406,9.970894,,1.0062355,29.09748,2573.8593571186066,,1.1079178,1.0018548,-109.7892273747875,1.9834743
270,-592.30206,-19.23198,0.2775174,100,1.0022869,5.41687e-06,93.7956,1021244,100.0,182.74345,27000,0.08403067,-591.9134,41.99,0.031195687,[-0.682 -1.082 -0.734 -1.041  0.565],208.03615,0.9168561,14.507717,,1.0045488,66.54111,2584.4209311008453,,1.0988115,1.0010129,-109.26644833120253,1.9813806
271,-513.3687,-16.402954,0.2658241,100,1.009198,2.2888185e-06,93.27325,1025055,100.0,207.83095,27100,0.07635674,-512.269,38.11,0.058860775,[-0.678 -1.079 -0.733 -1.039  0.562],335.4619,0.8759126,12.164727,,1.0110726,47.45576,2594.235906600952,,1.2216731,1.0029718,-109.12748089633186,1.9821643
272,-512.4205,-15.706116,0.2594752,100,1.0035285,-3.1661987e-06,93.01368,1028677,100.0,218.90608,27200,0.0725136,-511.93164,36.22,0.036527134,[-0.689 -1.082 -0.734 -1.041  0.563],219.36902,0.909258,11.828204,,1.0046831,40.75124,2603.157466173172,,1.1398175,1.0012034,-108.41299575419706,1.982438
273,-541.5946,-18.610397,0.27200016,100,1.0094662,2.3651123e-06,93.53582,1032678,100.0,196.63268,27300,0.080217816,-539.9674,40.01,0.062110372,[-0.684 -1.077 -0.729 -1.042  0.564],226.269,0.84010744,12.070514,,1.0185547,38.42665,2612.735953092575,,1.1989992,1.0038269,-109.3109983367081,1.9794114
274,-560.16626,-16.286888,0.27024576,100,1.0018444,-3.7765503e-06,93.48462,1036641,100.0,196.51286,27400,0.07928996,-559.86694,39.63,0.023161033,[-0.695 -1.072 -0.732 -1.041  0.56 ],186.91573,0.9483175,12.599883,,1.0028554,48.366734,2622.8193278312683,,1.0737354,1.0006227,-109.28712070525592,1.980788
275,-493.59644,-18.23394,0.26921222,100,1.0350889,-1.4877319e-06,93.2888,1040451,100.0,216.2293,27500,0.07731374,-488.64343,38.1,0.16588013,[-0.701 -1.072 -0.734 -1.041  0.562],1067.3835,0.5406592,9.830853,,1.0578134,33.08869,2631.954431295395,,1.5847814,1.0187176,-108.81626326356186,1.9733883
276,-535.8833,-16.572662,0.2737016,100,1.0023315,3.6621093e-06,93.59372,1044525,100.0,191.62123,27600,0.08151807,-535.4314,40.74,0.025135659,[-0.705 -1.078 -0.748 -1.036  0.554],139.89961,0.9387783,11.159403,,1.0040745,34.729675,2642.1894454956055,,1.0742235,1.0007651,-110.12737121407385,1.9736484
277,-541.592,-18.26635,0.26804554,100,1.005762,-7.2479247e-06,93.370415,1048410,100.0,202.82913,27700,0.07780249,-540.92224,38.85,0.05046172,[-0.713 -1.078 -0.751 -1.035  0.555],198.46541,0.8641381,10.891446,,1.0066141,43.228878,2651.9994781017303,,1.1557865,1.0023589,-109.35562357984331,1.9746246
278,-547.3252,-18.05024,0.27197343,100,1.002195,6.1035155e-07,93.560974,1052426,100.0,193.44405,27800,0.08037301,-546.9859,40.16,0.026716512,[-0.717 -1.083 -0.756 -1.033  0.556],171.70367,0.9140356,11.713256,,1.0033875,42.735546,2662.563510656357,,1.1007804,1.0009421,-109.21559452017846,1.975266
279,-540.89075,-18.466537,0.2728704,100,1.0066037,-1.6403199e-06,93.59624,1056463,100.0,192.90405,27900,0.08087011,-539.9802,40.37,0.045207992,[-0.713 -1.083 -0.752 -1.036  0.556],245.00706,0.9035258,13.63051,,1.0107523,34.48248,2672.2215762138367,,1.1713355,1.0024372,-109.07527271260287,1.9716644
280,-536.58606,-17.792633,0.27435404,100,1.0020173,-3.4713746e-06,93.66252,1060557,100.0,188.96722,28000,0.081930876,-536.3024,40.94,0.036172632,[-0.715 -1.075 -0.749 -1.034  0.553],184.80345,0.91374105,11.600217,,1.0031122,37.411316,2682.434296607971,,1.1320071,1.0009792,-109.25825169709184,1.9736327
281,-513.4397,-17.007172,0.27114818,100,1.0463046,-4.8828124e-06,93.35609,1064458,100.0,211.78181,28100,0.07887235,-508.30353,39.01,0.19477612,[-0.718 -1.078 -0.752 -1.036  0.555],1102.8972,0.75603724,11.546207,,1.0610458,30.135975,2691.958637237549,,1.6784275,1.0257071,-110.08510909537723,1.9853519
282,-570.39734,-18.65342,0.27907428,100,1.0011699,-1.6021728e-06,93.890854,1068712,100.0,178.59677,28200,0.08510437,-570.23145,42.54,0.020925904,[-0.73  -1.084 -0.753 -1.032  0.566],186.28754,0.93534434,13.050703,,1.0018983,44.719673,2702.2026269435883,,1.077909,1.0004737,-108.67276157620647,1.9844509
283,-510.69916,-17.84233,0.26060504,100,1.0014831,-1.6021728e-06,93.09347,1072375,100.0,214.53331,28300,0.0732708,-510.55145,36.63,0.015913056,[-0.729 -1.081 -0.751 -1.03   0.566],168.64963,0.9323759,12.816464,,1.0010176,35.788254,2711.8679831027985,,1.0457251,1.0002661,-108.17894808599868,1.984117
284,-542.1649,-17.767326,0.2735348,100,1.0039985,3.967285e-06,93.577194,1076438,100.0,192.67184,28400,0.08134783,-541.6438,40.63,0.045025103,[-0.725 -1.082 -0.751 -1.031  0.565],236.83781,0.9258051,12.179256,,1.0058907,39.21224,2721.635840654373,,1.1860306,1.0019938,-110.16493200177572,1.9879792
285,-516.3077,-17.513977,0.26974472,100,1.0132946,6.67572e-06,93.423065,1080372,100.0,200.89258,28500,0.078825645,-515.07574,39.34,0.05468427,[-0.724 -1.085 -0.75  -1.032  0.569],256.6986,0.8510948,11.005352,,1.011576,30.22622,2731.312720298767,,1.1996098,1.0030236,-109.6986457404045,1.9892538
286,-519.7333,-18.824997,0.26980105,100,1.0117774,-1.7547608e-06,93.40859,1084300,100.0,202.2418,28600,0.07878098,-518.26587,39.28,0.0762695,[-0.716 -1.094 -0.75  -1.038  0.57 ],238.62643,0.8356766,10.457065,,1.0176334,31.383114,2740.9380555152893,,1.2327683,1.0058597,-109.8170126927002,1.9902536
287,-513.046,-14.181763,0.26337495,100,1.0018668,-1.0299683e-06,93.07536,1088045,100.0,214.34581,28700,0.07494173,-512.765,37.45,0.027349874,[-0.711 -1.085 -0.748 -1.034  0.571],137.81018,0.9120831,10.215674,,1.003004,33.126675,2750.7945153713226,,1.080034,1.0008968,-110.9401021564548,1.9870582
288,-524.9748,-15.494591,0.26446474,100,1.0076308,-3.929138e-06,93.19116,1091815,100.0,212.09329,28800,0.07552105,-524.1664,37.7,0.062113903,[-0.71  -1.085 -0.747 -1.034  0.568],182.00018,0.8698104,10.265237,,1.0088437,35.705017,2759.234706878662,,1.2095591,1.004231,-110.03613207878975,1.9856575
289,-500.31778,-13.988258,0.2613712,100,1.0119147,7.6293946e-07,93.03059,1095481,100.0,219.85007,28900,0.07352106,-498.75937,36.66,0.06658116,[-0.708 -1.082 -0.748 -1.037  0.567],273.62717,0.8740569,10.365402,,1.0168893,30.29137,2768.6323988437653,,1.2604,1.0045106,-109.41956671102615,1.9821643
290,-530.9686,-19.62085,0.27020895,100,1.0055006,7.6293945e-06,93.44807,1099433,100.0,199.06245,29000,0.07916112,-530.2635,39.52,0.04803261,[-0.707 -1.071 -0.745 -1.031  0.563],198.19081,0.8867005,11.943391,,1.00883,39.68228,2778.7859489917755,,1.1904993,1.0023963,-109.7121780956744,1.9785953
291,-520.9672,-14.527679,0.26229593,100,1.0046849,-5.0735475e-06,93.120415,1103136,100.0,214.54744,29100,0.07418236,-520.0204,37.03,0.047882877,[-0.709 -1.068 -0.745 -1.026  0.56 ],271.23517,0.8259391,11.70946,,1.0081307,34.468803,2787.9753267765045,,1.127062,1.0022718,-108.86114193548318,1.9755863
292,-537.39636,-16.280228,0.2687272,100,1.0037676,2.2125244e-06,93.45674,1107045,100.0,199.00212,29200,0.07825813,-536.89514,39.09,0.03941274,[-0.704 -1.071 -0.742 -1.03   0.557],195.11714,0.9090575,11.794595,,1.0060216,40.93436,2797.719652414322,,1.1874589,1.0013397,-108.3580302450746,1.974918
293,-484.77655,-15.706039,0.2578889,100,1.0043603,-1.1825562e-06,92.93885,1110616,100.0,222.83484,29300,0.07151916,-484.16522,35.71,0.045600295,[-0.704 -1.065 -0.737 -1.029  0.556],181.74165,0.8864974,11.297308,,1.0063969,28.5038,2806.6346783638,,1.1581873,1.0019042,-108.22196176823185,1.9774783
294,-498.20288,-14.745018,0.2591457,100,1.0068748,4.0817263e-06,92.94305,1114223,100.0,222.59628,29400,0.07225993,-497.4421,36.07,0.06565012,[-0.703 -1.064 -0.74  -1.027  0.558],251.19705,0.8576271,10.350353,,1.009279,33.550095,2815.0613255500793,,1.2137227,1.0036926,-109.24297211300332,1.9785926
295,-527.3109,-16.150543,0.26365334,100,1.0052185,-6.027222e-06,93.18774,1117974,100.0,210.7429,29500,0.07508463,-526.78436,37.51,0.040808562,[-0.705 -1.064 -0.74  -1.022  0.56 ],232.62845,0.8751792,13.245557,,1.0054889,49.28225,2824.3201723098755,,1.1627666,1.0015124,-109.01308138839109,1.9758489
296,-530.4496,-18.488823,0.2722625,100,1.0154377,-6.713867e-06,93.52632,1121976,100.0,197.92337,29600,0.08030912,-528.6985,40.02,0.08037189,[-0.711 -1.064 -0.739 -1.022  0.557],299.38916,0.81306016,11.295926,,1.0184294,34.983093,2834.298464536667,,1.2883068,1.0059391,-109.52842105278575,1.9768859
297,-524.6622,-17.59362,0.26661283,100,1.0186503,-5.0354006e-06,93.32287,1125783,100.0,208.77026,29700,0.0765382,-522.2049,38.07,0.09265837,[-0.711 -1.073 -0.744 -1.02   0.558],499.3005,0.80890787,13.17263,,1.024935,37.88507,2843.8748977184296,,1.3690214,1.0084145,-108.064357095092,1.9713744
298,-543.397,-20.138336,0.2791794,100,1.0347925,-1.9073486e-06,93.76786,1129962,100.0,190.6892,29800,0.08430846,-539.8932,41.79,0.15363495,[-0.714 -1.066 -0.737 -1.017  0.552],872.2371,0.7547112,12.384924,,1.0454361,34.32116,2854.0591526031494,,1.5579281,1.0214424,-109.32554183229466,1.9748527
299,-523.8302,-16.779724,0.27036875,100,1.00926,-3.0517577e-07,93.45798,1133910,100.0,199.51376,29900,0.07916454,-522.7844,39.48,0.07310601,[-0.717 -1.067 -0.731 -1.01   0.556],293.4143,0.77053404,12.491656,,1.0140423,40.481354,2863.710519552231,,1.2310159,1.0056103,-109.39969805014043,1.9729036
300,-563.8281,-18.431,0.2748882,100,1.0089208,-1.2969971e-06,93.68909,1138005,100.0,189.98506,30000,0.08210065,-562.42645,40.95,0.060985986,[-0.718 -1.068 -0.736 -1.014  0.554],253.76163,0.82834965,11.493614,,1.0165535,50.34237,2873.998637199402,,1.1753732,1.0038781,-108.74164283450013,1.9680973
301,-564.1462,-20.091965,0.280752,100,1.0075538,3.4713746e-06,93.950645,1142297,100.0,178.08958,30100,0.0860277,-563.0969,42.92,0.06513022,[-0.706 -1.066 -0.73  -1.015  0.549],294.00613,0.87019086,13.473548,,1.0120239,52.835915,2884.5458521842957,,1.2409208,1.0037755,-108.35914236498287,1.974609
302,-523.5807,-18.701958,0.26548475,100,1.0124915,-6.5231325e-06,93.20543,1146082,100.0,212.63972,30200,0.07597808,-521.25775,37.85,0.085583955,[-0.702 -1.066 -0.728 -1.016  0.556],445.06882,0.8530665,11.247663,,1.0207691,33.583935,2893.7884509563446,,1.3999513,1.0058374,-109.6662369607161,1.9807115
303,-527.12463,-16.309143,0.2668455,100,1.0090957,-1.0681152e-06,93.33393,1149916,100.0,205.95003,30300,0.07689717,-525.7662,38.34,0.07488915,[-0.692 -1.072 -0.725 -1.019  0.562],273.81308,0.79503745,12.544287,,1.015434,36.117523,2903.884829044342,,1.3484912,1.0044342,-108.61938123407657,1.9879631
304,-560.36017,-17.721664,0.27403724,100,1.0146879,-6.8664554e-07,93.63127,1153969,100.0,193.72719,30400,0.081390135,-558.29016,40.53,0.07949862,[-0.697 -1.07  -0.727 -1.017  0.569],357.15732,0.81058306,13.901138,,1.0258785,47.816322,2913.514193534851,,1.2835115,1.0068339,-108.79722634999122,1.9804069
305,-550.28265,-19.76664,0.2766552,100,1.0114112,-1.5258789e-07,93.68889,1158110,100.0,190.24669,30500,0.08313749,-548.37134,41.41,0.07779816,[-0.7   -1.075 -0.731 -1.015  0.561],254.90105,0.8224292,11.839089,,1.0214341,43.216446,2923.4768903255463,,1.2064227,1.0063853,-109.9732487662524,1.9805455
306,-520.30664,-14.422951,0.26241988,100,1.0072412,5.340576e-07,93.10578,1161821,100.0,215.05995,30600,0.07430117,-519.4126,37.11,0.04852491,[-0.706 -1.078 -0.74  -1.018  0.562],179.02808,0.86073303,10.605628,,1.0091038,38.05243,2933.00785446167,,1.2115612,1.0021602,-109.3684602972536,1.9785347
307,-552.30383,-17.661453,0.2750189,100,1.0088745,-6.8664554e-07,93.670586,1165920,100.0,190.37215,30700,0.08218628,-550.95374,40.99,0.05997413,[-0.695 -1.079 -0.74  -1.018  0.56 ],292.31027,0.84326327,13.259602,,1.016355,44.08515,2943.27964758873,,1.213609,1.0041355,-109.2270620898829,1.9736369
308,-565.89404,-18.705238,0.27497524,100,1.0071013,-1.1825562e-06,93.667206,1170024,100.0,189.6599,30800,0.08222326,-565.0217,41.04,0.058666293,[-0.691 -1.073 -0.735 -1.014  0.555],217.61646,0.79859257,12.776678,,1.0127953,50.738953,2952.4579758644104,,1.1559448,1.0036035,-109.42955004711348,1.9690709
309,-535.8793,-16.0887,0.27078205,100,1.0060924,1.9073487e-07,93.48746,1173991,100.0,198.04257,30900,0.07949145,-534.9608,39.67,0.058191527,[-0.691 -1.071 -0.736 -1.015  0.55 ],208.2566,0.8720947,10.843945,,1.0105708,38.135,2961.5437281131744,,1.2031598,1.0029535,-109.34169851301944,1.9746089
310,-570.9098,-19.912476,0.28428084,100,1.0123525,9.57489e-06,94.054504,1178397,100.0,173.17017,31000,0.08837068,-569.78015,44.06,0.09346203,[-0.695 -1.072 -0.739 -1.015  0.556],359.39728,0.83548725,13.853405,,1.0162984,39.731743,2972.4976613521576,,1.301625,1.006916,-108.95420329899738,1.9738923
311,-533.7622,-18.784126,0.27299777,100,1.002759,-3.1280517e-06,93.60085,1182446,100.0,192.0323,31100,0.08103958,-533.33014,40.49,0.036522496,[-0.696 -1.075 -0.738 -1.012  0.555],162.73492,0.9303371,11.0828285,,1.005068,36.36859,2981.3422560691833,,1.1676419,1.00131,-109.30592717053263,1.9764826
312,-546.95013,-15.82975,0.2745788,100,1.0030304,-7.2479247e-07,93.60766,1186546,100.0,190.84354,31200,0.08206205,-546.5807,41.0,0.043221366,[-0.698 -1.07  -0.737 -1.01   0.557],184.84753,0.9051895,11.504916,,1.0046114,42.610027,2991.4731628894806,,1.1611711,1.0015355,-110.54399013316677,1.9782075
313,-570.73334,-19.853035,0.27206242,100,1.0115067,-8.354187e-06,93.56025,1190546,100.0,195.75331,31300,0.08022518,-569.39624,40.0,0.08602339,[-0.696 -1.074 -0.737 -1.009  0.559],524.8619,0.8209106,12.827764,,1.0152432,61.728966,3001.3977031707764,,1.3543723,1.004667,-108.79521451842182,1.9814653
314,-522.3577,-16.790588,0.2700412,100,1.0020239,-1.0681152e-06,93.47337,1194501,100.0,197.34683,31400,0.07914381,-522.1234,39.55,0.029781993,[-0.705 -1.077 -0.738 -1.012  0.563],205.3509,0.9073074,11.533184,,1.0018798,30.139141,3010.9496853351593,,1.0890392,1.0007737,-109.28995092858707,1.9798104
315,-526.02295,-17.23536,0.2676863,100,1.0071024,1.5640259e-06,93.3965,1198368,100.0,202.75163,31500,0.077498995,-525.0593,38.67,0.05692236,[-0.7   -1.078 -0.735 -1.013  0.561],225.64542,0.83368635,12.694676,,1.012522,38.178223,3020.4056026935577,,1.1481626,1.0037416,-108.34357395994618,1.9745446
316,-520.2595,-17.204185,0.27126795,100,1.0093194,-2.861023e-06,93.51649,1202350,100.0,196.72868,31600,0.079794444,-519.2698,39.82,0.069966316,[-0.7   -1.074 -0.736 -1.012  0.556],262.6245,0.83803743,10.641456,,1.0126795,30.363167,3029.874601125717,,1.2658035,1.0056118,-109.1784385070261,1.9742854
317,-562.10693,-18.051048,0.27279148,100,1.0038885,1.2969971e-06,93.61329,1206391,100.0,191.36316,31700,0.08089139,-561.6208,40.41,0.041840836,[-0.707 -1.076 -0.735 -1.009  0.555],181.37164,0.8882411,13.452564,,1.0066985,52.095715,3039.229545354843,,1.1332932,1.0021616,-108.83852634434763,1.9723927
318,-549.3948,-21.90448,0.28001285,100,1.0018371,1.4877319e-06,93.916466,1210677,100.0,177.68298,31800,0.08573752,-549.26984,42.86,0.02185433,[-0.704 -1.074 -0.736 -1.01   0.553],149.5294,0.94065976,11.6890545,,1.0009248,28.913788,3050.117621421814,,1.0982924,1.0005102,-108.94018396283846,1.9719281
319,-558.8804,-17.538895,0.27387354,100,1.0092115,-3.8146973e-07,93.628426,1214738,100.0,192.42198,31900,0.08142925,-557.5443,40.61,0.06267043,[-0.698 -1.077 -0.736 -1.012  0.553],321.20914,0.8698498,12.415453,,1.0145282,44.80955,3059.5657007694244,,1.1837711,1.0048895,-109.07048580155093,1.9772764
320,-537.14386,-18.006607,0.26447123,100,1.009755,1.9073486e-06,93.287155,1218506,100.0,208.29324,32000,0.07550034,-535.85,37.68,0.04937997,[-0.699 -1.079 -0.733 -1.012  0.558],290.90967,0.8784835,13.633885,,1.012653,59.59479,3068.9250333309174,,1.1686726,1.0032357,-107.63005307312478,1.9725903
321,-518.91656,-15.782318,0.26834676,100,1.0212727,-3.5095215e-06,93.35074,1222375,100.0,206.28369,32100,0.07771203,-516.8543,38.69,0.100616984,[-0.69  -1.085 -0.733 -1.017  0.554],447.4817,0.791023,12.243823,,1.0223706,41.36862,3078.8934898376465,,1.3504908,1.0112524,-109.28509849769223,1.9736985
