InitialReturnMean,MaxIW,Weights,InitialBound,J_sample_variance,EpisodesSoFar,InitialReturnMin,TimeElapsed,TimestepsSoFar,InitialReturnMax,StdD2w0t,MinD2w0t,MaxD2w0t,EpRewMean,ReturnMeanIW,EpThisIter,ReturnStepMax,MeanIW,EntropyCoefficient,MinIW,EmpiricalD2,InitialReturnStd,ReturnStepMaxmin,MeanD2w0t,EpLenMean,MeanEntropy,Iteration,Bound,StdIW
-96.52327,12.308266,[ 0.326 -0.698  0.005  0.339 -0.092],-87.84482,3055.5325,1200,-99.83688,276.63309717178345,93950,-89.94664,22.596561,,580.0265,-188.53018448416375,-67.92612,100,100.0,0.60301554,10.0,0.002911097,26.825848,2.4369087,100.0,2.7217202,94.05,1.2744137,12,-66.28876,0.6912984
-96.795715,13.979325,[ 0.296 -0.688  0.039  0.305 -0.145],-88.568924,2349.7456,1300,-99.80056,301.2817859649658,103116,-90.30395,9.186117,,321.82098,-186.5827193879428,-60.59857,100,100.0,0.4003032,10.0,0.0008829434,56.133774,2.408867,100.0,1.5208645,91.66,1.2059221,13,-60.16333,0.645121
-96.683624,14.367634,[ 0.204 -0.676  0.02   0.347 -0.213],-89.84865,3439.69,1400,-99.77281,331.83073472976685,115130,-88.870346,16.001896,,394.90466,-214.7233467110601,-58.75788,100,100.0,0.4769561,10.0,0.002817125,33.06567,2.5692244,100.0,3.542045,120.14,1.1640605,14,-62.576267,0.7157788
-96.24591,30.67175,[ 0.199 -0.663  0.025  0.233 -0.255],-89.94444,7938.5093,1500,-99.80561,363.46102643013,127707,-86.27086,4.9264064,,148.43489,-219.50239090648577,-80.234314,100,100.0,0.65682906,10.0,0.013478985,22.06857,3.187096,100.0,1.3793578,125.77,1.1977268,15,-78.72461,1.1667801
-95.77899,10.255316,[ 0.157 -0.707  0.023  0.182 -0.221],-90.61206,4074.2598,1600,-99.515366,402.56960678100586,146497,-84.81528,12.297649,,391.90585,-279.87026297470203,-81.51587,100,100.0,0.7056825,10.0,0.0016327641,24.779722,3.0939665,100.0,2.8189926,187.9,1.1739627,16,-80.35165,0.93546486
-94.9053,8.577449,[ 0.135 -0.691 -0.003  0.156 -0.245],-90.36403,1360.403,1700,-99.59584,446.1192569732666,167592,-83.53583,192.58742,,6484.0254,-295.8155011640287,-58.863876,100,100.0,0.45144266,10.0,0.00025923582,272.78186,3.4646187,100.0,28.77566,210.95,1.1704427,17,-62.593792,0.5718486
-93.15094,15.663068,[ 0.145 -0.682 -0.027  0.103 -0.248],-88.35755,3388.6187,1800,-99.43573,488.136666059494,187755,-75.18102,333.29977,,22931.352,-284.00832713516405,-73.996826,100,100.0,0.65507823,10.0,1.0053317e-06,335.98547,5.107913,100.0,19.56434,201.63,1.1328131,18,-73.91262,0.989609
-94.36258,23.620018,[ 0.199 -0.653 -0.016  0.085 -0.286],-88.72825,5757.207,1900,-99.69587,524.0966539382935,202299,-78.58214,22.96166,,823.61694,-233.98633038656095,-78.525215,100,100.0,0.72104156,10.0,0.0005418612,39.561962,4.123907,100.0,3.2341037,145.44,1.1347305,19,-77.911224,1.1358174
-94.47216,22.839504,[ 0.224 -0.652 -0.045  0.091 -0.284],-88.128235,4574.441,2000,-99.645,554.7268114089966,213787,-82.06854,11.207026,,694.0155,-205.62132290272854,-68.448715,100,100.0,0.54601514,10.0,0.0011907375,61.77102,4.2881665,100.0,1.8716003,114.88,1.0724059,20,-68.72103,1.1101321
-94.43168,9.087414,[ 0.168 -0.692 -0.03   0.103 -0.346],-89.71158,3393.2024,2100,-99.33377,589.6050400733948,229495,-81.85823,18.203522,,472.37967,-246.74102835818238,-77.45775,100,100.0,0.7093172,10.0,0.0048394185,26.062323,4.128713,100.0,3.5999343,157.08,1.06824,21,-77.535164,0.94531024
-93.753395,7.2068663,[ 0.165 -0.69  -0.056  0.087 -0.351],-88.424,2876.3816,2200,-99.59385,620.1052534580231,242674,-74.0396,16.921509,,484.07416,-219.98122635633143,-82.726524,100,100.0,0.82798904,10.0,0.00094191136,11.005104,5.0864773,100.0,2.0976298,131.79,1.0859374,22,-80.74021,0.7790494
-94.6836,7.861102,[ 0.172 -0.715 -0.046  0.126 -0.333],-89.56833,3296.1782,2300,-99.44543,655.1449642181396,257326,-82.137436,23.18373,,700.1221,-236.05295763774592,-80.43516,100,100.0,0.82736737,10.0,0.0020410272,20.85347,3.962051,100.0,3.5104628,146.52,1.1123339,23,-79.01372,0.99263847
-94.3051,20.923613,[ 0.179 -0.709 -0.025  0.1   -0.307],-89.37579,4349.8906,2400,-99.47221,687.9144651889801,273988,-84.60398,72.9195,,2471.75,-254.54281028701564,-74.59888,100,100.0,0.72143406,10.0,0.0024960665,55.47585,3.7525146,99.99901,8.096587,166.62,1.123082,24,-75.54675,1.4905826
-93.72203,5.3147836,[ 0.189 -0.717 -0.046  0.057 -0.296],-88.0942,3773.8516,2500,-99.3794,720.3387777805328,288217,-76.66417,20.225021,,545.73816,-230.275501277173,-77.136635,100,100.0,0.68401724,10.0,0.0041171378,24.754087,5.1423616,99.99549,2.99394,142.29,1.1240307,25,-76.75754,0.869171
-94.64928,14.749277,[ 0.193 -0.705 -0.069  0.094 -0.295],-88.20024,3830.8943,2600,-99.239784,747.589319229126,298818,-81.242615,13.18253,,592.8057,-196.9154654140594,-76.172165,100,100.0,0.6942525,10.0,0.0038835139,16.950958,4.0344357,100.0,1.5965236,106.01,1.0398924,26,-75.34836,0.89440775
-94.8583,14.946634,[ 0.212 -0.693 -0.078  0.119 -0.379],-89.46183,5366.194,2700,-99.7666,772.7533738613129,310268,-80.63424,16.739202,,594.78406,-205.70720324249817,-69.738396,100,100.0,0.6781128,10.0,4.1569085e-05,72.30046,4.192886,100.0,2.839314,114.5,1.0099142,27,-72.793274,1.3186551
-95.09563,5.524392,[ 0.239 -0.676 -0.104  0.153 -0.409],-89.31055,1998.0624,2800,-99.616714,797.5392231941223,318790,-82.1873,2.4836397,,87.04161,-177.57980338984905,-84.81599,100,100.0,0.8523645,10.0,0.010866761,3.799707,3.823888,100.0,0.43539035,85.22,1.0273753,28,-80.90657,0.6225404
-95.937996,15.369839,[ 0.201 -0.659 -0.11   0.178 -0.392],-89.87566,4959.6216,2900,-99.83885,819.74263215065,326942,-82.95079,2.8040316,,61.84386,-175.13980083632165,-84.28137,100,100.0,0.86739236,10.0,0.027502477,4.232802,3.1992133,100.0,0.6061431,81.52,1.0092458,29,-82.67198,0.9726105
-96.02491,14.268018,[ 0.235 -0.671 -0.083  0.188 -0.41 ],-90.70249,5075.9434,3000,-99.85505,843.9008827209473,337214,-80.702034,25.976225,,2232.198,-196.19123544214636,-67.53046,100,100.0,0.6790141,10.0,0.003505546,82.22963,3.477757,100.0,2.4450178,102.72,1.0293065,30,-70.529205,1.67605
-95.51266,15.145704,[ 0.186 -0.634 -0.05   0.194 -0.39 ],-90.60066,2789.1326,3100,-99.72004,875.6849701404572,350063,-81.31734,1.6546067,,38.625908,-221.1559161372126,-83.808556,100,100.0,0.86281544,10.0,0.021928933,5.891188,3.5088902,100.0,0.637846,128.49,1.0146786,31,-80.66763,1.0644169
-95.533936,7.106158,[ 0.156 -0.675 -0.051  0.229 -0.404],-91.04614,3395.9006,3200,-99.76371,910.1330120563507,364060,-85.9904,8.409566,,222.07774,-232.55551398999398,-76.356186,100,100.0,0.72389007,10.0,0.00019851275,11.686144,3.3303075,100.0,1.8613172,139.97,0.9522824,32,-75.712906,0.82112646
-96.0536,24.218616,[ 0.17  -0.722 -0.069  0.222 -0.467],-91.78174,4649.379,3300,-99.686066,940.7211396694183,376298,-85.681046,2.0346942,,28.81805,-215.84960525784027,-80.43068,100,100.0,0.8591784,10.0,0.00029323262,6.7893934,3.4244502,100.0,0.7842672,122.38,0.8821429,33,-79.315506,1.8235166
-95.76991,20.005203,[ 0.187 -0.725 -0.079  0.229 -0.537],-92.12968,2360.504,3400,-99.86415,972.1049032211304,388276,-85.93781,116.39777,,7980.9805,-212.92011968751302,-64.0761,100,100.0,0.58452183,10.0,0.008090377,156.19502,3.8263037,100.0,7.4665914,119.78,0.9236632,34,-68.45945,1.3353338
-95.80777,4.5354304,[ 0.171 -0.735 -0.056  0.234 -0.495],-92.45807,1961.7832,3500,-99.871605,1006.3577001094818,403285,-87.33293,11.254812,,280.3675,-241.92234726786927,-87.040535,100,100.0,0.86232454,10.0,0.0037319653,13.2530155,3.5414279,100.0,2.3597639,150.09,0.94888914,35,-85.77172,0.5776789
-96.20591,55.560593,[ 0.16  -0.743 -0.072  0.228 -0.47 ],-92.15388,6246.4453,3600,-99.79265,1036.310614824295,416370,-85.74531,45.4196,,1269.5703,-223.42642738429393,-66.861465,100,100.0,0.83532745,10.0,5.0786144e-05,73.70597,3.357516,100.0,5.298207,130.85,0.8927547,36,-70.429665,3.0113852
-95.53254,10.285494,[ 0.209 -0.742 -0.081  0.188 -0.526],-91.76172,3074.1702,3700,-99.80494,1069.2932102680206,428287,-83.84413,15.450123,,1096.1025,-211.9241180474831,-70.45113,100,100.0,0.56071764,10.0,0.0001453284,85.78987,3.7444189,100.0,2.4422786,119.17,0.92316717,37,-74.100746,0.79634905
-96.57412,10.440708,[ 0.243 -0.706 -0.095  0.213 -0.496],-91.8973,8085.8877,3800,-99.801094,1095.6605887413025,437637,-87.98057,8.642148,,223.88635,-187.78363231333967,-68.63733,100,100.0,0.62876755,10.0,0.0006396393,59.904106,2.7918878,100.0,1.7406899,93.5,0.9326595,38,-71.79739,1.3242381
-96.629974,9.358685,[ 0.268 -0.673 -0.118  0.236 -0.486],-91.47304,5181.6743,3900,-99.772736,1119.126737833023,445318,-84.9087,7.8316116,,432.87103,-171.4786047635985,-69.728775,100,100.0,0.654345,10.0,0.0051966887,26.372818,3.092995,100.0,1.1531155,76.81,0.99507755,39,-70.41644,1.000747
-96.5359,29.861591,[ 0.3   -0.669 -0.132  0.199 -0.424],-90.4138,11019.18,4000,-99.68298,1141.2551193237305,451701,-84.46556,5.537931,,353.6744,-158.39634451903447,-70.23515,100,100.0,0.61805505,10.0,0.0008920963,44.741367,3.0847843,100.0,0.9263293,63.83,1.0175481,40,-71.07953,1.3655863
-94.898254,6.020921,[ 0.255 -0.681 -0.104  0.176 -0.401],-88.97917,4026.1653,4100,-99.76601,1166.5497319698334,459973,-84.55343,12.171016,,594.3251,-175.1045354962889,-66.56866,100,100.0,0.62437516,10.0,0.0012680425,31.922426,3.947301,100.0,1.7351106,82.72,1.0840192,41,-67.70431,0.84917265
-95.89603,16.55113,[ 0.284 -0.687 -0.122  0.215 -0.335],-89.08791,5240.5845,4200,-99.72324,1189.5166952610016,467407,-84.06403,6.518345,,265.63034,-167.90515551003023,-60.43639,100,100.0,0.46226946,10.0,0.00030781786,39.161716,3.7401972,100.0,1.1606796,74.34,0.98619634,42,-63.052742,0.96344286
-95.519554,20.56567,[ 0.226 -0.726 -0.118  0.195 -0.433],-89.835915,3500.8828,4300,-99.852715,1216.4329824447632,475422,-80.79814,10.2734,,348.64542,-173.2325416778216,-57.790707,100,100.0,0.45986757,10.0,2.033672e-05,103.263985,3.7304716,100.0,1.7161636,80.15,0.9868261,43,-60.85946,0.84156007
-96.08639,9.186614,[ 0.284 -0.692 -0.134  0.168 -0.432],-90.08949,3319.6995,4400,-99.807396,1238.5035367012024,482166,-82.43431,0.47478625,,6.5629716,-161.30523091856088,-92.435234,100,100.0,0.93055415,10.0,0.08799916,2.3213902,3.4718387,100.0,0.17671028,67.44,1.0059885,44,-86.840096,0.81402373
-96.19657,16.691029,[ 0.239 -0.683 -0.13   0.182 -0.413],-90.10198,5318.6533,4500,-99.8089,1259.8940653800964,489095,-84.39312,12.907871,,461.2676,-163.35612762042877,-56.358437,100,100.0,0.47406405,10.0,5.276921e-05,132.23973,3.5945814,100.0,1.9358466,69.29,0.9526262,45,-62.11229,0.9705126
-95.41815,15.456534,[ 0.318 -0.689 -0.155  0.168 -0.466],-89.76758,2749.6821,4600,-99.811874,1279.3262157440186,495826,-84.64131,8.685684,,372.06793,-160.38825520078078,-57.178505,100,100.0,0.49018192,10.0,0.00028364488,95.63585,3.5570757,100.0,1.3553057,67.31,0.9482415,46,-60.368538,0.82892317
-96.02852,21.661205,[ 0.354 -0.617 -0.168  0.184 -0.471],-90.07214,10522.92,4700,-99.56139,1298.0917813777924,500996,-84.393265,14.177701,,964.6029,-145.77707068138028,-58.26716,100,100.0,0.51885986,10.0,0.00014563059,114.95609,3.3842106,100.0,1.5997632,51.7,0.9119689,47,-64.030495,1.4111241
-96.062614,15.48388,[ 0.32  -0.664 -0.142  0.16  -0.507],-90.74165,3057.6467,4800,-99.68117,1317.9607954025269,507312,-83.482635,10.66536,,1019.5191,-157.1132672563488,-42.81032,100,100.0,0.3172826,10.0,0.0005804539,76.25983,3.0590532,100.0,1.4158342,63.16,0.86372596,48,-48.05213,0.71718335
-95.78669,5.461247,[ 0.221 -0.592 -0.111  0.108 -0.555],-91.12258,4203.3237,4900,-99.741875,1341.3110885620117,514374,-85.8725,1.2992512,,23.001606,-164.16103349056968,-84.64992,100,100.0,0.8565545,10.0,0.027816387,3.8322277,3.4481692,100.0,0.36388862,70.62,0.8840965,49,-82.871124,0.80926484
-95.195145,8.747786,[ 0.226 -0.605 -0.128  0.143 -0.535],-90.19492,7716.2153,5000,-99.66901,1359.0764544010162,520914,-81.174835,6.766106,,481.86353,-158.29024086016042,-66.32455,100,100.0,0.6061533,10.0,0.0034807692,36.472267,3.7543368,100.0,0.9725077,65.4,0.9344338,50,-68.32474,1.1111006
-94.91009,3.9552083,[ 0.186 -0.631 -0.121  0.113 -0.485],-89.52783,3306.5369,5100,-99.60756,1384.3964297771454,528384,-81.785095,1.8487414,,30.962961,-166.94243814511742,-77.6696,100,100.0,0.7844489,10.0,0.002093382,4.7235537,4.1701293,100.0,0.46687478,74.7,0.9042879,51,-75.95051,0.7146225
-95.46473,14.882968,[ 0.191 -0.656 -0.129  0.161 -0.515],-90.35092,3263.9104,5200,-99.709076,1407.517070055008,535651,-84.89182,7.9273987,,217.06773,-165.82438523689277,-47.612923,100,100.0,0.3495393,10.0,0.0001406449,64.37791,3.751109,100.0,1.5281575,72.67,0.8173432,52,-53.197098,0.84736913
-95.927864,16.018402,[ 0.221 -0.6   -0.142  0.168 -0.602],-91.46067,4262.567,5300,-99.661224,1427.7346210479736,541932,-83.0203,5.9280686,,256.44034,-156.60091343654992,-63.347435,100,100.0,0.51974905,10.0,0.0026864475,53.267876,3.5595067,100.0,0.86483693,62.81,0.81670845,53,-66.531525,0.92509437
-95.32378,8.650022,[ 0.165 -0.622 -0.133  0.202 -0.602],-91.129234,4498.843,5400,-99.77901,1452.102774143219,549342,-82.63487,2.7576194,,146.51004,-167.04290938366483,-72.2156,100,100.0,0.65351295,10.0,0.009692614,13.026964,4.0365,100.0,0.5647603,74.1,0.82711154,54,-72.49256,0.95408773
-95.461075,9.663808,[ 0.23  -0.627 -0.127  0.171 -0.592],-90.997375,9603.57,5500,-99.82565,1471.3307309150696,556058,-85.96887,3.094501,,67.013084,-160.42558835684568,-73.45216,100,100.0,0.6872202,10.0,0.0036908898,20.247583,3.518742,100.0,0.72645515,67.16,0.83367836,55,-74.77521,1.1705371
-95.989845,25.917393,[ 0.248 -0.621 -0.154  0.173 -0.585],-91.24688,4340.4326,5600,-99.746445,1490.72492313385,562023,-84.629364,8.009661,,310.2206,-153.57674060430153,-56.732372,100,100.0,0.45562384,10.0,2.8829178e-05,101.92902,3.6986365,100.0,1.1121395,59.65,0.8105567,56,-61.662697,0.9094308
-96.14538,17.304415,[ 0.323 -0.587 -0.159  0.179 -0.608],-91.563416,4373.19,5700,-99.844315,1510.3860070705414,567334,-82.11333,9.067724,,391.38745,-147.4033820349131,-50.95864,100,100.0,0.4314041,10.0,0.00035002828,117.89745,3.3230064,100.0,1.2610973,53.11,0.8215827,57,-56.00283,0.8139689
-96.65884,8.43294,[ 0.384 -0.568 -0.179  0.196 -0.597],-91.86747,8145.12,5800,-99.73083,1529.7320220470428,572202,-86.33826,3.2429307,,209.56174,-143.6020462289716,-62.77798,100,100.0,0.5953536,10.0,0.0014573055,22.422297,2.9897885,100.0,0.47516772,48.68,0.7779869,58,-64.30321,1.2767786
-96.29401,40.198456,[ 0.371 -0.661 -0.193  0.189 -0.641],-91.90671,12735.141,5900,-99.67977,1548.2277019023895,577281,-84.79731,4.8853116,,177.89998,-145.22554263616613,-67.07566,100,100.0,0.5828019,10.0,0.00089290534,53.17207,3.538268,100.0,0.75124717,50.79,0.7760824,59,-70.57809,1.6934415
-96.13602,18.329407,[ 0.333 -0.699 -0.179  0.168 -0.643],-91.82973,3492.094,6000,-99.85975,1568.6335382461548,582925,-84.850525,6.1282415,,302.3534,-150.5773942473216,-58.55589,100,100.0,0.49590564,10.0,0.0067791883,37.947174,3.5142074,100.0,1.081255,56.44,0.75347084,60,-65.738106,0.83702374
-95.6143,23.85312,[ 0.316 -0.695 -0.143  0.147 -0.665],-91.72857,8110.4585,6100,-99.766136,1589.4821381568909,589029,-82.90053,7.945459,,764.06384,-154.46344168133285,-62.647415,100,100.0,0.5486745,10.0,0.0012456599,49.950245,3.6645064,100.0,0.88258564,61.04,0.74708307,61,-68.14844,1.1265062
-95.647736,32.70197,[ 0.366 -0.607 -0.123  0.144 -0.672],-91.91146,15263.573,6200,-99.78694,1609.5939979553223,595139,-82.9894,8.907948,,373.3114,-154.50237123888493,-66.25189,100,100.0,0.5446103,10.0,0.00014867818,86.12693,3.836364,100.0,1.1774966,61.1,0.7016568,62,-71.37832,1.7910727
-95.63221,8.886177,[ 0.307 -0.608 -0.1    0.161 -0.717],-92.63799,7119.562,6300,-99.853386,1630.4887278079987,602477,-85.18208,6.877637,,238.42966,-166.82994820311612,-61.862785,100,100.0,0.55824685,10.0,0.0003535885,41.467724,3.7228913,100.0,1.1605157,73.38,0.6942819,63,-66.28338,1.1102104
-96.183205,18.415369,[ 0.328 -0.595 -0.124  0.155 -0.725],-93.14885,2293.2585,6400,-99.56703,1649.29709482193,609172,-87.57677,10.354745,,441.81946,-161.13472138485784,-45.045433,100,100.0,0.35505491,10.0,0.0015311573,78.29019,3.177262,100.0,1.4899884,66.95,0.68927616,64,-51.079742,0.63910884
-96.394104,8.821194,[ 0.355 -0.567 -0.141  0.189 -0.73 ],-93.13923,6121.313,6500,-99.83836,1671.7529480457306,614827,-88.330215,2.4048152,,82.44983,-151.10754055774444,-80.410324,100,100.0,0.7931589,10.0,0.008499602,8.440111,3.0173855,100.0,0.46255726,56.55,0.68989444,65,-81.96305,1.0295844
-96.6709,19.64153,[ 0.343 -0.559 -0.114  0.187 -0.729],-93.542046,5823.6523,6600,-99.69053,1690.4369995594025,621076,-87.024734,6.7027874,,210.33058,-157.37969943243658,-63.64188,100,100.0,0.5000986,10.0,0.000101540085,77.06053,2.8080974,100.0,0.97753656,62.49,0.68923193,66,-67.39265,1.0174129
-96.52011,12.710598,[ 0.313 -0.611 -0.103  0.205 -0.73 ],-93.619995,7756.254,6700,-99.90651,1717.27459359169,628117,-87.82608,7.4663053,,384.13187,-165.07041520666698,-69.678734,100,100.0,0.63169587,10.0,0.0040969877,32.272953,2.9451423,100.0,1.1492953,70.41,0.65991455,67,-74.84159,1.1294575
-95.71942,19.15843,[ 0.29  -0.628 -0.09   0.161 -0.759],-93.45924,2213.5732,6800,-99.81775,1740.4561319351196,636644,-87.25408,13.706015,,452.18436,-178.67033640699032,-53.4037,100,100.0,0.36486375,10.0,0.0004045275,170.41118,3.688098,99.993195,2.0147753,85.27,0.6445896,68,-60.537266,0.6494202
-96.13659,14.517045,[ 0.349 -0.603 -0.099  0.153 -0.774],-93.55328,5373.8086,6900,-99.81453,1764.1982312202454,643322,-84.95976,3.857714,,174.76657,-160.84741494213483,-68.92528,100,100.0,0.66849935,10.0,0.0031749168,14.273913,3.4681349,100.0,0.7357569,66.78,0.6540988,69,-73.19701,1.2661725
-96.46458,34.773167,[ 0.34  -0.602 -0.074  0.149 -0.765],-94.12286,7694.0327,7000,-99.8092,1788.9791584014893,651146,-86.97816,16.456835,,571.0975,-172.70897786776132,-57.85138,100,100.0,0.46871734,10.0,2.1743565e-05,215.5445,2.9761658,100.0,2.3077216,78.24,0.6334825,70,-66.78181,1.233451
-96.840614,11.7706375,[ 0.39  -0.546 -0.078  0.164 -0.786],-94.359985,6743.565,7100,-99.800896,1810.6213250160217,657551,-89.027336,6.440347,,373.34753,-159.1926678782044,-65.12988,100,100.0,0.6054464,10.0,0.00040925105,34.02366,2.5521798,100.0,0.9610809,64.05,0.6122914,71,-69.959404,1.0312254
-97.36283,12.83637,[ 0.399 -0.511 -0.095  0.199 -0.807],-95.00695,3950.9094,7200,-99.81556,1830.9939618110657,663495,-90.39566,5.528588,,359.49313,-155.25242838154307,-72.7344,100,100.0,0.6989794,10.0,0.0073354943,17.798862,2.258421,100.0,0.7446139,59.44,0.6251931,72,-76.666176,0.8241037
-97.03299,9.122626,[ 0.433 -0.527 -0.115  0.161 -0.794],-94.28472,5615.1587,7300,-99.70206,1850.48530459404,668411,-87.6929,2.5748885,,86.77382,-144.66788428840837,-74.1146,100,100.0,0.72425264,10.0,0.027091809,12.94685,2.3904014,100.0,0.42642444,49.16,0.6582041,73,-75.7363,0.9124331
-95.99979,4.4727907,[ 0.447 -0.492 -0.115  0.113 -0.761],-92.77211,3775.6897,7400,-99.685356,1865.9989182949066,673315,-83.658554,0.9132283,,25.085352,-143.2252265928704,-84.67722,100,100.0,0.8674044,10.0,0.0046083312,2.5736866,3.4164064,100.0,0.20723453,49.04,0.6499487,74,-83.55436,0.7375772
-97.09815,9.283763,[ 0.466 -0.499 -0.114  0.146 -0.769],-94.124725,5645.591,7500,-99.730576,1884.743866443634,678390,-87.03225,4.0991616,,143.56471,-146.27473934726788,-73.33461,100,100.0,0.7375764,10.0,0.0006515649,12.77853,2.6385238,99.99828,0.54240537,50.75,0.60498154,75,-76.851974,0.96248764
-96.01089,22.519547,[ 0.478 -0.482 -0.104  0.09  -0.814],-93.35466,12001.165,7600,-99.687874,1903.9673130512238,683115,-87.52016,2.293767,,75.71186,-141.43980624746544,-78.56811,100,100.0,0.7440886,10.0,0.00036443828,31.5644,3.1389499,100.0,0.37310758,47.25,0.61199903,76,-79.57857,1.3770051
-96.15527,18.79228,[ 0.447 -0.535 -0.105  0.096 -0.807],-93.58085,6978.3735,7700,-99.69928,1924.7214677333832,688440,-85.829765,7.35388,,394.11383,-147.52525485554307,-59.078354,100,100.0,0.5186676,10.0,0.0025424587,54.129673,3.04638,100.0,0.9763229,53.25,0.6445902,77,-64.13888,1.0097226
-95.514534,17.481499,[ 0.412 -0.55  -0.09   0.061 -0.774],-92.75437,12144.576,7800,-99.736496,1948.263351202011,694448,-83.042534,6.169581,,436.39465,-153.31801210488396,-67.528755,100,100.0,0.6085344,10.0,0.0006600056,55.192593,3.9691093,100.0,0.8178132,60.08,0.6315881,78,-71.63434,1.4073389
-95.00454,15.854956,[ 0.448 -0.525 -0.105  0.04  -0.787],-92.16381,8604.723,7900,-99.692604,1967.9449820518494,699752,-81.22772,15.680063,,1339.948,-145.54687395795744,-61.246452,100,100.0,0.515921,10.0,0.00013684499,166.96901,4.2997417,100.0,1.532031,53.04,0.61498994,79,-69.758995,1.2307777
-95.01895,11.86467,[ 0.408 -0.562 -0.09   0.022 -0.804],-92.48297,12559.003,8000,-99.534706,1991.2880022525787,705517,-81.96759,7.4373145,,580.9477,-150.25429249704828,-71.1085,100,100.0,0.6928304,10.0,0.0011174295,55.11949,3.8752277,99.9935,0.94676256,57.65,0.6335441,80,-77.2137,1.3930447
