EpisodesSoFar,InitialReturnMean,EmpiricalD2,MaxIW,J_sample_variance,ReturnStepMax,MeanEntropy,Weights,InitialReturnMax,MeanIW,EpLenMean,EpThisIter,MaxD2w0t,Iteration,ReturnMeanIW,EpRewMean,MinIW,InitialReturnMin,MeanD2w0t,Bound,TimeElapsed,StdIW,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,StdD2w0t,MinD2w0t
40200,-2.2888183e-07,1.0009267,1.0944971,167.94937,100.0,0.98047835,[-0.627 -0.657 -0.255 -0.388 -0.438],23.434752,0.9963186,410.87,100,1.0012268,402,-5.487838,-72.22249598282839,0.9201561,-47.169697,0.8221573,-105.33616,18394.324593305588,0.019948248,-105.34182,98.64844,12.850161,13664627,0.38292938,
40300,1.335144e-07,1.0331085,1.727008,178.86484,100.0,0.9811118,[-0.627 -0.657 -0.255 -0.388 -0.438],22.35455,0.98809916,399.0,100,1.0563779,403,-4.2848144,-71.7817126786949,0.63389796,-48.929203,0.81081533,-104.26195,18443.266137599945,0.13860077,-104.50564,98.6402,13.682864,13704527,0.40806603,
40400,1.6784668e-06,1.0223624,1.916291,180.2632,100.0,0.9829096,[-0.622 -0.66  -0.255 -0.39  -0.438],26.04886,0.99467325,384.43,100,1.0355493,404,-3.343434,-78.02605015591844,0.6968894,-45.452282,0.7776746,-103.27545,18491.137932300568,0.111246,-103.42747,98.59407,13.560357,13742970,0.4264585,
40500,1.2397766e-06,1.0074142,1.2888588,142.85626,100.0,0.9812905,[-0.625 -0.658 -0.254 -0.39  -0.436],24.951147,1.005171,400.05,100,1.0102673,405,-4.5554123,-73.72897097118144,0.82825166,-37.822693,0.8032988,-104.43446,18541.327734947205,0.05944418,-104.49205,98.63141,11.991284,13782975,0.4015286,
40600,1.14440915e-07,1.0414536,1.826299,182.15254,100.0,0.9801049,[-0.624 -0.659 -0.255 -0.39  -0.438],29.516077,0.98821044,365.92,100,1.0720457,406,-3.043735,-71.26627171630244,0.58101624,-42.290756,0.7476469,-103.044266,18586.602533340454,0.14392504,-103.317184,98.61049,13.8401985,13819567,0.4527913,
40700,1.2111664e-06,1.0045613,1.1814853,228.6804,100.0,0.9800116,[-0.621 -0.661 -0.256 -0.391 -0.439],26.474789,0.99872196,382.61,100,1.0063589,407,-5.661659,-70.65410968627354,0.8168527,-39.92132,0.76724404,-105.53162,18633.949667930603,0.048762124,-105.56066,98.63068,14.800595,13857828,0.42498612,
40800,1.1444092e-06,1.0116054,1.3674514,171.50754,100.0,0.9774139,[-0.621 -0.661 -0.256 -0.391 -0.439],22.672329,1.0085396,391.82,100,1.016116,408,-3.9954247,-75.08317629371844,0.71163154,-49.91087,0.78850955,-103.89993,18681.862937688828,0.08485208,-103.997856,98.616745,13.414398,13897010,0.41433832,
40900,1.6021728e-06,1.0010647,1.0852145,126.68463,100.0,0.9772062,[-0.622 -0.66  -0.255 -0.39  -0.442],25.215235,1.0003796,380.17,100,1.0015255,409,-2.5837805,-77.42336760316631,0.91728574,-40.859337,0.7607972,-102.434586,18729.295981645584,0.024493137,-102.45682,98.5927,11.214518,13935027,0.4271337,
41000,3.4332277e-07,1.001018,1.084183,233.57004,100.0,0.97660345,[-0.622 -0.661 -0.255 -0.391 -0.442],27.668627,0.9963142,377.14,100,1.0016652,410,-2.9864452,-76.75040549087815,0.9222939,-47.675404,0.75476015,-102.84092,18775.447112083435,0.02318557,-102.867935,98.59299,15.303301,13972741,0.43078718,
41100,7.2479247e-07,1.0220262,1.6951498,233.02985,100.0,0.97692734,[-0.623 -0.661 -0.256 -0.391 -0.442],34.997658,0.9882805,376.19,100,1.0350304,411,-3.8153903,-76.0838819718557,0.615691,-50.608086,0.7608055,-103.75276,18821.889419317245,0.12670769,-103.96191,98.595505,15.574247,14010360,0.43651822,
41200,1.7356873e-06,1.0052853,1.2371197,195.9273,100.0,0.9755859,[-0.621 -0.664 -0.257 -0.393 -0.442],30.925203,1.0035433,365.43,100,1.0079503,412,-3.1835506,-77.43001967415319,0.8521391,-47.484108,0.7331943,-103.06588,18867.35351586342,0.055690173,-103.13068,98.576225,14.091592,14046903,0.44493663,
41300,8.5830686e-07,1.0030783,1.267956,168.87114,100.0,0.9746407,[-0.62  -0.663 -0.257 -0.392 -0.443],26.401524,1.0016792,401.05,100,1.0047148,413,-4.0954194,-74.3290846312353,0.8648753,-46.595764,0.8035708,-103.96535,18916.66353583336,0.04509352,-104.01117,98.62933,12.982982,14087008,0.39915127,
41400,-1.3732911e-06,1.0387931,1.8320042,184.69336,100.0,0.9703695,[-0.621 -0.663 -0.257 -0.391 -0.444],24.519535,1.01866,382.33,100,1.0561216,414,-2.55347,-78.11363155398521,0.58498406,-51.03209,0.7811544,-102.62251,18963.77899169922,0.16682953,-102.91591,98.591385,13.859023,14125241,0.43354794,
41500,3.8146973e-07,1.0071408,1.2315856,161.53342,100.0,0.96936417,[-0.62  -0.659 -0.256 -0.389 -0.449],29.16892,1.0136504,377.36,100,1.0104765,415,-2.2330444,-78.74605170869255,0.82731,-45.77776,0.757609,-102.111855,19010.79454112053,0.06200602,-102.18063,98.58264,12.558315,14162977,0.43190798,
41600,-2.0217894e-06,1.0012269,1.1047981,175.0153,100.0,0.96908337,[-0.621 -0.659 -0.256 -0.39  -0.45 ],36.491158,1.0001087,404.48,100,1.001916,416,-3.763463,-77.18928877102489,0.9062971,-44.231327,0.8094585,-103.613335,19060.858650445938,0.02463547,-103.64636,98.61833,13.242057,14203425,0.39336273,
41700,2.3651123e-06,1.0038508,1.1981037,169.61731,100.0,0.9674118,[-0.623 -0.659 -0.256 -0.39  -0.45 ],25.211275,0.99782467,374.59,100,1.005473,417,-2.7114656,-77.68233791940713,0.8236704,-39.8098,0.7508775,-102.581795,19107.499121189117,0.041696228,-102.63205,98.585236,12.935124,14240884,0.4344735,
41800,-3.8146972e-08,1.0019776,1.1266779,218.74335,100.0,0.9685873,[-0.623 -0.658 -0.256 -0.389 -0.452],34.46593,1.0051225,372.03,100,1.0029039,418,-2.5130453,-78.45610130798018,0.88363105,-43.11953,0.7449382,-102.37059,19154.13946914673,0.034828894,-102.39352,98.57823,14.672608,14278087,0.43690392,
41900,2.4986266e-06,1.00326,1.1837727,157.81914,100.0,0.9682715,[-0.623 -0.658 -0.256 -0.39  -0.45 ],21.689215,0.9996561,395.0,100,1.0047042,419,-3.084899,-70.59013419692296,0.835271,-50.1026,0.7912949,-102.94206,19202.770314216614,0.043174095,-102.95895,98.64258,12.599982,14317587,0.40798032,
42000,-1.9836425e-06,1.0144116,1.4690824,207.6491,100.0,0.9677734,[-0.623 -0.657 -0.256 -0.389 -0.451],27.989988,0.9922308,367.93,100,1.0216397,420,-2.9205937,-81.03041763696324,0.74568933,-45.728462,0.7416261,-102.84291,19248.171884536743,0.08697295,-102.93843,98.55954,14.725816,14354380,0.4443524,
42100,-1.0681152e-06,1.004403,1.2050931,175.06622,100.0,0.96781415,[-0.624 -0.657 -0.255 -0.389 -0.451],24.10387,0.99874175,363.92,100,1.0079015,421,-1.4026082,-83.75349253161421,0.8291761,-37.014233,0.7298251,-101.28923,19293.70513534546,0.04864179,-101.36769,98.53972,13.176686,14390772,0.44628704,
42200,1.1920929e-06,1.034123,1.8512151,210.70702,100.0,0.96789944,[-0.626 -0.657 -0.256 -0.388 -0.451],25.806555,1.0098102,390.47,100,1.0473765,422,-1.1109588,-78.43457947352474,0.5278508,-47.276688,0.7951087,-101.145615,19343.007862091064,0.13414954,-101.340775,98.59825,13.991637,14429819,0.4212474,
42300,-1.926422e-06,1.0271653,1.8014264,163.1523,100.0,0.9717131,[-0.625 -0.656 -0.257 -0.389 -0.451],30.164854,1.009382,388.97,100,1.0378782,423,-2.7684677,-70.96951663531802,0.6968571,-36.248734,0.7895761,-102.75105,19390.722891569138,0.13336584,-102.93919,98.635086,12.624483,14468716,0.42194226,
42400,1.2683869e-06,1.0088342,1.298316,145.1502,100.0,0.9716699,[-0.626 -0.655 -0.256 -0.389 -0.447],24.12452,1.0038284,393.26,100,1.0117791,424,-3.834836,-68.17829736946035,0.82701796,-35.75499,0.79033846,-103.728615,19439.706164121628,0.06307692,-103.78766,98.65326,12.209163,14508042,0.4117623,
42500,3.7574769e-06,1.01597,1.3097417,178.2427,100.0,0.9679289,[-0.626 -0.655 -0.256 -0.388 -0.447],22.786324,0.99372834,364.87,100,1.0229511,425,-2.225355,-79.61295854355107,0.6602912,-44.485435,0.7364286,-102.167725,19484.45645904541,0.09998342,-102.32402,98.563614,13.666304,14544529,0.44819325,
42600,-1.9454956e-06,1.0021842,1.1334772,158.31812,100.0,0.9676396,[-0.627 -0.655 -0.256 -0.388 -0.451],25.319227,1.0040184,378.22,100,1.0033774,426,-2.659743,-79.2512193978036,0.89112926,-37.810066,0.757383,-102.5159,19531.90473508835,0.036934596,-102.54006,98.58092,12.573581,14582351,0.4297635,
42700,6.1035155e-07,1.0193594,1.4307935,163.04147,100.0,0.9662677,[-0.628 -0.656 -0.256 -0.388 -0.451],29.436005,0.99358046,397.75,100,1.0295266,427,-4.3377337,-70.24632395892858,0.7000841,-42.583733,0.8032488,-104.26304,19580.890873670578,0.09270841,-104.410255,98.646774,12.984631,14622126,0.4073096,
42800,3.0326844e-06,1.0293537,1.7226505,181.82112,100.0,0.96529835,[-0.625 -0.658 -0.256 -0.39  -0.453],32.27786,0.99723905,352.92,100,1.0445734,428,-2.4118867,-78.45801995397203,0.6473626,-45.149178,0.7180437,-102.43378,19625.109876155853,0.13275708,-102.69626,98.555374,14.222054,14657418,0.4636524,
42900,-1.5258789e-07,1.00367,1.1564949,97.10164,100.0,0.9654666,[-0.625 -0.659 -0.256 -0.389 -0.454],21.398594,0.99608445,389.5,100,1.0051289,429,-2.4218402,-74.30139021514377,0.859228,-29.324673,0.7806221,-102.28598,19674.14276742935,0.038269155,-102.31295,98.618484,9.740332,14696368,0.41578794,
43000,-1.6021728e-06,1.0370601,1.7276416,226.96735,100.0,0.9663185,[-0.625 -0.659 -0.256 -0.39  -0.453],31.393888,1.0139905,369.84,100,1.0688757,430,-3.9346752,-73.86161081704785,0.5850401,-47.157368,0.7539267,-103.923485,19719.61351275444,0.15013067,-104.14027,98.60057,14.9012985,14733352,0.44743282,
43100,-6.294251e-07,1.0007238,1.0735348,148.27303,100.0,0.96634805,[-0.621 -0.662 -0.256 -0.391 -0.453],24.68159,1.0008018,410.43,100,1.0009973,431,-6.179514,-69.29479640764808,0.93204826,-45.278008,0.82117945,-106.02699,19770.953408956528,0.018340634,-106.03116,98.66234,12.05652,14774395,0.38361868,
43200,-1.6021728e-06,1.0149536,1.5568429,172.07745,100.0,0.9623939,[-0.621 -0.662 -0.256 -0.391 -0.453],26.709095,1.0146438,386.11,100,1.0198206,432,-2.6021516,-73.73485682946412,0.66737676,-44.83571,0.77878135,-102.53819,19818.5247964859,0.10199931,-102.7043,98.61806,13.136503,14813006,0.42299065,
43300,2.1934509e-06,1.0038452,1.1864285,207.00345,100.0,0.9620473,[-0.621 -0.663 -0.257 -0.392 -0.457],29.412582,1.0099603,387.06,100,1.0057199,433,-5.648711,-75.77944378830156,0.854312,-41.024387,0.77580416,-105.514915,19866.65010547638,0.043364383,-105.55065,98.60843,14.420311,14851712,0.4190731,
43400,8.010864e-07,1.0114032,1.4446485,136.93338,100.0,0.95931625,[-0.622 -0.664 -0.257 -0.392 -0.457],27.946522,0.99956477,377.35,100,1.0162969,434,-2.9544003,-75.13045297435927,0.7603431,-42.3253,0.7597289,-102.880905,19913.465361833572,0.08302224,-103.04245,98.60181,12.037056,14889447,0.43314815,
43500,7.2479247e-07,1.0032377,1.2177491,180.16843,100.0,0.9593065,[-0.622 -0.666 -0.257 -0.394 -0.46 ],26.28777,0.9960616,393.26,100,1.0048629,435,-4.453517,-70.04950916670063,0.8472444,-40.022858,0.7879525,-104.31473,19962.65086865425,0.04327835,-104.33296,98.64375,13.338831,14928773,0.41050977,
43600,9.155273e-07,1.0086021,1.3486271,222.64372,100.0,0.95862186,[-0.622 -0.666 -0.257 -0.394 -0.46 ],29.744581,1.0035994,382.33,100,1.0129099,436,-4.96235,-69.30955073837359,0.74709857,-47.27391,0.7683056,-104.84747,20008.870346069336,0.07101816,-104.926926,98.637436,14.869121,14967006,0.4262439,
43700,9.918213e-07,1.0138597,1.3719761,193.11307,100.0,0.9566999,[-0.622 -0.668 -0.258 -0.395 -0.46 ],30.772724,0.99999857,376.84,100,1.0198314,437,-3.8671765,-75.68212153931123,0.6943856,-42.01982,0.7591508,-103.77913,20056.12540245056,0.085731156,-103.87207,98.59833,14.037713,15004690,0.43401513,
