EpThisIter,StdIW,TimeElapsed,InitialReturnMean,EpRewMean,InitialBound,EmpiricalD2,ReturnStepMax,ReturnMeanIW,EpLenMean,MaxD2w0t,MinIW,TimestepsSoFar,Bound,Weights,MeanD2w0t,J_sample_variance,EpisodesSoFar,MeanEntropy,ReturnStepMaxmin,InitialReturnStd,MaxIW,MinD2w0t,StdD2w0t,InitialReturnMin,InitialReturnMax,Iteration,MeanIW
100,0.9805944,259.62059569358826,-95.43763,-251.4419583819847,-101.5562,105.8405,100.0,-69.63324,160.34,937.034,2.3588444e-05,91301,-83.18922,[ 0.176 -0.799  0.064  0.219 -0.285],5.498035,3655.514,1100,1.1136595,99.99295,3.3624687,12.183725,,30.510271,-99.77067,-85.65691,11,0.6235105
100,1.6101108,286.3491690158844,-96.3389,-205.0427731882358,-101.32542,10.713257,100.0,-81.32969,111.04,58.958355,0.0061163465,102405,-89.93109,[ 0.2   -0.769  0.091  0.197 -0.305],0.8617991,6457.614,1200,1.0845077,100.0,2.891826,17.44263,,2.6471453,-99.69026,-86.00432,12,0.76755005
100,1.0296541,318.75802755355835,-96.7126,-229.05791050653986,-102.28579,81.81823,100.0,-70.781555,134.63,1714.3884,0.00015257618,115868,-83.87927,[ 0.156 -0.727  0.072  0.246 -0.334],4.585199,4694.432,1300,0.998169,100.0,2.683184,17.227478,,34.190346,-99.78476,-88.4492,13,0.5114063
100,0.6337333,352.97555661201477,-95.99,-238.58713522054578,-101.79342,24.174438,100.0,-71.29016,145.29,390.10144,0.00072593143,130397,-84.157005,[ 0.107 -0.703  0.061  0.212 -0.421],3.478725,2037.1521,1400,1.0137107,100.0,3.4886322,6.2813144,,16.359179,-99.83279,-87.35781,14,0.61413777
100,1.4393823,392.8981521129608,-95.6853,-280.5671282857294,-102.51261,102.61603,100.0,-75.44044,192.98,1554.1956,0.0048934133,149695,-87.86747,[ 0.102 -0.695  0.043  0.262 -0.405],5.449422,3332.2812,1500,1.0120494,100.0,3.3938577,31.21496,,31.638762,-99.619995,-83.009254,15,0.7141777
100,0.6950032,446.6464583873749,-96.031876,-344.8495029909658,-104.42343,143.34929,100.0,-76.41588,262.5,6212.826,0.00038937398,175945,-89.09995,[ 0.072 -0.69   0.022  0.276 -0.407],10.577794,2047.0125,1600,0.99801624,100.0,3.132525,6.117804,,124.08069,-99.54027,-85.95531,16,0.5718012
100,1.4273696,516.8838975429535,-96.50527,-431.87237953692454,-107.01445,59.472027,100.0,-87.56695,369.64,1093.1045,0.00016834275,212909,-100.105995,[ 0.03  -0.684  0.022  0.319 -0.421],9.921522,1470.348,1700,0.9780676,100.0,2.7131908,36.628014,,62.246082,-99.73271,-85.769196,17,0.9145837
100,0.81703323,577.9785132408142,-96.60464,-363.99391084627547,-105.46206,322.61734,100.0,-72.07571,284.6,1898.3936,0.000116929674,241369,-88.37343,[ 0.077 -0.712  0.018  0.318 -0.441],44.27752,2382.8462,1800,0.9969479,100.0,2.5640788,14.738692,,155.4329,-99.58503,-87.162186,18,0.5577249
100,1.012975,635.7835755348206,-95.931915,-374.4009494224675,-105.04258,40.961647,100.0,-88.5443,299.33,474.06436,0.00023955965,271302,-100.50728,[ 0.077 -0.718 -0.005  0.334 -0.422],4.734737,2806.6897,1900,0.9980793,100.0,2.8370342,8.801108,,17.852776,-99.7074,-87.18882,19,0.8151387
100,0.8398252,680.5561158657074,-95.640335,-321.8182680772006,-103.47145,492.70648,100.0,-68.17698,237.5,18218.07,2.3001949e-05,295052,-82.53262,[ 0.099 -0.718 -0.019  0.353 -0.421],23.85803,1506.5782,2000,0.9433569,99.99404,3.1686008,11.389198,,316.69574,-99.611435,-87.38771,20,0.5462076
100,0.8719503,715.7394421100616,-96.051056,-250.00884437022836,-102.13474,61.373863,100.0,-77.77515,157.48,722.18243,0.0009267748,310800,-91.38243,[ 0.151 -0.711 -0.019  0.343 -0.476],7.045244,3321.5159,2100,0.9524773,100.0,3.3094747,10.516614,,39.337265,-99.75371,-87.48491,21,0.67289174
100,0.8186476,748.6021244525909,-96.02595,-236.97996352073093,-101.79258,100.023506,100.0,-67.69187,143.5,1760.6162,0.0006677639,325150,-81.354256,[ 0.161 -0.711 -0.043  0.312 -0.467],5.930079,2926.2515,2200,0.9578722,100.0,3.0435526,14.508312,,45.45812,-99.774345,-86.83728,22,0.59219515
100,1.2350657,781.2330417633057,-96.010735,-235.22115474933346,-101.73459,32.42592,100.0,-69.653984,142.61,308.66583,7.374134e-05,339411,-82.457855,[ 0.175 -0.691 -0.067  0.343 -0.461],3.0812218,4001.8179,2300,0.9156584,100.0,3.0054066,15.624919,,12.476869,-99.789955,-88.03393,23,0.6457808
100,0.88923943,816.7643578052521,-96.40639,-262.6769383678109,-102.79836,74.25062,100.0,-82.76846,171.72,2531.4424,2.638794e-05,356583,-93.18998,[ 0.137 -0.667 -0.052  0.398 -0.503],8.922864,2909.4773,2400,0.8667453,100.0,2.9382205,12.105902,,77.84163,-99.75723,-87.880844,24,0.7755677
100,0.62432146,845.5238285064697,-96.88901,-217.3634956723892,-102.17828,1.8573967,100.0,-91.15871,122.43,4.2600203,0.077286355,368826,-97.08861,[ 0.164 -0.655 -0.043  0.401 -0.552],0.33723757,1824.2833,2500,0.8601683,100.0,2.8302424,3.8884375,,0.62655634,-99.78165,-87.15925,25,0.90553993
100,1.0258135,878.8024294376373,-96.99156,-229.6364621584771,-102.57953,19.13932,100.0,-78.145645,134.68,249.24406,9.8498695e-06,382294,-87.96417,[ 0.184 -0.661 -0.044  0.371 -0.559],1.8960735,6074.8755,2600,0.8327092,100.0,2.4155512,15.723843,,7.7107983,-99.77308,-89.75572,26,0.7135116
100,1.0432777,913.3071858882904,-96.51158,-236.91072627591404,-102.27656,35.088833,100.0,-79.01933,143.59,1367.095,0.0011856316,396653,-89.32856,[ 0.172 -0.676 -0.023  0.35  -0.586],4.4646115,6115.851,2700,0.8204982,100.0,2.8490722,12.900711,,36.635044,-99.8351,-89.00051,27,0.6862423
100,1.041669,941.3796851634979,-96.185234,-210.57890675008744,-101.30882,57.528076,100.0,-68.14698,116.49,363.14566,0.00036912187,408302,-79.55503,[ 0.176 -0.664 -0.045  0.351 -0.598],1.8570126,3178.2231,2800,0.8373911,100.0,3.005367,18.18951,,9.73455,-99.91034,-88.06876,28,0.59116644
100,2.0148458,969.6373434066772,-96.672745,-207.04832740972398,-101.71103,106.78076,100.0,-74.57562,112.4,3234.1086,0.00023202272,419542,-87.012405,[ 0.226 -0.644 -0.047  0.321 -0.582],2.9281526,11858.859,2900,0.7779967,100.0,2.7431674,47.81476,,34.250687,-99.88249,-90.285286,29,0.6736089
100,0.85221344,1000.9463527202606,-96.7056,-233.61228858433208,-102.38916,70.50604,100.0,-69.74248,139.08,1203.8641,0.00013190511,433450,-83.13485,[ 0.175 -0.678 -0.042  0.296 -0.641],3.2376852,3917.5583,3000,0.780276,100.0,2.952789,15.064081,,20.521025,-99.80507,-89.19969,30,0.6061302
100,0.69985163,1031.3566446304321,-96.28013,-213.06540189620372,-101.464645,4.179196,100.0,-82.356346,119.05,68.61233,0.009590981,445355,-89.33142,[ 0.202 -0.667 -0.057  0.248 -0.639],0.70951843,2640.4177,3100,0.82685065,100.0,2.8143632,5.2939873,,2.5157,-99.83358,-88.10431,31,0.80418783
100,0.7273798,1065.7384407520294,-96.00649,-229.70280328935792,-101.59542,41.44176,100.0,-67.690445,136.4,480.3098,0.0016892244,458995,-78.13916,[ 0.194 -0.661 -0.065  0.238 -0.592],2.1529057,2668.5945,3200,0.8925444,100.0,3.506406,9.48919,,10.68226,-99.85519,-86.92857,32,0.55011594
100,0.90993804,1094.3459794521332,-96.28579,-201.36396804535462,-101.18533,208.00026,100.0,-61.888916,107.46,5347.783,1.6840489e-06,469741,-77.14369,[ 0.22  -0.65  -0.075  0.243 -0.526],4.7923985,3320.7607,3300,0.8254898,100.0,3.1731858,17.743813,,62.21638,-99.77043,-86.60162,33,0.48974386
100,1.4028041,1119.5629448890686,-96.64714,-184.04697277535698,-101.12091,103.65042,100.0,-70.14302,89.44,820.33044,0.00080614025,478685,-83.35985,[ 0.252 -0.576 -0.085  0.217 -0.593],2.0175025,9559.945,3400,0.8276368,100.0,2.938187,30.794422,,14.081288,-99.84191,-88.286804,34,0.66480124
100,1.2977778,1140.9453647136688,-97.17999,-158.64794730486136,-100.97519,14.355884,100.0,-78.96383,63.09,154.58142,0.003488489,484994,-89.504814,[ 0.263 -0.488 -0.096  0.189 -0.591],0.71422327,9288.03,3500,0.8336424,99.98741,2.5411255,10.677513,,3.6231692,-99.90309,-87.38228,35,0.764855
100,1.0501342,1164.684813261032,-96.83912,-175.0174346494558,-101.096176,57.53817,100.0,-67.04224,80.1,292.89224,0.00052756077,493004,-77.33384,[ 0.259 -0.496 -0.067  0.164 -0.585],1.1194409,6057.8384,3600,0.844085,100.0,2.7599642,14.114646,,6.9932265,-99.79726,-87.7598,36,0.56587267
100,1.0019519,1184.6454105377197,-96.610725,-156.7257813673131,-100.39364,99.09089,100.0,-59.667053,61.96,409.34753,0.0006725194,499200,-71.93693,[ 0.3   -0.473 -0.086  0.141 -0.575],1.242167,4602.7534,3700,0.81978685,100.0,2.8255992,30.02478,,8.414223,-99.659225,-87.32291,37,0.43381086
100,0.876121,1210.0882098674774,-95.40722,-191.0641346351799,-100.05602,59.21675,100.0,-60.644955,98.4,1084.2985,0.001252792,509040,-73.49542,[ 0.232 -0.505 -0.075  0.113 -0.599],2.0746958,3993.2307,3800,0.80209345,100.0,3.378423,16.459633,,17.301435,-99.54192,-84.897995,38,0.48369005
100,2.196755,1235.1284277439117,-95.56612,-191.21692683000163,-100.218094,31.726763,100.0,-69.26627,98.69,1013.6851,0.006926381,518909,-81.593,[ 0.193 -0.51  -0.06   0.065 -0.617],2.4136455,3007.3684,3900,0.79999524,100.0,4.2694983,39.449013,,19.444603,-99.93299,-82.28274,39,0.70444673
100,0.6804497,1262.5264036655426,-93.3706,-200.42434302601634,-98.247696,10.66411,100.0,-74.44274,111.83,665.5385,0.006346534,530092,-82.68265,[ 0.168 -0.503 -0.05   0.02  -0.619],2.208073,2772.7903,4000,0.78778803,100.0,4.835725,11.83157,,27.88048,-99.34218,-81.77302,40,0.70097905
100,0.96004355,1288.3853137493134,-92.33458,-188.64119665304707,-96.909904,86.93793,100.0,-59.248055,102.42,453.40338,0.00015374029,540334,-71.72026,[ 0.178 -0.506 -0.049 -0.011 -0.631],2.075523,3599.4167,4100,0.77490306,100.0,5.6162643,13.857784,,10.804668,-99.90147,-79.1974,41,0.49937657
100,0.81747,1311.2040612697601,-93.166306,-170.59444135397501,-97.303925,105.25527,100.0,-59.493584,81.81,902.67426,0.00016876005,548515,-71.84602,[ 0.21  -0.475 -0.066 -0.008 -0.644],1.6211264,2370.7842,4200,0.7817888,100.0,5.2253613,20.376055,,15.703267,-99.78691,-72.82134,42,0.5067293
100,0.9141318,1337.175460577011,-94.25963,-157.65161230521045,-98.08686,84.313995,100.0,-58.68503,66.59,607.5279,0.0010603024,555174,-71.081116,[ 0.265 -0.438 -0.067  0.017 -0.637],1.3433069,4804.645,4300,0.7861829,100.0,5.0080137,12.384824,,10.227948,-99.584625,-71.21461,43,0.52696395
100,1.21743,1356.3104820251465,-94.32655,-145.51558644514745,-97.85038,80.7393,100.0,-59.993908,54.1,702.71924,0.00018132698,560584,-71.28644,[ 0.296 -0.405 -0.087  0.003 -0.633],0.9071265,7065.8887,4400,0.772781,100.0,5.2237086,19.326271,,8.241652,-99.68825,-75.93992,44,0.5323928
100,1.5819592,1379.1300880908966,-94.17534,-157.7172178104277,-97.99163,119.542244,100.0,-65.352486,66.75,520.09235,0.00034505472,567259,-77.5466,[ 0.246 -0.449 -0.078  0.022 -0.646],1.3694444,13670.516,4500,0.75666475,99.99848,5.0796337,39.95031,,10.409548,-99.63464,-76.26631,45,0.5614098
100,0.762319,1402.352156162262,-93.52088,-170.99524455464277,-97.67267,8.110632,100.0,-73.092995,81.38,212.84369,8.239773e-05,575397,-82.79179,[ 0.194 -0.49  -0.066  0.008 -0.662],0.7374513,3416.5518,4600,0.6655311,99.998215,5.263962,6.6269903,,5.2053976,-99.77422,-78.62561,46,0.67225945
100,0.5623802,1426.4402148723602,-93.86661,-183.33799724495648,-98.326675,4.351784,100.0,-82.81879,93.71,56.55351,0.007425283,584768,-90.01728,[ 0.205 -0.517 -0.058  0.015 -0.753],0.58608073,1940.9569,4700,0.690253,100.0,4.8905544,4.4792557,,2.5785496,-99.78431,-80.8709,47,0.831875
100,0.94926864,1447.0162563323975,-94.5693,-177.5983312760679,-98.88611,48.14001,100.0,-57.965702,86.07,257.20633,0.00046046122,593375,-69.47031,[ 0.188 -0.503 -0.061  0.04  -0.729],1.4071707,3556.209,4800,0.6594186,100.0,4.106993,8.35603,,7.0432167,-99.44656,-82.988335,48,0.49953538
100,1.1416461,1477.195088148117,-93.282585,-217.49069137952756,-98.57426,67.809074,100.0,-66.295975,129.59,876.8602,0.00028159487,606334,-78.50589,[ 0.17  -0.533 -0.046  0.014 -0.76 ],3.6169596,6570.571,4900,0.6625826,100.0,5.3485465,14.517042,,23.411524,-99.739456,-79.15759,49,0.6142615
100,1.2695755,1499.5506217479706,-92.83593,-172.21360449752427,-96.999756,119.767296,100.0,-64.08684,83.7,514.3246,0.0010445709,614704,-77.28084,[ 0.184 -0.525 -0.065  0.005 -0.756],1.8373909,5289.838,5000,0.6457396,100.0,5.798274,55.224983,,12.191191,-99.63211,-72.66625,50,0.5095537
100,0.9357222,1527.3426117897034,-92.792404,-195.22869642934424,-97.54295,34.557945,100.0,-74.77964,108.08,624.98517,0.002364678,625512,-85.63379,[ 0.121 -0.516 -0.054 -0.006 -0.773],1.7163087,4182.206,5100,0.6435051,100.0,5.2021537,8.1848545,,11.622574,-99.75491,-72.48074,51,0.619305
100,1.406151,1560.8835802078247,-93.13472,-221.21967122706496,-98.51722,51.60933,100.0,-69.038086,133.75,1242.0776,0.003397815,638887,-81.42847,[ 0.102 -0.515 -0.037  0.008 -0.775],3.0009632,3453.638,5200,0.6388573,100.0,5.399516,15.839736,,20.091614,-99.61248,-74.95833,52,0.5803374
100,0.8968213,1606.2394683361053,-92.03787,-295.13299008105673,-99.21963,167.46033,100.0,-71.89439,217.44,4273.651,0.0010392088,660631,-85.3517,[ 0.086 -0.502 -0.019 -0.002 -0.78 ],10.97741,3243.8374,5300,0.65356463,100.0,5.688713,25.74359,,86.142166,-99.73027,-75.495346,53,0.56021416
100,0.9653961,1660.5678946971893,-87.99591,-337.29178616430465,-96.20355,34.088326,100.0,-78.730865,282.68,272.12115,0.003936953,688899,-88.93474,[ 0.064 -0.479 -0.009 -0.023 -0.765],2.4219673,1121.889,5400,0.65797436,100.0,7.831356,17.890873,,7.9716578,-99.178604,-69.180466,54,0.7669538
100,0.7504744,1735.8931329250336,-89.30724,-430.3917266524843,-99.78038,442.4137,100.0,-71.24512,418.38,5307.0674,3.5774454e-05,730737,-87.27891,[ 0.035 -0.498 -0.006 -0.019 -0.761],47.30874,2263.953,5500,0.65989834,99.996056,6.750875,9.514089,,190.88896,-98.156006,-67.93224,55,0.5480847
100,1.2042857,1792.0963928699493,-89.05,-346.0907123029716,-97.471756,212.3429,100.0,-71.72137,292.93,3083.3486,0.0017019294,760030,-85.405266,[ 0.043 -0.492 -0.02  -0.018 -0.759],31.992016,2726.4438,5600,0.6707048,100.0,7.8495064,18.379257,,138.07507,-99.37488,-71.41643,56,0.69023097
100,0.9636345,1862.2180273532867,-88.25273,-398.46214020075973,-97.94889,241.77269,100.0,-64.769844,366.21,5396.464,0.002330923,796651,-80.21615,[ 0.047 -0.488 -0.004 -0.024 -0.748],37.600197,1246.2405,5700,0.67999905,100.0,6.9222813,31.348999,,193.94514,-98.92651,-67.55269,57,0.5756129
100,1.9640067,1926.5626623630524,-84.02983,-346.0411740803713,-92.450386,258.7711,100.0,-68.019585,332.88,4233.2456,0.0011733226,829939,-81.31966,[ 0.05  -0.475 -0.006 -0.047 -0.739],35.237984,1210.6747,5800,0.6874529,100.0,8.726461,76.05329,,161.57855,-98.00709,-66.10126,58,0.70825344
100,1.9445305,1997.2224743366241,-80.360275,-353.86998531202175,-88.97132,620.75085,100.0,-60.76252,374.29,9914.217,4.287366e-05,867368,-74.24126,[ 0.04  -0.448  0.002 -0.063 -0.732],79.97921,1060.8756,5900,0.6902008,99.855125,10.192822,44.07482,,393.48917,-96.61154,-55.870426,59,0.70200235
100,1.2445512,2069.258214235306,-73.87813,-317.53079962368287,-81.60491,138.16895,100.0,-64.69609,381.1,543.8778,0.00045866956,905478,-75.22754,[ 0.04  -0.442  0.003 -0.082 -0.729],22.80978,955.56915,6000,0.72088,99.72229,9.898146,25.188192,,52.52636,-97.89598,-54.656063,60,0.75605357
100,0.90108806,2147.318377971649,-69.08504,-308.4359923109114,-76.5905,490.94632,100.0,-55.897156,413.49,3110.752,0.0008523092,946827,-67.63814,[ 3.209e-02 -4.396e-01  3.006e-04 -9.498e-02 -6.981e-01],61.41564,1108.6892,6100,0.7226017,99.61044,9.807978,11.867537,,188.1104,-94.11732,-44.300022,61,0.54396224
100,0.8230793,2206.503340482712,-70.68386,-262.1432079517925,-77.06283,265.6615,100.0,-53.073265,287.13,3000.1692,0.00010295043,975540,-63.683876,[ 0.038 -0.435  0.015 -0.103 -0.696],32.80919,811.11584,6200,0.71852756,99.629776,10.237623,16.951658,,144.00485,-97.921265,-48.931137,62,0.52426124
100,1.5421288,2281.0445835590363,-64.99307,-270.10192530893494,-71.56572,691.26245,100.0,-52.867596,397.16,2531.0862,4.504909e-06,1015256,-63.19037,[ 0.033 -0.43   0.005 -0.116 -0.7  ],87.87065,753.4823,6300,0.7183035,99.53707,10.1238365,19.633204,,227.94594,-87.78034,-44.482445,63,0.74970204
100,1.0885551,2350.9475679397583,-59.996376,-243.27193895919746,-65.916145,133.89116,100.0,-50.808254,367.82,1156.3926,0.0003444248,1052038,-58.89116,[ 0.038 -0.423  0.003 -0.132 -0.701],17.64306,687.1946,6400,0.7218901,99.45722,10.849469,17.108257,,55.479656,-89.86437,-37.107452,64,0.72647005
100,17.702452,2430.3530128002167,-57.41543,-237.23857965779422,-63.18838,222.3814,100.0,-49.28152,400.27,1006.3468,0.00026274574,1092065,-57.396904,[ 0.024 -0.436 -0.005 -0.144 -0.697],34.32803,760.6994,6500,0.71244454,99.33212,10.257598,653.11945,,75.90801,-84.07011,-40.688663,65,1.6213527
100,1.5323058,2512.2715458869934,-49.986176,-211.52420625343365,-55.133392,66.37078,100.0,-42.58638,447.55,156.47728,0.00021644682,1136820,-49.14929,[ 0.011 -0.425 -0.006 -0.156 -0.706],14.202448,274.3207,6600,0.71208274,99.1524,8.305254,30.240917,,20.01942,-76.44718,-36.79257,66,0.79133373
100,0.6607219,2591.3558564186096,-48.508793,-195.50542517413217,-53.26621,644.0437,100.0,-37.19069,424.56,1767.6968,9.1288035e-05,1179276,-44.68015,[ 0.012 -0.387 -0.005 -0.158 -0.707],89.03922,197.93997,6700,0.7092477,99.221115,10.315953,7.2668047,,186.03955,-74.47545,-23.882103,67,0.48192972
100,1.8684022,2680.5508241653442,-43.07584,-169.50147546085427,-47.20048,363.2328,100.0,-36.68775,445.55,1342.252,0.00029612408,1223831,-42.7647,[ 0.002 -0.388 -0.005 -0.173 -0.71 ],56.06081,236.3441,6800,0.71116155,99.07568,9.533837,44.96174,,112.64126,-71.599014,-24.397291,68,0.817494
100,3.1702971,2773.2600207328796,-40.55017,-145.46159745459371,-44.08983,573.1784,100.0,-35.258373,478.62,1923.652,1.1913491e-05,1271693,-40.545692,[-0.015 -0.399 -0.008 -0.189 -0.708],85.30823,205.7906,6900,0.7001523,99.14978,10.074362,99.0494,,153.69246,-72.597565,-24.37728,69,0.94281125
100,1.5541117,2860.3856112957,-37.412266,-131.0995176713597,-40.602436,287.5456,100.0,-32.948517,475.55,512.83417,0.00022805769,1319248,-37.448826,[-0.031 -0.384 -0.01  -0.198 -0.719],48.06656,164.4554,7000,0.69916445,99.09779,8.906643,41.54972,,74.64999,-63.283157,-19.434618,70,0.7180269
100,1.2124698,2955.505406856537,-31.575302,-101.93106460955691,-34.055687,265.05722,100.0,-27.464855,488.35,1799.9066,0.00027640627,1368083,-30.970345,[-0.036 -0.379 -0.006 -0.21  -0.72 ],46.57534,121.86598,7100,0.70464313,99.0,8.5543585,20.028812,,96.369865,-57.463116,-13.812004,71,0.7366019
100,4.768928,3039.4716045856476,-31.437065,-95.69731666571843,-33.76576,83.46393,100.0,-28.843061,463.65,178.91803,0.0001254465,1414448,-31.828417,[-0.014 -0.338 -0.003 -0.201 -0.714],17.561132,149.92963,7200,0.69775486,99.00003,10.842921,114.49422,,23.751534,-64.39264,-11.891868,72,1.2017326
100,1.3047423,3123.041697740555,-27.610353,-88.59223140442094,-29.766153,511.30896,100.0,-23.10308,452.4,6638.5107,3.4843113e-05,1459688,-26.255121,[-0.025 -0.338 -0.004 -0.213 -0.721],70.98277,123.92022,7300,0.7019347,99.00002,10.73869,51.654778,,233.64844,-68.582855,-2.4709737,73,0.64839506
100,4.0852056,3207.9406294822693,-25.287529,-68.55515670205095,-26.955746,414.66086,100.0,-21.439217,457.93,2899.8936,0.00022157675,1505481,-23.951658,[-4.427e-02 -3.384e-01  3.432e-04 -2.232e-01 -7.170e-01],65.07314,140.57983,7400,0.7406787,99.00001,10.009716,147.28741,,157.78156,-57.985962,-8.027043,74,1.0461508
100,1.7960695,3295.6745302677155,-23.99249,-60.42016735034202,-25.462751,20.293324,100.0,-21.47993,434.91,30.208794,0.0004044025,1548972,-23.243347,[-0.055 -0.329 -0.009 -0.225 -0.678],6.004162,202.6529,7500,0.706726,99.0,11.672469,69.63173,,6.312211,-63.63002,-4.321476,75,0.784176
100,1.4313025,3375.4402174949646,-22.885216,-51.56975626079959,-24.140108,2332.788,100.0,-18.367466,443.25,9072.168,4.338078e-05,1593297,-20.809198,[-0.059 -0.338 -0.01  -0.237 -0.712],295.77682,161.5743,7600,0.7034285,99.0,12.661067,41.273487,,696.36566,-53.76326,3.6493576,76,0.6691141
100,1.0822517,3440.8942222595215,-25.323606,-68.95862708607706,-27.00164,24.158197,100.0,-23.316101,337.97,127.95515,0.001789902,1627094,-25.417019,[-0.044 -0.331 -0.001 -0.253 -0.716],6.0121226,191.4367,7700,0.70046943,99.0,14.064651,15.561228,,10.682372,-79.86836,-1.8190321,77,0.8505339
100,3.8057926,3522.917657136917,-22.295652,-54.64215510881811,-23.62531,1274.3339,100.0,-16.779333,415.16,7801.806,7.278492e-05,1668610,-19.190308,[-0.049 -0.339 -0.01  -0.246 -0.718],175.10529,111.73473,7800,0.6738141,99.0,10.862659,117.937515,,474.9541,-58.205574,-1.8811119,78,0.7888939
100,3.1878252,3592.5013451576233,-23.799952,-61.14941099427057,-25.287958,1889.4291,100.0,-18.061419,366.66,7830.474,1.3715195e-05,1705276,-20.983683,[-0.038 -0.298  0.002 -0.236 -0.745],235.19427,562.0068,7900,0.67187196,99.0,14.300396,159.59296,,638.4485,-60.646866,0.25177348,79,0.889519
100,1.6975534,3658.53520655632,-19.596645,-59.54804347025882,-21.045685,971.10046,100.0,-15.374967,327.08,5160.0586,1.7969014e-05,1737984,-17.992659,[-5.569e-02 -2.987e-01 -1.773e-04 -2.507e-01 -7.471e-01],108.94901,670.26556,8000,0.6721727,99.0,13.789759,44.987354,,353.58942,-71.22751,9.506681,80,0.69825304
100,1.5759658,3709.472291946411,-27.879122,-78.05089706125638,-29.778408,177.532,100.0,-22.612011,236.65,1793.1074,0.00042459017,1761649,-25.76331,[-0.039 -0.275 -0.003 -0.25  -0.747],26.799915,299.5324,8100,0.66893405,99.0,17.815996,27.700256,,111.57396,-66.23774,7.9025316,81,0.80461764
100,1.1165653,3779.0017461776733,-24.182268,-63.24835171357791,-25.72135,112.355225,100.0,-18.882814,321.28,1022.19543,5.8846363e-05,1793777,-21.097912,[-0.031 -0.279  0.004 -0.238 -0.75 ],19.923302,276.2301,8200,0.65824944,99.0,17.574804,23.819283,,57.27447,-75.57006,6.735959,82,0.688457
