MaxD2w0t,InitialReturnMean,ReturnMeanIW,EpisodesSoFar,MaxIW,ReturnStepMaxmin,Bound,EntropyCoefficient,MeanIW,EpLenMean,Iteration,InitialReturnStd,InitialReturnMax,InitialBound,MinD2w0t,StdD2w0t,StdIW,EpThisIter,MeanEntropy,MinIW,Weights,J_sample_variance,MeanD2w0t,EpRewMean,EmpiricalD2,InitialReturnMin,ReturnStepMax,TimeElapsed,TimestepsSoFar
8.033761,-6.980896e-06,196.56134,1200,9.620521,93.99132,287.3636,100.0,1.1106675,41.03,12,16.667692,44.86348,273.2162,,0.44741935,0.9169103,100,1.2831953,0.045349013,[-0.789 -0.52  -0.297 -0.951 -0.157],19091.54,0.122021005,-102.75314223637639,1.9959949,-21.159943,100.0,130.73615050315857,47031
5.3913674,2.5558472e-06,213.67448,1300,11.69475,93.70311,303.15155,100.0,1.1660182,39.1,13,14.665872,32.96286,288.67078,,0.49242663,1.3573853,100,1.290045,0.06234073,[-0.81  -0.557 -0.314 -0.956 -0.136],38444.61,0.12609898,-103.55423495691375,1.8688568,-19.819008,100.0,141.003093957901,50941
3.4869177,-5.4931643e-06,213.1458,1400,15.708802,93.854004,302.9129,100.0,1.2388265,39.99,14,14.541497,44.633713,282.70044,,0.39329764,1.650334,100,1.2651289,0.12818317,[-0.75  -0.572 -0.316 -0.946 -0.129],44696.72,0.10939803,-102.89432103721079,1.6294067,-21.902336,100.0,151.78581404685974,54940
4.894197,-4.8065185e-06,198.58922,1500,9.022011,94.14325,280.75806,100.0,1.2173088,42.62,15,15.190315,35.799553,266.9297,,0.4855604,1.3502555,100,1.2148186,0.0059740692,[-0.764 -0.52  -0.307 -0.919 -0.154],28042.309,0.1383559,-103.49751713559692,2.6651185,-23.319748,100.0,163.18123126029968,59202
37.15123,6.4849854e-07,286.69455,1600,48.259796,93.42439,338.5329,100.0,1.5915344,37.47,16,15.755562,48.814457,292.93884,,1.6034377,4.26579,100,1.2486387,0.013077843,[-0.749 -0.509 -0.317 -0.94  -0.204],351876.5,0.29684657,-104.45900803825414,10.483009,-20.015274,100.0,173.49691200256348,62949
5.941806,1.9836425e-06,231.97777,1700,8.460493,93.3741,318.95114,100.0,1.1623597,37.12,17,13.885995,30.472881,299.7574,,0.40346035,0.8288141,100,1.2397153,0.042211577,[-0.73  -0.479 -0.34  -0.945 -0.17 ],19050.756,0.10631099,-104.4167836967742,1.7212223,-19.467651,100.0,183.7327835559845,66661
17.505785,-1.3732911e-06,255.13216,1800,13.878515,93.28477,323.32285,100.0,1.3182592,37.24,18,13.221621,32.03212,301.39877,,0.8382662,2.366358,100,1.2251956,0.009021479,[-0.755 -0.457 -0.337 -0.958 -0.179],147209.1,0.18337825,-106.4187726821187,5.687662,-18.224815,100.0,193.6018726825714,70385
1.4065665,-1.6784668e-06,236.8658,1900,2.196084,92.76489,327.18268,100.0,1.0406821,34.13,19,13.672517,37.26459,323.69534,,0.27218762,0.2812959,100,1.2093403,0.15618065,[-0.746 -0.433 -0.361 -0.971 -0.194],2933.3623,0.07349921,-106.40215447381725,1.1045771,-16.018715,100.0,203.17384386062622,73798
828.6782,-8.392334e-07,588.6312,2000,149.27393,92.66246,520.35986,100.0,3.121334,33.37,20,13.833616,54.542236,326.94348,,11.724392,15.243239,100,1.1156082,0.00039211364,[-0.747 -0.448 -0.376 -0.979 -0.21 ],5788035.0,1.0405078,-105.74186244604088,52.39646,-16.249474,100.0,212.36718368530273,77135
205.35739,-9.155273e-07,336.40573,2100,63.269913,93.72497,361.60074,100.0,2.099091,40.27,21,13.756147,47.46251,268.45178,,3.1413934,7.0226207,100,1.146109,0.0021650598,[-0.764 -0.412 -0.341 -0.909 -0.303],714465.56,0.42390805,-106.21373891768872,29.46243,-19.67186,100.0,224.63787579536438,81162
12.678268,3.4332274e-06,267.39517,2200,19.609276,93.2789,338.8062,100.0,1.4510895,36.9,22,16.220057,60.351006,291.70807,,0.7579232,2.386011,100,1.2348648,0.0710253,[-0.705 -0.394 -0.345 -0.942 -0.273],103498.0,0.16846226,-105.55422250445591,2.9950461,-17.816597,100.0,234.58674335479736,84852
2.81489,2.2888185e-06,222.09804,2300,4.888825,93.206535,313.92468,100.0,1.079324,36.52,23,15.117556,51.52838,303.91724,,0.3528331,0.8436629,100,1.2723353,0.1319788,[-0.694 -0.401 -0.359 -0.938 -0.184],19148.285,0.09638509,-105.78867952770703,1.7851591,-16.720062,100.0,245.3593771457672,88504
4971913.5,7.2479247e-07,19467.904,2400,20195.242,93.237854,12499.6,100.0,137.32864,36.92,24,16.087547,58.29475,306.41177,,54141.184,1427.9585,100,1.2159499,4.4034536e-08,[-0.676 -0.403 -0.371 -0.957 -0.147],37265930000.0,1156.6493,-106.36913048779039,82807.4,-17.099953,100.0,255.04088807106018,92196
318.37314,4.043579e-06,593.362,2500,302.9338,92.54737,556.3368,100.0,2.66518,32.99,25,13.184987,49.391792,332.16602,,9.342413,15.447681,100,1.1850591,0.01136893,[-0.719 -0.436 -0.409 -1.055 -0.203],9891284.0,0.6941178,-106.4362649296035,11.911964,-14.402985,100.0,267.3731746673584,95495
12.771141,3.8146973e-07,298.71893,2600,12.628241,92.46301,375.63446,100.0,1.2723049,32.61,26,14.168332,48.234783,332.98306,,0.6041304,1.4074867,100,1.2420889,0.053732973,[-0.707 -0.36  -0.367 -1.011 -0.234],71065.1,0.12661807,-106.58792440576029,2.3340971,-15.553688,100.0,277.5088539123535,98756
8.355244,5.0354006e-06,259.85483,2700,5.932247,93.05876,343.19284,100.0,1.2337073,35.68,27,15.62454,47.60759,312.32922,,0.54489195,1.099003,100,1.2518269,0.038994674,[-0.733 -0.365 -0.394 -1.023 -0.177],35201.805,0.12547185,-105.99176005312023,2.4622002,-16.770744,100.0,287.44022130966187,102324
26.990005,2.3651123e-06,301.83502,2800,18.299086,92.82817,371.76117,100.0,1.4758563,34.8,28,15.159253,46.47386,321.8087,,0.9048271,2.6636667,100,1.2391292,0.0088896975,[-0.763 -0.394 -0.388 -1.036 -0.167],177320.12,0.18235555,-107.38979243292653,6.3845263,-15.993782,100.0,297.49054431915283,105804
3.8115156,-2.670288e-06,234.12465,2900,5.6050606,93.24857,320.7359,100.0,1.1538496,36.38,29,15.713555,38.57757,303.39746,,0.39872855,0.9241912,100,1.240844,0.19643298,[-0.787 -0.395 -0.354 -1.01  -0.18 ],23685.13,0.10423533,-104.6190441110473,1.7009025,-18.790535,100.0,307.7935311794281,109442
155.80794,-6.5231325e-06,364.23672,3000,50.494324,92.82106,410.68475,100.0,1.9209307,34.17,30,13.796337,45.29758,322.74933,,2.2157872,5.7042813,100,1.2612225,0.017470313,[-0.78  -0.421 -0.339 -1.025 -0.178],677495.9,0.29346976,-105.56724700867115,13.578483,-15.746986,100.0,317.5684177875519,112859
7.457727,-1.2207031e-06,250.14261,3100,14.888967,93.192444,337.5302,100.0,1.2554408,36.62,31,16.965595,60.81363,305.3797,,0.48611706,1.2027022,100,1.3110368,0.18421692,[-0.76  -0.368 -0.345 -1.03  -0.158],31103.318,0.121998966,-106.336767085143,1.945814,-16.77401,100.0,327.4530625343323,116521
327.4846,9.155273e-07,422.7333,3200,39.73822,92.39057,458.1853,100.0,1.7721013,32.33,32,14.431816,44.69378,348.96436,,4.461607,4.8548403,100,1.3177533,0.0022832449,[-0.762 -0.374 -0.371 -1.035 -0.108],1020728.0,0.44118667,-106.8415197539248,36.544502,-14.479057,100.0,336.6931734085083,119754
66.20416,8.392334e-07,335.6903,3300,26.877508,92.289955,401.96094,100.0,1.3956932,31.7,33,14.667966,42.843983,353.78802,,1.4619827,3.1728508,100,1.3216822,0.014565171,[-0.707 -0.355 -0.403 -1.068 -0.101],365076.6,0.20476212,-106.3546984211382,8.455247,-14.418823,100.0,347.4238476753235,122924
341.30762,3.8146973e-06,409.30585,3400,36.909687,91.585594,463.68066,100.0,1.5232073,28.56,34,12.444605,34.425644,388.7951,,3.204681,4.08347,100,1.3149431,0.000582173,[-0.663 -0.37  -0.429 -1.122 -0.097],939402.8,0.24537121,-105.87775923101876,22.211504,-13.117096,100.0,355.9846136569977,125780
26.513731,-1.0719299e-05,413.51178,3500,56.04209,91.04164,486.4508,100.0,1.3857623,26.5,35,9.921632,35.658195,421.6573,,0.8761232,3.1892169,100,1.3769472,0.021736253,[-0.577 -0.358 -0.453 -1.16  -0.104],562471.7,0.11384049,-108.00817553340909,3.01921,-10.503281,100.0,364.6815183162689,128430
18.63335,-1.8310546e-06,352.6003,3600,20.058796,91.54709,436.133,100.0,1.2564224,28.66,36,12.327316,40.442513,395.3957,,0.7326352,2.127707,100,1.4034077,0.027876232,[-0.489 -0.414 -0.46  -1.193 -0.042],259211.78,0.12424756,-106.8070997294206,2.9365227,-13.107582,100.0,372.9789571762085,131296
8.478888,-3.0517579e-06,303.00552,3700,8.100887,92.05522,399.59836,100.0,1.1673409,30.89,37,12.726691,39.006485,374.0836,,0.44097522,1.2192696,100,1.3797723,0.07179156,[-0.481 -0.376 -0.481 -1.164 -0.015],63256.496,0.09730235,-107.26212827951278,2.101406,-13.764648,100.0,381.5646131038666,134385
69.81196,2.4414062e-06,389.2924,3800,28.643229,92.13164,462.2222,100.0,1.5760486,30.96,38,14.581599,53.34205,368.55728,,1.3674768,2.4589412,100,1.3587531,0.0043632155,[-0.536 -0.392 -0.468 -1.179 -0.039],273773.75,0.2133409,-106.32224579638552,8.6897545,-15.28862,100.0,391.2811088562012,137481
331.25607,6.1035155e-07,522.19354,3900,175.44699,91.73374,559.9282,100.0,2.3238156,29.25,39,13.249644,51.592533,385.7981,,5.132836,12.525254,100,1.4078552,0.0015063396,[-0.602 -0.402 -0.424 -1.181 -0.06 ],4210854.0,0.38113657,-106.86167702834325,30.415693,-12.164917,100.0,401.647588968277,140406
2361.1675,6.828308e-06,712.9555,4000,339.45523,91.72507,636.31976,100.0,3.073707,29.27,40,12.526549,43.767063,392.6187,,18.847942,22.608583,100,1.3720978,0.00023099872,[-0.537 -0.425 -0.456 -1.244 -0.011],22130458.0,1.0407897,-107.43810181471858,69.44672,-12.412209,100.0,411.1458172798157,143333
1440.2034,1.7547608e-06,573.8612,4100,186.64883,92.29245,518.68054,100.0,3.0515356,31.72,41,15.697655,67.13681,358.36798,,12.250877,18.877604,100,1.2777307,0.0025709863,[-0.576 -0.484 -0.484 -1.192 -0.047],8251981.0,0.7686631,-106.38179391318239,52.00785,-14.708839,100.0,421.192645072937,146505
1.892909,-1.0681152e-06,250.28908,4200,3.586243,92.52569,344.67734,100.0,1.0381672,32.64,42,15.428878,55.265167,339.93506,,0.28976223,0.448291,100,1.2729511,0.22126436,[-0.635 -0.51  -0.481 -1.135 -0.141],9144.228,0.07566438,-105.66087320826472,1.1911184,-15.079514,100.0,432.5415141582489,149769
18.699478,-7.3242186e-06,324.48712,4300,27.93421,91.78559,401.3918,100.0,1.2318438,29.47,43,14.567717,51.640774,373.68475,,0.7479429,2.7488267,100,1.3266467,0.031640008,[-0.634 -0.525 -0.495 -1.124 -0.146],377408.7,0.13870005,-106.30438285351225,3.449211,-14.276878,100.0,440.56292366981506,152716
10.303568,-6.5231325e-06,275.15225,4400,8.776542,92.69225,366.1327,100.0,1.2249126,33.79,44,14.64548,38.701027,336.44794,,0.5266115,1.3161304,100,1.3773289,0.045784034,[-0.6   -0.489 -0.47  -1.135 -0.092],59500.875,0.11707237,-106.56986434618793,2.038964,-15.702484,100.0,450.0316653251648,156095
127.54743,9.155273e-07,440.75644,4500,84.70072,92.017426,482.66913,100.0,1.9516172,30.58,45,13.526508,48.774162,373.58163,,2.0546427,8.29409,100,1.3267622,0.0034273067,[-0.627 -0.523 -0.484 -1.158 -0.042],1970033.5,0.24881555,-106.76346131931587,12.825964,-13.872139,100.0,458.9172239303589,159153
298.30624,3.0517577e-07,386.68854,4600,96.79844,93.14038,393.04413,100.0,1.9988817,35.86,46,16.980923,53.612434,316.32465,,5.187108,9.267052,100,1.2996889,0.0024828522,[-0.665 -0.579 -0.475 -1.145 -0.092],2536662.8,0.5167852,-105.06506685572954,13.512788,-18.61074,100.0,470.03798484802246,162739
551.0115,3.8146973e-07,443.19788,4700,181.54694,93.32484,438.76465,100.0,2.7261686,37.15,47,16.547691,49.485786,305.003,,9.596413,17.29347,100,1.3594692,0.0052588354,[-0.632 -0.524 -0.433 -1.164 -0.119],5317076.5,0.92933357,-105.41621584277483,42.65138,-18.536743,100.0,480.97717118263245,166454
10.99833,8.506775e-06,250.48125,4800,27.863398,93.16174,338.86115,100.0,1.1787972,35.7,48,15.862212,42.78233,319.0863,,0.6188607,1.5331861,100,1.3627675,0.032274645,[-0.714 -0.541 -0.409 -1.165 -0.059],86909.305,0.13982733,-104.2131253634386,2.448893,-17.838669,100.0,491.7703547477722,170024
16068.975,-6.8664554e-07,829.68677,4900,358.66647,92.77151,627.4171,100.0,4.1220627,33.92,49,16.900816,69.52747,335.811,,139.52342,35.239594,100,1.397917,0.0006124772,[-0.713 -0.5   -0.381 -1.177 -0.056],44999044.0,5.095061,-105.63528930747178,851.3315,-15.3101425,100.0,501.1218020915985,173416
7.262046,-2.2888183e-07,245.35437,5000,22.529816,93.11758,341.77145,100.0,1.1997775,35.63,50,14.861829,54.23379,324.97516,,0.5023822,1.7195623,100,1.3797668,0.039120063,[-0.791 -0.529 -0.348 -1.132 -0.021],69306.24,0.12303097,-104.79544163944799,2.208357,-16.610916,100.0,512.8670291900635,176979
50.133816,-6.1035155e-07,262.77023,5100,27.423203,93.26978,349.71985,100.0,1.3157088,36.91,51,13.7891,41.40284,315.89685,,1.0888443,3.4375455,100,1.3910781,0.0074594226,[-0.794 -0.564 -0.38  -1.175 -0.039],226634.88,0.1800276,-105.75169954123876,8.187573,-19.100075,100.0,522.7664890289307,180670
411.69046,-7.171631e-06,446.5229,5200,131.09674,93.23319,421.8208,100.0,2.4894874,36.56,52,14.164593,44.534206,318.93515,,7.075361,12.823362,100,1.3266947,0.000110955705,[-0.89  -0.552 -0.371 -1.127 -0.028],3553322.0,0.76647484,-105.42084760764882,26.222727,-19.457596,100.0,533.0478434562683,184326
5.0704956,3.5476685e-06,187.22392,5300,15.153741,94.0639,284.47665,100.0,1.1013917,42.44,53,14.364483,33.410973,275.92352,,0.44724354,1.1409465,100,1.343757,0.09279786,[-0.908 -0.552 -0.385 -1.051 -0.092],27877.88,0.12722126,-104.74473508536535,1.9993144,-20.737503,100.0,544.7873198986053,188570
230.3007,-2.7465821e-06,292.4294,5400,164.06671,93.95723,334.14667,100.0,1.7962835,41.47,54,14.738256,42.052277,282.28687,,4.677205,10.537958,100,1.4468457,0.05688876,[-0.941 -0.523 -0.353 -1.031 -0.075],2079579.8,0.60623056,-104.56180769628496,15.672685,-20.63749,100.0,555.5289897918701,192717
70.08884,1.9073486e-06,237.1599,5500,63.102394,94.22918,322.71582,100.0,1.7722228,44.27,55,13.920532,34.558754,279.58746,,1.2602981,6.2144513,100,1.4541236,0.008365973,[-0.938 -0.503 -0.322 -1.051  0.028],242357.17,0.24575272,-105.60220589434714,9.43836,-20.546669,100.0,567.7679619789124,197144
4.675994,-1.2588501e-06,186.92578,5600,10.198382,94.29163,299.11917,100.0,1.1844108,44.53,56,14.584728,35.542458,278.63583,,0.52941674,1.2194693,100,1.5140693,0.07749208,[-1.034 -0.498 -0.328 -0.993  0.035],22430.26,0.15257646,-104.83212549468732,2.2352662,-23.307983,100.0,579.900553226471,201597
197.58598,6.2561035e-06,325.08447,5700,157.23592,94.3551,363.51523,100.0,2.3857987,44.81,57,16.052668,40.569817,281.23102,,5.830273,13.920427,100,1.5354948,0.0017353727,[-1.049 -0.496 -0.326 -1.017  0.095],2190298.8,0.7690845,-104.06898919280006,16.47866,-22.30458,100.0,591.3473107814789,206078
8.421852,-4.959106e-07,160.92905,5800,24.649708,94.88629,273.9517,100.0,1.2533551,49.96,58,14.568604,43.221275,261.46924,,0.65308666,2.3710063,100,1.5601382,0.04052094,[-1.039 -0.522 -0.264 -1.04   0.117],48723.938,0.18711135,-102.7604572266252,2.573302,-25.96669,100.0,603.7170181274414,211074
7.2030106,2.822876e-06,173.77075,5900,35.782345,94.70021,291.351,100.0,1.2124658,48.27,59,15.877698,38.749596,270.93692,,0.67638665,1.9716552,100,1.6200231,0.1143367,[-0.97  -0.514 -0.269 -1.019  0.141],62363.39,0.19265425,-103.77533346286984,2.6824756,-24.330849,100.0,615.7314958572388,215901
5.5667343,3.929138e-06,158.83438,6000,16.167131,94.77106,287.96295,100.0,1.1306065,49.38,60,13.278724,29.873058,274.33606,,0.6032933,1.5492914,100,1.70499,0.09905926,[-0.997 -0.503 -0.262 -1.042  0.201],36034.125,0.1832968,-104.41256578976261,2.6729486,-25.140121,100.0,627.2337961196899,220839
97.31938,-1.5258789e-07,267.28122,6100,130.64513,94.32149,350.62006,100.0,2.0387363,44.55,61,16.044024,30.905655,300.98572,,3.2561164,10.651474,100,1.8062876,0.02863213,[-0.994 -0.496 -0.267 -1.041  0.286],1268095.4,0.54269993,-104.21382803076827,10.975743,-23.163216,100.0,638.6601574420929,225294
35.607277,-1.6784668e-06,203.61394,6200,34.714542,94.51791,329.35925,100.0,1.4235984,46.58,62,16.321972,32.533524,302.03668,,1.2013055,3.179814,100,1.8470099,0.055994537,[-1.005 -0.482 -0.295 -1.     0.387],146060.75,0.2608325,-104.38802637585155,4.2563577,-22.624428,100.0,650.5577459335327,229952
7.5643854,-7.019043e-06,167.26186,6300,18.157698,94.71342,311.1787,100.0,1.2288637,49.55,63,14.417177,33.486378,296.80264,,0.64543474,2.1232045,100,1.9108179,0.10271154,[-1.015 -0.525 -0.346 -0.971  0.428],47338.35,0.1885141,-106.200489437759,2.6030793,-23.131279,100.0,663.3757982254028,234907
29.921534,-8.392334e-06,229.4191,6400,54.869736,94.26248,361.14542,100.0,1.6223379,44.62,64,15.025295,39.35535,323.85922,,1.3485717,5.291551,100,1.9322872,0.019235797,[-1.06  -0.481 -0.365 -0.927  0.492],259402.48,0.284417,-105.69521018851273,7.6678753,-21.849586,100.0,674.7392318248749,239369
15.805272,4.196167e-07,206.84784,6500,61.202686,94.21879,353.52466,100.0,1.2772224,44.17,65,15.782559,38.042915,327.59836,,0.8953956,2.6577454,100,1.9684287,0.05763303,[-1.056 -0.424 -0.374 -0.974  0.513],157835.62,0.20878588,-105.59385304453262,3.133296,-20.587685,100.0,686.0857601165771,243786
96.41807,-6.5612794e-06,232.73288,6600,80.145325,94.57161,345.07416,100.0,1.9588616,47.32,66,16.251423,32.87008,315.5191,,3.099499,8.168314,100,2.010985,0.0077613927,[-0.945 -0.462 -0.314 -0.985  0.549],635216.5,0.49220708,-104.77582459585881,9.331908,-24.760696,100.0,697.7871868610382,248518
3.9622676,1.3732911e-06,193.45705,6700,11.223259,93.95074,356.11374,100.0,1.0957754,41.87,67,15.248285,47.450478,346.76758,,0.41510776,0.98709077,100,2.0195315,0.11679283,[-0.856 -0.42  -0.335 -0.933  0.592],23822.56,0.11885943,-105.70637635348645,1.6406255,-18.429405,100.0,709.0542378425598,252705
11.464745,1.6403199e-06,139.33592,6800,21.55384,95.26734,302.1914,100.0,1.2233131,56.5,68,16.540768,41.4662,289.3707,,0.65441716,2.2575939,100,2.086665,0.14302328,[-0.836 -0.402 -0.275 -0.914  0.601],31683.182,0.20383477,-105.44764355651995,2.3184485,-28.342896,100.0,722.2752070426941,258355
5.021967,-1.3732911e-06,126.04089,6900,34.624306,95.38697,298.20624,100.0,1.1846061,58.31,69,18.533516,47.973732,290.4653,,0.52062243,2.0664065,100,2.110347,0.08935675,[-0.799 -0.383 -0.246 -0.907  0.668],13803.487,0.17286137,-105.33856325833324,1.7306993,-27.876366,100.0,736.437337398529,264186
3.8597472,-3.890991e-06,112.941696,7000,7.8424196,95.622025,289.57617,100.0,1.1149123,61.0,70,21.583675,47.223396,282.43057,,0.47031885,0.8330781,100,2.1337903,0.0983369,[-0.818 -0.319 -0.224 -0.859  0.691],4649.679,0.16706769,-103.02883075564941,1.541188,-28.115929,100.0,750.1603624820709,270286
14.707546,-5.4931643e-06,125.94999,7100,24.500072,95.70238,296.03412,100.0,1.3495816,62.5,71,22.390333,53.848457,280.97256,,0.8714402,2.272657,100,2.1572409,0.092624076,[-0.77  -0.285 -0.186 -0.879  0.715],32163.99,0.2580907,-103.0505478653729,2.467105,-30.552048,100.0,764.8436496257782,276536
5.689925,6.790161e-06,116.186775,7200,14.72307,95.52109,299.6963,100.0,1.1382695,59.3,72,21.839064,59.7995,290.23474,,0.46889326,1.4663048,100,2.1950212,0.20266105,[-0.702 -0.251 -0.12  -0.896  0.738],8070.0522,0.1584398,-103.14969177939639,1.4999996,-27.110336,100.0,778.7706072330475,282466
2.451764,3.5095215e-06,94.93218,7300,3.517837,95.9024,281.95435,100.0,1.0615686,67.21,73,22.5721,52.97731,277.36612,,0.42227852,0.47560462,100,2.2116258,0.23264605,[-0.774 -0.235 -0.121 -0.861  0.776],2068.2773,0.1630115,-104.09502130915672,1.257774,-30.101044,100.0,794.5675868988037,289187
19.300554,-2.1362305e-06,99.34493,7400,40.77952,96.190186,278.04785,100.0,1.1288254,72.97,74,23.939102,59.04911,268.1488,,0.9339199,1.7770636,100,2.2089121,0.013608497,[-0.757 -0.24  -0.1   -0.893  0.793],21630.629,0.29283175,-102.51636828576676,3.6326063,-32.46729,100.0,810.1996788978577,296484
1.9380877,4.196167e-07,81.25857,7500,4.2072773,96.21252,270.2772,100.0,1.0770764,73.42,75,24.11207,57.454967,267.2882,,0.4045337,0.42612472,100,2.2216077,0.28061575,[-0.926 -0.2   -0.09  -0.811  0.79 ],1083.088,0.16641605,-102.32959116765024,1.1869612,-34.629787,100.0,826.2817769050598,303826
2.8311973,-4.005432e-06,86.84828,7600,7.4115696,96.16492,277.62073,100.0,1.092047,72.72,76,22.586313,41.751274,271.64322,,0.50783056,0.8618564,100,2.2675085,0.19303726,[-0.908 -0.169 -0.067 -0.811  0.803],3160.5154,0.20248832,-103.08354325305427,1.6026965,-34.06488,100.0,841.5795662403107,311098
4.4253516,-3.4332277e-07,83.7235,7700,6.4549546,96.267746,275.47794,100.0,1.0981188,75.34,77,21.3931,49.35764,272.20026,,0.48884165,0.96260065,100,2.2733712,0.099553674,[-0.909 -0.161 -0.049 -0.824  0.848],2971.3132,0.19845371,-102.92398058964314,1.7393351,-36.0145,100.0,857.5375525951385,318632
3.5825515,1.2588501e-06,79.78154,7800,5.911334,96.3315,274.00598,100.0,1.0655955,77.38,78,22.127937,44.58196,269.5115,,0.48103434,0.7985301,100,2.2909458,0.11048894,[-0.951 -0.179 -0.032 -0.785  0.854],2282.7449,0.19852914,-103.24450206337778,1.6302328,-33.468876,100.0,874.3665490150452,326370
1.5683379,2.4032593e-06,70.54399,7900,2.7382565,96.53111,268.49896,100.0,1.0369773,80.46,79,21.733353,37.529663,266.36517,,0.40814564,0.41277117,100,2.3065882,0.31041276,[-1.021 -0.208 -0.023 -0.769  0.872],883.04175,0.17794625,-99.32331019905816,1.1711217,-38.088642,100.0,891.8757209777832,334416
3.4610782,-5.092621e-06,77.31728,8000,24.88467,96.59003,276.1762,100.0,1.2923939,85.36,80,18.891567,45.577637,264.93073,,0.5264355,2.1369765,100,2.3454826,0.12818506,[-1.034 -0.241 -0.031 -0.781  0.888],3409.022,0.22995569,-102.85748013048818,1.6704422,-36.389156,100.0,910.1609797477722,342952
