ReturnStepMax,MeanD2w0t,InitialReturnMean,ReturnMeanIW,MinIW,InitialReturnMin,StdD2w0t,MaxIW,J_sample_variance,TimestepsSoFar,InitialReturnStd,Weights,Bound,EmpiricalD2,InitialReturnMax,InitialBound,MinD2w0t,MeanIW,MeanEntropy,EpLenMean,EpThisIter,Iteration,EpRewMean,EpisodesSoFar,ReturnStepMaxmin,StdIW,EntropyCoefficient,TimeElapsed,MaxD2w0t
100.0,0.08752488,3.4332274e-06,228.90318,0.68167806,-2.0486298,0.28437173,1.5041249,629.37036,48421,1.5450978,[ 0.527 -0.519  0.21   0.374  0.01 ],-85.152664,1.0156789,4.365341,-88.64913,,1.0316056,1.4395629,43.27,100,11,-139.64196361319512,1100,93.54555,0.13174666,10.0,125.66717886924744,1.0546229
100.0,0.0877388,8.392334e-07,221.68578,0.8402294,-2.1212845,0.28340673,1.302466,158.85196,52794,1.9057233,[ 0.533 -0.529  0.214  0.382  0.021],-87.29345,1.0051638,6.1529617,-88.12074,,1.0084349,1.4351858,43.73,100,12,-139.7642810829655,1200,93.60785,0.06979409,10.0,137.89516043663025,1.0156898
100.0,0.09577951,-2.3651123e-06,230.48355,0.2655025,-2.0162354,0.30282924,2.9381483,6355.5044,57355,1.7529068,[ 0.535 -0.535  0.216  0.387  0.016],-91.38332,1.2086513,5.696724,-101.78048,,1.1039798,1.4400061,45.61,100,13,-141.77848406756823,1300,93.783005,0.4767218,10.0,149.18876242637634,1.2959906
100.0,0.08851371,-7.2479247e-06,286.47382,0.14878045,-2.5045166,0.3046355,5.5274835,25034.049,61312,1.8682787,[ 0.548 -0.512  0.22   0.392  0.021],-46.6909,1.5383098,8.119659,-68.41157,,1.2331645,1.4329731,39.57,100,14,-135.31106889522775,1400,93.160934,0.8508643,10.0,160.86002159118652,1.7484858
100.0,0.080762625,-7.858276e-06,252.9201,0.5499254,-2.0290833,0.27599826,2.6087613,2839.7913,65257,1.5743582,[ 0.575 -0.477  0.225  0.397  0.014],-54.41857,1.0513941,4.733223,-58.81132,,1.0443665,1.4262244,39.45,100,15,-135.53653370825634,1500,93.12483,0.26147613,10.0,172.68933033943176,1.1370511
100.0,0.08549447,-3.3569336e-06,234.55283,0.47234622,-2.2335587,0.28176925,1.5919032,1020.24005,69473,1.7205375,[ 0.557 -0.474  0.221  0.38   0.007],-75.34311,1.0345035,6.5462875,-78.74197,,1.0371546,1.4163758,42.16,100,16,-138.21272464568375,1600,93.44342,0.16935618,10.0,184.71698927879333,1.0619185
100.0,0.08177677,1.2207031e-05,241.1839,0.65280366,-2.0961761,0.2752681,1.3054262,502.33838,73528,1.6311251,[ 0.565 -0.472  0.226  0.385 -0.003],-61.659657,1.0131179,4.74868,-63.696823,,1.0189735,1.4068586,40.55,100,17,-136.60530483223528,1700,93.262375,0.11166678,10.0,195.3810272216797,1.0341378
100.0,0.080004394,-4.4250487e-06,242.28372,0.85234284,-2.058876,0.27160695,1.2251601,181.03302,77520,1.5933998,[ 0.57  -0.474  0.23   0.381 -0.012],-60.79043,1.005214,6.6673584,-61.293674,,1.0050228,1.4100654,39.92,100,18,-136.2187530372498,1800,93.175415,0.06861555,10.0,206.92179322242737,1.0100739
100.0,0.0784193,9.155273e-07,250.36378,0.7952412,-1.8794708,0.2697409,1.5125219,489.23886,81417,1.4416714,[ 0.571 -0.47   0.23   0.378 -0.009],-59.287193,1.0096884,5.1968613,-60.782356,,1.0140698,1.4192892,38.97,100,19,-135.35311642713302,1900,93.05347,0.108179115,10.0,218.05453848838806,1.033713
100.0,0.08532792,9.994506e-06,234.03355,0.5630807,-2.0251923,0.28125337,2.0580933,1545.562,85632,1.6576244,[ 5.707e-01 -4.743e-01  2.319e-01  3.827e-01  2.957e-04],-75.794174,1.0339581,5.907669,-78.96415,,1.0317982,1.4267362,42.15,100,20,-138.22374744223822,2000,93.441345,0.20792657,10.0,230.37158632278442,1.0679108
100.0,0.09088954,-1.3732911e-06,228.07516,0.67277944,-2.4181747,0.29139167,1.8246526,1432.7017,90068,1.8006849,[ 0.568 -0.459  0.232  0.388  0.008],-87.75894,1.0319558,5.3363953,-93.35991,,1.0653104,1.4254429,44.36,100,21,-140.23370864479824,2100,93.677475,0.21256873,10.0,241.57450819015503,1.1257737
100.0,0.08301687,-2.5177003e-06,244.64143,0.65801144,-1.9853516,0.2788313,2.0024767,1210.8247,94141,1.4767503,[ 0.572 -0.456  0.226  0.37   0.007],-65.648,1.027673,3.7082672,-69.675156,,1.0440586,1.4166529,40.73,100,22,-136.80595165433124,2200,93.2823,0.19218577,10.0,253.00102043151855,1.0872424
100.0,0.08548955,-1.2969971e-06,241.78183,0.49585196,-2.2406082,0.2839242,2.4258456,4239.8804,98300,1.637841,[ 0.585 -0.457  0.224  0.356 -0.002],-75.828705,1.091546,6.762871,-80.89155,,1.0537986,1.4126343,41.59,100,23,-137.8152043267837,2300,93.37268,0.34566337,10.0,264.5573182106018,1.1477451
100.0,0.08669735,3.0517577e-07,248.29495,0.42372757,-2.2148056,0.28814855,3.14275,5255.2783,102459,1.5806873,[ 0.569 -0.462  0.217  0.343 -0.006],-63.018246,1.161143,5.125084,-72.42029,,1.0931576,1.4153994,41.59,100,24,-137.8249137799616,2400,93.37221,0.39454746,10.0,277.2559995651245,1.2625302
100.0,0.08150279,8.69751e-06,239.8682,0.65506774,-2.31884,0.2744645,1.2857407,418.69092,106511,1.9092449,[ 0.584 -0.448  0.223  0.358 -0.004],-68.44755,1.013135,5.924576,-69.847046,,1.0121562,1.4076746,40.52,100,25,-136.33651140938377,2500,93.27066,0.10949762,10.0,289.6420726776123,1.0305351
100.0,0.08493553,-3.7384034e-06,242.7657,0.6482247,-2.3834534,0.2823152,2.199846,2251.2783,110662,1.7541844,[ 0.583 -0.455  0.224  0.361 -0.011],-69.47393,1.0388927,5.0819473,-75.861824,,1.0567869,1.4229639,41.51,100,26,-137.37070330151727,2600,93.38132,0.24863708,10.0,301.8901650905609,1.1093267
100.0,0.07706112,6.1798096e-06,257.64133,0.5556321,-2.345909,0.26829726,1.4800545,675.6998,114473,1.6990836,[ 0.567 -0.446  0.216  0.361  0.004],-46.97657,1.015758,5.575363,-50.445045,,1.0224282,1.4213433,38.11,100,27,-133.99377708663664,2700,92.96805,0.1167076,10.0,312.8670139312744,1.0496941
100.0,0.08306218,2.9754638e-06,265.25876,0.50574803,-2.5999832,0.28373393,3.526951,7626.996,118427,1.8829513,[ 0.592 -0.467  0.225  0.362  0.002],-49.55494,1.1072835,5.680435,-61.712837,,1.111461,1.4189507,39.54,100,28,-135.2987673194745,2800,93.15636,0.43460673,10.0,323.99946570396423,1.3128963
100.0,0.07743786,-6.027222e-06,253.03543,0.74279755,-2.0741882,0.2681766,1.3402612,482.45377,122275,1.46405,[ 5.595e-01 -4.159e-01  2.164e-01  3.601e-01  3.858e-05],-53.73973,1.0126872,5.4532013,-55.066,,1.0109736,1.4163561,38.48,100,29,-134.85155865852244,2900,92.99109,0.10193381,10.0,336.09535455703735,1.0305266
100.0,0.08020283,-1.2359619e-05,249.82896,0.5895452,-2.2809906,0.2736449,1.6104925,1058.3243,126231,1.7928517,[ 0.564 -0.414  0.219  0.353 -0.003],-63.254597,1.0331273,5.811699,-67.49141,,1.0311775,1.4232785,39.56,100,30,-135.35783057129322,3000,93.15683,0.17207846,10.0,346.7282853126526,1.0735593
100.0,0.081455275,-1.2969971e-06,248.55449,0.61213905,-1.7957458,0.27613318,1.5624732,964.988,130234,1.2237084,[ 0.578 -0.414  0.224  0.347  0.004],-51.649914,1.028273,3.1089478,-55.585392,,1.0374951,1.4067785,40.03,100,31,-136.34936294400453,3100,93.18764,0.15540415,10.0,357.9559268951416,1.0703752
100.0,0.08036077,-1.2207031e-05,244.39386,0.52420145,-2.1808014,0.27305394,1.5621219,997.3669,134220,1.5690932,[ 0.578 -0.409  0.221  0.339 -0.012],-54.923157,1.0281762,5.6187744,-56.431698,,1.0136033,1.4047241,39.86,100,32,-135.90446799742094,3200,93.18091,0.1660794,10.0,368.2597916126251,1.0408703
100.0,0.07543014,2.1362305e-06,262.26407,0.65080994,-2.432129,0.26555493,1.5568727,1143.2322,137953,2.0105987,[ 0.584 -0.404  0.226  0.339 -0.014],-43.567383,1.0271641,6.1529617,-46.84311,,1.0214146,1.4034272,37.33,100,33,-133.0847441104035,3300,92.86983,0.15874247,10.0,378.08839774131775,1.0447855
100.0,0.07676011,3.3569336e-06,261.6058,0.5995573,-1.9390717,0.26859576,2.4869769,2502.1353,141729,1.5705818,[ 0.6   -0.409  0.234  0.341 -0.015],-46.4565,1.0483648,4.993965,-49.83989,,1.0314736,1.4150372,37.76,100,34,-133.92603816425913,3400,92.90646,0.25435862,10.0,388.79016494750977,1.0874134
100.0,0.072077274,6.2561035e-06,284.4654,0.5971104,-2.159912,0.26238015,2.699905,4536.111,145239,1.5451672,[ 0.604 -0.399  0.237  0.343 -0.004],-17.75625,1.067301,4.879524,-23.22768,,1.0386633,1.4209051,35.1,100,35,-131.02907000951132,3500,92.53395,0.2841973,10.0,399.5622065067291,1.1263553
100.0,0.07202657,-4.5013426e-06,278.30542,0.52130026,-2.4006119,0.2608942,1.8588909,2585.8274,148781,1.6264571,[ 0.596 -0.404  0.229  0.328  0.002],-16.43086,1.0542037,5.705406,-20.269373,,1.0277932,1.4249102,35.42,100,36,-131.37687333194745,3600,92.58177,0.22924562,10.0,409.62484097480774,1.088972
100.0,0.07532203,7.476807e-06,287.67566,0.34892341,-2.2597122,0.27157435,2.1629138,4785.3247,152357,1.6325616,[ 0.595 -0.419  0.228  0.318  0.006],7.9624863,1.0918274,6.038803,-1.2641125,,1.0768863,1.414492,35.76,100,37,-131.89703155132466,3700,92.623215,0.30224794,10.0,420.0913257598877,1.1754414
100.0,0.07811649,-8.544922e-06,257.3229,0.6873002,-2.3360443,0.2706781,1.4784079,1454.3059,156202,1.7259892,[ 0.6   -0.421  0.244  0.319 -0.004],-46.408802,1.0459471,6.653633,-50.85784,,1.0393378,1.4056163,38.45,100,38,-134.12071529377062,3800,93.023636,0.19175532,10.0,431.295916557312,1.0768166
100.0,0.080597386,-7.858276e-06,273.43283,0.46439132,-2.2017822,0.28273612,4.06382,13992.976,159974,1.8092287,[ 0.603 -0.441  0.247  0.319 -0.013],-35.373753,1.1622168,6.662285,-41.36333,,1.0848371,1.4085507,37.72,100,39,-133.6347880865345,3900,92.91438,0.5394816,10.0,441.6481235027313,1.4145827
100.0,0.071092606,-1.0757446e-05,277.26392,0.5444927,-2.2998276,0.25811496,1.4110438,612.1409,163500,1.7636489,[ 0.611 -0.422  0.248  0.346 -0.01 ],-30.397823,1.0082791,5.5899887,-33.098972,,1.0201198,1.4052677,35.26,100,40,-131.16296154727195,4000,92.56024,0.10668179,10.0,452.7983112335205,1.0429366
100.0,0.07732547,-1.5258789e-06,259.91824,0.6510857,-2.179123,0.2694646,1.8034391,1542.3073,167305,1.6304555,[ 0.616 -0.433  0.255  0.346 -0.014],-46.952003,1.0242447,5.7083817,-50.448498,,1.0334351,1.4183921,38.05,100,41,-133.99298716448783,4100,92.957,0.19096264,10.0,463.45530700683594,1.0857904
100.0,0.08567423,4.8065185e-06,259.65488,0.32809818,-1.8010483,0.2896351,3.6554713,11296.087,171345,1.5904648,[ 6.112e-01 -4.386e-01  2.591e-01  3.533e-01 -5.940e-04],-66.57606,1.2479036,7.2110596,-77.2974,,1.1027291,1.4210044,40.4,100,42,-136.43434325360485,4200,93.24582,0.57982653,10.0,474.3657646179199,1.3565977
100.0,0.07389213,1.6021728e-06,274.63303,0.5478133,-1.9705658,0.2646934,2.379432,2831.5198,174961,1.7685096,[ 0.595 -0.457  0.25   0.339  0.002],-21.239109,1.0506983,6.391472,-25.923775,,1.0440377,1.4330411,36.16,100,43,-132.03366241237592,4300,92.69725,0.2580565,10.0,486.51067900657654,1.0981218
100.0,0.0837106,-6.2561035e-06,241.16197,0.5883529,-2.5917892,0.27998576,2.2897723,2197.0918,179065,1.8222145,[ 0.598 -0.447  0.253  0.331  0.014],-66.706345,1.0506784,5.596031,-70.20636,,1.0427746,1.4478885,41.04,100,44,-136.5798407266913,4400,93.344055,0.26415685,10.0,498.6124086380005,1.0966091
100.0,0.07427721,-6.1035155e-07,271.66385,0.65782046,-2.011856,0.2647588,1.909934,2098.3962,182714,1.6168137,[ 0.607 -0.44   0.254  0.333  0.029],-26.579327,1.0408334,5.9402237,-31.226192,,1.0321265,1.4385669,36.49,100,45,-132.55113387043343,4500,92.73494,0.20388849,10.0,509.7304542064667,1.0722138
100.0,0.0755028,2.822876e-06,264.0426,0.64982975,-2.090477,0.2659906,1.6407275,1054.7233,186443,1.6623496,[ 0.595 -0.437  0.246  0.323  0.02 ],-44.98957,1.0200157,5.7960052,-48.390453,,1.0285575,1.4530205,37.29,100,46,-133.10988437932906,4600,92.860825,0.15428263,10.0,520.4413783550262,1.0883199
100.0,0.07606843,3.0517577e-07,265.78506,0.4566859,-1.9505768,0.26815084,1.7828394,3458.2686,190169,1.6434665,[ 0.603 -0.438  0.245  0.321  0.034],-43.496525,1.0811168,8.003426,-47.196327,,1.0387111,1.4453335,37.26,100,47,-133.28446309024713,4700,92.8457,0.2813045,10.0,531.0700726509094,1.1144235
100.0,0.17032453,-4.196167e-06,555.89056,0.0072945934,-2.0506363,0.8815505,80.28915,3687629.2,193922,1.619948,[ 0.612 -0.422  0.247  0.326  0.026],63.108154,10.873646,4.4675674,-33.810444,,2.3251338,1.4228728,37.53,100,48,-133.31439243137802,4800,92.895584,8.511696,10.0,540.9896831512451,23.194096
100.0,0.075408414,-2.822876e-06,260.07187,0.75359607,-2.2182922,0.26532492,1.4994202,607.63947,197659,1.752336,[ 0.696 -0.359  0.263  0.301  0.004],-39.060078,1.010967,5.727768,-41.003815,,1.0175405,1.4290692,37.37,100,49,-132.8125489268516,4900,92.89203,0.11152067,10.0,554.5850503444672,1.0386988
100.0,0.0721201,3.4332274e-06,290.67145,0.30601925,-2.2123337,0.26420343,2.0671096,7039.429,201130,1.439677,[ 0.697 -0.358  0.258  0.305  0.01 ],-17.864151,1.1131103,4.063896,-23.922901,,1.0601478,1.4116776,34.71,100,50,-130.45439546222406,5000,92.483185,0.3804372,10.0,563.9085221290588,1.1876739
100.0,0.070369266,6.6375733e-06,277.8818,0.67123544,-1.9742126,0.25681525,1.679327,1383.3528,204622,1.3715032,[ 0.702 -0.344  0.265  0.313 -0.007],-17.242748,1.0261316,4.9183655,-18.865585,,1.0111747,1.4178576,34.92,100,51,-130.7526925762014,5100,92.51129,0.16646543,10.0,573.7266871929169,1.0425873
100.0,0.067972004,-2.5177003e-06,303.13248,0.46752062,-2.55262,0.25573522,2.681583,8086.9673,207924,1.5640912,[ 0.702 -0.332  0.264  0.313 -0.001],-8.095006,1.1023192,4.6115494,-14.365186,,1.0553328,1.4121944,33.02,100,52,-128.45686023622108,5200,92.21945,0.3838426,10.0,583.4051606655121,1.1733238
100.0,0.06449503,4.272461e-06,302.14758,0.82413054,-2.3736038,0.24656719,1.4481511,858.5552,211126,1.4270272,[ 0.705 -0.307  0.259  0.307 -0.007],0.42732048,1.0094376,4.5201187,-1.2745104,,1.0127825,1.4184186,32.02,100,53,-127.49710503864495,5300,92.03641,0.10882541,10.0,593.6484544277191,1.0364686
100.0,0.067389145,-6.866455e-06,325.32678,0.2987481,-2.2274017,0.2588677,3.5355222,17361.66,214315,1.4255744,[ 7.110e-01 -3.118e-01  2.600e-01  2.973e-01 -4.975e-04],15.331028,1.2658616,4.5606613,1.4182873,,1.0920926,1.4233799,31.89,100,54,-127.52015020831101,5400,92.0025,0.5389151,10.0,603.7379066944122,1.3761519
100.0,0.06727113,-3.8146973e-07,288.65717,0.70469373,-2.2662735,0.25131866,1.4620925,1387.745,217658,1.7382894,[ 0.697 -0.339  0.257  0.294  0.004],-10.579872,1.0218772,5.4642487,-11.496731,,1.0097343,1.4300499,33.43,100,55,-129.05515128244969,5500,92.27908,0.15986563,10.0,614.761744260788,1.0312532
100.0,0.07392776,-6.027222e-06,295.02826,0.22542796,-2.6322784,0.2719869,4.760584,24445.553,221120,1.6584551,[ 0.704 -0.333  0.258  0.294  0.011],-13.289438,1.2840734,4.975151,-18.949959,,1.0801854,1.4404562,34.62,100,56,-130.08197693057122,5600,92.48515,0.7133603,10.0,625.4690449237823,1.4409821
100.0,0.067080036,5.569458e-06,322.06253,0.24993908,-2.109085,0.25965744,4.030171,24574.516,224266,1.5075731,[ 0.724 -0.315  0.27   0.301  0.022],24.629261,1.277123,4.953621,18.211477,,1.0731797,1.4290484,31.46,100,57,-126.9737785029618,5700,91.85449,0.6318714,10.0,635.1904218196869,1.3714285
100.0,0.06691293,7.6293946e-07,373.76733,0.17287858,-2.2117615,0.27068204,8.937091,80498.58,227205,1.4610602,[ 0.741 -0.292  0.279  0.311  0.01 ],70.980446,1.4612933,3.8331833,51.238605,,1.1684899,1.4086344,29.39,100,58,-124.92026699793149,5800,91.49913,1.0477018,10.0,644.9355676174164,2.2689638
100.0,0.062193003,-7.858276e-06,316.25223,0.57759804,-2.6922379,0.24293277,1.5384247,2210.8657,230281,1.5585924,[ 0.756 -0.246  0.261  0.296 -0.01 ],20.059729,1.0476471,4.218849,16.438852,,1.0206704,1.4049047,30.76,100,59,-126.13163813437215,5900,91.784546,0.18276311,10.0,655.5980806350708,1.0711432
100.0,0.057302363,6.4849855e-06,344.26984,0.74234927,-2.6609344,0.23378703,1.4735174,1951.8157,233115,1.3615125,[ 0.766 -0.237  0.264  0.302 -0.014],63.79605,1.0280163,4.380951,59.31388,,1.0222423,1.4150603,28.34,100,60,-123.84057877449058,6000,91.260376,0.15399767,10.0,665.7302012443542,1.0791973
100.0,0.09727734,-2.2888185e-06,501.50327,0.0046435315,-2.4120407,0.46806508,27.35709,863604.44,236078,1.6386487,[ 0.744 -0.234  0.263  0.31  -0.004],95.73337,4.7412977,5.806595,34.364075,,1.7165036,1.4193697,29.63,100,61,-125.03352069370766,6100,91.56035,3.7185464,10.0,675.8346335887909,10.413779
100.0,0.05677225,-3.6621093e-06,358.46072,0.46106657,-2.1596756,0.23551269,2.2780373,9694.102,238826,1.3479546,[ 7.952e-01 -1.615e-01  2.507e-01  3.421e-01  3.997e-04],80.24679,1.0835162,4.332535,76.17346,,1.0395507,1.40191,27.48,100,62,-122.89468826108921,6200,91.055695,0.3326789,10.0,685.8132710456848,1.1525517
100.0,0.058270693,-3.8146973e-07,360.5402,0.31836668,-2.355629,0.24031623,2.473621,13220.479,241608,1.4314964,[ 0.788 -0.173  0.246  0.322 -0.017],87.88357,1.1514926,3.9421997,77.454185,,1.0636672,1.400735,27.82,100,63,-122.93355893015607,6300,91.16222,0.3913486,10.0,694.2041549682617,1.2335236
100.0,0.06276913,1.04522705e-05,324.57175,0.47003013,-2.8093948,0.24611591,2.075447,5809.4985,244663,1.3150394,[ 0.809 -0.166  0.262  0.328 -0.018],31.595133,1.0713168,3.4346542,25.41824,,1.0428336,1.420469,30.55,100,64,-125.7822049343366,6400,91.76549,0.28575495,10.0,704.0901801586151,1.1371155
100.0,0.05805342,-6.8664554e-07,338.88098,0.5746487,-1.9068375,0.2352666,1.8481092,2691.7693,247533,1.2552121,[ 0.815 -0.186  0.265  0.329  0.002],57.09526,1.0444465,3.501068,53.395424,,1.0221175,1.4224017,28.7,100,65,-124.14102995847568,6500,91.33538,0.18501398,10.0,713.7666914463043,1.0633337
100.0,0.061698776,2.2888185e-06,358.36398,0.18231986,-2.9445114,0.24916346,2.6499586,17067.469,250434,1.4295839,[ 0.822 -0.174  0.264  0.322  0.003],61.453606,1.2394267,3.651802,44.1606,,1.0967977,1.4004174,29.01,100,66,-124.25351839523054,6600,91.43375,0.46675217,10.0,724.1386423110962,1.3739372
100.0,0.057731353,3.6621093e-06,344.53366,0.50324476,-2.7409515,0.23524712,1.7775058,4341.711,253275,1.2734973,[ 0.813 -0.2    0.259  0.311 -0.018],67.578835,1.0565983,6.2717285,62.4598,,1.028733,1.4000406,28.41,100,67,-123.72372979732052,6700,91.29013,0.233417,10.0,733.3502445220947,1.1101743
100.0,0.06592159,9.231568e-06,336.13773,0.25455388,-2.9365768,0.2579326,3.2693098,22138.994,256363,1.5476658,[ 0.804 -0.18   0.26   0.321 -0.019],38.483376,1.3426764,5.2386093,23.842752,,1.1162883,1.4051613,30.88,100,68,-125.99422742573472,6800,91.83975,0.58298576,10.0,742.7017953395844,1.4426422
100.0,0.05925464,1.04522705e-05,365.37387,0.21165039,-2.7240524,0.24304365,2.9813085,8216.933,259174,1.4138405,[ 0.826 -0.151  0.262  0.33  -0.014],83.1305,1.0951633,4.373131,68.94172,,1.0875106,1.3819286,28.11,100,69,-123.39396331331311,6900,91.22064,0.29973838,10.0,752.6893246173859,1.239844
100.0,0.065473504,5.41687e-06,435.40714,0.037100285,-2.6265335,0.28163087,8.823174,118169.63,261879,1.4460262,[ 0.82  -0.165  0.268  0.312 -0.037],108.49923,1.952325,4.764023,62.05238,,1.2662485,1.4007405,27.05,100,70,-122.20239234453247,7000,90.96471,1.1295649,10.0,763.1372191905975,3.3111684
100.0,0.055016704,-4.348755e-06,359.95175,0.72671646,-3.2159042,0.2299707,1.7410655,3206.9658,264586,1.3815538,[ 0.887 -0.151  0.285  0.344 -0.018],70.07041,1.0257176,4.4653473,65.63506,,1.02847,1.419895,27.07,100,71,-121.95976005079578,7100,90.9893,0.18355915,10.0,772.5276031494141,1.0802977
100.0,0.05556693,-1.0223389e-05,374.24185,0.44952378,-2.677948,0.23394005,2.4408882,10275.859,267259,1.395257,[ 8.878e-01 -1.550e-01  2.895e-01  3.466e-01  8.774e-04],89.2226,1.1018515,3.3995743,78.60023,,1.0553509,1.4394753,26.73,100,72,-121.5692574466354,7200,90.9039,0.3233673,10.0,781.3140435218811,1.2152951
100.0,1.1293237,3.7384034e-06,2932.0347,1.0514947e-06,-2.550438,17.64428,1019.20905,722389760.0,270121,1.3351179,[ 0.91  -0.153  0.299  0.367  0.021],932.884,257.5824,4.2145004,53.268898,,10.415652,1.3836967,28.62,100,73,-123.59066851456303,7300,91.36334,99.09381,10.0,790.8119382858276,1240.0988
100.0,0.054019723,7.781982e-06,402.65573,0.25842604,-3.6557999,0.23544462,3.4043183,31615.596,272641,1.4449706,[ 0.992 -0.028  0.311  0.323 -0.035],126.49736,1.2975949,3.8728638,111.537254,,1.0837172,1.366591,25.2,100,74,-119.59363927850737,7400,90.45276,0.5663789,10.0,804.0691568851471,1.490747
100.0,0.048376832,,410.54553,0.54779243,-3.2893677,0.2170398,2.1999493,8453.81,275008,1.6366235,[ 0.994  0.004  0.319  0.34  -0.052],121.31805,1.0463688,4.903595,115.1046,,1.0308295,1.3812124,23.67,100,75,-118.06638958796658,7500,90.02396,0.25736433,10.0,813.2207055091858,1.0807195
100.0,0.04632281,1.0986329e-05,473.87723,0.24971956,-3.5872803,0.21948652,3.1513019,37191.617,277151,1.670448,[ 1.017 -0.001  0.33   0.339 -0.038],216.90329,1.2379159,4.925537,196.9275,,1.0780753,1.3886788,21.43,100,76,-115.80437132204314,7600,89.19231,0.4904727,10.0,822.3432693481445,1.4179485
100.0,0.045044478,-4.348755e-06,433.9851,0.540905,-3.3935928,0.20918618,1.8985442,5940.3647,279367,1.5900849,[ 1.048  0.005  0.347  0.332 -0.03 ],170.31876,1.029631,3.4847183,166.51828,,1.019665,1.4008461,22.16,100,77,-116.5894698484549,7700,89.46587,0.2044844,10.0,830.7947926521301,1.0774825
100.0,0.046348847,,455.60876,0.4837126,-3.7416077,0.21580884,3.1525855,15000.021,281575,1.6360375,[ 1.063 -0.009  0.35   0.343 -0.018],178.42331,1.1069388,5.2952347,162.51843,,1.0757852,1.4264157,22.08,100,78,-116.29975869382146,7800,89.382545,0.34129238,10.0,839.456444978714,1.3025331
