Weights,Bound,EmpiricalD2,EpThisIter,TimeElapsed,J_sample_variance,MaxIW,Iteration,ReturnMeanIW,InitialReturnMin,ReturnStepMaxmin,MinIW,InitialBound,InitialReturnMean,InitialReturnStd,EpLenMean,ReturnStepMax,EpRewMean,MinD2w0t,MeanIW,StdIW,MaxD2w0t,MeanD2w0t,TimestepsSoFar,MeanEntropy,StdD2w0t,InitialReturnMax,EpisodesSoFar
[ 0.564 -0.547  0.219  0.394 -0.006],-2036.2174,1.0004144,100,3637.5388338565826,5.841589,1.0529991,320,-97.27413,-99.60322,100.0,0.9579703,-2036.3422,-97.51572,1.8252469,42.77,100.0,-138.96585550194624,,0.99707913,0.019012013,1.0005388,0.08554936,1406249,1.4131072,0.27972072,-92.4324,32000
[ 0.563 -0.548  0.219  0.393 -0.006],-2040.991,1.0000522,100,3646.2375049591064,3.2125506,1.0163625,321,-97.348564,-99.52415,100.0,0.9615451,-2041.0591,-97.45191,1.6894127,39.88,100.0,-136.03640786526412,,0.99892515,0.008121105,1.0001134,0.079762116,1410237,1.413199,0.27091908,-92.069275,32100
[ 0.564 -0.549  0.219  0.393 -0.006],-2044.2645,1.0005119,100,3659.938629627228,7.971802,1.0532676,322,-96.99696,-99.62832,100.0,0.9088881,-2044.4545,-97.36622,1.8643364,43.99,100.0,-139.99658563753016,,0.99524826,0.023500733,1.0007911,0.08799399,1414636,1.4129727,0.2833145,-92.24002,32200
[ 0.564 -0.551  0.219  0.393 -0.006],-2066.7554,1.0013624,100,3673.5619628429413,9.938425,1.0987847,323,-97.07054,-99.735504,100.0,0.8766588,-2067.1145,-97.74172,1.4341991,48.41,100.0,-144.80099550753837,,0.9920894,0.036593582,1.0017484,0.09684925,1419477,1.4127249,0.29579753,-93.836136,32300
[ 0.562 -0.553  0.218  0.393 -0.006],-2033.1472,1.0000882,100,3687.777813911438,3.6071892,1.0314275,324,-97.36822,-99.70662,100.0,0.953395,-2033.2223,-97.51389,1.8029394,48.15,100.0,-144.25686382552212,,0.99844295,0.009912812,1.0003062,0.096305266,1424292,1.412472,0.2950222,-90.78551,32400
[ 0.563 -0.552  0.218  0.392 -0.007],-1970.6635,1.000111,100,3701.673875808716,4.4837236,1.0221,325,-97.372116,-99.615425,100.0,0.9558217,-1970.79,-97.590164,1.7431145,45.35,100.0,-141.5808763782934,,0.9975684,0.011190114,1.0003009,0.09070735,1428827,1.4116774,0.2872135,-91.57536,32500
[ 0.563 -0.553  0.218  0.393 -0.007],-2019.8864,1.0001583,100,3716.0162439346313,3.9187183,1.0245873,326,-97.388756,-99.559654,100.0,0.95855737,-2019.978,-97.53747,1.737124,41.93,100.0,-138.12540777330753,,0.9977725,0.012803893,1.0002745,0.08386404,1433020,1.4121023,0.27718177,-92.68729,32600
[ 0.564 -0.553  0.219  0.394 -0.007],-1990.3445,1.0000709,100,3730.0023758411407,4.6139574,1.0235747,327,-97.42474,-99.57849,100.0,0.9716275,-1990.4305,-97.58727,1.8856261,43.95,100.0,-140.18423255896283,,0.99810314,0.0080160685,1.0005225,0.0879042,1437415,1.4121108,0.28315717,-92.35426,32700
[ 0.563 -0.552  0.219  0.394 -0.007],-2046.3013,1.0000527,100,3743.4412343502045,2.7899296,1.0127653,328,-97.55216,-99.69458,100.0,0.98252517,-2046.3276,-97.60498,1.5830877,41.49,100.0,-137.78614263482157,,0.99942404,0.006142793,1.000102,0.082981564,1441564,1.4120811,0.27586514,-92.55609,32800
[ 0.563 -0.552  0.219  0.394 -0.007],-2024.3008,1.0001056,100,3756.2299287319183,3.6231072,1.0270989,329,-97.8848,-99.60214,100.0,0.9639788,-2024.3541,-97.98599,1.65437,46.94,100.0,-143.59573371462102,,0.99870646,0.010574763,1.0002656,0.09388342,1446258,1.4120173,0.2916768,-91.70532,32900
[ 0.563 -0.553  0.219  0.394 -0.007],-2053.2607,1.0004541,100,3770.041093349457,5.3020687,1.0495152,330,-97.190674,-99.5277,100.0,0.9155587,-2053.396,-97.44897,1.8574138,47.23,100.0,-143.30756418258397,,0.99612236,0.019096857,1.0007775,0.09446978,1450981,1.411764,0.29248747,-90.20509,33000
[ 0.565 -0.553  0.22   0.394 -0.007],-2008.0944,1.0007923,100,3782.439441919327,9.179474,1.0552075,331,-97.13272,-99.621796,100.0,0.89969766,-2008.394,-97.72753,1.9739759,43.37,100.0,-139.78216744153477,,0.9925813,0.026506446,1.0012059,0.08676189,1455318,1.4110208,0.28153116,-90.22652,33100
[ 0.566 -0.551  0.22   0.395 -0.008],-1979.7788,1.0011636,100,3794.5721616744995,10.493201,1.1022588,332,-97.03934,-99.61167,100.0,0.9091952,-1980.1276,-97.72727,1.7148118,41.8,100.0,-138.2371711107311,,0.9912546,0.03339682,1.0016013,0.08362534,1459498,1.4107659,0.2768659,-91.484985,33200
[ 0.565 -0.553  0.22   0.394 -0.008],-2009.8031,1.0006487,100,3808.5620148181915,6.6900086,1.0745904,333,-97.36677,-99.631,100.0,0.91942126,-2010.0083,-97.7591,1.6057043,42.6,100.0,-139.04467456675889,,0.9954905,0.026211573,1.0009291,0.085214294,1463758,1.4112236,0.27922863,-91.51391,33300
[ 0.564 -0.554  0.219  0.393 -0.008],-1994.3799,1.0002433,100,3822.599198579788,4.5155373,1.0374852,334,-97.555695,-99.66794,100.0,0.95627683,-1994.4875,-97.76988,1.7002517,44.62,100.0,-141.05868156383218,,0.99775857,0.015110351,1.0003929,0.08924824,1468220,1.4106042,0.2851165,-91.324646,33400
[ 0.564 -0.554  0.22   0.393 -0.008],-2078.2512,1.0004524,100,3837.2668964862823,5.2937665,1.0430996,335,-96.84455,-99.672195,100.0,0.9125045,-2078.3904,-97.12436,1.8784037,44.3,100.0,-140.02765621682818,,0.9966079,0.017691838,1.0007225,0.08861113,1472650,1.4102418,0.28419715,-92.245674,33500
[ 0.565 -0.553  0.22   0.393 -0.009],-2069.2642,1.0000165,100,3853.26123547554,2.6528654,1.0097079,336,-97.784546,-99.72621,100.0,0.9825892,-2069.283,-97.81926,1.5699458,47.87,100.0,-144.33100801852328,,0.99961054,0.0040651443,1.0000501,0.09574087,1477437,1.4101295,0.29422882,-93.25475,33600
[ 0.565 -0.553  0.22   0.393 -0.009],-2015.721,1.0003892,100,3866.2591440677643,7.648637,1.0409288,337,-97.1529,-99.78381,100.0,0.9301601,-2016.0459,-97.78937,1.5426737,44.42,100.0,-140.9225452173896,,0.9929175,0.020725057,1.0011346,0.08886405,1481879,1.4091812,0.28459784,-92.96847,33700
[ 0.566 -0.554  0.22   0.391 -0.01 ],-2050.5378,1.0001724,100,3880.876243829727,5.1190453,1.0244961,338,-97.23873,-99.68976,100.0,0.9509228,-2050.6104,-97.37376,1.8552094,46.06,100.0,-142.02019573179825,,0.99820554,0.012101646,1.0002577,0.09212503,1486485,1.4092875,0.28920698,-92.23639,33800
[ 0.566 -0.553  0.22   0.391 -0.01 ],-2063.0386,1.0003086,100,3896.46319770813,4.401071,1.0444692,339,-97.24705,-99.61628,100.0,0.933382,-2063.1863,-97.4824,1.811385,48.7,100.0,-144.7907553680579,,0.99742436,0.017516537,1.0004966,0.09740803,1491355,1.4095432,0.2965267,-93.544205,33900
[ 0.568 -0.554  0.22   0.392 -0.009],-2039.3397,1.0003899,100,3910.5263121128082,4.25886,1.0619122,340,-97.47112,-99.66948,100.0,0.9331409,-2039.4484,-97.693596,1.6141871,43.5,100.0,-139.8810431623026,,0.9975625,0.017805006,1.0006211,0.08700897,1495705,1.409522,0.28186122,-91.17337,34000
[ 0.569 -0.553  0.221  0.392 -0.009],-1988.5498,1.000525,100,3925.2744615077972,6.070754,1.0573425,341,-97.567955,-99.693535,100.0,0.95093834,-1988.7035,-97.86026,1.7377915,47.59,100.0,-144.11907580252426,,0.9970571,0.022140983,1.0006804,0.09519228,1500464,1.4097941,0.29350266,-91.19587,34100
[ 0.569 -0.552  0.221  0.391 -0.009],-2036.281,1.0001746,100,3939.853888273239,3.739622,1.0288503,342,-97.36156,-99.53829,100.0,0.9665597,-2036.377,-97.550476,1.6255518,43.3,100.0,-139.5178996224579,,0.99771404,0.0114157135,1.0002929,0.08660629,1504794,1.410162,0.28127605,-92.291824,34200
[ 0.569 -0.552  0.221  0.391 -0.009],-1986.1721,1.0001895,100,3951.9434995651245,4.7914743,1.0240364,343,-97.219215,-99.60433,100.0,0.95163196,-1986.3257,-97.52583,1.830407,40.43,100.0,-136.63173728396816,,0.9964961,0.012409742,1.0004721,0.08087038,1508837,1.4101505,0.27265024,-92.274536,34300
[ 0.571 -0.555  0.221  0.392 -0.009],-2029.8948,1.0001862,100,3966.4146823883057,2.9967387,1.0292006,344,-97.43895,-99.4969,100.0,0.9566665,-2030.0055,-97.617256,1.5115741,44.9,100.0,-141.1841346966595,,0.99780625,0.012894086,1.0003471,0.089805335,1513327,1.4097023,0.28590748,-94.169556,34400
[ 0.573 -0.555  0.222  0.392 -0.009],-1973.2242,1.0001694,100,3980.941671848297,5.007958,1.0468662,345,-97.58318,-99.669235,100.0,0.96169335,-1973.2914,-97.71658,1.6680903,42.89,100.0,-139.27700466884377,,0.9984733,0.013538389,1.0003508,0.08578498,1517616,1.4097252,0.2800508,-90.043144,34500
[ 0.571 -0.555  0.221  0.392 -0.009],-2034.2273,1.0001464,100,3995.956216812134,3.7506237,1.0372415,346,-97.41912,-99.674965,100.0,0.96513295,-2034.2657,-97.49616,1.7499416,48.88,100.0,-144.99639566674045,,0.9988901,0.011753331,1.0001994,0.09776348,1522504,1.4100653,0.29699865,-91.13684,34600
[ 0.572 -0.554  0.222  0.392 -0.009],-2012.4537,1.0004797,100,4009.824317932129,7.1734095,1.0561577,347,-96.95484,-99.484245,100.0,0.95445746,-2012.6603,-97.3439,2.0841594,43.57,100.0,-139.53049715910262,,0.9952711,0.020304201,1.0007666,0.087154016,1526861,1.409725,0.28208965,-91.33522,34700
[ 0.572 -0.552  0.221  0.392 -0.009],-2045.3221,1.0000436,100,4023.9916796684265,2.8838217,1.011571,348,-97.37024,-99.62854,100.0,0.9792025,-2045.3619,-97.44803,1.6639907,42.02,100.0,-138.1514356582885,,0.99904263,0.0057658,1.0001334,0.08404234,1531063,1.4092067,0.2774458,-91.02489,34800
[ 0.571 -0.552  0.221  0.392 -0.01 ],-2019.6273,1.0006503,100,4038.91584277153,8.358994,1.0594463,349,-96.98865,-99.56618,99.995186,0.9153721,-2019.889,-97.448524,1.7514137,44.12,100.0,-140.23665179420405,,0.9943076,0.027318615,1.0009475,0.08825542,1535475,1.4092011,0.28368586,-92.92812,34900
[ 0.571 -0.554  0.221  0.392 -0.01 ],-2040.0204,1.0003885,100,4055.301577806473,5.1229916,1.0581845,350,-97.1867,-99.772804,100.0,0.9403062,-2040.1868,-97.49612,1.7995162,49.02,100.0,-145.15071515500725,,0.99613625,0.020255698,1.0006378,0.09805238,1540377,1.4092648,0.2974073,-91.88904,35000
[ 0.572 -0.553  0.221  0.391 -0.01 ],-2077.1245,1.0002584,100,4070.706608057022,3.0750372,1.0375353,351,-97.45089,-99.739655,100.0,0.96237665,-2077.1982,-97.604454,1.5784516,45.39,100.0,-141.63733136731702,,0.9985683,0.013696846,1.0004164,0.09078637,1544916,1.4091864,0.28731307,-91.31762,35100
[ 0.572 -0.554  0.221  0.391 -0.01 ],-2040.1476,1.0000349,100,4085.886937379837,3.4210744,1.0113454,352,-97.42763,-99.4531,100.0,0.9741016,-2040.1814,-97.490715,1.66469,45.96,100.0,-142.07184668671857,,0.99917084,0.0062176515,1.0000943,0.09192221,1549512,1.4090666,0.28892407,-92.81838,35200
[ 0.572 -0.554  0.221  0.392 -0.01 ],-2068.0088,1.0001568,100,4099.121376276016,3.2409909,1.0302074,353,-97.51346,-99.74668,100.0,0.9533107,-2068.0654,-97.61461,1.5814719,45.46,100.0,-141.73384484758049,,0.9987503,0.012712601,1.0002377,0.09092349,1554058,1.4090714,0.28751037,-93.49444,35300
[ 0.573 -0.554  0.221  0.391 -0.01 ],-2001.5691,1.0001906,100,4112.233984708786,4.4116564,1.0395776,354,-97.46774,-99.424,100.0,0.95107955,-2001.6991,-97.71086,1.7774271,44.55,100.0,-140.92574067649232,,0.99725264,0.013448178,1.0006205,0.08910793,1558513,1.4086294,0.28490666,-89.89923,35400
[ 0.573 -0.552  0.221  0.391 -0.01 ],-2059.2507,1.0007758,100,4126.962275981903,7.164101,1.0914203,355,-97.22117,-99.62689,100.0,0.91226286,-2059.497,-97.68303,1.7183962,43.58,100.0,-139.92573341354827,,0.99402833,0.02834278,1.0010908,0.0871766,1562871,1.4087483,0.28212193,-90.91779,35500
[ 0.574 -0.552  0.221  0.39  -0.01 ],-1990.0197,1.000932,100,4140.5882976055145,6.791099,1.0535549,356,-96.93289,-99.51958,100.0,0.9012714,-1990.2982,-97.45496,1.7039579,42.16,100.0,-138.26727169046018,,0.99295884,0.026973423,1.0011774,0.084337756,1567087,1.4085706,0.27792278,-92.34307,35600
[ 0.572 -0.553  0.221  0.39  -0.01 ],-1970.7375,1.0004869,100,4154.332036972046,4.1187267,1.0444951,357,-97.369576,-99.77962,100.0,0.9371747,-1970.9171,-97.717285,1.5157294,43.32,100.0,-139.71209563900197,,0.99586374,0.018978981,1.0007576,0.086652696,1571419,1.4086559,0.28134602,-93.63969,35700
[ 0.573 -0.552  0.221  0.39  -0.01 ],-1992.2782,1.0003769,100,4168.407443284988,5.6187162,1.0455345,358,-97.3291,-99.65303,100.0,0.9437079,-1992.4271,-97.626,1.7686733,41.72,100.0,-138.0308197751989,,0.9967347,0.018771106,1.0007389,0.083451055,1575591,1.409173,0.27657604,-90.90123,35800
[ 0.574 -0.551  0.222  0.391 -0.01 ],-1992.1357,1.0001976,100,4182.399183273315,4.569064,1.033528,359,-97.227974,-99.574814,100.0,0.9533359,-1992.2576,-97.45647,1.7952348,42.6,100.0,-138.70252158673745,,0.99723095,0.013052678,1.0006142,0.08520661,1579851,1.4091582,0.27920526,-92.158295,35900
[ 0.573 -0.552  0.222  0.391 -0.01 ],-1981.9384,1.0000496,100,4195.967099905014,3.0696187,1.021834,360,-97.31331,-99.55154,100.0,0.97857296,-1981.989,-97.40976,1.6341325,39.76,100.0,-135.85532359406415,,0.99882734,0.005967332,1.00015,0.07952302,1583827,1.4088176,0.2705513,-92.04215,36000
[ 0.572 -0.551  0.222  0.391 -0.01 ],-2062.8972,1.0000452,100,4209.588848829269,3.2516196,1.0133677,361,-97.608955,-99.5389,100.0,0.9694528,-2062.934,-97.681755,1.698086,41.84,100.0,-138.19053159802743,,0.99908596,0.006168782,1.0002004,0.083681986,1588011,1.4090887,0.27690375,-91.53978,36100
[ 0.573 -0.551  0.222  0.391 -0.01 ],-2009.8618,1.0000068,100,4222.849079847336,3.0670762,1.0073118,362,-97.606186,-99.689125,100.0,0.99112207,-2009.8706,-97.62148,1.7220145,43.87,100.0,-140.15873871628256,,0.9998062,0.0024347617,1.000022,0.08774026,1592398,1.408816,0.28291404,-93.14856,36200
[ 0.573 -0.551  0.222  0.391 -0.01 ],-1988.5449,1.0000952,100,4235.306913137436,3.1265047,1.0220029,363,-97.607605,-99.54198,100.0,0.9727863,-1988.6569,-97.81358,1.5428778,40.88,100.0,-137.40634157968998,,0.9975384,0.0079435,1.0003458,0.08176571,1596486,1.4086503,0.2740148,-93.07653,36300
[ 0.571 -0.549  0.221  0.391 -0.01 ],-2020.186,1.00016,100,4249.012318849564,3.7450583,1.0371467,364,-97.6943,-99.64311,100.0,0.9718442,-2020.2665,-97.82597,1.7928805,42.67,100.0,-139.1817679508606,,0.99857,0.011161061,1.0002311,0.085343786,1600753,1.4087533,0.27940613,-91.29115,36400
[ 0.57  -0.549  0.221  0.391 -0.01 ],-1986.2427,1.0001506,100,4263.146334409714,4.1987514,1.0247965,365,-97.31253,-99.69005,100.0,0.96365535,-1986.3705,-97.57069,1.7550426,42.45,100.0,-138.69960106485064,,0.996725,0.011587614,1.0004721,0.08490832,1604998,1.4081764,0.27875134,-92.69213,36500
[ 0.57  -0.549  0.22   0.39  -0.011],-2071.7495,1.0000963,100,4279.315116882324,3.8335032,1.0360215,366,-97.2455,-99.36512,100.0,0.9737936,-2071.8364,-97.41864,1.701485,50.58,100.0,-146.52292475541498,,0.99784625,0.0092029935,1.0003899,0.101167165,1610056,1.4073402,0.30155727,-92.353615,36600
[ 0.57  -0.549  0.221  0.39  -0.011],-2016.0038,1.0000643,100,4292.608621120453,3.0400262,1.0194854,367,-97.69395,-99.67371,100.0,0.96438104,-2016.0577,-97.8011,1.6933981,40.34,100.0,-136.85871341300214,,0.9987685,0.007919097,1.0001986,0.08068293,1614090,1.4067997,0.27234763,-92.084236,36700
[ 0.57  -0.549  0.221  0.39  -0.012],-2034.7803,1.0001012,100,4305.987097740173,4.9989915,1.0276111,368,-96.91104,-99.64345,100.0,0.97591805,-2034.8458,-97.03722,2.0792422,47.35,100.0,-142.9401350519415,,0.9984884,0.009008566,1.0002263,0.09470455,1618825,1.4072497,0.2928188,-90.66843,36800
[ 0.57  -0.548  0.221  0.39  -0.012],-2021.2302,1.0003042,100,4318.8644070625305,5.7826033,1.0518886,369,-97.29243,-99.58584,100.0,0.9255191,-2021.3884,-97.61109,1.7036338,39.53,100.0,-135.83816912465102,,0.99619406,0.018722797,1.0006225,0.079069026,1622778,1.4066995,0.26986766,-92.37703,36900
[ 0.569 -0.549  0.221  0.391 -0.012],-2042.1044,1.0000437,100,4332.602277517319,2.8098216,1.0151297,370,-97.585365,-99.56804,100.0,0.9758613,-2042.1207,-97.61589,1.6124068,44.85,100.0,-141.11938288036393,,0.99960876,0.007318461,1.0000956,0.08970094,1627263,1.4066981,0.2857616,-92.33542,37000
[ 0.57  -0.549  0.221  0.391 -0.012],-2043.762,1.0000252,100,4347.962362766266,4.2035465,1.009389,371,-97.49358,-99.731476,100.0,0.9808723,-2043.787,-97.54197,1.9809219,45.68,100.0,-141.84778273620586,,0.99940205,0.004782991,1.000083,0.09136139,1631831,1.4062485,0.28813744,-91.3817,37100
[ 0.57  -0.549  0.221  0.391 -0.013],-2004.2754,1.0015231,100,4361.425510883331,12.3822975,1.0714146,372,-96.4619,-99.66345,100.0,0.87782276,-2004.699,-97.30083,1.8205658,43.12,100.0,-139.0505228487508,,0.989818,0.03704559,1.0018255,0.086271174,1636143,1.4061415,0.28082472,-92.60423,37200
[ 0.572 -0.547  0.221  0.391 -0.013],-2033.2009,1.0000732,100,4375.805711984634,3.420754,1.0283686,373,-97.42967,-99.708694,100.0,0.97857875,-2033.2637,-97.55533,1.6636972,43.3,100.0,-139.50174544245274,,0.9986475,0.008109473,1.0002283,0.08660401,1640473,1.4067997,0.28126928,-92.226326,37300
[ 0.572 -0.548  0.221  0.391 -0.012],-1970.73,1.0001603,100,4389.003540277481,3.7532747,1.0346671,374,-97.43144,-99.604065,100.0,0.963228,-1970.8396,-97.6398,1.526506,40.47,100.0,-136.81981330351275,,0.9976455,0.012307269,1.0002967,0.08094664,1644520,1.4065981,0.27277046,-92.821884,37400
[ 0.572 -0.547  0.222  0.392 -0.012],-2023.5436,1.0006317,100,4402.325008153915,8.192627,1.0512393,375,-96.90058,-99.58981,100.0,0.92806375,-2023.8387,-97.47064,1.8858578,44.09,100.0,-140.19756507670178,,0.9928923,0.024045078,1.0012301,0.08819963,1648929,1.4062495,0.28362346,-90.27751,37500
[ 0.574 -0.546  0.222  0.393 -0.013],-2034.4199,1.0000517,100,4416.431504011154,2.4893966,1.0117755,376,-97.60391,-99.695274,100.0,0.9759948,-2034.4761,-97.70654,1.3321172,41.61,100.0,-137.9752597777928,,0.9986625,0.00652901,1.0001655,0.08322278,1653090,1.4057059,0.27622598,-93.72409,37600
[ 0.574 -0.546  0.222  0.393 -0.013],-1997.7844,1.000122,100,4430.574444532394,4.9109125,1.0295131,377,-97.28794,-99.50114,99.98386,0.9546444,-1997.8539,-97.423546,1.9641546,40.85,100.0,-136.9305918020333,,0.9985747,0.010684409,1.0002289,0.08170443,1657175,1.4058818,0.27392456,-91.51608,37700
[ 0.574 -0.546  0.222  0.394 -0.013],-2067.9585,1.000773,100,4442.29385471344,6.456043,1.0569427,378,-96.89864,-99.570114,99.9952,0.9423984,-2068.2312,-97.43572,1.816427,43.31,100.0,-139.40425920652942,,0.9925307,0.025058942,1.0012078,0.086638786,1661506,1.4067985,0.28134,-89.81076,37800
[ 0.576 -0.545  0.222  0.394 -0.012],-2038.8066,1.000214,100,4455.761987924576,5.218914,1.0383788,379,-96.927315,-99.505066,99.98653,0.94373643,-2038.9698,-97.21504,2.1114924,44.96,100.0,-140.79754489054392,,0.99666697,0.015277658,1.0005176,0.08992865,1666002,1.4076545,0.28609508,-91.01495,37900
[ 0.577 -0.546  0.223  0.394 -0.011],-2020.3158,1.0000163,100,4470.373976945877,2.7326684,1.0123708,380,-97.864044,-99.58769,100.0,0.98873264,-2020.3296,-97.88901,1.592242,44.89,100.0,-141.46458257123,,0.9996226,0.004391864,1.0000404,0.089780524,1670491,1.4080895,0.28586492,-93.56975,38000
[ 0.577 -0.546  0.223  0.394 -0.011],-2050.755,1.0003811,100,4484.0325520038605,4.3963184,1.037578,381,-97.42098,-99.59549,99.9844,0.9528424,-2050.8533,-97.61668,1.6600252,45.37,100.0,-141.61116381072455,,0.99731755,0.016503071,1.0005084,0.09074811,1675028,1.4076595,0.2872699,-92.83113,38100
[ 0.576 -0.546  0.222  0.394 -0.011],-1990.4259,1.0000874,100,4498.312085866928,3.7285879,1.0255872,382,-97.552734,-99.59364,100.0,0.9747727,-1990.4772,-97.633865,1.6530135,43.0,100.0,-139.29822746861115,,0.9988818,0.009364494,1.0001538,0.08600228,1679328,1.4072497,0.28036433,-91.39139,38200
[ 0.575 -0.546  0.222  0.394 -0.012],-2078.9883,1.0000565,100,4513.490788936615,3.4775689,1.0218266,383,-97.545685,-99.64168,100.0,0.97411656,-2079.0483,-97.661095,1.7679236,49.39,100.0,-145.69381604143885,,0.9983108,0.007326764,1.0002159,0.09878458,1684267,1.406885,0.29838848,-92.31004,38300
[ 0.576 -0.546  0.222  0.394 -0.012],-1990.1854,1.0004704,100,4526.742550849915,6.6497426,1.044245,384,-97.148125,-99.63209,100.0,0.91829795,-1990.3818,-97.538536,1.8430324,44.2,100.0,-140.39020627222925,,0.9956321,0.022082591,1.0007613,0.08841524,1688687,1.4058228,0.2839193,-92.0464,38400
[ 0.576 -0.545  0.222  0.394 -0.013],-2073.3542,1.0009108,100,4540.567680835724,8.227919,1.072996,385,-96.89604,-99.8244,100.0,0.9025884,-2073.7434,-97.59506,1.8035787,42.08,100.0,-138.36081169771228,,0.99124795,0.030904654,1.0015128,0.08418295,1692895,1.406357,0.2776958,-90.7348,38500
[ 0.578 -0.544  0.223  0.394 -0.012],-2011.2228,1.0000238,100,4555.204328298569,2.4108415,1.0126204,386,-97.40346,-99.59717,100.0,0.9829706,-2011.2435,-97.44443,1.5381534,44.69,100.0,-140.7805035625994,,0.99957883,0.004538485,1.0000685,0.0893813,1697364,1.4059016,0.28530407,-93.13193,38600
[ 0.577 -0.544  0.223  0.394 -0.013],-2026.4534,1.0001906,100,4567.818884134293,3.3054886,1.036216,387,-97.436295,-99.60242,100.0,0.9667081,-2026.6324,-97.78004,1.4668775,40.74,100.0,-137.20962772871087,,0.9958808,0.011436186,1.0005494,0.08148961,1701438,1.4072211,0.27361083,-93.11141,38700
[ 0.577 -0.543  0.223  0.394 -0.012],-2045.8486,1.0000756,100,4583.425247430801,3.4304597,1.023402,388,-97.073135,-99.810814,100.0,0.9682687,-2045.905,-97.18242,1.8189858,47.16,100.0,-142.95373138494986,,0.9985391,0.008152265,1.0002257,0.09432381,1706154,1.4073122,0.2922958,-91.06282,38800
[ 0.577 -0.543  0.223  0.394 -0.012],-2066.8088,1.0007553,100,4597.7236087322235,7.4565034,1.0544387,389,-96.85836,-99.70732,100.0,0.91653144,-2067.1602,-97.420746,1.8096591,52.04,100.0,-148.05603757674683,,0.9920897,0.027922608,1.0011876,0.104101114,1711358,1.4071345,0.30542713,-92.5381,38900
[ 0.58  -0.543  0.224  0.393 -0.012],-1921.5947,1.0006303,100,4610.651267051697,6.1810665,1.0622834,390,-97.58159,-99.51982,100.0,0.94460523,-1921.8066,-97.9905,1.3571993,38.54,100.0,-135.2672488252157,,0.9953903,0.025200622,1.0009152,0.07709288,1715212,1.4073386,0.26677215,-93.4578,39000
[ 0.579 -0.545  0.224  0.393 -0.011],-2028.7522,1.0000517,100,4625.026333808899,3.4261746,1.0153689,391,-97.47054,-99.62688,100.0,0.97954607,-2028.7954,-97.56103,1.5948642,43.63,100.0,-139.85494265142881,,0.9989261,0.0063137435,1.0002097,0.087263085,1719575,1.4073336,0.28223652,-92.449356,39100
[ 0.579 -0.544  0.224  0.393 -0.012],-2046.9547,1.0000602,100,4639.867146492004,3.8419235,1.0225635,392,-97.40838,-99.70444,100.0,0.98010916,-2046.9893,-97.47455,1.9060407,45.91,100.0,-141.99775685177485,,0.99930733,0.007583073,1.0001345,0.09182227,1724166,1.4076798,0.2887739,-90.88783,39200
[ 0.578 -0.545  0.224  0.394 -0.011],-2064.9492,1.0002235,100,4654.661779165268,4.8557725,1.0314157,393,-97.05683,-99.66132,100.0,0.9662966,-2065.0146,-97.18799,1.9151706,49.51,100.0,-145.28301538997255,,0.9984296,0.013322289,1.0003259,0.099025965,1729117,1.4077499,0.2987036,-92.19708,39300
[ 0.579 -0.544  0.224  0.394 -0.011],-2029.8345,1.0000681,100,4668.508983612061,3.378373,1.0386055,394,-97.396355,-99.43339,100.0,0.9688943,-2029.8978,-97.50957,1.657813,44.31,100.0,-140.47063260675432,,0.9986013,0.008431346,1.000188,0.08862343,1733548,1.4076741,0.28419802,-92.51586,39400
[ 0.579 -0.543  0.223  0.393 -0.011],-2039.3021,1.0001345,100,4683.954249858856,3.573192,1.0322746,395,-97.48969,-99.65175,100.0,0.97052336,-2039.3635,-97.60878,1.6918962,48.28,100.0,-144.53115410602703,,0.9983262,0.011767186,1.0002445,0.096564665,1738376,1.407232,0.29538208,-92.29014,39500
[ 0.579 -0.543  0.223  0.393 -0.012],-1981.9812,1.0006971,100,4696.708553314209,7.1778326,1.0784016,396,-97.17257,-99.693115,100.0,0.9377161,-1982.2052,-97.62595,1.8126956,41.83,100.0,-138.1212898083116,,0.9946606,0.024623463,1.0009562,0.08367701,1742559,1.4068574,0.27692488,-91.510025,39600
[ 0.577 -0.542  0.223  0.392 -0.012],-2022.655,1.0002737,100,4710.758979320526,5.0032964,1.0406567,397,-97.498436,-99.7495,100.0,0.9607179,-2022.7345,-97.648094,1.8406276,44.18,100.0,-140.50598541805485,,0.99819916,0.014887887,1.0003814,0.08836586,1746977,1.406884,0.28384104,-91.56626,39700
[ 0.578 -0.542  0.223  0.392 -0.012],-2034.2865,1.000075,100,4725.454564809799,3.2745433,1.0229018,398,-97.45007,-99.72038,100.0,0.96611464,-2034.3605,-97.59089,1.6081624,46.33,100.0,-142.55159415484653,,0.9978878,0.009163681,1.0002255,0.092664756,1751610,1.4062728,0.28996432,-92.67353,39800
[ 0.578 -0.542  0.223  0.392 -0.013],-2032.2856,1.0001059,100,4739.105913162231,3.651009,1.0276717,399,-97.59045,-99.64255,100.0,0.9794298,-2032.3625,-97.73775,1.6403712,45.39,100.0,-141.77216611971716,,0.9979337,0.009331074,1.0003542,0.09078461,1756149,1.4066192,0.28730813,-92.31974,39900
[ 0.577 -0.542  0.223  0.392 -0.012],-2052.7068,1.0000522,100,4752.039499282837,3.2215164,1.023464,400,-97.37411,-99.66539,100.0,0.97878534,-2052.7546,-97.46418,1.7922254,43.23,100.0,-139.35669698805293,,0.99902725,0.007033142,1.0001619,0.08646256,1760472,1.4065969,0.28105223,-91.604675,40000
