Weights,EpRewMean,InitialReturnMean,MeanIW,MinD2w0t,StdD2w0t,EpisodesSoFar,MaxIW,InitialReturnMax,J_sample_variance,MaxD2w0t,Bound,StdIW,EpLenMean,InitialReturnStd,MinIW,MeanD2w0t,TimeElapsed,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMax,ReturnStepMaxmin,MeanEntropy
[-0.818 -0.494 -0.417 -0.744 -0.016],-106.77333888599532,-74.7866,0.9987808,,0.27494583,39700,1.0130999,-44.57496,188.68782,1.0001582,-1175.4652,0.007113635,41.19,13.566851,0.9685063,0.08238293,4250.845688819885,-74.73333,-1175.4934,100,1.0000513,-96.37259,397,1491022,100.0,99.00001,1.4028913
[-0.818 -0.494 -0.417 -0.744 -0.016],-108.96753170490567,-77.67924,0.99732924,,0.27077308,39800,1.0358633,-48.123104,132.90837,1.0004725,-1196.5436,0.012061378,39.82,11.496938,0.9521899,0.07964961,4261.7712252140045,-77.487305,-1196.6421,100,1.0001911,-97.11049,398,1495004,100.0,99.0,1.4038411
[-0.818 -0.495 -0.418 -0.745 -0.015],-107.48157276785372,-76.90246,0.9957867,,0.26825675,39900,1.0611205,-33.91034,170.16486,1.0006516,-1174.9673,0.01710789,39.01,12.696399,0.9504661,0.0780328,4273.5262570381165,-76.66265,-1175.0886,100,1.0002831,-93.96031,399,1498905,100.0,99.00007,1.4051653
[-0.819 -0.494 -0.418 -0.744 -0.014],-106.17062321816428,-74.92068,0.99878454,,0.2740413,40000,1.0310153,-30.290049,190.49223,1.0003326,-1214.1962,0.012620545,40.89,13.868108,0.95670384,0.08178543,4285.599323987961,-74.806786,-1214.2542,100,1.0001318,-95.45048,400,1502994,100.0,99.000015,1.4043237
[-0.819 -0.495 -0.418 -0.744 -0.015],-105.25802830382513,-76.2513,0.9997385,,0.26346844,40100,1.0116537,-37.756508,210.2139,1.0000546,-1210.4943,0.004264696,37.52,14.42965,0.98755664,0.075040735,4296.590906381607,-76.230156,-1210.5062,100,1.00002,-95.18163,401,1506746,100.0,99.0,1.4043838
[-0.819 -0.495 -0.418 -0.744 -0.015],-107.81237741309522,-76.037415,0.9982497,,0.2738038,40200,1.0327634,-43.819843,156.45776,1.0004872,-1154.8184,0.011766874,40.81,12.408755,0.9603732,0.08162722,4306.862632989883,-75.915825,-1154.8815,100,1.0001626,-95.08581,402,1510827,100.0,99.00029,1.4046403
[-0.819 -0.494 -0.417 -0.743 -0.014],-106.88317279542456,-76.06298,0.99613345,,0.269661,40300,1.0469923,-30.788881,179.25507,1.0009257,-1166.204,0.017700277,39.46,13.261327,0.9527326,0.07893564,4318.980864048004,-75.80321,-1166.3356,100,1.0002878,-95.80785,403,1514773,100.0,99.0,1.4049038
[-0.818 -0.494 -0.417 -0.744 -0.014],-107.61812590360363,-78.3598,0.9978515,,0.26286885,40400,1.028867,-32.518894,186.34549,1.0003864,-1183.8794,0.01124876,37.33,13.480786,0.9608771,0.074666366,4330.829267501831,-78.23519,-1183.941,100,1.0001229,-95.37286,404,1518506,100.0,99.00001,1.4051609
[-0.819 -0.494 -0.417 -0.745 -0.014],-106.92374865086548,-79.55478,0.9989023,,0.25265387,40500,1.0218259,-46.569145,134.78946,1.0002842,-1155.3312,0.0075267493,34.26,11.587517,0.9703959,0.068523504,4341.580293416977,-79.470245,-1155.3739,100,1.0000613,-92.888084,405,1521932,100.0,99.00011,1.4047257
[-0.82  -0.494 -0.417 -0.745 -0.014],-107.31564632778942,-77.43074,0.9973441,,0.26524866,40600,1.0639145,-30.670242,185.87183,1.0006697,-1159.1508,0.014649296,38.07,13.405681,0.954578,0.07614768,4352.491589307785,-77.27522,-1159.2308,100,1.0001696,-95.96794,406,1525739,100.0,99.0,1.404325
[-0.821 -0.493 -0.417 -0.744 -0.015],-107.41875414142156,-78.53189,0.9981816,,0.25980175,40700,1.0251783,-37.92373,154.31868,1.0004644,-1171.4377,0.010144766,36.39,12.293713,0.965988,0.0727855,4364.143089056015,-78.40764,-1171.5023,100,1.0001124,-94.71935,407,1529378,100.0,99.00002,1.4037534
[-0.821 -0.492 -0.416 -0.744 -0.015],-106.48908275579365,-76.1764,0.9986622,,0.2683492,40800,1.0302914,-19.652315,196.40816,1.0002221,-1179.3022,0.011380746,39.05,13.90979,0.9664724,0.07810448,4375.864332437515,-76.09071,-1179.3478,100,1.000104,-94.98156,408,1533283,100.0,99.00001,1.4039534
[-0.821 -0.492 -0.417 -0.744 -0.015],-108.1917975472582,-77.45774,0.9975633,,0.26704958,40900,1.062016,-40.099564,125.71245,1.0008993,-1129.9015,0.020756193,38.63,11.241182,0.94960576,0.07727118,4386.508964300156,-77.24478,-1130.0146,100,1.0004127,-95.191505,409,1537146,100.0,99.00011,1.4038427
[-0.822 -0.492 -0.416 -0.743 -0.015],-107.16932448106535,-78.48775,0.9982678,,0.25932956,41000,1.0479677,-49.443047,140.27219,1.000927,-1174.0372,0.012385222,36.25,11.598949,0.9692603,0.07250477,4397.3546051979065,-78.378334,-1174.0956,100,1.0001922,-94.8653,410,1540771,100.0,99.00001,1.4037478
[-0.821 -0.492 -0.416 -0.743 -0.015],-106.8905851517389,-75.160095,0.99679905,,0.2736156,41100,1.0350367,-36.82579,161.59563,1.000661,-1189.7612,0.014329776,40.74,12.50864,0.9532736,0.08149099,4409.295039653778,-74.96069,-1189.8594,100,1.0001934,-94.6355,411,1544845,100.0,99.00004,1.4027998
[-0.82  -0.491 -0.416 -0.744 -0.016],-107.06562273876212,-76.23154,0.9980517,,0.26991457,41200,1.036013,-48.05306,152.94725,1.0004023,-1171.7766,0.011360681,39.55,12.190155,0.95753306,0.07910662,4420.579503774643,-76.10852,-1171.8394,100,1.0001372,-93.34259,412,1548800,100.0,99.0,1.4022564
[-0.82  -0.49  -0.415 -0.743 -0.017],-107.41497871306753,-77.77771,0.99717826,,0.2647804,41300,1.0389603,-36.13151,182.13202,1.0004871,-1194.5244,0.014001441,37.92,13.338054,0.9395081,0.075848036,4431.798149585724,-77.588585,-1194.6323,100,1.0001918,-95.57736,413,1552592,100.0,99.0,1.4009175
[-0.819 -0.49  -0.415 -0.743 -0.018],-108.11101828758981,-77.701485,0.9956325,,0.2662005,41400,1.0643582,-40.95237,142.73402,1.0012795,-1159.3597,0.023014901,38.36,11.450862,0.90995646,0.07673474,4444.225625038147,-77.429,-1159.5015,100,1.0004818,-93.62631,414,1556428,100.0,99.0,1.3998497
[-0.818 -0.49  -0.415 -0.744 -0.019],-107.04212689657037,-75.19753,0.99659705,,0.27587956,41500,1.0743114,-39.892143,185.79262,1.001239,-1187.5479,0.022545308,41.48,13.692664,0.9374109,0.08297509,4456.298367500305,-74.91639,-1187.6929,100,1.0004653,-95.42916,415,1560576,100.0,99.00001,1.3997624
[-0.819 -0.491 -0.415 -0.743 -0.019],-106.86106371612712,-76.01294,0.99762547,,0.26921582,41600,1.0379142,-48.65882,141.33322,1.0007257,-1166.1809,0.011303424,39.32,11.926468,0.96775395,0.078650296,4467.769644498825,-75.827934,-1166.2855,100,1.0001619,-93.33728,416,1564508,100.0,99.00001,1.4000192
[-0.818 -0.491 -0.414 -0.744 -0.019],-106.83597821157586,-76.406555,0.9993893,,0.2687361,41700,1.0163472,-32.87188,187.89305,1.0000913,-1179.5573,0.005593202,39.18,13.644101,0.9865925,0.07836179,4479.722992658615,-76.36955,-1179.5779,100,1.0000451,-93.14319,417,1568426,100.0,99.0,1.4003978
[-0.818 -0.491 -0.414 -0.744 -0.018],-107.8209062045762,-76.98343,0.99655205,,0.26898536,41800,1.0559391,-32.31401,144.53833,1.0007772,-1175.0125,0.017053219,39.24,12.178496,0.94953245,0.07849628,4490.664593935013,-76.67914,-1175.1696,100,1.0003676,-95.94969,418,1572350,100.0,99.00007,1.4014533
[-0.818 -0.49  -0.413 -0.743 -0.017],-107.66149407225022,-76.83322,0.9972177,,0.27020326,41900,1.0464348,-38.432583,160.55644,1.000746,-1179.917,0.014426616,39.64,12.48202,0.9498868,0.079288155,4502.1713626384735,-76.66667,-1180.0046,100,1.000175,-94.7196,419,1576314,100.0,99.00001,1.4017311
[-0.817 -0.489 -0.413 -0.743 -0.017],-107.98959430638172,-78.70019,0.99711734,,0.2612533,42000,1.0355068,-39.556988,146.56538,1.0004672,-1181.7761,0.014072592,36.83,11.838807,0.95018876,0.07366871,4513.423506736755,-78.51273,-1181.8716,100,1.0001936,-93.728615,420,1579997,100.0,99.00043,1.4007564
[-0.816 -0.489 -0.412 -0.742 -0.018],-107.53722358401237,-77.89322,0.9960768,,0.26407653,42100,1.0452806,-43.916943,168.18674,1.0008581,-1162.4408,0.016086191,37.7,12.832733,0.93869954,0.07541369,4524.317006826401,-77.62718,-1162.5823,100,1.0003133,-95.785446,421,1583767,100.0,99.0002,1.4013442
[-0.815 -0.489 -0.413 -0.743 -0.018],-103.52496050760328,-72.814606,0.9962466,,0.27354172,42200,1.0329542,5.251856,293.76917,1.0010009,-1230.5945,0.014999007,40.72,16.879904,0.94741255,0.08145172,4536.4961373806,-72.582565,-1230.7148,100,1.0002819,-93.610825,422,1587839,100.0,99.00001,1.4004993
[-0.818 -0.488 -0.413 -0.742 -0.018],-107.46778913278403,-76.60182,0.99869704,,0.27021867,42300,1.0167793,-42.696194,165.87299,1.0002155,-1189.0535,0.007335428,39.65,12.771784,0.9716636,0.079304636,4549.163689851761,-76.514854,-1189.0972,100,1.0000739,-94.21686,423,1591804,100.0,99.00003,1.400392
[-0.818 -0.488 -0.412 -0.743 -0.019],-107.5639387902101,-75.81999,0.99463326,,0.2725933,42400,1.0484339,-33.702908,132.30289,1.0010678,-1183.5587,0.023147404,40.4,11.538688,0.92448086,0.08081986,4560.673158407211,-75.43102,-1183.7577,100,1.0004649,-93.24639,424,1595844,100.0,99.00001,1.4003851
[-0.819 -0.489 -0.412 -0.743 -0.019],-107.05958464256243,-77.40699,0.9949069,,0.26382938,42500,1.0478113,-34.263504,155.85144,1.0010252,-1133.3472,0.019917184,37.61,12.338528,0.92895555,0.07524069,4571.803840875626,-77.06206,-1133.5251,100,1.0004747,-93.76638,425,1599605,100.0,99.0,1.3988895
[-0.819 -0.49  -0.413 -0.744 -0.02 ],-107.80613765432967,-77.01517,0.99687415,,0.26824814,42600,1.0543786,-51.797188,131.74988,1.0006709,-1172.4883,0.015596712,39.01,11.408041,0.9538051,0.07802994,4583.280483007431,-76.7907,-1172.6229,100,1.0002503,-94.585976,426,1603506,100.0,99.00002,1.4002831
[-0.82  -0.49  -0.413 -0.744 -0.019],-107.1529269771773,-76.0441,0.9980008,,0.27019995,42700,1.0478672,-46.264538,143.07228,1.0006588,-1154.8116,0.013459304,39.64,11.756307,0.94333184,0.079287104,4595.379468202591,-75.90347,-1154.8882,100,1.0001738,-94.9444,427,1607470,100.0,99.000015,1.3999565
[-0.822 -0.489 -0.413 -0.743 -0.019],-107.63926834858768,-76.75412,0.9980975,,0.26965865,42800,1.0273353,-37.191425,157.55261,1.0003009,-1189.1846,0.01152454,39.47,12.404207,0.9660805,0.07894636,4606.807321310043,-76.62934,-1189.2495,100,1.0001493,-94.398575,428,1611417,100.0,99.00003,1.3990425
[-0.822 -0.489 -0.413 -0.743 -0.02 ],-107.98561010754149,-77.2749,0.9959745,,0.26847062,42900,1.0534582,-50.273117,151.97714,1.0006658,-1180.3127,0.018568713,39.08,12.098169,0.9423181,0.078174226,4618.357298135757,-77.010284,-1180.4463,100,1.0002939,-94.21255,429,1615325,100.0,99.00018,1.3995012
[-0.821 -0.488 -0.412 -0.742 -0.019],-107.44479553349406,-76.946,0.9960402,,0.26911786,43000,1.0355064,-14.905451,201.24864,1.0007635,-1226.7904,0.014584251,39.29,13.947779,0.94314134,0.07859239,4630.031713247299,-76.693306,-1226.9197,100,1.0001987,-94.04183,430,1619254,100.0,99.0,1.3988733
[-0.819 -0.488 -0.412 -0.743 -0.02 ],-107.89837609911555,-75.22101,0.99793655,,0.27689704,43100,1.0383644,-36.468937,136.61522,1.0005236,-1178.3138,0.0119691035,41.83,11.6262865,0.9672891,0.08366798,4641.989926338196,-75.06951,-1178.3923,100,1.0001681,-94.92751,431,1623437,100.0,99.0,1.3994083
[-0.821 -0.488 -0.412 -0.743 -0.02 ],-107.35982938444799,-76.78917,0.99762565,,0.26901418,43200,1.0434642,-48.95979,161.5659,1.0004852,-1172.3124,0.013915638,39.26,12.6234865,0.9379049,0.078528486,4654.229510545731,-76.626114,-1172.397,100,1.0001737,-95.28472,432,1627363,100.0,99.0,1.3984648
[-0.821 -0.489 -0.412 -0.743 -0.02 ],-106.33935200359065,-76.616066,0.99731225,,0.26728013,43300,1.042028,-29.412619,197.33379,1.0006068,-1249.3947,0.015825335,38.71,14.091194,0.9587089,0.07742986,4665.074932813644,-76.4058,-1249.503,100,1.0003304,-94.58096,433,1631234,100.0,99.00005,1.3984104
[-0.821 -0.49  -0.412 -0.743 -0.021],-107.12644912129434,-75.49755,0.996285,,0.2737613,43400,1.0351818,-34.115284,177.87009,1.0006632,-1190.0723,0.014035386,40.79,13.017084,0.95100856,0.08159268,4675.840564489365,-75.26843,-1190.1968,100,1.0002847,-93.10771,434,1635313,100.0,99.0,1.3990692
[-0.821 -0.49  -0.412 -0.744 -0.02 ],-107.81032990022412,-77.66556,0.9934433,,0.26626328,43500,1.0776865,-42.356377,156.42677,1.0026702,-1211.6614,0.026437605,38.37,12.447265,0.919916,0.0767657,4687.330966949463,-77.168106,-1211.9204,100,1.0009787,-96.35403,435,1639150,100.0,99.000305,1.3994423
[-0.823 -0.49  -0.412 -0.743 -0.019],-106.35351738745443,-75.87388,0.9972328,,0.27126628,43600,1.035977,-9.227255,221.87657,1.0004632,-1227.1542,0.0136740375,39.98,14.769703,0.9547919,0.07996774,4699.432124614716,-75.703964,-1227.2405,100,1.0001715,-95.36194,436,1643148,100.0,99.00001,1.3994427
[-0.822 -0.491 -0.412 -0.744 -0.019],-106.52383336446601,-77.26673,0.99665815,,0.26396632,43700,1.0425327,-41.025726,179.36198,1.0005617,-1180.327,0.014831992,37.67,13.008759,0.94594973,0.075348236,4710.349645137787,-77.07825,-1180.4381,100,1.0001686,-95.06625,437,1646915,100.0,99.00001,1.3993269
[-0.824 -0.491 -0.412 -0.743 -0.02 ],-106.58144522219187,-76.33638,0.99903375,,0.26783583,43800,1.0281119,-36.515614,173.08548,1.0002377,-1201.313,0.009804025,38.89,13.145724,0.9713671,0.077783674,4722.243490934372,-76.25894,-1201.3511,100,1.0000867,-93.626976,438,1650804,100.0,99.00003,1.3989835
[-0.825 -0.491 -0.412 -0.743 -0.02 ],-107.14776428512059,-75.11781,0.99931455,,0.2751883,43900,1.0262526,-27.441425,150.28767,1.0001239,-1207.5868,0.006406322,41.27,12.139655,0.9800266,0.08254144,4733.337435722351,-75.08476,-1207.6046,100,1.000035,-94.28483,439,1654931,100.0,99.0,1.3988945
[-0.824 -0.49  -0.412 -0.743 -0.02 ],-107.87823281633929,-73.58756,0.99731845,,0.28484416,44000,1.0441304,-40.237743,156.23329,1.0006295,-1196.5386,0.017327035,44.52,12.3135195,0.94775945,0.089051776,4746.73849105835,-73.40518,-1196.6293,100,1.0003734,-94.018814,440,1659383,100.0,99.000015,1.3990653
[-0.823 -0.49  -0.412 -0.743 -0.02 ],-106.81072299384245,-76.65744,0.9987101,,0.2675142,44100,1.0269419,-44.609566,186.01341,1.0002189,-1189.1088,0.009185955,38.79,13.509329,0.9745167,0.077583976,4759.203329086304,-76.57517,-1189.1528,100,1.0000758,-96.09879,441,1663262,100.0,99.0,1.3999567
[-0.823 -0.49  -0.412 -0.744 -0.019],-107.4428229305242,-75.14139,0.99775404,,0.2756148,44200,1.0307124,-32.71969,148.15257,1.0005676,-1165.337,0.0127763515,41.4,12.13412,0.95615375,0.08280889,4771.199362516403,-74.99588,-1165.414,100,1.0001887,-93.65275,442,1667402,100.0,99.00002,1.399843
[-0.823 -0.49  -0.412 -0.743 -0.019],-107.88804913550112,-78.7716,0.99764705,,0.26142853,44300,1.0371702,-28.853123,164.15916,1.0007671,-1176.8809,0.011152703,36.89,12.677062,0.9580366,0.073786326,4782.3009288311005,-78.62332,-1176.9578,100,1.0001135,-93.99817,443,1671091,100.0,99.0,1.4000406
[-0.824 -0.489 -0.411 -0.743 -0.019],-107.41627248307584,-77.32662,0.9966936,,0.26672813,44400,1.0394869,-29.844072,170.81458,1.0006092,-1216.5507,0.014515109,38.53,12.783927,0.9505637,0.077069744,4793.990171432495,-77.11638,-1216.6602,100,1.0002141,-94.86864,444,1674944,100.0,99.00001,1.3994372
[-0.823 -0.489 -0.411 -0.743 -0.019],-107.74656754305107,-79.026054,0.9935963,,0.2583888,44500,1.0516073,-52.29335,124.703705,1.0009775,-1148.3397,0.020177513,35.95,10.936951,0.92019874,0.071921274,4805.310768604279,-78.58402,-1148.5815,100,1.0004816,-92.662476,445,1678539,100.0,99.00026,1.397094
[-0.824 -0.489 -0.411 -0.743 -0.022],-107.11988391851543,-75.75488,0.9916726,,0.27123085,44600,1.0761969,-43.292667,150.24693,1.0025615,-1154.2837,0.025532546,39.94,12.159296,0.9115998,0.07991725,4817.224245548248,-75.15533,-1154.599,100,1.000719,-96.70776,446,1682533,100.0,99.00001,1.3959595
[-0.821 -0.488 -0.41  -0.743 -0.023],-107.04465172888673,-76.196335,0.9988261,,0.2702782,44700,1.0217347,-35.19979,186.74548,1.0002006,-1188.6522,0.009680677,39.67,13.521055,0.9635665,0.07934394,4829.789098739624,-76.121635,-1188.6917,100,1.0000865,-93.82668,447,1686500,100.0,99.0,1.3956155
[-0.821 -0.488 -0.41  -0.744 -0.023],-107.74417165445806,-77.13453,0.99542093,,0.2692248,44800,1.0362717,-39.027687,179.0734,1.0011494,-1177.66,0.015321137,39.32,13.181892,0.93653375,0.07865291,4841.887004613876,-76.82805,-1177.8413,100,1.0003067,-94.025505,448,1690432,100.0,99.00002,1.3969421
[-0.82  -0.488 -0.409 -0.744 -0.022],-108.11648094627722,-76.8547,0.99365014,,0.27050894,44900,1.0842534,-38.189285,149.92973,1.0012103,-1193.4857,0.024551412,39.72,12.103562,0.9136407,0.0794637,4853.59593629837,-76.41115,-1193.7094,100,1.0007118,-95.88863,449,1694404,100.0,99.00005,1.3975469
[-0.82  -0.488 -0.409 -0.743 -0.021],-107.10503270102254,-76.42834,0.9986915,,0.27069342,45000,1.0296322,-36.708218,187.73236,1.0004112,-1186.6161,0.008009351,39.8,13.562795,0.969161,0.079604074,4864.910531759262,-76.33815,-1186.6703,100,1.0000956,-94.78914,450,1698384,100.0,99.00002,1.3975753
[-0.819 -0.488 -0.409 -0.743 -0.021],-107.62879136191978,-78.33691,0.99600846,,0.26097125,45100,1.0571257,-44.09242,132.91522,1.0008769,-1186.1284,0.02112588,36.74,11.369625,0.9260851,0.073493496,4875.687573194504,-78.05078,-1186.2747,100,1.0004303,-95.23741,451,1702058,100.0,99.00018,1.3964623
[-0.82  -0.488 -0.409 -0.743 -0.023],-105.72807003346445,-77.189674,0.99217,,0.26034978,45200,1.0499364,-19.739342,194.62708,1.0016841,-1177.6224,0.024580283,36.54,13.688181,0.9007515,0.07310458,4887.666738271713,-76.64966,-1177.8965,100,1.0006156,-94.70862,452,1705712,100.0,99.0,1.3973469
[-0.818 -0.489 -0.408 -0.743 -0.022],-108.25868462357008,-77.66947,0.9973235,,0.26781696,45300,1.0676875,-31.924603,135.97841,1.0005487,-1221.6603,0.011694574,38.88,11.59059,0.96831983,0.07776865,4899.471422433853,-77.465866,-1221.7607,100,1.0001684,-94.6684,453,1709600,100.0,99.00009,1.3974538
[-0.819 -0.489 -0.408 -0.743 -0.022],-107.04589997229922,-76.78722,0.99340874,,0.2682818,45400,1.0670706,-6.975769,225.25395,1.0013455,-1209.077,0.022916691,39.01,14.533755,0.91964644,0.07804052,4911.731135129929,-76.39519,-1209.274,100,1.0006723,-95.49799,454,1713501,100.0,99.0,1.3978915
[-0.818 -0.487 -0.408 -0.743 -0.021],-107.00790468220777,-77.58826,0.9860274,,0.262734,45500,1.1247239,-40.84266,152.93509,1.0030185,-1167.3496,0.04032099,37.24,11.988007,0.88506526,0.07453247,4922.317579269409,-76.57574,-1167.8608,100,1.0017858,-95.17509,455,1717225,100.0,99.00011,1.3980674
[-0.819 -0.489 -0.407 -0.742 -0.021],-107.9400349198768,-76.809746,0.9965152,,0.26942763,45600,1.0570354,-45.347553,148.9903,1.0006351,-1186.9274,0.012694443,39.39,12.025382,0.96539205,0.07879223,4932.590859174728,-76.565414,-1187.0516,100,1.0002611,-93.8545,456,1721164,100.0,99.0,1.3997802
[-0.819 -0.488 -0.407 -0.742 -0.019],-107.26822141117398,-77.06122,0.9932,,0.26776472,45700,1.0913322,-28.70169,175.44934,1.0014311,-1199.8442,0.024084082,38.84,13.215573,0.93304807,0.07770696,4944.618276834488,-76.551,-1200.103,100,1.0007865,-92.66628,457,1725048,100.0,99.0,1.4003911
[-0.819 -0.488 -0.406 -0.741 -0.019],-107.212677358096,-78.27653,0.99531615,,0.26026738,45800,1.0463781,-42.96041,145.77834,1.0008546,-1165.602,0.019721428,36.52,12.056176,0.9321474,0.073056914,4955.166619539261,-77.92187,-1165.7892,100,1.0003912,-93.24066,458,1728700,100.0,99.00008,1.3984394
[-0.82  -0.488 -0.406 -0.742 -0.02 ],-106.85888485557462,-78.04872,0.99348164,,0.26054162,45900,1.06552,-46.68196,162.20963,1.0013518,-1196.7789,0.02449769,36.6,12.366964,0.9312426,0.0732202,4966.7575070858,-77.59331,-1197.0116,100,1.0006647,-92.855095,459,1732360,100.0,99.000015,1.4000195
[-0.821 -0.489 -0.406 -0.741 -0.019],-107.86073874201288,-75.55921,0.99894077,,0.27522665,46000,1.0284905,-40.186703,146.92593,1.0002646,-1163.021,0.009264163,41.28,12.159966,0.97366893,0.082565315,4978.87872838974,-75.46329,-1163.0719,100,1.0001023,-95.235535,460,1736488,100.0,99.0,1.4003911
[-0.82  -0.489 -0.405 -0.741 -0.019],-106.37470755695087,-74.814964,0.99461436,,0.27267444,46100,1.042909,-48.642952,158.24321,1.0009862,-1167.5674,0.01734948,40.43,12.426273,0.94201463,0.08087822,4991.1187427043915,-74.43902,-1167.7854,100,1.0003128,-93.61219,461,1740531,100.0,99.0,1.3995066
[-0.818 -0.488 -0.404 -0.741 -0.019],-107.81205697468096,-77.526215,0.9974118,,0.2661739,46200,1.0305511,-26.82825,152.54044,1.0005598,-1156.2749,0.012788174,38.36,12.104398,0.9524666,0.07672661,5003.145809412003,-77.367134,-1156.3704,100,1.0001789,-95.06297,462,1744367,100.0,99.00001,1.4003046
[-0.816 -0.489 -0.404 -0.741 -0.019],-107.73484282406982,-75.68049,0.9994469,,0.27559075,46300,1.0150615,-40.353004,185.66473,1.0001162,-1202.6058,0.00549847,41.4,13.536394,0.9823091,0.08280171,5015.999201774597,-75.64463,-1202.6251,100,1.0000359,-94.90379,463,1748507,100.0,99.0,1.399955
[-0.816 -0.488 -0.404 -0.741 -0.019],-106.8422069165186,-75.07335,0.9951747,,0.27407637,46400,1.0380147,-45.556328,148.18991,1.000926,-1180.4979,0.021264499,40.89,12.0558195,0.8782661,0.081796706,5027.761667728424,-74.764595,-1180.6547,100,1.0003417,-93.764084,464,1752596,100.0,99.000206,1.3985234
[-0.818 -0.489 -0.405 -0.742 -0.02 ],-108.36141755266465,-77.27407,0.994126,,0.2701238,46500,1.1059017,-39.22809,145.96515,1.0016721,-1184.9624,0.029565472,39.59,12.262056,0.91884756,0.07920821,5039.483268260956,-76.77505,-1185.2118,100,1.0008575,-95.00896,465,1756555,100.0,99.0,1.3990695
[-0.818 -0.489 -0.404 -0.741 -0.02 ],-107.04758270010852,-74.98883,0.9979794,,0.27608445,46600,1.0288769,-30.175999,169.72043,1.0004027,-1153.7634,0.014258378,41.56,12.898837,0.9628322,0.08312887,5052.670256853104,-74.85247,-1153.833,100,1.0002036,-93.99368,466,1760711,100.0,99.0,1.3979802
[-0.818 -0.489 -0.404 -0.741 -0.021],-107.01876104814762,-76.05439,0.9951019,,0.27081898,46700,1.0601057,-42.318108,177.09937,1.0009181,-1183.8429,0.022681376,39.83,12.913955,0.9364288,0.0796758,5064.467282295227,-75.75835,-1183.9922,100,1.00051,-95.03495,467,1764694,100.0,99.0,1.3978114
[-0.817 -0.488 -0.404 -0.741 -0.021],-107.04685006825976,-79.35824,0.99442947,,0.25455394,46800,1.0774091,-44.32763,134.40193,1.001403,-1202.162,0.024779662,34.8,11.835582,0.9346393,0.0696208,5076.063884735107,-78.88199,-1202.4,100,1.0007035,-95.25184,468,1768174,100.0,99.00002,1.3980726
[-0.817 -0.488 -0.403 -0.741 -0.021],-107.7298587196504,-77.01256,0.99696815,,0.2691322,46900,1.0431671,-47.300087,156.65956,1.0005493,-1189.4037,0.014793616,39.3,12.2267,0.9513539,0.07860829,5087.395547866821,-76.830025,-1189.5079,100,1.0001991,-95.30307,469,1772104,100.0,99.0001,1.3973536
[-0.816 -0.488 -0.403 -0.741 -0.022],-107.3788657347694,-75.68142,0.99889314,,0.2749967,47000,1.0268033,-19.565556,203.3841,1.0002375,-1243.6859,0.0090629775,41.2,14.154461,0.97041166,0.08240346,5099.869522333145,-75.61488,-1243.7195,100,1.0001012,-95.74869,470,1776224,100.0,99.0,1.3970904
[-0.817 -0.487 -0.402 -0.741 -0.022],-108.4556517286254,-77.411835,0.9935991,,0.26921943,47100,1.0673308,-41.081436,143.93166,1.0017864,-1158.9395,0.022186365,39.3,12.123746,0.93439555,0.0786285,5111.791667938232,-76.900406,-1159.2119,100,1.0005975,-95.62344,471,1780154,100.0,99.0,1.3978311
[-0.814 -0.488 -0.401 -0.741 -0.021],-107.22967923405795,-73.652374,0.9940831,,0.28389236,47200,1.0389109,-32.281754,192.82712,1.00099,-1200.4047,0.020332575,44.18,13.644589,0.9339309,0.088382795,5124.675302743912,-73.277374,-1200.5969,100,1.0005289,-95.49362,472,1784572,100.0,99.00002,1.3961177
[-0.814 -0.488 -0.401 -0.741 -0.023],-106.99419248848902,-76.233284,0.997216,,0.27015024,47300,1.0438905,-16.907055,177.78683,1.0006099,-1188.647,0.014444765,39.62,13.119291,0.9485593,0.07924881,5136.0381190776825,-76.07048,-1188.7286,100,1.0002024,-93.93863,473,1788534,100.0,99.0,1.3958789
[-0.813 -0.488 -0.402 -0.742 -0.023],-107.518490210528,-77.68475,0.9955604,,0.26587287,47400,1.0610307,-42.15974,170.53818,1.0007082,-1198.563,0.018591309,38.26,12.752024,0.9366961,0.07653189,5147.370576143265,-77.41659,-1198.7095,100,1.0002881,-95.21814,474,1792360,100.0,99.00014,1.3944236
[-0.813 -0.488 -0.402 -0.742 -0.025],-108.27824997097352,-77.89091,0.9962516,,0.26639766,47500,1.0418428,-52.617825,127.913155,1.0006123,-1178.4435,0.014400834,38.42,11.262697,0.9553829,0.07685471,5158.383686542511,-77.6093,-1178.5977,100,1.0002445,-94.326004,475,1796202,100.0,99.000084,1.3934672
[-0.812 -0.488 -0.401 -0.742 -0.026],-107.04418424378302,-74.23514,0.9977186,,0.28038204,47600,1.0382235,-35.9542,191.9016,1.0007029,-1186.6506,0.012591766,43.0,13.625614,0.9615129,0.08600794,5170.8768146038055,-74.088524,-1186.7305,100,1.0002197,-93.67091,476,1800502,100.0,99.0,1.3934412
[-0.81  -0.487 -0.4   -0.742 -0.026],-107.2127831570954,-75.03759,0.9955102,,0.27815595,47700,1.0652477,-26.111979,190.78534,1.0011758,-1201.8069,0.021978723,42.24,13.714698,0.9175437,0.08449415,5182.908820867538,-74.733315,-1201.9822,100,1.000408,-93.30585,477,1804726,100.0,99.00002,1.3936638
