Weights,EpRewMean,InitialReturnMean,MeanIW,MinD2w0t,StdD2w0t,EpisodesSoFar,MaxIW,InitialReturnMax,J_sample_variance,MaxD2w0t,Bound,StdIW,EpLenMean,InitialReturnStd,MinIW,MeanD2w0t,TimeElapsed,ReturnMeanIW,InitialBound,EpThisIter,EmpiricalD2,InitialReturnMin,Iteration,TimestepsSoFar,ReturnStepMax,ReturnStepMaxmin,MeanEntropy
[-0.815 -0.497 -0.45  -0.751 -0.015],-108.52999335661804,-80.44346,0.9983517,,0.25425252,15400,1.0432261,-37.84443,133.93582,1.0003734,-1136.4972,0.014909456,34.73,11.416416,0.9634258,0.0694664,1585.0615000724792,-80.31841,-1136.5616,100,1.0002178,-95.77614,154,561255,100.0,99.001045,1.4038478
[-0.815 -0.497 -0.449 -0.751 -0.015],-107.75307485616575,-78.70065,0.98838556,,0.2596522,15500,1.0913627,-48.617268,155.17143,1.0025234,-1160.0917,0.030843796,36.31,11.916559,0.91857934,0.0726592,1594.0387833118439,-77.91882,-1160.5007,100,1.0010464,-96.598816,155,564886,100.0,99.000015,1.4053006
[-0.813 -0.495 -0.448 -0.751 -0.014],-106.51946720963177,-77.97308,0.99700046,,0.25895888,15600,1.0421999,-40.72242,192.33609,1.0008286,-1140.8458,0.017037578,36.13,13.835621,0.9377042,0.072273016,1605.1666631698608,-77.732216,-1140.9672,100,1.0003424,-94.458046,156,568499,100.0,99.00006,1.404297
[-0.814 -0.495 -0.448 -0.75  -0.015],-107.02359572834567,-79.346405,0.99902034,,0.25405285,15700,1.0240256,-41.15936,158.29199,1.0001756,-1128.2214,0.007399067,34.67,12.521855,0.9730273,0.069343805,1615.5838255882263,-79.27576,-1128.2568,100,1.0000675,-95.0706,157,571966,100.0,99.00015,1.404295
[-0.814 -0.495 -0.447 -0.751 -0.015],-106.92477020095521,-77.51236,0.9970263,,0.26195225,15800,1.039393,-27.584536,164.39813,1.0005829,-1162.0786,0.0148523245,37.04,12.827436,0.9569684,0.07409308,1624.7888026237488,-77.277756,-1162.2014,100,1.0002682,-93.61412,158,575670,100.0,99.0,1.4051825
[-0.812 -0.495 -0.446 -0.751 -0.014],-108.78299318343034,-79.32706,0.9933107,,0.26113257,15900,1.065909,-52.840782,125.293015,1.0011871,-1169.3629,0.025311315,36.78,10.942834,0.9229349,0.07358446,1636.8997943401337,-78.8565,-1169.5996,100,1.0006369,-95.227844,159,579348,100.0,99.000916,1.4039545
[-0.812 -0.495 -0.445 -0.751 -0.015],-107.5708685679513,-76.42713,0.9963417,,0.2694495,16000,1.0603678,-28.93204,152.81952,1.0009739,-1152.0978,0.021472797,39.39,12.490302,0.941127,0.07879861,1648.4920582771301,-76.13134,-1152.2462,100,1.0005903,-94.9687,160,583287,100.0,99.0,1.4047258
[-0.812 -0.495 -0.445 -0.75  -0.014],-107.06051615610254,-77.66787,0.9977794,,0.2622588,16100,1.0860633,-46.307552,152.59563,1.0008705,-1198.605,0.015767109,37.14,12.291258,0.93972117,0.0742876,1657.5457413196564,-77.507286,-1198.6926,100,1.0002154,-95.46112,161,587001,100.0,99.0,1.4052453
[-0.81  -0.495 -0.445 -0.751 -0.014],-108.2981648158646,-79.9331,0.9954575,,0.25650522,16200,1.0775487,-46.605427,133.20149,1.0009538,-1175.3722,0.02071464,35.39,11.452686,0.9449548,0.0707955,1667.8532466888428,-79.59539,-1175.5409,100,1.0005163,-95.4918,162,590540,100.0,99.000046,1.4063424
[-0.811 -0.496 -0.444 -0.751 -0.013],-108.27398803530377,-79.960785,0.99751484,,0.25599328,16300,1.0671529,-29.521473,143.36108,1.0006007,-1158.7091,0.016606018,35.24,11.888989,0.94531536,0.070488796,1678.0380885601044,-79.77738,-1158.8049,100,1.0002314,-96.11038,163,594064,100.0,99.000046,1.4072046
[-0.811 -0.496 -0.445 -0.751 -0.012],-108.50100839260045,-78.93906,0.9983323,,0.2623097,16400,1.0305018,-40.802288,144.28737,1.0003295,-1189.1158,0.012838274,37.16,11.937741,0.94956654,0.0743256,1687.8280620574951,-78.81447,-1189.181,100,1.000166,-94.4448,164,597780,100.0,99.0,1.4067045
[-0.811 -0.497 -0.444 -0.752 -0.012],-107.08388020357975,-76.15015,0.99885625,,0.26965144,16500,1.0373605,-41.853653,172.62303,1.0002428,-1203.0503,0.011914102,39.47,13.133509,0.9650314,0.078943975,1698.1895396709442,-76.06198,-1203.0947,100,1.0001312,-96.63355,165,601727,100.0,99.0,1.4063625
[-0.811 -0.497 -0.444 -0.751 -0.012],-106.61880770932116,-77.294464,0.9979486,,0.26270154,16600,1.0346625,-25.871248,203.17392,1.0003431,-1161.9083,0.011687834,37.28,14.233551,0.9605643,0.07456809,1706.1314845085144,-77.14592,-1161.9835,100,1.0001885,-94.8789,166,605455,100.0,99.000046,1.4077752
[-0.811 -0.497 -0.444 -0.751 -0.011],-106.795001574508,-76.048874,0.99837095,,0.27081457,16700,1.0462128,6.399309,238.41655,1.000438,-1235.1133,0.011547023,39.84,15.352569,0.96059424,0.079686016,1717.3328759670258,-75.926926,-1235.1738,100,1.0001398,-95.405365,167,609439,100.0,99.0,1.4076793
[-0.811 -0.498 -0.444 -0.752 -0.011],-107.90664640969253,-77.81696,0.99865335,,0.26389936,16800,1.0331771,-52.049465,138.96144,1.0002857,-1147.3231,0.012219437,37.65,11.681439,0.97253275,0.07530522,1727.9978470802307,-77.720314,-1147.3726,100,1.0001688,-94.39867,168,613204,100.0,99.00005,1.4077755
[-0.811 -0.497 -0.444 -0.752 -0.011],-107.66353478402738,-77.98599,0.9987628,,0.26447442,16900,1.036886,-35.27604,176.92445,1.0002997,-1212.1824,0.010445452,37.83,13.209369,0.97573286,0.075663924,1737.2528247833252,-77.88407,-1212.2408,100,1.0001096,-95.83477,169,616987,100.0,99.0,1.408295
[-0.812 -0.497 -0.444 -0.752 -0.011],-107.83865780623688,-77.60307,0.99313545,,0.26662242,17000,1.0514826,-33.05767,170.0607,1.0015945,-1213.3557,0.019984059,38.49,12.63013,0.9298439,0.07699911,1748.6813414096832,-77.14854,-1213.5876,100,1.0004603,-94.48967,170,620836,100.0,99.00001,1.4077768
[-0.813 -0.495 -0.443 -0.75  -0.011],-107.48557691860957,-78.24356,0.9982178,,0.26156998,17100,1.0249406,-40.504658,159.21822,1.0003146,-1165.7012,0.009684393,36.93,12.4658375,0.96098685,0.07386551,1758.7707619667053,-78.13663,-1165.7562,100,1.0001004,-93.46875,171,624529,100.0,99.00007,1.4077752
[-0.813 -0.496 -0.444 -0.751 -0.011],-105.90197911787688,-76.32311,0.9967115,,0.2646802,17200,1.072682,-35.036457,191.28757,1.0006762,-1166.4775,0.016065536,37.89,13.772291,0.9669151,0.07579235,1768.8996062278748,-76.08815,-1166.5957,100,1.0003604,-95.05081,172,628318,100.0,99.00001,1.4082898
[-0.813 -0.495 -0.444 -0.75  -0.011],-106.93401073250644,-78.38254,0.99737483,,0.2589444,17300,1.0506774,-22.775034,187.4534,1.0006818,-1176.4685,0.018288141,36.13,13.574168,0.9411279,0.07226853,1779.2520942687988,-78.18912,-1176.5687,100,1.0003428,-94.63985,173,631931,100.0,99.00001,1.4087272
[-0.814 -0.496 -0.444 -0.75  -0.01 ],-107.99479077675592,-77.33399,0.9996217,,0.2675075,17400,1.0205947,-40.183144,147.77817,1.0000976,-1167.5906,0.007242317,38.79,12.129727,0.9813641,0.07758168,1791.3721044063568,-77.30229,-1167.6066,100,1.000051,-95.10335,174,635810,100.0,99.00016,1.4086556
[-0.814 -0.496 -0.444 -0.75  -0.01 ],-107.27969186735282,-77.159836,0.9967947,,0.26624587,17500,1.0437667,-39.31538,167.4511,1.0006574,-1182.6256,0.018270789,38.38,12.730763,0.95176667,0.07677144,1800.033234834671,-76.93499,-1182.7411,100,1.000359,-95.206726,175,639648,100.0,99.0,1.4087479
[-0.814 -0.496 -0.444 -0.75  -0.01 ],-106.08783991455476,-78.32875,0.9960605,,0.2571434,17600,1.0510443,-15.100653,234.99799,1.001016,-1188.418,0.017345048,35.58,15.199755,0.91651875,0.07117418,1809.2468848228455,-78.03419,-1188.5707,100,1.0002799,-94.035286,176,643206,100.0,99.0,1.4075905
[-0.814 -0.495 -0.443 -0.75  -0.011],-107.61902564927433,-80.08975,0.9968961,,0.25266957,17700,1.0366079,-38.953403,141.35603,1.0005819,-1178.1647,0.013600604,34.26,11.711342,0.9562242,0.06852754,1819.8222987651825,-79.882126,-1178.2759,100,1.0001696,-96.76542,177,646632,100.0,99.00002,1.4063569
[-0.815 -0.494 -0.443 -0.749 -0.012],-107.08724166323638,-77.278336,0.9976703,,0.26364678,17800,1.0514702,-44.228207,140.37279,1.0007092,-1164.7024,0.016307805,37.57,11.792809,0.94380236,0.07514921,1832.2364375591278,-77.10034,-1164.791,100,1.0002143,-94.37529,178,650389,100.0,99.0,1.4057963
[-0.813 -0.494 -0.442 -0.749 -0.013],-106.55420903648712,-77.342384,0.99828756,,0.26413307,17900,1.038974,-14.122908,219.09747,1.0003053,-1232.6406,0.012835349,37.72,14.809885,0.95258844,0.075446166,1843.6593198776245,-77.20335,-1232.7129,100,1.000151,-94.33141,179,654161,100.0,99.0,1.4053593
[-0.813 -0.494 -0.441 -0.749 -0.014],-106.19768885620877,-75.86364,0.99814653,,0.26810282,18000,1.0512865,-34.62896,188.77121,1.0004228,-1178.9492,0.013047885,38.97,13.753799,0.96285987,0.07794873,1853.3872725963593,-75.70054,-1179.035,100,1.000168,-95.154366,180,658058,100.0,99.000015,1.4062219
[-0.812 -0.494 -0.441 -0.748 -0.013],-107.29437678289896,-77.55248,0.99757415,,0.263811,18100,1.0399878,-31.804691,174.22095,1.0005913,-1198.4854,0.014670664,37.62,13.083577,0.94104075,0.075247034,1865.9862134456635,-77.37578,-1198.5773,100,1.0002097,-97.34468,181,661820,100.0,99.0,1.4067935
[-0.813 -0.493 -0.44  -0.748 -0.012],-107.44084871169797,-78.110695,0.9982041,,0.261724,18200,1.0272851,-21.765205,172.69667,1.000291,-1171.02,0.009328598,36.98,13.036805,0.9595851,0.0739655,1877.1746039390564,-77.995705,-1171.0812,100,1.0001143,-97.06469,182,665518,100.0,99.00001,1.4077486
[-0.814 -0.493 -0.44  -0.748 -0.011],-108.08835122059412,-78.51403,0.99351376,,0.2631112,18300,1.0495209,-30.025478,171.95775,1.0011199,-1157.1364,0.025600137,37.39,12.854987,0.89880675,0.07480304,1886.989283323288,-78.08593,-1157.3582,100,1.0005399,-95.87648,183,669257,100.0,99.000046,1.4063354
[-0.813 -0.494 -0.441 -0.749 -0.013],-108.02991949724692,-78.43968,0.996563,,0.26224235,18400,1.0532115,-50.14933,120.80658,1.0006189,-1154.144,0.01801843,37.13,10.845905,0.96126497,0.07427123,1897.5604810714722,-78.22,-1154.2588,100,1.0003296,-96.34715,184,672970,100.0,99.00003,1.406885
[-0.813 -0.494 -0.44  -0.749 -0.012],-107.83971764410536,-78.404366,0.99416196,,0.26203027,18500,1.089849,-40.172146,152.85191,1.0016068,-1195.0334,0.025485503,37.06,12.234005,0.9149266,0.07413961,1907.7626492977142,-77.96296,-1195.259,100,1.0007436,-95.49753,185,676676,100.0,99.00003,1.4073174
[-0.815 -0.495 -0.441 -0.748 -0.012],-108.02230956339679,-78.17112,0.99926,,0.26277798,18600,1.0230341,-53.90749,120.56188,1.0001944,-1147.6958,0.008159929,37.31,10.923896,0.98022306,0.07462284,1918.4610357284546,-78.11217,-1147.7267,100,1.0000699,-94.42651,186,680407,100.0,99.00002,1.4076545
[-0.815 -0.495 -0.441 -0.749 -0.011],-107.55883474693273,-79.1159,0.9970847,,0.25849563,18700,1.0491278,-34.046688,173.83669,1.0006437,-1211.477,0.016054688,35.99,13.184217,0.964704,0.07198957,1927.1175773143768,-78.876076,-1211.6027,100,1.0003086,-95.25472,187,684006,100.0,99.00001,1.4085668
[-0.816 -0.495 -0.441 -0.749 -0.01 ],-107.5159162912892,-76.450935,0.9977735,,0.2714632,18800,1.0251733,-38.779457,192.46526,1.0003839,-1207.0697,0.012695483,40.05,13.579755,0.94673425,0.08010545,1939.0913219451904,-76.33553,-1207.1307,100,1.0001476,-94.69843,188,688011,100.0,99.0,1.4082302
[-0.816 -0.496 -0.441 -0.749 -0.011],-105.53339173843695,-73.87455,0.9922338,,0.27571186,18900,1.0594532,-29.330418,267.9903,1.0019971,-1192.5654,0.027358437,41.41,16.11498,0.8651448,0.0828496,1951.062817811966,-73.343506,-1192.8374,100,1.0009165,-95.64618,189,692152,100.0,99.0,1.406885
[-0.814 -0.496 -0.441 -0.75  -0.012],-107.33154043736607,-76.78207,0.994428,,0.26827857,19000,1.0420911,-35.610214,172.90189,1.0009583,-1179.7701,0.022116097,39.01,12.875131,0.92640877,0.078039385,1962.6595032215118,-76.41588,-1179.9535,100,1.000492,-93.65886,190,696053,100.0,99.00002,1.4062269
[-0.815 -0.495 -0.441 -0.751 -0.013],-108.0273843287121,-80.60713,0.9920713,,0.25110632,19100,1.067173,-42.014824,133.02863,1.0016172,-1125.5007,0.018913433,33.78,11.159754,0.9285238,0.06759052,1972.108481645584,-80.04131,-1125.7834,100,1.0005472,-94.84427,191,699431,100.0,99.0,1.4078405
[-0.814 -0.494 -0.44  -0.751 -0.011],-109.12848250676336,-77.41092,0.9914407,,0.27095982,19200,1.0732995,-48.727444,118.97475,1.0016228,-1158.9255,0.029017514,39.86,10.5144615,0.9032582,0.07975204,1983.0159668922424,-76.83612,-1159.2109,100,1.0008682,-93.84029,192,703417,100.0,99.0001,1.4062517
[-0.814 -0.494 -0.44  -0.752 -0.013],-108.58286090395978,-78.018166,0.99802125,,0.26674962,19300,1.0310754,-36.53334,155.9993,1.0003543,-1156.7887,0.011268353,38.54,12.388021,0.9593458,0.077088095,1994.870049238205,-77.875206,-1156.8623,100,1.0001825,-93.978165,193,707271,100.0,99.00001,1.4072536
[-0.815 -0.494 -0.44  -0.752 -0.012],-107.0218616243813,-76.741806,0.99500966,,0.2671998,19400,1.0600095,-28.62497,200.96362,1.0015635,-1155.3928,0.024000354,38.67,14.087523,0.9186742,0.07736161,2007.1365485191345,-76.35815,-1155.5859,100,1.0007895,-94.590324,194,711138,100.0,99.00011,1.406257
[-0.817 -0.494 -0.44  -0.751 -0.013],-108.80428319965085,-78.41838,0.9971642,,0.2652281,19500,1.0418346,-45.94284,118.203384,1.000428,-1195.1641,0.013352235,38.06,10.852005,0.95230734,0.076129854,2018.301503419876,-78.21039,-1195.273,100,1.0001911,-95.80117,195,714944,100.0,99.00051,1.4059085
[-0.817 -0.495 -0.44  -0.752 -0.013],-107.9669463656028,-78.242004,0.99758077,,0.2627679,19600,1.0519406,-36.817562,155.37326,1.000431,-1127.0769,0.014362269,37.3,12.25111,0.96105075,0.0746082,2028.8371422290802,-78.09734,-1127.1523,100,1.0002227,-95.08583,196,718674,100.0,99.00003,1.4065925
[-0.816 -0.495 -0.44  -0.753 -0.012],-106.94216111404238,-75.287285,0.9976375,,0.27533743,19700,1.0324123,-17.007252,212.84256,1.0004077,-1234.3317,0.01239266,41.31,14.442666,0.9613534,0.08262771,2040.3065843582153,-75.12849,-1234.4122,100,1.0002037,-94.055786,197,722805,100.0,99.00004,1.4067982
[-0.816 -0.494 -0.44  -0.753 -0.012],-107.08975997134641,-76.58584,0.987322,,0.26873815,19800,1.0938997,-23.726631,190.74332,1.0026528,-1206.8203,0.03496985,39.13,13.533972,0.882009,0.07830506,2049.7366235256195,-75.70176,-1207.2656,100,1.0014292,-95.19614,198,726718,100.0,99.00006,1.4059029
[-0.816 -0.493 -0.44  -0.753 -0.013],-108.38031346169294,-79.08594,0.9955786,,0.26023117,19900,1.0466228,-31.296223,138.05585,1.0008843,-1171.8884,0.020021202,36.51,11.664062,0.9311433,0.07303517,2059.5642623901367,-78.76039,-1172.0564,100,1.0003775,-94.4209,199,730369,100.0,99.00001,1.4042697
[-0.815 -0.492 -0.44  -0.753 -0.015],-108.23575521614585,-79.923965,0.9973879,,0.25592503,20000,1.0494641,-47.678043,123.8149,1.0004419,-1194.5288,0.011294245,35.22,10.993509,0.96650666,0.070448205,2070.7247993946075,-79.73656,-1194.6232,100,1.000162,-95.377426,200,733891,100.0,99.000015,1.405272
[-0.815 -0.492 -0.439 -0.753 -0.014],-108.14327116560104,-80.42506,0.9993669,,0.25246733,20100,1.0249453,-50.17188,107.326485,1.0002049,-1125.5729,0.008321826,34.21,10.316256,0.977981,0.06842236,2080.588298559189,-80.370834,-1125.6013,100,1.0000695,-95.51873,201,737312,100.0,99.0,1.405386
[-0.816 -0.492 -0.439 -0.753 -0.013],-107.77134180978072,-76.423805,0.99891424,,0.2723506,20200,1.0186812,-33.39178,172.34694,1.0003182,-1195.3413,0.0087190345,40.34,13.01475,0.96192443,0.08068357,2092.3853783607483,-76.34655,-1195.3867,100,1.0000755,-95.13954,202,741346,100.0,99.0,1.4052453
[-0.817 -0.492 -0.44  -0.753 -0.014],-107.77629055153889,-77.35757,0.9980702,,0.26689288,20300,1.0310467,-28.841654,153.44731,1.0003605,-1224.3745,0.01260493,38.59,12.469693,0.9684546,0.07718694,2104.6155314445496,-77.201485,-1224.4534,100,1.0001565,-95.18807,203,745205,100.0,99.000374,1.4058231
[-0.817 -0.492 -0.439 -0.753 -0.013],-107.35707568651357,-76.20041,0.9972025,,0.27048358,20400,1.0298873,-47.0582,157.04788,1.000604,-1157.9233,0.014927766,39.73,12.247782,0.92889035,0.07946745,2116.052270412445,-76.0519,-1158.0005,100,1.0001675,-93.99934,204,749178,100.0,99.0,1.4052503
[-0.815 -0.492 -0.439 -0.753 -0.014],-107.30322918480704,-78.09786,0.9983806,,0.26319212,20500,1.0303246,-39.985104,161.68742,1.0003735,-1192.7278,0.011648128,37.43,12.746776,0.9631686,0.074866034,2126.406969308853,-77.96481,-1192.7971,100,1.0001684,-95.7864,205,752921,100.0,99.0,1.404409
[-0.815 -0.493 -0.439 -0.753 -0.014],-108.08726953256911,-77.912056,0.9985575,,0.26686049,20600,1.0208266,-23.972664,183.97697,1.0003054,-1206.6871,0.008986191,38.58,13.561276,0.9763204,0.07716599,2135.2557010650635,-77.795425,-1206.7449,100,1.0001452,-96.035965,206,756779,100.0,99.000046,1.4036639
[-0.816 -0.493 -0.439 -0.753 -0.015],-106.9516158690774,-77.66893,0.99726313,,0.2606942,20700,1.0415741,-36.908382,171.41939,1.0006082,-1133.6675,0.017692022,36.66,13.011512,0.927027,0.07333145,2146.137110233307,-77.45093,-1133.7871,100,1.0002398,-95.32144,207,760445,100.0,99.0,1.4022578
[-0.815 -0.493 -0.438 -0.753 -0.017],-107.4001731789962,-78.30715,0.99601686,,0.25974986,20800,1.0523584,-38.082703,150.4843,1.0007064,-1144.4805,0.016852705,36.37,11.9457445,0.94562644,0.07275369,2156.982810497284,-78.04677,-1144.6201,100,1.0002909,-95.43147,208,764082,100.0,99.00003,1.403208
[-0.813 -0.492 -0.437 -0.753 -0.016],-107.09269879297595,-77.59492,0.9984094,,0.26460347,20900,1.0458927,-36.28983,171.38014,1.000375,-1210.0155,0.013766705,37.87,13.14461,0.96242195,0.075746335,2168.5167620182037,-77.46343,-1210.0818,100,1.0001999,-94.941414,209,767869,100.0,99.00001,1.4024508
[-0.813 -0.492 -0.437 -0.752 -0.016],-107.21510942505536,-78.00145,0.99487716,,0.26105154,21000,1.0480919,-46.723408,149.02663,1.0007961,-1126.7188,0.020906853,36.76,11.996601,0.93564725,0.07354017,2178.4498658180237,-77.6401,-1126.9119,100,1.0004339,-96.18355,210,771545,100.0,99.000046,1.4003633
[-0.813 -0.492 -0.436 -0.753 -0.019],-108.02341568131496,-76.861374,0.9971048,,0.27004647,21100,1.0372275,-41.27579,158.8081,1.0007024,-1146.3324,0.013977821,39.59,12.299781,0.94355386,0.0791909,2189.5863184928894,-76.69968,-1146.4169,100,1.0001917,-95.82532,211,775504,100.0,99.00001,1.4000477
[-0.814 -0.492 -0.437 -0.752 -0.019],-107.25043866255642,-76.5464,0.99768174,,0.26756024,21200,1.0358751,-40.498905,151.55739,1.0005485,-1212.4468,0.01326755,38.8,12.184302,0.9630661,0.07760748,2200.216887950897,-76.37893,-1212.531,100,1.0002286,-96.21702,212,779384,100.0,99.0,1.4009331
[-0.813 -0.492 -0.437 -0.753 -0.018],-108.1669842093257,-76.258194,0.99901557,,0.27337208,21300,1.0141321,-45.735287,141.56,1.000248,-1171.8348,0.0068099424,40.67,11.78896,0.97552854,0.081342585,2211.040006160736,-76.200584,-1171.866,100,1.000052,-95.31219,213,783451,100.0,99.00001,1.4013386
[-0.813 -0.492 -0.437 -0.753 -0.018],-107.37910406133513,-78.3463,0.9995827,,0.26086438,21400,1.0206028,-43.62598,148.48288,1.0000705,-1154.1508,0.0058903387,36.72,12.121356,0.9848797,0.07344142,2221.3701400756836,-78.31864,-1154.1654,100,1.00004,-93.777626,214,787123,100.0,99.00001,1.4017112
[-0.813 -0.492 -0.438 -0.753 -0.017],-108.23689516299848,-77.100685,0.9964444,,0.2706393,21500,1.0418972,-42.14337,170.58984,1.0005836,-1191.6885,0.01750766,39.78,12.727449,0.9517828,0.079571456,2230.835042953491,-76.8847,-1191.7999,100,1.0003415,-95.140366,215,791101,100.0,99.0,1.4012811
[-0.813 -0.492 -0.438 -0.753 -0.018],-106.30770941296369,-75.87862,0.99261016,,0.27022108,21600,1.0576688,-23.652626,207.91556,1.001332,-1243.6404,0.021581056,39.63,14.220919,0.93651915,0.07928215,2240.5926072597504,-75.37085,-1243.9167,100,1.0006602,-96.31755,216,795064,100.0,99.0,1.4028913
[-0.815 -0.492 -0.438 -0.752 -0.016],-107.47427651985659,-78.775505,0.9975064,,0.2596016,21700,1.0358623,-44.488247,143.02324,1.0004169,-1201.7234,0.011002607,36.33,11.902038,0.97125375,0.07266715,2251.2604286670685,-78.59778,-1201.8173,100,1.0001681,-94.49377,217,798697,100.0,99.00003,1.4042687
[-0.815 -0.493 -0.438 -0.753 -0.015],-108.27355760234845,-77.392784,0.99897146,,0.2677808,21800,1.0336232,-35.937935,146.429,1.0002257,-1153.1592,0.01271528,38.87,12.205385,0.9576644,0.07774628,2262.910016775131,-77.289116,-1153.2119,100,1.0001248,-97.09157,218,802584,100.0,99.00001,1.4033431
[-0.815 -0.493 -0.438 -0.753 -0.016],-108.01184968397754,-77.428246,0.9987893,,0.26723462,21900,1.029454,-31.623016,143.82677,1.000237,-1234.0205,0.010831201,38.7,12.015542,0.975963,0.07740442,2273.322259902954,-77.322655,-1234.0771,100,1.0001165,-96.024414,219,806454,100.0,99.0,1.4039333
[-0.815 -0.493 -0.437 -0.753 -0.015],-106.60629577566004,-78.22006,0.9955189,,0.25789994,22000,1.0308249,-39.37988,152.57884,1.0008196,-1168.3546,0.015892353,35.81,12.027381,0.93452257,0.07163296,2282.5217592716217,-77.948135,-1168.4927,100,1.0002744,-94.17863,220,810035,100.0,99.00011,1.4033258
[-0.815 -0.493 -0.438 -0.753 -0.016],-108.56006787612613,-76.99033,0.99718815,,0.2712776,22100,1.0411619,-25.205055,153.5639,1.0005214,-1161.5789,0.013343653,39.98,12.214821,0.9654468,0.07997083,2294.1908967494965,-76.79936,-1161.6794,100,1.0002221,-95.31739,221,814033,100.0,99.0,1.4043827
[-0.816 -0.493 -0.438 -0.752 -0.015],-107.51226615570582,-77.40906,0.9932558,,0.2660566,22200,1.0476503,-34.512497,179.62433,1.001339,-1170.1619,0.025072817,38.31,13.001583,0.91235125,0.076642826,2305.9291739463806,-76.97401,-1170.3795,100,1.0006261,-95.81057,222,817864,100.0,99.00009,1.4028698
[-0.815 -0.492 -0.439 -0.752 -0.016],-107.34230496412732,-77.59788,0.9976433,,0.2634973,22300,1.046511,-43.911686,153.10202,1.000501,-1165.0255,0.014911292,37.52,12.307791,0.95611,0.07504943,2317.3466832637787,-77.43037,-1165.1106,100,1.0002487,-96.72722,223,821616,100.0,99.0,1.4029711
[-0.814 -0.492 -0.438 -0.751 -0.016],-107.06497111713541,-76.64013,0.99590516,,0.2671207,22400,1.084174,-30.795322,162.89952,1.0009546,-1177.2075,0.021923203,38.65,12.591255,0.924376,0.077314444,2327.232609272003,-76.367615,-1177.3469,100,1.0003723,-94.2734,224,825481,100.0,99.0,1.4042898
[-0.816 -0.491 -0.438 -0.751 -0.015],-107.8320858491802,-78.84936,0.99763674,,0.26172706,22500,1.0315512,-24.714384,162.81676,1.0004262,-1242.5305,0.0128503665,36.98,12.602693,0.9417998,0.07396684,2337.2088692188263,-78.678154,-1242.6205,100,1.0001605,-93.19429,225,829179,100.0,99.00002,1.4033146
[-0.816 -0.491 -0.438 -0.75  -0.016],-107.28491535677085,-77.095726,0.99800396,,0.2666343,22600,1.0410346,-27.363052,174.8809,1.0003562,-1200.074,0.014264576,38.51,12.978702,0.9626094,0.07702561,2347.396360874176,-76.97565,-1200.1375,100,1.0002,-93.36528,226,833030,100.0,99.0,1.4033146
[-0.815 -0.49  -0.438 -0.75  -0.016],-107.79711467558971,-78.23367,0.99300784,,0.2626602,22700,1.0475703,-44.666477,158.1063,1.001248,-1134.099,0.02357969,37.24,12.443304,0.9173668,0.074510165,2357.6562914848328,-77.73488,-1134.3518,100,1.0006115,-94.83316,227,836754,100.0,99.00006,1.4023504
[-0.815 -0.491 -0.437 -0.751 -0.017],-107.91082358321093,-79.2517,0.99673575,,0.25811192,22800,1.057393,-42.866837,145.46298,1.0007851,-1128.0276,0.020529293,35.87,11.875619,0.93961084,0.07175436,2367.9950275421143,-78.99394,-1128.1621,100,1.000462,-95.24746,228,840341,100.0,99.00041,1.4027717
[-0.815 -0.491 -0.437 -0.751 -0.016],-106.86603495862104,-79.281975,0.99917156,,0.25367728,22900,1.0287435,-50.589767,144.30928,1.0001729,-1161.0497,0.00880229,34.56,11.950851,0.9773387,0.069123104,2378.2717740535736,-79.21736,-1161.082,100,1.0000893,-95.98443,229,843797,100.0,99.0,1.40295
[-0.814 -0.491 -0.436 -0.75  -0.016],-107.93932913284193,-77.54981,0.99546474,,0.26751423,23000,1.0453969,-49.461586,156.6139,1.0010191,-1230.1312,0.020000225,38.78,12.326741,0.93033427,0.077572346,2389.502307653427,-77.26246,-1230.2798,100,1.0004268,-94.356865,230,847675,100.0,99.000015,1.4033484
[-0.813 -0.491 -0.436 -0.751 -0.016],-107.53602117197124,-76.99052,0.9977422,,0.26791018,23100,1.0632633,-42.71171,174.29459,1.0005128,-1193.745,0.016609814,38.91,13.316294,0.94939107,0.07782955,2402.0114455223083,-76.79433,-1193.8451,100,1.0002793,-95.71987,231,851566,100.0,99.0,1.4036694
[-0.813 -0.491 -0.435 -0.751 -0.015],-106.91793829555694,-77.01127,0.99850225,,0.26530072,23200,1.0425159,-33.37276,176.90906,1.0003711,-1149.6766,0.012703043,38.09,13.356755,0.96007204,0.0761863,2412.4201567173004,-76.89943,-1149.7349,100,1.000183,-96.52388,232,855375,100.0,99.0,1.4037695
[-0.813 -0.491 -0.435 -0.75  -0.015],-107.41219547381338,-77.59065,0.996799,,0.2643213,23300,1.0317,-39.029522,160.73532,1.0004838,-1194.3441,0.013360089,37.78,12.50534,0.9521511,0.07556926,2422.1042788028717,-77.39007,-1194.4453,100,1.0001822,-94.22864,233,859153,100.0,99.0,1.4043823
[-0.813 -0.491 -0.436 -0.75  -0.015],-107.71877337604349,-80.24298,0.9986422,,0.25255486,23400,1.035379,-39.24211,145.20914,1.0002298,-1164.8823,0.011251518,34.23,11.965814,0.9752214,0.06846412,2431.1282770633698,-80.14938,-1164.932,100,1.0001078,-94.13738,234,862576,100.0,99.00001,1.405245
