EpRewMean,InitialReturnMax,MaxIW,EmpiricalD2,Iteration,MeanIW,ReturnMeanIW,Bound,StdIW,InitialReturnStd,EpThisIter,EpLenMean,MinIW,MinD2w0t,Weights,InitialBound,EpisodesSoFar,EntropyCoefficient,TimeElapsed,InitialReturnMean,ReturnStepMax,TimestepsSoFar,J_sample_variance,ReturnStepMaxmin,MeanEntropy,InitialReturnMin,StdD2w0t,MeanD2w0t,MaxD2w0t
-111.8956315474828,5.135391,13.050111,2.111808,15,1.0878055,557.0668,599.473,1.2450209,1.5003393,100,18.18,0.08177792,,[ 1.126  0.806  0.424  0.771 -0.154],574.503,1500,100.0,194.34037470817566,-5.9509275e-06,100.0,29092,349133.22,87.21454,1.3269527,-2.8675995,0.31557572,0.05484267,7.422176
-112.0790010719567,3.9384766,17.741346,5.8132935,16,1.2216207,618.3717,637.8173,2.3966875,1.4534154,100,18.31,0.0016418181,,[ 1.128  0.775  0.461  0.748 -0.092],575.80615,1600,100.0,206.71527433395386,-4.348755e-06,100.0,30923,1222885.9,87.39059,1.2912023,-2.8402328,0.6033216,0.06898964,37.113102
-112.90906861980564,3.9466171,94.10065,19.456139,17,2.0191712,913.1998,778.42017,9.540267,1.3921807,100,19.4,0.045389965,,[ 1.185  0.821  0.505  0.82  -0.128],529.9513,1700,100.0,218.94418501853943,6.3323973e-06,100.0,32863,15562868.0,87.8989,1.4147948,-2.9901047,1.5223275,0.16280375,147.57417
-112.83532094529787,2.6615677,10.399847,2.388745,18,1.2505704,597.26794,632.0774,1.453538,1.240646,100,19.17,0.022449251,,[ 1.138  0.761  0.505  0.809 -0.004],558.5078,1800,100.0,231.94132733345032,7.2479247e-06,100.0,34780,380489.84,88.17934,1.338115,-3.294815,0.304296,0.0564578,5.6143365
-113.98108017070794,6.280525,28.679144,5.4314356,19,1.4411806,660.4194,626.2298,2.694243,1.5161642,100,19.74,0.006742479,,[ 1.054  0.857  0.497  0.867 -0.081],529.85034,1900,100.0,244.16770815849304,4.5013426e-06,100.0,36754,1185940.6,88.04865,1.2402191,-2.9803925,0.5636098,0.084146895,20.6498
-112.04447849815745,3.7050858,3.144215,1.2693893,20,1.0512656,532.76825,577.8646,0.49603057,1.4153137,100,18.43,0.29072526,,[ 1.037  0.937  0.468  0.837 -0.179],559.66345,2000,100.0,257.7325818538666,-4.043579e-06,100.0,38597,52466.86,87.44912,1.2605486,-3.4703064,0.21550778,0.042012323,1.5355815
-112.11359825868897,4.453911,10.16603,1.6851457,21,1.1387774,587.2671,616.75006,1.1239883,1.5641949,100,18.01,0.040134557,,[ 1.022  0.935  0.439  0.834 -0.158],575.7475,2100,100.0,269.2644190788269,1.0681152e-05,100.0,40398,261593.22,87.1533,1.1921145,-2.5625916,0.24728931,0.046619073,3.155901
-112.14223249284174,5.706337,11.087194,4.83436,22,1.3368452,662.01196,665.8981,1.9740648,1.9336543,100,18.41,0.005123174,,[ 0.946  0.933  0.442  0.787 -0.227],554.0886,2200,100.0,282.4531319141388,4.8828124e-06,100.0,42239,769080.4,87.27729,1.1628276,-3.3189697,0.43233463,0.06338432,25.161087
-111.29924235354156,4.097046,18.551529,2.4971468,23,1.1556822,605.7283,626.1711,1.9834865,1.4759176,100,17.63,0.07667315,,[ 1.01   0.985  0.441  0.841 -0.256],578.5653,2300,100.0,294.22774600982666,4.577637e-06,100.0,44002,925023.94,86.84838,1.180922,-2.8976593,0.38403448,0.060025107,16.404484
-113.16053267558513,4.0086365,5.6193023,1.5206342,24,1.1680686,563.40497,581.76984,0.6643021,1.4561479,100,19.26,0.24703217,,[ 1.032  1.012  0.415  0.902 -0.238],520.8802,2400,100.0,306.0018644332886,-2.5939942e-06,100.0,45928,88891.49,87.87827,1.2079449,-2.5632935,0.23830277,0.046679404,3.2653365
-112.09924586856589,4.4234085,92.12085,21.411291,25,1.7453891,885.2609,807.5554,5.89471,1.5116091,100,18.08,0.012662818,,[ 0.987  1.06   0.417  0.962 -0.211],571.54956,2500,100.0,317.1523189544678,-3.0517577e-07,100.0,47736,8135126.5,87.2129,1.2998626,-2.868431,1.7251921,0.17068352,85.28566
-113.6122092721331,3.3666992,26.237309,6.058873,26,1.3499835,642.8905,639.30585,2.8433285,1.3133664,100,19.23,0.020795874,,[ 0.937  1.01   0.4    0.981 -0.119],544.91785,2600,100.0,330.434752702713,4.653931e-06,100.0,49659,1480477.9,88.07943,1.3613244,-3.1979675,0.57335514,0.07805246,26.758638
-112.42225638369713,4.1834793,491.9052,125.04457,27,3.895645,1866.466,1545.3292,28.451372,1.280324,100,18.54,3.858911e-05,,[ 0.986  1.058  0.376  0.967 -0.058],563.45374,2700,100.0,343.184606552124,-5.722046e-06,100.0,51513,176822900.0,87.35401,1.1601552,-3.0714111,19.618542,0.6922266,1909.5851
-112.63999950750778,3.3418732,144.04012,61.635303,28,2.304218,1134.3743,1015.37744,14.239826,1.1904095,100,18.21,0.00034339348,,[ 0.926  1.193  0.321  1.062 -0.259],556.4077,2800,100.0,357.0230293273926,-2.2888183e-07,100.0,53334,44283852.0,87.208244,1.0432178,-2.1672745,11.109187,0.3297876,1677.8303
-112.86743238932239,4.4561768,45.781067,34.79574,29,1.720061,803.6817,722.4355,5.07471,1.407009,100,18.93,0.0050722063,,[ 0.875  1.137  0.313  0.923 -0.376],526.183,2900,100.0,371.6336281299591,2.670288e-06,100.0,55227,4639812.0,87.55579,1.0495721,-2.3224106,4.343273,0.19009404,544.36066
-111.37317564159659,2.6035614,12.082462,2.3110604,30,1.1164682,604.6774,621.4064,1.2875786,1.2113719,100,17.21,0.10223801,,[ 0.919  1.209  0.297  0.964 -0.369],585.7186,3000,100.0,383.4792380332947,1.3504028e-05,100.0,56948,399438.22,86.84789,1.0377785,-2.316307,0.28803733,0.051482953,4.1973944
-111.53054559711278,4.4166946,12.791637,4.8850594,31,1.3703203,719.781,686.4424,1.7653964,1.3754821,100,17.58,0.010464589,,[ 0.991  1.2    0.339  0.959 -0.381],565.4502,3100,100.0,396.2561089992523,7.6293946e-07,100.0,58706,775272.25,87.20115,1.0703126,-2.5014648,0.7530466,0.08938479,46.756535
-112.65500285389571,5.545021,10.014179,4.2480145,32,1.1986991,605.1909,603.50024,1.5587035,1.3467082,100,18.51,0.0077329664,,[ 1.002  1.203  0.374  1.047 -0.349],540.4626,3200,100.0,407.5535321235657,-7.171631e-06,100.0,60557,489840.84,87.287056,1.0710498,-2.5317078,0.46343654,0.06565625,32.64112
-111.88832540679816,4.397522,87.49648,16.721025,33,1.9821391,983.88043,866.7595,7.7468657,1.6232893,100,18.05,0.067380145,,[ 0.976  1.156  0.391  0.995 -0.348],559.41895,3300,100.0,419.7291097640991,-7.2479247e-06,100.0,62362,12787155.0,87.09502,1.2431126,-2.3088684,1.9031991,0.21455386,106.730675
-112.18489067507025,5.8028107,67.863884,12.362646,34,2.04857,1000.2395,887.09326,7.2269797,1.395219,100,18.26,0.008617209,,[ 0.984  1.16   0.38   0.941 -0.176],570.26917,3400,100.0,432.9746117591858,-6.713867e-06,100.0,64188,11223654.0,87.27661,1.2112006,-2.743599,2.2191746,0.14356053,261.30023
-110.17834955483076,4.2141724,44.300957,7.916803,35,1.3930552,791.3616,782.15625,4.4048686,1.4017996,100,16.36,0.0032598092,,[ 0.899  1.222  0.322  0.861 -0.208],628.357,3500,100.0,445.66093468666077,1.9836425e-06,100.0,65824,5514317.5,86.05637,1.1826204,-2.5123825,1.0282012,0.088534854,80.14666
-110.6261101229422,3.8708572,5.705654,1.3024247,36,1.0486974,589.84564,634.1411,0.66307724,1.2795869,100,16.68,0.08059169,,[ 0.919  1.264  0.273  0.91  -0.236],611.30115,3600,100.0,458.232218503952,7.6293946e-07,100.0,67492,118776.89,86.22516,1.1943232,-2.2185135,0.20006354,0.03679979,2.2771668
-110.6903937513689,3.0988312,19.966017,6.255701,37,1.4584901,814.1491,809.1754,2.0056112,1.127292,100,16.57,0.012588058,,[ 0.888  1.306  0.265  0.944 -0.225],617.09204,3700,100.0,469.40837955474854,5.569458e-06,100.0,69149,1101552.5,86.44581,1.2383298,-2.0606842,0.65921783,0.07967011,24.42172
-111.29003804929569,3.534317,48.69857,8.865335,38,1.5694213,843.46027,806.81256,3.4438798,1.3746691,100,17.41,0.033165116,,[ 0.903  1.25   0.215  0.895 -0.181],593.8081,3800,100.0,481.95271849632263,-5.340576e-07,100.0,70890,3219413.2,86.79372,1.317321,-2.2890625,1.3724189,0.14349551,51.73003
-111.95171106611751,4.689659,103.57673,55.775047,39,2.0612366,1032.7157,982.5663,9.157486,1.3215739,100,17.91,1.0168267e-05,,[ 0.847  1.233  0.226  0.793 -0.102],586.74097,3900,100.0,494.96732926368713,-3.0517577e-07,100.0,72681,19059800.0,87.00647,1.3417959,-2.1223526,9.465411,0.26058504,1538.3075
-111.50192643556922,4.405922,47.76245,9.362696,40,1.597602,825.4301,787.23505,4.934224,1.334695,100,17.49,0.012376912,,[ 0.963  1.285  0.192  0.854 -0.077],602.31195,4000,100.0,509.47643280029297,-1.3504028e-05,100.0,74430,5586214.0,86.829254,1.2998511,-2.2705917,0.96095216,0.09558951,58.04227
-110.45212524000212,5.024437,135.90256,21.452614,41,1.7374716,966.5168,897.15564,6.161966,1.370146,100,16.52,0.004919992,,[ 1.01   1.336  0.166  0.802 -0.119],626.30096,4100,100.0,521.1227447986603,-2.3651123e-06,100.0,76082,11155642.0,86.07201,1.2685035,-2.358986,3.6167133,0.22273467,260.39188
-109.97530419417936,5.8892593,118.99844,26.750175,42,2.272346,1237.082,1096.4073,9.9555,1.6764929,100,16.47,0.00070643483,,[ 0.934  1.318  0.215  0.69  -0.151],625.4925,4200,100.0,533.4636788368225,-9.918213e-07,100.0,77729,26293684.0,86.11354,1.2267711,-2.711525,3.370988,0.2670177,214.66306
-109.03077851980024,6.403282,8.206535,2.146368,43,1.2452049,727.97833,754.6176,1.267586,1.81199,100,15.74,0.03130339,,[ 0.923  1.378  0.294  0.673 -0.192],653.13226,4300,100.0,545.8581898212433,3.3569336e-06,100.0,79303,486230.66,85.575745,1.1271696,-3.0154266,0.28864235,0.04959422,4.378426
-109.69530280617646,4.778801,7.5990644,2.1465156,44,1.0835977,624.30865,645.9477,0.85601264,1.5955864,100,16.22,0.022606762,,[ 0.94   1.356  0.25   0.679 -0.292],614.60626,4400,100.0,557.6816198825836,2.5939942e-06,100.0,80925,215610.4,85.87667,1.138391,-2.8608398,0.26717433,0.045064952,7.822946
-109.62867877339326,5.36026,718.391,678.20593,45,10.181979,5051.8306,4465.3447,73.29742,2.0034668,100,16.66,5.693001e-06,,[ 0.905  1.332  0.258  0.618 -0.281],596.3273,4500,100.0,569.9552731513977,1.4495849e-06,100.0,82591,1230896800.0,86.224884,0.9531254,-2.8153763,79.61154,2.2503974,9995.673
-108.81107649369902,3.821968,57.644295,44.808964,46,1.6186839,931.88495,783.28894,5.9210706,1.6470847,100,15.66,0.00093202817,,[ 0.88   1.48   0.239  0.709 -0.466],625.2541,4600,100.0,584.2235705852509,-1.6784668e-06,100.0,84157,10517391.0,85.54094,0.9528051,-3.0919113,9.936134,0.49666384,473.0277
-109.78709870202457,5.601013,316.9144,470.22836,47,4.378463,2323.5828,1998.975,31.471537,1.6611013,100,16.34,1.1364746e-05,,[ 0.902  1.501  0.223  0.816 -0.466],600.4577,4700,100.0,596.5255651473999,-5.264282e-06,100.0,85791,261441250.0,85.97754,0.9248035,-2.9393082,93.22036,1.5402416,15855.055
-109.78874810222202,3.7795258,64.40917,28.66873,48,2.160925,1152.4607,997.43085,8.10917,1.3796635,100,16.46,3.5490404e-05,,[ 0.852  1.426  0.228  0.735 -0.494],593.7178,4800,100.0,610.8053846359253,-2.3651123e-06,100.0,87437,16280620.0,86.09117,0.8180476,-2.8319168,3.7536972,0.24560077,259.33414
-109.01175109943,4.6873016,3.7619953,1.206962,49,1.0778395,638.94257,638.3549,0.48666203,1.470805,100,15.74,0.16419432,,[ 0.835  1.385  0.235  0.787 -0.601],604.6531,4900,100.0,623.6083331108093,-1.2969971e-06,100.0,89011,73541.766,85.57144,0.7662684,-3.047966,0.19620892,0.035173617,1.7907542
-109.47884490691506,6.2136383,72.13213,7.483299,50,1.5820653,895.40985,841.32104,3.7270737,1.6838498,100,16.05,0.0021909194,,[ 0.818  1.392  0.236  0.768 -0.653],594.5439,5000,100.0,635.596052646637,-5.1116945e-06,100.0,90616,4056695.5,85.809685,0.72951436,-2.8763428,1.1700035,0.09446501,114.260735
-109.7348722313238,3.4558105,49.425404,6.5628667,51,1.3440331,761.60675,680.5197,3.5056832,1.3819203,100,16.16,0.006413869,,[ 0.817  1.422  0.245  0.847 -0.689],587.7057,5100,100.0,646.6004130840302,-3.2043456e-06,100.0,92232,3429642.8,85.930244,0.7191046,-2.3046417,0.9038206,0.10596606,33.98511
-109.93449944892522,3.9325256,184.95514,61.975548,52,2.736472,1465.6593,1234.8185,18.09295,1.6093943,100,16.31,4.503683e-05,,[ 0.802  1.445  0.285  0.834 -0.7  ],569.7311,5200,100.0,657.8266077041626,-7.6293945e-06,100.0,93863,84657290.0,85.961006,0.6439187,-2.230957,13.696742,0.36016187,2014.37
-109.9752492723273,4.227722,24.125393,2.373303,53,1.1719656,670.0235,646.5045,1.8209589,1.5182433,100,16.27,0.110507116,,[ 0.813  1.486  0.329  0.889 -0.775],577.8109,5300,100.0,670.4880928993225,4.577637e-06,100.0,95490,946337.6,86.06247,0.66054976,-2.5786972,0.3370817,0.052335955,16.921293
-109.43128959733856,6.662895,31.352526,6.941328,54,1.3240222,753.3016,696.948,2.7524135,2.0212464,100,16.16,0.005429229,,[ 0.828  1.483  0.314  0.846 -0.758],570.8616,5400,100.0,682.514898777008,1.5258789e-07,100.0,97106,2078911.9,85.841034,0.6224366,-2.7966309,0.5806333,0.072762795,24.239666
-109.02059562192218,5.024681,435.3133,638.35345,55,4.687262,2514.7678,1889.1368,42.728653,1.9304457,100,15.94,2.185902e-05,,[ 0.831  1.528  0.327  0.863 -0.797],578.129,5500,100.0,694.8649246692657,-1.1062622e-05,100.0,98700,495422370.0,85.68834,0.593883,-3.1702652,51.157578,2.4441586,4271.1616
-109.98916960315793,4.375656,100.59414,52.125275,56,1.8484085,980.02155,854.3463,9.939617,1.7284751,100,16.84,4.5549677e-05,,[ 0.867  1.583  0.345  0.856 -0.825],542.40576,5600,100.0,709.5083267688751,2.822876e-06,100.0,100384,24627234.0,86.32112,0.55465364,-2.9419403,6.053698,0.25536054,572.4282
-108.52666167842186,6.019432,3.4849901,1.4105939,57,1.100757,668.6322,660.67883,0.60112524,1.7443864,100,15.3,0.35268632,,[ 0.867  1.634  0.36   0.905 -0.864],602.49646,5700,100.0,720.2516548633575,-3.1280517e-06,100.0,101914,114554.48,85.1797,0.616179,-3.13591,0.20286173,0.035685267,2.1818042
-109.78024866841186,4.4726486,3.1240637,1.3199195,58,1.0887439,627.4547,613.78314,0.56179005,1.7246349,100,16.18,0.1086925,,[ 0.888  1.611  0.362  0.886 -0.803],574.8915,5800,100.0,733.2001693248749,1.04522705e-05,100.0,103532,89221.234,85.87016,0.57516056,-2.5661316,0.20302664,0.03689951,1.6827316
-109.40007936882337,4.9913025,106.56662,29.864574,59,1.8318678,1051.8778,921.2357,9.938026,1.6767771,100,15.85,0.006299704,,[ 0.896  1.595  0.35   0.878 -0.844],581.6576,5900,100.0,745.2930684089661,9.307862e-06,100.0,105117,29426532.0,85.603645,0.6166014,-2.4600296,4.29699,0.19216643,306.27853
-109.34284583758091,4.7579727,198.26862,30.76628,60,2.1720102,1145.3492,797.8635,14.351574,1.788415,100,16.27,0.0015850614,,[ 0.888  1.634  0.325  0.908 -0.802],562.84515,6000,100.0,756.9039797782898,3.0517579e-06,100.0,106744,48403604.0,85.95404,0.62024415,-2.9245682,4.9328966,0.3845891,281.5858
-108.69636078864055,4.5839615,2.658834,1.1412024,61,1.0466214,623.57837,616.9541,0.35830942,1.8854223,100,15.58,0.2798579,,[ 0.902  1.637  0.376  0.885 -0.799],597.5815,6100,100.0,770.0430493354797,-7.6293944e-08,100.0,108302,39112.78,85.43576,0.5933707,-3.1746445,0.18556555,0.033195674,1.3999541
-108.65854353694496,3.6595154,11.151557,2.0294375,62,1.0960277,641.9647,609.7974,1.2033039,1.6442721,100,15.69,0.087578,,[ 0.924  1.632  0.38   0.871 -0.826],587.16406,6200,100.0,780.7116060256958,1.7547608e-06,100.0,109871,403677.97,85.56426,0.5909472,-3.1563873,0.27794436,0.045573287,8.416203
-108.83708166339298,6.987213,181.64366,89.27847,63,2.2911835,1305.2834,976.7957,12.363524,2.0176816,100,16.09,0.0004440851,,[ 0.953  1.605  0.388  0.885 -0.828],573.8446,6300,100.0,791.3754496574402,-3.2806397e-06,100.0,111480,48111680.0,85.89688,0.62754494,-2.6839752,15.502458,0.6056546,1489.6797
-109.21549858900659,6.1807632,19.65877,6.6938605,64,1.3171712,760.41925,714.9449,1.8316758,1.9111776,100,15.88,0.0070337984,,[ 0.945  1.613  0.45   0.913 -0.791],587.2876,6400,100.0,802.7369616031647,9.460449e-06,100.0,113068,962095.7,85.62056,0.6528032,-2.749092,0.947476,0.08320078,68.96718
-108.74626575640217,5.6562805,5.0252094,1.7791176,65,1.1217089,647.3313,622.91656,0.84011424,2.0770147,100,16.06,0.027951242,,[ 0.936  1.585  0.458  0.857 -0.766],571.8747,6500,100.0,814.6336061954498,-3.8146973e-07,100.0,114674,202650.55,85.88623,0.67101026,-3.276558,0.25101623,0.042655,5.566411
-108.57695582390923,4.816536,121.72838,39.39565,66,3.0849771,1636.2266,1195.692,13.778951,2.0197988,100,16.14,9.451322e-06,,[ 0.936  1.574  0.436  0.825 -0.748],572.40643,6600,100.0,824.3627560138702,-2.0599366e-06,100.0,116288,49259668.0,85.9278,0.45800576,-3.5477448,5.9972196,0.39110193,507.2802
-108.98931538370758,7.324028,12.36375,2.695893,67,1.2749809,739.2355,695.17395,1.3297532,1.8984815,100,15.89,0.050237525,,[ 0.874  1.633  0.471  0.836 -0.961],572.71625,6700,100.0,838.4687249660492,8.31604e-06,100.0,117877,533947.3,85.661316,0.42998984,-2.9113998,0.34131277,0.057210546,5.858986
-109.24569976680834,4.752365,58.238052,32.40757,68,1.7214388,955.6723,786.2429,6.1251774,1.8025647,100,16.14,0.006803667,,[ 0.844  1.639  0.439  0.839 -0.989],554.23016,6800,100.0,849.3654375076294,-9.9182125e-06,100.0,119491,10424515.0,85.896484,0.41290414,-2.8407288,4.749292,0.201025,509.8787
-109.0184103694934,6.615608,175.48456,59.31491,69,2.5550463,1295.7991,1017.1907,16.414637,1.8971176,100,16.12,0.00028868509,,[ 0.799  1.617  0.418  0.8   -1.006],549.7531,6900,100.0,862.4093246459961,-5.1116945e-06,100.0,121103,54575016.0,85.86142,0.3622915,-2.806778,4.8438444,0.37389034,268.11075
-109.21582667232518,7.713539,64.20755,21.776585,70,1.8469337,1020.3045,814.5458,6.9712124,1.9987798,100,16.04,0.00023023995,,[ 0.805  1.571  0.4    0.798 -1.057],546.8208,7000,100.0,873.7428786754608,2.7465821e-06,100.0,122707,12049815.0,85.834564,0.35308132,-2.770584,3.3675964,0.17400753,377.80573
-108.90566691724098,5.6847076,130.76254,35.084076,71,2.3790946,1299.4772,1060.534,13.0244,2.126976,100,16.25,0.0010770602,,[ 0.779  1.564  0.419  0.834 -1.066],539.4943,7100,100.0,888.3673691749573,-3.1280517e-06,100.0,124332,46310132.0,85.97357,0.3806991,-3.2491913,7.7694755,0.44326597,386.50073
-109.18124375148999,5.7679977,7.4346585,1.6237332,72,1.1107744,623.7977,590.53906,0.87697875,1.9449031,100,16.47,0.21449164,,[ 0.837  1.534  0.416  0.86  -1.038],538.4457,7200,100.0,901.6252257823944,-5.1116945e-06,100.0,125979,214107.95,86.14686,0.4126346,-3.3578644,0.22955161,0.04127609,2.7509742
-109.87719396467816,6.4563293,16.237045,2.383148,73,1.35793,751.3011,663.7721,1.6943934,1.9103612,100,16.5,0.030361418,,[ 0.867  1.507  0.417  0.858 -1.006],537.49756,7300,100.0,913.6699090003967,1.0681152e-06,100.0,127629,764232.25,86.04507,0.3611098,-2.7103577,0.36086187,0.054353278,17.629349
-110.03109355232243,3.9692612,15.393478,1.8202825,74,1.1400114,626.9053,545.86755,1.6149799,1.6859647,100,16.8,0.055790465,,[ 0.89   1.495  0.439  0.88  -1.058],515.2891,7400,100.0,925.8147325515747,6.866455e-06,100.0,129309,667722.75,86.38532,0.36869323,-3.0512924,0.2906963,0.048363935,6.3572445
-108.87972318775304,4.447777,173.0624,25.22983,75,2.1085944,1208.8007,936.4476,8.921444,1.7026962,100,15.89,0.0014895848,,[ 0.905  1.49   0.423  0.856 -1.05 ],556.5325,7500,100.0,937.5612232685089,8.544922e-06,100.0,130898,25726526.0,85.69655,0.3483284,-3.0464249,3.9324486,0.33502018,224.78523
-109.35986976696533,6.001114,7.4083805,1.8681412,76,1.084605,616.14844,565.68384,0.96984726,2.0753155,100,16.36,0.042771548,,[ 0.825  1.516  0.461  0.855 -1.071],537.8258,7600,100.0,948.6881630420685,1.9073486e-06,100.0,132534,273798.56,86.00618,0.3410073,-3.3633804,0.28001288,0.04811624,5.364947
-109.22429005103251,5.770462,2.0040388,1.0835305,77,1.0162674,558.9106,526.8601,0.24785995,2.2701764,100,16.84,0.5263066,,[ 0.825  1.509  0.477  0.838 -1.078],519.6409,7700,100.0,960.4319343566895,3.3569336e-06,100.0,134218,14559.967,86.426895,0.33863118,-3.6945496,0.18431413,0.034392763,1.1767082
-108.99505873165207,6.8569946,93.133125,30.534382,78,2.276834,1262.9966,1052.2418,7.841299,1.9616799,100,16.22,0.0012721656,,[ 0.831  1.514  0.475  0.84  -1.08 ],542.28235,7800,100.0,971.7597146034241,-4.5013426e-06,100.0,135840,17392254.0,85.92717,0.3004708,-3.3733673,3.3498898,0.3160997,151.94014
-108.12779533272797,7.9953995,371.1065,410.14728,79,4.624789,2558.7402,1910.3618,36.531456,1.9919429,100,15.71,0.001044294,,[ 0.836  1.53   0.514  0.834 -1.119],555.92114,7900,100.0,984.6354432106018,1.0910034e-05,100.0,137411,386766080.0,85.587204,0.29975367,-3.6599884,53.177757,2.0170434,4555.3643
-108.89125336968354,5.6032486,16.39095,2.481439,80,1.1677091,652.83026,588.6176,1.7505714,2.2686913,100,16.27,0.028173093,,[ 0.856  1.554  0.498  0.798 -1.119],536.77515,8000,100.0,996.3636002540588,2.670288e-06,100.0,139038,728020.5,86.002686,0.30175802,-3.4870834,0.31296715,0.048702277,15.769036
