EpThisIter,EpRewMean,EntropyCoefficient,ReturnMeanIW,MaxD2w0t,Bound,InitialReturnMean,MinIW,MeanIW,EpisodesSoFar,TimeElapsed,InitialBound,StdIW,InitialReturnStd,MinD2w0t,EpLenMean,J_sample_variance,MaxIW,InitialReturnMax,StdD2w0t,EmpiricalD2,Iteration,ReturnStepMax,MeanD2w0t,TimestepsSoFar,Weights,ReturnStepMaxmin,MeanEntropy,InitialReturnMin
100,-119.12272651320862,100.0,405.12415,1.7638731,214.02313,2.7465821e-06,0.1392159,1.1278292,1100,149.7617049217224,197.45172,0.81709737,1.6982586,,25.72,64154.996,3.929929,5.8711014,0.25032106,1.517612,11,100.0,0.057746563,25372,[ 0.828 -0.39  -0.566  0.538 -0.099],90.73695,1.3166465,-2.9541092
100,-118.3062151473224,100.0,387.14615,1.0464246,220.19592,3.5095215e-06,0.7187968,1.016621,1200,165.52103996276855,216.46167,0.12842046,1.6543865,,24.65,1930.8599,1.5554879,4.8406067,0.21881472,1.0204821,12,100.0,0.04982714,27837,[ 0.798 -0.408 -0.556  0.549 -0.102],90.40112,1.3234785,-2.6428833
100,-117.09037469505283,100.0,425.29297,1.2139643,289.99176,1.2969971e-06,0.44487223,1.0629165,1300,179.5391480922699,276.08054,0.3288237,1.5287846,,23.41,14283.706,2.691167,5.0222473,0.22491105,1.0890394,13,100.0,0.049789116,30178,[ 0.808 -0.408 -0.559  0.54  -0.095],89.99655,1.339112,-2.696045
100,-115.76629251284578,100.0,465.54422,1.2909367,308.5636,-5.8746336e-06,0.24011229,1.096341,1400,191.8861062526703,289.8355,0.37658563,1.6243852,,22.0,20383.432,3.2937021,5.239418,0.22029871,1.1110489,14,100.0,0.047193658,32378,[ 0.812 -0.411 -0.57   0.525 -0.08 ],89.44877,1.3046837,-2.5939255
100,-115.89690062329274,100.0,449.95795,1.1207459,305.0091,-2.9754638e-06,0.52670276,1.0241947,1500,204.05018401145935,298.36493,0.22778095,1.3391995,,21.51,7652.7676,1.8364863,4.712166,0.2065027,1.0569165,15,100.0,0.043772627,34529,[ 0.809 -0.417 -0.568  0.549 -0.114],89.22391,1.3142581,-2.5982666
100,-116.98684301623742,100.0,424.35742,1.2084692,262.76035,2.7465821e-06,0.47645462,1.0445672,1600,216.85473084449768,253.02368,0.31248719,1.5607698,,23.08,11906.861,2.538166,4.2432556,0.21590032,1.104758,16,100.0,0.047468536,36837,[ 0.829 -0.411 -0.568  0.557 -0.105],89.86249,1.3195727,-2.9889984
100,-117.86943994217415,100.0,414.0856,1.2307935,238.165,-6.8664554e-07,0.3991902,1.0739038,1700,231.1243929862976,226.09433,0.3449922,1.5483896,,24.16,13286.006,2.6475017,4.7124176,0.22336984,1.1079382,17,100.0,0.05030394,39253,[ 0.82  -0.429 -0.57   0.566 -0.099],90.2426,1.2940062,-3.0178528
100,-117.60365645273392,100.0,401.7884,1.0897517,235.7396,2.5177003e-06,0.56898785,1.0172355,1800,244.23864269256592,232.26259,0.24482024,1.5818261,,23.79,6920.4053,1.7625933,4.6323624,0.21636607,1.0604768,18,100.0,0.04835136,41632,[ 0.854 -0.437 -0.581  0.573 -0.125],90.11319,1.3009686,-2.5364304
100,-117.98849229126921,100.0,407.75522,1.1335382,245.48471,9.155274e-06,0.57810557,1.050457,1900,259.0134675502777,232.2117,0.26219413,1.4907546,,24.22,8421.219,2.1877804,4.0333557,0.22305652,1.0736281,19,100.0,0.050314337,44054,[ 0.866 -0.43  -0.584  0.57  -0.118],90.25693,1.3213,-2.8295593
100,-118.1013942352552,100.0,403.84882,1.1909132,249.3507,6.6375733e-06,0.5073403,1.0582708,2000,273.36711072921753,237.71881,0.34801674,1.5671926,,24.45,13794.078,2.5580974,4.2549515,0.22538573,1.1116495,20,100.0,0.05107129,46499,[ 0.852 -0.424 -0.571  0.572 -0.098],90.339355,1.3464171,-2.3756638
100,-116.94568668348217,100.0,422.1394,1.1123778,261.98956,7.019043e-06,0.41814592,1.036626,2100,286.91757130622864,255.1526,0.16261469,1.6047778,,23.08,3707.4744,1.5609577,5.8373184,0.21462436,1.0274396,21,100.0,0.04720009,48807,[ 0.855 -0.418 -0.58   0.578 -0.073],89.86606,1.3366565,-2.5524902
100,-118.27246872168047,100.0,417.39438,1.3679832,249.16933,-4.653931e-06,0.22006793,1.088228,2200,299.84981632232666,231.18622,0.5942538,1.7423592,,24.41,39263.91,3.8454845,5.5270157,0.23215598,1.3103213,22,100.0,0.052399047,51248,[ 0.861 -0.421 -0.581  0.56  -0.082],90.30951,1.3418562,-2.6070633
100,-119.099761186578,100.0,1435.9615,261.34122,451.13544,7.171631e-06,3.9861894e-05,5.1777496,2300,314.1048438549042,199.2819,46.809177,1.8168504,,25.04,133637120.0,494.36578,5.6688538,4.8625174,69.08599,23,100.0,0.43843943,53752,[ 0.836 -0.434 -0.57   0.557 -0.077],90.48724,1.2988435,-2.711197
100,-120.54726381186585,100.0,370.28506,1.0930498,207.92221,4.5776366e-07,0.6304551,1.0339185,2400,330.48529076576233,200.69936,0.15383759,1.7656457,,26.32,2520.5776,1.7686461,7.013466,0.22681892,1.0245584,24,100.0,0.053458076,56384,[ 0.788 -0.51  -0.533  0.565 -0.12 ],90.839874,1.2947364,-2.628296
100,-120.54445406362011,100.0,362.96796,1.0258397,183.49062,5.41687e-06,0.789727,1.0067322,2500,345.942768573761,181.45212,0.08122593,1.7116505,,26.26,707.58777,1.2748129,6.2371826,0.22408144,1.0069026,25,100.0,0.05275656,59010,[ 0.803 -0.532 -0.544  0.58  -0.124],90.81915,1.3015703,-2.5153503
100,-120.69597881788295,100.0,362.6206,1.1072516,184.42525,4.119873e-06,0.60615814,1.0371959,2600,361.80195355415344,177.0255,0.25413805,1.9573972,,26.83,5654.2227,1.9753327,5.821785,0.23013559,1.0764176,26,100.0,0.054790527,61693,[ 0.795 -0.528 -0.542  0.573 -0.117],91.002914,1.3107338,-3.2773132
100,-120.87709545452952,100.0,367.9099,1.318527,196.50902,8.163453e-06,0.3395555,1.0599152,2700,376.26074838638306,187.17891,0.5003125,1.9510819,,26.97,22887.596,3.2223039,8.958328,0.23643792,1.1691731,27,100.0,0.056388468,64390,[ 0.78  -0.532 -0.536  0.567 -0.108],91.03618,1.311522,-3.0693054
100,-122.4414547230656,100.0,341.94687,1.1142366,164.18742,9.765625e-06,0.5906371,1.0383925,2800,392.26505947113037,157.96306,0.25525945,2.0898726,,28.53,5036.964,2.0287907,7.6037216,0.23777847,1.0569108,28,100.0,0.058477227,67243,[ 0.809 -0.534 -0.55   0.583 -0.107],91.41666,1.3232658,-3.0221252
100,-121.16155498972148,100.0,352.90717,1.0475003,204.04349,-9.918213e-07,0.59967947,1.0140336,2900,407.6587839126587,200.2275,0.17534281,1.694263,,27.13,2666.4968,1.5615672,5.3272247,0.22883342,1.03724,29,100.0,0.054812416,69956,[ 0.796 -0.535 -0.544  0.569 -0.096],91.068085,1.3300632,-3.118187
100,-119.60036921566521,100.0,524.08105,3.6137867,291.98633,-4.8828124e-06,0.12929633,1.460384,3000,422.91026425361633,233.03064,2.8674192,1.774988,,25.14,818980.2,28.190847,5.068695,0.35227364,2.417777,30,100.0,0.077779315,72470,[ 0.779 -0.532 -0.537  0.566 -0.089],90.48526,1.4022894,-2.8699799
100,-120.15395997547986,100.0,380.06827,1.1643697,233.47125,-3.0517577e-07,0.53516936,1.0461594,3100,438.07908153533936,224.98389,0.2674874,1.8399471,,25.91,7361.901,2.6791239,5.408592,0.22937432,1.0458764,31,100.0,0.05359163,75061,[ 0.816 -0.537 -0.567  0.565 -0.017],90.72528,1.4188567,-3.2373505
100,-119.47060755445206,100.0,376.09164,1.0277264,213.90259,1.6021728e-06,0.6911488,1.010351,3200,453.14532017707825,212.75208,0.11866007,1.4271231,,25.32,1494.8431,1.3885136,4.3868103,0.22047293,1.0121962,32,100.0,0.05092078,77593,[ 8.196e-01 -5.488e-01 -5.743e-01  5.515e-01 -1.117e-04],90.56314,1.4138387,-3.1558914
100,-119.16624871564434,100.0,396.6511,1.1851038,233.66953,1.0528564e-05,0.5239297,1.0662001,3300,466.6902799606323,219.22614,0.35375735,1.7336974,,25.18,13597.397,2.8163252,5.0897217,0.22856106,1.0904561,33,100.0,0.052612606,80111,[ 0.816 -0.555 -0.575  0.56  -0.005],90.53485,1.4377112,-2.8884125
100,-119.28695690763514,100.0,434.50394,1.6497451,260.06665,9.155274e-06,0.31549713,1.1515976,3400,479.1127154827118,222.35526,0.70574003,1.7901989,,24.93,56140.02,5.006883,7.263794,0.24586964,1.373677,34,100.0,0.055995278,82604,[ 0.791 -0.544 -0.562  0.561  0.019],90.43025,1.4570316,-2.6320724
100,-120.46654119464424,100.0,369.95813,1.0497174,224.5224,-7.476807e-06,0.7581236,1.0188613,3500,492.9529285430908,221.28964,0.12592751,1.7710108,,26.02,1628.3157,1.7588031,4.5650787,0.22401485,1.0129046,35,100.0,0.052485995,85206,[ 0.741 -0.531 -0.534  0.545  0.038],90.74046,1.4533314,-3.0135345
100,-120.97557736323955,100.0,391.38763,1.4611118,221.31215,-5.4931643e-06,0.2712137,1.131245,3600,508.6809091567993,201.20413,0.5953414,1.8274636,,26.76,27660.805,4.789501,7.469963,0.24164167,1.2886114,36,100.0,0.057261378,87882,[ 0.732 -0.514 -0.526  0.545  0.035],90.95848,1.452915,-2.7725449
100,-121.11225085652677,100.0,360.0575,1.0864031,179.55891,1.5258789e-07,0.5920802,1.0253453,3700,524.0585072040558,175.02507,0.22415198,1.6386914,,26.88,4263.5957,1.8064175,5.149765,0.22885951,1.0568209,37,100.0,0.05454371,90570,[ 0.752 -0.489 -0.529  0.553  0.034],90.984726,1.4472129,-2.9080353
100,-120.245315958656,100.0,369.62897,1.0491095,207.29521,3.967285e-06,0.7072141,1.0133945,3800,539.0301790237427,204.9045,0.126414,1.9169084,,25.87,1477.4508,1.4095366,7.9130707,0.22298227,1.0151379,38,100.0,0.05208593,93157,[ 0.765 -0.483 -0.534  0.555  0.028],90.70387,1.4557383,-2.7075806
100,-119.30640021184848,100.0,385.55444,1.0937889,219.77252,-4.577637e-06,0.4976208,1.0149337,3900,554.2980945110321,217.06886,0.23475255,1.7877141,,24.92,5857.3335,1.8357742,6.1301193,0.22107986,1.0466816,39,100.0,0.050627723,95649,[ 0.766 -0.494 -0.538  0.557  0.037],90.42485,1.4608859,-2.5896683
100,-120.58443559902385,100.0,375.27206,1.1834899,200.84787,-4.043579e-06,0.6456764,1.0515314,4000,568.4430935382843,190.68436,0.2298113,1.7786865,,26.38,5104.839,1.863659,8.217384,0.22935495,1.0390428,40,100.0,0.054111104,98287,[ 0.776 -0.485 -0.539  0.547  0.042],90.857895,1.482587,-2.8428116
100,-121.20041426529608,100.0,367.14362,1.1600202,204.74059,-1.2054444e-05,0.45369136,1.0499268,4100,582.828375339508,194.50803,0.34642345,1.9629648,,26.96,10844.5205,2.4791048,5.3373337,0.2339536,1.12603,41,100.0,0.05581687,100983,[ 0.773 -0.471 -0.532  0.539  0.064],91.008865,1.4786912,-2.7891083
100,-120.45260829735712,100.0,376.25186,1.154003,235.53603,5.645752e-06,0.3769129,1.045014,4200,597.8466527462006,228.8459,0.37226757,1.6812366,,26.12,14090.516,2.4738553,5.739807,0.23273161,1.0983406,42,100.0,0.054612033,103595,[ 0.751 -0.475 -0.52   0.542  0.06 ],90.77699,1.4919838,-2.8976822
100,-123.5531175678423,100.0,336.5127,1.1967859,166.60654,-4.577637e-06,0.39262128,1.054524,4300,616.2258970737457,159.61104,0.36348087,2.0124671,,29.46,9715.1045,2.11503,5.785385,0.24367805,1.1142803,43,100.0,0.06093564,106541,[ 0.737 -0.471 -0.504  0.541  0.073],91.61215,1.481322,-3.4119034
100,-120.54257447507449,100.0,393.2896,1.3596694,240.27058,2.2888185e-06,0.31963718,1.0986345,4400,630.2106821537018,218.99686,0.5327871,1.6705458,,26.26,25575.553,3.55753,5.61718,0.23978257,1.2585696,44,100.0,0.056315333,109167,[ 0.749 -0.456 -0.507  0.529  0.062],90.81929,1.5040783,-2.7120285
100,-120.47951450304994,100.0,364.23373,1.0602297,193.36949,-7.6293944e-08,0.66125417,1.0188389,4500,645.0870640277863,190.56758,0.17807208,1.8185469,,26.36,3053.2385,1.751511,7.1328354,0.22618896,1.029824,45,100.0,0.053356633,111803,[ 0.783 -0.449 -0.519  0.528  0.085],90.85892,1.5011028,-3.2917633
100,-119.99684343105444,100.0,370.1263,1.0461358,224.55457,-5.1116945e-06,0.7238622,1.0158646,4600,660.1140747070312,221.87563,0.10197224,1.8291391,,25.9,1177.5623,1.5189183,5.2782364,0.2235935,1.0121249,46,100.0,0.05226009,114393,[ 0.786 -0.439 -0.519  0.517  0.082],90.73384,1.4939295,-2.7039871
100,-118.64781674110955,100.0,406.1434,1.188222,269.85406,1.6784668e-06,0.43008116,1.0457046,4700,673.5501565933228,262.0859,0.2737914,1.6727813,,24.23,9018.053,3.473444,6.7824173,0.22155121,1.0496049,47,100.0,0.049978077,116816,[ 0.789 -0.438 -0.52   0.505  0.075],90.20653,1.4913795,-2.2888641
100,-119.19196703566651,100.0,400.7142,1.3263295,263.49414,2.4414062e-06,0.55184263,1.0714054,4800,689.4431192874908,249.51808,0.31236595,1.6232458,,25.05,10730.784,2.8107378,4.2191772,0.228693,1.0895878,48,100.0,0.052477743,119321,[ 0.791 -0.463 -0.536  0.533  0.072],90.48367,1.5097662,-2.5533752
100,-120.22161470041675,100.0,440.452,2.3519967,258.2876,7.3242186e-06,0.12525184,1.244655,4900,704.0578253269196,225.8161,1.3536726,1.441858,,25.76,151904.83,10.714595,4.6112595,0.26579854,1.7660747,49,100.0,0.060702294,121897,[ 0.767 -0.472 -0.543  0.562  0.091],90.666016,1.5148226,-2.3745651
100,-121.16211595336443,100.0,362.25998,1.1474992,224.85095,3.2043456e-06,0.5032494,1.0425726,5000,719.2390036582947,216.61763,0.27874374,1.8013452,,27.03,6740.4053,2.0294468,5.3343735,0.23254885,1.0883589,50,100.0,0.05557334,124600,[ 0.729 -0.498 -0.529  0.53   0.096],91.03499,1.5331509,-3.0968018
100,-121.12698425547346,100.0,359.61105,1.1117445,217.82658,5.645752e-06,0.46596602,1.0343368,5100,735.3531761169434,210.95877,0.26781577,2.128534,,27.08,6215.5063,2.2327266,8.105858,0.23155554,1.0836585,51,100.0,0.055392895,127308,[ 0.716 -0.509 -0.526  0.534  0.114],91.05414,1.5408103,-3.2827377
100,-121.05711264813758,100.0,362.84937,1.1252334,197.45259,3.1280517e-06,0.62177783,1.0323825,5200,750.4004278182983,191.53127,0.22965425,1.8130145,,26.8,4777.912,2.118327,6.6191025,0.23007749,1.0514672,52,100.0,0.054747876,129988,[ 0.728 -0.497 -0.531  0.53   0.122],90.96588,1.5527836,-2.8046036
100,-119.40024949479007,100.0,399.05405,1.2959104,231.46214,-4.348755e-06,0.168194,1.0740618,5300,763.5393235683441,217.70702,0.45289877,2.1082344,,25.34,22383.172,3.2304633,7.1539154,0.23466364,1.1662385,53,100.0,0.054145407,132522,[ 0.726 -0.511 -0.53   0.542  0.134],90.57614,1.5701088,-3.2443924
100,-120.94666744588396,100.0,357.84586,1.0078465,231.74503,-6.866455e-06,0.8557044,1.0044366,5400,779.4775838851929,231.1129,0.04552955,1.904981,,26.56,234.88734,1.1584963,8.021545,0.22465436,1.0026295,54,100.0,0.053210758,135178,[ 0.743 -0.502 -0.541  0.526  0.151],90.89258,1.5662048,-2.4694061
100,-120.25299351515551,100.0,383.5196,1.1789668,244.42363,4.5776366e-07,0.4609887,1.0674217,5500,795.6376423835754,233.49228,0.2972329,1.9730124,,26.14,8102.3965,2.128107,6.1948013,0.23053615,1.0944957,55,100.0,0.054121446,137792,[ 0.739 -0.496 -0.539  0.52   0.147],90.7993,1.5396886,-2.7172318
100,-119.99637947242246,100.0,393.5748,1.356097,251.87288,9.841919e-06,0.47055286,1.0777558,5600,808.5416622161865,235.30571,0.40267372,2.060412,,25.77,16166.258,2.8177338,5.7496033,0.23162982,1.1636598,56,100.0,0.053932257,140369,[ 0.715 -0.503 -0.537  0.515  0.121],90.66272,1.5574623,-2.8700104
100,-120.64253933675859,100.0,411.88678,2.150307,223.97296,3.2043456e-06,0.1090195,1.1768106,5700,823.8157525062561,203.9326,1.0406213,1.6836176,,26.48,97532.484,7.7776575,4.3612823,0.26052266,1.6476963,57,100.0,0.06070203,143017,[ 0.687 -0.521 -0.538  0.529  0.139],90.888016,1.5564862,-3.3088684
100,-121.14028269008566,100.0,353.53946,1.0371777,213.521,-1.487732e-05,0.69194865,1.0097244,5800,840.5463235378265,211.84537,0.19212325,1.7992151,,26.96,3241.8284,2.1883297,6.5721283,0.22811887,1.0243757,58,100.0,0.054456837,145713,[ 0.703 -0.472 -0.54   0.523  0.137],91.013336,1.5617194,-2.9310837
100,-120.28547299285012,100.0,375.69647,1.1938672,219.4922,-1.4495849e-06,0.34147123,1.041415,5900,855.012853384018,213.4339,0.34519,1.9199868,,26.05,11298.768,2.299492,8.615524,0.22942603,1.1040894,59,100.0,0.053759154,148318,[ 0.686 -0.465 -0.529  0.52   0.143],90.76503,1.5633067,-2.8571396
100,-120.15537043656889,100.0,469.78683,3.4408584,266.10364,9.307862e-06,0.027049832,1.3825934,6000,868.781810760498,227.18965,1.9130765,1.6519321,,25.84,269825.34,13.243481,4.7912827,0.31625307,2.599624,60,100.0,0.06995742,150902,[ 0.713 -0.467 -0.542  0.538  0.144],90.70006,1.5507804,-2.9598541
100,-120.81036988855664,100.0,365.05652,1.0852317,230.71074,-1.2969971e-06,0.5563075,1.0240818,6100,884.4537754058838,225.6342,0.21946627,1.8366044,,26.5,4574.8105,1.6363275,6.416252,0.22690557,1.053453,61,100.0,0.05367625,153552,[ 0.655 -0.494 -0.515  0.543  0.132],90.88223,1.5489855,-2.7124329
100,-122.12825355337755,100.0,353.9367,1.1871413,205.69931,2.5939942e-06,0.3223062,1.0533786,6200,899.7028586864471,199.17232,0.37427172,2.0417612,,27.87,11235.786,2.1332524,8.8736725,0.23726283,1.130176,62,100.0,0.057606544,156339,[ 0.68  -0.492 -0.52   0.541  0.13 ],91.216,1.5416486,-3.298195
100,-119.33034773747278,100.0,519.2974,6.6183066,303.34833,1.0223389e-05,0.021247901,1.4046638,6300,915.1026105880737,242.32245,2.1909428,1.8679447,,24.95,538463.8,19.545198,7.3396378,0.36886838,2.56046,63,100.0,0.07645294,158834,[ 0.669 -0.51  -0.516  0.545  0.123],90.43445,1.5627038,-2.8877563
100,-121.2648665298069,100.0,376.2946,1.219301,221.7363,6.8664554e-07,0.34366006,1.071992,6400,932.3585658073425,208.26144,0.31605583,2.0645099,,26.84,9536.168,2.1046994,7.213318,0.23598768,1.0966995,64,100.0,0.05616595,161518,[ 0.577 -0.469 -0.458  0.485  0.144],90.96387,1.5636826,-3.1800995
100,-122.23420061455143,100.0,346.28238,1.1677309,203.92514,-8.392334e-07,0.4641028,1.0428922,6500,947.1170027256012,196.60126,0.30248052,2.23272,,28.28,6933.875,2.6460118,7.08049,0.23782584,1.0841998,65,100.0,0.058204155,164346,[ 0.578 -0.445 -0.457  0.46   0.145],91.35544,1.5806855,-3.3117523
100,-120.80020635296353,100.0,373.12527,1.1899636,253.28006,5.41687e-06,0.4995962,1.0315149,6600,961.6786797046661,246.74435,0.2516712,2.018704,,26.15,6121.847,2.1648345,7.014473,0.22799699,1.0580331,66,100.0,0.053546794,166961,[ 0.591 -0.43  -0.456  0.459  0.162],90.76099,1.5983045,-2.8651657
100,-121.34499810747177,100.0,376.82898,1.2725503,220.63835,1.3504028e-05,0.44439012,1.0873953,6700,976.2072756290436,209.92273,0.3767524,2.093685,,27.06,13249.987,2.9634323,7.201767,0.23811495,1.081246,67,100.0,0.05687998,169667,[ 0.573 -0.444 -0.462  0.469  0.179],91.03142,1.5818297,-3.3580322
100,-122.58147773368603,100.0,336.54355,1.0417337,191.54251,-3.967285e-06,0.6907816,1.0213257,6800,991.6465771198273,187.62367,0.09706907,2.3810375,,28.59,831.341,1.3718954,12.635269,0.2341225,1.0118755,68,100.0,0.057658065,172526,[ 0.565 -0.449 -0.462  0.439  0.163],91.424866,1.5820817,-3.4768066
100,-123.35907833792933,100.0,331.3442,1.0582783,188.2692,3.967285e-06,0.758504,1.019627,6900,1008.5198531150818,184.19601,0.1550821,2.2436674,,29.08,1921.9718,1.6117508,8.08049,0.23730712,1.0260261,69,100.0,0.05896676,175434,[ 0.57  -0.459 -0.472  0.453  0.163],91.515884,1.5976568,-3.2021637
100,-123.18847237584403,100.0,323.97794,1.0148565,172.92354,1.7547608e-06,0.8655392,1.0047032,7000,1025.0232877731323,171.79755,0.06242104,2.3131523,,29.27,335.03592,1.2126968,8.950691,0.23552065,1.004493,70,100.0,0.058725532,178361,[ 0.564 -0.458 -0.466  0.454  0.179],91.58261,1.6042638,-3.2607193
100,-118.46081632898418,100.0,409.7076,1.1132174,292.68683,1.9073486e-06,0.62714076,1.0368129,7100,1036.5020360946655,284.1919,0.1915725,1.8184164,,23.89,4779.918,1.7527516,5.366684,0.21934931,1.0480053,71,100.0,0.049121834,180750,[ 0.566 -0.457 -0.465  0.448  0.185],90.08029,1.6216955,-3.017212
100,-121.57436187411857,100.0,394.1324,1.5277464,236.7821,-1.3275147e-05,0.26867974,1.1513052,7200,1052.5261406898499,212.93478,0.80528224,1.9396569,,27.1,56677.156,8.615612,6.792343,0.2539379,1.380249,72,100.0,0.060481455,183460,[ 0.566 -0.465 -0.481  0.46   0.203],91.027725,1.6444825,-3.1409683
100,-119.42295988205902,100.0,428.0011,1.410959,305.65228,-1.9073486e-06,0.4880182,1.1635188,7300,1066.4377048015594,268.4242,0.46520007,1.9402903,,25.33,24546.955,2.6962833,6.251976,0.2446574,1.2081704,73,100.0,0.056344684,185993,[ 0.605 -0.452 -0.495  0.446  0.225],90.57044,1.6875384,-3.2350464
100,-119.96330581120847,100.0,372.85898,1.0929954,251.2807,6.3323973e-06,0.63138235,1.0218116,7400,1080.830928325653,247.29755,0.18194303,2.0941257,,25.87,3653.7122,1.8876019,7.25502,0.22573616,1.0255597,74,100.0,0.052719757,188580,[ 0.619 -0.468 -0.519  0.475  0.269],90.72568,1.6971236,-3.339264
100,-119.7754162560909,100.0,389.85507,1.1887604,249.8562,-2.5939942e-06,0.45679358,1.0621064,7500,1096.925419807434,235.82327,0.39212376,2.2257726,,25.61,15647.421,2.6283846,8.057121,0.22972898,1.1500455,75,100.0,0.053328104,191141,[ 0.608 -0.457 -0.521  0.46   0.278],90.64621,1.7089847,-2.9851685
100,-121.12249398593102,100.0,368.28256,1.3660405,226.18562,1.2283325e-05,0.29032418,1.0646051,7600,1113.5205824375153,217.74829,0.47643918,1.917103,,27.06,18778.611,4.116286,5.477684,0.23592155,1.1646026,76,100.0,0.05635999,193847,[ 0.648 -0.454 -0.534  0.458  0.29 ],91.04785,1.7141325,-2.7545853
100,-119.89983583805252,100.0,365.0903,1.0171123,261.8837,2.8991699e-06,0.840946,1.0042285,7700,1128.424055814743,260.75513,0.07487866,1.9140818,,25.95,609.31964,1.344751,6.2422333,0.2227811,1.006391,77,100.0,0.052120782,196442,[ 0.662 -0.421 -0.53   0.455  0.295],90.75917,1.7187479,-2.8910294
100,-120.86744564394681,100.0,417.46335,2.3319712,269.38696,-1.3732911e-06,0.13480969,1.219721,7800,1141.4583950042725,233.51523,1.0866458,2.1008909,,27.01,106140.42,7.0663676,6.644478,0.27248558,1.8547816,78,100.0,0.06376976,199143,[ 0.663 -0.419 -0.523  0.454  0.3  ],91.04457,1.7240502,-3.3629837
100,-118.53851941657518,100.0,403.69272,1.2261387,299.2822,9.765625e-06,0.47530276,1.062613,7900,1158.149288892746,284.53247,0.3481364,2.1587076,,24.65,12865.1455,2.541981,8.3550415,0.22518189,1.1395814,79,100.0,0.051232666,201608,[ 0.764 -0.418 -0.553  0.451  0.305],90.38226,1.7381318,-3.6040878
