EpRewMean,MaxD2w0t,InitialReturnMax,StdIW,StdD2w0t,Weights,J_sample_variance,InitialReturnMean,InitialReturnMin,MeanEntropy,EntropyCoefficient,InitialReturnStd,Iteration,MaxIW,EpisodesSoFar,TimeElapsed,MeanIW,MinD2w0t,Bound,ReturnMeanIW,EmpiricalD2,MeanD2w0t,TimestepsSoFar,EpLenMean,ReturnStepMax,ReturnStepMaxmin,MinIW,EpThisIter,InitialBound
-79.33243062344239,6995.6016,-4.0609775,1.2212234,859.8426,[-0.878 -0.7   -0.342 -0.439 -0.978],118.36628,-18.055986,-44.091324,0.44147527,,7.8128023,246,23.916046,24600,21252.39884853363,0.6146384,,-16.023674,-14.422994,3239.8503,389.89703,8280646,446.64,100.0,99.0,5.2035836e-07,100,-18.844097
-79.8136817390175,66284.69,2.5724208,1.0113422,3111.478,[-0.879 -0.694 -0.34  -0.45  -0.977],117.90466,-22.010069,-59.042713,0.44147423,,13.80051,247,36.825443,24700,21372.795202970505,0.48995742,,-17.543129,-15.700035,5737.556,618.2375,8316775,361.29,100.0,99.0,1.9817915e-05,100,-22.80296
-72.25916243830868,391483.6,1.2931545,2.6400688,10307.821,[-0.875 -0.694 -0.353 -0.446 -0.977],466.01187,-20.227474,-67.625565,0.4382499,,12.142632,248,63.236946,24800,21512.747580766678,0.81183594,,-16.58027,-14.568278,24451.445,1918.2522,8356958,401.83,100.0,99.0,4.0066442e-07,100,-20.945318
-65.84856952384962,110967.64,8.240084,1.2451143,3757.7458,[-0.87  -0.693 -0.365 -0.451 -0.981],160.00845,-18.125599,-69.205215,0.43740964,,13.063681,249,25.383804,24900,21639.398765325546,0.54274976,,-14.443502,-12.80341,8517.73,780.6095,8394169,372.11,100.0,99.0,1.940126e-06,100,-18.779758
-76.37926327273394,4235.022,8.385132,0.8200352,360.3174,[-0.866 -0.685 -0.377 -0.452 -0.982],245.0258,-20.024818,-56.976185,0.437574,,15.627363,250,14.459887,25000,21755.58211350441,0.5453428,,-16.496729,-15.092943,947.93945,121.72787,8426609,324.4,100.0,99.0,5.4831016e-05,100,-20.78359
-71.35123998018474,26748.838,1.05859,1.6537673,1051.9398,[-0.873 -0.692 -0.379 -0.442 -0.981],238.12953,-18.963177,-70.60319,0.43831804,,13.239637,251,26.680454,25100,21883.776960611343,0.7101229,,-15.865086,-14.308883,2396.304,269.7072,8464317,377.08,100.0,99.0,9.184319e-06,100,-19.672
-72.9701693990166,61302.14,7.980283,2.712649,1972.0072,[-0.875 -0.688 -0.393 -0.445 -0.981],580.20807,-21.327286,-70.7674,0.44377998,,18.678467,252,63.643818,25200,22006.617283821106,0.7088757,,-18.519659,-17.03629,3034.9963,301.5876,8499464,351.47,100.0,99.0,0.00013167724,100,-22.05219
-66.61772899212112,3913.7346,4.947923,1.8374468,453.14145,[-0.873 -0.684 -0.378 -0.439 -0.975],200.33858,-17.004484,-68.91735,0.4422069,,13.737217,253,44.302776,25300,22143.23812198639,0.8010953,,-14.806495,-13.529515,1476.4944,189.69626,8538731,392.67,100.0,99.0,5.7899237e-05,100,-17.666285
-72.01535115641661,3281.7192,8.013724,2.6711009,330.5512,[-0.868 -0.686 -0.375 -0.454 -0.977],444.98907,-21.103374,-69.79602,0.44269606,,18.048525,254,66.18541,25400,22260.27412700653,0.8179453,,-18.44681,-17.09076,868.0189,111.68261,8571030,322.99,100.0,99.0,5.2192343e-05,100,-21.818796
-61.096582975721056,109320.516,14.172894,21.083332,7754.9414,[-0.868 -0.692 -0.371 -0.446 -0.976],2005.4557,-17.958744,-77.43996,0.43774298,,16.072002,255,646.847,25500,22384.99104309082,1.8945475,,-13.517318,-11.536198,25699.127,2431.3896,8608961,379.31,100.0,99.0,2.822444e-06,100,-18.565695
-67.98303944136619,4912.7163,11.868696,5.596113,364.70407,[-0.877 -0.693 -0.366 -0.46  -0.981],281.1355,-19.620047,-74.90717,0.43586552,,18.07797,256,148.38387,25600,22508.751621723175,1.0459957,,-17.804531,-16.580902,1022.82,131.9641,8644637,356.76,100.0,99.0,1.5317253e-05,100,-20.29541
-61.80471268305947,37503.242,17.371023,1.7556264,1741.0254,[-0.873 -0.697 -0.371 -0.45  -0.983],462.6316,-17.721348,-67.82215,0.43628395,,16.47317,257,67.50513,25700,22638.047709465027,0.71293336,,-14.706553,-13.327062,4935.0205,535.5656,8683616,389.79,100.0,99.0,8.604057e-06,100,-18.335333
-72.04157955316532,7594.3125,8.091316,3.3596256,281.67007,[-0.876 -0.696 -0.362 -0.46  -0.983],652.9592,-21.691721,-73.24971,0.40290797,,17.879389,258,79.22467,25800,22752.66319990158,0.9357767,,-20.229748,-18.881926,655.02795,82.27216,8717753,341.37,100.0,99.0,4.485047e-05,100,-22.407404
-68.7262040286937,4846.6543,8.174458,1.1137297,439.83954,[-0.859 -0.693 -0.345 -0.451 -1.016],89.508514,-18.457165,-69.53025,0.403418,,13.051585,259,20.96142,25900,22882.078040122986,0.5766226,,-16.253557,-14.951811,1395.4341,175.59505,8756051,382.98,100.0,99.0,2.3691291e-05,100,-19.139912
-72.51381941595375,82293.04,0.8256809,0.73426723,3024.085,[-0.861 -0.698 -0.34  -0.443 -1.016],225.66162,-20.61848,-68.31333,0.40275136,,13.370981,260,15.412531,26000,23028.061763048172,0.4452569,,-15.88831,-14.171366,9044.9375,855.51086,8797980,419.29,100.0,99.0,5.784247e-06,100,-21.338852
-61.210469784171416,16603.727,9.79229,1.274428,895.5438,[-0.856 -0.696 -0.35  -0.449 -1.016],331.8222,-17.662224,-69.69947,0.4039773,,14.806801,261,26.282497,26100,23164.102996587753,0.71423596,,-16.368187,-15.19374,2348.3726,281.4587,8838965,409.85,100.0,99.0,1.5183625e-05,100,-18.270306
-65.63071357893833,79310.74,3.7392447,1.822261,4090.5515,[-0.853 -0.699 -0.36  -0.442 -1.015],203.32127,-19.982855,-66.58324,0.39845663,,12.227569,262,67.742744,26200,23306.040687322617,0.6431677,,-18.126394,-16.501766,11921.281,1179.8787,8882142,431.77,100.0,99.0,1.888187e-06,100,-20.63485
-69.0433935811387,18773.246,6.821977,6.5908437,1677.3472,[-0.845 -0.696 -0.371 -0.442 -1.02 ],228.7915,-16.899313,-59.655457,0.39884546,,10.252327,263,248.07367,26300,23455.70269393921,1.2752914,,-14.26723,-12.672077,6298.7236,657.94507,8924580,424.38,100.0,99.0,6.815151e-06,100,-17.58521
-66.38631906323694,6044.3525,10.539926,1.222488,558.5568,[-0.842 -0.692 -0.375 -0.453 -1.02 ],247.77672,-21.278786,-78.34616,0.39086926,,16.823713,264,37.26096,26400,23579.270082712173,0.5365391,,-17.264156,-15.978509,1723.0178,208.09518,8959549,349.69,100.0,99.0,0.0001353072,100,-21.938292
-63.44367043004633,6833.093,0.09301278,2.0276475,690.73706,[-0.857 -0.697 -0.38  -0.442 -1.028],214.95567,-19.23003,-72.840515,0.38818485,,15.334104,265,53.795994,26500,23715.662716150284,0.68715936,,-17.571537,-16.271727,2262.5974,287.23083,8999845,402.96,100.0,99.0,1.6967788e-05,100,-19.860296
-67.63054210769378,150216.97,8.015356,2.0878403,7769.142,[-0.852 -0.69  -0.383 -0.426 -1.031],422.99637,-18.7282,-67.636406,0.38590372,,13.077546,266,58.901875,26600,23864.179059505463,0.60261685,,-16.170097,-14.270847,25202.947,2313.809,9042423,425.78,100.0,99.0,6.607736e-07,100,-19.400063
-66.89774356561755,70410.25,19.969934,4.365801,2305.5896,[-0.864 -0.686 -0.376 -0.432 -1.033],841.7497,-19.590622,-69.331764,0.38639575,,15.159854,267,115.61957,26700,23999.687437534332,0.92099327,,-14.677211,-12.9787445,5281.938,561.24133,9081422,389.99,100.0,99.0,6.38594e-05,100,-20.255203
-75.93418958080379,1186.2793,13.1151495,3.4534557,167.14597,[-0.848 -0.693 -0.356 -0.434 -1.033],345.36435,-19.577505,-68.15452,0.38547242,,11.626391,268,136.69984,26800,24140.229822397232,0.99078107,,-18.825846,-17.621517,559.51306,83.0064,9123265,418.43,100.0,99.0,1.8055125e-05,100,-20.331858
-73.29278342792328,1751.3247,3.6102753,1.0408776,55.122494,[-0.851 -0.687 -0.355 -0.442 -1.033],215.57918,-21.672152,-64.382095,0.39699313,,13.612103,269,18.971699,26900,24264.34770321846,0.5883591,,-17.433867,-16.292265,194.75577,25.84566,9160815,375.5,100.0,99.0,0.00020353416,100,-22.400263
-69.80076825843086,19721.889,-1.2048028,5.6621213,2045.5,[-0.869 -0.654 -0.355 -0.416 -1.022],299.82495,-19.154936,-66.672356,0.39624062,,12.199733,270,213.49362,27000,24400.00678706169,1.0520824,,-17.75509,-16.071991,6981.88,748.5226,9200070,392.55,100.0,99.0,1.3281115e-06,100,-19.848356
-79.33242477492092,16.907864,4.6809444,0.99016255,3.181571,[-0.872 -0.653 -0.353 -0.428 -1.023],335.9556,-21.337784,-69.63656,0.39064938,,15.406947,271,14.675832,27100,24520.90972018242,0.93687344,,-21.256388,-20.34234,7.715736,2.5836196,9233279,332.09,100.0,99.0,0.007365887,100,-22.125895
-68.22831069963303,68678.0,8.888302,0.9632523,1930.532,[-0.878 -0.654 -0.357 -0.421 -1.028],135.0672,-16.311615,-65.72659,0.38840678,,13.501685,272,17.629848,27200,24656.25534749031,0.5620339,,-13.099138,-11.512427,4940.209,451.68265,9270634,373.55,100.0,99.0,2.0853884e-05,100,-16.989414
-71.74896072162569,1363.5208,9.406142,9.811582,138.72668,[-0.873 -0.651 -0.368 -0.422 -1.031],244.87593,-20.290934,-72.28126,0.3924155,,16.817137,273,315.19394,27300,24779.65403199196,1.3995719,,-18.012577,-16.843925,368.80115,56.35281,9305084,344.5,100.0,99.0,0.00032616733,100,-21.003708
-73.02465477599121,7015.5312,7.1659417,1.3501261,545.43915,[-0.86  -0.651 -0.364 -0.412 -1.027],160.16196,-19.714296,-64.73419,0.37876114,,14.19202,274,29.092289,27400,24921.098295211792,0.5288646,,-16.774433,-15.189931,1643.3285,214.1329,9344167,390.83,100.0,99.0,8.358739e-05,100,-20.439743
-62.02165818334609,128325.5,11.900862,28.01251,10968.015,[-0.861 -0.635 -0.373 -0.394 -1.04 ],1529.3643,-15.4874,-52.95572,0.3774675,,11.698881,275,969.1996,27500,25075.42934703827,2.577213,,-10.31626,-8.157234,44799.24,3912.2412,9386702,425.35,100.0,99.0,1.970731e-06,100,-16.10354
-72.1660722235981,676517.2,12.5203495,5.2051587,19768.168,[-0.855 -0.632 -0.376 -0.406 -1.041],709.5568,-20.503096,-69.730194,0.37234128,,17.693262,276,115.55535,27600,25198.525678157806,1.1228515,,-17.1557,-14.19809,43561.406,3363.7146,9419843,331.41,100.0,99.0,1.319222e-08,100,-21.220015
-68.54205828276204,67863.695,9.202495,2.5097735,3610.917,[-0.856 -0.626 -0.39  -0.411 -1.047],484.99066,-23.121292,-76.32518,0.3708752,,21.257168,277,86.110695,27700,25302.622327566147,0.70414156,,-15.635234,-13.744555,5082.641,568.4504,9448098,282.55,100.0,99.0,1.5489328e-05,100,-23.802208
-65.6662302104524,46894.035,17.265352,0.69541484,1716.1038,[-0.859 -0.63  -0.377 -0.411 -1.048],170.62895,-19.268627,-69.90866,0.37711644,,15.299997,278,15.228496,27800,25428.214822292328,0.40809992,,-14.886655,-13.279229,5440.223,518.436,9482242,341.44,100.0,99.0,1.3198758e-05,100,-19.920975
-75.27452660979347,44149.727,2.7137325,1.860888,1382.6956,[-0.875 -0.616 -0.377 -0.389 -1.042],330.3631,-19.481861,-71.75824,0.36572307,,16.056732,279,49.063015,27900,25552.899070978165,0.7774192,,-16.29185,-14.603038,2351.5427,257.90845,9516788,345.46,100.0,99.0,4.8810593e-06,100,-20.229658
-73.33599480549617,483087.75,7.475561,3.7365656,11222.936,[-0.895 -0.625 -0.4   -0.389 -1.053],370.25928,-20.770998,-71.08464,0.36434177,,14.362574,280,109.88352,28000,25682.86530637741,0.95284486,,-16.485073,-14.371204,19635.52,1491.4342,9551958,351.7,100.0,99.0,3.5882751e-06,100,-21.49954
-73.09184455816491,38806.953,10.465338,1.5518175,1808.5759,[-0.888 -0.63  -0.412 -0.395 -1.055],402.92035,-20.08025,-74.081604,0.36344275,,17.832514,281,31.573877,28100,25808.147471427917,0.6229411,,-16.775196,-15.177739,4422.1675,402.82404,9586652,346.94,100.0,99.0,2.0322586e-05,100,-20.806366
-60.987101854272886,56712.9,7.460276,1.2965666,2424.9282,[-0.891 -0.626 -0.4   -0.389 -1.055],546.4772,-19.086481,-71.19557,0.35742855,,16.182652,282,23.100834,28200,25946.448355674744,0.64380115,,-16.50847,-15.026469,6033.5625,612.0978,9624520,378.68,100.0,99.0,1.17528625e-05,100,-19.692345
-68.63645999255755,3679.058,10.075861,1.1539805,433.48572,[-0.888 -0.634 -0.385 -0.395 -1.061],236.0189,-18.115273,-70.96615,0.3349848,,13.566989,283,17.145836,28300,26090.81935954094,0.6291554,,-16.248814,-14.96083,1417.7214,188.48268,9664283,397.63,100.0,99.0,3.4802908e-06,100,-18.797127
-71.90491551445928,80196.59,11.151441,1.9327761,2005.2943,[-0.896 -0.637 -0.385 -0.408 -1.084],175.62137,-17.476227,-64.06195,0.33411452,,14.994858,284,41.96423,28400,26219.053003311157,0.6294602,,-13.345619,-11.762312,3260.276,335.80103,9699396,351.13,100.0,99.0,1.2122018e-05,100,-18.190552
-69.15739098771677,66372.86,7.2999163,0.9566522,3904.914,[-0.894 -0.636 -0.397 -0.402 -1.085],421.83517,-21.386433,-69.30617,0.33971587,,16.840778,285,21.253132,28500,26344.23404431343,0.4801683,,-17.774736,-15.834972,10734.251,973.62946,9734001,346.05,100.0,99.0,5.787646e-06,100,-22.073462
-66.22264250388838,5826.5,13.398662,1.0196023,528.87463,[-0.891 -0.64  -0.385 -0.398 -1.079],168.89609,-19.546057,-67.75663,0.33349797,,12.537369,286,24.002186,28600,26487.057371377945,0.5458579,,-16.305067,-14.876746,1619.7705,222.37146,9773129,391.28,100.0,99.0,1.01003625e-05,100,-20.203932
-67.34861216565561,75167.64,3.8429961,1.305185,3050.881,[-0.89  -0.622 -0.388 -0.377 -1.085],297.79224,-19.338896,-71.89334,0.3350561,,13.468121,287,32.32064,28700,26639.712291002274,0.6029668,,-16.200256,-14.555574,8036.4434,829.28595,9815192,420.63,100.0,99.0,1.3664323e-06,100,-20.007956
-61.884217207324916,19768.06,11.623748,0.651263,1231.6562,[-0.889 -0.616 -0.4   -0.376 -1.084],163.67252,-17.99252,-70.69776,0.32323593,,14.750489,288,7.382891,28800,26786.31959104538,0.40759027,,-13.324289,-11.925544,3264.8174,378.3774,9855035,398.43,100.0,99.0,3.0333196e-05,100,-18.607298
-74.14451000214991,5481.2524,1.3386109,1.8177361,609.66986,[-0.963 -0.621 -0.425 -0.37  -1.096],929.1928,-22.249693,-71.410385,0.32312638,,15.530572,289,38.620438,28900,26930.15896177292,0.84222484,,-19.479,-18.020994,2145.2207,256.2574,9894664,396.29,100.0,99.0,8.88887e-06,100,-22.986265
-70.94662478595316,6862.6763,14.015512,1.2042251,399.67627,[-0.963 -0.613 -0.43  -0.376 -1.096],214.97923,-18.778522,-70.49784,0.32095248,,16.022797,290,19.080194,29000,27059.95401096344,0.6330501,,-16.167706,-14.861377,1037.5001,120.1859,9930708,360.44,100.0,99.0,1.198765e-05,100,-19.483326
-64.50584992709665,12374.265,13.231341,1.5614622,1278.8215,[-0.967 -0.617 -0.421 -0.373 -1.098],121.72993,-18.122099,-73.312416,0.3221745,,15.00987,291,33.104637,29100,27197.943782806396,0.70590377,,-16.314423,-14.88135,4388.5386,500.33145,9969781,390.73,100.0,99.0,5.0220755e-05,100,-18.76292
-68.75908500859117,8108.1396,5.457052,1.3442748,802.0198,[-0.965 -0.622 -0.417 -0.364 -1.097],215.10217,-18.984657,-68.63867,0.31899336,,11.427689,292,28.522648,29200,27353.57021331787,0.6278842,,-17.317091,-15.934551,2952.292,357.15256,10012947,431.66,100.0,99.0,5.91939e-06,100,-19.66773
-74.66220928620524,307297.16,0.12201572,4.034727,11185.129,[-0.955 -0.63  -0.413 -0.358 -1.1  ],146.70644,-19.766779,-69.62788,0.33297965,,12.125659,293,279.56412,29300,27516.250812530518,0.76420546,,-16.119102,-13.671476,43532.45,3795.751,10057832,448.85,100.0,99.0,3.4924367e-06,100,-20.508495
-68.7247147622379,9946.842,11.957953,1.2077025,869.4764,[-0.958 -0.632 -0.425 -0.367 -1.086],157.92076,-17.49755,-66.49939,0.33434218,,11.69076,294,25.196548,29400,27675.48198580742,0.6113619,,-16.227474,-14.832892,3073.8105,379.39325,10101734,439.02,100.0,99.0,3.3734792e-05,100,-18.18028
-69.08880463964664,20014.074,2.2251112,1.6552467,1545.7405,[-0.952 -0.628 -0.43  -0.355 -1.085],176.4218,-18.543503,-59.998867,0.33897784,,10.661087,295,30.66807,29500,27833.675206661224,0.70978826,,-17.05373,-15.55736,5585.6743,606.22754,10145957,442.23,100.0,99.0,2.8118534e-06,100,-19.229849
-69.07509924314293,22458.5,1.0689231,2.8206902,2324.41,[-0.945 -0.623 -0.439 -0.351 -1.08 ],1998.2115,-18.654217,-70.20786,0.33812883,,14.055114,296,78.03018,29600,27992.293697834015,0.8617869,,-14.561525,-12.876146,9220.535,1002.43616,10190844,448.87,100.0,99.0,1.1102116e-05,100,-19.34043
-64.6959256786689,206861.39,12.233087,8.895545,8463.59,[-0.943 -0.602 -0.438 -0.351 -1.081],450.3615,-18.11052,-75.3813,0.33547717,,15.32634,297,356.73773,29700,28135.68300509453,1.3706418,,-14.921686,-12.94508,22948.738,2079.85,10230182,393.38,100.0,99.0,7.859935e-07,100,-18.753227
-65.64255751159862,97714.69,2.657079,1.2735478,7007.8477,[-0.944 -0.6   -0.425 -0.345 -1.083],291.4725,-19.073671,-70.38326,0.3327576,,14.585157,298,25.571098,29800,28289.522583961487,0.53763217,,-15.362795,-13.439333,25362.082,2284.537,10272364,421.82,100.0,99.0,5.937473e-07,100,-19.725782
-62.4060514202899,13734.053,4.4863157,0.7678003,1077.5404,[-0.938 -0.598 -0.434 -0.352 -1.086],148.08185,-17.346775,-63.606964,0.33092386,,13.539496,299,10.979424,29900,28434.53483438492,0.48807767,,-15.106711,-13.813216,3218.089,364.6755,10311744,393.8,100.0,99.0,8.228129e-05,100,-17.966736
-58.03513772973056,89399.07,13.724497,1.4341961,3452.4053,[-0.935 -0.596 -0.442 -0.343 -1.088],316.37195,-15.972781,-73.38122,0.33434245,,15.332896,300,25.076221,30000,28580.495519399643,0.59633,,-12.62548,-11.234695,7641.8887,765.63904,10352037,402.93,100.0,99.0,8.835692e-06,100,-16.549318
-66.19117023630788,17209.023,3.9972594,1.3240768,852.69354,[-0.923 -0.59  -0.423 -0.338 -1.085],185.15091,-17.861069,-74.37319,0.3334962,,12.490921,301,28.185001,30100,28733.616694927216,0.6805208,,-16.4136,-15.193364,2532.2634,297.95386,10394964,429.27,100.0,99.0,4.4038006e-05,100,-18.518633
-67.95546090175654,22718.012,4.9721513,1.1830277,2045.1698,[-0.926 -0.585 -0.413 -0.341 -1.085],161.16608,-20.169928,-71.77362,0.33567098,,15.32433,302,25.860718,30200,28874.461038589478,0.57415384,,-17.239365,-15.663103,6986.6504,733.7618,10433976,390.12,100.0,99.0,6.1449273e-06,100,-20.845015
-61.878555027341065,60334.305,12.719202,1.2936854,2169.4026,[-0.919 -0.585 -0.419 -0.332 -1.083],111.52458,-18.094353,-72.13591,0.3233643,,13.821123,303,27.683031,30300,29027.398642778397,0.5933279,,-15.534681,-14.286134,5799.7544,584.04095,10475861,418.85,100.0,99.0,1.436087e-06,100,-18.70907
-68.40512697436456,12545.575,12.6720915,2.0472445,1069.6969,[-0.898 -0.6   -0.423 -0.342 -1.096],1207.3795,-19.771217,-69.887276,0.31936687,,14.689017,304,52.216873,30400,29172.420637369156,0.80357313,,-17.620474,-16.075708,3457.4946,405.00266,10516122,402.61,100.0,99.0,1.9784718e-05,100,-20.450773
-69.27660449015345,58022.547,10.749122,1.4227914,3710.956,[-0.903 -0.592 -0.435 -0.344 -1.1  ],321.06308,-18.54214,-74.563614,0.32028753,,14.519376,305,30.54539,30500,29309.809445619583,0.686622,,-16.520758,-14.729754,10475.401,1006.0944,10553728,376.06,100.0,99.0,2.0627613e-06,100,-19.230352
-75.82718912855421,27242.512,6.0251994,2.5602326,2024.7252,[-0.897 -0.586 -0.444 -0.344 -1.099],625.8365,-23.447641,-79.049835,0.32083192,,18.137815,306,80.55666,30600,29425.776497602463,0.73453,,-17.507793,-15.590498,5323.0386,554.81555,10585654,319.26,100.0,99.0,4.3258122e-05,100,-24.200932
-62.565179452161075,35660.68,6.2857585,11.734653,2145.5037,[-0.896 -0.59  -0.433 -0.338 -1.098],719.5215,-22.411026,-78.42645,0.3247999,,20.011337,307,501.93832,30700,29563.764662265778,1.3592203,,-19.69791,-18.293955,6922.7827,682.1926,10623817,381.63,100.0,99.0,1.6450262e-05,100,-23.032566
-62.48933175650842,4519.5693,7.8612657,1.8603617,594.0044,[-0.902 -0.588 -0.423 -0.336 -1.094],293.0829,-19.730862,-69.02201,0.32314515,,14.88849,308,56.0337,30800,29708.954220056534,0.723216,,-18.329117,-17.123808,2079.8523,259.02243,10663790,399.73,100.0,99.0,4.2965592e-05,100,-20.35165
-62.61456494366251,29799.562,6.4117265,1.2612218,1241.5416,[-0.901 -0.585 -0.424 -0.346 -1.096],279.9576,-19.738752,-79.2728,0.30213216,,17.455727,309,25.186079,30900,29843.583552598953,0.64063483,,-15.381487,-13.925999,2806.0122,317.04837,10701423,376.33,100.0,99.0,3.0013416e-05,100,-20.360785
-59.552958823780834,4959.177,7.3072844,1.8061237,504.79688,[-0.871 -0.571 -0.398 -0.336 -1.117],204.94496,-17.279312,-73.302315,0.30227104,,15.980128,310,78.77857,31000,29988.35893845558,0.5944322,,-15.588858,-14.45624,1597.37,208.26372,10741203,397.8,100.0,99.0,5.4344117e-05,100,-17.870932
-63.56035357191256,2.8292608,4.552064,0.7674249,0.6802507,[-0.871 -0.568 -0.405 -0.325 -1.117],107.57264,-16.258305,-59.81027,0.30237448,,10.42361,311,10.379427,31100,30141.78015089035,0.9230989,,-16.509735,-15.853124,2.1842494,1.3094665,10783461,422.58,100.0,99.0,0.091989554,100,-16.889732
-63.985571304122075,125932.305,8.481929,1.5490836,4395.1265,[-0.868 -0.569 -0.407 -0.323 -1.117],174.41035,-18.358826,-70.97165,0.3029718,,12.563949,312,40.103493,31200,30291.828106164932,0.63372344,,-15.887116,-14.4504795,11419.952,1023.19696,10825805,423.44,100.0,99.0,2.8664658e-07,100,-18.994478
-53.15751064672193,33736.78,3.942177,2.2325714,1184.6207,[-0.86  -0.577 -0.417 -0.327 -1.116],185.72281,-16.936394,-62.751358,0.30471376,,11.192677,313,46.732105,31300,30450.050369262695,0.76323974,,-14.804375,-13.661815,3491.887,402.17563,10868750,429.45,100.0,99.0,5.3852955e-07,100,-17.464476
-70.03785228544405,5376.394,6.7090335,1.4823688,586.3491,[-0.866 -0.572 -0.43  -0.326 -1.114],177.64684,-17.065453,-57.80884,0.32373667,,13.723654,314,40.231575,31400,30591.351403951645,0.65693796,,-13.957998,-12.52939,1895.4219,228.38348,10907043,382.93,100.0,99.0,3.3313958e-05,100,-17.761227
-58.60536322448774,323261.34,9.305547,2.6472406,9260.604,[-0.877 -0.562 -0.432 -0.309 -1.095],382.76627,-18.150448,-69.69679,0.31796357,,17.071344,315,68.82948,31500,30736.786242723465,0.75761044,,-13.199269,-11.604917,24360.135,2072.7876,10947102,400.59,100.0,99.0,5.34924e-07,100,-18.73265
-55.63536227854758,6.024315,2.4534464,1.2361478,1.4475421,[-0.888 -0.543 -0.423 -0.302 -1.101],172.06339,-16.148077,-62.928825,0.31790096,,12.640866,316,17.866959,31600,30877.474487781525,0.969624,,-16.154196,-15.551958,4.213795,1.8946463,10986693,395.91,100.0,99.0,0.01169309,100,-16.700773
-62.57415104143351,1004.0844,8.02879,1.0467767,136.3676,[-0.887 -0.546 -0.422 -0.299 -1.101],156.18436,-19.120447,-72.67141,0.3183654,,14.165739,317,15.240685,31700,31019.35581278801,0.74795866,,-18.674408,-17.72502,434.4735,67.07486,11027152,404.59,100.0,99.0,4.54631e-05,100,-19.742077
-58.25620349078051,1915.4005,7.2378163,1.8967215,180.49295,[-0.887 -0.554 -0.425 -0.293 -1.101],262.83325,-19.291632,-72.721275,0.31616855,,13.822946,318,58.832737,31800,31168.200224637985,0.8795252,,-18.976871,-18.104507,596.762,84.99259,11070195,430.43,100.0,99.0,4.0174535e-05,100,-19.870365
-57.359831006124,30233.639,0.8595063,3.1208344,2223.8962,[-0.888 -0.566 -0.436 -0.293 -1.103],178.05396,-19.243036,-72.72368,0.32030505,,15.07269,319,62.144615,31900,31323.419006824493,0.97962236,,-16.86857,-15.59196,8293.975,835.438,11113691,434.96,100.0,99.0,2.1681051e-05,100,-19.812866
-62.834746011101295,34990.688,6.5987964,1.89857,2389.6282,[-0.876 -0.573 -0.443 -0.302 -1.099],201.20284,-18.27907,-67.7602,0.30520698,,13.709415,320,64.49064,32000,31469.050015211105,0.6580213,,-15.484405,-14.094749,7909.542,833.8876,11154157,404.66,100.0,99.0,1.1278262e-05,100,-18.90329
-62.772119629467795,22753.918,14.893275,4.165765,1546.0441,[-0.893 -0.555 -0.439 -0.297 -1.114],330.5267,-18.747395,-76.069756,0.30393028,,18.281496,321,91.95369,32100,31610.96169567108,1.0301926,,-14.354952,-13.08018,4701.6685,484.85828,11193548,393.91,100.0,99.0,3.900608e-06,100,-19.370989
-61.01997058730132,1129.2854,6.305612,2.0248172,154.0918,[-0.9   -0.552 -0.43  -0.294 -1.115],167.6258,-20.599487,-72.141304,0.30395663,,14.993783,322,52.258163,32200,31762.431438446045,0.8130723,,-19.059818,-18.13128,554.405,81.16444,11236072,425.24,100.0,99.0,0.0001108121,100,-21.205677
-56.324015882611555,73563.97,23.58118,6.2616763,8469.917,[-0.896 -0.559 -0.434 -0.288 -1.115],1493.7528,-17.192032,-71.39844,0.30932423,,12.708709,323,332.99896,32300,31920.64542388916,0.74124205,,-14.943698,-13.107946,38685.465,3546.1174,11281499,454.27,100.0,99.0,7.0737156e-07,100,-17.75157
-59.298807947761304,23005.871,13.353718,3.1198819,1300.7632,[-0.899 -0.559 -0.439 -0.302 -1.11 ],247.36963,-17.93366,-70.164085,0.30358878,,15.097418,324,171.37059,32400,32066.48193383217,0.8180886,,-15.777401,-14.502337,4275.8604,457.40488,11322208,407.09,100.0,99.0,3.737949e-05,100,-18.522753
-58.05479022996626,13424.453,5.311243,1.1544418,1316.166,[-0.9   -0.562 -0.428 -0.3   -1.115],202.21231,-15.865072,-67.20554,0.29654247,,11.47932,325,23.150143,32500,32224.8864505291,0.6034626,,-13.880006,-12.579158,5064.923,584.6162,11366478,442.7,100.0,99.0,1.715833e-06,100,-16.441805
-62.084168903699,2827.166,1.6359924,1.2082098,159.65395,[-0.904 -0.56  -0.436 -0.309 -1.122],201.21948,-17.762161,-68.26949,0.29671934,,12.040756,326,26.82701,32600,32374.94465780258,0.69040096,,-17.2041,-16.240839,460.27133,68.10455,11408036,415.58,100.0,99.0,4.1084397e-05,100,-18.378923
-64.10636574390917,257958.78,16.707588,5.1427617,12573.502,[-0.909 -0.559 -0.428 -0.312 -1.122],1041.144,-19.552197,-69.9238,0.2936048,,16.105291,327,265.13593,32700,32510.482312202454,0.9253328,,-14.33019,-12.004391,40431.15,3558.422,11446898,388.62,100.0,99.0,1.6109868e-07,100,-20.189049
