InitialReturnMax,MaxD2w0t,Iteration,EpLenMean,MaxIW,Weights,MinIW,ReturnStepMaxmin,EpThisIter,InitialReturnMin,MinD2w0t,InitialReturnStd,StdD2w0t,StdIW,EpRewMean,ReturnMeanIW,EmpiricalD2,InitialReturnMean,TimeElapsed,MeanD2w0t,J_sample_variance,MeanEntropy,MeanIW,TimestepsSoFar,ReturnStepMax,Bound,InitialBound,EpisodesSoFar
-60.394653,1.000042,24,45.58,1.0106769,[-0.37  -0.679 -0.485 -0.254  0.001],0.9839765,99.20048,100,-96.56094,,8.299187,0.2878337,0.0044867583,-121.7056869542476,-82.516365,1.0000209,-82.55772,285.437481880188,0.09116072,69.55528,1.4195625,0.9995036,110039,100.0,-2732.3906,-2732.4158,2400
-66.646515,1.0000783,25,44.73,1.0130551,[-3.707e-01 -6.794e-01 -4.853e-01 -2.536e-01  6.734e-04],0.98840594,99.175446,100,-98.53163,,7.4101505,0.28540918,0.004889193,-123.04628832225819,-84.14405,1.0000296,-84.213356,299.3782160282135,0.08946164,54.695618,1.4198941,0.9992195,114512,100.0,-2679.6445,-2679.684,2500
-61.00237,1.0002127,26,45.96,1.0371028,[-0.371 -0.679 -0.485 -0.254  0.001],0.976092,99.10695,100,-96.15976,,8.285947,0.28892905,0.009802594,-122.01960505165893,-82.288826,1.0001037,-82.433395,312.8238706588745,0.09192385,66.28183,1.4199224,0.9983978,119108,100.0,-2633.1348,-2633.214,2600
-61.17547,1.0001497,27,45.79,1.0272752,[-0.371 -0.679 -0.485 -0.254  0.001],0.974887,99.218254,100,-99.1711,,7.737418,0.28844818,0.009043278,-121.97130091160045,-82.479805,1.0000751,-82.616425,324.56616830825806,0.091583654,60.29572,1.4199152,0.99828947,123687,100.0,-2739.4805,-2739.5513,2700
-55.782925,1.0000881,28,45.44,1.014194,[-0.372 -0.679 -0.485 -0.254  0.001],0.9775828,99.001236,100,-95.43786,,8.97058,0.28745222,0.0061234534,-121.36989832072805,-82.36898,1.0000393,-82.44384,336.7575521469116,0.09088236,81.56867,1.4193949,0.9989525,128231,100.0,-2669.3564,-2669.3943,2800
-55.09785,1.0000741,29,47.19,1.0210485,[-3.722e-01 -6.794e-01 -4.854e-01 -2.541e-01  4.794e-04],0.98688304,99.07636,100,-97.93143,,8.355733,0.2923667,0.005857529,-121.67104041330471,-81.43582,1.0000329,-81.49807,348.76856088638306,0.09438164,71.049324,1.4194925,0.9991182,132950,100.0,-2745.3147,-2745.349,2900
-51.10355,1.0002352,30,45.49,1.0350515,[-3.723e-01 -6.788e-01 -4.853e-01 -2.539e-01  5.706e-04],0.97013646,99.06157,100,-99.01795,,8.347544,0.28759477,0.010867095,-121.60984946946533,-82.320435,1.0001402,-82.53362,362.2542006969452,0.09098539,73.32286,1.4200069,0.9970537,137499,100.0,-2717.6245,-2717.7417,3000
-62.54978,1.0002128,31,45.62,1.0242014,[-0.372 -0.679 -0.485 -0.254  0.001],0.9523978,99.21497,100,-96.21925,,8.17697,0.28796756,0.0103738345,-119.23627769811974,-80.54026,1.0001154,-80.67764,374.10043454170227,0.091243684,67.37642,1.419837,0.9981821,142061,100.0,-2621.7861,-2621.864,3100
-59.375946,1.0001107,32,45.24,1.0190353,[-0.372 -0.678 -0.485 -0.254  0.001],0.98291516,99.25359,100,-98.14434,,8.242234,0.28687108,0.006982687,-121.3357769438665,-82.42143,1.0000647,-82.517166,385.8611409664154,0.09048213,67.40979,1.4202602,0.9989148,146585,100.0,-2677.932,-2677.9878,3200
-57.907066,1.0002218,33,44.72,1.0364219,[-0.372 -0.678 -0.485 -0.254  0.001],0.95897114,99.215126,100,-97.3775,,7.7934957,0.28538376,0.011191648,-121.82779324810848,-82.991196,1.0001132,-83.14474,397.84367203712463,0.08944326,60.126846,1.4195572,0.99803853,151057,100.0,-2670.0107,-2670.0952,3300
-59.213657,1.0000925,34,46.12,1.0160043,[-3.731e-01 -6.780e-01 -4.848e-01 -2.535e-01  6.414e-04],0.9710506,99.06628,100,-97.43248,,9.081033,0.2893772,0.0076207886,-121.32761597940369,-81.84477,1.0000565,-81.93142,409.37560844421387,0.09224232,81.13509,1.4190365,0.99899197,155669,100.0,-2693.8071,-2693.8542,3400
-50.697952,1.0002102,35,47.23,1.0238397,[-3.727e-01 -6.783e-01 -4.847e-01 -2.537e-01  1.808e-04],0.971749,99.05731,100,-98.57162,,10.048411,0.29247016,0.010888669,-121.47310852961444,-81.13204,1.0001206,-81.28328,422.48656725883484,0.09446349,103.6578,1.4189452,0.99775827,160392,100.0,-2693.1167,-2693.206,3500
-56.81652,1.0002,36,45.06,1.0288281,[-3.720e-01 -6.778e-01 -4.844e-01 -2.540e-01  1.039e-06],0.97857696,99.188225,100,-96.898506,,7.784839,0.28636327,0.010124016,-119.50319227653003,-81.06218,1.0001173,-81.25146,435.39845275878906,0.09012464,62.886024,1.4198374,0.99728775,164898,100.0,-2751.7622,-2751.8628,3600
-64.54748,1.0001088,37,46.02,1.0138736,[-0.372 -0.678 -0.484 -0.254  0.001],0.97603655,99.236206,100,-96.38428,,7.9274898,0.28909987,0.0061747143,-121.98031363721857,-82.38532,1.0000525,-82.50067,448.13859367370605,0.09204293,62.676,1.419396,0.9985543,169500,100.0,-2759.6572,-2759.7205,3700
-56.001995,1.0002232,38,47.9,1.0242888,[-3.728e-01 -6.778e-01 -4.848e-01 -2.539e-01  4.944e-04],0.9546198,99.08713,100,-98.26199,,8.977315,0.29434282,0.011129724,-121.75063887413023,-80.85083,1.0001351,-81.07281,460.70315051078796,0.095806934,83.00797,1.4188378,0.9968393,174290,100.0,-2708.5796,-2708.6982,3800
-58.20135,1.0000474,39,47.8,1.0102335,[-3.725e-01 -6.776e-01 -4.843e-01 -2.536e-01 -2.046e-04],0.9842078,99.19801,100,-96.658646,,8.081601,0.2940379,0.0051030675,-123.10929537626939,-82.067986,1.0000273,-82.12393,473.57247495651245,0.095601566,65.93047,1.4185846,0.99926,179070,100.0,-2701.959,-2701.9893,3900
-53.643578,1.0000876,40,47.25,1.0121697,[-3.728e-01 -6.777e-01 -4.846e-01 -2.537e-01 -3.145e-04],0.9751386,99.11503,100,-98.151184,,9.842903,0.292533,0.0050954777,-121.1542523345651,-80.968925,1.0000321,-81.02503,486.5307261943817,0.09450123,99.44476,1.4186069,0.99907005,183795,100.0,-2708.6184,-2708.6506,4000
-63.2048,1.0000848,41,45.41,1.0205061,[-3.722e-01 -6.779e-01 -4.845e-01 -2.537e-01 -2.376e-04],0.97900504,99.27357,100,-98.39352,,8.397817,0.28735736,0.0072748438,-120.93909141545228,-81.91499,1.0000557,-82.037415,496.32798981666565,0.090823084,70.07484,1.4184145,0.9985762,188336,100.0,-2771.9639,-2772.0327,4100
-50.85348,1.000208,42,46.87,1.0212266,[-3.717e-01 -6.779e-01 -4.842e-01 -2.539e-01 -5.190e-04],0.96092045,99.13793,100,-97.23204,,9.120705,0.2914826,0.009992451,-121.961792116083,-81.77307,1.000113,-81.93322,509.0564134120941,0.09374456,82.39211,1.4183297,0.99805033,193023,100.0,-2724.4653,-2724.5505,4200
-55.606407,1.0002244,43,45.74,1.0328953,[-3.726e-01 -6.790e-01 -4.848e-01 -2.539e-01 -6.452e-04],0.9768799,99.10705,100,-97.75314,,8.657867,0.2882961,0.010367125,-119.72500339485272,-80.7964,1.0001103,-80.957664,521.8351628780365,0.091484554,75.2836,1.418947,0.99798673,197597,100.0,-2684.6697,-2684.7507,4300
-51.90903,1.0000896,44,46.48,1.0222517,[-3.730e-01 -6.786e-01 -4.845e-01 -2.538e-01  3.174e-05],0.98250115,99.13119,100,-98.92769,,10.186036,0.29037777,0.0062770075,-122.95351450938773,-82.81684,1.0000457,-82.901794,532.6754472255707,0.0929618,108.76579,1.4192848,0.99851906,202245,100.0,-2760.0706,-2760.1216,4400
-62.63849,1.0001007,45,44.72,1.01863,[-3.725e-01 -6.782e-01 -4.843e-01 -2.537e-01  2.710e-04],0.9838678,99.210976,100,-98.680695,,7.9129024,0.2853782,0.0060467813,-121.48860245759067,-82.90925,1.0000461,-82.97685,544.5507078170776,0.08944125,63.341953,1.4195609,0.9990544,206717,100.0,-2694.8618,-2694.8997,4500
-60.96995,1.0004292,46,45.48,1.0284425,[-3.719e-01 -6.783e-01 -4.842e-01 -2.539e-01  6.497e-04],0.9499044,99.2251,100,-97.49987,,8.4911375,0.2875711,0.013241649,-120.15961655763546,-81.181984,1.0001793,-81.47435,556.8910579681396,0.09096725,76.07013,1.4202876,0.99573904,211265,100.0,-2668.264,-2668.4248,4600
-52.39364,1.0000517,47,46.02,1.0219858,[-0.372 -0.679 -0.485 -0.254  0.001],0.9861062,99.011154,100,-98.6529,,8.299863,0.28909636,0.006583857,-121.07641486634083,-81.70698,1.0000348,-81.76846,570.2119362354279,0.092041686,70.47502,1.4208758,0.9990561,215867,100.0,-2685.528,-2685.5615,4700
-48.622684,1.0001235,48,46.76,1.0160193,[-0.372 -0.679 -0.485 -0.254  0.002],0.96759945,99.090744,100,-98.8348,,9.846675,0.29117537,0.0079314355,-121.06420953232953,-81.220116,1.0000612,-81.334656,583.6524140834808,0.09352289,99.309364,1.4204708,0.99832064,220543,100.0,-2789.383,-2789.4446,4800
-54.304832,1.0001904,49,46.02,1.028137,[-0.372 -0.679 -0.485 -0.254  0.002],0.96887344,99.13923,100,-98.212395,,9.127534,0.2891079,0.010482111,-120.69490189010398,-81.294785,1.000113,-81.48516,595.4963300228119,0.092045754,84.46198,1.4214251,0.9975301,225145,100.0,-2693.311,-2693.408,4900
-54.709686,1.0003548,50,46.61,1.0293648,[-0.372 -0.679 -0.485 -0.255  0.002],0.9572096,99.15336,100,-96.68886,,9.164685,0.29077074,0.012774996,-121.06461475096206,-81.06247,1.0001885,-81.37449,607.7668924331665,0.09322797,85.176636,1.4208716,0.9957328,229806,100.0,-2731.0603,-2731.2327,5000
-56.67674,1.0001158,51,45.84,1.0211585,[-0.373 -0.679 -0.485 -0.254  0.002],0.97714216,99.14279,100,-98.76497,,9.2241,0.28857267,0.006877681,-122.1155426134164,-82.5916,1.0000485,-82.69186,621.0410838127136,0.0916825,87.29674,1.420539,0.99849904,234390,100.0,-2739.5745,-2739.6267,5100
-62.580193,1.0001106,52,44.53,1.0336704,[-0.373 -0.678 -0.485 -0.254  0.002],0.9786642,99.15298,100,-99.131615,,8.1172905,0.28484213,0.007710218,-119.1873537909962,-81.14453,1.0000541,-81.24023,632.5703675746918,0.089062616,65.88252,1.4202865,0.9987536,238843,100.0,-2631.969,-2632.021,5200
-37.859394,1.0000298,53,46.49,1.0121078,[-0.373 -0.678 -0.485 -0.254  0.001],0.9923949,99.00016,100,-98.04459,,9.25215,0.29040307,0.003954285,-120.46166361270345,-80.98806,1.0000155,-81.020836,644.8222553730011,0.09298049,86.81323,1.420469,0.9995425,243492,100.0,-2789.1113,-2789.1306,5300
-51.675335,1.0005143,54,44.87,1.046308,[-0.373 -0.678 -0.485 -0.254  0.002],0.91942877,99.0621,100,-97.67622,,8.703125,0.28584695,0.017463066,-119.65861078204306,-81.12127,1.0003042,-81.54843,657.5810914039612,0.089751296,77.14377,1.4193047,0.99412984,247979,100.0,-2723.9492,-2724.1658,5400
-60.504776,1.0001026,55,46.95,1.0145633,[-3.739e-01 -6.783e-01 -4.854e-01 -2.534e-01  3.192e-04],0.982019,99.16832,100,-98.085205,,8.039499,0.29169625,0.005016042,-121.83748465203982,-81.66692,1.0000345,-81.73538,670.4321346282959,0.093901835,64.264656,1.4192902,0.999126,252674,100.0,-2677.1682,-2677.206,5500
-62.8807,1.00031,56,44.47,1.0301596,[-3.744e-01 -6.780e-01 -4.855e-01 -2.535e-01  3.033e-04],0.9600873,99.17667,100,-98.81295,,7.779165,0.28468302,0.011819391,-119.87002968733903,-81.58773,1.0001678,-81.87214,684.3446559906006,0.08894906,59.718563,1.4195784,0.996414,257121,100.0,-2651.024,-2651.1672,5600
-58.529755,1.0003581,57,45.49,1.0353472,[-0.374 -0.679 -0.485 -0.253  0.001],0.9551622,99.17839,100,-99.16867,,8.986221,0.28759554,0.013853693,-121.43621844907285,-82.1876,1.0001906,-82.43705,696.7328453063965,0.09098553,77.90807,1.4189448,0.9968423,261670,100.0,-2651.5823,-2651.7322,5700
-59.80014,1.0000277,58,44.67,1.0130507,[-3.750e-01 -6.781e-01 -4.851e-01 -2.531e-01 -1.934e-06],0.9869198,99.17568,100,-97.23549,,8.448982,0.2852465,0.0041766865,-121.79793974470311,-83.18283,1.0000137,-83.214905,710.3490076065063,0.08934053,72.05902,1.419051,0.99955493,266137,100.0,-2753.809,-2753.8262,5800
-60.627365,1.0003091,59,47.0,1.0273455,[-3.751e-01 -6.781e-01 -4.854e-01 -2.530e-01  1.965e-04],0.95994496,99.16861,100,-98.380554,,8.5356455,0.29185763,0.014028599,-120.58850887645507,-80.46809,1.0001945,-80.68073,721.4855806827545,0.09400627,76.78505,1.4192852,0.99672943,270837,100.0,-2640.719,-2640.829,5900
-59.695927,1.0002444,60,47.08,1.0291225,[-3.748e-01 -6.783e-01 -4.855e-01 -2.535e-01  2.815e-04],0.9695361,99.2303,100,-96.94374,,8.269576,0.2920822,0.010841997,-121.102325143118,-80.81071,1.0001409,-81.03653,733.9885613918304,0.09416746,70.31556,1.4200064,0.9968914,275545,100.0,-2684.7183,-2684.8296,6000
-61.262386,1.0002066,61,45.62,1.029259,[-0.375 -0.679 -0.486 -0.254  0.001],0.97416466,99.19071,100,-97.86948,,9.099195,0.28796777,0.009550414,-119.96291290428131,-81.00277,1.0001175,-81.14387,745.438134431839,0.09124373,83.41818,1.420288,0.9981467,280107,100.0,-2641.216,-2641.2922,6100
-57.261627,1.000276,62,45.46,1.0359749,[-0.376 -0.678 -0.486 -0.253  0.001],0.9636077,99.098145,100,-97.98471,,9.222738,0.28752312,0.012663706,-120.49498511570111,-81.56248,1.0001626,-81.82687,756.8168747425079,0.09092799,84.37564,1.4199238,0.9967267,284653,100.0,-2765.374,-2765.5068,6200
-62.813717,1.0000658,63,45.75,1.0100596,[-0.375 -0.679 -0.485 -0.253  0.001],0.98287016,99.212845,100,-96.586945,,7.557356,0.2883165,0.005475622,-121.46052965273094,-82.20421,1.0000323,-82.25913,765.6250216960907,0.0915014,58.0493,1.4198937,0.9992386,289228,100.0,-2717.437,-2717.467,6300
-54.33085,1.0000587,64,44.6,1.0109216,[-0.375 -0.679 -0.485 -0.254  0.001],0.98830426,99.11715,100,-96.677666,,8.40676,0.28503934,0.0044252696,-121.62918725700978,-83.10871,1.000023,-83.154305,777.8775067329407,0.08920086,71.40902,1.4200068,0.99944896,293688,100.0,-2760.3503,-2760.374,6400
-47.63941,1.0001559,65,47.03,1.0168086,[-0.376 -0.679 -0.486 -0.254  0.001],0.98100007,99.092316,100,-97.79781,,8.675002,0.2919241,0.006551727,-121.33386350147909,-81.08639,1.0000538,-81.210976,788.8852038383484,0.09406275,76.11994,1.4198989,0.99836326,298391,100.0,-2738.0745,-2738.1458,6500
-21.305784,1.0002863,66,47.38,1.0244565,[-0.376 -0.678 -0.485 -0.254  0.001],0.96666664,99.0,100,-98.49933,,9.7592125,0.29289082,0.011377494,-121.22602782502348,-80.93214,1.0001615,-81.136246,801.1420786380768,0.09476372,97.22832,1.4195627,0.9972493,303129,100.0,-2871.7966,-2871.9216,6600
-51.71212,1.0001812,67,45.91,1.0249368,[-3.774e-01 -6.782e-01 -4.856e-01 -2.533e-01  6.753e-04],0.97852,99.12944,100,-98.74971,,8.720827,0.2887787,0.009038914,-121.84942521338338,-82.39734,1.000104,-82.52362,813.4954826831818,0.09182369,74.30951,1.4198146,0.9985395,307720,100.0,-2686.2544,-2686.3167,6700
-58.96893,1.0002748,68,47.92,1.023224,[-0.378 -0.678 -0.486 -0.253  0.001],0.95215446,99.235245,100,-98.54859,,8.727396,0.29439753,0.013197494,-120.92095629886715,-80.06237,1.0001509,-80.38049,825.4247887134552,0.09584796,75.649185,1.4185157,0.99548435,312512,100.0,-2805.2485,-2805.4263,6800
-60.152195,1.0000602,69,48.17,1.012315,[-3.783e-01 -6.781e-01 -4.856e-01 -2.533e-01 -4.087e-04],0.97910196,99.16737,100,-97.725174,,8.678667,0.29505876,0.00647199,-120.61636854335133,-79.914894,1.0000407,-79.98298,837.9390881061554,0.09634199,77.75203,1.4183085,0.99897045,317329,100.0,-2776.118,-2776.1528,6900
-50.973972,1.0001029,70,44.78,1.0190384,[-0.378 -0.678 -0.486 -0.253 -0.001],0.9824589,99.08931,100,-98.24519,,9.376068,0.28556445,0.007620071,-120.88636001422744,-82.40293,1.0000602,-82.52696,849.1670236587524,0.08956293,86.7806,1.4189241,0.99847156,321807,100.0,-2702.32,-2702.392,7000
-58.236202,1.0001858,71,46.1,1.0431093,[-3.788e-01 -6.784e-01 -4.861e-01 -2.535e-01 -5.438e-05],0.97981143,99.22015,100,-97.594986,,7.6581936,0.28932658,0.009544453,-119.833002951125,-80.54818,1.0000815,-80.66763,861.4633748531342,0.092203304,58.972897,1.4190581,0.9984358,326417,100.0,-2715.8123,-2715.8757,7100
-59.907475,1.0000584,72,45.76,1.0129714,[-3.793e-01 -6.778e-01 -4.862e-01 -2.531e-01  2.485e-04],0.9823496,99.13374,100,-97.32359,,7.823826,0.28834036,0.006215231,-121.70269272017742,-82.44532,1.0000372,-82.49644,875.1291034221649,0.09152114,62.97185,1.4193102,0.9991892,330993,100.0,-2746.319,-2746.3474,7200
-58.525326,1.0001135,73,43.0,1.0218121,[-3.791e-01 -6.776e-01 -4.862e-01 -2.532e-01  3.514e-04],0.97985953,99.12792,100,-96.26872,,7.732216,0.28036314,0.007920087,-119.7202123623068,-82.75415,1.0000595,-82.84182,884.3245255947113,0.0860021,60.5341,1.4195557,0.99885374,335293,100.0,-2694.7148,-2694.7646,7300
-60.949615,1.0000441,74,45.9,1.01253,[-3.793e-01 -6.780e-01 -4.863e-01 -2.530e-01  6.194e-04],0.9893163,99.17776,100,-98.07593,,8.003076,0.2887424,0.004755517,-122.21979929708341,-82.70484,1.0000263,-82.75133,896.7084710597992,0.091801174,64.94446,1.4200069,0.9993472,339883,100.0,-2739.6626,-2739.686,7400
-54.674362,1.0001694,75,47.04,1.02868,[-0.38  -0.678 -0.487 -0.253  0.001],0.97839737,99.04395,100,-98.03865,,8.792703,0.29195088,0.009366953,-121.49537607668537,-81.30722,1.0000976,-81.45027,907.1939678192139,0.09408431,73.50257,1.4202876,0.9984761,344587,100.0,-2685.167,-2685.2432,7500
-49.80998,1.0002266,76,46.58,1.0372819,[-0.38  -0.678 -0.486 -0.253  0.001],0.97579885,99.0221,100,-99.120865,,9.572709,0.29066136,0.0095894085,-122.02122691013783,-82.03182,1.0000994,-82.208496,918.2183573246002,0.09316419,88.48219,1.420539,0.99793565,349245,100.0,-2739.0518,-2739.1433,7600
-54.714195,1.0000418,77,47.55,1.0113654,[-0.381 -0.678 -0.486 -0.253  0.002],0.9866705,99.13647,100,-97.41621,,9.673485,0.29334888,0.0048170607,-119.91493827274162,-79.90241,1.0000223,-79.94775,931.1819458007812,0.09510113,96.01926,1.4207911,0.999209,354000,100.0,-2707.5479,-2707.5732,7700
-61.17491,1.0000443,78,45.75,1.0126766,[-0.381 -0.678 -0.487 -0.253  0.002],0.98485535,99.1162,100,-95.795395,,7.568548,0.28831607,0.0050475188,-120.79601224493548,-81.70482,1.0000291,-81.757,943.1310548782349,0.09150127,58.95609,1.4212378,0.99926907,358575,100.0,-2709.353,-2709.3826,7800
