EpisodesSoFar,StdD2w0t,MaxD2w0t,InitialReturnStd,InitialBound,Iteration,Weights,J_sample_variance,ReturnMeanIW,TimestepsSoFar,MeanIW,EpThisIter,ReturnStepMax,StdIW,MinIW,TimeElapsed,Bound,MaxIW,InitialReturnMean,EpLenMean,InitialReturnMin,ReturnStepMaxmin,MeanD2w0t,EmpiricalD2,MeanEntropy,MinD2w0t,EpRewMean,InitialReturnMax
1100,0.33060375,2.2940116,13.908994,-79.69863,11,[-0.882 -0.437 -0.393 -0.762 -0.209],1110.3079,-73.977165,37983,0.95101976,100,100.0,0.47075894,0.22665465,173.5378098487854,-76.7201,4.257604,-77.31132,38.14,-94.56325,99.00001,0.09334135,1.3339262,1.2495114,,-106.8767645985492,-42.58983
1200,3.864943,98.80406,12.512604,-79.10827,12,[-0.865 -0.424 -0.388 -0.747 -0.169],2550.5715,-39.901237,41793,0.48535416,100,100.0,0.8377242,0.0010228608,188.19694113731384,-49.005604,38.219406,-76.771736,38.1,-94.28728,99.000015,0.57695556,14.282838,1.1436678,,-106.63214625449382,-46.374226
1300,8.133158,517.8407,12.193211,-78.25589,13,[-0.873 -0.459 -0.36  -0.793 -0.275],5191.564,-39.193745,45731,0.47345203,100,100.0,0.9264796,0.00078333594,203.7939476966858,-51.67923,13.58139,-75.891174,39.38,-93.74735,99.0,0.9829624,66.60882,1.1253746,,-106.71732908492626,-44.833176
1400,7.4356284,518.78876,13.890014,-73.285355,14,[-0.897 -0.479 -0.315 -0.782 -0.294],4530.5747,-39.586277,50191,0.50518477,100,100.0,0.94442666,1.5632608e-05,220.66986536979675,-49.779457,8.110103,-70.95842,44.6,-95.21702,99.0,0.9426242,48.449913,1.0374728,,-104.37515171406172,-38.351902
1500,2.46028,68.72687,14.494476,-77.789955,15,[-0.849 -0.463 -0.293 -0.829 -0.382],1537.4333,-48.080498,53841,0.6021428,100,100.0,0.5418734,0.04948709,236.0417320728302,-55.6207,8.52861,-75.497955,36.5,-95.6217,99.0,0.41043216,11.026855,1.163223,,-103.43552160032466,-32.582264
1600,11.847314,524.79395,15.544534,-72.89435,16,[-0.827 -0.487 -0.286 -0.847 -0.256],4736.913,-38.12601,58347,0.52261686,100,100.0,0.9914869,9.170758e-05,254.0586862564087,-50.143097,13.8554325,-70.5513,45.06,-94.4604,99.0,1.3538213,122.13406,1.1556318,,-103.4472112950854,-20.439486
1700,1.8791174,82.89339,16.564098,-72.177574,17,[-0.881 -0.494 -0.275 -0.791 -0.263],4073.1833,-57.33078,62802,0.8520634,100,100.0,1.0218389,0.051461942,271.482106924057,-63.473545,9.038794,-69.74464,44.55,-92.65684,99.0,0.24733965,4.8148665,1.165887,,-101.85611022141276,-12.2908535
1800,2.3361242,204.68549,12.254906,-71.391884,18,[-0.875 -0.521 -0.254 -0.789 -0.253],4114.737,-52.416653,67332,0.7899166,100,100.0,1.0851628,0.009665554,290.6900918483734,-59.29599,14.795803,-69.09215,45.3,-91.266495,99.0,0.3158446,10.560465,1.1993455,,-102.57310690639673,-33.924053
1900,4.0749536,387.8949,12.584654,-69.968376,19,[-0.907 -0.519 -0.226 -0.767 -0.22 ],7487.077,-47.563396,72236,0.67683756,100,100.0,1.2166688,0.0056486586,307.2695276737213,-56.304935,12.378501,-67.52288,49.04,-90.33748,99.000015,0.46603215,22.306246,1.2113016,,-103.26980841976697,-20.410004
2000,2.3083656,85.48488,13.681406,-69.05924,20,[-0.952 -0.522 -0.21  -0.728 -0.208],2151.3093,-54.62811,77187,0.7806657,100,100.0,0.76687527,0.0006918891,325.09023904800415,-60.960842,10.65438,-66.62785,49.51,-91.3163,99.00001,0.3410625,6.069556,1.2427965,,-101.95844827276537,-12.102882
2100,7.0072055,552.40576,12.86035,-67.239136,21,[-0.963 -0.503 -0.202 -0.753 -0.176],3009.4365,-34.75764,82427,0.5114604,100,100.0,0.9356462,0.0021542674,344.6688823699951,-44.933853,24.70138,-64.79306,52.4,-92.105515,99.0,0.8469924,39.885822,1.2114275,,-101.86006326699065,4.8735857
2200,3.4742687,120.08278,10.438317,-67.672,22,[-1.    -0.513 -0.18  -0.717 -0.207],3446.7004,-43.427425,87597,0.6168578,100,100.0,0.9057757,0.001968374,363.264524936676,-51.289597,17.341557,-65.29368,51.7,-88.05897,99.0,0.63699603,14.485965,1.17286,,-102.59097280650981,-26.971851
2300,1.6859221,45.41243,14.731191,-68.54944,23,[-0.978 -0.46  -0.204 -0.68  -0.246],2427.2568,-58.04458,92782,0.8830546,100,100.0,1.0437678,0.010780664,384.48773670196533,-63.562145,9.344119,-66.111305,51.85,-91.299515,99.0,0.2976667,4.0672946,1.1539207,,-102.89986199240626,-15.670354
2400,0.6207472,6.3733397,12.132208,-68.0843,24,[-0.989 -0.449 -0.183 -0.704 -0.265],2670.816,-54.8048,97895,0.8312903,100,100.0,0.90353084,0.0076166145,401.6337294578552,-58.21384,5.5133677,-65.72664,51.13,-90.81314,99.0,0.18792474,2.6533337,1.1126833,,-102.50975558866888,-23.56872
2500,0.7382829,11.714514,13.5108595,-66.20373,25,[-0.976 -0.489 -0.169 -0.731 -0.306],3099.9158,-54.3872,103268,0.7678944,100,100.0,0.741955,0.046702474,419.72798371315,-58.196075,4.371477,-63.812504,53.73,-90.79059,99.0,0.21356799,2.9920685,1.0911916,,-101.70592062158934,-12.110188
2600,12.49157,665.98773,11.677807,-68.93072,26,[-0.946 -0.463 -0.181 -0.711 -0.328],3281.977,-36.417534,108129,0.5183211,100,100.0,1.0575985,0.00092438713,439.1674587726593,-47.482834,14.784131,-66.66799,48.61,-90.68301,99.0,1.5528107,97.40905,1.078266,,-102.11466490324227,-33.060745
2700,2.8181658,181.71028,13.324346,-67.89046,27,[-0.972 -0.499 -0.191 -0.678 -0.341],4126.1123,-48.032722,113281,0.7084167,100,100.0,1.0820699,0.009917827,459.6660532951355,-54.737362,8.379848,-65.462006,51.52,-90.01366,99.0,0.34925196,9.897838,1.0673829,,-102.32287909907456,-7.966034
2800,4.465359,152.0532,12.674889,-65.52851,28,[-0.996 -0.506 -0.17  -0.666 -0.352],1344.3712,-27.684492,118801,0.35656837,100,100.0,0.53010505,8.845658e-06,479.2985088825226,-36.059425,4.746037,-63.133236,55.2,-90.025154,99.0,0.69543046,19.864286,0.93861455,,-102.03113631961374,-29.301062
2900,4.157945,171.25925,12.151022,-66.05075,29,[-0.927 -0.499 -0.157 -0.674 -0.48 ],3440.681,-39.783043,124219,0.6077312,100,100.0,0.8816737,0.0029430774,500.7702112197876,-47.397106,14.880555,-63.662476,54.18,-88.341484,99.0,0.59769815,13.489224,0.94905263,,-101.97548435690902,-22.706453
3000,2.089219,93.931274,10.682566,-65.62328,30,[-0.944 -0.505 -0.132 -0.669 -0.47 ],3497.8425,-45.05658,129704,0.68738127,100,100.0,0.973456,0.007945931,520.5010783672333,-50.808033,9.030725,-63.2346,54.85,-87.19445,99.0,0.3866321,8.229508,0.9248054,,-102.52985440261368,-17.271437
3100,1.2518047,41.54796,12.659394,-63.23789,31,[-0.982 -0.504 -0.109 -0.676 -0.494],2347.7673,-50.413563,135506,0.796647,100,100.0,0.7333978,0.042988613,541.3690659999847,-54.779274,5.993573,-60.818924,58.02,-87.2683,99.0,0.27470288,3.6188302,0.915037,,-101.27089115687743,-21.899647
3200,1.499494,36.692886,13.0148945,-64.37329,32,[-0.987 -0.475 -0.125 -0.662 -0.504],1744.0554,-47.386997,141277,0.73658216,100,100.0,0.7023596,0.014259453,559.6864070892334,-52.555676,5.5522757,-61.918648,57.71,-88.4279,99.0,0.32186356,4.23867,0.9059027,,-101.91348500690852,-7.431034
3300,4.3169823,298.60352,9.36651,-65.923416,33,[-0.985 -0.489 -0.111 -0.695 -0.513],6274.4395,-41.541645,146545,0.6214645,100,100.0,1.1054491,0.0024305421,577.8481612205505,-49.963528,15.106629,-63.552963,52.68,-87.755455,99.0,0.578646,22.903688,0.88431406,,-101.56123886646397,-19.975231
3400,3.8147511,100.99431,13.427387,-61.49963,34,[-1.022 -0.518 -0.114 -0.684 -0.535],2531.325,-43.893066,152639,0.7046206,100,100.0,0.84595376,0.006070063,596.9890296459198,-50.312767,11.319747,-59.13306,60.94,-84.9676,99.0,0.6861428,12.502315,0.8779209,,-101.30535141042654,-11.676432
3500,2.2340205,48.799,14.344955,-60.833702,35,[-1.019 -0.513 -0.128 -0.651 -0.541],2152.6692,-48.74297,159351,0.80633146,100,100.0,0.82434285,0.0130524,618.7843334674835,-54.055187,4.6558814,-58.378387,67.12,-78.530685,99.0,0.5199994,5.884072,0.86310476,,-102.67515758977326,-10.690641
3600,2.933263,120.57088,15.367424,-61.05885,36,[-1.038 -0.529 -0.113 -0.673 -0.556],1927.9786,-35.71798,165767,0.6166978,100,100.0,0.7252493,0.0011550112,637.8998742103577,-41.296543,10.02878,-58.610416,64.16,-86.17696,99.0,0.49201554,10.81806,0.84295154,,-101.33940995276912,-9.386623
3700,7.482347,440.9761,15.235505,-60.619785,37,[-0.976 -0.558 -0.11  -0.69  -0.576],3876.65,-42.892963,172361,0.73929673,100,100.0,1.1097871,0.0040159193,662.0666351318359,-50.192066,9.263137,-58.162262,65.94,-79.63024,99.0,0.87880945,21.421894,0.8335323,,-101.28964126354116,5.906674
3800,4.2338276,204.10187,12.185308,-62.93073,38,[-0.993 -0.565 -0.111 -0.667 -0.585],3974.4224,-40.520462,178698,0.72859985,100,100.0,1.7801157,0.0032185838,682.0004472732544,-47.71909,55.19066,-60.446976,63.37,-84.97543,99.0,0.7034514,22.741714,0.8406752,,-103.90346026794819,-13.06225
3900,13.944951,921.9279,16.406576,-57.066544,39,[-1.014 -0.575 -0.103 -0.651 -0.578],1827.4056,-39.832405,186649,0.7590958,100,100.0,1.0748409,0.0058044894,705.0066349506378,-45.60454,18.803736,-54.53985,79.51,-73.29472,99.0,1.0408255,18.174755,0.8291014,,-104.00998777896895,-3.500157
4000,11.871053,696.76733,17.607033,-53.04394,40,[-1.043 -0.591 -0.107 -0.644 -0.59 ],1322.3428,-27.094883,195800,0.5496148,100,100.0,0.89331913,0.0035327808,731.0965089797974,-34.273422,18.171274,-50.480904,91.51,-71.093185,99.0,1.6637863,40.47625,0.8030732,,-105.6593620789771,-1.8337018
4100,71.481285,3843.4973,19.537256,-45.639168,41,[-1.055 -0.556 -0.095 -0.609 -0.616],1169.7238,-28.70323,208142,0.8025528,100,100.0,1.5064896,0.006818659,764.8058211803436,-35.096745,20.332375,-43.023205,123.42,-70.75695,99.0,6.738376,102.95767,0.8043979,,-107.506533330792,-3.1076918
4200,223.54315,6896.912,20.525145,-39.31933,42,[-1.057 -0.558 -0.084 -0.594 -0.615],208.42947,-17.409864,224569,0.7225886,100,100.0,2.5276124,0.0007858834,806.0172972679138,-23.103943,73.833435,-36.73614,164.27,-72.335785,99.0,24.491678,228.61058,0.803711,,-106.15561192023806,1.5644362
4300,284.1022,10441.464,17.530413,-24.266792,43,[-1.069 -0.558 -0.082 -0.577 -0.615],197.90396,-14.480501,254236,0.88109124,100,100.0,1.6523324,0.00012130965,867.8646245002747,-18.001415,33.57766,-22.092566,296.67,-71.41325,99.0,46.73899,437.85718,0.800343,,-89.34956920033645,14.343679
4400,55.78023,619.92694,14.310806,-18.995087,44,[-1.074 -0.555 -0.07  -0.568 -0.619],135.60263,-13.0956955,290971,0.70397705,100,100.0,1.0618851,0.00019564823,942.2162899971008,-15.644778,16.920513,-17.243883,367.35,-70.32265,99.0,26.8824,158.97137,0.79755384,,-71.96541091368204,11.463816
4500,166.4618,2199.2104,9.033102,-13.257397,45,[-1.077 -0.562 -0.068 -0.558 -0.621],104.68724,-9.971979,337526,0.84514046,100,100.0,2.7317035,0.00016071132,1024.5848393440247,-11.45135,78.43852,-12.321022,465.55,-43.55668,99.0,75.10315,481.07587,0.8052162,,-38.480219012861944,13.946427
4600,641.8814,6569.228,7.6204643,-12.243254,46,[-1.083 -0.566 -0.061 -0.548 -0.614],135.72728,-9.840338,386266,0.62096393,100,100.0,1.3972391,1.3976762e-06,1108.972990512848,-11.24372,24.63616,-11.489279,487.4,-32.009205,99.0,296.0597,2364.7068,0.80659115,,-30.984486628492192,17.339064
4700,40.564545,308.07797,9.504348,-14.030628,47,[-1.073 -0.568 -0.064 -0.565 -0.612],87.90666,-10.30475,430033,0.7436312,100,100.0,1.40717,0.0009440589,1183.5916893482208,-11.968977,33.86953,-12.832751,437.67,-48.076904,99.0,25.695532,136.80254,0.80664366,,-49.22657512275648,6.5770807
4800,186.29265,3687.7239,6.869071,-13.444878,48,[-1.075 -0.574 -0.062 -0.554 -0.612],62.453747,-10.898499,478439,0.87247694,100,100.0,1.7668749,5.226043e-05,1269.3496224880219,-12.193615,43.846794,-12.539364,484.06,-39.28689,99.0,90.98338,634.74084,0.8083989,,-37.21196926904113,6.5002556
4900,497.3526,6150.801,8.413942,-12.677451,49,[-1.043 -0.592 -0.059 -0.56  -0.611],270.4989,-9.469929,526045,0.94122875,100,100.0,3.2727866,1.571293e-05,1357.8372864723206,-10.878315,73.75641,-11.878758,476.06,-49.86364,99.0,238.87524,1900.5336,0.80907214,,-32.82212791823662,10.435137
5000,0.44136718,2.416835,7.4676733,-12.709796,50,[-1.081 -0.599 -0.054 -0.571 -0.61 ],51.580837,-11.791425,574262,0.92225206,100,100.0,0.6002596,0.04936503,1446.186196565628,-12.592134,7.0091386,-11.938245,482.17,-48.92935,99.0,1.4529669,2.143557,0.8096174,,-31.706792738268902,10.293022
5100,341.00467,4781.002,7.4815984,-12.474628,51,[-1.081 -0.599 -0.054 -0.566 -0.609],88.04091,-10.224694,623505,0.73231333,100,100.0,1.3089076,1.4722594e-05,1536.325706243515,-11.268103,31.273943,-11.786637,492.43,-33.37147,99.0,138.59445,1067.4724,0.80648017,,-28.272919401727066,8.787102
5200,896.0921,15689.1045,6.711801,-12.1912775,52,[-1.086 -0.595 -0.041 -0.572 -0.612],174.47374,-9.461101,672663,1.4708418,100,100.0,8.01814,2.2386954e-05,1625.1551141738892,-10.905686,247.35562,-11.398496,491.58,-25.702183,99.0,293.79858,2357.3796,0.8067895,,-32.57921225483778,15.977426
5300,267.21835,6645.168,6.2835107,-12.596467,53,[-1.087 -0.602 -0.031 -0.563 -0.612],112.123764,-9.889147,722542,0.64506304,100,100.0,1.2708634,2.8551709e-05,1712.2600750923157,-10.975399,42.37197,-11.899685,498.79,-26.895926,99.0,100.39154,682.64,0.8076568,,-28.634190403612774,12.581115
5400,321.6267,6838.008,7.9491773,-11.995818,54,[-1.091 -0.597 -0.04  -0.573 -0.611],77.520546,-10.128237,772352,0.9229728,100,100.0,2.5268824,5.787806e-06,1800.6084377765656,-11.181438,91.61005,-11.315059,498.1,-32.124607,99.0,114.38088,843.8343,0.80337495,,-27.97576821862988,13.881106
5500,3.0888197,17.133799,8.536175,-13.325269,55,[-1.087 -0.593 -0.052 -0.578 -0.616],67.25601,-11.48749,819558,0.78006047,100,100.0,0.7559593,0.012214957,1885.1476364135742,-12.521024,8.94847,-12.416892,472.06,-61.82114,99.0,3.9886878,10.9718075,0.80258405,,-37.329681431483095,11.5802555
5600,1209.3441,15447.753,6.9186697,-12.571042,56,[-1.089 -0.599 -0.05  -0.573 -0.616],100.55327,-9.4829035,868349,0.6289932,100,100.0,1.5829039,2.8089694e-06,1969.1709687709808,-10.924124,59.21384,-11.816007,487.91,-37.071743,99.0,510.06503,4639.2046,0.8034212,,-31.02800761192939,5.7065735
5700,119.76292,1599.4951,7.447147,-13.102862,57,[-1.102 -0.59  -0.039 -0.579 -0.615],42.22835,-10.778815,916123,0.71235526,100,100.0,1.9579389,0.00021205883,2055.8030729293823,-11.900804,93.25329,-12.329515,477.74,-49.978096,99.0,53.06173,331.9018,0.8015705,,-31.78055643824986,2.0419912
5800,28.187426,294.3148,6.701549,-13.192504,58,[-1.107 -0.592 -0.029 -0.573 -0.617],65.74449,-10.780302,964605,0.7115605,100,100.0,1.0471555,7.696349e-05,2138.0685365200043,-11.80052,23.182514,-12.390896,484.82,-32.538307,99.0,19.495184,92.07271,0.7776294,,-32.94193748988159,5.8553047
5900,0.55563414,3.2886398,6.9067445,-15.045279,59,[-1.12  -0.582 -0.033 -0.558 -0.641],68.56212,-14.0430975,1014295,1.0146921,100,100.0,0.8798786,0.01596654,2230.224808692932,-14.893872,11.981895,-14.2312975,496.9,-33.025322,99.0,1.7246134,2.816841,0.7783709,,-33.450407959473395,8.492736
6000,5304.1743,82370.93,7.7394085,-13.3068695,60,[-1.119 -0.579 -0.031 -0.562 -0.641],575.5102,-8.524448,1063899,0.9142961,100,100.0,4.152706,8.759252e-06,2321.140352010727,-10.198982,140.10075,-12.495021,496.04,-47.06769,99.0,1310.8842,14852.33,0.7768142,,-33.3627619492905,5.0900755
6100,42.410805,377.61102,7.4354515,-13.348541,61,[-1.12  -0.573 -0.015 -0.563 -0.642],74.38061,-10.640548,1113234,0.77581376,100,100.0,1.3680309,5.1263603e-05,2409.0911905765533,-11.652058,35.43939,-12.565403,493.35,-33.43611,99.0,26.041735,142.76505,0.75997305,,-32.182918551526676,17.554276
6200,1.2477365,8.773934,6.52172,-13.16803,62,[-1.104 -0.579 -0.01  -0.576 -0.659],53.565098,-11.992658,1161703,0.9864114,100,100.0,0.7533717,0.012491455,2508.575813770294,-12.839455,7.909778,-12.3742895,484.69,-36.361313,99.0,2.2412548,4.6064644,0.7599341,,-32.618722860041345,1.8553193
6300,2.505537,17.086706,6.695919,-13.39416,63,[-1.102 -0.584 -0.016 -0.579 -0.659],73.80531,-12.225661,1210828,0.93954873,100,100.0,1.1487662,0.010860581,2601.7559928894043,-13.100683,23.832003,-12.597509,491.25,-38.820606,99.0,3.184825,8.043763,0.7569951,,-32.73823413894672,4.197686
6400,32.786957,311.5658,7.360627,-13.508478,64,[-1.102 -0.585 -0.023 -0.582 -0.662],70.52644,-11.348961,1257732,0.9146024,100,100.0,2.47212,3.882366e-05,2687.471889257431,-12.680864,49.09338,-12.4562845,469.04,-36.66642,99.0,19.108442,97.984406,0.7558695,,-43.23977374058138,16.76979
6500,216.63148,2294.3228,7.7814445,-12.703407,65,[-1.1   -0.588 -0.033 -0.577 -0.663],96.74292,-10.1385145,1307048,0.62756366,100,100.0,1.4031471,5.4654665e-05,2778.95614862442,-11.425539,33.20065,-11.910061,493.16,-31.736397,99.0,115.80592,780.1399,0.756345,,-32.602469555597054,9.848043
6600,23.784029,175.56424,8.955689,-14.178461,66,[-1.095 -0.583 -0.04  -0.586 -0.663],76.57282,-11.503092,1352574,0.718474,100,100.0,1.0897119,0.0017428594,2860.6935312747955,-12.945456,18.125605,-13.078509,455.26,-47.102764,99.0,16.165642,75.368195,0.7560189,,-45.20234622460546,8.0233135
6700,136.40858,1329.708,6.769345,-12.733228,67,[-1.099 -0.586 -0.034 -0.579 -0.663],80.96534,-10.57792,1401964,0.8453753,100,100.0,2.837166,5.447415e-05,2946.829509496689,-11.708895,78.66037,-11.989636,493.9,-26.413563,99.0,79.85088,499.73734,0.74613667,,-30.557770034543626,6.09339
6800,11.201817,71.16817,9.548289,-15.491926,68,[-1.105 -0.6   -0.031 -0.602 -0.673],68.13975,-11.782678,1445928,0.61067647,100,100.0,0.7256843,0.0010670002,3031.8467230796814,-13.284057,9.794222,-14.280195,439.64,-49.992554,99.0,9.033553,36.366047,0.74462634,,-49.79587973169831,13.352276
6900,30.047747,263.60052,7.615177,-14.213074,69,[-1.109 -0.612 -0.028 -0.599 -0.674],69.385345,-12.132296,1493521,0.72101015,100,100.0,1.1661868,0.00086567044,3117.0595140457153,-13.295965,33.86444,-13.312404,475.93,-34.444885,99.0,20.809452,103.38155,0.7503281,,-37.012975042634615,8.580351
7000,92.0199,1037.1036,6.989873,-13.154571,70,[-1.122 -0.614 -0.03  -0.589 -0.669],47.305695,-11.242069,1542560,0.65554327,100,100.0,1.0471914,0.000210975,3202.1590938568115,-12.129826,33.33209,-12.467749,490.39,-42.340405,99.0,35.682358,228.21483,0.7519632,,-28.224845771094962,9.218964
7100,6.5219445,39.868195,6.270764,-12.587348,71,[-1.122 -0.614 -0.018 -0.592 -0.667],35.77217,-11.499646,1592560,0.8732236,100,1.0,1.3148532,0.001185782,3296.6689517498016,-12.361647,29.383999,-11.865474,500.0,-34.568447,,7.2611074,24.114534,0.75166446,1.0000002,-29.665323620577702,7.9019547
7200,1015.1119,24190.3,8.50342,-13.387441,72,[-1.123 -0.61  -0.02  -0.6   -0.667],43.858498,-9.5334015,1640171,1.0133238,100,100.0,4.2971435,2.8353693e-06,3382.9229633808136,-10.728666,169.71457,-12.601859,476.11,-48.148903,99.0,225.59483,2016.5057,0.72411764,,-32.28333612861118,5.8287964
7300,138.96573,3135.2754,7.1901293,-13.678998,73,[-1.161 -0.611 -0.027 -0.603 -0.695],71.07586,-11.733822,1689268,0.8705611,100,100.0,1.960703,9.2139155e-05,3480.83806681633,-12.998484,36.488,-12.798191,490.97,-38.600914,99.0,51.564686,319.17725,0.71858275,,-36.196641236768066,14.131872
7400,3098.2292,56128.56,7.176468,-13.183287,74,[-1.158 -0.611 -0.036 -0.611 -0.7  ],412.84253,-9.196927,1737033,0.7233633,100,100.0,2.2178822,7.1058694e-06,3571.934537410736,-11.293711,44.031223,-12.270677,477.65,-35.420464,99.0,1103.8745,10645.715,0.7124552,,-37.5035874350656,15.303994
7500,31.198738,294.88852,10.590507,-16.528215,75,[-1.169 -0.612 -0.027 -0.627 -0.706],118.776054,-12.034966,1778182,0.64697886,100,100.0,0.9340669,0.0006435197,3654.2102422714233,-14.040727,16.146988,-15.05292,411.49,-43.98236,99.0,18.963856,96.55619,0.71311146,,-60.62703025463082,6.9122705
7600,132.34906,2191.673,9.2744665,-13.533513,76,[-1.172 -0.618 -0.025 -0.619 -0.706],69.13288,-9.951276,1825132,0.80195826,100,100.0,2.6726897,2.7697504e-05,3745.2535071372986,-11.300682,98.550674,-12.546366,469.5,-49.673183,99.0,50.20413,336.25714,0.71359986,,-40.56666477700444,10.446231
7700,22216.896,444205.1,5.7500453,-12.500737,77,[-1.147 -0.624 -0.018 -0.612 -0.705],2213.698,-6.69069,1873902,0.75826627,100,100.0,3.5389667,1.5821805e-06,3833.4711842536926,-9.522026,111.760284,-11.763364,487.7,-33.599728,99.0,7777.1333,91253.38,0.7135604,,-30.302244826439452,4.1981807
7800,,1.0,6.810338,-12.378374,78,[-1.133 -0.631 -0.024 -0.597 -0.705],46.849205,-11.6844225,1923902,0.9999998,100,1.0,2.876598e-05,0.9998724,3931.0740480422974,-12.378369,1.0001187,-11.684427,500.0,-30.09863,,1.0,1.0,0.7135604,1.0,-28.51762036269822,10.648668
7900,99.18172,1217.4155,5.8774533,-12.978626,79,[-1.133 -0.631 -0.024 -0.597 -0.705],51.65997,-10.558464,1973682,0.7694692,100,100.0,1.4244169,7.593753e-05,4018.4825797080994,-11.5907955,25.99225,-12.253583,497.8,-23.344929,99.0,48.74944,291.3891,0.71430016,,-29.795544198752406,4.22056
8000,1.2952837,10.9807,6.4445257,-12.499516,80,[-1.13  -0.63  -0.034 -0.602 -0.705],45.813393,-11.2618885,2023204,0.88127977,100,100.0,0.7755279,0.004968893,4115.3436896800995,-11.934947,8.824835,-11.858364,495.22,-28.853043,99.0,2.2671313,4.78459,0.7136877,,-26.348020982773438,13.986175
8100,237.16972,4349.666,6.087405,-12.229161,81,[-1.144 -0.621 -0.038 -0.598 -0.705],84.98815,-10.420366,2073127,1.4468834,100,100.0,6.50559,7.810611e-05,4210.786394119263,-11.523498,175.43777,-11.507137,499.23,-26.635822,99.0,90.85706,622.2205,0.71613836,,-29.6714664055953,2.866502
8200,124727.76,5422778.0,8.180807,-11.619936,82,[-1.143 -0.618 -0.047 -0.606 -0.703],3048.0063,-4.082841,2122343,0.78284794,100,100.0,4.5877185,4.7532046e-07,4296.7963535785675,-7.064764,152.14844,-10.936462,492.16,-34.37737,99.0,14560.248,174994.94,0.72140193,,-28.087232401558833,17.566614
