Bound,MinD2w0t,StdIW,StdD2w0t,InitialReturnMax,EpLenMean,MeanD2w0t,TimestepsSoFar,InitialReturnMean,J_sample_variance,InitialReturnStd,MeanIW,MinIW,TimeElapsed,ReturnStepMax,Iteration,MeanEntropy,EpThisIter,InitialReturnMin,InitialBound,Weights,MaxIW,ReturnStepMaxmin,EmpiricalD2,MaxD2w0t,ReturnMeanIW,EpRewMean,EpisodesSoFar
192.30362,,0.547472,0.21388783,5.657646,20.97,0.044657372,24656,3.3569336e-06,37906.51,1.6677724,1.0602794,0.3933279,145.13621878623962,100.0,11,1.1738923,100,-3.045105,181.8353,[ 0.689 -0.521 -0.607  0.474 -0.253],4.7244277,89.035095,1.2101915,1.3405547,471.95554,-114.96698186406198,1100
163.62189,,0.33509016,0.21813263,5.5520096,22.83,0.04763455,26939,-1.2969971e-06,14470.667,1.6982577,1.0755359,0.4692116,159.66918087005615,100.0,12,1.1623806,100,-2.6163406,149.08237,[ 0.673 -0.538 -0.608  0.489 -0.245],2.894507,89.78255,1.0792241,1.3615147,439.98007,-116.55832420148164,1200
185.5918,,0.32711676,0.21754017,4.715866,22.41,0.0470554,29180,-9.765625e-06,14020.578,1.7644148,1.0826836,0.29319346,172.41378331184387,100.0,13,1.1506133,100,-3.2438812,164.96985,[ 0.692 -0.53  -0.6    0.5   -0.256],2.758894,89.63974,1.1350218,1.2834944,450.81586,-116.08678333114534,1300
119.62399,,0.19569582,0.21847446,5.4587936,24.5,0.049587987,31630,-7.781982e-06,4158.8306,2.0582435,1.0174903,0.42085007,186.05467748641968,100.0,14,1.133842,100,-3.0851364,117.21094,[ 0.696 -0.529 -0.614  0.52  -0.268],1.5518047,90.374344,1.0284605,1.0696963,388.30222,-117.91424046361468,1400
105.40549,,0.21121374,0.21749802,7.8336105,24.12,0.048959598,34042,-3.1280517e-06,5000.895,2.127435,1.0194218,0.60770774,198.94388437271118,100.0,15,1.1279122,100,-3.1554947,101.21402,[ 0.701 -0.522 -0.611  0.52  -0.285],1.6316082,90.24913,1.0460367,1.0581031,395.37305,-117.4201513840871,1500
130.81244,,0.21606892,0.22342272,6.6901016,24.4,0.0505832,36482,5.722046e-06,5982.188,2.1091936,1.050241,0.5018132,213.22603940963745,100.0,16,1.1325341,100,-3.2943802,119.84787,[ 0.692 -0.522 -0.604  0.517 -0.291],1.8604374,90.35423,1.0498501,1.235084,402.01773,-117.67833409152134,1600
125.68262,,0.21482491,0.21907876,7.1170425,23.66,0.048810292,38848,2.4414062e-06,5822.535,2.193413,1.0548317,0.371826,227.47026014328003,100.0,17,1.109155,100,-3.0694351,114.1712,[ 0.693 -0.537 -0.615  0.54  -0.287],1.720738,90.10344,1.0477678,1.1536661,416.5975,-117.0762527624299,1700
101.17288,,0.25501734,0.22121927,8.286827,24.8,0.050522435,41328,2.3651123e-06,6273.1616,2.2316918,1.0413524,0.5304093,242.31360840797424,100.0,18,1.1045612,100,-3.214676,93.9946,[ 0.694 -0.534 -0.611  0.525 -0.31 ],1.9997674,90.46619,1.0677437,1.1654465,391.41733,-118.21922253054899,1800
135.8498,,0.37009674,0.22068933,5.1442947,23.93,0.04944669,43721,1.0681152e-06,13783.402,2.0466592,1.0743912,0.641631,255.63291573524475,100.0,19,1.1174059,100,-2.7337036,120.852875,[ 0.689 -0.548 -0.614  0.53  -0.314],4.0873566,90.186005,1.0447651,1.2348524,416.95065,-117.42446705144522,1900
156.42267,,0.3267755,0.22084695,7.0003433,23.23,0.048718043,46044,-7.2479247e-06,13390.467,2.048046,1.0631288,0.52637506,269.80618476867676,100.0,20,1.1475307,100,-2.9600525,143.04266,[ 0.666 -0.53  -0.605  0.537 -0.301],2.457265,89.94629,1.1061952,1.2073255,426.93304,-116.77377534453494,2000
155.05927,,0.19265583,0.21533315,5.4914017,23.19,0.047480762,48363,-4.043579e-06,5016.2236,2.0930753,1.027739,0.59040976,284.2011866569519,100.0,21,1.12793,100,-2.6497803,148.77252,[ 0.668 -0.518 -0.603  0.527 -0.271],1.6925333,89.93236,1.0438057,1.0712969,415.2278,-116.73428016332224,2100
163.25803,,0.2792482,0.218939,8.108566,23.04,0.04809062,50667,3.5858154e-06,10275.516,2.01737,1.0521877,0.3546024,297.0741374492645,100.0,22,1.1201183,100,-3.3310547,151.39023,[ 0.675 -0.513 -0.602  0.515 -0.291],1.8302038,89.86189,1.0958794,1.1422337,427.32608,-116.58536216903171,2200
226.1665,,2.206198,0.35254642,4.708893,22.45,0.06915301,52912,-3.0517579e-06,639165.25,1.8005863,1.4075822,0.04439691,309.921226978302,100.0,23,1.1413213,100,-2.757965,162.47043,[ 0.676 -0.521 -0.595  0.521 -0.299],14.812229,89.61072,3.6001878,4.3878827,572.2481,-116.61969565994625,2300
152.87234,,0.5659243,0.22885975,6.2660675,23.5,0.05071445,55262,-2.822876e-06,37129.145,2.080004,1.084592,0.25638822,325.64314222335815,100.0,24,1.1133494,100,-3.3482437,139.14789,[ 0.623 -0.533 -0.573  0.512 -0.278],3.2567077,90.02115,1.230189,1.3600061,428.73132,-117.25152156770041,2400
128.66849,,0.26836383,0.22406223,5.7796173,25.07,0.051458817,57769,,7252.072,2.20899,1.044885,0.5568961,340.2102372646332,100.0,25,1.1281434,100,-3.9717178,119.79364,[ 0.629 -0.513 -0.573  0.5   -0.305],2.1819456,90.55417,1.0745751,1.1738164,388.718,-118.40345701098211,2500
127.16174,,0.16019472,0.22056715,7.026619,24.55,0.050116416,60224,2.822876e-06,3179.197,2.1605115,1.0264432,0.547889,354.5015823841095,100.0,26,1.1184491,100,-3.0271988,121.28345,[ 0.627 -0.529 -0.579  0.499 -0.291],1.6846664,90.38559,1.0280385,1.081114,391.75943,-118.0169699196014,2600
121.47739,,3.4636393,0.3504445,7.3691025,25.64,0.07398187,62788,-1.5411377e-05,1055559.8,2.6067975,1.5026736,0.032191847,369.11558532714844,100.0,27,1.1140381,100,-3.5501022,81.6738,[ 0.629 -0.538 -0.584  0.514 -0.3  ],25.180033,90.74208,3.2116601,5.84362,512.65247,-118.68644363916195,2700
138.95016,,0.35034832,0.21346396,9.67836,22.46,0.046273824,65034,9.9182125e-06,15957.371,2.0077033,1.0372804,0.46491623,383.8723454475403,100.0,28,1.1250144,100,-3.0853577,132.6372,[ 0.671 -0.516 -0.599  0.534 -0.305],2.3425577,89.665726,1.1017445,1.178729,431.61053,-116.05385077892903,2800
121.61255,,0.078176275,0.21224187,4.856468,23.51,0.04714378,67385,8.010864e-06,710.54895,1.8086717,1.0055794,0.8537855,395.9737446308136,100.0,29,1.131836,100,-2.8165512,120.72797,[ 0.678 -0.505 -0.6    0.529 -0.294],1.2508967,90.06502,1.0065976,1.0162251,400.2332,-116.78571103356133,2900
145.68652,,0.28368792,0.21464908,6.758133,23.28,0.04741974,69713,-1.197815e-05,9251.924,2.077336,1.0226029,0.46449336,408.62155985832214,100.0,30,1.1356717,100,-2.980751,142.16565,[ 0.676 -0.508 -0.601  0.528 -0.287],1.8525171,89.93752,1.0730729,1.1375377,411.04062,-116.81614904510971,3000
393.22528,,18.343845,2.2435708,7.509529,24.41,0.27876744,72154,2.2888185e-06,39904616.0,2.3641002,3.0454793,0.00593457,421.0789051055908,100.0,31,1.15892,100,-3.0057297,127.74457,[ 0.671 -0.521 -0.603  0.532 -0.283],185.4832,90.36018,27.182592,99.160645,1084.4668,-117.65404027438784,3100
149.1196,,0.12966429,0.2095376,6.352783,22.55,0.045535162,74409,8.392334e-06,2427.0217,1.929533,1.0194861,0.79000306,436.98984265327454,100.0,32,1.1727873,100,-2.6444702,144.93085,[ 0.729 -0.482 -0.624  0.475 -0.26 ],1.5531651,89.73366,1.0143787,1.0558769,422.0593,-115.75305431591049,3200
134.80768,,0.22997306,0.2123172,7.5135193,22.73,0.04632743,76682,-4.043579e-06,6984.6396,2.220944,1.0298836,0.5752538,451.02716732025146,100.0,33,1.1657573,100,-2.912033,125.45163,[ 0.721 -0.48  -0.626  0.472 -0.246],1.7021384,89.79709,1.0541182,1.1275085,424.23538,-115.95598839068911,3300
170.4096,,0.2667164,0.2169337,4.9479904,22.83,0.047430526,78965,-3.0517579e-06,9904.896,2.1102543,1.0561875,0.5647207,464.4665296077728,100.0,34,1.1760525,100,-3.2044067,156.08234,[ 0.744 -0.488 -0.636  0.479 -0.253],2.030415,89.82402,1.0753834,1.201509,431.33755,-116.15890369503279,3400
161.8309,,0.3058189,0.2106392,6.8497467,21.73,0.044884853,81138,1.2130738e-05,13933.626,2.024333,1.0471796,0.5212706,477.8983554840088,100.0,35,1.1923292,100,-2.9675293,150.18552,[ 0.756 -0.516 -0.649  0.495 -0.243],2.5170763,89.40074,1.0764928,1.1382036,448.9442,-115.16100512191801,3500
207.28442,,1.6013094,0.29336375,6.9281616,21.97,0.060080636,83335,-8.163453e-06,339920.4,1.9858832,1.2683929,0.043129843,490.13032937049866,100.0,36,1.201176,100,-2.6738281,162.48193,[ 0.739 -0.509 -0.636  0.49  -0.227],10.78586,89.493034,2.3948126,3.2083988,527.14966,-115.40467121365593,3600
184.14464,,0.19266082,0.20913514,4.9387283,22.17,0.045047894,85552,1.1444092e-06,5257.304,1.8164783,1.0187215,0.57443535,505.96298718452454,100.0,37,1.1891882,100,-2.568779,179.49489,[ 0.691 -0.519 -0.615  0.501 -0.218],1.4753792,89.53888,1.043056,1.0699358,431.37195,-115.96142569558971,3700
181.38574,,0.68052065,0.22645752,5.087181,22.7,0.049147695,87822,-9.155273e-07,54754.586,2.0553603,1.1043892,0.23169924,519.7295353412628,100.0,38,1.2061176,100,-3.1982803,163.34825,[ 0.683 -0.531 -0.62   0.511 -0.23 ],4.649388,89.74675,1.3589882,1.5100989,448.86905,-116.37438790740833,3800
168.59055,,0.4635288,0.21962519,5.460312,22.7,0.04783189,90092,1.7547608e-06,27441.316,2.127592,1.0631025,0.21391256,534.0211808681488,100.0,39,1.1804574,100,-3.0458374,156.77399,[ 0.711 -0.516 -0.623  0.519 -0.213],2.9293735,89.77519,1.19076,1.2921014,434.87042,-116.05152276093709,3900
147.61063,,0.3431042,0.21618451,8.09671,22.84,0.04725743,92376,-9.460449e-06,15386.083,2.1215074,1.0672235,0.26607198,546.4787218570709,100.0,40,1.1769619,100,-2.7543793,131.28418,[ 0.733 -0.504 -0.624  0.516 -0.239],2.3324084,89.799194,1.1115031,1.3630918,437.05484,-116.49321465271807,4000
117.58908,,0.17719768,0.21612783,6.6597366,23.8,0.048316896,94756,2.7465821e-06,3877.1155,2.2352583,1.0227355,0.68796587,561.622894525528,100.0,41,1.1854801,100,-2.821167,112.31271,[ 0.699 -0.501 -0.619  0.526 -0.242],1.6470752,90.16606,1.0323168,1.0907451,401.79355,-117.02389242519536,4100
155.48206,,0.67705613,0.23534667,6.790825,23.83,0.05246253,97139,2.0599366e-06,49026.074,2.19234,1.1242832,0.22268812,575.183091878891,100.0,42,1.2305185,100,-2.8976288,135.21683,[ 0.708 -0.508 -0.629  0.537 -0.234],7.6384616,90.17551,1.2296073,1.5946854,435.3393,-117.05875596667879,4200
243.4072,,2.3874187,0.38990495,4.8704147,22.6,0.07480308,99399,5.569458e-06,718018.25,1.6632866,1.488355,0.032083694,589.3428018093109,100.0,43,1.2458378,100,-2.976532,161.91348,[ 0.709 -0.517 -0.623  0.524 -0.188],15.680196,89.69888,3.7946715,7.477015,591.93585,-116.40263911921753,4300
121.4751,,0.22466202,0.2247809,6.720192,25.04,0.051598966,101903,4.196167e-06,5552.537,2.2582006,1.0505669,0.4256007,603.3128955364227,100.0,44,1.215873,100,-3.3003464,110.89328,[ 0.658 -0.553 -0.615  0.558 -0.173],1.6928766,90.53055,1.0530757,1.129823,392.04303,-118.55752268406657,4400
161.07574,,0.2518975,0.21763065,5.394722,23.13,0.047903232,104216,9.307862e-06,8559.092,1.7752465,1.0463662,0.523346,615.5951406955719,100.0,45,1.2126431,100,-3.170433,151.33884,[ 0.679 -0.559 -0.617  0.562 -0.203],2.3094578,89.87245,1.0496072,1.1821089,424.49796,-117.12510313612306,4500
169.69623,,4.1409125,0.5899006,5.9206696,24.92,0.10672151,106708,5.645752e-06,1779587.9,2.1273527,1.6661712,0.026278779,628.5575263500214,100.0,46,1.2246593,100,-3.2134933,107.024506,[ 0.66  -0.558 -0.619  0.588 -0.206],26.666553,90.48993,6.652388,14.322191,593.4233,-118.4955449337819,4600
152.12933,,0.41569972,0.22002901,6.6677856,22.97,0.04823119,109005,3.0517577e-07,21464.38,1.8923354,1.0589321,0.30765975,644.7900869846344,100.0,47,1.2195264,100,-2.592537,140.74698,[ 0.735 -0.542 -0.647  0.559 -0.194],2.4340546,89.83615,1.1602871,1.2093993,430.12555,-116.73180803508107,4700
148.27621,,0.45595577,0.2251456,6.193115,23.62,0.050089855,111367,-4.577637e-06,26820.438,2.0786483,1.0647329,0.43103948,657.9708774089813,100.0,48,1.2511841,100,-3.0321274,135.58768,[ 0.749 -0.541 -0.66   0.567 -0.2  ],4.2562394,90.10062,1.1065539,1.2530874,420.65,-116.91178212720175,4800
189.14795,,0.3955192,0.22877699,5.4739304,22.2,0.049181964,113587,4.577637e-06,21817.363,1.9379555,1.1346931,0.38379568,671.9746460914612,100.0,49,1.187504,100,-2.845665,159.69302,[ 0.758 -0.552 -0.675  0.585 -0.168],2.262986,89.5815,1.1848712,1.453377,474.22552,-115.64541627810002,4900
155.52194,,0.28703925,0.21057315,8.702347,21.98,0.04513743,115785,-1.1749267e-05,11450.154,1.8190867,1.0411043,0.4606149,684.3217294216156,100.0,50,1.2038988,100,-2.492775,146.12665,[ 0.763 -0.562 -0.68   0.593 -0.231],1.984485,89.47806,1.0813825,1.1965612,443.65155,-115.63607384738064,5000
138.46765,,0.2864636,0.22110851,5.354393,24.07,0.049705997,118192,-1.2512207e-05,9794.7,1.9849819,1.0428622,0.32838055,698.4684669971466,100.0,51,1.2012221,100,-3.1524582,128.21109,[ 0.773 -0.553 -0.68   0.587 -0.215],2.1804245,90.29048,1.0725741,1.2240671,403.48816,-116.8540538087123,5100
166.15714,,0.682013,0.25898716,6.8022842,24.0,0.057457596,120592,1.4038086e-05,54089.523,2.025936,1.2041272,0.101284,712.8492116928101,100.0,52,1.1991521,100,-3.0261688,124.841644,[ 0.79  -0.566 -0.697  0.609 -0.218],4.655177,90.22171,1.516957,2.2118692,462.84964,-117.33946465224506,5200
183.36845,,0.25647345,0.20710145,5.153969,21.76,0.044169836,122768,-7.5531007e-06,8975.453,1.8150991,1.0141122,0.5863952,725.4494676589966,100.0,53,1.2080739,100,-2.6346207,181.30836,[ 0.767 -0.587 -0.695  0.644 -0.22 ],2.1245801,89.38379,1.0532653,1.0655661,436.8496,-115.50435559174267,5300
246.85504,,1.7225709,0.24813248,6.0897064,22.31,0.053226896,124999,3.5858154e-06,420996.6,1.7889582,1.2713913,0.42247167,737.9385979175568,100.0,54,1.2656757,100,-2.711731,171.70512,[ 0.756 -0.59  -0.691  0.64  -0.211],17.731401,89.57233,1.3722169,1.8900967,528.0451,-116.3207563624655,5400
175.20187,,0.29951018,0.21995738,6.1830063,22.88,0.04806948,127287,-8.163453e-06,12084.872,2.0557787,1.0782131,0.4884906,750.6411621570587,100.0,55,1.2615285,100,-3.0966187,157.88007,[ 0.713 -0.563 -0.668  0.609 -0.153],2.7384443,89.82063,1.0681844,1.3827565,439.8157,-116.45187285021265,5500
156.85602,,0.23577446,0.21386644,5.8616104,23.01,0.046962734,129588,3.967285e-06,7300.681,1.7894603,1.0324367,0.68009317,764.795122385025,100.0,56,1.2763193,100,-2.7912827,150.01462,[ 0.687 -0.575 -0.687  0.615 -0.157],1.9968716,89.87271,1.0513307,1.148076,420.14233,-116.51445572318404,5600
125.20233,,0.23561014,0.22089584,5.6770782,23.99,0.049569048,131987,1.1367798e-05,7211.4575,1.8841288,1.039531,0.4266212,779.3338680267334,100.0,57,1.2656124,100,-3.2351456,118.36951,[ 0.694 -0.571 -0.689  0.628 -0.143],2.1458044,90.20976,1.0440302,1.1433384,405.37527,-117.43388374479075,5700
171.36014,,0.5851782,0.22572836,6.388611,22.82,0.049208574,134269,-2.2125244e-06,42176.91,1.9184611,1.0996017,0.15196154,794.1561889648438,100.0,58,1.2421261,100,-3.2537918,149.81598,[ 0.688 -0.573 -0.69   0.65  -0.153],3.9962158,89.80893,1.2895349,1.3464761,447.31146,-116.2422815708525,5800
178.1405,,0.2968489,0.21898468,5.609436,22.52,0.047520865,136521,-3.5095215e-06,12535.677,1.7664639,1.070192,0.4981451,808.9539728164673,100.0,59,1.2070346,100,-2.8218842,162.70468,[ 0.713 -0.564 -0.7    0.654 -0.177],2.3565018,89.68642,1.0842842,1.216963,442.82874,-116.1309638469692,5900
150.91525,,0.06670847,0.21195021,5.960327,23.38,0.046945233,138859,4.577637e-06,624.46454,1.8815866,1.006261,0.78882235,822.8453834056854,100.0,60,1.2119305,100,-2.6885452,149.17365,[ 0.707 -0.544 -0.683  0.647 -0.212],1.2122124,89.99527,1.0053358,1.0127717,404.08585,-116.95520410761922,6000
166.48145,,0.42846707,0.2185164,7.0080566,22.93,0.047838498,141152,-5.1879883e-06,21798.744,2.0051146,1.0524836,0.40264463,836.9861109256744,100.0,61,1.204828,100,-2.6345367,156.88776,[ 0.712 -0.55  -0.687  0.655 -0.207],2.792334,89.84161,1.1603042,1.3176612,428.24023,-116.46583111884163,6100
155.96964,,0.27702454,0.21413241,5.2597885,22.82,0.046818223,143434,-9.994506e-06,10121.422,1.8056873,1.023166,0.66305333,850.1819262504578,100.0,62,1.2311983,100,-2.8872833,151.96683,[ 0.701 -0.566 -0.687  0.646 -0.214],2.7634382,89.79906,1.0433503,1.0903926,420.41412,-116.39276119979777,6200
2009.2697,,95.974335,29.577795,4.538582,23.04,1.4881142,145738,3.8146973e-06,1185461600.0,1.8239343,10.308042,0.0021945662,863.3342308998108,100.0,63,1.2990706,100,-2.5179138,158.84503,[ 0.703 -0.571 -0.688  0.654 -0.188],978.6772,89.877426,374.6693,3109.3489,3781.9683,-116.61203247331734,6300
138.12077,,0.1467383,0.2150067,5.193306,24.05,0.04832867,148143,-2.4414062e-06,2385.7502,1.9652299,1.0076978,0.67648095,879.057151556015,100.0,64,1.3026758,100,-3.6325226,136.81024,[ 0.554 -0.582 -0.641  0.597 -0.12 ],1.5359269,90.20508,1.0195459,1.0278257,393.31363,-117.78398932955166,6400
108.52396,,0.19961369,0.22039054,7.2317657,24.53,0.050054695,150596,-7.3242186e-06,4546.7715,2.2595246,1.0279553,0.4876512,893.2550184726715,100.0,65,1.2870625,100,-2.664009,103.70892,[ 0.569 -0.583 -0.644  0.6   -0.116],1.5905288,90.3303,1.0417299,1.0955453,393.02194,-118.33780368687842,6500
172.76587,,0.5894384,0.22167438,7.2641983,22.61,0.048105795,152857,-5.340576e-07,43197.96,1.9793438,1.0785077,0.35473782,906.1259150505066,100.0,66,1.2878994,100,-2.7446594,160.93896,[ 0.564 -0.589 -0.643  0.61  -0.132],5.2611446,89.67636,1.204445,1.4686366,444.32104,-116.6836989740072,6600
153.32964,,0.12724665,0.21218912,4.3905716,23.4,0.0470196,155197,-8.392334e-06,1939.2832,1.6820214,1.0040898,0.7223101,921.4860451221466,100.0,67,1.287122,100,-2.60141,152.42,[ 0.554 -0.597 -0.633  0.586 -0.131],1.3852513,89.95952,1.0163938,1.0243989,404.88867,-117.47361045833384,6700
142.09384,,0.93383735,0.24864267,6.216278,23.61,0.054742392,157558,-8.850097e-06,108164.85,2.0068593,1.1190575,0.03958818,935.37486743927,100.0,68,1.2648419,100,-3.0142212,127.62558,[ 0.555 -0.59  -0.633  0.584 -0.132],5.496033,90.042145,1.571315,1.9546864,443.80328,-117.55251600030431,6800
131.26056,,0.7475715,0.23142691,6.647415,23.45,0.051053908,159903,4.577637e-06,63210.6,1.9980972,1.1027634,0.1677546,949.5088827610016,100.0,69,1.2549309,100,-2.963089,119.61771,[ 0.589 -0.568 -0.639  0.566 -0.154],4.1570683,90.01112,1.3743374,1.6843977,436.2139,-117.11964228173511,6900
173.64941,,0.39242682,0.21977083,5.8094177,22.78,0.047954913,162181,2.9754638e-06,20435.22,1.8856009,1.0633208,0.31680477,963.413421869278,100.0,70,1.2497561,100,-2.8922272,157.64447,[ 0.604 -0.541 -0.639  0.563 -0.164],2.9070334,89.78955,1.1615835,1.315833,436.51917,-116.29699634981682,7000
153.79114,,0.45968893,0.21989572,5.395195,23.39,0.048668068,164520,-3.2806397e-06,24337.99,1.8931372,1.0487003,0.39717847,976.9018270969391,100.0,71,1.2714695,100,-2.9956284,147.29327,[ 0.632 -0.525 -0.635  0.542 -0.169],4.0351186,89.99625,1.1132154,1.3040974,417.91867,-116.9939472592077,7100
190.01541,,2.0514133,0.28567314,6.655899,23.39,0.060894523,166859,-5.340576e-06,532434.4,2.117506,1.2686471,0.13924056,989.8605816364288,100.0,72,1.3166456,100,-3.0315857,152.4519,[ 0.62  -0.542 -0.642  0.537 -0.148],21.868876,90.00804,2.093067,3.3039293,497.01932,-116.85591989073042,7200
174.70456,,0.14781526,0.20799308,6.92128,21.98,0.04459944,169057,2.5177003e-06,3321.3057,2.04905,1.0214192,0.6106081,1003.7968366146088,100.0,73,1.2946901,100,-3.0378342,169.63278,[ 0.569 -0.552 -0.633  0.508 -0.102],1.3162098,89.47554,1.0253769,1.0570678,435.53375,-115.66381325540868,7300
165.86304,,0.16110387,0.20941535,5.7308884,22.32,0.04526545,171289,3.967285e-06,3539.2913,1.8980858,1.0191611,0.55838585,1015.5797162055969,100.0,74,1.2753433,100,-2.9432297,160.95502,[ 0.573 -0.549 -0.631  0.501 -0.124],1.4290174,89.61966,1.031881,1.0573165,428.3689,-115.84469771970933,7400
162.01462,,0.19158493,0.21151122,6.1366806,22.34,0.04573449,173523,1.04522705e-05,5350.4814,2.378032,1.0296642,0.5322511,1027.427092552185,100.0,75,1.273422,100,-3.2737885,153.46048,[ 0.579 -0.548 -0.634  0.507 -0.144],1.8142773,89.64792,1.0452625,1.0797896,431.58655,-115.63276255537689,7500
177.81882,,0.20666945,0.21164891,6.984688,22.35,0.045775,175758,-4.8065185e-06,5566.1875,1.8831127,1.0389739,0.6766051,1040.9922568798065,100.0,76,1.3007774,100,-2.5171738,168.03452,[ 0.595 -0.558 -0.648  0.508 -0.146],2.1175325,89.61406,1.0449525,1.1076628,435.11578,-116.06287198792812,7600
160.80788,,0.064132445,0.2104599,6.0240326,23.05,0.04626793,178063,-6.1035155e-07,554.36487,2.360939,1.0054921,0.8241979,1053.5059461593628,100.0,77,1.2959021,100,-3.3450012,159.29456,[ 0.616 -0.561 -0.647  0.504 -0.118],1.2312483,89.91543,1.006668,1.024258,408.35825,-116.2231778995536,7700
177.08932,,0.8083729,0.23764563,7.3083496,22.55,0.051435687,180318,1.9836425e-06,89683.836,2.1821733,1.133004,0.40811887,1066.4264771938324,100.0,78,1.3503792,100,-3.0733185,155.72214,[ 0.611 -0.558 -0.647  0.511 -0.123],6.6206665,89.68826,1.3168182,1.5016764,465.54764,-116.26488435029502,7800
212.53711,,1.1399893,0.2645692,6.1642914,22.28,0.056311827,182546,5.340576e-07,187055.11,2.2915595,1.228175,0.26673147,1078.616860628128,100.0,79,1.3848208,100,-3.5814667,166.76407,[ 0.588 -0.552 -0.633  0.497 -0.069],12.636921,89.60243,1.5958834,2.010812,507.7278,-115.77885085387294,7900
174.87228,,0.27537614,0.2168855,6.272049,22.64,0.047198642,184810,1.0604858e-05,10638.539,2.1156669,1.0612504,0.46379527,1092.164877653122,100.0,80,1.405037,100,-3.5775452,159.07352,[ 0.613 -0.545 -0.651  0.473 -0.034],2.1219058,89.7666,1.0779407,1.2612627,436.73257,-115.84203241693571,8000
3252.9202,,208.08742,25.666975,6.687729,23.51,1.8102928,187161,-1.8310546e-06,3880599300.0,2.2819762,22.335495,7.95872e-06,1104.8013865947723,100.0,81,1.3107421,100,-3.450653,130.74118,[ 0.625 -0.561 -0.671  0.493 -0.014],3620.2998,90.078156,244.27663,2084.723,6998.5405,-116.63128967401359,8100
