EmpiricalD2,TimeElapsed,MinD2w0t,EpLenMean,MeanEntropy,ReturnStepMaxmin,MaxIW,InitialReturnMin,Weights,EpThisIter,MeanIW,Bound,EpRewMean,MaxD2w0t,InitialReturnStd,MeanD2w0t,StdIW,MinIW,TimestepsSoFar,InitialReturnMax,EpisodesSoFar,InitialBound,ReturnStepMax,J_sample_variance,InitialReturnMean,Iteration,StdD2w0t,ReturnMeanIW
1.0001686,106.14535689353943,,16.67,1.4180802,99.3873,1.0424356,-97.46874,[-0.698  0.919 -0.674  0.288 -0.001],100,0.9976501,-2314.4292,-108.46004084888456,1.0002818,2.656863,0.033341642,0.012544534,0.97124416,27231,-84.61443,1600,-2314.5618,100.0,7.636064,-93.494484,16,0.17953531,-93.28708
1.0001042,113.21545124053955,,16.52,1.4193684,99.35577,1.0253718,-97.547844,[-6.994e-01  9.186e-01 -6.738e-01  2.887e-01 -7.467e-04],100,0.9985816,-1971.8937,-108.32890886047463,1.0002081,2.789781,0.03304152,0.009199094,0.9792515,28883,-85.18474,1700,-1971.9694,100.0,8.333749,-93.49442,17,0.1787547,-93.362076
1.0000364,120.88234305381775,,17.2,1.419832,99.357864,1.0181983,-97.66658,[-7.016e-01  9.194e-01 -6.736e-01  2.892e-01  3.868e-04],100,0.99927384,-2382.7424,-108.87089647420945,1.0000567,2.86235,0.034400523,0.0056920704,0.9871804,30603,-84.24102,1800,-2382.7742,100.0,9.0592165,-93.41088,18,0.18226284,-93.34915
1.0000659,126.84146189689636,,16.75,1.4210094,99.36497,1.0273459,-97.49904,[-7.016e-01  9.193e-01 -6.733e-01  2.892e-01  8.273e-04],100,0.9985296,-2174.6038,-108.77849455237256,1.0001414,3.1077538,0.033501264,0.0074196444,0.9827474,32278,-79.53129,1900,-2174.6748,100.0,10.181084,-93.71781,19,0.17995062,-93.58259
1.0000434,133.9733190536499,,17.23,1.4202613,99.371475,1.0138786,-97.680275,[-0.701  0.919 -0.673  0.289  0.002],100,0.9990932,-2053.4043,-108.08345556239068,1.0000857,2.7831693,0.034460727,0.006962038,0.973927,34001,-84.39686,2000,-2053.453,100.0,8.620622,-92.692825,20,0.18241589,-92.61326
1.0002137,141.40235495567322,,16.28,1.4219018,99.36133,1.0351281,-97.439095,[-0.702  0.92  -0.673  0.289  0.001],100,0.99596256,-1942.3652,-108.10465575936149,1.0004855,2.6515753,0.03256413,0.013076308,0.96641314,35629,-82.712326,2100,-1942.5831,100.0,8.266937,-93.5183,21,0.17749749,-93.150566
1.00001,149.01660346984863,,16.49,1.4218483,99.36901,1.0061618,-97.55886,[-0.701  0.921 -0.672  0.288  0.003],100,0.9996246,-2217.5544,-108.39684710868761,1.0000428,2.4192853,0.032980114,0.0030151969,0.989328,37278,-84.908936,2200,-2217.5762,100.0,5.8731694,-93.57536,22,0.1785833,-93.54064
1.0000874,156.01199388504028,,16.59,1.4215305,99.35273,1.0204631,-97.47285,[-0.702  0.921 -0.672  0.289  0.003],100,0.9984436,-2151.7012,-108.21351884032141,1.0002395,3.242278,0.033181313,0.008947979,0.967715,38937,-81.2237,2300,-2151.7788,100.0,11.132502,-93.35585,23,0.17910968,-93.214355
1.0001042,163.08920216560364,,16.67,1.4212586,99.37045,1.0249889,-97.58009,[-0.704  0.922 -0.671  0.288  0.003],100,0.99803555,-2000.4191,-108.65144174265932,1.0005966,2.318387,0.033341795,0.0118557,0.9505842,40604,-85.791885,2400,-2000.5127,100.0,6.425503,-93.6552,24,0.17953596,-93.48086
1.0000094,171.278174161911,,17.87,1.421343,99.399124,1.0090109,-97.534,[-0.705  0.921 -0.672  0.287  0.002],100,0.99983686,-2257.6926,-109.22338196429708,1.0000355,3.3290482,0.035740074,0.0029983956,0.99111485,42391,-80.85555,2500,-2257.7017,100.0,11.040299,-93.16705,25,0.18564376,-93.15004
1.0002908,176.25373148918152,,16.93,1.4218482,99.37766,1.0418719,-97.58224,[-0.705  0.921 -0.672  0.287  0.002],100,0.9966686,-2314.7249,-109.0600220067641,1.000521,2.6919498,0.03386367,0.017256191,0.95453465,44084,-83.17151,2600,-2314.8772,100.0,9.883606,-93.809784,26,0.18088453,-93.52074
1.0001903,184.20567321777344,,17.44,1.4212378,99.34521,1.0245631,-97.96878,[-0.704  0.922 -0.672  0.287  0.003],100,0.99713624,-2429.086,-108.99737005199188,1.0004483,2.752713,0.034883562,0.011959949,0.9582726,45828,-85.691025,2700,-2429.2148,100.0,9.116618,-93.31696,27,0.18349536,-93.06262
1.00028,191.61897802352905,,16.77,1.4202654,99.347984,1.0306712,-97.50089,[-0.703  0.922 -0.671  0.285  0.002],100,0.99682534,-2128.308,-108.3214680439754,1.0005909,3.2873046,0.033543255,0.016888045,0.9400627,47505,-80.87696,2800,-2128.464,100.0,15.256525,-93.29211,28,0.18006004,-93.01659
1.0003636,198.94657373428345,,16.54,1.4193113,99.361984,1.0392191,-97.08575,[-0.7    0.922 -0.671  0.285  0.001],100,0.995235,-1971.072,-107.58185664409939,1.0005488,2.8277156,0.03308535,0.01960523,0.923584,49159,-83.4493,2900,-1971.2881,100.0,12.717345,-92.81314,29,0.17887494,-92.3875
1.0000327,206.85727095603943,,16.8,1.4198147,99.37312,1.0141586,-97.68878,[-7.004e-01  9.217e-01 -6.700e-01  2.844e-01  3.618e-04],100,0.9993803,-2151.6885,-108.35674325619331,1.0000781,2.959766,0.0336004,0.00508495,0.9865519,50839,-84.55503,3000,-2151.724,100.0,9.654635,-93.30122,30,0.18019988,-93.24789
1.0000489,214.79526162147522,,17.28,1.4203457,99.362305,1.0180634,-97.539925,[-6.990e-01  9.213e-01 -6.701e-01  2.841e-01  7.783e-04],100,0.9991459,-2103.977,-108.3058838105767,1.0001,3.3844464,0.03456069,0.006591144,0.981841,52567,-82.81234,3100,-2104.0237,100.0,12.2156315,-92.85366,31,0.18266433,-92.77986
1.000032,222.44816517829895,,16.76,1.4200329,99.41928,1.0110248,-97.49162,[-0.697  0.921 -0.67   0.284  0.001],100,0.9990998,-2332.1897,-108.4109003836073,1.0000825,2.6724937,0.033520333,0.005391283,0.9841974,54243,-82.4092,3200,-2332.2422,100.0,7.5734787,-93.38061,32,0.17999655,-93.30114
1.0001063,230.05327725410461,,17.58,1.4198359,99.36571,1.0204828,-97.624176,[-0.696  0.921 -0.67   0.284  0.001],100,0.9988391,-2053.4229,-108.45629573418435,1.0001849,3.119456,0.03516107,0.009492012,0.97793585,56001,-83.169655,3300,-2053.475,100.0,10.475594,-92.71492,33,0.18418889,-92.61072
1.0000145,237.22620964050293,,16.83,1.4203495,99.36768,1.0130244,-97.581955,[-6.965e-01  9.201e-01 -6.702e-01  2.836e-01  8.385e-04],100,0.999708,-2054.0698,-108.42553393046671,1.0000496,2.8027806,0.033660248,0.0033951062,0.9923463,57684,-84.64714,3400,-2054.0854,100.0,7.875452,-93.3252,34,0.18035291,-93.29817
1.0000086,244.0092897415161,,16.81,1.4199204,99.36688,1.0068554,-97.70769,[-0.696  0.92  -0.67   0.284  0.001],100,0.99979156,-2349.6682,-108.616600842552,1.000021,2.9930212,0.033620104,0.0030550652,0.9905135,59365,-82.669395,3500,-2349.679,100.0,9.158718,-93.5157,35,0.18024726,-93.49536
1.000248,250.96022200584412,,17.17,1.4202654,99.36295,1.0324512,-97.36575,[-0.696  0.92  -0.67   0.284  0.001],100,0.995472,-2313.749,-108.24665903735054,1.0006065,3.3271523,0.03434477,0.015487654,0.9589258,61082,-81.473015,3600,-2313.954,100.0,13.066486,-92.88678,36,0.18212335,-92.48071
1.0001928,258.50016164779663,,17.11,1.4193734,99.39933,1.0272315,-97.59093,[-0.697  0.921 -0.669  0.282  0.001],100,0.997671,-2053.955,-108.63942356864307,1.0004523,3.2212758,0.03422206,0.013762822,0.9384228,62793,-82.13118,3700,-2054.057,100.0,11.983668,-93.296844,37,0.18181175,-93.08848
1.0001138,265.1298625469208,,16.72,1.4178572,99.358505,1.0300131,-97.66417,[-6.972e-01  9.214e-01 -6.696e-01  2.829e-01  4.077e-04],100,0.99814844,-2000.368,-108.60694463646689,1.0002533,2.7156,0.033442006,0.010295689,0.9692644,64465,-86.08518,3800,-2000.4504,100.0,8.426997,-93.59296,38,0.17979136,-93.4303
1.0000592,272.4370467662811,,17.38,1.4165628,99.3694,1.0149908,-97.57583,[-0.697  0.922 -0.669  0.283 -0.001],100,0.9980856,-2398.4895,-108.89178447811503,1.0001686,2.8280857,0.03476112,0.008105231,0.973952,66203,-83.56642,3900,-2398.5815,100.0,8.3083315,-93.28653,39,0.1831726,-93.11539
1.0000148,280.0146732330322,,17.45,1.4170786,99.37201,1.0105238,-97.73423,[-0.698  0.922 -0.669  0.283 -0.002],100,0.9995636,-2151.5203,-108.76864116528715,1.0000273,3.170068,0.03490027,0.0036368954,0.9928291,67948,-82.66878,4000,-2151.546,100.0,10.184687,-93.12295,40,0.18353267,-93.08515
1.0001345,287.5839490890503,,17.42,1.4161061,99.38539,1.0287555,-97.31372,[-0.698  0.922 -0.669  0.283 -0.002],100,0.9976126,-2027.1307,-108.62459371512006,1.0003008,3.5078795,0.034842093,0.012318149,0.9568794,69690,-83.86075,4100,-2027.2781,100.0,13.151799,-93.00955,41,0.18339121,-92.79168
1.0001656,295.67538690567017,,16.91,1.4154686,99.39723,1.035268,-97.584404,[-0.696  0.922 -0.669  0.283 -0.003],100,0.9974841,-2174.1174,-108.43994514530448,1.0003424,2.888434,0.033822127,0.013423746,0.9642307,71381,-82.824814,4200,-2174.2314,100.0,9.429252,-93.274475,42,0.1807782,-93.04772
1.0001525,302.46425127983093,,17.14,1.4150608,99.36916,1.0336472,-97.43078,[-0.696  0.923 -0.669  0.283 -0.003],100,0.9979143,-2382.7515,-108.8961085923327,1.0003661,2.6987324,0.034282397,0.011027596,0.96639895,73095,-86.18903,4300,-2382.844,100.0,8.210146,-93.48068,43,0.1819593,-93.300125
1.0000325,309.4705741405487,,16.81,1.4146769,99.368195,1.0133721,-97.51191,[-0.695  0.923 -0.669  0.282 -0.004],100,0.999304,-2257.6255,-108.17538649583874,1.000101,3.3455737,0.033620633,0.0057703448,0.9825521,74776,-81.42141,4400,-2257.6587,100.0,11.810449,-93.12399,44,0.18024987,-93.05881
1.0001516,315.247456073761,,16.91,1.4137216,99.356995,1.0247419,-97.64705,[-0.695  0.923 -0.669  0.282 -0.004],100,0.9976011,-2079.4219,-108.31720522055834,1.000367,3.2841022,0.03382271,0.0128735835,0.959585,76467,-82.04387,4500,-2079.5347,100.0,12.576124,-93.1554,45,0.18078122,-92.94113
1.0003165,321.9091637134552,,16.8,1.413723,99.38469,1.0510647,-97.446594,[-0.698  0.923 -0.67   0.283 -0.005],100,0.996855,-2027.3595,-108.2996460610609,1.0007833,2.774357,0.033602726,0.019580685,0.9259842,78147,-84.31612,4600,-2027.5161,100.0,10.07063,-93.24756,46,0.18021189,-92.96111
1.0000854,329.65205121040344,,17.65,1.4130875,99.36984,1.0208374,-97.55217,[-0.697  0.924 -0.67   0.284 -0.005],100,0.99852943,-2348.9094,-108.62851830270719,1.0001767,3.113183,0.035300948,0.009075579,0.9756737,79912,-82.19176,4700,-2348.9827,100.0,10.728906,-92.81941,47,0.18454556,-92.69246
1.0000579,337.47115421295166,,17.01,1.4129953,99.39242,1.0225083,-97.680016,[-0.696  0.924 -0.67   0.284 -0.006],100,0.99877775,-2217.3113,-108.64414265490295,1.0002387,2.9600496,0.034020975,0.00783972,0.9738544,81613,-83.45117,4800,-2217.3691,100.0,9.135716,-93.3685,48,0.18128936,-93.25675
1.0001065,343.5069715976715,,16.96,1.4141529,99.38282,1.0240779,-97.51343,[-0.695  0.924 -0.669  0.284 -0.006],100,0.9979749,-2053.858,-108.39950468606527,1.0002846,2.9485238,0.033922248,0.008420108,0.97702914,83309,-85.017685,4900,-2053.9644,100.0,8.807396,-93.20434,49,0.18103082,-93.0179
1.0000556,350.2801914215088,,16.97,1.4145881,99.378296,1.0231631,-97.6499,[-0.696  0.925 -0.669  0.283 -0.005],100,0.99850404,-2195.9517,-108.42839910700852,1.0002185,2.8953793,0.03394128,0.007524091,0.9744989,85006,-85.67029,5000,-2196.027,100.0,8.240314,-93.22081,50,0.18107416,-93.07992
1.0000701,356.70709586143494,,16.54,1.414672,99.38011,1.0279666,-97.631195,[-0.696  0.926 -0.668  0.283 -0.004],100,0.99928,-1942.5143,-108.32820227334864,1.0001249,2.6459403,0.033080775,0.007692677,0.981721,86660,-83.953735,5100,-1942.5447,100.0,7.745694,-93.47984,51,0.17885129,-93.41954
1.0000695,362.101900100708,,16.65,1.4159026,99.36171,1.0335819,-97.67542,[-0.696  0.926 -0.668  0.283 -0.004],100,0.998435,-2027.6553,-108.38262365553479,1.000196,2.9017115,0.033301618,0.0075919516,0.9737294,88325,-84.61419,5200,-2027.7268,100.0,9.5416,-93.45828,52,0.17943019,-93.32095
1.00002,368.5213611125946,,17.2,1.4163611,99.352486,1.0210592,-97.28883,[-0.696  0.925 -0.669  0.283 -0.003],100,0.99962735,-2104.247,-108.5271258500174,1.0000316,3.3189242,0.03440033,0.0050149458,0.9880655,90045,-82.410164,5300,-2104.265,100.0,11.255757,-93.09493,53,0.18226177,-93.06247
1.0001104,374.12398862838745,,17.06,1.4160422,99.38798,1.0261904,-97.20053,[-0.696  0.925 -0.669  0.283 -0.003],100,0.99834234,-1971.173,-108.00928737218696,1.0002778,3.0264997,0.034122314,0.009599801,0.97543675,91751,-83.16119,5400,-1971.249,100.0,9.416111,-92.77407,54,0.1815468,-92.61959
1.0000275,382.27650332450867,,16.86,1.4165616,99.36973,1.021735,-97.97513,[-0.696  0.924 -0.67   0.284 -0.003],100,0.9992611,-2000.0043,-108.30622978560464,1.0002233,3.0632293,0.03372064,0.0055334666,0.9691154,93437,-84.137344,5500,-2000.0444,100.0,9.935496,-93.18691,55,0.18051787,-93.11974
1.0003791,389.4785888195038,,17.42,1.4165471,99.36239,1.0507134,-97.7197,[-0.695  0.923 -0.67   0.284 -0.002],100,0.99651045,-2104.1663,-108.77893826560506,1.0009191,2.7983096,0.034843296,0.018927861,0.9179399,95179,-84.16685,5600,-2104.3264,100.0,10.614131,-93.15649,56,0.18339776,-92.847496
1.000172,397.7982077598572,,17.91,1.4169927,99.37365,1.0385405,-97.81331,[-0.695  0.922 -0.67   0.282 -0.002],100,0.9978643,-2428.9456,-109.24970481454082,1.0002879,3.3315284,0.035822075,0.013084278,0.968309,96970,-81.317566,5700,-2429.0493,100.0,12.388045,-93.1514,57,0.18584876,-92.96261
1.0001911,405.83997082710266,,17.55,1.4169923,99.39682,1.0322876,-97.721954,[-0.693  0.922 -0.671  0.282 -0.002],100,0.99761623,-2195.0903,-108.04333525406298,1.0003897,3.0772824,0.03510306,0.0124482885,0.9621861,98725,-82.71084,5800,-2195.2002,100.0,10.069724,-92.39393,58,0.18405524,-92.17954
1.0002089,412.61853790283203,,16.57,1.4169852,99.375626,1.0259687,-97.7251,[-0.693  0.923 -0.67   0.282 -0.002],100,0.9974704,-2104.3096,-108.11129505638455,1.000357,3.1863475,0.033141673,0.0144842435,0.9607658,100382,-81.35927,5900,-2104.4395,100.0,11.276524,-93.26953,59,0.17901179,-93.04106
1.0000165,419.5826382637024,,17.25,1.4173322,99.35356,1.0122656,-97.382706,[-0.694  0.922 -0.67   0.281 -0.002],100,0.99962115,-2458.0073,-108.57767240773617,1.0000294,2.882224,0.034500245,0.0038822123,0.9908342,102107,-80.45973,6000,-2458.0264,100.0,8.435683,-93.1101,60,0.18251073,-93.075195
1.0001004,424.57735419273376,,16.55,1.4175173,99.389114,1.0278604,-97.517914,[-0.694  0.922 -0.67   0.281 -0.002],100,0.99800974,-2196.1313,-108.22885900707291,1.0003078,2.878047,0.03310133,0.009793145,0.969061,103762,-80.960175,6100,-2196.2224,100.0,10.016924,-93.41611,61,0.17890978,-93.23669
1.000026,431.3756527900696,,17.05,1.4183125,99.36056,1.0143071,-97.4533,[-0.694  0.922 -0.671  0.282 -0.001],100,0.9994268,-2104.5828,-108.74789498152393,1.0000701,3.4249485,0.03410053,0.004995562,0.9905062,105467,-81.8175,6200,-2104.6138,100.0,11.57744,-93.443634,62,0.18148336,-93.38824
1.0001221,438.4229738712311,,17.6,1.4183931,99.360725,1.0236337,-97.29455,[-6.944e-01  9.222e-01 -6.706e-01  2.821e-01 -6.896e-04],100,0.99873,-2257.4102,-108.70149410050713,1.0002412,3.3112028,0.0352012,0.011173656,0.9716618,107227,-79.830864,6300,-2257.478,100.0,11.487422,-92.94336,63,0.18428595,-92.83103
1.0000973,445.47490072250366,,17.12,1.4180536,99.37014,1.0239484,-97.6766,[-6.966e-01  9.226e-01 -6.703e-01  2.824e-01 -5.821e-04],100,0.9990609,-2000.5087,-109.12191790173141,1.000215,2.8331146,0.03424104,0.010861033,0.9640484,108939,-83.81682,6400,-2000.5547,100.0,9.229708,-93.69722,64,0.1818547,-93.610176
1.0001122,453.36860060691833,,17.07,1.4184144,99.40127,1.0384026,-97.42784,[-6.971e-01  9.224e-01 -6.700e-01  2.819e-01 -8.417e-04],100,0.99807197,-2237.7656,-108.61311591100963,1.0002882,2.8031304,0.034141064,0.010602544,0.97191805,110646,-83.688484,6500,-2237.8608,100.0,8.732555,-93.29277,65,0.18159014,-93.12301
1.0000721,460.5633714199066,,16.99,1.418951,99.35782,1.0180173,-97.75357,[-6.963e-01  9.226e-01 -6.703e-01  2.823e-01 -5.201e-04],100,0.9989725,-2196.2124,-108.71039971396416,1.0001078,3.100098,0.03398088,0.007524741,0.98145837,112345,-83.822876,6600,-2196.2593,100.0,9.795277,-93.45299,66,0.18118583,-93.3616
1.0000591,466.8413157463074,,16.99,1.4179457,99.37212,1.0159421,-97.44351,[-6.960e-01  9.228e-01 -6.706e-01  2.824e-01  5.005e-05],100,0.99890405,-2053.564,-108.03125758141063,1.0001411,2.7357395,0.03398113,0.00842944,0.96604633,114044,-84.37602,6700,-2053.6113,100.0,8.988772,-92.85119,67,0.18118697,-92.756805
1.0005072,474.8685464859009,,16.81,1.4178612,99.358574,1.0671815,-97.56198,[-0.696  0.923 -0.671  0.283 -0.001],100,0.9945411,-2079.5344,-108.48754599130238,1.0014386,2.5077937,0.033625297,0.024765912,0.9222843,115725,-86.05984,6800,-2079.7864,100.0,10.591644,-93.406944,68,0.18027404,-92.91531
1.0000982,482.39727759361267,,16.72,1.4169927,99.37605,1.0237426,-97.7816,[-0.696  0.924 -0.672  0.285 -0.001],100,0.99816096,-2128.2734,-108.15530971320023,1.0002108,3.0200794,0.033442076,0.01059895,0.97220546,117397,-82.41977,6900,-2128.357,100.0,10.154946,-93.184814,69,0.17979133,-93.018654
1.0000379,489.3135552406311,,16.66,1.4170138,99.38525,1.0180436,-97.22389,[-0.697  0.925 -0.671  0.284 -0.002],100,0.99948454,-2000.3115,-108.44585642280282,1.0000991,2.5757256,0.03332051,0.0067445324,0.97940356,119063,-84.868256,7000,-2000.3374,100.0,7.1885457,-93.479836,70,0.17948017,-93.436874
1.0000865,496.7570765018463,,16.91,1.416356,99.38393,1.0327892,-97.66735,[-0.694  0.924 -0.671  0.283 -0.002],100,0.9979905,-2174.3042,-108.62741489057032,1.0003748,2.7479072,0.0338213,0.010073407,0.96232814,120754,-83.6539,7100,-2174.394,100.0,9.234395,-93.436966,71,0.18077385,-93.26226
1.0000415,504.4831557273865,,17.04,1.4169692,99.36472,1.0184147,-98.096054,[-0.694  0.924 -0.671  0.283 -0.003],100,0.9990744,-2104.5508,-108.707963277697,1.0001155,3.22911,0.034080733,0.0058495817,0.9811412,122458,-80.83891,7200,-2104.5913,100.0,11.499519,-93.421295,72,0.18143451,-93.340836
1.0001113,511.8621037006378,,17.2,1.4175225,99.37264,1.0260097,-97.10069,[-0.695  0.924 -0.67   0.283 -0.002],100,0.99851984,-1971.0356,-107.99408266197271,1.0003647,3.0897028,0.034401517,0.010302068,0.9790041,124178,-85.58946,7300,-1971.1183,100.0,9.731244,-92.64335,73,0.18226764,-92.50746
1.0000478,518.9433686733246,,16.96,1.4178576,99.36362,1.0225412,-98.3393,[-0.698  0.924 -0.671  0.283 -0.001],100,0.9994983,-2027.7316,-108.72935569723155,1.0000911,3.1634674,0.033920538,0.0073663737,0.9759431,125874,-81.25834,7400,-2027.7555,100.0,10.001508,-93.48697,74,0.1810216,-93.43996
1.0001712,525.6946687698364,,16.13,1.4165621,99.37536,1.0307854,-97.48596,[-0.698  0.925 -0.671  0.284 -0.001],100,0.99742407,-2174.3982,-108.02614954210055,1.0003372,2.4589512,0.032262467,0.013920929,0.9534918,127487,-85.839745,7500,-2174.5269,100.0,7.6668277,-93.569756,75,0.17669763,-93.3367
1.0002109,533.2407851219177,,17.49,1.4170136,99.37738,1.0656083,-97.367195,[-0.697  0.925 -0.671  0.283 -0.002],100,0.9970519,-2151.4907,-108.88586258548717,1.0002759,3.1989253,0.034982797,0.016941475,0.9619314,129236,-82.4803,7600,-2151.622,100.0,13.0386915,-93.19925,76,0.18373857,-92.9416
1.0001233,538.6570990085602,,16.93,1.4166521,99.43073,1.0273693,-97.45433,[-0.697  0.925 -0.671  0.283 -0.002],100,0.99849874,-2027.8259,-108.85205641791882,1.0002774,2.301405,0.033861443,0.010927708,0.9689233,130929,-85.64762,7700,-2027.8909,100.0,6.426367,-93.62234,77,0.18087316,-93.49129
1.0001512,544.9816567897797,,16.95,1.4169695,99.37514,1.047941,-97.5597,[-0.697  0.924 -0.67   0.282 -0.002],100,0.99772125,-2257.314,-108.06945891816325,1.0002463,3.309218,0.033901278,0.013016799,0.9675813,132624,-81.27853,7800,-2257.443,100.0,12.890251,-92.90845,78,0.18097569,-92.71219
1.0001631,551.4181382656097,,17.11,1.4169992,99.365425,1.0320697,-97.75745,[-0.696  0.924 -0.67   0.282 -0.002],100,0.9985548,-2151.5188,-108.49048523916814,1.0002928,2.7781487,0.03422186,0.012371848,0.9634834,134335,-85.78561,7900,-2151.5823,100.0,8.42324,-93.15935,79,0.18181062,-93.0299
