EmpiricalD2,J_sample_variance,Bound,TimeElapsed,EpRewMean,StdD2w0t,InitialReturnMin,EpisodesSoFar,EpLenMean,MinD2w0t,TimestepsSoFar,MinIW,InitialReturnMean,MeanIW,ReturnStepMaxmin,MaxIW,EpThisIter,Iteration,ReturnStepMax,InitialReturnStd,MaxD2w0t,InitialBound,MeanEntropy,StdIW,MeanD2w0t,ReturnMeanIW,Weights,InitialReturnMax
1.2661804,5811.3984,80.87212,145.96884870529175,-105.96259782264859,0.3240936,-21.190323,1300,44.56,,52245,0.07036342,-2.4795531e-06,1.1262857,94.244064,3.2678533,100,13,100.0,12.853813,1.594096,72.015,1.3632522,0.610352,0.100952774,180.42326,[-0.771 -0.488 -0.326 -0.767 -0.012],34.704704
15.295575,2359255.5,123.67377,158.62808656692505,-105.45261723346637,2.1265883,-21.321037,1400,42.41,,56486,0.0014428131,-2.3651123e-06,2.6384025,94.027054,146.36891,100,14,100.0,12.098923,53.304325,84.1043,1.3242112,13.50154,0.39875546,363.05887,[-0.786 -0.487 -0.323 -0.758 -0.056],30.600739
1.0885346,5291.818,95.81426,170.58980870246887,-104.4549171864582,0.2900974,-21.11892,1500,40.41,,60527,0.35193697,-3.8146973e-06,1.0412313,93.830246,3.6450815,100,15,100.0,13.514814,1.342501,92.3067,1.317354,0.4450627,0.08586826,190.02336,[-0.785 -0.532 -0.289 -0.754 -0.095],34.685875
1.0349692,590.14966,42.16845,183.67199659347534,-102.8607497506034,0.3082425,-25.683723,1600,51.11,,65638,0.58734465,1.1444092e-06,1.0158004,94.97493,1.7146728,100,16,100.0,14.897888,1.0724072,41.05066,1.3065429,0.18882315,0.10400529,135.52429,[-0.765 -0.514 -0.273 -0.747 -0.102],36.252106
1.0985711,1531.9974,57.939095,195.70525765419006,-104.6719722507296,0.31315592,-24.912552,1700,48.13,,70451,0.29183266,-1.3732911e-06,1.0544442,94.65045,2.120694,100,17,100.0,13.170859,1.2108974,54.51806,1.2852802,0.32725123,0.102100305,153.42027,[-0.758 -0.518 -0.272 -0.755 -0.112],28.759132
1.2544523,7717.8247,82.961205,208.33519005775452,-105.06632948627107,0.32999095,-21.25766,1800,44.44,,74895,0.19688511,4.8065185e-06,1.1218756,94.27162,4.4199495,100,18,100.0,12.75887,1.5950782,72.452835,1.2505139,0.6415749,0.102392405,181.60246,[-0.759 -0.527 -0.272 -0.768 -0.134],33.822086
1.1383473,3724.0137,61.414246,220.881432056427,-103.22013003197137,0.3182962,-24.437988,1900,47.08,,79603,0.46154857,2.4414062e-06,1.0845945,94.61512,3.4342237,100,19,100.0,14.858651,1.3562255,55.272736,1.2710963,0.47723436,0.10242918,159.63089,[-0.758 -0.507 -0.268 -0.747 -0.168],47.910057
1.1834936,4271.694,62.48429,232.93288111686707,-102.79346650470754,0.3244823,-25.12384,2000,46.91,,84294,0.3387186,5.8746336e-06,1.1286364,94.61742,4.628159,100,20,100.0,14.148615,1.4377162,54.63021,1.3066162,0.556048,0.10410916,163.35002,[-0.744 -0.514 -0.26  -0.76  -0.148],43.911472
1.1277465,1814.3312,75.02413,245.11380624771118,-104.70205437194092,0.30327186,-22.517227,2100,44.77,,88771,0.31726032,-3.4332277e-07,1.0695063,94.322685,2.4424474,100,21,100.0,12.51874,1.6238432,69.83707,1.3270576,0.3249182,0.09495263,169.58041,[-0.751 -0.515 -0.262 -0.767 -0.112],31.971207
2.075404,54043.438,100.74929,257.473117351532,-104.9509355274364,0.49709794,-20.86895,2200,44.02,,93173,0.025528818,-8.773804e-07,1.3897678,94.23168,14.970504,100,22,100.0,12.995927,11.155762,73.984085,1.3509415,1.5629289,0.13904743,224.03069,[-0.784 -0.505 -0.268 -0.756 -0.092],22.518883
1.1589065,3770.0095,60.964447,270.00148582458496,-104.04223830810999,0.31973773,-23.446602,2300,47.08,,97881,0.387031,2.822876e-06,1.0915709,94.5802,3.3382397,100,23,100.0,15.130939,1.3596514,56.450798,1.3836734,0.5136001,0.10285464,159.57521,[-0.795 -0.535 -0.294 -0.745 -0.068],49.272736
1.2122846,4928.8325,71.09737,282.772910118103,-105.63385614310165,0.32753712,-22.16967,2400,46.25,,102506,0.25123915,4.7683716e-06,1.0831952,94.43205,3.6195626,100,24,100.0,11.938068,1.4379051,65.1799,1.4029553,0.5072878,0.104107715,168.2506,[-0.783 -0.542 -0.3   -0.748 -0.035],26.378437
1.1315715,1983.679,55.6612,295.6734528541565,-105.01587499060183,0.31403744,-22.546509,2500,48.19,,107325,0.44782007,2.2506713e-06,1.0667024,94.641594,2.668519,100,25,100.0,13.167742,1.3239517,50.207794,1.3974327,0.3754299,0.102419026,156.22935,[-0.788 -0.552 -0.289 -0.757 -0.016],33.372215
1.1253309,2047.2701,35.272713,309.76582956314087,-102.35067975410792,0.32705638,-25.879837,2600,52.24,,112549,0.38267192,-2.1743774e-06,1.0826141,95.08153,2.9515524,100,26,100.0,14.502059,1.2822889,31.103241,1.4104968,0.4295762,0.1115677,137.30363,[-0.797 -0.545 -0.278 -0.747 -0.022],48.53657
1.488454,19164.588,80.3887,321.7782645225525,-105.0105453379661,0.38147905,-22.205132,2700,46.18,,117167,0.27243134,-3.8146973e-06,1.3179471,94.45212,9.112136,100,27,100.0,12.868173,2.8756046,60.990593,1.454645,1.1377532,0.11853355,193.81361,[-0.79  -0.546 -0.273 -0.737 -0.009],37.203487
1.1052692,1098.4387,33.634506,336.18849897384644,-104.44116353377852,0.32175055,-24.269028,2800,53.48,,122515,0.393128,-3.6621093e-06,1.0665202,95.09419,2.627128,100,28,100.0,12.540063,1.220628,30.656906,1.4535394,0.33467084,0.1112841,133.66551,[-0.755 -0.558 -0.279 -0.733  0.036],43.72024
1.0735767,1190.8157,50.30861,349.39643931388855,-104.01507659210931,0.31055373,-23.180618,2900,48.91,,127406,0.48491818,-1.0681152e-06,1.0587106,94.74667,2.360969,100,29,100.0,13.433172,1.1962256,47.01654,1.466906,0.29362315,0.102190934,148.96329,[-0.745 -0.557 -0.285 -0.742  0.035],44.689648
1.0379124,637.1109,50.761116,362.2941794395447,-105.71862085529042,0.30741724,-21.49646,3000,50.48,,132454,0.62652606,-1.2588501e-06,1.024223,94.81146,1.7746363,100,30,100.0,12.613049,1.0740694,49.440353,1.4801378,0.19909841,0.10300412,141.62384,[-0.743 -0.574 -0.289 -0.757  0.048],33.344612
1.1456302,2605.119,54.89109,374.49465894699097,-104.6930515222204,0.3144495,-23.660843,3100,48.22,,137276,0.45722005,8.773804e-07,1.0535526,94.65769,2.9497828,100,31,100.0,12.775813,1.357373,51.254623,1.4877332,0.42720467,0.102585115,153.79468,[-0.737 -0.583 -0.291 -0.767  0.061],29.605682
1.2964915,6841.696,39.873245,387.6980423927307,-103.21640758560572,0.34674278,-25.930038,3200,51.33,,142409,0.22570513,4.3869018e-06,1.1193863,94.97832,8.833098,100,32,100.0,15.843559,1.9260799,34.9881,1.5038002,0.80688226,0.1166132,146.59218,[-0.743 -0.581 -0.28  -0.757  0.069],71.662834
1.0615569,1159.7001,40.122528,400.5773265361786,-104.69000591630247,0.3171458,-25.836838,3300,52.15,,147624,0.54524666,3.7384034e-06,1.0363512,94.98505,2.5099967,100,33,100.0,12.377738,1.1669855,37.71112,1.5106611,0.26981714,0.10816498,137.41077,[-0.754 -0.587 -0.283 -0.74   0.085],40.86501
1.0716224,1150.4236,49.08352,412.5933885574341,-103.54673948540763,0.31310856,-23.746597,3400,49.77,,152601,0.54981,5.2261353e-06,1.0450096,94.83899,2.3216145,100,34,100.0,13.508576,1.3897647,45.21727,1.5165962,0.25834355,0.103995115,145.5667,[-0.769 -0.597 -0.284 -0.75   0.092],33.563232
1.0712625,1511.9153,51.566086,426.40452337265015,-103.5129522191863,0.3112948,-24.217041,3500,49.46,,157547,0.42616647,6.980896e-06,1.0521127,94.8143,2.964896,100,35,100.0,13.653967,1.2785625,48.443176,1.5205922,0.3342647,0.10307508,145.25139,[-0.746 -0.591 -0.27  -0.755  0.098],35.57895
1.005388,242.12038,34.81761,439.0789623260498,-102.7856041502712,0.30414036,-25.35225,3600,51.23,,162670,0.8555085,-6.5612794e-06,1.0054027,94.9873,1.2959607,100,36,100.0,15.180375,1.0203736,34.54403,1.5233521,0.06301863,0.10275986,133.22649,[-0.715 -0.603 -0.258 -0.771  0.102],58.740295
1.2191482,4629.8315,62.76178,452.0178966522217,-103.89357408441198,0.3206434,-21.28563,3700,47.37,,167407,0.33092758,3.890991e-06,1.1096258,94.61353,5.337965,100,37,100.0,13.015695,1.6502472,56.113243,1.5372121,0.61745596,0.10328811,160.54924,[-0.714 -0.603 -0.261 -0.771  0.104],30.634132
1.0838447,816.4013,28.189743,465.2184076309204,-102.3364819391102,0.32067347,-25.691109,3800,54.5,,172857,0.37383252,2.8991699e-06,1.0509071,95.244545,2.3672516,100,38,100.0,11.973556,1.1981844,25.53997,1.5423242,0.30400097,0.1121104,127.82911,[-0.752 -0.604 -0.255 -0.77   0.118],39.217148
1.0548229,652.7118,37.01445,478.4435193538666,-103.12786670650026,0.31602553,-26.093048,3900,52.43,,178100,0.41648626,1.04904175e-05,1.0606296,95.06607,1.9721799,100,39,100.0,13.734515,1.2279384,33.662262,1.5299597,0.22435261,0.108098984,135.37856,[-0.773 -0.597 -0.253 -0.757  0.123],33.63212
1.0477052,574.08325,26.625664,491.94270277023315,-102.33890040375894,0.32135022,-28.163887,4000,55.64,,183664,0.48981515,6.6375733e-06,1.0182219,95.321396,1.7734271,100,40,100.0,14.088618,1.0933342,25.613777,1.5366994,0.22455727,0.11368789,121.24864,[-0.757 -0.616 -0.257 -0.767  0.111],37.856743
1.0946238,1154.2787,39.475563,503.14832949638367,-102.56712303941127,0.32221392,-26.0887,4100,52.27,,188891,0.38879007,3.5858154e-06,1.0800447,95.075485,2.1330235,100,41,100.0,12.597538,1.4154141,34.690063,1.5192088,0.29973638,0.109944746,138.12582,[-0.76  -0.628 -0.259 -0.768  0.118],37.090508
1.1164759,1433.6957,47.802643,515.1101207733154,-103.43209713229133,0.31509107,-24.156319,4200,50.02,,193893,0.2928895,-1.2969971e-06,1.0553423,94.86437,2.5011454,100,42,100.0,13.382077,1.2493799,44.248764,1.5130377,0.3446462,0.10494867,144.5331,[-0.733 -0.645 -0.256 -0.773  0.1  ],35.927578
1.2312093,2641.8926,47.446342,528.0417313575745,-101.94905860044399,0.32860908,-26.070534,4300,51.59,,199052,0.29000905,-1.7929077e-06,1.1713351,95.047714,3.6323054,100,43,100.0,13.539111,2.1242087,38.449196,1.5244145,0.5518311,0.11101455,144.24887,[-0.752 -0.66  -0.256 -0.779  0.094],40.222645
1.0653358,684.41766,42.972122,541.4178895950317,-103.72452274635064,0.31219837,-26.268372,4400,51.16,,204168,0.5377677,3.4332277e-07,1.0407726,94.9451,2.1383033,100,44,100.0,13.237343,1.1448333,40.26268,1.5311456,0.2396992,0.105369,139.19809,[-0.714 -0.673 -0.262 -0.794  0.105],31.345604
1.0590342,911.3028,32.000496,554.9013702869415,-102.92489789123782,0.3189262,-25.03759,4500,53.6,,209528,0.3979758,5.41687e-06,1.0240417,95.15952,1.8162427,100,45,100.0,12.991039,1.1281095,30.439888,1.5325595,0.25202867,0.110480174,129.26657,[-0.709 -0.682 -0.256 -0.794  0.112],42.087776
1.0297282,471.95416,23.269608,568.3598942756653,-101.04576344183312,0.31885535,-27.29914,4600,55.14,,215042,0.6627115,1.2207031e-06,1.023767,95.33493,1.6273469,100,46,100.0,14.742029,1.0960896,21.768295,1.5445125,0.17279638,0.11224594,121.85956,[-0.697 -0.695 -0.251 -0.796  0.114],49.960014
1.0715094,1055.5021,31.748344,581.7874855995178,-100.95270362217059,0.3206088,-28.028496,4700,53.12,,220354,0.44768795,-4.959106e-07,1.0440359,95.199066,2.5375476,100,47,100.0,12.830192,1.1767207,29.164467,1.5664877,0.30598152,0.11049668,130.60773,[-0.698 -0.683 -0.248 -0.79   0.126],38.603657
1.0494384,666.9508,29.079361,596.8497948646545,-103.03094810053625,0.32198438,-25.60495,4800,54.84,,225838,0.28789625,1.7929077e-06,1.0329844,95.24249,2.731575,100,48,100.0,12.996957,1.1366413,27.447662,1.579407,0.24857028,0.11298499,125.61775,[-0.713 -0.678 -0.254 -0.786  0.148],33.475803
1.1602646,2368.2632,23.123207,609.7481651306152,-103.20595937717022,0.35324696,-27.021358,4900,57.31,,231569,0.16679576,3.5858154e-06,1.12201,95.39833,4.389389,100,49,100.0,12.341819,1.449671,18.81849,1.5908264,0.5440191,0.12664777,126.38132,[-0.728 -0.676 -0.263 -0.778  0.16 ],45.270844
1.0554838,817.9707,24.843307,622.9892737865448,-103.68316844771384,0.32668114,-28.461731,5000,56.91,,237260,0.60084164,3.0517577e-07,1.0403655,95.35625,2.4261513,100,50,100.0,12.665533,1.1224467,22.76419,1.6089963,0.2652768,0.11705553,120.75236,[-0.712 -0.666 -0.269 -0.763  0.172],36.919895
1.1654177,1932.4537,37.10723,636.5762641429901,-104.51547330147623,0.33403534,-24.391975,5100,54.08,,242668,0.309398,1.1062622e-06,1.0870408,95.13478,3.4200816,100,51,100.0,13.282371,1.4055485,31.625519,1.6344523,0.44830158,0.11613787,135.71019,[-0.728 -0.667 -0.272 -0.761  0.19 ],35.314293
1.3068787,6899.36,29.371704,650.3733041286469,-103.38028737253757,0.3790087,-26.32621,5200,56.05,,248273,0.31549755,-1.1825562e-06,1.1675923,95.31114,7.4719114,100,52,100.0,13.592757,1.7957686,23.066238,1.6415775,0.89996225,0.13326599,135.21025,[-0.754 -0.664 -0.276 -0.748  0.216],43.73581
1.0531478,715.93427,26.103012,663.8113312721252,-104.59305225268037,0.3262199,-26.826904,5300,56.74,,253947,0.53400224,9.155273e-07,1.0241832,95.31325,2.0066736,100,53,100.0,11.157133,1.095376,25.080673,1.6338823,0.24802394,0.11669517,121.12993,[-0.734 -0.623 -0.26  -0.714  0.223],28.626595
1.0260915,529.639,25.497437,676.9140119552612,-103.47217001088075,0.32056147,-26.500893,5400,55.74,,259521,0.6783629,4.4250487e-06,1.0226134,95.28732,1.8005984,100,54,100.0,13.343751,1.0932919,24.25898,1.6338857,0.16161223,0.11353417,122.61155,[-0.731 -0.619 -0.249 -0.709  0.215],38.256363
1.0138837,250.60048,23.02407,688.8513143062592,-103.25722133296769,0.31817815,-25.933567,5500,56.23,,265144,0.77449703,-3.013611e-06,1.0089756,95.32733,1.2936888,100,55,100.0,12.747534,1.027475,22.460876,1.6263455,0.09923216,0.113261044,119.437416,[-0.733 -0.616 -0.241 -0.713  0.215],49.544327
1.0981424,880.8994,13.305267,702.2065734863281,-102.92574162103806,0.3426506,-30.634666,5600,60.59,,271203,0.5358816,3.3187866e-06,1.0646844,95.602554,2.1608214,100,56,100.0,13.433949,1.2688849,9.513458,1.6328872,0.29278195,0.12712434,113.979774,[-0.733 -0.614 -0.24  -0.708  0.207],40.343994
1.0391164,405.1158,14.173218,715.9011425971985,-104.02918542218632,0.33215663,-27.552021,5700,60.46,,277249,0.64073575,-6.4849854e-07,1.0161705,95.55875,1.7251873,100,57,100.0,12.7445755,1.0805858,12.974052,1.6393361,0.1896452,0.12317529,110.775375,[-0.734 -0.618 -0.229 -0.706  0.214],36.260365
1.1379712,786.93445,26.548622,729.4885647296906,-103.06409037301593,0.32964805,-24.780697,5800,56.57,,282906,0.36338234,1.9836425e-06,1.0873036,95.35623,3.137243,100,58,100.0,11.36107,1.3718426,23.225143,1.6471453,0.37685865,0.1176342,123.41889,[-0.735 -0.623 -0.224 -0.706  0.22 ],28.978363
1.0174959,327.80554,10.684265,743.3229029178619,-101.60642052358907,0.32752845,-28.965904,5900,59.63,,288869,0.6507739,3.8146973e-07,1.0204191,95.5921,1.4718437,100,59,100.0,15.250407,1.0658231,9.951714,1.641918,0.12805,0.12051572,109.15921,[-0.696 -0.628 -0.221 -0.719  0.228],40.258385
1.0176941,308.01572,13.421967,757.5420734882355,-102.2502047061389,0.32721385,-30.09026,6000,59.89,,294858,0.725036,-2.1743774e-06,1.0165926,95.5854,1.5071121,100,60,100.0,13.528843,1.0585817,12.378456,1.6402395,0.11932399,0.12070124,109.73012,[-0.693 -0.62  -0.215 -0.72   0.223],32.815643
1.0326871,373.056,15.085663,771.8184697628021,-102.20118035319105,0.33124706,-25.686539,6100,59.9,,300848,0.5434315,-1.5258789e-07,1.0300322,95.5876,1.7892671,100,61,100.0,12.570617,1.0765777,13.960594,1.6376163,0.17746069,0.122187674,110.58842,[-0.672 -0.628 -0.212 -0.726  0.221],38.204758
1.2372134,3148.8042,34.007614,786.2266118526459,-102.30834147783888,0.35703662,-27.126133,6200,55.58,,306406,0.26413614,4.234314e-06,1.1677352,95.31853,4.1651087,100,62,100.0,12.250667,1.7419814,24.549927,1.6357472,0.55019385,0.12533021,136.61751,[-0.682 -0.64  -0.216 -0.736  0.219],33.293404
1.0222094,399.30994,15.20697,800.8364479541779,-102.72652989620518,0.32555413,-30.203743,6300,58.8,,312286,0.48595452,-5.722046e-07,1.0182639,95.505905,1.626066,100,63,100.0,14.817213,1.09513,14.268265,1.6373049,0.15663713,0.11883586,112.40197,[-0.661 -0.616 -0.199 -0.742  0.217],33.796623
1.3187944,5097.667,27.936516,813.0053565502167,-102.12625413294968,0.3604795,-30.8069,6400,56.13,,317899,0.2398653,-2.5177003e-06,1.1085341,95.361084,5.1327057,100,64,100.0,13.621298,1.7431438,22.477318,1.627538,0.67727184,0.12739526,130.49892,[-0.68  -0.605 -0.198 -0.736  0.218],35.388676
1.0251157,338.415,11.941994,827.6544172763824,-101.49520300976558,0.3294693,-29.857323,6500,60.02,,323901,0.63446426,-1.0299683e-06,1.0186576,95.61795,1.6253846,100,65,100.0,12.707734,1.0795066,10.805206,1.6253752,0.14939639,0.12167416,109.45457,[-0.68  -0.631 -0.191 -0.737  0.209],58.35044
1.0186878,344.0125,12.235085,841.5681216716766,-100.97349792667781,0.32998633,-31.116375,6600,60.68,,329969,0.63177913,-2.822876e-06,1.0107745,95.671936,1.6261158,100,66,100.0,12.90513,1.034286,11.747162,1.613602,0.1429134,0.122637324,106.51447,[-0.662 -0.625 -0.185 -0.734  0.206],37.974617
1.1474365,1413.1483,29.925446,854.6365404129028,-100.59834616786026,0.33557668,-28.552681,6700,54.73,,335442,0.1986363,-3.1661987e-06,1.0956821,95.32384,2.4295688,100,67,100.0,12.723612,1.370838,25.175262,1.600567,0.3992639,0.117459774,129.29694,[-0.665 -0.624 -0.184 -0.735  0.195],45.248764
1.0658883,758.83496,25.393105,867.737548828125,-102.08635760950452,0.3277998,-28.696873,6800,56.86,,341128,0.5510356,-1.4877319e-06,1.0300322,95.40921,2.289247,100,68,100.0,12.447551,1.1315972,23.518593,1.6103752,0.26158562,0.117376365,119.4707,[-0.667 -0.609 -0.194 -0.73   0.182],39.037674
1.0939727,887.3971,12.9674225,882.4860906600952,-102.67076199158367,0.34078157,-30.485683,6900,60.23,,347151,0.43211,-3.6621093e-06,1.0793256,95.59071,2.7933652,100,69,100.0,11.322233,1.2327574,10.447807,1.6304672,0.36668238,0.1260368,113.321465,[-0.659 -0.626 -0.194 -0.733  0.192],43.73517
1.1303729,1193.1415,12.14328,897.1604554653168,-102.40705511674041,0.34821498,-29.159233,7000,62.2,,353371,0.52144295,-2.822876e-06,1.0947886,95.70717,2.8346717,100,70,100.0,13.596226,1.3153572,7.354225,1.6504682,0.39397347,0.13111217,111.14038,[-0.655 -0.622 -0.198 -0.736  0.211],41.531696
1.0692573,488.4169,13.437546,911.5379712581635,-103.85037399374283,0.33706996,-28.679207,7100,60.9,,359461,0.50624,9.918213e-07,1.0399023,95.58948,2.2980692,100,71,100.0,11.3899555,1.1222917,11.98777,1.658294,0.28646255,0.125491,110.6268,[-0.685 -0.616 -0.198 -0.728  0.232],41.400036
1.1876876,2419.5305,11.236465,924.2436327934265,-101.44085485788953,0.36708766,-25.29317,7200,61.87,,365648,0.40580934,-3.3569336e-06,1.1409824,95.72084,4.5526505,100,72,100.0,12.122964,1.3903065,7.2570267,1.6592758,0.62307596,0.13751256,112.87581,[-0.685 -0.607 -0.199 -0.732  0.239],39.500313
1.0052305,212.97824,14.635933,939.2619142532349,-103.4512781363525,0.32348078,-27.716743,7300,58.99,,371547,0.8353026,-5.569458e-06,1.0050097,95.492584,1.5069435,100,73,100.0,12.37703,1.0168893,14.401009,1.6600827,0.08814875,0.11830779,111.988144,[-0.686 -0.583 -0.203 -0.704  0.24 ],35.04983
1.024378,279.32184,9.335152,954.2692482471466,-103.33791795585051,0.33224085,-30.106472,7400,61.2,,377667,0.68639916,3.8146972e-08,1.0304595,95.62295,1.541774,100,74,100.0,13.611252,1.066319,8.229645,1.6666273,0.13295925,0.12407473,107.9669,[-0.689 -0.575 -0.201 -0.7    0.241],35.110584
1.0287247,525.79926,8.246315,967.3294217586517,-102.6062404522319,0.33516857,-30.237846,7500,61.71,,383838,0.7076033,2.784729e-06,1.0239365,95.67456,2.2719877,100,75,100.0,13.232727,1.0840302,6.885521,1.6692375,0.20159295,0.12575185,106.67738,[-0.693 -0.578 -0.207 -0.705  0.248],40.363346
1.1154968,1017.9329,20.318298,981.5530250072479,-102.20799489058176,0.33594257,-28.268948,7600,58.63,,389701,0.34943536,6.1035155e-07,1.0850896,95.51346,3.1344655,100,76,100.0,14.651045,1.3311926,16.53424,1.6699264,0.39701596,0.122311346,116.86555,[-0.676 -0.578 -0.197 -0.707  0.25 ],37.061146
1.0444343,611.5172,20.432083,994.8491044044495,-101.82593720343439,0.32637694,-28.684292,7700,57.39,,395440,0.6461673,4.6920777e-06,1.0230085,95.45145,1.9167864,100,77,100.0,11.875948,1.0983387,19.159164,1.6766636,0.23192498,0.117507376,116.888756,[-0.643 -0.573 -0.187 -0.718  0.251],35.018967
1.048462,677.708,13.095306,1008.7954833507538,-100.54622399747014,0.33435953,-34.516937,7800,59.81,,401421,0.50965005,2.670288e-07,1.0316559,95.63782,2.4141662,100,78,100.0,12.437533,1.1442246,11.896515,1.6669022,0.27592462,0.12321256,109.78482,[-0.636 -0.571 -0.177 -0.714  0.258],28.972345
1.0307919,320.77798,9.084389,1023.7210574150085,-102.00416638975842,0.33421084,-28.205612,7900,61.7,,407591,0.54634666,-4.005432e-06,1.0252572,95.69354,1.4224398,100,79,100.0,12.679843,1.0569037,8.202919,1.6611136,0.16663018,0.12538183,105.78179,[-0.634 -0.559 -0.166 -0.707  0.248],42.17385
1.0395267,560.47955,16.698196,1036.3995563983917,-100.9917822040409,0.3252717,-25.350521,8000,57.41,,413332,0.5548697,1.5258789e-06,1.0246613,95.48174,1.7030743,100,80,100.0,13.711583,1.1116303,15.541008,1.6507783,0.20849846,0.11712832,115.38585,[-0.634 -0.554 -0.164 -0.712  0.242],42.56186
1.0744233,1094.2368,15.764427,1049.9107570648193,-101.99329421741191,0.33824667,-33.392925,8100,59.46,,419278,0.4367595,2.0217894e-06,1.0410248,95.56935,2.6219401,100,81,100.0,13.415853,1.1739424,14.048424,1.6526569,0.32809886,0.12419189,112.825264,[-0.634 -0.564 -0.165 -0.711  0.232],37.060623
1.0421451,434.77948,12.969353,1063.1161286830902,-100.33540338882324,0.33186033,-27.773891,8200,59.39,,425217,0.4400353,1.7166137e-06,1.0440724,95.62114,1.6402739,100,82,100.0,13.850199,1.155072,11.551689,1.6474841,0.21656986,0.121814035,110.199554,[-0.633 -0.572 -0.155 -0.72   0.234],37.075718
