TimestepsSoFar,MeanEntropy,InitialReturnMin,StdD2w0t,EpisodesSoFar,Bound,MaxIW,MeanIW,ReturnStepMaxmin,ReturnStepMax,Weights,EmpiricalD2,InitialReturnStd,InitialReturnMax,EpLenMean,Iteration,InitialReturnMean,MaxD2w0t,InitialBound,StdIW,J_sample_variance,TimeElapsed,EpThisIter,EpRewMean,ReturnMeanIW,MinD2w0t,MeanD2w0t,MinIW
58446,1.3836805,-14.499046,0.25784644,1600,-54.27791,1.2855277,1.01255,92.834404,100.0,[-0.814 -0.488 -0.47  -0.735 -0.028],1.0120738,10.5083885,30.215134,35.32,16,-2.1743774e-06,1.0264727,-55.272324,0.122277595,590.5027,165.2974410057068,100,-108.88762825480303,228.00148,,0.071084805,0.67192
62244,1.3768656,-19.849823,0.26580408,1700,-101.28264,1.3359423,1.010761,93.39948,100.0,[-0.808 -0.482 -0.467 -0.734 -0.035],1.0055872,13.632568,38.946766,37.98,17,4.310608e-06,1.0158873,-102.22269,0.08007422,320.01135,175.99364733695984,100,-106.35408171958538,203.44078,,0.07621026,0.76438665
65786,1.3779353,-14.779442,0.2590206,1800,-74.99994,1.5249786,1.0230124,92.871445,100.0,[-0.803 -0.485 -0.468 -0.736 -0.042],1.0195135,11.644413,29.493042,35.42,18,1.2588501e-06,1.0451736,-77.14052,0.1451215,888.66754,185.048983335495,100,-108.53936531453945,228.70868,,0.071515515,0.6258088
69271,1.3671949,-15.246017,0.25984493,1900,-71.21706,1.7162278,1.0413145,92.819046,100.0,[-0.805 -0.479 -0.468 -0.739 -0.041],1.0329677,12.592717,34.330658,34.85,19,-2.0599366e-06,1.0806592,-74.970825,0.19410524,1439.8108,194.6695008277893,100,-107.70309243767493,235.27672,,0.071111776,0.5279352
73195,1.355845,-18.720505,0.2718869,2000,-96.17934,1.4422231,1.0287044,93.4863,100.0,[-0.809 -0.486 -0.473 -0.748 -0.052],1.0234778,12.1401005,32.770912,39.24,20,-1.3732911e-06,1.0401664,-98.391266,0.14241838,599.272,206.93921661376953,100,-108.17900937630009,201.04799,,0.079342656,0.6131227
77008,1.3457047,-16.573898,0.2724507,2100,-93.125,2.1585217,1.070338,93.29112,100.0,[-0.805 -0.483 -0.472 -0.75  -0.063],1.0457895,12.211633,44.195858,38.13,21,-6.027222e-06,1.1269463,-99.53458,0.24451734,1801.5548,217.98353958129883,100,-108.83977149654825,217.11328,,0.07825549,0.5558958
80562,1.3714442,-14.685745,0.265767,2200,-67.784836,2.3134708,1.071245,92.893585,100.0,[-0.795 -0.471 -0.468 -0.744 -0.073],1.0545892,11.010957,35.895485,35.54,22,-3.1280517e-06,1.1340723,-74.74727,0.2870732,2781.8523,228.30694580078125,100,-108.51108945031336,237.47191,,0.0734945,0.63663423
84048,1.3873221,-16.101692,0.25999162,2300,-52.809372,1.782018,1.0485004,92.80798,100.0,[-0.789 -0.469 -0.465 -0.743 -0.048],1.03432,12.30639,39.43115,34.86,23,-2.9373168e-06,1.0837016,-58.661026,0.19099447,1649.5573,238.74184203147888,100,-107.92674511829702,237.50352,,0.071163625,0.6335806
87805,1.4009161,-17.756638,0.2696943,2400,-74.44627,1.9662596,1.0518594,93.279526,100.0,[-0.773 -0.467 -0.461 -0.741 -0.032],1.0575141,11.773545,38.900204,37.57,24,4.310608e-06,1.1002282,-77.80472,0.27061993,1830.4199,249.13137245178223,100,-107.45902150258256,213.91365,,0.07685595,0.5866615
91105,1.4215317,-14.685242,0.26488513,2500,-36.055145,5.146143,1.0856923,92.50252,100.0,[-0.765 -0.463 -0.464 -0.743 -0.018],1.1071165,11.675246,38.88666,33.0,25,-4.196167e-07,1.3739649,-43.185944,0.48389935,11028.919,259.3030626773834,100,-107.20881196956876,260.84213,,0.07031999,0.33482337
94396,1.4222139,-14.627121,0.25681928,2600,-29.977966,2.3588758,1.0714362,92.3983,100.0,[-0.795 -0.462 -0.479 -0.746  0.003],1.0705466,11.542235,42.601982,32.91,26,1.1444092e-06,1.1909919,-38.30867,0.26735485,3248.022,268.5651578903198,100,-108.63093968166554,261.16953,,0.06812589,0.57710767
97941,1.4408737,-17.496033,0.26628193,2700,-60.020706,3.437922,1.0675666,92.959564,100.0,[-0.795 -0.486 -0.485 -0.752  0.003],1.0684036,12.275971,36.71072,35.45,27,-2.9754638e-06,1.1447263,-66.083984,0.34154207,4160.172,279.8286557197571,100,-107.06894234035015,233.99495,,0.073524304,0.6319407
101470,1.4454231,-15.219933,0.2594746,2800,-64.54347,2.1168926,1.0396975,92.85917,100.0,[-0.789 -0.501 -0.485 -0.758  0.022],1.0191473,11.450309,39.366993,35.29,28,-4.234314e-06,1.0769395,-68.5636,0.16452824,1193.8204,290.7031955718994,100,-108.35494724617489,232.05138,,0.07149494,0.6061692
105241,1.4422995,-18.609818,0.26782897,2900,-99.40219,1.4161437,1.0293975,93.29051,100.0,[-0.807 -0.493 -0.484 -0.757  0.027],1.0178809,14.32737,71.137955,37.71,29,-7.6293946e-07,1.0415941,-102.42259,0.12302874,987.8026,300.99770879745483,100,-107.65252115263976,211.55832,,0.076487474,0.75734484
108688,1.439009,-16.250778,0.26024634,3000,-68.73184,1.9208342,1.0620438,92.75023,100.0,[-0.812 -0.491 -0.48  -0.761  0.023],1.0561322,11.209398,37.786037,34.47,30,6.4849854e-07,1.1183789,-74.70717,0.2468205,2556.926,310.62103056907654,100,-107.71489531958696,242.5217,,0.070799485,0.52230126
112127,1.4413227,-14.773621,0.25508955,3100,-67.055695,1.5582663,1.020281,92.71721,100.0,[-0.816 -0.487 -0.468 -0.757  0.02 ],1.0124195,12.606749,43.035988,34.39,31,-4.196167e-07,1.034151,-69.41908,0.11565812,831.9136,321.1544325351715,100,-108.03714653644697,235.53021,,0.069326155,0.78304625
115770,1.4774308,-16.57109,0.2894564,3200,-59.485336,9.954786,1.1885147,93.05071,100.0,[-0.807 -0.495 -0.466 -0.762  0.022],1.2129154,11.842752,38.038006,36.43,32,-1.7929077e-06,1.5827981,-73.93312,0.9791501,27024.262,331.3932092189789,100,-108.36668484888305,249.97035,,0.08085942,0.23673534
119479,1.4976412,-16.328499,0.28005853,3300,-81.02467,4.6629143,1.1637362,93.212036,100.0,[-0.837 -0.495 -0.473 -0.748  0.058],1.1381851,13.872327,60.913494,37.09,33,-1.5258789e-07,1.2923315,-93.371414,0.52288324,6271.7773,342.38643169403076,100,-107.33776656650267,234.99306,,0.07916773,0.42651516
122904,1.4905819,-15.3811035,0.26355845,3400,-57.20691,2.3963523,1.108696,92.71941,100.0,[-0.826 -0.499 -0.486 -0.754  0.079],1.1081002,11.601492,32.418926,34.25,34,2.0980835e-06,1.2534056,-66.88086,0.37084752,4429.372,352.9184789657593,100,-107.55537451542168,251.60834,,0.071416005,0.27189687
126617,1.5029047,-15.603302,0.26486605,3500,-75.50021,1.6596344,1.0176682,93.15266,100.0,[-0.813 -0.481 -0.483 -0.753  0.072],1.0194467,11.47753,30.519196,37.13,35,-1.7547608e-06,1.0386358,-77.53624,0.14540327,912.85864,363.9773817062378,100,-108.5559829717776,215.68591,,0.075016774,0.68727326
130369,1.5152241,-17.879845,0.26818416,3600,-79.86449,1.6808336,1.0397799,93.25932,100.0,[-0.821 -0.486 -0.486 -0.753  0.084],1.0303829,12.859881,36.5099,37.52,36,-2.632141e-06,1.0572008,-83.88197,0.17165613,1117.7787,374.3683156967163,100,-107.69514735659587,214.3004,,0.0763815,0.7286029
133731,1.51278,-14.763199,0.25393024,3700,-58.780624,1.5941705,1.031464,92.64708,100.0,[-0.836 -0.487 -0.493 -0.757  0.096],1.0299067,12.64784,43.32713,33.62,37,1.411438e-06,1.09585,-62.49704,0.1714234,1409.3491,384.4431791305542,100,-106.79329126206846,242.79124,,0.06817025,0.6123969
137064,1.506516,-13.217026,0.26547837,3800,-55.49054,5.9605546,1.119355,92.584625,100.0,[-0.839 -0.502 -0.496 -0.764  0.094],1.1530362,12.598849,42.65058,33.33,38,-3.8146973e-07,1.4330167,-65.471756,0.61501104,12254.262,394.55366611480713,100,-106.91220558797231,262.67856,,0.07082609,0.44725132
140520,1.5101082,-15.668877,0.25462234,3900,-78.825806,1.4105175,1.0149573,92.762474,100.0,[-0.856 -0.496 -0.481 -0.754  0.088],1.00725,11.688655,32.48439,34.56,39,-1.5258789e-06,1.0350407,-80.388824,0.07876301,390.1739,405.548189163208,100,-107.7848932782512,232.07959,,0.06938154,0.8036531
144175,1.5155247,-16.926445,0.26425558,4000,-89.67865,2.2376382,1.0388794,93.10084,100.0,[-0.868 -0.493 -0.483 -0.749  0.091],1.0321028,11.35786,32.528206,36.55,40,-7.3623655e-06,1.085449,-92.28813,0.22742385,1742.7625,415.0528938770294,100,-107.81093762449696,220.66953,,0.074207,0.6244385
147649,1.5214778,-14.760483,0.25599223,4100,-66.23938,1.4906051,1.0130605,92.77839,100.0,[-0.866 -0.499 -0.483 -0.744  0.096],1.0158854,11.526694,33.96026,34.74,41,-3.8146973e-06,1.032732,-67.80228,0.12397397,666.74164,424.52709460258484,100,-108.06969780098112,231.93964,,0.06995134,0.758032
151123,1.5249907,-16.298485,0.25701937,4200,-66.24092,1.5772388,1.0340468,92.79901,100.0,[-0.866 -0.501 -0.481 -0.741  0.102],1.0173924,12.475041,34.76758,34.74,42,1.9836425e-06,1.0886747,-70.20918,0.120091535,737.5557,436.2230381965637,100,-107.71201593638885,234.47261,,0.07021873,0.73181725
154873,1.5347589,-16.89914,0.26626566,4300,-94.87981,1.5568621,1.0252497,93.23907,100.0,[-0.887 -0.491 -0.481 -0.734  0.106],1.0230973,13.054062,41.93639,37.5,43,2.2888185e-06,1.0541995,-97.51701,0.151998,913.4222,446.10218477249146,100,-108.01798993574143,212.53084,,0.07581774,0.71995103
158878,1.528963,-17.356918,0.27788135,4400,-109.0831,1.8918312,1.0458694,93.56391,100.0,[-0.892 -0.496 -0.482 -0.731  0.116],1.0551108,12.056789,36.45729,40.05,44,-2.0599366e-06,1.1059165,-113.05205,0.2545782,1824.0657,456.67570662498474,100,-108.85782332102936,201.28836,,0.08198269,0.43301946
162620,1.5331783,-16.875076,0.26563752,4500,-79.08247,1.3959386,1.0182152,93.22625,100.0,[-0.896 -0.493 -0.476 -0.721  0.11 ],1.013927,12.22962,30.002789,37.42,45,7.6293944e-08,1.0536832,-80.7487,0.11028889,520.55743,467.88904428482056,100,-108.02701006489076,211.70976,,0.075549625,0.7092612
166246,1.536108,-16.391876,0.26284194,4600,-84.51895,2.0464778,1.0385361,93.077034,100.0,[-0.91  -0.491 -0.482 -0.714  0.114],1.0307953,12.8029585,52.28961,36.26,46,2.0599366e-06,1.1066514,-87.8147,0.20220539,1554.4573,478.77305483818054,100,-107.383938793936,221.85458,,0.07349026,0.5693201
169994,1.5385019,-16.159233,0.26518798,4700,-97.65993,1.9101524,1.01696,93.21229,100.0,[-0.892 -0.494 -0.481 -0.725  0.117],1.0096002,11.070254,29.366203,37.48,47,-3.2806397e-06,1.0493631,-99.38173,0.11831901,706.26245,489.0923047065735,100,-108.4617891371183,212.30269,,0.07548705,0.8006892
173983,1.5455875,-17.619125,0.27527517,4800,-100.923096,2.2459164,1.0385544,93.56198,100.0,[-0.886 -0.487 -0.474 -0.725  0.12 ],1.0445837,11.28455,33.56358,39.89,48,-2.2888183e-07,1.0811836,-104.270966,0.23063418,1428.8226,499.1744396686554,100,-108.46499207882636,199.59662,,0.0810467,0.5270665
177753,1.5397222,-15.845596,0.26618892,4900,-92.61623,1.3256891,1.0215214,93.26344,100.0,[-0.896 -0.487 -0.47  -0.72   0.127],1.019045,11.922892,36.23767,37.7,49,-1.0147095e-05,1.0334626,-94.36864,0.1290038,599.52686,509.6542308330536,100,-108.13428086350972,209.90627,,0.076015055,0.6751365
181245,1.5403718,-15.858513,0.25787005,5000,-82.270615,1.4202473,1.0232086,92.813774,100.0,[-0.896 -0.484 -0.473 -0.722  0.121],1.0146599,13.021179,60.509766,34.92,50,-5.531311e-06,1.0421121,-84.740814,0.12262222,623.882,519.4145495891571,100,-108.01154520724654,231.71227,,0.07065518,0.7268014
185382,1.5423036,-18.314034,0.2762818,5100,-120.214096,1.3892912,1.0098159,93.69349,100.0,[-0.909 -0.49  -0.484 -0.724  0.121],1.0047172,12.825818,45.348648,41.37,51,-4.959106e-07,1.0218581,-120.91217,0.076591514,306.15823,529.9719889163971,100,-109.765484421309,187.73698,,0.082975194,0.8805613
189212,1.5312303,-17.358551,0.2694168,5200,-93.372345,1.6036106,1.0289993,93.36806,100.0,[-0.908 -0.484 -0.482 -0.72   0.123],1.0182946,11.761943,29.791481,38.3,52,3.2043456e-06,1.0539299,-96.00745,0.13250017,827.7193,539.824544429779,100,-107.85820482547368,207.23007,,0.07759337,0.71106625
192767,1.5308516,-17.176186,0.2573596,5300,-71.07689,1.1629405,1.0026265,92.951416,100.0,[-0.904 -0.477 -0.474 -0.721  0.112],1.0019994,12.647958,49.22532,35.55,53,-7.43866e-06,1.0059253,-71.397736,0.039925013,232.76476,550.6870303153992,100,-107.51350127678164,222.0045,,0.07120267,0.9207413
196681,1.5293226,-16.850754,0.27122357,5400,-98.45618,1.3726907,1.0256904,93.44454,100.0,[-0.904 -0.473 -0.471 -0.719  0.112],1.0167694,11.264306,40.200344,39.14,54,2.4795531e-06,1.0492421,-101.00778,0.09999218,424.9146,560.5386927127838,100,-109.27286092883975,203.75888,,0.07903546,0.65739614
200424,1.5361525,-15.314262,0.2642014,5500,-101.382645,1.2677646,1.0119864,93.243866,100.0,[-0.905 -0.484 -0.475 -0.727  0.11 ],1.0066077,12.07392,37.616955,37.43,55,-6.8664554e-07,1.019944,-102.45184,0.08412763,323.21408,570.800431728363,100,-107.73111801289147,209.64824,,0.07515538,0.8140297
204044,1.5393938,-16.741875,0.26028305,5600,-86.75131,1.382258,1.0103962,93.01055,100.0,[-0.901 -0.48  -0.473 -0.726  0.117],1.0115519,11.270635,37.390434,36.2,56,-5.9509275e-06,1.0223616,-87.81824,0.10365616,514.6019,581.4892880916595,100,-108.40911539085468,219.90302,,0.07271685,0.8081535
208156,1.5425555,-19.069557,0.27561328,5700,-115.006134,1.307843,1.0092778,93.72891,100.0,[-0.904 -0.484 -0.472 -0.726  0.12 ],1.0057663,12.567331,39.16566,41.12,57,-5.9509275e-06,1.0145843,-115.93776,0.0704016,276.93378,593.9463875293732,100,-108.37374660678228,187.18927,,0.08250479,0.845615
211884,1.5345769,-15.623642,0.26425666,5800,-90.43248,1.3143066,1.0147028,93.16364,100.0,[-0.895 -0.48  -0.468 -0.724  0.124],1.0093228,11.394216,32.60128,37.28,58,-6.2561035e-06,1.0277413,-91.97102,0.086244516,368.2946,604.5227088928223,100,-108.79349530638505,213.71492,,0.07500819,0.7706115
215671,1.5468754,-15.636536,0.26890513,5900,-98.27568,1.7060697,1.0361114,93.282875,100.0,[-0.888 -0.479 -0.469 -0.722  0.116],1.0222665,12.4055395,37.514103,37.87,59,5.264282e-06,1.072104,-102.1859,0.14908005,992.9305,615.6985063552856,100,-108.25424942894819,212.93858,,0.07697297,0.67685413
219870,1.5511152,-17.769081,0.27813733,6000,-131.6099,1.300799,1.0089294,93.84331,100.0,[-0.882 -0.474 -0.461 -0.725  0.128],1.0048995,13.098736,51.093094,41.99,60,1.6403199e-06,1.0161653,-132.38435,0.06434335,331.0136,626.7294971942902,100,-108.26469494198636,181.65067,,0.084218144,0.8815187
223729,1.5452373,-18.033737,0.26945168,6100,-103.66199,1.4968717,1.0279536,93.38939,100.0,[-0.884 -0.471 -0.458 -0.723  0.132],1.0234088,12.689359,34.71445,38.59,61,-5.531311e-06,1.0452322,-105.51782,0.1636219,668.24536,637.9415307044983,100,-108.25892879481702,204.64044,,0.077921,0.48125198
227641,1.5517368,-17.006279,0.27224386,6200,-106.04231,1.5124468,1.0331146,93.45105,100.0,[-0.877 -0.472 -0.462 -0.727  0.126],1.0205417,12.021014,40.92744,39.12,62,-7.3242186e-06,1.0548117,-109.20145,0.15070947,801.1221,649.0371317863464,100,-108.53768296282911,204.04555,,0.07931467,0.64042175
231527,1.5537093,-17.017487,0.27178383,6300,-96.8521,2.0996525,1.0393088,93.44987,100.0,[-0.889 -0.473 -0.472 -0.727  0.133],1.035353,11.887728,32.431076,38.86,63,4.196167e-06,1.0960729,-99.61235,0.21065082,1098.1101,659.3615951538086,100,-107.83991138090322,204.39217,,0.078884766,0.53628916
235058,1.5560704,-16.327827,0.2572888,6400,-62.31201,1.2797861,1.0073116,92.886246,100.0,[-0.879 -0.481 -0.479 -0.736  0.135],1.0060503,10.771753,29.152046,35.31,64,-3.5476685e-06,1.0238978,-63.339645,0.0691965,286.20245,669.5753424167633,100,-107.93991477572989,225.81003,,0.07092055,0.82017136
238671,1.5702165,-15.937408,0.2636362,6500,-80.00189,1.5612439,1.0420455,93.01789,100.0,[-0.875 -0.477 -0.474 -0.739  0.137],1.0318311,11.720979,37.074368,36.13,65,1.6784668e-06,1.0931268,-84.23999,0.17987059,1130.3431,680.1324305534363,100,-108.06688754819504,226.23071,,0.07357102,0.5030805
242369,1.5745236,-15.279793,0.2672738,6600,-69.23619,1.623676,1.045089,93.118835,100.0,[-0.876 -0.482 -0.481 -0.745  0.151],1.0287476,11.140865,42.620148,36.98,66,2.0980835e-06,1.1441635,-74.449005,0.16499723,1160.9209,691.7799847126007,100,-108.74361477630958,221.51997,,0.07551746,0.5486992
246009,1.5882128,-16.870056,0.26344013,6700,-75.39952,2.1389544,1.0298088,93.03491,100.0,[-0.906 -0.48  -0.494 -0.736  0.156],1.0235088,11.770324,32.045326,36.4,67,-6.4849854e-07,1.0570921,-78.243774,0.1742251,1340.766,703.0340807437897,100,-108.56458508005278,222.70699,,0.07380967,0.7699985
249412,1.5811366,-15.46241,0.25775063,6800,-47.572723,2.1214662,1.0445373,92.67145,100.0,[-0.908 -0.473 -0.49  -0.729  0.169],1.0379008,11.255857,31.791477,34.03,68,-6.6375733e-06,1.115544,-51.384705,0.22659959,2047.4417,713.4902906417847,100,-107.68371337451386,242.2591,,0.06963646,0.5425241
253248,1.5764776,-17.004562,0.27065635,6900,-102.75752,2.0909677,1.0517908,93.305984,100.0,[-0.9   -0.454 -0.479 -0.722  0.162],1.043257,10.916027,29.967281,38.36,69,-3.8146973e-06,1.0955014,-106.81006,0.2305442,1571.6299,723.8933808803558,100,-109.22074661470428,212.3058,,0.07801129,0.5741352
256929,1.585341,-15.311729,0.26249042,7000,-86.82922,1.5917788,1.0117922,93.08968,100.0,[-0.916 -0.46  -0.478 -0.722  0.157],1.007847,10.893137,26.556034,36.81,70,8.010864e-06,1.02398,-88.0914,0.097439416,597.42883,735.340176820755,100,-108.80336852587502,216.42691,,0.07399899,0.84121597
260547,1.5835806,-15.525169,0.2643472,7100,-68.42218,1.6858139,1.0370852,92.9877,100.0,[-0.91  -0.464 -0.476 -0.725  0.166],1.0228534,11.63,31.6974,36.18,71,2.2888185e-06,1.0777292,-72.30174,0.15072414,1185.9878,746.0540623664856,100,-108.76333689719436,226.38007,,0.07381482,0.6952663
264242,1.577548,-16.891998,0.2629167,7200,-73.02872,1.2324188,1.0087171,93.165504,100.0,[-0.909 -0.452 -0.463 -0.725  0.165],1.00913,10.68438,28.792946,36.95,72,1.9836425e-06,1.0194005,-73.85739,0.09614575,457.04468,757.2972650527954,100,-108.41217222344332,214.31128,,0.0742685,0.6199161
268215,1.5810606,-19.835373,0.27632317,7300,-97.10986,1.9324008,1.0374227,93.54372,100.0,[-0.91  -0.456 -0.462 -0.728  0.159],1.0388538,11.1539345,22.687935,39.73,73,-1.5640259e-06,1.0991471,-99.62233,0.24625528,1778.3173,768.6722631454468,100,-108.39224238445881,200.32693,,0.08116944,0.519073
272061,1.5804591,-14.723167,0.26839542,7400,-110.64682,1.3248796,1.0235206,93.35876,100.0,[-0.908 -0.451 -0.458 -0.737  0.162],1.0159097,11.373897,41.557323,38.46,74,-2.0217894e-06,1.0396502,-112.97943,0.10782217,503.52652,779.7163219451904,100,-108.482260493174,205.89813,,0.077473916,0.7561575
275968,1.5813787,-17.385193,0.2718303,7500,-105.13829,1.6753262,1.039352,93.480934,100.0,[-0.904 -0.456 -0.455 -0.735  0.162],1.0333551,12.814429,30.948845,39.07,75,-7.93457e-06,1.0740939,-108.68106,0.17726281,973.1086,790.4341332912445,100,-107.81518282569907,203.44374,,0.079135686,0.62488014
280124,1.5806746,-19.233406,0.27749616,7600,-126.1483,1.472764,1.0155476,93.80688,100.0,[-0.911 -0.453 -0.449 -0.728  0.162],1.010495,12.73415,39.565662,41.56,76,6.5994263e-06,1.0321709,-127.23082,0.10706412,384.77045,801.365647315979,100,-107.91350975559993,184.19392,,0.0835493,0.71740973
284157,1.5870148,-17.57566,0.27334765,7700,-115.38608,1.3307112,1.0129933,93.60683,100.0,[-0.914 -0.457 -0.452 -0.724  0.162],1.0070683,11.748985,32.798462,40.33,77,4.5776366e-07,1.02098,-116.54306,0.08066281,273.80353,811.2656033039093,100,-108.75362835707014,192.68216,,0.08096416,0.7625184
288377,1.5820261,-21.612068,0.28132758,7800,-133.03154,1.4034506,1.0331228,93.962326,100.0,[-0.906 -0.454 -0.449 -0.724  0.168],1.0170109,14.667206,40.44956,42.2,78,-2.0217894e-06,1.0507226,-135.475,0.125847,679.9192,821.7991960048676,100,-106.29481233838753,180.85335,,0.08541013,0.65074027
292280,1.5848647,-19.787483,0.2695589,7900,-115.28731,1.3377197,1.0182724,93.47981,100.0,[-0.901 -0.46  -0.445 -0.731  0.163],1.0099655,11.325287,34.82633,39.03,79,-1.14440915e-07,1.0324266,-116.66574,0.095199116,340.8427,832.6147105693817,100,-107.72674059712973,199.7477,,0.078433186,0.777147
296228,1.5648605,-18.933182,0.2782891,8000,-97.460556,1.9115577,1.0849776,93.56431,100.0,[-0.895 -0.455 -0.444 -0.729  0.166],1.0533491,13.080915,46.558426,39.48,80,-1.1444092e-06,1.1280067,-105.15045,0.24018562,2049.7563,843.6009705066681,100,-107.3005621339398,207.45033,,0.08146043,0.5859514
300050,1.5648366,-18.26297,0.26955304,8100,-99.34497,1.5768895,1.037815,93.346275,100.0,[-0.876 -0.463 -0.44  -0.741  0.146],1.0322105,11.970124,39.747704,38.22,81,3.6239624e-06,1.0707427,-102.66228,0.17886968,1051.299,854.2015378475189,100,-108.0428042020504,209.4412,,0.07754285,0.6578664
