ReturnStepMaxmin,InitialReturnMean,StdIW,Weights,MaxIW,EntropyCoefficient,MinIW,InitialReturnMin,Bound,EpLenMean,StdD2w0t,TimestepsSoFar,J_sample_variance,ReturnMeanIW,MeanIW,InitialReturnMax,EpRewMean,InitialReturnStd,EmpiricalD2,MeanEntropy,Iteration,MinD2w0t,MaxD2w0t,EpThisIter,EpisodesSoFar,InitialBound,MeanD2w0t,ReturnStepMax,TimeElapsed
93.92677,-5.1879883e-06,0.044551004,[-0.386 -0.693 -0.49  -0.259  0.022],1.1741412,100.0,0.9270352,-16.32843,-376.5875,46.36,0.29036555,64440,117.291084,178.91368,1.005944,21.222198,-121.10911087867342,8.617554,1.0016212,1.4419614,14,,1.0033786,100,1400,-377.17023,0.09282668,100.0,160.02872729301453
94.08523,-1.5258789e-07,0.08420088,[-0.384 -0.688 -0.486 -0.259  0.023],1.3750129,100.0,0.80575955,-17.031212,-418.0445,47.74,0.29443523,69214,225.26653,174.10284,1.0154921,26.338581,-121.62231511374839,9.01171,1.0068778,1.4430214,15,,1.0124089,100,1500,-419.29166,0.095659606,100.0,171.93344855308533
93.81067,-6.2561035e-06,0.11504441,[-0.391 -0.688 -0.487 -0.257  0.024],1.4759588,100.0,0.83609587,-15.901161,-388.02014,46.13,0.29113021,73827,379.7421,184.47798,1.0275465,20.935104,-121.73281108309348,8.019186,1.0109292,1.4511939,16,,1.018939,100,1600,-390.87012,0.0928146,100.0,183.31192278862
93.96877,4.8446655e-06,0.060333014,[-0.392 -0.682 -0.487 -0.254  0.032],1.2043554,100.0,0.8536853,-16.32537,-396.78366,47.79,0.29467383,78606,120.06439,173.83803,1.0099192,28.918156,-122.04446597746545,8.374155,1.0042102,1.4544333,17,,1.0087596,100,1700,-397.68018,0.095793106,100.0,195.08919405937195
94.05091,6.065369e-06,0.057966564,[-0.391 -0.686 -0.487 -0.253  0.035],1.2051594,100.0,0.88409853,-14.889954,-401.09045,47.55,0.29402894,83361,145.06834,175.44109,1.0104306,23.965366,-122.20670231690309,8.557,1.0035548,1.4554955,18,,1.0066178,100,1800,-402.09836,0.095317386,100.0,206.64127779006958
93.92907,-9.193421e-06,0.047732476,[-0.388 -0.689 -0.485 -0.255  0.037],1.1365367,100.0,0.8654402,-16.180412,-409.19733,47.35,0.2931645,88096,104.3425,177.80759,1.007869,24.42363,-123.68966398811003,8.912694,1.0026323,1.4575689,19,,1.0073651,100,1900,-410.02228,0.09481579,100.0,217.22595882415771
94.11282,4.959106e-07,0.12732898,[-0.383 -0.694 -0.485 -0.256  0.039],1.4877827,100.0,0.77045786,-17.716957,-389.20532,48.29,0.29713836,92925,375.1245,174.32442,1.0482037,24.207329,-120.43738067465716,8.677885,1.0193089,1.4539928,20,,1.0324346,100,2000,-392.6371,0.09715171,100.0,228.49239802360535
93.84334,-1.1444092e-06,0.031422894,[-0.395 -0.696 -0.486 -0.254  0.035],1.0844421,100.0,0.9303198,-16.424072,-414.1954,47.73,0.2940573,97698,90.279655,174.42358,1.0036836,26.636948,-123.08140431561533,8.085796,1.0009799,1.4547275,21,,1.0020446,100,2100,-414.48328,0.09552691,100.0,239.72006392478943
93.70663,7.171631e-06,0.0783507,[-0.397 -0.698 -0.489 -0.254  0.036],1.213188,100.0,0.8341224,-16.255684,-382.56488,45.06,0.28747812,102204,238.67476,188.27037,1.0183493,31.382137,-121.62560281123947,8.917844,1.0075881,1.4598719,22,,1.0134387,100,2200,-384.45212,0.09047619,100.0,250.95559906959534
94.07377,3.3187866e-06,0.06809038,[-0.392 -0.7   -0.487 -0.258  0.041],1.1853114,100.0,0.7890751,-16.399086,-416.96426,47.95,0.29529536,106999,199.816,173.5291,1.0168148,22.144093,-121.55288857554238,8.033205,1.0051349,1.4618063,23,,1.0099096,100,2300,-418.53125,0.09617397,100.0,262.66076254844666
93.86089,8.010864e-06,0.05739815,[-0.393 -0.707 -0.489 -0.261  0.043],1.2367396,100.0,0.90072435,-14.592468,-388.37384,47.09,0.2925316,111708,153.91286,178.78357,1.0062758,28.196785,-123.74101882883733,8.622983,1.0028244,1.4647563,24,,1.0062237,100,2400,-388.9528,0.09432205,100.0,274.1776673793793
93.91498,5.722046e-07,0.04691523,[-0.396 -0.704 -0.49  -0.259  0.046],1.1802421,100.0,0.865871,-16.593452,-408.29016,47.51,0.2936948,116459,149.13757,174.40242,1.0089431,33.00723,-121.80922413894095,9.378649,1.0024863,1.4659077,25,,1.0055054,100,2500,-408.95856,0.095164254,100.0,285.8105068206787
94.10056,7.6293946e-07,0.04174406,[-0.4   -0.7   -0.491 -0.258  0.047],1.0850624,100.0,0.85898507,-18.23388,-417.76984,47.84,0.29434118,121243,100.49716,171.44554,1.0053556,26.028435,-121.0412317791326,9.308657,1.0014704,1.4657111,26,,1.0032696,100,2600,-418.14008,0.09574401,100.0,297.6901788711548
93.75775,-4.272461e-06,0.04977458,[-0.399 -0.703 -0.493 -0.259  0.047],1.1850116,100.0,0.8846426,-16.694344,-395.82996,46.54,0.29092434,125897,122.27368,178.84523,1.0052202,33.96984,-121.99123553130767,8.646135,1.0023506,1.4705944,27,,1.0038378,100,2700,-396.43933,0.09319943,100.0,309.4986662864685
93.93027,5.340576e-06,0.051207066,[-0.399 -0.703 -0.493 -0.259  0.052],1.1710196,100.0,0.86277485,-17.23838,-396.5362,46.5,0.29082325,130547,148.65398,178.08238,1.0094918,26.126762,-120.82870760283762,9.067529,1.002695,1.4722279,28,,1.0068403,100,2800,-397.4049,0.093127176,100.0,320.6747064590454
94.01311,-6.980896e-06,0.03759096,[-0.402 -0.697 -0.492 -0.259  0.053],1.10816,100.0,0.88948107,-16.165382,-398.65634,47.22,0.29267663,135269,97.53589,175.43597,1.0037729,21.470558,-121.99014309468203,8.936842,1.0013884,1.4745822,29,,1.0031711,100,2900,-399.03003,0.09451568,100.0,332.6634736061096
93.93024,1.0299683e-06,0.08654366,[-0.4   -0.699 -0.492 -0.258  0.056],1.3548146,100.0,0.760519,-14.636841,-383.52124,47.01,0.2932245,139970,240.49301,181.59541,1.0247878,20.935486,-123.39577361974854,8.785745,1.007513,1.4751776,30,,1.0194067,100,3000,-385.52432,0.09446246,100.0,344.2263276576996
94.18146,3.4332277e-07,0.03209685,[-0.396 -0.707 -0.491 -0.259  0.056],1.0923129,100.0,0.9127036,-18.62851,-414.01605,49.79,0.29960868,144949,143.20717,163.6088,1.0014647,25.114971,-121.9619705335236,9.648047,1.000832,1.4760127,31,,1.0018378,100,3100,-414.21112,0.099636935,100.0,356.4108684062958
93.78861,-4.043579e-06,0.077986285,[-0.399 -0.707 -0.492 -0.26   0.057],1.2755657,100.0,0.76143795,-15.745117,-388.06903,45.51,0.28879076,149500,208.0324,184.97916,1.0223814,33.239872,-120.84361629473874,9.260929,1.0071753,1.4790596,32,,1.0137529,100,3200,-389.82318,0.091381975,100.0,367.8140273094177
94.10978,4.119873e-06,0.062280092,[-0.396 -0.708 -0.495 -0.258  0.06 ],1.2336743,100.0,0.85565495,-16.009827,-419.3291,47.88,0.29480258,154288,151.1165,174.77629,1.0097451,19.464912,-123.21403621496648,7.9385986,1.0037004,1.4840502,33,,1.0064517,100,3300,-420.30847,0.09593266,100.0,379.55024909973145
94.02041,8.506775e-06,0.051560234,[-0.4   -0.709 -0.497 -0.257  0.065],1.173608,100.0,0.89576644,-16.719002,-422.40967,48.23,0.2956174,159111,171.39496,172.49713,1.0053136,27.908627,-123.19877751982652,9.84002,1.0025005,1.4882746,34,,1.0044297,100,3400,-423.0691,0.096587576,100.0,391.2529900074005
93.88366,1.9073487e-07,0.028690482,[-0.4   -0.71  -0.496 -0.256  0.069],1.102535,100.0,0.8996142,-15.54837,-414.5985,47.11,0.29227838,163822,106.71579,177.08458,1.003363,28.278748,-122.80034330088795,8.692051,1.0008126,1.4871972,35,,1.0020143,100,3500,-414.89417,0.094267845,100.0,403.20719814300537
93.95277,3.967285e-06,0.05833336,[-0.4   -0.708 -0.494 -0.257  0.068],1.2482538,100.0,0.8852695,-15.529419,-423.96027,47.91,0.29478347,168613,168.21606,175.2404,1.0098543,21.37606,-123.80947315552496,9.06708,1.0032331,1.4882597,36,,1.0057026,100,3600,-424.6634,0.095961735,100.0,414.41190671920776
93.93143,-4.997253e-06,0.05903859,[-0.4   -0.712 -0.494 -0.256  0.069],1.1702905,100.0,0.90048206,-16.694931,-408.8002,46.69,0.29156524,173282,145.96782,178.17467,1.0093436,24.462482,-121.41675357494913,9.036958,1.0038657,1.4941154,37,,1.0069013,100,3700,-409.8592,0.09357221,100.0,426.32429099082947
94.064026,4.4250487e-06,0.057553135,[-0.4   -0.712 -0.496 -0.257  0.075],1.22136,100.0,0.8868897,-17.718422,-412.76978,48.44,0.29626283,178126,155.24414,170.23996,1.00967,22.865448,-121.6485935432959,8.973348,1.0036154,1.4981335,38,,1.0058737,100,3800,-413.84183,0.097030625,100.0,437.7708070278168
93.84244,3.890991e-06,0.062325098,[-0.406 -0.714 -0.498 -0.256  0.079],1.3363433,100.0,0.8708389,-16.233612,-391.4165,46.25,0.29028237,182751,192.47366,182.5966,1.0136547,21.82666,-122.57779267887916,8.285875,1.0031378,1.4994286,39,,1.0075036,100,3900,-392.89984,0.09267881,100.0,449.150102853775
93.89011,5.569458e-06,0.10244245,[-0.405 -0.706 -0.494 -0.256  0.08 ],1.4238274,100.0,0.8153291,-17.376854,-390.9776,46.49,0.29185697,187400,310.54355,181.79565,1.0272484,24.451397,-121.6052353164316,9.271619,1.0087435,1.5055153,40,,1.0186901,100,4000,-393.37646,0.09344578,100.0,460.58889174461365
94.24611,-4.8065185e-06,0.038924295,[-0.411 -0.699 -0.495 -0.255  0.087],1.100235,100.0,0.89763355,-16.44976,-435.75513,49.81,0.2997939,192381,112.639244,164.18184,1.0076181,23.25338,-121.99698191332423,8.880394,1.0015091,1.5052216,41,,1.0036566,100,4100,-436.362,0.09971836,100.0,472.69096541404724
94.119606,3.4332277e-07,0.04256864,[-0.414 -0.704 -0.498 -0.256  0.086],1.1144439,100.0,0.87281305,-16.310417,-413.7353,48.67,0.2966626,197248,96.71317,170.06473,1.0081277,21.417809,-122.61321152038433,8.508031,1.0022235,1.5042253,42,,1.0039365,100,4200,-414.2553,0.09742056,100.0,484.7108681201935
94.053406,-3.8146973e-06,0.03634156,[-0.413 -0.706 -0.5   -0.258  0.085],1.1164367,100.0,0.9048609,-15.164688,-410.9697,47.82,0.29431927,202030,134.98907,172.7189,1.004381,25.37149,-121.9646369807786,8.799933,1.0015432,1.5048562,43,,1.0035305,100,4300,-411.43353,0.0957144,100.0,495.733788728714
94.12287,4.15802e-06,0.06541905,[-0.416 -0.706 -0.5   -0.258  0.086],1.3132894,100.0,0.8670736,-16.309929,-399.53217,47.25,0.29292083,206755,164.28055,175.87662,1.0159676,19.752396,-121.34170391002323,8.024278,1.0045292,1.502928,44,,1.0074167,100,4400,-400.62186,0.09463088,100.0,507.17909145355225
94.17854,-4.5776366e-07,0.108909056,[-0.422 -0.708 -0.502 -0.256  0.084],1.6607982,100.0,0.80678123,-17.882591,-426.38354,50.69,0.30284983,211824,284.4296,165.33894,1.0277275,21.87896,-123.92472820485494,9.488019,1.0090461,1.5023528,45,,1.0251567,100,4500,-428.09808,0.10172037,100.0,519.4424726963043
94.0609,-6.4849855e-06,0.060701527,[-0.426 -0.701 -0.498 -0.254  0.083],1.2110467,100.0,0.8570135,-18.570076,-395.94788,47.95,0.2951512,216619,200.73242,172.34134,1.0170585,21.369438,-120.77762479778298,8.044498,1.0038989,1.4986778,46,,1.0074055,100,4600,-397.0805,0.09612546,100.0,531.1872415542603
93.9881,-4.043579e-06,0.116106965,[-0.431 -0.706 -0.502 -0.256  0.08 ],1.3951892,100.0,0.8100395,-17.361397,-379.70697,48.43,0.29810724,221462,391.7982,176.58475,1.0377593,22.489864,-123.3612599248575,9.460165,1.0124696,1.5068355,47,,1.0223937,100,4700,-383.20233,0.097627245,100.0,543.3969333171844
93.983894,8.773804e-07,0.032087784,[-0.424 -0.708 -0.497 -0.257  0.088],1.1021433,100.0,0.9038985,-14.839966,-402.33347,47.62,0.29372603,226224,103.752495,172.54517,1.006591,26.844559,-120.96944007082212,8.85589,1.0011309,1.5038052,48,,1.0018835,100,4800,-402.6695,0.09529533,100.0,555.4407262802124
94.17948,-2.8991699e-06,0.088734105,[-0.423 -0.708 -0.497 -0.258  0.085],1.3803296,100.0,0.8375863,-16.910828,-414.36047,49.09,0.29820225,231133,256.69446,168.2639,1.0197762,28.08873,-121.78273536248498,9.12249,1.0075129,1.5068421,49,,1.014609,100,4900,-415.71933,0.098393805,100.0,566.8580627441406
94.024826,1.4495849e-06,0.06867768,[-0.43  -0.706 -0.497 -0.256  0.088],1.2125998,100.0,0.80821073,-17.8311,-405.45404,47.81,0.2945511,235914,121.66244,172.85332,1.0102122,19.337814,-121.7053068918807,8.832987,1.004266,1.5112953,50,,1.007906,100,5000,-406.22052,0.09577432,100.0,578.1545743942261
94.09344,3.8146973e-07,0.07544533,[-0.426 -0.707 -0.496 -0.257  0.092],1.2538387,100.0,0.8678016,-17.607025,-400.4897,47.68,0.29462013,240682,201.91245,174.70651,1.0182133,28.854897,-121.40153489466184,8.952397,1.0063782,1.5110661,51,,1.0151604,100,5100,-402.04004,0.095652625,100.0,589.2929673194885
94.35777,-4.234314e-06,0.10685391,[-0.42  -0.704 -0.492 -0.26   0.092],1.4884151,100.0,0.789567,-18.731697,-442.97046,50.62,0.3029205,245744,273.13443,163.33194,1.0242455,29.773254,-122.00395762931879,9.862358,1.0082427,1.518872,52,,1.0159506,100,5200,-445.19714,0.10166684,100.0,601.7702043056488
94.07678,-5.455017e-06,0.058170825,[-0.425 -0.704 -0.495 -0.259  0.1  ],1.1506778,100.0,0.84799045,-17.734413,-410.47638,48.91,0.2975874,250635,128.79301,168.57892,1.0119002,23.67974,-122.00760438105908,8.870139,1.0041475,1.5213792,53,,1.0077438,100,5300,-411.36707,0.09798824,100.0,614.0171318054199
94.1585,-5.1879883e-06,0.051965185,[-0.425 -0.707 -0.497 -0.261  0.102],1.1633607,100.0,0.874369,-15.154388,-418.70667,49.17,0.29828218,255552,146.18587,166.65732,1.0100273,23.625687,-121.5966504534314,9.390935,1.0030143,1.5244126,54,,1.0063189,100,5400,-419.61548,0.09850735,100.0,625.2951798439026
93.92956,5.455017e-06,0.077530876,[-0.429 -0.703 -0.498 -0.26   0.105],1.2137932,100.0,0.8268549,-16.474968,-397.70496,47.11,0.2928352,260263,181.6623,175.78557,1.0163465,25.973331,-120.71820350927196,7.970026,1.0066037,1.5262628,55,,1.01105,100,5500,-398.8625,0.09444732,100.0,637.376852273941
94.28289,3.6621093e-06,0.048908465,[-0.425 -0.704 -0.497 -0.264  0.107],1.1650757,100.0,0.89090425,-16.794762,-420.6834,48.86,0.2972707,265149,94.30853,167.04857,1.0049332,21.73172,-121.26500429406322,8.049434,1.0018805,1.5291984,56,,1.0038551,100,5600,-421.1812,0.09782744,100.0,649.1128733158112
93.803986,-3.5858154e-06,0.067639865,[-0.42  -0.702 -0.495 -0.263  0.11 ],1.2172246,100.0,0.85354936,-16.35498,-422.27234,46.0,0.28966126,269749,173.97604,181.8758,1.0161777,31.419285,-121.27360987587727,9.343285,1.0046358,1.5321221,57,,1.0109557,100,5700,-423.51575,0.09219922,100.0,660.7693593502045
94.19853,6.1035155e-07,0.051784176,[-0.421 -0.701 -0.494 -0.26   0.113],1.220798,100.0,0.89491886,-16.908722,-408.86865,48.69,0.29697576,274618,144.28648,167.72859,1.0158306,20.948193,-120.02927411376669,9.017087,1.0039475,1.5286396,58,,1.0085689,100,5800,-409.93707,0.09754184,100.0,672.273029088974
94.30267,-8.392334e-07,0.03814895,[-0.425 -0.697 -0.493 -0.259  0.11 ],1.1441293,100.0,0.91226935,-17.05088,-438.61356,49.33,0.29856902,279551,113.64089,167.26984,1.0101508,28.726875,-122.4731197886932,9.135232,1.0016724,1.5306655,59,,1.0040756,100,5900,-439.7243,0.09877883,100.0,684.1412754058838
94.06699,3.2424928e-06,0.08455824,[-0.429 -0.702 -0.497 -0.26   0.112],1.3066183,100.0,0.7848279,-16.687538,-388.20422,48.27,0.2960375,284378,167.21135,172.69151,1.0220817,26.03938,-122.0733591696419,9.791894,1.007368,1.5322053,60,,1.0136981,100,6000,-389.84842,0.09677021,100.0,696.0583243370056
94.09621,-6.942749e-06,0.04750931,[-0.419 -0.7   -0.494 -0.261  0.113],1.2235887,100.0,0.9128723,-18.528488,-416.54443,49.97,0.30032152,289375,115.30294,164.35864,1.0091444,39.92813,-122.61106430786177,10.288519,1.0021387,1.534572,61,,1.0050505,100,6100,-417.33954,0.100075744,100.0,708.2521719932556
94.06661,3.013611e-06,0.02876081,[-0.416 -0.694 -0.491 -0.261  0.116],1.0755863,100.0,0.93614495,-17.3264,-430.39728,49.04,0.2975003,294279,103.272354,167.51648,1.0023578,25.894032,-122.64128649387587,9.686908,1.0007442,1.535135,62,,1.0012583,100,6200,-430.53644,0.098107226,100.0,720.1933071613312
94.0621,2.1362305e-06,0.06360528,[-0.414 -0.692 -0.489 -0.261  0.116],1.2339674,100.0,0.8590835,-17.767563,-425.21533,48.84,0.29738295,299163,154.62859,167.56766,1.0090735,35.375893,-121.30988370057901,9.738542,1.0036647,1.53994,63,,1.0069923,100,6300,-426.00403,0.09784292,100.0,732.8028953075409
93.99806,-1.4877319e-06,0.05535852,[-0.41  -0.691 -0.488 -0.262  0.121],1.1826885,100.0,0.8475272,-16.23088,-376.0799,45.9,0.28933698,303753,100.52627,181.5528,1.0117877,18.373878,-120.8330364380629,7.431231,1.0034322,1.541327,64,,1.0083437,100,6400,-377.01685,0.09198978,100.0,744.1144170761108
93.987434,-2.1743774e-06,0.092177205,[-0.41  -0.693 -0.491 -0.261  0.122],1.3068421,100.0,0.81942564,-16.628395,-409.76022,47.54,0.29424176,308507,202.14711,175.75183,1.0190967,28.855263,-121.99349448632269,8.542073,1.0071913,1.5458775,65,,1.012411,100,6500,-411.2376,0.09537789,100.0,754.940945148468
94.15792,2.3269654e-06,0.11490155,[-0.409 -0.692 -0.492 -0.263  0.127],1.4249328,100.0,0.75210345,-17.971596,-427.20422,49.11,0.29909682,313418,310.55606,170.19064,1.0407246,27.596954,-121.25482925079287,9.563465,1.0122684,1.5523462,66,,1.023479,100,6600,-430.39847,0.09870887,100.0,766.9160299301147
94.239044,1.5258789e-06,0.10774454,[-0.419 -0.689 -0.494 -0.26   0.133],1.4071088,100.0,0.8251101,-17.177185,-427.71448,49.42,0.2998058,318360,340.38766,169.95056,1.0286415,19.408989,-122.80821854175923,9.167386,1.0098956,1.5595949,67,,1.0200617,100,6700,-430.12976,0.09928839,100.0,778.6802816390991
94.00335,2.670288e-06,0.042617638,[-0.425 -0.687 -0.493 -0.26   0.141],1.1258106,100.0,0.88540095,-16.031837,-384.25995,46.59,0.2910238,323019,137.66983,177.8273,1.0097842,28.706081,-120.89940332875611,9.25104,1.0019594,1.5559725,68,,1.0031822,100,6800,-384.79224,0.0932902,100.0,790.1815893650055
93.97929,-7.476807e-06,0.029280104,[-0.426 -0.688 -0.496 -0.26   0.137],1.100351,100.0,0.94034326,-18.35736,-420.973,47.98,0.29465282,327817,130.31734,169.4807,1.001499,48.556747,-120.46587603457394,9.960264,1.0008445,1.5572836,69,,1.0020312,100,6900,-421.16925,0.09599756,100.0,801.8644599914551
94.07997,-3.890991e-06,0.034193147,[-0.427 -0.686 -0.494 -0.259  0.138],1.1499933,100.0,0.92572254,-16.364983,-428.79016,49.35,0.29851124,332752,123.58504,168.3319,1.004382,33.88781,-123.9321860211054,8.380193,1.0011839,1.5581831,70,,1.0028127,100,7000,-429.24783,0.09878246,100.0,813.9547171592712
94.21754,-5.607605e-06,0.046982747,[-0.426 -0.685 -0.492 -0.26   0.139],1.1657782,100.0,0.8981152,-16.993797,-419.44604,49.02,0.29787382,337654,131.23729,168.63835,1.0129844,24.270092,-122.12989699723292,9.063746,1.0022777,1.5570323,71,,1.0061805,100,7100,-420.45703,0.09820694,100.0,824.7863063812256
94.14964,4.5013426e-06,0.048707604,[-0.419 -0.684 -0.487 -0.26   0.138],1.1896284,100.0,0.881011,-18.652267,-395.85236,48.48,0.2962641,342502,116.41692,167.91771,1.0079255,23.000229,-120.56783048518453,9.345004,1.0025676,1.5595642,72,,1.004349,100,7200,-396.41632,0.097077034,100.0,836.350456237793
93.991776,8.392334e-07,0.05498802,[-0.415 -0.682 -0.487 -0.26   0.141],1.162022,100.0,0.83988535,-13.603264,-419.05548,48.56,0.2966891,347358,123.12446,176.09995,1.0168959,19.47995,-125.81290613991081,8.410673,1.003359,1.556639,73,,1.0071881,100,7300,-420.47595,0.09730766,100.0,847.6890180110931
94.3247,-3.7384034e-06,0.04904999,[-0.41  -0.675 -0.483 -0.258  0.138],1.1621002,100.0,0.8851599,-16.141876,-420.12216,50.3,0.3012414,352388,121.449005,163.06839,1.0070412,23.929802,-122.76914645182205,8.278026,1.0026729,1.5604458,74,,1.0042406,100,7400,-420.8172,0.100746915,100.0,859.6740667819977
94.06748,-7.6293946e-07,0.07182585,[-0.412 -0.679 -0.484 -0.26   0.141],1.2042998,100.0,0.8501385,-15.8637085,-404.65887,49.55,0.2993686,357343,215.97261,167.30914,1.0148523,37.54576,-122.84808257004704,10.482384,1.0049093,1.5572258,75,,1.0087644,100,7500,-405.46,0.09928875,100.0,871.3715214729309
93.84403,2.670288e-07,0.08021574,[-0.414 -0.677 -0.482 -0.258  0.138],1.2558467,100.0,0.77860117,-15.464584,-389.12875,45.96,0.2895075,361939,168.07152,184.65598,1.0180366,24.46695,-122.88950175627777,8.956123,1.006259,1.5586147,76,,1.0111235,100,7600,-390.67413,0.09210906,100.0,882.2367753982544
93.83815,4.7302246e-06,0.0756717,[-0.408 -0.673 -0.479 -0.26   0.14 ],1.2178457,100.0,0.87634873,-15.873802,-397.46356,45.97,0.28963625,366536,206.58842,181.18335,1.0164167,23.050514,-120.54723087030703,8.862692,1.0059603,1.5634751,77,,1.0116986,100,7700,-398.92606,0.09216311,100.0,894.1402530670166
94.17007,-4.234314e-06,0.036323406,[-0.402 -0.668 -0.476 -0.262  0.145],1.1407993,100.0,0.9273379,-18.009407,-410.28552,47.95,0.29460743,371331,129.4475,170.65007,1.0031205,26.670662,-121.14839649760195,9.390578,1.0010593,1.5635741,78,,1.0021491,100,7800,-410.5525,0.09594776,100.0,905.8246960639954
94.21292,-3.8146973e-06,0.048004065,[-0.402 -0.666 -0.474 -0.261  0.145],1.1612918,100.0,0.86395496,-18.066963,-416.8927,49.04,0.29796743,376235,147.70592,167.49509,1.0126936,21.35371,-121.3184462494072,8.614243,1.0031781,1.56541,79,,1.0077134,100,7900,-418.13538,0.098262265,100.0,917.7680859565735
