MaxD2w0t,InitialReturnStd,ReturnMeanIW,Iteration,MinD2w0t,EpisodesSoFar,MinIW,MeanIW,StdD2w0t,MeanEntropy,InitialReturnMin,EpRewMean,EmpiricalD2,InitialBound,EpThisIter,InitialReturnMax,MaxIW,EpLenMean,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,Bound,StdIW,Weights,MeanD2w0t,J_sample_variance,TimeElapsed,ReturnStepMax
1.0027003,1.7184281,-96.91261,16,,1600,0.91452193,0.9927177,0.28525102,1.4169656,-99.566696,-140.79063524864583,1.001236,-888.2116,100,-92.75079,1.1196916,44.62,70458,100.0,-97.52875,-887.904,0.030529633,[ 0.573 -0.565  0.225  0.404 -0.004],0.089291565,9.73988,180.7075114250183,100.0
1.0012685,1.7615271,-97.2455,17,,1700,0.9455202,0.9967436,0.28337532,1.41799,-99.54568,-140.1679756204734,1.0006988,-898.6421,100,-91.732254,1.0795547,44.0,74858,100.0,-97.52162,-898.4967,0.024044355,[ 0.573 -0.566  0.224  0.403 -0.002],0.08802356,6.9221735,191.50856614112854,100.0
1.0011504,1.826431,-97.26792,18,,1800,0.93715066,0.99670225,0.2901841,1.4169059,-99.63371,-142.52677864595063,1.000344,-892.07776,100,-91.76038,1.0347898,46.39,79497,100.0,-97.52652,-891.94604,0.016582359,[ 0.571 -0.566  0.224  0.401 -0.001],0.092801444,4.9942093,204.54172468185425,100.0
1.0012704,2.1384308,-97.02324,19,,1900,0.9417967,0.99598294,0.28566355,1.4164608,-99.59388,-140.73889684216275,1.0005497,-897.5875,100,-90.77568,1.0546539,44.79,83976,100.0,-97.347305,-897.4227,0.019324923,[ 0.571 -0.566  0.224  0.403 -0.002],0.08960775,6.9802217,214.2661681175232,100.0
1.0012212,1.9814068,-97.10395,20,,2000,0.9250227,0.99699944,0.28539407,1.4149276,-99.663574,-140.67734090736985,1.0005707,-878.0339,100,-91.0629,1.0578388,44.7,88446,100.0,-97.36139,-877.9061,0.020673139,[ 0.571 -0.566  0.223  0.403 -0.002],0.08942357,7.7098656,223.67028331756592,100.0
1.0108017,1.8042015,-95.724686,21,,2100,0.79094815,0.97616845,0.28635272,1.4160101,-99.67445,-141.17008247063367,1.0075862,-882.49475,100,-92.55121,1.2407784,44.86,92932,100.0,-97.66167,-881.4165,0.08127773,[ 0.572 -0.566  0.223  0.403 -0.004],0.08989775,43.854942,234.62927913665771,100.0
1.0047765,1.5143661,-96.63415,22,,2200,0.8851653,0.99067897,0.26840073,1.4169927,-99.68201,-135.20230952580468,1.0027679,-864.152,100,-93.208336,1.1059742,38.99,96831,100.0,-97.50284,-863.73334,0.04135943,[ 0.577 -0.564  0.225  0.404 -0.003],0.078053966,13.428703,246.313090801239,100.0
1.0016596,1.8943104,-97.2916,23,,2300,0.9390679,0.99692905,0.27429932,1.4163827,-99.69457,-137.20575823325217,1.0006303,-854.8803,100,-90.8484,1.0833427,40.96,100927,100.0,-97.55717,-854.7166,0.022969365,[ 0.573 -0.564  0.224  0.406 -0.002],0.08193675,7.7391505,258.5198481082916,100.0
1.0035363,1.7011772,-96.92374,24,,2400,0.90082777,0.99185264,0.28591383,1.4163773,-99.82418,-141.0139485260287,1.0023112,-882.3511,100,-92.05996,1.1298856,44.84,105411,100.0,-97.518036,-882.0322,0.04162988,[ 0.569 -0.562  0.223  0.405 -0.003],0.089738436,15.538695,269.02592372894287,100.0
1.0029942,1.9062991,-96.72964,25,,2500,0.83870924,0.99311954,0.2790471,1.4159242,-99.59896,-138.48787138118666,1.0012081,-862.0767,100,-91.26262,1.0783362,42.5,109661,100.0,-97.34609,-861.7594,0.03599428,[ 0.566 -0.563  0.222  0.403 -0.003],0.08505082,12.929215,280.1165580749512,100.0
1.0023961,1.6766486,-97.182144,26,,2600,0.9002326,0.9938137,0.2798187,1.4160142,-99.598495,-139.16474799271546,1.0008428,-872.0379,100,-92.868484,1.0823486,42.77,113938,100.0,-97.70612,-871.7731,0.027071962,[ 0.567 -0.563  0.224  0.403 -0.003],0.08558129,9.053462,290.7872552871704,100.0
1.0022482,2.0063212,-96.654015,27,,2700,0.88566536,0.9944388,0.2833508,1.4166467,-99.481026,-139.65528812864378,1.0011487,-859.8212,100,-91.20956,1.0953779,43.97,118335,100.0,-97.09362,-859.58905,0.036133233,[ 0.567 -0.561  0.223  0.4   -0.003],0.08798205,12.146246,300.8610327243805,100.0
1.0033722,1.7913243,-96.99115,28,,2800,0.86627483,0.993,0.28495082,1.4169855,-99.68465,-140.7044413045122,1.0025835,-884.47107,100,-91.755775,1.1157672,44.51,122786,100.0,-97.52214,-884.20135,0.045684554,[ 0.566 -0.562  0.222  0.402 -0.002],0.08907559,14.563094,313.35952162742615,100.0
1.0011523,1.521019,-97.30671,29,,2900,0.9280407,0.99664783,0.27841657,1.4166318,-99.63263,-138.53862236916223,1.0007821,-889.8955,100,-92.18857,1.0805357,42.32,127018,100.0,-97.56772,-889.7555,0.03028621,[ 0.564 -0.564  0.222  0.401 -0.002],0.084660314,7.702895,324.2563705444336,100.0
1.0012138,1.7818499,-97.42254,30,,3000,0.93097776,0.99750483,0.2834559,1.4176086,-99.63349,-140.35910471137203,1.000292,-885.5775,100,-91.86973,1.0616374,44.04,131422,100.0,-97.63559,-885.4681,0.016555797,[ 0.563 -0.565  0.221  0.401 -0.002],0.08809545,5.640932,334.6844708919525,100.0
1.0068136,1.5387404,-96.44549,31,,3100,0.79819643,0.9844545,0.2889263,1.418522,-99.64122,-142.18188665922779,1.0042549,-895.94135,100,-91.709,1.1487545,45.82,136004,100.0,-97.69733,-895.3234,0.059253484,[ 0.562 -0.565  0.221  0.402 -0.001],0.0917693,24.522486,347.9007225036621,100.0
1.0003897,1.8123168,-97.559975,32,,3200,0.9687977,0.99917376,0.27930856,1.4183922,-99.61203,-138.94423225185722,1.000102,-866.1134,100,-91.60359,1.0240061,42.64,140268,100.0,-97.62668,-866.07874,0.008150593,[ 5.584e-01 -5.664e-01  2.196e-01  4.035e-01 -3.672e-04],0.08528531,3.8218875,360.6756603717804,100.0
1.0049239,1.6423231,-96.61157,33,,3300,0.85835224,0.9865997,0.2802382,1.4169705,-99.717064,-139.21113358794963,1.003346,-884.6188,100,-91.11993,1.1350263,42.86,144554,100.0,-97.669846,-884.0712,0.055402663,[ 0.558 -0.565  0.219  0.403 -0.001],0.08580923,23.127733,373.3928577899933,100.0
1.0023093,1.5782111,-97.237564,34,,3400,0.8821026,0.9953122,0.27989084,1.4169992,-99.478386,-139.12316731840554,1.001809,-889.9566,100,-92.23494,1.1000278,42.8,148834,100.0,-97.6288,-889.7551,0.03504901,[ 0.56  -0.561  0.219  0.401 -0.002],0.08563769,9.447715,385.9462797641754,100.0
1.0048562,1.6407921,-96.92985,35,,3500,0.891169,0.9888723,0.2855042,1.4179462,-99.62423,-141.17637634989813,1.0025948,-901.02057,100,-91.687805,1.127914,44.67,153301,100.0,-97.82489,-900.5684,0.046631243,[ 0.562 -0.56   0.22   0.401 -0.002],0.08942524,16.239408,398.0982575416565,100.0
1.0007292,2.0549324,-97.094376,36,,3600,0.94391334,0.998022,0.28894016,1.41903,-99.59532,-141.85774248305944,1.0003439,-887.9695,100,-90.34324,1.0484262,45.95,157896,100.0,-97.28663,-887.8696,0.015799932,[ 0.558 -0.559  0.218  0.4   -0.001],0.09191625,6.431417,410.2260391712189,100.0
1.0044643,2.0784314,-96.24988,37,,3700,0.8591151,0.9902753,0.29032087,1.4180602,-99.655365,-141.9932755250048,1.0033536,-899.3152,100,-91.47938,1.191085,46.38,162534,100.0,-97.00428,-898.90985,0.053056214,[ 5.595e-01 -5.591e-01  2.181e-01  3.997e-01  1.293e-04],0.09283478,20.640713,423.51783657073975,100.0
1.0018221,1.8588338,-97.15131,38,,3800,0.8745637,0.9956767,0.2809598,1.4171038,-99.63834,-139.36988968835772,1.0003996,-901.527,100,-89.12332,1.0503253,43.17,166851,100.0,-97.53387,-901.3471,0.022191992,[ 0.556 -0.561  0.217  0.399 -0.001],0.08637166,9.514235,436.13370728492737,100.0
1.0024058,1.5108416,-97.24855,39,,3900,0.9039526,0.994638,0.29045743,1.4156712,-99.641975,-142.79041430543862,1.0005615,-884.11646,100,-92.721176,1.055599,46.47,171498,100.0,-97.67994,-883.89557,0.023270136,[ 0.555 -0.559  0.216  0.401 -0.002],0.09297594,6.315316,449.3250632286072,100.0
1.0014888,1.7174176,-97.18183,40,,4000,0.9202835,0.9964202,0.27982652,1.414933,-99.734474,-138.9629122026346,1.0007809,-874.0834,100,-91.750305,1.0809038,42.79,175777,100.0,-97.501945,-873.9169,0.027189082,[ 0.554 -0.559  0.217  0.402 -0.003],0.085606955,7.6791277,459.59073662757874,100.0
1.0002196,1.8376267,-97.42277,41,,4100,0.968869,0.99956393,0.28963372,1.4149274,-99.73639,-142.31679089918896,1.000076,-892.02405,100,-91.16488,1.0249618,46.21,180398,100.0,-97.47281,-891.99646,0.009374202,[ 0.554 -0.56   0.216  0.402 -0.004],0.09242381,4.024649,469.94735503196716,100.0
1.0037606,1.4506367,-97.061195,42,,4200,0.7878781,0.9905516,0.2785048,1.413093,-99.59998,-138.86628089251886,1.0026292,-887.653,100,-93.56409,1.1066198,42.3,184628,100.0,-97.84577,-887.22394,0.053691383,[ 0.554 -0.56   0.216  0.402 -0.004],0.084665194,17.970478,479.64750623703003,100.0
1.0035653,1.5710473,-96.96053,43,,4300,0.8731974,0.9932125,0.2895073,1.4141703,-99.50304,-142.32356359665218,1.0022421,-873.4146,100,-92.34792,1.1167456,46.1,189238,100.0,-97.567215,-873.10345,0.044768676,[ 0.557 -0.56   0.217  0.403 -0.006],0.092262894,14.707578,490.7856230735779,100.0
1.0164095,1.6914973,-94.77147,44,,4400,0.69744015,0.9677261,0.28653458,1.414154,-99.78211,-140.9354081298272,1.0119624,-873.31934,100,-92.93898,1.3029275,44.82,193720,100.0,-97.47189,-871.89526,0.09974827,[ 0.559 -0.558  0.218  0.405 -0.005],0.08991103,66.959076,502.27770137786865,100.0
1.002666,1.6661613,-97.03654,45,,4500,0.8971082,0.9921155,0.2966184,1.4149472,-99.752,-145.04682831925354,1.000971,-887.5195,100,-92.33887,1.0719951,48.67,198587,100.0,-97.71222,-887.1436,0.029325763,[ 0.555 -0.563  0.216  0.403 -0.005],0.09740447,9.667891,513.7293784618378,100.0
1.002343,1.7021148,-97.372154,46,,4600,0.8650004,0.9948553,0.29555914,1.415032,-99.78667,-144.67716729015206,1.0018063,-906.45544,100,-88.84383,1.101859,48.31,203418,100.0,-97.76187,-906.247,0.03655017,[ 0.556 -0.565  0.217  0.401 -0.004],0.09666096,10.791168,527.0069677829742,100.0
1.0011392,1.6012251,-97.45933,47,,4700,0.9324774,0.99768203,0.28241575,1.4145936,-99.6981,-140.00212401558645,1.0008066,-887.9217,100,-92.95711,1.0760963,43.68,207786,100.0,-97.671974,-887.80206,0.029227957,[ 0.554 -0.567  0.216  0.4   -0.004],0.08737881,7.9458656,539.494735956192,100.0
1.0033875,1.8133837,-96.775826,48,,4800,0.8761132,0.9918124,0.27980268,1.4135317,-99.5372,-138.78958031703897,1.0024358,-902.63556,100,-90.68249,1.1274565,42.74,212060,100.0,-97.40039,-902.319,0.049521353,[ 0.554 -0.565  0.216  0.4   -0.004],0.08554093,19.694693,551.0305345058441,100.0
1.0015655,1.8339587,-97.16242,49,,4900,0.9141387,0.9958571,0.2717515,1.413696,-99.585526,-136.3095367470215,1.0009726,-887.30676,100,-91.22393,1.0820061,40.12,216072,100.0,-97.49948,-887.13715,0.031067252,[ 0.557 -0.564  0.217  0.402 -0.005],0.080267265,11.024507,561.8138988018036,100.0
1.0126191,1.617988,-95.596466,50,,5000,0.7461282,0.9733425,0.2834456,1.4119978,-99.64003,-140.19379473701827,1.0092418,-886.5737,100,-92.722015,1.1863495,43.83,220455,100.0,-97.67949,-885.5155,0.090615146,[ 0.558 -0.563  0.218  0.403 -0.005],0.08785916,55.168793,574.0028886795044,100.0
1.0026535,1.7778486,-97.008766,51,,5100,0.9000951,0.99372673,0.2919666,1.4134313,-99.59275,-143.13233865661178,1.00134,-886.8825,100,-91.504654,1.0731136,46.99,225154,100.0,-97.52697,-886.6205,0.030577606,[ 0.553 -0.567  0.217  0.403 -0.007],0.09403196,9.816687,585.9621558189392,100.0
1.0004948,1.6688945,-97.57259,52,,5200,0.9550621,0.9987675,0.2733594,1.4140682,-99.663,-137.0596244217824,1.0002037,-877.0517,100,-92.66379,1.0342451,40.66,229220,100.0,-97.68541,-876.9947,0.012432071,[ 0.552 -0.568  0.216  0.404 -0.006],0.081329,4.4050736,597.6013157367706,100.0
1.0022582,1.9730897,-96.902016,53,,5300,0.9154929,0.995702,0.30488336,1.4139509,-99.72865,-147.62944931201574,1.0012324,-901.5454,100,-90.79316,1.1061268,51.81,234401,100.0,-97.25587,-901.3617,0.033487737,[ 0.552 -0.568  0.216  0.404 -0.005],0.10366101,10.176932,609.5007495880127,100.0
1.0012863,1.9167567,-97.23809,54,,5400,0.9377323,0.9970714,0.2963678,1.4153994,-99.720955,-144.7865328250223,1.000556,-888.6593,100,-89.48781,1.0635293,48.62,239263,100.0,-97.552246,-888.4809,0.022292264,[ 0.551 -0.57   0.215  0.403 -0.005],0.09726766,8.078084,622.0259974002838,100.0
1.0009052,1.4426974,-97.7527,55,,5500,0.9312419,0.9977792,0.281566,1.4140413,-99.63992,-140.06424510561388,1.0004045,-893.5255,100,-92.96542,1.0524298,43.39,243602,100.0,-97.962845,-893.4134,0.020959683,[ 0.551 -0.568  0.215  0.402 -0.004],0.08679508,4.886873,633.7277181148529,100.0
1.0031079,1.9878786,-97.08155,56,,5600,0.8564309,0.99221635,0.30083638,1.414592,-99.71768,-146.49783355926144,1.0020472,-905.07825,100,-91.75696,1.1143181,50.25,248627,100.0,-97.628204,-904.7877,0.040487416,[ 0.552 -0.568  0.216  0.402 -0.005],0.100557424,14.856934,647.0585160255432,100.0
1.0024201,1.8308936,-97.070114,57,,5700,0.8960569,0.9949069,0.30088562,1.4146941,-99.56389,-146.35279421349634,1.0018029,-901.78516,100,-91.216896,1.1046152,50.28,253655,100.0,-97.49563,-901.5501,0.04186424,[ 0.554 -0.566  0.216  0.402 -0.004],0.10060438,15.169252,660.9435107707977,100.0
1.0017816,1.693969,-97.07608,58,,5800,0.94190353,0.9954217,0.29450414,1.4159931,-99.54158,-144.00876048538206,1.0006996,-893.6788,100,-91.73035,1.0768765,47.93,258448,100.0,-97.47603,-893.46436,0.022514328,[ 0.555 -0.564  0.216  0.402 -0.004],0.09589547,6.3093257,672.2421686649323,100.0
1.0016086,1.5402117,-97.332596,59,,5900,0.88805115,0.9944642,0.2819421,1.4149318,-99.61593,-139.91582015545774,1.0010331,-894.2639,100,-92.099686,1.1013294,43.5,262798,100.0,-97.75102,-894.04047,0.030593991,[ 0.555 -0.561  0.216  0.403 -0.003],0.087035514,10.333002,684.9156737327576,100.0
1.003531,1.6616626,-96.77645,60,,6000,0.87048733,0.98924977,0.28668684,1.4125568,-99.814,-141.27607206022893,1.0020008,-876.9133,100,-92.07347,1.1291684,45.1,267308,100.0,-97.54706,-876.50653,0.046235114,[ 0.554 -0.561  0.215  0.401 -0.004],0.09026875,16.379765,697.7913014888763,100.0
1.0011747,1.6004682,-97.45216,61,,6100,0.9457361,0.99651945,0.28613332,1.4139771,-99.610634,-141.4041725849018,1.0003477,-893.6419,100,-91.53233,1.1334553,44.96,271804,100.0,-97.75581,-893.47736,0.023406558,[ 0.551 -0.562  0.214  0.402 -0.006],0.08994159,6.590601,712.5096354484558,100.0
1.0033444,1.8916395,-96.822586,62,,6200,0.88590086,0.9913819,0.27453125,1.411769,-99.797325,-137.20814817463355,1.0019653,-864.20264,100,-90.61059,1.1245075,40.99,275903,100.0,-97.553505,-863.80927,0.045349427,[ 0.551 -0.561  0.214  0.403 -0.005],0.08203583,13.83997,724.1968247890472,100.0
1.0007613,1.7361042,-97.09558,63,,6300,0.9422918,0.9971452,0.28608227,1.4114795,-99.60922,-140.90108507028086,1.0002851,-882.71,100,-92.54099,1.062009,44.94,280397,100.0,-97.331184,-882.5882,0.019787094,[ 0.548 -0.562  0.213  0.404 -0.007],0.08990121,6.0656304,736.7836499214172,100.0
1.0026565,1.5496737,-97.20492,64,,6400,0.9024732,0.9921525,0.28999043,1.4127235,-99.80382,-142.8071703657447,1.0016812,-901.6663,100,-91.90779,1.1249802,46.29,285026,100.0,-97.82617,-901.2807,0.03609693,[ 0.548 -0.562  0.213  0.406 -0.008],0.09262811,9.009322,748.7392439842224,100.0
1.0105872,1.9266714,-95.97549,65,,6500,0.78259325,0.97415656,0.29761627,1.4120814,-99.639915,-145.26593345031847,1.0082116,-887.09656,100,-91.74346,1.2764306,48.91,289917,100.0,-97.741005,-886.10596,0.08299503,[ 0.551 -0.562  0.214  0.405 -0.006],0.097998925,43.716312,762.5232059955597,100.0
1.0044925,1.9203221,-96.94083,66,,6600,0.84653056,0.9896488,0.27353162,1.4097878,-99.67197,-137.1413606634786,1.0026457,-845.1541,100,-90.31343,1.1066006,40.65,293982,100.0,-97.80424,-844.7079,0.054216124,[ 0.546 -0.565  0.212  0.404 -0.007],0.08136969,24.309742,774.1868948936462,100.0
1.0024194,1.5528749,-97.41165,67,,6700,0.9353992,0.99597716,0.2858157,1.4110472,-99.64344,-141.24394258038143,1.0005386,-884.69165,100,-91.96146,1.0982075,44.84,298466,100.0,-97.74277,-884.5238,0.022970278,[ 0.549 -0.563  0.213  0.405 -0.009],0.08970728,6.524823,786.0123314857483,100.0
1.0011812,2.0067298,-97.116455,68,,6800,0.9082846,0.99681115,0.28419888,1.4107659,-99.7137,-140.28073706745903,1.0007622,-894.4715,100,-90.404045,1.0781806,44.29,302895,100.0,-97.357376,-894.3457,0.027719218,[ 0.546 -0.561  0.212  0.406 -0.008],0.08860186,9.690292,798.34317278862,100.0
1.0012499,2.0278,-96.7965,69,,6900,0.9357223,0.99685407,0.29024038,1.4115847,-99.55389,-141.995132437325,1.0007294,-894.13855,100,-92.01788,1.0880868,46.41,307536,100.0,-97.02438,-894.02216,0.024542388,[ 0.547 -0.56   0.212  0.407 -0.008],0.092842266,5.325281,808.6914775371552,100.0
1.0022146,1.6000841,-97.04695,70,,7000,0.91650116,0.9928737,0.29372087,1.4126383,-99.58808,-143.87486318839885,1.0006621,-893.17664,100,-92.86851,1.0747403,47.63,312299,100.0,-97.613976,-892.8447,0.022509396,[ 0.546 -0.561  0.212  0.408 -0.007],0.09530527,6.585717,820.6434874534607,100.0
1.0010742,1.9716164,-97.1513,71,,7100,0.9323257,0.99794626,0.29127678,1.4130629,-99.76168,-142.75415904652687,1.0006503,-900.7138,100,-91.86607,1.0620261,46.78,316977,100.0,-97.351906,-900.6135,0.024500165,[ 0.543 -0.559  0.211  0.41  -0.006],0.093579724,7.11819,832.6788213253021,100.0
1.0007533,1.6987531,-97.37617,72,,7200,0.9393776,0.9979654,0.29490918,1.4120867,-99.56183,-144.22501222691454,1.0005231,-889.0453,100,-92.3113,1.0503999,48.1,321787,100.0,-97.52273,-888.97217,0.021403175,[ 0.542 -0.56   0.211  0.409 -0.006],0.096215665,4.7030897,843.4851162433624,100.0
1.0046132,1.893447,-96.6618,73,,7300,0.8682259,0.99136,0.2942024,1.4122226,-99.62692,-143.78512821927342,1.0034577,-885.8157,100,-90.90094,1.159719,47.77,326564,100.0,-97.392555,-885.44037,0.057047505,[ 0.542 -0.561  0.21   0.409 -0.007],0.09561631,20.682894,854.571337223053,100.0
1.0016379,1.8452752,-97.058784,74,,7400,0.93385637,0.99604064,0.29403207,1.4126344,-99.63589,-143.79982733634304,1.000465,-883.85266,100,-91.328224,1.0982174,47.76,331340,100.0,-97.41612,-883.67017,0.02180831,[ 0.537 -0.561  0.209  0.408 -0.007],0.095553964,6.060267,865.982679605484,100.0
1.0019771,1.6404568,-97.48746,75,,7500,0.92760974,0.99641937,0.28354067,1.4135383,-99.7001,-140.51062893115972,1.0003315,-903.8382,100,-92.19943,1.0552633,44.06,335746,100.0,-97.7855,-903.68335,0.016834324,[ 0.536 -0.559  0.209  0.406 -0.006],0.088139236,5.9804707,877.9444878101349,100.0
1.0041149,1.7735947,-96.99117,76,,7600,0.8858386,0.9922383,0.28603464,1.4131126,-99.625244,-141.24933143054923,1.0027641,-878.9855,100,-91.34411,1.1131707,44.88,340234,100.0,-97.68027,-878.6394,0.04268774,[ 0.535 -0.56   0.209  0.407 -0.005],0.089824304,13.173874,889.5204358100891,100.0
1.0013827,1.5672199,-97.59283,77,,7700,0.94337565,0.9958791,0.29845095,1.4122014,-99.72336,-145.98261522168895,1.0006075,-890.64667,100,-92.81818,1.0756271,49.38,345172,100.0,-97.92864,-890.47363,0.022505088,[ 0.532 -0.562  0.209  0.407 -0.006],0.09879504,6.1166587,901.4767882823944,100.0
1.0012854,1.828355,-97.03,78,,7800,0.94793236,0.99680436,0.28871632,1.4107656,-99.63201,-141.81863660336666,1.0004044,-892.896,100,-91.571335,1.0622443,45.86,349758,100.0,-97.33328,-892.73755,0.01776696,[ 0.532 -0.561  0.209  0.406 -0.007],0.091745265,4.8221927,914.5945911407471,100.0
1.0007668,1.9440018,-97.08362,79,,7900,0.93885154,0.99717164,0.2824445,1.4117467,-99.604645,-139.63112336859626,1.0003085,-894.44763,100,-90.708694,1.0530671,43.69,354127,99.977356,-97.33353,-894.3038,0.018822882,[ 0.532 -0.561  0.209  0.404 -0.008],0.08739787,6.9598417,929.0430111885071,100.0
1.0031809,2.0853782,-96.68214,80,,8000,0.81771845,0.9913288,0.29677853,1.4100481,-99.75421,-144.62476129225988,1.0019703,-903.9795,100,-88.201805,1.1370946,48.73,359000,100.0,-97.31498,-903.6389,0.049773395,[ 0.531 -0.56   0.208  0.406 -0.007],0.09752164,22.062834,941.0332221984863,100.0
1.0013399,1.7706194,-97.30062,81,,8100,0.91923445,0.99692196,0.2831293,1.4111555,-99.65466,-140.0989964328197,1.0005488,-871.0912,100,-91.87384,1.0673013,43.92,363392,100.0,-97.54186,-870.9696,0.021654649,[ 0.532 -0.559  0.209  0.406 -0.009],0.08786023,5.438228,953.6516387462616,100.0
