InitialReturnMean,MeanIW,StdD2w0t,MaxIW,Weights,Bound,Iteration,ReturnStepMax,TimestepsSoFar,StdIW,InitialReturnMax,InitialReturnStd,EpLenMean,InitialBound,MeanD2w0t,MinIW,EpThisIter,TimeElapsed,EmpiricalD2,InitialReturnMin,EpisodesSoFar,EpRewMean,ReturnMeanIW,MeanEntropy,ReturnStepMaxmin,MinD2w0t,MaxD2w0t,J_sample_variance
-73.36681,0.50667757,11.757558,21.634249,[-1.013 -0.571 -0.349 -0.923 -0.587],-49.390068,38,100.0,138392,0.9442028,-31.471998,14.618252,40.58,-74.87634,1.1023517,0.00041275754,100,281.07550382614136,55.86934,-94.302185,3800,-104.10420485586532,-41.286114,0.8056666,99.0,,1006.09875,5519.3345
-72.84067,0.68885976,3.3170779,13.324976,[-1.011 -0.579 -0.348 -0.882 -0.613],-57.424942,39,100.0,142638,0.78338313,-34.6242,13.659476,42.46,-74.39576,0.3167527,6.234233e-05,100,289.2412531375885,14.110715,-93.78931,3900,-105.05126423124626,-53.820026,0.7870711,99.00001,,333.46786,3725.735
-69.96604,0.5425485,9.058269,21.255554,[-0.956 -0.549 -0.323 -0.885 -0.632],-49.48545,40,100.0,147200,0.8569531,-35.07783,13.348568,45.62,-71.50581,1.3503722,0.0016346384,100,297.690465927124,71.38024,-92.13839,4000,-104.01598939726651,-41.69675,0.7854409,99.0,,369.6932,3854.6
-75.38115,0.7215095,12.506279,22.322887,[-0.938 -0.505 -0.332 -0.878 -0.634],-64.25542,41,100.0,151081,1.0621854,-46.690434,12.726826,38.81,-76.93177,1.4297131,0.0014014156,100,305.15010952949524,42.5629,-92.62788,4100,-105.42032566411822,-55.558784,0.75585866,99.0,,458.99454,3688.2104
-71.74631,0.49694645,11.983495,11.990597,[-0.922 -0.538 -0.321 -0.933 -0.663],-45.434727,42,100.0,155276,1.10214,-21.944042,13.921451,41.95,-73.243065,1.269484,0.00089153205,100,313.225643157959,102.200134,-94.01272,4200,-103.22441147607789,-38.163708,0.7532579,99.0,,605.61084,6410.673
-73.9052,0.7366739,2.3291368,6.315468,[-0.901 -0.531 -0.342 -0.961 -0.666],-62.62729,43,100.0,159240,0.7189978,-43.823452,13.622232,39.64,-75.426056,0.34738195,0.0025940535,100,321.22636461257935,6.1729565,-95.91149,4300,-104.36169130364917,-58.05732,0.7381185,99.0,,70.07941,2970.5186
-73.57966,0.39639726,8.718165,8.171745,[-0.935 -0.545 -0.345 -0.99  -0.681],-41.11026,44,100.0,163397,0.7048984,-33.8233,13.9629135,41.57,-75.15649,1.038599,0.0013445246,100,329.2920894622803,58.664116,-93.556725,4400,-104.94055422315138,-32.659283,0.7373014,99.0,,455.11914,2569.5115
-77.38919,0.4487469,20.950733,16.811405,[-0.929 -0.524 -0.359 -1.008 -0.682],-48.826904,45,100.0,166903,0.8436186,-39.728397,12.762622,35.06,-78.94932,1.7771419,0.00043228286,100,336.91194224357605,176.52928,-93.28733,4500,-104.76691112469817,-36.786133,0.72310036,99.0,,1231.1501,4227.5454
-73.486565,0.57745475,14.707174,14.172369,[-0.939 -0.537 -0.339 -0.978 -0.696],-54.824745,46,100.0,171034,1.0006517,-43.6582,12.540645,41.31,-75.00721,1.579905,3.181054e-05,100,344.5229835510254,84.3887,-95.66756,4600,-105.14406035972843,-46.442932,0.7047628,99.00001,,842.20776,6014.884
-73.36442,0.7089,5.742687,11.285257,[-0.88  -0.542 -0.361 -0.984 -0.714],-61.77537,47,100.0,175147,1.4722223,-30.413355,14.429282,41.13,-74.88338,0.81115717,0.0015139207,100,352.7183017730713,19.710896,-94.53159,4700,-104.48925989354127,-56.050888,0.70460117,99.0,,101.73144,13686.832
-77.57077,0.5320302,10.046595,20.92057,[-0.896 -0.537 -0.394 -0.994 -0.714],-54.627846,48,100.0,178707,0.87393564,-46.037174,12.976108,35.6,-79.10468,1.0889305,0.0013645331,100,359.9797737598419,85.47348,-95.08115,4800,-105.51872484119747,-45.099487,0.71093667,99.00001,,540.72125,4703.9478
-79.483795,0.6029599,89.4128,43.721256,[-0.871 -0.512 -0.412 -1.001 -0.708],-59.19417,49,100.0,182027,1.120586,-31.003319,12.9537115,33.2,-81.0421,1.9792175,0.00016009605,100,366.9146273136139,329.0582,-96.69831,4900,-105.71135139936263,-48.241924,0.67560077,99.000015,,15529.526,6209.6646
-77.32763,0.6835708,5.580576,11.399208,[-0.942 -0.511 -0.414 -0.963 -0.743],-63.011665,50,100.0,185639,1.2479913,-43.14624,11.833217,36.12,-78.88618,0.55189824,0.0012591965,100,374.3485882282257,35.40404,-93.635025,5000,-105.95950997471853,-54.797043,0.67505616,99.0,,531.31134,9138.031
-75.426,0.7620597,1.8555307,4.5757685,[-0.967 -0.54  -0.405 -0.962 -0.744],-65.61486,51,100.0,189449,0.5631217,-23.200384,14.646363,38.1,-76.974915,0.2297497,0.008028534,100,381.9664967060089,4.6770687,-92.901276,5100,-104.85127236109116,-61.328865,0.7057477,99.0,,117.10021,1952.5446
-75.872604,0.5698728,12.590925,18.276495,[-0.96  -0.549 -0.423 -0.949 -0.713],-55.811455,52,100.0,193279,0.96162635,-50.059475,11.83029,38.3,-77.40851,1.2214594,0.00038667928,100,389.14217257499695,94.58056,-94.78819,5200,-105.92332544356381,-45.564125,0.70827365,99.0,,706.8431,4325.0576
-73.92089,0.48773476,15.056307,7.2951035,[-0.966 -0.57  -0.406 -0.931 -0.711],-44.73081,53,100.0,197282,0.8243799,-44.857395,12.716853,40.03,-75.416336,1.596455,0.0009404546,100,397.06940722465515,102.15803,-95.54702,5300,-104.86420675775007,-35.71196,0.69775367,99.0,,1096.7811,2653.2805
-74.10752,0.702817,19.583353,47.223415,[-0.955 -0.572 -0.376 -0.902 -0.721],-59.160255,54,100.0,201321,1.9970919,-47.388924,11.823655,40.39,-75.62009,1.2119607,0.000121793266,100,404.73996353149414,159.52548,-95.30836,5400,-105.44725413674514,-50.936474,0.68218666,99.00002,,2411.213,17610.627
-73.90944,0.6903615,8.580484,7.4809327,[-1.012 -0.577 -0.375 -0.869 -0.737],-56.966515,55,100.0,205195,0.86023223,-33.612762,13.918176,38.74,-75.41737,0.6855167,0.00023626075,100,412.39960169792175,15.689659,-93.51534,5500,-103.47476210941703,-51.856483,0.6713726,99.0,,309.03976,3630.2488
-73.812,0.40755105,34.567142,12.341668,[-1.064 -0.61  -0.413 -0.893 -0.748],-43.787834,56,100.0,209283,0.7941271,-43.341335,12.87077,40.88,-75.34589,2.7291954,0.00012296421,100,420.79949140548706,336.5357,-94.0166,5600,-105.25628387199791,-32.355576,0.67021626,99.00001,,2581.6216,2580.3315
-69.65192,0.89218813,0.8300674,16.479616,[-1.094 -0.604 -0.387 -0.86  -0.749],-64.39764,57,100.0,213757,1.0833757,-27.652794,13.700932,44.74,-71.20099,0.2211403,0.02436836,100,429.5231339931488,3.0979156,-92.66179,5700,-103.09332259378237,-61.826748,0.65716875,99.0,,13.127931,3915.3064
-70.279594,0.36550733,23.015335,24.911295,[-1.094 -0.589 -0.357 -0.859 -0.762],-38.19159,58,100.0,218389,0.8898913,-36.21605,12.818898,46.32,-71.83997,2.533528,8.40055e-05,100,438.1390948295593,205.41527,-91.43593,5800,-104.98649782095285,-28.439898,0.64502037,99.0,,1697.6112,2995.7292
-72.85628,1.3007456,3523.279,3105.215,[-1.084 -0.573 -0.38  -0.876 -0.774],94.115005,59,100.0,222568,40.164665,-36.6632,13.076742,41.79,-74.35587,178.39291,7.2718395e-14,100,446.17996311187744,18678.0,-93.250305,5900,-104.84536717427196,192.94312,0.48640618,99.00001,,328923.0,4904974.5
-69.8307,0.47429475,9.26989,11.332027,[-1.117 -0.558 -0.329 -0.857 -0.933],-45.580807,60,100.0,226996,0.57639366,-35.98782,13.80834,44.28,-71.339935,1.6773294,0.00054424116,100,454.94525957107544,46.133095,-92.79826,6000,-102.83598435355582,-38.219757,0.47218484,99.00001,,202.07455,1741.3539
-67.970695,0.45795184,25.269535,19.053827,[-1.11  -0.576 -0.317 -0.897 -0.947],-42.35681,61,100.0,231628,1.1434478,-36.711018,13.126587,46.32,-69.47159,2.7530987,0.00017230416,100,463.3393180370331,228.33937,-93.95038,6100,-102.03932601632685,-32.10161,0.4707021,99.0,,1122.0311,8156.738
-70.29008,0.53208333,9.88867,15.536506,[-1.116 -0.591 -0.308 -0.874 -0.948],-45.0358,62,100.0,236085,0.73484534,-24.102154,12.970298,44.57,-71.9028,0.741046,0.0011346412,100,472.16839814186096,33.985752,-92.180984,6200,-103.4635830281306,-36.371998,0.4689091,99.0,,760.5061,1545.8147
-66.73703,0.6955595,3.3969395,3.9195387,[-1.124 -0.601 -0.302 -0.857 -0.95 ],-54.984673,63,100.0,240949,0.5800585,-14.19567,14.809406,48.64,-68.36736,0.3699318,0.0024862997,100,481.19205832481384,4.7741747,-90.94479,6300,-101.46971728134439,-50.105267,0.46475902,99.0,,114.683815,1816.8639
-67.734344,0.5679289,9.141902,17.134819,[-1.128 -0.597 -0.292 -0.87  -0.954],-51.00405,64,100.0,245695,0.98803926,0.98117447,14.013649,47.46,-69.342255,1.5327369,0.0003396862,100,490.3212161064148,47.063637,-92.04803,6400,-102.4367199741917,-43.44274,0.4558931,99.0,,229.60312,3814.919
-69.57101,0.48999962,15.920852,17.077225,[-1.143 -0.564 -0.297 -0.825 -0.963],-43.040512,65,100.0,250147,1.1393726,-42.5068,11.692961,44.52,-71.05706,1.5518872,0.00038439198,100,498.8479542732239,99.06015,-92.626526,6500,-103.02736063422104,-35.458836,0.46271265,99.0,,1345.0314,6256.7954
-69.044174,0.76018775,7.443571,13.051801,[-1.111 -0.552 -0.312 -0.825 -0.956],-62.765285,66,100.0,254907,1.0489714,-24.532755,14.726463,47.6,-70.70543,0.5392829,0.0036328416,100,507.5368666648865,15.33821,-91.89891,6600,-103.55313683238795,-56.547836,0.45702708,99.0,,580.38617,5213.8594
-70.470726,0.76465476,5.813399,11.739122,[-1.101 -0.54  -0.315 -0.836 -0.962],-62.753063,67,100.0,259344,1.1251172,-20.684565,14.823418,44.37,-72.08863,0.5169373,0.008372222,100,516.0880889892578,13.650476,-93.9761,6700,-103.00161122315585,-56.11124,0.4606231,99.0,,329.07092,5281.552
-70.94842,0.5894186,23.229158,10.319442,[-1.099 -0.521 -0.324 -0.837 -0.958],-49.197773,68,100.0,263754,0.9403694,-29.816048,12.720552,44.1,-72.45247,2.1416028,0.0011805092,100,524.3995728492737,68.783646,-91.87006,6800,-104.27423861367242,-41.880386,0.43677297,99.0,,1392.2462,2908.5862
-70.465706,0.7168475,3.6809862,13.679859,[-1.164 -0.551 -0.35  -0.861 -0.982],-57.987736,69,100.0,268161,1.0790879,-30.902761,13.446662,44.07,-72.09671,0.3850411,0.008765412,100,533.6450142860413,11.4173975,-92.11538,6900,-103.31232145872153,-52.147182,0.44237715,99.0,,285.67133,5009.7026
-70.40943,0.69841295,24.238403,114.12063,[-1.16  -0.557 -0.355 -0.887 -0.977],-52.18862,70,100.0,272554,2.47092,-39.810146,13.310527,43.93,-71.90773,3.5394206,0.0008303928,100,542.160267829895,114.9342,-93.44718,7000,-103.33048717207512,-41.067368,0.4374089,99.00001,,1537.635,6295.058
-75.25072,0.41674173,13.637997,11.276086,[-1.149 -0.541 -0.379 -0.875 -0.982],-43.552364,71,100.0,276325,0.7136021,-34.121845,12.468146,37.71,-76.75582,1.3689666,0.00041632584,100,549.806985616684,108.48755,-93.39446,7100,-104.63306030545169,-33.735123,0.42946196,99.0,,789.91626,2093.3662
-74.16318,0.7921386,9.141635,13.708215,[-1.13  -0.529 -0.4   -0.878 -0.989],-65.32104,72,100.0,280195,1.3670316,-42.057144,12.309819,38.7,-75.668945,0.73002267,0.0034647463,100,557.2835314273834,28.804754,-93.23111,7200,-104.1151854279154,-58.82386,0.4231193,99.0,,830.72205,8907.613
-73.79494,0.56552696,7.9986157,7.8700867,[-1.126 -0.535 -0.372 -0.878 -0.996],-51.969353,73,100.0,284376,0.8944495,-46.917587,11.534859,41.81,-75.3116,0.86426026,0.00195307,100,565.346714258194,35.5442,-94.540596,7300,-106.03813075671036,-45.200855,0.4150342,99.0,,435.7511,3374.3547
-72.57322,0.603887,15.12027,31.572237,[-1.125 -0.543 -0.381 -0.854 -1.004],-52.6245,74,100.0,288515,1.1011692,-45.595997,12.178674,41.39,-74.0849,1.551339,0.00010841074,100,573.4442658424377,98.53564,-92.15002,7400,-104.25251680384328,-45.51585,0.36694163,99.0,,1067.8901,4581.9434
-72.780914,0.69673014,10.306083,13.846757,[-1.151 -0.521 -0.388 -0.811 -1.052],-59.174732,75,100.0,292706,1.4996719,-35.773827,13.400263,41.91,-74.27837,0.8915336,7.5103024e-05,100,581.6605033874512,47.905838,-92.53893,7500,-105.0056781940659,-53.193253,0.36623305,99.0,,896.24554,13670.337
-71.486694,0.56594855,17.1675,6.932815,[-1.154 -0.535 -0.411 -0.838 -1.053],-51.7323,76,100.0,297121,0.6551016,-40.94463,12.686079,44.15,-73.02272,1.36462,0.0003233104,100,590.8080060482025,58.657475,-92.571526,7600,-105.14928707186112,-43.997265,0.39792877,99.0,,2145.3198,1701.9296
-75.23203,0.5585418,33.18984,35.445312,[-1.145 -0.488 -0.392 -0.813 -1.021],-53.82055,77,100.0,301000,1.1526767,-42.112488,12.986363,38.79,-76.77598,1.8851998,3.6650108e-05,100,598.7102105617523,230.01532,-94.48372,7700,-105.44265346681782,-42.98263,0.3763602,99.00001,,3350.5903,6718.229
-68.88785,0.4520702,16.76445,14.386466,[-1.17  -0.481 -0.368 -0.791 -1.043],-43.792847,78,100.0,305602,0.63370264,-23.549559,13.534431,46.02,-70.417946,2.171809,0.0001890908,100,607.5647597312927,119.97873,-95.28254,7800,-103.36225178365783,-35.051765,0.37362173,99.0,,1001.3261,1698.7988
-71.92547,0.8822946,0.83686376,6.206025,[-1.177 -0.491 -0.38  -0.766 -1.045],-68.6361,79,100.0,309903,0.8802184,-23.719702,14.41161,43.01,-73.56438,0.16913453,0.02749343,100,615.9208006858826,2.609983,-94.25259,7900,-103.9995358645802,-65.44102,0.37255847,99.0,,25.160416,3886.5142
-75.853134,0.5512276,10.534135,15.8916645,[-1.178 -0.487 -0.393 -0.765 -1.046],-54.460407,80,100.0,313731,0.9891047,-38.3067,13.112364,38.28,-77.39537,1.1058775,0.00024213862,100,623.3454813957214,85.219795,-92.88599,8000,-105.57393514754558,-45.817497,0.3745384,99.00001,,557.31555,5657.088
-71.88,0.77374154,11.916132,27.284096,[-1.181 -0.5   -0.388 -0.746 -1.044],-60.537025,81,100.0,318142,1.4909412,-37.240368,13.14106,44.11,-73.43206,0.7046394,0.005429102,100,631.8719727993011,35.20412,-92.497574,8100,-105.28750343824417,-54.096825,0.3718325,99.0,,1381.4419,11756.213
-71.51012,0.91340125,0.38534334,2.8159187,[-1.195 -0.5   -0.369 -0.739 -1.047],-67.914955,82,100.0,322542,0.4460335,-31.338554,13.598783,44.0,-73.127686,0.11060557,0.13981207,100,640.2789206504822,1.3635521,-93.588165,8200,-104.66388371719978,-65.79827,0.37294465,99.0,,6.777108,990.70306
