Weights,StdD2w0t,J_sample_variance,TimeElapsed,MeanD2w0t,EpRewMean,InitialReturnMean,EpThisIter,EpLenMean,EmpiricalD2,InitialReturnMin,InitialBound,MeanEntropy,StdIW,EpisodesSoFar,ReturnMeanIW,Bound,EntropyCoefficient,InitialReturnStd,Iteration,MeanIW,TimestepsSoFar,MaxIW,MaxD2w0t,ReturnStepMax,MinIW,InitialReturnMax,MinD2w0t,ReturnStepMaxmin
[-0.502 -0.283 -0.005 -0.283 -0.826],301.94464,303.46085,55936.27551102638,103.09411,-46.72602248720698,-15.441239,100,401.53,754.36346,-45.55557,-17.297998,0.5903321,8.298396,41300,-10.423192,-13.50671,,11.805082,413,1.4876723,18667301,243.19418,4989.048,100.0,0.00039007087,1.472995,,99.0
[-5.012e-01 -2.809e-01  7.574e-05 -2.686e-01 -8.286e-01],2608.944,118.594765,56057.77350997925,772.89264,-3.5516705646664906,-9.22381,100,490.83,7423.45,-35.34713,-9.364944,0.5908204,3.2469196,41400,-7.151579,-7.4191275,,7.5893006,414,0.93613607,18716384,86.754745,63615.03,100.0,3.7078573e-06,5.552417,,99.0
[-0.501 -0.273  0.011 -0.273 -0.828],12317.738,1956.262,56167.50454688072,2956.2249,-27.609268220255043,-11.537745,100,441.9,36628.85,-47.70603,-12.63486,0.5956863,22.708984,41500,-6.817121,-9.84998,,9.830967,415,2.8423936,18760574,730.9486,442721.5,100.0,8.7575145e-06,9.008607,,99.0
[-0.508 -0.283  0.003 -0.265 -0.823],6701.6465,247.81319,56291.16123390198,1640.1804,-7.8040048112760125,-9.882306,100,491.65,15619.506,-35.683155,-10.192415,0.59350693,1.732043,41600,-6.5713162,-7.3342705,,8.524352,416,0.6780157,18809739,34.36417,142814.9,100.0,2.537627e-06,17.232246,,99.0
[-0.504 -0.295 -0.002 -0.284 -0.825],18368.266,452.3753,56403.52074480057,3308.1958,-11.71787296899186,-9.52102,100,463.22,35236.777,-37.204163,-9.986655,0.5908044,2.8497572,41700,-5.578371,-6.910482,,8.863906,417,0.8696513,18856061,92.33022,406695.94,100.0,1.1873486e-05,8.371508,,99.0
[-0.479 -0.273  0.007 -0.266 -0.828],738.22375,232.31921,56503.27341032028,190.5268,-19.10995777136967,-12.842695,100,454.28,1667.0519,-69.40141,-13.60207,0.58252376,3.8546038,41800,-9.625878,-10.807412,,11.861384,418,1.0752497,18901489,94.3505,14699.345,100.0,1.0375516e-05,5.504011,,99.0
[-0.479 -0.265 -0.005 -0.257 -0.836],0.20455918,76.37673,56609.822481155396,0.95624,-5.253948024933361,-10.553563,100,478.12,1.0,-32.112,-10.762341,0.58252376,,41900,-10.553563,-10.762341,,8.695572,419,1.0,18949301,1.0,1.0,100.0,1.0,8.554357,,99.0
[-0.479 -0.265 -0.005 -0.257 -0.836],5549.3945,439.4359,56711.537400722504,1888.852,-10.151527969571237,-10.672637,100,468.73,19212.006,-67.63363,-11.076029,0.57501745,131.44075,42000,-7.8499093,-8.8944435,,11.863512,420,8.193197,18996174,6464.8965,110142.0,100.0,9.4141194e-07,28.05163,,99.0
[-0.503 -0.259 -0.004 -0.268 -0.844],671.25653,968.6496,56800.9653365612,221.65508,-39.55428134177678,-13.668347,100,402.42,1852.9297,-60.03714,-15.240122,0.57672864,25.377985,42100,-7.70213,-10.611721,,14.187785,421,2.360967,19036416,710.7623,11501.328,100.0,0.00020261056,16.983604,,99.0
[-0.511 -0.269  0.002 -0.263 -0.842],80.67447,118.146355,56903.426903009415,38.596756,-12.898109623116481,-11.610451,100,470.93,248.06924,-48.392982,-12.122984,0.57472354,1.8196516,42200,-10.0357275,-10.698834,,10.052402,422,0.9503935,19083509,38.170654,1112.1692,100.0,0.00081659656,14.730547,,99.0
[-0.519 -0.277 -0.006 -0.26  -0.844],434793020000.0,8651.135,57012.99833416939,13707257000.0,-0.033613231819506456,-9.31709,100,499.19,722250560000.0,-35.687714,-9.318426,0.5715496,70.195854,42300,0.037383404,-1.3283857,,8.123065,423,3.2792463,19133428,6288.8975,45109802000000.0,100.0,2.609042e-10,6.602397,,99.0
[-0.505 -0.287  0.014 -0.277 -0.847],163.56688,105.86328,57113.65496635437,87.31198,-24.521245261045014,-11.116321,100,451.99,601.35876,-46.486763,-12.090726,0.5717238,9.976635,42400,-8.308104,-9.848774,,9.878602,424,1.3471185,19178627,293.0965,1579.7241,100.0,0.00021181387,9.173459,,99.0
[-0.51  -0.291  0.016 -0.267 -0.847],488.45395,94.95182,57225.43672657013,171.8555,-8.154331175055146,-11.886,100,494.4,1348.2535,-37.22115,-12.21003,0.5722097,2.121446,42500,-10.364015,-10.874728,,8.005711,425,1.0157863,19228067,26.999866,7108.6606,100.0,2.5273407e-06,5.620245,,99.0
[-0.508 -0.29   0.006 -0.272 -0.847],108132.57,944.12463,57332.77613449097,14117.319,-6.321490468573659,-10.466414,100,488.35,205171.62,-48.053574,-10.717612,0.56757385,5.0262365,42600,-6.5621023,-7.561523,,8.539285,426,0.9860249,19276902,148.4167,4240569.5,100.0,5.1860434e-06,12.151384,,99.0
[-0.51  -0.294 -0.006 -0.281 -0.851],1746.9945,103.60486,57438.69681239128,348.69196,-11.19980034014218,-10.572229,100,475.01,3079.3408,-42.825523,-11.017277,0.56244576,1.7647429,42700,-8.417629,-9.110423,,8.319139,427,0.79111576,19324403,39.70252,39520.043,100.0,1.2252213e-05,13.326029,,99.0
[-0.527 -0.276 -0.015 -0.265 -0.857],0.36130154,78.25959,57541.95663738251,1.247589,-11.506332751350246,-11.6403055,100,473.61,1.6854303,-61.445805,-12.097534,0.5624323,0.7015873,42800,-11.353042,-11.821102,,10.590049,428,1.1136736,19371764,6.3659706,1.8296144,100.0,0.09745894,5.3737664,,99.0
[-0.528 -0.278 -0.015 -0.262 -0.857],232118.83,546.6323,57648.82078361511,35601.402,-5.070859734243875,-10.269055,100,494.3,533838.4,-31.67493,-10.470558,0.56195396,3.7329955,42900,-6.986377,-7.9290566,,7.881177,429,0.7128964,19421194,157.96893,8984052.0,100.0,8.027518e-09,4.4802456,,99.0
[-0.527 -0.281 -0.001 -0.274 -0.857],1661.4623,253.71747,57759.07621860504,631.1434,-4.703942627901119,-9.684799,100,492.38,5302.155,-42.699505,-9.87172,0.56175,6.969547,43000,-8.6566725,-9.050083,,7.9181085,430,1.3155341,19470432,247.87384,31264.06,100.0,5.978135e-06,11.086841,,99.0
[-0.528 -0.274 -0.006 -0.284 -0.857],23.629255,161.26973,57846.70812225342,14.283598,-42.195060896069805,-13.845879,100,396.16,69.76866,-61.61101,-15.522592,0.56133693,2.0928805,43100,-10.0711975,-12.267925,,12.570849,431,1.0180416,19510048,31.579456,206.6027,100.0,0.002566814,10.266965,,99.0
[-0.528 -0.277 -0.004 -0.275 -0.858],118.54718,104.26234,57949.55770587921,46.25767,-16.15962766456986,-10.063004,100,478.43,299.59286,-46.692245,-10.705141,0.56223917,1.8995465,43200,-8.78821,-9.630462,,8.690386,432,0.9080231,19557891,55.786377,1538.2986,100.0,0.00020071909,11.602955,,99.0
[-0.523 -0.272  0.006 -0.271 -0.857],1842.0757,211.35089,58053.38511013985,477.29752,-22.718965703990165,-11.58663,100,461.44,4691.891,-46.920776,-12.489415,0.5617,1.9406431,43300,-8.503459,-10.097911,,8.85815,433,0.79118073,19604035,46.356407,37254.887,100.0,2.7586455e-06,9.4787,,99.0
[-0.523 -0.274 -0.006 -0.27  -0.857],1475.2883,129.7759,58158.987447977066,448.442,-8.661646773016498,-9.615851,100,478.61,4191.127,-47.09531,-9.960041,0.55860823,10.990708,43400,-8.079712,-8.688619,,9.448145,434,1.5666811,19651896,361.7061,22480.25,100.0,3.8117825e-05,12.403508,,99.0
[-0.523 -0.276  0.005 -0.268 -0.86 ],14222.359,288.80774,58266.352680683136,3591.2717,-7.292349819100117,-9.824228,100,491.76,42635.93,-30.06226,-10.114006,0.555904,1.8476356,43500,-6.7385106,-7.5096846,,7.689965,435,0.6007375,19701072,63.468044,318046.34,100.0,1.8531641e-06,10.226191,,99.0
[-0.502 -0.268  0.013 -0.275 -0.863],20.237703,110.15269,58356.62814259529,12.711439,-38.56900350731544,-13.220687,100,397.95,59.833534,-56.030983,-14.753309,0.55273014,2.2058403,43600,-9.642261,-11.623528,,12.702238,436,0.9851887,19740867,35.26559,171.08865,100.0,0.0016054702,11.041139,,99.0
[-0.504 -0.274  0.014 -0.268 -0.866],9886.232,551.5436,58450.56232357025,2013.3702,-17.71441421313025,-12.659325,100,465.79,22030.705,-51.647247,-13.363247,0.5515171,5.3519745,43700,-9.185401,-10.75688,,10.07224,437,1.3577197,19787446,188.68103,185491.1,100.0,9.501742e-06,1.7755506,,99.0
[-0.515 -0.285  0.003 -0.266 -0.867],3534949.5,11660.016,58542.233734846115,435848.56,-5.211600982369015,-9.847448,100,496.65,6636475.5,-27.976934,-10.054543,0.5544977,17.009073,43800,2.6574187,-0.48130703,,6.832728,438,1.712193,19837111,495.7191,121356904.0,100.0,8.469476e-08,10.44006,,99.0
[-0.5   -0.289 -0.004 -0.282 -0.864],987.79346,702.65643,58616.38851952553,398.28775,-23.835490424598117,-10.950139,100,438.67,3510.7258,-62.33902,-11.897294,0.55121166,2.6293085,43900,-5.5302844,-7.4403944,,12.240731,439,0.86003315,19880978,62.15712,12718.832,100.0,1.900759e-05,12.620468,,99.0
[-0.492 -0.293 -0.007 -0.269 -0.868],215082.5,3922.2178,58702.02084159851,67770.4,-4.178447989117637,-10.158187,100,489.95,918972.94,-48.180683,-10.324225,0.56739634,12.484861,44000,-4.771795,-6.027571,,8.511185,440,1.7218738,19929973,362.5268,3457752.8,100.0,1.2703917e-06,5.523617,,99.0
[-0.467 -0.299 -0.009 -0.256 -0.852],0.16246067,72.32335,58785.8134291172,1.0880512,-2.387744879910572,-11.378449,100,491.04,1.2278199,-40.498264,-11.473331,0.56731665,0.3864834,44100,-11.2814,-11.377111,,8.819785,441,1.0567172,19979077,3.8478875,1.2947738,100.0,0.20558424,13.119295,,99.0
[-0.467 -0.299 -0.008 -0.254 -0.852],210.38911,66.063866,58869.34131073952,92.40291,-5.1117519946411045,-13.1174345,100,498.81,671.5532,-34.666393,-13.32056,0.56855047,2.0574994,44200,-12.179984,-12.459979,,7.427221,442,0.76515,20028958,54.968414,2715.5796,100.0,0.00012528559,-0.52106833,,99.0
[-0.467 -0.299 -0.019 -0.256 -0.85 ],152404.4,504.08167,58953.43365263939,28378.861,-3.7429290176376475,-10.327945,100,495.33,397850.72,-40.71571,-10.476677,0.58910716,3.169288,44300,-4.516373,-5.2962785,,8.4212675,443,0.7968807,20078491,92.75933,5216402.5,100.0,2.7844038e-07,9.26987,,99.0
[-0.461 -0.313 -0.012 -0.281 -0.83 ],11.741375,145.52417,59031.2061958313,9.653933,-14.765866944683125,-10.660403,100,452.82,37.779526,-50.188374,-11.247156,0.56231254,2.2808502,44400,-8.646746,-9.378042,,10.610882,444,1.0597998,20123773,84.46083,82.47888,100.0,0.0007376118,11.603058,,99.0
[-0.472 -0.335 -0.013 -0.295 -0.857],124.0731,79.46127,59110.78017425537,59.245255,-18.241805738613017,-11.677265,100,451.29,383.7319,-60.063328,-12.4021435,0.5557318,1.7241279,44500,-9.576091,-10.606193,,11.691591,445,0.86615914,20168902,28.15036,1620.5225,100.0,4.1210245e-05,7.4299483,,99.0
[-0.494 -0.335 -0.007 -0.297 -0.863],68.24348,118.84507,59190.041308641434,28.280478,-9.952160140189221,-9.910814,100,473.4,146.55806,-71.93715,-10.306284,0.55071205,1.6006243,44600,-8.211819,-8.73238,,11.292434,446,0.84157795,20216242,26.794542,1017.6477,100.0,0.0002978106,8.925649,,99.0
[-4.866e-01 -3.256e-01  3.831e-06 -2.849e-01 -8.683e-01],9.318815,73.0248,59274.73580741882,7.8063927,-1.864237215343129,-9.225428,100,493.54,28.84538,-35.98789,-9.299507,0.5500443,1.2690561,44700,-8.799902,-8.885918,,8.113755,447,0.85501677,20265596,22.082241,70.37822,100.0,0.0015107635,18.305195,,99.0
[-0.484 -0.325 -0.007 -0.288 -0.869],0.44884762,59.466175,59354.00034236908,1.3573996,-10.095676580739726,-10.742644,100,479.75,2.0100274,-33.221428,-11.143817,0.54539186,0.68079686,44800,-10.50853,-10.920334,,7.9264145,448,0.960188,20313571,9.282659,2.7833762,100.0,0.055944376,5.7442746,,99.0
[-0.481 -0.324 -0.003 -0.286 -0.874],77049.94,1760.7814,59436.18460416794,23259.908,-4.197525570344503,-11.794434,100,481.49,299026.75,-63.11329,-11.961231,0.5391367,18.742416,44900,-9.203427,-10.040139,,10.205918,449,2.2765257,20361720,577.0359,1622869.5,100.0,2.6380263e-07,10.583993,,99.0
[-0.495 -0.321  0.006 -0.299 -0.88 ],28.557047,68.70661,59513.9512591362,14.246715,-18.60152319325378,-12.229068,100,461.47,76.010124,-66.36995,-12.968239,0.54003936,1.7387466,45000,-10.822447,-11.7125435,,10.028342,450,0.9925722,20407867,25.366035,302.146,100.0,0.0013919086,2.6002429,,99.0
[-0.497 -0.319 -0.003 -0.295 -0.879],1.653346,93.47532,59593.51608681679,2.528056,-16.064647958795096,-12.673043,100,456.22,5.75454,-64.14063,-13.311407,0.539611,1.4409281,45100,-11.228587,-11.923911,,11.88545,451,1.0062414,20453489,33.880383,8.0609455,100.0,0.0043183314,5.6912966,,99.0
[-0.498 -0.322 -0.001 -0.29  -0.879],200476.33,3464.6367,59676.96976852417,20468.324,-5.978740617362613,-10.813264,100,481.98,323329.2,-35.320816,-11.050842,0.53346604,41.89337,45200,-5.4606,-6.3967133,,8.090717,452,3.5462356,20501687,1917.2985,6748016.0,100.0,5.069347e-07,5.44919,,99.0
[-0.477 -0.322  0.012 -0.296 -0.885],48.517704,62.390293,59757.47972083092,22.77992,-24.629510050405415,-10.904086,100,459.83,129.10019,-41.797638,-11.882792,0.5311935,0.7736463,45300,-9.089084,-10.345482,,8.525607,453,0.64503855,20547670,9.821722,536.8844,100.0,0.00014129735,6.941717,,99.0
[-0.477 -0.32   0.003 -0.298 -0.888],22762.111,2188.4873,59833.163658857346,4911.351,-22.532805810840408,-12.388541,100,433.25,61962.555,-49.18144,-13.283932,0.532974,9.509136,45400,-3.7011833,-6.539664,,11.839306,454,1.4629747,20590995,396.02045,487611.75,100.0,7.569978e-07,8.313042,,99.0
[-0.483 -0.318  0.016 -0.302 -0.886],13.380918,67.397484,59901.45285010338,7.4314823,-45.32765852473838,-14.787477,100,391.91,34.445377,-55.720726,-16.588669,0.5329016,1.2302258,45500,-11.258699,-13.378045,,11.747721,455,0.87711686,20630186,26.628744,143.11081,100.0,0.0010183523,9.567872,,99.0
[-0.497 -0.313  0.015 -0.292 -0.886],664.0284,208.93428,59979.314972639084,150.3113,-27.80600988339312,-12.569885,100,443.51,1467.484,-36.738197,-13.674818,0.5218004,3.800291,45600,-9.152112,-10.726187,,8.685228,456,1.1478884,20674537,169.92406,17109.79,100.0,1.4721513e-05,4.1662827,,99.0
[-0.511 -0.302  0.004 -0.286 -0.897],624.8618,532.46234,60061.336354255676,154.6977,-6.0858831495379,-10.138122,100,481.05,1259.843,-43.668743,-10.379956,0.5171046,7.7570586,45700,-7.8860836,-8.240497,,10.079916,457,1.5156589,20722642,265.9085,23312.113,100.0,4.279131e-05,10.109463,,99.0
[-0.535 -0.285  0.004 -0.278 -0.902],7.468709,60.932415,60144.49481725693,6.629005,-5.741222436723401,-9.317436,100,495.06,24.398989,-36.618736,-9.545576,0.519214,1.6010792,45800,-9.019664,-9.278142,,7.732762,458,1.0270274,20772148,36.300854,50.5812,100.0,0.005478019,9.99111,,99.0
[-0.533 -0.283  0.011 -0.282 -0.9  ],540.4845,93.21301,60226.64949607849,178.8017,-17.72693013487477,-11.696781,100,470.83,1465.3286,-43.90009,-12.401199,0.5187227,3.3788164,45900,-9.420995,-10.518292,,8.367925,459,1.0183009,20819231,142.48662,7236.544,100.0,3.7554037e-05,3.8505561,,99.0
[-5.333e-01 -2.816e-01  2.845e-04 -2.835e-01 -9.003e-01],0.6495951,58.630486,60299.74115896225,1.4245528,-27.178162580286234,-12.526524,100,446.66,2.3431587,-42.678013,-13.606508,0.5187805,0.6272928,46000,-11.675713,-12.801414,,9.754381,460,0.95740706,20863897,6.5169196,3.0601816,100.0,0.053304397,13.560727,,99.0
[-0.534 -0.284  0.002 -0.28  -0.9  ],12954.067,2959.036,60374.27899122238,2605.8923,-12.64798721451525,-10.478136,100,470.76,27679.518,-44.4671,-10.98073,0.5124697,4.2370534,46100,-4.417354,-5.7535543,,8.469441,461,0.73285896,20910973,150.26561,343764.84,100.0,1.7357416e-07,6.264519,,99.0
[-0.529 -0.259 -0.008 -0.261 -0.906],1.1295955,92.49333,60452.01752400398,2.2318413,-9.70155303275037,-10.260481,100,480.92,4.5170193,-45.04739,-10.645993,0.5121876,0.8342456,46200,-9.790965,-10.204738,,9.575613,462,0.9648681,20959065,8.667724,5.8821974,100.0,0.030377164,24.558746,,99.0
[-0.53  -0.261 -0.007 -0.256 -0.907],301.42407,136.13033,60530.00903344154,111.45336,-7.831888557105482,-9.904825,100,490.06,812.39905,-43.717083,-10.2160425,0.5117811,1.6411743,46300,-8.749841,-9.210437,,8.502178,463,0.8160253,21008071,31.87159,5289.1904,100.0,1.5701291e-05,12.419505,,99.0
[-0.527 -0.264  0.002 -0.253 -0.907],1118.4325,195.95508,60607.25205683708,394.34775,-8.336389322304823,-12.037649,100,493.45,3225.0146,-48.626083,-12.368913,0.5125136,4.0132303,46400,-9.654581,-10.249939,,9.938385,464,1.0352645,21057416,108.127594,19141.762,100.0,2.3780909e-05,8.541021,,99.0
[-0.526 -0.261 -0.007 -0.257 -0.906],1975.9937,142.6302,60682.229253292084,802.4766,-8.763029819658204,-10.218074,100,491.31,7404.339,-34.383537,-10.566292,0.5173149,3.7162404,46500,-8.194133,-8.933628,,8.008759,465,1.0459785,21106547,87.47826,29210.229,100.0,1.794093e-05,9.387009,,99.0
[-0.539 -0.269  0.002 -0.271 -0.902],5.445597,48.88062,60754.53684306145,5.1755414,-15.556526025740425,-9.649257,100,480.13,17.094095,-48.228268,-10.267428,0.5168605,0.9260059,46600,-8.89917,-9.599666,,7.82211,466,0.856578,21154560,7.936722,46.908005,100.0,0.008663985,8.994986,,99.0
[-0.538 -0.268 -0.005 -0.272 -0.902],40.142498,71.68247,60827.05606555939,20.044472,-16.705566686043916,-11.209497,100,471.33,106.85069,-46.300377,-11.873329,0.51585,1.7329515,46700,-9.821897,-10.658306,,8.119802,467,0.9092652,21201693,39.531216,496.9071,100.0,4.965427e-05,10.061306,,99.0
[-0.537 -0.269 -0.014 -0.274 -0.903],4679.4604,237.8328,60898.01232981682,1198.4219,-11.121763555753146,-9.247649,100,479.59,12367.05,-40.063034,-9.689597,0.5104353,3.3925264,46800,-6.963221,-7.886014,,8.308101,468,1.0442694,21249652,101.35551,67645.234,100.0,4.6338096e-06,7.956319,,99.0
[-0.539 -0.272 -0.026 -0.274 -0.909],119.8846,122.3246,60965.54839038849,40.825844,-33.55018692238546,-12.639508,100,440.25,277.51492,-64.61826,-13.972698,0.5084702,2.650234,46900,-10.457969,-12.250055,,10.756473,469,0.9474062,21293677,89.336205,1919.2651,100.0,0.0002956658,11.89398,,99.0
[-0.534 -0.275 -0.017 -0.272 -0.91 ],5624.962,280.55737,61034.91876101494,1042.7499,-21.087925556891264,-10.3344145,100,462.92,9849.863,-52.984665,-11.172388,0.49731344,5.623957,47000,-7.1734924,-8.951069,,9.740401,470,0.94660705,21339969,183.92781,119773.92,100.0,3.2347646e-07,9.926133,,99.0
[-0.528 -0.285 -0.026 -0.28  -0.922],3.3941953,108.61967,61100.36304163933,3.525345,-29.02128116599341,-13.657836,100,427.27,10.212696,-62.697388,-14.811058,0.4965974,1.3868735,47100,-11.517139,-12.821874,,13.48502,471,0.96085095,21382696,23.020245,23.310959,100.0,0.02052583,10.847622,,99.0
[-0.53  -0.288 -0.022 -0.276 -0.922],148.333,143.733,61170.053757190704,81.07124,-20.80735682123309,-11.101036,100,466.89,541.7958,-51.60781,-11.927862,0.49412417,1.6680456,47200,-10.172337,-11.379227,,9.936446,472,0.7570408,21429385,56.978394,1254.9751,100.0,0.00036701368,12.913449,,99.0
[-0.532 -0.277 -0.018 -0.28  -0.925],195.08316,139.98299,61235.16415452957,81.57819,-30.805430336109417,-11.142064,100,428.21,606.4773,-45.07907,-12.366185,0.49121064,2.8326883,47300,-9.217023,-11.023357,,10.257488,473,0.8996902,21472206,73.48491,2366.3591,100.0,4.879856e-05,8.5612755,,99.0
[-0.532 -0.283 -0.025 -0.274 -0.928],743.2129,122.9761,61307.765197753906,244.48508,-13.97214904199312,-9.226514,100,473.22,2121.935,-55.39956,-9.781728,0.49163336,1.9042165,47400,-7.8453784,-8.722142,,9.500982,474,0.8450663,21519528,40.18596,10515.401,100.0,2.0296826e-05,14.229738,,99.0
[-0.529 -0.274 -0.015 -0.273 -0.927],17.784245,57.89177,61379.85187506676,10.97539,-17.75382163190172,-10.815408,100,469.57,50.890392,-36.63715,-11.520895,0.4898086,1.3532144,47500,-10.019041,-10.856083,,7.1837163,475,0.92007315,21566485,24.122128,148.6714,100.0,0.001432112,4.129068,,99.0
[-0.528 -0.276 -0.007 -0.274 -0.929],821077.94,3644.304,61451.78626823425,72745.86,-6.913106554255596,-9.975892,100,488.9,1185523.6,-41.427315,-10.2506,0.49464503,22.332327,47600,-2.8650405,-4.7267475,,8.598207,476,2.1723058,21615375,740.83655,46367224.0,100.0,6.546561e-07,10.398233,,99.0
[-0.521 -0.294 -0.017 -0.281 -0.924],0.7916884,52.005726,61518.38828921318,1.6495928,-21.62338155190616,-9.849137,100,457.7,2.9269822,-63.02805,-10.70839,0.4945493,1.2521062,47700,-9.171036,-10.075648,,9.820237,477,1.0501206,21661145,15.26331,4.4309845,100.0,0.025038384,4.5822883,,99.0
[-0.522 -0.296 -0.014 -0.278 -0.924],8167.7363,393.42575,61586.28156328201,2737.7012,-8.669948614084145,-9.432535,100,480.63,29246.637,-44.791447,-9.777054,0.49324104,20.731514,47800,-5.64505,-6.57577,,7.8323956,478,2.0169241,21709208,1032.7855,135139.66,100.0,3.0351572e-05,18.718004,,99.0
[-0.511 -0.297 -0.022 -0.266 -0.926],26962.777,191.59982,61656.81748795509,4296.55,-1.348013205122114,-9.808046,100,496.22,57463.59,-47.088165,-9.861612,0.5021785,3.9564898,47900,-8.659188,-8.784411,,9.014622,479,1.0056828,21758830,152.95113,781993.0,100.0,6.0163175e-06,6.209489,,99.0
[-0.497 -0.294 -0.01  -0.272 -0.917],5917.693,307.7971,61728.3953897953,2205.5151,-6.446934889951026,-10.806377,100,491.38,22754.078,-32.81233,-11.062559,0.50300914,3.1364117,48000,-8.058741,-8.750798,,8.277774,480,0.76647407,21807968,94.18257,141216.77,100.0,5.5951824e-07,8.29513,,99.0
[-0.487 -0.292 -0.011 -0.285 -0.916],42644.375,9384.546,61787.28179478645,11986.995,-35.5732084912123,-14.786801,100,404.29,146539.98,-66.75853,-16.20038,0.50025946,8.398013,48100,2.1641304,-4.8483524,,14.39159,481,1.2970625,21848397,211.54501,905292.1,100.0,5.518154e-07,8.870923,,99.0
[-0.486 -0.304 -0.012 -0.275 -0.919],1.9249707,81.54868,61857.7600235939,2.97603,-3.697593764121387,-10.575335,100,479.44,6.9942794,-52.119743,-10.722266,0.5006713,1.1133236,48200,-9.841419,-10.003142,,10.054483,482,1.0532678,21896341,13.41007,11.335594,100.0,0.0051520695,8.281515,,99.0
[-0.486 -0.306 -0.009 -0.271 -0.918],2.6551652,113.05734,61929.99258708954,3.4025507,-1.7487830059138236,-10.7842245,100,496.5,8.688432,-36.644226,-10.853716,0.50171,1.321529,48300,-10.30098,-10.377129,,8.131037,483,1.0911204,21945991,18.107674,20.384626,100.0,0.010802369,9.495415,,99.0
[-0.487 -0.306 -0.014 -0.274 -0.917],1159920.2,15507.63,62000.125675201416,147386.58,-8.105169155501375,-9.9985075,100,488.36,2239565.0,-47.53891,-10.320583,0.5195267,604.43066,48400,1.9792094,-0.776469,,8.631903,484,29.40904,21994827,22570.516,42273196.0,100.0,1.3303196e-08,6.485195,,99.0
[-4.674e-01 -3.023e-01  2.196e-04 -2.794e-01 -8.994e-01],23451.666,2061.0293,62066.14805293083,6820.92,-16.753236842578257,-11.954655,100,449.81,81548.24,-59.691994,-12.62038,0.5136877,53.224735,48500,-4.889112,-7.271407,,10.953712,485,4.1338086,22039808,2157.542,417078.8,100.0,1.6524626e-06,4.0805635,,99.0
[-0.475 -0.313 -0.005 -0.27  -0.905],317476000.0,2637.7183,62138.980785131454,42956068.0,0.16503477771737374,-10.661254,100,498.22,866107900.0,-37.38337,-10.66781,0.4955286,4.0997567,48600,-3.1956291,-3.91049,,9.311849,486,0.6029126,22089630,207.53055,15842378000.0,100.0,2.1899547e-10,13.669137,,99.0
[-0.472 -0.309 -0.009 -0.29  -0.923],1546.161,448.40738,62203.74047970772,576.8071,-25.945134872016794,-11.3060875,100,437.94,5094.032,-48.461746,-12.337073,0.48462012,3.1441565,48700,-7.2423453,-9.483751,,10.512554,487,0.946714,22133424,107.03586,23596.629,100.0,2.146538e-05,8.343426,,99.0
[-0.461 -0.304 -0.015 -0.274 -0.934],74952.02,6536.864,62267.94285559654,14216.515,-19.708583080529344,-10.32588,100,444.31,182825.66,-54.93423,-11.109043,0.48541823,39.822193,48800,-3.8793204,-7.2311583,,10.703118,488,3.1656764,22177855,1503.8696,1603408.9,100.0,2.3057128e-06,10.687717,,99.0
[-0.452 -0.306 -0.002 -0.269 -0.934],185001260.0,162726.56,62338.649247169495,45176104.0,-1.66432695060885,-10.625257,100,485.7,867656960.0,-38.37518,-10.691392,0.4850868,28.017729,48900,16.993206,9.351165,,9.354196,489,3.2593915,22226425,1077.2474,3634920400.0,100.0,1.5916601e-10,6.9480314,,99.0
[-0.466 -0.307 -0.002 -0.292 -0.934],20.260447,99.69189,62396.253873348236,11.98521,-45.40445685728008,-13.823533,100,384.07,58.633404,-66.54698,-15.627778,0.48248535,2.5011573,49000,-9.226392,-11.537772,,13.095603,490,0.97614187,22264832,97.699814,178.69856,100.0,0.0018097508,7.2158365,,99.0
[-4.735e-01 -3.100e-01 -6.065e-04 -2.850e-01 -9.364e-01],2869.625,156.78926,62466.345306396484,828.33685,-4.7040642134442985,-9.970202,100,481.14,8495.104,-60.463654,-10.157127,0.4855327,1.4194695,49100,-8.577334,-8.935264,,9.489625,491,0.730812,22312946,32.04496,54784.96,100.0,2.7723956e-05,12.855156,,99.0
[-0.47  -0.313 -0.012 -0.283 -0.933],1638.4324,212.05069,62529.30045437813,328.0703,-17.804540448860884,-10.62575,100,447.63,3402.2344,-51.22098,-11.333251,0.4882823,2.469448,49200,-8.372225,-9.473265,,11.576654,492,1.0092888,22357709,42.833607,39678.43,100.0,5.4582492e-06,20.12992,,99.0
[-0.48  -0.306 -0.023 -0.274 -0.931],0.36664072,65.49975,62596.15520000458,1.1552584,-11.369694065105039,-10.829847,100,465.22,1.5506089,-34.72785,-11.281647,0.4882147,0.40144172,49300,-10.71831,-11.17758,,8.445293,493,0.9860823,22404231,4.1016235,1.8752421,100.0,0.148558,7.7722335,,99.0
[-0.48  -0.305 -0.02  -0.275 -0.931],98546150.0,4106101.8,62661.34850645065,9095559.0,-15.623717667054732,-11.3864,100,449.93,183960370.0,-49.062588,-12.007242,0.4887645,8221.773,49400,194.49884,163.5571,,9.747682,494,455.85767,22449224,381688.0,2930304800.0,100.0,4.3266265e-08,8.616857,,99.0
