EntropyCoefficient,MeanEntropy,MeanIW,EmpiricalD2,StdD2w0t,InitialReturnStd,TimeElapsed,Weights,TimestepsSoFar,StdIW,EpThisIter,Iteration,EpisodesSoFar,Bound,MinIW,MaxD2w0t,InitialReturnMax,InitialReturnMean,ReturnStepMax,InitialBound,InitialReturnMin,MaxIW,ReturnStepMaxmin,J_sample_variance,ReturnMeanIW,EpLenMean,EpRewMean,MeanD2w0t,MinD2w0t
,-0.06172883,0.50034904,280.32956,16.704182,2.0492604,2284.520865917206,[-0.723  1.146 -0.032  0.051 -1.496],264084,1.2568169,100,163,16300,-62.818306,0.00054087484,752.7715,-84.80018,-93.50498,100.0,-95.259285,-97.35907,9.603914,99.38451,13198.142,-48.828568,14.92,-106.83188439031404,1.0812383,
,-0.06432372,0.3796098,244.46562,16.858791,2.08056,2296.9642202854156,[-0.748  1.121 -0.033  0.054 -1.481],265605,0.95085657,100,164,16400,-49.95167,7.9940655e-05,1413.4617,-86.178764,-93.4985,100.0,-95.11516,-97.01129,19.291086,99.366684,7165.705,-38.33773,15.21,-107.08085177805546,0.8898847,
,-0.062743545,0.5907306,31.642275,4.0221596,2.5067658,2310.286294221878,[-0.732  1.154 -0.03   0.06  -1.483],267182,1.1735231,100,165,16500,-65.00724,0.0010765987,197.20525,-83.32635,-93.34947,100.0,-95.13528,-98.57798,8.35919,99.344,10867.976,-56.127598,15.77,-107.46785808656965,0.33274204,
,-0.05908265,0.65211904,52.421753,4.7153845,2.1376376,2323.345593214035,[-0.734  1.158 -0.058  0.07  -1.482],268723,0.64913136,100,166,16600,-71.2119,0.00034141872,303.26566,-86.06024,-93.27834,100.0,-94.9688,-97.44445,5.188971,99.36229,3278.2014,-62.062244,15.41,-107.03758507712956,0.282146,
,-0.0638812,0.7389866,21.618906,2.6239295,2.1561525,2337.5123460292816,[-0.716  1.175 -0.038  0.074 -1.478],270217,0.9277351,100,167,16700,-76.914894,0.0011050854,141.38026,-82.41712,-93.59946,100.0,-95.31171,-97.04958,15.413221,99.375824,6550.9893,-70.16322,14.94,-106.95220070269157,0.17799574,
,-0.06507128,0.7303056,30.839441,3.0419414,2.436054,2350.809335231781,[-0.705  1.178 -0.053  0.063 -1.483],271745,1.1140108,100,168,16800,-79.2447,0.0017070001,328.25488,-84.95978,-93.37879,100.0,-95.11469,-97.76048,12.22758,99.40026,10464.606,-69.644714,15.28,-107.03124043169139,0.2082473,
,-0.066375725,0.34806705,346.78336,20.604563,2.3184948,2366.9562838077545,[-0.693  1.184 -0.075  0.068 -1.484],273298,0.80246943,100,169,16900,-51.80993,0.00061331596,938.3025,-85.35187,-93.3808,100.0,-95.24114,-96.94189,21.627117,99.36252,5115.8433,-36.190903,15.53,-107.27130852269484,1.3043633,
,-0.06954237,0.8468574,18.108183,3.091409,2.1328387,2381.974041700363,[-0.674  1.214 -0.074  0.069 -1.485],274794,0.76843566,100,170,17000,-84.52381,0.0009220333,234.28854,-86.97885,-93.321915,100.0,-94.84921,-97.40051,6.897331,99.35989,4708.58,-79.64162,14.96,-106.64484715022121,0.18107645,
,-0.070273645,0.44008306,77.84967,8.438805,1.8713684,2395.393239736557,[-0.673  1.2   -0.09   0.076 -1.488],276303,0.722332,100,171,17100,-54.71606,0.0002760038,600.78046,-87.92197,-93.67574,100.0,-95.344284,-97.666695,6.8797803,99.42849,4187.369,-43.171368,15.09,-107.16892198891797,0.59561545,
,-0.06536921,0.49790922,156.75902,11.186186,2.0288215,2412.8448345661163,[-0.672  1.203 -0.121  0.088 -1.489],277819,0.9919956,100,172,17200,-59.293022,0.0011762984,654.3292,-87.24441,-93.308685,100.0,-94.86741,-97.28071,15.390924,99.366905,7606.329,-48.667854,15.16,-106.83552327262385,0.6619049,
,-0.06758949,0.72355187,52.61326,13.76996,2.2856457,2424.7789001464844,[-0.649  1.219 -0.131  0.085 -1.484],279390,1.2563953,100,173,17300,-76.325264,0.0019454947,1157.6902,-85.754036,-93.48208,100.0,-95.10578,-97.71936,13.050161,99.38279,12695.775,-68.618034,15.71,-107.54716777974117,0.56071365,
,-0.06919237,0.50367916,253.21365,16.99779,1.6433246,2439.5233504772186,[-0.653  1.223 -0.107  0.067 -1.487],280897,1.3658231,100,174,17400,-61.060482,0.000108208085,1220.8682,-90.06978,-93.68922,100.0,-95.357895,-96.38133,14.308641,99.398796,14725.904,-49.551983,15.07,-107.17638548328758,0.9122412,
,-0.082941115,0.6862551,33.983753,4.729459,2.2725754,2455.1033551692963,[-0.64   1.256 -0.108  0.076 -1.488],282435,1.3127862,100,175,17500,-71.84762,0.00076036446,294.30106,-83.050186,-93.23569,100.0,-94.99204,-97.34363,11.06668,99.356384,13866.445,-65.79038,15.38,-106.95754956134473,0.25225654,
,-0.08834606,0.59067,67.31269,9.221478,2.3529913,2467.4445028305054,[-0.627  1.269 -0.1    0.063 -1.502],283968,1.4076098,100,176,17600,-67.44533,6.454016e-05,775.6366,-84.945755,-93.08206,100.0,-94.74383,-97.4648,28.41588,99.35629,16180.527,-56.65957,15.33,-106.73275331644346,0.5915163,
,-0.09216173,0.3648301,175.92088,11.1404295,2.4081335,2480.4890263080597,[-0.637  1.263 -0.133  0.055 -1.507],285509,0.6945436,100,177,17700,-48.91127,2.5092937e-05,564.1725,-85.64607,-93.30727,100.0,-95.086044,-97.29505,11.657679,99.38547,3549.75,-36.183,15.41,-107.04516925749857,0.6384242,
,-0.09534308,0.5888875,30.227123,5.8001018,2.0706308,2496.2443463802338,[-0.614  1.291 -0.132  0.062 -1.511],287043,0.6927207,100,178,17800,-65.37069,0.0017339798,326.84793,-86.59208,-93.5374,100.0,-95.12989,-97.985504,7.0449953,99.360825,4030.9177,-56.97627,15.34,-107.24931923534004,0.38055703,
,-0.09484701,0.7875069,35.875675,5.6267614,2.2439072,2508.4218719005585,[-0.624  1.286 -0.132  0.027 -1.514],288525,0.6932254,100,179,17900,-82.04013,0.0018574054,349.70935,-86.81225,-93.487335,100.0,-95.123795,-96.83313,6.5416665,99.377495,3956.7844,-74.2139,14.82,-106.69537835694375,0.31138,
,-0.09788086,0.33290836,253.28441,15.261969,1.8815185,2523.2339055538177,[-0.626  1.273 -0.151  0.034 -1.514],290052,0.82000935,100,180,18000,-46.517895,0.00015294942,1154.6641,-87.65322,-93.29483,100.0,-94.88232,-96.726685,20.40953,99.34627,5158.352,-33.753273,15.27,-106.91219612568788,0.93154377,
,-0.09834709,0.5132775,70.49118,5.612243,2.0741384,2538.219787120819,[-0.641  1.24  -0.151  0.028 -1.517],291573,0.7664313,100,181,18100,-58.679665,2.3306136e-05,328.74768,-84.75453,-93.363525,100.0,-94.95133,-97.03986,5.0355334,99.37319,4672.133,-49.53741,15.21,-106.93387647740352,0.4084483,
,-0.09792111,0.55417806,182.44481,11.935359,2.2620726,2553.684986114502,[-0.647  1.235 -0.128  0.028 -1.517],293092,1.2760323,100,182,18200,-65.53144,2.6518619e-05,575.3912,-87.205345,-93.293816,100.0,-94.90673,-98.08951,13.050211,99.390785,13094.124,-53.50668,15.19,-106.83269965042886,0.6737014,
,-0.09954707,0.5918617,83.21768,6.081971,1.8642513,2568.9240074157715,[-0.616  1.253 -0.135  0.027 -1.517],294582,0.90237784,100,183,18300,-67.669624,0.00014274711,421.65866,-89.60945,-93.65556,100.0,-95.157845,-96.8553,21.432919,99.37332,6396.1387,-57.474834,14.9,-106.98379039232832,0.38711655,
,-0.10658643,0.69057626,82.587616,8.793031,2.4127262,2583.945477962494,[-0.603  1.266 -0.152  0.031 -1.518],296086,1.3438269,100,184,18400,-74.6456,0.0008138847,636.4725,-83.11663,-93.36741,100.0,-95.029785,-97.899826,22.986954,99.35958,14875.322,-66.2701,15.04,-106.7718216454283,0.54660034,
,-0.10719961,0.6172782,37.819443,4.939137,2.302654,2598.1403098106384,[-0.615  1.253 -0.181  0.03  -1.526],297625,1.1053096,100,185,18500,-70.930374,0.00041093078,594.8904,-86.481445,-93.256836,100.0,-94.969925,-97.1043,9.467616,99.37053,9436.941,-58.499428,15.39,-107.00500700141221,0.3241985,
,-0.10662292,0.58658963,140.41623,11.396653,1.9424425,2610.1871140003204,[-0.614  1.254 -0.153  0.029 -1.526],299120,1.1600143,100,186,18600,-65.82755,0.00060847844,796.57153,-88.7782,-93.68943,100.0,-95.2229,-97.50095,36.461475,99.390755,10233.087,-56.713387,14.95,-107.07488207711634,0.5715436,
,-0.1027829,0.61908436,243.45091,37.29468,1.7942935,2625.0343346595764,[-0.621  1.229 -0.143  0.02  -1.526],300631,1.3591697,100,187,18700,-67.89806,6.159974e-05,6193.789,-87.86896,-93.48302,100.0,-95.098366,-96.76288,15.048121,99.39936,14490.749,-59.13264,15.11,-106.99465706969235,0.7898797,
,-0.114318825,0.772861,43.250282,5.0635886,2.2372353,2637.8772554397583,[-0.648  1.208 -0.143 -0.007 -1.522],302146,0.66663015,100,188,18800,-79.59479,0.001502299,323.0223,-84.371544,-93.30465,100.0,-94.94278,-97.33463,10.9304285,99.35722,3668.5742,-73.71802,15.15,-106.80518664319439,0.28834465,
,-0.11230993,0.45277905,169.48938,11.298692,2.2349644,2649.772322177887,[-0.641  1.225 -0.122 -0.008 -1.533],303691,1.1326636,100,189,18900,-55.204582,8.431434e-05,632.1931,-86.32066,-93.381256,100.0,-94.999504,-96.921265,29.61871,99.36758,8959.902,-43.863453,15.45,-107.18620466834325,0.7688457,
,-0.11456196,0.43005267,90.87338,10.087997,2.0317671,2666.2836582660675,[-0.629  1.253 -0.121 -0.01  -1.531],305202,0.9432214,100,190,19000,-53.577187,0.0005876813,620.5155,-86.046005,-93.20979,100.0,-94.73763,-97.05923,13.197417,99.36335,6988.067,-41.51273,15.11,-106.68179161785898,0.7881852,
,-0.12160251,0.63271904,74.452065,6.262606,1.9743326,2683.0736351013184,[-0.633  1.247 -0.157 -0.008 -1.533],306724,2.0172133,100,191,19100,-68.24828,8.685523e-05,440.6524,-86.37968,-93.10507,100.0,-94.63244,-97.398605,19.54274,99.36989,33300.523,-60.64072,15.22,-106.6495780081607,0.40687063,
,-0.107622765,0.6920492,33.11953,4.227025,2.1631744,2697.8125517368317,[-0.602  1.243 -0.183 -0.003 -1.541],308282,0.87030184,100,192,19200,-73.65668,0.008862669,478.8846,-86.12352,-93.2491,100.0,-94.89262,-96.7717,10.572861,99.36429,5960.5425,-65.98066,15.58,-107.15699588472494,0.19490008,
,-0.099955566,0.60800314,285.61334,57.757267,2.2555122,2711.6646099090576,[-0.595  1.256 -0.199  0.014 -1.527],309805,1.0934645,100,193,19300,-66.764565,0.00014686477,10674.387,-87.74054,-93.33654,100.0,-94.950745,-96.94321,7.8947415,99.39433,8986.7295,-57.650105,15.23,-106.91811013375998,0.8411132,
,-0.10870902,0.8806258,7.5398912,0.6797959,2.139087,2724.5236415863037,[-0.581  1.282 -0.193  0.047 -1.519],311356,1.0200117,100,194,19400,-87.25149,0.006007357,30.222546,-82.3654,-93.69639,100.0,-95.44147,-97.6519,8.693567,99.394135,8409.46,-83.336044,15.51,-107.59678791780881,0.07551164,
,-0.109331116,0.60862845,109.18752,12.477384,2.2849162,2735.9232771396637,[-0.56   1.284 -0.208  0.051 -1.528],312886,0.7634405,100,195,19500,-66.13374,0.00076365686,1417.0255,-84.177986,-93.40357,100.0,-95.04566,-97.192184,10.3107605,99.37764,4839.5664,-58.210983,15.3,-107.06256093393488,0.51646787,
,-0.11273332,0.57175165,89.12918,14.047539,2.2425716,2750.565234184265,[-0.567  1.264 -0.234  0.043 -1.528],314468,0.97894657,100,196,19600,-67.35556,0.0035660262,1604.1566,-87.07641,-92.82522,100.0,-94.580666,-96.85105,7.944643,99.365944,7856.0586,-54.494144,15.82,-106.90244988384937,0.5554883,
,-0.110088974,0.6837597,37.077335,2.8130605,2.2933173,2766.3225100040436,[-0.573  1.285 -0.203  0.058 -1.532],315997,1.5636288,100,197,19700,-71.88277,0.0011164283,156.46288,-86.46045,-93.20599,100.0,-94.764946,-96.970055,13.433065,99.35583,18546.188,-64.7747,15.29,-106.85066364678615,0.21289146,
,-0.11161617,0.36885628,99.835075,6.883948,1.8540466,2780.296683073044,[-0.567  1.302 -0.216  0.062 -1.529],317518,0.6264054,100,198,19800,-46.032703,0.000497186,333.29697,-88.47335,-93.695915,100.0,-95.3163,-97.79379,13.728487,99.34933,3110.9502,-37.44713,15.21,-107.32763390225882,0.45117325,
,-0.11242711,0.5620398,284.59882,28.136368,2.0589197,2792.5913650989532,[-0.582  1.28  -0.21   0.062 -1.531],319073,1.1764878,100,199,19900,-65.4343,0.00022004373,3152.5845,-85.726395,-93.46435,100.0,-95.20571,-97.455925,10.833128,99.333466,10348.437,-53.52809,15.55,-107.36798227182288,1.0388383,
,-0.11586598,0.6034482,114.82436,14.331047,2.293716,2807.121022939682,[-0.574  1.312 -0.202  0.068 -1.531],320576,0.74286085,100,200,20000,-68.790764,5.4422326e-05,2006.2671,-85.59721,-93.34071,100.0,-95.02654,-97.38651,5.8631835,99.38484,4321.9126,-57.708675,15.03,-106.74370073459502,0.3920655,
,-0.11515602,0.5913569,156.15132,16.75099,2.085767,2824.662274122238,[-0.557  1.338 -0.197  0.086 -1.535],322068,0.99163866,100,201,20100,-68.00308,7.756549e-05,1261.3483,-84.96083,-93.542336,100.0,-95.18151,-96.871635,10.383157,99.36321,7859.4556,-57.421616,14.92,-106.87234205277848,0.8936987,
,-0.11999904,0.6571463,41.024837,5.6873817,2.05318,2838.86989235878,[-0.548  1.355 -0.199  0.072 -1.534],323588,0.5289952,100,202,20200,-68.473724,0.00060877093,406.02002,-87.298965,-93.6203,100.0,-95.12587,-97.37953,6.401087,99.362526,2229.472,-62.799843,15.2,-107.2179884362975,0.3054574,
,-0.122313485,0.7457491,18.30248,4.8775387,2.305597,2853.360315322876,[-0.555  1.34  -0.214  0.079 -1.539],325144,0.7135415,100,203,20300,-75.84895,0.0004525909,318.9028,-86.90771,-92.90315,100.0,-94.612206,-97.352325,9.116456,99.37063,4041.2043,-70.31313,15.56,-106.75237005067115,0.2443871,
,-0.12615974,0.7060349,42.353397,6.5075464,1.9557053,2865.256976366043,[-0.543  1.332 -0.226  0.097 -1.541],326643,1.0563364,100,204,20400,-73.326065,0.00030908186,622.37463,-86.65283,-93.571884,100.0,-95.18682,-97.55657,9.520513,99.389946,8952.706,-67.45019,14.99,-106.96658172052095,0.29168054,
,-0.1297569,0.46159288,305.71677,21.471363,2.2863042,2877.8643832206726,[-0.544  1.31  -0.233  0.104 -1.545],328167,1.2997164,100,205,20500,-59.309067,0.00021402452,1275.0317,-86.139,-93.53025,100.0,-95.198555,-97.37321,42.339123,99.35778,10958.369,-44.655323,15.24,-107.15309812239234,1.2692268,
,-0.13067988,0.535344,116.74738,12.684639,2.0342548,2892.4590797424316,[-0.53   1.338 -0.232  0.101 -1.549],329705,1.3688326,100,206,20600,-61.788914,0.00042153877,868.63745,-85.78118,-93.71809,100.0,-95.36669,-97.500015,12.5035925,99.388336,14957.3955,-52.757275,15.38,-107.48716211827266,0.7113609,
,-0.13246492,0.6477793,123.01797,23.368494,2.0486233,2907.8643407821655,[-0.526  1.358 -0.233  0.089 -1.55 ],331175,1.0000198,100,207,20700,-69.252014,0.00060506054,3481.1997,-86.63911,-93.597855,100.0,-95.18271,-97.63459,8.4057045,99.34826,7828.075,-61.606106,14.7,-106.73524482167528,0.5664567,
,-0.14180225,0.57080364,35.65161,5.0339503,2.1349814,2921.700344324112,[-0.516  1.37  -0.25   0.11  -1.551],332705,0.77517885,100,208,20800,-63.883194,0.0065830145,245.07681,-87.96226,-93.373,100.0,-94.96218,-97.453545,6.885742,99.385216,4566.386,-54.437206,15.3,-107.02704552995381,0.3476202,
,-0.13358842,0.57462734,177.18556,28.268835,2.1013424,2937.663981437683,[-0.522  1.367 -0.272  0.098 -1.561],334229,1.1926855,100,209,20900,-63.8125,0.0009295028,3718.4978,-87.73288,-93.740974,100.0,-95.33557,-98.29027,56.475872,99.35586,10148.401,-55.49694,15.24,-107.39074835185633,0.67761624,
,-0.1364308,0.5818819,62.423344,4.964541,1.9747908,2952.664686203003,[-0.505  1.386 -0.273  0.138 -1.553],335735,0.928847,100,210,21000,-67.453964,0.0006212117,389.243,-86.63038,-93.71656,100.0,-95.40966,-97.358284,8.300716,99.358955,7080.1235,-56.34888,15.06,-107.20425046697072,0.3401465,
,-0.14152643,0.5910916,308.6158,34.31901,2.1302996,2965.4006288051605,[-0.498  1.397 -0.291  0.139 -1.555],337269,1.1922475,100,211,21100,-68.7941,3.2414508e-05,3467.0823,-87.34984,-93.95126,100.0,-95.57789,-97.10028,9.054394,99.36984,11074.891,-57.0198,15.34,-107.74149595691439,1.0639906,
,-0.14123423,0.43422392,169.76363,13.48421,2.009822,2981.3985874652863,[-0.494  1.429 -0.291  0.159 -1.56 ],338786,0.8026866,100,212,21200,-53.517796,0.00021134292,1261.5209,-85.653465,-93.92804,100.0,-95.735176,-97.42479,20.319698,99.408226,4866.8613,-43.48835,15.17,-107.52387837267867,0.60661924,
,-0.15098831,0.34756067,92.33828,9.186592,1.8701533,2997.9549300670624,[-0.512  1.403 -0.287  0.149 -1.56 ],340290,0.5726696,100,213,21300,-47.867165,3.29909e-05,787.5285,-89.12113,-93.67518,100.0,-95.29258,-97.0871,37.854385,99.348816,2376.5195,-35.70411,15.04,-107.13162574707357,0.6826068,
,-0.13773933,0.7638348,82.85996,11.029893,2.2598863,3014.2395906448364,[-0.515  1.388 -0.321  0.143 -1.57 ],341850,1.5932217,100,214,21400,-81.69929,0.0005690038,567.2447,-87.17893,-93.67203,100.0,-95.29723,-97.53624,26.48962,99.38018,18617.46,-72.45014,15.6,-107.64721192355977,0.7169064,
,-0.13671444,0.6603075,102.74683,16.011389,2.4374943,3026.6540529727936,[-0.519  1.38  -0.321  0.166 -1.557],343411,1.1194041,100,215,21500,-72.18242,0.00014253015,2067.3042,-82.940216,-93.41677,100.0,-95.11223,-97.028496,13.592602,99.34122,9629.971,-62.990555,15.61,-107.35505681407746,0.73510927,
,-0.15297042,0.6991031,23.963797,4.1636257,2.5194392,3037.768494606018,[-0.517  1.396 -0.319  0.149 -1.556],344970,1.1232088,100,216,21600,-76.18829,0.0004507413,217.52364,-82.596695,-93.133644,100.0,-94.86982,-97.18329,9.325342,99.416855,9257.585,-65.99475,15.59,-107.04749752183879,0.29644892,
,-0.15979317,0.40941843,237.80211,15.021732,1.9840832,3052.060331583023,[-0.525  1.404 -0.307  0.173 -1.572],346503,1.0906148,100,217,21700,-53.20231,8.014172e-05,829.3502,-85.999794,-93.80593,100.0,-95.48048,-97.303566,75.78446,99.36806,7735.493,-40.556423,15.33,-107.55376157000956,0.89027005,
,-0.15766646,0.50384736,311.81964,40.1502,1.9703448,3065.379507303238,[-0.507  1.433 -0.305  0.175 -1.579],348023,1.1152672,100,218,21800,-58.45173,0.00064969575,5178.2886,-87.111664,-93.149826,100.0,-94.70663,-96.49095,7.9805155,99.3707,9326.588,-48.3677,15.2,-106.70340153617789,0.97816765,
,-0.16022027,0.9034159,1.3676507,0.20851713,1.9457215,3080.37633228302,[-0.49   1.463 -0.3    0.187 -1.577],349526,0.5616159,100,219,21900,-86.72521,0.14139138,2.0625906,-86.45352,-93.480606,100.0,-95.06771,-96.97314,3.742962,99.42713,2558.0325,-84.95328,15.03,-106.88652253967848,0.0359889,
,-0.162769,0.4688156,196.43805,14.807728,1.8554021,3091.8233473300934,[-0.493  1.466 -0.297  0.197 -1.579],351014,1.6817678,100,220,22000,-57.785927,0.00035462645,942.37024,-89.552986,-93.90558,100.0,-95.47013,-97.453285,17.989918,99.39961,22636.506,-46.33995,14.88,-107.2350502285378,0.872725,
,-0.16297543,0.59522927,91.55813,6.874692,1.9957645,3106.2013211250305,[-0.483  1.492 -0.296  0.195 -1.582],352495,1.0154662,100,221,22100,-66.580666,6.223968e-05,407.60526,-87.344604,-93.516,100.0,-95.04455,-97.70616,7.800232,99.3863,8169.5747,-57.49352,14.81,-106.73293695765105,0.4268262,
,-0.16218558,0.5173987,57.52831,8.394964,2.189219,3119.1243286132812,[-0.477  1.509 -0.309  0.199 -1.582],354061,0.77283144,100,222,22200,-61.092903,0.00033312006,563.5648,-86.67522,-93.40147,100.0,-95.09763,-97.52746,15.663882,99.36942,4607.9175,-49.850136,15.66,-107.39832690344183,0.53546506,
,-0.16154753,0.8077391,36.028652,8.913631,1.7866807,3133.7529153823853,[-0.472  1.509 -0.336  0.211 -1.581],355614,0.93186,100,223,22300,-82.48106,0.0005848904,759.189,-88.127,-93.79277,100.0,-95.41898,-97.35033,10.217478,99.40483,7207.648,-77.03216,15.53,-107.71385250849353,0.36346835,
,-0.16236526,0.79982966,6.1090307,0.9669574,2.0382705,3147.4203791618347,[-0.477  1.513 -0.33   0.185 -1.58 ],357071,0.72200954,100,224,22400,-80.20449,0.013243059,34.487988,-86.91201,-94.11429,100.0,-95.677925,-97.5049,5.8273153,99.36848,4400.5273,-76.60147,14.57,-107.17135308266735,0.09671361,
,-0.17845283,0.41935688,111.26349,6.604696,2.0225592,3160.9226610660553,[-0.484  1.514 -0.329  0.163 -1.581],358599,1.5021166,100,225,22500,-51.721214,7.259566e-05,311.1041,-85.5706,-93.62799,100.0,-95.274155,-97.38159,11.416332,99.37247,18041.006,-41.706936,15.28,-107.32834655161065,0.50673664,
,-0.1780241,0.4778878,71.76395,10.654408,2.2663417,3174.2050473690033,[-0.498  1.488 -0.33   0.163 -1.597],360184,0.89796656,100,226,22600,-59.68803,0.00051418156,519.55444,-86.780914,-93.66224,100.0,-95.36636,-97.4722,11.148181,99.360146,5890.9434,-45.66259,15.85,-107.90277999943586,0.7574693,
,-0.1807999,0.35194337,359.23782,22.571661,2.0553684,3191.5798745155334,[-0.499  1.491 -0.301  0.156 -1.597],361685,0.7682903,100,227,22700,-50.12853,0.00012805987,1806.0055,-87.69334,-93.57664,100.0,-95.13745,-97.14166,13.944672,99.376396,4560.3564,-35.87001,15.01,-106.9788845706436,1.2071093,
,-0.17982006,0.42645884,147.70877,15.187315,2.1192136,3207.4551873207092,[-0.518  1.461 -0.303  0.15  -1.6  ],363238,1.1089836,100,228,22800,-50.47524,0.0014759279,1345.739,-87.608406,-93.58246,100.0,-95.20543,-97.07966,14.897609,99.42832,9596.37,-42.272205,15.53,-107.49886856437571,0.55178714,
,-0.18077575,0.45117867,234.76997,23.501686,2.0555112,3221.1803646087646,[-0.532  1.437 -0.299  0.137 -1.599],364761,1.003329,100,229,22900,-57.95284,0.00020025161,1399.8997,-87.455025,-93.48339,100.0,-95.220314,-97.05411,16.113884,99.3837,7478.9253,-44.176697,15.23,-107.09437470049166,1.2427548,
,-0.183645,0.3538298,233.28671,17.260456,2.5178308,3234.97239613533,[-0.526  1.458 -0.299  0.126 -1.6  ],366356,0.7749127,100,230,23000,-51.42408,0.00027584273,1018.74207,-84.72668,-93.40049,100.0,-95.303734,-97.25187,7.8101764,99.37872,4653.827,-35.999107,15.95,-107.68999023525828,1.0243814,
,-0.18638873,0.56263644,16.37751,2.0294244,1.76255,3252.4083955287933,[-0.537  1.435 -0.296  0.13  -1.603],367849,0.95385784,100,231,23100,-60.451942,0.00229646,66.53399,-89.69546,-93.88333,100.0,-95.57725,-97.20174,8.515424,99.3871,6544.893,-53.481606,14.93,-107.25662501170362,0.18145236,
,-0.18766224,0.50228524,54.738846,4.3346725,2.0719545,3265.7914559841156,[-0.541  1.432 -0.315  0.119 -1.605],369376,0.5573358,100,232,23200,-59.12977,0.0014246688,197.01125,-86.654175,-93.439285,100.0,-95.21854,-97.22529,6.6699734,99.37043,2427.8413,-48.86557,15.27,-107.07355576651636,0.33431953,
,-0.19209899,0.69168764,57.915688,6.8261194,2.3428137,3278.3608469963074,[-0.536  1.441 -0.33   0.116 -1.607],370825,0.6426933,100,233,23300,-71.59183,0.00067485287,461.33975,-81.17316,-93.79764,100.0,-95.43475,-97.304794,4.894347,99.36791,3453.3284,-65.648384,14.49,-106.73824186404259,0.36568245,
,-0.19478266,0.26622432,357.59155,28.829763,1.9879152,3293.229414463043,[-0.529  1.457 -0.311  0.114 -1.611],372335,0.54566944,100,234,23400,-41.175167,0.00037888973,2904.9365,-87.2498,-93.80521,100.0,-95.37124,-98.07523,16.182764,99.414375,1922.5715,-27.798088,15.1,-107.33704366266849,1.2292536,
,-0.18712042,0.4389333,249.06294,13.603221,2.1521213,3310.5964136123657,[-0.544  1.427 -0.313  0.108 -1.614],373879,1.119314,100,235,23500,-55.92883,0.00017667256,646.44336,-87.19405,-93.307625,100.0,-94.97527,-97.26569,24.57287,99.37071,9993.471,-43.501343,15.44,-107.11057597195048,0.92569923,
,-0.1868203,0.42604995,311.84048,29.652784,2.3732312,3322.297787666321,[-0.567  1.403 -0.314  0.108 -1.606],375421,1.1227705,100,236,23600,-55.45895,9.039977e-05,2581.1602,-84.01861,-93.524765,100.0,-95.17066,-98.55632,22.754414,99.3938,10366.785,-43.380608,15.42,-107.3104166809506,1.0433328,
,-0.19087848,0.6127372,77.94409,14.123793,2.3451612,3335.449474334717,[-0.551  1.432 -0.309  0.114 -1.606],376942,0.9164326,100,237,23700,-68.42399,0.0024651075,1210.5005,-83.510574,-93.61711,100.0,-95.377785,-97.13855,9.013237,99.38044,6760.0596,-59.50953,15.21,-107.2202983079906,0.6664772,
,-0.18864915,0.56395787,58.767067,4.1097145,2.2059426,3347.038833618164,[-0.547  1.442 -0.305  0.092 -1.61 ],378466,1.0687696,100,238,23800,-63.64163,0.00048984465,175.3406,-86.07767,-93.686134,100.0,-95.38109,-97.2726,15.740801,99.392586,8879.478,-54.67797,15.24,-107.32129564338433,0.30107877,
,-0.1918939,0.547526,61.772152,5.442501,2.229285,3360.8852260112762,[-0.533  1.458 -0.313  0.091 -1.608],380025,0.94169575,100,239,23900,-62.533142,0.00081393676,299.54233,-87.062965,-93.775314,100.0,-95.40227,-97.34022,21.459017,99.37158,6948.59,-53.965107,15.59,-107.76307690054522,0.37992263,
,-0.19200622,0.6364722,104.85697,15.508299,2.206896,3377.3134014606476,[-0.526  1.462 -0.335  0.1   -1.611],381555,0.8238271,100,240,24000,-72.06474,0.00050617877,1217.6188,-85.390015,-93.5595,100.0,-95.2045,-96.97708,25.119652,99.3586,5344.685,-61.62387,15.3,-107.25209959092236,0.8160206,
,-0.19331738,0.46697322,264.78616,18.486217,2.0473402,3392.2190136909485,[-0.525  1.45  -0.337  0.119 -1.611],383067,1.144603,100,241,24100,-60.42979,2.5291987e-05,1153.5986,-87.84811,-93.779686,100.0,-95.425674,-97.50992,27.696228,99.370895,10117.547,-45.90796,15.12,-107.31685239322988,1.127711,
,-0.18855809,0.48962134,143.80418,12.080439,2.1930463,3407.4354593753815,[-0.512  1.475 -0.337  0.115 -1.612],384601,0.7673871,100,242,24200,-58.57687,8.6681044e-05,818.3005,-86.01353,-93.58855,100.0,-95.12557,-97.22191,11.246622,99.359535,4666.3013,-48.262646,15.34,-107.32410697654218,0.76435095,
,-0.19250736,0.5471939,137.35283,23.828856,2.1309104,3423.4934918880463,[-0.502  1.495 -0.337  0.106 -1.608],386100,0.8084002,100,243,24300,-61.449574,0.00044649356,3770.1567,-86.305565,-93.73901,100.0,-95.3302,-97.632515,7.6573997,99.40106,5392.401,-52.484867,14.99,-107.16109197784932,0.59532905,
,-0.19331814,0.5444778,72.49823,12.047257,2.3297482,3436.574216604233,[-0.512  1.48  -0.362  0.095 -1.611],387645,0.6834503,100,244,24400,-60.64541,0.0022824265,1435.8772,-86.44459,-93.21805,100.0,-94.85914,-97.194855,6.565248,99.37796,3778.936,-52.295185,15.45,-106.99715257527461,0.39333332,
