InitialReturnMax,EmpiricalD2,MaxIW,StdD2w0t,J_sample_variance,EpisodesSoFar,TimeElapsed,EpRewMean,ReturnStepMaxmin,InitialBound,EpLenMean,EpThisIter,TimestepsSoFar,Iteration,ReturnMeanIW,MeanIW,InitialReturnStd,InitialReturnMean,MeanEntropy,StdIW,MeanD2w0t,EntropyCoefficient,ReturnStepMax,InitialReturnMin,MinD2w0t,Bound,Weights,MaxD2w0t,MinIW
4.853218,6.978505,79.211716,1.2485088,12612538.0,16100,1559.944017648697,-111.8756015242191,87.496796,250.10484,18.66,100,458490,161,937.93567,2.004956,1.9401146,5.722046e-06,0.7218494,8.243263,0.12552366,,100.0,-3.520317,,442.83823,[ 1.274  0.209  0.38   0.269 -0.603],64.89837,0.008572406
7.3452835,1.0229465,1.3975023,0.18869123,4189.6074,16200,1570.1567327976227,-110.86677984189724,87.19029,266.99683,18.11,100,460301,162,521.4359,1.0177169,2.3125637,9.155273e-07,0.7077449,0.13743131,0.036577478,,100.0,-3.86335,,272.6043,[ 1.215  0.232  0.366  0.204 -0.697],1.0465261,0.58538866
5.049698,1.0935466,2.2589452,0.19698516,21233.26,16300,1579.527159690857,-111.39938648006115,87.414734,229.92389,18.41,100,462142,163,533.71313,1.0570102,2.1357691,-1.5258789e-07,0.71453655,0.31762102,0.03848646,,100.0,-3.5796967,,247.33575,[ 1.203  0.233  0.365  0.2   -0.711],1.2811989,0.3365097
6.27433,1.4347844,11.515546,0.21372594,218206.44,16400,1587.210905790329,-110.00748010028336,86.51646,298.19916,17.09,100,463851,164,597.6775,1.11246,2.1734517,-6.2561035e-06,0.7231438,1.0142246,0.039531767,,100.0,-3.6570053,,319.20786,[ 1.188  0.236  0.353  0.192 -0.704],3.4171934,0.10416004
6.032181,1.5748093,4.366747,0.21431567,115749.02,16500,1595.0748929977417,-111.1476309117555,87.36316,250.21231,18.38,100,465689,165,568.16956,1.1390046,2.1831446,3.2043456e-06,0.7257934,0.7726399,0.041357227,,100.0,-3.9327621,,288.26328,[ 1.178  0.22   0.368  0.205 -0.696],1.9472895,0.15922324
5.1895447,1.5024216,10.555907,0.24137187,356724.0,16600,1602.4059596061707,-111.24193539668937,87.227684,255.65549,18.12,100,467501,166,655.6529,1.3039153,2.042237,-9.155273e-07,0.8071669,1.2906836,0.046109825,,100.0,-4.083473,,335.0832,[ 1.197  0.238  0.366  0.213 -0.693],2.4985912,0.16267079
6.6124344,36.126522,606.76245,6.952768,220243060.0,16700,1612.8026463985443,-111.2894624612352,87.281654,267.76843,18.34,100,469335,167,2006.6917,4.1623173,2.5765579,1.5258789e-07,0.7771773,31.47108,0.44686514,,100.0,-4.3610687,,1076.471,[ 1.203  0.235  0.366  0.197 -0.612],423.25952,0.0001979288
8.89698,1.8251998,17.889133,0.2704576,763244.94,16800,1625.123783826828,-109.73085806425524,86.6753,300.41458,17.29,100,471064,168,628.1972,1.1943432,2.741573,9.918213e-07,0.76954406,1.8885556,0.047922265,,100.0,-3.6841125,,319.71292,[ 1.182  0.262  0.374  0.14  -0.642],4.894066,0.053770557
7.9468307,1.1590453,3.1433237,0.19283888,44762.46,16900,1633.8418407440186,-109.21542986610963,86.453514,313.91348,16.85,100,472749,169,591.6351,1.079242,2.5566313,3.1280517e-06,0.7407759,0.42165697,0.03596399,,100.0,-3.8644867,,345.065,[ 1.178  0.254  0.367  0.098 -0.649],1.2546798,0.22402975
7.862465,1.6122245,12.12963,0.24287628,402829.34,17000,1641.3726086616516,-109.46965334654864,86.89939,280.287,17.52,100,474501,170,653.0743,1.263093,2.7827885,1.2130738e-05,0.77473694,1.3745269,0.04467058,,100.0,-3.9469376,,350.67035,[ 1.199  0.253  0.376  0.093 -0.678],4.878161,0.09896906
8.094566,1.811142,10.173573,0.27184147,345076.2,17100,1651.6926743984222,-109.86534563268413,86.72885,300.32468,17.31,100,476232,171,673.5576,1.2672496,2.4427218,-5.0354006e-06,0.7807136,1.1668849,0.048927765,,100.0,-4.484848,,378.81967,[ 1.234  0.214  0.399  0.091 -0.644],3.1048367,0.077521704
8.536255,3.7329426,21.433228,0.31969467,1351393.5,17200,1659.5549476146698,-109.19448366954575,86.62373,290.75488,17.13,100,477945,172,710.87085,1.3844517,2.8445039,9.841919e-06,0.7837424,2.6711383,0.05221932,,100.0,-5.14888,,359.05685,[ 1.25   0.213  0.418  0.071 -0.638],8.754836,0.019901969
7.7129974,1.0432478,1.7228606,0.18701185,10290.26,17300,1667.520691871643,-109.35049140743155,86.95471,264.63275,17.54,100,479699,173,540.39886,1.0308112,2.7396443,-2.670288e-06,0.7631805,0.21209645,0.035654247,,100.0,-5.03257,,275.1216,[ 1.216  0.178  0.423  0.056 -0.635],1.0888608,0.53361154
6.2804413,1.1094275,2.131898,0.18601191,29833.836,17400,1675.283751487732,-109.0837457942758,86.23253,328.65637,16.57,100,481356,174,574.62634,1.0268459,2.4328992,2.822876e-06,0.759116,0.34022176,0.03440822,,100.0,-3.816986,,335.45276,[ 1.224  0.181  0.426  0.06  -0.656],1.2875776,0.32539997
6.984741,2.0346797,7.4872065,0.23483591,347247.22,17500,1683.650624513626,-109.92668356546896,86.85205,293.60562,17.51,100,483107,175,624.7048,1.2109965,2.6127348,-1.9073486e-06,0.78368115,1.2879893,0.04334,,100.0,-5.0923767,,342.22858,[ 1.224  0.194  0.419  0.058 -0.66 ],2.885084,0.10318293
10.339714,1004.6307,2043.1035,99.55133,7964647000.0,17600,1692.856418132782,-109.33300093025366,86.766624,304.68866,17.32,100,484839,176,9356.848,20.401602,2.7307086,-1.2969971e-06,0.857433,199.39154,3.2214792,,100.0,-4.1011353,,4947.8804,[ 1.204  0.171  0.42   0.052 -0.635],11834.064,0.0013679762
8.264145,8.070874,125.5867,0.9050045,27285328.0,17700,1705.3103957176208,-109.34812191897701,86.70625,291.21155,17.25,100,486564,177,1043.702,2.1723146,2.527314,2.5177003e-06,0.85550386,12.154081,0.076539636,,100.0,-5.335289,,469.09955,[ 1.155  0.131  0.369  0.024 -0.561],79.56555,0.008410554
9.260345,778.26685,1825.1719,133.86043,6095697000.0,17800,1716.0403473377228,-110.53230844036423,87.40335,256.77402,18.38,100,488402,178,8365.631,18.25646,2.6511335,1.6784668e-06,0.7358808,172.28792,6.4117913,,100.0,-4.62278,,5121.7393,[ 1.196  0.169  0.369  0.065 -0.563],10818.49,2.715342e-07
8.290947,2.1538432,58.920948,0.3771608,4393490.0,17900,1729.6557652950287,-109.2650516595938,86.8005,296.59784,17.4,100,490142,179,742.72754,1.4148036,2.822245,-1.6021728e-06,0.7580923,4.123612,0.06302729,,100.0,-3.525093,,383.45142,[ 1.209  0.189  0.382 -0.018 -0.683],7.369464,0.122673556
9.039314,1.1261183,2.9248219,0.19511758,37777.547,18000,1738.9190542697906,-109.56705124048135,86.59533,309.03326,17.16,100,491858,180,575.9428,1.0719337,2.5598485,1.0681152e-06,0.7726558,0.3870489,0.036690798,,100.0,-4.3859253,,329.9013,[ 1.168  0.218  0.345  0.003 -0.661],1.4232471,0.43711305
6.6521683,1.2351149,3.2298892,0.20782945,55804.11,18100,1747.417897939682,-109.26276717536373,86.76278,304.70404,17.31,100,493589,181,595.03906,1.1245826,2.636329,-3.967285e-06,0.74076635,0.47574133,0.039070625,,100.0,-4.633316,,346.50574,[ 1.166  0.216  0.343 -0.014 -0.646],1.7465382,0.15052588
10.131592,19.409866,207.66992,6.452938,103521110.0,18200,1757.0455355644226,-108.86568428002295,86.30352,327.35858,16.64,100,495253,182,1626.9219,3.1389763,2.6750982,2.5939942e-06,0.72314805,20.419931,0.14996062,,100.0,-4.858536,,1079.3569,[ 1.108  0.238  0.337 -0.025 -0.678],1116.9785,0.017193804
7.142479,10.615386,37.01436,0.69823724,4245516.0,18300,1768.1511459350586,-109.39496593523532,86.54949,315.03235,17.04,100,496957,183,929.9228,1.8130673,2.2818701,3.890991e-06,0.70854974,4.436001,0.08872074,,100.0,-3.5789032,,501.76117,[ 1.104  0.268  0.303 -0.063 -0.696],20.446072,0.004297498
9.270119,1.196971,3.097524,0.19437827,42334.082,18400,1779.8103160858154,-109.26690706902524,86.368126,327.78308,16.75,100,498632,184,594.4121,1.0795732,2.564506,-2.2125244e-06,0.72039264,0.410158,0.036071423,,100.0,-4.1772995,,355.64615,[ 1.065  0.23   0.293 -0.071 -0.71 ],1.6325058,0.3896939
10.140022,1.9454255,14.115844,0.26117808,734962.25,18500,1787.3813269138336,-108.56447099851779,86.352425,336.2973,16.65,100,500297,185,683.56,1.2664648,2.8347669,9.918213e-07,0.6772011,1.7804492,0.044626124,,100.0,-4.055107,,399.69208,[ 1.073  0.239  0.286 -0.08  -0.699],6.5529194,0.052279342
5.0224915,3.1138294,37.103714,0.30828723,3613522.8,18600,1797.036895275116,-108.60196689824483,86.33805,324.88245,16.67,100,501964,186,772.5608,1.4254937,2.3434396,2.2888185e-06,0.7182069,3.7755983,0.04867831,,100.0,-3.7865067,,425.748,[ 1.06   0.263  0.307 -0.045 -0.742],13.069397,0.09793432
10.327225,1.1547769,3.5832255,0.19374272,43157.09,18700,1806.4414649009705,-109.70518733249642,86.92327,290.80667,17.56,100,503720,187,561.5316,1.0722932,2.9632478,-1.7547608e-06,0.7419147,0.43602997,0.036906324,,100.0,-4.2173386,,315.42792,[ 1.036  0.242  0.293 -0.066 -0.701],1.4775486,0.33443233
9.114708,1.052849,1.7737291,0.18966906,9299.592,18800,1815.8424410820007,-109.1577050164219,86.97433,293.32617,17.55,100,505475,188,544.3835,1.0409162,3.0139225,-4.119873e-06,0.7731434,0.19982083,0.036167342,,100.0,-5.0699387,,307.7816,[ 1.058  0.247  0.288 -0.066 -0.677],1.1114647,0.6761797
12.381874,1.2210803,4.2212806,0.2005228,74811.805,18900,1823.828512430191,-109.34309162807695,86.96371,283.86597,17.58,100,507233,189,561.98175,1.0752863,2.8689082,-1.04522705e-05,0.79642445,0.5736107,0.038084805,,100.0,-3.9121323,,304.02167,[ 1.043  0.256  0.283 -0.066 -0.646],1.8647152,0.29351836
8.939354,1.0552394,1.8478179,0.19117753,13269.187,19000,1832.6145372390747,-109.75542453177492,87.026375,275.55478,17.82,100,509015,190,538.4452,1.0410882,3.0391085,-7.171631e-06,0.7656373,0.2377761,0.036744505,,100.0,-4.1358185,,289.47235,[ 1.058  0.267  0.274 -0.063 -0.622],1.1585451,0.42006248
11.278679,1.1343353,4.2444963,0.19851333,50520.953,19100,1840.5632734298706,-109.76297419928167,86.8983,273.47403,17.59,100,510774,191,568.80365,1.0895262,2.677313,-6.1798096e-06,0.783497,0.45674434,0.037791945,,100.0,-3.488945,,296.3852,[ 1.035  0.276  0.27  -0.056 -0.653],1.5652254,0.29671866
9.030441,1.6993136,12.3259535,0.2516042,370479.72,19200,1848.8615972995758,-109.95745103718251,87.03954,281.54602,17.8,100,512554,192,603.2207,1.1706556,2.7678561,-7.6293944e-08,0.7650869,1.2944949,0.04626045,,100.0,-3.775238,,322.54993,[ 1.034  0.284  0.265 -0.039 -0.635],3.446292,0.1264394
7.342285,1.0914606,2.100017,0.18972564,18423.195,19300,1857.1713767051697,-109.72212973553543,86.89009,282.82922,17.54,100,514308,193,549.0983,1.0457053,2.4175098,4.196167e-06,0.7697391,0.2895478,0.036146678,,100.0,-4.5527344,,298.04266,[ 1.039  0.296  0.265 -0.062 -0.654],1.3712208,0.48163223
9.46067,1607.0454,3348.6003,292.93817,19766288000.0,19400,1865.0606844425201,-109.80519943191389,87.1636,282.86902,17.95,100,516103,194,14541.724,32.19834,2.9322722,-2.1362305e-06,0.75850916,316.0217,12.331215,,100.0,-3.9683151,,8329.033,[ 1.017  0.296  0.269 -0.055 -0.649],24775.414,2.4279543e-05
9.057503,1.1330796,1.987032,0.19134009,32812.547,19500,1878.9836750030518,-108.48440609574659,86.34153,308.61163,16.66,100,517769,195,600.8639,1.0918852,2.8115542,-6.713867e-06,0.7253176,0.35515288,0.03548876,,100.0,-4.085739,,343.72906,[ 1.009  0.334  0.304 -0.103 -0.66 ],1.2263824,0.31042415
10.47834,2.8852246,91.692116,0.40592405,13452033.0,19600,1888.3740956783295,-109.35222774443517,86.48338,304.89905,16.99,100,519468,196,957.7961,1.9587097,2.9206846,-2.2888185e-06,0.6953665,8.880482,0.055341158,,100.0,-3.8343735,,472.08154,[ 1.     0.332  0.294 -0.102 -0.694],20.585121,0.0010765565
8.999657,1.1373798,2.3711584,0.18949579,33274.332,19700,1898.0186793804169,-108.14952952623315,86.31667,328.9646,16.57,100,521125,197,589.9736,1.0673774,2.7257738,3.8146973e-06,0.66526806,0.3589991,0.035044014,,100.0,-4.35791,,354.8982,[ 0.991  0.366  0.309 -0.056 -0.724],1.2084149,0.43614918
8.296532,1.1441885,2.1605806,0.19112533,27415.578,19800,1907.1467175483704,-109.58457836496882,86.74946,271.67883,17.37,100,522862,198,558.4025,1.0539896,2.8091285,2.1362305e-06,0.6547708,0.3473207,0.036203366,,100.0,-4.4319763,,288.80408,[ 0.981  0.363  0.304 -0.052 -0.754],1.3326138,0.24777429
10.343079,1.3611926,5.949142,0.22475329,122252.734,19900,1915.8182582855225,-109.46746053050582,86.97456,291.67126,17.57,100,524619,199,586.68256,1.1247107,2.8900428,1.3732911e-06,0.6413104,0.7351121,0.04196496,,100.0,-4.739357,,320.3066,[ 0.983  0.373  0.309 -0.044 -0.764],2.5602372,0.17178378
8.016296,1.2866138,4.0864105,0.19725066,66877.766,20000,1923.7503426074982,-109.52786861850055,86.913,274.90985,17.57,100,526376,200,558.26196,1.066716,2.3955972,1.9836425e-06,0.644481,0.55095613,0.03745607,,100.0,-4.081032,,294.4607,[ 0.993  0.368  0.309 -0.023 -0.778],1.9039334,0.21608295
8.967537,1.6689601,19.81201,0.22751997,599377.6,20100,1932.2583014965057,-109.31888235907383,86.61105,307.55597,17.1,100,528086,201,606.267,1.125013,2.7243192,5.9509275e-06,0.6350691,1.533822,0.04174106,,100.0,-4.5296783,,325.82086,[ 0.964  0.365  0.302 -0.032 -0.774],3.054486,0.12062273
10.530533,1.7101619,10.405443,0.25796053,414777.38,20200,1940.1918494701385,-108.73244963735442,86.19335,326.74536,16.51,100,529737,202,735.9197,1.3336533,2.5702498,-6.866455e-06,0.6967883,1.2443477,0.045544647,,100.0,-4.0276337,,435.52414,[ 0.957  0.39   0.29  -0.037 -0.784],3.506343,0.14484431
10.542686,2.8216805,68.91898,0.35326797,1402044.0,20300,1951.1594564914703,-108.79797101393862,86.45602,322.79053,16.82,100,531419,203,734.27246,1.3648412,2.915343,2.5177003e-06,0.68284047,2.4062097,0.05056758,,100.0,-4.9860535,,419.94907,[ 0.963  0.384  0.295 -0.062 -0.722],15.334145,0.013168779
7.748001,1.240879,4.089537,0.1974966,55989.07,20400,1960.2308413982391,-109.38405341726263,86.98885,299.07172,17.64,100,533183,204,552.5282,1.0684738,2.5265691,-2.2888185e-06,0.6741349,0.51611954,0.03760342,,100.0,-4.63472,,315.8338,[ 0.99   0.404  0.272 -0.054 -0.736],1.7825971,0.26833916
7.989334,1.1519719,3.013205,0.19839989,45520.777,20500,1968.112758398056,-109.43790885464723,86.62025,308.52216,17.09,100,534892,205,578.5385,1.0704865,2.4358785,-5.722046e-06,0.66876304,0.41661727,0.03720526,,100.0,-3.8854523,,331.30298,[ 1.     0.418  0.269 -0.043 -0.745],1.5796001,0.2143271
8.485161,1.2099155,2.6073194,0.19142288,51875.227,20600,1976.5121898651123,-108.94297871054799,86.25758,338.07104,16.58,100,536550,206,606.7454,1.0937907,2.3753667,-3.5095215e-06,0.629702,0.45346832,0.03538978,,100.0,-4.158394,,374.76886,[ 1.017  0.412  0.285 -0.039 -0.75 ],1.2887034,0.28495505
9.722275,1.2044883,4.818198,0.19881004,81537.68,20700,1985.4339826107025,-109.51044964750707,86.81533,296.03693,17.45,100,538295,207,554.6418,1.0503945,2.9202507,3.8146973e-07,0.62449646,0.60171235,0.037579753,,100.0,-4.4353867,,305.19196,[ 1.036  0.418  0.285 -0.04  -0.789],1.9600492,0.28866506
7.8207016,1.0274568,1.6143849,0.18357348,5360.261,20800,1993.221602678299,-109.37719046944072,86.50532,316.7898,16.99,100,539994,208,558.6388,1.0251498,2.4129298,-4.4250487e-06,0.6328157,0.14397128,0.034425892,,100.0,-4.3489075,,327.2515,[ 1.025  0.407  0.296 -0.043 -0.794],1.0655072,0.70765865
10.311264,1.8066586,8.613,0.21887796,243839.11,20900,2001.1161456108093,-109.01214844641346,86.97306,306.86234,17.61,100,541755,209,604.42664,1.1841148,3.4019043,-5.7983398e-06,0.62157875,1.0795741,0.040961903,,100.0,-4.8058167,,364.4546,[ 1.038  0.397  0.297 -0.044 -0.786],2.2895682,0.12132545
9.535141,4.2477746,20.4725,0.34460786,1620138.0,21000,2010.0766649246216,-108.34030147245196,86.23021,346.89777,16.5,100,543405,210,742.8351,1.3725756,3.1726124,4.348755e-06,0.5933289,2.6185503,0.05518535,,100.0,-3.9902267,,427.26663,[ 0.984  0.394  0.294 -0.047 -0.797],5.944436,0.016612459
9.94471,1.0601201,1.720132,0.18919764,17387.6,21100,2018.60578250885,-109.31610004114944,86.65979,307.7677,17.23,100,545128,211,553.8515,1.0344805,2.8065648,-6.866455e-06,0.5673165,0.26369488,0.035725284,,100.0,-3.831459,,318.51532,[ 1.015  0.423  0.292 -0.045 -0.826],1.1371524,0.4542686
8.493927,3.2593482,8.448759,0.33236793,735635.8,21200,2026.036514043808,-109.0382282900438,86.29985,317.9001,16.66,100,546794,212,689.7614,1.2820499,2.586051,4.7302246e-06,0.558278,1.7593939,0.052995663,,100.0,-3.4404068,,372.16718,[ 1.024  0.419  0.286 -0.042 -0.852],10.354879,0.03855756
9.73661,5.3035493,62.21067,0.5070619,6883617.0,21300,2035.2834293842316,-109.39689045761152,86.60378,304.0252,17.08,100,548502,213,782.94794,1.4846451,2.5176976,-4.196167e-06,0.5986163,5.407096,0.061303936,,100.0,-4.448616,,373.72232,[ 1.003  0.398  0.293 -0.03  -0.861],34.213676,0.012944472
8.64653,1.3923718,4.5491467,0.19731043,126726.72,21400,2045.0763540267944,-108.0565502568446,86.15868,338.9107,16.37,100,550139,214,639.9148,1.1517086,2.855954,4.577637e-06,0.62010205,0.7097617,0.03605973,,100.0,-5.1400223,,393.97986,[ 0.98   0.372  0.284 -0.055 -0.82 ],1.8449141,0.34069547
5.9969406,1.0677309,2.0044985,0.18369947,13453.174,21500,2055.0589649677277,-109.18525446914848,86.38376,333.38934,16.81,100,551820,215,564.65424,1.0258403,2.1454425,-3.5095215e-06,0.60667396,0.23300527,0.034253567,,100.0,-3.3712692,,343.76083,[ 0.938  0.37   0.287 -0.062 -0.799],1.1868094,0.5087808
9.42469,1.7242553,10.534951,0.25508353,378433.5,21600,2063.437963485718,-109.38721685804263,86.280106,342.28177,16.68,100,553488,216,717.6071,1.3178022,2.4862776,3.3569336e-06,0.59643155,1.2650585,0.044565175,,100.0,-3.464035,,444.14825,[ 0.945  0.377  0.284 -0.06  -0.812],9.081936,0.11046342
8.937248,22.72939,126.86547,1.4245319,32744068.0,21700,2071.977742910385,-108.74008821032164,86.41825,330.41022,16.83,100,555171,217,1075.0116,2.1164956,2.8488336,-1.5258789e-07,0.61889243,12.425758,0.15055175,,100.0,-4.932144,,461.8338,[ 0.96   0.384  0.286 -0.027 -0.823],40.657806,0.005085761
9.294174,4.7357283,43.51458,0.45210725,4657629.5,21800,2081.347443819046,-108.58289821499154,86.46132,322.46948,16.8,100,556851,218,774.9484,1.4571787,3.017241,1.1291504e-05,0.5966166,4.3467827,0.05815906,,100.0,-4.057228,,436.9178,[ 0.989  0.424  0.289 -0.028 -0.8  ],25.484795,0.0077597573
9.877388,1.4334012,9.261534,0.20898548,257456.95,21900,2091.437035560608,-108.86532389279255,86.007706,352.29736,16.28,100,558479,219,626.78705,1.1046029,2.7815378,3.1280517e-06,0.5710406,0.9918473,0.03752579,,100.0,-3.984253,,377.1504,[ 0.974  0.389  0.291 -0.06  -0.822],2.8860652,0.15262386
8.467049,1.5599731,12.273102,0.23779051,319473.06,22000,2098.501911878586,-109.32424316420396,86.379326,333.3368,16.83,100,560162,220,610.33356,1.1118337,2.474717,1.5258789e-07,0.59101367,1.105679,0.041714218,,100.0,-3.3319168,,357.66046,[ 0.985  0.365  0.303 -0.065 -0.848],5.4003763,0.084257
11.420639,1.0891873,4.058878,0.19011693,30555.344,22100,2106.05695104599,-108.48672765089675,86.34461,308.24146,16.67,100,561829,221,589.23254,1.0679752,2.9267116,9.155273e-07,0.5949549,0.3331386,0.0352265,,100.0,-4.2701874,,327.6313,[ 1.002  0.372  0.284 -0.069 -0.828],1.4498603,0.38285342
10.092552,6.385841,83.795074,0.8738342,9528678.0,22200,2113.898535490036,-108.56134594238388,86.21777,329.0788,16.49,100,563478,222,854.68005,1.5677565,2.5242121,-1.2207031e-06,0.6411258,6.010745,0.10589619,,100.0,-4.832672,,396.4393,[ 0.994  0.375  0.273 -0.077 -0.824],24.352879,0.022031482
10.160622,1.0648124,1.7157166,0.18288848,17654.676,22300,2124.2914798259735,-108.16865140470429,85.98379,340.08148,16.16,100,565094,223,589.88965,1.0344999,2.8960772,4.4250487e-06,0.62945485,0.2508638,0.033415407,,100.0,-4.7448807,,352.32718,[ 0.998  0.382  0.291 -0.102 -0.778],1.1143413,0.51868093
11.393257,3.617724,41.668877,0.7806827,4112196.2,22400,2131.857951402664,-108.85621604815064,86.461975,321.20996,16.87,100,566781,224,793.65826,1.4931129,3.2679129,9.155273e-07,0.6215186,4.1267853,0.06446431,,100.0,-4.7791977,,469.85333,[ 0.995  0.387  0.299 -0.101 -0.789],61.50378,0.057651076
10.241592,1.0418302,1.826811,0.18178634,13345.639,22500,2140.5009949207306,-109.19625078857624,86.122665,343.61682,16.47,100,568428,225,577.4442,1.0256728,2.497376,-9.384155e-06,0.6143221,0.22284047,0.03354084,,100.0,-3.3158875,,353.4553,[ 0.991  0.4    0.276 -0.126 -0.797],1.1425616,0.4753006
11.828163,1.2452667,5.609104,0.19999236,149694.5,22600,2148.6993045806885,-108.61987791983223,86.290985,344.8662,16.59,100,570087,226,618.97266,1.1179781,3.0572798,-2.1362305e-06,0.67432755,0.743849,0.036944214,,100.0,-3.8622131,,390.96802,[ 0.964  0.406  0.279 -0.127 -0.805],1.4517133,0.38346943
9.842674,1.3955313,6.0524445,0.22970133,156742.98,22700,2156.8166275024414,-108.67159031557158,86.753746,300.77368,17.2,100,571807,227,595.19226,1.1234269,3.2833786,-1.0681152e-06,0.6381805,0.7947292,0.04200308,,100.0,-4.625572,,327.7545,[ 0.975  0.408  0.277 -0.133 -0.745],3.9095006,0.10086871
7.768135,1.4410857,5.0198927,0.22580788,141351.6,22800,2164.8779509067535,-108.66081470086226,86.18069,340.48108,16.48,100,573455,228,633.92163,1.1359006,2.2532275,-1.6784668e-06,0.63995427,0.7077053,0.040478818,,100.0,-3.723854,,379.15546,[ 0.931  0.428  0.255 -0.136 -0.781],2.5734377,0.1098376
11.636467,2.73784,10.002258,0.30174172,525655.1,22900,2172.2641620635986,-108.41997375353995,86.55005,323.73126,16.89,100,575144,229,711.7542,1.3484689,3.041026,5.9509275e-06,0.60894907,1.4805678,0.05206395,,100.0,-4.775818,,414.46796,[ 0.919  0.436  0.263 -0.151 -0.779],5.28666,0.03036141
10.315208,1.320816,4.5803185,0.19459729,104471.72,23000,2181.9054052829742,-108.02183548000149,85.90483,341.44254,15.99,100,576743,230,637.6257,1.1155933,2.5317366,-8.31604e-06,0.612858,0.6249484,0.035012532,,100.0,-3.9919128,,375.27313,[ 0.881  0.431  0.243 -0.143 -0.81 ],2.508732,0.200429
9.704834,1.3065628,4.522207,0.20048948,85396.04,23100,2189.188248157501,-108.68226143664828,86.51219,317.0238,16.89,100,578432,231,600.48883,1.111767,2.7152216,1.0986329e-05,0.5920407,0.60703903,0.03719606,,100.0,-3.93882,,352.9074,[ 0.898  0.441  0.244 -0.128 -0.806],2.0701325,0.13386616
11.566818,1.042854,1.5848302,0.1796987,11537.312,23200,2198.811985015869,-108.08960190295038,85.87821,346.9895,15.98,100,580030,232,603.31995,1.0462828,2.7452781,2.0599366e-06,0.5644498,0.20054568,0.03264585,,100.0,-4.0209656,,367.72516,[ 0.901  0.423  0.252 -0.13  -0.827],1.0980861,0.49718523
10.302368,138.0797,783.292,11.794903,1071315260.0,23300,2206.8849487304688,-108.5753516572289,85.83391,350.00183,15.97,100,581627,233,3743.2227,7.2153563,2.3532789,7.705688e-06,0.567867,64.76305,0.75747687,,100.0,-3.6529388,,1411.7312,[ 0.898  0.42   0.254 -0.134 -0.855],889.5852,8.001311e-05
6.6492157,2.0829122,24.558521,0.26420012,475940.84,23400,2218.749790906906,-108.72083596928618,85.858246,366.42126,16.06,100,583233,234,737.2003,1.2904761,2.2751837,-3.8146973e-07,0.5759288,1.2686164,0.043991774,,100.0,-3.850235,,474.2658,[ 0.867  0.4    0.194 -0.147 -0.851],7.942804,0.033765197
7.5759277,1.6196411,21.117517,0.25240734,867175.7,23500,2227.451937675476,-108.57943928755532,86.33581,320.53268,16.59,100,584892,235,694.99445,1.2711755,2.34359,3.3569336e-06,0.5735005,1.8573445,0.04368285,,100.0,-4.115341,,377.30188,[ 0.898  0.41   0.202 -0.116 -0.843],4.7605276,0.1307429
10.787994,1.5847657,5.9703946,0.20524591,174403.08,23600,2235.62818980217,-107.75463122871575,85.67592,374.58228,15.74,100,586466,236,654.1374,1.1320027,2.8266165,4.196167e-06,0.5666371,0.79400283,0.03612624,,100.0,-3.6793518,,415.68948,[ 0.893  0.399  0.184 -0.136 -0.845],2.9345522,0.061549824
7.8409195,3.656101,31.673817,0.41228253,2907703.5,23700,2243.6817269325256,-108.09528828352072,85.93089,351.53717,16.06,100,588072,237,736.14453,1.3138872,2.4330745,4.043579e-06,0.5543856,3.2853663,0.059949823,,100.0,-3.9033432,,393.86603,[ 0.922  0.408  0.19  -0.121 -0.852],11.498608,0.017812312
7.902458,2.0424154,14.0958805,0.27109927,641886.94,23800,2251.7531373500824,-108.90022060755622,86.325424,316.83203,16.67,100,589739,238,643.28156,1.1719896,2.3919225,3.5858154e-06,0.55493134,1.5949681,0.046416815,,100.0,-3.5927963,,349.77228,[ 0.922  0.433  0.198 -0.132 -0.865],4.5977936,0.048130497
5.8921127,4.3787236,84.45382,0.774363,12990592.0,23900,2260.7554976940155,-108.19098901857078,85.94313,358.936,16.1,100,591349,239,938.67255,1.6823097,2.1327567,-9.384155e-06,0.5473781,6.824215,0.07205218,,100.0,-3.6159744,,587.498,[ 0.93   0.445  0.2   -0.149 -0.864],43.840714,0.006994706
7.6098022,260308.94,45961.9,47730.734,5291574000000.0,24000,2270.9082210063934,-108.0881819107061,85.57879,386.65253,15.65,100,592914,240,230496.72,445.58383,2.3726645,-2.4414062e-06,0.477311,4496.176,1032.8907,,100.0,-3.5954819,,188721.44,[ 0.895  0.465  0.169 -0.16  -0.872],4999462.5,2.3687257e-06
10.431595,1.6994748,9.773049,0.23835266,397515.28,24100,2286.0374658107758,-107.6267264331861,85.39808,379.664,15.34,100,594448,241,702.5092,1.17911,2.2201872,-7.5531007e-06,0.47721145,1.1252861,0.040606778,,100.0,-3.512848,,430.55334,[ 0.933  0.494  0.178 -0.227 -0.942],3.8471265,0.16518508
9.496262,1.1493357,2.8552735,0.19040468,42025.83,24200,2294.486470222473,-108.01809889036811,85.88507,345.80878,16.0,100,596048,242,613.3643,1.0689052,2.680344,-6.408691e-06,0.4706381,0.38494682,0.03447426,,100.0,-3.9248428,,369.53424,[ 0.916  0.5    0.199 -0.218 -0.942],1.5535474,0.28048843
