MaxIW,EpisodesSoFar,ReturnStepMaxmin,MinD2w0t,InitialReturnMean,Weights,InitialReturnStd,MeanEntropy,EpRewMean,Iteration,EpThisIter,EpLenMean,InitialReturnMin,EmpiricalD2,MaxD2w0t,StdD2w0t,Bound,MeanD2w0t,J_sample_variance,ReturnStepMax,MinIW,StdIW,InitialReturnMax,TimeElapsed,TimestepsSoFar,MeanIW,InitialBound,ReturnMeanIW
12.783226,2100,87.268265,,1.0681152e-05,[ 1.051  0.744  0.471  0.732 -0.697],1.3290433,0.7045557,-111.5549965496846,21,100,18.07,-2.8291626,2.7348564,15.543104,0.32484207,480.89664,0.052353866,491228.6,100.0,0.009755,1.5312929,3.8103333,265.79422664642334,39116,1.1368994,441.5695,582.6569
10.949652,2200,87.22434,,4.196167e-06,[ 1.065  0.772  0.45   0.717 -0.714],1.4962858,0.69033563,-111.6479687806381,22,100,18.17,-3.217842,2.9264905,12.12542,0.31906843,492.31622,0.051837742,475343.44,100.0,0.0353397,1.5547465,4.0601654,276.4934456348419,40933,1.1446383,447.21838,579.7848
12.047159,2300,86.90288,,-9.002685e-06,[ 1.032  0.749  0.466  0.723 -0.729],1.6484712,0.6753353,-111.14367370937778,23,100,17.74,-3.5279922,3.079838,24.713861,0.4663903,551.4275,0.06664764,479704.53,100.0,0.03388783,1.4325839,4.0867157,288.5331196784973,42707,1.2730246,456.3173,659.6761
4.357709,2400,87.1228,,1.2207031e-06,[ 1.047  0.728  0.484  0.768 -0.744],1.507563,0.68883216,-111.20729503556232,24,100,17.91,-3.7193146,1.6204925,3.2928267,0.24543321,500.5522,0.04586006,117797.82,100.0,0.26434678,0.7117383,4.0629044,300.9317171573639,44498,1.1402107,443.25406,590.9925
73.85312,2500,87.47039,,-1.2207031e-06,[ 1.106  0.709  0.503  0.751 -0.73 ],1.5552322,0.7120039,-112.03224727756036,25,100,18.64,-3.820877,32.262043,459.70642,3.9991336,615.89026,0.2151996,10469980.0,100.0,0.0012596548,7.341335,4.00869,313.5419843196869,46362,1.7569394,427.12695,836.8058
110.320854,2600,87.88154,,3.4332274e-06,[ 1.093  0.672  0.521  0.789 -0.707],1.698313,0.7471707,-112.75050734563389,26,100,19.11,-3.9878616,79.81286,749.6897,7.701022,629.6948,0.39403415,20112138.0,100.0,0.0011685287,10.734333,4.745041,326.41909408569336,48273,2.1240187,412.68344,972.33435
22.025928,2700,87.94954,,1.4495849e-06,[ 1.113  0.732  0.512  0.837 -0.672],1.6734207,0.75258577,-113.32259490438616,27,100,19.67,-3.774643,6.273762,53.144943,0.756394,482.82538,0.09088662,1060492.6,100.0,0.007237695,2.4166343,5.336151,339.08305311203003,50240,1.2814646,402.1021,604.8251
4.308292,2800,87.80879,,-1.3275147e-05,[ 1.084  0.712  0.514  0.872 -0.666],1.4163655,0.7110235,-112.60372083558212,28,100,18.82,-3.659996,1.7710348,2.1937497,0.23007014,458.46936,0.044680063,124755.17,100.0,0.056851868,0.80433524,4.2164764,351.3535866737366,52122,1.0877451,427.25534,539.6696
4.2184763,2900,87.07828,,-2.2125244e-06,[ 1.14   0.713  0.522  0.87  -0.708],1.3432459,0.7139791,-111.52791222198518,29,100,17.93,-3.446518,1.2106731,2.4327474,0.21325745,466.29068,0.040781036,51703.414,100.0,0.09551799,0.4733777,3.8326645,363.70388102531433,53915,1.0544153,449.6668,549.38446
12.121952,3000,87.05113,,-6.2561035e-06,[ 1.128  0.714  0.541  0.874 -0.705],1.354141,0.703217,-110.99524215838852,30,100,17.6,-3.3243256,3.1155097,19.148476,0.4406995,525.2041,0.06153386,555978.0,100.0,0.023392722,1.54447,2.9669724,376.6411473751068,55675,1.2153081,452.3736,634.4258
3.4122338,3100,87.012505,,5.9509275e-06,[ 1.122  0.711  0.511  0.815 -0.716],1.3930001,0.7024957,-111.33558305927644,31,100,17.55,-3.3906097,1.3428934,2.56529,0.2132179,491.24655,0.040163856,66732.79,100.0,0.13857931,0.5333265,3.1678467,388.1309232711792,57430,1.0702558,463.78452,569.8117
104.21492,3200,87.40999,,-1.0681152e-06,[ 1.116  0.726  0.499  0.796 -0.717],1.4932662,0.7216801,-111.79219289122857,32,100,18.59,-4.0174103,157.75844,2347.3125,16.936098,1085.7063,0.5760157,25859274.0,100.0,0.00040821964,11.758286,3.6535873,399.89555287361145,59289,3.1001105,428.23712,1424.1847
8.719749,3300,86.92208,,-3.7384034e-06,[ 1.19   0.769  0.5    0.84  -0.697],1.5625163,0.72566897,-111.44041761570938,33,100,17.67,-2.9286728,2.9864664,7.774239,0.29022983,510.8929,0.04914077,397584.94,100.0,0.0319673,1.358571,4.064003,412.7679510116577,61056,1.155484,455.70718,604.02325
44.533173,3400,88.12346,,6.4849855e-06,[ 1.227  0.79   0.508  0.858 -0.693],1.6083585,0.77343625,-113.42750380770818,34,100,19.8,-3.7249985,13.558437,162.8328,2.1050851,568.3283,0.19599453,4663182.0,100.0,0.009271077,5.008038,3.6665573,425.79440927505493,63036,1.6897126,393.29987,772.8239
26.635126,3500,87.96213,,-1.9073486e-06,[ 1.189  0.808  0.524  0.94  -0.646],1.3760606,0.8067153,-112.68426799293144,35,100,18.96,-2.9259033,3.5363247,13.47694,0.4520702,511.4188,0.07049319,943170.44,100.0,0.014430855,2.3916368,2.8174057,437.1904294490814,64932,1.3542509,420.72986,642.9348
22.329355,3600,87.16885,,-3.0517577e-07,[ 1.112  0.874  0.514  0.942 -0.612],1.3653879,0.80281407,-111.45941518802255,36,100,18.07,-3.0608673,3.9009206,19.207138,0.40685183,527.733,0.058132503,559677.25,100.0,0.016619628,1.6258405,3.9254074,450.2103168964386,66739,1.2497233,442.25595,635.2984
6.1350327,3700,87.905174,,-3.5858154e-06,[ 1.131  0.913  0.5    0.96  -0.616],1.3728698,0.8125231,-112.56174592917242,37,100,18.83,-3.206749,1.7753699,6.183363,0.25967067,461.50958,0.04881031,152891.92,100.0,0.1693165,0.8461859,2.6359253,462.03171706199646,68622,1.1151937,424.19525,550.49133
57.032272,3800,87.57109,,2.1362305e-06,[ 1.12   0.909  0.474  0.921 -0.606],1.3771981,0.8847872,-112.33637318020703,38,100,18.52,-2.846466,33.348614,1048.788,8.332312,691.4425,0.2847326,6761046.0,100.0,0.0044623604,5.920522,3.104576,475.06402707099915,70474,1.8411778,434.7245,891.44604
1800.6208,3900,88.22771,,-1.7547608e-06,[ 1.15   0.915  0.514  1.005 -0.534],1.2264054,0.91378224,-113.5828828031297,39,100,19.69,-2.9373474,14648.082,1278442.9,7580.7417,5085.4927,75.49149,5342017500.0,100.0,8.82626e-06,168.78148,2.7364502,488.31094694137573,72443,17.663887,403.23276,7739.543
5.465454,4000,86.99717,,8.239746e-06,[ 1.169  0.935  0.526  0.889 -0.505],1.6613874,0.8288119,-111.51034719492345,40,100,17.64,-2.9156952,1.8056955,2.7087228,0.2513615,517.60925,0.04697609,194088.56,100.0,0.07274471,0.9103541,5.46846,504.10403084754944,74207,1.1516333,459.4914,609.22577
9.069972,4100,87.58718,,5.340576e-07,[ 1.182  0.91   0.506  0.873 -0.59 ],1.4873632,0.8558382,-112.05404889249304,41,100,18.84,-3.2726974,2.1132662,6.184046,0.26539052,480.1624,0.048966095,241185.81,100.0,0.07202915,1.117461,2.7511673,516.3412883281708,76091,1.1785526,418.82916,575.42413
107.764145,4200,87.54329,,-7.2479247e-06,[ 1.184  0.943  0.493  0.885 -0.563],1.3372778,0.9094641,-111.71640541963929,42,100,18.3,-3.4197083,130.2067,516.8039,7.883461,1007.5241,0.5703732,30927978.0,100.0,0.0012241551,13.332082,4.002838,530.0752577781677,77921,3.0851219,438.97357,1424.5822
5.1409545,4300,87.29532,,8.69751e-06,[ 1.25   0.993  0.504  0.876 -0.509],1.4712995,0.8814953,-111.72760241831286,43,100,18.36,-2.659111,1.6776847,3.2088661,0.2676391,469.50122,0.051046323,170126.06,100.0,0.11144696,0.8980831,3.601204,542.4286031723022,79757,1.126641,437.114,564.22064
25.223595,4400,86.70605,,-3.890991e-06,[ 1.268  0.98   0.472  0.872 -0.537],1.547418,0.83239174,-110.74859433397606,44,100,17.33,-3.0143585,8.439408,77.10566,1.3584341,563.5808,0.11895639,2088012.9,100.0,0.007321338,2.8959062,4.129181,554.1413424015045,81490,1.3299896,467.422,704.77325
1877.8384,4500,86.89884,,2.2125244e-06,[ 1.301  0.973  0.463  0.791 -0.587],1.9116917,0.7903664,-110.87988617049969,45,100,17.66,-3.1345062,9077.707,235704.83,1241.9657,6840.1406,23.221182,7634960400.0,100.0,3.0817253e-05,184.577,4.7420273,566.668653011322,83256,18.968262,458.53906,9106.612
6.7384753,4600,87.031685,,-1.1062622e-05,[ 1.208  0.902  0.436  0.751 -0.629],1.7855449,0.77140164,-111.41208715786678,46,100,17.87,-2.7353363,2.0625885,4.8114142,0.28249946,532.22485,0.05127794,211181.66,100.0,0.019070737,0.95329845,5.2223206,579.5380036830902,85043,1.1948932,455.32678,618.74646
322.90836,4700,86.81916,,-7.6293944e-08,[ 1.184  0.898  0.41   0.703 -0.648],1.730185,0.7574755,-111.13283466129442,47,100,17.6,-3.078827,294.43262,12970.146,64.69442,1430.0623,1.0826916,193166780.0,100.0,1.833994e-05,29.819391,4.838814,591.9547784328461,86803,4.235765,462.51852,2072.7092
15.730431,4800,86.42907,,-2.3651123e-06,[ 1.159  0.843  0.434  0.74  -0.661],1.647871,0.6285138,-111.12329689578985,48,100,17.02,-3.0405273,2.3904688,7.6453834,0.32809442,672.5477,0.05683242,1218613.2,100.0,0.010171212,2.2002459,4.953491,604.1535375118256,88505,1.4803569,476.38937,796.9972
16.499418,4900,87.55786,,-4.196167e-06,[ 1.163  0.846  0.453  0.782 -0.79 ],1.4723172,0.6156917,-112.11467083234494,49,100,18.62,-3.2750626,2.3298423,16.191471,0.3336524,494.15363,0.05411707,482310.25,100.0,0.0599228,1.5845153,4.3207474,616.8514037132263,90367,1.2325867,422.11334,609.0653
20.430782,5000,87.17099,,8.087158e-06,[ 1.179  0.825  0.476  0.804 -0.803],1.7149811,0.60647637,-111.90132640637859,50,100,18.19,-3.3829346,10.799863,76.51386,1.091401,558.08575,0.097175136,1723335.0,100.0,0.0033940547,2.9091225,5.56398,628.2298550605774,92186,1.3703197,443.42792,683.4534
12.459651,5100,87.12935,,4.043579e-06,[ 1.204  0.852  0.502  0.832 -0.812],1.5028492,0.54493064,-111.48800538511634,51,100,17.94,-3.3361206,2.396484,5.0118546,0.2806954,490.53513,0.051067635,332473.47,100.0,0.015020556,1.2067794,4.961357,641.8999059200287,93980,1.123504,446.6993,584.7192
19.961014,5200,86.79129,,-1.0757446e-05,[ 1.125  0.867  0.484  0.843 -0.874],1.4575866,0.50438523,-110.88368801033111,52,100,17.52,-3.2708206,3.9350238,48.87153,0.5793177,583.3496,0.061931025,1479216.1,100.0,0.025503486,2.6258416,4.6717453,653.9098770618439,95732,1.3633522,459.4306,702.77014
39.25857,5300,87.28516,,1.0528564e-05,[ 1.13   0.84   0.512  0.854 -0.915],1.5969605,0.44429317,-111.86193944402444,53,100,18.36,-3.7697449,26.669477,365.4008,3.6558485,669.81635,0.20240968,4610697.5,100.0,1.073121e-05,4.624908,3.7971191,667.2159397602081,97568,1.7118729,439.07413,843.0984
2.4706388,5400,87.47947,,-9.231568e-06,[ 1.175  0.848  0.551  0.886 -0.975],1.7373961,0.4568972,-112.08911309920218,54,100,18.5,-3.1244888,1.1183945,1.3761917,0.19664405,445.27148,0.038491063,19794.25,100.0,0.33804637,0.3137831,4.026596,680.3632340431213,99418,1.0271435,434.933,519.26544
20.769978,5500,87.78289,,9.918213e-07,[ 1.175  0.839  0.557  0.886 -0.962],1.6724118,0.51037204,-112.04505621743958,55,100,19.12,-3.2071533,4.356949,17.865673,0.6091945,485.16266,0.09380494,1142313.6,100.0,0.059692014,2.3500874,4.786064,691.771999835968,101330,1.2677091,413.80402,607.707
11.7393,5600,87.64311,,4.196167e-06,[ 1.187  0.844  0.564  0.93  -0.909],1.4502724,0.46146905,-111.9407192471043,56,100,18.63,-3.60289,4.247185,27.444775,0.47482368,544.1348,0.06456262,773656.9,100.0,0.0040706466,1.9939083,3.8944626,703.7240474224091,103193,1.3412414,430.19604,657.7691
579.33685,5700,87.7359,,-1.9836425e-06,[ 1.226  0.863  0.55   0.942 -0.957],1.4880562,0.47815531,-112.16887996786124,57,100,18.59,-3.5078888,49.468105,540.6983,9.663361,1043.2964,0.6485187,163262100.0,100.0,0.00031112274,30.458736,3.6417618,714.9954063892365,105052,3.7667975,432.46985,1679.4728
15.409576,5800,88.37989,,-4.8065185e-06,[ 1.237  0.844  0.51   0.95  -0.941],1.490054,0.4173277,-113.88504545408334,58,100,20.2,-2.8621597,2.185089,6.216324,0.37116802,474.77405,0.06928514,400341.06,100.0,0.029673988,1.441573,3.6041718,726.6321337223053,107072,1.2875379,382.5605,593.1604
136.26108,5900,88.352036,,-5.41687e-06,[ 1.235  0.84   0.519  0.92  -1.002],1.5143325,0.39848474,-113.54506096759546,59,100,19.73,-2.7026596,33.881805,249.6011,3.1343884,683.164,0.27284303,32748930.0,100.0,0.0011948833,13.367208,3.3502502,740.2113633155823,109045,2.0954382,393.6776,948.6492
5.551675,6000,87.67316,,1.9836425e-06,[ 1.217  0.81   0.512  0.943 -1.02 ],1.4232099,0.4005879,-112.17978590289744,60,100,18.28,-3.114746,1.4468805,2.730996,0.25221136,474.94138,0.047593724,112865.86,100.0,0.09006877,0.7050761,3.3084488,752.669905424118,110873,1.116923,437.57407,570.56226
11.138701,6100,88.35979,,-4.577637e-06,[ 1.207  0.815  0.519  0.924 -1.018],1.4010556,0.4152219,-113.32582913270927,61,100,19.84,-3.5855331,4.111817,13.473213,0.3686995,445.45703,0.061530884,475437.9,100.0,0.019434614,1.6429006,3.2618332,765.290625333786,112857,1.1994795,391.77643,558.04736
30.203255,6200,87.11032,,6.5612794e-06,[ 1.172  0.798  0.52   0.905 -1.004],1.3291045,0.39452872,-110.97755953734176,62,100,17.58,-3.2653809,18.655394,116.71718,1.446442,582.45197,0.12329513,3194790.2,100.0,0.0045441864,3.9837375,2.7799149,777.448700428009,114615,1.4912949,455.50406,750.6717
23.172699,6300,86.95334,,-6.1798096e-06,[ 1.183  0.835  0.531  0.929 -1.024],1.4596726,0.37153134,-111.26326293949552,63,100,17.51,-3.2122269,9.885721,54.14216,0.9393557,624.85364,0.08869979,2271280.5,100.0,0.004210229,3.2440016,3.1273193,790.3735203742981,116366,1.4816862,468.65317,762.2884
71.2413,6400,87.18487,,-2.0599366e-06,[ 1.17   0.8    0.543  0.922 -1.047],1.3426238,0.3486299,-111.60977619633046,64,100,18.13,-3.4767532,17.617115,219.09354,2.3407748,729.65643,0.18174112,7445800.0,100.0,0.010068632,5.810417,4.5100327,803.3561069965363,118179,1.8389425,442.12726,911.413
6.090481,6500,87.09921,,-3.7384034e-06,[ 1.147  0.789  0.532  0.949 -1.07 ],1.288417,0.32342744,-111.7037353428546,65,100,17.9,-3.078354,1.4096259,2.4226,0.21787696,478.0822,0.04138657,114907.49,100.0,0.0759004,0.70839095,2.3236465,817.3826587200165,119969,1.0720721,452.13934,559.4922
19.993317,6600,87.788155,,3.2806397e-06,[ 1.126  0.784  0.538  0.94  -1.096],1.4092631,0.29956388,-112.4119745561222,66,100,18.63,-3.7041702,7.756803,13.793165,0.57034683,505.94287,0.08155767,1319876.0,100.0,0.0042808414,2.632194,2.6641235,828.5810589790344,121832,1.2849724,431.61768,629.8434
116.43568,6700,87.887115,,2.1362305e-06,[ 1.102  0.763  0.528  0.934 -1.119],1.335617,0.29680768,-112.78432655872678,67,100,19.14,-3.2114258,65.46122,374.04086,5.5180316,811.5781,0.34957704,25868736.0,100.0,0.00022975783,12.314045,4.109459,841.6366531848907,123746,2.5221047,414.0639,1140.6224
177.82678,6800,88.79868,,6.5612794e-06,[ 1.098  0.72   0.536  0.946 -1.122],1.4177955,0.31201077,-114.42263165459565,68,100,20.54,-3.6261063,71.30405,379.4615,5.0071263,824.518,0.34587735,16120090.0,100.0,0.000904771,10.968623,3.1598816,854.2757158279419,125800,2.787986,376.55148,1132.3661
25.732502,6900,87.949036,,8.69751e-06,[ 1.074  0.682  0.542  0.933 -1.107],1.2080439,0.26545617,-112.80763710570955,69,100,18.89,-3.5226746,8.424806,89.98765,1.3775339,576.8634,0.150377,2072698.1,100.0,0.0053487457,3.3066118,2.3350143,868.9139230251312,127689,1.552202,426.0088,733.7447
6.108226,7000,87.98868,,-3.967285e-06,[ 1.053  0.668  0.546  0.883 -1.153],1.2564023,0.26171866,-112.96231187987814,70,100,19.01,-3.5778275,1.4941909,3.6587586,0.2419825,463.70135,0.04677193,130540.625,100.0,0.13590981,0.8109787,2.8407211,880.4601233005524,129590,1.1311597,419.8479,552.847
3.1690757,7100,87.9093,,2.0599366e-06,[ 1.079  0.645  0.56   0.887 -1.157],1.4400179,0.2441403,-113.03744166824137,71,100,19.26,-3.578514,1.2562244,2.19765,0.21510722,430.79254,0.042617045,46015.938,100.0,0.20431513,0.49894667,2.2465668,893.539532661438,131516,1.0700482,409.4768,518.56213
6.1195984,7200,88.09514,,-9.918213e-07,[ 1.08   0.656  0.551  0.887 -1.175],1.3684893,0.2385885,-112.72770820402307,72,100,19.16,-4.0403137,1.3830451,2.3838997,0.24322048,426.99292,0.047614947,103727.86,100.0,0.14889733,0.70067275,2.8959198,905.2490365505219,133432,1.0570129,412.66833,516.2545
40.45497,7300,87.80882,,1.7623901e-05,[ 1.08   0.657  0.557  0.873 -1.18 ],1.5027916,0.20873986,-112.37319540546532,73,100,18.54,-3.6030731,11.539846,43.208344,1.1493934,598.618,0.13595171,3560240.5,100.0,0.0025136003,4.6345572,3.4280243,918.7867341041565,135286,1.6114044,433.64606,765.85187
14.649173,7400,87.65887,,2.2888183e-07,[ 1.08   0.683  0.566  0.86  -1.21 ],1.4168805,0.26116937,-112.29674779992301,74,100,18.72,-3.287735,2.885163,7.47819,0.33086833,478.79013,0.058824413,566235.5,100.0,0.0911704,1.6478345,4.186348,931.747251033783,137158,1.1507342,428.29816,572.7073
7.987715,7500,87.6232,,-8.392334e-06,[ 1.137  0.669  0.58   0.863 -1.158],1.4552857,0.25609893,-111.97086486273139,75,100,18.85,-3.5681992,1.8792168,2.9099536,0.2359989,432.07846,0.04541836,199826.81,100.0,0.074122705,1.0540736,3.1985397,944.3557221889496,139043,1.0810125,414.8012,527.0486
10.2836075,7600,87.53123,,6.8664554e-07,[ 1.139  0.648  0.582  0.856 -1.163],1.4511563,0.28278452,-111.8711545384006,76,100,18.46,-3.5755692,1.393923,2.8270679,0.21804187,478.77374,0.042096976,168599.44,100.0,0.2216044,0.9202315,3.590271,956.4553949832916,140889,1.1035635,436.61166,556.3362
34.3395,7700,87.725174,,9.918213e-07,[ 1.13   0.661  0.589  0.874 -1.136],1.5134761,0.2573242,-112.58607629585424,77,100,18.95,-3.7615967,5.86974,107.74611,0.92330253,545.2583,0.07456489,2050021.9,100.0,0.0005112461,3.3692772,3.941864,969.3142211437225,142784,1.410455,419.46222,672.43774
49.77423,7800,87.51518,,8.163453e-06,[ 1.104  0.655  0.609  0.896 -1.162],1.4006593,0.22150864,-111.81300764203465,78,100,18.22,-3.6027908,20.718523,44.0789,1.2269164,648.75323,0.13198087,7432347.0,100.0,0.0011545537,6.1160364,3.385765,980.9588131904602,144606,1.7379022,439.5419,837.2589
251.68138,7900,88.62393,,1.2969971e-06,[ 1.15   0.677  0.607  0.901 -1.197],1.6369189,0.20988387,-113.2517296599836,79,100,20.05,-3.8533096,23.650469,326.52966,6.481514,860.95154,0.55766135,68662850.0,100.0,0.0018074602,19.27095,4.9169693,994.6687738895416,146611,2.9490426,388.54504,1308.8943
15.514381,8000,87.707214,,3.967285e-06,[ 1.138  0.669  0.617  0.856 -1.209],1.5734488,0.20444351,-111.79209534984838,80,100,18.69,-4.391762,4.756567,28.438972,0.48775223,495.98343,0.068199664,661886.94,100.0,0.00179524,1.8626117,3.8305206,1007.8016083240509,148480,1.2378908,426.35724,607.1484
6.8364553,8100,87.14443,,-5.645752e-06,[ 1.133  0.648  0.615  0.825 -1.214],1.4896123,0.18637991,-111.80258204506282,81,100,18.03,-3.6094055,2.0730143,4.528632,0.2582617,479.7339,0.047372207,230740.12,100.0,0.07610418,1.0664946,2.648468,1020.415346622467,150283,1.1070949,448.916,567.081
2.1938343,8200,87.957,,5.340576e-06,[ 1.127  0.635  0.62   0.835 -1.233],1.5705649,0.16588494,-112.33481828954272,82,100,19.45,-3.6293106,1.1252599,1.2597696,0.20115922,412.27527,0.04043192,22718.416,100.0,0.3016204,0.3572316,3.7658234,1031.293883562088,152228,1.0267625,403.63513,490.22574
