MeanIW,InitialReturnMean,EmpiricalD2,InitialReturnMin,MaxIW,InitialReturnMax,EntropyCoefficient,EpThisIter,EpisodesSoFar,MaxD2w0t,Bound,MinIW,Iteration,ReturnStepMaxmin,Weights,TimeElapsed,MeanEntropy,ReturnMeanIW,InitialBound,StdIW,EpRewMean,MinD2w0t,EpLenMean,InitialReturnStd,J_sample_variance,ReturnStepMax,TimestepsSoFar,StdD2w0t,MeanD2w0t
1.1246418,-8.392334e-07,1.8088768,-4.2458878,8.380979,8.967598,10.0,100,1800,3.631692,538.0579,0.09488984,18,86.59497,[-0.698  0.824 -0.834  0.011 -0.341],176.44587421417236,1.0410445,603.83734,490.2358,0.93172896,-108.71518939933212,,17.04,2.9291198,218445.88,100.0,30553,0.27057818,0.04768625
1.3866256,-3.8146973e-07,5.033824,-3.8915863,19.082638,10.53672,10.0,100,1900,16.945496,623.4947,0.010801642,19,86.38937,[-0.697  0.832 -0.833 -0.03  -0.378],185.18105387687683,1.0024096,751.1209,498.58694,2.4770513,-108.41259863919736,,16.71,2.9108202,1645332.5,100.0,32224,0.6914695,0.10025501
1.8046075,-4.653931e-06,15.102818,-4.0442123,33.60303,8.684998,10.0,100,2000,52.03837,797.59863,0.0055821575,20,86.28356,[-0.685  0.788 -0.9   -0.064 -0.417],195.3396737575531,1.0147692,965.68756,506.35648,4.547621,-108.36606219876609,,16.57,2.8923993,5202609.0,100.0,33881,1.7098776,0.17488724
1.6546556,5.8746336e-06,12.201785,-4.1690445,66.011024,8.200012,10.0,100,2100,197.22133,737.1934,0.0016372337,21,86.4063,[-0.69   0.778 -0.868 -0.027 -0.404],205.98323917388916,0.9818952,874.37024,498.8619,6.505892,-108.02598243246116,,16.67,2.4950905,10526393.0,100.0,35548,2.6475475,0.14992498
1.0354736,-3.2043456e-06,1.1783253,-3.8399658,2.5663354,10.413399,10.0,100,2200,1.3336947,531.48895,0.34402847,22,85.987,[-0.716  0.791 -0.798 -0.085 -0.437],216.7226800918579,0.9825847,589.3709,516.2252,0.35957697,-108.37924474893113,,16.19,2.502286,33912.23,100.0,37167,0.18540639,0.03386378
1.1872602,2.5939942e-06,2.1345813,-4.223938,8.975131,9.454071,10.0,100,2300,6.4964857,585.5136,0.08357478,23,86.10044,[-0.728  0.77  -0.804 -0.091 -0.436],224.63238954544067,0.96774185,660.71387,514.12256,1.2996591,-107.9669763143076,,16.26,2.601936,434877.47,100.0,38793,0.29591152,0.049083974
1.1562716,9.155273e-07,2.7650318,-3.5793152,14.199518,8.611923,10.0,100,2400,5.1474266,579.8143,0.05738624,24,85.94809,[-0.784  0.788 -0.78  -0.14  -0.451],234.3031611442566,0.9712326,659.45123,522.6916,1.3559808,-108.23510472418067,,16.13,2.4540956,539572.75,100.0,40406,0.3546904,0.060391504
10.252217,-7.6293946e-07,1682.7087,-4.209961,2565.3499,10.288734,10.0,100,2500,15398.655,3617.754,0.00012301652,25,86.29247,[-0.758  0.793 -0.727 -0.148 -0.448],243.47907066345215,1.0105937,5487.01,500.48932,97.3317,-108.0188484459282,,16.54,2.9624636,2631532500.0,100.0,42060,241.3454,11.389072
1.1034645,-1.2969971e-05,1.6223215,-4.213806,4.6837435,7.885521,10.0,100,2600,7.687313,561.4733,0.05677314,26,86.07886,[-0.789  0.83  -0.756 -0.205 -0.408],257.12614941596985,0.9820865,625.2317,516.78326,0.7265251,-108.07138090568164,,16.24,2.5343368,151014.33,100.0,43684,0.25658116,0.043684125
6.278395,-1.1672973e-05,687.6303,-3.740715,427.2528,5.9020157,10.0,100,2700,3303.1396,2129.1033,2.6525436e-06,27,86.20487,[-0.763  0.815 -0.774 -0.166 -0.437],266.7214300632477,0.89746946,3123.8538,509.22305,43.987625,-108.16397571816296,,16.41,2.330863,447522560.0,100.0,45325,45.754482,2.0924966
1.1137955,-5.340576e-06,1.3449087,-4.3946457,4.6003146,8.42762,10.0,100,2800,1.9825243,538.1523,0.2973296,28,86.59538,[-0.855  0.685 -0.817 -0.185 -0.521],280.2382755279541,0.9535798,600.07733,489.45023,0.63175666,-108.14203128606711,,16.88,3.0586147,99112.63,100.0,47013,0.2199196,0.040717863
5.794668,4.9591063e-06,163.23605,-3.504509,549.35895,7.6878204,10.0,100,2900,4085.6304,2014.8481,0.00196358,29,86.160065,[-0.805  0.639 -0.833 -0.191 -0.465],291.56910729408264,0.99426377,3130.884,512.0517,49.44856,-108.34884476690156,,16.33,2.3402214,698995460.0,100.0,48646,69.97674,3.0626662
1.1945469,-1.0070801e-05,2.1790445,-3.6654434,12.572529,8.290733,10.0,100,3000,4.3349276,614.1322,0.036583483,30,85.76343,[-0.829  0.572 -0.957 -0.136 -0.425],303.66515135765076,0.97657025,689.7904,532.1661,1.3926213,-107.84637006107965,,15.83,2.5886145,573265.56,100.0,50229,0.31692988,0.051110204
1.1165333,-4.9591063e-06,3.3798716,-4.0871277,9.068374,7.466072,10.0,100,3100,5.0459557,565.69275,0.019630192,31,85.958145,[-0.814  0.549 -0.976 -0.185 -0.442],313.5398426055908,0.9042948,637.40106,523.0495,1.5686382,-107.61819219835425,,16.07,2.4959025,641686.56,100.0,51836,0.30960292,0.051589396
1.5732493,1.2969971e-06,11.973798,-4.0064545,34.2356,8.28212,10.0,100,3200,87.789856,716.4757,0.002787631,32,86.21235,[-0.857  0.484 -1.01  -0.189 -0.515],322.2059829235077,0.85873765,866.8619,508.52832,3.7568178,-108.15150221531026,,16.46,2.7593143,3754296.5,100.0,53482,1.939387,0.18536238
1.1552297,1.15966795e-05,2.1140225,-3.8050613,6.950324,6.817215,10.0,100,3300,11.3181925,620.47705,0.032603145,33,85.3618,[-0.853  0.51  -0.925 -0.218 -0.56 ],333.6044816970825,0.8547961,690.595,550.6293,0.93167007,-107.80686882558685,,15.39,2.2871542,277701.84,100.0,55021,0.3455838,0.04907667
2.109096,3.0517579e-06,81.34674,-4.311142,138.09045,7.7471848,10.0,100,3400,404.81082,899.62524,0.0009681375,34,86.24983,[-0.849  0.5   -0.96  -0.177 -0.564],342.6015543937683,0.90189713,1127.2711,507.3502,8.114034,-107.41662045710224,,16.38,3.1247,16900032.0,100.0,56659,5.808316,0.34896094
2.621705,-4.8828124e-06,82.5444,-4.4668045,164.85303,8.279205,10.0,100,3500,948.2499,897.4196,0.00069360016,35,86.66218,[-0.893  0.456 -0.938 -0.204 -0.517],353.76894330978394,0.83267266,1317.5367,486.25327,16.336998,-108.34096579503284,,17.08,2.8564243,61323916.0,100.0,58367,11.013191,0.6618617
1.2219312,5.7983398e-06,2.9920762,-3.7159805,20.104683,7.206131,10.0,100,3600,9.357835,627.31757,0.012324985,36,85.80296,[-0.838  0.496 -0.928 -0.097 -0.586],364.0647804737091,0.80142236,708.03217,530.2072,1.3937706,-107.92456534871135,,15.9,2.399408,605012.6,100.0,59957,0.43072075,0.064613014
1.7430869,6.942749e-06,38.331966,-3.4873886,104.8996,7.3919907,10.0,100,3700,61.39203,740.71735,0.00015373765,37,85.87779,[-0.835  0.481 -0.96  -0.036 -0.618],373.30782985687256,0.7461064,936.02466,524.0955,10.2506695,-108.58765603535899,,16.1,2.385001,24998840.0,100.0,61567,2.1686976,0.20910244
1.2460834,-4.7302246e-06,5.03819,-3.6120224,9.23584,7.6614227,10.0,100,3800,13.529078,616.70197,0.03085686,38,85.98626,[-0.887  0.442 -0.942 -0.045 -0.673],384.9398272037506,0.7631441,698.91797,518.4865,1.758483,-108.31710933872476,,16.19,2.359646,790644.2,100.0,63186,0.44419146,0.061931863
1.71087,2.7465821e-06,25.551826,-3.5981445,59.459885,7.932289,10.0,100,3900,82.34944,782.5024,0.0030646124,39,85.89977,[-0.943  0.442 -0.917 -0.063 -0.656],394.9676218032837,0.77543974,954.5945,522.385,5.6440516,-108.48907402129649,,16.12,2.628559,8477668.0,100.0,64798,1.8740053,0.1749516
1.9528288,2.8991699e-06,22.365652,-3.6427536,34.74533,8.9189,10.0,100,4000,86.34197,922.0594,0.018377108,40,85.89283,[-0.909  0.485 -0.919 -0.075 -0.643],405.07093620300293,0.81103534,1065.8463,523.3069,4.606484,-108.02491299637256,,16.04,2.7145844,5447363.0,100.0,66402,1.4960241,0.12616877
1.2113101,-4.8828124e-06,2.9910388,-4.312195,10.868389,7.1700516,10.0,100,4100,18.91992,616.756,0.006300368,41,85.74172,[-0.961  0.42  -0.941 -0.097 -0.608],415.74115920066833,0.7839758,699.1752,531.69617,1.5352222,-107.54128495312449,,15.81,2.5134275,680327.25,100.0,67983,0.46837807,0.06733244
1.3071465,6.942749e-06,3.5507739,-4.826187,14.679051,7.323204,10.0,100,4200,16.534336,633.41565,0.011420554,42,86.12499,[-0.952  0.445 -0.899 -0.152 -0.635],425.52063941955566,0.7739774,718.33356,512.80945,2.1055527,-107.62374750979978,,16.25,2.5264347,1127690.9,100.0,69608,0.3640719,0.056433495
2.0627065,-4.119873e-06,24.69724,-4.7860565,79.08615,7.5016327,10.0,100,4300,86.38534,886.5091,0.00023680393,43,86.37722,[-0.873  0.484 -0.866 -0.12  -0.645],435.6765546798706,0.75846225,1095.3846,499.2318,5.5526595,-107.70032287247837,,16.58,2.8612373,7595468.5,100.0,71266,1.7548807,0.19174683
1.3217155,4.119873e-06,11.63535,-4.3551025,100.2454,8.834732,10.0,100,4400,55.985973,628.7882,0.0007526191,44,86.22456,[-0.874  0.462 -0.823 -0.128 -0.66 ],447.1370646953583,0.7866332,735.5576,506.65137,4.5345826,-107.91622500217149,,16.44,3.042459,5760751.0,100.0,72910,1.0231181,0.10182549
1.1144075,-7.6293946e-07,2.6404693,-4.650757,9.612833,7.992218,10.0,100,4500,9.071552,544.57117,0.08331857,45,86.342545,[-0.88   0.433 -0.796 -0.156 -0.632],458.4665822982788,0.80128187,616.0079,501.21884,1.3343462,-107.93118542535844,,16.59,2.9211998,474011.8,100.0,74569,0.34752947,0.05454337
1.212015,-4.5776366e-07,2.0747204,-3.703041,10.860685,5.6399918,10.0,100,4600,6.8231564,633.3073,0.10185011,46,85.671524,[-0.868  0.427 -0.834 -0.131 -0.618],465.9621033668518,0.80571353,705.9754,534.9183,1.189682,-108.00366077058563,,15.79,2.1801536,440178.9,100.0,76148,0.31624964,0.0513892
5.367691,-7.6293946e-07,1392.0833,-4.014023,482.27728,7.824707,10.0,100,4700,11893.123,1962.4739,0.00021471818,47,85.94352,[-0.828  0.447 -0.806 -0.098 -0.613],476.6077709197998,0.8606546,2788.411,521.3828,47.254143,-107.68199706534728,,16.05,2.575348,559974000.0,100.0,77753,110.841515,3.626255
1.0248225,1.6784668e-06,1.0985333,-4.677437,2.3397188,7.888344,10.0,100,4800,1.2752328,520.597,0.4507956,48,86.22759,[-1.067  0.43  -0.837 -0.068 -0.558],487.8368492126465,0.85884076,573.0557,507.91742,0.290799,-107.73915246095822,,16.41,2.9938784,21966.906,100.0,79394,0.1842514,0.033910267
1.3946531,9.689331e-06,9.458079,-5.049759,25.078588,7.901001,10.0,100,4900,48.11427,638.0867,0.0045735505,49,86.43906,[-1.084  0.45  -0.838 -0.05  -0.56 ],497.40183424949646,0.873056,743.7417,498.52118,3.181671,-107.48727728085325,,16.62,2.7812326,2456112.0,100.0,81056,0.81635356,0.0902554
1.1875474,-1.2893677e-05,3.5777252,-4.055191,15.160614,6.170059,10.0,100,5000,7.9841084,583.1242,0.0024868026,50,85.95881,[-1.099  0.434 -0.795 -0.08  -0.546],507.3661847114563,0.7880447,671.2838,523.6902,2.0647295,-107.86242814758721,,16.06,2.2193046,1160262.5,100.0,82662,0.4342612,0.07185159
1.0877805,8.010864e-06,1.3264594,-4.193413,4.0226207,6.091011,10.0,100,5100,1.8129053,544.73254,0.115107246,51,86.25162,[-1.101  0.459 -0.737 -0.075 -0.631],518.1130864620209,0.7480903,603.34924,507.31668,0.5793798,-108.06672003322983,,16.45,2.5720828,90350.61,100.0,84307,0.2110391,0.038557816
1.2466701,-7.400513e-06,4.163832,-3.9494019,12.152489,7.416771,10.0,100,5200,10.55509,613.17474,0.010054186,52,86.04456,[-1.117  0.489 -0.721 -0.086 -0.671],526.588161945343,0.7463804,704.2917,518.4424,1.6263893,-108.09876860696663,,16.19,2.4892807,741071.1,100.0,85926,0.52131474,0.075249895
1.1178225,-5.41687e-06,1.693216,-3.9685974,5.6238594,7.972412,10.0,100,5300,4.820342,562.09265,0.086132824,53,86.18321,[-1.119  0.487 -0.746 -0.113 -0.673],536.192177772522,0.71532923,625.15326,509.0604,0.86373526,-108.260917539281,,16.42,2.59614,199752.44,100.0,87568,0.24254203,0.042891424
1.5234747,4.196167e-06,12.648945,-4.1999283,38.36318,5.5067215,10.0,100,5400,59.210423,704.9498,0.0031945568,54,86.05503,[-1.124  0.485 -0.724 -0.147 -0.704],545.4098126888275,0.63085943,829.74176,515.713,4.4910216,-108.23158132770226,,16.24,2.4223533,4784631.5,100.0,89192,1.0636123,0.10230856
1.3360481,7.400513e-06,2.7730596,-3.5425186,20.827187,7.067993,10.0,100,5500,17.890348,630.5517,0.02376333,55,86.10501,[-1.146  0.453 -0.702 -0.18  -0.788],556.8458309173584,0.6286653,750.3104,507.00357,2.0140502,-108.65915267627024,,16.37,2.3861945,1266261.4,100.0,90829,0.61917436,0.07578554
1.6780171,-4.9591063e-06,23.073948,-3.8415527,42.456818,8.168488,10.0,100,5600,60.294895,723.2782,0.005496429,56,86.164116,[-1.19   0.497 -0.66  -0.202 -0.79 ],567.2674610614777,0.6342734,914.3881,504.56958,5.226564,-108.11950463091495,,16.36,2.716449,6837834.5,100.0,92465,1.8502883,0.1889905
4.870876,6.408691e-06,334.90152,-4.383789,442.08395,9.037422,10.0,100,5700,5688.3384,1824.0494,1.3297191e-05,57,86.34163,[-1.193  0.467 -0.643 -0.192 -0.785],575.9743504524231,0.5639826,2542.7424,498.8822,42.02523,-108.05348028703665,,16.6,2.8830006,454001380.0,100.0,94125,76.08166,3.2775126
1.499106,-1.2969971e-06,7.8010836,-3.8134842,42.007484,7.9964523,10.0,100,5800,57.95524,668.7527,0.008072038,58,86.13838,[-1.174  0.441 -0.73  -0.17  -0.855],589.8887724876404,0.5487723,834.1521,508.4243,4.854152,-108.01186328704468,,16.33,2.564581,6776568.0,100.0,95758,1.0448704,0.13372386
1.3174607,1.3732911e-06,2.508158,-3.9709854,28.69006,6.661133,10.0,100,5900,8.000242,654.6602,0.015356732,59,86.141014,[-1.153  0.406 -0.787 -0.177 -0.87 ],599.3505935668945,0.52441525,736.9414,511.61823,1.9447187,-108.23881804446104,,16.33,2.6244426,1085399.6,100.0,97391,0.38696226,0.06053504
1.33118,4.119873e-06,7.2456927,-3.9184341,21.813469,6.6478043,10.0,100,6000,23.78025,629.0192,0.0010484003,60,86.2058,[-1.155  0.438 -0.764 -0.141 -0.895],610.3320915699005,0.4997746,729.7493,506.23608,2.6877084,-108.3820548195875,,16.48,2.489519,1838444.8,100.0,99039,0.63021624,0.08537744
1.6393497,-3.3569336e-06,34.978683,-4.194275,51.626373,8.214668,10.0,100,6100,396.9582,712.5628,0.004419947,61,86.12387,[-1.176  0.391 -0.787 -0.129 -0.919],618.564240694046,0.5104198,885.8278,509.07187,5.7077417,-107.98150593549234,,16.32,2.955744,8267151.5,100.0,100671,3.558184,0.20739917
1.1427404,9.689331e-06,1.9276353,-3.4314728,7.4507527,8.191063,10.0,100,6200,6.064996,592.2879,0.04699648,62,85.612274,[-1.142  0.406 -0.815 -0.104 -0.909],629.2948548793793,0.50514275,666.51764,533.762,1.026469,-107.82543218008703,,15.7,2.3591805,322367.1,100.0,102241,0.26242527,0.044437394
1.2318794,1.6784668e-06,3.58591,-3.911003,18.074682,8.382713,10.0,100,6300,7.8611736,627.91656,0.008270963,63,85.7331,[-1.162  0.379 -0.834 -0.131 -0.914],639.4771294593811,0.48331687,710.1007,528.3912,1.9777473,-107.7754282526929,,15.82,2.8741918,1066605.8,100.0,103823,0.3368804,0.05405716
1.6572009,-8.392334e-07,11.697387,-4.355095,32.65176,7.9443054,10.0,100,6400,55.651855,739.32916,0.00076626637,64,86.371506,[-1.175  0.325 -0.863 -0.138 -0.936],650.0686922073364,0.41847527,890.17004,496.29358,4.5446687,-108.07909638218534,,16.66,2.8637328,5333608.5,100.0,105489,1.1801243,0.13180904
1.9972135,-9.765625e-06,65.01305,-3.7854614,105.08283,6.158844,10.0,100,6500,753.0737,777.6198,1.2101314e-06,65,86.08713,[-1.226  0.371 -0.877 -0.129 -1.   ],661.767872095108,0.28823575,1077.4955,513.60254,7.362559,-108.33668644258678,,16.26,2.3190622,13749039.0,100.0,107115,6.698434,0.39433274
1.3935262,4.9591063e-06,6.622412,-3.9038773,16.658846,8.42524,10.0,100,6600,34.879738,681.8289,0.006114737,66,85.73402,[-1.193  0.456 -0.823 -0.122 -1.131],670.9793028831482,0.26524994,794.03186,525.78485,2.3658512,-107.93172703121004,,15.85,2.8231938,1525594.4,100.0,108700,0.57830566,0.068609744
1.0821232,-4.577637e-06,1.5282245,-3.974289,4.0127125,5.4879227,10.0,100,6700,1.7696159,543.0499,0.09524819,67,86.1139,[-1.184  0.509 -0.798 -0.102 -1.154],681.2681725025177,0.25378662,605.7532,507.2312,0.7069927,-108.15203317181712,,16.33,2.4235265,125901.93,100.0,110333,0.20028503,0.03645149
1.4169257,5.9509275e-06,6.301503,-4.138275,25.703552,8.457321,10.0,100,6800,47.226837,656.5863,0.015236128,68,86.284874,[-1.214  0.501 -0.804 -0.103 -1.165],690.0602345466614,0.22106718,759.4831,499.21204,2.7606325,-108.20907075452142,,16.54,2.6146958,1726404.2,100.0,111987,0.7924156,0.085528485
2.0610719,-9.07898e-06,40.57546,-4.4393845,91.69815,7.3214645,10.0,100,6900,801.86224,901.6501,0.0056310864,69,86.09016,[-1.241  0.509 -0.779 -0.136 -1.198],700.47070145607,0.2270513,1101.2032,508.1562,9.274814,-107.80742186712301,,16.25,2.6707902,21786158.0,100.0,113612,5.6283345,0.20367675
1.9679037,5.4931643e-06,26.503002,-4.4385986,101.699524,7.704361,10.0,100,7000,280.5463,858.01575,0.00030843995,70,86.20952,[-1.258  0.474 -0.788 -0.179 -1.192],712.2723617553711,0.23721635,1042.8334,503.8762,7.3554206,-107.65790533265188,,16.34,2.701662,13560904.0,100.0,115246,2.9421492,0.17300494
1.4553375,-6.6375733e-06,5.4335003,-3.7622604,19.77502,7.5931625,10.0,100,7100,14.500984,713.78394,0.010291485,71,85.936905,[-1.225  0.495 -0.785 -0.139 -1.182],724.8610026836395,0.23120387,809.6881,516.75244,2.959724,-108.26626827887692,,16.1,2.4876857,2284628.0,100.0,116856,0.42114565,0.059389625
1.6026493,-1.4038086e-05,32.22721,-4.288498,59.50376,7.569847,10.0,100,7200,69.99752,690.32074,0.0021240697,72,85.86785,[-1.252  0.459 -0.803 -0.151 -1.188],734.6260797977448,0.23145393,898.95746,518.229,6.6010094,-107.82790795071203,,15.98,2.7722967,11903139.0,100.0,118454,2.141387,0.2122139
3.649192,5.722046e-06,182.73543,-4.4255905,272.1893,7.3879623,10.0,100,7300,2171.6548,1359.6837,0.00082426466,73,86.09769,[-1.239  0.478 -0.817 -0.153 -1.187],743.0980093479156,0.2227699,1947.3859,509.6461,26.758726,-107.70964418289583,,16.23,2.9077969,195976320.0,100.0,120077,27.019884,1.6404451
1.6078153,-5.645752e-06,22.731997,-4.0933075,39.5572,8.250351,10.0,100,7400,158.23196,735.3072,0.0032180604,74,85.82646,[-1.187  0.475 -0.822 -0.102 -1.196],755.9577805995941,0.20097731,898.35333,520.77155,4.5976005,-107.9708961817794,,15.96,2.48233,5641381.5,100.0,121673,1.9276068,0.13532926
1.5597519,-2.5177003e-06,18.37284,-4.2417755,29.334524,6.323967,10.0,100,7500,34.93301,680.92114,0.006082786,75,86.29199,[-1.188  0.43  -0.825 -0.121 -1.218],767.8133587837219,0.20434816,835.1831,499.8582,4.1254983,-107.8339980118024,,16.46,2.542134,4113948.8,100.0,123319,1.1883174,0.1386681
1.262487,-3.1280517e-06,9.132877,-4.0421677,37.669685,8.439148,10.0,100,7600,24.152603,576.9372,0.008643881,76,86.07912,[-1.199  0.411 -0.813 -0.124 -1.215],777.0011186599731,0.17772113,697.0444,508.5279,3.9313564,-108.06310297330256,,16.27,2.6938746,3644478.5,100.0,124946,0.6845276,0.08792994
1.3402183,5.264282e-06,10.681927,-4.044304,22.160204,7.7062836,10.0,100,7700,17.11174,605.6078,0.005382485,77,86.14933,[-1.204  0.443 -0.816 -0.117 -1.241],787.0379359722137,0.17613679,730.7606,503.9091,2.9654539,-107.88574560808581,,16.33,3.0498374,2200062.5,100.0,126579,0.7170187,0.09151221
2.6317568,1.9073486e-06,65.71108,-4.161255,176.05063,7.861862,10.0,100,7800,1536.685,879.2788,0.005071393,78,86.37969,[-1.18   0.468 -0.812 -0.119 -1.243],797.2321631908417,0.18981856,1336.7214,491.34894,17.16376,-108.36997220632696,,16.72,2.732414,66138380.0,100.0,128251,17.670074,0.762778
1.2646992,-1.2969971e-06,3.6889503,-4.268242,9.272298,7.143257,10.0,100,7900,7.7186384,592.92004,0.007945362,79,86.383965,[-1.191  0.477 -0.789 -0.169 -1.229],807.8985178470612,0.16875955,684.7533,491.89035,1.5052273,-108.37413278568769,,16.71,2.817872,569894.25,100.0,129922,0.42335546,0.065055504
1.1069225,8.163453e-06,1.4436939,-4.129936,6.2830114,8.750893,10.0,100,8000,1.8845717,549.8299,0.160971,80,86.20866,[-1.184  0.483 -0.797 -0.181 -1.25 ],817.0234162807465,0.19157058,614.9698,501.62946,0.88468957,-108.01473414389392,,16.43,2.9559755,206314.62,100.0,131565,0.21635064,0.03952612
