Iteration,EpThisIter,StdIW,InitialBound,TimeElapsed,ReturnMeanIW,InitialReturnMean,MeanD2w0t,EpisodesSoFar,J_sample_variance,EpRewMean,ReturnStepMax,InitialReturnStd,MeanEntropy,Bound,StdD2w0t,MaxIW,ReturnStepMaxmin,EmpiricalD2,MinIW,TimestepsSoFar,Weights,InitialReturnMax,MinD2w0t,MaxD2w0t,EpLenMean,InitialReturnMin,MeanIW
410,100,0.06001485,-189.63124,4848.403281211853,128.52043,-1.2969971e-06,0.108761914,41000,255.43872,-105.98272954948179,100.0,14.32185,1.5771229,-188.90205,0.3117374,1.1827118,95.09352,1.0035628,0.85473466,1898836,[-1.042 -1.376 -0.723 -1.002  0.158],39.834763,,1.0080144,54.26,-23.25885,1.0112939
411,100,0.10962858,-190.88498,4860.912979841232,127.59829,1.411438e-06,0.11183373,41100,299.8128,-105.98148232563761,100.0,12.273635,1.572342,-189.22928,0.31656545,1.3706424,95.179474,1.010637,0.68397164,1904384,[-1.038 -1.382 -0.723 -1.007  0.158],24.456093,,1.0235195,55.48,-23.328522,1.0278043
412,100,0.121588185,-188.12146,4874.392217874527,122.904724,2.784729e-06,0.11319818,41200,312.5921,-104.89840081621469,100.0,13.84707,1.5816269,-187.24454,0.31785294,1.6440089,95.27226,1.0101137,0.7771964,1910012,[-1.029 -1.38  -0.715 -1.009  0.153],32.75276,,1.0183446,56.28,-26.276009,1.0204505
413,100,0.089812964,-199.087,4887.133634328842,122.70215,-6.1035155e-07,0.11385216,41300,312.57446,-105.96343754516961,100.0,14.490646,1.588199,-198.03198,0.31827933,1.3931618,95.263626,1.0069119,0.833382,1915684,[-1.029 -1.38  -0.714 -1.01   0.163],46.67232,,1.0187061,56.72,-26.718628,1.0207361
414,100,0.07033592,-189.21857,4899.957153081894,122.03524,1.2207031e-06,0.11357838,41400,229.51886,-105.75271770374432,100.0,12.338984,1.5937295,-188.5037,0.31776747,1.309444,95.26579,1.0045886,0.84379673,1921348,[-1.024 -1.384 -0.715 -1.013  0.169],33.89173,,1.0088018,56.64,-24.124817,1.0108517
415,100,0.10136801,-200.7095,4912.4654903411865,121.99967,-2.8991699e-06,0.11376158,41500,312.4343,-104.20180138005318,100.0,15.984288,1.58661,-199.35196,0.31863087,1.3431551,95.3134,1.010157,0.73753726,1927001,[-1.017 -1.385 -0.713 -1.013  0.175],50.884636,,1.0221833,56.53,-26.237171,1.0274605
416,100,0.14198606,-193.51535,4925.006487369537,125.2604,-3.8146973e-07,0.11276461,41600,479.02625,-105.24254149346258,100.0,14.265609,1.5966737,-192.09366,0.31781223,1.5641179,95.23529,1.0142107,0.7171301,1932592,[-1.022 -1.382 -0.716 -1.012  0.168],41.868225,,1.0292366,55.91,-24.903534,1.0291698
417,100,0.080024734,-195.1817,4937.136032581329,123.853004,-1.0681152e-06,0.112523615,41700,288.99307,-104.90101121088455,100.0,14.256978,1.5934248,-193.69138,0.31677485,1.3241408,95.254875,1.0069491,0.84469,1938194,[-1.021 -1.385 -0.715 -1.015  0.178],39.002953,,1.0172813,56.02,-27.486977,1.0238806
418,100,0.048187822,-173.50371,4948.493008136749,137.67291,-1.3732911e-06,0.103232265,41800,189.87971,-106.18472052398747,100.0,11.924682,1.594645,-173.12558,0.30451152,1.1866674,94.87952,1.0021257,0.91236377,1943348,[-1.019 -1.374 -0.711 -1.009  0.174],24.537033,,1.0062928,51.54,-20.453377,1.0045826
419,100,0.0768693,-193.76581,4960.55250120163,124.74928,-4.5013426e-06,0.11229248,41900,205.85588,-106.41173165630534,100.0,13.586082,1.5967783,-192.97792,0.31641588,1.2628001,95.194824,1.00613,0.7999665,1948941,[-1.018 -1.37  -0.707 -1.008  0.176],29.481491,,1.0118071,55.93,-23.980637,1.0178442
420,100,0.12071525,-175.08493,4971.778861284256,143.22697,7.6293946e-07,0.102135584,42000,247.75742,-106.63095550272648,100.0,14.122148,1.5992151,-173.23302,0.30399314,1.3958589,94.7953,1.0146369,0.7776229,1954013,[-1.018 -1.367 -0.71  -1.006  0.178],38.43582,,1.027523,50.72,-19.960068,1.0318875
421,100,0.06013647,-183.47986,4983.605599164963,136.65431,1.5640259e-06,0.10495672,42100,226.0559,-107.37164540459202,100.0,12.409091,1.6002622,-182.78853,0.30694565,1.2156801,94.89715,1.0038375,0.8822226,1959247,[-1.008 -1.359 -0.708 -1.002  0.18 ],38.07569,,1.0077289,52.34,-20.689049,1.0088394
422,100,0.03584412,-182.989,4995.060985088348,128.79623,4.997253e-06,0.10843205,42200,193.62515,-106.30133909590597,100.0,13.254529,1.5990083,-182.73587,0.3110755,1.0925368,95.07529,1.001426,0.8681831,1964664,[-1.013 -1.355 -0.711 -0.997  0.181],33.620914,,1.0031207,54.17,-21.937592,1.0017533
423,100,0.043495584,-187.00378,5005.99498796463,128.95255,-2.3651123e-06,0.10854076,42300,191.40906,-106.10171951310308,100.0,13.217605,1.6006808,-186.47284,0.3113194,1.1787115,95.08409,1.0026718,0.9109657,1970083,[-1.009 -1.359 -0.71  -1.     0.18 ],36.854942,,1.0073091,54.19,-23.080925,1.0091527
424,100,0.06383485,-168.34547,5015.657721281052,143.36081,6.3323973e-06,0.10084393,42400,201.22403,-106.21160164421673,100.0,11.972702,1.6012627,-167.40201,0.3017258,1.2354276,94.77184,1.0050312,0.8772673,1975107,[-1.001 -1.357 -0.706 -1.001  0.182],23.591812,,1.0123435,50.24,-21.245575,1.0125585
425,100,0.09396135,-171.09335,5025.415235519409,140.92685,-6.752014e-06,0.10277947,42500,367.94183,-107.09780329809409,100.0,13.601075,1.602458,-169.77026,0.30422688,1.3299284,94.81813,1.0060668,0.80116284,1980229,[-1.    -1.351 -0.7   -1.001  0.182],37.67602,,1.014089,51.22,-25.801163,1.0165166
426,100,0.06964718,-191.69357,5036.040908813477,122.32781,-1.9454956e-06,0.114280134,42600,265.0999,-106.52224377014682,100.0,14.081816,1.5967607,-190.90149,0.31881604,1.2084489,95.25778,1.0059829,0.8201195,1985922,[-1.013 -1.357 -0.706 -1.003  0.183],31.188137,,1.0124416,56.93,-27.299065,1.0138896
427,100,0.13999136,-184.56639,5046.245431900024,133.0382,-6.5994263e-06,0.1100358,42700,554.316,-106.98674419850212,100.0,14.043032,1.5907966,-181.86208,0.31487012,1.5384128,95.068115,1.0173867,0.7620717,1991364,[-1.016 -1.359 -0.71  -1.004  0.178],37.022713,,1.0474585,54.42,-22.22776,1.0406871
428,100,0.12530363,-170.89563,5055.984621763229,141.13858,-1.0299683e-06,0.10416953,42800,399.88763,-107.45214205065167,100.0,13.550447,1.5983075,-169.0261,0.30689564,1.491869,94.84003,1.0163633,0.75240135,1996530,[-1.01  -1.347 -0.7   -0.997  0.172],43.586426,,1.0289218,51.66,-21.763199,1.0298675
429,100,0.05110879,-184.15054,5066.150593280792,132.57431,2.5558472e-06,0.10689943,42900,212.77217,-106.9587008544761,100.0,13.123291,1.5980333,-183.58249,0.3092981,1.176763,94.9903,1.0029341,0.90174663,2001865,[-1.003 -1.341 -0.7   -0.994  0.179],35.070763,,1.0082047,53.35,-20.870544,1.009394
430,100,0.09256188,-169.7905,5075.599389076233,145.48788,-4.7683716e-06,0.09954269,43000,270.5252,-106.22826789405657,100.0,12.768487,1.5992892,-168.9833,0.30006748,1.3503222,94.714005,1.0074538,0.79467833,2006822,[-1.    -1.334 -0.695 -0.992  0.179],47.91359,,1.0168545,49.57,-23.475876,1.0161848
431,100,0.0980465,-162.8122,5085.598857164383,137.28995,2.2888185e-06,0.10473592,43100,297.32513,-106.40660703692512,100.0,12.483615,1.6040994,-161.6661,0.3070562,1.363517,94.91608,1.0080148,0.7626232,2012033,[-0.988 -1.33  -0.693 -0.989  0.18 ],27.647,,1.0174621,52.11,-22.876404,1.0155225
432,100,0.09711439,-182.68463,5096.460650205612,127.390526,-3.929138e-06,0.110522054,43200,278.94775,-105.84547619172392,100.0,13.831378,1.6048677,-181.7351,0.3144693,1.2580736,95.14897,1.0089327,0.7702026,2017530,[-0.978 -1.34  -0.692 -0.993  0.185],37.108078,,1.0192852,54.97,-20.72007,1.017708
433,100,0.07891447,-186.58618,5106.658544301987,132.90369,-7.2479247e-07,0.108892344,43300,233.6984,-107.97279401549797,100.0,12.386973,1.603141,-185.02234,0.31230277,1.2262201,95.01576,1.0100193,0.78223467,2022950,[-0.983 -1.339 -0.693 -0.997  0.186],44.31302,,1.0179223,54.2,-22.356209,1.0234809
434,100,0.15679471,-191.33183,5116.595840215683,133.19136,-4.5776366e-07,0.11077919,43400,530.8853,-107.61986507732405,100.0,13.1020975,1.6112303,-188.9269,0.31601956,1.6906708,95.06653,1.0202127,0.7166186,2028422,[-0.995 -1.348 -0.699 -0.999  0.184],42.724968,,1.0414202,54.72,-23.115395,1.0388756
435,100,0.07743087,-182.26929,5126.446791172028,136.49615,-6.4468386e-06,0.10428023,43500,280.54065,-105.37951460935693,100.0,13.576831,1.605449,-181.09229,0.30634096,1.2334907,94.94069,1.0067034,0.7590582,2033614,[-1.001 -1.353 -0.698 -1.004  0.192],42.717785,,1.0152324,51.92,-20.182808,1.0180824
436,100,0.12506649,-192.225,5136.843109130859,123.8996,3.0517579e-06,0.1150013,43600,370.63565,-106.53205359861853,100.0,12.959305,1.6060705,-190.54459,0.3206705,1.3877361,95.26073,1.0129497,0.6942022,2039312,[-1.009 -1.352 -0.7   -1.006  0.186],31.384018,,1.0200466,56.98,-21.340553,1.0277979
437,100,0.019909956,-181.6676,5147.244361639023,129.82959,-3.8146973e-06,0.10701142,43700,197.93434,-105.42864194470503,100.0,13.797298,1.604394,-181.60681,0.30917668,1.054266,95.05801,1.000495,0.932474,2044661,[-1.005 -1.358 -0.695 -1.011  0.187],43.206955,,1.0011181,53.49,-24.364151,1.0013212
438,100,0.029945176,-176.8171,5156.506081104279,140.16374,-4.5013426e-06,0.10213703,43800,145.88905,-107.23473745915096,100.0,11.499964,1.601586,-176.69206,0.30292827,1.0808883,94.79802,1.0009322,0.91919786,2049765,[-1.004 -1.358 -0.695 -1.01   0.185],32.4157,,1.0022978,51.04,-18.80613,1.0020553
439,100,0.066885926,-186.53299,5167.214737892151,124.79489,-2.3651123e-06,0.11216293,43900,219.81912,-106.07221685149555,100.0,12.799492,1.5970756,-185.77219,0.31607205,1.2535375,95.20628,1.0047057,0.80376744,2055357,[-1.007 -1.356 -0.696 -1.009  0.183],34.8143,,1.0078584,55.92,-25.964424,1.013643
440,100,0.0391151,-185.70416,5177.219339132309,127.39227,-9.155273e-07,0.10950283,44000,162.81369,-106.18176195995869,100.0,13.128513,1.5993077,-185.40369,0.31246173,1.1606292,95.11696,1.0017213,0.9152281,2060826,[-1.011 -1.361 -0.698 -1.013  0.178],32.637238,,1.0036477,54.69,-25.56961,1.0055346
441,100,0.042372078,-193.52823,5187.518412590027,125.80236,-3.4332277e-07,0.10993242,44100,231.60512,-105.01176527483011,100.0,14.754715,1.5970569,-192.95761,0.31311348,1.1760277,95.17235,1.0025411,0.8802452,2066313,[-1.009 -1.357 -0.695 -1.012  0.18 ],65.183395,,1.0049542,54.87,-25.890213,1.0106262
442,100,0.026951669,-205.08974,5197.959308385849,122.84441,-1.1062622e-06,0.1112489,44200,269.504,-105.53841983745455,100.0,16.224907,1.5972558,-204.9472,0.3145289,1.0761291,95.20366,1.0009339,0.9288374,2071873,[-1.002 -1.362 -0.693 -1.015  0.178],54.734993,,1.0026139,55.6,-25.442268,1.0018213
443,100,0.14075337,-167.67154,5207.974378108978,144.9157,-3.7384034e-06,0.102335155,44300,367.03516,-106.36660634978013,100.0,11.824772,1.5957234,-165.1819,0.30498448,1.5449005,94.79579,1.0197896,0.6985059,2076933,[-1.005 -1.362 -0.695 -1.014  0.178],31.578388,,1.0371313,50.6,-20.658333,1.0368128
444,100,0.0682811,-176.33096,5217.96950674057,137.1208,-2.861023e-06,0.104552776,44400,254.35303,-106.62896019535556,100.0,12.3684225,1.592773,-175.29002,0.30658147,1.1855905,94.905975,1.0052133,0.82238126,2082142,[-1.014 -1.365 -0.703 -1.019  0.177],32.89731,,1.010767,52.09,-23.01706,1.0117035
445,100,0.08262396,-173.44276,5227.727775335312,137.8699,4.53949e-06,0.10380541,44500,328.96893,-105.60989306957912,100.0,14.537135,1.5973554,-172.22668,0.30591014,1.3401976,94.908966,1.0077523,0.7811998,2087305,[-1.005 -1.37  -0.7   -1.021  0.174],45.81459,,1.0195448,51.63,-23.228188,1.0171132
446,100,0.051038958,-176.86813,5237.7229561805725,134.07027,2.2506713e-06,0.105675615,44600,239.06235,-106.71455037301116,100.0,14.022628,1.5999095,-176.3138,0.3077109,1.1873922,94.95395,1.0028584,0.86258656,2092580,[-1.001 -1.364 -0.693 -1.02   0.178],41.47782,,1.0067149,52.75,-23.799149,1.0072522
447,100,0.14001834,-195.98566,5248.588510513306,121.58009,-1.7166137e-06,0.11604971,44700,398.63852,-105.21545501982588,100.0,13.329338,1.5986325,-194.07149,0.3219737,1.6126158,95.33969,1.0159408,0.74220383,2098329,[-1.003 -1.358 -0.69  -1.016  0.181],32.24923,,1.0351523,57.49,-25.276459,1.0309341
448,100,0.06314973,-188.25923,5259.412827730179,129.91515,4.196167e-07,0.10889492,44800,267.72324,-106.5046594043591,100.0,13.560424,1.5963037,-187.1007,0.31208262,1.2220178,95.07501,1.0049448,0.8211988,2103756,[-0.999 -1.353 -0.682 -1.012  0.18 ],41.19973,,1.0120244,54.27,-25.84372,1.0145618
449,100,0.08485991,-199.38358,5269.945846557617,119.38037,-5.607605e-06,0.11624557,44900,299.9836,-106.26910938629821,100.0,13.876091,1.5924661,-198.64386,0.3212143,1.2588222,95.32922,1.0077624,0.7732092,2109546,[-0.996 -1.344 -0.676 -1.008  0.177],44.25689,,1.0129448,57.9,-28.052269,1.0149697
450,100,0.045667082,-198.83768,5280.302468776703,122.54952,-1.9073486e-06,0.11239939,45000,216.37016,-105.15588472478377,100.0,13.682742,1.5947505,-198.37415,0.31611088,1.1465145,95.25246,1.0023464,0.89145994,2115158,[-0.995 -1.341 -0.673 -1.003  0.174],38.480446,,1.0059146,56.12,-25.274216,1.0057584
451,100,0.08545719,-178.6389,5290.228141784668,133.2019,-3.4332277e-07,0.10601152,45100,246.85632,-105.3680211102562,100.0,12.10187,1.5957799,-177.96954,0.30848616,1.3027093,95.00954,1.0066236,0.7504413,2120439,[-0.991 -1.34  -0.67  -1.005  0.176],33.611805,,1.0126088,52.81,-20.34127,1.0095351
452,100,0.062128197,-187.0362,5300.497630119324,119.87778,4.615784e-06,0.11434579,45200,238.4302,-105.0117414265772,100.0,13.044443,1.5948255,-186.64813,0.31857672,1.2272923,95.31925,1.0034894,0.80005425,2126145,[-0.995 -1.347 -0.671 -1.009  0.177],26.075703,,1.0088367,57.06,-25.605515,1.0055557
453,100,0.0920439,-188.97733,5311.4559190273285,129.79834,-7.6293944e-08,0.10935976,45300,348.166,-107.11840521088965,100.0,13.90343,1.5920987,-188.22098,0.31267357,1.3294427,95.069046,1.0084713,0.82180643,2131595,[-0.994 -1.352 -0.672 -1.009  0.176],43.559998,,1.0198077,54.5,-27.835457,1.0120131
454,100,0.07476508,-195.20622,5322.085176706314,120.27882,-2.861023e-06,0.1151834,45400,255.29976,-104.9097152392925,100.0,12.967008,1.59072,-193.83289,0.31999964,1.41229,95.341415,1.0055821,0.81785464,2137330,[-1.002 -1.356 -0.674 -1.01   0.173],26.541023,,1.0174224,57.35,-25.968391,1.0216844
455,100,0.08700796,-187.57086,5332.574447631836,126.030426,-5.455017e-06,0.11292566,45500,214.81108,-106.8767132036699,100.0,12.580584,1.583387,-185.98264,0.31750265,1.2567897,95.19318,1.0117642,0.7699995,2142945,[-0.993 -1.351 -0.666 -1.009  0.172],43.131844,,1.0277852,56.15,-21.439293,1.0316684
456,100,0.10994709,-201.78442,5343.255708932877,119.03842,-1.2588501e-06,0.11618929,45600,434.6568,-104.87180385727817,100.0,15.171873,1.5804768,-200.59384,0.3216838,1.3222051,95.36493,1.0092746,0.7324229,2148715,[-0.983 -1.355 -0.667 -1.011  0.164],50.352036,,1.0201781,57.7,-23.99712,1.0207423
457,100,0.054828234,-193.33676,5354.2137858867645,123.51836,2.3651123e-06,0.11323451,45700,235.84073,-107.19606962995866,100.0,13.716629,1.5817072,-192.61949,0.31721345,1.1734341,95.206116,1.0029029,0.84124315,2154366,[-0.978 -1.355 -0.661 -1.014  0.162],48.957115,,1.0079788,56.51,-21.167809,1.0114547
458,100,0.07857039,-190.60663,5364.1581158638,130.81378,5.0354006e-06,0.10743145,45800,235.40819,-105.10162168782368,100.0,14.201574,1.5804582,-189.4956,0.31019253,1.2249836,95.07463,1.0077384,0.756111,2159721,[-0.982 -1.362 -0.665 -1.017  0.163],58.166107,,1.0150342,53.55,-22.996376,1.0217129
459,100,0.09996094,-181.93437,5374.939300775528,130.08434,2.2506713e-06,0.10819874,45900,235.43193,-105.54231496711145,100.0,12.898368,1.5796729,-181.18425,0.31134975,1.2718384,95.08233,1.010145,0.7704693,2165109,[-0.974 -1.356 -0.663 -1.016  0.162],43.26599,,1.0177678,53.88,-21.893677,1.0169437
460,100,0.124827795,-175.47893,5385.118856191635,138.10127,-1.14440915e-07,0.10508441,46000,374.61316,-105.88148598460481,100.0,13.814201,1.5843645,-172.75124,0.30779272,1.6830175,94.943245,1.0125648,0.76653767,2170329,[-0.971 -1.358 -0.664 -1.021  0.161],33.18081,,1.0301927,52.2,-23.962929,1.0384957
461,100,0.09495525,-196.64943,5395.803837060928,120.797264,1.14440915e-07,0.1154182,46100,322.6804,-105.36349396858428,100.0,13.316476,1.579502,-195.28445,0.3205337,1.3353856,95.328156,1.0096459,0.77600557,2176068,[-0.953 -1.355 -0.656 -1.023  0.165],51.95393,,1.0193431,57.39,-27.52575,1.0207914
462,100,0.024244146,-188.34923,5406.366945028305,125.539795,1.7547608e-06,0.11043456,46200,155.01167,-106.25065945260539,100.0,11.827663,1.5787784,-188.2626,0.31349412,1.0990586,95.150345,1.0006706,0.9403793,2181588,[-0.953 -1.365 -0.657 -1.028  0.161],24.955341,,1.0020807,55.2,-22.62706,1.001322
463,100,0.089511424,-191.99028,5417.629490613937,126.39111,1.9073486e-06,0.11178934,46300,243.78267,-106.74648916037437,100.0,11.876312,1.5755955,-191.10782,0.31578693,1.3280337,95.16571,1.007966,0.7974856,2187156,[-0.957 -1.363 -0.657 -1.027  0.16 ],30.990238,,1.0177428,55.68,-26.721428,1.0172442
464,100,0.049608838,-182.35234,5428.014848709106,126.15985,2.4414062e-06,0.11071527,46400,179.48747,-106.30833014275086,100.0,13.459911,1.5722461,-181.82498,0.31403413,1.108024,95.153824,1.0029801,0.86204565,2192684,[-0.961 -1.371 -0.659 -1.03   0.157],40.50091,,1.0065665,55.28,-21.550888,1.0094208
465,100,0.12486413,-192.64209,5438.917655467987,123.94141,-5.302429e-06,0.113783605,46500,288.72385,-105.99935241313878,100.0,12.844017,1.5770664,-191.2138,0.3185927,1.4855723,95.251785,1.012187,0.7423682,2198340,[-0.954 -1.374 -0.658 -1.032  0.153],31.297,,1.0248953,56.56,-27.473022,1.0210469
466,100,0.044618227,-201.40485,5449.680744409561,118.15465,1.0681152e-06,0.11539088,46600,253.25824,-105.51786941149835,100.0,14.935978,1.5791017,-201.04015,0.31972313,1.1337802,95.33746,1.0020152,0.8993032,2204102,[-0.963 -1.371 -0.661 -1.027  0.158],36.547302,,1.0041931,57.62,-24.213058,1.0058533
467,100,0.10077534,-189.65518,5459.390408754349,134.84251,-1.6784668e-06,0.10620865,46700,298.79028,-106.50293090486386,100.0,13.5244465,1.5855386,-188.51396,0.30907422,1.3385077,94.96657,1.0083383,0.76963574,2209383,[-0.958 -1.368 -0.658 -1.025  0.16 ],36.033894,,1.0197465,52.81,-19.513756,1.0189233
468,100,0.10032208,-179.20415,5470.221138477325,131.82881,-2.4414062e-06,0.10895668,46800,274.61832,-106.26339185544968,100.0,12.617518,1.582055,-177.71455,0.31297785,1.4114712,95.06797,1.0119432,0.7415455,2214788,[-0.961 -1.367 -0.662 -1.023  0.167],27.686646,,1.0246562,54.05,-21.335243,1.0232872
469,100,0.06861912,-187.69148,5481.07306098938,126.11755,-3.0517579e-06,0.111123495,46900,198.2701,-106.30446706305115,100.0,11.566164,1.5868145,-186.97699,0.31473923,1.2574861,95.16368,1.0050502,0.83898365,2220330,[-0.959 -1.365 -0.655 -1.024  0.163],25.695969,,1.0122102,55.42,-19.727768,1.0159924
470,100,0.09957374,-186.41916,5491.877517223358,122.68242,6.8664554e-07,0.1149074,47000,289.74527,-106.88282880374818,100.0,13.310598,1.5936544,-185.38182,0.31983507,1.4103944,95.26023,1.0085083,0.80508214,2226046,[-0.953 -1.37  -0.656 -1.026  0.168],23.200577,,1.0136573,57.16,-25.125046,1.016595
471,100,0.04586058,-179.52335,5501.717517375946,136.78773,5.378723e-06,0.10396928,47100,232.88687,-106.96434688834186,100.0,12.997261,1.5957987,-179.20772,0.3053599,1.1596017,94.88124,1.0019709,0.9033977,2231240,[-0.945 -1.371 -0.652 -1.027  0.175],42.909416,,1.0052315,51.94,-20.375435,1.0040102
472,100,0.10147551,-195.37967,5512.252411603928,125.03647,-6.4849855e-06,0.113333866,47200,276.39896,-106.77905406856706,100.0,13.55057,1.5879157,-194.09933,0.3180999,1.2961473,95.20813,1.0117668,0.7198973,2236872,[-0.95  -1.369 -0.652 -1.025  0.177],41.349342,,1.030611,56.32,-25.144981,1.0299686
473,100,0.040103592,-186.6378,5521.457342863083,129.64879,1.6021728e-06,0.10655408,47300,246.94795,-104.58418547812367,100.0,14.799982,1.5882884,-186.35149,0.308729,1.1166596,95.06975,1.0016665,0.87886703,2242194,[-0.945 -1.371 -0.654 -1.026  0.169],46.174847,,1.0042729,53.22,-20.164505,1.0035303
474,100,0.11279289,-188.22803,5531.220572710037,123.669815,-2.8991699e-06,0.11497826,47400,316.65958,-106.74182926505004,100.0,11.986848,1.580651,-186.66054,0.32022688,1.3672061,95.26124,1.0124091,0.76919246,2247904,[-0.947 -1.373 -0.657 -1.026  0.169],37.574097,,1.0221242,57.1,-20.932426,1.0279456
475,100,0.09952736,-190.83879,5540.465947389603,124.48826,-3.0517577e-07,0.11335072,47500,257.27917,-106.123642124565,100.0,12.706253,1.5813835,-189.5123,0.3180612,1.3017722,95.23341,1.0101728,0.7967777,2253539,[-0.962 -1.376 -0.662 -1.027  0.162],29.14317,,1.0189878,56.35,-23.892235,1.0252645
476,100,0.09703055,-191.40894,5549.750237703323,123.2709,-1.5640259e-06,0.11302948,47600,276.47473,-105.03714517331731,100.0,13.698616,1.5891755,-190.22882,0.3175334,1.4810839,95.26402,1.0095761,0.8220699,2259162,[-0.964 -1.38  -0.664 -1.034  0.162],46.81968,,1.0198019,56.23,-24.42823,1.0241961
477,100,0.06345125,-189.07005,5558.658462524414,132.74506,1.7929077e-06,0.107074775,47700,223.05739,-107.14929629334956,100.0,14.017953,1.5860136,-188.38971,0.30966142,1.1576666,94.98692,1.0049014,0.828871,2264502,[-0.972 -1.378 -0.666 -1.031  0.17 ],50.536377,,1.0099527,53.4,-26.555122,1.0149931
478,100,0.07619673,-182.08043,5568.04781126976,126.13004,-4.53949e-06,0.11045791,47800,257.58435,-105.08182185988056,100.0,13.078747,1.5800717,-181.15726,0.3140711,1.2267877,95.181625,1.0057186,0.76101315,2270006,[-0.969 -1.372 -0.664 -1.028  0.167],28.530209,,1.0108595,55.04,-25.067055,1.0131767
479,100,0.031771757,-197.2638,5577.290531158447,123.84321,6.4849854e-07,0.11169787,47900,218.78342,-106.20507227290057,100.0,13.9121,1.5791065,-197.11624,0.31508434,1.1207017,95.19473,1.0014642,0.9081386,2275588,[-0.96  -1.372 -0.661 -1.028  0.161],51.42476,,1.0032572,55.82,-21.58799,1.0016181
480,100,0.13046236,-184.73764,5586.532640695572,130.48888,-4.4631956e-06,0.110225596,48000,419.19952,-107.03677545427767,100.0,12.4966135,1.5780426,-183.43831,0.31446457,1.4993436,95.08713,1.0173005,0.70572233,2281059,[-0.963 -1.371 -0.661 -1.026  0.16 ],30.956886,,1.0283791,54.71,-28.488022,1.0259577
481,100,0.0909934,-187.2289,5594.889003753662,131.39659,-1.1825562e-06,0.10805109,48100,223.73187,-106.35133319652323,100.0,12.717787,1.5843681,-186.17616,0.3112097,1.4067395,95.045685,1.0074553,0.86169344,2286438,[-0.963 -1.374 -0.658 -1.024  0.159],33.622208,,1.0166948,53.79,-24.078033,1.0219952
482,100,0.08245028,-200.19055,5604.7790558338165,119.27375,4.615784e-06,0.11589433,48200,277.4716,-105.14095304520097,100.0,14.684526,1.5795008,-199.26999,0.32096457,1.295057,95.35371,1.0072225,0.7692017,2292205,[-0.963 -1.369 -0.657 -1.019  0.165],47.67826,,1.0201484,57.67,-22.51329,1.0209032
483,100,0.042998455,-208.54153,5614.698724746704,113.52173,2.632141e-06,0.11936601,48300,240.94019,-105.6448205476211,100.0,14.501448,1.5801542,-208.0148,0.32446983,1.1364411,95.454865,1.0021656,0.8897496,2298165,[-0.964 -1.371 -0.661 -1.018  0.161],36.21924,,1.0051731,59.6,-28.117424,1.0084287
484,100,0.12247758,-177.7942,5623.480427980423,135.13342,5.0354006e-06,0.10724918,48400,251.33318,-107.64384032455808,100.0,12.265322,1.5892639,-176.55997,0.31051618,1.4293518,94.96007,1.0125859,0.7673312,2303494,[-0.964 -1.378 -0.663 -1.022  0.161],30.370247,,1.0241046,53.29,-21.143051,1.0249614
485,100,0.05109977,-200.77884,5632.901136875153,121.702354,6.4849855e-06,0.11268836,48500,221.9754,-104.86382991887488,100.0,13.847212,1.5924472,-200.28815,0.3165057,1.1732507,95.271515,1.0029596,0.8711137,2309119,[-0.961 -1.376 -0.663 -1.022  0.17 ],42.293182,,1.0062724,56.25,-25.608604,1.0086958
486,100,0.11167451,-193.35754,5642.23085975647,125.233055,5.264282e-06,0.11185201,48600,318.5824,-106.04718423234407,100.0,13.375524,1.5882688,-192.64603,0.31590736,1.5099686,95.1922,1.0106492,0.7747071,2314689,[-0.956 -1.378 -0.661 -1.025  0.173],35.109425,,1.0247889,55.7,-23.301964,1.013965
487,100,0.04174675,-193.3299,5651.709133386612,126.73056,-1.5258789e-07,0.1111733,48700,159.73526,-107.45586074902056,100.0,11.646292,1.5914198,-192.99295,0.31455153,1.12685,95.12912,1.0019372,0.88824695,2320241,[-0.963 -1.378 -0.661 -1.022  0.169],37.5228,,1.0051574,55.52,-23.792,1.0054934
488,100,0.04495538,-184.46724,5660.865798473358,125.55434,-7.476807e-06,0.109995075,48800,240.625,-104.93899432546426,100.0,13.919031,1.5926965,-183.8329,0.3130893,1.1495337,95.17917,1.0027333,0.9014319,2325734,[-0.965 -1.381 -0.663 -1.024  0.172],31.021568,,1.0059378,54.93,-24.418716,1.0078603
489,100,0.11494077,-196.62866,5670.217955112457,128.77138,-3.6621093e-06,0.11148031,48900,380.46783,-107.13846846490816,100.0,14.993892,1.5940523,-195.03227,0.3161057,1.5947235,95.125885,1.011744,0.7441981,2331265,[-0.955 -1.379 -0.66  -1.024  0.174],42.69361,,1.0325776,55.31,-29.371315,1.0324836
490,100,0.037193667,-199.11191,5679.575227737427,121.18444,9.918213e-07,0.11361834,49000,236.47638,-106.26084425439332,100.0,14.545426,1.5918217,-198.93094,0.31750977,1.0898211,95.25578,1.0015609,0.890524,2336941,[-0.957 -1.379 -0.663 -1.019  0.175],45.077232,,1.003534,56.76,-23.424355,1.0034571
491,100,0.07233674,-206.51183,5689.498779773712,118.914215,-6.027222e-06,0.115838476,49100,273.0569,-106.10980238450676,100.0,13.923872,1.5934441,-205.92102,0.32041144,1.2670857,95.328384,1.0051597,0.83842206,2342721,[-0.956 -1.38  -0.663 -1.021  0.173],47.23358,,1.0128216,57.8,-25.041336,1.0139083
