EmpiricalD2,Weights,Bound,InitialBound,EpRewMean,InitialReturnStd,MaxIW,J_sample_variance,TimestepsSoFar,InitialReturnMin,MeanIW,MinD2w0t,Iteration,ReturnMeanIW,EpisodesSoFar,MeanD2w0t,ReturnStepMaxmin,MinIW,InitialReturnMean,EpLenMean,EpThisIter,StdD2w0t,InitialReturnMax,TimeElapsed,MaxD2w0t,EntropyCoefficient,ReturnStepMax,StdIW,MeanEntropy
6.405385,[-0.514 -1.122 -0.988 -1.028 -0.371],407.8839,341.33707,-107.38387313020426,12.100917,29.941057,596446.94,46908,-14.794693,1.42091,,14,377.0643,1400,0.32085422,92.041794,0.021139797,1.0604858e-05,30.8,100,1.6897695,43.658943,141.5364489555359,26.684023,100.0,100.0,2.9616268,1.0566028
67.67397,[-0.491 -1.085 -0.91  -1.026 -0.362],476.76364,322.49933,-107.33453724684287,12.93623,200.37163,7049623.5,50175,-14.336395,2.5829298,,15,508.06787,1500,0.6843946,92.42917,0.00020713979,-3.8146973e-06,32.67,100,6.1265354,46.521515,151.4258165359497,452.02826,100.0,100.0,16.31871,1.0732071
31.286562,[-0.511 -1.091 -0.896 -0.967 -0.346],412.81464,300.22174,-106.05719253995412,13.868868,296.68878,3825039.5,53701,-16.486145,2.4141965,,16,437.83002,1600,0.5229223,92.98428,0.0030667013,1.5258789e-07,35.26,100,5.1011515,40.988003,161.90554690361023,455.71545,100.0,100.0,13.8591795,1.0946987
1.8977635,[-0.521 -1.156 -0.883 -0.976 -0.324],349.5185,329.74567,-106.18124984208835,13.889713,7.1070533,50588.684,56909,-15.372284,1.1186997,,17,273.32022,1700,0.095202744,92.38029,0.09811713,-3.0517579e-06,32.08,100,0.37845454,41.54999,172.23785018920898,3.6937857,100.0,100.0,1.0380846,1.1321899
12.290814,[-0.544 -1.181 -0.914 -1.006 -0.287],354.58344,288.73068,-105.90118471668579,14.742507,58.334328,527310.8,60670,-17.565804,1.7235584,,18,311.09656,1800,0.43570992,93.36846,0.024429632,7.2479247e-07,37.61,100,2.6480708,47.21499,182.7607443332672,73.1427,100.0,100.0,4.9758115,1.2163334
16.830305,[-0.488 -1.15  -0.912 -0.989 -0.203],407.25513,321.22113,-105.93339061957414,15.574743,61.36159,710781.8,64091,-16.525818,1.6235244,,19,364.01672,1900,0.30585322,92.80687,0.014470435,3.8146973e-07,34.21,100,1.9484029,46.72011,193.33425760269165,127.00523,100.0,100.0,4.0843163,1.2553393
6.3821783,[-0.474 -1.114 -0.922 -1.018 -0.164],388.8229,342.95975,-106.07439883141842,14.106669,26.306936,213457.31,67330,-16.242203,1.3716459,,20,307.72345,2000,0.15576713,92.45027,0.016050609,4.234314e-06,32.39,100,0.7407202,48.173893,203.0168297290802,19.365353,100.0,100.0,2.7939103,1.2987283
5.65026,[-0.43  -1.148 -0.948 -1.078 -0.12 ],431.90314,360.82776,-109.05573779253712,10.733748,19.037567,311978.34,70514,-13.10656,1.4282745,,21,355.84744,2100,0.25634068,92.149895,0.018898053,5.340576e-06,31.84,100,1.3949051,40.432365,211.7190797328949,43.48967,100.0,100.0,2.5248082,1.3154316
37.502396,[-0.335 -1.088 -0.841 -1.053 -0.103],515.9815,364.11365,-107.98662962346577,12.201152,89.979706,4363308.5,73654,-15.358925,2.2605507,,22,515.7807,2200,0.5169402,92.12216,0.00042213436,-1.5258789e-06,31.4,100,4.5655823,38.79405,221.9609739780426,393.81982,100.0,100.0,9.669407,1.2349666
155.62463,[-0.404 -1.179 -0.85  -1.057 -0.184],585.1612,302.8138,-107.42955281205968,14.140574,583.43146,16998632.0,77377,-15.98967,3.9695668,,23,755.5145,2300,2.1580665,93.22895,1.34185175e-05,4.196167e-06,37.23,100,29.006458,53.727966,233.26754355430603,2360.2817,100.0,100.0,22.312273,1.1142583
1.7876774,[-0.409 -1.219 -0.8   -1.045 -0.305],287.8907,278.57916,-105.60962681640189,14.758809,6.4542313,18465.818,81254,-19.354935,1.1038715,,24,208.39336,2400,0.10664514,93.55199,0.06522725,4.119873e-06,38.77,100,0.37925613,40.79233,244.62195444107056,3.1948926,100.0,100.0,0.8631358,1.1283846
2.0391867,[-0.429 -1.21  -0.816 -1.058 -0.291],287.93674,279.84796,-104.78571712541493,15.577772,6.8714895,31685.885,85084,-20.307335,1.1328522,,25,217.68777,2500,0.117563576,93.528175,0.017556757,5.569458e-06,38.3,100,0.42876393,54.582027,254.36243319511414,4.3403096,100.0,100.0,1.1181676,1.0938685
5.023135,[-0.428 -1.202 -0.807 -1.084 -0.325],321.104,277.4781,-104.3857627002368,16.0716,81.07787,513002.38,88893,-19.662094,1.3915994,,26,276.42416,2600,0.26085836,93.519,0.009178611,-1.3732911e-06,38.09,100,1.4693367,47.765003,264.32285165786743,39.787575,100.0,100.0,3.5069563,1.1226993
3.0114114,[-0.38  -1.209 -0.794 -1.054 -0.296],330.94894,298.55078,-105.9520447286442,14.148097,10.632377,89162.1,92502,-18.527412,1.2611188,,27,258.56332,2700,0.16781719,93.128456,0.087195955,3.5095215e-06,36.09,100,0.6849547,46.565205,274.7874188423157,8.1611185,100.0,100.0,1.7392234,1.1783516
801.16187,[-0.338 -1.23  -0.759 -1.069 -0.241],990.76794,271.7559,-105.34182177339763,14.283891,1103.7616,63447680.0,96582,-21.80751,9.597564,,28,1269.8221,2800,10.355528,93.83619,1.3181475e-05,-9.155273e-07,40.8,100,107.91304,43.001842,285.89170384407043,6285.3477,100.0,100.0,63.85707,1.13072
181.96089,[-0.298 -1.219 -0.711 -1.152 -0.288],500.80176,272.2451,-104.11638915725185,16.12385,368.76447,19817544.0,100541,-22.41613,3.82478,,29,629.24457,2900,2.7512887,93.74027,0.00044879908,7.2479247e-07,39.59,100,35.546043,38.40027,298.836599111557,3155.2734,100.0,100.0,29.591331,1.1453767
37.275917,[-0.296 -1.166 -0.751 -1.152 -0.274],398.25034,289.8869,-104.97110264056873,15.829289,166.7464,2822258.8,104251,-20.322197,2.0979397,,30,385.36368,3000,0.68891454,93.3412,0.0022683963,-1.2969971e-06,37.1,100,6.585534,55.241272,310.02184438705444,434.37546,100.0,100.0,10.980063,1.2114236
3111.4082,[-0.329 -1.234 -0.801 -1.139 -0.208],5587.274,302.6435,-107.17048775623081,14.063005,5673.0986,4266507000.0,107947,-18.415726,51.50545,,31,6683.996,3100,51.041454,93.20079,1.8681199e-09,-4.119873e-06,36.96,100,778.6581,40.744194,321.2266733646393,42828.906,100.0,100.0,531.9012,1.0483476
21.099586,[-0.461 -1.212 -0.756 -1.14  -0.371],387.7436,266.11517,-103.83713000179034,17.506857,214.77249,6897320.5,111847,-20.551659,2.438196,,32,426.2321,3200,1.3587977,93.67502,0.0025570265,-1.411438e-06,39.0,100,11.658424,61.09247,334.37690353393555,331.03644,100.0,100.0,16.17439,1.062613
4.7947063,[-0.395 -1.204 -0.768 -1.106 -0.356],347.5703,278.916,-105.11937555919025,15.22125,72.42737,748830.94,115608,-19.98156,1.642105,,33,303.695,3300,0.26648557,93.410034,0.039235763,1.4877319e-06,37.61,100,1.5122514,50.601173,345.0818166732788,26.980684,100.0,100.0,5.9069195,1.1295075
26.307436,[-0.452 -1.195 -0.768 -1.121 -0.289],467.1055,279.5343,-105.04741003667637,15.448739,268.2289,3623570.5,119467,-20.107826,2.7990255,,34,509.10257,3400,1.0738587,93.55571,0.00011517614,2.3269654e-06,38.59,100,7.0911374,37.892956,356.7137701511383,194.01497,100.0,100.0,10.82175,1.016476
1.6930069,[-0.478 -1.19  -0.745 -1.167 -0.402],248.7868,231.05676,-101.44795403929547,17.816109,6.940409,14617.956,123898,-25.904182,1.1331164,,35,179.25464,3500,0.1277817,94.42099,0.1347575,-4.005432e-06,44.31,100,0.42731005,54.998657,369.7221829891205,3.3386831,100.0,100.0,0.8177716,1.0483017
1.1351235,[-0.452 -1.162 -0.713 -1.165 -0.371],254.06715,249.13028,-102.6710256318408,17.154638,2.5665288,2325.688,128058,-21.714378,1.0368433,,36,178.9177,3600,0.091239706,94.06389,0.40161607,2.9754638e-06,41.6,100,0.30470976,40.70301,380.9131932258606,1.4698815,100.0,100.0,0.3244919,1.0591975
21.877005,[-0.479 -1.138 -0.71  -1.155 -0.36 ],370.4262,264.57886,-104.30237811498294,15.489714,62.49962,714931.3,132026,-19.644684,2.0868855,,37,333.63675,3700,0.46795392,93.74283,0.013328342,-3.4332274e-06,39.68,100,4.6181507,38.02156,391.4170858860016,470.03952,100.0,100.0,6.530078,1.1331878
4.653118,[-0.407 -1.14  -0.679 -1.196 -0.286],357.06726,300.87405,-105.51921104309653,14.204558,30.617369,205658.25,135597,-18.807701,1.4001318,,38,285.90704,3800,0.16096674,93.09022,0.051691376,-3.890991e-06,35.71,100,0.7020038,42.02298,403.1867742538452,17.156292,100.0,100.0,2.7281234,1.2001889
3.095233,[-0.413 -1.16  -0.674 -1.179 -0.219],304.4826,281.88495,-105.2016950534686,14.637169,37.856888,307675.62,139517,-20.648087,1.3587409,,39,244.17738,3900,0.20392556,93.63257,0.0042110705,-6.8664554e-07,39.2,100,0.85136914,49.104187,414.18530893325806,10.5056925,100.0,100.0,3.6301281,1.1655359
5.985486,[-0.427 -1.141 -0.639 -1.2   -0.253],336.60956,280.29297,-103.66816961802968,15.144689,40.09246,304357.6,143391,-21.996498,1.6235281,,40,271.13385,4000,0.2509177,93.647995,0.011056193,-2.4795531e-06,38.74,100,1.4354451,36.754124,425.0556786060333,51.2334,100.0,100.0,4.5396276,1.1973993
6.7329664,[-0.325 -1.09  -0.582 -1.181 -0.221],317.3581,274.20056,-102.79260039230734,16.276514,47.04885,280631.62,147364,-20.889893,1.5536752,,41,253.86987,4100,0.29116684,93.82544,0.009821856,1.9454956e-06,39.73,100,1.5009876,56.31841,436.1972506046295,46.962692,100.0,100.0,4.2759724,1.2479187
251.78487,[-0.266 -1.095 -0.546 -1.222 -0.171],581.75433,278.53955,-104.76580305084508,14.296912,616.80676,53595828.0,151436,-22.707588,6.486256,,42,876.8525,4200,11.972894,93.85434,0.00055422646,4.196167e-06,40.72,100,153.28705,44.493828,447.2555799484253,7068.4375,100.0,100.0,58.700474,1.272461
1125.6919,[-0.26  -1.059 -0.615 -1.176 -0.146],1036.1086,295.22577,-103.92563235012351,15.400468,905.6655,162831070.0,155256,-21.418335,9.259781,,43,1422.2487,4300,8.944575,93.55887,1.869865e-05,-2.784729e-06,38.2,100,205.6117,47.69408,458.4711534976959,22543.283,100.0,100.0,88.08795,1.29492
273.3664,[-0.245 -1.003 -0.662 -1.196 -0.124],1087.11,333.66135,-105.76737924207286,14.352422,816.3845,131427890.0,158635,-17.004051,7.33777,,44,1351.4163,4400,4.3507986,92.73992,0.0055564456,-1.6021728e-06,33.79,100,59.441147,39.47761,469.25749254226685,5190.8027,100.0,100.0,66.280045,1.4012761
4.0305324,[-0.25  -1.055 -0.698 -1.29  -0.018],353.29675,315.31653,-106.02601256442253,13.857128,15.598418,98106.27,162401,-19.279167,1.3947374,,45,271.93765,4500,0.17803016,93.36937,0.0037666915,-1.3732911e-06,37.66,100,0.775548,36.211544,480.60076928138733,21.902071,100.0,100.0,2.0032504,1.323724
86.03398,[-0.243 -1.138 -0.735 -1.297 -0.095],510.8876,320.52325,-103.4871069880178,17.221752,317.06012,4315234.5,165907,-19.31382,2.9421847,,46,515.5536,4600,0.8356191,93.09657,0.002943615,-8.277893e-06,35.06,100,8.895299,50.197533,490.97142148017883,740.13074,100.0,100.0,14.872857,1.375458
1.8926854,[-0.265 -1.191 -0.723 -1.264 -0.044],305.76468,289.67566,-103.95939807634639,17.170864,10.137269,31594.52,169945,-22.82167,1.1658466,,47,211.16681,4700,0.13226657,93.85095,0.0510254,-3.4713746e-06,40.38,100,0.49227104,66.330605,502.4403862953186,3.765309,100.0,100.0,1.086905,1.3602353
8.91495,[-0.301 -1.217 -0.716 -1.29  -0.059],355.5734,301.59793,-104.4713830475262,15.244855,36.740658,225239.1,173813,-21.793755,1.4100738,,48,288.34726,4800,0.3334375,93.598175,0.008757328,4.15802e-06,38.68,100,1.6114144,41.054283,513.1895389556885,59.822937,100.0,100.0,2.4942036,1.3510541
2.0312805,[-0.297 -1.224 -0.705 -1.359 -0.068],323.9242,306.2943,-103.93556671695939,16.450314,7.855609,21123.273,177576,-21.777214,1.1146344,,49,220.7347,4900,0.101729825,93.47592,0.07420848,2.2888183e-07,37.63,100,0.36755487,43.224014,523.2022025585175,3.4990373,100.0,100.0,1.0065397,1.367566
1079.7909,[-0.319 -1.238 -0.707 -1.334 -0.051],1354.9691,312.2872,-104.50011227965162,15.327951,1373.444,200022060.0,181295,-19.578201,12.949493,,50,1584.4316,5000,5.338961,93.3802,0.0008391786,3.2806397e-06,37.19,100,127.554924,44.47901,533.4178421497345,13120.057,100.0,100.0,128.94632,1.4300231
7.674126,[-0.472 -1.303 -0.734 -1.312  0.011],339.4112,286.83423,-105.37343001181124,14.878828,42.160065,279393.22,185555,-22.105972,1.7075909,,51,274.6314,5100,0.3833096,94.052895,0.0015107952,2.4795531e-06,42.6,100,1.950129,53.17056,547.0679416656494,60.58234,100.0,100.0,3.7520728,1.3431369
1.0431656,[-0.446 -1.205 -0.645 -1.293 -0.076],293.83276,291.32507,-103.9476464817895,14.699372,1.6788299,926.4494,189556,-20.095856,1.0182773,,52,187.04343,5200,0.082522854,93.80391,0.66150874,2.9373168e-06,40.01,100,0.27990115,37.994465,557.9918329715729,1.1328759,100.0,100.0,0.17139982,1.3491353
93.59326,[-0.455 -1.183 -0.633 -1.282 -0.07 ],595.8864,294.19574,-103.26186861031154,15.87933,497.32596,26032384.0,193469,-20.843704,5.829157,,53,758.7986,5300,4.507334,93.722115,0.0037756485,-4.6920777e-06,39.13,100,40.891697,40.758595,568.4734179973602,1259.3356,100.0,100.0,45.933582,1.4232152
3.728875,[-0.525 -1.238 -0.622 -1.336  0.004],318.62695,289.0008,-103.38919744706047,16.546614,19.43046,172118.0,197605,-22.185387,1.4337386,,54,236.7493,5400,0.22728327,94.00052,0.011175521,-3.5095215e-06,41.36,100,1.1136369,57.33634,580.9173250198364,24.569864,100.0,100.0,2.9856014,1.4101493
18.988768,[-0.616 -1.244 -0.647 -1.378 -0.009],376.0141,292.41943,-103.01848491426252,15.887503,49.557724,463428.7,201650,-22.686836,2.1177113,,55,322.55817,5500,0.49280262,93.90637,0.0011029806,-6.2561035e-06,40.45,100,3.9679587,48.953003,591.7297163009644,293.75397,100.0,100.0,5.6411386,1.4048445
4.5237694,[-0.657 -1.372 -0.702 -1.409 -0.014],335.47968,285.21094,-105.522654811985,14.2190895,21.604889,154091.64,205904,-22.218185,1.502175,,56,250.83737,5600,0.25544938,94.0389,0.014745794,6.027222e-06,42.54,100,1.1537883,37.00148,602.6620805263519,39.492924,100.0,100.0,2.6595442,1.4062215
40.952946,[-0.589 -1.257 -0.623 -1.352 -0.013],350.44348,288.5221,-104.0099516077133,14.94969,90.17957,1606750.8,210052,-20.742767,1.8960563,,57,306.97113,5700,0.7020858,93.98506,0.000908917,7.6293946e-07,41.48,100,4.3152194,40.170036,614.4369993209839,165.3811,100.0,100.0,9.078024,1.4424661
2.3865023,[-0.625 -1.269 -0.57  -1.324  0.024],298.2475,281.36853,-103.8456480103985,13.761567,16.401024,43161.31,214413,-21.10495,1.2279294,,58,190.78574,5800,0.16672578,94.23753,0.09975739,-6.1035155e-07,43.61,100,0.6105471,31.538086,625.533346414566,6.1852646,100.0,100.0,1.689563,1.4903153
69.85285,[-0.589 -1.296 -0.597 -1.315  0.071],448.8279,272.50192,-103.60200437672329,12.955818,246.99554,8678802.0,219087,-24.545769,4.420741,,59,525.09235,5900,4.0058045,94.56688,0.00017670188,4.0817263e-06,46.74,100,27.47552,23.841705,637.3320653438568,570.9529,100.0,100.0,26.702211,1.4478222
5.375608,[-0.682 -1.188 -0.67  -1.219  0.029],322.83557,280.01175,-103.02997043327076,15.969874,31.721313,275667.94,223436,-22.950226,1.4895356,,60,236.9182,6000,0.3493856,94.2619,0.033585895,-7.6293946e-07,43.49,100,1.433227,41.767242,649.5454902648926,18.097307,100.0,100.0,3.698299,1.4957477
3.7536652,[-0.612 -1.205 -0.604 -1.26   0.077],319.2835,289.0744,-104.09362712607202,15.159212,16.472004,66017.734,227719,-20.556358,1.3987856,,61,223.42058,6100,0.21559957,94.13922,0.015836941,-2.3269654e-06,42.83,100,0.8071961,61.256195,661.6341886520386,8.372009,100.0,100.0,1.969713,1.4603719
11.741619,[-0.66  -1.178 -0.639 -1.193  0.041],299.7953,282.7173,-105.40665727378817,14.617044,29.907276,261077.61,232110,-22.27533,1.4891206,,62,222.45926,6200,0.3449775,94.198975,0.014585743,2.0217894e-06,43.91,100,1.7961006,55.641697,673.7018942832947,82.608025,100.0,100.0,4.350538,1.4710349
1.7639698,[-0.673 -1.094 -0.654 -1.18   0.052],341.01782,324.53235,-105.7761451246351,13.374705,6.377264,23591.506,235847,-19.518929,1.1126208,,63,222.9747,6300,0.10403429,93.33898,0.15420946,-2.3651123e-06,37.37,100,0.38207638,31.06955,684.0576312541962,4.1203027,100.0,100.0,0.88382673,1.5230373
3.05495,[-0.628 -1.15  -0.683 -1.218  0.104],332.7417,318.35938,-105.87978367579392,13.125328,9.945812,47671.652,239749,-20.345398,1.1365491,,64,215.41743,6400,0.1259234,93.573044,0.035420768,6.065369e-06,39.02,100,0.46369186,36.20287,694.244021654129,5.289018,100.0,100.0,1.5418738,1.5497019
2.9314768,[-0.672 -1.142 -0.653 -1.186  0.131],327.97382,293.30444,-104.64234598056926,14.22844,11.632545,48485.902,244106,-23.518295,1.3152984,,65,208.62663,6500,0.17233959,94.196594,0.12430359,-3.852844e-06,43.57,100,0.6092158,40.095345,705.1204237937927,5.780343,100.0,100.0,1.7034811,1.6334757
1.9148881,[-0.749 -1.12  -0.68  -1.164  0.215],325.6012,316.85474,-106.73601664204081,13.1895,4.700933,14726.283,248233,-19.969177,1.0837773,,66,195.46184,6600,0.106438175,93.82743,0.06823208,-6.4849854e-07,41.27,100,0.36406168,41.735672,716.3913292884827,3.2642808,100.0,100.0,0.90291005,1.6406204
75.85831,[-0.775 -1.164 -0.685 -1.157  0.222],356.81613,308.35632,-105.37329736155621,15.588886,148.3489,2738847.8,252475,-21.312698,2.0287309,,67,319.18744,6700,1.0357478,94.031906,0.00028958454,2.4795531e-06,42.42,100,9.372545,52.15589,727.1753985881805,658.6366,100.0,100.0,12.175582,1.6243237
65.78618,[-0.811 -1.231 -0.648 -1.131  0.205],374.58084,284.2364,-105.2480961170823,14.633573,213.3074,3963128.5,257226,-22.30291,2.589298,,68,360.04895,6800,2.0285118,94.56943,0.0013191724,-3.4332274e-06,47.51,100,14.931508,37.107838,739.5370600223541,484.13763,100.0,100.0,17.30706,1.6041695
1.3250812,[-0.662 -1.272 -0.56  -1.093  0.185],277.12018,270.9385,-106.34112774620442,12.838916,3.8323715,3885.9502,262285,-22.026543,1.0480777,,69,146.12373,6900,0.11854955,94.79596,0.2891351,2.3651123e-06,50.59,100,0.35594934,51.515175,752.8452908992767,1.6530435,100.0,100.0,0.5631378,1.6376768
4.2074594,[-0.639 -1.318 -0.558 -1.114  0.219],305.63107,279.41193,-106.31741404548382,13.321466,18.871046,48222.434,267204,-23.513649,1.3673722,,70,184.72374,7000,0.2175537,94.67728,0.05887842,1.7547608e-06,49.19,100,0.7605689,36.13914,765.3277058601379,10.838549,100.0,100.0,2.2453055,1.6900698
10.767525,[-0.67  -1.298 -0.592 -1.136  0.271],343.41718,280.81012,-103.55907512900505,16.020626,37.63249,207336.58,272147,-24.146767,1.8309747,,71,233.98517,7100,0.3871965,94.809875,0.038387164,2.5939942e-06,49.43,100,1.7166023,37.34679,777.8042099475861,47.129936,100.0,100.0,4.5819306,1.7715017
2.90978,[-0.667 -1.339 -0.581 -1.114  0.353],317.84418,292.2428,-105.73612202579038,13.556107,12.483614,29567.172,277093,-22.50589,1.2103915,,72,174.1214,7200,0.1924541,94.72438,0.108268484,5.378723e-06,49.46,100,0.63131076,43.242985,790.5113017559052,5.7789254,100.0,100.0,1.4751107,1.858055
7.0877004,[-0.639 -1.368 -0.567 -1.141  0.439],323.3072,298.96948,-106.77428627830905,12.251743,54.29657,136301.44,282083,-21.520355,1.5193402,,73,190.34766,7300,0.27114266,94.720474,0.024657082,-8.392334e-07,49.9,100,1.0633045,28.035324,802.4798564910889,33.423546,100.0,100.0,4.0810328,1.9266913
2.1519544,[-0.585 -1.363 -0.601 -1.172  0.508],315.10413,303.06158,-106.17677501899574,14.8208065,5.1699657,7609.9155,287138,-24.46518,1.2507441,,74,158.87482,7400,0.13221069,94.79915,0.050108857,1.6021728e-06,50.55,100,0.4091935,50.76171,814.863290309906,3.9985797,100.0,100.0,1.0115575,1.9095097
2.887228,[-0.479 -1.388 -0.619 -1.217  0.491],322.1558,303.06326,-107.01045982671792,12.979277,12.463737,26489.14,292190,-22.33603,1.2539599,,75,175.44289,7500,0.16989592,94.76364,0.039572224,1.9454956e-06,50.52,100,0.54388607,30.125477,826.9141104221344,6.2689133,100.0,100.0,1.526442,1.867902
1.1373861,[-0.481 -1.434 -0.59  -1.206  0.449],302.49457,298.2113,-105.011231753858,15.275379,2.5317278,1706.8557,297163,-24.17318,1.0656036,,76,148.07426,7600,0.108761184,94.77676,0.37346137,1.2969971e-06,49.73,100,0.32809103,44.93081,839.1659064292908,1.370409,100.0,100.0,0.3445088,1.8574214
1.5275041,[-0.52  -1.384 -0.601 -1.17   0.438],320.34476,312.75275,-107.71302591801147,12.85017,4.245837,7518.2065,301864,-22.561394,1.0365994,,77,162.90367,7700,0.12142219,94.417435,0.17497733,6.3705443e-06,47.01,100,0.38158047,31.118248,850.9433286190033,2.1660783,100.0,100.0,0.6623267,1.905993
16.017366,[-0.533 -1.401 -0.636 -1.183  0.487],400.4631,317.0915,-107.12351398102581,12.59489,57.119904,536493.4,306575,-21.865868,2.075533,,78,288.2001,7800,0.71838206,94.452194,0.040795892,-1.3732911e-06,47.11,100,3.5838678,32.19196,862.1315720081329,64.45925,100.0,100.0,6.2175517,2.0126157
42.230972,[-0.573 -1.472 -0.642 -1.266  0.594],556.7266,313.80624,-105.7540141494803,15.095622,565.7517,12626771.0,311571,-26.517197,3.9668753,,79,508.99124,7900,1.4322065,94.76645,0.018327145,1.14440915e-07,49.96,100,13.091715,53.481636,875.280535697937,864.96545,100.0,100.0,29.580774,2.0807626
8.174707,[-0.39  -1.27  -0.485 -1.213  0.662],368.9436,320.30267,-107.0019003182585,12.91308,76.992355,329681.12,316618,-26.867828,1.8224881,,80,218.84796,8000,0.40592492,94.75979,0.028457172,-1.1062622e-06,50.47,100,1.76473,25.101036,888.7504198551178,39.816082,100.0,100.0,6.2472854,2.176743
