InitialReturnMean,Iteration,InitialReturnStd,TimestepsSoFar,J_sample_variance,Weights,InitialReturnMin,ReturnMeanIW,StdIW,MaxIW,MeanEntropy,TimeElapsed,EpThisIter,EpLenMean,StdD2w0t,MinIW,InitialBound,ReturnStepMax,MeanIW,EpRewMean,MaxD2w0t,MeanD2w0t,ReturnStepMaxmin,InitialReturnMax,MinD2w0t,Bound,EpisodesSoFar,EmpiricalD2
-81.1675,14,9.844882,64313,103.83696,[-0.372 -0.679 -0.485 -0.254  0.003],-97.53113,-80.82464,0.028849259,1.0737171,1.4237174,168.0676975250244,100,45.74,0.28836983,0.9132867,-804.2936,100.0,0.9951849,-119.96897393484538,1.0013146,0.0915076,99.05331,-52.361473,,-804.0933,1400,1.0008786
-81.898125,15,8.493924,68868,74.292595,[-0.37  -0.678 -0.484 -0.254  0.005],-99.11435,-81.50557,0.02196488,1.0541463,1.4252518,182.21540474891663,100,45.55,0.28786346,0.93893164,-810.5451,100.0,0.994875,-120.71914120374186,1.0013962,0.09113736,99.18112,-58.274067,,-810.3357,1500,1.0007082
-82.98618,16,8.392586,73204,66.29791,[-0.371 -0.68  -0.486 -0.255  0.006],-99.08499,-82.084656,0.048662834,1.1048939,1.4208928,195.85627460479736,100,43.36,0.28173426,0.8085987,-777.2209,100.0,0.9893597,-120.29882532350467,1.0031551,0.08681506,99.243645,-55.953434,,-776.7462,1600,1.0020757
-81.09722,17,9.230053,77929,95.63579,[-0.371 -0.681 -0.485 -0.255  0.002],-99.21434,-80.30884,0.041164685,1.1200941,1.4210094,208.5196509361267,100,47.25,0.29275534,0.86516756,-819.72235,100.0,0.98885953,-121.14559048946141,1.0036567,0.09457547,99.18877,-58.231155,,-819.30865,1700,1.0018505
-82.487724,18,8.12479,82461,75.381996,[-0.369 -0.683 -0.485 -0.257  0.002],-98.95355,-82.28909,0.02209481,1.0520372,1.4213209,220.8640537261963,100,45.32,0.2871448,0.9260553,-799.7005,100.0,0.99679375,-121.45663941116659,1.0013001,0.09065689,99.18176,-62.406803,,-799.59094,1800,1.00053
-80.96387,19,8.147991,87066,66.19008,[-0.367 -0.685 -0.485 -0.258  0.002],-97.61211,-80.61391,0.027726494,1.0844464,1.4224874,232.19920706748962,100,46.05,0.28925434,0.9125887,-800.1933,100.0,0.99566585,-120.09239275574826,1.0019299,0.092129044,99.17335,-57.39622,,-800.0092,1900,1.0009595
-80.865135,20,9.053468,91807,112.12335,[-0.37  -0.685 -0.486 -0.258  0.004],-98.37448,-79.5949,0.058348216,1.2018927,1.4248028,245.58867502212524,100,47.41,0.29333547,0.8421502,-787.2628,100.0,0.98092884,-121.1911316223167,1.0064259,0.09494132,99.171036,-57.54078,,-786.54724,2000,1.0040133
-81.3173,21,8.844482,96331,82.13813,[-0.365 -0.683 -0.484 -0.259  0.006],-95.80123,-81.075874,0.02127055,1.0454581,1.4243621,257.68785190582275,100,45.24,0.28692028,0.93105453,-780.5909,100.0,0.996809,-119.79754134916428,1.0012006,0.09049909,99.10183,-61.47817,,-780.4364,2100,1.0004141
-82.6926,22,8.768965,100922,77.95434,[-0.365 -0.686 -0.486 -0.26   0.005],-96.67891,-81.98697,0.031286623,1.095444,1.422486,268.34325432777405,100,45.91,0.2890019,0.88912034,-789.09033,100.0,0.99076396,-122.09369889642126,1.0030749,0.0918916,99.1171,-59.775665,,-788.7097,2200,1.0013115
-82.290276,23,8.826142,105420,87.251625,[-0.367 -0.683 -0.485 -0.26   0.004],-97.66222,-81.96691,0.025683573,1.0550593,1.4238507,278.87311029434204,100,44.98,0.28622127,0.91973245,-773.91364,100.0,0.99499047,-120.71710834276271,1.00167,0.08999253,99.18233,-60.61059,,-773.7316,2300,1.0006944
-82.72159,24,8.050623,109901,65.03461,[-0.367 -0.685 -0.486 -0.259  0.005],-97.19076,-82.61806,0.018704493,1.0410352,1.4232785,292.7445764541626,100,44.81,0.28565916,0.9531498,-784.42615,100.0,0.99873173,-121.17858994606071,1.0004702,0.08962955,99.26086,-57.329277,,-784.36945,2400,1.0003219
-80.83921,25,8.621888,114432,69.59045,[-0.368 -0.685 -0.487 -0.259  0.004],-97.88669,-80.64024,0.02077498,1.0586194,1.423384,305.7833960056305,100,45.31,0.28713292,0.93429005,-777.6234,100.0,0.9980246,-119.28443316427627,1.0010955,0.09064275,99.15678,-58.434536,,-777.5248,2500,1.0005727
-82.424805,26,8.99776,118944,84.398575,[-0.37  -0.686 -0.487 -0.259  0.004],-98.55667,-81.88274,0.03860741,1.1172016,1.4246936,317.94561100006104,100,45.12,0.286689,0.9167124,-776.6595,100.0,0.9936355,-121.15134748425707,1.0034206,0.09029287,99.14054,-59.079704,,-776.3594,2600,1.0013968
-81.90312,27,8.766307,123340,76.29592,[-0.372 -0.683 -0.485 -0.258  0.006],-98.30906,-81.20368,0.042990215,1.1395687,1.423717,329.8277087211609,100,43.96,0.28336146,0.8764415,-788.30084,100.0,0.99155456,-119.44654681382204,1.0029716,0.08797445,99.22234,-60.384304,,-787.88104,2700,1.0017519
-82.420334,28,8.628992,127848,81.143616,[-0.375 -0.685 -0.486 -0.257  0.005],-98.21155,-82.18813,0.02041675,1.0511583,1.4219875,341.74723958969116,100,45.08,0.28646865,0.9399906,-784.12494,100.0,0.99667346,-121.03947568821877,1.0006928,0.090181984,99.05152,-60.094048,,-783.9842,2800,1.0004475
-81.45735,29,8.8193445,132510,81.497696,[-0.374 -0.683 -0.486 -0.257  0.003],-96.986595,-81.35042,0.013973779,1.0404121,1.4228511,352.80779790878296,100,46.62,0.29079998,0.96108365,-785.53613,100.0,0.9985309,-121.19303455198514,1.0004536,0.09324991,99.1629,-57.869793,,-785.47107,2900,1.0002526
-83.11345,30,7.6375694,137053,58.3112,[-0.372 -0.683 -0.485 -0.257  0.004],-97.85155,-82.67641,0.026915252,1.0767146,1.4252533,364.68268156051636,100,45.43,0.28756422,0.92975616,-791.7762,100.0,0.9946875,-122.31026170344299,1.0016888,0.09090678,99.104576,-55.417244,,-791.55414,3000,1.0009639
-79.66237,31,9.608736,141862,92.71068,[-0.373 -0.682 -0.484 -0.258  0.006],-98.06993,-79.47156,0.018927172,1.0386068,1.4244659,376.4129114151001,100,48.09,0.2948927,0.93849754,-806.51074,100.0,0.99748987,-119.95863479206581,1.0010575,0.09619976,99.00607,-41.036427,,-806.4149,3100,1.0004519
-81.93296,32,7.527084,146436,62.90002,[-0.375 -0.683 -0.485 -0.258  0.006],-97.043304,-81.34833,0.028623996,1.0813048,1.4256747,388.28623056411743,100,45.74,0.28845093,0.907851,-814.05695,100.0,0.9919766,-120.97950722075373,1.0021266,0.091527365,99.21932,-63.397594,,-813.70294,3200,1.0008225
-82.64759,33,8.078404,150919,67.263794,[-0.371 -0.683 -0.483 -0.258  0.007],-98.27753,-82.28807,0.026298925,1.0724133,1.4238493,400.11480927467346,100,44.83,0.2858018,0.90672815,-818.0952,100.0,0.9955804,-121.04230050157027,1.0015624,0.08969127,99.10636,-59.731087,,-817.914,3300,1.0007706
-81.05243,34,9.242811,155606,86.927574,[-0.372 -0.683 -0.483 -0.258  0.005],-98.68176,-80.61986,0.027437365,1.0640684,1.4223034,411.37400221824646,100,46.87,0.2915834,0.91408974,-802.2525,100.0,0.99466467,-120.92490400211837,1.0014987,0.09377951,99.15337,-52.360413,,-801.98956,3400,1.0007377
-81.46585,35,8.4148445,160262,80.96859,[-0.373 -0.686 -0.484 -0.259  0.003],-98.68559,-81.09419,0.025229914,1.0442001,1.4212576,422.8044641017914,100,46.56,0.29071802,0.9107666,-811.8711,100.0,0.99431306,-121.17038673446984,1.0014789,0.093160175,99.23238,-59.086296,,-811.68445,3500,1.0007559
-81.59309,36,9.469767,164860,94.18537,[-0.372 -0.684 -0.483 -0.258  0.002],-97.77433,-80.89886,0.03784942,1.1297358,1.4247135,433.552782535553,100,45.98,0.28919616,0.91293645,-808.44147,100.0,0.9915013,-120.69085527073261,1.0023584,0.09202847,99.074745,-44.307217,,-808.0708,3600,1.0014029
-81.93751,37,9.058326,169439,87.48952,[-0.373 -0.685 -0.483 -0.258  0.006],-97.33212,-81.76876,0.015970077,1.04039,1.4234066,445.37332224845886,100,45.79,0.28847823,0.9157659,-799.15027,100.0,0.99746364,-120.95796097664476,1.0006249,0.09159374,99.04391,-49.05074,,-799.0474,3700,1.0002435
-81.48831,38,8.268078,174045,77.556366,[-0.373 -0.686 -0.484 -0.258  0.005],-97.22299,-80.22094,0.050429933,1.0958345,1.4212375,456.9028308391571,100,46.06,0.28956008,0.8319908,-816.9359,100.0,0.9833011,-120.58802577970827,1.0046955,0.09223383,99.115166,-56.985493,,-816.2009,3800,1.0025176
-80.70241,39,8.435938,178636,77.7306,[-0.376 -0.691 -0.486 -0.259  0.002],-96.030594,-80.07317,0.042219672,1.094748,1.4204694,467.8163571357727,100,45.91,0.28896794,0.8597592,-801.90247,100.0,0.99129534,-119.49108013207025,1.0030297,0.09188004,99.141205,-52.567417,,-801.5799,3900,1.0018113
-81.774956,40,7.791314,183258,60.706226,[-0.374 -0.693 -0.486 -0.261  0.002],-96.34643,-81.69793,0.011941773,1.0301795,1.4200329,479.5288779735565,100,46.22,0.28966948,0.95292735,-794.812,100.0,0.9991033,-121.23765380979195,1.0003213,0.092448264,99.25473,-62.56912,,-794.77045,4000,1.0001525
-82.413704,41,8.9520235,187878,85.22465,[-0.375 -0.694 -0.487 -0.261  0.001],-96.44569,-82.004166,0.030956127,1.0672805,1.4178628,490.64065408706665,100,46.2,0.28973642,0.92136675,-795.45074,100.0,0.99448335,-121.94316089376224,1.0014418,0.09244754,99.08256,-51.66149,,-795.24567,4100,1.0009036
-81.19152,42,8.067751,192518,78.45232,[-0.374 -0.693 -0.485 -0.261 -0.001],-95.97203,-80.38501,0.04916295,1.1305327,1.418855,502.79320073127747,100,46.4,0.290373,0.84073853,-796.34064,100.0,0.9883498,-120.59915912326211,1.0045038,0.09286854,99.17711,-60.361145,,-795.88934,4200,1.0019039
-83.16661,43,8.499644,197025,75.479,[-3.707e-01 -6.961e-01 -4.848e-01 -2.627e-01 -1.577e-04],-98.17801,-82.46622,0.040708374,1.1163385,1.4208707,514.6139085292816,100,45.07,0.2866043,0.9110402,-791.82935,100.0,0.9915211,-122.02896644185904,1.0039706,0.09020779,99.159065,-54.598434,,-791.4795,4300,1.0019003
-80.74229,44,8.814474,201704,87.397835,[-0.373 -0.695 -0.484 -0.262  0.002],-99.52852,-80.41997,0.024645016,1.0717576,1.4222969,527.0977649688721,100,46.79,0.29132283,0.94075924,-809.3893,100.0,0.9949007,-120.35847801769197,1.0012777,0.09360637,99.1613,-52.225094,,-809.202,4400,1.0006318
-81.2337,45,8.33338,206279,76.03614,[-0.37  -0.695 -0.483 -0.263  0.003],-97.77234,-79.9364,0.049901742,1.1292294,1.422846,540.3985705375671,100,45.75,0.2886597,0.8514879,-800.46313,100.0,0.9821728,-120.13619649568193,1.0056349,0.091608375,99.06334,-62.048794,,-799.73303,4500,1.003159
-81.7563,46,8.327984,210860,96.03105,[-0.374 -0.695 -0.485 -0.26   0.004],-98.741974,-80.93169,0.045961518,1.1177914,1.4253603,552.6975522041321,100,45.81,0.2887792,0.8831266,-783.4609,100.0,0.98721546,-120.7933969336725,1.0038437,0.0917095,99.15969,-56.98356,,-783.0399,4600,1.0025034
-82.51455,47,8.335089,215421,79.847466,[-0.372 -0.696 -0.486 -0.261  0.006],-98.62602,-81.90454,0.032427154,1.0864505,1.4282699,564.9699699878693,100,45.61,0.2881182,0.89340514,-799.7273,100.0,0.9915655,-121.67291816485323,1.0024905,0.09128245,99.22595,-59.345737,,-799.4148,4700,1.0014642
-81.22212,48,9.000086,220075,103.31984,[-0.371 -0.697 -0.486 -0.262  0.009],-97.791595,-79.849045,0.043508906,1.0882983,1.4256957,576.710859298706,100,46.54,0.29094464,0.86908686,-798.4349,100.0,0.9803141,-120.71548547228221,1.0043973,0.0932065,99.07381,-53.7325,,-797.60693,4800,1.0024586
-80.45963,49,8.65718,224833,82.52849,[-0.369 -0.692 -0.484 -0.261  0.007],-96.26781,-79.91866,0.033988465,1.106107,1.4287386,588.5188701152802,100,47.58,0.29362786,0.9151191,-784.53845,100.0,0.9920344,-120.70915266111002,1.0019914,0.095223084,99.10629,-57.820786,,-784.2489,4900,1.0012097
-80.09875,50,9.449093,229521,90.64412,[-0.37  -0.691 -0.484 -0.261  0.01 ],-97.13356,-79.55921,0.03498803,1.1052228,1.4276433,599.8053889274597,100,46.88,0.2916576,0.8900226,-812.2228,100.0,0.99266845,-119.42246428576925,1.0022784,0.09381527,99.13795,-52.778534,,-811.95306,5000,1.0012337
-83.0805,51,8.410527,234268,70.17389,[-0.37  -0.692 -0.484 -0.26   0.009],-98.307205,-82.3573,0.03923986,1.1068969,1.4261234,610.7963795661926,100,47.47,0.293383,0.8901292,-800.2933,100.0,0.9901325,-123.9325818029921,1.004024,0.0950197,99.053856,-55.54883,,-799.93646,5100,1.0021906
-81.81027,52,8.855425,238959,84.92063,[-0.367 -0.691 -0.482 -0.262  0.007],-98.45748,-81.479416,0.024295459,1.0779396,1.4256742,623.503618478775,100,46.91,0.29168507,0.9113645,-803.0103,100.0,0.99515295,-121.90116128246089,1.0014975,0.09385247,99.22967,-58.227654,,-802.8218,5200,1.0005927
-82.59859,53,8.265554,243567,75.197624,[-0.368 -0.688 -0.482 -0.261  0.007],-97.337204,-81.49276,0.055269074,1.1277028,1.4261442,635.7235248088837,100,46.08,0.2895886,0.7916349,-791.2613,100.0,0.98481905,-122.16036937772195,1.0066882,0.092267156,99.14785,-60.53026,,-790.6823,5300,1.003321
-82.5898,54,9.260737,248268,87.37738,[-0.365 -0.691 -0.482 -0.264  0.007],-98.83597,-81.076706,0.056124803,1.1359291,1.4218683,647.2270340919495,100,47.01,0.29230717,0.81674445,-812.995,100.0,0.98011667,-122.93050188312951,1.0056885,0.09416226,99.24937,-59.155563,,-812.191,5400,1.0029622
-81.09921,55,9.287975,252928,89.65937,[-0.368 -0.69  -0.481 -0.264  0.003],-98.33264,-81.02052,0.010339718,1.0327513,1.4218482,658.7677733898163,100,46.6,0.29074332,0.9753857,-800.3286,100.0,0.99874717,-120.67585114642556,1.0003172,0.09320844,99.04233,-45.557446,,-800.28894,5500,1.0001408
-81.26761,56,9.186576,257631,93.145164,[-0.367 -0.69  -0.481 -0.264  0.003],-98.24845,-80.439804,0.05033539,1.1507823,1.4224228,670.5500555038452,100,47.03,0.29214168,0.86256564,-802.46765,100.0,0.98853076,-121.2489467463796,1.0054231,0.09413622,99.047935,-46.38728,,-802.0417,5600,1.0031477
-81.510056,57,9.195196,262094,75.72963,[-0.37  -0.689 -0.48  -0.262  0.003],-99.05572,-81.20776,0.03525968,1.1089267,1.420898,683.1780018806458,100,44.63,0.28520122,0.9057266,-787.9078,100.0,0.99700737,-119.47756630687826,1.0015961,0.089288406,99.120476,-56.173153,,-787.75146,5700,1.0009263
-80.16685,58,8.961995,266730,83.50878,[-0.373 -0.689 -0.481 -0.261  0.002],-98.26687,-80.04704,0.016452968,1.0371351,1.4198372,697.1669170856476,100,46.36,0.29008183,0.9523636,-807.01526,100.0,0.9982593,-119.10466592204949,1.0004772,0.09273092,99.154396,-54.206944,,-806.94904,5800,1.0002416
-81.100624,59,8.728511,271432,82.850746,[-0.373 -0.689 -0.482 -0.261  0.001],-97.761566,-80.56555,0.025789643,1.0703245,1.4227667,711.3268673419952,100,47.02,0.29205844,0.9266952,-794.1377,100.0,0.9925427,-121.1690900093999,1.0019627,0.09409749,99.070465,-52.150314,,-793.84906,5900,1.0011199
-80.976845,60,9.976088,276195,105.03356,[-0.374 -0.687 -0.482 -0.26   0.004],-97.505104,-80.8275,0.018452244,1.0504848,1.4232155,723.1672167778015,100,47.63,0.29361644,0.9466049,-800.2063,100.0,0.9974542,-121.3463745205319,1.0006584,0.09527626,99.03389,-48.555252,,-800.1265,6000,1.0003775
-82.4022,61,8.456538,280666,72.71058,[-0.373 -0.686 -0.481 -0.26   0.004],-98.257385,-82.12905,0.020764507,1.0574527,1.4241916,734.9165127277374,100,44.71,0.28543183,0.9498514,-795.4393,100.0,0.996575,-120.77166648010787,1.0010695,0.08944785,99.07419,-52.63866,,-795.29987,6100,1.000625
-81.15905,62,8.868888,285315,76.84421,[-0.374 -0.687 -0.481 -0.26   0.005],-98.52486,-80.176254,0.052864745,1.1276256,1.4228247,747.7278096675873,100,46.49,0.29068106,0.8594749,-809.806,100.0,0.9881158,-120.64753383109324,1.0038244,0.09306641,99.03883,-55.286808,,-809.2524,6200,1.0024462
-82.37329,63,8.279799,289838,66.219086,[-0.378 -0.689 -0.482 -0.26   0.004],-97.50817,-81.94198,0.032348022,1.0763468,1.4219819,760.4511315822601,100,45.23,0.28693837,0.9236396,-797.5224,100.0,0.99452764,-121.17725406456748,1.0021356,0.09049333,99.01799,-50.625515,,-797.273,6300,1.001312
-80.91761,64,8.362379,294604,67.723015,[-0.38  -0.689 -0.482 -0.259  0.003],-95.16578,-80.67426,0.02868362,1.1016874,1.4228238,773.0803663730621,100,47.66,0.2937333,0.9193282,-784.9964,100.0,0.9972508,-121.31117429723983,1.0016718,0.09534365,99.208,-57.001656,,-784.86566,6400,1.0007854
-80.73515,65,8.971038,299375,86.45312,[-0.384 -0.688 -0.483 -0.258  0.004],-98.025795,-80.00462,0.037734184,1.0745074,1.4205338,784.7028439044952,100,47.71,0.29403234,0.8333902,-797.94794,100.0,0.9899492,-121.20736665932621,1.003726,0.095496364,99.11375,-56.107933,,-797.5598,6500,1.0016404
-80.574036,66,8.246243,304128,70.73148,[-0.381 -0.687 -0.481 -0.26   0.002],-98.445015,-80.00213,0.029317485,1.0806481,1.4205394,797.9548852443695,100,47.53,0.29343602,0.8919054,-786.97174,100.0,0.9921377,-120.97214920378045,1.0027024,0.09510755,99.2469,-64.494865,,-786.6136,6600,1.001132
-81.02064,67,10.0705,308866,93.9355,[-0.382 -0.683 -0.479 -0.259  0.002],-99.1018,-80.44601,0.04215302,1.1659204,1.4183987,810.7105851173401,100,47.38,0.29306227,0.87463135,-818.07477,100.0,0.99370414,-121.00894392447326,1.0028002,0.09481604,99.0,-43.128925,,-817.7794,6700,1.001505
-80.709625,68,7.8993855,313704,61.669266,[-3.843e-01 -6.832e-01 -4.792e-01 -2.584e-01 -5.451e-04],-97.18149,-80.47358,0.023277462,1.0589,1.4173375,823.7396743297577,100,48.38,0.295715,0.9372566,-816.1572,100.0,0.99672204,-121.66517853400066,1.0008807,0.096788146,99.12327,-56.928555,,-816.0358,6800,1.0005974
-81.01919,69,9.492504,318573,100.88998,[-0.384 -0.681 -0.479 -0.258 -0.002],-99.32318,-80.29928,0.03533598,1.0691159,1.4144036,836.0780382156372,100,48.69,0.29669634,0.86778337,-819.6443,100.0,0.9898723,-122.21086367345208,1.0021737,0.09745412,99.2295,-58.549652,,-819.25024,6900,1.0012829
-81.25715,70,8.82267,323240,90.28313,[-0.385 -0.682 -0.48  -0.258 -0.005],-95.947525,-80.40647,0.042319316,1.1206341,1.4166269,848.9035320281982,100,46.67,0.29116812,0.8883248,-809.9041,100.0,0.9882505,-120.91641196153527,1.0034256,0.09342329,99.14718,-52.27376,,-809.43713,7000,1.0017214
-80.24128,71,10.257393,327944,108.8045,[-0.384 -0.684 -0.48  -0.259 -0.002],-97.84616,-80.10447,0.01706515,1.074675,1.4179758,862.0338399410248,100,47.04,0.2919741,0.95518696,-824.8111,100.0,0.99796414,-119.82787215668714,1.0005412,0.094092384,99.06167,-54.72187,,-824.7404,7100,1.0002419
-83.07604,72,7.1585236,332538,54.978855,[-0.384 -0.684 -0.481 -0.259 -0.001],-96.16636,-82.44341,0.043059226,1.0830818,1.4189665,875.1747713088989,100,45.94,0.28902012,0.8638264,-816.8806,100.0,0.9908267,-122.71740005757502,1.0030077,0.09193158,99.08205,-64.714485,,-816.52765,7200,1.0017457
-81.56075,73,8.326801,337129,67.68179,[-3.817e-01 -6.845e-01 -4.801e-01 -2.607e-01  7.247e-05],-99.09117,-81.25825,0.02491619,1.0757486,1.4202598,888.1294264793396,100,45.91,0.28883648,0.9378346,-834.1159,100.0,0.996097,-120.69308513047571,1.0012817,0.09184334,99.15293,-55.53176,,-833.95374,7300,1.00058
-81.1524,74,8.5276375,341688,73.89365,[-0.383 -0.683 -0.481 -0.26   0.001],-97.39856,-80.686356,0.03485662,1.099838,1.420787,901.5195407867432,100,45.59,0.28803083,0.9248759,-785.2312,100.0,0.99453086,-119.95995012741174,1.002281,0.091231465,99.03329,-55.11567,,-784.99786,7400,1.0014358
-81.43874,75,9.105814,346305,88.97452,[-0.384 -0.683 -0.479 -0.259  0.002],-98.12725,-80.531525,0.035095863,1.1029505,1.4232734,912.4164671897888,100,46.17,0.28981462,0.8854546,-804.5648,100.0,0.98740077,-120.68269657939969,1.0041957,0.09243862,99.12318,-58.672832,,-804.1134,7500,1.002403
-80.96891,76,8.980591,351015,88.77983,[-0.385 -0.685 -0.479 -0.258  0.004],-98.8669,-80.63296,0.018886475,1.0676144,1.4224226,926.7660412788391,100,47.1,0.29217744,0.9485555,-833.5241,100.0,0.9948208,-120.84775684887343,1.0009097,0.09422219,99.141594,-54.784706,,-833.30347,7600,1.0003998
-81.51382,77,8.048755,355664,76.34255,[-0.382 -0.684 -0.478 -0.258  0.003],-98.16319,-80.99733,0.029533092,1.1274915,1.4252467,939.1793508529663,100,46.49,0.29058084,0.93008226,-800.7432,100.0,0.99240357,-121.05929650184875,1.0017728,0.09303411,99.173,-61.190315,,-800.47186,7700,1.00106
-80.40717,78,8.96631,360463,84.26508,[-0.381 -0.686 -0.478 -0.258  0.006],-96.51427,-80.09196,0.032648414,1.0774565,1.4242705,952.4854574203491,100,47.99,0.2946505,0.90124893,-795.5563,100.0,0.9959662,-121.06089290424767,1.0019153,0.09600889,99.133545,-58.600586,,-795.3886,7800,1.00098
-79.65463,79,9.679695,365309,93.1305,[-0.384 -0.686 -0.478 -0.258  0.005],-98.12401,-78.971054,0.034739945,1.1378477,1.425355,965.6533477306366,100,48.46,0.2960068,0.88977176,-822.7875,100.0,0.9907295,-120.1695296983067,1.0029986,0.09697323,99.0,-35.670715,,-822.38983,7900,1.0015445
-80.61899,80,9.368832,370025,88.33981,[-0.387 -0.686 -0.479 -0.258  0.006],-98.20607,-80.327446,0.027066354,1.0670235,1.4247993,978.2645144462585,100,47.16,0.29237315,0.90391666,-812.743,100.0,0.99628437,-120.46961742963815,1.0011973,0.09435039,99.11867,-55.282726,,-812.5884,8000,1.0007671
-80.14634,81,10.162169,374901,105.07112,[-0.389 -0.688 -0.479 -0.258  0.006],-99.655945,-79.90532,0.017274853,1.0520921,1.4257832,991.813440322876,100,48.76,0.2967366,0.9447703,-805.15485,100.0,0.9965534,-121.02109410740054,1.0008072,0.09754088,99.05873,-46.235355,,-805.0024,8100,1.000333
