InitialBound,StdD2w0t,J_sample_variance,EpisodesSoFar,Weights,InitialReturnMin,StdIW,InitialReturnMax,ReturnStepMaxmin,EntropyCoefficient,MinIW,MeanD2w0t,TimeElapsed,ReturnStepMax,MinD2w0t,InitialReturnMean,MeanIW,InitialReturnStd,MaxIW,EmpiricalD2,Bound,EpLenMean,ReturnMeanIW,EpRewMean,EpThisIter,MaxD2w0t,MeanEntropy,TimestepsSoFar,Iteration
492.0515,0.18874772,56787.004,1200,[-0.681  1.013  0.921 -0.327 -0.221],-4.0529327,0.4649821,6.01593,85.960396,100.0,0.22657214,0.034247115,141.3138463497162,100.0,,3.2806397e-06,1.0836581,2.372433,2.6078634,1.2433245,522.70935,16.04,614.3252,-107.15215428755177,100,1.6346836,1.1688899,20146,12
474.11295,0.20161153,202299.9,1300,[-0.695  0.989  0.922 -0.353 -0.25 ],-4.2860413,0.87522113,5.2649994,85.64131,100.0,0.1437896,0.03581331,153.1582579612732,100.0,,3.3569336e-06,1.0862175,2.3784118,5.1165833,1.5920868,491.53278,15.78,622.8599,-107.00126291151204,100,2.404701,1.1442548,21724,13
428.4221,0.23796129,286964.53,1400,[-0.742  0.967  0.918 -0.368 -0.275],-4.937607,1.0751666,10.691177,86.602615,100.0,0.26961797,0.043534562,165.02531361579895,100.0,,-1.6784668e-06,1.2186539,2.9730337,8.153735,1.5343343,488.0188,17.05,644.98517,-108.19281721497426,100,2.7531629,1.1856008,23429,14
406.68512,0.18458177,11677.654,1500,[-0.78   0.963  0.924 -0.404 -0.233],-4.6190567,0.20602597,28.682861,86.077095,100.0,0.57826734,0.034237362,175.63222455978394,100.0,,-1.6021728e-06,1.0274472,3.8517475,1.9821386,1.0457196,415.4734,16.64,563.04626,-107.54097363483463,100,1.1257313,1.1952496,25093,15
463.0999,0.46035275,3399695.8,1600,[-0.785  0.97   0.916 -0.39  -0.224],-4.4090805,3.4187486,8.650665,86.247116,100.0,0.10396143,0.07016765,185.4416379928589,100.0,,-6.3323973e-06,1.3203176,2.830601,37.342827,2.9534774,504.4925,16.5,727.7405,-107.69695751012911,100,9.509567,1.2546785,26743,16
374.52344,0.19426255,36552.305,1700,[-0.736  0.959  0.884 -0.359 -0.164],-5.1790695,0.43965653,30.571098,87.05614,100.0,0.5682546,0.037088443,197.75383853912354,100.0,,-8.010864e-06,1.0844641,4.2296505,4.6014814,1.1141118,399.17438,17.62,553.71747,-107.64650673916394,100,1.3986461,1.2892612,28505,17
398.7747,0.24364151,369949.62,1800,[-0.736  0.971  0.883 -0.362 -0.13 ],-4.854759,1.3205011,23.956078,86.69948,100.0,0.08625841,0.043825604,210.24268627166748,100.0,,2.2888185e-06,1.2265253,3.8383713,9.94891,2.2947211,450.07953,17.21,630.0929,-107.37960877448796,100,3.60854,1.2929069,30226,18
409.0595,0.18590176,9538.432,1900,[-0.792  0.935  0.874 -0.373 -0.126],-4.3493576,0.19794458,18.751228,86.739,100.0,0.42025253,0.0350219,222.92488741874695,100.0,,-1.3885498e-05,1.0297776,3.6257539,1.4787827,1.0377564,416.095,17.14,547.57025,-107.818754966873,100,1.1084759,1.2695273,31940,19
429.65146,0.18304072,4947.151,2000,[-0.798  0.934  0.863 -0.377 -0.149],-4.5897293,0.14004539,10.1910095,86.60969,100.0,0.60432446,0.034336504,234.30401372909546,100.0,,9.536743e-06,1.013889,2.9048727,1.4357173,1.0172461,432.47073,17.0,548.0291,-108.54185961654437,100,1.062963,1.2549464,33640,20
412.46405,0.18293785,4571.878,2100,[-0.79   0.929  0.866 -0.372 -0.164],-4.800949,0.13304576,19.398132,86.61358,100.0,0.76422393,0.03434911,243.48509073257446,100.0,,-2.5177003e-06,1.0104414,3.3346107,1.8895404,1.0117291,416.4496,17.03,543.20325,-108.09270087907582,100,1.0769402,1.2606788,35343,21
455.8998,0.26847473,1104287.9,2200,[-0.804  0.939  0.857 -0.366 -0.158],-4.3555527,2.3233035,7.777649,86.42614,100.0,0.039709035,0.046500605,255.78542613983154,100.0,,9.155273e-07,1.3287741,2.621678,21.934784,2.4125707,524.6322,16.79,699.4756,-107.74638994560941,100,7.519685,1.2365744,37022,22
405.99207,0.19405138,54399.0,2300,[-0.874  0.9    0.876 -0.415 -0.182],-4.8993454,0.4883092,20.122887,86.71462,100.0,0.34337515,0.036368627,267.29057455062866,100.0,,-2.2888183e-07,1.062034,3.5509233,2.7542832,1.2286342,423.55762,17.04,564.45264,-107.60375258150063,100,1.29288,1.2197299,38726,23
375.9356,0.21289639,115951.72,2400,[-0.842  0.91   0.885 -0.417 -0.199],-5.2613373,0.7368124,26.765358,86.7106,100.0,0.15528652,0.04019666,278.23218417167664,100.0,,-4.119873e-06,1.1454238,4.6558757,3.7642634,1.4855194,421.0287,17.53,588.93146,-107.71999299453371,100,1.8800353,1.2050647,40479,24
414.97986,0.18281095,12320.831,2500,[-0.811  0.927  0.899 -0.421 -0.214],-4.6562347,0.22607385,22.101967,86.19927,100.0,0.6006659,0.034095377,288.9274003505707,100.0,,-4.5013426e-06,1.0240961,3.5591779,1.6363127,1.0451857,420.41705,16.81,554.48425,-107.59721569972987,100,1.1304622,1.1867383,42160,25
382.8548,0.2409512,303910.78,2600,[-0.823  0.92   0.898 -0.425 -0.232],-4.9345703,1.1481466,26.247154,86.823906,100.0,0.13406064,0.04439421,298.66863918304443,100.0,,4.5013426e-06,1.1637707,4.1388197,8.164618,1.7109311,419.58954,17.26,605.3594,-107.58383723975457,100,2.427198,1.1608614,43886,26
406.9309,0.4422024,3256654.5,2700,[-0.884  0.926  0.873 -0.401 -0.258],-3.969078,3.745253,26.2341,86.30503,100.0,0.00647227,0.068181105,311.2451367378235,100.0,,1.04522705e-05,1.54083,3.70947,34.60694,5.5832496,528.84143,16.61,814.46265,-107.85985761817832,100,7.580072,1.1181504,45547,27
375.9919,0.19479285,39624.695,2800,[-0.952  0.893  0.848 -0.397 -0.301],-4.699135,0.40767863,33.052402,86.626236,100.0,0.211038,0.03667048,322.96977281570435,100.0,,5.9127806e-06,1.0639682,4.7072687,2.581456,1.1319373,391.3838,17.16,565.08826,-107.79123750511937,100,1.3364658,1.0839694,47263,28
438.47516,1.1272686,8489286.0,2900,[-0.966  0.894  0.838 -0.385 -0.335],-4.7585983,6.036621,7.6439896,86.50895,100.0,0.0026493988,0.10627685,334.7778561115265,100.0,,4.5013426e-06,1.872555,2.7995524,51.328323,9.851437,638.9707,16.93,969.5612,-107.58677559530031,100,109.60628,1.0634801,48956,29
366.48804,0.18389322,607.9248,3000,[-0.945  0.931  0.91  -0.342 -0.355],-5.107956,0.05366094,31.00848,86.72149,100.0,0.8369974,0.03500215,346.9198682308197,100.0,,1.7929077e-06,1.0022355,5.530531,1.1569564,1.0037347,367.19617,17.48,518.86896,-107.31425553408764,100,1.0161777,1.0664018,50704,30
414.7954,0.22974052,398338.03,3100,[-0.939  0.932  0.91  -0.341 -0.353],-4.365341,1.2264622,27.132835,85.95282,100.0,0.09648181,0.03971232,357.0747549533844,100.0,,-8.392334e-07,1.1885138,4.1201987,11.314962,1.9123611,470.0653,16.13,667.7886,-107.57487269270062,100,5.487156,1.0744596,52317,31
442.66656,0.3214383,1345419.2,3200,[-0.942  0.98   0.907 -0.299 -0.344],-3.9559326,2.436611,12.808449,86.247444,100.0,0.15029879,0.054063413,369.9282259941101,100.0,,-6.1798096e-06,1.2895055,2.8090827,20.106533,3.1931732,509.05405,16.85,683.2384,-108.02482394260367,100,8.044084,1.1564704,54002,32
399.65573,0.18242103,5532.2324,3300,[-0.985  0.947  0.922 -0.333 -0.262],-4.3825912,0.15606216,20.468513,86.56765,100.0,0.68796426,0.03420242,382.12124252319336,100.0,,5.8746336e-06,1.0107533,3.4197881,1.4653476,1.026586,403.03723,16.98,545.7675,-108.23023526799324,100,1.0852406,1.1601001,55700,33
461.98352,0.19549961,60553.67,3400,[-0.991  0.939  0.923 -0.336 -0.259],-4.5812607,0.4998371,7.4318085,86.25746,100.0,0.21240911,0.036113888,392.51328349113464,100.0,,4.196167e-06,1.0897167,3.0740037,2.4526992,1.2720308,490.05615,16.6,596.12335,-107.65679112137103,100,1.4725673,1.1200458,57360,34
427.3368,0.21383327,144444.2,3500,[-1.013  0.923  0.926 -0.334 -0.299],-4.0953217,0.7391613,15.85807,86.128494,100.0,0.14990573,0.03899656,402.8419153690338,100.0,,5.4931643e-06,1.1391585,3.284526,3.925419,1.4464422,459.17374,16.4,634.1097,-107.84886827638894,100,1.9052205,1.0751944,59000,35
405.14755,0.32676357,1854929.1,3600,[-0.99   0.892  0.909 -0.344 -0.344],-4.1276093,2.8398168,16.876099,86.35607,100.0,0.019721514,0.05257856,414.6613869667053,100.0,,6.790161e-06,1.344646,3.045232,28.719774,3.4371412,491.87823,16.76,717.07336,-107.85593819358927,100,9.748147,1.0690972,60676,36
377.64056,0.19807479,78869.42,3700,[-0.963  0.928  0.94  -0.319 -0.35 ],-4.8616867,0.5926895,22.367058,86.49905,100.0,0.16452111,0.03729231,427.3733687400818,100.0,,1.7547608e-06,1.0835365,4.2489586,4.2691054,1.2716782,401.9558,17.25,569.7394,-107.8502719336818,100,1.8456422,1.0710603,62401,37
398.47937,0.2586521,441677.25,3800,[-0.989  0.918  0.925 -0.326 -0.348],-5.0765686,1.4275222,21.536903,86.4436,100.0,0.03749368,0.04476487,439.1937463283539,100.0,,-4.8828124e-06,1.1923447,3.7457972,8.359091,2.555242,437.99847,17.08,623.15546,-107.72326463351459,100,5.9700074,1.0709947,64109,38
457.08588,0.22523436,184125.1,3900,[-0.968  0.967  0.922 -0.297 -0.348],-4.3477707,0.8261166,9.362068,86.15096,100.0,0.11578655,0.03983374,450.97546458244324,100.0,,5.41687e-06,1.1336217,2.9181786,7.142379,1.3684473,500.80872,16.56,624.6233,-108.14427143591328,100,4.266003,1.0881836,65765,39
406.9866,0.44642025,2662421.8,4000,[-1.006  0.98   0.908 -0.326 -0.331],-4.573929,3.398491,13.090782,86.322754,100.0,0.0013097825,0.060212884,462.03891921043396,100.0,,-4.119873e-06,1.5108734,3.516303,25.984896,5.1084795,532.1521,16.85,790.2227,-107.40939120426421,100,18.454187,1.030999,67450,40
412.32733,0.29430863,974619.94,4100,[-0.998  1.046  0.92  -0.283 -0.388],-4.9263763,2.0662374,9.579597,86.31889,100.0,0.02611303,0.04936898,474.0769157409668,100.0,,-3.3569336e-06,1.2136278,3.128425,13.359322,3.133207,450.17096,16.76,645.61914,-107.62152324488714,100,5.4974256,1.0588782,69126,41
472.58234,0.2914882,462422.06,4200,[-0.98   1.089  0.928 -0.268 -0.36 ],-3.902771,1.3162308,8.702805,85.892746,100.0,0.0028414698,0.04451397,484.16795468330383,100.0,,-3.0517577e-07,1.224123,2.4557724,12.8273945,1.8927976,538.34924,16.08,690.42523,-107.7151789995639,100,11.715237,0.99445736,70734,42
429.56372,2.0431333,28503226.0,4300,[-0.99   1.082  0.97  -0.249 -0.424],-4.818161,10.492874,8.21936,86.288185,100.0,0.0011602431,0.11424644,495.6595981121063,100.0,,8.010864e-06,2.132177,2.7970793,104.93927,19.391823,764.38586,16.71,1124.5095,-107.7968002713809,100,200.96037,1.0280282,72405,43
427.91208,0.26233664,728715.4,4400,[-1.021  1.018  0.957 -0.303 -0.391],-4.3336334,1.7827977,7.5874176,86.29592,100.0,0.1372633,0.044028934,508.80065727233887,100.0,,3.4332274e-06,1.2476087,2.7613304,14.85459,2.185462,507.5102,16.76,670.0826,-107.73675047403795,100,10.69746,1.0485276,74081,44
413.4514,0.30454943,1982111.0,4500,[-1.114  1.014  0.981 -0.309 -0.371],-4.2185745,2.9368296,23.285408,86.20791,100.0,0.026531883,0.049393088,520.8408422470093,100.0,,-1.3046265e-05,1.3455937,3.7493892,28.43018,3.3356843,506.9823,16.79,717.3005,-108.17337243919023,100,8.721356,1.0068356,75760,45
432.10184,0.19592781,106974.445,4600,[-1.079  1.063  0.974 -0.274 -0.412],-4.3393784,0.64796066,11.007095,86.126915,100.0,0.2651234,0.035752032,533.0091464519501,100.0,,-1.1138916e-05,1.0831089,2.6584167,4.0804133,1.3141462,454.29828,16.4,603.40564,-107.85149875533418,100,2.2492368,0.99803054,77400,46
379.13605,2.0793242,14633553.0,4700,[-1.082  1.088  0.984 -0.246 -0.421],-5.1520996,8.582072,23.079079,86.434135,100.0,0.004194561,0.12544613,543.9388844966888,100.0,,2.8991699e-06,2.1029725,4.237027,79.37358,21.077034,589.25214,17.01,1017.76746,-107.51069057366502,100,206.99359,1.0254674,79101,47
403.59534,0.1977049,54356.84,4800,[-1.106  1.026  0.969 -0.295 -0.393],-4.657898,0.46724144,11.157219,86.509926,100.0,0.27560797,0.036861338,557.4294140338898,100.0,,-1.0070801e-05,1.0989436,3.009137,2.9808013,1.1824886,433.9218,16.9,590.23016,-107.47762538395324,100,1.5132794,1.0168386,80791,48
438.42267,0.19367902,63042.395,4900,[-1.115  1.05   0.961 -0.267 -0.402],-4.719391,0.48671123,7.3667145,86.16925,100.0,0.40873867,0.035651803,569.8059594631195,100.0,,-1.7547608e-06,1.0380385,2.8350422,3.6790617,1.1464093,449.67725,16.46,574.3048,-107.2317052898331,100,1.3743818,1.0467986,82437,49
455.4383,0.19846594,68028.68,5000,[-1.16   1.077  0.971 -0.255 -0.372],-4.3652573,0.5013158,7.638138,86.10002,100.0,0.39703572,0.036558155,581.6966152191162,100.0,,-3.2043456e-06,1.067759,2.5052605,3.9582648,1.1863381,481.60443,16.51,591.47815,-107.91925424427038,100,1.3828399,1.0876007,84088,50
442.4203,0.31683946,1187139.5,5100,[-1.157  1.077  0.961 -0.242 -0.331],-4.260132,2.2162883,12.5870285,86.28703,100.0,0.012979338,0.054923076,593.4510087966919,100.0,,-1.9836425e-06,1.2910681,2.9639685,20.737839,2.476267,511.80814,16.98,685.6881,-108.01710007363577,100,4.6151156,0.99641085,85786,51
387.58392,0.27729335,685160.5,5200,[-1.21   1.083  0.952 -0.2   -0.422],-4.2249527,1.7081608,22.772713,86.46799,100.0,0.053628165,0.049052414,606.0969893932343,100.0,,1.9073486e-06,1.1868595,3.7370584,14.308983,2.584781,427.09836,16.88,634.1125,-107.56708764432537,100,3.7996862,0.9853324,87474,52
374.75824,0.19465306,31503.527,5300,[-1.253  1.068  0.926 -0.199 -0.434],-4.7406845,0.3568366,20.11647,86.349655,100.0,0.27920154,0.036514502,619.6729874610901,100.0,,-2.8991699e-06,1.0548713,3.3721118,2.2978718,1.1263124,389.6029,17.06,562.9394,-107.92610549931267,100,1.3532543,0.9762349,89180,53
371.47443,0.18774003,22063.346,5400,[-1.26   1.069  0.914 -0.188 -0.443],-5.1026306,0.31742424,24.38794,86.50615,100.0,0.20746368,0.035347372,628.3065721988678,100.0,,-1.5258789e-06,1.0329726,4.7186003,2.097304,1.106805,380.4671,17.15,545.1942,-107.41543605730489,100,1.3423238,0.97460455,90895,54
417.64713,0.18903872,38259.23,5500,[-1.264  1.054  0.912 -0.204 -0.444],-4.076462,0.38620612,6.9689636,86.03228,100.0,0.29007962,0.034829717,639.7195627689362,100.0,,3.8146973e-06,1.0608267,2.6192884,2.284604,1.1352756,435.4259,16.47,586.6262,-107.6135895293359,100,1.3110898,0.9508393,92542,55
385.56458,0.21473902,126518.85,5600,[-1.246  1.055  0.912 -0.217 -0.468],-4.4779205,0.71193314,22.475609,86.261925,100.0,0.06945766,0.03955167,651.8198475837708,100.0,,-8.163453e-06,1.113085,4.086025,5.137045,1.3301456,418.9736,16.84,599.20123,-107.40523110230085,100,1.9271699,0.9569683,94226,56
380.2973,0.19184525,59934.79,5700,[-1.271  1.064  0.894 -0.195 -0.462],-4.942375,0.5023209,17.813751,86.5945,100.0,0.4057185,0.036031697,662.9138770103455,100.0,,-5.41687e-06,1.0867631,3.4655597,4.2395177,1.1352326,404.41705,17.17,573.94,-107.83979083859731,100,2.7367392,0.96849704,95943,57
426.40106,0.23680538,302647.56,5800,[-1.266  1.046  0.895 -0.216 -0.45 ],-5.2981033,1.1487157,7.2204895,86.25008,100.0,0.0625149,0.04228039,673.1777780056,100.0,,9.231568e-06,1.1912671,2.682113,7.9777703,2.1152606,477.50427,16.79,636.80676,-107.69021396037797,100,4.6446157,0.9869966,97622,58
412.3601,0.19898795,85490.37,5900,[-1.216  1.065  0.889 -0.219 -0.432],-4.871361,0.61439604,9.911758,86.382164,100.0,0.25637916,0.037268985,685.2898445129395,100.0,,,1.0871569,3.2208803,3.739936,1.2801884,436.98926,17.07,576.79486,-107.71382055439953,100,1.4572612,0.95011234,99329,59
407.28793,0.181295,7165.183,6000,[-1.219  1.089  0.887 -0.214 -0.469],-4.7386856,0.16256239,13.179771,86.1761,100.0,0.7154707,0.033529777,696.0717561244965,100.0,,-9.536743e-06,1.0185375,2.8075585,1.5676597,1.0231159,414.75833,16.54,562.2128,-107.4747353881697,100,1.0867499,0.967443,100983,60
450.39835,0.19010647,32636.53,6100,[-1.226  1.094  0.893 -0.209 -0.452],-4.9052277,0.3518542,8.112518,86.03103,100.0,0.53259534,0.035104908,709.1380286216736,100.0,,8.392334e-06,1.0568547,2.9049668,2.7931967,1.1258843,476.2341,16.53,581.64923,-107.28070388710711,100,1.4933958,1.003981,102636,61
395.2015,0.18473332,13933.2295,6200,[-1.214  1.084  0.882 -0.223 -0.415],-4.1781693,0.24244641,16.455383,86.56658,100.0,0.5217945,0.03448776,718.7495617866516,100.0,,7.6293946e-07,1.0271842,3.4054444,1.6831497,1.080381,405.1245,16.85,554.51575,-107.56409542979424,100,1.1328418,1.0097023,104321,62
391.05133,0.18246885,8534.983,6300,[-1.226  1.077  0.876 -0.226 -0.409],-4.515274,0.19162372,25.865051,86.20549,100.0,0.6871949,0.034127794,730.3810403347015,100.0,,3.2806397e-06,1.0077885,3.5550725,1.711545,1.034865,393.77966,16.9,546.7678,-108.13970884246125,100,1.0811025,1.0214256,106011,63
391.80273,0.18410996,5399.6963,6400,[-1.236  1.072  0.878 -0.229 -0.398],-3.7404099,0.14988549,15.7942505,86.62739,100.0,0.6019671,0.034655277,741.4882349967957,100.0,,2.822876e-06,1.025273,3.1558573,1.3886441,1.0294662,398.50098,17.11,549.07,-108.43268969579178,100,1.0972083,1.0009813,107722,64
424.5337,0.20788564,170873.02,6500,[-1.229  1.076  0.874 -0.227 -0.418],-4.359337,0.85169995,12.3984375,86.30504,100.0,0.17293063,0.038139004,751.917715549469,100.0,,4.272461e-06,1.1344808,2.8737073,4.394441,1.5447595,457.61935,16.72,611.9866,-107.31059440035922,100,2.7850373,1.000718,109394,65
428.52292,0.19597842,52516.88,6600,[-1.192  1.099  0.866 -0.202 -0.418],-4.5717545,0.45393077,7.962372,86.22278,100.0,0.26419947,0.03635417,763.1202366352081,100.0,,1.2207031e-06,1.0638759,2.8052292,3.039946,1.2085683,450.42114,16.7,582.33374,-107.95665708087812,100,1.2783325,1.0195311,111064,66
358.359,0.34800538,2374331.0,6700,[-1.181  1.106  0.88  -0.204 -0.399],-5.5104675,3.5570736,34.93109,86.83262,100.0,0.09706712,0.05001708,774.4584872722626,100.0,,-4.8828124e-06,1.5438341,5.217513,32.868385,3.251613,458.724,17.66,749.2523,-107.44248443559049,100,34.643604,1.0273486,112830,67
451.73724,0.19320065,34802.895,6800,[-1.149  1.147  0.881 -0.178 -0.392],-3.795166,0.35724795,6.4974976,86.047806,100.0,0.31739184,0.03548687,787.2730350494385,100.0,,-1.3809204e-05,1.0852375,2.547381,2.7998223,1.1488929,485.79913,16.41,605.0664,-108.07049550971173,100,1.5215828,1.0501049,114471,68
439.74683,0.34124154,1425429.6,6900,[-1.153  1.153  0.886 -0.153 -0.369],-4.063545,2.3957,9.55175,86.11455,100.0,0.027634408,0.049623877,799.7311680316925,100.0,,-4.8828124e-06,1.3011998,2.8245225,23.489594,2.421391,509.6882,16.71,700.20844,-108.12337838314417,100,15.924602,1.0553609,116142,69
457.94452,3.4396486,93235830.0,7000,[-1.153  1.186  0.871 -0.171 -0.364],-4.2156296,18.58692,7.0325775,86.00976,100.0,0.00012341415,0.18890515,809.0093126296997,100.0,,-1.4495849e-06,3.0317378,2.253484,188.80605,18.46354,1096.0559,16.14,1633.2523,-107.26253502549766,100,196.10071,0.9349085,117756,70
433.9127,32.395176,2029250600.0,7100,[-1.152  1.176  0.812 -0.228 -0.484],-4.786972,95.39222,7.831787,86.395905,100.0,1.2732864e-05,1.8260161,821.5923907756805,100.0,,-2.822876e-06,10.439643,2.865726,975.38574,376.4371,2739.3152,16.64,5063.3765,-107.50439815835695,100,3283.366,0.8233166,119420,71
447.03854,0.21262743,270611.25,7200,[-1.125  1.224  0.911 -0.204 -0.596],-4.5616226,1.0238482,8.288689,85.905304,100.0,0.18129066,0.03797776,835.4523389339447,100.0,,6.790161e-06,1.1078379,2.7740328,7.264749,1.6565965,476.2926,16.17,622.7171,-107.38279115802834,100,3.7376225,0.8033313,121037,72
378.96948,0.1872393,24466.541,7300,[-1.13   1.191  0.92  -0.231 -0.616],-4.689926,0.32078037,10.839409,86.54214,100.0,0.507043,0.035127666,846.0059332847595,100.0,,-9.155274e-06,1.0468868,3.031303,2.3483434,1.0814077,397.3164,17.01,560.0068,-107.7977880823242,100,1.2029942,0.83300185,122738,73
435.8191,0.3335548,1371511.6,7400,[-1.139  1.185  0.924 -0.235 -0.586],-4.0544586,2.1959097,12.913643,86.14746,100.0,0.15515235,0.05649517,857.4044623374939,100.0,,-9.918213e-07,1.4073867,2.7395377,21.954468,2.5378056,562.6846,16.36,777.25665,-107.76467430808543,100,4.598705,0.9318994,124374,74
458.8251,0.7723563,9207984.0,7500,[-1.178  1.213  0.925 -0.244 -0.487],-4.728676,5.972484,9.275566,85.746254,100.0,0.014407478,0.06454668,869.1836338043213,100.0,,5.264282e-06,1.6793439,2.8233407,143.96959,5.5764894,656.5483,16.13,916.0551,-107.25470413386431,100,65.49607,0.9511548,125987,75
418.44177,0.18136959,10047.283,7600,[-1.188  1.162  0.945 -0.249 -0.468],-4.908188,0.20020248,7.6939316,86.15137,100.0,0.57144684,0.033446044,882.6133983135223,100.0,,7.171631e-06,1.0250057,2.9658484,1.6227779,1.0504214,426.09348,16.45,567.3528,-107.14868511439096,100,1.1144738,0.934296,127632,76
420.98245,72.41619,3979716400.0,7700,[-1.191  1.175  0.942 -0.243 -0.485],-4.4789276,128.4444,8.902672,86.00752,100.0,0.0050268145,3.81902,893.6088774204254,100.0,,1.5258789e-06,13.393818,2.7381701,2707.3037,805.88885,4085.4795,16.33,6727.6763,-107.0633427018949,100,4581.9507,1.0471758,129265,77
409.45563,0.33832353,3604279.0,7800,[-1.257  1.152  0.91  -0.208 -0.372],-4.549103,3.4703765,16.031471,86.2288,100.0,0.062139407,0.054366905,908.1484482288361,100.0,,-5.9509275e-06,1.6178119,3.3192892,67.01104,2.7232394,545.12024,16.63,874.2567,-107.50464946132577,100,13.216811,1.1044966,130928,78
383.36517,0.18828668,20846.508,7900,[-1.271  1.111  0.933 -0.255 -0.314],-4.679184,0.3052667,26.681389,86.48558,100.0,0.43049246,0.03557842,920.6016426086426,100.0,,,1.0394695,4.1998167,2.2531624,1.0990812,395.39844,17.25,547.66364,-107.94931818058802,100,1.235085,1.0959221,132653,79
389.4629,0.20226169,95571.05,8000,[-1.251  1.115  0.941 -0.254 -0.323],-4.332077,0.64389443,15.676147,86.361595,100.0,0.47419694,0.0378024,930.1107611656189,100.0,,-4.8828124e-06,1.15287,3.3805995,4.3887477,1.2293755,436.27158,16.99,613.3388,-108.15702654671348,100,1.9965354,1.1591959,134352,80
