Iteration,EpThisIter,EpRewMean,InitialReturnMin,InitialReturnMean,Weights,TimeElapsed,MeanD2w0t,EpisodesSoFar,MaxIW,EntropyCoefficient,MaxD2w0t,InitialBound,InitialReturnStd,StdIW,StdD2w0t,EpLenMean,Bound,MinIW,MeanIW,MinD2w0t,ReturnStepMax,TimestepsSoFar,ReturnMeanIW,EmpiricalD2,J_sample_variance,ReturnStepMaxmin,InitialReturnMax,MeanEntropy
245,100,-11.152647011171759,-38.188766,-10.367107,[-0.466 -0.297  0.007 -0.273 -0.808],23874.53470158577,39572.67,24500,82.58861,,6895784.5,-10.4779005,8.4021,2.9486814,237725.52,479.35,-7.9978223,1.227475e-07,0.7921475,,100.0,8955543,-7.399918,607405.8,795.9756,99.0,13.98075,0.6058918
246,100,-47.05049518638679,-40.294792,-14.806938,[-0.469 -0.302  0.022 -0.284 -0.813],24011.483268260956,32.23217,24600,74.206474,,827.71387,-15.274351,11.044407,2.9075475,73.79555,396.09,-12.751252,0.0002050548,0.9609951,,100.0,8995152,-12.0894575,190.97308,92.45438,99.0,7.694526,0.6157358
247,100,-20.65997004952249,-47.81948,-11.126582,[-0.482 -0.295  0.022 -0.27  -0.803],24168.090774536133,6063.1455,24700,95.08502,,407805.94,-11.331824,9.164745,2.1891,21650.684,473.94,-8.707199,2.3887137e-06,0.7405528,,100.0,9042546,-8.016602,73727.13,526.235,99.0,10.313289,0.6354988
248,100,-7.905927712919591,-36.123096,-9.5940275,[-0.473 -0.279  0.009 -0.264 -0.783],24331.435166835785,13063.15,24800,207.85983,,2326747.0,-9.672566,9.016689,5.8471484,67240.05,474.16,-7.591639,1.1210997e-06,0.9161569,,100.0,9089962,-7.241831,154622.55,149.4585,99.0,12.371534,0.63258046
249,100,-45.79478476457106,-63.43212,-14.803125,[-0.46  -0.274 -0.001 -0.272 -0.786],24464.814851522446,8948.508,24900,433.03186,,2050795.1,-15.258063,14.7409315,8.337953,55312.742,367.66,-8.835926,1.9447246e-07,0.9408513,,100.0,9126728,-6.8816886,114919.26,2444.1335,99.0,4.7503023,0.62986994
250,100,-13.679710070463273,-48.33014,-12.833722,[-0.463 -0.281 -0.011 -0.259 -0.789],24628.339545965195,1.7272147,25000,7.0985084,,5.838271,-12.96962,11.587587,0.66909486,0.950154,452.8,-12.541585,0.017701544,0.8854076,,100.0,9172008,-12.399068,3.3312182,97.46622,99.0,9.377234,0.6277014
251,100,-5.411555006777956,-42.83513,-10.461418,[-0.468 -0.282 -0.015 -0.255 -0.791],24798.880331993103,55632.18,25100,262.5657,,23838276.0,-10.515177,8.398091,6.8592052,565040.2,481.95,-7.2525244,1.219423e-07,1.0242174,,100.0,9220203,-6.8751707,902216.6,652.09357,99.0,5.139173,0.6257325
252,100,-42.29684734956204,-66.74547,-14.989819,[-0.453 -0.288 -0.025 -0.266 -0.793],24938.506039619446,31.220236,25200,42.106895,,722.896,-15.410006,16.110804,1.6443703,64.89373,378.07,-11.309046,0.0010500903,0.8810393,,100.0,9258010,-10.70587,192.52045,102.30182,99.0,8.620172,0.6262175
253,100,-10.04167996742924,-41.055454,-10.489806,[-0.455 -0.293 -0.023 -0.257 -0.793],25109.351169109344,163.09119,25300,159.99779,,9176.237,-10.589562,8.283724,4.3823676,495.0281,476.12,-9.049232,4.9007285e-06,0.84153545,,100.0,9305622,-8.897091,1391.237,97.86288,99.0,9.610666,0.62530416
254,100,-12.552425380300452,-55.906837,-11.95258,[-0.456 -0.29  -0.013 -0.264 -0.794],25277.875306606293,2263056.5,25400,17203.328,,310416300.0,-12.07728,10.355404,402.3861,13525365.0,463.25,20.575207,4.922957e-09,21.163197,,100.0,9351947,24.48645,40015400.0,117253.76,99.0,9.969554,0.61699575
255,100,-72.272780900627,-64.93982,-19.971996,[-0.472 -0.28  -0.02  -0.28  -0.802],25386.618116617203,357.35132,25500,190.18182,,40800.023,-20.689976,16.992271,7.4823275,2005.6327,288.33,-11.213707,2.2384327e-05,1.3069679,,100.0,9380780,-9.557904,4061.8289,327.0468,99.0,7.976945,0.61302465
256,100,-25.31918952699445,-67.55033,-11.896624,[-0.478 -0.287 -0.01  -0.275 -0.806],25544.014361858368,37.177357,25600,44.044567,,1289.9819,-12.148151,12.894271,2.3510048,84.22435,428.38,-9.31086,0.00042993773,1.0115927,,100.0,9423618,-8.956944,238.4352,97.09145,99.0,13.666599,0.6155402
257,100,-4.304956381725334,-37.900017,-11.329157,[-0.482 -0.291 -0.003 -0.269 -0.803],25715.715257167816,328251.97,25700,191.23215,,100138024.0,-11.3719225,8.946472,3.5638583,2237653.5,486.58,-9.040224,2.0929414e-09,0.7960842,,100.0,9472276,-8.53289,5996989.5,368.56247,99.0,20.375246,0.60912675
258,100,-16.99666471803641,-33.19002,-9.793085,[-0.488 -0.274 -0.019 -0.264 -0.81 ],25880.31047463417,1000.1578,25800,122.65491,,326480.03,-9.961935,9.390898,3.655502,7732.466,447.5,-8.979746,1.937542e-05,0.8853778,,100.0,9517026,-8.651712,11993.803,86.02348,99.0,15.6179905,0.60450464
259,100,-14.841049271732434,-52.65895,-11.273809,[-0.527 -0.273 -0.027 -0.261 -0.814],26051.11963200569,10110.139,25900,1087.3989,,988236.75,-11.421245,9.812422,30.265898,43725.285,476.99,-9.710352,9.997433e-07,2.2217915,,100.0,9564725,-9.191144,129321.43,299.63983,99.0,14.389009,0.5958841
260,100,-17.108454244142056,-69.33199,-11.355825,[-0.528 -0.264 -0.013 -0.262 -0.823],26226.082550764084,71407.945,26000,129.81958,,10661319.0,-11.5257845,9.753644,3.0228755,431476.84,475.73,-8.2041445,3.134827e-08,0.6753282,,100.0,9612298,-7.034898,957121.4,988.09393,99.0,3.423477,0.5897926
261,100,-17.66778972085407,-46.27991,-11.503193,[-0.526 -0.26  -0.027 -0.246 -0.829],26400.263310432434,1167.3313,26100,83.90011,,71694.555,-11.67871,9.902536,3.2974453,4214.9097,476.07,-10.365332,2.5899164e-06,0.95584124,,100.0,9659905,-10.01987,12903.423,96.42313,99.0,4.8282547,0.5888674
262,100,-10.260527263664944,-47.706703,-10.364715,[-0.525 -0.258 -0.014 -0.251 -0.83 ],26571.23810195923,40548.113,26200,99.02484,,4169052.5,-10.466645,9.114812,4.1782045,177817.88,479.18,-6.5005713,4.4100902e-06,0.9065089,,100.0,9707823,-5.875604,537524.6,685.61426,99.0,7.2014008,0.6181641
263,100,-8.582832353911833,-45.10908,-10.603502,[-0.526 -0.22  -0.017 -0.23  -0.801],26744.984734773636,8091.8354,26300,51.68492,,3548863.8,-10.6887665,9.579727,1.4142281,64377.082,480.26,-8.380781,3.10627e-06,0.62333924,,100.0,9755849,-8.122995,115513.76,174.11357,99.0,6.234341,0.61787057
264,100,-21.14099107525119,-52.025146,-13.151172,[-0.511 -0.231 -0.002 -0.242 -0.801],26912.90007662773,1979.5542,26400,386.2846,,79851.11,-13.361193,11.679574,8.055715,5404.1353,455.91,-10.415558,1.6564829e-06,1.2302725,,100.0,9801440,-9.870939,20622.252,681.1204,99.0,12.452324,0.63450867
265,100,-8.947404129903601,-48.593716,-11.995825,[-0.495 -0.24  -0.01  -0.235 -0.784],27088.978919267654,47064.31,26500,195.966,,5782236.0,-12.084711,10.356933,9.019191,245813.75,483.34,-9.735651,5.9959945e-08,1.6623358,,100.0,9849774,-9.17123,626185.5,601.37897,99.0,8.424748,0.60864264
266,100,-3.1955080920849985,-30.0996,-10.004031,[-0.516 -0.278 -0.015 -0.255 -0.81 ],27268.48622584343,6.06505,26600,56.481472,,65.06954,-10.035776,7.389419,2.4833763,7.2047567,493.17,-9.582526,0.00036176207,1.0832747,,100.0,9899091,-9.545997,21.262672,66.46044,99.0,5.9611506,0.5983259
267,100,-7.224018299045518,-37.97596,-10.569767,[-0.522 -0.261 -0.021 -0.243 -0.821],27443.082411766052,8807.936,26700,38.665844,,1427166.8,-10.641533,7.6029315,1.1527773,47135.52,494.01,-8.614507,4.976418e-06,0.49290383,,100.0,9948492,-8.380225,113571.66,130.55481,99.0,10.217647,0.5952183
268,100,-13.569408768518015,-39.662586,-10.072314,[-0.485 -0.248 -0.016 -0.246 -0.824],27610.041965007782,1004267.6,26800,710.0208,,672358000.0,-10.207116,10.431567,13.088837,10823706.0,450.97,-1.9889024,1.7584662e-07,1.6897559,,100.0,9993589,0.8160943,21774988.0,12602.064,99.0,18.8833,0.6006398
269,100,2.4887238972110186,-66.901436,-10.853235,[-0.479 -0.246 -0.002 -0.234 -0.818],27789.56087422371,1991193.9,26900,80.58194,,480530940.0,-10.877958,11.04626,2.600214,11776599.0,490.54,-6.2205353,4.410027e-08,0.6676414,,100.0,10042643,-5.5336585,39552416.0,929.90967,99.0,9.631625,0.597914
270,100,-27.48272957628467,-45.282566,-11.317279,[-0.484 -0.259  0.003 -0.264 -0.821],27946.043338537216,6.3384056,27000,20.019836,,52.306076,-11.5903,9.040872,1.4694828,7.5104413,431.38,-10.2831135,0.0018421708,1.0431904,,100.0,10085781,-9.9585085,23.697796,79.52353,99.0,9.212621,0.5972216
271,100,-12.07602682275977,-59.149185,-10.800493,[-0.484 -0.266  0.005 -0.258 -0.822],28116.078116178513,6.816646,27100,75.23487,,78.47384,-10.92046,11.0187845,2.1506178,8.541945,467.65,-10.314286,0.0026273998,0.9579944,,100.0,10132546,-10.174944,27.197092,187.90115,99.0,15.397961,0.59650254
272,100,-7.664191907005036,-59.860577,-11.884885,[-0.484 -0.264 -0.002 -0.25  -0.822],28287.80998158455,1.21088,27200,3.6332746,,1.7994276,-11.961023,10.450473,0.42460042,0.28848153,482.39,-11.648389,0.15068501,1.0056491,,100.0,10180785,-11.570823,1.5515288,79.657776,99.0,9.554468,0.59645134
273,100,-1.109817965928135,-44.02455,-10.388127,[-4.843e-01 -2.650e-01 -4.634e-04 -2.480e-01 -8.225e-01],28461.557973623276,1.0760512,27300,2.736459,,1.2807019,-10.399153,8.783969,0.3024369,0.18618728,487.27,-10.352404,0.2012167,1.0345544,,100.0,10229512,-10.341288,1.2185752,70.94571,99.0,9.664213,0.5963726
274,100,-0.062337460441733474,-31.324682,-10.217069,[-4.846e-01 -2.666e-01  2.385e-04 -2.468e-01 -8.226e-01],28637.924553632736,9008691000.0,27400,1160.0431,,7803776300000.0,-10.217688,8.145639,19.670366,131814760000.0,499.54,-0.61553276,2.5836316e-11,1.6000762,,100.0,10279466,0.033352975,289550570000.0,10564.228,99.0,13.07705,0.6000311
275,100,-9.273314532269104,-33.168396,-11.826438,[-0.469 -0.261  0.021 -0.244 -0.819],28813.811272621155,271.8825,27500,46.78267,,12122.549,-11.918562,9.717691,1.425594,721.45807,483.57,-10.966752,7.878539e-05,0.6252909,,100.0,10327823,-10.80908,2289.6306,236.6633,99.0,25.237043,0.59980255
276,100,-8.093669438452624,-42.0332,-10.626712,[-0.464 -0.255  0.013 -0.25  -0.819],28982.672251939774,152529.67,27600,644.0162,,15006535.0,-10.707116,9.107228,22.350027,632377.8,469.43,-4.315137,3.423355e-08,2.3953538,,100.0,10374766,-3.5125313,2470078.8,1849.5922,99.0,6.3819256,0.59863305
277,100,-64.09099209006814,-65.341866,-18.630743,[-0.472 -0.253  0.022 -0.267 -0.82 ],29106.748814821243,1028.4591,27700,1091.5466,,236882.72,-19.26744,15.28408,29.25103,7167.335,341.45,-12.811823,2.4421558e-06,2.724744,,100.0,10408911,-11.1472845,12548.434,1155.7804,99.0,1.5411817,0.59619135
278,100,-31.296616920624096,-57.243286,-13.756676,[-0.469 -0.263  0.01  -0.264 -0.823],29261.083438158035,777.955,27800,71.60698,,128212.96,-14.067587,11.13062,2.1347022,4304.3745,428.7,-11.386859,2.5208115e-05,0.86976343,,100.0,10451781,-10.805826,9033.81,165.12135,99.0,5.137176,0.5875785
279,100,-11.046502383141389,-38.392994,-10.9557705,[-4.826e-01 -2.480e-01  2.791e-06 -2.460e-01 -8.314e-01],29434.36598086357,3127954.0,27900,9164.832,,508482700.0,-11.06551,9.123954,230.86823,17845166.0,469.3,65.908615,2.6821205e-09,13.182715,,100.0,10498711,69.75071,58942184.0,658518.1,99.0,5.8157268,0.5951634
280,100,-45.15283728544301,-73.38813,-15.733904,[-4.339e-01 -2.296e-01  1.233e-05 -2.380e-01 -8.238e-01],29566.999192237854,28.64932,28000,47.136597,,666.2876,-16.182467,14.920624,2.020609,64.35888,357.19,-11.070989,0.00036761828,0.8801584,,100.0,10534430,-10.42934,171.61908,114.94239,99.0,5.5665627,0.59571886
281,100,-6.236808922455906,-59.349075,-11.926896,[-0.437 -0.234 -0.001 -0.227 -0.823],29732.64673113823,52.961803,28100,526.3322,,716.3574,-11.988853,11.014566,15.330003,88.12949,462.08,-10.433899,9.89957e-05,1.8945123,,100.0,10580638,-10.340482,310.60095,398.2783,99.0,11.800042,0.58251977
282,100,-15.154535898015062,-65.05636,-11.158431,[-4.533e-01 -2.402e-01  8.200e-04 -2.425e-01 -8.364e-01],29895.70619392395,4.973879,28200,13.525782,,44.794266,-11.308981,11.124098,1.1871309,5.467784,451.8,-10.339864,0.0062620305,0.97708595,,100.0,10625818,-10.168514,17.512514,99.551445,99.0,8.328471,0.5824509
283,100,-9.035642686527002,-47.801025,-10.950194,[-0.458 -0.243 -0.003 -0.236 -0.837],30067.101934194565,2116.4944,28300,185.9428,,192399.06,-11.039956,11.281936,5.164911,9186.285,477.69,-9.454202,7.0445185e-07,0.9885676,,100.0,10673587,-9.252758,25154.672,206.96794,99.0,22.41562,0.5841769
284,100,-6.646383366619553,-43.17633,-10.962018,[-0.463 -0.241 -0.017 -0.229 -0.835],30241.906879901886,247968100.0,28400,3354.2095,,61304025000.0,-11.028045,9.412453,83.237274,1784006100.0,486.44,44.14629,4.9964024e-09,3.638435,,100.0,10722231,59.78052,5455790600.0,492142.22,99.0,3.821814,0.58520854
285,100,-44.85805589415813,-59.44643,-13.516393,[-0.495 -0.216 -0.016 -0.234 -0.834],30386.802448511124,3654.0618,28500,134.51788,,506413.1,-13.962026,13.0995455,2.3342333,19612.406,391.11,-9.131973,8.6901755e-06,0.7337343,,100.0,10761342,-7.745879,46104.23,536.33167,99.0,11.351364,0.5857607
286,100,-24.189884332705393,-59.277794,-10.550795,[-0.5   -0.221 -0.028 -0.226 -0.833],30548.55436372757,49.620483,28600,20.319145,,852.33905,-10.791103,11.297853,1.2484139,96.74448,441.3,-9.736464,9.457836e-05,0.66879064,,100.0,10805472,-9.384246,312.186,137.26329,99.0,9.897779,0.58623606
287,100,-4.230110900625991,-40.63131,-10.714491,[-0.497 -0.221 -0.032 -0.214 -0.833],30721.13751912117,1453241.5,28700,290.1899,,724510400.0,-10.756514,9.061551,7.1476817,16694725.0,483.96,-6.665815,1.6878055e-09,0.98377776,,100.0,10853868,-5.8517656,34769468.0,1902.5092,99.0,9.473709,0.5837443
288,100,-15.173348146820459,-45.579857,-11.134957,[-0.498 -0.216 -0.018 -0.226 -0.835],30885.466416597366,31610.28,28800,581.4762,,2642180.5,-11.285694,9.790629,10.233991,118862.555,465.05,-9.912143,2.5687433e-07,1.0244434,,100.0,10900373,-8.960565,399298.3,210.46942,99.0,8.586608,0.5880837
289,100,-4.493347029001219,-37.836037,-11.741306,[-0.502 -0.207 -0.017 -0.202 -0.831],31063.170648813248,234.28232,28900,40.904285,,5572.021,-11.785945,8.727311,1.8113886,507.43823,500.0,-10.389866,1.3224777e-05,0.78607845,1.0000001,1.0,10950373,-10.313159,1803.1118,200.29358,,7.439584,0.58813053
290,100,-13.786291430221889,-60.144253,-11.547522,[-0.5   -0.203 -0.022 -0.213 -0.831],31226.470994472504,51.201836,29000,1194.2922,,1624.1296,-11.684479,10.035391,22.830267,122.23561,467.03,-10.703838,2.6351701e-05,1.9179983,,100.0,10997076,-10.522287,362.2801,95.23404,99.0,13.608448,0.58685
291,100,-21.205004518888032,-63.657097,-11.342516,[-0.502 -0.205 -0.033 -0.21  -0.832],31381.734523296356,93108.586,29100,332.21216,,9218282.0,-11.553173,11.275877,8.770818,410447.22,443.75,-5.0400524,1.380835e-07,1.4461912,,100.0,11041451,-3.1368108,1340440.5,4923.2744,99.0,10.647247,0.5641423
292,100,-4.897883939214686,-41.41441,-12.088605,[-0.491 -0.231 -0.032 -0.208 -0.855],31559.111245393753,109038.41,29200,104.32908,,13112196.0,-12.137262,8.702817,2.393728,532704.8,499.18,-8.985673,5.507565e-07,0.63814765,,100.0,11091369,-8.624263,1756062.9,500.42206,99.0,4.368853,0.5651864
293,100,1.5167991342181941,-35.09817,-10.370833,[-0.491 -0.231 -0.016 -0.21  -0.854],31734.394082069397,1105.7982,29300,172.93668,,47281.125,-10.385902,8.258506,4.379542,3077.9958,500.0,-8.962543,1.3260574e-06,0.98736537,1.0000411,1.0,11141369,-8.930282,11269.2,122.32893,,11.043306,0.5681117
294,100,-1.626546616334613,-30.050533,-9.780278,[-0.487 -0.219 -0.026 -0.211 -0.851],31905.52766084671,34119.477,29400,76.88281,,9750106.0,-9.796437,7.734437,2.4982958,231517.62,491.27,-8.784551,4.8181924e-08,0.5573467,,100.0,11190496,-8.708522,496062.84,98.98544,99.0,9.663307,0.56743985
295,100,-1.066112010668622,-31.984898,-9.683733,[-0.483 -0.217 -0.013 -0.222 -0.851],32078.266880512238,211120750.0,29500,1012.5306,,150947250000.0,-9.694324,8.480987,17.47409,2649705200.0,492.7,1.5621426,5.984232e-10,1.0960015,,100.0,11239766,3.883141,4992661500.0,19028.682,99.0,11.096893,0.5661047
296,100,-74.65922748615525,-62.23596,-18.117496,[-0.473 -0.232 -0.005 -0.253 -0.853],32191.317745923996,78.43149,29600,71.53074,,4349.4463,-18.859182,14.4856615,2.4249408,305.85797,311.36,-13.662533,0.00023044819,1.0146407,,100.0,11270902,-12.39985,667.6744,182.09671,99.0,7.809431,0.56446993
297,100,-17.39933022212455,-50.596756,-11.355051,[-0.479 -0.24  -0.009 -0.243 -0.854],32352.83819937706,1.6016285,29700,7.915328,,3.5142958,-11.527901,10.554648,0.6864102,0.7644693,452.11,-10.825821,0.04069164,0.9209784,,100.0,11316113,-10.6442585,2.804346,78.40607,99.0,7.7267494,0.56463
298,100,-4.524796320365247,-53.798008,-10.072312,[-0.479 -0.242 -0.009 -0.24  -0.854],32516.52719950676,31429.146,29800,15256.967,,4609658.0,-10.117262,11.091288,430.97302,167558.94,470.98,-1.7106194,6.126054e-07,23.397776,,100.0,11363211,-1.4759088,404912.9,7976.747,99.0,11.010084,0.56450963
299,100,-32.2939116254139,-40.959194,-10.925329,[-0.498 -0.227 -0.018 -0.243 -0.854],32664.175445318222,42004.254,29900,11842.103,,9278151.0,-11.246146,9.204231,160.20978,203010.78,420.19,-1.8949661,2.7782036e-08,8.6637535,,100.0,11405230,0.37665462,643170.1,5169.8237,99.0,5.676644,0.56274056
300,100,-16.70483234045412,-37.098793,-11.106484,[-0.48  -0.234 -0.023 -0.23  -0.856],32827.43939471245,7887.9385,30000,1627.2599,,2470873.5,-11.272435,9.921645,39.94439,67026.17,465.15,-5.245933,3.7595048e-06,3.0528202,,100.0,11451745,-4.7364902,109211.32,2448.8645,99.0,12.090754,0.5712234
301,100,-9.340974807165164,-38.377434,-10.793876,[-0.455 -0.224 -0.009 -0.226 -0.848],32991.10703730583,114.25706,30100,24.871616,,3504.9785,-10.886672,9.170155,1.2287476,289.501,465.89,-9.792913,2.3914341e-05,0.7014064,,100.0,11498334,-9.656691,867.4895,108.61189,99.0,8.509702,0.5708049
302,100,-27.729794544391833,-59.07056,-13.176569,[-0.454 -0.219 -0.001 -0.233 -0.848],33133.523219347,318475.22,30200,4257.351,,68700770.0,-13.4520445,13.231919,72.705215,2504242.5,408.63,2.113368,1.6331259e-07,4.50634,,100.0,11539197,6.057411,5625019.0,30658.922,99.0,14.508131,0.5737999
303,100,-12.203366797335502,-40.786064,-10.742184,[-0.458 -0.229 -0.015 -0.226 -0.845],33295.31314897537,2571.4172,30300,31.754509,,163614.16,-10.863416,11.619924,1.2927318,9837.943,457.73,-8.653698,7.048191e-06,0.5944334,,100.0,11584970,-8.355968,29911.328,189.61519,99.0,12.492936,0.5749509
304,100,0.9791673454786352,-57.950226,-8.986216,[-0.46  -0.229 -0.002 -0.229 -0.844],33466.53539252281,25076322.0,30400,5635.9175,,5616361500.0,-8.995942,9.614239,144.32346,157728820.0,490.22,-0.4496087,5.057765e-10,6.9619,,100.0,11633992,0.39444426,572533400.0,3223.3093,99.0,8.464182,0.58258796
305,100,-65.7417241118111,-66.96135,-18.648449,[-0.468 -0.214 -0.009 -0.241 -0.836],33579.46575522423,74.24272,30500,25.44988,,4411.6245,-19.301544,15.704775,1.3354301,259.44263,316.28,-13.62723,0.000102958875,0.68415046,,100.0,11665620,-12.49289,547.5209,141.19534,99.0,5.178234,0.58250237
306,100,-13.842017180949519,-49.440582,-9.463147,[-0.47  -0.221 -0.005 -0.232 -0.836],33740.1829354763,10.534457,30600,62.88531,,167.95737,-9.600657,9.959177,2.6141248,15.923738,460.28,-8.422882,0.0014159863,1.0527474,,100.0,11711648,-8.256202,45.530273,109.63477,99.0,20.128567,0.58124614
307,100,-1.9888825507882302,-62.098724,-10.132793,[-0.472 -0.222  0.002 -0.227 -0.838],33907.66638302803,363763.88,30700,127.066475,,78480740.0,-10.152551,8.978743,3.2051342,2303110.8,481.26,-6.9239845,9.742744e-09,0.70933515,,100.0,11759774,-6.6680865,6188855.0,1273.3104,99.0,7.0793943,0.5868587
308,100,-5.537631916666637,-49.288704,-11.310804,[-0.471 -0.228  0.018 -0.225 -0.832],34080.34366106987,22.65712,30800,49.66658,,547.84015,-11.365817,10.10516,2.337423,40.6109,480.31,-11.10772,0.0005646345,0.9511073,,100.0,11807805,-11.039435,123.95777,114.30714,99.0,8.495675,0.5847125
309,100,-4.165252531944804,-44.091408,-11.244146,[-0.468 -0.231  0.008 -0.226 -0.834],34248.69104719162,22387.205,30900,83.56891,,3059358.5,-11.285524,8.762527,2.0263486,125584.62,482.79,-8.76364,1.3855238e-06,0.6106978,,100.0,11856084,-8.565363,296464.2,158.07689,99.0,10.899518,0.58640975
310,100,-8.612143193971612,-38.19479,-10.5345545,[-0.456 -0.223 -0.005 -0.226 -0.833],34413.371299266815,226596.73,31000,340.05627,,23005116.0,-10.6201105,8.942661,11.045578,870716.25,469.76,-5.6906605,3.331899e-08,1.4916345,,100.0,11903060,-4.617791,3514565.8,3333.6052,99.0,5.4561257,0.58032334
311,100,5.409288274559859,-30.086477,-10.723874,[-0.452 -0.224 -0.009 -0.205 -0.839],34590.079127788544,2434293.5,31100,169.93362,,447783680.0,-10.777612,7.8672023,6.7190824,15075745.0,500.0,-4.0247126,1.5787062e-08,1.2787285,1.0011853,1.0,11953060,-2.5044756,47852136.0,2697.6296,,12.986732,0.5798337
312,100,-0.23541489630688084,-39.65532,-10.437688,[-0.442 -0.215 -0.024 -0.205 -0.839],34760.50309228897,1077495.8,31200,2903.322,,363421150.0,-10.440026,9.15029,42.390205,7903210.0,477.51,-6.7743397,2.9497587e-09,2.0920596,,100.0,12000811,-6.722481,18188686.0,578.3382,99.0,11.778539,0.56438565
313,100,-61.904266626515344,-66.29242,-17.088379,[-0.426 -0.196 -0.028 -0.212 -0.855],34874.118904829025,201.1474,31300,35.60894,,14046.813,-17.703354,16.868275,1.6401864,746.79675,315.69,-10.671067,0.00018209935,0.6523307,,100.0,12032380,-9.4142885,1987.8348,259.3965,99.0,11.001739,0.56324995
314,100,-12.25563946587996,-58.045143,-12.3718,[-0.43  -0.206 -0.025 -0.204 -0.856],35036.85850048065,66830.89,31400,24.15724,,5069661.5,-12.493551,11.25459,1.2621213,244211.9,451.74,-8.502912,8.708838e-07,0.5649705,,100.0,12077554,-7.5312004,949126.3,509.48312,99.0,8.684472,0.56421345
315,100,-60.94749389645885,-59.25083,-18.511362,[-0.441 -0.201 -0.024 -0.221 -0.855],35149.102512836456,422.9997,31500,96.829926,,130378.53,-19.116833,17.097866,3.0804958,3227.9036,309.24,-11.532877,0.0001588308,0.8569998,,100.0,12108478,-10.256729,4450.283,222.02383,99.0,8.637077,0.5639515
316,100,-48.8192785116595,-61.05404,-13.665925,[-0.443 -0.202 -0.013 -0.217 -0.855],35287.92572283745,5.1484585,31600,22.82903,,47.529472,-14.150909,13.070232,1.62825,6.9448657,386.62,-11.546364,0.00085480214,0.9260085,,100.0,12147140,-10.972551,20.365938,144.01147,99.0,25.268776,0.5641912
317,100,7.860661597608023,-31.094864,-8.866259,[-0.449 -0.207 -0.01  -0.212 -0.855],35461.57044005394,39787.21,31700,84.05596,,4433314.0,-8.944348,8.214404,2.777556,157963.03,489.55,-6.092729,3.0576874e-07,0.7349138,,100.0,12196095,-5.616962,544992.0,728.1515,99.0,11.448903,0.5718341
318,100,-58.769316637001296,-62.84635,-18.840029,[-0.439 -0.184 -0.011 -0.213 -0.847],35582.14420628548,104.67972,31800,65.12277,,10152.85,-19.423859,15.720508,2.1259935,410.64105,335.33,-14.408859,0.0006112708,0.8552805,,100.0,12229628,-13.37962,886.1503,137.07973,99.0,5.926759,0.5734689
319,100,-19.480647833036333,-59.12703,-11.765039,[-0.443 -0.188 -0.005 -0.204 -0.846],35735.03949022293,4692.7,31900,1317.8041,,408196.2,-11.958564,11.843847,27.5181,21083.057,431.39,-9.976161,2.939244e-06,2.0616171,,100.0,12272767,-9.399151,63944.754,314.11017,99.0,11.013769,0.5632316
320,100,-3.917089573913994,-45.76584,-9.537942,[-0.444 -0.19  -0.019 -0.198 -0.856],35900.12310528755,139460.86,32000,163.79398,,34003636.0,-9.576856,8.984521,2.8746095,908676.7,463.33,-7.3364687,1.11566386e-07,0.55665714,,100.0,12319100,-6.9834356,2674980.5,484.4359,99.0,9.458544,0.570561
321,100,-35.13914430809301,-54.064114,-15.082841,[-0.448 -0.19  -0.006 -0.211 -0.848],36036.95718598366,244.59843,32100,40.365757,,15133.328,-15.431923,13.647074,1.9312968,797.4234,384.47,-10.914938,3.1244545e-05,0.8154493,,100.0,12357547,-10.308223,2118.5388,147.63445,99.0,10.435683,0.5702983
322,100,-0.1479250436613938,-46.788216,-9.710005,[-0.451 -0.197 -0.013 -0.202 -0.849],36202.53307509422,140744.62,32200,425.36456,,20464530.0,-9.711474,9.653807,12.061316,692971.56,483.04,-2.6158118,8.83492e-09,1.9173423,,100.0,12405851,-2.601649,2183824.2,1431.343,99.0,8.836072,0.57097816
323,100,-7.77771119028587,-58.382877,-13.048069,[-0.439 -0.233 -0.016 -0.217 -0.848],36368.51698255539,855.93054,32300,113.79367,,47998.266,-13.125335,11.860863,3.5174081,2878.6792,471.04,-11.572936,1.4068387e-05,1.1038792,,100.0,12452955,-11.419858,8609.875,215.7351,99.0,4.4709134,0.56524193
324,100,3.5647728275971247,-39.100025,-11.573367,[-0.442 -0.238 -0.004 -0.216 -0.854],36543.233137369156,213882.12,32400,301.01855,,24631744.0,-11.60878,9.415114,6.9265995,871805.94,499.31,-6.026416,8.8208526e-07,0.891277,,100.0,12502886,-5.6181054,3425337.5,1695.8373,99.0,12.255996,0.57398874
325,100,-22.59684960053268,-61.408413,-12.573749,[-0.43  -0.217 -0.009 -0.221 -0.845],36695.23073530197,182.97977,32500,74.10594,,9929.375,-12.798232,11.780994,2.7973175,637.37506,427.22,-10.842056,5.5346714e-05,0.8679796,,100.0,12545608,-10.491525,1617.2203,110.50673,99.0,4.9122405,0.5741524
326,100,-9.42240985496623,-42.88666,-10.796422,[-0.429 -0.215  0.003 -0.222 -0.845],36852.8873026371,452862.38,32600,977.6762,,251186270.0,-10.890027,10.954252,28.460281,5211845.5,449.8,5.277983,1.0891805e-09,2.9346213,,100.0,12590588,6.8291607,7715936.5,19733.26,99.0,10.104969,0.57106143
