AvgVanillaIw,ESSRenyi,VarNormIw,AvgEpLen,J,VarDiscRet,VarVanillaIw,BatchSize,MaxNormIw,Delta,AvgRet,eRenyi2,AvgDiscRet,IterType,MinNormIw,VarRet,VanillaAvgRet,AvgNormIw,VarJ,MinVanillaIw,Bound,MaxVanillaIw,EpsThisIter,ESSClassic
1.0,500.0,5.4346e-20,500.0,4672.88,2.78183449688,,500,0.0025,1.0,4672.46738984,1.0,4672.46738984,2,0.0025,2.78183449688,4672.46738984,0.0025,1.52847,1.0,4672.88,1.0,100,400.0
0.609007,499.340986721,9.66398e-05,500.0,4673.4,2.14975861965,8.96066,500,0.144224,1.0,4672.88037842,1.00132,4672.88037842,1,5.81276e-10,2.14975861965,4672.88037842,0.002,3.0386,1.77e-07,4673.4,43.9168,100,19.9111027872
1.0,500.0,3.50449e-18,500.0,4673.08,1.9857648757,,500,0.01,1.0,4673.08100707,1.0,4673.08100707,2,0.01,1.9857648757,4673.08100707,0.01,1.40212,1.0,4673.08,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.99,2.33900492984,,500,0.005,1.0,4672.89283388,1.0,4672.89283388,2,0.005,2.33900492984,4672.89283388,0.005,1.46616,1.0,4672.99,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4672.99,2.40425958159,,500,0.00333333,1.0,4673.003296,1.0,4673.003296,2,0.00333333,2.40425958159,4673.003296,0.00333333,1.49217,1.0,4672.99,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.97,2.2507599792,,500,0.0025,1.0,4672.89620427,1.0,4672.89620427,2,0.0025,2.2507599792,4672.89620427,0.0025,1.49289,1.0,4672.97,1.0,100,400.0
0.556889,,0.000159125,500.0,4673.74,2.50036452011,12.3372,500,0.161588,1.0,4672.67510887,inf,4672.67510887,1,5.32137e-17,2.50036452011,4672.67510887,0.002,5.94351,1.48171e-14,4673.74,44.9932,100,12.2845168992
1.0,500.0,3.50449e-18,500.0,4672.65,2.67708386728,,500,0.01,1.0,4672.64912929,1.0,4672.64912929,2,0.01,2.67708386728,4672.64912929,0.01,1.62799,1.0,4672.65,1.0,100,100.0
1.0,500.0,2.1793e-19,500.0,4672.7,2.71423360952,,500,0.005,1.0,4672.75895037,1.0,4672.75895037,2,0.005,2.71423360952,4672.75895037,0.005,1.63454,1.0,4672.7,1.0,100,200.000000102
1.0,500.0,5.43914e-20,500.0,4672.8,2.1086791969,,500,0.00333333,1.0,4672.99507542,1.0,4672.99507542,2,0.00333333,2.1086791969,4672.99507542,0.00333333,1.57982,1.0,4672.8,1.0,100,299.999969474
1.0,500.0,5.4346e-20,500.0,4672.83,2.12969762291,,500,0.0025,1.0,4672.91218218,1.0,4672.91218218,2,0.0025,2.12969762291,4672.91218218,0.0025,1.54962,1.0,4672.83,1.0,100,400.0
0.863294,2.39554474366e-07,9.95637e-06,500.0,4673.27,2.04175787804,1.85506,500,0.0381068,1.0,4673.22256949,2.08721e+09,4673.22256949,1,3.11141e-06,2.04175787804,4673.22256949,0.002,2.36291,0.00134303,4673.27,16.4487,100,143.508488333
1.0,500.0,3.50449e-18,500.0,4673.0,2.14963076275,,500,0.01,1.0,4672.99534271,1.0,4672.99534271,2,0.01,2.14963076275,4672.99534271,0.01,1.4588,1.0,4673.0,1.0,100,100.0
