Delta,eRenyi2,J,ESSClassic,VarJ,MinVanillaIw,MaxVanillaIw,VarRet,AvgRet,AvgDiscRet,Bound,VanillaAvgRet,EpsThisIter,MaxNormIw,VarDiscRet,VarVanillaIw,BatchSize,AvgNormIw,IterType,AvgEpLen,VarNormIw,MinNormIw,ESSRenyi,AvgVanillaIw
0.9,1.0,-100.189,100.0,94.6776,1.0,1.0,9054.3975387,-100.188867103,-100.188867103,-114.094,-100.188867103,100,0.01,9054.3975387,,500,0.01,2,136.01,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-100.176,200.000000102,94.5369,1.0,1.0,9000.60197827,-100.163971805,-100.163971805,-110.009,-100.163971805,100,0.005,9000.60197827,,500,0.005,2,136.27,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-96.9242,299.999969474,91.0228,1.0,1.0,6987.41547077,-90.4196452445,-90.4196452445,-104.952,-90.4196452445,100,0.00333333,6987.41547077,,500,0.00333333,2,124.77,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-94.8474,400.0,87.7811,1.0,1.0,5974.62448551,-88.6172733231,-88.6172733231,-101.8,-88.6172733231,100,0.0025,5974.62448551,,500,0.0025,2,122.75,5.4346e-20,0.0025,500.0,1.0
0.9,1.97679,-80.4992,1.56929560569,61.5555,0.23737,1448.55,5952.56110621,-89.4654154584,-89.4654154584,-89.2422,-89.4654154584,100,0.79821,5952.56110621,4192.39,500,0.002,1,122.78,0.00127301,0.000130801,252.93570188,3.62949
0.9,1.0,-99.8239,100.0,94.6352,1.0,1.0,9046.27825541,-99.8239173388,-99.8239173388,-113.729,-99.8239173388,100,0.01,9046.27825541,,500,0.01,2,135.94,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-100.971,200.000000102,94.4327,1.0,1.0,8966.30595624,-102.117087934,-102.117087934,-110.803,-102.117087934,100,0.005,8966.30595624,,500,0.005,2,138.73,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-97.5339,299.999969474,91.0945,1.0,1.0,7059.2901225,-90.6608169463,-90.6608169463,-105.562,-90.6608169463,100,0.00333333,7059.2901225,,500,0.00333333,2,124.75,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-95.2536,400.0,87.819,1.0,1.0,5951.18692023,-88.4125354511,-88.4125354511,-102.206,-88.4125354511,100,0.0025,5951.18692023,,500,0.0025,2,121.92,5.4346e-20,0.0025,500.0,1.0
0.9,1.00002,-71.1995,7.46922712455,62.0506,0.403188,757.834,4869.07030718,-84.7308398318,-84.7308398318,-77.418,-84.7308398318,100,0.208875,4869.07030718,3479.08,500,0.002,1,118.36,0.000264295,0.000111127,499.992370722,7.25635
0.9,1.0,-89.1568,100.0,76.3957,1.0,1.0,5895.24996267,-89.1567689581,-89.1567689581,-103.06,-89.1567689581,100,0.01,5895.24996267,,500,0.01,2,123.76,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-92.7443,200.000000102,83.0953,1.0,1.0,8027.91431503,-96.3319041124,-96.3319041124,-102.576,-96.3319041124,100,0.005,8027.91431503,,500,0.005,2,131.86,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.6057,299.999969474,85.2595,1.0,1.0,8074.15999547,-95.3284224303,-95.3284224303,-101.634,-95.3284224303,100,0.00333333,8074.15999547,,500,0.00333333,2,129.88,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-92.2996,400.0,83.1909,1.0,1.0,5914.01733129,-88.3812726094,-88.3812726094,-99.252,-88.3812726094,100,0.0025,5914.01733129,,500,0.0025,2,122.32,5.4346e-20,0.0025,500.0,1.0
0.9,1.36172,-87.5565,312.459475905,93.8874,7.2534e-06,2.89588,6004.54775903,-89.9466192298,-89.9466192298,-94.813,-89.9466192298,100,0.00501499,6004.54775903,0.802146,500,0.002,1,123.98,2.40565e-06,1.25612e-08,367.183525668,1.15489
0.9,1.0,-99.0808,100.0,94.8994,1.0,1.0,9096.86102031,-99.0807845783,-99.0807845783,-112.985,-99.0807845783,100,0.01,9096.86102031,,500,0.01,2,134.97,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.0998,200.000000102,86.4608,1.0,1.0,5954.98091493,-89.1188620065,-89.1188620065,-103.932,-89.1188620065,100,0.005,5954.98091493,,500,0.005,2,123.3,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-93.9934,299.999969474,85.3178,1.0,1.0,6955.9194732,-93.7806002109,-93.7806002109,-102.021,-93.7806002109,100,0.00333333,6955.9194732,,500,0.00333333,2,129.13,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-91.6958,400.0,81.6839,1.0,1.0,4836.66976099,-84.8027597181,-84.8027597181,-98.6481,-84.8027597181,100,0.0025,4836.66976099,,500,0.0025,2,118.21,5.4346e-20,0.0025,500.0,1.0
0.9,1.15958,-87.8032,359.54317759,87.1273,0.0150281,1.58922,3779.74160839,-83.2963253117,-83.2963253117,-94.4994,-83.2963253117,100,0.0029083,3779.74160839,0.467535,500,0.002,1,116.8,1.56574e-06,2.75016e-05,431.191404266,1.09289
0.9,1.0,-91.3347,100.0,83.146,1.0,1.0,6983.09267267,-91.3347183909,-91.3347183909,-105.239,-91.3347183909,100,0.01,6983.09267267,,500,0.01,2,125.74,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-92.4013,200.000000102,83.2868,1.0,1.0,7028.11802688,-93.4678221966,-93.4678221966,-102.233,-93.4678221966,100,0.005,7028.11802688,,500,0.005,2,128.72,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.202,299.999969474,83.311,1.0,1.0,7018.72462676,-91.8035125275,-91.8035125275,-100.23,-91.8035125275,100,0.00333333,7018.72462676,,500,0.00333333,2,126.06,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-92.4557,400.0,84.9813,1.0,1.0,8145.82697325,-93.2165805881,-93.2165805881,-99.4081,-93.2165805881,100,0.0025,8145.82697325,,500,0.0025,2,127.57,5.4346e-20,0.0025,500.0,1.0
0.9,1.36509,-88.0763,152.126370062,112.053,0.713073,18.9661,5971.51531685,-89.4506670868,-89.4506670868,-95.3417,-89.4506670868,100,0.0268924,5971.51531685,4.55869,500,0.002,1,124.06,9.16525e-06,0.00101108,366.276980514,1.41052
0.9,1.0,-79.4325,100.0,50.8944,1.0,1.0,2616.40717652,-79.4325084279,-79.4325084279,-93.3373,-79.4325084279,100,0.01,2616.40717652,,500,0.01,2,112.16,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-83.461,200.000000102,60.8027,1.0,1.0,4819.42364162,-87.4895171471,-87.4895171471,-93.2932,-87.4895171471,100,0.005,4819.42364162,,500,0.005,2,120.95,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-92.9007,299.999969474,83.2807,1.0,1.0,13008.5278283,-111.780148101,-111.780148101,-100.929,-111.780148101,100,0.00333333,13008.5278283,,500,0.00333333,2,149.54,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-91.7305,400.0,81.8074,1.0,1.0,6006.42297336,-88.219679683,-88.219679683,-98.6829,-88.219679683,100,0.0025,6006.42297336,,500,0.0025,2,121.6,5.4346e-20,0.0025,500.0,1.0
0.9,1.34894,-85.4616,315.469274683,79.7659,0.0413179,3.38068,2554.01848888,-77.9992419477,-77.9992419477,-92.6839,-77.9992419477,100,0.00538305,2554.01848888,0.924675,500,0.002,1,109.86,2.34444e-06,6.57904e-05,370.662419587,1.25605
0.9,1.0,-97.3454,100.0,88.9077,1.0,1.0,7984.42498565,-97.3453819521,-97.3453819521,-111.25,-97.3453819521,100,0.01,7984.42498565,,500,0.01,2,132.5,3.50449e-18,0.01,500.0,1.0
0.9,1.0,-94.2954,200.000000102,82.8234,1.0,1.0,5854.80589142,-91.2454549114,-91.2454549114,-104.128,-91.2454549114,100,0.005,5854.80589142,,500,0.005,2,126.35,2.1793e-19,0.005,500.0,1.0
0.9,1.0,-100.807,299.999969474,94.3268,1.0,1.0,12847.2412878,-113.831358991,-113.831358991,-108.835,-113.831358991,100,0.00333333,12847.2412878,,500,0.00333333,2,151.67,5.43914e-20,0.00333333,500.0,1.0
0.9,1.0,-96.7121,400.0,89.0699,1.0,1.0,4888.8020284,-84.4263647309,-84.4263647309,-103.665,-84.4263647309,100,0.0025,4888.8020284,,500,0.0025,2,117.05,5.4346e-20,0.0025,500.0,1.0
