MaxNormIw,VarDiscRet,AvgNormIw,VarRet,Delta,VarJ,MinVanillaIw,ESSRenyi,AvgRet,VarNormIw,AvgEpLen,J,MinNormIw,EpsThisIter,VanillaAvgRet,Bound,ESSClassic,AvgVanillaIw,VarVanillaIw,eRenyi2,AvgDiscRet,MaxVanillaIw,BatchSize,IterType
0.01,10957.3386708,0.01,10957.3386708,0.6,104.153,1.0,400.0,238.515661387,3.50449e-18,25.85,238.516,0.01,100,238.515661387,186.967,100.0,1.0,,1.0,238.515661387,1.0,400,2
0.005,6549.96987588,0.005,6549.96987588,0.6,93.2383,1.0,400.0,228.074693346,2.1793e-19,24.73,233.295,0.005,100,228.074693346,196.845,200.000000102,1.0,,1.0,228.074693346,1.0,400,2
0.00333333,10475.0904623,0.00333333,10475.0904623,0.6,96.6675,1.0,400.0,253.670140374,5.43914e-20,27.47,240.087,0.00333333,100,253.670140374,210.325,299.999969474,1.0,,1.0,253.670140374,1.0,400,2
0.0815338,12169.5314701,0.0025,9126.3187166,0.6,313.119,0.0010635,3.16509768887,138.256730653,7.45372e-05,15.11,252.976,5.76904e-08,100,138.256730653,-80.7978,31.017049321,46.0865,25330.3,157.973,243.006466886,1503.04,500,
0.572671,15026.0538263,0.002,15026.0538263,0.6,1007.72,1.27141e-14,15.7753106255,163.231573915,0.000715252,17.79,502.974,9.0669e-18,100,163.231573915,357.296,2.78620988217,2.8045,1406.41,31.6951,163.231573915,803.029,500,1
0.01,7514.7679983,0.01,7514.7679983,0.6,86.2532,1.0,500.0,252.864974052,3.50449e-18,27.37,252.865,0.01,100,252.864974052,211.863,100.0,1.0,,1.0,252.864974052,1.0,500,2
0.005,13446.0748501,0.005,13446.0748501,0.6,102.916,1.0,500.0,282.267796841,2.1793e-19,30.53,267.566,0.005,100,282.267796841,224.516,200.000000102,1.0,,1.0,282.267796841,1.0,500,2
0.00333333,17674.6205685,0.00333333,17674.6205685,0.6,114.27,1.0,500.0,294.720595777,5.43914e-20,31.86,276.618,0.00333333,100,294.720595777,241.467,299.999969474,1.0,,1.0,294.720595777,1.0,500,2
0.0025,21672.6045823,0.0025,21672.6045823,0.6,123.136,1.0,500.0,271.370809883,5.4346e-20,29.36,275.306,0.0025,100,271.370809883,228.452,400.0,1.0,,1.0,271.370809883,1.0,500,2
0.590127,14519.6217786,0.002,14519.6217786,0.6,1735.97,1.43235e-09,33.1726692455,272.147294849,0.00070126,29.46,567.876,1.27557e-12,100,272.147294849,405.175,2.84148738187,2.24581,884.231,15.0726,272.147294849,662.657,500,1
0.01,26432.2036408,0.01,26432.2036408,0.6,161.765,1.0,500.0,373.999096883,3.50449e-18,40.37,373.999,0.01,100,373.999096883,284.857,100.0,1.0,,1.0,373.999096883,1.0,500,2
0.005,16513.1968433,0.005,16513.1968433,0.6,146.24,1.0,500.0,351.363756864,2.1793e-19,37.94,362.681,0.005,100,351.363756864,299.649,200.000000102,1.0,,1.0,351.363756864,1.0,500,2
0.00333333,20474.2879603,0.00333333,20474.2879603,0.6,144.989,1.0,500.0,356.741641847,5.43914e-20,38.55,360.702,0.00333333,100,356.741641847,309.236,299.999969474,1.0,,1.0,356.741641847,1.0,500,2
0.0025,20381.2721445,0.0025,20381.2721445,0.6,144.429,1.0,500.0,344.520829996,5.4346e-20,37.23,356.656,0.0025,100,344.520829996,310.721,400.0,1.0,,1.0,344.520829996,1.0,500,2
0.782414,18316.9949193,0.002,18316.9949193,0.6,2223.13,1.15039e-15,10.8087523252,329.495959867,0.00122863,35.61,999.652,8.87961e-19,100,329.495959867,720.211,1.62578297812,2.59108,2062.16,46.2588,329.495959867,1013.65,500,1
0.01,21688.0126067,0.01,21688.0126067,0.6,146.53,1.0,500.0,445.140141218,3.50449e-18,48.02,445.14,0.01,100,445.140141218,367.673,100.0,1.0,,1.0,445.140141218,1.0,500,2
0.005,45089.2470409,0.005,45089.2470409,0.6,182.091,1.0,500.0,465.376831434,2.1793e-19,50.27,455.258,0.005,100,465.376831434,378.211,200.000000102,1.0,,1.0,465.376831434,1.0,500,2
0.00333333,26873.4199144,0.00333333,26873.4199144,0.6,175.993,1.0,500.0,453.609905131,5.43914e-20,48.98,454.709,0.00333333,100,453.609905131,391.8,299.999969474,1.0,,1.0,453.609905131,1.0,500,2
0.0025,34149.1040925,0.0025,34149.1040925,0.6,178.003,1.0,500.0,450.650437178,5.4346e-20,48.63,453.694,0.0025,100,450.650437178,399.213,400.0,1.0,,1.0,450.650437178,1.0,500,2
0.722109,32197.631908,0.002,32197.631908,0.6,2154.34,3.79211e-10,22.4976276754,446.624431086,0.00104585,48.2,955.486,2.17122e-13,100,446.624431086,725.762,1.90884327936,3.49307,3190.24,22.2246,446.624431086,1261.19,500,1
0.01,53246.5107137,0.01,53246.5107137,0.6,229.595,1.0,500.0,586.060057041,3.50449e-18,63.2,586.06,0.01,100,586.060057041,485.777,100.0,1.0,,1.0,586.060057041,1.0,500,2
0.005,40909.8588927,0.005,40909.8588927,0.6,216.765,1.0,500.0,547.097698399,2.1793e-19,59.08,566.579,0.005,100,547.097698399,491.967,200.000000102,1.0,,1.0,547.097698399,1.0,500,2
0.00333333,33034.1200912,0.00333333,33034.1200912,0.6,206.382,1.0,500.0,525.905174435,5.43914e-20,56.73,553.021,0.00333333,100,525.905174435,489.395,299.999969474,1.0,,1.0,525.905174435,1.0,500,2
0.0025,65039.4724771,0.0025,65039.4724771,0.6,219.501,1.0,500.0,580.186921687,5.4346e-20,62.71,559.812,0.0025,100,580.186921687,504.71,400.0,1.0,,1.0,580.186921687,1.0,500,2
0.838342,41038.5043377,0.002,41038.5043377,0.6,1932.55,1.69166e-06,27.8221177685,533.745200644,0.00140528,57.68,1189.78,6.55257e-10,100,533.745200644,980.853,1.42199807808,5.16335,9366.28,17.9713,533.745200644,2164.33,500,1
0.01,72286.4636311,0.01,72286.4636311,0.6,267.514,1.0,500.0,620.765767606,3.50449e-18,66.98,620.766,0.01,100,620.765767606,489.235,100.0,1.0,,1.0,620.765767606,1.0,500,2
0.005,55031.4044521,0.005,55031.4044521,0.6,252.601,1.0,500.0,676.791751311,2.1793e-19,73.11,648.779,0.005,100,676.791751311,555.773,200.000000102,1.0,,1.0,676.791751311,1.0,500,2
0.00333333,59658.2656824,0.00333333,59658.2656824,0.6,249.808,1.0,500.0,620.43581492,5.43914e-20,67.01,639.331,0.00333333,100,620.43581492,563.392,299.999969474,1.0,,1.0,620.43581492,1.0,500,2
0.0025,59930.675258,0.0025,59930.675258,0.6,248.266,1.0,500.0,640.031610751,5.4346e-20,69.09,639.506,0.0025,100,640.031610751,573.741,400.0,1.0,,1.0,640.031610751,1.0,500,2
0.516941,79701.3126045,0.002,79701.3126045,0.6,2863.94,8.03974e-10,24.097333578,681.043318364,0.000541611,73.56,1113.56,7.17215e-13,100,681.043318364,835.241,3.67291046313,2.24193,680.57,20.7492,681.043318364,579.473,500,1
0.01,72012.3586323,0.01,72012.3586323,0.6,267.006,1.0,500.0,862.54952587,3.50449e-18,93.13,862.549,0.01,100,862.54952587,730.517,100.0,1.0,,1.0,862.54952587,1.0,500,2
0.005,83170.1226189,0.005,83170.1226189,0.6,277.327,1.0,500.0,882.018647634,2.1793e-19,95.31,872.284,0.005,100,882.018647634,769.604,200.000000102,1.0,,1.0,882.018647634,1.0,500,2
0.00333333,91929.0364293,0.00333333,91929.0364293,0.6,285.703,1.0,500.0,880.861198042,5.43914e-20,95.28,875.143,0.00333333,100,880.861198042,791.305,299.999969474,1.0,,1.0,880.861198042,1.0,500,2
0.0025,97025.4718987,0.0025,97025.4718987,0.6,291.982,1.0,500.0,864.771559007,5.4346e-20,93.35,872.55,0.0025,100,864.771559007,799.945,400.0,1.0,,1.0,864.771559007,1.0,500,2
0.715406,88456.1709016,0.002,88456.1709016,0.6,2739.1,2.74092e-09,23.6217180244,841.762934586,0.00102577,91.01,1533.08,1.66842e-12,100,841.762934586,1234.31,1.9460673165,3.28564,2768.39,21.167,841.762934586,1175.28,500,1
0.01,103755.838962,0.01,103755.838962,0.6,320.497,1.0,500.0,874.020542424,3.50449e-18,94.58,874.021,0.01,100,874.020542424,748.599,100.0,1.0,,1.0,874.020542424,1.0,500,2
0.005,100222.716233,0.005,100222.716233,0.6,318.062,1.0,500.0,901.891845905,2.1793e-19,97.7,887.956,0.005,100,901.891845905,789.091,200.000000102,1.0,,1.0,901.891845905,1.0,500,2
0.00333333,100872.094961,0.00333333,100872.094961,0.6,317.424,1.0,500.0,876.772479798,5.43914e-20,94.92,884.228,0.00333333,100,876.772479798,803.505,299.999969474,1.0,,1.0,876.772479798,1.0,500,2
0.0025,87359.3393055,0.0025,87359.3393055,0.6,311.906,1.0,500.0,861.654035022,5.4346e-20,93.38,878.585,0.0025,100,861.654035022,808.676,400.0,1.0,,1.0,861.654035022,1.0,500,2
0.761629,123134.603309,0.002,123134.603309,0.6,4564.15,5.28196e-32,10.5296044305,918.160811988,0.00116422,99.31,1916.23,4.18639e-35,100,918.160811988,1367.69,1.71542814797,2.5234,1853.3,47.4852,918.160811988,960.945,500,1
0.01,145265.894643,0.01,145265.894643,0.6,379.227,1.0,500.0,913.782783376,3.50449e-18,99.14,913.783,0.01,100,913.782783376,732.116,100.0,1.0,,1.0,913.782783376,1.0,500,2
0.005,144748.17754,0.005,144748.17754,0.6,379.918,1.0,500.0,857.891016395,2.1793e-19,93.21,885.837,0.005,100,857.891016395,757.379,200.000000102,1.0,,1.0,857.891016395,1.0,500,2
0.00333333,128576.336755,0.00333333,128576.336755,0.6,372.367,1.0,500.0,883.354003382,5.43914e-20,95.89,885.009,0.00333333,100,883.354003382,780.124,299.999969474,1.0,,1.0,883.354003382,1.0,500,2
0.0025,151976.331396,0.0025,151976.331396,0.6,376.967,1.0,500.0,833.524488731,5.4346e-20,90.48,872.138,0.0025,100,833.524488731,770.851,400.0,1.0,,1.0,833.524488731,1.0,500,2
0.0784501,131583.613656,0.002,131583.613656,0.6,1530.67,3.70799e-09,63.9211558448,906.489601709,4.27654e-05,98.21,1185.94,5.97885e-12,100,906.489601709,932.564,42.8450305695,1.24037,16.4488,7.82214,906.489601709,48.6536,500,1
0.01,152441.900492,0.01,152441.900492,0.6,388.481,1.0,500.0,972.358672296,3.50449e-18,105.48,972.359,0.01,100,972.358672296,815.298,100.0,1.0,,1.0,972.358672296,1.0,500,2
0.005,157374.196032,0.005,157374.196032,0.6,395.069,1.0,500.0,868.033453053,2.1793e-19,94.31,920.196,0.005,100,868.033453053,806.328,200.000000102,1.0,,1.0,868.033453053,1.0,500,2
0.00333333,134671.881294,0.00333333,134671.881294,0.6,385.428,1.0,500.0,903.751833449,5.43914e-20,98.11,914.715,0.00333333,100,903.751833449,821.741,299.999969474,1.0,,1.0,903.751833449,1.0,500,2
0.0025,159550.759373,0.0025,159550.759373,0.6,389.479,1.0,500.0,979.5586338,5.4346e-20,106.22,930.926,0.0025,100,979.5586338,844.894,400.0,1.0,,1.0,979.5586338,1.0,500,2
0.181967,169392.674326,0.002,169392.674326,0.6,1673.22,4.51489e-11,38.77371672,1010.29345551,9.19012e-05,109.65,1317.64,8.46587e-14,100,1010.29345551,1041.32,20.8948509924,1.06661,26.138,12.8953,1010.29345551,97.044,500,1
0.01,185630.28332,0.01,185630.28332,0.6,428.689,1.0,500.0,1052.46674489,3.50449e-18,114.28,1052.47,0.01,100,1052.46674489,883.664,100.0,1.0,,1.0,1052.46674489,1.0,500,2
0.005,167411.931711,0.005,167411.931711,0.6,418.947,1.0,500.0,1107.62120919,2.1793e-19,120.28,1080.04,0.005,100,1107.62120919,959.442,200.000000102,1.0,,1.0,1107.62120919,1.0,500,2
0.00333333,177057.033246,0.00333333,177057.033246,0.6,421.3,1.0,500.0,983.900119131,5.43914e-20,106.89,1048.0,0.00333333,100,983.900119131,949.525,299.999969474,1.0,,1.0,983.900119131,1.0,500,2
0.0025,175264.82395,0.0025,175264.82395,0.6,420.152,1.0,500.0,1060.4539386,5.4346e-20,115.23,1051.11,0.0025,100,1060.4539386,965.832,400.0,1.0,,1.0,1060.4539386,1.0,500,2
0.340165,178599.957924,0.002,178599.957924,0.6,2046.74,9.96621e-10,72.0412580645,1064.41067143,0.000257624,115.62,1347.73,1.03907e-12,100,1064.41067143,1146.78,7.65966049591,1.9183,237.007,6.94047,1064.41067143,326.27,500,1
0.01,192877.802026,0.01,192877.802026,0.6,436.977,1.0,500.0,1011.58097856,3.50449e-18,109.97,1011.58,0.01,100,1011.58097856,824.897,100.0,1.0,,1.0,1011.58097856,1.0,500,2
0.005,205389.576769,0.005,205389.576769,0.6,444.287,1.0,500.0,1043.11623659,2.1793e-19,113.23,1027.35,0.005,100,1043.11623659,887.748,200.000000102,1.0,,1.0,1043.11623659,1.0,500,2
0.00333333,178429.846799,0.00333333,178429.846799,0.6,436.545,1.0,500.0,1048.10909918,5.43914e-20,114.02,1034.27,0.00333333,100,1048.10909918,920.286,299.999969474,1.0,,1.0,1048.10909918,1.0,500,2
0.0025,186944.459395,0.0025,186944.459395,0.6,434.975,1.0,500.0,1039.85034724,5.4346e-20,113.28,1035.66,0.0025,100,1039.85034724,936.952,400.0,1.0,,1.0,1039.85034724,1.0,500,2
0.811182,217979.742937,0.002,217979.742937,0.6,3891.45,1.26376e-07,16.376990648,1137.09524777,0.00131664,123.47,2205.27,4.84968e-11,100,1137.09524777,1717.42,1.51744678286,5.21172,8940.64,30.5306,1137.09524777,2113.83,500,1
0.01,172720.603667,0.01,172720.603667,0.6,413.513,1.0,500.0,1082.82800999,3.50449e-18,117.64,1082.83,0.01,100,1082.82800999,914.449,100.0,1.0,,1.0,1082.82800999,1.0,500,2
0.005,171464.260102,0.005,171464.260102,0.6,413.95,1.0,500.0,1020.1262059,2.1793e-19,110.8,1051.48,0.005,100,1020.1262059,932.415,200.000000102,1.0,,1.0,1020.1262059,1.0,500,2
0.00333333,185032.333193,0.00333333,185032.333193,0.6,422.341,1.0,500.0,1169.11007946,5.43914e-20,126.69,1090.69,0.00333333,100,1169.11007946,981.243,299.999969474,1.0,,1.0,1169.11007946,1.0,500,2
0.0025,179248.897377,0.0025,179248.897377,0.6,422.316,1.0,500.0,1057.40113293,5.4346e-20,114.81,1082.37,0.0025,100,1057.40113293,987.584,400.0,1.0,,1.0,1057.40113293,1.0,500,2
0.484269,171396.388938,0.002,171396.388938,0.6,5365.17,0.000410187,49.0485091784,1072.23219635,0.000476238,116.51,1654.08,4.25424e-07,100,1072.23219635,1383.41,4.17287607965,1.92837,442.737,10.194,1072.23219635,466.926,500,1
0.01,157498.731897,0.01,157498.731897,0.6,394.872,1.0,500.0,1113.31961178,3.50449e-18,121.03,1113.32,0.01,100,1113.31961178,944.203,100.0,1.0,,1.0,1113.31961178,1.0,500,2
0.005,133523.587381,0.005,133523.587381,0.6,379.641,1.0,500.0,1096.41625381,2.1793e-19,119.23,1104.87,0.005,100,1096.41625381,985.285,200.000000102,1.0,,1.0,1096.41625381,1.0,500,2
0.00333333,188599.950112,0.00333333,188599.950112,0.6,398.465,1.0,500.0,1149.95632869,5.43914e-20,124.57,1119.9,0.00333333,100,1149.95632869,1000.93,299.999969474,1.0,,1.0,1149.95632869,1.0,500,2
0.0025,205648.974551,0.0025,205648.974551,0.6,412.317,1.0,500.0,1131.63567561,5.4346e-20,122.89,1122.83,0.0025,100,1131.63567561,1004.64,400.0,1.0,,1.0,1131.63567561,1.0,500,2
0.455532,187118.51038,0.002,187118.51038,0.6,2358.51,0.000860703,77.7854539652,1158.56188317,0.000418171,125.63,1411.65,7.90706e-07,100,1158.56188317,1143.63,4.74682311849,2.17705,495.484,6.42794,1158.56188317,495.858,500,1
0.01,112436.204256,0.01,112436.204256,0.6,333.634,1.0,500.0,1123.57688495,3.50449e-18,121.9,1123.58,0.01,100,1123.57688495,974.971,100.0,1.0,,1.0,1123.57688495,1.0,500,2
0.005,126168.411912,0.005,126168.411912,0.6,344.099,1.0,500.0,1089.22156234,2.1793e-19,118.39,1106.4,0.005,100,1089.22156234,984.568,200.000000102,1.0,,1.0,1089.22156234,1.0,500,2
0.00333333,159880.311939,0.00333333,159880.311939,0.6,363.543,1.0,500.0,1060.5818431,5.43914e-20,115.32,1091.13,0.00333333,100,1060.5818431,963.525,299.999969474,1.0,,1.0,1060.5818431,1.0,500,2
0.0025,132965.629464,0.0025,132965.629464,0.6,363.397,1.0,500.0,1079.38645003,5.4346e-20,117.26,1088.19,0.0025,100,1079.38645003,977.686,400.0,1.0,,1.0,1079.38645003,1.0,500,2
0.574958,158881.004228,0.002,158881.004228,0.6,4953.78,1.44986e-08,35.3436485039,1148.85950839,0.000669188,124.41,1742.55,1.25572e-11,100,1148.85950839,1370.79,2.97685914214,2.30921,892.099,14.1468,1148.85950839,663.848,500,1
0.01,124526.883606,0.01,124526.883606,0.6,351.115,1.0,500.0,1140.70837772,3.50449e-18,123.69,1140.71,0.01,100,1140.70837772,995.229,100.0,1.0,,1.0,1140.70837772,1.0,500,2
0.005,112511.639988,0.005,112511.639988,0.6,342.818,1.0,500.0,1113.112749,2.1793e-19,120.9,1126.91,0.005,100,1113.112749,1013.83,200.000000102,1.0,,1.0,1113.112749,1.0,500,2
0.00333333,116808.892179,0.00333333,116808.892179,0.6,342.038,1.0,500.0,1147.41805592,5.43914e-20,124.43,1133.75,0.00333333,100,1147.41805592,1040.89,299.999969474,1.0,,1.0,1147.41805592,1.0,500,2
0.0025,173143.260064,0.0025,173143.260064,0.6,361.49,1.0,500.0,1154.34987941,5.4346e-20,124.95,1138.9,0.0025,100,1154.34987941,1033.32,400.0,1.0,,1.0,1154.34987941,1.0,500,2
0.785628,144410.535665,0.002,144410.535665,0.6,5566.57,5.24128e-10,10.6411834225,1177.12364755,0.00123807,127.72,2365.67,2.24572e-13,100,1177.12364755,1696.8,1.61342777963,4.6678,6743.89,46.9873,1177.12364755,1833.58,500,1
0.01,127696.671113,0.01,127696.671113,0.6,355.555,1.0,500.0,1084.29867934,3.50449e-18,117.71,1084.3,0.01,100,1084.29867934,841.109,100.0,1.0,,1.0,1084.29867934,1.0,500,2
0.005,137411.20398,0.005,137411.20398,0.6,364.371,1.0,500.0,1162.73007974,2.1793e-19,126.14,1123.51,0.005,100,1162.73007974,951.554,200.000000102,1.0,,1.0,1162.73007974,1.0,500,2
0.00333333,159649.442404,0.00333333,159649.442404,0.6,375.769,1.0,500.0,1117.86560236,5.43914e-20,121.01,1121.63,0.00333333,100,1117.86560236,981.226,299.999969474,1.0,,1.0,1117.86560236,1.0,500,2
0.0025,159916.708038,0.0025,159916.708038,0.6,382.023,1.0,500.0,1171.18334133,5.4346e-20,126.91,1134.02,0.0025,100,1171.18334133,1012.42,400.0,1.0,,1.0,1171.18334133,1.0,500,2
0.0986234,145980.027587,0.002,145980.027587,0.6,3687.46,0.00129228,169.677214317,1133.2008288,2.27146e-05,122.76,1323.11,2.57775e-06,100,1133.2008288,1136.42,74.9928849839,1.00265,5.70876,2.94677,1133.2008288,49.4422,500,1
0.01,198682.654295,0.01,198682.654295,0.6,443.504,1.0,500.0,1181.67144299,3.50449e-18,128.1,1181.67,0.01,100,1181.67144299,955.276,100.0,1.0,,1.0,1181.67144299,1.0,500,2
0.005,119832.195249,0.005,119832.195249,0.6,398.329,1.0,500.0,1118.39499443,2.1793e-19,121.37,1150.03,0.005,100,1118.39499443,989.947,200.000000102,1.0,,1.0,1118.39499443,1.0,500,2
0.00333333,192397.471793,0.00333333,192397.471793,0.6,411.492,1.0,500.0,1133.98331784,5.43914e-20,122.97,1144.68,0.00333333,100,1133.98331784,1013.97,299.999969474,1.0,,1.0,1133.98331784,1.0,500,2
0.0025,195698.979387,0.0025,195698.979387,0.6,418.91,1.0,500.0,1161.88380864,5.4346e-20,125.97,1148.98,0.0025,100,1161.88380864,1034.31,400.0,1.0,,1.0,1161.88380864,1.0,500,2
0.00919911,181073.126196,0.002,181073.126196,0.6,493.813,0.0662805,403.199018704,1101.67000493,1.04634e-06,119.68,1166.07,0.000137733,100,1101.67000493,1037.38,396.491144857,0.962449,0.242309,1.24008,1101.67000493,4.42684,500,1
0.01,162532.706375,0.01,162532.706375,0.6,401.133,1.0,500.0,1130.72717988,3.50449e-18,122.71,1130.73,0.01,100,1130.72717988,919.018,100.0,1.0,,1.0,1130.72717988,1.0,500,2
0.005,130382.34486,0.005,130382.34486,0.6,381.092,1.0,500.0,1099.85763729,2.1793e-19,119.25,1115.29,0.005,100,1099.85763729,965.592,200.000000102,1.0,,1.0,1099.85763729,1.0,500,2
0.00333333,151277.612581,0.00333333,151277.612581,0.6,383.075,1.0,500.0,1119.48999891,5.43914e-20,121.53,1116.69,0.00333333,100,1119.48999891,994.461,299.999969474,1.0,,1.0,1119.48999891,1.0,500,2
0.0025,136837.09179,0.0025,136837.09179,0.6,379.951,1.0,500.0,1068.46973487,5.4346e-20,116.0,1104.64,0.0025,100,1068.46973487,998.782,400.0,1.0,,1.0,1068.46973487,1.0,500,2
0.002,151932.170205,0.002,151932.170205,0.6,381.637,1.0,500.0,1126.14189407,5.43187e-20,122.34,1108.94,0.002,100,1126.14189407,1004.4,500.000006643,1.0,,1.0,1126.14189407,1.0,500,1
0.01,151301.24722,0.01,151301.24722,0.6,387.025,1.0,500.0,1130.79462684,3.50449e-18,122.6,1130.79,0.01,100,1130.79462684,950.529,100.0,1.0,,1.0,1130.79462684,1.0,500,2
0.005,169295.742335,0.005,169295.742335,0.6,401.026,1.0,500.0,1223.01452376,2.1793e-19,132.28,1176.9,0.005,100,1223.01452376,1033.49,200.000000102,1.0,,1.0,1223.01452376,1.0,500,2
0.00333333,139619.771172,0.00333333,139619.771172,0.6,392.275,1.0,500.0,1125.342551,5.43914e-20,122.3,1159.72,0.00333333,100,1125.342551,1042.62,299.999969474,1.0,,1.0,1125.342551,1.0,500,2
0.0025,172731.610251,0.0025,172731.610251,0.6,399.586,1.0,500.0,1070.03269262,5.4346e-20,115.96,1137.3,0.0025,100,1070.03269262,1035.88,400.0,1.0,,1.0,1070.03269262,1.0,500,2
0.002,154479.495272,0.002,154479.495272,0.6,397.903,1.0,500.0,1131.73123696,5.43187e-20,122.73,1136.18,0.002,100,1131.73123696,1039.27,500.000006643,1.0,,1.0,1131.73123696,1.0,500,1
0.01,123812.304755,0.01,123812.304755,0.6,350.106,1.0,500.0,1092.67035864,3.50449e-18,118.43,1092.67,0.01,100,1092.67035864,929.566,100.0,1.0,,1.0,1092.67035864,1.0,500,2
0.005,132678.290009,0.005,132678.290009,0.6,357.188,1.0,500.0,1142.47396817,2.1793e-19,123.81,1117.57,0.005,100,1142.47396817,1001.86,200.000000102,1.0,,1.0,1142.47396817,1.0,500,2
0.00333333,152501.811047,0.00333333,152501.811047,0.6,367.991,1.0,500.0,1104.80588579,5.43914e-20,119.98,1113.32,0.00333333,100,1104.80588579,987.487,299.999969474,1.0,,1.0,1104.80588579,1.0,500,2
0.0025,164524.513209,0.0025,164524.513209,0.6,377.483,1.0,500.0,1146.85689744,5.4346e-20,124.4,1121.7,0.0025,100,1146.85689744,1012.73,400.0,1.0,,1.0,1146.85689744,1.0,500,2
0.002,148438.401637,0.002,148438.401637,0.6,378.991,1.0,500.0,1161.11842787,5.43187e-20,125.74,1129.59,0.002,100,1161.11842787,1032.12,500.000006643,1.0,,1.0,1161.11842787,1.0,500,1
0.01,167100.258384,0.01,167100.258384,0.6,406.73,1.0,500.0,1093.55336587,3.50449e-18,118.67,1093.55,0.01,100,1093.55336587,887.862,100.0,1.0,,1.0,1093.55336587,1.0,500,2
0.005,223038.89271,0.005,223038.89271,0.6,439.922,1.0,500.0,1134.19311969,2.1793e-19,122.98,1113.87,0.005,100,1134.19311969,953.291,200.000000102,1.0,,1.0,1134.19311969,1.0,500,2
0.00333333,173265.703624,0.00333333,173265.703624,0.6,431.723,1.0,500.0,1142.81121805,5.43914e-20,123.93,1123.52,0.00333333,100,1142.81121805,992.405,299.999969474,1.0,,1.0,1142.81121805,1.0,500,2
0.0025,190821.204506,0.0025,190821.204506,0.6,433.012,1.0,500.0,1174.22837312,5.4346e-20,127.11,1136.2,0.0025,100,1174.22837312,1022.65,400.0,1.0,,1.0,1174.22837312,1.0,500,2
0.002,150482.438466,0.002,150482.438466,0.6,424.113,1.0,500.0,1158.16155412,5.43187e-20,125.74,1140.59,0.002,100,1158.16155412,1039.03,500.000006643,1.0,,1.0,1158.16155412,1.0,500,1
0.01,157189.40541,0.01,157189.40541,0.6,394.484,1.0,500.0,1093.54383646,3.50449e-18,118.71,1093.54,0.01,100,1093.54383646,859.56,100.0,1.0,,1.0,1093.54383646,1.0,500,2
0.005,146297.407758,0.005,146297.407758,0.6,387.986,1.0,500.0,1128.58068287,2.1793e-19,122.39,1111.06,0.005,100,1128.58068287,945.61,200.000000102,1.0,,1.0,1128.58068287,1.0,500,2
0.00333333,151161.254235,0.00333333,151161.254235,0.6,387.769,1.0,500.0,1134.93129849,5.43914e-20,123.22,1119.02,0.00333333,100,1134.93129849,983.928,299.999969474,1.0,,1.0,1134.93129849,1.0,500,2
