VarNormIw,MinNormIw,VarVanillaIw,MaxVanillaIw,MinVanillaIw,BatchSize,eRenyi2,VarDiscRet,VanillaAvgRet,Bound,J,AvgNormIw,ESSClassic,AvgVanillaIw,ESSRenyi,MaxNormIw,IterType,Delta,VarJ,AvgRet,AvgDiscRet,VarRet,EpsThisIter,AvgEpLen
1.21271e-06,0.0061553,0.0124803,1.16252,0.62443,100,1.01386,4921.83783184,-78.6327961734,-202.766,-76.7599,0.01,98.8136701876,1.01446,98.6327282424,0.0114595,1,0.1,63.0922,-78.6327961734,-78.6327961734,4921.83783184,100,109.86
3.45015e-07,0.00914136,0.00352224,1.24808,0.923637,100,1.00299,4932.10038985,-78.556752059,-203.499,-78.1691,0.01,99.6595965984,1.01039,99.701997259,0.0123524,1,0.1,68.1162,-78.556752059,-78.556752059,4932.10038985,100,110.14
6.61255e-07,0.00860756,0.006799,1.34626,0.872807,100,1.00768,5206.51705084,-78.1432317042,-202.747,-77.128,0.01,99.349635056,1.014,99.2378944873,0.0132767,1,0.1,67.8803,-78.1432317042,-78.1432317042,5206.51705084,100,108.45
6.21209e-07,0.00778404,0.0062038,1.1056,0.777884,100,1.00798,4948.41292752,-78.3211395174,-202.947,-77.3069,0.01,99.3887366158,0.999333,99.2084829641,0.0110633,1,0.1,66.5416,-78.3211395174,-78.3211395174,4948.41292752,100,109.65
1.402e-06,0.00820669,0.0141836,1.63953,0.825445,100,1.01209,6058.16005122,-82.376421809,-206.66,-80.7636,0.01,98.6310315974,1.00582,98.8057130251,0.0163005,1,0.1,71.5784,-82.376421809,-82.376421809,6058.16005122,100,114.38
1.11666e-06,0.00759168,0.0115764,1.37622,0.772973,100,1.01407,7281.76312255,-83.1405644497,-207.379,-81.36,0.01,98.9066199436,1.01818,98.6126576183,0.0135164,1,0.1,78.7133,-83.1405644497,-83.1405644497,7281.76312255,100,114.29
9.48572e-08,0.00973825,0.0009379,1.15262,0.968332,100,1.00119,1349.51460389,-68.0635807444,-193.139,-67.922,0.01,99.9061372399,0.994359,99.8810040052,0.0115916,1,0.1,35.679,-68.0635807444,-68.0635807444,1349.51460389,100,97.9
6.5569e-07,0.00929024,0.00659529,1.50273,0.93174,100,1.00542,3751.83565778,-74.3771008103,-199.136,-73.6545,0.01,99.3550825211,1.00292,99.4605120707,0.0149835,1,0.1,57.1183,-74.3771008103,-74.3771008103,3751.83565778,100,105.39
4.29945e-07,0.0086557,0.00439155,1.22438,0.874792,100,1.0044,2597.67383079,-71.1947303201,-196.056,-70.6414,0.01,99.5761639542,1.01065,99.5618905941,0.0121147,1,0.1,47.3856,-71.1947303201,-71.1947303201,2597.67383079,100,100.82
7.09124e-07,0.0083848,0.00708036,1.29354,0.837836,100,1.0099,7227.9303176,-85.311075059,-209.779,-84.0179,0.01,99.3028644359,0.999232,99.0192983926,0.0129453,1,0.1,79.3012,-85.311075059,-85.311075059,7227.9303176,100,117.57
3.95471e-06,0.00396454,0.0393033,1.38482,0.39523,100,1.03715,8276.31044056,-89.4912069671,-212.121,-84.6755,0.01,96.2323274423,0.996913,96.4184764318,0.013891,1,0.1,78.4954,-89.4912069671,-89.4912069671,8276.31044056,100,122.94
1.46921e-07,0.00947724,0.00145437,1.12496,0.942927,100,1.00209,2573.47471931,-71.2777232391,-196.277,-71.0062,0.01,99.8547423835,0.994938,99.7919130155,0.0113069,1,0.1,48.7403,-71.2777232391,-71.2777232391,2573.47471931,100,100.92
5.18318e-07,0.00816713,0.00525938,1.27527,0.822694,100,1.00643,4961.20522873,-79.259024238,-203.975,-78.4339,0.01,99.4894886131,1.00732,99.3611168953,0.01266,1,0.1,65.9492,-79.259024238,-79.259024238,4961.20522873,100,110.78
8.92032e-07,0.00725221,0.00907346,1.18415,0.73142,100,1.00896,4973.09438671,-77.8535248549,-202.47,-76.7695,0.01,99.1246374647,1.00855,99.1118154981,0.0117411,1,0.1,65.2565,-77.8535248549,-77.8535248549,4973.09438671,100,108.44
6.49927e-07,0.00702237,0.0064858,1.09773,0.701508,100,1.00719,2578.71449405,-70.9001670645,-195.609,-70.0187,0.01,99.3607072259,0.998963,99.2856519788,0.0109887,1,0.1,45.4299,-70.9001670645,-70.9001670645,2578.71449405,100,100.69
1.37418e-06,0.00694458,0.014221,1.26813,0.706461,100,1.01479,3761.99881404,-75.0177301954,-199.144,-73.0813,0.01,98.6578329642,1.01728,98.5426425652,0.0124658,1,0.1,51.5674,-75.0177301954,-75.0177301954,3761.99881404,100,105.55
1.97012e-06,0.00916936,0.0198877,1.77144,0.921265,100,1.00772,4948.26588487,-79.1123490365,-203.739,-78.1138,0.01,98.0868680232,1.00472,99.23362134,0.0176312,1,0.1,65.1633,-79.1123490365,-79.1123490365,4948.26588487,100,110.37
3.87576e-06,0.00439645,0.037328,1.18895,0.43146,100,1.02714,7233.37733055,-84.6732379436,-207.754,-80.9253,0.01,96.3048072935,0.981384,97.3573820051,0.012115,1,0.1,73.9976,-84.6732379436,-84.6732379436,7233.37733055,100,116.96
1.70052e-06,0.006124,0.016801,1.41887,0.608711,100,1.01971,7233.20085616,-84.3395857659,-208.131,-81.7621,0.01,98.3443592965,0.993977,98.0670225723,0.0142747,1,0.1,76.2147,-84.3395857659,-84.3395857659,7233.20085616,100,115.99
2.58663e-07,0.00942117,0.00257795,1.22067,0.940535,100,1.00268,6122.88684421,-81.6313665229,-206.597,-81.2866,0.01,99.7445901139,0.99832,99.732781173,0.0122273,1,0.1,75.9532,-81.6313665229,-81.6313665229,6122.88684421,100,112.55
1.63299e-06,0.00776621,0.0158862,1.39016,0.765998,100,1.01877,7204.14710699,-85.988271911,-209.955,-83.6443,0.01,98.4090508352,0.986321,98.1577334743,0.0140944,1,0.1,77.5741,-85.988271911,-85.988271911,7204.14710699,100,118.29
4.39564e-07,0.00650125,0.0043659,1.10659,0.647922,100,1.00412,2581.67702742,-71.2589288972,-196.125,-70.7267,0.01,99.566723818,0.996611,99.5896084802,0.0111035,1,0.1,47.1989,-71.2589288972,-71.2589288972,2581.67702742,100,101.04
7.25864e-07,0.00686612,0.00724901,1.23451,0.686156,100,1.00888,4982.96522329,-76.251962969,-200.71,-75.0139,0.01,99.2865031194,0.999336,99.1201420855,0.0123533,1,0.1,65.5347,-76.251962969,-76.251962969,4982.96522329,100,106.82
6.29079e-07,0.00706777,0.00620189,1.15338,0.701766,100,1.00902,3788.55113971,-75.2448300716,-199.744,-74.0377,0.01,99.3810890745,0.992909,99.1059139542,0.0116162,1,0.1,55.7974,-75.2448300716,-75.2448300716,3788.55113971,100,106.18
3.13855e-07,0.00899782,0.00313405,1.23763,0.899137,100,1.00336,3737.32261067,-75.3416879834,-200.261,-74.9081,0.01,99.6902305847,0.999283,99.6648732329,0.0123852,1,0.1,58.8483,-75.3416879834,-75.3416879834,3737.32261067,100,106.37
4.71148e-07,0.00945366,0.00469629,1.42299,0.943841,100,1.00454,4991.64923163,-75.986125602,-200.819,-75.3922,0.01,99.5357412299,0.998386,99.5482323578,0.0142529,1,0.1,67.9768,-75.986125602,-75.986125602,4991.64923163,100,106.11
8.57038e-07,0.00695618,0.00888817,1.12607,0.708397,100,1.01341,159.152216261,-65.0139586884,-98.0419,-64.5882,0.01,99.1586797227,1.01837,98.6771886474,0.0110576,1,0.1,12.1855,-65.0139586884,-65.0139586884,159.152216261,100,94.32
1.79291e-06,0.00490632,0.0181086,1.15246,0.493083,100,1.01885,6101.37005324,-82.2463315889,-206.316,-80.001,0.01,98.2559745934,1.00499,98.1502223723,0.0114673,1,0.1,69.1623,-82.2463315889,-82.2463315889,6101.37005324,100,113.58
3.26455e-07,0.00917394,0.00327756,1.37586,0.91922,100,1.00251,6093.25667793,-80.7123020434,-205.692,-80.3948,0.01,99.6778339572,1.00199,99.7494078849,0.0137313,1,0.1,75.933,-80.7123020434,-80.7123020434,6093.25667793,100,112.47
7.33782e-07,0.00723866,0.00739797,1.15767,0.726826,100,1.00729,3801.57230206,-73.8498493885,-198.558,-72.9617,0.01,99.2787871318,1.00409,99.2759346682,0.0115295,1,0.1,56.4094,-73.8498493885,-73.8498493885,3801.57230206,100,103.83
2.09122e-06,0.00556493,0.0201316,1.15279,0.546008,100,1.0164,6092.80637265,-81.8381533007,-205.837,-79.6733,0.01,97.9716724488,0.98116,98.3862216729,0.0117492,1,0.1,70.1989,-81.8381533007,-81.8381533007,6092.80637265,100,113.18
1.29126e-06,0.00584342,0.0129957,1.18065,0.586218,100,1.01333,7209.91682694,-85.7181893761,-209.927,-83.9533,0.01,98.7378248809,1.00321,98.684757404,0.0117687,1,0.1,78.6882,-85.7181893761,-85.7181893761,7209.91682694,100,117.95
5.64069e-07,0.00838584,0.00562259,1.18219,0.837237,100,1.00585,3823.05143653,-73.5963920665,-198.355,-72.8573,0.01,99.4446617799,0.998394,99.418571508,0.0118409,1,0.1,58.4416,-73.5963920665,-73.5963920665,3823.05143653,100,103.88
5.83759e-07,0.00932632,0.00587514,1.36817,0.935627,100,1.00651,4966.19968735,-77.4666608021,-202.149,-76.6021,0.01,99.4253997894,1.00321,99.3527733084,0.0136379,1,0.1,67.1665,-77.4666608021,-77.4666608021,4966.19968735,100,108.13
7.18522e-08,0.00946284,0.000723131,1.08173,0.949314,100,1.00073,88.6739092766,-62.2391092925,-88.5518,-62.2202,0.01,99.9289231679,1.0032,99.9269066454,0.0107828,1,0.1,9.32246,-62.2391092925,-62.2391092925,88.6739092766,100,90.41
1.00303e-06,0.0061335,0.00976945,1.22018,0.605323,100,1.00849,7232.92612145,-84.6967301242,-209.355,-83.6842,0.01,99.0167304714,0.986911,99.157787282,0.0123636,1,0.1,81.2024,-84.6967301242,-84.6967301242,7232.92612145,100,116.46
2.84823e-06,0.00354086,0.0271672,1.17204,0.345815,100,1.01953,6092.36665812,-80.7329343738,-204.567,-78.2101,0.01,97.257559597,0.97664,98.0844517479,0.0120008,1,0.1,70.2479,-80.7329343738,-80.7329343738,6092.36665812,100,111.96
4.62353e-07,0.00935443,0.00454604,1.36214,0.927571,100,1.005,4939.14781059,-78.4321818808,-203.246,-77.7912,0.01,99.5443196215,0.991585,99.5025234421,0.013737,1,0.1,67.6157,-78.4321818808,-78.4321818808,4939.14781059,100,109.45
3.95217e-07,0.00867462,0.00397242,1.34418,0.869682,100,1.00299,3804.92373293,-73.5738955444,-198.51,-73.1827,0.01,99.6102708829,1.00256,99.701997259,0.0134075,1,0.1,58.9664,-73.5738955444,-73.5738955444,3804.92373293,100,103.43
3.76926e-06,0.00210261,0.03963,1.22823,0.215597,100,1.04375,4972.8369161,-77.9494611052,-200.422,-72.5718,0.01,96.4026704516,1.02538,95.808346029,0.0119783,1,0.1,46.5781,-77.9494611052,-77.9494611052,4972.8369161,100,109.3
2.34708e-06,0.00896999,0.0243079,1.97814,0.912854,100,1.00962,3762.37033815,-74.59380492,-199.092,-73.3501,0.01,97.7291478168,1.01768,99.04747511,0.0194378,1,0.1,55.8717,-74.59380492,-74.59380492,3762.37033815,100,105.05
5.06413e-07,0.00887504,0.00512546,1.26773,0.892862,100,1.00568,3799.52788064,-74.2471131933,-198.993,-73.4988,0.01,99.5011096741,1.00604,99.4350346776,0.0126012,1,0.1,57.331,-74.2471131933,-74.2471131933,3799.52788064,100,104.18
2.82772e-06,0.00506623,0.029961,2.12925,0.52149,100,1.01568,3769.77342478,-74.0975611399,-198.148,-72.0283,0.01,97.2768145572,1.02934,98.4563843305,0.0206855,1,0.1,51.9944,-74.0975611399,-74.0975611399,3769.77342478,100,104.57
1.96173e-07,0.009487,0.00197917,1.17506,0.952908,100,1.00266,2573.01820488,-68.8438002488,-193.805,-68.4983,0.01,99.8061513476,1.00444,99.735176406,0.0116987,1,0.1,48.6007,-68.8438002488,-68.8438002488,2573.01820488,100,98.36
1.01436e-06,0.00769238,0.0100975,1.14395,0.767489,100,1.01209,4993.30872788,-75.4003420393,-199.809,-73.9137,0.01,99.0057629673,0.997727,98.8054919057,0.0114656,1,0.1,64.702,-75.4003420393,-75.4003420393,4993.30872788,100,104.95
1.00512e-06,0.00839118,0.0101474,1.42464,0.843125,100,1.00937,9406.68514482,-91.1940430833,-215.753,-90.0256,0.01,99.0147430273,1.00477,99.0717947997,0.0141787,1,0.1,92.9834,-91.1940430833,-91.1940430833,9406.68514482,100,124.17
5.75395e-07,0.00730231,0.00577358,1.08869,0.731475,100,1.00747,8354.5379735,-87.5621090166,-212.192,-86.5826,0.01,99.4335706456,1.0017,99.2582087085,0.0108684,1,0.1,89.0005,-87.5621090166,-87.5621090166,8354.5379735,100,119.35
1.8493e-06,0.00622304,0.0184027,1.22338,0.620783,100,1.01748,4981.58017047,-77.6198448944,-201.609,-75.3769,0.01,98.2020876085,0.997555,98.2824661581,0.0122638,1,0.1,61.7752,-77.6198448944,-77.6198448944,4981.58017047,100,108.22
9.07103e-08,0.00960741,0.000894796,1.08051,0.954202,100,1.00186,3808.27683214,-74.92599281,-199.946,-74.6877,0.01,99.9102347285,0.993193,99.8142243047,0.0108791,1,0.1,60.4057,-74.92599281,-74.92599281,3808.27683214,100,105.76
4.70984e-07,0.0080468,0.00482593,1.17711,0.814537,100,1.00608,3792.15589257,-73.9674379846,-198.711,-73.1929,0.01,99.5358799562,1.01225,99.3961069599,0.0116286,1,0.1,57.1883,-73.9674379846,-73.9674379846,3792.15589257,100,104.15
5.65828e-06,0.00243672,0.0557101,1.26207,0.241785,100,1.04959,7216.15551586,-84.9206265406,-206.29,-78.0817,0.01,94.6954577235,0.992258,95.2754935187,0.0127192,1,0.1,63.1782,-84.9206265406,-84.9206265406,7216.15551586,100,116.64
4.13018e-06,0.00283289,0.0397635,1.33744,0.277964,100,1.02606,4968.75825393,-76.5839722852,-198.838,-72.0747,0.01,96.0717356953,0.981201,97.4599171697,0.0136307,1,0.1,55.9885,-76.5839722852,-76.5839722852,4968.75825393,100,107.09
5.27275e-07,0.00872305,0.00526915,1.36531,0.872007,100,1.00311,6151.80643653,-79.4826103866,-204.441,-79.1042,0.01,99.4806591146,0.999658,99.6899354332,0.0136578,1,0.1,76.5408,-79.4826103866,-79.4826103866,6151.80643653,100,110.32
5.33137e-07,0.00746372,0.00538851,1.08916,0.750361,100,1.00557,1353.99298123,-67.062372628,-191.853,-66.3625,0.01,99.4749671909,1.00534,99.4461271161,0.0108337,1,0.1,31.7837,-67.062372628,-67.062372628,1353.99298123,100,96.17
5.8473e-07,0.00799181,0.00605316,1.27007,0.813127,100,1.00528,3806.96770092,-74.0664135715,-198.879,-73.4061,0.01,99.4244490363,1.01745,99.4746180827,0.0124828,1,0.1,57.4223,-74.0664135715,-74.0664135715,3806.96770092,100,104.22
7.00634e-07,0.00729655,0.00695754,1.11815,0.727109,100,1.00657,3795.29835482,-74.1193487738,-198.786,-73.2345,0.01,99.3111578492,0.996512,99.3474313243,0.0112206,1,0.1,57.195,-74.1193487738,-74.1193487738,3795.29835482,100,104.5
8.11598e-07,0.00825646,0.00814917,1.27402,0.827333,100,1.00893,6170.64536725,-79.1173969242,-203.68,-77.9802,0.01,99.2029106948,1.00204,99.1148953526,0.0127143,1,0.1,73.3457,-79.1173969242,-79.1173969242,6170.64536725,100,109.5
4.98926e-07,0.00937652,0.00506768,1.32183,0.944993,100,1.00346,2577.90540712,-70.5611737211,-195.441,-70.1103,0.01,99.5084929334,1.00783,99.6551999422,0.0131157,1,0.1,47.9187,-70.5611737211,-70.5611737211,2577.90540712,100,100.42
1.21551e-06,0.00658291,0.0118578,1.1244,0.65019,100,1.01003,2585.30472275,-68.8278479354,-193.335,-67.5684,0.01,98.810952083,0.987694,99.0071557818,0.0113841,1,0.1,41.591,-68.8278479354,-68.8278479354,2585.30472275,100,97.74
1.8211e-07,0.00968781,0.00183162,1.21982,0.971574,100,1.00106,6156.08703616,-80.2227057555,-205.305,-80.0955,0.01,99.8200376699,1.00288,99.8938020555,0.0121632,1,0.1,77.3811,-80.2227057555,-80.2227057555,6156.08703616,100,110.96
1.75722e-06,0.00431314,0.0172464,1.17086,0.427297,100,1.01646,3811.75154564,-72.8129279257,-196.674,-70.5058,0.01,98.2901129597,0.990686,98.3801985381,0.0118187,1,0.1,50.2334,-72.8129279257,-72.8129279257,3811.75154564,100,102.22
7.84004e-07,0.00779047,0.0078881,1.20234,0.781431,100,1.00764,6097.26465898,-82.9358822757,-207.589,-81.9697,0.01,99.2298285766,1.00306,99.2415339963,0.0119867,1,0.1,73.7403,-82.9358822757,-82.9358822757,6097.26465898,100,114.81
1.91701e-06,0.00759504,0.0204483,1.64388,0.784415,100,1.01423,4910.0970736,-79.2862567213,-203.466,-77.4262,0.01,98.1375035575,1.0328,98.5968016895,0.0159167,1,0.1,62.8056,-79.2862567213,-79.2862567213,4910.0970736,100,110.31
1.61911e-06,0.00735805,0.0162421,1.3546,0.736961,100,1.01227,4904.63696524,-79.9109741013,-204.225,-78.3183,0.01,98.4223726862,1.00157,98.7877939263,0.0135247,1,0.1,62.0627,-79.9109741013,-79.9109741013,4904.63696524,100,112.24
2.83003e-07,0.00862334,0.00281375,1.21411,0.85985,100,1.00308,3762.14110353,-73.7004854666,-198.632,-73.2985,0.01,99.7206437236,0.99712,99.6932171931,0.0121762,1,0.1,58.7958,-73.7004854666,-73.7004854666,3762.14110353,100,104.34
4.04585e-06,0.00365868,0.0390108,1.33402,0.359263,100,1.02831,8350.79209509,-88.2684208147,-211.745,-84.8432,0.01,96.1488954222,0.981946,97.2465275838,0.0135855,1,0.1,80.9233,-88.2684208147,-88.2684208147,8350.79209509,100,120.11
5.76808e-07,0.00595118,0.00575069,1.11795,0.59422,100,1.00474,1371.84341096,-66.3437581486,-191.161,-65.7433,0.01,99.4321914969,0.998492,99.5283424618,0.0111964,1,0.1,31.29,-66.3437581486,-66.3437581486,1371.84341096,100,95.9
2.22281e-07,0.00843281,0.00222671,1.12411,0.84402,100,1.00285,3794.31985729,-73.6571399587,-198.61,-73.2891,0.01,99.7804355088,1.00088,99.7156384583,0.0112313,1,0.1,58.8936,-73.6571399587,-73.6571399587,3794.31985729,100,103.8
2.02499e-07,0.00950747,0.00200644,1.17813,0.946382,100,1.00228,4947.05554995,-78.4335907131,-203.428,-78.1448,0.01,99.7999483918,0.995409,99.7721036342,0.0118356,1,0.1,68.9185,-78.4335907131,-78.4335907131,4947.05554995,100,109.51
9.49904e-07,0.00729021,0.00965148,1.14395,0.734847,100,1.01072,2606.04970177,-69.2915474606,-193.773,-67.9701,0.01,99.0683386652,1.00799,98.9390651243,0.0113488,1,0.1,43.8774,-69.2915474606,-69.2915474606,2606.04970177,100,98.18
1.99934e-07,0.00897315,0.00200591,1.24147,0.898787,100,1.00121,1366.01525363,-65.7933110717,-190.827,-65.6407,0.01,99.8024823295,1.00164,99.8790655531,0.0123944,1,0.1,35.6193,-65.7933110717,-65.7933110717,1366.01525363,100,94.53
8.60219e-07,0.00904263,0.00847346,1.3251,0.897472,100,1.01066,7261.17869307,-83.0296401663,-207.385,-81.5772,0.01,99.1555775868,0.99249,98.9450985328,0.0133512,1,0.1,79.5341,-83.0296401663,-83.0296401663,7261.17869307,100,114.31
6.26672e-07,0.00769693,0.00625193,1.25196,0.768784,100,1.00707,5006.23136855,-75.9530266425,-200.623,-75.0396,0.01,99.383428842,0.998819,99.2976866902,0.0125344,1,0.1,66.072,-75.9530266425,-75.9530266425,5006.23136855,100,105.79
