VarVanillaIw,VarRet,J,AvgEpLen,Delta,BatchSize,IterType,EpsThisIter,AvgVanillaIw,VanillaAvgRet,Bound,AvgDiscRet,ESSRenyi,MaxVanillaIw,VarJ,VarNormIw,AvgRet,ESSClassic,eRenyi2,AvgNormIw,MaxNormIw,VarDiscRet,MinNormIw,MinVanillaIw
,1106.83845433,19.4207,49.1,0.7,500,2,100,1.0,19.4206835364,14.3085,19.4206835364,500.0,1.0,33.1024,3.50449e-18,19.4206835364,100.0,1.0,0.01,0.01,1106.83845433,0.01,1.0
,710.220370388,3.75331,53.12,0.7,500,2,100,1.0,-11.9140591641,0.138455,-11.9140591641,500.0,1.0,33.8365,2.1793e-19,-11.9140591641,200.000000102,1.0,0.005,0.005,710.220370388,0.005,1.0
,7900.90676897,3.51048,116.84,0.7,500,2,100,1.0,3.02482153968,-3.58993,3.02482153968,500.0,1.0,58.0577,5.43914e-20,3.02482153968,299.999969474,1.0,0.00333333,0.00333333,7900.90676897,0.00333333,1.0
,284.593753408,3.4087,37.98,0.7,500,2,100,1.0,3.10337161331,-2.74044,3.10337161331,500.0,1.0,50.9753,5.4346e-20,3.10337161331,400.0,1.0,0.0025,0.0025,284.593753408,0.0025,1.0
1.29753e+09,363.649874646,187.838,32.3,0.7,500,1,100,5643.59,-11.1937797157,182.085,-11.1937797157,457.032024247,235123.0,0.138673,0.000162955,-11.1937797157,12.0026805319,1.09402,0.002,0.083324,363.649874646,5.6748e-08,0.160131
,914.771026257,5.2327,39.42,0.7,500,2,100,1.0,5.232699847,-0.107327,5.232699847,500.0,1.0,30.0936,3.50449e-18,5.232699847,100.0,1.0,0.01,0.01,914.771026257,0.01,1.0
,380.475823245,1.70244,32.38,0.7,500,2,100,1.0,-1.82781088318,-2.07352,-1.82781088318,500.0,1.0,25.5658,2.1793e-19,-1.82781088318,200.000000102,1.0,0.005,0.005,380.475823245,0.005,1.0
,436.236307438,0.878357,40.9,0.7,500,2,100,1.0,-0.769815627546,-2.20471,-0.769815627546,500.0,1.0,24.1051,5.43914e-20,-0.769815627546,299.999969474,1.0,0.00333333,0.00333333,436.236307438,0.00333333,1.0
,142.477427335,0.667002,37.4,0.7,500,2,100,1.0,0.0329328160729,-2.00301,0.0329328160729,500.0,1.0,21.7069,5.4346e-20,0.0329328160729,400.0,1.0,0.0025,0.0025,142.477427335,0.0025,1.0
6.70421e+08,336.821041294,81.5564,29.96,0.7,500,1,100,4056.91,-4.32153856347,79.0675,-4.32153856347,460.349686746,169009.0,0.0908368,0.000162936,-4.32153856347,12.0041017776,1.08613,0.002,0.0833191,336.821041294,1.30296e-07,0.2643
,972.310073473,17.2765,36.4,0.7,500,2,100,1.0,17.2765201572,12.2151,17.2765201572,500.0,1.0,31.0256,3.50449e-18,17.2765201572,100.0,1.0,0.01,0.01,972.310073473,0.01,1.0
,424.170047995,10.3797,39.14,0.7,500,2,100,1.0,3.48292325431,6.80076,3.48292325431,500.0,1.0,27.1813,2.1793e-19,3.48292325431,200.000000102,1.0,0.005,0.005,424.170047995,0.005,1.0
,894.918114084,11.1209,44.0,0.7,500,2,100,1.0,12.6031334881,8.19865,12.6031334881,500.0,1.0,28.0886,5.43914e-20,12.6031334881,299.999969474,1.0,0.00333333,0.00333333,894.918114084,0.00333333,1.0
,173.463534787,7.45746,32.72,0.7,500,2,100,1.0,-3.53276042657,4.92675,-3.53276042657,500.0,1.0,25.9793,5.4346e-20,-3.53276042657,400.0,1.0,0.0025,0.0025,173.463534787,0.0025,1.0
4.60893e+09,883.645085854,77.3092,87.1,0.7,500,1,100,9689.62,-4.62414107364,74.8909,-4.62414107364,446.891098274,484438.0,0.0373821,0.000196357,-4.62414107364,10.0017895665,1.11884,0.002,0.0999911,883.645085854,1.9997e-09,0.00968815
,1291.30376451,-4.94695,41.0,0.7,500,2,100,1.0,-4.94694958691,-10.8224,-4.94694958691,500.0,1.0,35.7546,3.50449e-18,-4.94694958691,100.0,1.0,0.01,0.01,1291.30376451,0.01,1.0
,491.670135,-0.591946,45.26,0.7,500,2,100,1.0,3.76305833122,-4.74655,3.76305833122,500.0,1.0,30.0256,2.1793e-19,3.76305833122,200.000000102,1.0,0.005,0.005,491.670135,0.005,1.0
,321.730530342,0.053532,41.54,0.7,500,2,100,1.0,1.34448653012,-3.33869,1.34448653012,500.0,1.0,26.6088,5.43914e-20,1.34448653012,299.999969474,1.0,0.00333333,0.00333333,321.730530342,0.00333333,1.0
,598.989927928,1.03793,38.22,0.7,500,2,100,1.0,3.99113584134,-1.89982,3.99113584134,500.0,1.0,26.1186,5.4346e-20,3.99113584134,400.0,1.0,0.0025,0.0025,598.989927928,0.0025,1.0
1.58764e+09,1130.55093314,66.4042,32.82,0.7,500,1,100,5687.22,-3.39740176077,63.656,-3.39740176077,457.090597094,284325.0,0.0523515,0.000196342,-3.39740176077,10.0025543583,1.09388,0.002,0.0999872,1130.55093314,2.31573e-08,0.0658503
,1196.7606707,13.9573,54.3,0.7,500,2,100,1.0,13.9572635769,7.70255,13.9572635769,500.0,1.0,34.4208,3.50449e-18,13.9572635769,100.0,1.0,0.01,0.01,1196.7606707,0.01,1.0
,535.031549508,1.23933,41.64,0.7,500,2,100,1.0,-11.478596511,-3.18342,-11.478596511,500.0,1.0,31.9215,2.1793e-19,-11.478596511,200.000000102,1.0,0.005,0.005,535.031549508,0.005,1.0
,423.223031495,-3.59002,92.6,0.7,500,2,100,1.0,-13.2487129366,-7.20118,-13.2487129366,500.0,1.0,29.4216,5.43914e-20,-13.2487129366,299.999969474,1.0,0.00333333,0.00333333,423.223031495,0.00333333,1.0
,345.275168382,-4.62579,38.6,0.7,500,2,100,1.0,-7.73313577108,-7.75315,-7.73313577108,500.0,1.0,27.1643,5.4346e-20,-7.73313577108,400.0,1.0,0.0025,0.0025,345.275168382,0.0025,1.0
2.53828e+09,965.04774442,95.5322,49.18,0.7,500,1,100,7190.91,-19.2753085911,92.5986,-19.2753085911,454.583969306,359507.0,0.0725507,0.00019635,-19.2753085911,10.0021283,1.09991,0.002,0.0999894,965.04774442,2.70843e-08,0.0973805
,225.247500684,14.1908,29.32,0.7,500,2,100,1.0,14.1907660778,11.4639,14.1907660778,500.0,1.0,14.933,3.50449e-18,14.1907660778,100.0,1.0,0.01,0.01,225.247500684,0.01,1.0
,1431.04378747,19.1931,44.52,0.7,500,2,100,1.0,24.1954591472,14.2624,24.1954591472,500.0,1.0,29.067,2.1793e-19,24.1954591472,200.000000102,1.0,0.005,0.005,1431.04378747,0.005,1.0
,297.675469848,17.0961,39.54,0.7,500,2,100,1.0,12.902198797,13.0702,12.902198797,500.0,1.0,25.8899,5.43914e-20,12.902198797,299.999969474,1.0,0.00333333,0.00333333,297.675469848,0.00333333,1.0
,1822.38755958,12.0646,34.92,0.7,500,2,100,1.0,-3.03011006774,8.57802,-3.03011006774,500.0,1.0,32.089,5.4346e-20,-3.03011006774,400.0,1.0,0.0025,0.0025,1822.38755958,0.0025,1.0
5.39039e+08,4324.21573617,195.403,44.48,0.7,500,1,100,3637.81,21.8494236891,189.436,21.8494236891,459.636002123,151547.0,0.221138,0.00016293,21.8494236891,12.004523573,1.08782,0.002,0.0833176,4324.21573617,1.84714e-07,0.335978
,730.388548178,14.8443,37.8,0.7,500,2,100,1.0,14.8443036741,9.57433,14.8443036741,500.0,1.0,26.8902,3.50449e-18,14.8443036741,100.0,1.0,0.01,0.01,730.388548178,0.01,1.0
,275.678942496,13.8879,42.36,0.7,500,2,100,1.0,12.9314671133,10.1615,12.9314671133,500.0,1.0,22.3365,2.1793e-19,12.9314671133,200.000000102,1.0,0.005,0.005,275.678942496,0.005,1.0
,1357.49395133,11.6212,45.22,0.7,500,2,100,1.0,7.08772734665,8.57855,7.08772734665,500.0,1.0,28.1223,5.43914e-20,7.08772734665,299.999969474,1.0,0.00333333,0.00333333,1357.49395133,0.00333333,1.0
,818.264870517,9.47841,58.02,0.7,500,2,100,1.0,3.05016512134,6.84343,3.05016512134,500.0,1.0,28.4507,5.4346e-20,3.05016512134,400.0,1.0,0.0025,0.0025,818.264870517,0.0025,1.0
3.83523e+09,3402.95342521,120.953,140.68,0.7,500,1,100,8839.03,13.6426919862,117.245,13.6426919862,456.254470159,441910.0,0.0618337,0.000196355,13.6426919862,10.0018818173,1.09588,0.002,0.0999906,3402.95342521,3.49332e-08,0.154388
,354.869004564,-3.55502,89.06,0.7,500,2,100,1.0,-3.55501681839,-5.96743,-3.55501681839,500.0,1.0,18.7435,3.50449e-18,-3.55501681839,100.0,1.0,0.01,0.01,354.869004564,0.01,1.0
,1282.22089585,-0.344105,45.54,0.7,500,2,100,1.0,2.86680635393,-4.29715,2.86680635393,500.0,1.0,28.6473,2.1793e-19,2.86680635393,200.000000102,1.0,0.005,0.005,1282.22089585,0.005,1.0
,1129.31579328,7.54823,50.88,0.7,500,2,100,1.0,23.3328979065,3.90171,23.3328979065,500.0,1.0,32.3166,5.43914e-20,23.3328979065,299.999969474,1.0,0.00333333,0.00333333,1129.31579328,0.00333333,1.0
,1241.83588129,3.85338,41.56,0.7,500,2,100,1.0,-7.23118364277,0.695398,-7.23118364277,500.0,1.0,33.639,5.4346e-20,-7.23118364277,400.0,1.0,0.0025,0.0025,1241.83588129,0.0025,1.0
1.68854e+09,1086.70069451,96.4668,34.98,0.7,500,1,100,5865.19,-4.58958166784,93.4998,-4.58958166784,453.133911244,293221.0,0.0783671,0.00019634,-4.58958166784,10.0026424968,1.10343,0.002,0.0999868,1086.70069451,5.34485e-08,0.156743
,1016.02171627,13.0136,94.04,0.7,500,2,100,1.0,13.0135911906,7.97341,13.0135911906,500.0,1.0,31.7153,3.50449e-18,13.0135911906,100.0,1.0,0.01,0.01,1016.02171627,0.01,1.0
,720.023874001,6.79184,65.02,0.7,500,2,100,1.0,0.570083341796,3.22789,0.570083341796,500.0,1.0,29.9675,2.1793e-19,0.570083341796,200.000000102,1.0,0.005,0.005,720.023874001,0.005,1.0
,100.767904645,6.74276,27.38,0.7,500,2,100,1.0,6.64460969542,3.83281,6.64460969542,500.0,1.0,25.1388,5.43914e-20,6.64460969542,299.999969474,1.0,0.00333333,0.00333333,100.767904645,0.00333333,1.0
,916.507758516,6.62172,40.82,0.7,500,2,100,1.0,6.25858430993,4.10163,6.25858430993,500.0,1.0,26.4736,5.4346e-20,6.25858430993,400.0,1.0,0.0025,0.0025,916.507758516,0.0025,1.0
4.06402e+08,7156.0398828,246.028,47.2,0.7,500,1,100,3158.78,26.9180119867,238.581,26.9180119867,468.026165163,131588.0,0.336606,0.000162921,26.9180119867,12.0051841982,1.06832,0.002,0.0833153,7156.0398828,2.57758e-07,0.4071
,590.015147374,-0.625509,42.94,0.7,500,2,100,1.0,-0.625509261941,-3.7112,-0.625509261941,500.0,1.0,24.1685,3.50449e-18,-0.625509261941,100.0,1.0,0.01,0.01,590.015147374,0.01,1.0
,350.825349974,5.84966,60.36,0.7,500,2,100,1.0,12.3248306225,3.66775,12.3248306225,500.0,1.0,22.531,2.1793e-19,12.3248306225,200.000000102,1.0,0.005,0.005,350.825349974,0.005,1.0
,501.803037069,2.79163,47.22,0.7,500,2,100,1.0,-3.32444626153,1.0101,-3.32444626153,500.0,1.0,22.8632,5.43914e-20,-3.32444626153,299.999969474,1.0,0.00333333,0.00333333,501.803037069,0.00333333,1.0
,2229.60645047,8.97711,109.48,0.7,500,2,100,1.0,27.5335506825,5.19307,27.5335506825,500.0,1.0,32.537,5.4346e-20,27.5335506825,400.0,1.0,0.0025,0.0025,2229.60645047,0.0025,1.0
1.71746e+09,79.7063263078,115.593,28.76,0.7,500,1,100,6492.91,-1.83692702283,112.041,-1.83692702283,454.079528744,270507.0,0.0742572,0.000162955,-1.83692702283,12.0027147079,1.10113,0.002,0.0833239,79.7063263078,4.45169e-08,0.144522
,1022.09379666,8.21361,50.08,0.7,500,2,100,1.0,8.21361098142,3.06388,8.21361098142,500.0,1.0,31.81,3.50449e-18,8.21361098142,100.0,1.0,0.01,0.01,1022.09379666,0.01,1.0
,472.608966789,6.88038,45.74,0.7,500,2,100,1.0,5.54715401771,3.23897,5.54715401771,500.0,1.0,27.2333,2.1793e-19,5.54715401771,200.000000102,1.0,0.005,0.005,472.608966789,0.005,1.0
,1341.33836096,7.99883,44.36,0.7,500,2,100,1.0,10.2357383104,5.02564,10.2357383104,500.0,1.0,30.6526,5.43914e-20,10.2357383104,299.999969474,1.0,0.00333333,0.00333333,1341.33836096,0.00333333,1.0
,198.043702643,5.8965,30.24,0.7,500,2,100,1.0,-0.410490268046,3.32164,-0.410490268046,500.0,1.0,27.6941,5.4346e-20,-0.410490268046,400.0,1.0,0.0025,0.0025,198.043702643,0.0025,1.0
1.27427e+09,717.326931148,78.6543,58.42,0.7,500,1,100,5592.85,-9.0002969661,76.2613,-9.0002969661,463.141357082,233005.0,0.0601725,0.00016295,-9.0002969661,12.0030863315,1.07958,0.002,0.0833226,717.326931148,1.16731e-07,0.326428
,915.329507705,8.01186,56.98,0.7,500,2,100,1.0,8.01186149397,4.3886,8.01186149397,500.0,1.0,30.1028,3.50449e-18,8.01186149397,100.0,1.0,0.01,0.01,915.329507705,0.01,1.0
,399.186852054,-2.86351,43.52,0.7,500,2,100,1.0,-13.7388852565,-5.42554,-13.7388852565,500.0,1.0,27.7301,2.1793e-19,-13.7388852565,200.000000102,1.0,0.005,0.005,399.186852054,0.005,1.0
,1419.33596147,-3.84271,67.52,0.7,500,2,100,1.0,-5.8011182729,-6.49732,-5.8011182729,500.0,1.0,31.3518,5.43914e-20,-5.8011182729,299.999969474,1.0,0.00333333,0.00333333,1419.33596147,0.00333333,1.0
,111.461580665,-3.86512,30.7,0.7,500,2,100,1.0,-3.93234076567,-6.16408,-3.93234076567,500.0,1.0,27.6549,5.4346e-20,-3.93234076567,400.0,1.0,0.0025,0.0025,111.461580665,0.0025,1.0
1.12416e+09,4251.61986262,145.896,70.34,0.7,500,1,100,4785.76,-6.75410683227,141.435,-6.75410683227,458.602431116,239250.0,0.163802,0.00019633,-6.75410683227,10.0031405361,1.09027,0.002,0.0999843,4251.61986262,5.21575e-08,0.124806
,487.812243936,-6.63782,32.32,0.7,500,2,100,1.0,-6.63782306844,-10.1718,-6.63782306844,500.0,1.0,21.9758,3.50449e-18,-6.63782306844,100.0,1.0,0.01,0.01,487.812243936,0.01,1.0
,2066.7199458,1.73036,45.42,0.7,500,2,100,1.0,10.0985494983,-4.65668,10.0985494983,500.0,1.0,36.5311,2.1793e-19,10.0985494983,200.000000102,1.0,0.005,0.005,2066.7199458,0.005,1.0
,492.583605239,-0.847316,57.8,0.7,500,2,100,1.0,-6.00267358856,-6.06231,-6.00267358856,500.0,1.0,32.6423,5.43914e-20,-6.00267358856,299.999969474,1.0,0.00333333,0.00333333,492.583605239,0.00333333,1.0
,2151.148779,-0.92955,61.84,0.7,500,2,100,1.0,-1.17624773021,-5.44587,-1.17624773021,500.0,1.0,36.4907,5.4346e-20,-1.17624773021,400.0,1.0,0.0025,0.0025,2151.148779,0.0025,1.0
2.14766e+09,1350.40998807,137.962,45.52,0.7,500,1,100,6614.55,20.8619745007,133.736,20.8619745007,456.914425826,330690.0,0.0998563,0.000196347,20.8619745007,10.0022778934,1.0943,0.002,0.0999886,1350.40998807,4.2215e-08,0.139617
,826.813142998,9.07353,90.04,0.7,500,2,100,1.0,9.07353171899,4.09854,9.07353171899,500.0,1.0,28.6102,3.50449e-18,9.07353171899,100.0,1.0,0.01,0.01,826.813142998,0.01,1.0
,338.39260675,-0.568807,35.52,0.7,500,2,100,1.0,-10.211146647,-4.08666,-10.211146647,500.0,1.0,25.8796,2.1793e-19,-10.211146647,200.000000102,1.0,0.005,0.005,338.39260675,0.005,1.0
,668.865418759,2.09085,41.5,0.7,500,2,100,1.0,7.41015144446,-0.781466,7.41015144446,500.0,1.0,26.1031,5.43914e-20,7.41015144446,299.999969474,1.0,0.00333333,0.00333333,668.865418759,0.00333333,1.0
,448.769383391,4.01373,40.84,0.7,500,2,100,1.0,9.7823728712,1.52623,9.7823728712,500.0,1.0,25.1633,5.4346e-20,9.7823728712,400.0,1.0,0.0025,0.0025,448.769383391,0.0025,1.0
7.5041e+08,2058.35445925,75.9829,94.18,0.7,500,1,100,4292.1,6.55001099313,73.3802,6.55001099313,460.627495228,178808.0,0.0743577,0.000162937,6.55001099313,12.0040338673,1.08548,0.002,0.0833193,2058.35445925,1.72252e-07,0.369662
,1689.84603718,-22.9025,55.52,0.7,500,2,100,1.0,-22.9025492496,-29.7026,-22.9025492496,500.0,1.0,40.9017,3.50449e-18,-22.9025492496,100.0,1.0,0.01,0.01,1689.84603718,0.01,1.0
,2695.30930779,-15.5568,131.12,0.7,500,2,100,1.0,-8.21113468765,-22.0151,-8.21113468765,500.0,1.0,47.1658,2.1793e-19,-8.21113468765,200.000000102,1.0,0.005,0.005,2695.30930779,0.005,1.0
,1005.7019888,-14.4858,36.54,0.7,500,2,100,1.0,-12.3436637513,-19.7589,-12.3436637513,500.0,1.0,42.6292,5.43914e-20,-12.3436637513,299.999969474,1.0,0.00333333,0.00333333,1005.7019888,0.00333333,1.0
,1993.70584216,-9.63104,48.18,0.7,500,2,100,1.0,4.93321383104,-14.1977,4.93321383104,500.0,1.0,43.8986,5.4346e-20,4.93321383104,400.0,1.0,0.0025,0.0025,1993.70584216,0.0025,1.0
1.21869e+09,365.813606095,74.2906,50.78,0.7,500,1,100,4982.95,-14.4733962109,70.0296,-14.4733962109,459.435316711,249106.0,0.0834898,0.000196326,-14.4733962109,10.0033382296,1.08829,0.002,0.0999833,365.813606095,6.56265e-08,0.163507
,2030.13055046,8.1399,38.9,0.7,500,2,100,1.0,8.13990036818,1.21021,8.13990036818,500.0,1.0,44.8311,3.50449e-18,8.13990036818,100.0,1.0,0.01,0.01,2030.13055046,0.01,1.0
,1293.31837455,-2.34468,43.98,0.7,500,2,100,1.0,-12.8292632693,-7.47184,-12.8292632693,500.0,1.0,41.8931,2.1793e-19,-12.8292632693,200.000000102,1.0,0.005,0.005,1293.31837455,0.005,1.0
,436.915210463,-2.94488,37.46,0.7,500,2,100,1.0,-4.14526666646,-7.13119,-4.14526666646,500.0,1.0,36.2619,5.43914e-20,-4.14526666646,299.999969474,1.0,0.00333333,0.00333333,436.915210463,0.00333333,1.0
,1457.5408604,-0.737364,92.3,0.7,500,2,100,1.0,5.88516835456,-4.36282,5.88516835456,500.0,1.0,36.8993,5.4346e-20,5.88516835456,400.0,1.0,0.0025,0.0025,1457.5408604,0.0025,1.0
2.88811e+09,752.459093719,105.844,71.44,0.7,500,1,100,8419.61,10.4522191939,102.446,10.4522191939,455.344959602,350786.0,0.0576795,0.000162963,10.4522191939,12.0021023077,1.09807,0.002,0.083326,752.459093719,4.17661e-08,0.175827
,208.73110604,-3.26037,51.92,0.7,500,2,100,1.0,-3.26036922954,-5.15717,-3.26036922954,500.0,1.0,14.3751,3.50449e-18,-3.26036922954,100.0,1.0,0.01,0.01,208.73110604,0.01,1.0
,1063.74111687,-0.604791,32.02,0.7,500,2,100,1.0,2.05078748902,-4.34637,2.05078748902,500.0,1.0,25.2374,2.1793e-19,2.05078748902,200.000000102,1.0,0.005,0.005,1063.74111687,0.005,1.0
,1491.32462791,-9.03445,41.76,0.7,500,2,100,1.0,-25.8937709124,-13.0856,-25.8937709124,500.0,1.0,32.5403,5.43914e-20,-25.8937709124,299.999969474,1.0,0.00333333,0.00333333,1491.32462791,0.00333333,1.0
,411.123425295,-4.7982,70.36,0.7,500,2,100,1.0,7.91057095357,-8.3066,7.91057095357,500.0,1.0,30.8179,5.4346e-20,7.91057095357,400.0,1.0,0.0025,0.0025,411.123425295,0.0025,1.0
9.11005e+08,379.631030355,80.8136,51.22,0.7,500,1,100,4308.23,-10.5127003362,77.5376,-10.5127003362,458.78010745,215377.0,0.0984241,0.000196329,-10.5127003362,10.0031963997,1.08985,0.002,0.099984,379.631030355,9.97599e-08,0.214894
,771.586445914,11.6531,32.76,0.7,500,2,100,1.0,11.6531360879,5.67033,11.6531360879,500.0,1.0,27.6382,3.50449e-18,11.6531360879,100.0,1.0,0.01,0.01,771.586445914,0.01,1.0
,821.647281793,14.9523,78.56,0.7,500,2,100,1.0,18.2514625349,10.7218,18.2514625349,500.0,1.0,28.2761,2.1793e-19,18.2514625349,200.000000102,1.0,0.005,0.005,821.647281793,0.005,1.0
,599.575589047,6.54362,40.6,0.7,500,2,100,1.0,-10.2737370633,3.08945,-10.2737370633,500.0,1.0,29.5346,5.43914e-20,-10.2737370633,299.999969474,1.0,0.00333333,0.00333333,599.575589047,0.00333333,1.0
,303.403765878,7.12964,38.22,0.7,500,2,100,1.0,8.8877136721,4.13824,8.8877136721,500.0,1.0,27.0249,5.4346e-20,8.8877136721,400.0,1.0,0.0025,0.0025,303.403765878,0.0025,1.0
2.59466e+09,1722.90488476,91.3795,57.28,0.7,500,1,100,7270.44,-16.2621442189,88.4135,-16.2621442189,456.447766093,363478.0,0.0664397,0.000196345,-16.2621442189,10.002398469,1.09542,0.002,0.099988,1722.90488476,1.41811e-08,0.0515512
,1041.20390749,-15.3595,46.32,0.7,500,2,100,1.0,-15.3594677115,-20.8017,-15.3594677115,500.0,1.0,32.1059,3.50449e-18,-15.3594677115,100.0,1.0,0.01,0.01,1041.20390749,0.01,1.0
,1513.84513272,2.44785,39.18,0.7,500,2,100,1.0,20.2551742366,-2.63116,20.2551742366,500.0,1.0,39.7725,2.1793e-19,20.2551742366,200.000000102,1.0,0.005,0.005,1513.84513272,0.005,1.0
,1097.83733091,3.06303,47.98,0.7,500,2,100,1.0,4.29339162086,-1.08397,4.29339162086,500.0,1.0,37.6512,5.43914e-20,4.29339162086,299.999969474,1.0,0.00333333,0.00333333,1097.83733091,0.00333333,1.0
,2667.30220834,0.201482,111.08,0.7,500,2,100,1.0,-8.3831711632,-3.495,-8.3831711632,500.0,1.0,41.8083,5.4346e-20,-8.3831711632,400.0,1.0,0.0025,0.0025,2667.30220834,0.0025,1.0
3.19044e+09,586.69331264,109.711,42.96,0.7,500,1,100,8849.26,6.67326693533,106.268,6.67326693533,461.191523004,368690.0,0.0548252,0.000162966,6.67326693533,12.0019154878,1.08415,0.002,0.0833267,586.69331264,8.53267e-08,0.377539
,930.893551386,-13.1368,66.58,0.7,500,2,100,1.0,-13.1368062686,-17.9577,-13.1368062686,500.0,1.0,30.3576,3.50449e-18,-13.1368062686,100.0,1.0,0.01,0.01,930.893551386,0.01,1.0
,3296.84212137,1.92517,51.02,0.7,500,2,100,1.0,16.9871460392,-5.90909,16.9871460392,500.0,1.0,48.1621,2.1793e-19,16.9871460392,200.000000102,1.0,0.005,0.005,3296.84212137,0.005,1.0
,1924.59771621,11.1034,53.6,0.7,500,2,100,1.0,29.4599510769,4.70678,29.4599510769,500.0,1.0,48.4767,5.43914e-20,29.4599510769,299.999969474,1.0,0.00333333,0.00333333,1924.59771621,0.00333333,1.0
,195.654115724,8.4912,44.44,0.7,500,2,100,1.0,0.654508788026,2.95154,0.654508788026,500.0,1.0,42.7947,5.4346e-20,0.654508788026,400.0,1.0,0.0025,0.0025,195.654115724,0.0025,1.0
8.87516e+08,329.319050016,169.217,93.92,0.7,500,1,100,4667.63,-5.3290000942,164.061,-5.3290000942,461.716116467,194457.0,0.148217,0.000162946,-5.3290000942,12.0033823327,1.08292,0.002,0.0833216,329.319050016,1.57208e-07,0.366896
,89.6650043889,1.32627,85.46,0.7,500,2,100,1.0,1.32627402894,0.14018,1.32627402894,500.0,1.0,9.4217,3.50449e-18,1.32627402894,100.0,1.0,0.01,0.01,89.6650043889,0.01,1.0
,374.534102289,2.09158,34.82,0.7,500,2,100,1.0,2.8568928426,0.134577,2.8568928426,500.0,1.0,15.1778,2.1793e-19,2.8568928426,200.000000102,1.0,0.005,0.005,374.534102289,0.005,1.0
,2077.95875812,-0.134601,55.12,0.7,500,2,100,1.0,-4.58697249208,-5.18429,-4.58697249208,500.0,1.0,29.1413,5.43914e-20,-4.58697249208,299.999969474,1.0,0.00333333,0.00333333,2077.95875812,0.00333333,1.0
,329.389345652,2.73119,29.82,0.7,500,2,100,1.0,11.3285477986,-1.64197,11.3285477986,500.0,1.0,27.2594,5.4346e-20,11.3285477986,400.0,1.0,0.0025,0.0025,329.389345652,0.0025,1.0
1.78786e+09,196.009075467,58.2711,36.36,0.7,500,1,100,6035.11,-7.63783516046,54.1416,-7.63783516046,448.588902989,301721.0,0.0421665,0.000196347,-7.63783516046,10.0022807052,1.11461,0.002,0.0999886,196.009075467,6.21904e-09,0.0187663
,1820.43886709,17.9321,46.84,0.7,500,2,100,1.0,17.9321092921,10.969,17.9321092921,500.0,1.0,42.4527,3.50449e-18,17.9321092921,100.0,1.0,0.01,0.01,1820.43886709,0.01,1.0
,129.881774672,6.72975,29.62,0.7,500,2,100,1.0,-4.47260660169,1.80607,-4.47260660169,500.0,1.0,33.0288,2.1793e-19,-4.47260660169,200.000000102,1.0,0.005,0.005,129.881774672,0.005,1.0
,1325.15261147,10.1377,38.4,0.7,500,2,100,1.0,16.9534699243,6.11749,16.9534699243,500.0,1.0,34.4644,5.43914e-20,16.9534699243,299.999969474,1.0,0.00333333,0.00333333,1325.15261147,0.00333333,1.0
,437.981532535,7.27974,45.86,0.7,500,2,100,1.0,-1.29402046342,3.79817,-1.29402046342,500.0,1.0,31.9961,5.4346e-20,-1.29402046342,400.0,1.0,0.0025,0.0025,437.981532535,0.0025,1.0
1.15369e+09,816.220441193,106.35,46.5,0.7,500,1,100,5321.75,-2.2394248979,103.098,-2.2394248979,458.494046951,221708.0,0.0884703,0.000162945,-2.2394248979,12.0034133645,1.09053,0.002,0.0833215,816.220441193,9.51756e-08,0.25325
,1872.72314176,-21.4539,55.92,0.7,500,2,100,1.0,-21.4538832693,-28.2488,-21.4538832693,500.0,1.0,43.0581,3.50449e-18,-21.4538832693,100.0,1.0,0.01,0.01,1872.72314176,0.01,1.0
,1307.9050542,-1.05823,43.56,0.7,500,2,100,1.0,19.3374224815,-5.86296,19.3374224815,500.0,1.0,44.6138,2.1793e-19,19.3374224815,200.000000102,1.0,0.005,0.005,1307.9050542,0.005,1.0
,596.859467192,-3.7741,59.64,0.7,500,2,100,1.0,-9.20583407568,-7.69714,-9.20583407568,500.0,1.0,39.2256,5.43914e-20,-9.20583407568,299.999969474,1.0,0.00333333,0.00333333,596.859467192,0.00333333,1.0
,588.957950068,-2.41672,40.1,0.7,500,2,100,1.0,1.65540292273,-5.81418,1.65540292273,500.0,1.0,36.1286,5.4346e-20,1.65540292273,400.0,1.0,0.0025,0.0025,588.957950068,0.0025,1.0
1.16828e+09,288.040059071,96.1415,37.62,0.7,500,1,100,5355.27,2.96569003946,92.9782,2.96569003946,461.402019241,223105.0,0.0864864,0.000162945,2.96569003946,12.0033958359,1.08365,0.002,0.0833216,288.040059071,1.11556e-07,0.298707
,1429.25364705,7.18556,41.54,0.7,500,2,100,1.0,7.18555638603,2.54291,7.18555638603,500.0,1.0,37.616,3.50449e-18,7.18555638603,100.0,1.0,0.01,0.01,1429.25364705,0.01,1.0
,1593.75651672,6.71933,137.36,0.7,500,2,100,1.0,6.25310794242,2.8156,6.25310794242,500.0,1.0,38.686,2.1793e-19,6.25310794242,200.000000102,1.0,0.005,0.005,1593.75651672,0.005,1.0
,606.716073638,7.19032,48.38,0.7,500,2,100,1.0,8.13228676061,4.00293,8.13228676061,500.0,1.0,34.6179,5.43914e-20,8.13228676061,299.999969474,1.0,0.00333333,0.00333333,606.716073638,0.00333333,1.0
,808.064541742,3.27356,45.16,0.7,500,2,100,1.0,-8.47671266482,0.513201,-8.47671266482,500.0,1.0,33.8352,5.4346e-20,-8.47671266482,400.0,1.0,0.0025,0.0025,808.064541742,0.0025,1.0
