VarVanillaIw,IterType,MinNormIw,AvgRet,AvgEpLen,VarJ,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,AvgVanillaIw,AvgNormIw,EpsThisIter,VanillaAvgRet,BatchSize,J,MaxNormIw,ESSRenyi,Bound,VarRet,VarNormIw
,2,0.01,4951.093440813162,495.17,328.1179,4951.093440813162,1.0,1.0,100.0,1.0,108748.8314976768,1.0,0.009999998,100,4951.093440813162,300,4951.0933,0.01,300.0,4530.2827,108748.8314976768,3.5044917e-18
,2,0.005,4955.47658050712,495.605,306.07297,4955.47658050712,1.0,1.0,200.00000010221265,1.0,94151.4050080003,1.0,0.0049999994,100,4955.47658050712,300,4955.4766,0.005,300.0,4657.9185,94151.4050080003,2.179301e-19
0.1522938,,0.0025748173,4980.917180141735,498.14,237.83307,4970.198692846112,1.0569319,5.1701,264.18110167925147,0.81729424,63097.636787957075,1.0580611,0.0033333334,100,4980.917180141735,400,4971.841,0.01628797,378.45391711228285,4722.0654,68627.5275318277,1.511535e-06
0.044219904,1,0.00041111145,4978.62908166565,497.91,79.13266,4978.62908166565,1.0428901,1.2815661,383.15386130596204,0.16471043,70775.42992369084,1.0016167,0.0025,100,4978.62908166565,400,4992.6416,0.003198744,383.54953296581454,4777.7715,70775.42992369084,2.7548296e-07
,2,0.01,4992.73947879089,499.33,49.73609,4992.73947879089,1.0,1.0,100.0,1.0,2498.6656316611247,1.0,0.009999998,100,4992.73947879089,400,4992.7393,0.01,400.0,4571.9287,2498.6656316611247,3.5044917e-18
,2,0.005,4990.425779457271,499.09,88.894745,4990.425779457271,1.0,1.0,200.00000010221265,1.0,7941.985931177872,1.0,0.0049999994,100,4990.425779457271,400,4990.426,0.005,400.0,4692.8677,7941.985931177872,2.179301e-19
,2,0.0033333334,4975.792080739489,497.6333333333333,208.16571,4975.792080739489,1.0,1.0,299.999969473632,1.0,43477.89310492545,1.0,0.0033333336,100,4975.792080739489,400,4975.7925,0.0033333334,400.0,4732.8374,43477.89310492545,5.4391416e-20
0.03612098,1,0.0010497893,4980.687934739044,498.12,97.574776,4980.687934739044,1.0352458,1.2591187,385.8265904631151,0.4158694,33112.20936188022,0.9903641,0.0025,100,4980.687934739044,400,4989.187,0.0031784237,386.3816778633463,4775.106,33112.20936188022,2.3017056e-07
,2,0.01,4999.690034761178,500.0,0.44234216,4999.690034761178,1.0,1.0,100.0,1.0,0.19764578064626184,1.0,0.009999998,100,4999.690034761178,400,4999.69,0.01,400.0,4578.8794,0.19764578064626184,3.5044917e-18
,2,0.005,4996.536300773282,499.685,45.137543,4996.536300773282,1.0,1.0,200.00000010221265,1.0,2047.634581382693,1.0,0.0049999994,100,4996.536300773282,400,4996.536,0.005,400.0,4698.978,2047.634581382693,2.179301e-19
,2,0.0033333334,4986.247910548496,498.66,199.35316,4986.247910548496,1.0,1.0,299.999969473632,1.0,39874.59603954169,1.0,0.0033333336,100,4986.247910548496,400,4986.248,0.0033333334,400.0,4743.293,39874.59603954169,5.4391416e-20
0.01416579,1,0.0013254652,4989.617889012379,498.995,105.02809,4989.617889012379,1.0157202,1.22074,394.5293612268622,0.5352125,29915.147903927762,1.0094805,0.0025,100,4989.617889012379,400,4993.35,0.0030231886,393.8092212890848,4781.2974,29915.147903927762,8.688102e-08
,2,0.01,4975.588253458731,497.6,239.95644,4975.588253458731,1.0,1.0,100.0,1.0,58160.70128343271,1.0,0.009999998,100,4975.588253458731,400,4975.589,0.01,400.0,4554.7783,58160.70128343271,3.5044917e-18
,2,0.005,4987.640472811998,498.8,170.10254,4987.640472811998,1.0,1.0,200.00000010221265,1.0,29080.279307527308,1.0,0.0049999994,100,4987.640472811998,400,4987.6406,0.005,400.0,4690.0825,29080.279307527308,2.179301e-19
,2,0.0033333334,4966.280318419958,496.67333333333335,292.0862,4966.280318419958,1.0,1.0,299.999969473632,1.0,85599.70075468208,1.0,0.0033333336,100,4966.280318419958,400,4966.28,0.0033333334,400.0,4723.3247,85599.70075468208,5.4391416e-20
0.021320192,,0.0020328267,4989.617889012379,498.995,337.75372,4966.093340285257,1.0202918,1.8684168,391.7902764163611,0.8191753,86739.99919809643,1.0074338,0.0025,100,4989.617889012379,500,4963.048,0.0046365745,490.0558814828385,4750.5186,29915.147903927762,1.3129197e-07
0.011698342,1,0.0011227506,4991.6322405429255,499.196,98.04151,4991.6322405429255,1.0134735,1.2043141,494.28352111215963,0.56403357,23936.44332161991,1.0047352,0.002,100,4991.6322405429255,500,4994.4053,0.0023972765,493.35280567307547,4804.9497,23936.44332161991,4.6353332e-08
,2,0.01,4999.708222230511,500.0,0.31282175,4999.708222230511,1.0,1.0,100.0,1.0,0.09885388753485648,1.0,0.009999998,100,4999.708222230511,500,4999.7085,0.01,500.0,4578.898,0.09885388753485648,3.5044917e-18
,2,0.005,4999.582577792234,499.99,2.1252098,4999.582577792234,1.0,1.0,200.00000010221265,1.0,4.53927822050301,1.0,0.0049999994,100,4999.582577792234,500,4999.5825,0.005,500.0,4702.0244,4.53927822050301,2.179301e-19
,2,0.0033333334,4988.958926049255,498.93666666666667,122.38889,4988.958926049255,1.0,1.0,299.999969473632,1.0,15029.138910581205,1.0,0.0033333336,100,4988.958926049255,500,4988.9595,0.0033333334,500.0,4746.0044,15029.138910581205,5.4391416e-20
,2,0.0025,4991.195487690914,499.16,106.44009,4991.195487690914,1.0,1.0,400.0,1.0,11357.885950923268,1.0,0.0024999997,100,4991.195487690914,500,4991.196,0.0025,500.0,4780.7905,11357.885950923268,5.434597e-20
0.011573825,1,0.00083374634,4992.9023266444165,499.328,51.611057,4992.9023266444165,1.0131878,1.1480231,494.3011464107511,0.41726333,9093.44505612232,1.0009359,0.002,100,4992.9023266444165,500,4995.809,0.0022938994,493.4919436866965,4806.38,9093.44505612232,4.6208765e-08
,2,0.01,4977.086953480474,497.75,225.0236,4977.086953480474,1.0,1.0,100.0,1.0,51147.10875252909,1.0,0.009999998,100,4977.086953480474,500,4977.087,0.01,500.0,4556.2764,51147.10875252909,3.5044917e-18
,2,0.005,4984.202054838628,498.46,169.94344,4984.202054838628,1.0,1.0,200.00000010221265,1.0,29025.902364322672,1.0,0.0049999994,100,4984.202054838628,500,4984.202,0.005,500.0,4686.644,29025.902364322672,2.179301e-19
,2,0.0033333334,4989.376992743849,498.97333333333336,138.95117,4989.376992743849,1.0,1.0,299.999969473632,1.0,19372.002163802466,1.0,0.0033333336,100,4989.376992743849,500,4989.3765,0.0033333334,500.0,4746.4214,19372.002163802466,5.4391416e-20
,2,0.0025,4991.956501218342,499.23,120.41824,4991.956501218342,1.0,1.0,400.0,1.0,14536.898265564474,1.0,0.0024999997,100,4991.956501218342,500,4991.956,0.0025,500.0,4781.551,14536.898265564474,5.434597e-20
0.00970543,1,0.0010590119,4993.5066891861825,499.384,72.43597,4993.5066891861825,1.009938,1.162646,495.2668586411654,0.5330773,11633.34567761316,1.0067446,0.002,100,4993.5066891861825,500,4995.715,0.002309714,495.0798951932572,4806.59,11633.34567761316,3.8303295e-08
,2,0.01,4985.070905381076,498.55,145.54767,4985.070905381076,1.0,1.0,100.0,1.0,21398.099408080896,1.0,0.009999998,100,4985.070905381076,500,4985.071,0.01,500.0,4564.2603,21398.099408080896,3.5044917e-18
,2,0.005,4992.390039732576,499.275,103.17807,4992.390039732576,1.0,1.0,200.00000010221265,1.0,10699.21061379456,1.0,0.0049999994,100,4992.390039732576,500,4992.3896,0.005,500.0,4694.8315,10699.21061379456,2.179301e-19
,2,0.0033333334,4994.809189741313,499.51666666666665,84.31441,4994.809189741313,1.0,1.0,299.999969473632,1.0,7132.692886073223,1.0,0.0033333336,100,4994.809189741313,500,4994.8096,0.0033333334,500.0,4751.8545,7132.692886073223,5.4391416e-20
,2,0.0025,4994.802459772422,499.5175,77.027435,4994.802459772422,1.0,1.0,400.0,1.0,5948.096421619373,1.0,0.0024999997,100,4994.802459772422,500,4994.8027,0.0025,500.0,4784.3975,5948.096421619373,5.434597e-20
0.0043015317,1,0.0014038513,4995.78295932784,499.614,54.202423,4995.78295932784,1.0043039,1.0952103,497.87600027560296,0.70412254,4759.963333509317,1.0031297,0.0019999999,100,4995.78295932784,500,4996.6714,0.0021835866,497.85725612934897,4808.0747,4759.963333509317,1.709893e-08
,2,0.01,4999.6807286614,500.0,0.34746408,4999.6807286614,1.0,1.0,100.0,1.0,0.12194862826037549,1.0,0.009999998,100,4999.6807286614,500,4999.6807,0.01,500.0,4578.87,0.12194862826037549,3.5044917e-18
,2,0.005,4990.253188467543,499.06,133.44212,4990.253188467543,1.0,1.0,200.00000010221265,1.0,17896.283074675634,1.0,0.0049999994,100,4990.253188467543,500,4990.253,0.005,500.0,4692.695,17896.283074675634,2.179301e-19
,2,0.0033333334,4993.398853624907,499.37333333333333,109.046036,4993.398853624907,1.0,1.0,299.999969473632,1.0,11930.806371838278,1.0,0.0033333336,100,4993.398853624907,500,4993.3994,0.0033333334,500.0,4750.4443,11930.806371838278,5.4391416e-20
,2,0.0025,4994.981853143085,499.53,94.47653,4994.981853143085,1.0,1.0,400.0,1.0,8948.18624505058,1.0,0.0024999997,100,4994.981853143085,500,4994.982,0.0025,500.0,4784.5767,8948.18624505058,5.434597e-20
0.00809483,1,0.00095087703,4995.923387517404,499.624,40.22976,4995.923387517404,1.007725,1.1150657,495.9847706722428,0.47493917,7158.558389567812,0.9989497,0.0019999999,100,4995.923387517404,500,4997.918,0.0022324761,496.1671088945171,4809.0005,7158.558389567812,3.2447446e-08
,2,0.01,4999.748088400134,500.0,0.27461058,4999.748088400134,1.0,1.0,100.0,1.0,0.07618459866120479,1.0,0.009999998,100,4999.748088400134,500,4999.748,0.01,500.0,4578.9375,0.07618459866120479,3.5044917e-18
,2,0.005,4999.738156283712,500.0,0.2849812,4999.738156283712,1.0,1.0,200.00000010221265,1.0,0.08163798140267137,1.0,0.0049999994,100,4999.738156283712,500,4999.7383,0.005,500.0,4702.18,0.08163798140267137,2.179301e-19
,2,0.0033333334,4990.803593876404,499.11,154.47517,4990.803593876404,1.0,1.0,299.999969473632,1.0,23942.387230640295,1.0,0.0033333336,100,4990.803593876404,500,4990.8037,0.0033333334,500.0,4747.8486,23942.387230640295,5.4391416e-20
,2,0.0025,4993.022971773313,499.3325,133.8348,4993.022971773313,1.0,1.0,400.0,1.0,17956.638731814128,1.0,0.0024999997,100,4993.022971773313,500,4993.023,0.0025,500.0,4782.6177,17956.638731814128,5.434597e-20
0.01160511,1,0.0006467721,4994.370958599353,499.466,38.774796,4994.370958599353,1.011395,1.1576142,494.25925543088044,0.32292897,14365.408500198782,0.99858654,0.002,100,4994.370958599353,500,4997.9985,0.0023185057,494.366702513709,4808.7373,14365.408500198782,4.6551943e-08
,2,0.01,4977.9271742087285,497.83,216.90721,4977.9271742087285,1.0,1.0,100.0,1.0,47523.97048004389,1.0,0.009999998,100,4977.9271742087285,500,4977.9272,0.01,500.0,4557.1167,47523.97048004389,3.5044917e-18
,2,0.005,4988.818586876013,498.915,153.76297,4988.818586876013,1.0,1.0,200.00000010221265,1.0,23761.858481167466,1.0,0.0049999994,100,4988.818586876013,500,4988.8184,0.005,500.0,4691.2603,23761.858481167466,2.179301e-19
,2,0.0033333334,4987.386150606994,498.7733333333333,152.94156,4987.386150606994,1.0,1.0,299.999969473632,1.0,23469.349696716974,1.0,0.0033333336,100,4987.386150606994,500,4987.386,0.0033333334,500.0,4744.431,23469.349696716974,5.4391416e-20
,2,0.0025,4977.976177737978,497.8325,282.2723,4977.976177737978,1.0,1.0,400.0,1.0,79877.35266052581,1.0,0.0024999997,100,4977.976177737978,500,4977.9766,0.0025,500.0,4767.5713,79877.35266052581,5.434597e-20
0.03927081,1,0.00054814905,4982.3267485039605,498.266,118.84087,4982.3267485039605,1.0382904,1.3810004,480.8496669297814,0.27188504,63945.74307387486,0.9920113,0.002,100,4982.3267485039605,500,4991.8574,0.0027842433,481.5608513204248,4800.096,63945.74307387486,1.5962343e-07
,2,0.01,4999.701715068379,500.0,0.29067865,4999.701715068379,1.0,1.0,100.0,1.0,0.08536223994388285,1.0,0.009999998,100,4999.701715068379,500,4999.701,0.01,500.0,4578.8906,0.08536223994388285,3.5044917e-18
,2,0.005,4999.729475859431,500.0,0.26513442,4999.729475859431,1.0,1.0,200.00000010221265,1.0,0.07066131936414392,1.0,0.0049999994,100,4999.729475859431,500,4999.729,0.005,500.0,4702.171,0.07066131936414392,2.179301e-19
,2,0.0033333334,4999.73228672411,500.0,0.26480055,4999.73228672411,1.0,1.0,299.999969473632,1.0,0.07035946443557412,1.0,0.0033333336,100,4999.73228672411,500,4999.7324,0.0033333334,500.0,4756.7773,0.07035946443557412,5.4391416e-20
,2,0.0025,4999.733339095829,500.0,0.27275681,4999.733339095829,1.0,1.0,400.0,1.0,0.07458580674781398,1.0,0.0024999997,100,4999.733339095829,500,4999.7334,0.0025,500.0,4789.328,0.07458580674781398,5.434597e-20
0.0013084166,1,0.0016012714,4998.604785142534,499.888,20.399727,4998.604785142534,1.0011511,1.0503467,499.34392114931364,0.7981479,649.9454735629795,0.9968927,0.002,100,4998.604785142534,500,4998.832,0.0021072412,499.42511928655733,4810.5317,649.9454735629795,5.266344e-09
,2,0.01,4999.7380794102355,500.0,0.30277225,4999.7380794102355,1.0,1.0,100.0,1.0,0.0925905344752537,1.0,0.009999998,100,4999.7380794102355,500,4999.738,0.01,500.0,4578.9272,0.0925905344752537,3.5044917e-18
,2,0.005,4999.747564225871,500.0,0.27172956,4999.747564225871,1.0,1.0,200.00000010221265,1.0,0.07420029983043228,1.0,0.0049999994,100,4999.747564225871,500,4999.747,0.005,500.0,4702.189,0.07420029983043228,2.179301e-19
,2,0.0033333334,4986.745328397419,498.7033333333333,224.82544,4986.745328397419,1.0,1.0,299.999969473632,1.0,50715.53376323858,1.0,0.0033333336,100,4986.745328397419,500,4986.7456,0.0033333334,500.0,4743.7905,50715.53376323858,5.4391416e-20
,2,0.0025,4989.994550076574,499.0275,194.78592,4989.994550076574,1.0,1.0,400.0,1.0,38036.64329333938,1.0,0.0024999997,100,4989.994550076574,500,4989.9946,0.0025,500.0,4779.5894,38036.64329333938,5.434597e-20
0.018439235,1,0.0007226802,4991.94523815162,499.222,63.05148,4991.94523815162,1.0174937,1.1940012,490.9628000535391,0.3612933,30429.33289627925,0.9998705,0.0019999999,100,4991.94523815162,500,4996.932,0.0023883118,491.4035220089238,4807.101,30429.33289627925,7.377604e-08
,2,0.01,4999.7832432293,500.0,0.21846665,4999.7832432293,1.0,1.0,100.0,1.0,0.048201284897217506,1.0,0.009999998,100,4999.7832432293,500,4999.783,0.01,500.0,4578.9727,0.048201284897217506,3.5044917e-18
,2,0.005,4999.775054679942,500.0,0.23316756,4999.775054679942,1.0,1.0,200.00000010221265,1.0,0.054631802293828385,1.0,0.0049999994,100,4999.775054679942,500,4999.7754,0.005,500.0,4702.2173,0.054631802293828385,2.179301e-19
,2,0.0033333334,4999.769209982015,500.0,0.2401228,4999.769209982015,1.0,1.0,299.999969473632,1.0,0.05784525720038037,1.0,0.0033333336,100,4999.769209982015,500,4999.7695,0.0033333334,500.0,4756.8145,0.05784525720038037,5.4391416e-20
,2,0.0025,4999.765076693171,500.0,0.26233688,4999.765076693171,1.0,1.0,400.0,1.0,0.06899011159178557,1.0,0.0024999997,100,4999.765076693171,500,4999.7656,0.0025,500.0,4789.3604,0.06899011159178557,5.434597e-20
0.00054499094,1,0.0016412928,4999.266955259826,499.952,9.17425,4999.266955259826,1.0004311,1.0267053,499.7273479410786,0.81934655,125.10465385006275,0.998416,0.002,100,4999.266955259826,500,4999.3574,0.0020566683,499.7845624711638,4811.1245,125.10465385006275,2.1868867e-09
,2,0.01,4999.750661865893,500.0,0.2573224,4999.750661865893,1.0,1.0,100.0,1.0,0.06689455389853256,1.0,0.009999998,100,4999.750661865893,500,4999.751,0.01,500.0,4578.9404,0.06689455389853256,3.5044917e-18
,2,0.005,4973.759692590048,497.41,352.86285,4973.759692590048,1.0,1.0,200.00000010221265,1.0,125137.87797408579,1.0,0.0049999994,100,4973.759692590048,500,4973.76,0.005,500.0,4676.2017,125137.87797408579,2.179301e-19
,2,0.0033333334,4982.415206611901,498.2733333333333,288.37122,4982.415206611901,1.0,1.0,299.999969473632,1.0,83436.1002797368,1.0,0.0033333336,100,4982.415206611901,500,4982.415,0.0033333334,500.0,4739.46,83436.1002797368,5.4391416e-20
,2,0.0025,4986.744767594663,498.705,249.84941,4986.744767594663,1.0,1.0,400.0,1.0,62581.18933455848,1.0,0.0024999997,100,4986.744767594663,500,4986.745,0.0025,500.0,4776.34,62581.18933455848,5.434597e-20
0.006274929,1,0.0014657795,4989.347504974555,498.964,195.87694,4989.347504974555,1.0059459,1.4385686,496.90209893133175,0.73453295,50067.031479886,1.0022421,0.002,100,4989.347504974555,500,4990.529,0.0028707008,497.04461203111555,4801.778,50067.031479886,2.4987541e-08
,2,0.01,4999.785434030684,500.0,0.24276921,4999.785434030684,1.0,1.0,100.0,1.0,0.05952940526952198,1.0,0.009999998,100,4999.785434030684,500,4999.785,0.01,500.0,4578.9746,0.05952940526952198,3.5044917e-18
,2,0.005,4999.747692183607,500.0,0.3612486,4999.747692183607,1.0,1.0,200.00000010221265,1.0,0.13115535552255225,1.0,0.0049999994,100,4999.747692183607,500,4999.748,0.005,500.0,4702.19,0.13115535552255225,2.179301e-19
,2,0.0033333334,4995.0434746502915,499.53333333333336,81.27658,4995.0434746502915,1.0,1.0,299.999969473632,1.0,6627.975722763711,1.0,0.0033333336,100,4995.0434746502915,500,4995.0435,0.0033333334,500.0,4752.0884,6627.975722763711,5.4391416e-20
,2,0.0025,4996.208097419455,499.65,70.416626,4996.208097419455,1.0,1.0,400.0,1.0,4970.92901084059,1.0,0.0024999997,100,4996.208097419455,500,4996.208,0.0025,500.0,4785.8027,4970.92901084059,5.434597e-20
0.004421583,1,0.0012187952,4996.912666872323,499.72,40.57069,4996.912666872323,1.0044615,1.0945824,497.7933698035877,0.60801476,3976.755487498457,0.99773085,0.0019999999,100,4996.912666872323,500,4997.918,0.0021941438,497.77914496903287,4809.3066,3976.755487498457,1.7766872e-08
,2,0.01,4999.7536204672015,500.0,0.2275854,4999.7536204672015,1.0,1.0,100.0,1.0,0.05231152133646781,1.0,0.009999998,100,4999.7536204672015,500,4999.754,0.01,500.0,4578.9434,0.05231152133646781,3.5044917e-18
,2,0.005,4999.740433405142,500.0,0.2772299,4999.740433405142,1.0,1.0,200.00000010221265,1.0,0.07724227684361366,1.0,0.0049999994,100,4999.740433405142,500,4999.74,0.005,500.0,4702.182,0.07724227684361366,2.179301e-19
,2,0.0033333334,4995.975303672272,499.62666666666667,65.27495,4995.975303672272,1.0,1.0,299.999969473632,1.0,4275.0697044225335,1.0,0.0033333336,100,4995.975303672272,500,4995.9756,0.0033333334,500.0,4753.0205,4275.0697044225335,5.4391416e-20
,2,0.0025,4996.91183876336,499.72,56.55318,4996.91183876336,1.0,1.0,400.0,1.0,3206.278206874279,1.0,0.0024999997,100,4996.91183876336,500,4996.911,0.0025,500.0,4786.506,3206.278206874279,5.434597e-20
0.004237846,1,0.0012734635,4997.470745722456,499.776,32.24007,4997.470745722456,1.0036286,1.0771329,497.89187484138586,0.6363672,2565.016919843126,0.9994275,0.0019999999,100,4997.470745722456,500,4998.2964,0.0021555,498.1922538263535,4809.763,2565.016919843126,1.6970809e-08
,2,0.01,4999.723271622435,500.0,0.2981745,4999.723271622435,1.0,1.0,100.0,1.0,0.089826821315036,1.0,0.009999998,100,4999.723271622435,500,4999.723,0.01,500.0,4578.9126,0.089826821315036,3.5044917e-18
,2,0.005,4999.745058097601,500.0,0.263969,4999.745058097601,1.0,1.0,200.00000010221265,1.0,0.07003855443164146,1.0,0.0049999994,100,4999.745058097601,500,4999.745,0.005,500.0,4702.187,0.07003855443164146,2.179301e-19
,2,0.0033333334,4991.3093887106825,499.16,145.91803,4991.3093887106825,1.0,1.0,299.999969473632,1.0,21363.284116136623,1.0,0.0033333336,100,4991.3093887106825,500,4991.3096,0.0033333334,500.0,4748.3545,21363.284116136623,5.4391416e-20
,2,0.0025,4993.426500079723,499.37,126.42198,4993.426500079723,1.0,1.0,400.0,1.0,16022.572630196268,1.0,0.0024999997,100,4993.426500079723,500,4993.4263,0.0025,500.0,4783.021,16022.572630196268,5.434597e-20
0.011595343,1,0.0007116366,4994.685033991236,499.496,40.29749,4994.685033991236,1.0115833,1.1322167,494.28831949531207,0.35607696,12818.002529744606,1.0007269,0.0019999999,100,4994.685033991236,500,4997.9517,0.0022627886,494.2746544334896,4808.673,12818.002529744606,4.6314018e-08
,2,0.01,4999.77182786255,500.0,0.2741117,4999.77182786255,1.0,1.0,100.0,1.0,0.07588920713330519,1.0,0.009999998,100,4999.77182786255,500,4999.7715,0.01,500.0,4578.961,0.07588920713330519,3.5044917e-18
,2,0.005,4999.7460825204735,500.0,0.2913957,4999.7460825204735,1.0,1.0,200.00000010221265,1.0,0.08533214310991118,1.0,0.0049999994,100,4999.7460825204735,500,4999.746,0.005,500.0,4702.188,0.08533214310991118,2.179301e-19
,2,0.0033333334,4992.64529129374,499.29333333333335,122.771515,4992.64529129374,1.0,1.0,299.999969473632,1.0,15123.253161637962,1.0,0.0033333336,100,4992.64529129374,500,4992.6455,0.0033333334,500.0,4749.6904,15123.253161637962,5.4391416e-20
,2,0.0025,4994.4200436772035,499.47,106.367744,4994.4200436772035,1.0,1.0,400.0,1.0,11342.452330177699,1.0,0.0024999997,100,4994.4200436772035,500,4994.42,0.0025,500.0,4784.0146,11342.452330177699,5.434597e-20
0.0091564255,1,0.00082830223,4995.484548544127,499.576,39.458805,4995.484548544127,1.0091515,1.1838561,495.52971524049985,0.4168257,9073.969841925511,1.006458,0.002,100,4995.484548544127,500,4997.9805,0.0023525197,495.46576548992033,4808.929,9073.969841925511,3.615719e-08
,2,0.01,4999.720817541301,500.0,0.26083335,4999.720817541301,1.0,1.0,100.0,1.0,0.06871285495052179,1.0,0.009999998,100,4999.720817541301,500,4999.721,0.01,500.0,4578.9106,0.06871285495052179,3.5044917e-18
,2,0.005,4999.72967343366,500.0,0.26600954,4999.72967343366,1.0,1.0,200.00000010221265,1.0,0.07111090588368245,1.0,0.0049999994,100,4999.72967343366,500,4999.7295,0.005,500.0,4702.1714,0.07111090588368245,2.179301e-19
,2,0.0033333334,4999.7372488155015,500.0,0.2810214,4999.7372488155015,1.0,1.0,299.999969473632,1.0,0.0792363000672884,1.0,0.0033333336,100,4999.7372488155015,500,4999.738,0.0033333334,500.0,4756.7827,0.0792363000672884,5.4391416e-20
,2,0.0025,4999.743218331965,500.0,0.27432722,4999.743218331965,1.0,1.0,400.0,1.0,0.07544630518859614,1.0,0.0024999997,100,4999.743218331965,500,4999.743,0.0025,500.0,4789.338,0.07544630518859614,5.434597e-20
4.9855914e-10,1,0.0019998583,4999.744262711376,500.0,0.27699006,4999.744262711376,1.0,1.0000843,500.00001839965205,0.99992895,0.07687891349638394,0.99999976,0.0019999999,100,4999.744262711376,500,4999.7456,0.0020001691,500.0,4811.553,0.07687891349638394,1.9945458e-15
,2,0.01,4999.744635035017,500.0,0.25084952,4999.744635035017,1.0,1.0,100.0,1.0,0.06355802880758094,1.0,0.009999998,100,4999.744635035017,500,4999.744,0.01,500.0,4578.9336,0.06355802880758094,3.5044917e-18
