renyi2,VarNormIw,VarRet,ESSRenyi,AvgRet,AvgDiscRet,VarDiscRet,MaxVanillaIw,AvgNormIw,J,IterType,delta,VarJ,VarVanillaIw,Bound,AvgEpLen,SamplesThisIter,ESSClassic,AvgVanillaIw,MinNormIw,MaxNormIw,BatchSize,MinVanillaIw,EpsThisIter,VanillaAvgRet
nan,2.71915e-09,1308831.53566,nan,3678.1074582,3678.1074582,1308831.53566,16.5782,4.40917e-05,771416.0,1,0.7,10052.6,2.15778,4246.81,396.825396825,50000,2.04315681549,1.24206,6.7167e-18,0.000588506,100,1.8921e-13,126,3678.1074582
nan,3.04907e-09,1511258.65729,nan,3623.0477224,3623.0477224,1511258.65729,15.786,4.34028e-05,770870.0,1,0.7,10346.8,2.4646,4243.53,390.625,50000,1.63042404603,1.23398,,0.000555244,100,,128,3623.0477224
nan,2.51607e-09,1483395.15733,nan,3679.37904858,3679.37904858,1483395.15733,16.0067,4.40917e-05,773063.0,1,0.7,10408.3,1.76112,4266.17,396.825396825,50000,1.78548085357,1.16651,3.9298e-25,0.00060502,100,1.03969e-20,126,3679.37904858
nan,3.45776e-09,2117113.09344,nan,3405.24231091,3405.24231091,2117113.09344,46.5416,4.08497e-05,756624.0,1,0.7,12863.0,3.45424,4245.22,367.647058824,50000,2.01295084774,1.29112,2.90466e-22,0.00147253,100,9.18067e-18,136,3405.24231091
nan,1.65632e-09,1352414.38293,nan,3930.76289007,3930.76289007,1352414.38293,9.28097,4.7081e-05,787260.0,1,0.7,9116.33,0.839589,4284.74,423.728813559,50000,1.92356795371,1.06,3.18177e-14,0.000412222,100,7.1636e-10,118,3930.76289007
nan,3.74704e-09,1764106.38051,nan,3407.34462821,3407.34462821,1764106.38051,27.3475,4.08497e-05,756981.0,1,0.7,12839.8,4.4316,4233.87,367.647058824,50000,1.69855002468,1.40483,2.6043e-32,0.000795209,100,8.95627e-28,136,3407.34462821
nan,2.21205e-09,1282158.45589,nan,3802.62522383,3802.62522383,1282158.45589,11.0416,4.55373e-05,779224.0,1,0.7,9390.9,1.35759,4265.76,409.836065574,50000,1.8293036365,1.12812,9.56838e-21,0.000445704,100,2.37042e-16,122,3802.62522383
nan,3.03276e-09,1274673.4075,nan,3678.99180044,3678.99180044,1274673.4075,18.9809,4.40917e-05,771192.0,1,0.7,9986.01,2.52289,4251.02,396.825396825,50000,2.47158803228,1.27171,1.36809e-27,0.000658094,100,3.94588e-23,126,3678.99180044
nan,2.08725e-09,1421786.67419,nan,3862.04396918,3862.04396918,1421786.67419,12.4256,4.62963e-05,788033.0,1,0.7,9078.72,1.10493,4277.67,416.666666667,50000,2.45166548863,1.06519,1.37209e-16,0.000540055,100,3.1569e-12,120,3862.04396918
nan,1.71732e-09,970235.569911,nan,4000.4652417,4000.4652417,970235.569911,8.02687,4.78927e-05,793068.0,1,0.7,7770.72,0.862156,4277.8,431.034482759,50000,1.75651077207,1.07309,4.25651e-12,0.000358244,100,9.53719e-08,116,4000.4652417
nan,2.28376e-09,1738058.88607,nan,3740.02760363,3740.02760363,1738058.88607,19.2674,4.48029e-05,781201.0,1,0.7,10120.9,1.31375,4269.29,403.225806452,50000,2.95387851586,1.07457,2.27244e-19,0.000803326,100,5.45032e-15,124,3740.02760363
nan,3.46887e-09,1574560.29829,nan,3510.29094237,3510.29094237,1574560.29829,17.6724,4.20875e-05,763261.0,1,0.7,11317.0,3.50287,4234.69,378.787878788,50000,2.11653988137,1.33743,3.96515e-27,0.00055613,100,1.26002e-22,132,3510.29094237
nan,2.92695e-09,1460188.67072,nan,3677.22368533,3677.22368533,1460188.67072,12.5139,4.40917e-05,769122.0,1,0.7,10429.9,2.47088,4242.62,396.825396825,50000,2.40979196063,1.28108,1.32794e-21,0.0004307,100,3.85831e-17,126,3677.22368533
nan,4.51423e-09,1584569.24557,nan,3410.37958142,3410.37958142,1584569.24557,46.9977,4.08497e-05,747564.0,1,0.7,12499.7,6.32162,4214.71,367.647058824,50000,2.41392395758,1.52866,,0.0012559,100,,136,3410.37958142
nan,2.28466e-09,1215053.32486,nan,3860.03786785,3860.03786785,1215053.32486,13.5149,4.62963e-05,782962.0,1,0.7,8958.96,1.37884,4261.65,416.666666667,50000,2.16694834399,1.13735,6.97844e-23,0.00055013,100,1.71437e-18,120,3860.03786785
nan,1.83756e-09,1626461.09862,nan,3803.87302233,3803.87302233,1626461.09862,11.5682,4.55373e-05,779683.0,1,0.7,10278.4,0.949737,4282.45,409.836065574,50000,1.56869569602,1.03526,8.17036e-21,0.000508843,100,1.85747e-16,122,3803.87302233
nan,2.34461e-09,1364327.97393,nan,3800.95353568,3800.95353568,1364327.97393,13.0705,4.55373e-05,779497.0,1,0.7,9639.91,1.51436,4267.89,409.836065574,50000,2.06340612922,1.1573,5.08837e-18,0.000514297,100,1.29317e-13,122,3800.95353568
nan,4.17146e-09,1680698.8138,nan,3403.64912822,3403.64912822,1680698.8138,29.0904,4.08497e-05,749852.0,1,0.7,12467.4,5.65017,4213.77,367.647058824,50000,2.06920516579,1.5034,5.24403e-30,0.000790428,100,1.92998e-25,136,3403.64912822
nan,2.92933e-09,1044461.95067,nan,3801.76431128,3801.76431128,1044461.95067,12.8692,4.55373e-05,783062.0,1,0.7,8830.61,2.14975,4253.59,409.836065574,50000,1.99734266615,1.23361,3.93051e-25,0.000475055,100,1.06478e-20,122,3801.76431128
nan,3.72922e-09,1258110.97782,nan,3681.86282852,3681.86282852,1258110.97782,23.6002,4.40917e-05,770533.0,1,0.7,9863.38,3.52815,4222.64,396.825396825,50000,2.7459703493,1.35619,9.97875e-28,0.000767275,100,3.06931e-23,126,3681.86282852
nan,2.12503e-09,1450030.75594,nan,3802.56566833,3802.56566833,1450030.75594,10.9355,4.55373e-05,779671.0,1,0.7,9733.53,1.26199,4269.5,409.836065574,50000,2.00506412493,1.10972,1.77333e-19,0.000448738,100,4.32151e-15,122,3802.56566833
nan,3.22393e-09,1669822.45211,nan,3513.31788601,3513.31788601,1669822.45211,21.1751,4.20875e-05,758530.0,1,0.7,11859.1,3.24162,4242.15,378.787878788,50000,2.29749831669,1.33457,2.11663e-19,0.000667787,100,6.71169e-15,132,3513.31788601
nan,3.69401e-09,1681751.05321,nan,3460.59764537,3460.59764537,1681751.05321,26.4249,4.14594e-05,756081.0,1,0.7,12169.1,4.42389,4245.89,373.134328358,50000,2.59969106776,1.43475,9.3268e-21,0.00076359,100,3.22764e-16,134,3460.59764537
nan,2.87955e-09,1540598.56527,nan,3622.08456028,3622.08456028,1540598.56527,14.8783,4.34028e-05,769910.0,1,0.7,10844.2,2.32905,4257.82,390.625,50000,2.90526460494,1.23437,9.94409e-33,0.000523152,100,2.82808e-28,128,3622.08456028
nan,2.73172e-09,1568004.89382,nan,3623.75552429,3623.75552429,1568004.89382,12.8698,4.34028e-05,764440.0,1,0.7,10967.2,2.19475,4249.56,390.625,50000,2.35725979963,1.23025,2.88217e-14,0.000454044,100,8.16948e-10,128,3623.75552429
nan,2.45818e-09,1479154.52411,nan,3738.77115878,3738.77115878,1479154.52411,12.5834,4.48029e-05,778251.0,1,0.7,9783.61,1.63439,4254.71,403.225806452,50000,2.04810596915,1.15525,1.81379e-23,0.000488008,100,4.6769e-19,124,3738.77115878
nan,2.30395e-09,1507464.23688,nan,3741.41736943,3741.41736943,1507464.23688,15.7308,4.48029e-05,778571.0,1,0.7,10230.8,1.35829,4280.02,403.225806452,50000,1.93919433051,1.08784,,0.000647876,100,,124,3741.41736943
nan,1.50882e-09,1299968.48488,nan,4001.66580122,4001.66580122,1299968.48488,7.39312,4.78927e-05,794862.0,1,0.7,8507.16,0.681649,4295.85,431.034482759,50000,1.97737877048,1.01796,2.53597e-13,0.000347829,100,5.39021e-09,116,4001.66580122
nan,2.86627e-09,1235154.47035,nan,3736.26001734,3736.26001734,1235154.47035,27.5533,4.48029e-05,773490.0,1,0.7,9849.13,2.0812,4249.45,403.225806452,50000,2.11679704387,1.20727,,0.00102253,100,,124,3736.26001734
nan,2.05265e-09,1511353.55602,nan,3802.53619492,3802.53619492,1511353.55602,11.4158,4.55373e-05,783924.0,1,0.7,9663.97,1.14476,4277.76,409.836065574,50000,1.76563447766,1.07539,4.28675e-23,0.000483401,100,1.01234e-18,122,3802.53619492
