ESSRenyi,BatchSize,Bound,AvgEpLen,VarJ,MaxNormIw,ESSClassic,VarDiscRet,eRenyi2,AvgVanillaIw,VarVanillaIw,MinVanillaIw,IterType,VarRet,EpsThisIter,VarNormIw,AvgDiscRet,Delta,MaxVanillaIw,AvgRet,MinNormIw,VanillaAvgRet,AvgNormIw,J
99.1953320556,100,-115.488,16.42,3.15194,0.0126418,99.385793429,10.7743685834,1.00811,0.998602,0.0062252,0.823256,1,10.7743685834,100,6.24263e-07,-107.200732284,0.7,1.26241,-107.200732284,0.00824409,-107.200732284,0.01,-107.143
98.6751921751,100,-114.637,16.98,2.52279,0.0134092,98.2839254802,6.77543016322,1.01343,0.999327,0.0176131,0.687166,1,6.77543016322,100,1.76368e-06,-107.200578797,0.7,1.34002,-107.200578797,0.00687629,-107.200578797,0.01,-107.099
97.9970930104,100,-114.81,17.06,2.41678,0.013259,98.2396032252,6.32385993597,1.02044,0.997325,0.0180035,0.482994,1,6.32385993597,100,1.81002e-06,-107.453825962,0.7,1.32235,-107.453825962,0.0048429,-107.453825962,0.01,-107.297
98.3816061779,100,-114.607,16.85,2.40136,0.0141045,98.2296648594,6.41103470026,1.01645,1.00085,0.0182356,0.657439,1,6.41103470026,100,1.82047e-06,-106.973661204,0.7,1.41165,-106.973661204,0.00656882,-106.973661204,0.01,-106.851
98.2032266108,100,-114.489,16.17,2.38056,0.0130488,97.8007398686,6.07536777058,1.0183,0.984901,0.022034,0.623703,1,6.07536777058,100,2.27147e-06,-107.080179111,0.7,1.28518,-107.080179111,0.00633265,-107.080179111,0.01,-106.944
99.1509192662,100,-114.456,16.16,2.45877,0.0117671,99.2601237708,6.63414397909,1.00856,1.02077,0.00784537,0.779633,1,6.63414397909,100,7.52935e-07,-106.909265941,0.7,1.20115,-106.909265941,0.00763769,-106.909265941,0.01,-106.842
98.2211182579,100,-114.598,17.89,2.39857,0.0135218,97.9578985556,6.47826619909,1.01811,0.987651,0.0205406,0.492513,1,6.47826619909,100,2.10574e-06,-107.074583243,0.7,1.33548,-107.074583243,0.00498671,-107.074583243,0.01,-106.935
97.1551854733,100,-114.949,16.29,2.44101,0.0125589,96.1244470848,6.77508713117,1.02928,0.984954,0.0395091,0.321025,1,6.77508713117,100,4.07254e-06,-107.536717595,0.7,1.23699,-107.536717595,0.00325929,-107.536717595,0.01,-107.311
98.0850595875,100,-114.483,16.56,5.08299,0.0137143,98.6581026461,17.8660751756,1.01952,1.00184,0.0137899,0.715778,1,17.8660751756,100,1.37391e-06,-106.826222074,0.7,1.37396,-106.826222074,0.00714461,-106.826222074,0.01,-106.684
98.3101098197,100,-114.823,18.73,2.9855,0.019915,97.1973310249,9.13598777023,1.01719,1.00911,0.0296596,0.579227,1,9.13598777023,100,2.91265e-06,-107.340819909,0.7,2.00964,-107.340819909,0.00573997,-107.340819909,0.01,-107.22
99.4845395058,100,-114.578,17.5,2.32892,0.0113235,99.4974258791,5.77695281965,1.00518,0.991936,0.0050205,0.768349,1,5.77695281965,100,5.10246e-07,-106.968569179,0.7,1.12322,-106.968569179,0.00774595,-106.968569179,0.01,-106.931
99.1452942965,100,-114.951,16.09,2.26104,0.0119201,99.1140738165,5.2641510431,1.00862,1.00069,0.00904134,0.733098,1,5.2641510431,100,9.02896e-07,-107.554837243,0.7,1.19283,-107.554837243,0.00732596,-107.554837243,0.01,-107.49
96.2481102867,100,-113.391,17.14,4.1774,0.018353,95.3639110541,8.0374788154,1.03898,0.988778,0.04801,0.27126,1,8.0374788154,100,4.91059e-06,-106.113195083,0.7,1.81471,-106.113195083,0.00274339,-106.113195083,0.01,-105.861
98.3031283277,100,-114.133,18.23,3.11461,0.012901,98.2520196647,9.49716022813,1.01726,1.00009,0.0179735,0.534119,1,9.49716022813,100,1.79704e-06,-106.758274195,0.7,1.29021,-106.758274195,0.00534072,-106.758274195,0.01,-106.637
99.6622327237,100,-114.48,16.55,2.5137,0.0112142,99.7422736588,6.59035604371,1.00339,1.00746,0.00264888,0.750934,1,6.59035604371,100,2.60981e-07,-106.915654293,0.7,1.12978,-106.915654293,0.00745377,-106.915654293,0.01,-106.89
98.9984626139,100,-114.625,16.6,2.33238,0.0123062,98.8462203761,5.86490049153,1.01012,0.991812,0.0115979,0.618331,1,5.86490049153,100,1.17901e-06,-107.203480611,0.7,1.22055,-107.203480611,0.00623436,-107.203480611,0.01,-107.126
98.7046831789,100,-114.731,18.94,2.2928,0.0113812,98.792299558,6.1392749289,1.01312,1.00259,0.0124122,0.666667,1,6.1392749289,100,1.23481e-06,-107.118957072,0.7,1.14107,-107.118957072,0.00664944,-107.118957072,0.01,-107.01
97.9822469691,100,-114.662,17.71,2.3963,0.0139914,97.9191778509,6.37911072769,1.02059,0.993431,0.0211839,0.525676,1,6.37911072769,100,2.1465e-06,-107.199997858,0.7,1.38995,-107.199997858,0.00529152,-107.199997858,0.01,-107.05
98.8111249399,100,-113.746,16.88,2.35144,0.0155011,98.9085098301,4.83481344234,1.01203,1.00487,0.0112558,0.871757,1,4.83481344234,100,1.1147e-06,-106.401538033,0.7,1.55766,-106.401538033,0.00867533,-106.401538033,0.01,-106.311
99.1763216078,100,-114.05,17.61,2.27699,0.011363,99.0202848602,5.44467921695,1.00831,1.00517,0.0100975,0.661555,1,5.44467921695,100,9.99375e-07,-106.746191249,0.7,1.14218,-106.746191249,0.00658149,-106.746191249,0.01,-106.693
99.351726046,100,-114.598,17.52,2.37546,0.0114767,99.2031578185,5.91384226994,1.00653,0.998653,0.0080919,0.669151,1,5.91384226994,100,8.11375e-07,-107.08350811,0.7,1.14613,-107.08350811,0.00670053,-107.08350811,0.01,-107.035
99.7572250665,100,-113.481,16.34,2.22703,0.0115257,99.7469878855,4.60173741218,1.00243,1.00495,0.00258751,0.790046,1,4.60173741218,100,2.56206e-07,-106.246261876,0.7,1.15828,-106.246261876,0.00786151,-106.246261876,0.01,-106.229
96.0821857777,100,-113.718,17.93,4.96516,0.0182373,94.6951201346,13.1054155192,1.04078,0.966646,0.0528747,0.383317,1,13.1054155192,100,5.65865e-06,-106.345687353,0.7,1.7629,-106.345687353,0.00396543,-106.345687353,0.01,-106.063
98.4004401189,100,-113.837,17.9,3.85112,0.0160982,98.3465153311,10.8262048755,1.01626,1.0163,0.0175406,0.718744,1,10.8262048755,100,1.69826e-06,-106.469271652,0.7,1.63606,-106.469271652,0.00707219,-106.469271652,0.01,-106.358
99.9998092655,100,-111.477,17.02,9.03991e-05,0.999998,1.00000375394,4.71210159777,1.0,7.15396,5117.9,,1,4.71210159777,100,0.00999997,-106.706929506,0.7,715.395,-106.706929506,,-106.706929506,0.01,-104.063
98.0920216086,100,-114.649,19.34,2.66528,0.0148124,98.0418626045,7.78821309579,1.01945,1.01132,0.0206336,0.707043,1,7.78821309579,100,2.01743e-06,-107.041250373,0.7,1.498,-107.041250373,0.00699129,-107.041250373,0.01,-106.888
99.6756616996,100,-114.058,20.25,2.05602,0.010935,99.7086272093,4.31434570675,1.00325,0.999465,0.00294851,0.840355,1,4.31434570675,100,2.95166e-07,-106.686285769,0.7,1.09291,-106.686285769,0.00840804,-106.686285769,0.01,-106.663
98.5604380898,100,-114.286,21.1,2.29591,0.0147236,98.4841653595,5.42075894294,1.01461,1.00667,0.0157553,0.727202,1,5.42075894294,100,1.55471e-06,-106.94582038,0.7,1.48219,-106.94582038,0.00722381,-106.94582038,0.01,-106.838
99.417216515,100,-114.977,24.0,2.99705,0.0125654,99.338115192,9.06441853175,1.00586,1.00421,0.00678692,0.771891,1,9.06441853175,100,6.73008e-07,-107.142807053,0.7,1.26184,-107.142807053,0.00768652,-107.142807053,0.01,-107.098
95.4493377459,100,-113.591,25.9,4.52738,0.0199545,93.9896470833,15.3969670914,1.04768,0.999393,0.0645144,0.473606,1,15.3969670914,100,6.45928e-06,-106.264266874,0.7,1.99424,-106.264266874,0.00473894,-106.264266874,0.01,-105.928
91.552283719,100,-113.679,27.29,5.93667,0.0341857,85.9712820874,17.3088418063,1.09227,1.0238,0.172767,0.323259,1,17.3088418063,100,1.64828e-05,-106.270382851,0.7,3.49994,-106.270382851,0.00315743,-106.270382851,0.01,-105.638
98.4954582419,100,-114.405,23.96,2.63076,0.011825,98.3576499067,7.75588378777,1.01528,1.00447,0.0170175,0.608246,1,7.75588378777,100,1.68662e-06,-106.907994123,0.7,1.18779,-106.907994123,0.00605537,-106.907994123,0.01,-106.791
97.5862304036,100,-114.012,20.31,4.39707,0.0122532,98.0946366121,15.2264114976,1.02473,1.00545,0.0198342,0.562303,1,15.2264114976,100,1.96197e-06,-106.547639529,0.7,1.232,-106.547639529,0.00559255,-106.547639529,0.01,-106.387
99.1322187085,100,-114.296,22.42,3.02254,0.0156569,98.7247743551,8.16579952483,1.00875,0.999223,0.0130273,0.837865,1,8.16579952483,100,1.30476e-06,-106.849647137,0.7,1.56447,-106.849647137,0.00838517,-106.849647137,0.01,-106.787
97.9835059036,100,-114.132,21.66,3.61234,0.0127446,98.0231914456,12.3805802606,1.02058,0.986603,0.0198286,0.487602,1,12.3805802606,100,2.03708e-06,-106.73792874,0.7,1.25738,-106.73792874,0.00494224,-106.73792874,0.01,-106.584
100.0,100,-111.977,24.13,,1.0,inf,7.29576515335,1.0,2.62812e-27,,,1,7.29576515335,100,0.01,-106.845062203,0.7,2.62812e-25,-106.845062203,,-106.845062203,0.01,-104.442
186028513443.0,200,nan,24.13,nan,nan,nan,347.044803101,1.0751e-09,inf,nan,3.805e+24,,7.29576515335,100,nan,-115.089009452,0.7,inf,-106.845062203,nan,-106.845062203,nan,nan
199.999666215,200,-109.651,31.33,12.0374,0.364326,4.14448869938,6.68274775383,1.0,2.22803,235.768,1.60407e-09,1,6.68274775383,100,0.00118736,-106.727159256,0.7,162.346,-106.727159256,3.59975e-12,-106.727159256,0.005,-104.323
200.0,200,-115.779,21.5,3.71378,0.01,100.0,13.9314646109,1.0,1.0,,1.0,2,13.9314646109,100,3.50449e-18,-107.339305879,0.7,1.0,-107.339305879,0.01,-107.339305879,0.01,-107.339
185.681102319,200,-113.269,23.0,3.45536,0.00728671,183.100019055,22.7524174655,1.07712,0.96928,0.087151,0.172765,1,22.7524174655,100,2.31907e-06,-107.151928113,0.7,1.41257,-107.151928113,0.000891203,-107.151928113,0.005,-106.709
200.0,200,-113.992,22.75,3.11513,0.01,100.0,9.80207324166,1.0,1.0,,1.0,2,9.80207324166,100,3.50449e-18,-106.559547844,0.7,1.0,-106.559547844,0.01,-106.559547844,0.01,-106.56
197.922296827,200,-111.994,20.82,3.46603,0.00624597,197.930432082,13.9874305544,1.0105,1.00187,0.0105479,0.584402,1,13.9874305544,100,2.62713e-07,-106.968741816,0.7,1.25153,-106.968741816,0.00291656,-106.968741816,0.005,-106.711
200.0,200,-114.024,22.06,2.40494,0.01,100.0,5.84215630122,1.0,1.0,,1.0,2,5.84215630122,100,3.50449e-18,-106.566517247,0.7,1.0,-106.566517247,0.01,-106.566517247,0.01,-106.567
194.910957498,200,-111.622,24.64,3.85867,0.00707324,194.414523545,22.0321968573,1.02611,1.00617,0.0292319,0.437427,1,22.0321968573,100,7.21857e-07,-106.144751719,0.7,1.42338,-106.144751719,0.00217371,-106.144751719,0.005,-106.216
200.0,200,-115.625,23.85,5.18141,0.01,100.0,27.1181725968,1.0,1.0,,1.0,2,27.1181725968,100,3.50449e-18,-106.578143553,0.7,1.0,-106.578143553,0.01,-106.578143553,0.01,-106.578
192.215074637,200,-112.569,23.42,4.09146,0.00775112,191.497817414,8.35773476691,1.0405,0.992607,0.043964,0.414454,1,8.35773476691,100,1.11553e-06,-106.02429223,0.7,1.53876,-106.02429223,0.0020877,-106.02429223,0.005,-106.044
200.0,200,-114.369,21.3,2.69336,0.01,100.0,7.32743436624,1.0,1.0,,1.0,2,7.32743436624,100,3.50449e-18,-106.91881078,0.7,1.0,-106.91881078,0.01,-106.91881078,0.01,-106.919
196.099107496,200,-112.209,25.95,2.93848,0.00607009,195.667634092,10.2529019751,1.01989,0.991787,0.0218888,0.383471,1,10.2529019751,100,5.5632e-07,-106.680941236,0.7,1.20405,-106.680941236,0.00193323,-106.680941236,0.005,-106.694
200.0,200,-114.625,20.37,2.77332,0.01,100.0,7.76901813353,1.0,1.0,,1.0,2,7.76901813353,100,3.50449e-18,-107.092643039,0.7,1.0,-107.092643039,0.01,-107.092643039,0.01,-107.093
197.40325753,200,-112.231,24.83,2.79625,0.00642644,197.463395554,8.08551870362,1.01315,1.00058,0.0129254,0.594154,1,8.08551870362,100,3.22764e-07,-106.786370444,0.7,1.28603,-106.786370444,0.00296906,-106.786370444,0.005,-106.87
200.0,200,-114.46,22.72,3.72088,0.01,100.0,13.9847818218,1.0,1.0,,1.0,2,13.9847818218,100,3.50449e-18,-106.903767884,0.7,1.0,-106.903767884,0.01,-106.903767884,0.01,-106.904
190.530342563,200,-111.955,21.74,4.10385,0.00780688,189.126834071,14.1527496648,1.0497,0.997028,0.0574372,0.283691,1,14.1527496648,100,1.4445e-06,-106.608597349,0.7,1.55674,-106.608597349,0.00142268,-106.608597349,0.005,-106.48
200.0,200,-113.473,26.77,6.10798,0.01,100.0,37.6842605678,1.0,1.0,,1.0,2,37.6842605678,100,3.50449e-18,-106.03644796,0.7,1.0,-106.03644796,0.01,-106.03644796,0.01,-106.036
195.487839408,200,-111.718,20.34,5.46076,0.00624145,195.617943987,6.50723331125,1.02308,1.00768,0.0228603,0.415713,1,6.50723331125,100,5.62834e-07,-106.82365709,0.7,1.25787,-106.82365709,0.00206273,-106.82365709,0.005,-106.314
200.0,200,-114.043,23.93,3.09818,0.01,100.0,9.69566135173,1.0,1.0,,1.0,2,9.69566135173,100,3.50449e-18,-106.606264763,0.7,1.0,-106.606264763,0.01,-106.606264763,0.01,-106.606
195.665602612,200,-111.65,26.06,4.3285,0.00673498,196.021846337,23.0949204679,1.02215,1.00389,0.0205555,0.516695,1,23.0949204679,100,5.09914e-07,-106.253374114,0.7,1.35223,-106.253374114,0.00257347,-106.253374114,0.005,-106.322
200.0,200,-113.541,25.39,3.69244,0.01,100.0,13.7718007795,1.0,1.0,,1.0,2,13.7718007795,100,3.50449e-18,-106.022614488,0.7,1.0,-106.022614488,0.01,-106.022614488,0.01,-106.023
198.448720408,200,-111.833,24.38,3.55434,0.00679277,198.704861506,10.0094345214,1.00782,0.995649,0.00649375,0.780669,1,10.0094345214,100,1.63766e-07,-107.049928347,0.7,1.35264,-107.049928347,0.0039204,-107.049928347,0.005,-106.496
200.0,200,-114.036,29.99,3.41748,0.01,100.0,11.7971228207,1.0,1.0,,1.0,2,11.7971228207,100,3.50449e-18,-106.435372232,0.7,1.0,-106.435372232,0.01,-106.435372232,0.01,-106.435
198.686862191,200,-111.773,25.36,3.31593,0.00698456,198.661240857,9.69186504113,1.00661,0.998535,0.00675312,0.741684,1,9.69186504113,100,1.69324e-07,-106.397894158,0.7,1.39486,-106.397894158,0.00371386,-106.397894158,0.005,-106.381
200.0,200,-114.433,27.27,3.93325,0.01,100.0,15.6267158126,1.0,1.0,,1.0,2,15.6267158126,100,3.50449e-18,-106.746792573,0.7,1.0,-106.746792573,0.01,-106.746792573,0.01,-106.747
195.543206135,200,-112.049,20.72,3.55679,0.00779896,195.56438237,5.70915192513,1.02279,0.998564,0.0227299,0.694407,1,5.70915192513,100,5.69884e-07,-106.605295964,0.7,1.55755,-106.605295964,0.00347703,-106.605295964,0.005,-106.552
200.0,200,-113.489,22.94,3.57862,0.01,100.0,12.9358630591,1.0,1.0,,1.0,2,12.9358630591,100,3.50449e-18,-106.021332045,0.7,1.0,-106.021332045,0.01,-106.021332045,0.01,-106.021
198.462664611,200,-111.493,22.86,3.10169,0.00580894,198.317165541,4.93189336899,1.00775,0.990247,0.00836273,0.690753,1,4.93189336899,100,2.13207e-07,-106.439747329,0.7,1.15046,-106.439747329,0.00348778,-106.439747329,0.005,-106.192
200.0,200,-113.927,23.79,2.30967,0.01,100.0,5.38844376588,1.0,1.0,,1.0,2,5.38844376588,100,3.50449e-18,-106.582434164,0.7,1.0,-106.582434164,0.01,-106.582434164,0.01,-106.582
197.860954494,200,-112.24,22.63,2.51542,0.00718838,197.319134825,7.0923457937,1.01081,0.988241,0.0133354,0.619001,1,7.0923457937,100,3.41366e-07,-107.176827124,0.7,1.42077,-107.176827124,0.00313183,-107.176827124,0.005,-106.82
200.0,200,-113.697,25.22,3.26358,0.01,100.0,10.7585566411,1.0,1.0,,1.0,2,10.7585566411,100,3.50449e-18,-106.160721675,0.7,1.0,-106.160721675,0.01,-106.160721675,0.01,-106.161
192.397169985,200,-111.522,21.05,3.49503,0.00850043,191.030002321,8.35775149817,1.03952,0.956212,0.0431493,0.491989,1,8.35775149817,100,1.17979e-06,-106.388444371,0.7,1.62564,-106.388444371,0.0025726,-106.388444371,0.005,-106.089
200.0,200,-113.606,22.0,3.36583,0.01,100.0,11.4432133193,1.0,1.0,,1.0,2,11.4432133193,100,3.50449e-18,-106.204402295,0.7,1.0,-106.204402295,0.01,-106.204402295,0.01,-106.204
195.401024663,200,-111.874,21.66,3.00746,0.00717772,194.82526057,7.29394523357,1.02354,0.994145,0.0263822,0.395629,1,7.29394523357,100,6.67347e-07,-106.970787391,0.7,1.42714,-106.970787391,0.00198979,-106.970787391,0.005,-106.471
200.0,200,-114.066,24.66,4.16906,0.01,100.0,17.5565934417,1.0,1.0,,1.0,2,17.5565934417,100,3.50449e-18,-106.318810627,0.7,1.0,-106.318810627,0.01,-106.318810627,0.01,-106.319
183.629725282,200,-111.843,22.05,4.76572,0.0105686,180.973979694,15.4994606334,1.08915,0.928343,0.0910593,0.0965268,1,15.4994606334,100,2.64148e-06,-106.68405338,0.7,1.96226,-106.68405338,0.000519888,-106.68405338,0.005,-106.085
200.0,200,-113.601,24.4,3.13553,0.01,100.0,9.93084864429,1.0,1.0,,1.0,2,9.93084864429,100,3.50449e-18,-106.029556757,0.7,1.0,-106.029556757,0.01,-106.029556757,0.01,-106.03
198.641342442,200,-111.424,31.08,3.69239,0.00614391,198.843982927,16.9386822889,1.00684,1.02023,0.0060815,0.727558,1,16.9386822889,100,1.46068e-07,-106.147553994,0.7,1.25364,-106.147553994,0.00356566,-106.147553994,0.005,-106.053
200.0,200,-113.71,25.26,2.65996,0.01,100.0,7.14685102737,1.0,1.0,,1.0,2,7.14685102737,100,3.50449e-18,-106.280112669,0.7,1.0,-106.280112669,0.01,-106.280112669,0.01,-106.28
194.460187232,200,-111.524,25.29,3.76014,0.00695562,194.140518587,18.0295970128,1.02849,0.984723,0.0294136,0.445703,1,18.0295970128,100,7.58333e-07,-106.228872815,0.7,1.36987,-106.228872815,0.00226309,-106.228872815,0.005,-106.137
200.0,200,-113.972,24.49,2.90215,0.01,100.0,8.50753644552,1.0,1.0,,1.0,2,8.50753644552,100,3.50449e-18,-106.494796338,0.7,1.0,-106.494796338,0.01,-106.494796338,0.01,-106.495
199.612725127,200,-111.873,30.14,3.70327,0.00561438,199.676794442,18.8218676729,1.00194,0.998815,0.00162288,0.898424,1,18.8218676729,100,4.06682e-08,-106.299814401,0.7,1.12154,-106.299814401,0.00449745,-106.299814401,0.005,-106.387
200.0,200,-114.049,24.13,2.91042,0.01,100.0,8.55610865697,1.0,1.0,,1.0,2,8.55610865697,100,3.50449e-18,-106.516207158,0.7,1.0,-106.516207158,0.01,-106.516207158,0.01,-106.516
190.769239166,200,-111.728,30.12,3.66978,0.0161588,184.51037107,11.8753290913,1.04839,1.02395,0.0884617,0.469661,1,11.8753290913,100,2.10931e-06,-106.516172929,0.7,3.30915,-106.516172929,0.00229338,-106.516172929,0.005,-106.274
200.0,200,-112.986,24.67,11.1857,0.01,100.0,126.384103341,1.0,1.0,,1.0,2,126.384103341,100,3.50449e-18,-105.481400539,0.7,1.0,-105.481400539,0.01,-105.481400539,0.01,-105.481
171.545579494,200,-110.904,25.6,14.9997,0.0128634,170.455899642,8.37804009377,1.16587,0.994879,0.172415,0.121874,1,8.37804009377,100,4.35488e-06,-106.158807254,0.7,2.5595,-106.158807254,0.000612505,-106.158807254,0.005,-105.175
200.0,200,-113.239,28.68,4.84683,0.01,100.0,23.7290441061,1.0,1.0,,1.0,2,23.7290441061,100,3.50449e-18,-105.828495768,0.7,1.0,-105.828495768,0.01,-105.828495768,0.01,-105.828
136.657412659,200,-110.873,28.06,20.0593,0.0448022,129.379695422,13.0695081893,1.46351,0.959291,0.504825,0.0324608,1,13.0695081893,100,1.37145e-05,-106.226414463,0.7,8.59568,-106.226414463,0.000169191,-106.226414463,0.005,-104.523
200.0,200,-113.956,26.01,2.60464,0.01,100.0,6.85267723882,1.0,1.0,,1.0,2,6.85267723882,100,3.50449e-18,-106.409195216,0.7,1.0,-106.409195216,0.01,-106.409195216,0.01,-106.409
191.555214906,200,-111.375,28.76,4.50687,0.00949897,190.179271041,22.885019694,1.04409,0.995014,0.0513825,0.445431,1,22.885019694,100,1.29747e-06,-105.85340059,0.7,1.89032,-105.85340059,0.00223831,-105.85340059,0.005,-105.91
200.0,200,-113.716,24.47,2.52255,0.01,100.0,6.42751861064,1.0,1.0,,1.0,2,6.42751861064,100,3.50449e-18,-106.108427378,0.7,1.0,-106.108427378,0.01,-106.108427378,0.01,-106.108
198.093944463,200,-111.643,22.35,2.62561,0.00609771,198.30528663,7.74347039181,1.00962,1.00742,0.00871747,0.672216,1,7.74347039181,100,2.14737e-07,-106.464031489,0.7,1.2286,-106.464031489,0.00333631,-106.464031489,0.005,-106.237
200.0,200,-113.89,25.23,2.4564,0.01,100.0,6.09484782409,1.0,1.0,,1.0,2,6.09484782409,100,3.50449e-18,-106.444973321,0.7,1.0,-106.444973321,0.01,-106.444973321,0.01,-106.445
196.409879207,200,-111.569,24.92,2.44555,0.00956301,195.421597568,5.62275539715,1.01828,0.989479,0.0230536,0.615054,1,5.62275539715,100,5.88662e-07,-106.252563224,0.7,1.89248,-106.252563224,0.00310797,-106.252563224,0.005,-106.256
200.0,200,-113.849,23.48,2.56076,0.01,100.0,6.62375337635,1.0,1.0,,1.0,2,6.62375337635,100,3.50449e-18,-106.388566439,0.7,1.0,-106.388566439,0.01,-106.388566439,0.01,-106.389
194.607458136,200,-111.478,27.04,3.45271,0.00833497,194.735815894,11.1254797438,1.02771,0.99354,0.0268182,0.555595,1,11.1254797438,100,6.79201e-07,-106.144613922,0.7,1.65623,-106.144613922,0.00279604,-106.144613922,0.005,-106.129
200.0,200,-112.989,26.85,5.53639,0.01,100.0,30.9612593443,1.0,1.0,,1.0,2,30.9612593443,100,3.50449e-18,-105.535709857,0.7,1.0,-105.535709857,0.01,-105.535709857,0.01,-105.536
154.539000814,200,-110.67,26.24,14.8641,0.0268052,155.925025359,21.6506012112,1.29417,1.07904,0.330771,0.25406,1,21.6506012112,100,7.1022e-06,-106.172785314,0.7,5.78478,-106.172785314,0.00117725,-106.172785314,0.005,-104.674
200.0,200,-113.262,30.17,4.21843,0.01,100.0,17.9749251681,1.0,1.0,,1.0,2,17.9749251681,100,3.50449e-18,-105.836819364,0.7,1.0,-105.836819364,0.01,-105.836819364,0.01,-105.837
195.339711143,200,-111.176,26.9,5.39126,0.00784405,195.048687459,31.3815876188,1.02386,1.00673,0.0258566,0.713832,1,31.3815876188,100,6.37807e-07,-106.055163355,0.7,1.57936,-106.055163355,0.00354532,-106.055163355,0.005,-105.831
200.0,200,-113.9,26.98,4.73377,0.01,100.0,22.6349552153,1.0,1.0,,1.0,2,22.6349552153,100,3.50449e-18,-106.388038718,0.7,1.0,-106.388038718,0.01,-106.388038718,0.01,-106.388
198.988359384,200,-111.568,27.42,4.01108,0.00601967,198.994484319,8.13775059152,1.00508,0.998233,0.00506059,0.706564,1,8.13775059152,100,1.26963e-07,-106.152246106,0.7,1.20181,-106.152246106,0.00353908,-106.152246106,0.005,-106.242
200.0,200,-113.621,27.26,4.2163,0.01,100.0,17.956751856,1.0,1.0,,1.0,2,17.956751856,100,3.50449e-18,-106.017128244,0.7,1.0,-106.017128244,0.01,-106.017128244,0.01,-106.017
188.123153427,200,-111.246,27.0,5.25542,0.0117589,186.690288369,22.0057764593,1.06313,1.00634,0.0725622,0.465902,1,22.0057764593,100,1.79126e-06,-106.079007692,0.7,2.3667,-106.079007692,0.00231483,-106.079007692,0.005,-105.702
200.0,200,-113.621,28.79,3.10963,0.01,100.0,9.76749383671,1.0,1.0,,1.0,2,9.76749383671,100,3.50449e-18,-106.168444679,0.7,1.0,-106.168444679,0.01,-106.168444679,0.01,-106.168
199.499195331,200,-111.667,21.59,2.82917,0.00541085,199.608308652,6.152020299,1.00251,1.00102,0.00197658,0.791919,1,6.152020299,100,4.9314e-08,-106.626993552,0.7,1.08327,-106.626993552,0.00395557,-106.626993552,0.005,-106.385
