J,IterType,MinNormIw,MaxVanillaIw,VarNormIw,Bound,Delta,VarVanillaIw,eRenyi2,VarDiscRet,MinVanillaIw,VarRet,BatchSize,AvgNormIw,AvgDiscRet,ESSClassic,VarJ,ESSRenyi,VanillaAvgRet,MaxNormIw,EpsThisIter,AvgEpLen,AvgRet,AvgVanillaIw
-26.0901,2,0.0025,1.0,5.4346e-20,-36.0788,0.3,,1.0,7982.94440289,1.0,7982.94440289,500,0.0025,-18.7234894022,400.0,88.8925,500.0,-18.7234894022,0.0025,100,310.26,-18.7234894022,1.0
-27.1582,1,0.002,1.0,5.43187e-20,-36.0924,0.3,,1.0,7955.49163607,1.0,7955.49163607,500,0.002,-31.4309847849,500.000006643,88.889,500.0,-31.4309847849,0.002,100,276.2,-31.4309847849,1.0
-30.5466,2,0.01,1.0,3.50449e-18,-49.884,0.3,,1.0,8049.40573702,1.0,8049.40573702,500,0.01,-30.5466378067,100.0,89.2688,500.0,-30.5466378067,0.01,100,283.9,-30.5466378067,1.0
-30.1535,2,0.005,1.0,2.1793e-19,-43.8271,0.3,,1.0,7909.17311829,1.0,7909.17311829,500,0.005,-29.7603148948,200.000000102,88.88,500.0,-29.7603148948,0.005,100,281.39,-29.7603148948,1.0
-31.0828,2,0.00333333,1.0,5.43914e-20,-42.4395,0.3,,1.0,7580.24936655,1.0,7580.24936655,500,0.00333333,-32.9414845693,299.999969474,88.1456,500.0,-32.9414845693,0.00333333,100,267.11,-32.9414845693,1.0
-32.5368,2,0.0025,1.0,5.4346e-20,-42.372,0.3,,1.0,7595.32525547,1.0,7595.32525547,500,0.0025,-36.8988573652,400.0,87.8261,500.0,-36.8988573652,0.0025,100,256.58,-36.8988573652,1.0
-30.1931,1,0.002,1.0,5.43187e-20,-38.9899,0.3,,1.0,8117.18815929,1.0,8117.18815929,500,0.002,-20.8181042824,500.000006643,88.3171,500.0,-20.8181042824,0.002,100,300.78,-20.8181042824,1.0
-38.7895,2,0.01,1.0,3.50449e-18,-58.1921,0.3,,1.0,7781.50047861,1.0,7781.50047861,500,0.01,-38.7894739486,100.0,87.7706,500.0,-38.7894739486,0.01,100,255.91,-38.7894739486,1.0
-39.8514,2,0.005,1.0,2.1793e-19,-53.5711,0.3,,1.0,7622.58152825,1.0,7622.58152825,500,0.005,-40.9133477034,200.000000102,87.3278,500.0,-40.9133477034,0.005,100,249.2,-40.9133477034,1.0
-35.0526,2,0.00333333,1.0,5.43914e-20,-46.2761,0.3,,1.0,7799.55096875,1.0,7799.55096875,500,0.00333333,-25.4548933668,299.999969474,87.7725,500.0,-25.4548933668,0.00333333,100,288.08,-25.4548933668,1.0
-33.2416,2,0.0025,1.0,5.4346e-20,-42.9985,0.3,,1.0,8016.33088815,1.0,8016.33088815,500,0.0025,-27.8087369451,400.0,88.1583,500.0,-27.8087369451,0.0025,100,286.22,-27.8087369451,1.0
-34.9572,1,0.002,1.0,5.43187e-20,-43.962,0.3,,1.0,7736.40753408,1.0,7736.40753408,500,0.002,-41.819494435,500.000006643,88.0971,500.0,-41.819494435,0.002,100,245.81,-41.819494435,1.0
-28.7652,2,0.01,1.0,3.50449e-18,-47.7485,0.3,,1.0,7888.37521184,1.0,7888.37521184,500,0.01,-28.765233892,100.0,88.3713,500.0,-28.765233892,0.01,100,277.69,-28.765233892,1.0
-33.6345,2,0.005,1.0,2.1793e-19,-47.0577,0.3,,1.0,7770.50198938,1.0,7770.50198938,500,0.005,-38.5037839504,200.000000102,88.1751,500.0,-38.5037839504,0.005,100,255.03,-38.5037839504,1.0
-30.852,2,0.00333333,1.0,5.43914e-20,-42.0816,0.3,,1.0,7812.62420774,1.0,7812.62420774,500,0.00333333,-25.287124835,299.999969474,88.1867,500.0,-25.287124835,0.00333333,100,288.57,-25.287124835,1.0
-31.9829,2,0.0025,1.0,5.4346e-20,-41.7079,0.3,,1.0,7881.22921657,1.0,7881.22921657,500,0.0025,-35.3754098404,400.0,88.2446,500.0,-35.3754098404,0.0025,100,262.44,-35.3754098404,1.0
-36.4316,1,0.002,1.0,5.43187e-20,-45.1856,0.3,,1.0,6903.09576172,1.0,6903.09576172,500,0.002,-54.2262799262,500.000006643,87.6108,500.0,-54.2262799262,0.002,100,225.33,-54.2262799262,1.0
-39.8677,2,0.01,1.0,3.50449e-18,-59.365,0.3,,1.0,7788.68252821,1.0,7788.68252821,500,0.01,-39.8676720878,100.0,87.8111,500.0,-39.8676720878,0.01,100,257.08,-39.8676720878,1.0
-32.1379,2,0.005,1.0,2.1793e-19,-45.9246,0.3,,1.0,7868.50331892,1.0,7868.50331892,500,0.005,-24.4080728121,200.000000102,88.3745,500.0,-24.4080728121,0.005,100,291.09,-24.4080728121,1.0
-35.5089,2,0.00333333,1.0,5.43914e-20,-47.1213,0.3,,1.0,7534.01750513,1.0,7534.01750513,500,0.00333333,-42.2508039047,299.999969474,87.8388,500.0,-42.2508039047,0.00333333,100,250.02,-42.2508039047,1.0
-35.6421,2,0.0025,1.0,5.4346e-20,-45.6988,0.3,,1.0,7885.12969819,1.0,7885.12969819,500,0.0025,-36.0418204621,400.0,87.968,500.0,-36.0418204621,0.0025,100,268.54,-36.0418204621,1.0
-35.0893,1,0.002,1.0,5.43187e-20,-44.2545,0.3,,1.0,7710.79030741,1.0,7710.79030741,500,0.002,-32.8783626063,500.000006643,87.8559,500.0,-32.8783626063,0.002,100,275.54,-32.8783626063,1.0
-51.1954,2,0.01,1.0,3.50449e-18,-70.339,0.3,,1.0,6937.32110267,1.0,6937.32110267,500,0.01,-51.1954479016,100.0,82.8731,500.0,-51.1954479016,0.01,100,232.91,-51.1954479016,1.0
-46.4381,2,0.005,1.0,2.1793e-19,-60.3701,0.3,,1.0,7637.93662249,1.0,7637.93662249,500,0.005,-41.6806787405,200.000000102,85.0728,500.0,-41.6806787405,0.005,100,256.03,-41.6806787405,1.0
-46.1453,2,0.00333333,1.0,5.43914e-20,-57.5207,0.3,,1.0,7366.68685614,1.0,7366.68685614,500,0.00333333,-45.5596353469,299.999969474,85.1828,500.0,-45.5596353469,0.00333333,100,246.15,-45.5596353469,1.0
-43.5491,2,0.0025,1.0,5.4346e-20,-53.4006,0.3,,1.0,7920.83989013,1.0,7920.83989013,500,0.0025,-35.7606144144,400.0,86.1551,500.0,-35.7606144144,0.0025,100,264.69,-35.7606144144,1.0
-43.7903,1,0.002,1.0,5.43187e-20,-52.6017,0.3,,1.0,7778.65209953,1.0,7778.65209953,500,0.002,-44.7549580814,500.000006643,86.4787,500.0,-44.7549580814,0.002,100,242.72,-44.7549580814,1.0
-50.014,2,0.01,1.0,3.50449e-18,-69.3131,0.3,,1.0,7022.8412239,1.0,7022.8412239,500,0.01,-50.0139792629,100.0,83.3823,500.0,-50.0139792629,0.01,100,227.76,-50.0139792629,1.0
-43.2625,2,0.005,1.0,2.1793e-19,-57.1311,0.3,,1.0,7755.76295717,1.0,7755.76295717,500,0.005,-36.511060817,200.000000102,85.7962,500.0,-36.511060817,0.005,100,267.83,-36.511060817,1.0
-44.3652,2,0.00333333,1.0,5.43914e-20,-55.6889,0.3,,1.0,7282.51232509,1.0,7282.51232509,500,0.00333333,-46.570655151,299.999969474,85.516,500.0,-46.570655151,0.00333333,100,243.14,-46.570655151,1.0
-41.2406,2,0.0025,1.0,5.4346e-20,-51.0472,0.3,,1.0,8008.83497482,1.0,8008.83497482,500,0.0025,-31.8667783805,400.0,86.5807,500.0,-31.8667783805,0.0025,100,275.46,-31.8667783805,1.0
-40.2948,1,0.00199995,1.00002,1.2998e-16,-49.066,0.3,3.24635e-11,1.0,7642.9145272,0.999975,7642.9145272,500,0.002,-36.5118277336,499.999958114,86.6825,500.0,-36.5118277336,0.00200005,100,262.66,-36.5118277336,1.0
-40.3161,2,0.01,1.0,3.50449e-18,-59.2954,0.3,,1.0,7645.86581092,1.0,7645.86581092,500,0.01,-40.3161042601,100.0,87.0023,500.0,-40.3161042601,0.01,100,248.02,-40.3161042601,1.0
-35.9156,2,0.005,1.0,2.1793e-19,-49.6986,0.3,,1.0,7872.30416415,1.0,7872.30416415,500,0.005,-31.5151397823,200.000000102,87.7545,500.0,-31.5151397823,0.005,100,279.22,-31.5151397823,1.0
-38.2395,2,0.00333333,1.0,5.43914e-20,-49.4933,0.3,,1.0,7670.43466814,1.0,7670.43466814,500,0.00333333,-42.887204263,299.999969474,87.6125,500.0,-42.887204263,0.00333333,100,248.01,-42.887204263,1.0
-38.6699,2,0.0025,1.0,5.4346e-20,-48.4159,0.3,,1.0,7527.64305857,1.0,7527.64305857,500,0.0025,-39.9610535924,400.0,87.2961,500.0,-39.9610535924,0.0025,100,252.84,-39.9610535924,1.0
-35.0991,1,0.002,1.0,5.43187e-20,-43.8163,0.3,,1.0,7969.02576561,1.0,7969.02576561,500,0.002,-20.8161271516,500.000006643,87.894,500.0,-20.8161271516,0.002,100,298.72,-20.8161271516,1.0
-22.5725,2,0.01,1.0,3.50449e-18,-42.342,0.3,,1.0,7859.64823902,1.0,7859.64823902,500,0.01,-22.5724665635,100.0,88.2103,500.0,-22.5724665635,0.01,100,302.04,-22.5724665635,1.0
-27.8495,2,0.005,1.0,2.1793e-19,-41.8546,0.3,,1.0,7690.79778944,1.0,7690.79778944,500,0.005,-33.1266089895,200.000000102,87.8938,500.0,-33.1266089895,0.005,100,269.33,-33.1266089895,1.0
-31.4038,2,0.00333333,1.0,5.43914e-20,-42.8389,0.3,,1.0,7366.90679733,1.0,7366.90679733,500,0.00333333,-38.5122882721,299.999969474,87.2156,500.0,-38.5122882721,0.00333333,100,255.51,-38.5122882721,1.0
-31.7237,2,0.0025,1.0,5.4346e-20,-41.6268,0.3,,1.0,7873.41837557,1.0,7873.41837557,500,0.0025,-32.6835723267,400.0,87.4865,500.0,-32.6835723267,0.0025,100,265.89,-32.6835723267,1.0
-33.7623,1,0.002,1.0,5.43187e-20,-42.6277,0.3,,1.0,7754.32719069,1.0,7754.32719069,500,0.002,-41.9165919729,500.000006643,87.6076,500.0,-41.9165919729,0.002,100,248.85,-41.9165919729,1.0
-30.6527,2,0.01,1.0,3.50449e-18,-49.8198,0.3,,1.0,7584.21740457,1.0,7584.21740457,500,0.01,-30.6527473242,100.0,86.6509,500.0,-30.6527473242,0.01,100,277.42,-30.6527473242,1.0
-35.0588,2,0.005,1.0,2.1793e-19,-49.4795,0.3,,1.0,7608.02305949,1.0,7608.02305949,500,0.005,-39.4647662497,200.000000102,86.8307,500.0,-39.4647662497,0.005,100,255.26,-39.4647662497,1.0
-38.7472,2,0.00333333,1.0,5.43914e-20,-50.5217,0.3,,1.0,7604.68566909,1.0,7604.68566909,500,0.00333333,-46.1241574797,299.999969474,86.9663,500.0,-46.1241574797,0.00333333,100,238.72,-46.1241574797,1.0
-38.6796,2,0.0025,1.0,5.4346e-20,-48.8765,0.3,,1.0,7881.69909947,1.0,7881.69909947,500,0.0025,-38.4765337407,400.0,87.3103,500.0,-38.4765337407,0.0025,100,252.38,-38.4765337407,1.0
-39.7614,1,0.00199655,1.00322,1.53248e-12,-48.8818,0.3,3.83131e-07,1.00001,7664.10523047,0.998291,7664.10523047,500,0.002,-44.1299910725,499.999744727,87.2992,499.996185332,-44.1299910725,0.00200641,100,251.45,-44.1299910725,1.00002
-34.3064,2,0.01,1.0,3.50449e-18,-54.8272,0.3,,1.0,7856.63457416,1.0,7856.63457416,500,0.01,-34.3063868552,100.0,88.1934,500.0,-34.3063868552,0.01,100,268.13,-34.3063868552,1.0
-36.508,2,0.005,1.0,2.1793e-19,-51.0184,0.3,,1.0,7650.57849081,1.0,7650.57849081,500,0.005,-38.7096518728,200.000000102,87.6408,500.0,-38.7096518728,0.005,100,261.82,-38.7096518728,1.0
-37.3411,2,0.00333333,1.0,5.43914e-20,-49.1887,0.3,,1.0,7669.70842156,1.0,7669.70842156,500,0.00333333,-39.0071246506,299.999969474,87.4814,500.0,-39.0071246506,0.00333333,100,262.61,-39.0071246506,1.0
-40.7261,2,0.0025,1.0,5.4346e-20,-50.9865,0.3,,1.0,7216.63946281,1.0,7216.63946281,500,0.0025,-50.8813478884,400.0,86.9497,500.0,-50.8813478884,0.0025,100,230.55,-50.8813478884,1.0
-43.8533,1,0.002,1.0,5.43187e-20,-53.4117,0.3,,1.0,6856.6446641,1.0,6856.6446641,500,0.002,-56.3620148785,500.000006643,86.284,500.0,-56.3620148785,0.002,100,219.56,-56.3620148785,1.0
-44.9235,2,0.01,1.0,3.50449e-18,-64.2288,0.3,,1.0,7141.2355426,1.0,7141.2355426,500,0.01,-44.9234869101,100.0,84.0822,500.0,-44.9234869101,0.01,100,240.99,-44.9234869101,1.0
-38.7433,2,0.005,1.0,2.1793e-19,-52.3942,0.3,,1.0,7871.71681986,1.0,7871.71681986,500,0.005,-32.5630219957,200.000000102,86.4269,500.0,-32.5630219957,0.005,100,272.67,-32.5630219957,1.0
-36.7798,2,0.00333333,1.0,5.43914e-20,-47.9258,0.3,,1.0,7734.35715535,1.0,7734.35715535,500,0.00333333,-32.8530402646,299.999969474,86.8319,500.0,-32.8530402646,0.00333333,100,266.09,-32.8530402646,1.0
-40.0351,2,0.0025,1.0,5.4346e-20,-49.7761,0.3,,1.0,7274.91344514,1.0,7274.91344514,500,0.0025,-49.8008938919,400.0,86.5284,500.0,-49.8008938919,0.0025,100,231.2,-49.8008938919,1.0
-40.6968,1,0.002,1.0,5.43187e-20,-49.5386,0.3,,1.0,7413.28970106,1.0,7413.28970106,500,0.002,-43.343308662,500.000006643,86.3674,500.0,-43.343308662,0.002,100,251.3,-43.343308662,1.0
-30.9703,2,0.01,1.0,3.50449e-18,-50.4835,0.3,,1.0,7939.0184381,1.0,7939.0184381,500,0.01,-30.9702722828,100.0,88.6545,500.0,-30.9702722828,0.01,100,267.93,-30.9702722828,1.0
-36.8677,2,0.005,1.0,2.1793e-19,-50.8432,0.3,,1.0,7497.47173342,1.0,7497.47173342,500,0.005,-42.7652236513,200.000000102,87.6119,500.0,-42.7652236513,0.005,100,241.52,-42.7652236513,1.0
-35.265,2,0.00333333,1.0,5.43914e-20,-46.676,0.3,,1.0,7901.44131736,1.0,7901.44131736,500,0.00333333,-32.0595850923,299.999969474,87.9195,500.0,-32.0595850923,0.00333333,100,271.76,-32.0595850923,1.0
-35.5453,2,0.0025,1.0,5.4346e-20,-45.4274,0.3,,1.0,7866.13953513,1.0,7866.13953513,500,0.0025,-36.3859806471,400.0,88.0028,500.0,-36.3859806471,0.0025,100,260.78,-36.3859806471,1.0
-34.097,1,0.002,1.0,5.43187e-20,-42.9358,0.3,,1.0,7597.83788186,1.0,7597.83788186,500,0.002,-28.3038035568,500.000006643,87.7972,500.0,-28.3038035568,0.002,100,278.72,-28.3038035568,1.0
-31.246,2,0.01,1.0,3.50449e-18,-49.9484,0.3,,1.0,7919.68212832,1.0,7919.68212832,500,0.01,-31.2459830138,100.0,88.5465,500.0,-31.2459830138,0.01,100,273.68,-31.2459830138,1.0
-30.306,2,0.005,1.0,2.1793e-19,-43.9127,0.3,,1.0,7867.8757655,1.0,7867.8757655,500,0.005,-29.366008473,200.000000102,88.4066,500.0,-29.366008473,0.005,100,286.4,-29.366008473,1.0
-33.4679,2,0.00333333,1.0,5.43914e-20,-44.5777,0.3,,1.0,7653.65149361,1.0,7653.65149361,500,0.00333333,-39.7916500701,299.999969474,88.0692,500.0,-39.7916500701,0.00333333,100,258.61,-39.7916500701,1.0
-31.2829,2,0.0025,1.0,5.4346e-20,-41.0125,0.3,,1.0,8231.88172962,1.0,8231.88172962,500,0.0025,-24.7281540014,400.0,88.7065,500.0,-24.7281540014,0.0025,100,296.16,-24.7281540014,1.0
-33.022,1,0.00199901,1.00108,9.2632e-14,-41.7244,0.3,2.31589e-08,1.0,7561.63296041,0.999507,7561.63296041,500,0.002,-39.9844624581,499.999899329,88.3427,500.0,-39.9844624581,0.00200216,100,260.22,-39.9844624581,1.0
-33.8908,2,0.01,1.0,3.50449e-18,-53.1281,0.3,,1.0,7943.59112196,1.0,7943.59112196,500,0.01,-33.8908070432,100.0,88.6801,500.0,-33.8908070432,0.01,100,274.55,-33.8908070432,1.0
-26.7911,2,0.005,1.0,2.1793e-19,-40.3939,0.3,,1.0,7683.46201988,1.0,7683.46201988,500,0.005,-19.6913544146,200.000000102,88.2372,500.0,-19.6913544146,0.005,100,299.61,-19.6913544146,1.0
-30.0909,2,0.00333333,1.0,5.43914e-20,-41.1975,0.3,,1.0,7863.18324082,1.0,7863.18324082,500,0.00333333,-36.6905811144,299.999969474,88.3581,500.0,-36.6905811144,0.00333333,100,260.6,-36.6905811144,1.0
-30.9261,2,0.0025,1.0,5.4346e-20,-40.8419,0.3,,1.0,7804.9628679,1.0,7804.9628679,500,0.0025,-33.4318147673,400.0,88.2564,500.0,-33.4318147673,0.0025,100,268.15,-33.4318147673,1.0
-33.5896,1,0.002,1.0,5.43187e-20,-42.4586,0.3,,1.0,7469.96813558,1.0,7469.96813558,500,0.002,-44.2435483289,500.000006643,87.9704,500.0,-44.2435483289,0.002,100,244.43,-44.2435483289,1.0
-17.1491,2,0.01,1.0,3.50449e-18,-36.8776,0.3,,1.0,8061.63847421,1.0,8061.63847421,500,0.01,-17.1491382111,100.0,89.3366,500.0,-17.1491382111,0.01,100,303.56,-17.1491382111,1.0
-34.4437,2,0.005,1.0,2.1793e-19,-48.3939,0.3,,1.0,7383.92399292,1.0,7383.92399292,500,0.005,-51.738353584,200.000000102,89.1328,500.0,-51.738353584,0.005,100,231.19,-51.738353584,1.0
-33.5378,2,0.00333333,1.0,5.43914e-20,-44.9281,0.3,,1.0,7614.8778575,1.0,7614.8778575,500,0.00333333,-31.7260033094,299.999969474,88.3798,500.0,-31.7260033094,0.00333333,100,277.33,-31.7260033094,1.0
-34.3389,2,0.0025,1.0,5.4346e-20,-44.2031,0.3,,1.0,7552.27041391,1.0,7552.27041391,500,0.0025,-36.7419879879,400.0,87.9167,500.0,-36.7419879879,0.0025,100,258.14,-36.7419879879,1.0
-35.0557,1,0.002,1.0,5.43187e-20,-43.8785,0.3,,1.0,7630.09760858,1.0,7630.09760858,500,0.002,-37.9228359542,500.000006643,87.7285,500.0,-37.9228359542,0.002,100,252.31,-37.9228359542,1.0
-21.5914,2,0.01,1.0,3.50449e-18,-40.7968,0.3,,1.0,7831.82237797,1.0,7831.82237797,500,0.01,-21.5914436791,100.0,88.054,500.0,-21.5914436791,0.01,100,289.68,-21.5914436791,1.0
-16.9887,2,0.005,1.0,2.1793e-19,-30.569,0.3,,1.0,7966.30641318,1.0,7966.30641318,500,0.005,-12.3859740844,200.000000102,88.5509,500.0,-12.3859740844,0.005,100,322.94,-12.3859740844,1.0
-22.9223,2,0.00333333,1.0,5.43914e-20,-34.0478,0.3,,1.0,7706.33607644,1.0,7706.33607644,500,0.00333333,-34.789615181,299.999969474,88.5495,500.0,-34.789615181,0.00333333,100,267.21,-34.789615181,1.0
-24.7032,2,0.0025,1.0,5.4346e-20,-34.4018,0.3,,1.0,7884.44649597,1.0,7884.44649597,500,0.0025,-30.0458304763,400.0,88.5532,500.0,-30.0458304763,0.0025,100,279.19,-30.0458304763,1.0
-26.1355,1,0.002,1.0,5.43187e-20,-34.8102,0.3,,1.0,7895.26926426,1.0,7895.26926426,500,0.002,-31.864447257,500.000006643,88.5709,500.0,-31.864447257,0.002,100,271.91,-31.864447257,1.0
-42.3217,2,0.01,1.0,3.50449e-18,-62.0136,0.3,,1.0,7394.55438772,1.0,7394.55438772,500,0.01,-42.3217173952,100.0,85.5606,500.0,-42.3217173952,0.01,100,255.23,-42.3217173952,1.0
-39.2107,2,0.005,1.0,2.1793e-19,-53.1349,0.3,,1.0,7727.21722525,1.0,7727.21722525,500,0.005,-36.0996852387,200.000000102,86.5734,500.0,-36.0996852387,0.005,100,267.46,-36.0996852387,1.0
-39.9756,2,0.00333333,1.0,5.43914e-20,-51.3447,0.3,,1.0,7440.89330712,1.0,7440.89330712,500,0.00333333,-41.5055230044,299.999969474,86.3325,500.0,-41.5055230044,0.00333333,100,248.96,-41.5055230044,1.0
-37.803,2,0.0025,1.0,5.4346e-20,-47.6489,0.3,,1.0,8016.96829743,1.0,8016.96829743,500,0.0025,-31.2849499701,400.0,87.1111,500.0,-31.2849499701,0.0025,100,282.96,-31.2849499701,1.0
-37.2461,1,0.00199998,1.00001,3.06212e-17,-46.4133,0.3,7.6619e-12,1.0,7778.19284229,0.99999,7778.19284229,500,0.002,-35.018734072,499.999848551,87.2467,500.0,-35.018734072,0.00200002,100,264.61,-35.018734072,1.0
-35.3218,2,0.01,1.0,3.50449e-18,-54.6423,0.3,,1.0,7659.41018564,1.0,7659.41018564,500,0.01,-35.3217670276,100.0,87.0794,500.0,-35.3217670276,0.01,100,267.94,-35.3217670276,1.0
-38.8066,2,0.005,1.0,2.1793e-19,-52.4777,0.3,,1.0,7818.74414341,1.0,7818.74414341,500,0.005,-42.2914354389,200.000000102,87.6004,500.0,-42.2914354389,0.005,100,248.16,-42.2914354389,1.0
-42.0614,2,0.00333333,1.0,5.43914e-20,-53.2988,0.3,,1.0,7279.20523653,1.0,7279.20523653,500,0.00333333,-48.5708922845,299.999969474,86.8286,500.0,-48.5708922845,0.00333333,100,234.42,-48.5708922845,1.0
-38.5355,2,0.0025,1.0,5.4346e-20,-48.2674,0.3,,1.0,7681.20311244,1.0,7681.20311244,500,0.0025,-27.9578805482,400.0,87.1367,500.0,-27.9578805482,0.0025,100,284.44,-27.9578805482,1.0
-36.5044,1,0.00199684,1.00068,2.66875e-13,-45.2088,0.3,6.67186e-08,1.0,7802.00383637,0.99842,7802.00383637,500,0.002,-28.3883242529,500.000189748,87.3821,500.0,-28.3883242529,0.00200137,100,275.79,-28.3883242529,1.0
-34.914,2,0.01,1.0,3.50449e-18,-53.6352,0.3,,1.0,7409.1095549,1.0,7409.1095549,500,0.01,-34.9139599631,100.0,85.6447,500.0,-34.9139599631,0.01,100,267.21,-34.9139599631,1.0
-42.5916,2,0.005,1.0,2.1793e-19,-56.1749,0.3,,1.0,7377.75215558,1.0,7377.75215558,500,0.005,-50.269285443,200.000000102,85.8979,500.0,-50.269285443,0.005,100,234.16,-50.269285443,1.0
-38.3945,2,0.00333333,1.0,5.43914e-20,-49.4994,0.3,,1.0,7949.17615099,1.0,7949.17615099,500,0.00333333,-30.000351064,299.999969474,87.0484,500.0,-30.000351064,0.00333333,100,276.66,-30.000351064,1.0
-37.3544,2,0.0025,1.0,5.4346e-20,-47.2947,0.3,,1.0,7649.36365454,1.0,7649.36365454,500,0.0025,-34.2338827806,400.0,87.0605,500.0,-34.2338827806,0.0025,100,269.99,-34.2338827806,1.0
-37.0023,1,0.002,1.0,5.43187e-20,-45.8932,0.3,,1.0,7754.27156444,1.0,7754.27156444,500,0.002,-35.5938002031,500.000006643,87.1749,500.0,-35.5938002031,0.002,100,267.9,-35.5938002031,1.0
-36.4685,2,0.01,1.0,3.50449e-18,-55.9834,0.3,,1.0,7781.96176807,1.0,7781.96176807,500,0.01,-36.4685168389,100.0,87.7732,500.0,-36.4685168389,0.01,100,269.15,-36.4685168389,1.0
-32.095,2,0.005,1.0,2.1793e-19,-45.8941,0.3,,1.0,7798.00078805,1.0,7798.00078805,500,0.005,-27.7214287404,200.000000102,87.9273,500.0,-27.7214287404,0.005,100,281.84,-27.7214287404,1.0
-27.4598,2,0.00333333,1.0,5.43914e-20,-38.7774,0.3,,1.0,7940.15539704,1.0,7940.15539704,500,0.00333333,-18.1894648643,299.999969474,88.4158,500.0,-18.1894648643,0.00333333,100,305.49,-18.1894648643,1.0
-29.0522,2,0.0025,1.0,5.4346e-20,-38.9599,0.3,,1.0,7943.01770745,1.0,7943.01770745,500,0.0025,-33.8293134534,400.0,88.5241,500.0,-33.8293134534,0.0025,100,265.94,-33.8293134534,1.0
-31.2854,1,0.002,1.0,5.43187e-20,-40.1471,0.3,,1.0,7608.8643662,1.0,7608.8643662,500,0.002,-40.2181786256,500.000006643,88.2934,500.0,-40.2181786256,0.002,100,253.6,-40.2181786256,1.0
-29.7431,2,0.01,1.0,3.50449e-18,-48.6414,0.3,,1.0,7939.05520392,1.0,7939.05520392,500,0.01,-29.74306158,100.0,88.6547,500.0,-29.74306158,0.01,100,280.53,-29.74306158,1.0
-34.5969,2,0.005,1.0,2.1793e-19,-47.9601,0.3,,1.0,7598.08147901,1.0,7598.08147901,500,0.005,-39.4508098365,200.000000102,87.8319,500.0,-39.4508098365,0.005,100,255.47,-39.4508098365,1.0
-32.2647,2,0.00333333,1.0,5.43914e-20,-45.2101,0.3,,1.0,7984.65285659,1.0,7984.65285659,500,0.00333333,-27.6003740308,299.999969474,88.254,500.0,-27.6003740308,0.00333333,100,288.05,-27.6003740308,1.0
-34.3552,2,0.0025,1.0,5.4346e-20,-45.5662,0.3,,1.0,7559.46714373,1.0,7559.46714373,500,0.0025,-40.6267219836,400.0,87.8957,500.0,-40.6267219836,0.0025,100,259.86,-40.6267219836,1.0
-33.4676,1,0.002,1.0,5.43187e-20,-43.495,0.3,,1.0,7486.82472705,1.0,7486.82472705,500,0.002,-29.9169514811,500.000006643,87.5561,500.0,-29.9169514811,0.002,100,283.93,-29.9169514811,1.0
-33.7522,2,0.01,1.0,3.50449e-18,-52.9905,0.3,,1.0,7875.45323201,1.0,7875.45323201,500,0.01,-33.7522143286,100.0,88.2989,500.0,-33.7522143286,0.01,100,280.19,-33.7522143286,1.0
-37.4408,2,0.005,1.0,2.1793e-19,-51.0443,0.3,,1.0,7462.67189856,1.0,7462.67189856,500,0.005,-41.1294099816,200.000000102,87.2123,500.0,-41.1294099816,0.005,100,254.03,-41.1294099816,1.0
-30.5142,2,0.00333333,1.0,5.43914e-20,-41.7059,0.3,,1.0,7853.39204823,1.0,7853.39204823,500,0.00333333,-16.6610139766,299.999969474,88.0808,500.0,-16.6610139766,0.00333333,100,306.75,-16.6610139766,1.0
-30.1452,2,0.0025,1.0,5.4346e-20,-39.8375,0.3,,1.0,8109.94350771,1.0,8109.94350771,500,0.0025,-29.0383179514,400.0,88.4663,500.0,-29.0383179514,0.0025,100,275.9,-29.0383179514,1.0
-30.2751,1,0.002,1.0,5.43187e-20,-39.2039,0.3,,1.0,7706.64803392,1.0,7706.64803392,500,0.002,-30.7947681596,500.000006643,88.2441,500.0,-30.7947681596,0.002,100,271.61,-30.7947681596,1.0
-38.8984,2,0.01,1.0,3.50449e-18,-58.1107,0.3,,1.0,7556.91767301,1.0,7556.91767301,500,0.01,-38.8983936981,100.0,86.4948,500.0,-38.8983936981,0.01,100,264.89,-38.8983936981,1.0
-39.1308,2,0.005,1.0,2.1793e-19,-52.773,0.3,,1.0,7443.54424309,1.0,7443.54424309,500,0.005,-39.3632087368,200.000000102,86.1701,500.0,-39.3632087368,0.005,100,250.31,-39.3632087368,1.0
-39.7645,2,0.00333333,1.0,5.43914e-20,-50.9456,0.3,,1.0,7476.2974974,1.0,7476.2974974,500,0.00333333,-41.0318154812,299.999969474,86.1288,500.0,-41.0318154812,0.00333333,100,255.6,-41.0318154812,1.0
-36.3366,2,0.0025,1.0,5.4346e-20,-46.1551,0.3,,1.0,7888.00409369,1.0,7888.00409369,500,0.0025,-26.0530339144,400.0,86.8974,500.0,-26.0530339144,0.0025,100,289.42,-26.0530339144,1.0
-39.1404,1,0.002,1.0,5.43187e-20,-47.9224,0.3,,1.0,7055.01143276,1.0,7055.01143276,500,0.002,-50.3556938348,500.000006643,86.4249,500.0,-50.3556938348,0.002,100,227.61,-50.3556938348,1.0
-31.6267,2,0.01,1.0,3.50449e-18,-51.0348,0.3,,1.0,7869.04537426,1.0,7869.04537426,500,0.01,-31.6267401215,100.0,88.263,500.0,-31.6267401215,0.01,100,283.13,-31.6267401215,1.0
