J,AvgNormIw,ESSClassic,MaxVanillaIw,VanillaAvgRet,AvgEpLen,AvgVanillaIw,VarNormIw,Delta,BatchSize,MaxNormIw,AvgDiscRet,MinNormIw,ESSRenyi,AvgRet,IterType,EpsThisIter,VarVanillaIw,VarRet,VarJ,MinVanillaIw,VarDiscRet,eRenyi2,Bound
-74.2962,0.01,99.3046168746,1.15867,-75.1803990725,106.88,1.00239,7.07329e-07,0.1,100,0.0115591,-75.1803990725,0.00707702,99.3022827452,-75.1803990725,1,100,0.00710708,3747.65506484,56.3039,0.70939,3747.65506484,1.00703,-199.877
-98.7072,0.01,99.7435691961,1.0526,-98.9643421373,134.39,0.99903,2.5971e-07,0.1,100,0.0105362,-98.9643421373,0.00792807,99.7797344776,-98.9643421373,1,100,0.00259206,10270.7093325,100.211,0.792038,10270.7093325,1.00221,-224.0
-79.8816,0.01,99.6659424971,1.36041,-80.2050142694,112.0,1.00436,3.38581e-07,0.1,100,0.013545,-80.2050142694,0.00922217,99.7397063195,-80.2050142694,1,100,0.00341541,4911.93479028,68.7399,0.926239,4911.93479028,1.00261,-205.187
-73.9938,0.01,99.0029953322,1.34858,-75.2645296951,106.66,1.00967,1.01723e-06,0.1,100,0.0133566,-75.2645296951,0.0080183,99.033805646,-75.2645296951,1,100,0.0103701,3750.3355755,54.2143,0.809587,3750.3355755,1.00976,-199.745
-63.3742,0.01,99.686153746,1.23654,-63.4833255456,92.77,1.00683,3.1802e-07,0.1,100,0.0122815,-63.4833255456,0.00841197,99.6808495216,-63.4833255456,1,100,0.00322376,120.381759277,10.9554,0.846939,120.381759277,1.0032,-97.4269
-79.2277,0.01,99.3762240605,1.3274,-80.0582295397,112.1,0.993444,6.34022e-07,0.1,100,0.0133616,-80.0582295397,0.00928983,99.3643652714,-80.0582295397,1,100,0.00625736,4913.73569342,66.9249,0.922892,4913.73569342,1.0064,-204.767
-91.5986,0.01,99.1718723066,1.57175,-92.318725509,126.23,1.01554,8.43485e-07,0.1,100,0.0154769,-92.318725509,0.00915821,99.417982376,-92.318725509,1,100,0.00869911,9349.80492113,94.1669,0.930057,9349.80492113,1.00585,-217.107
-70.681,0.01,99.3441810783,1.17256,-71.3017172064,102.66,0.986755,6.66825e-07,0.1,100,0.011883,-71.3017172064,0.00733576,99.516676792,-71.3017172064,1,100,0.00649279,2556.63412232,46.8421,0.72386,2556.63412232,1.00486,-196.127
-74.0804,0.01,99.2349432211,1.38881,-75.0227623877,105.97,1.00985,7.78721e-07,0.1,100,0.0137525,-75.0227623877,0.00878061,99.2810574631,-75.0227623877,1,100,0.00794145,3763.62672929,56.7651,0.886714,3763.62672929,1.00724,-199.665
-75.9162,0.01,99.0689779169,1.33561,-77.1678243621,107.96,1.01233,9.49248e-07,0.1,100,0.0131935,-77.1678243621,0.00860822,99.0703088389,-77.1678243621,1,100,0.00972802,4979.35062929,65.1962,0.871436,4979.35062929,1.00938,-201.645
-90.0457,0.01,99.5525068042,1.37152,-90.7481573024,124.24,0.997393,4.54046e-07,0.1,100,0.013751,-90.7481573024,0.00920254,99.4458795426,-90.7481573024,1,100,0.00451682,8223.73392878,87.7218,0.917855,8223.73392878,1.00557,-215.536
-72.911,0.01,99.3392521635,1.30492,-73.8955567716,103.9,1.01083,6.71857e-07,0.1,100,0.0129094,-73.8955567716,0.00685988,99.3180254005,-73.8955567716,1,100,0.00686485,3796.70170796,56.8451,0.693416,3796.70170796,1.00687,-198.481
-81.9927,0.01,95.987049728,1.89978,-85.4311106122,117.82,1.00111,4.22297e-06,0.1,100,0.0189768,-85.4311106122,0.00375851,97.301629777,-85.4311106122,1,100,0.0423231,7192.85273468,72.0167,0.376267,7192.85273468,1.02773,-208.859
-72.9782,0.01,99.6595182784,1.26569,-73.4263174984,103.54,1.00803,3.45072e-07,0.1,100,0.0125562,-73.4263174984,0.00866609,99.6579584739,-73.4263174984,1,100,0.00350633,3788.18136857,58.8733,0.873565,3788.18136857,1.00343,-198.335
-71.2965,0.01,99.4239416618,1.08916,-72.0082961389,102.64,0.998359,5.85254e-07,0.1,100,0.0109095,-72.0082961389,0.00752399,99.423343734,-72.0082961389,1,100,0.00583335,2564.33821886,45.5982,0.751165,2564.33821886,1.0058,-196.796
-90.2374,0.01,98.3062594511,1.43358,-92.124363659,125.79,1.01102,1.74029e-06,0.1,100,0.0141796,-92.124363659,0.00587552,98.6631105984,-92.124363659,1,100,0.0177885,9359.69482641,91.3732,0.594026,9359.69482641,1.01355,-216.223
-73.8424,0.01,97.9024762755,1.24773,-76.7530865268,107.63,1.00079,2.16408e-06,0.1,100,0.0124674,-76.7530865268,0.00317345,97.8499076279,-76.7530865268,1,100,0.0216752,4989.00621677,57.2372,0.317597,4989.00621677,1.02197,-200.352
-78.4852,0.01,96.337359711,1.28965,-84.5522318658,117.27,0.969221,3.84027e-06,0.1,100,0.013306,-84.5522318658,0.00228506,96.2921485804,-84.5522318658,1,100,0.036075,7245.29550109,66.4473,0.221473,7245.29550109,1.03851,-206.014
-75.3075,0.01,97.5136603927,1.21409,-77.7773868316,108.8,0.98672,2.57547e-06,0.1,100,0.0123043,-77.7773868316,0.00597282,98.1049733675,-77.7773868316,1,100,0.0250751,5005.65412685,59.8077,0.58935,5005.65412685,1.01932,-201.651
-83.4603,0.01,96.7650354388,1.22995,-87.5381021963,120.12,0.989327,3.37686e-06,0.1,100,0.0124322,-87.5381021963,0.00434126,96.8968794143,-87.5381021963,1,100,0.0330516,8332.74160759,79.1622,0.429493,8332.74160759,1.03202,-210.586
-76.03,0.01,99.0105673601,1.41209,-77.1418879123,108.13,1.00478,1.00942e-06,0.1,100,0.0140537,-77.1418879123,0.00774165,99.1704123798,-77.1418879123,1,100,0.0101909,4965.43189006,64.9874,0.777867,4965.43189006,1.00837,-201.695
-73.2342,0.01,99.8436859863,1.05151,-73.5640084273,103.46,1.00975,1.58175e-07,0.1,100,0.0104135,-73.5640084273,0.00818694,99.729650943,-73.5640084273,1,100,0.00161275,3780.29493489,59.2136,0.826679,3780.29493489,1.00271,-198.536
-71.6248,0.01,99.7147142569,1.15838,-72.2859939975,103.13,1.0094,2.89011e-07,0.1,100,0.0114759,-72.2859939975,0.00803527,99.5382864162,-72.2859939975,1,100,0.00294471,2564.55735446,46.3217,0.811082,2564.55735446,1.00464,-197.056
-73.1703,0.01,98.4926107598,1.44933,-74.8054510851,105.1,1.00303,1.54593e-06,0.1,100,0.0144496,-74.8054510851,0.00499222,98.7497780999,-74.8054510851,1,100,0.015553,3820.82766008,54.0465,0.500733,3820.82766008,1.01266,-199.102
-79.4627,0.01,99.2980049781,1.26718,-80.2641246755,111.4,0.997874,7.14126e-07,0.1,100,0.0126988,-80.2641246755,0.00842941,99.3613875852,-80.2641246755,1,100,0.00711092,6140.13288585,74.2037,0.841148,6140.13288585,1.00643,-205.006
-66.0355,0.01,99.6976947135,1.2446,-66.4197495648,95.5,1.0146,3.06302e-07,0.1,100,0.012267,-66.4197495648,0.00863075,99.6983002006,-66.4197495648,1,100,0.00315309,1343.45325916,33.0221,0.875672,1343.45325916,1.00303,-191.324
-89.4901,0.01,99.1710812751,1.47684,-90.7368066144,122.9,0.995933,8.44291e-07,0.1,100,0.0148288,-90.7368066144,0.00908304,99.0620725099,-90.7368066144,1,100,0.00837437,9469.22408207,93.1829,0.904609,9469.22408207,1.00947,-215.224
-88.1262,0.01,98.0209933309,1.36912,-91.2297646843,124.28,1.0076,2.03937e-06,0.1,100,0.0135879,-91.2297646843,0.00373657,97.3173992476,-91.2297646843,1,100,0.0207049,9424.90170641,88.688,0.376497,9424.90170641,1.02757,-214.98
-78.9967,0.01,99.2343208476,1.32342,-80.0427254848,111.73,1.01412,7.79388e-07,0.1,100,0.0130499,-80.0427254848,0.00891088,99.2021475685,-80.0427254848,1,100,0.00801555,6135.16829178,73.9432,0.903671,6135.16829178,1.00804,-204.642
-91.875,0.01,99.3380401534,1.2156,-92.7611226629,127.05,0.985509,6.73147e-07,0.1,100,0.0123348,-92.7611226629,0.00748485,99.2970284665,-92.7611226629,1,100,0.00653779,9324.2295315,93.6359,0.737639,9324.2295315,1.00708,-217.46
-73.5699,0.01,99.0324162787,1.42061,-74.7826062052,105.6,1.01518,9.86894e-07,0.1,100,0.0139937,-74.7826062052,0.00818322,99.0823733209,-74.7826062052,1,100,0.0101708,3755.20549669,55.2873,0.830742,3755.20549669,1.00926,-199.291
-84.8149,0.01,99.5087056524,1.22609,-85.5463368902,117.93,0.993437,4.98714e-07,0.1,100,0.0123419,-85.5463368902,0.00908928,99.422589574,-85.5463368902,1,100,0.00492189,7193.02418005,81.7155,0.902962,7193.02418005,1.00581,-210.319
-79.0069,0.01,99.5788461911,1.18885,-79.7593372928,111.96,1.00289,4.2721e-07,0.1,100,0.0118543,-79.7593372928,0.009092,99.433643877,-79.7593372928,1,100,0.00429683,4902.22533908,65.9824,0.911828,4902.22533908,1.0057,-204.505
-72.3928,0.01,99.8864488083,1.15004,-72.5524663244,103.75,0.995732,1.1481e-07,0.1,100,0.0115497,-72.5524663244,0.00970593,99.8729890529,-72.5524663244,1,100,0.00113833,2573.12151347,49.5082,0.966451,2573.12151347,1.00127,-197.612
-86.7071,0.01,99.127307679,1.53523,-88.0472598761,121.0,0.990193,8.89217e-07,0.1,100,0.0155043,-88.0472598761,0.00918674,98.9999814713,-88.0472598761,1,100,0.00871861,8325.24731896,86.2996,0.909664,8325.24731896,1.0101,-212.48
-90.7973,0.01,99.4317869003,1.43135,-91.3643865615,124.9,1.00153,5.77223e-07,0.1,100,0.0142917,-91.3643865615,0.00881671,99.5440860052,-91.3643865615,1,100,0.00578988,9387.81116584,94.2797,0.883017,9387.81116584,1.00458,-216.226
-69.2378,0.01,99.7356193815,1.17269,-69.616750924,99.88,0.99874,2.67765e-07,0.1,100,0.0117417,-69.616750924,0.00921919,99.7062871383,-69.616750924,1,100,0.0026709,2587.69402597,48.5587,0.920757,2587.69402597,1.00295,-194.565
-88.062,0.01,99.0081622784,1.30789,-89.5202467887,122.89,1.00966,1.01189e-06,0.1,100,0.0129538,-89.5202467887,0.00796719,98.9216925515,-89.5202467887,1,100,0.0103152,8278.18004486,86.102,0.804412,8278.18004486,1.0109,-213.885
-84.7174,0.01,98.999587943,1.14551,-85.9559849985,118.7,0.997683,1.02074e-06,0.1,100,0.0114817,-85.9559849985,0.00577374,99.1730268918,-85.9559849985,1,100,0.0101602,7166.8184841,80.8664,0.576036,7166.8184841,1.00834,-210.38
-70.9017,0.01,98.1109722659,1.18251,-73.57972661,103.3,1.01081,1.94486e-06,0.1,100,0.0116987,-73.57972661,0.00617342,98.0618752705,-73.57972661,1,100,0.0198714,3796.29181426,47.3121,0.624016,3796.29181426,1.01976,-197.275
-78.6395,0.01,99.4499804855,1.43328,-79.133530834,111.14,1.00387,5.58654e-07,0.1,100,0.0142776,-79.133530834,0.00944048,99.6213522915,-79.133530834,1,100,0.00562985,4919.46694311,67.6069,0.9477,4919.46694311,1.0038,-204.019
-74.0481,0.01,99.2296697474,1.20367,-74.8952931054,105.74,1.00239,7.84113e-07,0.1,100,0.0120079,-74.8952931054,0.00769762,99.3393135497,-74.8952931054,1,100,0.00787872,3763.63602104,56.7762,0.771605,3763.63602104,1.00665,-199.603
-79.9933,0.01,99.2062839793,1.45572,-80.6983122638,112.68,1.00028,8.08131e-07,0.1,100,0.0145532,-80.6983122638,0.00938574,99.4654416435,-80.6983122638,1,100,0.00808581,6100.23759767,74.692,0.938836,6100.23759767,1.00537,-205.468
-77.1852,0.01,99.8793936886,1.14024,-77.3352918071,108.44,1.00146,1.21981e-07,0.1,100,0.0113858,-77.3352918071,0.00961754,99.8828117093,-77.3352918071,1,100,0.00122337,4971.77543816,69.3755,0.963157,4971.77543816,1.00117,-202.402
-77.4852,0.01,98.6143030169,1.19901,-78.7296836437,110.13,0.990616,1.41936e-06,0.1,100,0.0121037,-78.7296836437,0.00601285,99.1095437889,-78.7296836437,1,100,0.0139285,4961.06829862,66.2266,0.595642,4961.06829862,1.00898,-203.189
-91.1567,0.01,99.3643567495,1.11104,-91.9974446408,125.2,0.992184,6.46211e-07,0.1,100,0.0111979,-91.9974446408,0.00684459,99.3271864192,-91.9974446408,1,100,0.00636148,9370.07735345,94.1809,0.679109,9370.07735345,1.00677,-216.72
-77.3082,0.01,99.7253724949,1.15275,-77.6703570156,108.27,1.0043,2.78203e-07,0.1,100,0.0114782,-77.6703570156,0.00891713,99.7070930132,-77.6703570156,1,100,0.00280602,4988.60915424,68.6508,0.89555,4988.60915424,1.00294,-202.633
-70.0437,0.01,99.1979742019,1.32008,-70.8062236905,100.47,1.01428,8.16649e-07,0.1,100,0.013015,-70.8062236905,0.00835137,99.3972376017,-70.8062236905,1,100,0.00840139,2583.00083544,46.2384,0.847063,2583.00083544,1.00606,-195.553
-91.2848,0.01,98.6424937681,1.41947,-94.304683857,127.67,0.996574,1.39009e-06,0.1,100,0.0142435,-94.304683857,0.00882225,97.9190328523,-94.304683857,1,100,0.0138058,10487.5857646,94.1006,0.879203,10487.5857646,1.02125,-217.751
-83.2431,0.01,99.5057698167,1.31407,-84.0024140325,117.24,0.994735,5.01738e-07,0.1,100,0.0132103,-84.0024140325,0.00935078,99.4246753258,-84.0024140325,1,100,0.00496469,6003.92329712,73.9842,0.930155,6003.92329712,1.00579,-208.752
-73.1934,0.01,98.4553332354,1.12031,-75.1274505618,106.23,0.996118,1.58474e-06,0.1,100,0.0112467,-75.1274505618,0.00472779,98.7373644637,-75.1274505618,1,100,0.0157246,3761.24797829,53.2825,0.470944,3761.24797829,1.01279,-199.133
-70.6097,0.01,98.6832938318,1.19387,-72.1671139106,101.88,1.00295,1.34776e-06,0.1,100,0.0119035,-72.1671139106,0.0061438,98.7640088029,-72.1671139106,1,100,0.0135574,3799.20507411,52.8583,0.616195,3799.20507411,1.01251,-196.529
-89.1102,0.01,99.5636723119,1.17199,-89.8961226965,123.12,0.994585,4.42681e-07,0.1,100,0.0117838,-89.8961226965,0.00835556,99.3909251809,-89.8961226965,1,100,0.004379,8249.5332528,87.7909,0.831032,8249.5332528,1.00613,-214.635
-70.0965,0.01,99.7705680635,1.15731,-70.476203267,100.31,0.996483,2.32276e-07,0.1,100,0.011614,-70.476203267,0.00952755,99.7077211305,-70.476203267,1,100,0.00230645,2573.63725441,48.5462,0.949404,2573.63725441,1.00293,-195.421
-82.8636,0.01,99.3743691462,1.30489,-83.6793415245,115.74,0.995849,6.3593e-07,0.1,100,0.0131032,-83.6793415245,0.00932307,99.3649773081,-83.6793415245,1,100,0.00630662,7262.21207986,82.3689,0.928437,7262.21207986,1.00639,-208.405
-86.2956,0.01,95.7721789938,1.4066,-91.2428035273,124.47,0.990333,4.45908e-06,0.1,100,0.0142033,-91.2428035273,0.00365888,96.0305773632,-91.2428035273,1,100,0.0437329,9423.07938197,82.089,0.362351,9423.07938197,1.04133,-213.998
-81.6258,0.01,97.8013165028,1.34932,-84.4893158528,116.83,1.01029,2.27079e-06,0.1,100,0.0133558,-84.4893158528,0.00673703,97.7597531244,-84.4893158528,1,100,0.0231776,7214.26617797,74.2722,0.680635,7214.26617797,1.02292,-208.193
-84.9887,0.01,99.5221991584,1.33727,-85.5772271322,117.87,1.00591,4.84943e-07,0.1,100,0.0132942,-85.5772271322,0.00846482,99.5535959587,-85.5772271322,1,100,0.00490691,7189.32757442,82.2766,0.851484,7189.32757442,1.00448,-210.422
-79.6364,0.01,99.0473561141,1.29722,-80.6060242455,111.64,1.01551,9.71492e-07,0.1,100,0.0127742,-80.6060242455,0.00545547,99.1968452297,-80.6060242455,1,100,0.0100186,6133.61319703,74.3126,0.554007,6133.61319703,1.0081,-205.284
-66.8643,0.01,99.6069952888,1.07182,-67.2577912137,96.57,0.990888,3.98538e-07,0.1,100,0.0108168,-67.2577912137,0.00785474,99.6814773084,-67.2577912137,1,100,0.00391309,1354.37009273,32.5273,0.778317,1354.37009273,1.0032,-192.183
-74.6055,0.01,96.9065144667,1.18381,-78.0899125859,109.0,0.987302,3.22451e-06,0.1,100,0.0119904,-78.0899125859,0.00361711,97.4313236192,-78.0899125859,1,100,0.0314314,4967.49292495,55.9897,0.357117,4967.49292495,1.02636,-201.386
-76.2806,0.01,99.3857592971,1.38774,-76.9131230682,107.49,1.00344,6.24252e-07,0.1,100,0.0138298,-76.9131230682,0.00936384,99.5093340179,-76.9131230682,1,100,0.00628558,4991.74110726,67.4657,0.939608,4991.74110726,1.00493,-201.73
-72.4977,0.01,99.4516211513,1.2588,-73.1968900748,103.2,1.00512,5.56998e-07,0.1,100,0.0125239,-73.1968900748,0.00900554,99.4686968446,-73.1968900748,1,100,0.00562715,3817.37405999,57.5409,0.905164,3817.37405999,1.00534,-197.973
-83.0232,0.01,99.9277459595,1.05905,-83.1203666508,114.34,1.00104,7.3032e-08,0.1,100,0.0105795,-83.1203666508,0.00924294,99.9216812784,-83.1203666508,1,100,0.000731844,7286.9958006,84.6289,0.925259,7286.9958006,1.00078,-208.215
-84.9843,0.01,99.675880596,1.12203,-85.4611732377,117.82,0.999236,3.28465e-07,0.1,100,0.0112288,-85.4611732377,0.00872084,99.6127520256,-85.4611732377,1,100,0.00327963,7239.41515955,82.9569,0.871418,7239.41515955,1.00389,-210.37
-67.1006,0.01,99.8114885011,1.1182,-67.3720484596,97.44,0.993026,1.90785e-07,0.1,100,0.0112605,-67.3720484596,0.00898849,99.7825117772,-67.3720484596,1,100,0.00188133,1361.91932763,34.9177,0.89258,1361.91932763,1.00218,-192.38
-73.1928,0.01,98.9528265551,1.10102,-74.2660460488,105.3,0.990263,1.06894e-06,0.1,100,0.0111185,-74.2660460488,0.00679626,99.1853626826,-74.2660460488,1,100,0.0104822,3770.25157392,56.1719,0.673008,3770.25157392,1.00821,-198.847
-91.9655,0.01,98.1763951118,1.4135,-94.9198106533,128.65,1.01285,1.87621e-06,0.1,100,0.0139556,-94.9198106533,0.0061503,97.8204802442,-94.9198106533,1,100,0.0192474,10446.3720865,93.959,0.622934,10446.3720865,1.02228,-218.495
-75.0403,0.01,99.3341327488,1.26739,-75.852843723,107.49,0.999107,6.77104e-07,0.1,100,0.0126852,-75.852843723,0.00773891,99.3448193738,-75.852843723,1,100,0.00675895,3746.33579456,56.7105,0.773199,3746.33579456,1.0066,-200.595
-90.6865,0.01,98.9643424085,1.38557,-92.1190556307,125.73,1.00246,1.05707e-06,0.1,100,0.0138217,-92.1190556307,0.00860547,98.9562336788,-92.1190556307,1,100,0.0106228,9382.59107191,92.1893,0.862662,9382.59107191,1.01055,-216.488
-89.4517,0.01,98.6776463757,1.34098,-91.3747937138,123.98,1.00637,1.35364e-06,0.1,100,0.0133249,-91.3747937138,0.00740015,98.5070129491,-91.3747937138,1,100,0.0137095,9445.84040251,91.6754,0.744732,9445.84040251,1.01516,-215.539
-72.2378,0.01,99.526179173,1.16929,-72.9668736205,103.28,1.00153,4.80879e-07,0.1,100,0.0116751,-72.9668736205,0.00814221,99.4173107741,-72.9668736205,1,100,0.0048235,3799.87662277,57.7085,0.815465,3799.87662277,1.00586,-197.747
-68.5346,0.01,99.2337016483,1.27468,-69.3020616193,98.85,1.00775,7.79993e-07,0.1,100,0.0126488,-69.3020616193,0.00763588,99.3983093796,-69.3020616193,1,100,0.00792128,2600.63678217,46.5226,0.769505,2600.63678217,1.00605,-194.03
-76.2662,0.01,97.4750872671,1.44785,-78.86880117,110.31,1.00073,2.61648e-06,0.1,100,0.0144679,-78.86880117,0.00601746,98.0877204081,-78.86880117,1,100,0.026203,4945.50816132,58.8612,0.602185,4945.50816132,1.0195,-202.622
-78.2762,0.01,98.9661621218,1.2617,-80.0891017738,111.4,0.999828,1.05515e-06,0.1,100,0.0126192,-80.0891017738,0.00660929,98.55888637,-80.0891017738,1,100,0.0105478,6132.65514402,71.5044,0.660815,6132.65514402,1.01462,-204.33
-73.6551,0.01,99.7962067464,1.04521,-73.8843606946,104.76,0.99131,2.06258e-07,0.1,100,0.0105438,-73.8843606946,0.00757212,99.8089157121,-73.8843606946,1,100,0.00202689,3777.8914323,60.2303,0.750632,3777.8914323,1.00191,-198.917
-76.7274,0.01,97.3886241234,1.19009,-80.1114693645,110.94,0.998686,2.70848e-06,0.1,100,0.0119165,-80.1114693645,0.00512373,97.5755376269,-80.1114693645,1,100,0.0270137,6124.8633296,66.8637,0.5117,6124.8633296,1.02485,-203.415
-86.5432,0.01,99.5333421139,1.27228,-87.32026421,119.53,0.997643,4.73543e-07,0.1,100,0.0127528,-87.32026421,0.00929087,99.4002881072,-87.32026421,1,100,0.00471313,8369.19483568,88.6012,0.926897,8369.19483568,1.00603,-212.062
-70.6105,0.01,99.6186794827,1.16708,-71.0512556924,101.38,1.00493,3.86665e-07,0.1,100,0.0116135,-71.0512556924,0.00881913,99.6510209985,-71.0512556924,1,100,0.00390487,2547.98238916,47.5896,0.886262,2547.98238916,1.0035,-195.97
-76.092,0.01,97.9781384251,1.81139,-78.432973876,110.44,1.00827,2.08444e-06,0.1,100,0.0179654,-78.432973876,0.0054096,98.2777107124,-78.432973876,1,100,0.0211905,4935.62703246,60.7092,0.545432,4935.62703246,1.01752,-202.316
-74.7268,0.01,98.5555120139,1.43698,-76.2784451674,106.66,1.01524,1.48048e-06,0.1,100,0.0141541,-76.2784451674,0.00720185,98.8005227992,-76.2784451674,1,100,0.0152594,4978.93721254,62.9799,0.731158,4978.93721254,1.01214,-200.625
-72.914,0.01,99.0245094761,1.32323,-74.1852139978,104.24,1.01448,9.95019e-07,0.1,100,0.0130434,-74.1852139978,0.00817874,99.0273639476,-74.1852139978,1,100,0.0102405,3782.58637348,54.9981,0.829719,3782.58637348,1.00982,-198.67
-81.8794,0.01,99.7558654518,1.18382,-82.3073949701,114.39,1.00039,2.47182e-07,0.1,100,0.0118335,-82.3073949701,0.00956955,99.6751405783,-82.3073949701,1,100,0.00247376,6062.88805478,75.7668,0.95733,6062.88805478,1.00326,-207.226
-76.8578,0.01,98.43509368,1.19223,-79.0412099792,110.83,0.988744,1.60583e-06,0.1,100,0.0120581,-79.0412099792,0.00651833,98.2055144464,-79.0412099792,1,100,0.0156989,4942.93860333,61.0276,0.644497,4942.93860333,1.01827,-203.137
-83.2469,0.01,97.7230754175,1.19258,-85.7421145114,118.41,0.992467,2.35352e-06,0.1,100,0.0120163,-85.7421145114,0.00525506,97.7389201424,-85.7421145114,1,100,0.023182,7173.97285513,76.1988,0.521547,7173.97285513,1.02313,-209.829
-77.3387,0.01,99.4586990015,1.26017,-77.8173996387,108.87,1.00753,5.49762e-07,0.1,100,0.0125076,-77.8173996387,0.00780245,99.6357524846,-77.8173996387,1,100,0.0055807,4954.71083891,67.9364,0.786118,4954.71083891,1.00366,-202.709
-84.7345,0.01,99.2169981844,1.53475,-85.6924153203,117.91,0.995803,7.97165e-07,0.1,100,0.0154122,-85.6924153203,0.00930967,99.2614621048,-85.6924153203,1,100,0.00790488,7240.50607996,81.453,0.92706,7240.50607996,1.00744,-210.352
-82.6141,0.01,99.1345630236,1.4499,-83.8078250168,115.32,0.993075,8.81812e-07,0.1,100,0.0146001,-83.8078250168,0.00906337,99.0919357201,-83.8078250168,1,100,0.00869641,7250.50243954,80.797,0.900061,7250.50243954,1.00916,-208.328
-89.653,0.01,98.0787926712,1.27771,-92.0089411899,125.54,1.00478,1.97859e-06,0.1,100,0.0127163,-92.0089411899,0.00640496,98.1144857386,-92.0089411899,1,100,0.0199757,9359.396855,89.3601,0.643561,9359.396855,1.01922,-215.992
-78.068,0.01,99.8978494267,1.24978,-78.1461041172,109.63,0.999937,1.03266e-07,0.1,100,0.0124986,-78.1461041172,0.00978012,99.9428956153,-78.1461041172,1,100,0.00103253,4938.5382879,69.4904,0.97795,4938.5382879,1.00057,-203.258
-81.3362,0.01,99.5328671518,1.24962,-82.0574801318,113.8,1.00466,4.7406e-07,0.1,100,0.0124383,-82.0574801318,0.00881275,99.4228841664,-82.0574801318,1,100,0.00478485,6078.27263736,74.5235,0.885378,6078.27263736,1.0058,-206.842
-83.2316,0.01,98.8855956494,1.41467,-84.8474538855,116.94,0.997281,1.13832e-06,0.1,100,0.0141853,-84.8474538855,0.0088108,98.8065975126,-84.8474538855,1,100,0.0113214,7226.89339748,78.6307,0.878685,7226.89339748,1.01208,-209.128
-68.8108,0.01,99.5489296321,1.10843,-69.5021188858,98.4,1.00289,4.57731e-07,0.1,100,0.0110523,-69.5021188858,0.00827936,99.4447949497,-69.5021188858,1,100,0.00460382,2610.45640084,46.0519,0.83033,2610.45640084,1.00558,-194.3
-83.9526,0.01,96.3213892743,1.41729,-87.6610090376,120.15,0.984121,3.85768e-06,0.1,100,0.0144016,-87.6610090376,0.00459841,97.2192308602,-87.6610090376,1,100,0.0373613,8359.90921184,79.8705,0.452539,8359.90921184,1.0286,-210.883
-80.6995,0.01,99.5365484864,1.4149,-81.2501984386,113.2,1.00128,4.70314e-07,0.1,100,0.0141309,-81.2501984386,0.00939485,99.5653766439,-81.2501984386,1,100,0.00471519,6122.40272762,75.9013,0.940687,6122.40272762,1.00437,-206.113
-87.7614,0.01,98.9039473814,1.26264,-89.2415820618,122.37,1.02156,1.11937e-06,0.1,100,0.0123599,-89.2415820618,0.0072226,98.8017795752,-89.2415820618,1,100,0.0116815,8281.2750675,85.8087,0.737831,8281.2750675,1.01213,-213.661
-74.3778,0.01,99.5803013638,1.13373,-74.9108253139,105.9,0.990803,4.25748e-07,0.1,100,0.0114425,-74.9108253139,0.00779978,99.5640767324,-74.9108253139,1,100,0.00417953,3780.8990048,57.8426,0.772805,3780.8990048,1.00438,-199.793
-69.5093,0.01,99.2497743484,1.23832,-70.471924133,100.59,0.995461,7.63529e-07,0.1,100,0.0124396,-70.471924133,0.00745531,99.2453733807,-70.471924133,1,100,0.00756614,2589.00256269,44.8785,0.742148,2589.00256269,1.0076,-195.126
-66.6811,0.01,99.6373449893,1.33423,-66.8627142803,96.48,1.01089,3.67663e-07,0.1,100,0.0131986,-66.8627142803,0.0095409,99.8594474202,-66.8627142803,1,100,0.00375712,1368.27236708,35.4324,0.964477,1368.27236708,1.00141,-191.901
-74.1048,0.01,99.7025287291,1.19785,-74.4083243118,105.81,0.998788,3.01387e-07,0.1,100,0.011993,-74.4083243118,0.00830471,99.7612112331,-74.4083243118,1,100,0.00300657,3793.06158028,59.1492,0.829465,3793.06158028,1.00239,-199.397
-81.0035,0.01,99.2782853447,1.24583,-81.9735201888,113.93,0.988175,7.34368e-07,0.1,100,0.0126073,-81.9735201888,0.00836271,99.2359104803,-81.9735201888,1,100,0.00717103,6078.27446674,73.7525,0.826382,6078.27446674,1.0077,-206.627
-77.3013,0.01,99.3382499681,1.62692,-77.8522106111,108.98,0.998207,6.72889e-07,0.1,100,0.0162984,-77.8522106111,0.00941095,99.5657902592,-77.8522106111,1,100,0.00670479,4953.51055097,67.6621,0.939408,4953.51055097,1.00436,-202.717
-88.2113,0.01,99.2330545214,1.2858,-89.2121351252,122.15,0.997478,7.80712e-07,0.1,100,0.0128905,-89.2121351252,0.00815389,99.217928899,-89.2121351252,1,100,0.00776778,8272.13034505,87.0991,0.813333,8272.13034505,1.00788,-213.846
-72.3804,0.01,99.0981803385,1.20478,-73.7824846792,104.25,1.00581,9.19216e-07,0.1,100,0.0119782,-73.7824846792,0.00639837,98.8791561038,-73.7824846792,1,100,0.00929932,3782.17346087,54.3644,0.643555,3782.17346087,1.01134,-198.228
-87.7203,0.01,96.6789544016,1.41959,-92.1915526386,125.83,1.00718,3.46985e-06,0.1,100,0.0140947,-92.1915526386,0.00429545,96.686335631,-92.1915526386,1,100,0.0351983,9388.00432745,84.3204,0.432627,9388.00432745,1.03427,-215.001
