J,AvgNormIw,ESSClassic,MaxVanillaIw,VanillaAvgRet,AvgEpLen,AvgVanillaIw,VarNormIw,Delta,BatchSize,MaxNormIw,AvgDiscRet,MinNormIw,ESSRenyi,AvgRet,IterType,EpsThisIter,VarVanillaIw,VarRet,VarJ,MinVanillaIw,VarDiscRet,eRenyi2,Bound
-73.1649,0.01,99.9198859069,1.06662,-73.3337769428,104.97,0.999284,8.09968e-08,0.1,100,0.0106738,-73.3337769428,0.0090612,99.8635249793,-73.3337769428,1,100,0.000808808,2558.53120382,49.5493,0.905471,2558.53120382,1.00137,-198.36
-82.6337,0.01,97.1143418691,1.67505,-85.8205487236,119.25,1.02413,3.00142e-06,0.1,100,0.0163559,-85.8205487236,0.0044986,97.7127348975,-85.8205487236,1,100,0.03148,5962.59647813,64.8891,0.460714,5962.59647813,1.02341,-209.232
-74.1166,0.01,98.7699676938,1.28131,-75.397190395,106.89,0.988201,1.25794e-06,0.1,100,0.0129661,-75.397190395,0.00764994,98.9779742773,-75.397190395,1,100,0.0122843,2578.83256578,45.1576,0.755968,2578.83256578,1.01033,-199.901
-75.8169,0.01,97.8149554268,1.1733,-78.2649587926,111.34,0.983071,2.25644e-06,0.1,100,0.0119351,-78.2649587926,0.0051493,98.1598468967,-78.2649587926,1,100,0.0218069,3730.50521945,51.3695,0.506213,3730.50521945,1.01875,-202.124
-81.0114,0.01,98.8171009006,1.15773,-82.8910444872,115.05,1.00705,1.20915e-06,0.1,100,0.0114962,-82.8910444872,0.00556527,98.6200077828,-82.8910444872,1,100,0.0122627,6049.01991113,70.9702,0.560452,6049.01991113,1.01399,-207.026
-95.231,0.01,97.6169171622,1.30528,-98.0982556652,133.61,0.986372,2.4659e-06,0.1,100,0.0132331,-98.0982556652,0.00579835,97.9438535638,-98.0982556652,1,100,0.0239914,10293.0623193,96.1612,0.571933,10293.0623193,1.02099,-221.68
-70.3182,0.01,98.1533307573,1.16472,-72.4200271991,102.96,0.98337,1.9004e-06,0.1,100,0.0118442,-72.4200271991,0.00529301,98.3706230415,-72.4200271991,1,100,0.0183772,2551.88390623,38.9345,0.520499,2551.88390623,1.01656,-196.486
-76.3053,0.01,99.6846203381,1.21841,-76.7364973059,108.75,1.00111,3.19572e-07,0.1,100,0.0121706,-76.7364973059,0.00937099,99.6658560591,-76.7364973059,1,100,0.00320282,3753.28976108,58.2982,0.93814,3753.28976108,1.00335,-201.656
-91.4164,0.01,96.9677308117,1.87286,-94.6513576715,129.13,1.01704,3.15867e-06,0.1,100,0.0184148,-94.6513576715,0.00753981,97.5943934526,-94.6513576715,1,100,0.0326722,9239.2707625,87.2635,0.766827,9239.2707625,1.02465,-218.089
-93.1026,0.01,97.6602431568,1.95025,-96.0307460004,131.03,0.997419,2.42003e-06,0.1,100,0.019553,-96.0307460004,0.0083589,97.8266289787,-96.0307460004,1,100,0.0240755,9206.80738321,86.9492,0.833732,9206.80738321,1.02222,-219.627
-78.9756,0.01,99.2257936746,1.2994,-79.9409499075,111.86,1.00906,7.88102e-07,0.1,100,0.0128773,-79.9409499075,0.00916814,99.2894830255,-79.9409499075,1,100,0.00802454,4917.71771682,65.2647,0.925124,4917.71771682,1.00716,-204.563
-77.4773,0.01,97.8723703196,1.25428,-79.9601581942,111.51,0.990206,2.19584e-06,0.1,100,0.0126669,-79.9601581942,0.00511346,97.9721995419,-79.9601581942,1,100,0.0215304,4942.07363252,60.4839,0.506337,4942.07363252,1.0207,-203.906
-81.5628,0.01,99.4296753429,1.38649,-82.5303172939,114.06,0.995566,5.79399e-07,0.1,100,0.0139267,-82.5303172939,0.00929778,99.2791422279,-82.5303172939,1,100,0.00574272,6070.05412019,73.9266,0.925655,6070.05412019,1.00726,-207.159
-66.7147,0.01,99.7049019145,1.18125,-66.7807542503,96.81,1.00508,2.98944e-07,0.1,100,0.0117527,-66.7807542503,0.00810484,99.7554337679,-66.7807542503,1,100,0.00301991,155.582500809,12.4081,0.814605,155.582500809,1.00245,-94.8384
-86.2238,0.01,98.6636901151,1.13359,-88.203038815,120.85,1.01005,1.3681e-06,0.1,100,0.0112231,-88.203038815,0.00604952,98.4924283269,-88.203038815,1,100,0.0139574,7126.48965478,79.4298,0.611033,7126.48965478,1.01531,-212.321
-93.2158,0.01,99.2216349634,1.3351,-94.1246987233,128.34,1.01482,7.92383e-07,0.1,100,0.013156,-94.1246987233,0.00797301,99.2760404086,-94.1246987233,1,100,0.00816048,9275.62454188,92.876,0.809119,9275.62454188,1.00729,-218.814
-75.2559,0.01,99.4818779396,1.47691,-75.7228489687,106.52,0.998367,5.26117e-07,0.1,100,0.0147932,-75.7228489687,0.00938237,99.6288535982,-75.7228489687,1,100,0.005244,3763.62979584,59.0342,0.936705,3763.62979584,1.00373,-200.631
-74.6199,0.01,99.5899619987,1.28683,-75.3224098933,106.2,1.00056,4.15894e-07,0.1,100,0.0128611,-75.3224098933,0.0093191,99.4861087112,-75.3224098933,1,100,0.0041636,3780.23832947,57.4594,0.932431,3780.23832947,1.00517,-200.083
-72.9095,0.01,99.1468934675,1.11271,-73.8400264202,104.99,0.999418,8.69157e-07,0.1,100,0.0111335,-73.8400264202,0.00608674,99.2167788629,-73.8400264202,1,100,0.00868146,2595.29705248,45.7195,0.60832,2595.29705248,1.00789,-198.529
-84.6516,0.01,93.9034038957,1.51316,-90.3315446548,123.6,0.94862,6.55799e-06,0.1,100,0.0159512,-90.3315446548,0.000791255,95.3500010969,-90.3315446548,1,100,0.059014,8260.5264002,78.2611,0.07506,8260.5264002,1.04877,-212.81
-85.8772,0.01,96.990250286,1.37992,-88.9326626219,122.24,0.991049,3.13454e-06,0.1,100,0.0139239,-88.9326626219,0.00368661,97.722899937,-88.9326626219,1,100,0.0307868,8288.20847928,83.3814,0.365361,8288.20847928,1.0233,-212.469
-75.9422,0.01,99.6430129429,1.40022,-76.4036155187,107.54,0.99373,3.61887e-07,0.1,100,0.0140906,-76.4036155187,0.00941542,99.6395987623,-76.4036155187,1,100,0.00357363,3809.22991531,59.3662,0.935639,3809.22991531,1.00362,-201.311
-80.3293,0.01,99.0052009214,1.28658,-81.7589356546,113.17,0.997589,1.01494e-06,0.1,100,0.0128969,-81.7589356546,0.00747936,98.8798554205,-81.7589356546,1,100,0.0101005,6105.07055557,72.2245,0.746132,6105.07055557,1.01133,-206.176
-78.2033,0.01,96.9150701911,1.21529,-81.2022214885,112.77,0.994428,3.21526e-06,0.1,100,0.012221,-81.2022214885,0.00386276,97.7233097702,-81.2022214885,1,100,0.0317953,6087.72176643,68.1683,0.384124,6087.72176643,1.0233,-204.795
-78.7431,0.01,98.6370583173,1.40412,-81.4331701714,113.21,1.02196,1.39573e-06,0.1,100,0.0137394,-81.4331701714,0.00738457,98.0205674031,-81.4331701714,1,100,0.0145772,6092.8873689,68.19,0.754677,6092.8873689,1.02019,-205.143
-87.0415,0.01,98.1124053028,1.72735,-88.9285182005,121.75,1.00792,1.94333e-06,0.1,100,0.0171378,-88.9285182005,0.00862745,98.5527378711,-88.9285182005,1,100,0.0197423,8285.38595162,84.8631,0.869578,8285.38595162,1.01469,-213.1
-79.2843,0.01,97.0413480958,1.44838,-82.5202237588,114.71,0.991009,3.07965e-06,0.1,100,0.0146152,-82.5202237588,0.00574351,97.5065563408,-82.5202237588,1,100,0.0302452,6066.65164108,66.2843,0.569187,6066.65164108,1.02557,-206.017
-78.0312,0.01,97.4137352977,1.28094,-81.0443981086,113.47,1.00105,2.68175e-06,0.1,100,0.012796,-81.0443981086,0.00366397,97.7890869787,-81.0443981086,1,100,0.0268738,4862.38521419,57.2661,0.366782,4862.38521419,1.02261,-204.579
-75.9166,0.01,99.2432433534,1.39384,-76.8041069748,107.04,0.992631,7.70205e-07,0.1,100,0.0140419,-76.8041069748,0.00691587,99.2862512948,-76.8041069748,1,100,0.00758895,4980.10808216,67.2405,0.68649,4980.10808216,1.00719,-201.507
-91.1632,0.01,98.9698428603,1.44298,-92.4370219761,126.13,0.991619,1.05138e-06,0.1,100,0.0145518,-92.4370219761,0.00895297,99.0115146247,-92.4370219761,1,100,0.0103383,9376.46821241,92.7149,0.887794,9376.46821241,1.00998,-216.937
-81.9739,0.01,98.3226374182,1.19929,-84.2048662871,116.2,0.99924,1.72321e-06,0.1,100,0.012002,-84.2048662871,0.00525807,98.273416238,-84.2048662871,1,100,0.0172059,7244.05009647,77.3373,0.525407,7244.05009647,1.01757,-208.192
-78.4525,0.01,98.8948853178,1.10399,-80.1107682465,111.13,0.999662,1.12873e-06,0.1,100,0.0110437,-80.1107682465,0.00606561,98.564294441,-80.1107682465,1,100,0.0112796,6146.69987172,71.3676,0.606356,6146.69987172,1.01457,-204.503
-76.6255,0.01,99.2070308367,1.19172,-77.6013567488,108.71,1.00546,8.0738e-07,0.1,100,0.0118524,-77.6013567488,0.00729288,99.1900773598,-77.6013567488,1,100,0.00816225,4949.8275342,66.434,0.733272,4949.8275342,1.00817,-202.274
-81.1604,0.01,98.0269405689,1.30198,-84.135203194,117.31,0.993069,2.03314e-06,0.1,100,0.0131107,-84.135203194,0.00365747,98.2595682515,-84.135203194,1,100,0.0200506,6008.76906857,68.2343,0.363212,6008.76906857,1.01771,-207.401
-96.3182,0.01,98.6483746278,1.31092,-98.8998343576,133.2,0.978706,1.38398e-06,0.1,100,0.0133944,-98.8998343576,0.00833501,98.0943272074,-98.8998343576,1,100,0.0132566,11460.4675715,99.7747,0.815752,11460.4675715,1.01943,-222.669
-76.183,0.01,99.5584424785,1.34099,-76.665678149,108.9,0.996509,4.47996e-07,0.1,100,0.0134569,-76.665678149,0.00787324,99.6261321734,-76.665678149,1,100,0.00444874,3727.43748807,58.037,0.784576,3727.43748807,1.00375,-201.551
-89.206,0.01,98.8589649682,1.36234,-91.1198996322,124.74,1.00208,1.16587e-06,0.1,100,0.0135952,-91.1198996322,0.00654399,98.5114551194,-91.1198996322,1,100,0.0117072,8224.66229478,84.3911,0.655759,8224.66229478,1.01511,-215.291
-80.3335,0.01,98.9736215081,1.22357,-82.3551522636,114.3,0.996238,1.0475e-06,0.1,100,0.0122819,-82.3551522636,0.00778591,98.3788717015,-82.3551522636,1,100,0.0103964,6096.14507931,70.177,0.775662,6096.14507931,1.01648,-206.502
-78.9661,0.01,99.4672645972,1.15387,-79.4897370838,110.86,1.00843,5.41009e-07,0.1,100,0.0114423,-79.4897370838,0.006944,99.5543639224,-79.4897370838,1,100,0.0055017,4907.75361957,66.9456,0.700254,4907.75361957,1.00448,-204.388
-75.8622,0.01,99.019868549,1.25996,-76.9214222175,107.77,0.992969,9.99837e-07,0.1,100,0.0126888,-76.9214222175,0.00664202,99.2162038549,-76.9214222175,1,100,0.00985827,4963.2206294,65.6061,0.659532,4963.2206294,1.0079,-201.498
-92.4246,0.01,97.8949662496,1.46358,-95.0456390266,129.25,1.00456,2.17201e-06,0.1,100,0.0145694,-95.0456390266,0.00689679,97.8790900471,-95.0456390266,1,100,0.0219186,10434.6610033,94.7042,0.692824,10434.6610033,1.02167,-218.915
-86.3844,0.01,98.8481161175,1.16702,-87.7414403717,120.91,0.987057,1.17708e-06,0.1,100,0.0118232,-87.7414403717,0.00719553,98.8655447081,-87.7414403717,1,100,0.011468,8322.23716953,87.1204,0.71024,8322.23716953,1.01147,-212.243
-85.7757,0.01,96.793641581,1.54742,-89.0116182192,122.13,1.01683,3.34602e-06,0.1,100,0.0152181,-89.0116182192,0.00462415,97.6748935615,-89.0116182192,1,100,0.0345962,8260.78406465,80.4457,0.470199,8260.78406465,1.0238,-212.396
-79.3125,0.01,98.8288474212,1.31813,-80.7701155473,111.88,0.989156,1.19697e-06,0.1,100,0.0133258,-80.7701155473,0.00656277,98.9160702319,-80.7701155473,1,100,0.0117115,6119.62002523,72.9488,0.64916,6119.62002523,1.01096,-205.139
-66.0967,0.01,99.5702403076,1.07679,-66.7660629734,96.32,1.01743,4.35993e-07,0.1,100,0.0105834,-66.7660629734,0.00626668,99.4665738632,-66.7660629734,1,100,0.00451321,1344.86559297,29.9268,0.637589,1344.86559297,1.00536,-191.386
-73.6712,0.01,99.5307819536,1.23131,-74.329028184,104.87,1.00304,4.76209e-07,0.1,100,0.0122758,-74.329028184,0.00928045,99.5111282935,-74.329028184,1,100,0.00479104,3782.8378107,57.982,0.930862,3782.8378107,1.00491,-199.12
-69.2516,0.01,99.4510016018,1.11009,-69.790360702,100.75,0.99306,5.576e-07,0.1,100,0.0111785,-69.790360702,0.00736507,99.5743942374,-69.790360702,1,100,0.00549887,1377.45015992,32.8194,0.731395,1377.45015992,1.00427,-194.505
-75.2811,0.01,99.038122599,1.14024,-76.8451783469,108.45,1.00133,9.81051e-07,0.1,100,0.0113872,-76.8451783469,0.0070896,98.8007671698,-76.8451783469,1,100,0.00983671,3734.51718683,52.6521,0.709906,3734.51718683,1.01214,-201.181
-70.2646,0.01,99.6062952568,1.07827,-70.8270771378,100.51,0.996734,3.99275e-07,0.1,100,0.010818,-70.8270771378,0.00781306,99.5903769997,-70.8270771378,1,100,0.00396672,2580.63912746,46.3811,0.778754,2580.63912746,1.00411,-195.66
-82.0859,0.01,98.9255360844,1.56954,-83.1660091743,115.82,1.00376,1.09713e-06,0.1,100,0.0156367,-83.1660091743,0.00758693,99.2202994656,-83.1660091743,1,100,0.0110539,6011.08424278,72.6997,0.761545,6011.08424278,1.00786,-207.719
-70.835,0.01,99.8615890264,1.11056,-71.2087896244,101.42,0.99275,1.40008e-07,0.1,100,0.0111867,-71.2087896244,0.00956192,99.7204273926,-71.2087896244,1,100,0.00137985,2596.80454656,48.8833,0.94926,2596.80454656,1.0028,-196.153
-76.2434,0.01,99.7655157746,1.22467,-76.7629014514,107.28,0.988341,2.37394e-07,0.1,100,0.0123911,-76.7629014514,0.00952758,99.604567182,-76.7629014514,1,100,0.00231891,4978.25632286,67.933,0.94165,4978.25632286,1.00397,-201.634
-75.3412,0.01,97.3823676026,1.30667,-78.1716295949,109.44,0.984286,2.71517e-06,0.1,100,0.0132753,-78.1716295949,0.00493045,97.8310556335,-78.1716295949,1,100,0.0263051,4938.82967914,58.5352,0.485297,4938.82967914,1.02217,-201.864
-74.513,0.01,99.894096223,1.12035,-74.6406303652,105.67,1.00291,1.07091e-07,0.1,100,0.011171,-74.6406303652,0.00948549,99.8999048828,-74.6406303652,1,100,0.00107716,3801.72797998,60.6115,0.951311,3801.72797998,1.001,-199.716
-77.2765,0.01,99.5830541306,1.22978,-77.8019876343,109.23,0.999381,4.22918e-07,0.1,100,0.0123054,-77.8019876343,0.00863876,99.5818648309,-77.8019876343,1,100,0.00422395,4947.7542436,67.5353,0.863342,4947.7542436,1.0042,-202.681
-81.3032,0.01,99.1956622026,1.17923,-82.3256990699,114.15,0.996536,8.19053e-07,0.1,100,0.0118333,-82.3256990699,0.00789732,99.1721006588,-82.3256990699,1,100,0.00813388,6082.25435654,74.5513,0.786996,6082.25435654,1.00835,-206.966
-74.5513,0.01,99.6432540835,1.17019,-75.0556566335,105.64,0.999501,3.61625e-07,0.1,100,0.0117077,-75.0556566335,0.00695321,99.6213996148,-75.0556566335,1,100,0.00361265,3758.40995208,58.9049,0.694974,3758.40995208,1.0038,-199.908
-85.9171,0.01,98.739860408,1.29063,-87.6370839301,120.47,1.01583,1.28909e-06,0.1,100,0.0127051,-87.6370839301,0.00699569,98.6689595225,-87.6370839301,1,100,0.0133024,7151.3453738,77.9095,0.710647,7151.3453738,1.01349,-211.901
-70.8241,0.01,99.0193717083,1.1195,-72.463497916,102.98,1.00797,1.00037e-06,0.1,100,0.0111064,-72.463497916,0.00627244,98.6608362041,-72.463497916,1,100,0.0101638,2581.99759169,40.7595,0.632246,2581.99759169,1.01357,-196.806
-76.1352,0.01,99.0567482514,1.35544,-77.350176713,108.49,1.00751,9.61858e-07,0.1,100,0.0134534,-77.350176713,0.00704386,99.0872303677,-77.350176713,1,100,0.00976351,4946.03297463,65.2401,0.709673,4946.03297463,1.00921,-201.852
-89.4751,0.01,99.6101788745,1.14739,-89.933882947,122.98,1.00103,3.9529e-07,0.1,100,0.011462,-89.933882947,0.00764902,99.6189033713,-89.933882947,1,100,0.00396108,8250.70183214,89.0267,0.765693,8250.70183214,1.00383,-214.855
-87.5827,0.01,99.0804340547,1.37213,-88.9560514894,121.71,1.01327,9.37471e-07,0.1,100,0.0135416,-88.9560514894,0.00903306,98.9824823852,-88.9560514894,1,100,0.00962515,8276.78707965,86.4575,0.915292,8276.78707965,1.01028,-213.365
-73.8973,0.01,98.6998250728,1.19984,-75.3177501586,106.54,1.0057,1.3306e-06,0.1,100,0.0119304,-75.3177501586,0.00528338,98.8970150899,-75.3177501586,1,100,0.0134582,3752.21630936,54.0034,0.531351,3752.21630936,1.01115,-199.736
-83.9106,0.01,97.776796645,1.19119,-87.2563457735,120.68,1.00735,2.29672e-06,0.1,100,0.011825,-87.2563457735,0.00553298,97.4293546098,-87.2563457735,1,100,0.023306,7131.39305497,73.9794,0.557363,7131.39305497,1.02638,-210.694
-80.4372,0.01,99.5477877821,1.21299,-80.9163698244,112.21,1.00972,4.5885e-07,0.1,100,0.012013,-80.9163698244,0.0087053,99.6338827092,-80.9163698244,1,100,0.00467818,6107.89244095,75.8933,0.878995,6107.89244095,1.00367,-205.799
-84.357,0.01,97.2162634406,2.3476,-86.5173731168,118.89,1.01868,2.8924e-06,0.1,100,0.0230456,-86.5173731168,0.00890876,98.4446913077,-86.5173731168,1,100,0.0300145,8369.55192144,84.2586,0.907514,8369.55192144,1.0158,-210.484
-79.1058,0.01,96.742002495,1.18364,-81.9370144849,114.04,0.966314,3.40174e-06,0.1,100,0.012249,-81.9370144849,0.00340493,97.5029409744,-81.9370144849,1,100,0.0317641,6087.84204854,67.0175,0.329023,6087.84204854,1.02561,-205.841
-79.7133,0.01,98.1595044728,1.16574,-82.0713609664,113.71,0.997918,1.89392e-06,0.1,100,0.0116818,-82.0713609664,0.00597953,98.1502453403,-82.0713609664,1,100,0.0188604,6101.58162861,70.5768,0.596708,6101.58162861,1.01885,-206.029
-79.9147,0.01,98.6686394463,1.62317,-81.5547411063,113.33,0.997608,1.36291e-06,0.1,100,0.0162706,-81.5547411063,0.00675732,98.699677755,-81.5547411063,1,100,0.013564,6095.94594778,70.4939,0.674116,6095.94594778,1.01317,-205.879
-72.4841,0.01,99.4299427937,1.22302,-73.3171358022,103.81,1.00221,5.79096e-07,0.1,100,0.0122033,-73.3171358022,0.00811791,99.338513609,-73.3171358022,1,100,0.00581654,3804.23698699,57.2578,0.813582,3804.23698699,1.00666,-198.042
-88.0788,0.01,98.01744153,1.40006,-90.7773347476,123.57,0.982868,2.04311e-06,0.1,100,0.0142447,-90.7773347476,0.00751407,97.9391422633,-90.7773347476,1,100,0.019737,9454.73874161,88.0471,0.738534,9454.73874161,1.02104,-214.531
