VarRet,EpsThisIter,VarNormIw,Delta,IterType,MaxNormIw,AvgEpLen,VarVanillaIw,ESSClassic,VarJ,Bound,VanillaAvgRet,AvgNormIw,VarDiscRet,AvgDiscRet,AvgRet,MinNormIw,MinVanillaIw,BatchSize,AvgVanillaIw,MaxVanillaIw,ESSRenyi,J,eRenyi2
2543.97165133,100,1.09741e-05,0.6,1,0.0161316,500.0,0.108975,90.2003026382,51.4752,-644.607,-587.138604484,0.01,2543.97165133,-587.138604484,-587.138604484,0.00315362,0.314259,100,0.996502,1.60751,91.4952255344,-581.808,1.09295
1599.38148761,100,1.04435e-05,0.6,1,0.0267079,500.0,0.101491,90.62976761,43.004,-643.793,-587.139151633,0.01,1599.38148761,-587.139151633,-587.139151633,0.00365989,0.360794,100,0.985804,2.63287,93.4392219577,-583.53,1.07021
1491.13324198,100,1.31968e-05,0.6,1,0.0303083,500.0,0.151281,88.4448753563,48.6498,-632.3,-580.833660099,0.01,1491.13324198,-580.833660099,-580.833660099,0.00553262,0.592366,100,1.07068,3.24505,91.1399842592,-576.255,1.09721
2289.01466122,100,1.67849e-05,0.6,1,0.0351995,500.0,0.195673,85.7507850341,56.6767,-633.422,-579.081967324,0.01,2289.01466122,-579.081967324,-579.081967324,0.00409149,0.441762,100,1.07971,3.80052,89.5215225069,-573.116,1.11705
2011.4827421,100,7.56216e-06,0.6,1,0.018746,500.0,0.075641,93.0349324914,43.8273,-636.549,-580.226898364,0.01,2011.4827421,-580.226898364,-580.226898364,0.0032465,0.324692,100,1.00013,1.87484,93.6596833777,-576.11,1.0677
2026.65684601,100,6.40092e-06,0.6,1,0.0171248,500.0,0.0653571,94.0407174901,47.1684,-629.311,-576.489489775,0.01,2026.65684601,-576.489489775,-576.489489775,0.00392688,0.396801,100,1.01047,1.73041,92.6685981168,-571.986,1.07911
1477.26488685,100,7.20873e-06,0.6,1,0.0151493,500.0,0.0722873,93.3387539191,37.1744,-619.144,-565.648415367,0.01,1477.26488685,-565.648415367,-565.648415367,0.00350612,0.351098,100,1.00139,1.51703,92.9941502627,-561.395,1.07534
1731.12689224,100,9.72077e-06,0.6,1,0.0191158,500.0,0.0937981,91.2212414167,43.5589,-620.019,-567.291836635,0.01,1731.12689224,-567.291836635,-567.291836635,0.00157091,0.154311,100,0.982305,1.87775,93.0198786194,-563.276,1.07504
5391.80347634,100,1.15251e-05,0.6,1,0.0156356,500.0,0.11024,89.758708841,49.7187,-667.45,-577.992571849,0.01,5391.80347634,-577.992571849,-577.992571849,0.00157598,0.154134,100,0.978019,1.52919,92.6093838699,-569.53,1.0798
1643.26325247,100,1.09324e-05,0.6,1,0.022418,500.0,0.119007,90.2339118131,44.152,-619.032,-568.856436513,0.01,1643.26325247,-568.856436513,-568.856436513,0.00297961,0.310877,100,1.04335,2.33897,90.5627753298,-563.514,1.10421
1525.0358129,100,0.000701718,0.6,1,0.259551,500.0,17.5814,12.5833545513,107.664,-609.716,-565.39577922,0.01,1525.0358129,-565.39577922,-565.39577922,0.00105419,0.166865,100,1.58287,41.0836,69.9945021418,-544.115,1.42868
3890.77475515,100,2.81437e-05,0.6,1,0.0451513,500.0,0.25906,78.2091830595,57.2127,-648.722,-568.975783515,0.01,3890.77475515,-568.975783515,-568.975783515,0.00329277,0.315916,100,0.959422,4.33192,88.1518632606,-558.64,1.13441
1280.32842901,100,8.07856e-06,0.6,1,0.0253101,500.0,0.0869619,92.5944967605,38.3234,-615.573,-563.595347514,0.01,1280.32842901,-563.595347514,-563.595347514,0.00610637,0.633549,100,1.03752,2.62598,94.9544556141,-560.922,1.05314
1481.11370321,100,4.53677e-06,0.6,1,0.0179597,500.0,0.0474442,95.7016513666,41.5369,-621.188,-567.730706785,0.01,1481.11370321,-567.730706785,-567.730706785,0.00472311,0.482999,100,1.02263,1.83661,96.8129072674,-565.934,1.03292
1994.79590536,100,1.63783e-05,0.6,1,0.0234787,500.0,0.191288,86.0477933492,45.8487,-604.96,-554.983366245,0.01,1994.79590536,-554.983366245,-554.983366245,0.0032254,0.348572,100,1.08071,2.53737,87.6959975345,-547.955,1.1403
1531.07163093,100,5.80764e-05,0.6,1,0.0702913,500.0,0.612584,63.4938267217,60.4267,-603.452,-555.100442995,0.01,1531.07163093,-555.100442995,-555.100442995,0.00219527,0.22546,100,1.02703,7.21913,80.2000151248,-544.997,1.24688
1615.23941322,100,2.02981e-05,0.6,1,0.0289324,500.0,0.213619,83.2673215666,44.0015,-613.462,-562.204788726,0.01,1615.23941322,-562.204788726,-562.204788726,0.00261361,0.268123,100,1.02587,2.96809,86.690231583,-554.713,1.15353
2228.82268064,100,8.48853e-06,0.6,1,0.0209031,500.0,0.0860373,92.247829453,45.7342,-615.727,-558.325671061,0.01,2228.82268064,-558.325671061,-558.325671061,0.00501092,0.504481,100,1.00676,2.10445,92.7373807591,-553.565,1.07831
1673.14133517,100,1.10035e-05,0.6,1,0.0191875,500.0,0.107665,90.1766288354,43.6833,-598.38,-545.68699347,0.01,1673.14133517,-545.68699347,-545.68699347,0.00203465,0.201261,100,0.98917,1.89797,90.5205775329,-540.381,1.10472
2083.89892716,100,2.83003e-05,0.6,1,0.02789,500.0,0.233301,78.1144449346,56.433,-609.103,-553.986785411,0.01,2083.89892716,-553.986785411,-553.986785411,0.000964055,0.0875316,100,0.907952,2.53228,81.8573279833,-543.629,1.22164
1953.05178412,100,1.11822e-05,0.6,1,0.0205082,500.0,0.104811,90.03303556,47.8567,-606.203,-552.943549099,0.01,1953.05178412,-552.943549099,-552.943549099,0.00316985,0.306888,100,0.968147,1.98549,89.3273196878,-546.329,1.11948
1821.17425635,100,5.52965e-06,0.6,1,0.0192619,500.0,0.0565854,94.8097890074,43.4406,-601.964,-549.055171045,0.01,1821.17425635,-549.055171045,-549.055171045,0.00434399,0.439432,100,1.01159,1.94851,94.6212699469,-546.071,1.05684
3662.59114565,100,1.20564e-05,0.6,1,0.0300139,500.0,0.124792,89.33684907,59.8452,-629.146,-552.835977232,0.01,3662.59114565,-552.835977232,-552.835977232,0.00467668,0.475798,100,1.01738,3.05356,89.8971904877,-544.238,1.11238
2333.98433839,100,1.95456e-05,0.6,1,0.0242128,500.0,0.183773,83.7870776183,48.1071,-602.705,-541.714490339,0.01,2333.98433839,-541.714490339,-541.714490339,0.00226481,0.219608,100,0.969654,2.3478,87.257554856,-533.202,1.14603
1739.60352931,100,1.92959e-05,0.6,1,0.025507,500.0,0.191904,83.9609886068,45.6881,-594.447,-544.740430071,0.01,1739.60352931,-544.740430071,-544.740430071,0.00191305,0.190781,100,0.997261,2.54372,85.1600055551,-536.348,1.17426
1993.07835384,100,1.75121e-05,0.6,1,0.0253839,500.0,0.174822,85.2246603748,46.8054,-588.472,-537.757854087,0.01,1993.07835384,-537.757854087,-537.757854087,0.00195563,0.195396,100,0.999149,2.53623,87.7352628672,-530.096,1.13979
1858.19130912,100,8.13848e-06,0.6,1,0.0165369,500.0,0.0748757,92.5436522665,46.1823,-584.535,-533.464847873,0.01,1858.19130912,-533.464847873,-533.464847873,0.00404514,0.388001,100,0.959177,1.58618,91.2834537554,-528.873,1.09549
1616.40395786,100,2.26547e-05,0.6,1,0.0259727,500.0,0.236356,81.6805629405,41.5674,-580.17,-532.057565851,0.01,1616.40395786,-532.057565851,-532.057565851,0.000226555,0.0231408,100,1.02142,2.6529,86.1663961237,-523.513,1.16055
1890.01236493,100,7.4162e-05,0.6,1,0.0863199,500.0,0.696463,57.6633396599,47.0797,-580.793,-530.878497117,0.01,1890.01236493,-530.878497117,-530.878497117,0.0014568,0.141175,100,0.969077,8.36506,84.4306067552,-523.493,1.1844
1903.95689078,100,7.82511e-06,0.6,1,0.0172038,500.0,0.0783684,92.8101079833,43.3335,-567.733,-518.773973905,0.01,1903.95689078,-518.773973905,-518.773973905,0.00322102,0.322343,100,1.00075,1.72167,93.3989602381,-514.976,1.07068
1774.9687607,100,2.23034e-05,0.6,1,0.0292821,500.0,0.233396,81.9132558409,46.6148,-575.844,-529.363719305,0.01,1774.9687607,-529.363719305,-529.363719305,0.0024605,0.251701,100,1.02297,2.99546,87.1487550932,-522.773,1.14746
1720.34023889,100,0.0056833,0.6,1,0.756156,500.0,599.661,1.74627775337,186.87,-532.349,-531.994173522,0.01,1720.34023889,-531.994173522,-531.994173522,2.74996e-05,0.00893262,100,3.24827,245.62,43.7242979392,-454.579,2.28706
1997.99119293,100,9.21389e-06,0.6,1,0.0191689,500.0,0.0892866,91.6407465096,46.0076,-573.446,-522.838726017,0.01,1997.99119293,-522.838726017,-522.838726017,0.00231787,0.228171,100,0.9844,1.88699,92.944579551,-518.887,1.07591
1890.89440756,100,1.4089e-05,0.6,1,0.026503,500.0,0.124278,87.759265766,45.7367,-576.649,-526.122125285,0.01,1890.89440756,-526.122125285,-526.122125285,0.00293037,0.27522,100,0.9392,2.48917,89.5130206502,-520.525,1.11716
1605.52706276,100,4.42539e-06,0.6,1,0.014087,500.0,0.0446628,95.8027445135,40.3724,-573.942,-525.252667568,0.01,1605.52706276,-525.252667568,-525.252667568,0.00420754,0.422694,100,1.00461,1.41519,95.5157533777,-522.928,1.04695
2122.04694088,100,7.78748e-06,0.6,1,0.0205968,500.0,0.0791524,92.8421937411,47.9447,-572.69,-519.42715198,0.01,2122.04694088,-519.42715198,-519.42715198,0.00529283,0.533607,100,1.00817,2.07651,93.5436269437,-515.799,1.06902
2213.1188816,100,3.05522e-05,0.6,1,0.0397008,500.0,0.311935,76.777379368,52.9458,-575.258,-525.924691465,0.01,2213.1188816,-525.924691465,-525.924691465,0.00239064,0.24156,100,1.01044,4.01153,86.7136114273,-518.788,1.15322
1650.02985401,100,1.0231e-05,0.6,1,0.0154434,500.0,0.104429,90.8028263545,43.2317,-572.183,-523.694671601,0.01,1650.02985401,-523.694671601,-523.694671601,0.00354497,0.35815,100,1.0103,1.56025,90.4408336859,-519.005,1.1057
1812.09131658,100,2.41803e-05,0.6,1,0.022144,500.0,0.219423,80.6851896899,48.7599,-571.998,-525.365405077,0.01,1812.09131658,-525.365405077,-525.365405077,0.00122707,0.11689,100,0.9526,2.10944,83.3220066792,-516.349,1.20016
3258.81029104,100,5.98937e-06,0.6,1,0.0163601,500.0,0.0565843,94.4024393925,56.0893,-596.936,-525.199417636,0.01,3258.81029104,-525.199417636,-525.199417636,0.00503084,0.488988,100,0.971979,1.59017,95.4507279297,-521.83,1.04766
2522.07906313,100,1.09529e-05,0.6,1,0.0207845,500.0,0.110809,90.217428769,46.3775,-590.365,-527.388211618,0.01,2522.07906313,-527.388211618,-527.388211618,0.00213235,0.214478,100,1.00583,2.09056,91.7632683646,-521.752,1.08976
1880.32627492,100,3.66495e-06,0.6,1,0.0143895,500.0,0.0396338,96.4987457908,45.1345,-567.343,-516.431275458,0.01,1880.32627492,-516.431275458,-516.431275458,0.00277403,0.288476,100,1.03992,1.49638,96.1352709046,-514.386,1.0402
2124.06031967,100,1.11177e-05,0.6,1,0.0208127,500.0,0.112531,90.0848077521,46.8988,-576.249,-521.178280039,0.01,2124.06031967,-521.178280039,-521.178280039,0.00444366,0.447065,100,1.00607,2.09391,92.2025772863,-516.657,1.08457
2242.03828563,100,1.34428e-05,0.6,1,0.0175448,500.0,0.113945,88.2546772991,46.9776,-574.363,-520.46101185,0.01,2242.03828563,-520.46101185,-520.46101185,0.00293104,0.269852,100,0.920667,1.6153,91.0160103005,-515.364,1.09871
2480.07031699,100,0.000196769,0.6,1,0.118372,500.0,2.09208,33.9212041618,137.955,-567.469,-520.658999779,0.01,2480.07031699,-520.658999779,-520.658999779,0.000761867,0.078558,100,1.03112,12.2056,57.6477320512,-498.664,1.73467
2145.54585025,100,3.28331e-05,0.6,1,0.0538491,500.0,0.358571,75.4689991506,58.4772,-566.535,-518.806729996,0.01,2145.54585025,-518.806729996,-518.806729996,0.000952988,0.0995907,100,1.04504,5.62743,84.9212702848,-510.859,1.17756
1946.18829178,100,7.86582e-06,0.6,1,0.0148661,500.0,0.0817854,92.775417114,44.3736,-560.049,-511.519968084,0.01,1946.18829178,-511.519968084,-511.519968084,0.00389622,0.397292,100,1.01968,1.51588,93.5334575301,-508.072,1.06914
1559.42340388,100,5.11715e-06,0.6,1,0.021023,500.0,0.0519225,95.1783281929,39.491,-567.784,-517.709395594,0.01,1559.42340388,-517.709395594,-517.709395594,0.00518118,0.521906,100,1.00731,2.11767,95.6860120224,-515.651,1.04508
2179.66259485,100,1.39428e-05,0.6,1,0.0249553,500.0,0.145691,87.8708743181,46.0876,-566.376,-515.631240957,0.01,2179.66259485,-515.631240957,-515.631240957,0.0014793,0.151216,100,1.02221,2.55096,89.4312846937,-509.438,1.11818
2548.92941603,100,0.00146801,0.6,1,0.382988,500.0,43.9765,6.43778369855,141.337,-559.686,-518.576245027,0.01,2548.92941603,-518.576245027,-518.576245027,0.000694014,0.12012,100,1.7308,66.2874,54.7670697752,-488.865,1.82591
2354.24751942,100,7.6163e-06,0.6,1,0.015974,500.0,0.0718362,92.9885133049,48.7394,-568.769,-517.665151343,0.01,2354.24751942,-517.665151343,-517.665151343,0.00136773,0.132831,100,0.97118,1.55137,93.5558540273,-513.738,1.06888
1850.61234462,100,2.57215e-05,0.6,1,0.0226786,500.0,0.229544,79.7039796633,48.6054,-564.6,-517.561544554,0.01,1850.61234462,-517.561544554,-517.561544554,0.000220291,0.0208104,100,0.944681,2.14241,83.3689838775,-509.129,1.19949
2024.06216928,100,3.9553e-05,0.6,1,0.0373916,500.0,0.32719,71.8610026446,56.9778,-559.806,-510.395260816,0.01,2024.06216928,-510.395260816,-510.395260816,0.0033949,0.308771,100,0.909515,3.40083,80.0878267211,-499.186,1.24863
1781.3256265,100,1.67924e-05,0.6,1,0.0195266,500.0,0.150249,85.7453141996,48.7571,-557.179,-510.44235068,0.01,1781.3256265,-510.44235068,-510.44235068,0.000692655,0.0655189,100,0.94591,1.84704,86.2359403868,-504.646,1.15961
2485.07112946,100,5.41483e-06,0.6,1,0.0187681,500.0,0.0575115,94.9120389544,48.9183,-561.94,-511.953520329,0.01,2485.07112946,-511.953520329,-511.953520329,0.00325084,0.335027,100,1.03059,1.93422,93.1548165701,-507.837,1.07348
2869.40210657,100,3.43515e-05,0.6,1,0.0357217,500.0,0.335009,74.62243855,59.4285,-559.837,-505.693711063,0.01,2869.40210657,-505.693711063,-505.693711063,0.00235577,0.232643,100,0.987542,3.52767,81.3185051237,-494.332,1.22973
1847.12176311,100,1.80287e-05,0.6,1,0.0249145,500.0,0.18192,84.8547593534,49.2167,-559.752,-512.632347807,0.01,1847.12176311,-512.632347807,-512.632347807,0.00304582,0.305958,100,1.00452,2.50271,87.6621169201,-506.013,1.14074
2015.16318215,100,1.30397e-05,0.6,1,0.0211578,500.0,0.126366,88.5667019983,45.3675,-563.574,-513.703436225,0.01,2015.16318215,-513.703436225,-513.703436225,0.00271788,0.267554,100,0.984424,2.08282,90.0778513458,-508.128,1.11015
2145.95881312,100,0.000111405,0.6,1,0.0832477,500.0,1.45892,47.5532181356,67.8574,-561.113,-514.148818623,0.01,2145.95881312,-514.148818623,-514.148818623,0.000991427,0.113455,100,1.14436,9.52657,74.4787641257,-498.504,1.34266
1976.41180492,100,6.07801e-06,0.6,1,0.0174988,500.0,0.0612832,94.3242809992,46.2023,-556.227,-508.792914941,0.01,1976.41180492,-508.792914941,-508.792914941,0.00615723,0.618266,100,1.00413,1.7571,93.7701474392,-505.459,1.06644
2002.49692737,100,2.24547e-05,0.6,1,0.0363019,500.0,0.208718,81.8128512988,59.7189,-558.545,-511.854095356,0.01,2002.49692737,-511.854095356,-511.854095356,0.00266342,0.256783,100,0.964109,3.4999,85.2465726766,-504.71,1.17307
1928.16126405,100,1.68167e-05,0.6,1,0.0290773,500.0,0.185643,85.7276054718,50.7537,-555.391,-508.191205834,0.01,1928.16126405,-508.191205834,-508.191205834,0.00345998,0.363532,100,1.05068,3.05508,89.7765626737,-502.902,1.11388
2742.57393924,100,9.05269e-06,0.6,1,0.0250388,500.0,0.096993,91.7749780037,52.7687,-579.306,-518.10694519,0.01,2742.57393924,-518.10694519,-518.10694519,0.00565344,0.585186,100,1.0351,2.59176,94.8357921058,-514.482,1.05445
2095.86300762,100,9.37949e-05,0.6,1,0.0833565,500.0,1.21914,51.8518982991,64.4054,-558.836,-514.241197828,0.01,2095.86300762,-514.241197828,-514.241197828,0.00187067,0.213273,100,1.14009,9.50336,75.7504922793,-500.187,1.32012
2305.89185174,100,2.13643e-05,0.6,1,0.0278154,500.0,0.214761,82.5418550356,46.0373,-570.967,-517.84054584,0.01,2305.89185174,-517.84054584,-517.84054584,0.00121976,0.122295,100,1.00261,2.78881,84.6714585812,-508.076,1.18104
2146.39658906,100,9.52559e-06,0.6,1,0.0259376,500.0,0.102766,91.3822987593,47.2617,-571.282,-521.250483945,0.01,2146.39658906,-521.250483945,-521.250483945,0.00479791,0.498346,100,1.03867,2.69407,94.0236855712,-518.306,1.06356
1938.51546294,100,1.04987e-05,0.6,1,0.0190984,500.0,0.116553,90.5848440285,44.6152,-564.418,-515.09339188,0.01,1938.51546294,-515.09339188,-515.09339188,0.00232559,0.245034,100,1.05364,2.01229,91.8019510988,-510.084,1.0893
1891.27951446,100,9.26386e-06,0.6,1,0.0237599,500.0,0.0921662,91.5992218781,43.365,-560.916,-514.386358054,0.01,1891.27951446,-514.386358054,-514.386358054,0.00357866,0.356952,100,0.997447,2.36992,92.2951766063,-510.211,1.08348
1600.3956661,100,3.17353e-06,0.6,1,0.018123,500.0,0.031659,96.9538904173,40.6711,-564.205,-511.602802038,0.01,1600.3956661,-511.602802038,-511.602802038,0.0061208,0.611344,100,0.998797,1.81012,96.5497476572,-509.695,1.03574
2324.72229242,100,3.04825e-05,0.6,1,0.040733,500.0,0.321184,76.8181074592,59.478,-559.659,-511.795272284,0.01,2324.72229242,-511.795272284,-511.795272284,0.0012106,0.124266,100,1.02648,4.18117,85.3831193074,-504.777,1.17119
1764.90113367,100,1.64183e-05,0.6,1,0.0248489,500.0,0.159415,86.0184645684,44.2523,-561.357,-512.505142478,0.01,1764.90113367,-512.505142478,-512.505142478,0.00174519,0.171966,100,0.985373,2.44854,88.5544959157,-507.049,1.12925
2170.74647871,100,0.00243965,0.6,1,0.408692,500.0,4.0914,3.97574256601,126.25,-554.583,-513.067730571,0.01,2170.74647871,-513.067730571,-513.067730571,1.08674e-20,4.4504e-19,100,0.409517,16.7366,99.9999284745,-502.157,1.0
