MinNormIw,VanillaAvgRet,AvgRet,AvgDiscRet,EpsThisIter,BatchSize,MaxNormIw,MaxVanillaIw,VarDiscRet,VarJ,Bound,MinVanillaIw,IterType,SamplesThisIter,ESSRenyi,AvgNormIw,VarRet,AvgVanillaIw,VarNormIw,delta,J,VarVanillaIw,renyi2,AvgEpLen,ESSClassic
,-284.909092823,-284.909092823,-284.909092823,140,100,0.0020995,1574.48,26982.5877074,1843.0,-87.925,,1,50000,nan,3.96825e-05,26982.5877074,29.7591,2.80922e-08,0.7,-16369.7,15798.8,nan,357.142857143,1.48499669153
,-315.944343274,-315.944343274,-315.944343274,124,100,0.00735504,16915.1,16790.6070385,1899.26,-138.895,,1,50000,nan,4.48029e-05,16790.6070385,103.038,1.23495e-07,0.7,-26684.5,653172.0,nan,403.225806452,6.76548686237
,-252.918732459,-252.918732459,-252.918732459,153,100,0.00130169,318.594,25055.7472226,1732.91,-87.72,,1,50000,nan,3.63108e-05,25055.7472226,8.88721,1.00798e-08,0.7,-16727.5,603.821,nan,326.797385621,4.94722451934
,-359.014088783,-359.014088783,-359.014088783,112,100,0.0448197,74295.5,8509.58088824,1842.15,-238.436,,1,50000,nan,4.96032e-05,8509.58088824,82.2249,1.02517e-06,0.7,-43042.9,2.81697e+06,nan,446.428571429,9.71328895861
,-378.561428999,-378.561428999,-378.561428999,103,100,0.154977,109620.0,3787.58888222,3023.12,-223.052,,1,50000,nan,5.39374e-05,3787.58888222,38.1516,2.0549e-06,0.7,-37934.6,1.0281e+06,nan,485.436893204,0.812321362877
,-277.871742163,-277.871742163,-277.871742163,142,100,0.000749233,133.29,25029.1147072,nan,nan,,1,50000,nan,3.91236e-05,25029.1147072,6.96015,1.00424e-08,0.7,nan,317.829,nan,352.112676056,2.53814745052
,-256.099712982,-256.099712982,-256.099712982,145,100,0.00226044,556.823,14841.4392457,1474.42,-145.365,,1,50000,nan,3.83142e-05,14841.4392457,9.43809,1.81687e-08,0.7,-25586.2,1102.48,nan,344.827586207,2.83662318228
,-283.568957092,-283.568957092,-283.568957092,136,100,0.0161242,2929.55,21441.0192649,nan,nan,,1,50000,nan,4.08497e-05,21441.0192649,7.42183,1.40397e-07,0.7,nan,4634.48,nan,367.647058824,10.0001172682
,-294.02629244,-294.02629244,-294.02629244,134,100,0.00297301,1077.06,22708.288299,1816.69,-111.303,,1,50000,nan,4.14594e-05,22708.288299,15.0198,2.37149e-08,0.7,-22646.9,3112.46,nan,373.134328358,2.06426279558
,-224.959095146,-224.959095146,-224.959095146,165,100,0.000685886,155.435,21649.676467,1495.24,-96.856,,1,50000,nan,3.367e-05,21649.676467,7.63027,7.96805e-09,0.7,-18297.3,409.209,nan,303.03030303,2.85169244193
,-215.24898056,-215.24898056,-215.24898056,177,100,0.0123414,2067.73,24448.3636381,1549.23,-98.1167,,1,50000,nan,3.13873e-05,24448.3636381,5.25876,5.1618e-08,0.7,-18856.3,1448.97,nan,282.485875706,9.89842806775
,-251.946557484,-251.946557484,-251.946557484,151,100,0.00100127,138.193,24147.1552135,1699.09,-108.821,,1,50000,nan,3.67918e-05,24147.1552135,5.0779,8.72146e-09,0.7,-22849.0,166.133,nan,331.125827815,3.94685891802
,-204.566409721,-204.566409721,-204.566409721,190,100,0.0787556,42048.1,27072.1587894,nan,nan,,1,50000,nan,2.92398e-05,27072.1587894,15.6113,1.8138e-06,0.7,nan,517036.0,nan,263.157894737,10.0021564382
,-214.711741018,-214.711741018,-214.711741018,177,100,0.00352587,416.417,24841.7698613,1500.82,-92.4339,,1,50000,nan,3.13873e-05,24841.7698613,3.70694,1.4174e-08,0.7,-19285.5,197.704,nan,282.485875706,3.75350832925
,-154.316008445,-154.316008445,-154.316008445,244,100,0.000751977,63.3474,21249.3936572,1229.3,-81.747,,1,50000,nan,2.27687e-05,21249.3936572,1.91806,1.55421e-09,0.7,-14242.6,11.0295,nan,204.918032787,5.08234310232
,-120.86384903,-120.86384903,-120.86384903,300,100,0.000231116,15.551,13191.4388948,827.176,-82.7292,,1,50000,nan,1.85185e-05,13191.4388948,1.24604,4.69815e-10,0.7,-14042.8,2.12707,nan,166.666666667,5.33152921826
,-126.597172421,-126.597172421,-126.597172421,285,100,0.000449797,33.5507,15284.7964857,823.563,-78.4747,,1,50000,nan,1.94932e-05,15284.7964857,1.45401,8.66782e-10,0.7,-12894.3,4.8226,nan,175.438596491,6.05712225426
,-131.528002337,-131.528002337,-131.528002337,277,100,0.00686584,611.492,16019.223546,999.669,-79.6956,,1,50000,nan,2.00562e-05,16019.223546,1.78626,1.0762e-08,0.7,-13744.3,85.3661,nan,180.505415162,10.676652223
1.33838e-41,-88.6627846298,-88.6627846298,-88.6627846298,401,100,0.00010199,8.37969,6909.00900467,544.656,-73.8548,1.09967e-36,1,50000,nan,1.38543e-05,6909.00900467,1.13829,1.94195e-10,0.7,-11812.4,1.31093,nan,124.688279302,6.14734538881
,-94.5567017302,-94.5567017302,-94.5567017302,371,100,0.000285582,19.9176,9541.47533325,647.81,-71.1523,,1,50000,nan,1.49745e-05,9541.47533325,1.04438,3.25403e-10,0.7,-11297.6,1.58283,nan,134.770889488,3.71372214025
,-122.5476666,-122.5476666,-122.5476666,293,100,0.000338488,22.9957,13174.8907628,850.886,-78.2972,,1,50000,nan,1.89609e-05,13174.8907628,1.28814,8.52742e-10,0.7,-12772.9,3.93573,nan,170.648464164,3.29798625939
1.03993e-12,-69.089172164,-69.089172164,-69.089172164,505,100,0.000115084,10.6305,2457.14088932,240.229,-70.7541,9.60598e-08,1,50000,nan,1.10011e-05,2457.14088932,1.01619,5.29419e-11,0.7,-10904.0,0.451724,nan,99.0099009901,4.38899339647
4.17259e-15,-66.2999986391,-66.2999986391,-66.2999986391,516,100,0.000174001,19.4753,1413.52065341,564.744,-66.9977,4.67022e-10,1,50000,nan,1.07666e-05,1413.52065341,1.20506,1.45589e-10,0.7,-10237.5,1.82387,nan,96.8992248062,4.66716211492
1.03281e-23,-70.7785889905,-70.7785889905,-70.7785889905,489,100,9.29972e-05,8.88507,2824.78337126,401.456,-70.5077,9.86762e-19,1,50000,nan,1.13611e-05,2824.78337126,1.08545,8.46885e-11,0.7,-10912.1,0.773046,nan,102.249488753,4.44977454086
,-63.7205541498,-63.7205541498,-63.7205541498,534,100,0.0834889,2.52044e+22,151.054442502,340.382,-37.3447,,1,50000,nan,1.04037e-05,151.054442502,3.14076e+18,7.37208e-07,0.7,-6941.35,inf,nan,93.6329588015,9.8354505325
4.2507e-23,-83.4002427176,-83.4002427176,-83.4002427176,423,100,0.000116026,9.20711,5286.4730624,481.96,-74.1937,3.37311e-18,1,50000,nan,1.31337e-05,5286.4730624,1.04221,1.12106e-10,0.7,-12003.0,0.70594,nan,118.203309693,4.92723298174
,-97.4378204629,-97.4378204629,-97.4378204629,368,100,0.000867147,78.3767,10169.4385486,876.509,-70.0637,,1,50000,nan,1.50966e-05,10169.4385486,1.3645,8.65252e-10,0.7,-11446.3,7.06856,nan,135.869565217,27.2358144341
,-82.0732756002,-82.0732756002,-82.0732756002,444,100,0.000196041,17.8551,8078.33914793,704.389,-65.9049,,1,50000,nan,1.25125e-05,8078.33914793,1.13962,2.16806e-10,0.7,-10432.4,1.79847,nan,112.612612613,3.92890950191
1.82613e-10,-62.1901429021,-62.1901429021,-62.1901429021,548,100,7.18686e-05,7.63246,485.690302689,255.986,-67.9388,1.93935e-05,1,50000,nan,1.01379e-05,485.690302689,1.07664,4.12864e-11,0.7,-10428.9,0.465648,nan,91.2408759124,5.13956971257
1.27545e-14,-65.9364426224,-65.9364426224,-65.9364426224,521,100,0.000103636,10.5425,880.504323777,368.445,-67.6165,1.29747e-09,1,50000,nan,1.06633e-05,880.504323777,1.08473,7.73099e-11,0.7,-10608.2,0.800023,nan,95.9692898273,4.60633998834
1.19415e-08,-62.2274645506,-62.2274645506,-62.2274645506,553,100,9.54966e-05,9.53381,412.283880256,189.217,-68.9251,0.00119217,1,50000,nan,1.00462e-05,412.283880256,1.00295,2.08202e-11,0.7,-10624.5,0.207512,nan,90.4159132007,4.83645538119
1.41297e-17,-70.0397481725,-70.0397481725,-70.0397481725,499,100,7.75205e-05,7.07914,2988.37710208,352.622,-69.6803,1.29032e-12,1,50000,nan,1.11334e-05,2988.37710208,1.0167,5.63601e-11,0.7,-10911.8,0.470002,nan,100.200400802,4.67167362993
1.12164e-25,-68.5762071625,-68.5762071625,-68.5762071625,507,100,6.89332e-05,6.55824,2477.34046347,290.2,-69.0249,1.06711e-20,1,50000,nan,1.09577e-05,2477.34046347,1.04251,6.9027e-11,0.7,-10628.7,0.624794,nan,98.6193293886,3.82936607563
,-59.0744258257,-59.0744258257,-59.0744258257,583,100,0.0651913,2.98688e+07,127.220372587,247.896,-53.8229,,1,50000,nan,9.52925e-06,127.220372587,4366.03,4.13859e-07,0.7,-6281.17,8.68776e+10,nan,85.7632933105,9.78482581959
4.71583e-17,-68.5170535097,-68.5170535097,-68.5170535097,506,100,0.000160049,16.8013,2816.99358048,611.8,-66.4948,4.9505e-12,1,50000,nan,1.09794e-05,2816.99358048,1.15257,1.4621e-10,0.7,-10196.4,1.61123,nan,98.814229249,4.3025177103
7.38137e-08,-60.6478269037,-60.6478269037,-60.6478269037,561,100,0.000100552,10.6749,280.752289548,294.482,-66.3958,0.00783634,1,50000,nan,9.90295e-06,280.752289548,1.05133,3.50931e-11,0.7,-10500.8,0.395524,nan,89.1265597148,5.23612253182
4.15747e-20,-58.3571676207,-58.3571676207,-58.3571676207,585,100,0.000303397,44.3582,68.5793078144,275.829,-56.939,6.07844e-15,1,50000,nan,9.49668e-06,68.5793078144,1.38846,2.81438e-10,0.7,-9672.28,6.01602,nan,85.4700854701,4.66274500053
3.90905e-14,-67.99870776,-67.99870776,-67.99870776,512,100,6.57927e-05,6.22506,2472.16937521,309.821,-70.1884,3.69859e-09,1,50000,,1.08507e-05,2472.16937521,1.02665,4.70847e-11,0.7,-10873.9,0.421513,inf,97.65625,5.27158258996
4.17359e-24,-74.8979767643,-74.8979767643,-74.8979767643,471,100,7.59375e-05,6.7053,3462.22226735,389.723,-72.1898,3.68529e-19,1,50000,nan,1.17952e-05,3462.22226735,1.04152,7.76722e-11,0.7,-11368.9,0.605606,nan,106.157112527,4.50339550822
,-88.5726200906,-88.5726200906,-88.5726200906,407,100,0.000166894,12.3438,8523.72614719,636.271,-72.0447,,1,50000,nan,1.365e-05,8523.72614719,1.00959,1.62782e-10,0.7,-11851.2,0.890485,nan,122.85012285,8.39590578683
7.12171e-19,-67.066117908,-67.066117908,-67.066117908,506,100,0.000129003,12.7398,1557.16809587,271.898,-67.0027,7.03311e-14,1,50000,nan,1.09794e-05,1557.16809587,1.08428,8.75984e-11,0.7,-10604.8,0.854323,nan,98.814229249,4.26360136572
1.99172e-13,-58.786502716,-58.786502716,-58.786502716,583,100,0.000117219,14.1838,182.446637444,248.458,-62.1765,2.41002e-08,1,50000,,9.52925e-06,182.446637444,1.15306,7.24861e-11,0.7,-9925.38,1.0613,inf,85.7632933105,5.90576316264
,-59.9574783727,-59.9574783727,-59.9574783727,566,100,0.0693117,5.7934e+12,86.5051528142,nan,nan,,1,50000,nan,9.81547e-06,86.5051528142,8.20424e+08,5.16322e-07,0.7,nan,3.60724e+21,nan,88.3392226148,9.1311892055
6.06534e-18,-69.4044650893,-69.4044650893,-69.4044650893,488,100,0.000106246,9.43662,1876.05954664,299.42,-67.2495,5.38716e-13,1,50000,nan,1.13843e-05,1876.05954664,1.01114,7.26312e-11,0.7,-10873.8,0.572971,nan,102.459016393,4.12758705481
2.24947e-32,-71.785547608,-71.785547608,-71.785547608,475,100,0.00018357,18.3171,3028.22706688,471.076,-64.6114,2.24458e-27,1,50000,nan,1.16959e-05,3028.22706688,1.16705,1.77772e-10,0.7,-10420.5,1.77001,nan,105.263157895,4.36556075606
2.64067e-26,-72.03269687,-72.03269687,-72.03269687,472,100,8.59453e-05,7.68038,2247.16613628,326.57,-69.6527,2.35979e-21,1,50000,nan,1.17702e-05,2247.16613628,1.05183,8.29941e-11,0.7,-11048.9,0.662778,nan,105.93220339,5.177369665
,-58.6319483591,-58.6319483591,-58.6319483591,587,100,0.0299892,8.34616e+12,88.6987295619,362.376,-30.0464,,1,50000,nan,9.46432e-06,88.6987295619,2.63397e+09,2.17446e-07,0.7,-6526.74,1.6842e+22,nan,85.1788756388,3.91285401225
5.4914e-38,-85.9316240349,-85.9316240349,-85.9316240349,411,100,0.000619302,56.076,7593.14783016,721.3,-69.6354,4.97231e-33,1,50000,nan,1.35172e-05,7593.14783016,1.22394,2.7194e-10,0.7,-11339.6,2.22958,nan,121.654501217,9.67372739917
1.94379e-11,-65.7210996528,-65.7210996528,-65.7210996528,521,100,4.8758e-05,4.97818,1051.54082516,281.654,-70.3624,1.98461e-06,1,50000,nan,1.06633e-05,1051.54082516,1.08872,3.63026e-11,0.7,-10936.0,0.378432,nan,95.9692898273,6.08360592286
9.07066e-17,-66.4192716309,-66.4192716309,-66.4192716309,517,100,7.40843e-05,6.97248,1679.00570222,273.862,-67.5658,8.5369e-12,1,50000,nan,1.07458e-05,1679.00570222,1.01134,4.74186e-11,0.7,-10753.2,0.420021,nan,96.7117988395,6.3844328671
1.38308e-42,-68.4128735131,-68.4128735131,-68.4128735131,510,100,0.0001085,11.2091,2645.56024335,487.599,-67.9802,1.42903e-37,1,50000,nan,1.08932e-05,2645.56024335,1.12538,1.00849e-10,0.7,-10538.5,1.07635,nan,98.0392156863,13.8599275678
5.58744e-20,-67.8782594922,-67.8782594922,-67.8782594922,510,100,9.38549e-05,9.23802,2322.32823689,340.89,-66.6203,5.49965e-15,1,50000,nan,1.08932e-05,2322.32823689,1.07221,5.83765e-11,0.7,-10648.7,0.565565,nan,98.0392156863,5.65702595807
,-60.3124095323,-60.3124095323,-60.3124095323,567,100,0.000338993,62.6367,97.8218690661,207.422,-55.5984,,1,50000,nan,9.79816e-06,97.8218690661,1.81043,5.51235e-10,0.7,-9756.39,18.8197,nan,88.1834215168,2.85955990397
1.8315e-16,-67.9218300371,-67.9218300371,-67.9218300371,513,100,8.70687e-05,8.05269,2686.75614576,346.464,-69.4701,1.69389e-11,1,50000,nan,1.08295e-05,2686.75614576,1.00159,4.2055e-11,0.7,-10802.6,0.359729,nan,97.4658869396,4.91709387855
,-58.4481676717,-58.4481676717,-58.4481676717,588,100,0.0719132,1.27256e+20,79.9459114506,236.837,-39.1742,,1,50000,nan,9.44822e-06,79.9459114506,1.67194e+16,5.62185e-07,0.7,-7288.81,inf,nan,85.0340136054,8.69007022448
8.11821e-22,-76.7593174604,-76.7593174604,-76.7593174604,453,100,0.000116545,9.98777,4561.18445463,526.229,-69.9913,6.9572e-17,1,50000,nan,1.22639e-05,4561.18445463,1.051,8.68226e-11,0.7,-11387.9,0.637648,nan,110.375275938,4.55811851902
6.75154e-11,-63.5573771797,-63.5573771797,-63.5573771797,532,100,9.49133e-05,9.39345,397.963057099,230.39,-69.2856,6.68192e-06,1,50000,,1.04428e-05,397.963057099,1.03351,3.61465e-11,0.7,-10685.0,0.354048,inf,93.984962406,4.48241719192
2.79647e-15,-77.5206661842,-77.5206661842,-77.5206661842,457,100,0.00011823,9.43747,5155.99606947,468.446,-73.0089,2.23223e-10,1,50000,nan,1.21566e-05,5155.99606947,0.970377,6.32824e-11,0.7,-11645.8,0.403219,nan,109.409190372,7.38104820508
5.69773e-08,-63.318832603,-63.318832603,-63.318832603,541,100,0.000102419,9.96326,292.059116859,227.482,-71.2977,0.0055427,1,50000,,1.0269e-05,292.059116859,0.998962,2.36632e-11,0.7,-10917.7,0.223929,inf,92.4214417745,4.81051703043
3.12599e-18,-66.5578032182,-66.5578032182,-66.5578032182,525,100,0.000116146,12.1376,2447.61595781,452.799,-66.2456,3.26674e-13,1,50000,nan,1.0582e-05,2447.61595781,1.10585,8.22822e-11,0.7,-10331.1,0.898587,nan,95.2380952381,4.80298650765
9.94757e-35,-75.0190906141,-75.0190906141,-75.0190906141,467,100,0.000152871,14.1858,4866.73892693,659.101,-67.1418,9.23097e-30,1,50000,nan,1.18963e-05,4866.73892693,1.10393,1.59315e-10,0.7,-10586.7,1.37188,nan,107.066381156,3.63761696708
,-59.9019874127,-59.9019874127,-59.9019874127,571,100,7.00146e-05,8.03495,282.452075098,241.387,-66.421,,1,50000,,9.72952e-06,282.452075098,1.11657,4.13171e-11,0.7,-10171.4,0.544151,inf,87.5656742557,32.4816768908
