BatchSize,MinVanillaIw,MaxNormIw,VarJ,AvgDiscRet,eRenyi2,VarNormIw,AvgNormIw,Delta,IterType,MinNormIw,AvgEpLen,ESSClassic,J,AvgRet,VarDiscRet,MaxVanillaIw,ESSRenyi,VarVanillaIw,EpsThisIter,VanillaAvgRet,AvgVanillaIw,VarRet,Bound
100,0.00732031,0.0499791,94.2045,-613.399252135,1.61114,8.90602e-05,0.01,0.7,1,7.13119e-05,500.0,53.1435608829,-566.974,-613.399252135,8945.04478454,5.13046,62.0679531195,0.938466,100,-613.399252135,1.02652,8945.04478454,-663.499
100,0.0095887,0.0390851,79.3937,-576.614272036,1.55695,6.87964e-05,0.01,0.7,1,8.93163e-05,500.0,59.485431443,-543.239,-576.614272036,7265.05662053,4.19604,64.2280951977,0.792909,100,-576.614272036,1.07357,7265.05662053,-624.249
100,0.0383922,0.029327,64.8637,-559.62208123,1.52104,6.07242e-05,0.01,0.7,1,0.000356192,500.0,62.4543573888,-533.943,-559.62208123,3920.59769137,3.16102,65.7446777161,0.70547,100,-559.62208123,1.07785,3920.59769137,-600.659
100,1.8701e-05,0.579919,339.67,-554.388066539,4.02528,0.00333997,0.01,0.7,1,1.0715e-07,500.0,2.93550555564,-459.614,-554.388066539,3554.44973992,101.214,24.8429893534,101.74,100,-554.388066539,1.74531,3554.44973992,-556.256
100,0.000317147,0.0345226,46.8909,-534.362284475,1.5263,4.9557e-05,0.01,0.7,1,2.8834e-06,500.0,67.0864205683,-516.573,-534.362284475,1760.22002631,3.79716,65.5180644299,0.599536,100,-534.362284475,1.0999,1760.22002631,-568.089
100,0.02535,0.0327048,47.206,-533.971498334,1.34184,3.92079e-05,0.01,0.7,1,0.000244539,500.0,72.0378945809,-520.589,-533.971498334,2247.25580616,3.39033,74.5247768483,0.421342,100,-533.971498334,1.03665,2247.25580616,-572.749
100,0.0222969,0.0398063,56.906,-506.104569075,1.44972,5.04058e-05,0.01,0.7,1,0.000221307,500.0,66.7103627596,-490.513,-506.104569075,2271.01511554,4.01052,68.9789381977,0.511656,100,-506.104569075,1.00751,2271.01511554,-540.686
100,0.0685188,0.0242844,49.4542,-516.527098361,1.35597,3.39668e-05,0.01,0.7,1,0.000664796,500.0,74.8350866269,-502.761,-516.527098361,2539.16845527,2.50293,73.7480466492,0.360826,100,-516.527098361,1.03067,2539.16845527,-554.758
100,0.0408849,0.0218966,53.0955,-513.916192714,1.18656,2.3662e-05,0.01,0.7,1,0.000404388,500.0,81.0206301988,-507.376,-513.916192714,2555.03087493,2.21381,84.2769141896,0.241869,100,-513.916192714,1.01103,2555.03087493,-556.533
100,0.000280694,0.0317345,62.4802,-507.986474058,1.53003,6.76781e-05,0.01,0.7,1,3.12076e-06,500.0,59.8797727629,-491.251,-507.986474058,2331.47312512,2.85433,65.3583834868,0.547512,100,-507.986474058,0.899441,2331.47312512,-544.525
100,0.0577317,0.0219114,50.0479,-508.557515149,1.21687,2.97963e-05,0.01,0.7,1,0.000657775,500.0,77.2210647734,-499.947,-508.557515149,2088.6832185,1.92312,82.1780342123,0.229528,100,-508.557515149,0.877681,2088.6832185,-545.656
100,0.14337,0.06854,62.0978,-510.821861669,1.38548,7.16447e-05,0.01,0.7,1,0.00138529,500.0,58.5040708759,-497.871,-510.821861669,1729.06565277,7.09353,72.1772858162,0.767398,100,-510.821861669,1.03495,1729.06565277,-545.305
100,0.0139606,0.0735494,82.2316,-498.27437908,1.66418,0.000115731,0.01,0.7,1,0.000150563,500.0,46.6041096352,-476.74,-498.27437908,2828.43731134,6.8197,60.0896996542,0.994993,100,-498.27437908,0.927226,2828.43731134,-533.752
100,0.214966,0.116639,76.1684,-505.408066059,1.36423,0.000145016,0.01,0.7,1,0.00187219,500.0,41.0566722015,-494.155,-505.408066059,2169.75968566,13.3926,73.3016898275,1.91187,100,-505.408066059,1.14821,2169.75968566,-541.308
100,0.175527,0.0229406,42.9795,-499.854530764,1.13257,1.51446e-05,0.01,0.7,1,0.00176723,500.0,86.9617119211,-494.533,-499.854530764,1601.03235635,2.27853,88.294612335,0.149403,100,-499.854530764,0.993231,1601.03235635,-537.747
100,0.188699,0.0476407,60.7752,-503.238296522,1.33122,5.9025e-05,0.01,0.7,1,0.00169713,500.0,63.1174802462,-492.068,-503.238296522,1928.61948352,5.29703,75.1190216179,0.729699,100,-503.238296522,1.11187,1928.61948352,-536.787
100,0.199305,0.0210609,51.0665,-500.563615937,1.11202,1.43568e-05,0.01,0.7,1,0.00202974,500.0,87.5555465061,-496.221,-500.563615937,2502.88636432,2.06802,89.9263907001,0.138424,100,-500.563615937,0.981922,2502.88636432,-540.345
100,0.218608,0.0903024,92.3676,-506.619666418,1.36167,9.47126e-05,0.01,0.7,1,0.00218141,500.0,51.6087814046,-493.899,-506.619666418,3231.67468593,9.04956,73.4390196094,0.951184,100,-506.619666418,1.00214,3231.67468593,-555.925
100,0.0453674,0.186208,176.759,-489.172724642,2.07571,0.000415902,0.01,0.7,1,0.00033645,500.0,19.5410412231,-461.342,-489.172724642,2332.407362,25.1086,48.1763627874,7.56205,100,-489.172724642,1.34842,2332.407362,-516.783
100,0.0962921,0.533567,188.915,-497.008367733,2.17412,0.00281082,0.01,0.7,1,0.000497688,500.0,3.46895700589,-446.646,-497.008367733,2482.25134211,103.234,45.9955214093,105.22,100,-497.008367733,1.93479,2482.25134211,-516.567
100,0.00182839,0.0324816,52.9588,-501.989503457,1.50542,6.23757e-05,0.01,0.7,1,1.95503e-05,500.0,61.8230652079,-481.767,-501.989503457,2675.5180997,3.03775,66.4268252433,0.545564,100,-501.989503457,0.935223,2675.5180997,-535.596
100,0.12784,0.0199068,48.0121,-492.138706282,1.17094,1.9732e-05,0.01,0.7,1,0.00123406,500.0,83.657695495,-485.51,-492.138706282,2292.17808961,2.06222,85.4012258484,0.211757,100,-492.138706282,1.03594,2292.17808961,-529.385
100,0.18444,0.0248672,54.1553,-489.247728601,1.1433,1.9692e-05,0.01,0.7,1,0.00196304,500.0,83.6854741645,-483.857,-489.247728601,2440.17583438,2.33644,87.4659019273,0.173837,100,-489.247728601,0.939564,2440.17583438,-526.828
100,2.02779e-09,0.091507,100.21,-493.694146632,2.11226,0.000171566,0.01,0.7,1,2.31723e-11,500.0,37.0575870295,-465.351,-493.694146632,2549.44311034,8.00771,47.3426757419,1.31383,100,-493.694146632,0.875092,2549.44311034,-524.923
100,0.201387,0.020404,61.1185,-491.78963591,1.13885,1.51334e-05,0.01,0.7,1,0.00193199,500.0,86.9700813773,-485.51,-491.78963591,3097.30898988,2.12687,87.8080622224,0.164434,100,-491.78963591,1.04238,3097.30898988,-537.667
100,0.0595935,0.20529,134.819,-479.574954064,1.80321,0.000428722,0.01,0.7,1,0.000480268,500.0,19.0681329411,-455.184,-479.574954064,2950.77483213,25.4731,55.4566828955,6.60095,100,-479.574954064,1.24084,2950.77483213,-516.93
100,0.160452,0.268354,93.141,-480.713280722,1.53856,0.000717772,0.01,0.7,1,0.00108001,500.0,12.336627462,-462.639,-480.713280722,2767.48841847,39.8683,64.9957079443,15.8425,100,-480.713280722,1.48566,2767.48841847,-518.605
100,0.0819483,0.263751,103.35,-487.662337131,1.5384,0.000678464,0.01,0.7,1,0.000609069,500.0,12.9587578325,-471.539,-487.662337131,2227.07107494,35.4868,65.0027539705,12.2821,100,-487.662337131,1.34547,2227.07107494,-524.318
100,0.00868104,0.166761,166.636,-480.063909153,2.3897,0.000515736,0.01,0.7,1,7.05644e-05,500.0,16.37791156,-439.97,-480.063909153,3471.8834421,20.5154,41.8462997243,7.80548,100,-480.063909153,1.23023,3471.8834421,-504.541
100,0.00157098,0.230126,126.154,-475.038887348,2.69841,0.00061429,0.01,0.7,1,1.41589e-05,500.0,14.121362551,-441.482,-475.038887348,1962.94140641,25.5333,37.0589157828,7.56234,100,-475.038887348,1.10954,1962.94140641,-503.817
100,0.0274562,0.331593,110.949,-486.651143378,1.0,0.00111164,0.01,0.7,1,0.000203788,500.0,8.32967249691,-459.625,-486.651143378,2317.39318555,44.6754,99.9999046327,20.1786,100,-486.651143378,1.3473,2317.39318555,-506.058
100,0.182614,0.0220582,54.633,-482.549897061,1.19439,1.68057e-05,0.01,0.7,1,0.00185416,500.0,85.7355967548,-475.767,-482.549897061,2908.93045023,2.17248,83.7248928363,0.163016,100,-482.549897061,0.984886,2908.93045023,-518.253
100,0.254296,0.0795638,81.6573,-487.55126856,1.45488,0.000110262,0.01,0.7,1,0.00219156,500.0,47.8103395875,-470.576,-487.55126856,2971.8727667,9.23212,68.7340503782,1.48457,100,-487.55126856,1.16034,2971.8727667,-519.609
100,0.0523865,0.0180668,53.7093,-477.471615865,1.1715,1.63338e-05,0.01,0.7,1,0.000532802,500.0,86.0803961041,-470.361,-477.471615865,3026.37304789,1.77638,85.3609464325,0.157905,100,-477.471615865,0.983225,3026.37304789,-516.799
100,0.21823,0.443721,247.469,-486.812619571,2.57266,0.00194102,0.01,0.7,1,0.00137969,500.0,4.94656219447,-444.941,-486.812619571,2348.52312316,70.1848,38.870249594,48.562,100,-486.812619571,1.58173,2348.52312316,-510.015
100,0.0862393,0.026493,58.1467,-485.028026768,1.23737,2.31662e-05,0.01,0.7,1,0.000860319,500.0,81.3441005965,-476.664,-485.028026768,2644.91314226,2.65569,80.8164840576,0.232781,100,-485.028026768,1.00241,2644.91314226,-520.872
100,0.229199,0.0251173,48.5536,-484.186421232,1.13183,1.55563e-05,0.01,0.7,1,0.00225633,500.0,86.6545177836,-478.838,-484.186421232,2607.88838113,2.55143,88.352744145,0.16052,100,-484.186421232,1.01581,2607.88838113,-522.67
100,0.0407784,0.0264032,50.0532,-481.167213437,1.31295,3.78358e-05,0.01,0.7,1,0.000454526,500.0,72.7497838536,-470.321,-481.167213437,2171.40429261,2.3688,76.1642719212,0.304541,100,-481.167213437,0.897164,2171.40429261,-515.465
100,0.0124813,0.0908188,109.289,-490.275688863,1.48915,0.000153641,0.01,0.7,1,0.000134132,500.0,39.6660881066,-473.405,-490.275688863,3274.74574741,8.45088,67.1521905934,1.33033,100,-490.275688863,0.930522,3274.74574741,-529.699
100,0.049699,0.022082,54.8896,-479.912996827,1.1693,2.10454e-05,0.01,0.7,1,0.000529687,500.0,82.7574892768,-472.854,-479.912996827,2799.44032856,2.07189,85.5209585075,0.185274,100,-479.912996827,0.938271,2799.44032856,-516.815
100,0.143726,0.0887567,70.2783,-485.495631719,1.48302,0.000125181,0.01,0.7,1,0.00132229,500.0,44.656881986,-469.861,-485.495631719,2779.97289975,9.6474,67.4300955809,1.47897,100,-485.495631719,1.08695,2779.97289975,-520.946
100,0.110807,0.0587338,88.5039,-480.899810494,1.61591,8.41178e-05,0.01,0.7,1,0.001085,500.0,54.5623416423,-464.168,-480.899810494,3102.50163952,5.99827,61.8845367521,0.877331,100,-480.899810494,1.02126,3102.50163952,-518.306
100,0.0230378,0.4856,251.653,-481.736093803,3.04133,0.00235306,0.01,0.7,1,0.000149331,500.0,4.11601876668,-429.689,-481.736093803,2510.01224371,74.9151,32.8803918582,56.0036,100,-481.736093803,1.54273,2510.01224371,-499.494
100,0.0440692,0.0292584,54.6738,-480.837748187,1.34987,4.1163e-05,0.01,0.7,1,0.000437788,500.0,71.0472788538,-468.187,-480.837748187,2626.36969366,2.94525,74.0811900314,0.417108,100,-480.837748187,1.00663,2626.36969366,-517.568
100,,0.493003,94.3808,-479.300546254,1.0,0.00271653,0.01,0.7,1,,500.0,3.58504982672,-444.818,-479.300546254,2303.95171638,13.2484,99.9999284745,1.96175,100,-479.300546254,0.268729,2303.95171638,-485.213
100,0.113349,0.0193008,50.8367,-483.71806975,1.17284,1.46781e-05,0.01,0.7,1,0.00109238,500.0,87.3123641457,-475.832,-483.71806975,2950.10920764,2.0027,85.263130719,0.158035,100,-483.71806975,1.03763,2950.10920764,-527.43
100,0.297042,0.0314663,69.1434,-485.355641167,1.15978,1.8603e-05,0.01,0.7,1,0.00286106,500.0,84.4473333631,-478.814,-485.355641167,3336.82584329,3.26691,86.2230523667,0.200523,100,-485.355641167,1.03822,3336.82584329,-525.243
100,0.139893,0.0908285,74.8461,-490.46805262,1.38079,0.000131426,0.01,0.7,1,0.00124935,500.0,43.4571490083,-479.045,-490.46805262,2602.4898027,10.1703,72.4224655334,1.64779,100,-490.46805262,1.11972,2602.4898027,-526.166
100,0.0146446,0.0255308,63.7608,-485.888947405,1.31657,3.36408e-05,0.01,0.7,1,0.000150094,500.0,75.0162635628,-473.381,-485.888947405,3770.19568343,2.49103,75.9548034672,0.320254,100,-485.888947405,0.975696,3770.19568343,-524.746
100,0.0637019,0.0245474,63.6544,-476.184231041,1.20407,2.12683e-05,0.01,0.7,1,0.000612481,500.0,82.6066431174,-468.583,-476.184231041,3494.55235743,2.55309,83.0519559853,0.230066,100,-476.184231041,1.04006,3494.55235743,-515.598
100,0.0210024,0.0969499,104.819,-485.273838647,1.67304,0.000157222,0.01,0.7,1,0.000174223,500.0,39.1159913021,-465.195,-485.273838647,3319.78679553,11.6872,59.7715436108,2.28475,100,-485.273838647,1.20549,3319.78679553,-519.231
100,0.199683,0.0302164,55.895,-473.239930491,1.2153,2.61429e-05,0.01,0.7,1,0.0020535,500.0,79.4398032941,-466.415,-473.239930491,2474.0161778,2.93826,82.2841878871,0.247201,100,-473.239930491,0.972406,2474.0161778,-509.047
100,0.359841,0.0252446,52.227,-483.732107241,1.11164,1.21288e-05,0.01,0.7,1,0.00360361,500.0,89.2797562812,-478.015,-483.732107241,3206.25319408,2.52082,89.9575295687,0.120938,100,-483.732107241,0.998558,3206.25319408,-526.643
100,0.187429,0.0157356,53.441,-480.699279708,1.08182,1.04756e-05,0.01,0.7,1,0.00193137,500.0,90.6036311261,-476.976,-480.699279708,2821.64656075,1.52705,92.4367573667,0.098656,100,-480.699279708,0.970446,2821.64656075,-521.55
100,0.150126,0.0252475,61.4961,-478.626082405,1.31401,3.70182e-05,0.01,0.7,1,0.00140361,500.0,73.1807169093,-468.04,-478.626082405,3497.09870533,2.7004,76.102671647,0.423482,100,-478.626082405,1.06957,3497.09870533,-517.963
100,0.00410217,0.0953778,106.79,-476.185402117,1.9852,0.00016803,0.01,0.7,1,3.96228e-05,500.0,37.5447018909,-452.938,-476.185402117,3054.17147794,9.87452,50.3726452885,1.80104,100,-476.185402117,1.03531,3054.17147794,-507.705
100,0.313162,0.0472247,66.1813,-488.514930568,1.18905,3.11375e-05,0.01,0.7,1,0.00319051,500.0,76.4373317832,-481.366,-488.514930568,3480.94729959,4.63529,84.1010001058,0.299985,100,-488.514930568,0.98154,3480.94729959,-530.407
100,0.038982,0.0756252,69.4699,-484.928828391,1.4223,8.67701e-05,0.01,0.7,1,0.000371599,500.0,53.7916643561,-472.023,-484.928828391,2837.84598768,7.93334,70.3086146787,0.954882,100,-484.928828391,1.04903,2837.84598768,-517.66
100,0.0309507,0.0307933,66.0062,-483.614550715,1.40791,4.05546e-05,0.01,0.7,1,0.000294653,500.0,71.3526064729,-471.464,-483.614550715,2870.7576288,3.23456,71.0272919607,0.447466,100,-483.614550715,1.05041,2870.7576288,-519.921
100,0.000397296,0.346347,204.491,-481.338308863,2.6444,0.00120271,0.01,0.7,1,2.59477e-06,500.0,7.7478577866,-443.882,-481.338308863,3003.54943214,53.0306,37.8157735344,28.1962,100,-481.338308863,1.53114,3003.54943214,-506.393
100,2.00427e-06,0.127529,90.6247,-479.36481217,4.04161,0.000549281,0.01,0.7,1,2.20707e-08,500.0,15.5330678353,-425.631,-479.36481217,3015.98291002,11.581,24.7426426649,4.52976,100,-479.36481217,0.908114,3015.98291002,-507.325
100,0.00125511,0.0434046,67.1673,-483.765583387,1.44372,5.62908e-05,0.01,0.7,1,1.28099e-05,500.0,64.2145893347,-470.178,-483.765583387,3498.49900861,4.25277,69.2654922002,0.540392,100,-483.765583387,0.979796,3498.49900861,-524.019
100,0.547085,0.0210007,57.3221,-485.744753942,1.09885,8.93512e-06,0.01,0.7,1,0.0054556,500.0,91.8731315884,-481.677,-485.744753942,3082.8688817,2.10594,91.004615752,0.0898511,100,-485.744753942,1.00279,3082.8688817,-524.657
100,0.0435506,0.157231,109.473,-474.420437624,1.70316,0.0002707,0.01,0.7,1,0.000439613,500.0,27.1743903669,-455.461,-474.420437624,2914.7740846,15.5762,58.714268906,2.65666,100,-474.420437624,0.990658,2914.7740846,-508.167
100,0.0864004,0.02355,58.8601,-478.473837477,1.31679,3.30362e-05,0.01,0.7,1,0.000917378,500.0,75.354652687,-467.708,-478.473837477,2504.92655237,2.21799,75.9420343911,0.293039,100,-478.473837477,0.94182,2504.92655237,-514.0
100,0.00373228,0.0579545,70.0005,-478.235905456,1.67421,8.18744e-05,0.01,0.7,1,3.67238e-05,500.0,55.2316276712,-456.973,-478.235905456,3329.65216007,5.88997,59.7294908722,0.845668,100,-478.235905456,1.01631,3329.65216007,-507.982
100,0.146138,0.0159674,50.7656,-478.851339356,1.07999,9.24672e-06,0.01,0.7,1,0.00147946,500.0,91.6134763736,-475.39,-478.851339356,2451.11369561,1.57723,92.5936927161,0.0902212,100,-478.851339356,0.987781,2451.11369561,-518.712
100,0.0419117,0.0334887,57.3561,-475.719813413,1.32672,3.54839e-05,0.01,0.7,1,0.000405408,500.0,74.0033301786,-463.888,-475.719813413,2870.08824913,3.46211,75.3740575332,0.379242,100,-475.719813413,1.03381,2870.08824913,-508.979
100,0.290465,0.0207381,55.0332,-479.638166879,1.13031,1.11511e-05,0.01,0.7,1,0.00294867,500.0,90.0579351552,-474.418,-479.638166879,3101.45584843,2.04285,88.4710198256,0.108207,100,-479.638166879,0.985071,3101.45584843,-517.098
100,0.0223742,0.0492921,57.4516,-481.813396398,1.2728,4.23703e-05,0.01,0.7,1,0.000227993,500.0,70.4490463857,-472.389,-481.813396398,2499.49427188,4.8373,78.5666981329,0.40805,100,-481.813396398,0.981355,2499.49427188,-515.498
100,0.000719024,0.0367247,63.8655,-477.437474921,1.64344,9.27144e-05,0.01,0.7,1,8.14154e-06,500.0,52.1410870975,-453.837,-477.437474921,3188.79657144,3.24336,60.8478667688,0.723137,100,-477.437474921,0.883155,3188.79657144,-509.395
100,0.0246051,0.0305132,57.3878,-472.249191344,1.32028,3.87594e-05,0.01,0.7,1,0.000257239,500.0,72.2690630263,-462.536,-472.249191344,2276.84587784,2.91861,75.741696556,0.354613,100,-472.249191344,0.956509,2276.84587784,-507.255
100,0.117301,0.038845,49.2056,-478.806092156,1.21334,2.94188e-05,0.01,0.7,1,0.00110157,500.0,77.4445976267,-471.379,-478.806092156,2073.68144774,4.13638,82.4168755677,0.333577,100,-478.806092156,1.06484,2073.68144774,-517.063
100,0.0732214,0.0330068,69.2872,-484.223568416,1.37967,4.58642e-05,0.01,0.7,1,0.00070398,500.0,68.7731591552,-473.08,-484.223568416,3303.80970992,3.43305,72.4810805085,0.496168,100,-484.223568416,1.04011,3303.80970992,-519.726
100,0.0645649,0.0531999,83.7794,-484.187107732,1.35303,4.71064e-05,0.01,0.7,1,0.000630552,500.0,68.1963874857,-472.846,-484.187107732,2939.09560397,5.44736,73.9082647116,0.493891,100,-484.187107732,1.02394,2939.09560397,-520.605
100,0.129574,0.0298814,60.5218,-477.300827966,1.3747,3.30995e-05,0.01,0.7,1,0.00124186,500.0,75.3190989751,-465.829,-477.300827966,2573.77894324,3.11779,72.743152901,0.360339,100,-477.300827966,1.04339,2573.77894324,-512.063
100,0.143012,0.0731963,80.1657,-479.187628607,1.41847,7.68861e-05,0.01,0.7,1,0.00129204,500.0,56.7803643627,-465.488,-479.187628607,2599.54474142,8.10186,70.4986476553,0.941974,100,-479.187628607,1.10687,2599.54474142,-514.323
100,0.0163374,0.0387611,60.0007,-468.854457934,1.49799,6.19007e-05,0.01,0.7,1,0.000169346,500.0,62.0033062998,-452.687,-468.854457934,2507.94143415,3.73942,66.7560662009,0.576119,100,-468.854457934,0.964736,2507.94143415,-499.782
100,0.339932,0.0904997,70.425,-487.42541545,1.275,8.12165e-05,0.01,0.7,1,0.00334016,500.0,55.4310491249,-478.688,-487.42541545,2917.48164912,9.21024,78.4310880244,0.841187,100,-487.42541545,1.01771,2917.48164912,-526.34
100,0.530103,0.0215318,63.5318,-478.937917314,1.07361,6.88565e-06,0.01,0.7,1,0.00516045,500.0,93.6182296953,-475.485,-478.937917314,3773.81703459,2.21184,93.1434594003,0.0726592,100,-478.937917314,1.02724,3773.81703459,-527.333
100,0.0533989,0.0897972,77.6247,-485.409927533,1.42423,0.000112606,0.01,0.7,1,0.000486084,500.0,47.285731421,-471.691,-485.409927533,2897.17301819,9.8647,70.2132442981,1.35896,100,-485.409927533,1.09855,2897.17301819,-518.996
100,0.181003,0.0909099,75.1029,-482.025218906,1.3483,9.02223e-05,0.01,0.7,1,0.00161994,500.0,52.8205851952,-467.647,-482.025218906,3366.79199205,10.1578,74.1677073088,1.12639,100,-482.025218906,1.11735,3366.79199205,-517.301
100,0.0420553,0.557029,38.3424,-473.401057434,1.00001,0.00309744,0.01,0.7,1,0.000266802,500.0,3.15809149179,-448.865,-473.401057434,2842.21942028,87.803,99.9991059383,76.9604,100,-473.401057434,1.57628,2842.21942028,-489.03
100,0.144015,0.328634,189.364,-465.578327566,1.98058,0.00106808,0.01,0.7,1,0.000950778,500.0,8.64009058886,-437.321,-465.578327566,2052.23424712,49.7785,50.4903796556,24.5054,100,-465.578327566,1.51471,2052.23424712,-491.737
100,0.0251513,0.0378153,56.1581,-467.450816738,1.38813,4.0285e-05,0.01,0.7,1,0.000247779,500.0,71.4887521052,-454.002,-467.450816738,2626.02651073,3.83852,72.0392659398,0.415084,100,-467.450816738,1.01507,2626.02651073,-505.818
100,0.298247,0.0226904,62.2397,-475.14357019,1.11451,1.15366e-05,0.01,0.7,1,0.00295783,500.0,89.7494987678,-471.173,-475.14357019,3386.13109953,2.28794,89.7253136896,0.117295,100,-475.14357019,1.00833,3386.13109953,-513.101
100,0.110431,0.0380749,72.8176,-487.077613004,1.31471,4.18132e-05,0.01,0.7,1,0.00110874,500.0,70.7238297056,-479.166,-487.077613004,2393.52508133,3.79227,76.0624210687,0.414795,100,-487.077613004,0.996002,2393.52508133,-525.068
100,0.116849,0.0480644,62.0617,-471.525619158,1.27123,4.49445e-05,0.01,0.7,1,0.00110645,500.0,69.2065399554,-461.14,-471.525619158,2803.46768005,5.07592,78.6637730349,0.501254,100,-471.525619158,1.05607,2803.46768005,-505.799
100,0.179414,0.038566,58.3394,-476.792554283,1.20853,3.2653e-05,0.01,0.7,1,0.00175371,500.0,75.5706663094,-468.672,-476.792554283,2425.03116781,3.9455,82.7450260902,0.341758,100,-476.792554283,1.02305,2425.03116781,-514.281
100,0.500495,0.143547,83.1738,-473.811770713,1.3424,0.000195016,0.01,0.7,1,0.00484164,500.0,34.1220143887,-461.865,-473.811770713,3068.86129612,14.8389,74.493235398,2.08394,100,-473.811770713,1.03373,3068.86129612,-508.908
100,0.00614036,0.0271867,67.7137,-482.418265698,1.39914,3.82755e-05,0.01,0.7,1,6.17175e-05,500.0,72.520138197,-467.412,-482.418265698,3346.28846873,2.70484,71.4723176031,0.378872,100,-482.418265698,0.994915,3346.28846873,-513.283
100,0.326183,0.0610633,63.2208,-463.390378744,1.24733,4.526e-05,0.01,0.7,1,0.00298689,500.0,69.0572251659,-453.827,-463.390378744,2936.44212038,6.66841,80.1711110559,0.539758,100,-463.390378744,1.09205,2936.44212038,-498.974
100,0.218748,0.495585,245.862,-467.871188052,2.34556,0.00243127,0.01,0.7,1,0.00112328,500.0,3.98889554401,-420.982,-467.871188052,2946.78256504,96.5101,42.6337623744,92.2026,100,-467.871188052,1.9474,2946.78256504,-486.95
100,0.00367619,0.0380743,57.0799,-466.710998665,1.57829,7.54373e-05,0.01,0.7,1,3.86595e-05,500.0,57.2465649374,-449.733,-466.710998665,2402.7230817,3.62054,63.3596026006,0.682134,100,-466.710998665,0.950915,2402.7230817,-498.682
100,0.317137,0.0264509,59.0408,-472.773120513,1.20974,2.23754e-05,0.01,0.7,1,0.00318279,500.0,81.8654798397,-465.836,-472.773120513,3176.73482889,2.63561,82.6624036402,0.222152,100,-472.773120513,0.996414,3176.73482889,-511.595
100,0.261517,0.0166064,54.1825,-467.574145036,1.0967,8.28779e-06,0.01,0.7,1,0.00270072,500.0,92.4172400518,-463.999,-467.574145036,2826.86389939,1.60804,91.1823850313,0.0777106,100,-467.574145036,0.968324,2826.86389939,-507.825
100,0.17196,0.0693874,49.7592,-466.698637553,1.29473,6.98296e-05,0.01,0.7,1,0.00155607,500.0,59.1256804526,-458.23,-466.698637553,2253.76936213,7.66793,77.2363329543,0.852773,100,-466.698637553,1.10509,2253.76936213,-500.487
