Bound,VarVanillaIw,Delta,MinVanillaIw,J,AvgRet,MinNormIw,VarDiscRet,AvgVanillaIw,IterType,MaxNormIw,VanillaAvgRet,AvgNormIw,ESSRenyi,VarJ,BatchSize,ESSClassic,AvgEpLen,AvgDiscRet,MaxVanillaIw,EpsThisIter,VarNormIw,eRenyi2,VarRet
-86.1224,,0.9,1.0,-79.17,-82.7913051814,0.0025,6044.3321835,1.0,2,0.0025,-82.7913051814,0.0025,500.0,69.8992,500,400.0,115.13,-82.7913051814,1.0,100,5.4346e-20,1.0,6044.3321835
-86.5567,0.0871796,0.9,0.174446,-80.2239,-86.8982042788,0.000326274,7193.74531552,1.06932,1,0.00218185,-86.8982042788,0.002,482.105237991,74.3235,500,464.643430284,119.37,-86.8982042788,1.16655,100,3.0497e-07,1.03712,7193.74531552
-109.036,,0.9,1.0,-95.1312,-95.1312500095,0.01,9205.01124473,1.0,2,0.01,-95.1312500095,0.01,500.0,95.4618,500,100.0,129.62,-95.1312500095,1.0,100,3.50449e-18,1.0,9205.01124473
-102.335,,0.9,1.0,-92.5029,-89.8746538864,0.005,8304.89066353,1.0,2,0.005,-89.8746538864,0.005,500.0,93.136,500,200.000000102,123.09,-89.8746538864,1.0,100,2.1793e-19,1.0,8304.89066353
-97.1467,,0.9,1.0,-89.1188,-82.3503463647,0.00333333,6128.406206,1.0,2,0.00333333,-82.3503463647,0.00333333,500.0,88.4769,500,299.999969474,114.54,-82.3503463647,1.0,100,5.43914e-20,1.0,6128.406206
-91.9951,,0.9,1.0,-85.0428,-72.8148527256,0.0025,2660.55019264,1.0,2,0.0025,-72.8148527256,0.0025,500.0,81.1138,500,400.0,103.26,-72.8148527256,1.0,100,5.4346e-20,1.0,2660.55019264
-86.617,13.5307,0.9,0.757933,-79.0301,-83.0391575545,0.000890277,6043.43247757,1.70269,1,0.018789,-83.0391575545,0.002,335.889076548,152.838,500,88.374485898,115.75,-83.0391575545,15.9959,100,1.86685e-05,1.48859,6043.43247757
-98.577,,0.9,1.0,-84.6724,-84.6724145187,0.01,6008.80241437,1.0,2,0.01,-84.6724145187,0.01,500.0,77.1279,500,100.0,118.14,-84.6724145187,1.0,100,3.50449e-18,1.0,6008.80241437
-91.4419,,0.9,1.0,-81.6099,-78.5473148215,0.005,4921.30198331,1.0,2,0.005,-78.5473148215,0.005,500.0,73.6192,500,200.000000102,110.29,-78.5473148215,1.0,100,2.1793e-19,1.0,4921.30198331
-89.5834,,0.9,1.0,-81.5555,-81.4468680896,0.00333333,4872.76454304,1.0,2,0.00333333,-81.4468680896,0.00333333,500.0,72.2579,500,299.999969474,114.15,-81.4468680896,1.0,100,5.43914e-20,1.0,4872.76454304
-86.8442,,0.9,1.0,-79.8919,-74.9011260408,0.0025,3777.93917256,1.0,2,0.0025,-74.9011260408,0.0025,500.0,69.7083,500,400.0,105.46,-74.9011260408,1.0,100,5.4346e-20,1.0,3777.93917256
-86.7438,0.128349,0.9,0.137309,-80.3211,-86.801924687,0.000248185,7180.53950356,1.10651,1,0.00223888,-86.801924687,0.002,468.700632298,74.1152,500,452.643587078,120.37,-86.801924687,1.23867,100,4.19319e-07,1.06678,7180.53950356
-91.3048,,0.9,1.0,-77.4001,-77.4001416323,0.01,4945.59739038,1.0,2,0.01,-77.4001416323,0.01,500.0,69.9724,500,100.0,108.15,-77.4001416323,1.0,100,3.50449e-18,1.0,4945.59739038
-95.2801,,0.9,1.0,-85.4479,-93.4956647629,0.005,9302.00804239,1.0,2,0.005,-93.4956647629,0.005,500.0,84.3643,500,200.000000102,127.83,-93.4956647629,1.0,100,2.1793e-19,1.0,9302.00804239
-90.2752,,0.9,1.0,-82.2473,-75.8461567384,0.00333333,3742.73423149,1.0,2,0.00333333,-75.8461567384,0.00333333,500.0,77.4627,500,299.999969474,107.11,-75.8461567384,1.0,100,5.43914e-20,1.0,3742.73423149
-91.8001,,0.9,1.0,-84.8477,-92.64899858,0.0025,9336.76796865,1.0,2,0.0025,-92.64899858,0.0025,500.0,82.6529,500,400.0,126.25,-92.64899858,1.0,100,5.4346e-20,1.0,9336.76796865
-81.8043,9.96378,0.9,0.745129,-73.7666,-77.9387273742,0.0008897,4937.59686507,1.67501,1,0.0147685,-77.9387273742,0.002,299.27061464,45.356,500,110.030569433,109.22,-77.9387273742,12.3687,100,1.42052e-05,1.67073,4937.59686507
-100.232,,0.9,1.0,-86.3272,-86.3271841532,0.01,7166.00811149,1.0,2,0.01,-86.3271841532,0.01,500.0,84.228,500,100.0,118.83,-86.3271841532,1.0,100,3.50449e-18,1.0,7166.00811149
-96.3901,,0.9,1.0,-86.5582,-86.7892223698,0.005,7167.10970122,1.0,2,0.005,-86.7892223698,0.005,500.0,84.2315,500,200.000000102,119.64,-86.7892223698,1.0,100,2.1793e-19,1.0,7167.10970122
-91.6426,,0.9,1.0,-83.6149,-77.7282077365,0.00333333,4938.66457442,1.0,2,0.00333333,-77.7282077365,0.00333333,500.0,79.8564,500,299.999969474,109.04,-77.7282077365,1.0,100,5.43914e-20,1.0,4938.66457442
-91.7181,,0.9,1.0,-84.7658,-88.2185013817,0.0025,8302.21142896,1.0,2,0.0025,-88.2185013817,0.0025,500.0,82.7137,500,400.0,121.65,-88.2185013817,1.0,100,5.4346e-20,1.0,8302.21142896
-90.8246,0.567619,0.9,0.80384,-84.0266,-90.3349114807,0.00139594,8249.45661125,1.15169,1,0.00482811,-90.3349114807,0.002,418.36845535,93.0261,500,350.362430719,123.9,-90.3349114807,2.78023,100,1.71178e-06,1.19512,8249.45661125
-104.508,,0.9,1.0,-90.6037,-90.6036709936,0.01,8253.05283467,1.0,2,0.01,-90.6036709936,0.01,500.0,90.3909,500,100.0,124.49,-90.6036709936,1.0,100,3.50449e-18,1.0,8253.05283467
-94.76,,0.9,1.0,-84.9279,-79.2521219619,0.005,4942.95663176,1.0,2,0.005,-79.2521219619,0.005,500.0,81.02,500,200.000000102,110.88,-79.2521219619,1.0,100,2.1793e-19,1.0,4942.95663176
-89.9808,,0.9,1.0,-81.9529,-76.0029206219,0.00333333,3776.81439178,1.0,2,0.00333333,-76.0029206219,0.00333333,500.0,75.1013,500,299.999969474,107.33,-76.0029206219,1.0,100,5.43914e-20,1.0,3776.81439178
-88.0841,,0.9,1.0,-81.1317,-78.668213075,0.0025,4947.52922165,1.0,2,0.0025,-78.668213075,0.0025,500.0,73.8694,500,400.0,110.14,-78.668213075,1.0,100,5.4346e-20,1.0,4947.52922165
-85.4699,1.53047,0.9,0.782452,-78.401,-79.7889472431,0.00131952,4945.88329601,1.18596,1,0.044347,-79.7889472431,0.002,386.921667141,71.971,500,239.698220058,111.41,-79.7889472431,26.2969,100,4.35256e-06,1.29225,4945.88329601
-99.1175,,0.9,1.0,-85.2129,-85.2128754562,0.01,7187.79512098,1.0,2,0.01,-85.2128754562,0.01,500.0,84.3559,500,100.0,117.68,-85.2128754562,1.0,100,3.50449e-18,1.0,7187.79512098
-91.2173,,0.9,1.0,-81.3852,-77.5574827141,0.005,3727.9283173,1.0,2,0.005,-77.5574827141,0.005,500.0,73.6066,500,200.000000102,110.1,-77.5574827141,1.0,100,2.1793e-19,1.0,3727.9283173
-91.7897,,0.9,1.0,-83.7617,-88.5148600982,0.00333333,7076.13966161,1.0,2,0.00333333,-88.5148600982,0.00333333,500.0,77.1905,500,299.999969474,122.64,-88.5148600982,1.0,100,5.43914e-20,1.0,7076.13966161
-89.8054,,0.9,1.0,-82.853,-80.126628641,0.0025,4942.98740193,1.0,2,0.0025,-80.126628641,0.0025,500.0,75.4629,500,400.0,112.07,-80.126628641,1.0,100,5.4346e-20,1.0,4942.98740193
-86.9986,0.392414,0.9,0.812357,-80.2814,-75.8694958524,0.00149573,3817.95610943,1.08623,1,0.00987297,-75.8694958524,0.002,428.495697833,69.4081,500,375.399468429,107.48,-75.8694958524,5.36218,100,1.33032e-06,1.16687,3817.95610943
-89.6357,,0.9,1.0,-75.7311,-75.7311228731,0.01,3756.66102717,1.0,2,0.01,-75.7311228731,0.01,500.0,60.9844,500,100.0,107.33,-75.7311228731,1.0,100,3.50449e-18,1.0,3756.66102717
-97.1536,,0.9,1.0,-87.3215,-98.9118892096,0.005,10251.5738822,1.0,2,0.005,-98.9118892096,0.005,500.0,84.0739,500,200.000000102,133.68,-98.9118892096,1.0,100,2.1793e-19,1.0,10251.5738822
-94.075,,0.9,1.0,-86.0471,-83.4981878167,0.00333333,6046.64782075,1.0,2,0.00333333,-83.4981878167,0.00333333,500.0,81.9202,500,299.999969474,116.16,-83.4981878167,1.0,100,5.43914e-20,1.0,6046.64782075
-89.6309,,0.9,1.0,-82.6786,-72.5730410157,0.0025,2574.04217281,1.0,2,0.0025,-72.5730410157,0.0025,500.0,75.5268,500,400.0,103.22,-72.5730410157,1.0,100,5.4346e-20,1.0,2574.04217281
-84.2644,0.944287,0.9,1.84248e-05,-76.5489,-73.1393700507,3.51461e-08,2546.63050416,1.04847,1,0.00389621,-73.1393700507,0.002,324.785778109,81.236,500,269.210730509,104.17,-73.1393700507,2.04253,100,3.43599e-06,1.53948,2546.63050416
-89.863,,0.9,1.0,-75.9583,-75.9582504863,0.01,3765.73930647,1.0,2,0.01,-75.9582504863,0.01,500.0,61.058,500,100.0,107.35,-75.9582504863,1.0,100,3.50449e-18,1.0,3765.73930647
-89.8581,,0.9,1.0,-80.0259,-84.0935946119,0.005,6025.97014152,1.0,2,0.005,-84.0935946119,0.005,500.0,69.7384,500,200.000000102,116.63,-84.0935946119,1.0,100,2.1793e-19,1.0,6025.97014152
-89.3698,,0.9,1.0,-81.3419,-83.9738583511,0.00333333,6022.03024581,1.0,2,0.00333333,-83.9738583511,0.00333333,500.0,72.3397,500,299.999969474,116.88,-83.9738583511,1.0,100,5.43914e-20,1.0,6022.03024581
