AvgEpLen,MaxVanillaIw,VarNormIw,EpsThisIter,Bound,eRenyi2,VarRet,MaxNormIw,VarDiscRet,MinVanillaIw,AvgNormIw,VarJ,VanillaAvgRet,AvgRet,AvgDiscRet,Delta,VarVanillaIw,AvgVanillaIw,J,ESSClassic,IterType,MinNormIw,BatchSize,ESSRenyi
495.01,1.0,3.5044917e-18,100,4949.9736,1.0,249997.37499898364,0.01,249997.37499898364,1.0,0.009999998,497.49106,4949.9740043041975,4949.9740043041975,4949.9740043041975,1.0,,1.0,4949.9736,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4950.023,1.0,249000.0692908606,0.005,249000.0692908606,1.0,0.0049999994,496.9947,4950.07169995747,4950.07169995747,4950.07169995747,1.0,,1.0,4950.023,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.6724,1.0,0.0008233276705099159,0.0033333334,0.0008233276705099159,1.0,0.0033333336,406.47702,4999.972802831061,4999.972802831061,4999.972802831061,1.0,,1.0,4966.6724,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4962.4995,1.0,249997.71995253873,0.0025,249997.71995253873,1.0,0.0024999997,431.09674,4949.977420911646,4949.977420911646,4949.977420911646,1.0,,1.0,4962.4995,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4969.994,1.0,0.0009495558107746288,0.002,0.0009495558107746288,1.0,0.0020000003,385.8759,4999.970890131824,4999.970890131824,4999.970890131824,1.0,,1.0,4969.994,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.975,1.0,0.0005694959314270995,0.01,0.0005694959314270995,1.0,0.009999998,0.023735894,4999.975474356897,4999.975474356897,4999.975474356897,1.0,,1.0,4999.975,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9727,1.0,249997.01131269656,0.005,249997.01131269656,1.0,0.0049999994,352.66647,4949.970403575821,4949.970403575821,4949.970403575821,1.0,,1.0,4974.9727,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4966.674,1.0,249000.53960981657,0.0033333334,249000.53960981657,1.0,0.0033333336,406.47717,4950.075343609646,4950.075343609646,4950.075343609646,1.0,,1.0,4966.674,299.999969473632,2,0.0033333334,500,500.0
480.07,1.0,5.434597e-20,100,4925.0737,1.0,966786.1234223011,0.0025,966786.1234223011,1.0,0.0024999997,606.95056,4800.273581764388,4800.273581764388,4800.273581764388,1.0,,1.0,4925.0737,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.0547,1.0,0.0007435579374866722,0.002,0.0007435579374866722,1.0,0.0020000003,543.6992,4999.972441935393,4999.972441935393,4999.972441935393,1.0,,1.0,4940.0547,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9697,1.0,0.0007588145740894357,0.01,0.0007588145740894357,1.0,0.009999998,0.027401585,4999.970268385588,4999.970268385588,4999.970268385588,1.0,,1.0,4999.9697,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.9707,1.0,0.0007594281522628568,0.005,0.0007594281522628568,1.0,0.0049999994,0.027410131,4999.971391107011,4999.971391107011,4999.971391107011,1.0,,1.0,4999.9707,200.00000010221265,2,0.005,500,500.0
485.05,1.0,5.4391416e-20,100,4950.0396,1.0,732887.6040508173,0.0033333334,732887.6040508173,1.0,0.0033333336,496.8292,4850.176198268107,4850.176198268107,4850.176198268107,1.0,,1.0,4950.0396,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4962.5234,1.0,0.0008153538655893004,0.0025,0.0008153538655893004,1.0,0.0024999997,430.80966,4999.9737148788,4999.9737148788,4999.9737148788,1.0,,1.0,4962.5234,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4960.0347,1.0,249000.6917511723,0.002,249000.6917511723,1.0,0.0020000003,444.7522,4950.076867799224,4950.076867799224,4950.076867799224,1.0,,1.0,4960.0347,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9766,1.0,249997.65620555275,0.01,249997.65620555275,1.0,0.009999998,497.4914,4949.976790292503,4949.976790292503,4949.976790292503,1.0,,1.0,4949.9766,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.975,1.0,0.0009017822100322252,0.005,0.0009017822100322252,1.0,0.0049999994,352.6666,4999.97324221571,4999.97324221571,4999.97324221571,1.0,,1.0,4974.975,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4966.675,1.0,249000.2663575006,0.0033333334,249000.2663575006,1.0,0.0033333336,406.4772,4950.073282291818,4950.073282291818,4950.073282291818,1.0,,1.0,4966.675,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4975.0,1.0,0.0006305115718910528,0.0025,0.0006305115718910528,1.0,0.0024999997,352.31482,4999.976033250436,4999.976033250436,4999.976033250436,1.0,,1.0,4975.0,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4979.9946,1.0,0.001080143204359613,0.002,0.001080143204359613,1.0,0.0020000003,315.2783,4999.971907634422,4999.971907634422,4999.971907634422,1.0,,1.0,4979.9946,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9727,1.0,0.000969444915547461,0.01,0.000969444915547461,1.0,0.009999998,0.030980665,4999.972568152444,4999.972568152444,4999.972568152444,1.0,,1.0,4999.9727,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4974.9746,1.0,249997.61923980157,0.005,249997.61923980157,1.0,0.0049999994,352.6666,4949.976423038523,4949.976423038523,4949.976423038523,1.0,,1.0,4974.9746,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4983.3076,1.0,0.0011664611363575164,0.0033333334,0.0011664611363575164,1.0,0.0033333336,288.19205,4999.973141710121,4999.973141710121,4999.973141710121,1.0,,1.0,4983.3076,299.999969473632,2,0.0033333334,500,500.0
485.05,1.0,5.434597e-20,100,4950.0244,1.0,732886.7263098026,0.0025,732886.7263098026,1.0,0.0024999997,496.99484,4850.172907235521,4850.172907235521,4850.172907235521,1.0,,1.0,4950.0244,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4950.034,1.0,249000.46505799596,0.002,249000.46505799596,1.0,0.0020000003,496.89557,4950.074560655012,4950.074560655012,4950.074560655012,1.0,,1.0,4950.034,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9717,1.0,249997.10376644647,0.01,249997.10376644647,1.0,0.009999998,497.4908,4949.971320261259,4949.971320261259,4949.971320261259,1.0,,1.0,4949.9717,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9727,1.0,0.0010366705065324023,0.005,0.0010366705065324023,1.0,0.0049999994,352.66638,4999.973235192057,4999.973235192057,4999.973235192057,1.0,,1.0,4974.9727,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4966.6396,1.0,249997.4970863744,0.0033333334,249997.4970863744,1.0,0.0033333336,406.883,4949.97521333863,4949.97521333863,4949.97521333863,1.0,,1.0,4966.6396,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4974.9736,1.0,0.0009070536518825309,0.0025,0.0009070536518825309,1.0,0.0024999997,352.66644,4999.971513695933,4999.971513695933,4999.971513695933,1.0,,1.0,4974.9736,400.0,2,0.0025,500,500.0
485.03,1.0,5.431875e-20,100,4949.9727,1.0,734839.375019145,0.002,734839.375019145,1.0,0.0020000003,497.49097,4849.969934788276,4849.969934788276,4849.969934788276,1.0,,1.0,4949.9727,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.977,1.0,249997.70958076097,0.01,249997.70958076097,1.0,0.009999998,497.49142,4949.977316841173,4949.977316841173,4949.977316841173,1.0,,1.0,4949.977,100.0,2,0.01,500,500.0
490.03,1.0,2.179301e-19,100,4925.0244,1.0,493957.0385969726,0.005,493957.0385969726,1.0,0.0049999994,607.3551,4900.072225996918,4900.072225996918,4900.072225996918,1.0,,1.0,4925.0244,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4950.007,1.0,0.0009376159932822284,0.0033333334,0.0009376159932822284,1.0,0.0033333336,497.16037,4999.97108027293,4999.97108027293,4999.97108027293,1.0,,1.0,4950.007,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4949.998,1.0,249997.20994949556,0.0025,249997.20994949556,1.0,0.0024999997,497.243,4949.972370015911,4949.972370015911,4949.972370015911,1.0,,1.0,4949.998,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4949.994,1.0,249997.4027595687,0.002,249997.4027595687,1.0,0.0020000003,497.29266,4949.97427954384,4949.97427954384,4949.97427954384,1.0,,1.0,4949.994,500.00000664260017,1,0.002,500,500.0
490.02,1.0,3.5044917e-18,100,4899.981,1.0,494945.6151049525,0.01,494945.6151049525,1.0,0.009999998,699.9973,4899.980792370994,4899.980792370994,4899.980792370994,1.0,,1.0,4899.981,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4949.977,1.0,0.0008441957760324541,0.005,0.0008441957760324541,1.0,0.0049999994,497.49136,4999.972929118446,4999.972929118446,4999.972929118446,1.0,,1.0,4949.977,200.00000010221265,2,0.005,500,500.0
495.02,1.0,5.4391416e-20,100,4950.0083,1.0,248999.9472440368,0.0033333334,248999.9472440368,1.0,0.0033333336,497.1604,4950.070885481769,4950.070885481769,4950.070885481769,1.0,,1.0,4950.0083,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4949.999,1.0,249997.05777113306,0.0025,249997.05777113306,1.0,0.0024999997,497.243,4949.970862078666,4949.970862078666,4949.970862078666,1.0,,1.0,4949.999,400.0,2,0.0025,500,500.0
485.04,1.0,5.431875e-20,100,4930.015,1.0,733864.546909244,0.002,733864.546909244,1.0,0.0020000003,587.1144,4850.07665625068,4850.07665625068,4850.07665625068,1.0,,1.0,4930.015,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9756,1.0,249997.5125152543,0.01,249997.5125152543,1.0,0.009999998,497.4912,4949.975365442788,4949.975365442788,4949.975365442788,1.0,,1.0,4949.9756,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9746,1.0,0.0007950301560351519,0.005,0.0007950301560351519,1.0,0.0049999994,352.6666,4999.9737611504725,4999.9737611504725,4999.9737611504725,1.0,,1.0,4974.9746,200.00000010221265,2,0.005,500,500.0
490.02,1.0,5.4391416e-20,100,4949.9746,1.0,494944.56961714395,0.0033333334,494944.56961714395,1.0,0.0033333336,497.49118,4899.975615789612,4899.975615789612,4899.975615789612,1.0,,1.0,4949.9746,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4962.4746,1.0,0.0007691291797641834,0.0025,0.0007691291797641834,1.0,0.0024999997,431.3836,4999.971045477446,4999.971045477446,4999.971045477446,1.0,,1.0,4962.4746,400.0,2,0.0025,500,500.0
490.03,1.0,5.431875e-20,100,4949.994,1.0,493956.54067750805,0.002,493956.54067750805,1.0,0.0020000003,497.2926,4900.06994106437,4900.06994106437,4900.06994106437,1.0,,1.0,4949.994,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9707,1.0,0.0009312327555059853,0.01,0.0009312327555059853,1.0,0.009999998,0.030358724,4999.970752276529,4999.970752276529,4999.970752276529,1.0,,1.0,4999.9707,100.0,2,0.01,500,500.0
495.02,1.0,2.179301e-19,100,4975.0215,1.0,249000.1388178578,0.005,249000.1388178578,1.0,0.0049999994,351.96243,4950.071731743619,4950.071731743619,4950.071731743619,1.0,,1.0,4975.0215,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4966.673,1.0,249997.60886602223,0.0033333334,249997.60886602223,1.0,0.0033333336,406.47705,4949.976319969384,4949.976319969384,4949.976319969384,1.0,,1.0,4966.673,299.999969473632,2,0.0033333334,500,500.0
480.07,1.0,5.434597e-20,100,4925.0728,1.0,966784.633543028,0.0025,966784.633543028,1.0,0.0024999997,606.9503,4800.27023311322,4800.27023311322,4800.27023311322,1.0,,1.0,4925.0728,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.052,1.0,0.0006895506854860918,0.002,0.0006895506854860918,1.0,0.0020000003,543.699,4999.970019185235,4999.970019185235,4999.970019185235,1.0,,1.0,4940.052,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.973,1.0,249997.27357477113,0.01,249997.27357477113,1.0,0.009999998,497.491,4949.972998872897,4949.972998872897,4949.972998872897,1.0,,1.0,4949.973,100.0,2,0.01,500,500.0
490.02,1.0,2.179301e-19,100,4924.9746,1.0,494944.56543843966,0.005,494944.56543843966,1.0,0.0049999994,607.75916,4899.975594907312,4899.975594907312,4899.975594907312,1.0,,1.0,4924.9746,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4949.973,1.0,0.0010173082453020605,0.0033333334,0.0010173082453020605,1.0,0.0033333336,497.49097,4999.969641317181,4999.969641317181,4999.969641317181,1.0,,1.0,4949.973,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4962.472,1.0,0.0009745861939184995,0.0025,0.0009745861939184995,1.0,0.0024999997,431.38336,4999.969373156477,4999.969373156477,4999.969373156477,1.0,,1.0,4962.472,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4959.973,1.0,249997.44901224558,0.002,249997.44901224558,1.0,0.0020000003,445.41873,4949.974738507613,4949.974738507613,4949.974738507613,1.0,,1.0,4959.973,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9766,1.0,0.0006755494904852645,0.01,0.0006755494904852645,1.0,0.009999998,0.025876695,4999.976893870162,4999.976893870162,4999.976893870162,1.0,,1.0,4999.9766,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.9746,1.0,0.0009364450885171781,0.005,0.0009364450885171781,1.0,0.0049999994,0.028322522,4999.972875612617,4999.972875612617,4999.972875612617,1.0,,1.0,4999.9746,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4999.9717,1.0,0.0012257640876607771,0.0033333334,0.0012257640876607771,1.0,0.0033333336,0.030976817,4999.965354879392,4999.965354879392,4999.965354879392,1.0,,1.0,4999.9717,299.999969473632,2,0.0033333334,500,500.0
490.02,1.0,5.434597e-20,100,4974.972,1.0,494944.2237062924,0.0025,494944.2237062924,1.0,0.0024999997,352.66644,4899.973904301465,4899.973904301465,4899.973904301465,1.0,,1.0,4974.972,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4979.9736,1.0,0.0006838236464838214,0.002,0.0006838236464838214,1.0,0.0020000003,315.59296,4999.974849155902,4999.974849155902,4999.974849155902,1.0,,1.0,4979.9736,500.00000664260017,1,0.002,500,500.0
490.03,1.0,3.5044917e-18,100,4900.0703,1.0,493956.63321911445,0.01,493956.63321911445,1.0,0.009999998,699.29755,4900.070533635172,4900.070533635172,4900.070533635172,1.0,,1.0,4900.0703,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4950.0225,1.0,0.0007563043275130006,0.005,0.0007563043275130006,1.0,0.0049999994,496.9947,4999.974242949255,4999.974242949255,4999.974242949255,1.0,,1.0,4950.0225,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.672,1.0,0.0007882431583080044,0.0033333334,0.0007882431583080044,1.0,0.0033333336,406.47693,4999.971175084634,4999.971175084634,4999.971175084634,1.0,,1.0,4966.672,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4974.9985,1.0,0.0007368854317077134,0.0025,0.0007368854317077134,1.0,0.0024999997,352.31473,4999.976876033699,4999.976876033699,4999.976876033699,1.0,,1.0,4974.9985,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4969.994,1.0,249997.3446951073,0.002,249997.3446951073,1.0,0.0020000003,385.87592,4949.973702334391,4949.973702334391,4949.973702334391,1.0,,1.0,4969.994,500.00000664260017,1,0.002,500,500.0
495.02,1.0,3.5044917e-18,100,4950.0757,1.0,249000.53231511364,0.01,249000.53231511364,1.0,0.009999998,496.49823,4950.075631931132,4950.075631931132,4950.075631931132,1.0,,1.0,4950.0757,100.0,2,0.01,500,500.0
490.04,1.0,2.179301e-19,100,4925.125,1.0,492970.53364145214,0.005,492970.53364145214,1.0,0.0049999994,606.5461,4900.174882535096,4900.174882535096,4900.174882535096,1.0,,1.0,4925.125,200.00000010221265,2,0.005,500,500.0
490.02,1.0,5.4391416e-20,100,4916.742,1.0,494944.38345575694,0.0033333334,494944.38345575694,1.0,0.0033333336,639.32605,4899.97469443521,4899.97469443521,4899.97469443521,1.0,,1.0,4916.742,299.999969473632,2,0.0033333334,500,500.0
495.02,1.0,5.434597e-20,100,4925.0747,1.0,249000.22369828282,0.0025,249000.22369828282,1.0,0.0024999997,606.95056,4950.071919306337,4950.071919306337,4950.071919306337,1.0,,1.0,4925.0747,400.0,2,0.0025,500,500.0
495.02,1.0,5.431875e-20,100,4930.0747,1.0,249000.04156437257,0.002,249000.04156437257,1.0,0.0020000003,586.6117,4950.072727520867,4950.072727520867,4950.072727520867,1.0,,1.0,4930.0747,500.00000664260017,1,0.002,500,500.0
490.03,1.0,3.5044917e-18,100,4900.074,1.0,493957.34084426396,0.01,493957.34084426396,1.0,0.009999998,699.29803,4900.0740489968275,4900.0740489968275,4900.0740489968275,1.0,,1.0,4900.074,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4950.024,1.0,0.0007800564313217018,0.005,0.0007800564313217018,1.0,0.0049999994,496.99484,4999.973826493902,4999.973826493902,4999.973826493902,1.0,,1.0,4950.024,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4950.0073,1.0,249997.31488114272,0.0033333334,249997.31488114272,1.0,0.0033333336,497.1603,4949.973408440674,4949.973408440674,4949.973408440674,1.0,,1.0,4950.0073,299.999969473632,2,0.0033333334,500,500.0
485.04,1.0,5.434597e-20,100,4925.023,1.0,733862.8573644115,0.0025,733862.8573644115,1.0,0.0024999997,607.35486,4850.070736769656,4850.070736769656,4850.070736769656,1.0,,1.0,4925.023,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4940.014,1.0,0.0007847706086781666,0.002,0.0007847706086781666,1.0,0.0020000003,544.06146,4999.975652927967,4999.975652927967,4999.975652927967,1.0,,1.0,4940.014,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9746,1.0,249997.41813292768,0.01,249997.41813292768,1.0,0.009999998,497.49115,4949.974431468655,4949.974431468655,4949.974431468655,1.0,,1.0,4949.9746,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9736,1.0,0.000936304781049258,0.005,0.000936304781049258,1.0,0.0049999994,352.66653,4999.9731317254555,4999.9731317254555,4999.9731317254555,1.0,,1.0,4974.9736,200.00000010221265,2,0.005,500,500.0
490.02,1.0,5.4391416e-20,100,4949.974,1.0,494944.2263475747,0.0033333334,494944.2263475747,1.0,0.0033333336,497.49106,4899.973917357295,4899.973917357295,4899.973917357295,1.0,,1.0,4949.974,299.999969473632,2,0.0033333334,500,500.0
490.02,1.0,5.434597e-20,100,4937.474,1.0,494944.1504853474,0.0025,494944.1504853474,1.0,0.0024999997,555.5092,4899.973540880935,4899.973540880935,4899.973540880935,1.0,,1.0,4937.474,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4949.974,1.0,0.000874013695985018,0.002,0.000874013695985018,1.0,0.0020000003,497.49106,4999.971229481078,4999.971229481078,4999.971229481078,1.0,,1.0,4949.974,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9746,1.0,249997.43805834276,0.01,249997.43805834276,1.0,0.009999998,497.49112,4949.974629821307,4949.974629821307,4949.974629821307,1.0,,1.0,4949.9746,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4974.9727,1.0,0.0009043250881611789,0.005,0.0009043250881611789,1.0,0.0049999994,352.66653,4999.971096576367,4999.971096576367,4999.971096576367,1.0,,1.0,4974.9727,200.00000010221265,2,0.005,500,500.0
485.04,1.0,5.4391416e-20,100,4933.3394,1.0,733863.1236173861,0.0033333334,733863.1236173861,1.0,0.0033333336,573.1992,4850.071544078956,4850.071544078956,4850.071544078956,1.0,,1.0,4933.3394,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4937.498,1.0,249997.57017960158,0.0025,249997.57017960158,1.0,0.0024999997,555.28754,4949.9759372489025,4949.9759372489025,4949.9759372489025,1.0,,1.0,4937.498,400.0,2,0.0025,500,500.0
490.04,1.0,5.431875e-20,100,4930.034,1.0,492970.06003880734,0.002,492970.06003880734,1.0,0.0020000003,586.94666,4900.172482481277,4900.172482481277,4900.172482481277,1.0,,1.0,4930.034,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.975,1.0,249997.46298623725,0.01,249997.46298623725,1.0,0.009999998,497.4912,4949.974876053635,4949.974876053635,4949.974876053635,1.0,,1.0,4949.975,100.0,2,0.01,500,500.0
495.01,1.0,2.179301e-19,100,4949.974,1.0,249997.3288841007,0.005,249997.3288841007,1.0,0.0049999994,497.49112,4949.973546844484,4949.973546844484,4949.973546844484,1.0,,1.0,4949.974,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.64,1.0,0.0009787423085185526,0.0033333334,0.0009787423085185526,1.0,0.0033333336,406.8831,4999.972678793729,4999.972678793729,4999.972678793729,1.0,,1.0,4966.64,299.999969473632,2,0.0033333334,500,500.0
495.01,1.0,5.434597e-20,100,4962.4736,1.0,249997.44479237482,0.0025,249997.44479237482,1.0,0.0024999997,431.38348,4949.974693464702,4949.974693464702,4949.974693464702,1.0,,1.0,4962.4736,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4959.9746,1.0,249997.16997791154,0.002,249997.16997791154,1.0,0.0020000003,445.41885,4949.971976746313,4949.971976746313,4949.971976746313,1.0,,1.0,4959.9746,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9688,1.0,0.0008385906185895255,0.01,0.0008385906185895255,1.0,0.009999998,0.028838413,4999.969029478691,4999.969029478691,4999.969029478691,1.0,,1.0,4999.9688,100.0,2,0.01,500,500.0
490.03,1.0,2.179301e-19,100,4950.021,1.0,493957.1025857031,0.005,493957.1025857031,1.0,0.0049999994,496.9946,4900.072558737305,4900.072558737305,4900.072558737305,1.0,,1.0,4950.021,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4966.6724,1.0,0.0008480885502799598,0.0033333334,0.0008480885502799598,1.0,0.0033333336,406.47702,4999.973159793197,4999.973159793197,4999.973159793197,1.0,,1.0,4966.6724,299.999969473632,2,0.0033333334,500,500.0
490.02,1.0,5.434597e-20,100,4949.997,1.0,494943.65757810435,0.0025,494943.65757810435,1.0,0.0024999997,497.24283,4899.971100075504,4899.971100075504,4899.971100075504,1.0,,1.0,4949.997,400.0,2,0.0025,500,500.0
495.01,1.0,5.431875e-20,100,4949.992,1.0,249997.35927975152,0.002,249997.35927975152,1.0,0.0020000003,497.2925,4949.973847573481,4949.973847573481,4949.973847573481,1.0,,1.0,4949.992,500.00000664260017,1,0.002,500,500.0
500.0,1.0,3.5044917e-18,100,4999.9683,1.0,0.001133558568441661,0.01,0.001133558568441661,1.0,0.009999998,0.033509366,4999.9681889751655,4999.9681889751655,4999.9681889751655,1.0,,1.0,4999.9683,100.0,2,0.01,500,500.0
500.0,1.0,2.179301e-19,100,4999.9688,1.0,0.000978751138414481,0.005,0.000978751138414481,1.0,0.0049999994,0.032339,4999.968887540959,4999.968887540959,4999.968887540959,1.0,,1.0,4999.9688,200.00000010221265,2,0.005,500,500.0
500.0,1.0,5.4391416e-20,100,4999.9697,1.0,0.0008240061890191067,0.0033333334,0.0008240061890191067,1.0,0.0033333336,0.031167405,4999.971764377646,4999.971764377646,4999.971764377646,1.0,,1.0,4999.9697,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4999.9707,1.0,0.000964502077544787,0.0025,0.000964502077544787,1.0,0.0024999997,0.0311118,4999.9716903417375,4999.9716903417375,4999.9716903417375,1.0,,1.0,4999.9707,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4999.9717,1.0,0.0007725433155369024,0.002,0.0007725433155369024,1.0,0.0020000003,0.030485803,4999.97323008742,4999.97323008742,4999.97323008742,1.0,,1.0,4999.9717,500.00000664260017,1,0.002,500,500.0
485.04,1.0,3.5044917e-18,100,4850.0723,1.0,733863.3803782554,0.01,733863.3803782554,1.0,0.009999998,852.3642,4850.072664147341,4850.072664147341,4850.072664147341,1.0,,1.0,4850.0723,100.0,2,0.01,500,500.0
490.02,1.0,2.179301e-19,100,4875.0244,1.0,494944.6124371721,0.005,494944.6124371721,1.0,0.0049999994,780.3093,4899.975828617403,4899.975828617403,4899.975828617403,1.0,,1.0,4875.0244,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4900.007,1.0,249997.18782397686,0.0033333334,249997.18782397686,1.0,0.0033333336,699.7635,4949.972149023902,4949.972149023902,4949.972149023902,1.0,,1.0,4900.007,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4924.9985,1.0,0.0007834006984321169,0.0025,0.0007834006984321169,1.0,0.0024999997,607.55707,4999.973372029124,4999.973372029124,4999.973372029124,1.0,,1.0,4924.9985,400.0,2,0.0025,500,500.0
490.03,1.0,5.431875e-20,100,4920.0137,1.0,493956.92436172755,0.002,493956.92436172755,1.0,0.0020000003,627.05927,4900.071647634034,4900.071647634034,4900.071647634034,1.0,,1.0,4920.0137,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.9756,1.0,249997.53025637384,0.01,249997.53025637384,1.0,0.009999998,497.49127,4949.975542806146,4949.975542806146,4949.975542806146,1.0,,1.0,4949.9756,100.0,2,0.01,500,500.0
490.02,1.0,2.179301e-19,100,4924.9766,1.0,494945.0024575104,0.005,494945.0024575104,1.0,0.0049999994,607.75934,4899.97775944995,4899.97775944995,4899.97775944995,1.0,,1.0,4924.9766,200.00000010221265,2,0.005,500,500.0
495.01,1.0,5.4391416e-20,100,4933.3096,1.0,249997.40491843253,0.0033333334,249997.40491843253,1.0,0.0033333336,573.48553,4949.974301835444,4949.974301835444,4949.974301835444,1.0,,1.0,4933.3096,299.999969473632,2,0.0033333334,500,500.0
500.0,1.0,5.434597e-20,100,4949.9756,1.0,0.0007195400012372488,0.0025,0.0007195400012372488,1.0,0.0024999997,497.49127,4999.972972323369,4999.972972323369,4999.972972323369,1.0,,1.0,4949.9756,400.0,2,0.0025,500,500.0
500.0,1.0,5.431875e-20,100,4959.9766,1.0,0.0005258397743752131,0.002,0.0005258397743752131,1.0,0.0020000003,445.41904,4999.976008018261,4999.976008018261,4999.976008018261,1.0,,1.0,4959.9766,500.00000664260017,1,0.002,500,500.0
495.01,1.0,3.5044917e-18,100,4949.972,1.0,249997.26669318305,0.01,249997.26669318305,1.0,0.009999998,497.49106,4949.972931593128,4949.972931593128,4949.972931593128,1.0,,1.0,4949.972,100.0,2,0.01,500,500.0
