delta,AvgDiscRet,VarDiscRet,BatchSize,VanillaAvgRet,AvgNormIw,J,MaxNormIw,VarVanillaIw,MinNormIw,MaxVanillaIw,AvgVanillaIw,MinVanillaIw,EpsThisIter,VarJ,renyi2,AvgRet,SamplesThisIter,AvgEpLen,VarRet,Bound,VarNormIw,ESSRenyi,ESSClassic,IterType
0.3,-372.829928243,9099.02743339,100,-372.829928243,5.14403e-05,-40800.3,0.0511055,15080.6,,7651.85,7.70199,,108,2732.27,nan,-372.829928243,50000,462.962962963,9099.02743339,-286.587,6.727e-07,nan,5.1140938514,1
0.3,-350.728631569,13724.8647593,100,-350.728631569,4.87329e-05,-34040.7,0.00275421,1260.39,,467.186,8.26639,,114,2573.75,nan,-350.728631569,50000,438.596491228,13724.8647593,-236.777,4.38044e-08,nan,1.60660880474,1
0.3,-374.096738428,8062.84010436,100,-374.096738428,5.19211e-05,-44512.0,0.0092562,950.225,,779.828,4.37431,,107,2558.42,nan,-374.096738428,50000,467.289719626,8062.84010436,-309.953,1.33874e-07,nan,1.05022687816,1
0.3,-349.232585537,13182.698427,100,-349.232585537,4.87329e-05,-40056.3,0.00327303,189.575,,234.247,3.48776,,114,2383.26,nan,-349.232585537,50000,438.596491228,13182.698427,-252.148,3.70112e-08,nan,1.71733156192,1
0.3,-315.801213147,20125.9572571,100,-315.801213147,4.44444e-05,-30276.4,0.0011198,138.476,,100.684,3.99609,,125,2633.16,nan,-315.801213147,50000,400.0,20125.9572571,-191.143,1.71292e-08,nan,1.32611613337,1
0.3,-355.762962773,11815.0150572,100,-355.762962773,4.96032e-05,-39342.6,0.00489745,336.838,,395.071,4.00143,,112,2395.07,nan,-355.762962773,50000,446.428571429,11815.0150572,-258.841,5.17619e-08,nan,2.24072551193,1
0.3,-365.402895424,9466.36673709,100,-365.402895424,5.09684e-05,-41277.3,0.0117945,2192.64,,1458.69,6.30352,,109,2344.55,nan,-365.402895424,50000,458.71559633,9466.36673709,-281.966,1.43351e-07,nan,2.84616174821,1
0.3,-307.451281092,19944.7500536,100,-307.451281092,4.34028e-05,-32614.0,0.000937879,23.9476,,44.2264,2.04669,,128,2358.58,nan,-307.451281092,50000,390.625,19944.7500536,-195.85,1.07694e-08,nan,1.68242345538,1
0.3,-287.857336037,24634.7702764,100,-287.857336037,4.02576e-05,-28314.6,0.000694321,25.3393,,38.5785,2.23683,,138,2462.43,nan,-287.857336037,50000,362.31884058,24634.7702764,-173.756,8.20777e-09,nan,1.96710360706,1
0.3,-291.13007916,22043.9335838,100,-291.13007916,4.14594e-05,-31177.0,0.000647506,19.401,,31.825,2.03773,,134,2313.63,nan,-291.13007916,50000,373.134328358,22043.9335838,-180.698,8.0311e-09,nan,1.25361856279,1
0.3,-299.228281316,22689.9786409,100,-299.228281316,4.20875e-05,-30596.6,0.00162837,27.1399,,85.1371,2.20049,,132,2414.34,nan,-299.228281316,50000,378.787878788,22689.9786409,-183.295,9.92837e-09,nan,1.07092032514,1
0.3,-263.342944491,25052.5336741,100,-263.342944491,3.75375e-05,-25144.1,0.00595777,22.7261,,296.747,1.86969,,148,2253.01,nan,-263.342944491,50000,337.837837838,25052.5336741,-158.254,9.16049e-09,nan,2.26379527857,1
0.3,-287.947494199,23713.3903874,100,-287.947494199,4.05515e-05,-27530.0,0.000688148,21.3232,,35.3034,2.08038,,137,2525.12,nan,-287.947494199,50000,364.96350365,23713.3903874,-171.964,8.10183e-09,nan,1.2867037567,1
0.3,-194.031528617,24152.8252184,100,-194.031528617,2.82008e-05,-21359.3,0.000347564,1.69487,,13.3215,1.08088,,197,1725.18,nan,-194.031528617,50000,253.807106599,24152.8252184,-134.119,1.15372e-09,nan,2.18208123501,1
0.3,-184.036914439,22450.9590512,100,-184.036914439,2.71003e-05,-20973.1,0.000307608,1.11392,,11.2197,0.988456,,205,1641.83,nan,-184.036914439,50000,243.902439024,22450.9590512,-129.303,8.37307e-10,nan,2.62477321731,1
0.3,-174.55489682,22609.3292281,100,-174.55489682,2.54842e-05,-19674.1,0.000284052,0.968832,,10.2031,0.915385,,218,1626.35,nan,-174.55489682,50000,229.357798165,22609.3292281,-122.891,7.50902e-10,nan,2.7681003661,1
0.3,-123.004918671,14347.8518154,100,-123.004918671,1.87688e-05,-16157.6,0.000148895,0.397675,1.91883e-22,6.66769,0.840489,8.59275e-18,296,1139.74,nan,-123.004918671,50000,168.918918919,14347.8518154,-107.565,1.98306e-10,nan,3.37092247315,1
0.3,-105.662428212,10767.845668,100,-105.662428212,1.6292e-05,-14924.1,9.1961e-05,0.274866,7.73191e-15,4.81587,0.853187,4.0491e-10,341,956.857,nan,-105.662428212,50000,146.627565982,10767.845668,-103.224,1.00225e-10,nan,3.10957663204,1
0.3,-93.719949081,7443.55477339,100,-93.719949081,1.46585e-05,-14041.3,6.90518e-05,0.194269,2.03901e-11,4.02224,0.85385,1.18771e-06,379,805.018,nan,-93.719949081,50000,131.926121372,7443.55477339,-99.6526,5.72554e-11,nan,3.377871368,1
0.3,-84.7523640572,6546.28651252,100,-84.7523640572,1.33547e-05,-12874.8,6.17791e-05,0.193241,1.02975e-24,3.96173,0.856401,6.60348e-20,416,711.924,39.0842,-84.7523640572,50000,120.192307692,6546.28651252,-93.6156,4.6991e-11,1.06157367274e-15,3.91789837716,1
0.3,-76.1622459022,4177.25659468,100,-76.1622459022,1.213e-05,-12242.1,4.05949e-05,0.127611,7.54633e-10,2.97636,0.889358,5.53287e-05,458,575.353,38.8447,-76.1622459022,50000,109.170305677,4177.25659468,-91.6101,2.37388e-11,1.3488731709e-15,3.47275600906,1
0.3,-72.4143176065,2908.98090447,100,-72.4143176065,1.15982e-05,-11991.5,3.16003e-05,0.0974497,1.82671e-08,2.47615,0.908821,0.00143138,479,499.323,39.3032,-72.4143176065,50000,104.384133612,2908.98090447,-91.2026,1.58711e-11,8.52773910801e-16,3.33779782766,1
0.3,-74.1549962108,4207.33063385,100,-74.1549962108,1.17454e-05,-11991.1,4.13322e-05,0.118481,1.11198e-08,3.17387,0.90192,0.000853884,473,575.893,38.8494,-74.1549962108,50000,105.708245243,4207.33063385,-90.7162,2.00931e-11,1.3424669245e-15,3.67129256376,1
0.3,-71.7624438821,2868.49101979,100,-71.7624438821,1.14548e-05,-11946.9,3.12176e-05,0.087591,2.44022e-08,2.48217,0.910791,0.00194027,485,494.452,39.4085,-71.7624438821,50000,103.092783505,2868.49101979,-90.7384,1.38546e-11,7.67586186157e-16,3.45265327143,1
0.3,-62.7414159495,590.004318032,100,-62.7414159495,1.02124e-05,-10945.3,3.46302e-05,0.0521614,1.83e-07,3.24691,0.957511,0.017158,544,232.337,39.0626,-62.7414159495,50000,91.9117647059,590.004318032,-83.0552,5.93362e-12,1.0847394436e-15,3.37165224513,1
0.3,-65.2512347048,1286.76782746,100,-65.2512347048,1.05419e-05,-11319.9,2.40153e-05,0.0466628,1.1149e-07,2.18,0.956942,0.0101206,527,327.437,38.9992,-65.2512347048,50000,94.8766603416,1286.76782746,-88.4171,5.66283e-12,1.15578762742e-15,3.51531787564,1
0.3,-64.9982852905,1101.6871378,100,-64.9982852905,1.05419e-05,-11180.0,3.38448e-05,0.0605584,1.19329e-07,3.05308,0.950961,0.0107644,527,324.279,38.9293,-64.9982852905,50000,94.8766603416,1101.6871378,-87.298,7.44188e-12,1.23942102623e-15,3.39199089327,1
0.3,-70.4491876579,2563.67094956,100,-70.4491876579,1.14077e-05,-11722.0,3.34416e-05,0.088856,6.58935e-08,2.694,0.918987,0.00530828,487,460.89,39.3013,-70.4491876579,50000,102.669404517,2563.67094956,-89.7731,1.36919e-11,8.54431341253e-16,3.37382370787,1
0.3,-69.3040800018,2966.36521012,100,-69.3040800018,1.10448e-05,-11577.9,2.86526e-05,0.0827401,1.18389e-07,2.39112,0.921714,0.00987979,503,484.492,39.541,-69.3040800018,50000,99.4035785288,2966.36521012,-88.7009,1.18807e-11,6.72285023732e-16,3.52939601723,1
0.3,-68.5075494873,2254.7594319,100,-68.5075494873,1.10011e-05,-11573.0,3.61976e-05,0.0766291,1.21953e-07,3.07721,0.935219,0.0103674,505,449.27,39.5243,-68.5075494873,50000,99.0099009901,2254.7594319,-89.2229,1.06033e-11,6.83604367698e-16,3.40270712378,1
0.3,-62.2341107206,784.363124098,100,-62.2341107206,1.00827e-05,-10890.6,3.04689e-05,0.0425126,2.98864e-07,2.94534,0.974661,0.0288903,551,281.686,39.4376,-62.2341107206,50000,90.7441016334,784.363124098,-86.376,4.54948e-12,7.45504169387e-16,3.33704104,1
0.3,-64.4177741219,1360.1898773,100,-64.4177741219,1.03648e-05,-11121.8,2.24965e-05,0.0534197,1.52038e-07,2.05576,0.947155,0.0138935,536,343.551,39.6007,-64.4177741219,50000,93.2835820896,1360.1898773,-87.1272,6.39712e-12,6.33319365657e-16,3.57429654606,1
0.3,-65.9215825574,1914.87673483,100,-65.9215825574,1.06022e-05,-11172.9,3.30656e-05,0.0709837,1.32655e-07,2.94248,0.943482,0.0118049,524,373.874,39.6108,-65.9215825574,50000,95.4198473282,1914.87673483,-87.0975,8.96362e-12,6.26985242187e-16,3.4538631027,1
0.3,-61.5925260052,291.547379823,100,-61.5925260052,1.00281e-05,-10936.3,1.96035e-05,0.0245276,4.53686e-07,1.91648,0.980365,0.0443532,554,181.172,39.4502,-61.5925260052,50000,90.2527075812,291.547379823,-86.806,2.56634e-12,7.36197865376e-16,3.34795460507,1
0.3,-67.8622166024,2592.02417923,100,-67.8622166024,1.08932e-05,-11388.7,2.9813e-05,0.0775544,6.0168e-08,2.56916,0.938736,0.00518504,510,441.865,39.6822,-67.8622166024,50000,98.0392156863,2592.02417923,-88.0195,1.04432e-11,5.83781718779e-16,3.39031303725,1
0.3,-64.6143532058,1499.91896732,100,-64.6143532058,1.04232e-05,-11136.7,2.51481e-05,0.0515084,2.42798e-07,2.30463,0.955202,0.0222505,533,350.698,39.4477,-64.6143532058,50000,93.808630394,1499.91896732,-87.022,6.13321e-12,7.38067790129e-16,3.40199134828,1
0.3,-61.7410747953,751.181012397,100,-61.7410747953,9.97407e-06,-10819.2,3.13333e-05,0.0375043,2.40863e-07,3.0501,0.970911,0.0234464,557,245.677,39.3573,-61.7410747953,50000,89.7666068223,751.181012397,-85.6912,3.95792e-12,8.07892275685e-16,3.49438711741,1
0.3,-61.8877686901,678.147036887,100,-61.8877686901,1.00462e-05,-10864.5,2.2019e-05,0.0350385,1.87239e-07,2.12027,0.967376,0.0180298,553,235.083,39.3992,-61.8877686901,50000,90.4159132007,678.147036887,-84.578,3.77884e-12,7.74710919643e-16,3.45774070149,1
0.3,-60.3332720845,390.755632277,100,-60.3332720845,9.83284e-06,-10686.9,2.57388e-05,0.0267654,3.11534e-07,2.55558,0.976294,0.0309319,565,205.152,39.5064,-60.3332720845,50000,88.4955752212,390.755632277,-85.0346,2.715e-12,6.95947421917e-16,3.43359042359,1
0.3,-63.6272091135,872.97436263,100,-63.6272091135,1.03263e-05,-11143.5,2.46557e-05,0.0407588,3.95584e-07,2.29749,0.962237,0.0368617,538,293.35,39.6937,-63.6272091135,50000,92.936802974,872.97436263,-87.653,4.69406e-12,5.7710593798e-16,3.3240667836,1
0.3,-62.7443222435,1190.74736449,100,-62.7443222435,1.01194e-05,-10916.8,2.71206e-05,0.0437763,2.26399e-07,2.59064,0.966635,0.0216263,549,322.221,39.9443,-62.7443222435,50000,91.0746812386,1190.74736449,-85.7048,4.79761e-12,4.49159179069e-16,3.39703278009,1
0.3,-63.7273372649,1226.97716829,100,-63.7273372649,1.03455e-05,-11063.4,2.30811e-05,0.0454996,2.59827e-07,2.13761,0.958132,0.0240633,537,323.487,39.9171,-63.7273372649,50000,93.1098696462,1226.97716829,-86.6772,5.30474e-12,4.61534614017e-16,3.48832811137,1
0.3,-61.4871434482,738.580838536,100,-61.4871434482,9.95619e-06,-10796.7,1.98224e-05,0.0335118,2.63545e-07,1.94136,0.975089,0.0258111,558,240.384,39.9772,-61.4871434482,50000,89.605734767,738.580838536,-85.5804,3.49378e-12,4.34653035443e-16,3.41232199029,1
0.3,-58.9842843513,85.8844172333,100,-58.9842843513,9.61169e-06,-10298.5,8.03222e-05,0.159034,1.16895e-08,7.70254,0.921717,0.00112097,578,151.004,40.2001,-58.9842843513,50000,86.5051903114,85.8844172333,-64.7548,1.7294e-11,3.47789748935e-16,3.76479474203,1
0.3,-60.2225381824,74.8252546464,100,-60.2225381824,9.81547e-06,-10467.2,6.11298e-05,0.236662,1.60942e-08,5.77724,0.927637,0.00152102,566,141.162,40.9329,-60.2225381824,50000,88.3392226148,74.8252546464,-64.2859,2.64968e-11,1.67142090538e-16,3.54988692738,1
0.3,-58.7486013019,56.3947160373,100,-58.7486013019,9.57854e-06,-10167.6,0.000120972,0.390575,1.05325e-08,12.0,0.950161,0.00104479,580,177.873,41.2785,-58.7486013019,50000,86.2068965517,56.3947160373,-61.4825,3.96925e-11,1.18297001248e-16,3.95108583573,1
0.3,-59.9355590341,482.268392415,100,-59.9355590341,9.74659e-06,-10615.9,1.85868e-05,0.0235312,4.62971e-07,1.87881,0.985213,0.0467985,570,208.644,41.635,-59.9355590341,50000,87.7192982456,482.268392415,-84.5006,2.30298e-12,8.28253396722e-17,3.42150041253,1
0.3,-60.3124434272,197.473411699,100,-60.3124434272,9.83284e-06,-10705.6,2.33472e-05,0.0316673,6.06069e-07,2.33031,0.981428,0.0604924,565,150.973,41.8455,-60.3124434272,50000,88.4955752212,197.473411699,-80.1069,3.17872e-12,6.7102153333e-17,3.35572967801,1
0.3,-59.1771526017,68.5303812102,100,-59.1771526017,9.67867e-06,-10162.1,0.000119825,0.41522,3.97882e-10,11.4201,0.922445,3.79209e-05,574,173.695,44.153,-59.1771526017,50000,87.1080139373,68.5303812102,-61.3369,4.57118e-11,6.67714534386e-18,3.3999069719,1
0.3,-61.567031312,821.525959044,100,-61.567031312,9.99201e-06,-10814.0,1.99953e-05,0.0313631,3.17671e-07,1.96256,0.980724,0.0311797,556,257.338,42.0383,-61.567031312,50000,89.928057554,821.525959044,-85.6286,3.2556e-12,5.53367167885e-17,3.32858596703,1
0.3,-60.831832353,617.013663374,100,-60.831832353,9.88533e-06,-10721.0,1.97757e-05,0.0332172,4.80833e-07,1.95296,0.976227,0.0474847,562,238.631,42.208,-60.831832353,50000,88.9679715302,617.013663374,-83.3293,3.406e-12,4.67003327847e-17,3.40324709695,1
0.3,-60.5099953387,499.352311029,100,-60.5099953387,9.83284e-06,-10699.0,2.52836e-05,0.02837,5.93753e-07,2.53743,0.98681,0.0595882,565,222.067,42.397,-60.5099953387,50000,88.4955752212,499.352311029,-85.1416,2.81677e-12,3.86561686657e-17,3.33604031782,1
0.3,-60.6870494494,476.522865185,100,-60.6870494494,9.88533e-06,-10745.5,1.98038e-05,0.0257703,6.26551e-07,1.97902,0.987853,0.062612,562,208.473,42.6115,-60.6870494494,50000,88.9679715302,476.522865185,-85.0079,2.58058e-12,3.11942120002e-17,3.35120808904,1
0.3,-60.1029514704,480.229269368,100,-60.1029514704,9.78091e-06,-10651.5,2.19332e-05,0.026326,8.34479e-07,2.2209,0.990388,0.084497,568,222.653,42.7084,-60.1029514704,50000,88.0281690141,480.229269368,-84.8055,2.56763e-12,2.83123287298e-17,3.41894619219,1
0.3,-59.0090727388,62.6062413271,100,-59.0090727388,9.64506e-06,-10235.4,0.000135253,0.356107,5.01504e-10,13.4061,0.956,4.9708e-05,576,182.487,43.3185,-59.0090727388,50000,86.8055555556,62.6062413271,-61.6567,3.62473e-11,1.53816988136e-17,3.67811828371,1
0.3,-59.8440858277,283.222540715,100,-59.8440858277,9.72952e-06,-10630.6,2.67453e-05,0.0249449,9.84613e-07,2.72096,0.989843,0.100171,571,181.604,42.7865,-59.8440858277,50000,87.5656742557,283.222540715,-84.7362,2.41008e-12,2.61860206366e-17,3.44793633547,1
0.3,-59.4184726551,87.9316230851,100,-59.4184726551,9.67867e-06,-10386.8,6.61421e-05,0.178795,9.10613e-08,6.65725,0.974164,0.00916538,574,185.814,43.0137,-59.4184726551,50000,87.1080139373,87.9316230851,-66.3227,1.76491e-11,2.08629058647e-17,3.76493084837,1
0.3,-59.4449329402,65.1007807098,100,-59.4449329402,9.71251e-06,-10303.6,8.24985e-05,0.29305,3.69674e-09,7.78733,0.916799,0.000348948,572,131.773,43.2377,-59.4449329402,50000,87.4125874126,65.1007807098,-62.2573,3.28895e-11,1.66768806987e-17,3.63466197736,1
0.3,-60.0276251497,507.565574272,100,-60.0276251497,9.74659e-06,-10606.1,2.40487e-05,0.0322332,7.77771e-07,2.4353,0.986989,0.0787611,570,233.947,42.9626,-60.0276251497,50000,87.7192982456,507.565574272,-84.3606,3.14329e-12,2.19565792361e-17,3.49038387414,1
0.3,-62.2098596798,1033.02779149,100,-62.2098596798,1.00827e-05,-10867.0,2.16782e-05,0.0410088,5.56595e-07,2.10372,0.978454,0.0540137,551,294.898,43.11,-62.2098596798,50000,90.7441016334,1033.02779149,-85.9119,4.35459e-12,1.89483431567e-17,3.30402361338,1
0.3,-58.1787648872,61.8535198343,100,-58.1787648872,9.48047e-06,-10085.5,0.000193249,0.535712,1.30964e-09,20.2884,0.995313,0.000137493,586,344.843,44.3543,-58.1787648872,50000,85.3242320819,61.8535198343,-60.0375,4.8604e-11,5.45973585994e-18,4.03820709345,1
0.3,-58.8563282866,52.6727765351,100,-58.8563282866,9.62835e-06,-10162.0,0.00013238,0.519599,1.32183e-09,13.2039,0.960359,0.000131843,577,156.871,inf,-58.8563282866,50000,86.6551126516,52.6727765351,-60.132,5.22282e-11,,3.58443903033,1
0.3,-60.0770386778,493.970715225,100,-60.0770386778,9.72952e-06,-10626.8,1.86849e-05,0.0275852,5.46813e-07,1.90276,0.990793,0.055684,571,212.219,inf,-60.0770386778,50000,87.5656742557,493.970715225,-84.6606,2.66007e-12,,3.34660665512,1
0.3,-59.2572750957,59.2913440785,100,-59.2572750957,9.69556e-06,-10296.6,6.42066e-05,0.281172,8.93489e-09,6.13659,0.92666,0.000853958,573,117.889,inf,-59.2572750957,50000,87.260034904,59.2913440785,-62.3233,3.07806e-11,,3.59843619575,1
0.3,-59.6159570926,292.368627847,100,-59.6159570926,9.71251e-06,-10577.5,3.20655e-05,0.027956,7.21681e-07,3.26208,0.988071,0.0734179,572,196.587,inf,-59.6159570926,50000,87.4125874126,292.368627847,-84.5257,2.70123e-12,,3.36593834428,1
0.3,-58.7195969268,79.9354549221,100,-58.7195969268,9.57855e-06,-10158.1,0.000112388,0.3645,1.3302e-09,11.498,0.979946,0.000136088,580,250.82,inf,-58.7195969268,50000,86.2068965517,79.9354549221,-62.3143,3.48252e-11,,3.80484179599,1
0.3,-58.6864843182,75.1991109046,100,-58.6864843182,9.54563e-06,-10075.7,0.00015238,0.492901,1.28754e-09,15.422,0.966088,0.000130309,582,243.699,inf,-58.6864843182,50000,85.910652921,75.1991109046,-60.8379,4.8121e-11,,3.41328637013,1
0.3,-58.4640910636,61.6698033816,100,-58.4640910636,9.52926e-06,-10125.5,9.4297e-05,0.351429,2.72367e-09,9.37155,0.947049,0.000270687,583,150.895,inf,-58.4640910636,50000,85.7632933105,61.6698033816,-61.3787,3.55803e-11,,3.4987727593,1
0.3,-59.7593582425,475.827054736,100,-59.7593582425,9.71251e-06,-10560.5,2.83667e-05,0.0308641,4.15294e-07,2.87735,0.985179,0.042125,572,216.239,inf,-59.7593582425,50000,87.4125874126,475.827054736,-83.462,2.99976e-12,,3.43375898878,1
0.3,-61.0454200822,732.509036972,100,-61.0454200822,9.90295e-06,-10725.4,3.21379e-05,0.0384297,5.73347e-07,3.1943,0.984292,0.0569872,561,274.634,inf,-61.0454200822,50000,89.1265597148,732.509036972,-85.082,3.88999e-12,,3.35660122989,1
0.3,-60.5494010216,558.021492659,100,-60.5494010216,9.83284e-06,-10672.3,2.77052e-05,0.0338141,5.5387e-07,2.77244,0.983969,0.0554255,565,238.091,inf,-60.5494010216,50000,88.4955752212,558.021492659,-84.6074,3.37671e-12,,3.38539284308,1
0.3,-59.3737173635,278.683546418,100,-59.3737173635,9.66184e-06,-10555.1,2.18058e-05,0.0231954,1.03576e-06,2.23453,0.990086,0.106138,575,175.816,inf,-59.3737173635,50000,86.9565217391,278.683546418,-84.3634,2.20889e-12,,3.32850186117,1
0.3,-60.6553872149,706.470286324,100,-60.6553872149,9.85028e-06,-10699.5,1.89002e-05,0.0291978,6.30016e-07,1.89399,0.987097,0.0631339,564,249.501,inf,-60.6553872149,50000,88.6524822695,706.470286324,-85.0226,2.90755e-12,,3.33454813267,1
0.3,-58.7007808727,53.5710391868,100,-58.7007808727,9.57854e-06,-10240.3,6.4865e-05,0.242285,6.27264e-09,6.27005,0.925892,0.000606333,580,112.252,inf,-58.7007808727,50000,86.2068965517,53.5710391868,-62.1297,2.59301e-11,,3.64412387162,1
0.3,-58.2983262493,51.1485263938,100,-58.2983262493,9.51294e-06,-10079.3,0.000119398,0.451332,7.36222e-10,11.8263,0.942243,7.29218e-05,584,163.473,inf,-58.2983262493,50000,85.6164383562,51.1485263938,-59.8398,4.60044e-11,,4.4388507391,1
0.3,-59.0003668979,57.4099123866,100,-59.0003668979,9.64506e-06,-10194.7,0.000131616,0.427667,4.11416e-09,13.0827,0.958725,0.00040895,576,204.252,inf,-59.0003668979,50000,86.8055555556,57.4099123866,-61.4172,4.3284e-11,,3.56929705757,1
0.3,-58.9886809484,53.1816391108,100,-58.9886809484,9.64506e-06,-10157.0,0.000192744,0.527183,3.16211e-10,18.7959,0.940561,3.08361e-05,576,204.29,inf,-58.9886809484,50000,86.8055555556,53.1816391108,-60.1114,5.54367e-11,,4.14281785514,1
0.3,-58.4641034958,53.2620388461,100,-58.4641034958,9.52925e-06,-10118.3,8.49181e-05,0.363542,1.01848e-10,8.18206,0.918166,9.81326e-06,583,128.518,inf,-58.4641034958,50000,85.7632933105,53.2620388461,-60.3872,3.91589e-11,,4.02307775026,1
0.3,-58.4018218647,66.2768384745,100,-58.4018218647,9.54563e-06,-9908.49,0.000337777,1.55139,2.82217e-09,37.1017,1.0485,0.00030999,582,461.654,nan,-58.4018218647,50000,85.910652921,66.2768384745,-58.5421,1.28586e-10,nan,3.7873802101,1
0.3,-58.6654210554,60.80373203,100,-58.6654210554,9.57854e-06,-10184.5,0.000103082,0.281068,4.76584e-09,9.84974,0.915255,0.000455389,580,136.015,inf,-58.6654210554,50000,86.2068965517,60.80373203,-61.7363,3.0784e-11,,3.72831792204,1
0.3,-59.6203489512,488.955094039,100,-59.6203489512,9.67867e-06,-10549.8,2.30229e-05,0.0269288,5.03834e-07,2.35458,0.989847,0.0515276,574,212.572,inf,-59.6203489512,50000,87.1080139373,488.955094039,-84.0571,2.57461e-12,,3.41384529766,1
