AvgRet,eRenyi2,AvgVanillaIw,MinNormIw,VarJ,Delta,AvgNormIw,BatchSize,AvgDiscRet,MinVanillaIw,VarDiscRet,EpsThisIter,MaxVanillaIw,VanillaAvgRet,IterType,VarNormIw,Bound,VarVanillaIw,MaxNormIw,J,ESSRenyi,VarRet,AvgEpLen,ESSClassic
-98.2412202538,1.04391,1.00112,0.00603332,28.3935,0.1,0.01,100,-98.2412202538,0.604004,380.65765383,100,2.28606,-98.2412202538,1,5.53489e-06,-132.611,0.0554725,0.0228351,-96.9106,95.7940353693,380.65765383,54.7,94.8050984615
-102.209516839,1.01472,0.999055,0.00476265,12.0517,0.1,0.01,100,-102.209516839,0.475815,233.056178333,100,1.15732,-102.209516839,1,2.10737e-06,-160.973,0.0210339,0.0115842,-101.232,98.5493802577,233.056178333,48.45,97.956376397
-102.695521735,1.01158,0.989731,0.00554222,11.126,0.1,0.01,100,-102.695521735,0.548531,168.461676441,100,1.15571,-102.695521735,1,1.5464e-06,-149.718,0.0151481,0.011677,-102.079,98.8550706807,168.461676441,56.44,98.4921362631
-99.4080564581,1.01015,0.999626,0.00618799,10.3951,0.1,0.01,100,-99.4080564581,0.618568,106.816717184,100,1.18475,-99.4080564581,1,1.27221e-06,-133.586,0.0127126,0.0118519,-99.0741,98.9952497997,106.816717184,50.04,98.7562005256
-101.869532801,1.00939,0.984531,0.00598187,8.00566,0.1,0.01,100,-101.869532801,0.588934,61.3960597448,100,1.22439,-101.869532801,1,9.93283e-07,-136.72,0.0096279,0.0124362,-101.551,99.0695015245,61.3960597448,44.41,99.0262595645
-98.7099622972,1.23236,1.05197,0.00157772,76.3414,0.1,0.01,100,-98.7099622972,0.165971,422.492317858,100,4.27808,-98.7099622972,1,4.00062e-05,-131.908,0.442725,0.0406673,-92.6785,81.145048934,422.492317858,48.61,71.6301151321
-99.5823222972,1.00995,0.994658,0.0062806,18.1513,0.1,0.01,100,-99.5823222972,0.624705,279.537673443,100,1.33467,-99.5823222972,1,7.84403e-07,-153.875,0.00776046,0.0134183,-99.0687,99.0147518691,279.537673443,60.47,99.2293844718
-99.7484390965,1.00413,0.996597,0.00819757,7.39517,0.1,0.01,100,-99.7484390965,0.816967,52.0562345512,100,1.31623,-99.7484390965,1,3.80417e-07,-133.558,0.00377832,0.0132072,-99.6137,99.5888990882,52.0562345512,52.91,99.6248206823
-101.284795372,1.00691,1.00054,0.00696723,10.0303,0.1,0.01,100,-101.284795372,0.6971,134.659025313,100,1.13988,-101.284795372,1,7.78578e-07,-156.479,0.00779423,0.0113926,-100.878,99.314203909,134.659025313,48.93,99.23513012
-100.462369224,1.00252,1.00177,0.00819081,9.80254,0.1,0.01,100,-100.462369224,0.820527,99.9139418406,100,1.09482,-100.462369224,1,2.12696e-07,-141.555,0.00213448,0.0109289,-100.356,99.7486724923,99.9139418406,51.32,99.789887925
-98.6614353319,1.00554,1.0076,0.00817825,8.95782,0.1,0.01,100,-98.6614353319,0.824044,76.5895338108,100,1.22164,-98.6614353319,1,4.19797e-07,-134.661,0.00426207,0.0121242,-98.4686,99.4493692631,76.5895338108,51.04,99.586145542
-98.9860229091,1.00365,1.00422,0.008529,8.859,0.1,0.01,100,-98.9860229091,0.8565,78.4219123803,100,1.17559,-98.9860229091,1,3.07145e-07,-133.565,0.00309743,0.0117065,-98.8622,99.6365808886,78.4219123803,48.58,99.6968208372
-100.030373883,1.00737,1.00501,0.00781756,8.15268,0.1,0.01,100,-100.030373883,0.785675,65.6213127994,100,1.18163,-100.030373883,1,6.59458e-07,-135.878,0.00666086,0.0117573,-99.7734,99.2679460432,65.6213127994,47.03,99.3513575095
-102.852713322,1.01315,1.00694,0.00285227,10.6431,0.1,0.01,100,-102.852713322,0.287207,490.168087813,100,1.18847,-102.852713322,1,1.34073e-06,-191.108,0.0135941,0.0118027,-101.06,98.7017216719,490.168087813,56.1,98.6900604322
-97.9122226281,1.05374,1.0376,0.00691297,19.8527,0.1,0.01,100,-97.9122226281,0.717292,150.57780986,100,3.26739,-97.9122226281,1,9.27121e-06,-131.598,0.0998157,0.0314898,-96.4705,94.8997674061,150.57780986,59.02,91.5931181661
-100.407662935,1.00577,1.00605,0.00635385,8.96818,0.1,0.01,100,-100.407662935,0.639231,97.127456536,100,1.11819,-100.407662935,1,7.28349e-07,-147.228,0.00737192,0.0111146,-100.104,99.4259951687,97.127456536,50.44,99.2840983582
-99.4761201428,1.0164,1.01148,0.00632044,11.6773,0.1,0.01,100,-99.4761201428,0.639299,110.793322369,100,1.4606,-99.4761201428,1,2.03339e-06,-141.058,0.0208034,0.0144402,-98.792,98.38626783,110.793322369,58.23,98.0266747128
-101.169328069,1.0063,1.01438,0.00692122,8.20749,0.1,0.01,100,-101.169328069,0.702073,70.7828950582,100,1.18868,-101.169328069,1,5.67543e-07,-140.596,0.00583981,0.0117183,-100.917,99.3744177517,70.7828950582,48.77,99.4413077476
-99.7803198316,1.00331,0.996431,0.00819236,7.84835,0.1,0.01,100,-99.7803198316,0.816312,66.1660939561,100,1.22625,-99.7803198316,1,4.93518e-07,-136.507,0.00490002,0.0123064,-99.6617,99.6699296658,66.1660939561,47.61,99.5138133851
-98.6726301044,1.51567,1.16229,0.00105556,92.3775,0.1,0.01,100,-98.6726301044,0.122687,87.8031942432,100,25.7745,-98.6726301044,1,0.000471911,-128.966,6.37513,0.221756,-86.7708,65.97759111,87.8031942432,48.32,17.6307049772
-100.631992175,1.00624,1.01119,0.00689616,8.52674,0.1,0.01,100,-100.631992175,0.697335,71.2346627569,100,1.13305,-100.631992175,1,6.36174e-07,-136.136,0.00650496,0.0112051,-100.41,99.3802335811,71.2346627569,49.88,99.374161109
-100.498447753,1.0019,0.997639,0.00850367,7.42075,0.1,0.01,100,-100.498447753,0.848359,55.1106955567,100,1.22439,-100.498447753,1,3.13254e-07,-136.388,0.00311777,0.0122729,-100.43,99.8106139252,55.1106955567,46.41,99.6907870558
-100.235915252,1.0025,1.00058,0.00813726,8.16097,0.1,0.01,100,-100.235915252,0.814196,64.7121278346,100,1.12039,-100.235915252,1,3.15869e-07,-135.688,0.00316234,0.0111975,-100.148,99.7509498722,64.7121278346,52.73,99.688254758
-99.8740247299,1.00628,1.00147,0.00678294,9.60652,0.1,0.01,100,-99.8740247299,0.679294,89.6571680075,100,1.12312,-99.8740247299,1,5.94991e-07,-134.627,0.00596747,0.0112146,-99.6523,99.376077666,89.6571680075,55.7,99.4143751742
-99.1611668967,1.00401,0.996963,0.00588057,21.7962,0.1,0.01,100,-99.1611668967,0.586271,927.364963848,100,1.11153,-99.1611668967,1,8.15842e-07,-193.409,0.00810895,0.0111491,-98.6385,99.6008773456,927.364963848,63.9,99.198775933
-99.8065933896,1.00321,0.998961,0.00863987,7.82525,0.1,0.01,100,-99.8065933896,0.863089,60.6193064753,100,1.10343,-99.8065933896,1,3.06426e-07,-134.252,0.00305789,0.0110457,-99.6958,99.6798663997,60.6193064753,46.5,99.6975391945
-101.177423446,1.00122,0.998678,0.00911264,6.7789,0.1,0.01,100,-101.177423446,0.91006,45.4707099868,100,1.08502,-101.177423446,1,1.08199e-07,-135.207,0.00107913,0.0108645,-101.136,99.8779595988,45.4707099868,45.16,99.8929879447
-100.841947664,1.00817,0.982162,0.00674656,7.97294,0.1,0.01,100,-100.841947664,0.662621,61.0148798476,100,1.15185,-100.841947664,1,1.10931e-06,-135.412,0.0107009,0.0117277,-100.567,99.1899131595,61.0148798476,51.43,98.9136760631
-98.951796266,1.48649,0.965445,0.000726041,125.798,0.1,0.01,100,-98.951796266,0.0700953,390.08957662,100,7.08237,-98.951796266,1,7.86364e-05,-132.2,0.732957,0.0733586,-87.4126,67.2726756561,390.08957662,52.75,56.2271517424
-102.215505883,1.01197,1.00257,0.00474439,20.978,0.1,0.01,100,-102.215505883,0.47566,999.443259753,100,1.16329,-102.215505883,1,1.35819e-06,-206.855,0.0136519,0.011603,-100.584,98.8174919728,999.443259753,70.56,98.6732424868
-98.289767314,1.0,1.0241,0.0022066,19.0625,0.1,0.01,100,-98.289767314,0.225978,134.317922331,100,11.5499,-98.289767314,1,0.000197092,-132.778,2.06707,0.112781,-96.4665,99.999761582,134.317922331,52.55,33.8843590434
-99.079432808,1.01539,1.01887,0.00680056,22.6698,0.1,0.01,100,-99.079432808,0.692889,454.918259188,100,1.47213,-99.079432808,1,1.37867e-06,-150.593,0.014312,0.0144487,-98.3265,98.484102803,454.918259188,73.56,98.6534696589
-103.916943042,1.02018,1.00205,0.00434314,20.1452,0.1,0.01,100,-103.916943042,0.435204,1251.20806819,100,1.18294,-103.916943042,1,1.96498e-06,-200.961,0.0197305,0.0118052,-101.463,98.0215982439,1251.20806819,65.0,98.0917772869
-100.410420252,1.00889,0.999241,0.00523545,9.74502,0.1,0.01,100,-100.410420252,0.523148,188.829333674,100,1.09773,-100.410420252,1,1.04765e-06,-163.659,0.0104607,0.0109856,-99.7421,99.1184672868,188.829333674,58.83,98.9734494918
-101.926807997,1.01169,0.982123,0.00427204,14.635,0.1,0.01,100,-101.926807997,0.419567,739.652213143,100,1.17588,-101.926807997,1,1.52184e-06,-205.892,0.0146791,0.0119728,-100.328,98.8449948737,739.652213143,64.29,98.515753151
-97.4962237594,1.1519,0.933557,0.00125763,53.45,0.1,0.01,100,-97.4962237594,0.117407,534.812165406,100,2.66639,-97.4962237594,1,1.69749e-05,-132.827,0.147941,0.0285616,-93.2788,86.8131323391,534.812165406,61.52,85.6126329077
-105.111673309,1.01926,1.00435,0.00292285,15.2491,0.1,0.01,100,-105.111673309,0.293558,1691.74340384,100,1.17135,-105.111673309,1,2.39004e-06,-231.847,0.024109,0.0116627,-101.206,98.1100792964,1691.74340384,58.36,97.6885883951
-97.9956319113,1.0063,1.00543,0.00701668,11.2535,0.1,0.01,100,-97.9956319113,0.705479,151.792471874,100,1.14363,-97.9956319113,1,6.54815e-07,-148.849,0.00661948,0.0113745,-97.647,99.3738055987,151.792471874,56.58,99.3558836093
-102.656245411,1.01584,0.994213,0.00437309,8.30594,0.1,0.01,100,-102.656245411,0.434778,152.391011533,100,1.30185,-102.656245411,1,2.02677e-06,-154.91,0.0200338,0.0130942,-101.635,98.4402898122,152.391011533,57.75,98.0329443167
-99.7902756588,1.00192,1.00094,0.00821053,7.23328,0.1,0.01,100,-99.7902756588,0.821821,52.9984726585,100,1.10196,-99.7902756588,1,2.05958e-07,-135.207,0.00206344,0.0110093,-99.7224,99.808856335,52.9984726585,49.23,99.7965221298
-100.749668675,1.00553,0.995942,0.00731419,7.61972,0.1,0.01,100,-100.749668675,0.728451,70.6026872122,100,1.14995,-100.749668675,1,5.29205e-07,-146.818,0.00524919,0.0115464,-100.485,99.4497229646,70.6026872122,49.16,99.4788313481
-99.8012067996,1.00699,1.00617,0.00608334,9.86303,0.1,0.01,100,-99.8012067996,0.61209,91.4496091834,100,1.28941,-99.8012067996,1,8.12776e-07,-134.404,0.00822842,0.012815,-99.5575,99.3059387348,91.4496091834,50.18,99.2017693967
-97.7475715069,1.46141,1.02817,0.001262,114.742,0.1,0.01,100,-97.7475715069,0.129755,508.964353854,100,6.25731,-97.7475715069,1,5.97536e-05,-128.975,0.631673,0.0608588,-86.9326,68.4268750974,508.964353854,57.58,62.8314029843
-97.2534436331,1.1717,0.981097,0.00117203,72.5464,0.1,0.01,100,-97.2534436331,0.114988,890.481889889,100,2.78291,-97.2534436331,1,1.7833e-05,-145.285,0.171651,0.0283653,-91.2128,85.346321421,890.481889889,62.05,84.9945423015
-100.117803805,1.00529,0.9971,0.00769786,9.63695,0.1,0.01,100,-100.117803805,0.767554,97.4106049675,100,1.09238,-100.117803805,1,4.53248e-07,-140.314,0.00450623,0.0109556,-99.905,99.4740046947,97.4106049675,66.11,99.5532917377
-101.610954723,1.01389,1.02156,0.0053001,13.0926,0.1,0.01,100,-101.610954723,0.541437,272.880736628,100,1.14452,-101.610954723,1,1.13916e-06,-160.339,0.0118881,0.0112036,-100.717,98.6304088621,272.880736628,68.4,98.884819645
-102.044904366,1.00521,1.00639,0.00862742,13.0191,0.1,0.01,100,-102.044904366,0.868259,140.474682387,100,1.42644,-102.044904366,1,6.25822e-07,-138.729,0.00633851,0.0141737,-101.858,99.4821444984,140.474682387,68.99,99.3842439817
-97.9607358039,1.01114,0.9962,0.00709913,22.6837,0.1,0.01,100,-97.9607358039,0.707216,408.525843842,100,1.23163,-97.9607358039,1,9.03571e-07,-148.251,0.00896717,0.0123632,-97.4322,98.8984258983,408.525843842,64.15,99.113395441
-98.5124347148,1.0132,0.998659,0.00674198,17.3532,0.1,0.01,100,-98.5124347148,0.673294,218.729152653,100,1.49233,-98.5124347148,1,1.58952e-06,-140.441,0.0158526,0.0149433,-97.9837,98.6974016745,218.729152653,70.81,98.4507440767
-97.4989444123,1.0283,1.03436,0.00602802,24.7328,0.1,0.01,100,-97.4989444123,0.623515,442.649122373,100,1.4269,-97.4989444123,1,2.56617e-06,-133.598,0.0274556,0.013795,-96.5667,97.2483201014,442.649122373,73.71,97.5224422427
-104.59338876,1.01724,1.00387,0.00273853,13.7341,0.1,0.01,100,-104.59338876,0.274912,1019.54298653,100,1.16841,-104.59338876,1,2.41423e-06,-216.445,0.0243294,0.0116391,-101.7,98.3050752118,1019.54298653,80.14,97.6657146795
-100.019732629,1.00281,1.00565,0.00804306,18.604,0.1,0.01,100,-100.019732629,0.808847,449.96768261,100,1.17736,-100.019732629,1,3.55874e-07,-175.528,0.00359904,0.0117075,-99.7791,99.7193723651,449.96768261,68.71,99.6489031891
-97.0197783751,1.02504,1.02119,0.00349215,27.6258,0.1,0.01,100,-97.0197783751,0.356616,566.190471965,100,1.44981,-97.0197783751,1,2.37202e-06,-133.788,0.0247363,0.0141973,-96.1708,97.5571882911,566.190471965,72.87,97.7055709062
-96.9362963331,1.13472,1.00774,0.00581969,53.058,0.1,0.01,100,-96.9362963331,0.586471,630.386644152,100,3.17513,-96.9362963331,1,1.1937e-05,-132.565,0.121224,0.0315076,-93.1846,88.1277663342,630.386644152,69.0,89.4313668031
-101.65972552,1.02257,0.988478,0.00536633,13.9675,0.1,0.01,100,-101.65972552,0.53045,383.58686434,100,1.49292,-101.65972552,1,3.04796e-06,-161.265,0.0297813,0.0151032,-100.134,97.7924043845,383.58686434,84.86,97.0709099802
-100.028970248,1.00889,0.982449,0.00743957,18.3733,0.1,0.01,100,-100.028970248,0.7309,259.996748443,100,1.229,-100.028970248,1,1.20221e-06,-137.162,0.0116038,0.0125096,-99.7235,99.1185024218,259.996748443,58.15,98.8238187326
-98.4674247316,1.03044,1.01017,0.00681569,29.8819,0.1,0.01,100,-98.4674247316,0.688503,397.276340194,100,1.74684,-98.4674247316,1,4.07778e-06,-142.679,0.0416118,0.0172925,-97.2945,97.0463064051,397.276340194,77.88,96.119645107
-103.114893031,1.01274,0.98094,0.00339147,17.4567,0.1,0.01,100,-103.114893031,0.332683,1238.96473902,100,1.12942,-103.114893031,1,2.13881e-06,-221.043,0.0205806,0.0115137,-100.809,98.742141252,1238.96473902,79.92,97.9265053341
-95.1553361085,1.35104,1.02367,0.00162836,82.5454,0.1,0.01,100,-95.1553361085,0.16669,915.661500778,100,3.52556,-95.1553361085,1,2.91626e-05,-127.66,0.305594,0.0344404,-85.754,74.0171250578,915.661500778,77.97,77.5969799127
-99.5241304023,1.96756,1.1024,0.00111549,205.685,0.1,0.01,100,-99.5241304023,0.122972,306.817620234,100,20.6999,-99.5241304023,1,0.000346379,-132.49,4.20952,0.187771,-75.4071,50.8242529231,306.817620234,84.1,22.577692097
-98.5422961329,1.02918,1.02329,0.00378518,33.8769,0.1,0.01,100,-98.5422961329,0.387334,1228.77225924,100,1.28404,-98.5422961329,1,3.39992e-06,-162.168,0.0356015,0.0125482,-96.3244,97.1648071596,1228.77225924,137.29,96.7437086831
-98.7424641663,1.01449,0.982648,0.00508488,31.8339,0.1,0.01,100,-98.7424641663,0.499664,1130.72139949,100,1.13401,-98.7424641663,1,2.14243e-06,-168.782,0.0206872,0.0115404,-97.6299,98.5712667487,1130.72139949,99.44,97.9230360966
-99.6950273641,1.01406,0.996328,0.00494568,32.1422,0.1,0.01,100,-99.6950273641,0.492752,1353.0895159,100,1.15073,-99.6950273641,1,1.46824e-06,-190.886,0.0145747,0.0115497,-98.1324,98.6131560964,1353.0895159,100.05,98.567237035
-97.3786977021,1.03442,0.98537,0.00428023,30.0238,0.1,0.01,100,-97.3786977021,0.421761,696.037709718,100,1.32812,-97.3786977021,1,3.84969e-06,-147.652,0.0373787,0.0134783,-95.7695,96.672129145,696.037709718,100.66,96.3287421555
-95.6527630971,1.12724,1.06828,0.00175947,61.3646,0.1,0.01,100,-95.6527630971,0.187961,1079.65444617,100,3.17105,-95.6527630971,1,1.72045e-05,-155.493,0.196341,0.0296837,-88.6372,88.7120979705,1079.65444617,111.75,85.4464068115
-96.144136027,1.0118,0.99672,0.00639705,36.5314,0.1,0.01,100,-96.144136027,0.637607,1464.55483798,100,1.18731,-96.144136027,1,1.04695e-06,-188.852,0.0104009,0.0119122,-94.981,98.8342340837,1464.55483798,93.32,98.9741670435
-99.6050744311,1.02135,1.00518,0.00797429,22.5518,0.1,0.01,100,-99.6050744311,0.801558,321.388341069,100,1.45413,-99.6050744311,1,1.88464e-06,-137.809,0.019042,0.0144664,-98.7987,97.9093869248,321.388341069,90.88,98.1683729106
-93.2364115628,1.09042,0.980817,0.0049871,47.7363,0.1,0.01,100,-93.2364115628,0.489143,1177.91857754,100,3.00194,-93.2364115628,1,1.07178e-05,-146.931,0.103106,0.0306065,-88.6267,91.7076713898,1177.91857754,120.64,90.4072487234
-94.221748397,1.07616,0.994539,0.00288516,52.1467,0.1,0.01,100,-94.221748397,0.28694,1245.05712751,100,2.22468,-94.221748397,1,7.63945e-06,-157.583,0.0755624,0.0223689,-89.634,92.923174676,1245.05712751,127.75,92.9687106161
-88.323048967,1.06829,1.01443,0.00596966,55.9129,0.1,0.01,100,-88.323048967,0.605582,2068.8531569,100,3.94596,-88.323048967,1,1.28403e-05,-151.581,0.132137,0.0388982,-84.2923,93.607510108,2068.8531569,148.1,88.7217932647
-88.1273904101,1.17174,1.00854,0.00181255,71.017,0.1,0.01,100,-88.1273904101,0.182803,2209.99332525,100,2.26821,-88.1273904101,1,1.466e-05,-150.301,0.149114,0.0224901,-78.7884,85.3429698381,2209.99332525,155.29,87.326014465
-79.254157179,1.11292,1.04497,0.00301482,62.0763,0.1,0.01,100,-79.254157179,0.31504,3045.08010145,100,1.97404,-79.254157179,1,1.10389e-05,-150.701,0.120541,0.0188908,-71.153,89.853906937,3045.08010145,230.06,90.1481052612
-70.7468148005,2.16656,1.11738,1.50479e-05,107.024,0.1,0.01,100,-70.7468148005,0.00168142,3770.08121824,100,5.29862,-70.7468148005,1,0.000131482,-108.746,1.64161,0.0474199,-24.7441,46.1561960367,3770.08121824,226.64,43.4466674915
-53.6368603184,1.55994,1.02569,0.00030255,68.3532,0.1,0.01,100,-53.6368603184,0.0310323,4067.09500268,100,2.80205,-53.6368603184,1,5.58589e-05,-102.613,0.587659,0.0273187,-26.6705,64.1050647737,4067.09500268,358.73,64.3913765079
-20.4528606296,1.38491,1.0097,3.70252e-05,58.3533,0.1,0.01,100,-20.4528606296,0.00373844,4619.82858462,100,2.60387,-20.4528606296,1,4.02315e-05,-58.2971,0.41016,0.0257885,4.65798,72.2070142463,4619.82858462,398.64,71.5157884241
1.23036700499,1.72076,1.06737,2.65975e-05,53.8314,0.1,0.01,100,1.23036700499,0.00283893,2730.33129467,100,3.79183,1.23036700499,1,8.14698e-05,-31.632,0.928164,0.0355251,23.8337,58.1139537022,2730.33129467,465.76,55.3540938657
15.225568433,1.67445,0.950401,6.82883e-05,60.8442,0.1,0.01,100,15.225568433,0.00649013,2156.84226932,100,3.4451,15.225568433,1,8.19977e-05,-16.5028,0.740655,0.0362489,32.197,59.720990485,2156.84226932,495.03,55.1944162711
27.0143334094,1.502,0.968356,0.000501395,35.0365,0.1,0.01,100,27.0143334094,0.0485529,1624.41536687,100,2.5919,27.0143334094,1,4.92113e-05,1.83839,0.461462,0.026766,41.1282,66.5778550071,1624.41536687,491.99,67.240774257
43.955469372,1.31757,1.09553,6.67603e-05,34.6027,0.1,0.01,100,43.955469372,0.00731381,1432.35717688,100,2.28653,43.955469372,1,2.74838e-05,14.957,0.329859,0.0208714,54.9951,75.8970983045,1432.35717688,500.0,78.6107909385
50.5190056514,1.16963,0.983519,0.000482709,31.0182,0.1,0.01,100,50.5190056514,0.0474753,993.743799929,100,1.7708,50.5190056514,1,2.12747e-05,16.346,0.205792,0.0180047,56.8739,85.4971193187,993.743799929,500.0,82.6023524958
54.3029131847,1.09229,1.00547,0.00183009,29.0939,0.1,0.01,100,54.3029131847,0.18401,947.045268795,100,1.47413,54.3029131847,1,8.22447e-06,13.5656,0.0831463,0.0146611,58.2253,91.5511846223,947.045268795,500.0,92.4707903187
56.8060511836,1.12646,0.920627,0.000808427,27.2191,0.1,0.01,100,56.8060511836,0.074426,843.130095899,100,1.67998,56.8060511836,1,1.678e-05,22.9094,0.14222,0.0182482,61.9304,88.7739374885,843.130095899,500.0,85.7543278347
63.4344551531,1.18962,0.93132,0.000992142,24.4692,0.1,0.01,100,63.4344551531,0.0924001,688.710570004,100,2.03733,63.4344551531,1,2.4118e-05,30.2186,0.209189,0.0218758,70.0981,84.0603033848,688.710570004,500.0,80.725347157
62.641507824,1.10203,0.972593,0.000792617,25.4861,0.1,0.01,100,62.641507824,0.0770893,769.841955977,100,1.55006,62.641507824,1,1.41056e-05,27.7018,0.133431,0.0159374,66.6421,90.7419520762,769.841955977,500.0,87.7465401767
69.3216286183,1.08492,1.02752,0.000862915,22.941,0.1,0.01,100,69.3216286183,0.0886664,535.623854958,100,1.67462,69.3216286183,1,1.01077e-05,32.5031,0.106717,0.0162977,72.7496,92.1727311335,535.623854958,500.0,90.9036082162
73.5164179325,1.09083,1.01014,0.0035367,21.8553,0.1,0.01,100,73.5164179325,0.357256,501.697030824,100,1.64453,73.5164179325,1,8.5916e-06,38.2025,0.0876674,0.0162802,76.596,91.6732455048,501.697030824,500.0,92.1610942254
72.8945991685,1.06433,1.04856,0.00219215,19.917,0.1,0.01,100,72.8945991685,0.22986,446.757007586,100,1.63112,72.8945991685,1,6.9096e-06,37.2112,0.0759696,0.0155558,75.6182,93.9560445715,446.757007586,500.0,93.5974674654
74.7683318264,1.029,1.01753,0.00494252,20.358,0.1,0.01,100,74.7683318264,0.502914,430.792892029,100,1.24884,74.7683318264,1,1.98393e-06,34.1616,0.0205408,0.0122733,75.93,97.1821985496,430.792892029,500.0,98.0737453327
74.440935768,1.07308,1.05454,0.00251941,22.5155,0.1,0.01,100,74.440935768,0.265682,568.871548287,100,1.64743,74.440935768,1,6.25937e-06,37.6054,0.0696075,0.0156223,77.2498,93.1897846603,568.871548287,500.0,94.1647905694
75.5004391627,1.05042,1.00418,0.00475995,19.4605,0.1,0.01,100,75.5004391627,0.477983,412.775616464,100,1.41326,75.5004391627,1,5.58794e-06,39.6509,0.0563473,0.0140738,77.1155,95.1995681149,412.775616464,500.0,94.7579222428
74.1270447481,1.035,0.985993,0.00410979,20.8008,0.1,0.01,100,74.1270447481,0.405223,444.590714499,100,1.51679,74.1270447481,1,3.87393e-06,34.6242,0.0376616,0.0153834,75.5537,96.6180378838,444.590714499,500.0,96.3064092839
73.3603778013,1.07132,1.0089,0.00395516,22.9898,0.1,0.01,100,73.3603778013,0.399036,491.965138809,100,1.74704,73.3603778013,1,8.11836e-06,37.7022,0.0826352,0.0173163,75.9716,93.3424859014,491.965138809,500.0,92.5607473365
71.7390693228,1.07411,0.994385,0.00465708,24.0747,0.1,0.01,100,71.7390693228,0.463093,393.14119853,100,2.80792,71.7390693228,1,9.16791e-06,35.5731,0.0906524,0.0282377,74.017,93.1007448408,393.14119853,500.0,91.6790099753
73.7881795892,1.03839,1.02956,0.00450689,17.425,0.1,0.01,100,73.7881795892,0.464011,343.064336634,100,1.40816,73.7881795892,1,3.66295e-06,38.903,0.038827,0.0136773,75.2245,96.3026393024,343.064336634,500.0,96.50060844
74.6426512627,1.02581,1.02021,0.0046173,19.0452,0.1,0.01,100,74.6426512627,0.471062,342.68752096,100,1.62689,74.6426512627,1,3.14952e-06,39.3528,0.0327811,0.0159466,75.5733,97.4841431244,342.68752096,500.0,96.9762729027
76.3197707577,1.02049,0.982864,0.00462004,19.3091,0.1,0.01,100,76.3197707577,0.454087,368.930534135,100,1.32615,76.3197707577,1,2.54346e-06,38.2026,0.0245703,0.0134927,77.1073,97.9919072588,368.930534135,500.0,97.5438007717
74.3204389024,1.03509,0.997395,0.00176619,18.1091,0.1,0.01,100,74.3204389024,0.176159,393.016835889,100,1.35434,74.3204389024,1,4.30904e-06,37.7662,0.0428662,0.0135787,75.8696,96.6099260771,393.016835889,500.0,95.9086280374
78.4676887345,1.01526,1.00321,0.00646552,22.9407,0.1,0.01,100,78.4676887345,0.648629,509.919722814,100,1.31814,78.4676887345,1,1.39765e-06,35.9207,0.0140664,0.0131392,79.135,98.4970542263,509.919722814,500.0,98.635205463
76.0339414293,1.05643,1.0007,0.00117877,17.7261,0.1,0.01,100,76.0339414293,0.11796,354.707458066,100,1.51316,76.0339414293,1,6.76177e-06,40.9739,0.0677123,0.015121,78.3207,94.658223723,354.707458066,500.0,93.72584263
77.2390661169,1.06143,0.983665,0.00258677,20.4144,0.1,0.01,100,77.2390661169,0.254452,406.11348382,100,2.17988,77.2390661169,1,9.63213e-06,40.1577,0.0932003,0.0221607,79.3643,94.2129604412,406.11348382,500.0,91.2943691366
73.9244802663,1.01893,0.980552,0.0043722,20.6338,0.1,0.01,100,73.9244802663,0.428717,417.39932403,100,1.27354,73.9244802663,1,2.65272e-06,36.6923,0.0255054,0.012988,74.6964,98.141747922,417.39932403,500.0,97.4410107723
79.0783222668,1.04223,1.00416,0.00437309,19.9339,0.1,0.01,100,79.0783222668,0.439128,360.114222804,100,2.10537,79.0783222668,1,4.85571e-06,42.1471,0.0489618,0.0209666,80.5095,95.9483737255,360.114222804,500.0,95.4133572016
83.5673501349,1.0364,0.987819,0.00452935,18.3115,0.1,0.01,100,83.5673501349,0.447418,292.03323344,100,1.25469,83.5673501349,1,3.37259e-06,46.6484,0.0329093,0.0127016,84.7754,96.4873800825,292.03323344,500.0,96.7690282901
79.0491860156,1.03132,0.993307,0.00471231,17.8912,0.1,0.01,100,79.0491860156,0.468077,344.298758574,100,1.25157,79.0491860156,1,3.54334e-06,42.2677,0.0349607,0.0126,80.204,96.963139917,344.298758574,500.0,96.6109872325
77.6752300998,1.032,1.02085,0.00554822,20.8411,0.1,0.01,100,77.6752300998,0.566387,437.111721361,100,1.36535,77.6752300998,1,2.94026e-06,41.1976,0.0306412,0.0133746,78.8279,96.8989388903,437.111721361,500.0,97.1714836184
79.1045986949,1.0038,1.00268,0.00807302,19.7313,0.1,0.01,100,79.1045986949,0.809468,391.401188676,100,1.09497,79.1045986949,1,3.30555e-07,36.7461,0.00332331,0.0109204,79.2613,99.6213286299,391.401188676,500.0,99.6738231922
81.2989037967,1.02112,1.02095,0.00593021,20.3505,0.1,0.01,100,81.2989037967,0.605446,423.993181074,100,1.46896,81.2989037967,1,2.40163e-06,43.8747,0.0250332,0.0143882,82.1166,97.9315273818,423.993181074,500.0,97.6776271772
79.4366528103,1.03625,1.03186,0.00343793,18.3983,0.1,0.01,100,79.4366528103,0.354745,364.141800773,100,1.31944,79.4366528103,1,3.3794e-06,43.0917,0.0359816,0.012787,80.8448,96.5018209545,364.141800773,500.0,96.7626747629
