AvgRet,eRenyi2,AvgVanillaIw,MinNormIw,VarJ,Delta,AvgNormIw,BatchSize,AvgDiscRet,MinVanillaIw,VarDiscRet,EpsThisIter,MaxVanillaIw,VanillaAvgRet,IterType,VarNormIw,Bound,VarVanillaIw,MaxNormIw,J,ESSRenyi,VarRet,AvgEpLen,ESSClassic
-108.79627916,1.00306,1.01362,0.00820233,4.29905,0.1,0.01,100,-108.79627916,0.831403,20.8781642204,100,1.19494,-108.79627916,1,3.08762e-07,-147.999,0.00317229,0.0117888,-108.674,99.6945915682,20.8781642204,17.47,99.6952458121
-112.223967642,1.00373,1.00063,0.00810729,34.3434,0.1,0.01,100,-112.223967642,0.811237,1539.98497542,100,1.19383,-112.223967642,1,4.17456e-07,-261.417,0.0041798,0.0119308,-111.653,99.6285341189,1539.98497542,23.05,99.5884175261
-111.216520368,1.00696,1.01107,0.00674653,20.6761,0.1,0.01,100,-111.216520368,0.682123,833.860025731,100,1.17531,-111.216520368,1,5.53751e-07,-228.846,0.00566082,0.0116244,-110.327,99.308889585,833.860025731,23.18,99.4547623743
-111.193079615,1.00385,1.0046,0.00798174,27.4096,0.1,0.01,100,-111.193079615,0.801842,1013.51705047,100,1.12461,-111.193079615,1,3.55264e-07,-238.124,0.00358536,0.0111947,-110.688,99.6162298085,1013.51705047,23.64,99.6494661763
-109.676380904,1.00688,1.01232,0.00693225,11.742,0.1,0.01,100,-109.676380904,0.701765,256.283252757,100,1.12207,-109.676380904,1,9.43168e-07,-188.222,0.00966548,0.0110841,-109.091,99.3170611811,256.283252757,21.55,99.074919916
-107.965341655,1.00189,1.0072,0.00826902,3.90344,0.1,0.01,100,-107.965341655,0.832856,16.7241129081,100,1.11412,-107.965341655,1,2.24932e-07,-148.28,0.00228183,0.0110615,-107.887,99.8113977354,16.7241129081,17.8,99.7778068433
-108.207580249,1.00112,1.00409,0.00909767,3.41321,0.1,0.01,100,-108.207580249,0.913492,12.3474979225,100,1.06922,-108.207580249,1,1.28519e-07,-145.817,0.00129574,0.0106486,-108.165,99.887949752,12.3474979225,16.77,99.8729297805
-108.043366158,1.00216,1.00035,0.00809171,3.76374,0.1,0.01,100,-108.043366158,0.809454,14.1602050934,100,1.14797,-108.043366158,1,2.36079e-07,-145.184,0.00236244,0.0114756,-107.963,99.7844346137,14.1602050934,16.67,99.7668208395
-107.403645852,1.00203,0.996698,0.00947825,4.34401,0.1,0.01,100,-107.403645852,0.944695,15.8720242918,100,1.18873,-107.403645852,1,1.57201e-07,-143.588,0.00156165,0.0119267,-107.332,99.7976590889,15.8720242918,17.87,99.844607793
-107.994467457,1.00074,0.997082,0.008495,3.3556,0.1,0.01,100,-107.994467457,0.847021,11.295084606,100,1.03574,-107.994467457,1,1.03397e-07,-142.172,0.00102795,0.0103877,-107.969,99.9261091167,11.295084606,17.92,99.8977290267
-109.810614757,1.008,0.995784,0.0053747,14.039,0.1,0.01,100,-109.810614757,0.535204,499.040153082,100,1.18131,-109.810614757,1,1.09409e-06,-207.614,0.0108488,0.0118631,-108.921,99.2066409231,499.040153082,21.5,98.9284549759
-107.920388114,1.00132,0.998042,0.00878472,2.69957,0.1,0.01,100,-107.920388114,0.876752,7.83898255629,100,1.04656,-107.920388114,1,1.60522e-07,-143.466,0.00159894,0.0104862,-107.873,99.8682924605,7.83898255629,16.31,99.8413163232
-107.689821706,1.00073,1.00557,0.00908542,2.85869,0.1,0.01,100,-107.689821706,0.913604,8.39040083146,100,1.07027,-107.689821706,1,5.64726e-08,-142.546,0.000571036,0.0106434,-107.664,99.92698997,8.39040083146,15.63,99.9440987663
-107.719684533,1.00368,0.998602,0.00740302,3.28936,0.1,0.01,100,-107.719684533,0.739267,13.4039586721,100,1.07269,-107.719684533,1,4.12504e-07,-145.351,0.00411351,0.0107419,-107.578,99.6329596814,13.4039586721,17.24,99.5932914272
-107.80662326,1.00254,1.0007,0.00740344,3.07031,0.1,0.01,100,-107.80662326,0.740864,11.7234930287,100,1.09995,-107.80662326,1,3.6611e-07,-146.404,0.00366624,0.0109918,-107.703,99.7466205671,11.7234930287,16.35,99.6388619019
-108.274806889,1.00074,0.998241,0.00937102,3.16693,0.1,0.01,100,-108.274806889,0.935453,10.3512669846,100,1.08043,-108.274806889,1,7.03402e-08,-144.395,0.000700929,0.0108233,-108.248,99.9263828938,10.3512669846,17.41,99.9304062493
-106.862423856,1.00234,1.00576,0.00897352,5.4084,0.1,0.01,100,-106.862423856,0.902523,27.2772612316,100,1.19471,-106.862423856,1,2.36482e-07,-143.368,0.00239216,0.0118786,-106.777,99.7660638718,27.2772612316,17.66,99.7664219826
-107.560258476,1.00035,1.00013,0.00950086,2.7219,0.1,0.01,100,-107.560258476,0.950206,7.55193561129,100,1.05888,-107.560258476,1,3.3669e-08,-142.311,0.000336775,0.0105874,-107.548,99.9650719612,7.55193561129,16.02,99.9666835174
-108.097364914,1.00152,1.00061,0.00882814,3.2183,0.1,0.01,100,-108.097364914,0.883349,10.8661812409,100,1.14445,-108.097364914,1,1.8588e-07,-144.213,0.00186105,0.0114375,-108.042,99.8484765165,10.8661812409,18.51,99.8163360557
-107.580183545,1.00274,0.993486,0.00803073,3.66172,0.1,0.01,100,-107.580183545,0.797842,14.9672612726,100,1.06216,-107.580183545,1,2.81737e-07,-146.34,0.00278079,0.0106912,-107.483,99.7267580263,14.9672612726,18.0,99.7218380829
-107.609261738,1.00199,0.993575,0.00549514,2.69647,0.1,0.01,100,-107.609261738,0.545984,8.29577181969,100,1.03947,-107.609261738,1,3.4448e-07,-143.145,0.00340067,0.0104619,-107.527,99.8011972896,8.29577181969,15.73,99.6601556107
-107.1474278,1.00085,1.0053,0.0090412,3.65183,0.1,0.01,100,-107.1474278,0.908913,13.0055967232,100,1.12613,-107.1474278,1,9.92563e-08,-141.402,0.00100312,0.0112019,-107.118,99.9150997602,13.0055967232,16.6,99.9018534716
-107.173980128,1.00246,1.00464,0.00813461,3.50601,0.1,0.01,100,-107.173980128,0.817235,14.0245042735,100,1.07988,-107.173980128,1,2.60452e-07,-145.144,0.00262875,0.0107489,-107.08,99.754567799,14.0245042735,17.42,99.7428270882
-107.688878077,1.00146,0.994221,0.00884538,3.93333,0.1,0.01,100,-107.688878077,0.879426,17.6741025257,100,1.11398,-107.688878077,1,1.86897e-07,-149.033,0.00184743,0.0112045,-107.63,99.8544668303,17.6741025257,17.36,99.8153114344
-108.035143026,1.00132,0.996508,0.0086848,4.7011,0.1,0.01,100,-108.035143026,0.865447,25.7868863186,100,1.06438,-108.035143026,1,1.64642e-07,-151.553,0.00163494,0.010681,-107.976,99.8681735652,25.7868863186,16.84,99.8372688128
-107.261529673,1.0007,0.998986,0.00932918,3.02958,0.1,0.01,100,-107.261529673,0.931972,9.51662354202,100,1.04839,-107.261529673,1,7.56774e-08,-143.549,0.000755241,0.0104946,-107.237,99.9304778256,9.51662354202,18.23,99.9251370428
-107.627550325,1.0012,0.995674,0.00915267,3.27126,0.1,0.01,100,-107.627550325,0.911307,10.4144752715,100,1.15945,-107.627550325,1,1.14707e-07,-144.387,0.00113717,0.0116449,-107.585,99.8800169312,10.4144752715,16.44,99.8865683484
-107.535164114,1.001,1.00196,0.00897126,5.57027,0.1,0.01,100,-107.535164114,0.89888,30.9806436249,100,1.05191,-107.535164114,1,7.89617e-08,-148.981,0.000792708,0.0104986,-107.494,99.9000238537,30.9806436249,16.76,99.9218866997
-107.450646739,1.00179,0.998696,0.00775371,3.3484,0.1,0.01,100,-107.450646739,0.77436,13.2026861946,100,1.07458,-107.450646739,1,2.03901e-07,-146.257,0.00203369,0.0107598,-107.378,99.8214814824,13.2026861946,16.86,99.7985037643
-107.807566795,1.00028,1.00188,0.00940733,3.04107,0.1,0.01,100,-107.807566795,0.9425,9.40308109404,100,1.05493,-107.807566795,1,2.88638e-08,-142.88,0.000289724,0.0105295,-107.798,99.9723391772,9.40308109404,16.17,99.9714381137
-108.1357007,1.00354,0.998197,0.00778278,3.42467,0.1,0.01,100,-108.1357007,0.776874,15.1074708255,100,1.10255,-108.1357007,1,4.45442e-07,-146.944,0.00443837,0.0110454,-107.992,99.6475762971,15.1074708255,17.45,99.5609214232
-107.457123817,1.00062,0.999452,0.00895143,3.20349,0.1,0.01,100,-107.457123817,0.894653,10.6428567387,100,1.04428,-107.457123817,1,6.714e-08,-143.85,0.000670665,0.0104485,-107.434,99.9377519186,10.6428567387,16.35,99.93356754
-108.04680857,1.00366,1.004,0.00801573,4.05334,0.1,0.01,100,-108.04680857,0.804783,20.7302163323,100,1.10482,-108.04680857,1,4.4244e-07,-148.487,0.00445991,0.0110041,-107.894,99.6350542691,20.7302163323,21.59,99.5639211325
-107.6440345,1.00019,0.998871,0.00941369,2.42246,0.1,0.01,100,-107.6440345,0.940306,5.9393377218,100,1.01808,-107.6440345,1,2.35668e-08,-141.832,0.000235136,0.0101923,-107.637,99.9808109873,5.9393377218,15.94,99.9766737597
-107.204988787,1.00069,0.999436,0.00912596,2.53582,0.1,0.01,100,-107.204988787,0.912081,6.61443391465,100,1.03907,-107.204988787,1,7.8154e-08,-141.984,0.000780658,0.0103966,-107.182,99.9312992331,6.61443391465,15.7,99.9226696635
-107.360252683,1.00104,0.996454,0.00902808,2.7426,0.1,0.01,100,-107.360252683,0.899607,7.59746737136,100,1.17612,-107.360252683,1,1.03569e-07,-141.719,0.00102836,0.011803,-107.324,99.8965619163,7.59746737136,16.69,99.8975958913
-107.730853212,1.00227,0.99072,0.00806321,2.71345,0.1,0.01,100,-107.730853212,0.798839,8.0489754773,100,1.08519,-107.730853212,1,3.38299e-07,-142.754,0.00332049,0.0109535,-107.651,99.773017375,8.0489754773,16.45,99.6662010085
-107.236500554,1.00206,1.00165,0.0065233,2.93331,0.1,0.01,100,-107.236500554,0.653406,10.1376670654,100,1.14829,-107.236500554,1,2.71024e-07,-143.545,0.00271919,0.011464,-107.152,99.794584145,10.1376670654,17.17,99.7323686269
-107.702101528,1.00196,0.990743,0.00731723,3.24072,0.1,0.01,100,-107.702101528,0.724949,10.9351559523,100,1.06349,-107.702101528,1,3.29597e-07,-143.017,0.00323523,0.0107342,-107.631,99.8041657724,10.9351559523,18.43,99.6747372039
-106.629368147,1.00269,1.00787,0.00891775,3.52506,0.1,0.01,100,-106.629368147,0.898792,10.4470022241,100,1.27989,-106.629368147,1,3.5873e-07,-140.547,0.00364397,0.012699,-106.542,99.7315361716,10.4470022241,19.29,99.6461250927
-107.077632031,1.00063,1.00198,0.00942081,3.0469,0.1,0.01,100,-107.077632031,0.943945,9.21198337042,100,1.07016,-107.077632031,1,6.9095e-08,-142.07,0.000693687,0.0106804,-107.056,99.9366327584,9.21198337042,16.87,99.9316659783
-107.585797804,1.00165,0.999772,0.0086388,3.01465,0.1,0.01,100,-107.585797804,0.863683,9.19367476389,100,1.11974,-107.585797804,1,1.87238e-07,-142.147,0.00187153,0.0112,-107.529,99.8353217427,9.19367476389,17.43,99.8149847061
-106.946200122,1.00056,1.00135,0.00909394,2.34646,0.1,0.01,100,-106.946200122,0.910622,5.70485654066,100,1.07102,-106.946200122,1,6.73021e-08,-141.288,0.00067484,0.0106957,-106.927,99.9443006985,5.70485654066,15.79,99.9333966005
-106.525134654,1.00085,1.00011,0.0095364,2.80044,0.1,0.01,100,-106.525134654,0.953744,7.72717324125,100,1.10781,-106.525134654,1,7.74573e-08,-141.377,0.000774742,0.0110768,-106.496,99.9150878595,7.72717324125,17.74,99.9233808439
-106.930212019,1.00073,0.996757,0.00894571,2.41812,0.1,0.01,100,-106.930212019,0.891671,5.96889008577,100,1.05323,-106.930212019,1,8.56011e-08,-140.953,0.000850468,0.0105665,-106.907,99.9268233209,5.96889008577,16.41,99.9153254911
-107.298810018,1.00055,0.998283,0.00818671,2.57649,0.1,0.01,100,-107.298810018,0.817266,6.85453257075,100,1.04121,-107.298810018,1,9.90114e-08,-142.755,0.000986717,0.01043,-107.278,99.945348583,6.85453257075,17.11,99.9020948852
-106.691738063,1.00117,1.00432,0.00909257,3.43198,0.1,0.01,100,-106.691738063,0.913183,11.1904105116,100,1.1285,-106.691738063,1,1.30467e-07,-140.95,0.00131596,0.0112365,-106.651,99.8828117093,11.1904105116,19.0,99.8709828849
-107.194452584,1.00078,1.00233,0.00904883,2.57523,0.1,0.01,100,-107.194452584,0.906988,6.78897165204,100,1.15602,-107.194452584,1,1.06822e-07,-141.722,0.00107319,0.0115334,-107.168,99.9223002,6.78897165204,17.97,99.8943346364
-109.054171171,1.00793,0.986935,0.00533651,10.5493,0.1,0.01,100,-109.054171171,0.52668,374.604272252,100,1.11888,-109.054171171,1,8.73461e-07,-198.127,0.00850787,0.0113369,-108.142,99.2133993194,374.604272252,21.53,99.1426670102
-107.351554884,1.00055,1.00021,0.00912282,2.40578,0.1,0.01,100,-107.351554884,0.912471,5.91048517063,100,1.0554,-107.351554884,1,7.85136e-08,-141.749,0.000785461,0.0105518,-107.333,99.9455152939,5.91048517063,16.97,99.9223330428
-107.465673952,1.00068,0.998678,0.00914791,2.77887,0.1,0.01,100,-107.465673952,0.913582,7.75901802468,100,1.08347,-107.465673952,1,6.67827e-08,-142.339,0.000666062,0.010849,-107.442,99.9318944644,7.75901802468,16.7,99.9339205898
-107.180951033,1.00036,1.0017,0.00954845,2.67077,0.1,0.01,100,-107.180951033,0.956464,7.2754820715,100,1.03519,-107.180951033,1,3.24368e-08,-141.696,0.000325469,0.0103344,-107.168,99.963761592,7.2754820715,16.98,99.9678814176
-106.879368026,1.00125,1.00172,0.00902373,3.94727,0.1,0.01,100,-106.879368026,0.903927,13.2387953446,100,1.2167,-106.879368026,1,2.27047e-07,-141.107,0.00227829,0.0121461,-106.838,99.8747489025,13.2387953446,17.39,99.77572819
-107.068168929,1.00011,0.99998,0.00983259,2.41826,0.1,0.01,100,-107.068168929,0.983239,5.90018881989,100,1.04924,-107.068168929,1,1.08046e-08,-142.321,0.000108042,0.0104927,-107.064,99.9885572177,5.90018881989,16.85,99.9893118566
-107.05943289,1.00175,0.996626,0.00918352,2.80993,0.1,0.01,100,-107.05943289,0.915253,7.65984383624,100,1.15469,-107.05943289,1,2.0152e-07,-141.244,0.00200162,0.011586,-107.014,99.825603459,7.65984383624,18.67,99.8009213154
-107.168007644,1.00121,1.0016,0.00902846,3.09396,0.1,0.01,100,-107.168007644,0.904295,9.87726030913,100,1.06567,-107.168007644,1,1.1712e-07,-141.54,0.00117496,0.0106396,-107.126,99.8794817788,9.87726030913,17.49,99.8841748944
-107.064848327,1.00103,0.999992,0.00912295,3.19447,0.1,0.01,100,-107.064848327,0.912287,10.318637935,100,1.06157,-107.064848327,1,7.97063e-08,-141.658,0.000797049,0.0106158,-107.03,99.8967879461,10.318637935,19.29,99.9211351942
-107.04610004,1.00054,1.00281,0.00917237,2.58952,0.1,0.01,100,-107.04610004,0.919815,6.88994653606,100,1.07549,-107.04610004,1,5.94578e-08,-142.194,0.000597925,0.0107248,-107.028,99.9457296373,6.88994653606,17.61,99.9411818169
-107.21182472,1.00039,0.998048,0.00859379,2.62148,0.1,0.01,100,-107.21182472,0.857702,7.07868709633,100,1.02388,-107.21182472,1,5.57072e-08,-141.784,0.000554899,0.0102588,-107.194,99.9606883155,7.07868709633,16.71,99.9449149062
-107.166334421,1.00114,0.996915,0.00786714,2.79929,0.1,0.01,100,-107.166334421,0.784287,8.81635805446,100,1.06171,-107.166334421,1,1.82359e-07,-143.447,0.00181236,0.0106499,-107.121,99.8864035261,8.81635805446,18.38,99.8197898521
-106.940187858,1.0003,1.00149,0.00951964,2.34667,0.1,0.01,100,-106.940187858,0.95338,5.63742349291,100,1.0587,-106.940187858,1,2.86785e-08,-141.151,0.000287639,0.0105713,-106.93,99.9699444533,5.63742349291,17.08,99.9716135297
-106.965961232,1.00208,1.00104,0.00811285,2.752,0.1,0.01,100,-106.965961232,0.812125,7.99537417243,100,1.07788,-106.965961232,1,2.40673e-07,-142.043,0.00241172,0.0107676,-106.916,99.7920317294,7.99537417243,17.51,99.7622985734
-107.007211461,1.00032,1.0009,0.00932724,2.10241,0.1,0.01,100,-107.007211461,0.933566,4.51702394652,100,1.04071,-107.007211461,1,2.88829e-08,-141.029,0.000289351,0.0103978,-106.996,99.9684314281,4.51702394652,16.46,99.9714026701
-106.765266709,1.00064,1.00363,0.00936523,2.13939,0.1,0.01,100,-106.765266709,0.939927,4.65157555328,100,1.10123,-106.765266709,1,7.3159e-08,-140.426,0.000736917,0.0109724,-106.743,99.9362755849,4.65157555328,15.73,99.9276058704
-107.118714786,1.00127,1.00252,0.00906046,2.92647,0.1,0.01,100,-107.118714786,0.908332,8.42416527803,100,1.13103,-107.118714786,1,1.49838e-07,-141.469,0.00150595,0.0112818,-107.076,99.8732268668,8.42416527803,16.69,99.851898996
-106.789067195,1.00238,0.997332,0.00917193,4.09417,0.1,0.01,100,-106.789067195,0.914745,13.8093743312,100,1.36685,-106.789067195,1,2.51459e-07,-145.139,0.00250119,0.013705,-106.701,99.7621129102,13.8093743312,18.91,99.751676492
-107.360545326,1.00042,1.00131,0.00926071,2.88506,0.1,0.01,100,-107.360545326,0.927285,8.59789815263,100,1.06174,-107.360545326,1,4.61165e-08,-143.232,0.000462376,0.0106035,-107.345,99.9581988619,8.59789815263,18.34,99.9543982406
-107.305831239,1.00234,0.996644,0.00809298,3.86636,0.1,0.01,100,-107.305831239,0.806583,17.444964567,100,1.07938,-107.305831239,1,2.47339e-07,-146.957,0.00245682,0.0108302,-107.211,99.7663605032,17.444964567,19.09,99.7557384153
-107.270580369,1.00167,0.995843,0.00850712,2.85139,0.1,0.01,100,-107.270580369,0.847175,8.73050833113,100,1.17742,-107.270580369,1,2.39577e-07,-142.41,0.00237589,0.0118234,-107.212,99.8331117956,8.73050833113,16.18,99.7633932392
-106.332243155,1.0003,0.999845,0.00927213,2.20897,0.1,0.01,100,-106.332243155,0.927069,4.9426150532,100,1.04076,-106.332243155,1,2.8325e-08,-140.174,0.000283162,0.0104092,-106.322,99.9699325395,4.9426150532,19.65,99.9719559056
-106.618055737,1.00394,1.00998,0.00919192,3.55413,0.1,0.01,100,-106.618055737,0.928369,9.42070278488,100,1.40906,-106.618055737,1,6.41597e-07,-140.986,0.00654473,0.0139513,-106.491,99.6073938762,9.42070278488,17.12,99.3688360103
-107.310354221,1.00036,0.998873,0.00952922,2.26342,0.1,0.01,100,-107.310354221,0.951848,5.26273819926,100,1.02422,-107.310354221,1,2.9601e-08,-142.359,0.000295343,0.0102538,-107.297,99.964297648,5.26273819926,16.62,99.9706688722
-106.788907065,1.00089,0.999211,0.00900563,3.68786,0.1,0.01,100,-106.788907065,0.899852,13.0091981852,100,1.06179,-106.788907065,1,8.58984e-08,-141.258,0.00085763,0.0106263,-106.758,99.9112797829,13.0091981852,18.18,99.9150223848
-106.616060072,1.00062,1.00023,0.00888596,3.67605,0.1,0.01,100,-106.616060072,0.888799,13.2800749387,100,1.05411,-106.616060072,1,9.23949e-08,-140.398,0.00092437,0.0105387,-106.595,99.9377519186,13.2800749387,17.31,99.9085918388
-107.235827191,1.00067,0.999211,0.00867339,2.72843,0.1,0.01,100,-107.235827191,0.866655,7.44830067512,100,1.05249,-107.235827191,1,6.44997e-08,-141.091,0.000643979,0.0105332,-107.213,99.9330968533,7.44830067512,17.52,99.9361831908
-106.786743263,1.00087,0.998945,0.00893145,2.35053,0.1,0.01,100,-106.786743263,0.892203,5.55050764509,100,1.07507,-106.786743263,1,9.17622e-08,-140.637,0.000915687,0.0107621,-106.764,99.9127315778,5.55050764509,16.77,99.9092411069
-107.23996817,1.0007,0.999059,0.00901373,2.89413,0.1,0.01,100,-107.23996817,0.900525,9.22272856049,100,1.04204,-107.23996817,1,8.05094e-08,-146.066,0.00080358,0.0104302,-107.213,99.9297159524,9.22272856049,16.14,99.9203713595
-106.965258069,1.0021,0.999546,0.00890971,4.02532,0.1,0.01,100,-106.965258069,0.890567,16.1010297945,100,1.08628,-106.965258069,1,2.12338e-07,-143.793,0.00212145,0.0108678,-106.889,99.7899661491,16.1010297945,18.41,99.7902437847
-107.017199046,1.00089,1.00158,0.00935225,2.71211,0.1,0.01,100,-107.017199046,0.936703,7.11359956002,100,1.11176,-107.017199046,1,1.01677e-07,-140.835,0.00101999,0.0111001,-106.988,99.9114701798,7.11359956002,17.15,99.8994315663
-107.04597806,1.00073,1.001,0.00917014,2.75541,0.1,0.01,100,-107.04597806,0.917927,7.71744331876,100,1.04398,-107.04597806,1,5.85629e-08,-141.539,0.000586796,0.0104295,-107.021,99.9274304025,7.71744331876,17.67,99.9420423163
-113.424443476,1.01949,0.976086,0.00430062,23.6293,0.1,0.01,100,-113.424443476,0.419778,2485.10613176,100,1.18545,-113.424443476,1,2.63539e-06,-256.646,0.0251085,0.012145,-109.648,98.0879612653,2485.10613176,27.56,97.4573020981
-106.493777621,1.00021,0.998372,0.009557,2.11351,0.1,0.01,100,-106.493777621,0.954145,4.53602425613,100,1.03979,-106.493777621,1,2.55197e-08,-140.338,0.000254367,0.0104149,-106.487,99.9792738012,4.53602425613,16.81,99.9747294266
-107.354038414,1.00105,0.99724,0.00896885,2.99518,0.1,0.01,100,-107.354038414,0.89441,9.04843687892,100,1.10012,-107.354038414,1,1.22171e-07,-141.943,0.00121498,0.0110317,-107.318,99.8952295506,9.04843687892,18.35,99.8791932196
-107.238933801,1.00145,0.998779,0.00900552,3.0387,0.1,0.01,100,-107.238933801,0.899452,9.76526095619,100,1.21602,-107.238933801,1,1.9069e-07,-143.489,0.00190225,0.0121751,-107.187,99.8555722644,9.76526095619,17.79,99.811571106
-106.972492109,1.00105,0.998092,0.00911698,3.41646,0.1,0.01,100,-106.972492109,0.909958,11.2584477182,100,1.07032,-106.972492109,1,9.30866e-08,-140.783,0.000927317,0.0107236,-106.938,99.894789402,11.2584477182,17.07,99.9079116206
-106.719594093,1.00317,1.01167,0.00771001,3.41922,0.1,0.01,100,-106.719594093,0.78,10.4291543557,100,1.36801,-106.719594093,1,5.99754e-07,-140.987,0.00613836,0.0135223,-106.615,99.6836213191,10.4291543557,17.82,99.4097422894
-106.852595333,1.0006,0.995157,0.00880129,2.64247,0.1,0.01,100,-106.852595333,0.875867,7.00124902873,100,1.03928,-106.852595333,1,7.71084e-08,-141.24,0.000763634,0.0104433,-106.832,99.9404903949,7.00124902873,16.2,99.923738762
-106.71482921,1.00086,1.0022,0.0089873,3.41174,0.1,0.01,100,-106.71482921,0.900707,11.5728090395,100,1.03945,-106.71482921,1,7.54652e-08,-140.911,0.000757975,0.0103717,-106.685,99.9136597967,11.5728090395,18.0,99.9253426998
-106.639320586,1.00053,1.00197,0.0084187,2.71596,0.1,0.01,100,-106.639320586,0.84353,7.67523710297,100,1.03207,-106.639320586,1,5.93947e-08,-141.034,0.000596292,0.0103004,-106.62,99.9466465612,7.67523710297,17.66,99.9412162937
-106.681901251,1.00107,0.995236,0.00761353,2.66426,0.1,0.01,100,-106.681901251,0.757727,7.24466222406,100,1.05126,-106.681901251,1,1.91787e-07,-141.025,0.00189964,0.0105629,-106.643,99.892826624,7.24466222406,18.49,99.8105077551
-106.936791515,1.00099,0.996663,0.00810576,2.44455,0.1,0.01,100,-106.936791515,0.80787,6.55202935608,100,1.03953,-106.936791515,1,1.33701e-07,-142.491,0.0013281,0.0104301,-106.9,99.9009042473,6.55202935608,17.59,99.8678307945
-106.323225445,1.00155,0.992965,0.00826075,3.8833,0.1,0.01,100,-106.323225445,0.820263,14.4027532525,100,1.11195,-106.323225445,1,2.24836e-07,-140.3,0.00221684,0.0111982,-106.272,99.8455291656,14.4027532525,17.62,99.7779001485
-106.814510486,1.00157,0.995922,0.00914284,3.36633,0.1,0.01,100,-106.814510486,0.910556,10.2439717315,100,1.11498,-106.814510486,1,1.63359e-07,-140.692,0.0016203,0.0111954,-106.763,99.8436515085,10.2439717315,17.41,99.8386098751
-106.692991097,1.00054,0.996593,0.00887383,2.48774,0.1,0.01,100,-106.692991097,0.88436,6.47211102128,100,1.05392,-106.692991097,1,6.62507e-08,-141.33,0.000658001,0.0105752,-106.674,99.9461226027,6.47211102128,17.6,99.9344707417
-107.01781347,1.00076,0.991965,0.00777701,3.10283,0.1,0.01,100,-107.01781347,0.771452,9.68887935336,100,1.03999,-107.01781347,1,1.41492e-07,-142.202,0.00139228,0.0104841,-106.991,99.9240974964,9.68887935336,17.04,99.8601555833
