AvgRet,J,Bound,Delta,ESSClassic,VarJ,AvgNormIw,VarNormIw,AvgDiscRet,MinVanillaIw,VanillaAvgRet,AvgEpLen,EpsThisIter,eRenyi2,ESSRenyi,MaxNormIw,VarVanillaIw,VarRet,BatchSize,MaxVanillaIw,IterType,VarDiscRet,AvgVanillaIw,MinNormIw
-65.7677796721,-60.1817,-60.1817,1.0,500.000006643,28.7202,0.002,5.43187e-20,-65.7677796721,1.0,-65.7677796721,93.92,100,1.0,500.0,0.002,,2620.00867115,500,1.0,1,2620.00867115,1.0,0.002
-62.8364327173,-62.8364,-62.8364,1.0,100.0,36.3125,0.01,3.50449e-18,-62.8364327173,1.0,-62.8364327173,90.79,100,1.0,500.0,0.01,,1331.91864648,500,1.0,2,1331.91864648,1.0,0.01
-57.5782757764,-60.2074,-60.2074,1.0,200.000000102,26.4047,0.005,2.1793e-19,-57.5782757764,1.0,-57.5782757764,83.92,100,1.0,500.0,0.005,,62.6209567681,500,1.0,2,62.6209567681,1.0,0.005
-61.5901549098,-60.6683,-60.6683,1.0,299.999969474,30.1451,0.00333333,5.43914e-20,-61.5901549098,1.0,-61.5901549098,88.98,100,1.0,500.0,0.00333333,,1343.91796368,500,1.0,2,1343.91796368,1.0,0.00333333
-65.7445285334,-61.9373,-61.9373,1.0,400.0,36.4476,0.0025,5.4346e-20,-65.7445285334,1.0,-65.7445285334,93.56,100,1.0,500.0,0.0025,,2594.15803601,500,1.0,2,2594.15803601,1.0,0.0025
-59.5365265311,-61.4572,-61.4572,1.0,500.000006643,32.8083,0.002,5.43187e-20,-59.5365265311,1.0,-59.5365265311,87.48,100,1.0,500.0,0.002,,64.246323662,500,1.0,1,64.246323662,1.0,0.002
-62.3165288404,-62.3165,-62.3165,1.0,100.0,36.3132,0.01,3.50449e-18,-62.3165288404,1.0,-62.3165288404,90.24,100,1.0,500.0,0.01,,1331.96941365,500,1.0,2,1331.96941365,1.0,0.01
-58.7521032479,-60.5343,-60.5343,1.0,200.000000102,26.3325,0.005,2.1793e-19,-58.7521032479,1.0,-58.7521032479,86.13,100,1.0,500.0,0.005,,62.4216736966,500,1.0,2,62.4216736966,1.0,0.005
-57.2050767919,-59.4246,-59.4246,1.0,299.999969474,21.8109,0.00333333,5.43914e-20,-57.2050767919,1.0,-57.2050767919,83.05,100,1.0,500.0,0.00333333,,33.2941575183,500,1.0,2,33.2941575183,1.0,0.00333333
-61.5746560515,-59.9621,-59.9621,1.0,400.0,26.2266,0.0025,5.4346e-20,-61.5746560515,1.0,-61.5746560515,88.98,100,1.0,500.0,0.0025,,1334.05583293,500,1.0,2,1334.05583293,1.0,0.0025
-62.9055703254,-60.5508,-60.5508,1.0,500.000006643,28.5876,0.002,5.43187e-20,-62.9055703254,1.0,-62.9055703254,91.15,100,1.0,500.0,0.002,,1341.4161995,500,1.0,1,1341.4161995,1.0,0.002
-58.669424222,-58.6694,-58.6694,1.0,100.0,6.59676,0.01,3.50449e-18,-58.669424222,1.0,-58.669424222,85.56,100,1.0,500.0,0.01,,43.9568677369,500,1.0,2,43.9568677369,1.0,0.01
-65.0145899114,-61.842,-61.842,1.0,200.000000102,36.3913,0.005,2.1793e-19,-65.0145899114,1.0,-65.0145899114,93.04,100,1.0,500.0,0.005,,2611.1227541,500,1.0,2,2611.1227541,1.0,0.005
-57.9262802334,-60.5368,-60.5368,1.0,299.999969474,30.0964,0.00333333,5.43914e-20,-57.9262802334,1.0,-57.9262802334,84.54,100,1.0,500.0,0.00333333,,59.0809196424,500,1.0,2,59.0809196424,1.0,0.00333333
-61.6584901808,-60.8172,-60.8172,1.0,400.0,31.8156,0.0025,5.4346e-20,-61.6584901808,1.0,-61.6584901808,88.71,100,1.0,500.0,0.0025,,1344.05320795,500,1.0,2,1344.05320795,1.0,0.0025
-58.931532876,-60.4401,-60.4401,1.0,500.000006643,28.6685,0.002,5.43187e-20,-58.931532876,1.0,-58.931532876,85.87,100,1.0,500.0,0.002,,58.2319227588,500,1.0,1,58.2319227588,1.0,0.002
-58.0786141339,-58.0786,-58.0786,1.0,100.0,7.64557,0.01,3.50449e-18,-58.0786141339,1.0,-58.0786141339,84.94,100,1.0,500.0,0.01,,59.0452651896,500,1.0,2,59.0452651896,1.0,0.01
-65.8841833337,-61.9814,-61.9814,1.0,200.000000102,36.5299,0.005,2.1793e-19,-65.8841833337,1.0,-65.8841833337,94.31,100,1.0,500.0,0.005,,2606.00976953,500,1.0,2,2606.00976953,1.0,0.005
-60.2696210249,-61.4108,-61.4108,1.0,299.999969474,36.5661,0.00333333,5.43914e-20,-60.2696210249,1.0,-60.2696210249,86.77,100,1.0,500.0,0.00333333,,1353.94691838,500,1.0,2,1353.94691838,1.0,0.00333333
-57.3145004906,-60.3867,-60.3867,1.0,400.0,31.8779,0.0025,5.4346e-20,-57.3145004906,1.0,-57.3145004906,83.72,100,1.0,500.0,0.0025,,41.4101193922,500,1.0,2,41.4101193922,1.0,0.0025
-58.23104881,-59.9556,-59.9556,1.0,500.000006643,28.7616,0.002,5.43187e-20,-58.23104881,1.0,-58.23104881,85.09,100,1.0,500.0,0.002,,68.3141676094,500,1.0,1,68.3141676094,1.0,0.002
-61.9742693295,-61.9743,-61.9743,1.0,100.0,36.5534,0.01,3.50449e-18,-61.9742693295,1.0,-61.9742693295,89.09,100,1.0,500.0,0.01,,1349.64884734,500,1.0,2,1349.64884734,1.0,0.01
-65.0630420239,-63.5187,-63.5187,1.0,200.000000102,44.2906,0.005,2.1793e-19,-65.0630420239,1.0,-65.0630420239,92.91,100,1.0,500.0,0.005,,2608.47208225,500,1.0,2,2608.47208225,1.0,0.005
-58.6136145365,-61.8836,-61.8836,1.0,299.999969474,36.4778,0.00333333,5.43914e-20,-58.6136145365,1.0,-58.6136145365,85.67,100,1.0,500.0,0.00333333,,53.0648073213,500,1.0,2,53.0648073213,1.0,0.00333333
-58.9415935481,-61.1481,-61.1481,1.0,400.0,31.8873,0.0025,5.4346e-20,-58.9415935481,1.0,-58.9415935481,86.19,100,1.0,500.0,0.0025,,69.5225321699,500,1.0,2,69.5225321699,1.0,0.0025
-58.1297162609,-60.5445,-60.5445,1.0,500.000006643,28.7357,0.002,5.43187e-20,-58.1297162609,1.0,-58.1297162609,84.66,100,1.0,500.0,0.002,,54.7656395495,500,1.0,1,54.7656395495,1.0,0.002
-59.4437869166,-59.4438,-59.4438,1.0,100.0,7.82016,0.01,3.50449e-18,-59.4437869166,1.0,-59.4437869166,86.85,100,1.0,500.0,0.01,,61.772602236,500,1.0,2,61.772602236,1.0,0.01
-58.7490700275,-59.0964,-59.0964,1.0,200.000000102,7.50449,0.005,2.1793e-19,-58.7490700275,1.0,-58.7490700275,85.86,100,1.0,500.0,0.005,,51.756022413,500,1.0,2,51.756022413,1.0,0.005
-64.0407942976,-60.7446,-60.7446,1.0,299.999969474,30.0537,0.00333333,5.43914e-20,-64.0407942976,1.0,-64.0407942976,91.12,100,1.0,500.0,0.00333333,,2606.81481037,500,1.0,2,2606.81481037,1.0,0.00333333
-61.6569812097,-60.9727,-60.9727,1.0,400.0,31.7558,0.0025,5.4346e-20,-61.6569812097,1.0,-61.6569812097,88.58,100,1.0,500.0,0.0025,,1336.77882393,500,1.0,2,1336.77882393,1.0,0.0025
