MinVanillaIw,VanillaAvgRet,ESSClassic,EpsThisIter,AvgRet,MaxVanillaIw,J,VarNormIw,AvgEpLen,IterType,BatchSize,SamplesThisIter,Bound,VarRet,AvgDiscRet,ESSRenyi,VarVanillaIw,MaxNormIw,VarDiscRet,delta,VarJ,AvgVanillaIw,MinNormIw,AvgNormIw,renyi2
nan,-197.283157657,nan,194,-197.283157657,nan,nan,nan,257.731958763,1,100,50000,nan,22391.3962978,-197.283157657,nan,nan,nan,22391.3962978,0.5,nan,nan,nan,nan,nan
nan,-254.124906726,nan,151,-254.124906726,nan,nan,nan,331.125827815,1,100,50000,nan,21421.2980494,-254.124906726,nan,nan,nan,21421.2980494,0.5,nan,nan,nan,nan,nan
nan,-275.813626624,nan,142,-275.813626624,nan,nan,nan,352.112676056,1,100,50000,nan,24865.0709749,-275.813626624,nan,nan,nan,24865.0709749,0.5,nan,nan,nan,nan,nan
nan,-312.90438631,nan,126,-312.90438631,nan,nan,nan,396.825396825,1,100,50000,nan,18902.585941,-312.90438631,nan,nan,nan,18902.585941,0.5,nan,nan,nan,nan,nan
nan,-229.098163372,nan,165,-229.098163372,nan,nan,nan,303.03030303,1,100,50000,nan,21064.3648978,-229.098163372,nan,nan,nan,21064.3648978,0.5,nan,nan,nan,nan,nan
nan,-195.934901638,nan,189,-195.934901638,nan,nan,nan,264.55026455,1,100,50000,nan,21041.3292013,-195.934901638,nan,nan,nan,21041.3292013,0.5,nan,nan,nan,nan,nan
nan,-217.684719342,nan,177,-217.684719342,nan,nan,nan,282.485875706,1,100,50000,nan,22284.063496,-217.684719342,nan,nan,nan,22284.063496,0.5,nan,nan,nan,nan,nan
nan,-245.944661259,nan,152,-245.944661259,nan,nan,nan,328.947368421,1,100,50000,nan,18617.4141904,-245.944661259,nan,nan,nan,18617.4141904,0.5,nan,nan,nan,nan,nan
nan,-207.495803394,nan,184,-207.495803394,nan,nan,nan,271.739130435,1,100,50000,nan,20147.4788159,-207.495803394,nan,nan,nan,20147.4788159,0.5,nan,nan,nan,nan,nan
nan,-192.28999092,nan,197,-192.28999092,nan,nan,nan,253.807106599,1,100,50000,nan,21217.3908656,-192.28999092,nan,nan,nan,21217.3908656,0.5,nan,nan,nan,nan,nan
nan,-229.933839388,nan,167,-229.933839388,nan,nan,nan,299.401197605,1,100,50000,nan,24543.5601484,-229.933839388,nan,nan,nan,24543.5601484,0.5,nan,nan,nan,nan,nan
nan,-208.133307725,nan,183,-208.133307725,nan,nan,nan,273.224043716,1,100,50000,nan,19940.011673,-208.133307725,nan,nan,nan,19940.011673,0.5,nan,nan,nan,nan,nan
nan,-217.726439548,nan,173,-217.726439548,nan,nan,nan,289.01734104,1,100,50000,nan,22450.7883932,-217.726439548,nan,nan,nan,22450.7883932,0.5,nan,nan,nan,nan,nan
nan,-268.345529035,nan,146,-268.345529035,nan,nan,nan,342.465753425,1,100,50000,nan,25742.5564082,-268.345529035,nan,nan,nan,25742.5564082,0.5,nan,nan,nan,nan,nan
nan,-210.045697047,nan,182,-210.045697047,nan,nan,nan,274.725274725,1,100,50000,nan,25504.4017185,-210.045697047,nan,nan,nan,25504.4017185,0.5,nan,nan,nan,nan,nan
nan,-227.727813586,nan,166,-227.727813586,nan,nan,nan,301.204819277,1,100,50000,nan,22302.0254826,-227.727813586,nan,nan,nan,22302.0254826,0.5,nan,nan,nan,nan,nan
nan,-285.076593184,nan,136,-285.076593184,nan,nan,nan,367.647058824,1,100,50000,nan,22350.6302058,-285.076593184,nan,nan,nan,22350.6302058,0.5,nan,nan,nan,nan,nan
nan,-348.218011367,nan,114,-348.218011367,nan,nan,nan,438.596491228,1,100,50000,nan,11513.4539473,-348.218011367,nan,nan,nan,11513.4539473,0.5,nan,nan,nan,nan,nan
nan,-310.199071732,nan,124,-310.199071732,nan,nan,nan,403.225806452,1,100,50000,nan,16595.9563266,-310.199071732,nan,nan,nan,16595.9563266,0.5,nan,nan,nan,nan,nan
nan,-237.205674237,nan,164,-237.205674237,nan,nan,nan,304.87804878,1,100,50000,nan,25991.7807171,-237.205674237,nan,nan,nan,25991.7807171,0.5,nan,nan,nan,nan,nan
nan,-209.155810707,nan,174,-209.155810707,nan,nan,nan,287.356321839,1,100,50000,nan,18334.6061351,-209.155810707,nan,nan,nan,18334.6061351,0.5,nan,nan,nan,nan,nan
nan,-206.719244314,nan,180,-206.719244314,nan,nan,nan,277.777777778,1,100,50000,nan,21223.0250744,-206.719244314,nan,nan,nan,21223.0250744,0.5,nan,nan,nan,nan,nan
nan,-219.887891843,nan,174,-219.887891843,nan,nan,nan,287.356321839,1,100,50000,nan,25021.5057534,-219.887891843,nan,nan,nan,25021.5057534,0.5,nan,nan,nan,nan,nan
nan,-282.961061158,nan,137,-282.961061158,nan,nan,nan,364.96350365,1,100,50000,nan,21231.4041323,-282.961061158,nan,nan,nan,21231.4041323,0.5,nan,nan,nan,nan,nan
nan,-287.126171596,nan,137,-287.126171596,nan,nan,nan,364.96350365,1,100,50000,nan,21426.0894001,-287.126171596,nan,nan,nan,21426.0894001,0.5,nan,nan,nan,nan,nan
nan,-231.666506553,nan,169,-231.666506553,nan,nan,nan,295.857988166,1,100,50000,nan,26413.061111,-231.666506553,nan,nan,nan,26413.061111,0.5,nan,nan,nan,nan,nan
nan,-243.268357758,nan,156,-243.268357758,nan,nan,nan,320.512820513,1,100,50000,nan,20858.5341766,-243.268357758,nan,nan,nan,20858.5341766,0.5,nan,nan,nan,nan,nan
nan,-248.623071195,nan,157,-248.623071195,nan,nan,nan,318.47133758,1,100,50000,nan,24378.5563175,-248.623071195,nan,nan,nan,24378.5563175,0.5,nan,nan,nan,nan,nan
nan,-280.581886047,nan,136,-280.581886047,nan,nan,nan,367.647058824,1,100,50000,nan,17738.903395,-280.581886047,nan,nan,nan,17738.903395,0.5,nan,nan,nan,nan,nan
nan,-334.999017858,nan,118,-334.999017858,nan,nan,nan,423.728813559,1,100,50000,nan,15546.2005904,-334.999017858,nan,nan,nan,15546.2005904,0.5,nan,nan,nan,nan,nan
nan,-233.250774351,nan,166,-233.250774351,nan,nan,nan,301.204819277,1,100,50000,nan,22926.0151296,-233.250774351,nan,nan,nan,22926.0151296,0.5,nan,nan,nan,nan,nan
nan,-170.060761003,nan,218,-170.060761003,nan,nan,nan,229.357798165,1,100,50000,nan,20734.0456934,-170.060761003,nan,nan,nan,20734.0456934,0.5,nan,nan,nan,nan,nan
nan,-237.77517873,nan,157,-237.77517873,nan,nan,nan,318.47133758,1,100,50000,nan,21460.2504159,-237.77517873,nan,nan,nan,21460.2504159,0.5,nan,nan,nan,nan,nan
nan,-250.299699967,nan,156,-250.299699967,nan,nan,nan,320.512820513,1,100,50000,nan,24293.5290372,-250.299699967,nan,nan,nan,24293.5290372,0.5,nan,nan,nan,nan,nan
nan,-214.532542708,nan,176,-214.532542708,nan,nan,nan,284.090909091,1,100,50000,nan,22978.8346463,-214.532542708,nan,nan,nan,22978.8346463,0.5,nan,nan,nan,nan,nan
nan,-241.05301716,nan,157,-241.05301716,nan,nan,nan,318.47133758,1,100,50000,nan,22196.5681464,-241.05301716,nan,nan,nan,22196.5681464,0.5,nan,nan,nan,nan,nan
nan,-260.266245082,nan,145,-260.266245082,nan,nan,nan,344.827586207,1,100,50000,nan,18794.6079602,-260.266245082,nan,nan,nan,18794.6079602,0.5,nan,nan,nan,nan,nan
nan,-269.394333337,nan,147,-269.394333337,nan,nan,nan,340.136054422,1,100,50000,nan,26852.1472746,-269.394333337,nan,nan,nan,26852.1472746,0.5,nan,nan,nan,nan,nan
nan,-254.191539552,nan,153,-254.191539552,nan,nan,nan,326.797385621,1,100,50000,nan,24729.798114,-254.191539552,nan,nan,nan,24729.798114,0.5,nan,nan,nan,nan,nan
nan,-217.377026767,nan,174,-217.377026767,nan,nan,nan,287.356321839,1,100,50000,nan,22138.3533673,-217.377026767,nan,nan,nan,22138.3533673,0.5,nan,nan,nan,nan,nan
nan,-277.978940193,nan,138,-277.978940193,nan,nan,nan,362.31884058,1,100,50000,nan,18642.6740539,-277.978940193,nan,nan,nan,18642.6740539,0.5,nan,nan,nan,nan,nan
nan,-247.96313802,nan,155,-247.96313802,nan,nan,nan,322.580645161,1,100,50000,nan,27210.1933167,-247.96313802,nan,nan,nan,27210.1933167,0.5,nan,nan,nan,nan,nan
nan,-194.920415253,nan,196,-194.920415253,nan,nan,nan,255.102040816,1,100,50000,nan,23112.5202023,-194.920415253,nan,nan,nan,23112.5202023,0.5,nan,nan,nan,nan,nan
nan,-203.982573009,nan,184,-203.982573009,nan,nan,nan,271.739130435,1,100,50000,nan,24227.1420158,-203.982573009,nan,nan,nan,24227.1420158,0.5,nan,nan,nan,nan,nan
nan,-192.054194048,nan,197,-192.054194048,nan,nan,nan,253.807106599,1,100,50000,nan,22465.8270329,-192.054194048,nan,nan,nan,22465.8270329,0.5,nan,nan,nan,nan,nan
nan,-215.637456857,nan,177,-215.637456857,nan,nan,nan,282.485875706,1,100,50000,nan,20946.2370885,-215.637456857,nan,nan,nan,20946.2370885,0.5,nan,nan,nan,nan,nan
nan,-247.057174699,nan,154,-247.057174699,nan,nan,nan,324.675324675,1,100,50000,nan,20897.6306827,-247.057174699,nan,nan,nan,20897.6306827,0.5,nan,nan,nan,nan,nan
nan,-265.980963505,nan,149,-265.980963505,nan,nan,nan,335.570469799,1,100,50000,nan,27170.3661813,-265.980963505,nan,nan,nan,27170.3661813,0.5,nan,nan,nan,nan,nan
nan,-220.444878816,nan,173,-220.444878816,nan,nan,nan,289.01734104,1,100,50000,nan,24814.3865312,-220.444878816,nan,nan,nan,24814.3865312,0.5,nan,nan,nan,nan,nan
nan,-233.267315816,nan,165,-233.267315816,nan,nan,nan,303.03030303,1,100,50000,nan,24141.944213,-233.267315816,nan,nan,nan,24141.944213,0.5,nan,nan,nan,nan,nan
nan,-221.392284397,nan,176,-221.392284397,nan,nan,nan,284.090909091,1,100,50000,nan,25978.2917895,-221.392284397,nan,nan,nan,25978.2917895,0.5,nan,nan,nan,nan,nan
nan,-157.478357402,nan,238,-157.478357402,nan,nan,nan,210.084033613,1,100,50000,nan,17531.9031215,-157.478357402,nan,nan,nan,17531.9031215,0.5,nan,nan,nan,nan,nan
nan,-273.675036035,nan,144,-273.675036035,nan,nan,nan,347.222222222,1,100,50000,nan,26126.0439827,-273.675036035,nan,nan,nan,26126.0439827,0.5,nan,nan,nan,nan,nan
nan,-219.343931448,nan,175,-219.343931448,nan,nan,nan,285.714285714,1,100,50000,nan,22181.8981889,-219.343931448,nan,nan,nan,22181.8981889,0.5,nan,nan,nan,nan,nan
nan,-237.124946463,nan,157,-237.124946463,nan,nan,nan,318.47133758,1,100,50000,nan,19353.7228326,-237.124946463,nan,nan,nan,19353.7228326,0.5,nan,nan,nan,nan,nan
nan,-245.259583021,nan,155,-245.259583021,nan,nan,nan,322.580645161,1,100,50000,nan,22989.5690554,-245.259583021,nan,nan,nan,22989.5690554,0.5,nan,nan,nan,nan,nan
nan,-224.093276509,nan,171,-224.093276509,nan,nan,nan,292.397660819,1,100,50000,nan,25747.8384568,-224.093276509,nan,nan,nan,25747.8384568,0.5,nan,nan,nan,nan,nan
nan,-291.939175063,nan,134,-291.939175063,nan,nan,nan,373.134328358,1,100,50000,nan,22386.2542712,-291.939175063,nan,nan,nan,22386.2542712,0.5,nan,nan,nan,nan,nan
nan,-254.136110646,nan,151,-254.136110646,nan,nan,nan,331.125827815,1,100,50000,nan,25671.4745482,-254.136110646,nan,nan,nan,25671.4745482,0.5,nan,nan,nan,nan,nan
nan,-222.65415923,nan,170,-222.65415923,nan,nan,nan,294.117647059,1,100,50000,nan,23656.5662085,-222.65415923,nan,nan,nan,23656.5662085,0.5,nan,nan,nan,nan,nan
nan,-246.349266262,nan,157,-246.349266262,nan,nan,nan,318.47133758,1,100,50000,nan,27335.9900395,-246.349266262,nan,nan,nan,27335.9900395,0.5,nan,nan,nan,nan,nan
nan,-255.307337363,nan,148,-255.307337363,nan,nan,nan,337.837837838,1,100,50000,nan,19416.7489087,-255.307337363,nan,nan,nan,19416.7489087,0.5,nan,nan,nan,nan,nan
nan,-216.820231558,nan,178,-216.820231558,nan,nan,nan,280.898876404,1,100,50000,nan,26214.311904,-216.820231558,nan,nan,nan,26214.311904,0.5,nan,nan,nan,nan,nan
nan,-222.779121392,nan,168,-222.779121392,nan,nan,nan,297.619047619,1,100,50000,nan,18871.0515125,-222.779121392,nan,nan,nan,18871.0515125,0.5,nan,nan,nan,nan,nan
nan,-243.707018298,nan,157,-243.707018298,nan,nan,nan,318.47133758,1,100,50000,nan,22277.3525822,-243.707018298,nan,nan,nan,22277.3525822,0.5,nan,nan,nan,nan,nan
nan,-231.968442022,nan,164,-231.968442022,nan,nan,nan,304.87804878,1,100,50000,nan,23280.6825158,-231.968442022,nan,nan,nan,23280.6825158,0.5,nan,nan,nan,nan,nan
nan,-272.341276522,nan,143,-272.341276522,nan,nan,nan,349.65034965,1,100,50000,nan,25088.0067249,-272.341276522,nan,nan,nan,25088.0067249,0.5,nan,nan,nan,nan,nan
nan,-189.841171538,nan,203,-189.841171538,nan,nan,nan,246.305418719,1,100,50000,nan,23850.449831,-189.841171538,nan,nan,nan,23850.449831,0.5,nan,nan,nan,nan,nan
nan,-319.304599952,nan,121,-319.304599952,nan,nan,nan,413.223140496,1,100,50000,nan,14760.9065639,-319.304599952,nan,nan,nan,14760.9065639,0.5,nan,nan,nan,nan,nan
nan,-262.979108752,nan,147,-262.979108752,nan,nan,nan,340.136054422,1,100,50000,nan,22612.9302804,-262.979108752,nan,nan,nan,22612.9302804,0.5,nan,nan,nan,nan,nan
nan,-263.629708915,nan,144,-263.629708915,nan,nan,nan,347.222222222,1,100,50000,nan,20361.5863826,-263.629708915,nan,nan,nan,20361.5863826,0.5,nan,nan,nan,nan,nan
nan,-234.070045224,nan,167,-234.070045224,nan,nan,nan,299.401197605,1,100,50000,nan,25706.2985041,-234.070045224,nan,nan,nan,25706.2985041,0.5,nan,nan,nan,nan,nan
nan,-225.129132169,nan,171,-225.129132169,nan,nan,nan,292.397660819,1,100,50000,nan,25337.0975891,-225.129132169,nan,nan,nan,25337.0975891,0.5,nan,nan,nan,nan,nan
nan,-220.569099381,nan,176,-220.569099381,nan,nan,nan,284.090909091,1,100,50000,nan,25314.9686456,-220.569099381,nan,nan,nan,25314.9686456,0.5,nan,nan,nan,nan,nan
nan,-274.181635865,nan,140,-274.181635865,nan,nan,nan,357.142857143,1,100,50000,nan,21541.7946278,-274.181635865,nan,nan,nan,21541.7946278,0.5,nan,nan,nan,nan,nan
nan,-205.544595378,nan,184,-205.544595378,nan,nan,nan,271.739130435,1,100,50000,nan,24975.385254,-205.544595378,nan,nan,nan,24975.385254,0.5,nan,nan,nan,nan,nan
nan,-310.670738501,nan,123,-310.670738501,nan,nan,nan,406.504065041,1,100,50000,nan,15585.7625604,-310.670738501,nan,nan,nan,15585.7625604,0.5,nan,nan,nan,nan,nan
nan,-370.218876628,nan,104,-370.218876628,nan,nan,nan,480.769230769,1,100,50000,nan,4319.28669331,-370.218876628,nan,nan,nan,4319.28669331,0.5,nan,nan,nan,nan,nan
nan,-219.425076095,nan,173,-219.425076095,nan,nan,nan,289.01734104,1,100,50000,nan,22464.6315643,-219.425076095,nan,nan,nan,22464.6315643,0.5,nan,nan,nan,nan,nan
nan,-190.004177881,nan,196,-190.004177881,nan,nan,nan,255.102040816,1,100,50000,nan,21449.8832868,-190.004177881,nan,nan,nan,21449.8832868,0.5,nan,nan,nan,nan,nan
nan,-205.546577443,nan,184,-205.546577443,nan,nan,nan,271.739130435,1,100,50000,nan,22804.0878165,-205.546577443,nan,nan,nan,22804.0878165,0.5,nan,nan,nan,nan,nan
