MinVanillaIw,VanillaAvgRet,ESSClassic,EpsThisIter,AvgRet,MaxVanillaIw,J,VarNormIw,AvgEpLen,IterType,BatchSize,SamplesThisIter,Bound,VarRet,AvgDiscRet,ESSRenyi,VarVanillaIw,MaxNormIw,VarDiscRet,delta,VarJ,AvgVanillaIw,MinNormIw,AvgNormIw,renyi2
0.928499,-410.137098964,0.573167459202,100,-410.137098964,1.06547,-73822.4,9.68073e-13,500.0,1,100,50000,-451.224,0.856316390904,-410.137098964,0.727571306673,0.000313364,5.92203e-05,0.856316390904,0.5,12.5475,0.999536,5.16072e-05,5.55556e-05,4.92321
0.947029,-409.923129373,0.564211727125,100,-409.923129373,1.0673,-73784.3,8.06149e-13,500.0,1,100,50000,-450.995,0.729063776007,-409.923129373,0.727424570048,0.000259976,5.94331e-05,0.729063776007,0.5,11.5405,0.997669,5.27357e-05,5.55556e-05,4.92342
0.963409,-410.514716212,0.563517269072,100,-410.514716212,1.05864,-73892.1,3.06151e-13,500.0,1,100,50000,-451.632,0.271423131782,-410.514716212,0.726337963716,9.82158e-05,5.91051e-05,0.271423131782,0.5,7.04061,0.995062,5.37883e-05,5.55556e-05,4.92491
0.965758,-410.549299353,0.559961077443,100,-410.549299353,1.04174,-73898.5,1.68516e-13,500.0,1,100,50000,-451.665,0.158252536316,-410.549299353,0.728937411554,5.44582e-05,5.79495e-05,0.158252536316,0.5,5.30847,0.998707,5.37227e-05,5.55556e-05,4.92134
0.967718,-410.176836828,0.564058820369,100,-410.176836828,1.06846,-73831.1,3.22586e-13,500.0,1,100,50000,-451.276,0.314085220678,-410.176836828,0.726976166949,0.000103716,5.95876e-05,0.314085220678,0.5,7.54799,0.996158,5.39695e-05,5.55556e-05,4.92403
0.971669,-409.898450921,0.561725510725,100,-409.898450921,1.04343,-73781.1,2.69629e-13,500.0,1,100,50000,-450.96,0.257959847384,-409.898450921,0.727712526902,8.70611e-05,5.80675e-05,0.257959847384,0.5,6.81472,0.998289,5.40741e-05,5.55556e-05,4.92302
0.962188,-410.123405535,0.56433615518,100,-410.123405535,1.04588,-73821.2,4.43194e-13,500.0,1,100,50000,-451.242,0.418837224161,-410.123405535,0.728515242227,0.000143782,5.80666e-05,0.418837224161,0.5,8.65606,1.00065,5.342e-05,5.55556e-05,4.92192
0.959479,-410.264844224,0.567651898754,100,-410.264844224,1.06777,-73846.1,6.69631e-13,500.0,1,100,50000,-451.398,0.613080563357,-410.264844224,0.725011651894,0.000216346,5.94048e-05,0.613080563357,0.5,10.5565,0.998584,5.338e-05,5.55556e-05,4.92674
0.957149,-409.871064544,0.565660583451,100,-409.871064544,1.05272,-73775.9,3.99103e-13,500.0,1,100,50000,-450.992,0.356792190089,-409.871064544,0.732251128081,0.000130174,5.82899e-05,0.356792190089,0.5,7.99193,1.00334,5.29981e-05,5.55556e-05,4.9168
0.888744,-409.90194246,0.575131499601,100,-409.90194246,1.52455,-73771.1,5.141e-12,500.0,1,100,50000,-450.955,5.04000668037,-409.90194246,0.728157146659,0.00162646,8.57124e-05,5.04000668037,0.5,37.1644,0.988156,4.99665e-05,5.55556e-05,4.92241
0.975956,-410.458309724,0.562703850746,100,-410.458309724,1.05744,-73882.1,1.84817e-13,500.0,1,100,50000,-451.556,0.167295135733,-410.458309724,0.763751898571,5.94726e-05,5.89476e-05,0.167295135733,0.5,5.48812,0.996586,5.44055e-05,5.55556e-05,4.87468
0.916252,-410.085206393,0.565192379343,100,-410.085206393,1.0932,-73812.5,1.21102e-12,500.0,1,100,50000,-451.377,1.14225026114,-410.085206393,0.763228806297,0.000393179,6.06711e-05,1.14225026114,0.5,14.4499,1.00103,5.08506e-05,5.55556e-05,4.87537
0.433468,-407.472500745,0.658142593419,100,-407.472500745,1.70755,-73173.2,8.02953e-11,500.0,1,100,50000,-447.84,59.6915440615,-407.472500745,nan,0.0268182,9.34337e-05,59.6915440615,0.5,135.95,1.01531,2.37185e-05,5.55556e-05,nan
0.914882,-409.434018743,0.568929372495,100,-409.434018743,1.05536,-73695.7,1.06055e-12,500.0,1,100,50000,-450.519,0.947497840644,-409.434018743,0.801822747083,0.000345781,5.84475e-05,0.947497840644,0.5,13.0525,1.00314,5.06676e-05,5.55556e-05,4.82604
0.862115,-410.170999492,0.573487032555,100,-410.170999492,1.09854,-73822.4,3.5502e-12,500.0,1,100,50000,-451.563,3.13283539793,-410.170999492,0.800674640711,0.00115158,6.09949e-05,3.13283539793,0.5,23.2067,1.00057,4.78678e-05,5.55556e-05,4.82747
0.821198,-410.299089578,0.567740512354,100,-410.299089578,1.07966,-73852.2,7.2915e-13,500.0,1,100,50000,-451.956,0.767236486918,-410.299089578,0.798159906251,0.000238105,5.97462e-05,0.767236486918,0.5,11.3818,1.00393,4.54435e-05,5.55556e-05,4.83062
0.963409,-410.022099116,0.566058916444,100,-410.022099116,1.05977,-73802.4,6.77309e-13,500.0,1,100,50000,-451.103,0.601805112541,-410.022099116,0.803127953972,0.00021866,5.89823e-05,0.601805112541,0.5,10.5573,0.998204,5.3619e-05,5.55556e-05,4.82441
0.961679,-409.89710142,0.56356381817,100,-409.89710142,1.06281,-73780.3,4.93836e-13,500.0,1,100,50000,-450.956,0.444601897398,-409.89710142,0.802899386119,0.000159969,5.90514e-05,0.444601897398,0.5,9.007,0.999893,5.34323e-05,5.55556e-05,4.8247
0.951874,-410.079139355,0.563221708807,100,-410.079139355,1.06632,-73813.2,4.5204e-13,500.0,1,100,50000,-451.174,0.433907379835,-410.079139355,0.808062973081,0.000146476,5.92367e-05,0.433907379835,0.5,8.88455,1.00005,5.28792e-05,5.55556e-05,4.81829
0.848765,-410.580624634,0.588035622604,100,-410.580624634,1.11947,-73893.0,4.93216e-12,500.0,1,100,50000,-452.124,4.30543397583,-410.580624634,0.800720472486,0.00159419,6.22673e-05,4.30543397583,0.5,26.331,0.998801,4.72102e-05,5.55556e-05,4.82741
0.870221,-409.866755638,0.578521983831,100,-409.866755638,1.07296,-73773.4,1.19618e-12,500.0,1,100,50000,-451.366,1.11533549021,-409.866755638,0.840653692393,0.000391143,5.93353e-05,1.11533549021,0.5,13.9981,1.00461,4.81238e-05,5.55556e-05,4.77875
0.942919,-409.730368839,0.565904745341,100,-409.730368839,1.11037,-73749.1,9.84068e-13,500.0,1,100,50000,-450.79,0.940546439455,-409.730368839,0.842835585651,0.000317344,6.18321e-05,0.940546439455,0.5,13.1098,0.997654,5.25075e-05,5.55556e-05,4.77615
0.934632,-409.551325256,0.567236076773,100,-409.551325256,1.12412,-73716.4,1.20805e-12,500.0,1,100,50000,-450.617,1.09285815851,-409.551325256,0.844983237586,0.000391541,6.24408e-05,1.09285815851,0.5,14.1601,1.00017,5.19152e-05,5.55556e-05,4.77361
0.759054,-409.144610912,0.616817098183,100,-409.144610912,2.38674,-73574.5,3.19591e-11,500.0,1,100,50000,-449.839,32.8423501834,-409.144610912,0.847049505401,0.00994004,0.000135334,32.8423501834,0.5,135.44,0.97977,4.30403e-05,5.55556e-05,4.77117
0.880466,-410.359124006,0.595278116749,100,-410.359124006,1.11205,-73855.5,3.96452e-12,500.0,1,100,50000,-451.814,3.3859472749,-410.359124006,0.835399332889,0.00128116,6.18612e-05,3.3859472749,0.5,23.6649,0.998697,4.89786e-05,5.55556e-05,4.78502
0.829016,-410.156647274,0.583896878385,100,-410.156647274,1.14126,-73816.7,5.01916e-12,500.0,1,100,50000,-451.632,4.20293034732,-410.156647274,0.840603229273,0.00162073,6.35105e-05,4.20293034732,0.5,26.1761,0.998314,4.61342e-05,5.55556e-05,4.77881
0.945307,-410.038361934,0.566322333295,100,-410.038361934,1.04165,-73805.6,5.50964e-13,500.0,1,100,50000,-451.124,0.502015851453,-410.038361934,0.847161792765,0.000178716,5.78365e-05,0.502015851453,0.5,9.50859,1.00057,5.24871e-05,5.55556e-05,4.77103
0.910699,-409.460429092,0.571757033451,100,-409.460429092,1.13046,-73696.3,2.84754e-12,500.0,1,100,50000,-450.494,2.45242583861,-409.460429092,0.856938220254,0.000926469,6.26724e-05,2.45242583861,0.5,21.7985,1.00209,5.04887e-05,5.55556e-05,4.75956
0.0152827,-404.591414662,0.920866137363,100,-404.591414662,2.91903,-72207.2,3.33565e-10,500.0,1,100,50000,-442.589,247.088049381,-404.591414662,nan,0.112909,0.000158659,247.088049381,0.5,326.381,1.02212,8.30665e-07,5.55556e-05,nan
0.890654,-410.036876197,0.577970472526,100,-410.036876197,1.16495,-73800.8,2.53413e-12,500.0,1,100,50000,-451.398,2.32781159136,-410.036876197,0.894361894091,0.00081383,6.50063e-05,2.32781159136,0.5,19.9327,0.995588,4.97001e-05,5.55556e-05,4.71681
0.977449,-410.137622322,0.561402247103,100,-410.137622322,1.03707,-73824.2,2.27102e-13,500.0,1,100,50000,-451.228,0.214740881292,-410.137622322,0.914207787255,7.36896e-05,5.75723e-05,0.214740881292,0.5,6.19657,1.00074,5.42627e-05,5.55556e-05,4.69487
0.972753,-409.941717441,0.560658791858,100,-409.941717441,1.06584,-73789.1,1.57883e-13,500.0,1,100,50000,-451.018,0.159507035038,-409.941717441,0.914881957459,5.12663e-05,5.91486e-05,0.159507035038,0.5,5.32748,1.0011,5.39826e-05,5.55556e-05,4.69413
0.977849,-410.046093252,0.557419455033,100,-410.046093252,1.02575,-73808.1,7.74671e-14,500.0,1,100,50000,-451.129,0.072910710079,-410.046093252,0.917799421278,2.51229e-05,5.69595e-05,0.072910710079,0.5,3.59191,1.00047,5.42994e-05,5.55556e-05,4.69095
0.960329,-409.873206592,0.561120056659,100,-409.873206592,1.09452,-73776.3,3.57159e-13,500.0,1,100,50000,-450.969,0.35895886424,-409.873206592,0.917742998632,0.000115546,6.08522e-05,0.35895886424,0.5,8.03626,0.999249,5.33917e-05,5.55556e-05,4.69101
0.897845,-410.135856164,0.564808978513,100,-410.135856164,1.05778,-73823.2,5.28547e-13,500.0,1,100,50000,-451.478,0.540743683242,-410.135856164,0.916064487104,0.000171106,5.87904e-05,0.540743683242,0.5,9.84921,0.999582,4.99012e-05,5.55556e-05,4.69284
0.95977,-409.727453561,0.563929695624,100,-409.727453561,1.17553,-73749.7,5.57055e-13,500.0,1,100,50000,-450.784,0.586446993833,-409.727453561,0.913362858468,0.000180084,6.53801e-05,0.586446993833,0.5,10.7194,0.998887,5.338e-05,5.55556e-05,4.69579
0.967534,-409.969689097,0.565507502857,100,-409.969689097,1.05033,-73794.2,1.63739e-13,500.0,1,100,50000,-451.045,0.158127362887,-409.969689097,0.915967565166,5.30596e-05,5.83471e-05,0.158127362887,0.5,5.30364,1.00008,5.37477e-05,5.55556e-05,4.69294
0.960708,-409.77884925,0.560667159507,100,-409.77884925,1.04718,-73759.7,2.25e-13,500.0,1,100,50000,-450.882,0.218075327916,-409.77884925,0.915965772879,7.30989e-05,5.80977e-05,0.218075327916,0.5,6.22823,1.00136,5.33e-05,5.55556e-05,4.69295
0.939491,-409.63068398,0.566664804735,100,-409.63068398,1.07292,-73731.2,1.04816e-12,500.0,1,100,50000,-450.72,0.886529967449,-409.63068398,0.914773346674,0.000341617,5.94306e-05,0.886529967449,0.5,12.7288,1.00296,5.20399e-05,5.55556e-05,4.69425
0.864577,-409.980160282,0.568597182252,100,-409.980160282,1.09524,-73795.4,4.7649e-13,500.0,1,100,50000,-451.482,0.526822711295,-409.980160282,0.917694871356,0.000155703,6.05882e-05,0.526822711295,0.5,9.48864,1.00427,4.7828e-05,5.55556e-05,4.69106
0.832871,-410.076736185,0.574346330452,100,-410.076736185,1.11463,-73808.1,2.42187e-12,500.0,1,100,50000,-451.664,2.29407451824,-410.076736185,0.917318188028,0.000786215,6.18635e-05,2.29407451824,0.5,19.6286,1.00097,4.62256e-05,5.55556e-05,4.69147
0.956957,-409.985869458,0.561989674755,100,-409.985869458,1.04879,-73796.8,2.78373e-13,500.0,1,100,50000,-451.059,0.266857380896,-409.985869458,0.908283163818,9.02898e-05,5.82349e-05,0.266857380896,0.5,6.89782,1.00054,5.31357e-05,5.55556e-05,4.70137
0.964681,-409.872042394,0.560284665231,100,-409.872042394,1.05538,-73776.5,2.10504e-13,500.0,1,100,50000,-450.96,0.233816547359,-409.872042394,0.908271897546,6.82615e-05,5.86073e-05,0.233816547359,0.5,6.45956,1.00043,5.35706e-05,5.55556e-05,4.70138
0.962968,-409.689639592,0.561996114231,100,-409.689639592,1.07719,-73743.7,1.8704e-13,500.0,1,100,50000,-450.783,0.188570143242,-409.689639592,0.9105919605,6.08024e-05,5.97448e-05,0.188570143242,0.5,5.84832,1.00166,5.34096e-05,5.55556e-05,4.69883
0.873161,-410.061917309,0.561191986166,100,-410.061917309,1.05314,-73810.5,2.64829e-13,500.0,1,100,50000,-451.508,0.348972078261,-410.061917309,0.920534380771,8.57187e-05,5.85369e-05,0.348972078261,0.5,7.73082,0.9995,4.85332e-05,5.55556e-05,4.68797
0.943014,-409.764146992,0.565052764867,100,-409.764146992,1.06291,-73755.6,8.36704e-13,500.0,1,100,50000,-450.873,0.767873800899,-409.764146992,0.920462818526,0.000271685,5.89863e-05,0.767873800899,0.5,11.7717,1.00109,5.23325e-05,5.55556e-05,4.68805
0.836473,-410.282671902,0.582659930431,100,-410.282671902,1.11564,-73838.9,5.13203e-12,500.0,1,100,50000,-451.813,4.48344545476,-410.282671902,0.916464747306,0.00166023,6.20277e-05,4.48344545476,0.5,27.0112,0.999234,4.65064e-05,5.55556e-05,4.6924
0.847992,-410.574870658,0.600971514699,100,-410.574870658,1.13119,-73894.4,3.94529e-12,500.0,1,100,50000,-452.122,3.42726949291,-410.574870658,0.898781113144,0.00127173,6.30052e-05,3.42726949291,0.5,23.2013,0.997437,4.72317e-05,5.55556e-05,4.71189
0.963183,-409.98626924,0.560668110523,100,-409.98626924,1.08543,-73797.0,2.13606e-13,500.0,1,100,50000,-451.082,0.213128740216,-409.98626924,0.888786662992,6.93341e-05,6.0247e-05,0.213128740216,0.5,6.18589,1.00091,5.34616e-05,5.55556e-05,4.72307
0.949566,-409.906897867,0.564649998549,100,-409.906897867,1.16645,-73781.5,8.10198e-13,500.0,1,100,50000,-450.995,0.861091108352,-409.906897867,0.888714166777,0.000260036,6.51093e-05,0.861091108352,0.5,12.9589,0.995288,5.30034e-05,5.55556e-05,4.72315
0.943157,-409.618827285,0.56363197623,100,-409.618827285,1.05808,-73729.7,7.12342e-13,500.0,1,100,50000,-450.706,0.664626513034,-409.618827285,0.893834084639,0.00023141,5.87044e-05,0.664626513034,0.5,10.9962,1.00132,5.23283e-05,5.55556e-05,4.71741
0.880055,-410.298581514,0.582882412988,100,-410.298581514,1.09883,-73848.0,2.48958e-12,500.0,1,100,50000,-451.711,2.20477371948,-410.298581514,0.890301781684,0.000808117,6.09896e-05,2.20477371948,0.5,18.9771,1.00092,4.88467e-05,5.55556e-05,4.72136
0.975167,-409.944125493,0.560943155352,100,-409.944125493,1.05126,-73789.3,2.68868e-13,500.0,1,100,50000,-451.038,0.248671278826,-409.944125493,0.905704204851,8.74551e-05,5.8289e-05,0.248671278826,0.5,6.65919,1.00196,5.407e-05,5.55556e-05,4.70421
0.964865,-409.949308703,0.561550568725,100,-409.949308703,1.0489,-73790.1,3.41268e-13,500.0,1,100,50000,-451.032,0.312530915313,-409.949308703,0.904342675995,0.000110458,5.83021e-05,0.312530915313,0.5,7.46595,0.999491,5.36309e-05,5.55556e-05,4.70572
0.840178,-409.838384298,0.577600059165,100,-409.838384298,1.40589,-73763.1,3.40012e-12,500.0,1,100,50000,-451.327,3.65061612466,-409.838384298,0.902309593689,0.00108656,7.86447e-05,3.65061612466,0.5,29.481,0.993135,4.69993e-05,5.55556e-05,4.70797
0.959834,-409.885123992,0.565986976546,100,-409.885123992,1.03531,-73778.7,2.89068e-13,500.0,1,100,50000,-450.994,0.24780697172,-409.885123992,0.907606047789,9.43113e-05,5.73175e-05,0.24780697172,0.5,6.65169,1.00348,5.31391e-05,5.55556e-05,4.70212
0.911041,-409.626204576,0.570961173076,100,-409.626204576,1.11976,-73725.7,3.03793e-12,500.0,1,100,50000,-450.677,2.5755384382,-409.626204576,0.905705957204,0.000981968,6.22823e-05,2.5755384382,0.5,22.5862,0.99882,5.06732e-05,5.55556e-05,4.70421
0.946795,-410.037783946,0.562496287385,100,-410.037783946,1.08425,-73805.9,3.9286e-13,500.0,1,100,50000,-451.223,0.412518240056,-410.037783946,0.903158892489,0.000127133,6.02727e-05,0.412518240056,0.5,8.62415,0.999396,5.26315e-05,5.55556e-05,4.70703
0.958657,-409.907282271,0.561853802135,100,-409.907282271,1.12072,-73782.2,4.75485e-13,500.0,1,100,50000,-451.019,0.49392624233,-409.907282271,0.90035062788,0.000153786,6.23169e-05,0.49392624233,0.5,9.5545,0.99912,5.33057e-05,5.55556e-05,4.71014
0.83303,-409.886070345,0.572283539267,100,-409.886070345,1.07736,-73776.8,1.16241e-12,500.0,1,100,50000,-451.522,1.15734184615,-409.886070345,0.90201923425,0.000379646,5.96143e-05,1.15734184615,0.5,14.1396,1.00401,4.60948e-05,5.55556e-05,4.70829
0.951904,-409.9983327,0.564341895595,100,-409.9983327,1.05349,-73798.6,4.67379e-13,500.0,1,100,50000,-451.096,0.446490111151,-409.9983327,0.901477886721,0.000151344,5.85441e-05,0.446490111151,0.5,8.93872,0.999713,5.28988e-05,5.55555e-05,4.70889
0.832333,-409.813129373,0.579792642521,100,-409.813129373,1.5951,-73752.8,6.22425e-12,500.0,1,100,50000,-450.841,6.27750749647,-409.813129373,0.898780250313,0.00195706,8.99556e-05,6.27750749647,0.5,43.4758,0.985113,4.69395e-05,5.55556e-05,4.71189
0.751542,-408.796138379,0.612102405998,100,-408.796138379,1.33485,-73529.6,2.3409e-11,500.0,1,100,50000,-449.996,19.8626374726,-408.796138379,0.8948737699,0.00768753,7.36597e-05,19.8626374726,0.5,67.3508,1.00677,4.14716e-05,5.55556e-05,4.71624
0.974959,-409.928795783,0.559356913092,100,-409.928795783,1.04383,-73786.8,1.46804e-13,500.0,1,100,50000,-451.016,0.14579260445,-409.928795783,0.935145272427,4.76474e-05,5.79404e-05,0.14579260445,0.5,5.08435,1.00087,5.41173e-05,5.55556e-05,4.67222
0.285471,-407.381027958,0.789821334016,100,-407.381027958,1.74633,-73109.7,1.03887e-10,500.0,1,100,50000,-447.616,71.3461907506,-407.381027958,0.849712154432,0.0349745,9.51765e-05,71.3461907506,0.5,154.305,1.01935,1.55585e-05,5.55556e-05,4.76803
0.950646,-409.598833068,0.562183198899,100,-409.598833068,1.04774,-73727.3,1.94027e-13,500.0,1,100,50000,-450.676,0.203491369135,-409.598833068,1.11385361381,6.28787e-05,5.82012e-05,0.203491369135,0.5,6.03162,1.00011,5.28078e-05,5.55556e-05,4.49734
0.925375,-409.800474686,0.568203345511,100,-409.800474686,1.08798,-73760.4,1.58986e-12,500.0,1,100,50000,-451.034,1.35769211653,-409.800474686,1.11740873569,0.000516895,6.03391e-05,1.35769211653,0.5,15.3155,1.00173,5.13212e-05,5.55556e-05,4.49416
0.949525,-409.792140405,0.567086319913,100,-409.792140405,1.15537,-73761.2,6.46228e-13,500.0,1,100,50000,-450.874,0.641124455561,-409.792140405,1.12979146628,0.000207536,6.44717e-05,0.641124455561,0.5,11.0886,0.995592,5.2985e-05,5.55556e-05,4.48314
0.856227,-409.863783958,0.569930899303,100,-409.863783958,1.06298,-73774.2,5.55659e-13,500.0,1,100,50000,-451.361,0.578398459216,-409.863783958,1.13091366197,0.000181346,5.88406e-05,0.578398459216,0.5,9.93311,1.00364,4.73957e-05,5.55556e-05,4.48214
0.881577,-409.502867578,0.583010479192,100,-409.502867578,1.35177,-73705.3,2.35791e-12,500.0,1,100,50000,-450.835,2.41799239409,-409.502867578,1.13005923775,0.000758872,7.53497e-05,2.41799239409,0.5,23.2334,0.996663,4.91405e-05,5.55556e-05,4.4829
0.954097,-409.703188408,0.56549486561,100,-409.703188408,1.04657,-73745.7,3.81611e-13,500.0,1,100,50000,-450.84,0.344501279603,-409.703188408,1.1510257646,0.00012424,5.80027e-05,0.344501279603,0.5,7.91808,1.00241,5.28778e-05,5.55556e-05,4.46452
0.94719,-409.738018126,0.57159924286,100,-409.738018126,1.05448,-73750.8,9.0584e-13,500.0,1,100,50000,-450.872,0.782809644798,-409.738018126,1.15071139427,0.000295612,5.83718e-05,0.782809644798,0.5,11.9022,1.0036,5.24327e-05,5.55556e-05,4.46479
