Iteration,MinIW,ESSClassic,OptimizationReturnMean,EpLenMean,VarianceInit,OptimizationReturnMin,EpThisIter,TimeElapsed,EpisodesSoFar,MeanEntropy,ReturnMeanIW,InitialBound,EmpiricalD2,MaxIWNorm,InitialReturnMax,StdIWNorm,MaxIW,ESSRenyi,ReturnStepMaxmin,MinIWNorm,InitialReturnMean,J_sample_variance,TimestepsSoFar,LearnableVariance,MeanIW,OptimizationReturnMax,EpRewMean,ReturnStepMax,StdIW,MeanIWNorm,Bound,InitialReturnMin,InitialReturnStd
15,6.221421e-09,1.0001688,14.6999235,500.0,-0.6,,100,985.4431579113007,1500,1.6378663,116080.12,21.1151,550280450.0,4014.0305,32.12328,399.39066,401403.06,1.8172553e-07,0.07086271,6.221421e-11,22.721264,704527470000.0,750000,,4014.3694,24.101938,22.721264402667334,0.2752872,39939.07,40.143692,78402.63,8.021341,4.926458
16,1.1369238e-08,1.0000569,26.695484,500.0,-0.6,,100,1069.9420881271362,1600,1.6378663,43782.227,23.230156,53818108.0,1276.818,34.76942,127.04175,127681.805,1.8581106e-06,0.11885193,1.13692375e-10,24.968628,211477170000.0,800000,,1276.8544,36.496273,24.968629028924653,0.31012738,12704.176,12.768543,31028.66,-1.7268542,5.5216007
17,2.8472814e-06,1.0067365,16.538227,500.0,-0.6,,100,1147.4683854579926,1700,1.6378663,1876.0863,24.672092,83295.58,75.46094,35.25987,7.5080175,7546.0938,0.001200544,0.042743817,2.8472813e-08,26.435087,126456090.0,850000,,75.71474,25.363008,26.435086495706226,0.2505793,750.8018,0.75714743,1367.2693,9.89686,4.8852305
18,2.487705e-06,1.0019779,13.277182,500.0,-0.6,,100,1227.3719696998596,1800,1.6378663,7043.07,24.861032,127662.95,246.60474,33.880783,24.536617,24660.475,0.0007833126,0.027044207,2.4877048e-08,26.555073,1426199600.0,900000,,246.84854,20.602894,26.55507196737055,0.2320232,2453.6619,2.4684854,6437.7905,13.27789,4.063282
19,1.5770599e-08,1.0014241,16.859505,500.0,-0.6,,100,1320.1550786495209,1900,1.6378663,43019.805,23.893436,37279560.0,1442.5864,34.465687,143.53453,144258.64,2.682435e-06,0.010332465,1.5770599e-10,25.616718,92344295000.0,950000,,1443.6134,25.70847,25.616721150484885,0.29845735,14353.457,14.436134,32497.95,8.757216,4.84634
20,2.3941633e-05,2.289862,17.359495,500.0,-0.6,,100,1415.7882356643677,2000,1.6378663,223.43323,23.313135,1570.1168,4.626953,34.554024,0.47906166,462.6953,0.06368953,0.017792255,2.3941632e-07,25.040838,1388743.8,1000000,,7.333753,26.872683,25.0408362944553,0.25647867,47.90617,0.073337525,154.97359,7.6813407,5.648824
21,3.7472807e-06,1.2853991,28.400637,500.0,-0.6,,100,1487.5117948055267,2100,1.6378663,691.89465,25.180676,6349.225,22.774292,37.94212,2.2775729,2277.4292,0.015749954,0.0064214617,3.7472805e-08,27.077782,40288136.0,1050000,,25.989658,39.264977,27.077780261212855,0.23144335,227.75728,0.25989652,540.7294,-1.3228577,5.6547546
22,1.1902764e-06,1.0162742,24.435556,500.0,-0.6,,100,1565.7670502662659,2200,1.6378663,1568.7432,21.727583,147701.23,59.81869,35.31073,5.9514213,5981.869,0.0006770424,0.1245081,1.1902764e-08,23.493122,260508750.0,1100000,,60.30374,36.253166,23.49312160947737,0.34325022,595.14215,0.6030375,890.2136,-0.94243705,7.8762527
23,4.7401183e-05,2.0357864,20.882832,500.0,-0.6,,100,1644.017076253891,2300,1.6378663,283.37524,25.895391,1011.21063,5.550755,41.348778,0.62879837,555.0755,0.09889136,0.03284426,4.740118e-07,27.962831,2560512.8,1150000,,9.064499,34.26878,27.962830416829732,0.28026342,62.879833,0.09064498,217.63164,7.0799985,6.2565613
24,2.3070656e-06,1.016895,17.453959,500.0,-0.6,,100,1717.0367975234985,2400,1.6378663,1625.4719,25.669342,19479.184,55.414597,38.179928,5.5132394,5541.46,0.005133685,0.02068843,2.3070656e-08,27.57834,111243340.0,1200000,,55.881035,28.055546,27.5783396371728,0.23444757,551.324,0.5588104,1359.0374,10.124382,5.907078
25,5.529464e-07,1.0027081,20.348385,500.0,-0.6,,100,1799.1104834079742,2500,1.6378663,6082.277,25.065506,130171.01,202.06029,36.90734,20.104473,20206.03,0.0007682202,0.054292485,5.529464e-09,26.910877,2256785400.0,1250000,,202.33372,30.34485,26.91087625576337,0.26501867,2010.4474,2.0233374,5416.483,6.5624905,5.652157
26,1.2670396e-05,1.102066,11.2782545,500.0,-0.6,,100,1882.6296060085297,2600,1.6378663,385.09177,26.220686,4576.024,15.295856,35.548664,1.5213181,1529.5857,0.021853033,0.04132165,1.2670397e-07,27.998123,1243639.0,1300000,,16.059433,18.828796,27.998121717728683,0.24740875,152.13182,0.16059433,264.85498,16.719868,3.8079805
27,2.1550675e-06,1.0835065,10.011014,500.0,-0.6,,100,1971.3193559646606,2700,1.6378663,908.87335,24.653269,23857.902,29.833412,35.722374,2.9681923,2983.3413,0.0041914834,0.10968275,2.1550674e-08,26.43939,15443447.0,1350000,,31.06515,19.294,26.439387463663625,0.3409758,296.81924,0.31065142,632.9894,16.428373,3.7036896
28,1.0438632e-06,1.092134,15.486673,500.0,-0.6,,100,2055.808729171753,2800,1.6378663,3366.0093,24.56819,76000.7,110.06781,34.079666,10.95593,11006.781,0.0013157773,0.023763016,1.0438632e-08,26.272173,423333630.0,1400000,,115.125565,23.294167,26.27217375362125,0.22085758,1095.5929,1.1512556,2896.2515,10.785501,4.075371
29,6.827619e-05,1.2206835,19.465744,500.0,-0.6,,100,2136.303886413574,2900,1.6378663,421.77655,22.451788,5759.208,16.809004,32.083652,1.6766926,1680.9004,0.017363498,0.009863809,6.827619e-07,24.055975,8995712.0,1450000,,18.638973,27.493423,24.055971484779008,0.24975109,167.66928,0.18638974,300.036,4.590229,4.2754884
30,0.00029078033,1.0827199,12.410038,500.0,-0.6,,100,2219.075024366379,3000,1.6378663,478.88168,23.876316,2897.9028,16.665222,33.599857,1.6576684,1666.5222,0.034507714,0.016522512,2.9078033e-06,25.556309,5912799.5,1500000,,17.342815,20.453587,25.556308491051126,0.2631503,165.76683,0.17342813,388.44403,13.14627,3.9509811
31,0.0004793757,2.5372138,15.235163,500.0,-0.6,,100,2302.4350106716156,3100,1.6378663,93.707825,23.804243,149.51224,2.1062243,33.06308,0.2128719,210.62244,0.6688416,0.009958208,4.793757e-06,25.457397,142135.08,1550000,,3.43461,22.840843,25.457399204164375,0.22972691,21.28719,0.034346096,73.49385,10.222238,4.2411714
32,5.5883782e-05,1.1776685,10.387848,500.0,-0.6,,100,2372.646854877472,3200,1.6378663,190.08119,23.823092,1396.2617,7.504229,33.537373,0.7467415,750.4229,0.07161981,0.049227163,5.588378e-07,25.499962,378104.16,1600000,,8.1518135,18.425259,25.499960576055308,0.23712018,74.67416,0.08151814,127.42233,15.112113,3.2283616
33,1.0287627e-05,1.290367,9.2900915,500.0,-0.6,,100,2446.2522735595703,3300,1.6378663,282.59317,23.320564,784.79315,8.483467,33.210888,0.8436604,848.34674,0.12742211,0.09689084,1.0287627e-07,24.981112,1461264.8,1650000,,9.64594,17.519869,24.981110249407838,0.27258492,84.366035,0.09645941,236.07442,15.691019,3.1569207
34,1.2607536e-09,1.002199,12.843871,500.0,-0.6,,100,2522.3967196941376,3400,1.6378663,10724.726,24.027796,1103102.6,367.46765,33.211067,36.562164,36746.766,9.06534e-05,0.021225542,1.2607536e-11,25.688349,3614864400.0,1700000,,367.87152,20.366589,25.68834978247222,0.29744953,3656.2166,3.6787145,8980.668,12.84448,3.7703211
35,5.6722587e-07,1.016021,12.208221,500.0,-0.6,,100,2593.7833399772644,3500,1.6378663,3114.5806,25.822273,244108.8,113.20404,35.71832,11.262809,11320.404,0.0004096534,0.03740625,5.6722587e-09,27.608189,184578460.0,1750000,,114.10787,20.318354,27.608187458540527,0.2621265,1126.2809,1.1410786,2232.2065,15.399965,3.3661187
36,5.4288303e-06,1.0622413,11.24412,500.0,-0.6,,100,2663.781481027603,3600,1.6378663,745.3647,24.352531,8526.387,22.10187,36.51419,2.1986096,2210.187,0.011728298,0.06958029,5.42883e-08,26.178242,15654434.0,1800000,,22.78131,21.580067,26.17824304068963,0.29364547,219.86098,0.22781305,576.7815,14.934123,3.9363828
37,0.0008918114,2.5351925,10.1264715,500.0,-0.6,,100,2743.708062171936,3700,1.6378663,225.95508,25.204834,148.96771,3.5994887,33.302002,0.48712096,359.94888,0.6712864,0.0024713427,8.918114e-06,26.869936,390026.3,1850000,,7.8563056,16.558538,26.869935104339426,0.23994483,48.7121,0.07856305,205.63214,16.743464,3.3923955
38,8.432733e-06,1.0269678,6.9948053,500.0,-0.6,,100,2796.4271941184998,3800,1.6378663,1396.8757,27.312698,32209.193,39.497528,35.8016,3.9295294,3949.753,0.0031047037,0.01784277,8.4327326e-08,29.102781,26697946.0,1900000,,40.027687,13.693626,29.102780601334775,0.28562662,392.9529,0.4002769,1075.6115,22.107975,3.2780643
39,1.3326701e-06,1.0130717,15.440577,500.0,-0.6,,100,2878.0946176052094,3900,1.6378663,2692.393,26.318443,97184.73,95.32163,38.933044,9.4838,9532.163,0.0010289683,0.08398065,1.3326701e-08,28.265093,213178780.0,1950000,,95.94304,26.108528,28.26509449445656,0.344059,948.37994,0.9594304,2085.5347,12.824517,4.62683
40,1.7486523e-06,1.0042689,9.593355,500.0,-0.6,,100,2962.96235704422,4000,1.6378663,5354.3623,23.804472,339268.84,178.91019,33.583206,17.800966,17891.02,0.0002947515,0.052701086,1.7486522e-08,25.483633,633465540.0,2000000,,179.29178,17.692928,25.48363316722439,0.32217538,1780.0967,1.7929177,4376.305,15.890278,3.3408585
41,1.3373012e-05,1.0441458,9.423236,500.0,-0.6,,100,3046.3914937973022,4100,1.6378663,1751.1868,24.09277,33970.023,81.12974,32.048534,8.072173,8112.9736,0.002943772,0.08498612,1.3373011e-07,25.695198,17615168.0,2050000,,82.91828,15.776573,25.69519665871117,0.30880046,807.21735,0.829183,1455.8441,16.271961,3.2886517
42,1.02234425e-08,1.0000522,7.7268553,500.0,-0.6,,100,3127.8364536762238,4200,1.6378663,39433.445,24.341124,12846360.0,1301.4722,31.581106,129.49481,130147.22,7.784306e-06,0.05617237,1.0223442e-10,25.920181,25386658000.0,2100000,,1301.5062,13.387781,25.920180257609296,0.25883543,12949.48,13.015061,33773.824,18.193325,2.875663
43,0.0043475935,26.632685,7.278722,500.0,-0.6,,100,3213.2014241218567,4300,1.6378663,37.697258,25.645113,5.031112,0.15956552,33.50135,0.02325522,15.9565525,19.87632,0.04116401,4.3475935e-05,27.320183,1085.6401,2150000,,1.4011242,13.459888,27.320183696650798,0.23114501,2.3255224,0.0140112415,33.94006,20.041462,2.6643836
44,6.525477e-06,1.0107641,7.9857163,500.0,-0.6,,100,3298.5130500793457,4400,1.6378663,2889.054,25.328104,45074.98,113.036934,34.492466,11.246454,11303.693,0.0022185256,0.02675657,6.525477e-08,27.052727,56295630.0,2200000,,113.64401,15.425453,27.052729330404308,0.23504464,1124.6455,1.13644,2522.9014,19.067013,3.0004146
45,3.4620044e-08,1.0148436,6.145135,500.0,-0.6,,100,3379.3478853702545,4500,1.6378663,27751.11,26.536283,7838918.5,1042.0886,33.954597,103.68135,104208.87,1.2756862e-05,0.0055683255,3.4620043e-10,28.23401,2585679600.0,2250000,,1049.8207,11.865719,28.234013591148358,0.23992917,10368.133,10.498204,22997.793,22.088879,2.8525186
46,1.7844077e-07,1.000131,7.8165436,500.0,-0.6,,100,3459.6866669654846,4600,1.6378663,42806.0,26.071693,16117452.0,1267.0691,33.78162,126.07171,126706.91,6.2044546e-06,0.045125812,1.7844076e-09,27.760778,31385477000.0,2300000,,1267.152,13.837389,27.76077511213356,0.27037576,12607.17,12.67152,36024.92,19.944231,2.6768
47,2.3784004e-08,1.0259861,9.427888,500.0,-0.6,,100,3546.163819551468,4700,1.6378663,6200.596,26.179943,1095643.5,174.39629,35.179283,17.350723,17439.629,9.1270565e-05,0.056946665,2.3784003e-10,27.938906,855699650.0,2350000,,176.65572,16.668264,27.938906775106776,0.283669,1735.072,1.7665573,4359.4355,18.511019,3.0913503
48,3.8196845e-06,1.0021,9.202261,500.0,-0.6,,100,3614.9617400169373,4800,1.6378663,3474.7522,28.762363,173484.38,117.212944,38.533504,11.662418,11721.295,0.0005764208,0.013099238,3.8196845e-08,30.689037,97130984.0,2400000,,117.33597,17.046726,30.68903867134364,0.24269961,1166.2417,1.1733594,2672.264,21.486778,3.673359
49,3.4114582e-05,1.0626471,12.802814,500.0,-0.6,,100,3692.6524074077606,4900,1.6378663,1789.4977,26.275217,7425.567,56.29777,35.248672,5.6004195,5629.7773,0.013466985,0.042286366,3.411458e-07,28.037653,79528296.0,2450000,,58.041004,20.013836,28.03765129571872,0.24396917,560.042,0.5804099,1637.6257,15.234837,3.8055468
50,1.006455e-06,1.0009391,10.135303,500.0,-0.6,,100,3760.4185404777527,5000,1.6378663,59042.094,26.052856,2843670.5,1915.8993,36.08738,190.6287,191589.94,3.516582e-05,0.0047779083,1.006455e-08,27.857227,63999787000.0,2500000,,1916.799,18.365456,27.857226627100275,0.27815303,19062.871,19.16799,55999.35,17.721924,3.9983833
51,1.0413869e-05,1.41746,16.24671,500.0,-0.6,,100,3835.1204998493195,5100,1.6378663,325.17194,26.7299,796.41156,7.704752,38.918858,0.7729892,770.4752,0.12556322,0.016795263,1.04138685e-07,28.675844,3255382.0,2550000,,9.268913,26.489723,28.675844895778575,0.24495901,77.29892,0.09268913,270.25595,12.429135,4.999171
52,4.4876247e-06,1.0749195,13.485096,500.0,-0.6,,100,3905.149113178253,5200,1.6378663,903.50134,27.153732,6650.4907,38.46746,36.016922,3.8272219,3846.7463,0.015036484,0.0010401905,4.4876245e-08,28.95458,7889048.5,2600000,,39.894993,20.547438,28.954579641727616,0.24901532,382.72223,0.3989499,756.64136,15.469484,4.271941
53,2.6490066e-10,1.0000077,9.768283,500.0,-0.6,,100,3973.213986158371,5300,1.6378663,2489578.8,25.555555,65302544.0,70837.87,42.977615,7048.2783,7083787.0,1.531334e-06,0.037732422,2.6490064e-12,27.704435,150229700000000.0,2650000,,70838.15,25.04146,27.704437590034175,0.23217924,704827.8,708.3814,2472213.8,17.936155,4.1109
54,0.0007776336,2.6372564,12.265098,500.0,-0.6,,100,4051.4898071289062,5400,1.6378663,163.02817,26.059292,308.37607,2.8687255,39.948093,0.29967123,286.87256,0.32427937,0.051884905,7.776336e-06,28.056694,372583.28,2700000,,4.93202,24.156496,28.05669538683516,0.2663276,29.967125,0.049320187,127.95247,15.791597,4.9988832
55,8.2854555e-08,1.0057262,14.767893,500.0,-0.6,,100,4140.124131202698,5500,1.6378663,22315.295,25.23117,4900049.5,680.07074,37.954296,67.66447,68007.08,2.0407957e-05,0.03281547,8.285455e-10,27.128887,19225983000.0,2750000,,682.0176,25.593304,27.128885566284918,0.26016113,6766.4463,6.8201747,18114.504,12.360992,5.629344
56,2.5098657e-07,1.0001416,19.80687,500.0,-0.6,,100,4223.079293012619,5600,1.6378663,133117.22,26.065083,3605392.8,3792.526,41.434288,377.3513,379252.6,2.7736229e-05,0.06332247,2.5098656e-09,28.136799,1031621200000.0,2800000,,3792.7944,33.10436,28.136797805301637,0.26193243,37735.13,37.92794,129183.48,8.329929,5.2007265
57,2.0685009e-05,1.100824,15.768384,500.0,-0.6,,100,4311.914401054382,5700,1.6378663,893.31274,25.258656,2046.6271,30.104584,38.647186,2.9946818,3010.4585,0.04886088,0.110623375,2.0685009e-07,27.191013,26042656.0,2850000,,31.594631,27.224556,27.191015073603054,0.30748034,299.4681,0.31594628,805.8935,11.422631,5.3372846
58,2.3912158e-10,1.0001509,13.660737,500.0,-0.6,,100,4409.077495574951,5800,1.6378663,238981.75,26.178518,2043494000.0,6646.0874,43.601913,661.2768,664608.75,4.8935792e-08,0.11669107,2.3912157e-12,28.358614,2005725000000.0,2900000,,6646.589,28.904036,28.35861544630109,0.33521414,66127.69,66.4659,140430.48,14.697878,5.292245
59,0.00047053053,3.0082035,14.277855,500.0,-0.6,,100,4489.639337539673,5900,1.6378663,119.93158,29.500391,189.91644,1.3961952,46.202225,0.18992248,139.61952,0.5265474,0.0772547,4.7053054e-06,31.810503,140711.22,2950000,,3.3447409,28.669575,31.810504923669864,0.31474122,18.992249,0.033447407,88.0959,17.53265,5.864089
60,3.5897024e-06,1.0465941,15.90605,500.0,-0.6,,100,4571.962201833725,6000,1.6378663,1376.8184,29.37135,8592.251,31.842417,44.416203,3.1677117,3184.2417,0.011638394,0.119028375,3.5897024e-08,31.592157,73431460.0,3000000,,32.577625,28.730091,31.592161094844613,0.29811293,316.77118,0.32577625,1170.9617,15.6861105,5.5845194
61,1.4382437e-05,1.0930467,16.450672,500.0,-0.6,,100,4633.46847319603,6100,1.6378663,1544.1813,30.391098,2430.4739,40.14111,43.353977,3.9930751,4014.111,0.04114424,0.093762875,1.4382437e-07,32.558792,71035030.0,3050000,,41.977196,27.245853,32.55879620380734,0.28671026,399.3075,0.4197719,1437.3141,16.108124,5.733742
62,4.9015114e-07,1.0470551,15.850329,500.0,-0.6,,100,4710.145852327347,6200,1.6378663,1103.2394,29.234,32513.742,34.473198,41.32744,3.4294455,3447.3198,0.0030756225,0.04875347,4.901511e-09,31.300373,29850350.0,3100000,,35.277218,25.877396,31.30037259192288,0.25581115,342.9446,0.35277215,730.64014,15.450043,5.146268
63,1.2354692e-05,1.0121263,16.602587,500.0,-0.6,,100,4783.259070158005,6300,1.6378663,2829.7432,29.79642,9246.544,86.809296,44.783825,8.636941,8680.93,0.010814851,0.1160094,1.2354693e-07,32.035614,217794780.0,3150000,,87.33459,29.3508,32.035611306233456,0.33246398,863.69403,0.87334603,2614.4248,15.433025,5.9305444
64,1.8087317e-07,1.0003016,13.159272,500.0,-0.6,,100,4856.516672372818,6400,1.6378663,62141.582,30.796646,301206.62,1891.8962,44.842903,188.241,189189.62,0.00033199802,0.05503744,1.8087317e-09,33.038795,61563265000.0,3200000,,1892.1815,24.963383,33.038792297353254,0.2997667,18824.1,18.921816,60911.043,19.87952,5.182589
65,2.0073785e-06,1.0050763,15.995725,500.0,-0.6,,100,4932.116493940353,6500,1.6378663,9196.37,30.901232,308876.9,251.42326,44.24174,25.01567,25142.326,0.00032375357,0.047872514,2.0073784e-08,33.113323,2391740400.0,3250000,,252.06075,27.124146,33.11331988747568,0.25626737,2501.567,2.5206077,7966.9653,17.117596,5.863195
66,1.7166818e-05,1.0047594,20.140203,500.0,-0.6,,100,5007.032237529755,6600,1.6378663,2175.5295,31.373623,31552.902,62.03862,47.219707,6.1726184,6203.8623,0.0031692805,0.045433775,1.7166818e-07,33.734604,176718240.0,3300000,,62.186092,33.625305,33.734604591950756,0.25058,617.26184,0.6218608,1756.1445,13.594402,5.5251727
67,2.8848266e-05,1.1095281,11.811571,500.0,-0.6,,100,5078.799568891525,6700,1.6378663,941.5974,32.188057,5101.424,23.862404,45.31242,2.3741128,2386.2405,0.019602371,0.010923997,2.8848265e-07,34.45368,13525441.0,3350000,,25.147411,22.670313,34.453678917339175,0.23943236,237.41127,0.2514741,779.7771,22.642107,4.3474846
68,6.2828976e-06,1.0648489,24.085354,500.0,-0.6,,100,5158.457366943359,6800,1.6378663,2642.5012,33.739693,76857.05,61.869995,46.38712,6.1557074,6186.9995,0.0013011169,0.019103438,6.2828974e-08,36.05905,337798700.0,3400000,,63.862614,34.41342,36.05904884966085,0.23116235,615.5707,0.6386261,1999.5037,11.973696,5.3082643
69,1.2207303e-08,1.0226576,12.547593,500.0,-0.6,,100,5239.458299160004,6900,1.6378663,36634.625,33.028404,5594443.0,1068.5535,45.50159,106.31292,106855.34,1.787488e-05,0.017375499,1.2207302e-10,35.303482,14531581000.0,3450000,,1080.6458,22.7457,35.303482251460444,0.22057754,10631.292,10.806458,31253.477,22.75589,5.115094
70,4.163857e-10,1.0000185,13.90297,500.0,-0.6,,100,5345.595848560333,7000,1.6378663,623412.94,31.533113,3166008800.0,15687.04,43.648712,1560.8406,1568704.0,3.1585508e-08,0.033921048,4.1638568e-12,33.71555,9869911000000.0,3500000,,15687.185,23.836132,33.71554910334252,0.2763658,156084.08,156.87186,500613.2,19.81258,5.3025017
71,1.4934322e-08,1.0044131,13.0261755,500.0,-0.6,,100,5441.479591846466,7100,1.6378663,9224.056,33.39108,423070.3,257.1189,45.022335,25.582455,25711.89,0.00023636733,0.07685539,1.4934322e-10,35.642197,1183918300.0,3550000,,257.6858,22.406315,35.6421963428781,0.27883515,2558.2454,2.5768583,7759.843,22.61602,4.884071
72,8.579877e-06,1.1297816,17.301764,500.0,-0.6,,100,5523.967991352081,7200,1.6378663,1919.942,32.277832,46096.523,53.432556,44.058502,5.320647,5343.256,0.002169361,0.012949079,8.5798774e-08,34.48076,81277500.0,3600000,,56.875988,26.879509,34.48075723283415,0.2622577,532.0647,0.56875974,1446.9718,17.178993,4.442004
73,8.096879e-05,1.709927,9.12079,500.0,-0.6,,100,5586.258889436722,7300,1.6378663,202.024,30.708008,574.70764,4.6527233,41.125484,0.46667406,465.27234,0.17400151,0.0239795,8.096879e-07,32.764286,188264.73,3650000,,6.1552777,17.481989,32.764284948010165,0.26328757,46.66742,0.061552767,152.72882,23.643496,3.993881
74,2.1307465e-06,1.0642332,10.887128,500.0,-0.6,,100,5667.7847282886505,7400,1.6378663,1523.1879,31.728918,24351.273,51.383827,42.052113,5.1116567,5138.383,0.004106561,0.062047586,2.1307464e-08,33.83152,9762178.0,3700000,,53.01557,19.107718,33.83152285178997,0.2636426,511.16568,0.5301557,1195.0785,22.944395,3.749304
75,4.7231512e-07,1.0041974,15.517182,500.0,-0.6,,100,5747.570194721222,7500,1.6378663,5662.4116,31.254131,475791.03,153.27435,42.62162,15.250289,15327.436,0.00021017631,0.043721437,4.723151e-09,33.38521,855879200.0,3750000,,153.59575,24.753593,33.385209236447366,0.2508411,1525.0288,1.5359573,4192.443,17.868027,4.281378
76,1.1586866e-08,1.000077,11.270413,500.0,-0.6,,100,5824.891803979874,7600,1.6378663,90284.61,33.052624,72685944.0,2574.4978,43.72858,256.1592,257449.8,1.3757818e-06,0.03377852,1.15868655e-10,35.23905,85492860000.0,3800000,,2574.5972,19.759943,35.23905126095717,0.2910021,25615.92,25.74597,71643.98,23.968637,4.450302
