BatchSize,MinNormIw,VarNormIw,VarDiscRet,J,Bound,VarVanillaIw,ESSRenyi,AvgVanillaIw,Delta,EpsThisIter,AvgEpLen,IterType,MinVanillaIw,MaxNormIw,MaxVanillaIw,AvgRet,AvgDiscRet,ESSClassic,AvgNormIw,VarRet,VarJ,eRenyi2,VanillaAvgRet
100,0.00623522,1.35062e-05,8135.4923781,-89.2714,-124.881,0.129894,91.4826730983,0.980681,0.6,100,126.41,1,0.611476,0.0335007,3.28535,-92.5321348041,-92.5321348041,88.205839522,0.01,8135.4923781,80.1773,1.0931,-92.5321348041
100,0.000467387,7.66847e-06,8216.51538418,-88.8048,-123.999,0.0756841,93.6546328219,0.993454,0.6,100,124.24,1,0.0464328,0.0159052,1.58011,-91.0039757875,-91.0039757875,92.9438982752,0.01,8216.51538418,87.2565,1.06775,-91.0039757875
100,0.000379371,3.49142e-05,7163.21449933,-77.1096,-115.566,0.315151,78.4376223454,0.950076,0.6,100,120.31,1,0.0360431,0.0197448,1.8759,-87.722619703,-87.722619703,74.3134995324,0.01,7163.21449933,56.5821,1.2749,-87.722619703
100,0.00634986,3.33814e-06,3715.15115774,-77.2594,-112.028,0.0326915,95.9627634724,0.989612,0.6,100,110.13,1,0.62839,0.0164675,1.62964,-78.7909761818,-78.7909761818,96.8009320717,0.01,3715.15115774,53.7361,1.04207,-78.7909761818
100,0.00421668,4.83794e-06,7159.44491117,-85.3887,-120.463,0.0464511,94.298946914,0.979868,0.6,100,119.78,1,0.413178,0.0175152,1.71625,-87.347984762,-87.347984762,95.4293809755,0.01,7159.44491117,78.0037,1.06046,-87.347984762
100,2.57203e-06,4.54264e-05,4930.84631008,-74.4356,-114.077,0.420741,73.8074121625,0.962394,0.6,100,113.35,1,0.00024753,0.0207234,1.99441,-81.7640323125,-81.7640323125,68.9787569742,0.01,4930.84631008,40.0992,1.35488,-81.7640323125
100,0.0052709,7.23908e-06,4876.60034244,-78.5488,-113.87,0.0764007,92.9812347363,1.02732,0.6,100,113.01,1,0.541492,0.0212954,2.18772,-81.3996447523,-81.3996447523,93.3125427397,0.01,4876.60034244,58.668,1.07549,-81.3996447523
100,0.000343522,3.78074e-05,7037.2994333,-80.1113,-120.459,0.43343,71.2582792033,1.07071,0.6,100,126.09,1,0.0367811,0.0272674,2.91954,-91.3189423929,-91.3189423929,72.7646976122,0.01,7037.2994333,49.1393,1.40335,-91.3189423929
100,0.00648655,5.82169e-05,7174.44714033,-81.9763,-118.348,0.758337,87.6860239988,1.14132,0.6,100,120.85,1,0.740321,0.0702405,8.01668,-88.15265131,-88.15265131,63.4378248874,0.01,7174.44714033,61.9454,1.14043,-88.15265131
100,5.77518e-07,6.38455e-05,9355.77550677,-75.1454,-118.263,0.701985,62.3969554159,1.04857,0.6,100,126.56,1,6.0557e-05,0.0245292,2.57207,-93.699727411,-93.699727411,61.2718581712,0.01,9355.77550677,48.5265,1.60264,-93.699727411
100,0.00457746,1.17341e-05,7174.57623869,-82.0915,-118.145,0.130561,89.2443082684,1.05483,0.6,100,118.62,1,0.482844,0.0195676,2.06405,-86.4418028209,-86.4418028209,89.5923047901,0.01,7174.57623869,73.2034,1.12052,-86.4418028209
100,0.000913179,3.75944e-05,8224.76052608,-78.9188,-118.241,0.411558,75.0263395989,1.04629,0.6,100,123.49,1,0.0955455,0.0247237,2.58682,-90.5798923813,-90.5798923813,72.8764915664,0.01,8224.76052608,66.0795,1.33287,-90.5798923813
100,0.00157998,5.04677e-06,7087.69266304,-85.9111,-120.9,0.0520386,94.7578788606,1.01544,0.6,100,124.14,1,0.160438,0.0139559,1.41715,-90.1702438626,-90.1702438626,95.2414735098,0.01,7087.69266304,75.2261,1.05532,-90.1702438626
100,0.000930052,4.11512e-05,10163.4142866,-89.5325,-129.481,0.39504,72.6904118088,0.979782,0.6,100,135.84,1,0.0911248,0.0250113,2.45057,-100.547499153,-100.547499153,71.0531594386,0.01,10163.4142866,82.4886,1.3757,-100.547499153
100,0.00372965,8.1429e-06,8119.9240703,-89.6024,-125.203,0.0759257,91.5255631638,0.965617,0.6,100,128.33,1,0.360141,0.0172359,1.66433,-93.6501632535,-93.6501632535,92.5399340375,0.01,8119.9240703,81.1133,1.09259,-93.6501632535
100,0.00312261,6.66232e-06,4956.21729464,-77.1999,-112.587,0.0723671,92.6357078808,1.04222,0.6,100,111.85,1,0.325444,0.0156442,1.63046,-80.2593124247,-80.2593124247,93.8123970966,0.01,4956.21729464,58.5966,1.0795,-80.2593124247
100,2.58488e-10,8.11458e-05,8243.76629876,-72.6046,-118.618,0.927316,54.7915843405,1.06901,0.6,100,124.63,1,2.76326e-08,0.0248319,2.65455,-90.9435068224,-90.9435068224,55.4525577432,0.01,8243.76629876,33.3674,1.8251,-90.9435068224
100,0.000303309,2.32798e-05,4853.97186219,-71.3279,-108.936,0.222714,82.0180291659,0.978103,0.6,100,115.57,1,0.0296668,0.0206498,2.01976,-82.963479515,-82.963479515,81.2697859861,0.01,4853.97186219,19.8531,1.21924,-82.963479515
100,5.97731e-05,7.22251e-05,11207.8131247,-76.2378,-120.625,0.715391,58.8787375427,0.99524,0.6,100,138.7,1,0.00594885,0.0280587,2.79252,-103.343902696,-103.343902696,58.30807002,0.01,11207.8131247,52.8737,1.69841,-103.343902696
100,0.00803516,3.99086e-06,7100.35128291,-85.9096,-121.189,0.0377173,93.1999105399,0.97216,0.6,100,122.01,1,0.781146,0.0175728,1.70836,-88.9180166379,-88.9180166379,96.1992333227,0.01,7100.35128291,72.7245,1.07296,-88.9180166379
100,0.0019726,6.08181e-06,6071.38118619,-80.152,-115.554,0.0602941,92.5566070951,0.995683,0.6,100,116.1,1,0.196408,0.0169566,1.68834,-84.1474375361,-84.1474375361,94.320948035,0.01,6071.38118619,67.3931,1.08042,-84.1474375361
100,0.00462114,5.35997e-05,10354.7312543,-91.7894,-128.598,0.649539,85.6194631555,1.10083,0.6,100,131.38,1,0.50871,0.0739442,8.14002,-97.4074445298,-97.4074445298,65.3322635313,0.01,10354.7312543,85.5727,1.16796,-97.4074445298
100,0.00197997,1.88403e-05,8133.85073836,-87.5227,-124.194,0.170807,86.2596612199,0.952158,0.6,100,126.41,1,0.188525,0.0227592,2.16704,-92.108134627,-92.108134627,84.280124442,0.01,8133.85073836,81.1782,1.15929,-92.108134627
100,0.00835232,3.72802e-06,4925.40447727,-77.8977,-112.664,0.0363083,95.9370274189,0.986879,0.6,100,110.52,1,0.824273,0.0196304,1.93728,-79.5048071067,-79.5048071067,96.4406478012,0.01,4925.40447727,63.2599,1.04235,-79.5048071067
100,0.00100206,1.82738e-05,4907.48387555,-73.4919,-110.315,0.161383,85.5519213469,0.939757,0.6,100,109.05,1,0.0941691,0.0176625,1.65985,-78.4244499594,-78.4244499594,84.6804325299,0.01,4907.48387555,53.7008,1.16888,-78.4244499594
100,0.0088463,1.71305e-06,3743.41446255,-76.547,-111.041,0.0162466,97.4959603359,0.97386,0.6,100,108.51,1,0.861505,0.0173619,1.69081,-77.5917283973,-77.5917283973,98.3323532488,0.01,3743.41446255,55.0472,1.02568,-77.5917283973
100,0.00746864,1.26386e-05,7154.64422176,-82.3199,-118.503,0.12401,88.6145057179,0.990554,0.6,100,120.45,1,0.739809,0.0317207,3.14211,-87.7082984738,-87.7082984738,88.8792418137,0.01,7154.64422176,68.7497,1.12848,-87.7082984738
100,0.00346806,5.3121e-06,175.891117015,-66.7303,-76.4715,0.052068,95.9995532247,0.99004,0.6,100,96.39,1,0.343351,0.0124905,1.23661,-67.2411377338,-67.2411377338,95.0037841221,0.01,175.891117015,12.7465,1.04167,-67.2411377338
100,0.00861095,1.81186e-06,1392.15542927,-69.0213,-103.413,0.0179894,98.0749795984,0.996427,0.6,100,99.06,1,0.858018,0.0150485,1.49948,-69.7239105888,-69.7239105888,98.2378742989,0.01,1392.15542927,34.8104,1.01963,-69.7239105888
100,0.00869918,1.12961e-06,4857.01320766,-81.8679,-116.244,0.0111429,98.1680602447,0.993196,0.6,100,114.85,1,0.863999,0.0150296,1.49274,-82.5476854688,-82.5476854688,98.8940504648,0.01,4857.01320766,67.311,1.01866,-82.5476854688
100,0.00139531,6.29877e-06,2562.03591794,-72.0707,-107.369,0.0654343,93.1017264635,1.01924,0.6,100,107.03,1,0.142215,0.0129227,1.31713,-75.8174128185,-75.8174128185,94.1302116223,0.01,2562.03591794,28.0591,1.07409,-75.8174128185
100,0.000535116,1.63801e-05,6029.18670229,-81.218,-117.955,0.170101,85.9565497976,1.01905,0.6,100,117.93,1,0.0545308,0.0159209,1.62241,-85.6436935145,-85.6436935145,86.0463940509,0.01,6029.18670229,68.2858,1.16338,-85.6436935145
100,0.000766791,1.34013e-05,6020.09810932,-78.4223,-114.651,0.136761,88.3845998153,1.0102,0.6,100,116.66,1,0.0774612,0.0187558,1.89471,-84.8919118597,-84.8919118597,88.2867510859,0.01,6020.09810932,59.5274,1.13142,-84.8919118597
100,0.00040769,2.10842e-05,9238.66746541,-90.3133,-127.799,0.214844,82.5531520412,1.00945,0.6,100,131.19,1,0.0411541,0.0218456,2.2052,-96.736613286,-96.736613286,82.731168432,0.01,9238.66746541,79.5674,1.21134,-96.736613286
100,0.00776643,1.27232e-05,6013.50089017,-82.2616,-117.521,0.13009,93.3050887519,1.01117,0.6,100,117.38,1,0.785317,0.0269819,2.72833,-84.9758263195,-84.9758263195,88.8130934503,0.01,6013.50089017,68.9068,1.07175,-84.9758263195
100,0.00138255,1.28131e-05,5987.77171961,-79.3097,-115.802,0.139261,87.110257102,1.04252,0.6,100,117.05,1,0.144134,0.0188751,1.96777,-84.9216881987,-84.9216881987,88.7429366637,0.01,5987.77171961,58.2525,1.14797,-84.9216881987
100,0.00115713,5.50259e-06,3764.56749875,-74.1439,-109.822,0.066452,91.132776089,1.09893,0.6,100,109.36,1,0.127161,0.0130409,1.43311,-77.7721407381,-77.7721407381,94.8338873903,0.01,3764.56749875,45.7453,1.0973,-77.7721407381
100,0.00844191,5.21055e-06,8277.02269563,-89.5321,-124.231,0.0520521,96.3487083455,0.999487,0.6,100,123.94,1,0.843759,0.0237082,2.36961,-90.7858525385,-90.7858525385,95.0945928118,0.01,8277.02269563,86.2959,1.0379,-90.7858525385
100,0.000135737,2.0338e-05,4928.45001447,-74.4935,-111.909,0.200184,82.8660977757,0.992113,0.6,100,114.24,1,0.0134666,0.0175374,1.7399,-82.3369417243,-82.3369417243,83.2399708558,0.01,4928.45001447,34.0796,1.20677,-82.3369417243
100,0.000704804,3.08209e-05,10202.1222529,-86.2232,-125.72,0.38606,74.3606779309,1.11919,0.6,100,134.89,1,0.0788811,0.0237594,2.65913,-99.8555807923,-99.8555807923,76.6208908434,0.01,10202.1222529,71.9982,1.3448,-99.8555807923
100,0.00151171,1.21666e-05,4901.47554204,-74.3246,-109.955,0.128241,91.3764447554,1.02666,0.6,100,109.77,1,0.155202,0.0275661,2.83011,-78.9803379527,-78.9803379527,89.249880913,0.01,4901.47554204,54.5799,1.09437,-78.9803379527
100,0.00110847,9.9652e-06,6026.71255035,-83.401,-119.618,0.102959,88.4415074789,1.01646,0.6,100,120.79,1,0.112672,0.0173969,1.76832,-87.3143374851,-87.3143374851,91.0203269141,0.01,6026.71255035,63.9679,1.13069,-87.3143374851
100,0.00770897,2.80852e-06,7118.16624475,-88.2754,-123.207,0.0267121,95.0649693866,0.975249,0.6,100,123.82,1,0.751816,0.0163461,1.59415,-90.4839699383,-90.4839699383,97.2947897932,0.01,7118.16624475,76.62,1.05191,-90.4839699383
100,0.000247432,1.9648e-05,4903.07104502,-74.3853,-111.39,0.202388,84.71675318,1.01492,0.6,100,112.88,1,0.0251125,0.015265,1.54928,-81.0287802689,-81.0287802689,83.7160111334,0.01,4903.07104502,52.1181,1.1804,-81.0287802689
100,8.46965e-05,2.25745e-05,6104.17545682,-75.1578,-112.753,0.22915,82.0760326296,1.00751,0.6,100,115.04,1,0.00853329,0.0195563,1.97033,-83.7121108794,-83.7121108794,81.7335937573,0.01,6104.17545682,50.6172,1.21838,-83.7121108794
100,0.00184098,9.52929e-06,8105.58990171,-89.6485,-125.54,0.104628,90.0477890673,1.04784,0.6,100,127.55,1,0.192905,0.014071,1.47441,-93.5025005341,-93.5025005341,91.3792725569,0.01,8105.58990171,82.2864,1.11052,-93.5025005341
100,0.00390582,6.78732e-06,4908.25772467,-78.595,-113.98,0.0675706,92.6455192936,0.997769,0.6,100,113.26,1,0.389711,0.0206413,2.05953,-81.1252530557,-81.1252530557,93.7036531557,0.01,4908.25772467,61.0116,1.07938,-81.1252530557
100,0.00791983,3.37791e-06,3741.63863741,-77.5078,-112.301,0.0336403,95.8267658069,0.997942,0.6,100,111.61,1,0.790353,0.015971,1.59381,-79.1766515966,-79.1766515966,96.7640855993,0.01,3741.63863741,53.5739,1.04355,-79.1766515966
100,1.77155e-06,3.27371e-05,6059.96762527,-72.1887,-111.297,0.348675,75.8472156469,1.03203,0.6,100,114.31,1,0.000182828,0.0290404,2.99705,-82.5123307145,-82.5123307145,75.5231250213,0.01,6059.96762527,43.8154,1.31844,-82.5123307145
100,0.000410745,3.5314e-05,6062.32471635,-77.5719,-116.43,0.37937,76.8253255361,1.03647,0.6,100,118.2,1,0.0425726,0.0216607,2.24508,-85.6980649742,-85.6980649742,74.0955449525,0.01,6062.32471635,49.5216,1.30165,-85.6980649742
100,0.000696687,1.87444e-05,4957.80126411,-72.3192,-109.934,0.208571,81.9892745316,1.05485,0.6,100,111.32,1,0.0734902,0.0162743,1.7167,-80.1916929212,-80.1916929212,84.3476266247,0.01,4957.80126411,37.8186,1.21967,-80.1916929212
100,0.00113067,1.1e-05,3802.80592167,-74.2521,-109.816,0.106439,91.7155323341,0.983681,0.6,100,107.48,1,0.111222,0.0182226,1.79252,-77.0005558173,-77.0005558173,90.1794391914,0.01,3802.80592167,47.4325,1.09033,-77.0005558173
100,0.00466396,3.05666e-06,5982.48726764,-85.5965,-120.187,0.0320168,96.9498267847,1.02345,0.6,100,119.91,1,0.477332,0.013693,1.40141,-86.7129169129,-86.7129169129,97.0628217742,0.01,5982.48726764,74.4178,1.03146,-86.7129169129
100,0.00035697,2.02616e-05,5975.5298719,-78.873,-116.4,0.203746,82.3750901956,1.00279,0.6,100,117.33,1,0.0357964,0.0214007,2.14603,-85.3867347415,-85.3867347415,83.2924137462,0.01,5975.5298719,57.644,1.21396,-85.3867347415
100,0.00175784,1.51631e-05,4936.96370821,-76.6572,-113.339,0.155626,86.2098492444,1.01309,0.6,100,113.04,1,0.178084,0.0165496,1.67662,-81.2154224116,-81.2154224116,86.9478019264,0.01,4936.96370821,54.3741,1.15996,-81.2154224116
100,0.000152856,1.99872e-05,9294.71979776,-89.1044,-126.16,0.241232,84.489070044,1.0986,0.6,100,128.28,1,0.0167928,0.0213871,2.34959,-94.7529403546,-94.7529403546,83.481287249,0.01,9294.71979776,88.0441,1.18359,-94.7529403546
100,0.00391377,1.60437e-05,6025.88126467,-79.2273,-115.399,0.168127,88.6581585805,1.02369,0.6,100,115.47,1,0.400648,0.0244529,2.50321,-83.5591718794,-83.5591718794,86.2937813066,0.01,6025.88126467,65.5631,1.12793,-83.5591718794
100,0.00917514,7.19869e-07,1413.76812168,-70.2463,-104.436,0.00718165,99.1716082381,0.998816,0.6,100,100.6,1,0.916428,0.0131248,1.31093,-70.5567590193,-70.5567590193,99.2923717938,0.01,1413.76812168,35.0799,1.00835,-70.5567590193
100,0.00244578,4.6207e-06,7081.52457987,-88.1195,-123.074,0.0466651,94.9465777454,1.00494,0.6,100,123.99,1,0.245787,0.0125844,1.26466,-90.4454194494,-90.4454194494,95.625574222,0.01,7081.52457987,79.8644,1.05322,-90.4454194494
100,0.00163871,1.0514e-05,11331.1496409,-98.8663,-133.995,0.090823,94.0210931368,0.929425,0.6,100,135.58,1,0.152305,0.0149557,1.39002,-101.493747283,-101.493747283,90.5724759492,0.01,11331.1496409,104.367,1.06359,-101.493747283
100,0.000202105,2.34697e-05,8240.87257474,-83.0172,-121.299,0.276761,79.1562039368,1.08592,0.6,100,123.84,1,0.021947,0.0238962,2.59495,-90.9746397524,-90.9746397524,81.1457837327,0.01,8240.87257474,71.7702,1.26332,-90.9746397524
100,0.00343515,6.74012e-06,3756.72369521,-74.1526,-109.62,0.067663,92.2157943829,1.00194,0.6,100,108.28,1,0.344181,0.0165805,1.66127,-77.0635009897,-77.0635009897,93.7446274233,0.01,3756.72369521,47.3199,1.08441,-77.0635009897
100,0.000691685,1.71322e-05,8328.7079206,-81.8267,-118.937,0.179042,84.234989751,1.02228,0.6,100,123.38,1,0.0707097,0.0224722,2.2973,-90.2979487982,-90.2979487982,85.4986556718,0.01,8328.7079206,73.5407,1.18716,-90.2979487982
100,0.000414258,2.08245e-05,3725.4032822,-73.6279,-110.755,0.208995,84.1497801661,1.0018,0.6,100,111.25,1,0.0415004,0.0215867,2.16255,-79.2964419819,-79.2964419819,82.9075686292,0.01,3725.4032822,39.8434,1.18836,-79.2964419819
100,6.02232e-05,4.65965e-05,7118.63304912,-73.2493,-115.161,0.475089,66.0402066591,1.00974,0.6,100,120.47,1,0.006081,0.0217482,2.19601,-88.0719829366,-88.0719829366,68.4319472077,0.01,7118.63304912,33.8894,1.51423,-88.0719829366
100,0.00225797,3.84479e-05,10233.6174783,-89.1778,-127.888,0.352152,77.4305409407,0.957037,0.6,100,134.14,1,0.216096,0.0417684,3.99739,-99.1766803925,-99.1766803925,72.4304644716,0.01,10233.6174783,79.8911,1.29148,-99.1766803925
100,0.00766342,8.69474e-06,4951.24307482,-79.287,-114.377,0.0935669,94.2132672945,1.03737,0.6,100,113.21,1,0.794978,0.0246298,2.55502,-81.681694008,-81.681694008,92.0744240245,0.01,4951.24307482,59.6061,1.06142,-81.681694008
100,0.00020267,3.30353e-05,8283.9137192,-79.6771,-119.48,0.349859,73.2213980223,1.0291,0.6,100,124.04,1,0.0208568,0.0217495,2.23824,-91.0534385334,-91.0534385334,75.3551435657,0.01,8283.9137192,60.7494,1.36572,-91.0534385334
100,0.00850794,1.23272e-05,9305.23406959,-91.0239,-126.47,0.117739,92.3287095279,0.9773,0.6,100,127.32,1,0.831481,0.0385616,3.76863,-93.8618684219,-93.8618684219,89.1234755066,0.01,9305.23406959,88.2796,1.08309,-93.8618684219
100,0.00639684,2.2067e-06,2570.55250768,-74.6519,-109.108,0.0225335,97.7077157643,1.01052,0.6,100,107.05,1,0.646411,0.0130117,1.31486,-75.5647855361,-75.5647855361,97.8620769092,0.01,2570.55250768,46.1665,1.02346,-75.5647855361
100,0.00881275,1.67017e-06,4869.88256182,-81.6126,-116.012,0.0164004,98.0316214375,0.990937,0.6,100,114.8,1,0.873288,0.0170948,1.69399,-82.340175855,-82.340175855,98.3734318078,0.01,4869.88256182,65.9716,1.02008,-82.340175855
100,0.00795156,9.07296e-06,8311.48880374,-87.2371,-122.493,0.0923016,93.3278847802,1.00863,0.6,100,122.56,1,0.802015,0.0311184,3.13868,-90.1663753627,-90.1663753627,91.7580515106,0.01,8311.48880374,81.3015,1.07149,-90.1663753627
100,0.00691306,3.41317e-06,6050.34155583,-83.9498,-118.581,0.0349339,96.7241061826,1.01168,0.6,100,116.79,1,0.699384,0.0201307,2.0366,-85.0896024361,-85.0896024361,96.7314184803,0.01,6050.34155583,74.7971,1.03387,-85.0896024361
100,0.0019537,2.47389e-05,3747.19850215,-73.3325,-109.608,0.28029,88.153845685,1.06442,0.6,100,109.99,1,0.207956,0.0432256,4.60102,-78.2309920099,-78.2309920099,80.3267525475,0.01,3747.19850215,37.4597,1.13438,-78.2309920099
100,0.00747044,2.85946e-06,6002.33783436,-84.2397,-118.72,0.029561,97.574504797,1.01676,0.6,100,117.62,1,0.759562,0.0181845,1.84892,-85.0288629232,-85.0288629232,97.2470589635,0.01,6002.33783436,72.4268,1.02486,-85.0288629232
100,0.00685714,1.012e-05,7134.06325009,-84.1688,-119.816,0.107537,91.2927920271,1.03083,0.6,100,120.58,1,0.706857,0.025158,2.59337,-87.6589150874,-87.6589150874,90.8935928772,0.01,7134.06325009,72.3889,1.09538,-87.6589150874
100,0.00832156,4.52922e-07,4976.64338153,-80.9222,-115.085,0.0044777,99.3972376017,0.994296,0.6,100,112.54,1,0.82741,0.0112389,1.11748,-81.1110199532,-81.1110199532,99.5536138719,0.01,4976.64338153,70.0295,1.00606,-81.1110199532
100,0.00312737,1.01203e-05,6066.67694244,-79.8283,-115.428,0.103789,91.5352207194,1.0127,0.6,100,114.1,1,0.316708,0.0192235,1.94675,-82.9469447586,-82.9469447586,90.8932745235,0.01,6066.67694244,69.1618,1.09248,-82.9469447586
100,0.00206024,2.12377e-05,5944.2749147,-80.232,-117.028,0.224092,85.6942457236,1.02721,0.6,100,118.64,1,0.21163,0.027107,2.78445,-85.704372769,-85.704372769,82.6273114431,0.01,5944.2749147,58.1923,1.16694,-85.704372769
100,0.00696703,8.04249e-06,6005.09946986,-84.2139,-119.5,0.0861477,93.1700879498,1.03497,0.6,100,120.43,1,0.721065,0.0232635,2.4077,-87.1428848045,-87.1428848045,92.6251291101,0.01,6005.09946986,68.819,1.07331,-87.1428848045
100,0.00400875,2.29286e-06,136.34424705,-65.4986,-74.6417,0.0226245,98.0175322755,0.993346,0.6,100,94.97,1,0.398207,0.0124267,1.2344,-65.7143172358,-65.7143172358,97.7804757518,0.01,136.34424705,11.2387,1.02023,-65.7143172358
