MinVanillaIw,Bound,VarJ,ESSRenyi,VarNormIw,EpsThisIter,AvgDiscRet,VarVanillaIw,MaxNormIw,AvgVanillaIw,AvgEpLen,VarRet,MinNormIw,Delta,VarDiscRet,BatchSize,VanillaAvgRet,AvgNormIw,MaxVanillaIw,ESSClassic,eRenyi2,IterType,AvgRet,J
1.0,-571.414,45.927,500.0,5.43914e-20,100,-551.766751968,,0.00333333,1.0,500.0,2036.17144624,0.00333333,0.9,2036.17144624,500,-551.766751968,0.00333333,1.0,299.999969474,1.0,2,-551.766751968,-555.56
1.0,-566.005,45.7584,500.0,5.4346e-20,100,-542.42030792,,0.0025,1.0,500.0,1937.35242095,0.0025,0.9,1937.35242095,500,-542.42030792,0.0025,1.0,400.0,1.0,2,-542.42030792,-552.275
0.00228185,-546.349,115.625,149.940718009,0.000675693,100,-548.95644618,855.4,0.581613,2.2503,500.0,1731.38083046,2.02804e-06,0.9,1731.38083046,500,-548.95644618,0.002,654.401,2.94836488999,3.33465,1,-548.95644618,-523.923
1.0,-556.475,42.3924,500.0,3.50449e-18,100,-534.292801861,,0.01,1.0,500.0,1815.26782489,0.01,0.9,1815.26782489,500,-534.292801861,0.01,1.0,100.0,1.0,2,-534.292801861,-534.293
1.0,-554.435,44.2069,500.0,2.1793e-19,100,-543.206518326,,0.005,1.0,500.0,2092.5851283,0.005,0.9,2092.5851283,500,-543.206518326,0.005,1.0,200.000000102,1.0,2,-543.206518326,-538.75
1.0,-551.519,45.799,500.0,5.43914e-20,100,-535.972329816,,0.00333333,1.0,500.0,2403.03622298,0.00333333,0.9,2403.03622298,500,-535.972329816,0.00333333,1.0,299.999969474,1.0,2,-535.972329816,-537.824
1.0,-548.809,44.8401,500.0,5.4346e-20,100,-534.32116267,,0.0025,1.0,500.0,1758.27142089,0.0025,0.9,1758.27142089,500,-534.32116267,0.0025,1.0,400.0,1.0,2,-534.32116267,-536.948
2.13307e-13,-530.838,228.237,59.2153331354,4.9913e-05,100,-548.573286217,15.3402,0.118686,1.10876,500.0,2841.46988772,3.84765e-16,0.9,2841.46988772,500,-548.573286217,0.002,65.7976,37.1655896068,8.44376,1,-548.573286217,-498.334
1.0,-542.659,40.2158,500.0,3.50449e-18,100,-521.536625129,,0.01,1.0,500.0,1633.6495128,0.01,0.9,1633.6495128,500,-521.536625129,0.01,1.0,100.0,1.0,2,-521.536625129,-521.537
1.0,-534.797,41.3043,500.0,2.1793e-19,100,-518.184800071,,0.005,1.0,500.0,1807.23465967,0.005,0.9,1807.23465967,500,-518.184800071,0.005,1.0,200.000000102,1.0,2,-518.184800071,-519.861
1.0,-532.769,41.2932,500.0,5.43914e-20,100,-521.161494705,,0.00333333,1.0,500.0,1719.35653382,0.00333333,0.9,1719.35653382,500,-521.161494705,0.00333333,1.0,299.999969474,1.0,2,-521.161494705,-520.294
1.0,-533.068,43.7613,500.0,5.4346e-20,100,-527.097934545,,0.0025,1.0,500.0,2535.4499846,0.0025,0.9,2535.4499846,500,-527.097934545,0.0025,1.0,400.0,1.0,2,-527.097934545,-521.995
1.04656e-06,-514.304,132.535,63.2978054246,4.53981e-05,100,-519.909115249,14.0715,0.10985,1.11348,500.0,2146.37013385,1.87981e-09,0.9,2146.37013385,500,-519.909115249,0.002,61.1575,40.561925864,7.89917,1,-519.909115249,-486.468
1.0,-533.121,49.1881,500.0,3.50449e-18,100,-511.623617537,,0.01,1.0,500.0,2443.9099564,0.01,0.9,2443.9099564,500,-511.623617537,0.01,1.0,100.0,1.0,2,-511.623617537,-511.624
1.0,-526.376,46.7248,500.0,2.1793e-19,100,-510.726653103,,0.005,1.0,500.0,1966.21149992,0.005,0.9,1966.21149992,500,-510.726653103,0.005,1.0,200.000000102,1.0,2,-510.726653103,-511.175
1.0,-524.737,47.408,500.0,5.43914e-20,100,-511.911369665,,0.00333333,1.0,500.0,2399.78245689,0.00333333,0.9,2399.78245689,500,-511.911369665,0.00333333,1.0,299.999969474,1.0,2,-511.911369665,-511.421
1.0,-521.766,46.4038,500.0,5.4346e-20,100,-506.673646502,,0.0025,1.0,500.0,1872.49808486,0.0025,0.9,1872.49808486,500,-506.673646502,0.0025,1.0,400.0,1.0,2,-506.673646502,-510.234
5.03083e-05,-501.722,285.217,52.1425996988,0.000182212,100,-515.096407905,122.529,0.289974,1.64006,500.0,1681.29091445,6.13492e-08,0.9,1681.29091445,500,-515.096407905,0.002,237.788,10.7615310407,9.58909,1,-515.096407905,-469.781
1.0,-519.551,43.5527,500.0,3.50449e-18,100,-498.319611438,,0.01,1.0,500.0,1915.99807748,0.01,0.9,1915.99807748,500,-498.319611438,0.01,1.0,100.0,1.0,2,-498.319611438,-498.32
1.0,-511.029,43.2349,500.0,2.1793e-19,100,-493.712328246,,0.005,1.0,500.0,1849.55181446,0.005,0.9,1849.55181446,500,-493.712328246,0.005,1.0,200.000000102,1.0,2,-493.712328246,-496.016
1.0,-510.379,44.2162,500.0,5.43914e-20,100,-502.331581918,,0.00333333,1.0,500.0,2121.33606691,0.00333333,0.9,2121.33606691,500,-502.331581918,0.00333333,1.0,299.999969474,1.0,2,-502.331581918,-498.121
1.0,-509.452,45.0018,500.0,5.4346e-20,100,-500.981460544,,0.0025,1.0,500.0,2251.79724829,0.0025,0.9,2251.79724829,500,-500.981460544,0.0025,1.0,400.0,1.0,2,-500.981460544,-498.836
0.00230217,-503.962,60.8174,239.399164207,4.53938e-06,100,-498.654344389,1.30716,0.0118096,1.07324,500.0,1828.28727924,4.29013e-06,0.9,1828.28727924,500,-498.654344389,0.002,6.33728,234.458144018,2.08856,1,-498.654344389,-490.24
1.0,-511.975,44.46,500.0,3.50449e-18,100,-490.566783878,,0.01,1.0,500.0,1996.65463254,0.01,0.9,1996.65463254,500,-490.566783878,0.01,1.0,100.0,1.0,2,-490.566783878,-490.567
1.0,-504.664,43.1868,500.0,2.1793e-19,100,-488.484155418,,0.005,1.0,500.0,1769.03294876,0.005,0.9,1769.03294876,500,-488.484155418,0.005,1.0,200.000000102,1.0,2,-488.484155418,-489.525
1.0,-500.583,43.206,500.0,5.43914e-20,100,-485.615498613,,0.00333333,1.0,500.0,1878.6795621,0.00333333,0.9,1878.6795621,500,-485.615498613,0.00333333,1.0,299.999969474,1.0,2,-485.615498613,-488.222
1.0,-501.471,43.2621,500.0,5.4346e-20,100,-498.3996458,,0.0025,1.0,500.0,1826.72052824,0.0025,0.9,1826.72052824,500,-498.3996458,0.0025,1.0,400.0,1.0,2,-498.3996458,-490.767
3.72055e-06,-488.367,267.347,51.8816663233,4.77785e-05,100,-491.203224919,10.6896,0.109668,0.946006,500.0,1989.60421169,7.86581e-09,0.9,1989.60421169,500,-491.203224919,0.002,51.8731,38.6975021143,9.63732,1,-491.203224919,-458.645
1.0,-507.899,51.6538,500.0,3.50449e-18,100,-486.583293199,,0.01,1.0,500.0,2695.06157056,0.01,0.9,2695.06157056,500,-486.583293199,0.01,1.0,100.0,1.0,2,-486.583293199,-486.583
1.0,-502.213,50.7155,500.0,2.1793e-19,100,-487.698520388,,0.005,1.0,500.0,2500.40132352,0.005,0.9,2500.40132352,500,-487.698520388,0.005,1.0,200.000000102,1.0,2,-487.698520388,-487.141
1.0,-499.515,48.5932,500.0,5.43914e-20,100,-487.34228603,,0.00333333,1.0,500.0,1959.32902268,0.00333333,0.9,1959.32902268,500,-487.34228603,0.00333333,1.0,299.999969474,1.0,2,-487.34228603,-487.208
1.0,-499.573,48.952,500.0,5.4346e-20,100,-491.62833855,,0.0025,1.0,500.0,2511.75198326,0.0025,0.9,2511.75198326,500,-491.62833855,0.0025,1.0,400.0,1.0,2,-491.62833855,-488.313
0.0187842,-489.969,205.164,131.021098303,5.9456e-05,100,-489.051154831,22.6472,0.165677,1.23435,500.0,2189.98701351,3.04357e-05,0.9,2189.98701351,500,-489.051154831,0.002,102.252,31.5771047267,3.81618,1,-489.051154831,-470.295
1.0,-502.09,43.3158,500.0,3.50449e-18,100,-482.346052382,,0.01,1.0,500.0,1895.21476117,0.01,0.9,1895.21476117,500,-482.346052382,0.01,1.0,100.0,1.0,2,-482.346052382,-482.346
1.0,-497.039,43.1712,500.0,2.1793e-19,100,-483.81006259,,0.005,1.0,500.0,1868.85886978,0.005,0.9,1868.85886978,500,-483.81006259,0.005,1.0,200.000000102,1.0,2,-483.81006259,-483.078
1.0,-495.56,40.6543,500.0,5.43914e-20,100,-486.325745995,,0.00333333,1.0,500.0,1236.14691779,0.00333333,0.9,1236.14691779,500,-486.325745995,0.00333333,1.0,299.999969474,1.0,2,-486.325745995,-484.161
1.0,-495.021,41.3695,500.0,5.4346e-20,100,-487.515775741,,0.0025,1.0,500.0,1897.95773084,0.0025,0.9,1897.95773084,500,-487.515775741,0.0025,1.0,400.0,1.0,2,-487.515775741,-484.999
,-475.698,316.891,21.9301646929,0.000154943,100,-488.866610928,21.2766,0.214519,0.741132,500.0,1860.20785002,,0.9,1860.20785002,500,-488.866610928,0.002,79.4933,12.6077083823,22.7996,1,-488.866610928,-432.896
1.0,-500.703,43.8232,500.0,3.50449e-18,100,-480.12964978,,0.01,1.0,500.0,1939.8706003,0.01,0.9,1939.8706003,500,-480.12964978,0.01,1.0,100.0,1.0,2,-480.12964978,-480.13
1.0,-491.763,46.6757,500.0,2.1793e-19,100,-471.659012528,,0.005,1.0,500.0,2425.15157993,0.005,0.9,2425.15157993,500,-471.659012528,0.005,1.0,200.000000102,1.0,2,-471.659012528,-475.894
1.0,-487.102,44.6738,500.0,5.43914e-20,100,-470.645721237,,0.00333333,1.0,500.0,1627.91534284,0.00333333,0.9,1627.91534284,500,-470.645721237,0.00333333,1.0,299.999969474,1.0,2,-470.645721237,-474.145
1.0,-487.477,45.8882,500.0,5.4346e-20,100,-480.844169781,,0.0025,1.0,500.0,2426.27675654,0.0025,0.9,2426.27675654,500,-480.844169781,0.0025,1.0,400.0,1.0,2,-480.844169781,-475.82
0.00126363,-483.28,72.0794,233.881992392,4.06865e-06,100,-473.605489016,1.07903,0.0179185,1.02996,500.0,1801.20969865,2.45375e-06,0.9,1801.20969865,500,-473.605489016,0.002,9.22767,248.1230875,2.13783,1,-473.605489016,-468.035
1.0,-488.822,42.3074,500.0,3.50449e-18,100,-467.800201466,,0.01,1.0,500.0,1807.99259089,0.01,0.9,1807.99259089,500,-467.800201466,0.01,1.0,100.0,1.0,2,-467.800201466,-467.8
1.0,-482.206,41.535,500.0,2.1793e-19,100,-466.883017632,,0.005,1.0,500.0,1676.7396264,0.005,0.9,1676.7396264,500,-466.883017632,0.005,1.0,200.000000102,1.0,2,-466.883017632,-467.342
1.0,-483.637,45.2349,500.0,5.43914e-20,100,-478.365871993,,0.00333333,1.0,500.0,2633.59701328,0.00333333,0.9,2633.59701328,500,-478.365871993,0.00333333,1.0,299.999969474,1.0,2,-478.365871993,-471.016
1.0,-481.86,44.6885,500.0,5.4346e-20,100,-470.670843536,,0.0025,1.0,500.0,1868.23916715,0.0025,0.9,1868.23916715,500,-470.670843536,0.0025,1.0,400.0,1.0,2,-470.670843536,-470.93
0.0112864,-471.688,237.512,115.064348516,0.000277553,100,-476.985376908,142.218,0.372178,1.43164,500.0,2146.21011003,1.5767e-05,0.9,2146.21011003,500,-476.985376908,0.002,266.413,7.11747543931,4.34539,1,-476.985376908,-451.216
1.0,-493.704,41.6976,500.0,3.50449e-18,100,-474.022159364,,0.01,1.0,500.0,1756.24985834,0.01,0.9,1756.24985834,500,-474.022159364,0.01,1.0,100.0,1.0,2,-474.022159364,-474.022
1.0,-489.545,42.0873,500.0,2.1793e-19,100,-475.517352938,,0.005,1.0,500.0,1821.08164346,0.005,0.9,1821.08164346,500,-475.517352938,0.005,1.0,200.000000102,1.0,2,-475.517352938,-474.77
1.0,-488.816,44.4918,500.0,5.43914e-20,100,-475.269589798,,0.00333333,1.0,500.0,2419.90701467,0.00333333,0.9,2419.90701467,500,-475.269589798,0.00333333,1.0,299.999969474,1.0,2,-475.269589798,-474.936
1.0,-487.236,46.1278,500.0,5.4346e-20,100,-476.05243273,,0.0025,1.0,500.0,2597.58230559,0.0025,0.9,2597.58230559,500,-476.05243273,0.0025,1.0,400.0,1.0,2,-476.05243273,-475.215
1.06514e-05,-482.387,49.7294,309.159167914,2.29134e-06,100,-468.077592481,0.625363,0.00735688,1.04484,500.0,1456.19182391,2.03884e-08,0.9,1456.19182391,500,-468.077592481,0.002,3.84339,318.129090803,1.61729,1,-468.077592481,-468.715
1.0,-490.152,46.3193,500.0,3.50449e-18,100,-470.483820243,,0.01,1.0,500.0,2167.1454134,0.01,0.9,2167.1454134,500,-470.483820243,0.01,1.0,100.0,1.0,2,-470.483820243,-470.484
1.0,-486.992,43.6677,500.0,2.1793e-19,100,-475.686334777,,0.005,1.0,500.0,1671.44848539,0.005,0.9,1671.44848539,500,-475.686334777,0.005,1.0,200.000000102,1.0,2,-475.686334777,-473.085
1.0,-485.869,43.7714,500.0,5.43914e-20,100,-477.166127598,,0.00333333,1.0,500.0,1942.376185,0.00333333,0.9,1942.376185,500,-477.166127598,0.00333333,1.0,299.999969474,1.0,2,-477.166127598,-474.445
1.0,-483.059,44.2062,500.0,5.4346e-20,100,-469.326574081,,0.0025,1.0,500.0,2070.01768219,0.0025,0.9,2070.01768219,500,-469.326574081,0.0025,1.0,400.0,1.0,2,-469.326574081,-473.166
0.000174578,-479.812,67.7914,249.684672425,4.2795e-06,100,-473.638521111,0.943603,0.01799,0.939135,500.0,1769.25814143,3.71784e-07,0.9,1769.25814143,500,-473.638521111,0.002,8.44751,241.810404418,2.00253,1,-473.638521111,-467.201
1.0,-491.821,47.7466,500.0,3.50449e-18,100,-471.320069093,,0.01,1.0,500.0,2302.7652306,0.01,0.9,2302.7652306,500,-471.320069093,0.01,1.0,100.0,1.0,2,-471.320069093,-471.32
1.0,-489.042,46.3666,500.0,2.1793e-19,100,-477.77170911,,0.005,1.0,500.0,2019.3677093,0.005,0.9,2019.3677093,500,-477.77170911,0.005,1.0,200.000000102,1.0,2,-477.77170911,-474.546
1.0,-490.845,48.571,500.0,5.43914e-20,100,-487.748599088,,0.00333333,1.0,500.0,2688.36559967,0.00333333,0.9,2688.36559967,500,-487.748599088,0.00333333,1.0,299.999969474,1.0,2,-487.748599088,-478.947
1.0,-488.576,47.9664,500.0,5.4346e-20,100,-476.248657024,,0.0025,1.0,500.0,2141.65355033,0.0025,0.9,2141.65355033,500,-476.248657024,0.0025,1.0,400.0,1.0,2,-476.248657024,-478.272
0.205004,-486.075,51.7757,403.340075375,9.44968e-07,100,-475.714886567,0.224591,0.00906175,0.975028,500.0,2200.73641218,0.000420508,0.9,2200.73641218,500,-475.714886567,0.002,4.41773,404.606330648,1.23965,1,-475.714886567,-475.814
1.0,-488.911,46.0741,500.0,3.50449e-18,100,-467.376377656,,0.01,1.0,500.0,2144.26502036,0.01,0.9,2144.26502036,500,-467.376377656,0.01,1.0,100.0,1.0,2,-467.376377656,-467.376
1.0,-486.347,45.0915,500.0,2.1793e-19,100,-474.863123005,,0.005,1.0,500.0,1934.9814427,0.005,0.9,1934.9814427,500,-474.863123005,0.005,1.0,200.000000102,1.0,2,-474.863123005,-471.12
1.0,-483.062,43.1844,500.0,5.43914e-20,100,-469.6469952,,0.00333333,1.0,500.0,1542.16368873,0.00333333,0.9,1542.16368873,500,-469.6469952,0.00333333,1.0,299.999969474,1.0,2,-469.6469952,-470.629
1.0,-485.046,44.9952,500.0,5.4346e-20,100,-485.225555037,,0.0025,1.0,500.0,2367.47989715,0.0025,0.9,2367.47989715,500,-485.225555037,0.0025,1.0,400.0,1.0,2,-485.225555037,-474.278
0.0268518,-480.723,67.1391,278.721297575,4.20587e-06,100,-470.419297804,1.16845,0.0246247,1.05416,500.0,2700.45112371,5.09443e-05,0.9,2700.45112371,500,-470.419297804,0.002,12.9792,243.978167354,1.79391,1,-470.419297804,-467.824
1.0,-494.059,44.7637,500.0,3.50449e-18,100,-474.128857378,,0.01,1.0,500.0,2024.0247885,0.01,0.9,2024.0247885,500,-474.128857378,0.01,1.0,100.0,1.0,2,-474.128857378,-474.129
1.0,-484.969,44.9711,500.0,2.1793e-19,100,-464.988005601,,0.005,1.0,500.0,2019.43553891,0.005,0.9,2019.43553891,500,-464.988005601,0.005,1.0,200.000000102,1.0,2,-464.988005601,-469.558
1.0,-482.285,43.1042,500.0,5.43914e-20,100,-469.989520649,,0.00333333,1.0,500.0,1544.42729875,0.00333333,0.9,1544.42729875,500,-469.989520649,0.00333333,1.0,299.999969474,1.0,2,-469.989520649,-469.702
1.0,-479.197,44.878,500.0,5.4346e-20,100,-464.094368916,,0.0025,1.0,500.0,2483.46700462,0.0025,0.9,2483.46700462,500,-464.094368916,0.0025,1.0,400.0,1.0,2,-464.094368916,-468.3
3.89787e-07,-474.533,104.163,143.142822703,1.31991e-05,100,-474.996510748,3.75774,0.0411624,1.06714,500.0,1862.39234723,7.30527e-10,0.9,1862.39234723,500,-474.996510748,0.002,21.963,116.463637717,3.49301,1,-474.996510748,-456.317
1.0,-482.411,47.284,500.0,3.50449e-18,100,-462.57442601,,0.01,1.0,500.0,2258.35587526,0.01,0.9,2258.35587526,500,-462.57442601,0.01,1.0,100.0,1.0,2,-462.57442601,-462.574
1.0,-485.361,46.6866,500.0,2.1793e-19,100,-478.46625553,,0.005,1.0,500.0,2017.40031186,0.005,0.9,2017.40031186,500,-478.46625553,0.005,1.0,200.000000102,1.0,2,-478.46625553,-470.52
1.0,-483.093,47.6446,500.0,5.43914e-20,100,-470.952060544,,0.00333333,1.0,500.0,2475.36864038,0.00333333,0.9,2475.36864038,500,-470.952060544,0.00333333,1.0,299.999969474,1.0,2,-470.952060544,-470.664
