Delta,IterType,MinNormIw,VarJ,MinVanillaIw,AvgEpLen,Bound,ESSClassic,VarNormIw,ESSRenyi,MaxNormIw,VarDiscRet,AvgRet,AvgDiscRet,EpsThisIter,MaxVanillaIw,VarRet,eRenyi2,AvgNormIw,J,VanillaAvgRet,VarVanillaIw,BatchSize,AvgVanillaIw
0.9,2,0.01,607.584,1.0,180.16,1514.11,100.0,3.50449e-18,500.0,0.01,372886.78302,1651.11689301,1651.11689301,100,1.0,372886.78302,1.0,0.01,1651.12,1651.11689301,,500,1.0
0.9,2,0.005,596.647,1.0,186.42,1585.75,200.000000102,2.1793e-19,500.0,0.005,344276.137775,1714.12655632,1714.12655632,100,1.0,344276.137775,1.0,0.005,1682.62,1714.12655632,,500,1.0
0.9,2,0.00333333,633.572,1.0,192.77,1633.33,299.999969474,5.43914e-20,500.0,0.00333333,491853.679579,1772.03268866,1772.03268866,100,1.0,491853.679579,1.0,0.00333333,1712.43,1772.03268866,,500,1.0
0.9,2,0.0025,610.318,1.0,177.73,1623.32,400.0,5.4346e-20,500.0,0.0025,283454.001517,1630.02841961,1630.02841961,100,1.0,283454.001517,1.0,0.0025,1691.83,1630.02841961,,500,1.0
0.9,1,0.002,607.979,1.0,184.58,1631.17,500.000006643,5.43187e-20,500.0,0.002,361848.45017,1694.87586109,1694.87586109,100,1.0,361848.45017,1.0,0.002,1692.44,1694.87586109,,500,1.0
0.9,2,0.01,770.829,1.0,195.49,1644.13,100.0,3.50449e-18,500.0,0.01,600178.736996,1799.16991748,1799.16991748,100,1.0,600178.736996,1.0,0.01,1799.17,1799.16991748,,500,1.0
0.9,2,0.005,749.164,1.0,196.74,1695.34,200.000000102,2.1793e-19,500.0,0.005,533585.006228,1810.77709208,1810.77709208,100,1.0,533585.006228,1.0,0.005,1804.97,1810.77709208,,500,1.0
0.9,2,0.00333333,697.377,1.0,176.61,1654.18,299.999969474,5.43914e-20,500.0,0.00333333,317153.563639,1621.14333467,1621.14333467,100,1.0,317153.563639,1.0,0.00333333,1743.7,1621.14333467,,500,1.0
0.9,2,0.0025,672.035,1.0,185.97,1657.56,400.0,5.4346e-20,500.0,0.0025,350128.999472,1709.24952489,1709.24952489,100,1.0,350128.999472,1.0,0.0025,1735.08,1709.24952489,,500,1.0
0.9,1,0.002,669.872,1.0,179.87,1648.58,500.000006643,5.43187e-20,500.0,0.002,435870.54614,1651.35431409,1651.35431409,100,1.0,435870.54614,1.0,0.002,1718.34,1651.35431409,,500,1.0
0.9,2,0.01,676.266,1.0,197.65,1699.15,100.0,3.50449e-18,500.0,0.01,461955.817357,1819.65575537,1819.65575537,100,1.0,461955.817357,1.0,0.01,1819.66,1819.65575537,,500,1.0
0.9,2,0.005,665.12,1.0,191.06,1702.47,200.000000102,2.1793e-19,500.0,0.005,429685.780751,1755.69924758,1755.69924758,100,1.0,429685.780751,1.0,0.005,1787.68,1755.69924758,,500,1.0
0.9,2,0.00333333,640.132,1.0,176.99,1653.62,299.999969474,5.43914e-20,500.0,0.00333333,329923.405474,1623.76320969,1623.76320969,100,1.0,329923.405474,1.0,0.00333333,1733.04,1623.76320969,,500,1.0
0.9,2,0.0025,651.724,1.0,190.68,1660.52,400.0,5.4346e-20,500.0,0.0025,474123.065397,1752.65324254,1752.65324254,100,1.0,474123.065397,1.0,0.0025,1737.94,1752.65324254,,500,1.0
0.9,1,0.002,658.459,1.0,184.08,1658.81,500.000006643,5.43187e-20,500.0,0.002,471689.932449,1689.29966896,1689.29966896,100,1.0,471689.932449,1.0,0.002,1728.21,1689.29966896,,500,1.0
0.9,2,0.01,687.191,1.0,184.51,1558.34,100.0,3.50449e-18,500.0,0.01,477001.040601,1694.98674585,1694.98674585,100,1.0,477001.040601,1.0,0.01,1694.99,1694.98674585,,500,1.0
0.9,2,0.005,667.297,1.0,186.67,1607.62,200.000000102,2.1793e-19,500.0,0.005,422391.31906,1713.50451366,1713.50451366,100,1.0,422391.31906,1.0,0.005,1704.25,1713.50451366,,500,1.0
0.9,2,0.00333333,642.354,1.0,186.85,1629.54,299.999969474,5.43914e-20,500.0,0.00333333,350688.917751,1716.81026604,1716.81026604,100,1.0,350688.917751,1.0,0.00333333,1708.43,1716.81026604,,500,1.0
0.9,2,0.0025,624.792,1.0,185.64,1638.98,400.0,5.4346e-20,500.0,0.0025,326855.412317,1703.90950051,1703.90950051,100,1.0,326855.412317,1.0,0.0025,1707.3,1703.90950051,,500,1.0
0.9,1,0.002,615.197,1.0,183.15,1641.44,500.000006643,5.43187e-20,500.0,0.002,333761.069138,1683.54734061,1683.54734061,100,1.0,333761.069138,1.0,0.002,1702.55,1683.54734061,,500,1.0
0.9,2,0.01,643.134,1.0,186.1,1594.47,100.0,3.50449e-18,500.0,0.01,417799.133419,1712.6445619,1712.6445619,100,1.0,417799.133419,1.0,0.01,1712.64,1712.6445619,,500,1.0
0.9,2,0.005,634.682,1.0,187.44,1622.3,200.000000102,2.1793e-19,500.0,0.005,395933.431295,1722.38620641,1722.38620641,100,1.0,395933.431295,1.0,0.005,1717.52,1722.38620641,,500,1.0
0.9,2,0.00333333,612.966,1.0,182.31,1624.97,299.999969474,5.43914e-20,500.0,0.00333333,323458.613365,1673.11290855,1673.11290855,100,1.0,323458.613365,1.0,0.00333333,1702.71,1673.11290855,,500,1.0
0.9,2,0.0025,600.266,1.0,185.15,1634.96,400.0,5.4346e-20,500.0,0.0025,317266.460915,1701.01951428,1701.01951428,100,1.0,317266.460915,1.0,0.0025,1702.29,1701.01951428,,500,1.0
0.9,1,0.002,587.095,1.0,184.11,1639.81,500.000006643,5.43187e-20,500.0,0.002,284874.417601,1691.00244478,1691.00244478,100,1.0,284874.417601,1.0,0.002,1700.03,1691.00244478,,500,1.0
0.9,2,0.01,554.5,1.0,177.75,1523.65,100.0,3.50449e-18,500.0,0.01,310576.568764,1632.50288406,1632.50288406,100,1.0,310576.568764,1.0,0.01,1632.5,1632.50288406,,500,1.0
0.9,2,0.005,604.178,1.0,185.17,1575.65,200.000000102,2.1793e-19,500.0,0.005,424448.421301,1701.59193252,1701.59193252,100,1.0,424448.421301,1.0,0.005,1667.05,1701.59193252,,500,1.0
0.9,2,0.00333333,577.242,1.0,173.64,1567.87,299.999969474,5.43914e-20,500.0,0.00333333,268634.091663,1593.39865341,1593.39865341,100,1.0,268634.091663,1.0,0.00333333,1642.5,1593.39865341,,500,1.0
0.9,2,0.0025,596.978,1.0,194.61,1614.93,400.0,5.4346e-20,500.0,0.0025,413559.303254,1790.75016906,1790.75016906,100,1.0,413559.303254,1.0,0.0025,1679.56,1790.75016906,,500,1.0
0.9,1,0.002,604.859,1.0,186.69,1625.19,500.000006643,5.43187e-20,500.0,0.002,406676.599845,1717.08536389,1717.08536389,100,1.0,406676.599845,1.0,0.002,1687.07,1717.08536389,,500,1.0
0.9,2,0.01,693.768,1.0,197.56,1677.31,100.0,3.50449e-18,500.0,0.01,486175.392118,1815.88092138,1815.88092138,100,1.0,486175.392118,1.0,0.01,1815.88,1815.88092138,,500,1.0
0.9,2,0.005,646.334,1.0,184.61,1656.74,200.000000102,2.1793e-19,500.0,0.005,350573.639887,1696.59271916,1696.59271916,100,1.0,350573.639887,1.0,0.005,1756.24,1696.59271916,,500,1.0
0.9,2,0.00333333,636.731,1.0,187.87,1664.85,299.999969474,5.43914e-20,500.0,0.00333333,384002.356054,1725.77455752,1725.77455752,100,1.0,384002.356054,1.0,0.00333333,1746.08,1725.77455752,,500,1.0
0.9,2,0.0025,631.519,1.0,181.35,1656.5,400.0,5.4346e-20,500.0,0.0025,378334.947388,1669.18179238,1669.18179238,100,1.0,378334.947388,1.0,0.0025,1726.86,1669.18179238,,500,1.0
0.9,1,0.002,609.658,1.0,174.54,1639.08,500.000006643,5.43187e-20,500.0,0.002,253337.936898,1602.62057714,1602.62057714,100,1.0,253337.936898,1.0,0.002,1702.01,1602.62057714,,500,1.0
0.9,2,0.01,520.767,1.0,178.73,1537.56,100.0,3.50449e-18,500.0,0.01,273937.739818,1641.0016523,1641.0016523,100,1.0,273937.739818,1.0,0.01,1641.0,1641.0016523,,500,1.0
0.9,2,0.005,508.908,1.0,174.83,1542.01,200.000000102,2.1793e-19,500.0,0.005,248565.812937,1603.70632042,1603.70632042,100,1.0,248565.812937,1.0,0.005,1622.35,1603.70632042,,500,1.0
0.9,2,0.00333333,538.209,1.0,186.02,1578.98,299.999969474,5.43914e-20,500.0,0.00333333,349415.72283,1709.9088529,1709.9088529,100,1.0,349415.72283,1.0,0.00333333,1651.54,1709.9088529,,500,1.0
0.9,2,0.0025,590.639,1.0,192.52,1615.89,400.0,5.4346e-20,500.0,0.0025,521872.480976,1765.6099953,1765.6099953,100,1.0,521872.480976,1.0,0.0025,1680.06,1765.6099953,,500,1.0
0.9,1,0.002,585.273,1.0,184.06,1625.03,500.000006643,5.43187e-20,500.0,0.002,320392.952923,1691.87703448,1691.87703448,100,1.0,320392.952923,1.0,0.002,1682.42,1691.87703448,,500,1.0
0.9,2,0.01,531.162,1.0,178.02,1530.19,100.0,3.50449e-18,500.0,0.01,284982.742539,1633.69900404,1633.69900404,100,1.0,284982.742539,1.0,0.01,1633.7,1633.69900404,,500,1.0
0.9,2,0.005,608.136,1.0,188.82,1590.69,200.000000102,2.1793e-19,500.0,0.005,457250.601617,1732.17730657,1732.17730657,100,1.0,457250.601617,1.0,0.005,1682.94,1732.17730657,,500,1.0
0.9,2,0.00333333,600.92,1.0,180.84,1600.18,299.999969474,5.43914e-20,500.0,0.00333333,346792.710482,1660.64014361,1660.64014361,100,1.0,346792.710482,1.0,0.00333333,1675.51,1660.64014361,,500,1.0
0.9,2,0.0025,611.737,1.0,185.74,1614.84,400.0,5.4346e-20,500.0,0.0025,417062.200429,1705.59292007,1705.59292007,100,1.0,417062.200429,1.0,0.0025,1683.03,1705.59292007,,500,1.0
0.9,1,0.002,602.224,1.0,188.75,1632.29,500.000006643,5.43187e-20,500.0,0.002,317556.769183,1734.27235335,1734.27235335,100,1.0,317556.769183,1.0,0.002,1693.28,1734.27235335,,500,1.0
0.9,2,0.01,691.648,1.0,188.05,1590.87,100.0,3.50449e-18,500.0,0.01,483209.77565,1728.18657882,1728.18657882,100,1.0,483209.77565,1.0,0.01,1728.19,1728.18657882,,500,1.0
0.9,2,0.005,684.158,1.0,194.18,1648.86,200.000000102,2.1793e-19,500.0,0.005,460799.365962,1784.30374172,1784.30374172,100,1.0,460799.365962,1.0,0.005,1756.25,1784.30374172,,500,1.0
0.9,2,0.00333333,691.129,1.0,192.67,1673.55,299.999969474,5.43914e-20,500.0,0.00333333,501700.639572,1771.19689708,1771.19689708,100,1.0,501700.639572,1.0,0.00333333,1761.23,1771.19689708,,500,1.0
0.9,2,0.0025,676.736,1.0,188.57,1678.22,400.0,5.4346e-20,500.0,0.0025,402334.256904,1732.92633507,1732.92633507,100,1.0,402334.256904,1.0,0.0025,1754.15,1732.92633507,,500,1.0
0.9,1,0.002,693.348,1.0,192.6,1687.94,500.000006643,5.43187e-20,500.0,0.002,577304.168827,1771.48337908,1771.48337908,100,1.0,577304.168827,1.0,0.002,1757.62,1771.48337908,,500,1.0
0.9,2,0.01,580.06,1.0,181.5,1550.53,100.0,3.50449e-18,500.0,0.01,339868.801207,1665.80165069,1665.80165069,100,1.0,339868.801207,1.0,0.01,1665.8,1665.80165069,,500,1.0
0.9,2,0.005,603.937,1.0,182.51,1564.06,200.000000102,2.1793e-19,500.0,0.005,396922.752929,1676.37115062,1676.37115062,100,1.0,396922.752929,1.0,0.005,1671.09,1676.37115062,,500,1.0
0.9,2,0.00333333,649.052,1.0,203.6,1650.78,299.999969474,5.43914e-20,500.0,0.00333333,512454.27933,1872.32112036,1872.32112036,100,1.0,512454.27933,1.0,0.00333333,1738.16,1872.32112036,,500,1.0
0.9,2,0.0025,638.327,1.0,184.2,1650.93,400.0,5.4346e-20,500.0,0.0025,368116.351382,1691.94316212,1691.94316212,100,1.0,368116.351382,1.0,0.0025,1726.61,1691.94316212,,500,1.0
0.9,1,0.002,639.28,1.0,188.46,1659.87,500.000006643,5.43187e-20,500.0,0.002,417707.650624,1731.36242843,1731.36242843,100,1.0,417707.650624,1.0,0.002,1727.56,1731.36242843,,500,1.0
0.9,2,0.01,559.526,1.0,181.61,1545.12,100.0,3.50449e-18,500.0,0.01,316231.105855,1667.3965662,1667.3965662,100,1.0,316231.105855,1.0,0.01,1667.4,1667.3965662,,500,1.0
0.9,2,0.005,655.723,1.0,187.62,1586.3,200.000000102,2.1793e-19,500.0,0.005,550695.4452,1725.49570837,1725.49570837,100,1.0,550695.4452,1.0,0.005,1696.45,1725.49570837,,500,1.0
0.9,2,0.00333333,657.565,1.0,186.69,1613.09,299.999969474,5.43914e-20,500.0,0.00333333,441383.907763,1716.16142265,1716.16142265,100,1.0,441383.907763,1.0,0.00333333,1703.02,1716.16142265,,500,1.0
0.9,2,0.0025,660.12,1.0,187.94,1630.95,400.0,5.4346e-20,500.0,0.0025,449951.601585,1726.29582692,1726.29582692,100,1.0,449951.601585,1.0,0.0025,1708.84,1726.29582692,,500,1.0
0.9,1,0.002,661.437,1.0,195.97,1657.82,500.000006643,5.43187e-20,500.0,0.002,441924.109099,1802.07713003,1802.07713003,100,1.0,441924.109099,1.0,0.002,1727.49,1802.07713003,,500,1.0
0.9,2,0.01,555.51,1.0,174.27,1489.37,100.0,3.50449e-18,500.0,0.01,311708.481675,1598.64933207,1598.64933207,100,1.0,311708.481675,1.0,0.01,1598.65,1598.64933207,,500,1.0
0.9,2,0.005,561.06,1.0,177.81,1530.96,200.000000102,2.1793e-19,500.0,0.005,323640.721051,1632.74422581,1632.74422581,100,1.0,323640.721051,1.0,0.005,1615.7,1632.74422581,,500,1.0
0.9,2,0.00333333,558.584,1.0,181.5,1563.63,299.999969474,5.43914e-20,500.0,0.00333333,307790.829904,1667.07454887,1667.07454887,100,1.0,307790.829904,1.0,0.00333333,1632.82,1667.07454887,,500,1.0
0.9,2,0.0025,586.613,1.0,185.05,1574.17,400.0,5.4346e-20,500.0,0.0025,441195.081687,1702.34535763,1702.34535763,100,1.0,441195.081687,1.0,0.0025,1650.2,1702.34535763,,500,1.0
0.9,1,0.002,594.823,1.0,184.35,1590.49,500.000006643,5.43187e-20,500.0,0.002,395192.12859,1691.64698342,1691.64698342,100,1.0,395192.12859,1.0,0.002,1658.49,1691.64698342,,500,1.0
0.9,2,0.01,590.616,1.0,186.58,1599.66,100.0,3.50449e-18,500.0,0.01,352350.430001,1714.11397129,1714.11397129,100,1.0,352350.430001,1.0,0.01,1714.11,1714.11397129,,500,1.0
0.9,2,0.005,618.577,1.0,189.89,1628.27,200.000000102,2.1793e-19,500.0,0.005,420171.498351,1745.03219911,1745.03219911,100,1.0,420171.498351,1.0,0.005,1729.57,1745.03219911,,500,1.0
0.9,2,0.00333333,591.649,1.0,180.35,1622.65,299.999969474,5.43914e-20,500.0,0.00333333,284194.430694,1656.92611723,1656.92611723,100,1.0,284194.430694,1.0,0.00333333,1705.36,1656.92611723,,500,1.0
0.9,2,0.0025,589.533,1.0,180.23,1621.06,400.0,5.4346e-20,500.0,0.0025,341541.894115,1654.68560333,1654.68560333,100,1.0,341541.894115,1.0,0.0025,1692.69,1654.68560333,,500,1.0
0.9,1,0.002,590.313,1.0,182.65,1625.81,500.000006643,5.43187e-20,500.0,0.002,355548.768003,1678.61638255,1678.61638255,100,1.0,355548.768003,1.0,0.002,1689.87,1678.61638255,,500,1.0
0.9,2,0.01,607.626,1.0,183.11,1539.73,100.0,3.50449e-18,500.0,0.01,372938.445011,1682.01058534,1682.01058534,100,1.0,372938.445011,1.0,0.01,1682.01,1682.01058534,,500,1.0
0.9,2,0.005,616.188,1.0,185.97,1594.95,200.000000102,2.1793e-19,500.0,0.005,393736.796731,1709.11755765,1709.11755765,100,1.0,393736.796731,1.0,0.005,1695.56,1709.11755765,,500,1.0
0.9,2,0.00333333,580.101,1.0,176.06,1587.0,299.999969474,5.43914e-20,500.0,0.00333333,248473.845928,1616.30803424,1616.30803424,100,1.0,248473.845928,1.0,0.00333333,1669.15,1616.30803424,,500,1.0
0.9,2,0.0025,568.228,1.0,176.6,1585.67,400.0,5.4346e-20,500.0,0.0025,282985.911736,1619.81261688,1619.81261688,100,1.0,282985.911736,1.0,0.0025,1656.81,1619.81261688,,500,1.0
0.9,1,0.002,562.469,1.0,183.76,1599.49,500.000006643,5.43187e-20,500.0,0.002,292448.340852,1688.36301936,1688.36301936,100,1.0,292448.340852,1.0,0.002,1663.12,1688.36301936,,500,1.0
0.9,2,0.01,621.515,1.0,185.63,1580.73,100.0,3.50449e-18,500.0,0.01,390182.658781,1704.41253117,1704.41253117,100,1.0,390182.658781,1.0,0.01,1704.41,1704.41253117,,500,1.0
0.9,2,0.005,633.735,1.0,193.4,1643.73,200.000000102,2.1793e-19,500.0,0.005,418323.534314,1779.50304498,1779.50304498,100,1.0,418323.534314,1.0,0.005,1741.96,1779.50304498,,500,1.0
0.9,2,0.00333333,622.879,1.0,187.8,1656.0,299.999969474,5.43914e-20,500.0,0.00333333,364135.49367,1724.68037389,1724.68037389,100,1.0,364135.49367,1.0,0.00333333,1736.2,1724.68037389,,500,1.0
0.9,2,0.0025,617.566,1.0,177.49,1639.68,400.0,5.4346e-20,500.0,0.0025,356390.175851,1627.92388999,1627.92388999,100,1.0,356390.175851,1.0,0.0025,1709.13,1627.92388999,,500,1.0
0.9,1,0.002,629.665,1.0,187.3,1649.57,500.000006643,5.43187e-20,500.0,0.002,461320.087785,1721.94097115,1721.94097115,100,1.0,461320.087785,1.0,0.002,1711.69,1721.94097115,,500,1.0
0.9,2,0.01,579.071,1.0,178.25,1526.3,100.0,3.50449e-18,500.0,0.01,338710.445837,1634.16056783,1634.16056783,100,1.0,338710.445837,1.0,0.01,1634.16,1634.16056783,,500,1.0
0.9,2,0.005,633.042,1.0,192.5,1613.16,200.000000102,2.1793e-19,500.0,0.005,461554.672998,1769.97146301,1769.97146301,100,1.0,461554.672998,1.0,0.005,1702.07,1769.97146301,,500,1.0
0.9,2,0.00333333,642.35,1.0,186.35,1632.05,299.999969474,5.43914e-20,500.0,0.00333333,440721.591393,1709.78896617,1709.78896617,100,1.0,440721.591393,1.0,0.00333333,1704.64,1709.78896617,,500,1.0
0.9,2,0.0025,628.192,1.0,185.63,1641.96,400.0,5.4346e-20,500.0,0.0025,344102.479778,1705.35312294,1705.35312294,100,1.0,344102.479778,1.0,0.0025,1704.82,1705.35312294,,500,1.0
0.9,1,0.002,623.63,1.0,176.51,1631.28,500.000006643,5.43187e-20,500.0,0.002,363712.244607,1618.25523481,1618.25523481,100,1.0,363712.244607,1.0,0.002,1687.51,1618.25523481,,500,1.0
0.9,2,0.01,612.703,1.0,180.43,1531.15,100.0,3.50449e-18,500.0,0.01,379197.031117,1655.23901788,1655.23901788,100,1.0,379197.031117,1.0,0.01,1655.24,1655.23901788,,500,1.0
0.9,2,0.005,569.243,1.0,182.14,1576.14,200.000000102,2.1793e-19,500.0,0.005,275272.637881,1672.52849013,1672.52849013,100,1.0,275272.637881,1.0,0.005,1663.88,1672.52849013,,500,1.0
0.9,2,0.00333333,611.992,1.0,193.03,1619.22,299.999969474,5.43914e-20,500.0,0.00333333,471938.764943,1775.52852691,1775.52852691,100,1.0,471938.764943,1.0,0.00333333,1701.1,1775.52852691,,500,1.0
0.9,2,0.0025,616.248,1.0,190.68,1643.48,400.0,5.4346e-20,500.0,0.0025,397296.160061,1754.26715896,1754.26715896,100,1.0,397296.160061,1.0,0.0025,1714.39,1754.26715896,,500,1.0
0.9,1,0.002,601.999,1.0,171.59,1622.6,500.000006643,5.43187e-20,500.0,0.002,279674.273499,1572.5845865,1572.5845865,100,1.0,279674.273499,1.0,0.002,1686.03,1572.5845865,,500,1.0
0.9,2,0.01,660.79,1.0,192.88,1657.67,100.0,3.50449e-18,500.0,0.01,441053.468921,1774.43676874,1774.43676874,100,1.0,441053.468921,1.0,0.01,1774.44,1774.43676874,,500,1.0
0.9,2,0.005,595.67,1.0,172.1,1587.8,200.000000102,2.1793e-19,500.0,0.005,255883.766923,1576.05185214,1576.05185214,100,1.0,255883.766923,1.0,0.005,1675.24,1576.05185214,,500,1.0
0.9,2,0.00333333,575.269,1.0,177.66,1589.94,299.999969474,5.43914e-20,500.0,0.00333333,284847.204013,1633.53086919,1633.53086919,100,1.0,284847.204013,1.0,0.00333333,1661.34,1633.53086919,,500,1.0
0.9,2,0.0025,588.707,1.0,183.97,1600.15,400.0,5.4346e-20,500.0,0.0025,396873.728228,1689.53380934,1689.53380934,100,1.0,396873.728228,1.0,0.0025,1668.39,1689.53380934,,500,1.0
0.9,1,0.002,609.195,1.0,192.36,1627.83,500.000006643,5.43187e-20,500.0,0.002,465554.144009,1770.77141431,1770.77141431,100,1.0,465554.144009,1.0,0.002,1688.86,1770.77141431,,500,1.0
0.9,2,0.01,728.088,1.0,198.67,1673.92,100.0,3.50449e-18,500.0,0.01,535466.771544,1828.41043063,1828.41043063,100,1.0,535466.771544,1.0,0.01,1828.41,1828.41043063,,500,1.0
0.9,2,0.005,735.192,1.0,192.53,1690.85,200.000000102,2.1793e-19,500.0,0.005,554848.264875,1771.7852437,1771.7852437,100,1.0,554848.264875,1.0,0.005,1800.1,1771.7852437,,500,1.0
0.9,2,0.00333333,712.1,1.0,192.07,1699.0,299.999969474,5.43914e-20,500.0,0.00333333,443831.113559,1764.39325725,1764.39325725,100,1.0,443831.113559,1.0,0.00333333,1788.2,1764.39325725,,500,1.0
0.9,2,0.0025,705.104,1.0,195.1,1712.84,400.0,5.4346e-20,500.0,0.0025,472107.819478,1795.77092245,1795.77092245,100,1.0,472107.819478,1.0,0.0025,1790.09,1795.77092245,,500,1.0
0.9,1,0.002,708.314,1.0,192.97,1717.08,500.000006643,5.43187e-20,500.0,0.002,524850.459837,1772.22052202,1772.22052202,100,1.0,524850.459837,1.0,0.002,1786.52,1772.22052202,,500,1.0
0.9,2,0.01,532.947,1.0,175.2,1498.75,100.0,3.50449e-18,500.0,0.01,286901.842002,1606.55544056,1606.55544056,100,1.0,286901.842002,1.0,0.01,1606.56,1606.55544056,,500,1.0
0.9,2,0.005,594.433,1.0,186.68,1563.8,200.000000102,2.1793e-19,500.0,0.005,420977.897488,1715.19328025,1715.19328025,100,1.0,420977.897488,1.0,0.005,1660.87,1715.19328025,,500,1.0
0.9,2,0.00333333,596.886,1.0,178.79,1575.33,299.999969474,5.43914e-20,500.0,0.00333333,365533.885236,1642.04054865,1642.04054865,100,1.0,365533.885236,1.0,0.00333333,1654.6,1642.04054865,,500,1.0
0.9,2,0.0025,598.479,1.0,183.21,1592.65,400.0,5.4346e-20,500.0,0.0025,367020.876725,1681.41065519,1681.41065519,100,1.0,367020.876725,1.0,0.0025,1661.3,1681.41065519,,500,1.0
0.9,1,0.002,592.102,1.0,176.85,1592.11,500.000006643,5.43187e-20,500.0,0.002,322226.368829,1622.3634672,1622.3634672,100,1.0,322226.368829,1.0,0.002,1653.51,1622.3634672,,500,1.0
0.9,2,0.01,623.987,1.0,187.47,1598.28,100.0,3.50449e-18,500.0,0.01,393292.726523,1723.27031846,1723.27031846,100,1.0,393292.726523,1.0,0.01,1723.27,1723.27031846,,500,1.0
0.9,2,0.005,641.001,1.0,186.8,1629.93,200.000000102,2.1793e-19,500.0,0.005,436746.572645,1716.26609945,1716.26609945,100,1.0,436746.572645,1.0,0.005,1719.77,1716.26609945,,500,1.0
0.9,2,0.00333333,590.161,1.0,173.84,1604.82,299.999969474,5.43914e-20,500.0,0.00333333,214873.134609,1594.96712397,1594.96712397,100,1.0,214873.134609,1.0,0.00333333,1678.17,1594.96712397,,500,1.0
0.9,2,0.0025,599.604,1.0,176.98,1598.6,400.0,5.4346e-20,500.0,0.0025,394821.583232,1622.14521104,1622.14521104,100,1.0,394821.583232,1.0,0.0025,1664.16,1622.14521104,,500,1.0
0.9,1,0.002,592.008,1.0,178.82,1601.12,500.000006643,5.43187e-20,500.0,0.002,317052.065368,1642.14478197,1642.14478197,100,1.0,317052.065368,1.0,0.002,1659.76,1642.14478197,,500,1.0
0.9,2,0.01,522.402,1.0,176.09,1500.65,100.0,3.50449e-18,500.0,0.01,275660.411831,1617.41210767,1617.41210767,100,1.0,275660.411831,1.0,0.01,1617.41,1617.41210767,,500,1.0
0.9,2,0.005,550.126,1.0,180.9,1556.85,200.000000102,2.1793e-19,500.0,0.005,334752.379608,1661.41239914,1661.41239914,100,1.0,334752.379608,1.0,0.005,1639.41,1661.41239914,,500,1.0
0.9,2,0.00333333,627.807,1.0,202.58,1632.25,299.999969474,5.43914e-20,500.0,0.00333333,548850.5582,1864.53797002,1864.53797002,100,1.0,548850.5582,1.0,0.00333333,1714.45,1864.53797002,,500,1.0
0.9,2,0.0025,601.229,1.0,173.72,1613.4,400.0,5.4346e-20,500.0,0.0025,255332.048177,1595.00179798,1595.00179798,100,1.0,255332.048177,1.0,0.0025,1684.59,1595.00179798,,500,1.0
0.9,1,0.002,598.016,1.0,182.22,1619.02,500.000006643,5.43187e-20,500.0,0.002,345594.511055,1675.07973493,1675.07973493,100,1.0,345594.511055,1.0,0.002,1682.69,1675.07973493,,500,1.0
0.9,2,0.01,605.998,1.0,179.57,1531.95,100.0,3.50449e-18,500.0,0.01,370942.883131,1648.42450813,1648.42450813,100,1.0,370942.883131,1.0,0.01,1648.42,1648.42450813,,500,1.0
0.9,2,0.005,630.253,1.0,184.89,1579.82,200.000000102,2.1793e-19,500.0,0.005,430265.213261,1698.24411116,1698.24411116,100,1.0,430265.213261,1.0,0.005,1673.33,1698.24411116,,500,1.0
0.9,2,0.00333333,637.03,1.0,179.14,1584.48,299.999969474,5.43914e-20,500.0,0.00333333,426686.420776,1644.20929772,1644.20929772,100,1.0,426686.420776,1.0,0.00333333,1663.63,1644.20929772,,500,1.0
0.9,2,0.0025,636.288,1.0,187.06,1608.63,400.0,5.4346e-20,500.0,0.0025,403861.317475,1717.82018561,1717.82018561,100,1.0,403861.317475,1.0,0.0025,1677.17,1717.82018561,,500,1.0
0.9,1,0.002,623.729,1.0,175.09,1601.86,500.000006643,5.43187e-20,500.0,0.002,325065.761802,1607.10301776,1607.10301776,100,1.0,325065.761802,1.0,0.002,1663.16,1607.10301776,,500,1.0
0.9,2,0.01,615.135,1.0,183.39,1573.06,100.0,3.50449e-18,500.0,0.01,382213.608274,1685.77362491,1685.77362491,100,1.0,382213.608274,1.0,0.01,1685.77,1685.77362491,,500,1.0
0.9,2,0.005,591.891,1.0,174.92,1563.51,200.000000102,2.1793e-19,500.0,0.005,322365.263664,1606.57755925,1606.57755925,100,1.0,322365.263664,1.0,0.005,1646.18,1606.57755925,,500,1.0
0.9,2,0.00333333,557.765,1.0,175.06,1566.12,299.999969474,5.43914e-20,500.0,0.00333333,234032.152943,1608.50920771,1608.50920771,100,1.0,234032.152943,1.0,0.00333333,1633.62,1608.50920771,,500,1.0
0.9,2,0.0025,566.948,1.0,187.29,1596.53,400.0,5.4346e-20,500.0,0.0025,350440.556855,1719.0872862,1719.0872862,100,1.0,350440.556855,1.0,0.0025,1654.99,1719.0872862,,500,1.0
0.9,1,0.002,584.885,1.0,188.89,1611.43,500.000006643,5.43187e-20,500.0,0.002,423830.498412,1735.1461553,1735.1461553,100,1.0,423830.498412,1.0,0.002,1671.02,1735.1461553,,500,1.0
