Weights,LearnableVariance,TimestepsSoFar,OptimizationReturnMean,MinIW,ESSRenyiArithmetic,InitialReturnMax,ReturnMeanIW,InitialReturnStd,Epsilon,Bound,Inner Iteration,MeanEntropy,InitialReturnMin,ReturnStepMax,EpLenMean,MeanIW,EmpiricalD2Harmonic,DivergenceHarmonic,Penalization,OptimizationReturnMax,OptimizationReturnMin,MinBehavPdf,EpRewMean,InitialBound,EpisodesSoFar,MeanD2-0,EpThisIter,EmpiricalD2Arithmetic,StdWReturnMean,Iteration,ReturnStepMaxmin,StdIW,InitialReturnMean,MaxIW,WReturnMean,TimeElapsed,ESSRenyiHarmonic,MinTargetPdf,VarianceInitializer
[-0.09   0.891 -2.465 -2.139],,1318580,1468.0997,0.17021014,11.0,4999.45,24848826000.0,740.0172,1.0,-296773550000000.0,1,0.41894197,2979.3958,10.0,445.27272727272725,2014.2476,1.0,4651602000000000.0,True,2020.0544,,-218.83936,4447.495496564728,-24678924.0,9361,1.0,11,1.0,,86,10.0,3975.4282,4447.4956,10535.567,20327842.0,3760.2993516921997,11.0,-218.83936,-1.0
[-0.045  0.925 -2.465 -2.112],,1324080,0.43070844,0.00025211013,0.11494144,4999.436,81389944.0,0.20878349,1.0,-96571550000000.0,2,0.41894197,4998.792,10.0,500.0,3.256472,95.700905,492637650000000.0,True,0.64404297,,-245.69641,4999.22269484801,-403882200000000.0,9372,95.700905,11,95.700905,,86,10.0,9.573296,4999.223,33.495583,13685099.0,3770.6413340568542,0.11494144,-248.25139,-1.0
[-0.039  0.897 -2.466 -2.137],,1329580,0.32217684,2.2148527e-06,0.0001745204,4999.598,19038534.0,0.2199513,1.0,-4.013101e+23,3,0.41894197,4998.911,10.0,500.0,0.7617229,63029.88,8.506164e+33,True,0.6870117,,-250.74605,4999.233306865767,-4.013101e+23,9383,63029.88,11,63029.88,,86,10.0,1.6592405,4999.233,5.717841,19038534.0,3778.9661247730255,0.0001745204,-255.29045,-1.0
[-0.039  0.897 -2.466 -2.137],,1335058,209.2536,1.6740994e-05,1.385632e-06,4999.504,4081848.8,66.17218,1.0,-inf,4,0.41894197,4769.044,10.0,498.0,0.16331813,7938615.5,inf,True,230.45996,,-241.24431,4978.297441513288,-inf,9394,7938615.5,11,7938615.5,,86,10.0,0.19154006,4978.2974,0.57736194,4081848.8,3788.7295739650726,1.385632e-06,-242.49078,-1.0
[-0.039  0.897 -2.466 -2.137],,1340558,0.35058594,7.770697e-11,3.2154352e-07,4999.4937,14847357.0,0.18394876,1.0,-inf,5,0.41894197,4998.8296,10.0,500.0,0.5940239,34209988.0,inf,True,0.6640625,,-226.85774,4999.180152343827,-inf,9405,34209988.0,11,34209988.0,,86,10.0,1.5672357,4999.18,5.54429,14847357.0,3800.064330101013,3.2154352e-07,-238.49678,-1.0
[-0.039  0.897 -2.466 -2.137],,1345952,972.81665,6.5032614e-06,7.878173e-06,4999.3994,12352769.0,307.63168,1.0,-inf,6,0.41894197,3928.9648,10.0,490.3636363636364,0.49515107,1396262.8,inf,True,1070.4346,,-213.34671,4901.781489578615,-inf,9416,1396262.8,11,1396262.8,,86,10.0,1.3174149,4901.7812,4.6489973,12352769.0,3811.8794515132904,7.878173e-06,-216.9082,-1.0
[-0.039  0.897 -2.466 -2.137],,1351452,0.29248047,5.799517e-07,0.00064367923,4999.354,1253695.2,0.18250392,1.0,-8.4388906e+21,7,0.41894197,4998.7607,9.999999,500.0,0.05016393,17089.258,3.7620898e+30,True,0.5932617,,-246.77669,4999.053269523479,-8.4388906e+21,9427,17089.258,11,17089.258,,86,9.999999,0.09173441,4999.053,0.3141746,1253695.2,3825.503007411957,0.00064367923,-249.04193,-1.0
[-0.039  0.897 -2.466 -2.137],,1356869,763.35565,0.00023411919,0.00014626773,4999.4946,39305972.0,241.3944,1.0,-7.411784e+23,8,0.41894197,4159.4824,10.0,492.45454545454544,2.1941283,75204.555,2.9017168e+34,True,840.0122,,-226.91551,4922.83804845115,-7.411784e+23,9438,75204.555,11,75204.555,,86,10.0,6.333563,4922.838,22.212317,39305972.0,3839.248668909073,0.00014626773,-229.69652,-1.0
[-0.039  0.897 -2.466 -2.137],,1362261,990.77203,0.000112991744,2.3775283e-05,4999.3687,45408040.0,313.30966,1.0,-inf,9,0.41894197,3909.276,9.999999,490.1818181818182,2.584125,462665.38,inf,True,1090.0928,,-227.4185,4900.0478478534305,-inf,9449,462665.38,11,462665.38,,86,9.999999,6.1739955,4900.048,21.72361,45408040.0,3852.091581106186,2.3775283e-05,-229.58217,-1.0
[-0.039  0.897 -2.466 -2.137],,1367761,0.38765094,6.572494e-06,0.013365807,4999.5386,9881305.0,0.20238905,1.0,-8.341111e+17,10,0.41894197,4998.8154,10.0,500.0,0.39537123,822.99554,3.6748702e+22,True,0.72314453,,-238.3699,4999.203098850838,-8.341111e+17,9460,822.99554,11,822.99554,,86,10.0,0.9422265,4999.203,3.3551962,9881305.0,3866.1683213710785,0.013365807,-239.05605,-1.0
[-0.039  0.897 -2.466 -2.137],,1373261,0.3018022,194.50877,11.0,4999.4424,27879792000000.0,0.17864089,1.0,-1.243701e+25,1,0.41894197,4998.9487,10.0,500.0,1115483.1,1.0,8.170708e+36,True,0.49365234,,-228.2782,4999.250633513164,-29343586.0,9471,1.0,11,1.0,,87,10.0,2646593.0,4999.2505,9321378.0,24992508.0,3880.732127904892,11.0,-228.2782,-1.0
[-0.029  1.139 -2.525 -2.152],,1378761,0.6094194,9.972351e-22,6.875504e-17,4999.491,195.22278,0.34416318,1.0,-inf,2,0.41894197,4998.3916,10.0,500.0,7.8106505e-06,1.5998827e+17,inf,True,1.0996094,,-226.06133,4999.001019605809,-inf,9482,1.5998827e+17,11,1.5998827e+17,,87,10.0,1.994931e-05,4999.0005,6.985693e-05,195.22278,3894.895513534546,6.875504e-17,-243.53053,-1.0
[-0.029  1.139 -2.525 -2.152],,1384168,854.4462,1.4826453e-18,1.8336703e-14,4999.4165,23018.156,270.19974,1.0,-inf,3,0.41894197,4059.125,10.0,491.54545454545456,0.00092130137,599889760000000.0,inf,True,940.2915,,-229.35861,4913.571295321637,-inf,9493,599889760000000.0,11,599889760000000.0,,87,10.0,0.0029101886,4913.5713,0.010124122,23018.156,3906.592786550522,1.8336703e-14,-239.9103,-1.0
[-0.029  1.139 -2.525 -2.152],,1389192,4335.717,3.570746e-21,2.8151394e-16,4999.534,3006.005,1371.0739,1.0,-inf,4,0.41894197,229.81923,10.0,456.72727272727275,0.0021176548,3.907444e+16,inf,True,4769.715,,-225.28955,4565.535518618508,-inf,9504,3.907444e+16,11,3.907444e+16,,87,10.0,0.0063031344,4565.5356,0.022017704,3006.005,3918.2745394706726,2.8151394e-16,-248.26605,-1.0
[-0.029  1.139 -2.525 -2.152],,1394692,0.31791547,2.6666868e-19,1.7473308e-12,4999.406,2322.8003,0.19868962,1.0,-inf,5,0.41894197,4998.7695,10.0,500.0,9.293525e-05,6295316300000.0,inf,True,0.63623047,,-225.09328,4999.087384686408,-inf,9515,6295316300000.0,11,6295316300000.0,,87,10.0,0.0002927563,4999.088,0.001018707,2322.8003,3931.2268903255463,1.7473308e-12,-242.56053,-1.0
[-0.029  1.139 -2.525 -2.152],,1400065,1163.243,1.1505774e-20,5.548314e-12,4999.381,24.827248,367.84982,1.0,-inf,6,0.41894197,3719.491,9.999999,488.45454545454544,9.987658e-07,1982584200000.0,inf,True,1279.8899,,-226.65999,4882.734080706465,-inf,9526,1982584200000.0,11,1982584200000.0,,87,9.999999,2.9500618e-06,4882.734,1.0316031e-05,24.827248,3944.4334213733673,5.548314e-12,-242.83322,-1.0
[-0.029  1.139 -2.525 -2.152],,1405565,0.44588956,3.5281384e-27,1.1878371e-14,4999.2446,10319.765,0.21417576,1.0,-inf,7,0.41894197,4998.528,10.0,500.0,0.00041291642,926052900000000.0,inf,True,0.7167969,,-239.358,4998.973678995204,-inf,9537,926052900000000.0,11,926052900000000.0,,87,10.0,0.0012634003,4998.9736,0.004406868,10319.765,3960.124621629715,1.1878371e-14,-267.83322,-1.0
[-0.029  1.139 -2.525 -2.152],,1410783,2572.4048,1.5272423e-19,2.4452044e-12,4999.4062,5.9632883,813.4658,1.0,-inf,8,0.41894197,2169.5105,9.999999,474.3636363636364,2.3878385e-07,4498601300000.0,inf,True,2829.8958,,-232.62013,4741.915291771305,-inf,9548,4498601300000.0,11,4498601300000.0,,87,9.999999,7.308105e-07,4741.9155,2.549202e-06,5.9632883,3974.1575770378113,2.4452044e-12,-254.28296,-1.0
[-0.029  1.139 -2.525 -2.152],,1415802,4381.0903,2.885898e-25,1.1552882e-15,4999.455,1226530.9,1385.4222,1.0,-inf,9,0.41894197,179.83324,9.999999,456.27272727272725,0.049077615,9521434000000000.0,inf,True,4819.622,,-237.8283,4560.922983792362,-inf,9559,9521434000000000.0,11,9521434000000000.0,,87,9.999999,0.15518695,4560.9233,0.53982186,1226530.9,3987.562800168991,1.1552882e-15,-253.5067,-1.0
[-0.029  1.139 -2.525 -2.152],,1420256,4044.682,1.1816632e-16,9.862376e-12,4999.317,135.98283,1863.4471,1.0,-inf,10,0.41894197,,10.0,404.90909090909093,0.075258344,1115350000000.0,inf,True,4999.317,,-242.66194,4044.6819762052664,-inf,9570,1115350000000.0,11,1115350000000.0,,87,10.0,0.22756109,4044.682,0.7942271,135.98283,3998.5235221385956,9.862376e-12,-251.21858,-1.0
[-0.029  1.139 -2.525 -2.152],,1425436,1937.33,0.18667133,11.0,4999.3696,9299785000.0,674.97015,1.0,-1.0560082e+16,1,0.41894197,2769.0278,10.0,470.90909090909093,372.55975,1.0,5.890969e+18,True,2230.3418,,-224.21663,4706.357852076271,-26956342.0,9581,1.0,11,1.0,,88,10.0,963.5799,4706.3574,3354.6511,22605388.0,4009.860338449478,11.0,-224.21663,-1.0
[ 0.066  1.192 -2.566 -2.198],,1429947,3496.7334,2.478425,3.1809478,4999.3438,81011874000000.0,1663.4928,1.0,-1.0535887e+18,2,0.41894197,599.7333,10.0,410.09090909090907,3242001.0,3.4580889,5.863235e+22,True,4399.6104,,-216.2855,4096.466557071337,-1942784100.0,9592,3.4580889,11,3.4580889,,88,10.0,9494196.0,4096.467,33184598.0,2778852.2,4020.9512889385223,3.1809478,-217.04785,-1.0
[-0.135  1.057 -2.59  -2.255],,1434667,1754.6534,1.1572596e-27,1.705392e-25,4999.535,1196.2961,773.23895,1.0,-inf,3,0.41894197,2529.1887,10.0,429.09090909090907,4.78638e-05,6.4501296e+25,inf,True,2470.3464,,-217.20343,4283.842068559986,-inf,9603,6.4501296e+25,11,6.4501296e+25,,88,10.0,0.0001129497,4283.842,0.00037929462,1196.2961,4034.4839475154877,1.705392e-25,-243.58084,-1.0
[-0.135  1.057 -2.59  -2.255],,1438967,1450.8654,2.3936363e-31,8.734513e-28,4999.385,2941395.0,815.3963,1.0,-inf,4,0.41894197,2449.4697,10.0,390.90909090909093,0.11768479,1.2593719e+28,inf,True,2549.915,,-221.62206,3900.335079366101,-inf,9614,1.2593719e+28,11,1.2593719e+28,,88,10.0,0.37110448,3900.3352,1.2912164,2941395.0,4047.8300726413727,8.734513e-28,-248.22375,-1.0
[-0.135  1.057 -2.59  -2.255],,1443520,1671.7898,5.811297e-30,1.3017686e-26,4999.4565,92975.77,768.08246,1.0,-inf,5,0.41894197,2459.3926,10.0,413.90909090909093,0.0037202267,8.4500425e+26,inf,True,2540.064,,-225.00288,4131.182232270603,-inf,9625,8.4500425e+26,11,8.4500425e+26,,88,10.0,0.011764389,4131.1826,0.040922493,92975.77,4062.628237962723,1.3017686e-26,-232.07224,-1.0
[-0.135  1.057 -2.59  -2.255],,1447857,3904.9258,2.205907e-28,1.4541494e-26,4999.431,47.906086,1440.5813,1.0,-inf,6,0.41894197,29.943802,10.0,394.27272727272725,0.026017828,7.56456e+26,inf,True,4969.4873,,-239.09204,3934.869814861064,-inf,9636,7.56456e+26,11,7.56456e+26,,88,10.0,0.08227218,3934.87,0.2861853,47.906086,4074.36017203331,1.4541494e-26,-252.51851,-1.0
[-0.135  1.057 -2.59  -2.255],,1452624,1217.0441,1.3893388e-28,6.066192e-25,4999.4824,128726.49,754.68585,1.0,-inf,7,0.41894197,3109.6855,9.999999,433.3636363636364,0.005150527,1.8133287e+25,inf,True,1889.7969,,-247.94987,4326.729673665468,-inf,9647,1.8133287e+25,11,1.8133287e+25,,88,9.999999,0.016230756,4326.7295,0.056476433,128726.49,4086.806422472,6.066192e-25,-252.26291,-1.0
[-0.135  1.057 -2.59  -2.255],,1457616,1143.5249,2.7002783e-30,2.252881e-28,4999.678,1510.9822,590.08685,1.0,-inf,8,0.41894197,3389.56,10.0,453.8181818181818,6.045464e-05,4.8826365e+28,inf,True,1610.1182,,-228.5437,4533.084836370018,-inf,9658,4.8826365e+28,11,4.8826365e+28,,88,10.0,0.0001599222,4533.085,0.000560202,1510.9822,4103.069202661514,2.252881e-28,-234.57388,-1.0
[-0.135  1.057 -2.59  -2.255],,1462528,1330.0405,5.1933057e-28,6.8103373e-25,4999.4995,4046.103,670.8188,1.0,-inf,9,0.41894197,3129.2854,10.0,446.54545454545456,0.00016190727,1.6151918e+25,inf,True,1870.2141,,-232.09973,4459.325932239547,-inf,9669,1.6151917e+25,11,1.6151917e+25,,88,10.0,0.00034895775,4459.326,0.001035223,4046.103,4121.426716804504,6.810337e-25,-254.97589,-1.0
[-0.135  1.057 -2.59  -2.255],,1467015,4061.3015,1.6555909e-30,1.4531703e-25,4999.4893,17.945303,1393.4762,1.0,-inf,10,0.41894197,9.97966,10.0,407.90909090909093,0.065125965,7.5696565e+25,inf,True,4989.51,,-218.3869,4071.2810812349167,-inf,9680,7.5696565e+25,11,7.5696565e+25,,88,10.0,0.20594478,4071.281,0.71638054,17.945303,4137.584516525269,1.4531703e-25,-237.1702,-1.0
[-0.135  1.057 -2.59  -2.255],,1471226,3818.5361,0.5081071,11.0,4999.348,101338110000.0,1386.5737,1.0,-9.058408e+16,1,0.41894197,,9.999999,382.8181818181818,10189.749,1.0,4.3347414e+20,True,4999.348,,-252.71394,3818.536077212072,-20854686.0,9691,1.0,11,1.0,,89,9.999999,20788.855,3818.5361,60396.246,16503805.0,4153.2346041202545,11.0,-252.71394,-1.0
[-0.073  1.063 -2.589 -2.248],,1476692,318.12518,2.3057054e-18,3.4560727e-10,4999.5474,63375040.0,100.600395,1.0,-inf,2,0.41894197,4649.1694,10.0,496.90909090909093,2.5359004,31828038000.0,inf,True,350.37793,,-236.13792,4967.29457260041,-inf,9702,31828036000.0,11,31828036000.0,,89,10.0,7.968386,4967.295,27.73409,63375040.0,4174.381431341171,3.4560724e-10,-254.05347,-1.0
[-0.073  1.063 -2.589 -2.248],,1481237,3919.5823,6.5395255e-08,0.0022001031,4999.6294,4530793.5,1845.3353,1.0,-1.4907205e+20,3,0.41894197,209.81116,10.0,413.1818181818182,0.30821544,4999.7656,1.1736946e+27,True,4789.8184,,-232.83865,4129.393647914703,-1.4907205e+20,9713,4999.7656,11,4999.7656,,89,10.0,0.5382392,4129.3936,1.6746849,4530793.5,4190.921902179718,0.0022001031,-234.18565,-1.0
[-0.073  1.063 -2.589 -2.248],,1486690,245.48021,0.00012390038,2.0581547e-07,4999.537,1921159.4,96.48109,1.0,-inf,4,0.41894197,4709.338,10.0,495.72727272727275,0.076883025,53445936.0,inf,True,290.19922,,-222.9302,4954.8180921935045,-inf,9724,53445936.0,11,53445936.0,,89,10.0,0.13222672,4954.8184,0.3536135,1921159.4,4209.949649810791,2.0581547e-07,-225.92636,-1.0
[-0.073  1.063 -2.589 -2.248],,1492117,481.92337,5.0398008e-08,1.4334167e-08,4999.494,67159304.0,162.75586,1.0,-inf,5,0.41894197,4449.0986,10.0,493.3636363636364,2.6870637,767397250.0,inf,True,550.3955,,-237.03113,4931.022115298195,-inf,9735,767397250.0,11,767397250.0,,89,10.0,8.42831,4931.0215,29.33956,67159304.0,4229.703814268112,1.4334167e-08,-238.423,-1.0
[-0.073  1.063 -2.589 -2.248],,1497118,4544.7876,6.021676e-05,0.04298216,4999.419,11920748.0,1437.1882,1.0,-2.8166765e+16,6,0.41894197,,10.0,454.6363636363636,0.5645575,255.92014,4.1909236e+19,True,4999.419,,-230.09622,4544.787895369413,-2.8166765e+16,9746,255.92012,11,255.92012,,89,10.0,1.0740936,4544.7876,3.841355,11920748.0,4248.785534620285,0.042982157,-230.75085,-1.0
[-0.073  1.063 -2.589 -2.248],,1502603,145.91823,1.4682184e-05,1.2557507e-05,4999.4497,7566435.0,46.143456,1.0,-inf,7,0.41894197,4838.826,10.0,498.6363636363636,0.30306476,875970.06,inf,True,160.62354,,-236.83751,4984.744370613246,-inf,9757,875970.06,11,875970.06,,89,10.0,0.44633463,4984.744,1.3887014,7566435.0,4269.417704820633,1.2557507e-05,-237.67552,-1.0
[-0.073  1.063 -2.589 -2.248],,1508088,145.31303,3.6653318e-09,4.126848e-08,4999.5845,5694602.0,45.952488,1.0,-inf,8,0.41894197,4839.4683,10.0,498.6363636363636,0.22784132,266547260.0,inf,True,160.11621,,-223.07928,4984.781220538439,-inf,9768,266547260.0,11,266547260.0,,89,10.0,0.5856845,4984.7812,2.0526185,5694602.0,4289.133732795715,4.126848e-08,-225.0464,-1.0
[-0.073  1.063 -2.589 -2.248],,1513235,1926.2273,6.730454e-08,1.7724183e-06,4999.558,16381542.0,664.7059,1.0,-inf,9,0.41894197,2749.4648,10.0,467.90909090909093,0.6612844,6206210.0,inf,True,2250.0933,,-230.12712,4675.692199565601,-inf,9779,6206210.0,11,6206210.0,,89,10.0,1.8208665,4675.692,6.4073925,16381542.0,4306.061956882477,1.7724183e-06,-233.02496,-1.0
[-0.073  1.063 -2.589 -2.248],,1518330,3669.7773,6.192356e-13,7.829872e-09,4999.447,1353483.1,1160.5172,1.0,-inf,10,0.41894197,959.5497,10.0,463.1818181818182,0.06705682,1404876200.0,inf,True,4039.897,,-237.40482,4629.327085684421,-inf,9790,1404876200.0,11,1404876200.0,,89,10.0,0.10201853,4629.327,0.34871605,1353483.1,4324.427731990814,7.829872e-09,-241.11089,-1.0
[-0.073  1.063 -2.589 -2.248],,1523771,545.7161,0.26502213,11.0,4999.4463,127411310000.0,172.5707,1.0,-4.5254777e+18,1,0.41894197,4398.9053,10.0,494.6363636363636,6575.3154,1.0,1.0818203e+24,True,600.541,,-247.67981,4944.621374894487,-28830148.0,9801,1.0,11,1.0,,90,10.0,20684.268,4944.6216,71984.35,24479060.0,4344.67401266098,11.0,-247.67981,-1.0
[-0.016  1.086 -2.581 -2.24 ],,1529271,0.29376775,93.46884,2.7072024,4999.542,40242996000000.0,0.18380754,1.0,-1.4489949e+19,2,0.41894197,4999.0024,10.0,500.0,1610301.1,4.0632353,1.1089818e+25,True,0.5395508,,-225.14528,4999.296180663535,-2543704600.0,9812,4.0632353,11,4.0632353,,90,10.0,4243558.0,4999.2964,14962036.0,16541554.0,4364.003045558929,2.7072024,-226.42535,-1.0
[-0.234  0.985 -2.591 -2.308],,1531810,718.25336,1.0139538e-33,8.781951e-27,2949.8071,9.2322255e-20,474.58093,1.0,-inf,3,0.41894197,1579.6824,10.0,230.8181818181818,2.1762785e-26,1.252569e+27,inf,True,1370.1248,,-119.30421,2297.9357158130665,-inf,9823,1.252569e+27,11,1.252569e+27,,90,10.0,,2297.9358,2.3270721e-25,9.2322255e-20,4373.0122447013855,8.781951e-27,-153.78659,-1.0
[-0.234  0.985 -2.591 -2.308],,1534838,923.5603,2.8955614e-30,7.615545e-28,4999.3486,0.8277146,806.5496,1.0,-inf,4,0.41894197,1819.7871,9.999999,275.27272727272725,3.3117214e-08,1.4444141e+28,inf,True,3179.5615,,-212.40541,2743.3474157872024,-inf,9834,1.4444141e+28,11,1.4444141e+28,,90,9.999999,1.0472583e-07,2743.3474,3.6428935e-07,0.8277146,4384.75612449646,7.615545e-28,-219.81807,-1.0
[-0.234  0.985 -2.591 -2.308],,1537750,708.0529,2.0405377e-33,5.2906224e-33,4999.3994,142749390.0,840.45996,1.0,-inf,5,0.41894197,1929.8657,10.0,264.72727272727275,5.711348,2.0791505e+33,inf,True,3069.5337,,-202.3006,2637.9185887000276,-inf,9845,2.0791505e+33,11,2.0791505e+33,,90,10.0,18.060867,2637.9187,62.82483,142749390.0,4395.0439965724945,5.2906224e-33,-200.23042,-1.0
[-0.234  0.985 -2.591 -2.308],,1540005,2029.777,3.9981935e-35,3.665192e-31,3269.6653,12.20994,827.9457,1.0,-inf,6,0.41894197,9.979689,10.0,205.0,0.12259691,3.001207e+31,inf,True,3259.6855,,-153.87466,2039.756916111275,-inf,9856,3.001207e+31,11,3.001207e+31,,90,10.0,0.38768548,2039.7567,1.348566,12.20994,4403.520085573196,3.665192e-31,-172.92111,-1.0
[-0.234  0.985 -2.591 -2.308],,1542609,767.33203,,8.251388e-29,3599.5352,7.318038e-09,697.53345,1.0,-inf,7,0.41894197,1589.6427,9.999999,236.72727272727272,1.2194955e-15,1.333109e+29,inf,True,2009.8925,,-148.075,2356.97467625196,-inf,9867,1.333109e+29,11,1.333109e+29,,90,9.999999,3.8563835e-15,2356.9749,1.3414451e-14,7.318038e-09,4413.013396263123,8.251388e-29,-181.03624,-1.0
[-0.234  0.985 -2.591 -2.308],,1545735,1161.7446,4.9750994e-32,2.4414619e-30,4399.2803,5.0169927e-11,869.74396,1.0,-inf,8,0.41894197,1669.7317,10.0,284.1818181818182,4.101754e-18,4.5054973e+30,inf,True,2729.5486,,-184.43886,2831.47629515532,-inf,9878,4.5054973e+30,11,4.5054973e+30,,90,10.0,1.2182214e-17,2831.4763,4.2562562e-17,5.0169927e-11,4423.831636428833,2.4414619e-30,-211.04738,-1.0
[-0.234  0.985 -2.591 -2.308],,1548905,1052.7002,2.1355516e-36,8.690794e-30,4999.416,2.5931604,1043.1843,1.0,-inf,9,0.41894197,1819.6769,9.999999,288.1818181818182,1.0375065e-07,1.265707e+30,inf,True,3179.7393,,-193.61122,2872.3770490241436,-inf,9889,1.2657071e+30,11,1.2657071e+30,,90,9.999999,3.2808836e-07,2872.3772,1.1412571e-06,2.5931604,4436.012410879135,8.690795e-30,-200.45291,-1.0
[-0.234  0.985 -2.591 -2.308],,1551898,2710.56,1.9813817e-33,1.8118506e-31,4559.4106,1.2361458e-10,1087.546,1.0,-inf,10,0.41894197,,9.999999,272.09090909090907,0.09752424,6.071141e+31,inf,True,4559.4106,,-199.67346,2710.559839671635,-inf,9900,6.071141e+31,11,6.071141e+31,,90,9.999999,0.30839872,2710.56,1.0727667,1.2361458e-10,4446.7474818229675,1.8118506e-31,-222.4384,-1.0
[-0.234  0.985 -2.591 -2.308],,1555193,1065.3485,0.19060305,11.0,4319.4795,1149924100.0,760.8794,1.0,-1176653400000.0,1,0.41894197,1919.7668,9.999999,299.54545454545456,140.7661,1.0,130989390000.0,True,2399.7126,,-190.04846,2985.1154059078176,-12737830.0,9911,1.0,11,1.0,,91,9.999999,194.15936,2985.1155,550.78265,9489852.0,4459.506541252136,11.0,-190.04846,-1.0
[-0.172  0.984 -2.591 -2.314],,1558841,1168.1151,3.7125258e-11,0.00045343736,4999.584,586172.1,1073.1964,1.0,-6.700465e+21,2,0.41894197,2139.6519,10.0,331.6363636363636,0.03323089,24259.139,2.3713104e+30,True,2859.9321,,-196.18486,3307.7668426034315,-6.700465e+21,9922,24259.139,11,24259.139,,91,10.0,0.060299903,3307.767,0.20530637,586172.1,4471.893372774124,0.00045343736,-197.90106,-1.0
[-0.172  0.984 -2.591 -2.314],,1561959,764.6881,1.761158e-07,0.0005095378,3759.4333,4084894.8,596.6299,1.0,-2.5460906e+21,3,0.41894197,2059.4834,9.999999,283.45454545454544,0.4509886,21588.191,1.0709571e+30,True,1699.95,,-159.3939,2824.171462434996,-2.5460906e+21,9933,21588.191,11,21588.191,,91,9.999999,1.3825153,2824.1716,4.822405,4084894.8,4483.128754615784,0.0005095378,-164.02567,-1.0
[-0.172  0.984 -2.591 -2.314],,1565509,1098.2306,2.4659748e-09,0.0008897434,4999.543,2467872.0,818.7263,1.0,-4.2889472e+19,4,0.41894197,2119.5554,9.999999,322.72727272727275,0.2579049,12363.114,9.716148e+25,True,2879.9875,,-227.30046,3217.785892291552,-4.2889472e+19,9944,12363.115,11,12363.115,,91,9.999999,0.79179,3217.786,2.76151,2467872.0,4495.835350036621,0.00088974345,-229.32625,-1.0
[-0.172  0.984 -2.591 -2.314],,1569281,1118.9049,2.4815344e-10,0.00024280038,4899.5083,392946.03,1007.33167,1.0,-3.8185616e+21,5,0.41894197,2299.7954,10.0,342.90909090909093,0.04835285,45304.707,8.350328e+29,True,2599.713,,-222.24013,3418.7004270658654,-3.8185616e+21,9955,45304.707,11,45304.707,,91,10.0,0.14272083,3418.7002,0.4987206,392946.03,4510.659667491913,0.00024280038,-233.11719,-1.0
[-0.172  0.984 -2.591 -2.314],,1573260,1868.9386,3.338545e-09,0.0004969825,4999.4834,1966625.5,979.7547,1.0,-9.0001866e+21,6,0.41894197,1739.7224,10.0,361.72727272727275,0.34200504,22133.576,4.278745e+30,True,3259.761,,-230.188,3608.6608486763507,-9.0001866e+21,9966,22133.576,11,22133.576,,91,10.0,0.72550166,3608.661,2.503511,1966625.5,4523.963898897171,0.0004969825,-233.514,-1.0
[-0.172  0.984 -2.591 -2.314],,1576367,1024.3489,1.5904585e-10,0.0006586298,3859.4688,447102.0,666.9717,1.0,-6.16122e+20,7,0.41894197,1789.8157,10.0,282.45454545454544,0.13525604,16701.34,5.6459523e+28,True,2069.653,,-175.34804,2814.164596661403,-6.16122e+20,9977,16701.34,11,16701.34,,91,10.0,0.39897043,2814.1648,1.3956267,447102.0,4535.040210723877,0.0006586298,-179.21034,-1.0
[-0.172  0.984 -2.591 -2.314],,1580285,1284.1869,1.5326077e-09,0.0009013541,4999.453,599935.06,1061.3553,1.0,-5.2796508e+20,8,0.41894197,2269.8052,10.0,356.1818181818182,0.087569,12203.861,1.472429e+28,True,2729.648,,-224.06496,3553.992019025162,-5.2796508e+20,9988,12203.86,11,12203.86,,91,10.0,0.1225238,3553.9922,0.3418982,599935.06,4544.943951845169,0.00090135407,-227.0644,-1.0
[-0.172  0.984 -2.591 -2.314],,1583628,869.23865,5.693709e-13,0.00011362155,4239.1245,38892.445,631.6624,1.0,-1.4273361e+23,9,0.41894197,2159.4365,10.0,303.90909090909093,0.007911137,96812.62,2.0819092e+33,True,2079.688,,-172.31934,3028.67517813266,-1.4273361e+23,9999,96812.62,11,96812.62,,91,10.0,0.024272805,3028.675,0.08465449,38892.445,4554.0490872859955,0.00011362155,-177.63016,-1.0
[-0.172  0.984 -2.591 -2.314],,1587173,1604.2909,1.9110444e-11,0.00058601797,4999.479,12655146.0,1062.058,1.0,-7.091122e+20,10,0.41894197,1609.8069,10.0,322.27272727272725,4.0242753,18770.756,2.6561023e+28,True,3389.672,,-225.25557,3214.097594090754,-7.091122e+20,10010,18770.756,11,18770.756,,91,10.0,9.026827,3214.0977,29.77023,12655146.0,4563.610507726669,0.00058601797,-229.48083,-1.0
[-0.172  0.984 -2.591 -2.314],,1590678,1477.172,0.09837789,11.0,4999.2954,42689225000.0,1095.7655,1.0,-582603200000000.0,1,0.41894197,1699.6714,10.0,318.6363636363636,9756.101,1.0,1.7929198e+16,True,3299.624,,-231.44934,3176.8433712533906,-15643820.0,10021,1.0,11,1.0,,92,10.0,18811.793,3176.8435,62737.99,11293036.0,4573.066212177277,11.0,-231.44934,-1.0
