AvgEpLen,VarJ,MinVanillaIw,BatchSize,eRenyi2,MinNormIw,VarDiscRet,AvgNormIw,EpsThisIter,Bound,Delta,ESSClassic,J,IterType,AvgDiscRet,AvgRet,AvgVanillaIw,MaxNormIw,MaxVanillaIw,VarNormIw,ESSRenyi,VarRet,VanillaAvgRet,VarVanillaIw
500.0,23.8212,1.0,500,1.0,0.00333333,566.033611672,0.00333333,100,71.5114,0.8,299.999969474,75.7146,2,75.8244433894,75.8244433894,1.0,0.00333333,1.0,5.43914e-20,500.0,566.033611672,75.8244433894,
500.0,24.3316,1.0,500,1.0,0.0025,668.513191886,0.0025,100,72.6459,0.8,400.0,76.286,2,78.0002115542,78.0002115542,1.0,0.0025,1.0,5.4346e-20,500.0,668.513191886,78.0002115542,
500.0,24.0766,0.999993,500,1.0,0.00199999,534.572006408,0.002,100,73.2627,0.8,499.999884572,76.5185,1,77.4482589172,77.4482589172,1.0,0.00200002,1.00001,1.50738e-17,500.0,534.572006408,77.4482589172,3.72786e-12
493.68,34.9655,1.0,500,1.0,0.01,1234.93339457,0.01,100,63.4545,0.8,100.0,69.7166,2,69.7165731554,69.7165731554,1.0,0.01,1.0,3.50449e-18,500.0,1234.93339457,69.7165731554,
500.0,30.3887,1.0,500,1.0,0.005,624.274315666,0.005,100,66.3441,0.8,200.000000102,71.4958,2,73.2750928683,73.2750928683,1.0,0.005,1.0,2.1793e-19,500.0,624.274315666,73.2750928683,
500.0,29.644,1.0,500,1.0,0.00333333,790.589984306,0.00333333,100,68.3437,0.8,299.999969474,72.55,2,74.6584333228,74.6584333228,1.0,0.00333333,1.0,5.43914e-20,500.0,790.589984306,74.6584333228,
500.0,27.9759,1.0,500,1.0,0.0025,496.780676296,0.0025,100,69.3637,0.8,400.0,73.0065,2,74.3759506514,74.3759506514,1.0,0.0025,1.0,5.4346e-20,500.0,496.780676296,74.3759506514,
500.0,27.5504,1.0,500,1.0,0.002,667.147068871,0.002,100,70.1973,0.8,500.000006643,73.4555,1,75.2514137349,75.2514137349,1.0,0.002,1.0,5.43187e-20,500.0,667.147068871,75.2514137349,
500.0,24.7287,1.0,500,1.0,0.01,617.684796084,0.01,100,68.5695,0.8,100.0,74.7846,2,74.7846292994,74.7846292994,1.0,0.01,1.0,3.50449e-18,500.0,617.684796084,74.7846292994,
500.0,23.0264,1.0,500,1.0,0.005,445.164195274,0.005,100,72.0005,0.8,200.000000102,76.8103,2,78.8359221889,78.8359221889,1.0,0.005,1.0,2.1793e-19,500.0,445.164195274,78.8359221889,
500.0,23.7592,1.0,500,1.0,0.00333333,638.95338407,0.00333333,100,72.9911,0.8,299.999969474,77.1026,2,77.6873328765,77.6873328765,1.0,0.00333333,1.0,5.43914e-20,500.0,638.95338407,77.6873328765,
500.0,23.8757,1.0,500,1.0,0.0025,590.325719147,0.0025,100,73.9767,0.8,400.0,77.5374,2,78.8418532331,78.8418532331,1.0,0.0025,1.0,5.4346e-20,500.0,590.325719147,78.8418532331,
500.0,24.1305,1.0,500,1.0,0.002,630.621835664,0.002,100,74.9401,0.8,500.000006643,78.1249,1,80.4747351136,80.4747351136,1.0,0.002,1.0,5.43187e-20,500.0,630.621835664,80.4747351136,
500.0,25.0043,1.0,500,1.0,0.01,631.5315358,0.01,100,67.8908,0.8,100.0,74.9457,2,74.9456777279,74.9456777279,1.0,0.01,1.0,3.50449e-18,500.0,631.5315358,74.9456777279,
500.0,23.9928,1.0,500,1.0,0.005,531.343145296,0.005,100,70.1352,0.8,200.000000102,75.1237,2,75.3017747342,75.3017747342,1.0,0.005,1.0,2.1793e-19,500.0,531.343145296,75.3017747342,
500.0,24.3778,1.0,500,1.0,0.00333333,619.62992345,0.00333333,100,72.7789,0.8,299.999969474,76.8601,2,80.3327700264,80.3327700264,1.0,0.00333333,1.0,5.43914e-20,500.0,619.62992345,80.3327700264,
500.0,24.5707,1.0,500,1.0,0.0025,637.604829021,0.0025,100,73.2776,0.8,400.0,77.1221,2,77.9081141141,77.9081141141,1.0,0.0025,1.0,5.4346e-20,500.0,637.604829021,77.9081141141,
493.9,27.9593,1.0,500,1.0,0.002,1499.64493552,0.002,100,73.0097,0.8,500.000006643,76.4483,1,73.753425458,73.753425458,1.0,0.002,1.0,5.43187e-20,500.0,1499.64493552,73.753425458,
500.0,23.2334,1.0,500,1.0,0.01,545.245084199,0.01,100,70.6374,0.8,100.0,76.854,2,76.8539763182,76.8539763182,1.0,0.01,1.0,3.50449e-18,500.0,545.245084199,76.8539763182,
500.0,23.3893,1.0,500,1.0,0.005,556.964941172,0.005,100,71.1511,0.8,200.000000102,75.6433,2,74.432713397,74.432713397,1.0,0.005,1.0,2.1793e-19,500.0,556.964941172,74.432713397,
500.0,24.097,1.0,500,1.0,0.00333333,653.644202073,0.00333333,100,71.3332,0.8,299.999969474,75.2836,2,74.5640262422,74.5640262422,1.0,0.00333333,1.0,5.43914e-20,500.0,653.644202073,74.5640262422,
500.0,24.3658,1.0,500,1.0,0.0025,638.515279811,0.0025,100,71.5145,0.8,400.0,75.0536,2,74.3636641355,74.3636641355,1.0,0.0025,1.0,5.4346e-20,500.0,638.515279811,74.3636641355,
500.0,24.8287,1.0,500,1.0,0.002,713.018021406,0.002,100,72.1076,0.8,500.000006643,75.3417,1,76.4941240625,76.4941240625,1.0,0.002,1.0,5.43187e-20,500.0,713.018021406,76.4941240625,
500.0,25.0788,1.0,500,1.0,0.01,635.297748493,0.01,100,72.9179,0.8,100.0,79.3467,2,79.346712307,79.346712307,1.0,0.01,1.0,3.50449e-18,500.0,635.297748493,79.346712307,
500.0,25.1563,1.0,500,1.0,0.005,641.207528115,0.005,100,75.2245,0.8,200.000000102,80.3302,2,81.3136175253,81.3136175253,1.0,0.005,1.0,2.1793e-19,500.0,641.207528115,81.3136175253,
497.14,27.0765,1.0,500,1.0,0.00333333,928.149046467,0.00333333,100,74.5871,0.8,299.999969474,78.7558,2,75.6070643692,75.6070643692,1.0,0.00333333,1.0,5.43914e-20,500.0,928.149046467,75.6070643692,
500.0,26.6979,1.0,500,1.0,0.0025,657.662142536,0.0025,100,75.37,0.8,400.0,78.9803,2,79.6536568883,79.6536568883,1.0,0.0025,1.0,5.4346e-20,500.0,657.662142536,79.6536568883,
500.0,26.3597,1.0,500,1.0,0.002,619.693835022,0.002,100,76.4427,0.8,500.000006643,79.6718,1,82.4380874466,82.4380874466,1.0,0.002,1.0,5.43187e-20,500.0,619.693835022,82.4380874466,
500.0,23.731,1.0,500,1.0,0.01,568.848621267,0.01,100,66.6653,0.8,100.0,72.8102,2,72.8101632957,72.8101632957,1.0,0.01,1.0,3.50449e-18,500.0,568.848621267,72.8101632957,
500.0,24.6445,1.0,500,1.0,0.005,647.842973071,0.005,100,70.6482,0.8,200.000000102,75.0656,2,77.3211097533,77.3211097533,1.0,0.005,1.0,2.1793e-19,500.0,647.842973071,77.3211097533,
500.0,25.3152,1.0,500,1.0,0.00333333,712.940236804,0.00333333,100,70.8348,0.8,299.999969474,74.4794,2,73.3069941688,73.3069941688,1.0,0.00333333,1.0,5.43914e-20,500.0,712.940236804,73.3069941688,
500.0,25.29,1.0,500,1.0,0.0025,640.001141503,0.0025,100,71.1599,0.8,400.0,74.9041,2,76.1781074278,76.1781074278,1.0,0.0025,1.0,5.4346e-20,500.0,640.001141503,76.1781074278,
500.0,25.593,1.0,500,1.0,0.002,722.189181413,0.002,100,71.8476,0.8,500.000006643,75.1966,1,76.3665346401,76.3665346401,1.0,0.002,1.0,5.43187e-20,500.0,722.189181413,76.3665346401,
500.0,24.3568,1.0,500,1.0,0.01,599.24657624,0.01,100,67.8071,0.8,100.0,74.1736,2,74.1736437455,74.1736437455,1.0,0.01,1.0,3.50449e-18,500.0,599.24657624,74.1736437455,
500.0,25.8424,1.0,500,1.0,0.005,748.811477797,0.005,100,68.5374,0.8,200.000000102,73.4371,2,72.7004780965,72.7004780965,1.0,0.005,1.0,2.1793e-19,500.0,748.811477797,72.7004780965,
497.0,28.0534,1.0,500,1.0,0.00333333,1030.74969931,0.00333333,100,70.3078,0.8,299.999969474,74.3385,2,76.1413250334,76.1413250334,1.0,0.00333333,1.0,5.43914e-20,500.0,1030.74969931,76.1413250334,
500.0,26.2662,1.0,500,1.0,0.0025,399.771218685,0.0025,100,70.3562,0.8,400.0,73.8468,2,72.3719572297,72.3719572297,1.0,0.0025,1.0,5.4346e-20,500.0,399.771218685,72.3719572297,
500.0,25.8204,1.0,500,1.0,0.002,575.267382735,0.002,100,71.145,0.8,500.000006643,74.3109,1,76.1672199798,76.1672199798,1.0,0.002,1.0,5.43187e-20,500.0,575.267382735,76.1672199798,
500.0,27.8986,1.0,500,1.0,0.01,786.195916188,0.01,100,68.2931,0.8,100.0,75.4463,2,75.446286789,75.446286789,1.0,0.01,1.0,3.50449e-18,500.0,786.195916188,75.446286789,
500.0,25.8515,1.0,500,1.0,0.005,561.545837186,0.005,100,71.4695,0.8,200.000000102,76.5276,2,77.6088724154,77.6088724154,1.0,0.005,1.0,2.1793e-19,500.0,561.545837186,77.6088724154,
500.0,26.7289,1.0,500,1.0,0.00333333,812.737905153,0.00333333,100,71.583,0.8,299.999969474,75.9372,2,74.756428018,74.756428018,1.0,0.00333333,1.0,5.43914e-20,500.0,812.737905153,74.756428018,
500.0,25.6233,1.0,500,1.0,0.0025,483.787880165,0.0025,100,72.7409,0.8,400.0,76.5117,2,78.23523427,78.23523427,1.0,0.0025,1.0,5.4346e-20,500.0,483.787880165,78.23523427,
500.0,25.9286,1.0,500,1.0,0.002,742.615834784,0.002,100,73.0881,0.8,500.000006643,76.4608,1,76.257237707,76.257237707,1.0,0.002,1.0,5.43187e-20,500.0,742.615834784,76.257237707,
496.92,33.1001,1.0,500,1.0,0.01,1106.68249413,0.01,100,65.026,0.8,100.0,72.1364,2,72.1364241244,72.1364241244,1.0,0.01,1.0,3.50449e-18,500.0,1106.68249413,72.1364241244,
500.0,28.8291,1.0,500,1.0,0.005,567.753914693,0.005,100,68.4353,0.8,200.000000102,73.6442,2,75.1519963481,75.1519963481,1.0,0.005,1.0,2.1793e-19,500.0,567.753914693,75.1519963481,
500.0,27.8455,1.0,500,1.0,0.00333333,659.411155877,0.00333333,100,70.6385,0.8,299.999969474,75.0019,2,77.717267492,77.717267492,1.0,0.00333333,1.0,5.43914e-20,500.0,659.411155877,77.717267492,
500.0,27.2345,1.0,500,1.0,0.0025,603.363249942,0.0025,100,73.1253,0.8,400.0,76.9041,2,82.6108539029,82.6108539029,1.0,0.0025,1.0,5.4346e-20,500.0,603.363249942,82.6108539029,
500.0,27.2337,1.0,500,1.0,0.002,748.561496978,0.002,100,73.3774,0.8,500.000006643,76.7573,1,76.1699569057,76.1699569057,1.0,0.002,1.0,5.43187e-20,500.0,748.561496978,76.1699569057,
500.0,24.3005,1.0,500,1.0,0.01,596.476673285,0.01,100,70.835,0.8,100.0,78.0568,2,78.0567656057,78.0567656057,1.0,0.01,1.0,3.50449e-18,500.0,596.476673285,78.0567656057,
500.0,24.9382,1.0,500,1.0,0.005,644.459077209,0.005,100,70.184,0.8,200.000000102,75.2906,2,72.5243792846,72.5243792846,1.0,0.005,1.0,2.1793e-19,500.0,644.459077209,72.5243792846,
500.0,25.7941,1.0,500,1.0,0.00333333,759.567531487,0.00333333,100,70.7211,0.8,299.999969474,75.4764,2,75.8480921949,75.8480921949,1.0,0.00333333,1.0,5.43914e-20,500.0,759.567531487,75.8480921949,
500.0,25.3642,1.0,500,1.0,0.0025,569.837045873,0.0025,100,72.4083,0.8,400.0,76.5265,2,79.676793379,79.676793379,1.0,0.0025,1.0,5.4346e-20,500.0,569.837045873,79.676793379,
500.0,25.4376,1.0,500,1.0,0.002,668.66402388,0.002,100,72.8457,0.8,500.000006643,76.5292,1,76.5398596099,76.5398596099,1.0,0.002,1.0,5.43187e-20,500.0,668.66402388,76.5398596099,
500.0,24.0196,1.0,500,1.0,0.01,582.770188315,0.01,100,70.9634,0.8,100.0,77.9518,2,77.9518452323,77.9518452323,1.0,0.01,1.0,3.50449e-18,500.0,582.770188315,77.9518452323,
500.0,24.6172,1.0,500,1.0,0.005,629.723202986,0.005,100,70.5978,0.8,200.000000102,75.5393,2,73.1267895915,73.1267895915,1.0,0.005,1.0,2.1793e-19,500.0,629.723202986,73.1267895915,
500.0,24.575,1.0,500,1.0,0.00333333,603.481013509,0.00333333,100,70.8808,0.8,299.999969474,74.9155,2,73.6679362871,73.6679362871,1.0,0.00333333,1.0,5.43914e-20,500.0,603.481013509,73.6679362871,
500.0,24.5301,1.0,500,1.0,0.0025,591.059084563,0.0025,100,72.3324,0.8,400.0,75.8266,2,78.5596953263,78.5596953263,1.0,0.0025,1.0,5.4346e-20,500.0,591.059084563,78.5596953263,
500.0,23.9406,1.0,500,1.0,0.002,461.517250701,0.002,100,73.0145,0.8,500.000006643,76.1398,1,77.3926508102,77.3926508102,1.0,0.002,1.0,5.43187e-20,500.0,461.517250701,77.3926508102,
500.0,25.7112,1.0,500,1.0,0.01,667.745164585,0.01,100,67.5946,0.8,100.0,74.8033,2,74.8032893494,74.8032893494,1.0,0.01,1.0,3.50449e-18,500.0,667.745164585,74.8032893494,
500.0,26.9063,1.0,500,1.0,0.005,760.121720488,0.005,100,73.8478,0.8,200.000000102,78.9452,2,83.0870189259,83.0870189259,1.0,0.005,1.0,2.1793e-19,500.0,760.121720488,83.0870189259,
500.0,26.8605,1.0,500,1.0,0.00333333,702.923497906,0.00333333,100,72.7345,0.8,299.999969474,77.089,2,73.3767131021,73.3767131021,1.0,0.00333333,1.0,5.43914e-20,500.0,702.923497906,73.3767131021,
500.0,27.2324,1.0,500,1.0,0.0025,805.801968823,0.0025,100,73.893,0.8,400.0,77.6817,2,79.4599683691,79.4599683691,1.0,0.0025,1.0,5.4346e-20,500.0,805.801968823,79.4599683691,
500.0,26.8323,1.0,500,1.0,0.002,639.559316151,0.002,100,74.4104,0.8,500.000006643,77.7992,1,78.2690834667,78.2690834667,1.0,0.002,1.0,5.43187e-20,500.0,639.559316151,78.2690834667,
500.0,24.2701,1.0,500,1.0,0.01,594.985889991,0.01,100,72.2031,0.8,100.0,81.7542,2,81.7541988129,81.7541988129,1.0,0.01,1.0,3.50449e-18,500.0,594.985889991,81.7541988129,
500.0,22.8552,1.0,500,1.0,0.005,436.102847956,0.005,100,71.5405,0.8,200.000000102,78.2942,2,74.8341847108,74.8341847108,1.0,0.005,1.0,2.1793e-19,500.0,436.102847956,74.8341847108,
500.0,23.5764,1.0,500,1.0,0.00333333,623.703429832,0.00333333,100,73.7244,0.8,299.999969474,79.2388,2,81.1279352108,81.1279352108,1.0,0.00333333,1.0,5.43914e-20,500.0,623.703429832,81.1279352108,
500.0,23.3491,1.0,500,1.0,0.0025,511.834625476,0.0025,100,73.729,0.8,400.0,78.5046,2,76.3019273776,76.3019273776,1.0,0.0025,1.0,5.4346e-20,500.0,511.834625476,76.3019273776,
500.0,22.9409,0.997968,500,1.00001,0.00199589,450.392742723,0.002,100,73.7588,0.8,499.999774991,78.0302,1,76.1290872305,76.1290872305,1.00002,0.00200675,1.0034,1.40286e-12,499.996185332,450.392742723,76.1290872305,3.50729e-07
500.0,23.1051,1.0,500,1.0,0.01,539.237798072,0.01,100,68.4674,0.8,100.0,74.8171,2,74.8171123925,74.8171123925,1.0,0.01,1.0,3.50449e-18,500.0,539.237798072,74.8171123925,
500.0,23.3016,1.0,500,1.0,0.005,557.196323677,0.005,100,69.8437,0.8,200.000000102,74.3396,2,73.8620686833,73.8620686833,1.0,0.005,1.0,2.1793e-19,500.0,557.196323677,73.8620686833,
500.0,24.8111,1.0,500,1.0,0.00333333,763.042267697,0.00333333,100,71.1922,0.8,299.999969474,75.2918,2,77.1962473055,77.1962473055,1.0,0.00333333,1.0,5.43914e-20,500.0,763.042267697,77.1962473055,
500.0,24.2515,1.0,500,1.0,0.0025,504.602812529,0.0025,100,72.4606,0.8,400.0,76.011,2,78.1687708124,78.1687708124,1.0,0.0025,1.0,5.4346e-20,500.0,504.602812529,78.1687708124,
500.0,25.2529,1.0,500,1.0,0.002,820.526469079,0.002,100,73.815,0.8,500.000006643,77.099,1,81.4508212537,81.4508212537,1.0,0.002,1.0,5.43187e-20,500.0,820.526469079,81.4508212537,
500.0,24.9282,1.0,500,1.0,0.01,627.690320848,0.01,100,67.3258,0.8,100.0,74.3497,2,74.3497293721,74.3497293721,1.0,0.01,1.0,3.50449e-18,500.0,627.690320848,74.3497293721,
500.0,22.9095,1.0,500,1.0,0.005,430.716638379,0.005,100,70.3493,0.8,200.000000102,75.316,2,76.2822661844,76.2822661844,1.0,0.005,1.0,2.1793e-19,500.0,430.716638379,76.2822661844,
500.0,23.7475,1.0,500,1.0,0.00333333,635.526466656,0.00333333,100,72.6999,0.8,299.999969474,76.7859,2,79.725808737,79.725808737,1.0,0.00333333,1.0,5.43914e-20,500.0,635.526466656,79.725808737,
500.0,23.6704,1.0,500,1.0,0.0025,553.219014428,0.0025,100,72.8774,0.8,400.0,76.416,2,75.3061425114,75.3061425114,1.0,0.0025,1.0,5.4346e-20,500.0,553.219014428,75.3061425114,
496.98,25.7748,1.0,500,1.0,0.002,1091.18944215,0.002,100,73.0588,0.8,500.000006643,76.3004,1,75.8382778225,75.8382778225,1.0,0.002,1.0,5.43187e-20,500.0,1091.18944215,75.8382778225,
500.0,18.825,1.0,500,1.0,0.01,357.961881447,0.01,100,72.4645,0.8,100.0,78.7374,2,78.7374354811,78.7374354811,1.0,0.01,1.0,3.50449e-18,500.0,357.961881447,78.7374354811,
500.0,22.8844,1.0,500,1.0,0.005,686.357828095,0.005,100,71.1156,0.8,200.000000102,76.1376,2,73.5378053923,73.5378053923,1.0,0.005,1.0,2.1793e-19,500.0,686.357828095,73.5378053923,
500.0,22.0009,1.0,500,1.0,0.00333333,407.133717723,0.00333333,100,72.5644,0.8,299.999969474,76.6648,2,77.7192740441,77.7192740441,1.0,0.00333333,1.0,5.43914e-20,500.0,407.133717723,77.7192740441,
500.0,22.0735,1.0,500,1.0,0.0025,500.702799829,0.0025,100,73.4205,0.8,400.0,76.9716,2,77.891859252,77.891859252,1.0,0.0025,1.0,5.4346e-20,500.0,500.702799829,77.891859252,
500.0,22.0763,1.0,500,1.0,0.002,492.748443613,0.002,100,73.7511,0.8,500.000006643,76.9273,1,76.7500159759,76.7500159759,1.0,0.002,1.0,5.43187e-20,500.0,492.748443613,76.7500159759,
500.0,22.6978,1.0,500,1.0,0.01,520.392232935,0.01,100,69.8196,0.8,100.0,76.5984,2,76.5984363496,76.5984363496,1.0,0.01,1.0,3.50449e-18,500.0,520.392232935,76.5984363496,
500.0,22.3997,1.0,500,1.0,0.005,490.769751452,0.005,100,72.6759,0.8,200.000000102,77.7039,2,78.8094653651,78.8094653651,1.0,0.005,1.0,2.1793e-19,500.0,490.769751452,78.8094653651,
500.0,21.981,1.0,500,1.0,0.00333333,449.914083343,0.00333333,100,73.2862,0.8,299.999969474,77.3917,2,76.7670692254,76.7670692254,1.0,0.00333333,1.0,5.43914e-20,500.0,449.914083343,76.7670692254,
500.0,23.0976,1.0,500,1.0,0.0025,691.293360924,0.0025,100,73.7363,0.8,400.0,77.2917,2,76.9919433965,76.9919433965,1.0,0.0025,1.0,5.4346e-20,500.0,691.293360924,76.9919433965,
500.0,23.0377,1.0,500,1.0,0.002,524.644576981,0.002,100,73.9911,0.8,500.000006643,77.1711,1,76.6886235204,76.6886235204,1.0,0.002,1.0,5.43187e-20,500.0,524.644576981,76.6886235204,
500.0,20.0194,1.0,500,1.0,0.01,404.825575507,0.01,100,70.6713,0.8,100.0,77.5677,2,77.5677027759,77.5677027759,1.0,0.01,1.0,3.50449e-18,500.0,404.825575507,77.5677027759,
500.0,22.5958,1.0,500,1.0,0.005,626.088500523,0.005,100,71.9846,0.8,200.000000102,77.0508,2,76.5339094443,76.5339094443,1.0,0.005,1.0,2.1793e-19,500.0,626.088500523,76.5339094443,
500.0,23.7541,1.0,500,1.0,0.00333333,677.771442736,0.00333333,100,72.5536,0.8,299.999969474,76.725,2,76.0734690308,76.0734690308,1.0,0.00333333,1.0,5.43914e-20,500.0,677.771442736,76.0734690308,
500.0,23.9475,1.0,500,1.0,0.0025,603.028584739,0.0025,100,72.5238,0.8,400.0,76.1364,2,74.3706073775,74.3706073775,1.0,0.0025,1.0,5.4346e-20,500.0,603.028584739,74.3706073775,
500.0,23.9357,1.0,500,1.0,0.002,573.889549121,0.002,100,73.2602,0.8,500.000006643,76.4914,1,77.9113453982,77.9113453982,1.0,0.002,1.0,5.43187e-20,500.0,573.889549121,77.9113453982,
500.0,22.1532,1.0,500,1.0,0.01,495.721282547,0.01,100,71.6481,0.8,100.0,78.1913,2,78.1912499467,78.1912499467,1.0,0.01,1.0,3.50449e-18,500.0,495.721282547,78.1912499467,
500.0,22.9154,1.0,500,1.0,0.005,564.023916938,0.005,100,72.7417,0.8,200.000000102,77.4559,2,76.7206271812,76.7206271812,1.0,0.005,1.0,2.1793e-19,500.0,564.023916938,76.7206271812,
500.0,23.7537,1.0,500,1.0,0.00333333,641.561266051,0.00333333,100,72.5006,0.8,299.999969474,76.3497,2,74.1373055483,74.1373055483,1.0,0.00333333,1.0,5.43914e-20,500.0,641.561266051,74.1373055483,
500.0,23.7961,1.0,500,1.0,0.0025,575.843897247,0.0025,100,73.2568,0.8,400.0,76.7794,2,78.0682437296,78.0682437296,1.0,0.0025,1.0,5.4346e-20,500.0,575.843897247,78.0682437296,
500.0,24.4434,0.999979,500,1.0,0.00199996,728.696938128,0.002,100,73.836,0.8,500.000030907,76.9998,1,77.8813954908,77.8813954908,1.0,0.00200002,1.00001,4.75639e-17,500.0,728.696938128,77.8813954908,1.18904e-11
500.0,20.8929,1.0,500,1.0,0.01,440.922003325,0.01,100,71.684,0.8,100.0,78.6385,2,78.6385469175,78.6385469175,1.0,0.01,1.0,3.50449e-18,500.0,440.922003325,78.6385469175,
500.0,22.9971,1.0,500,1.0,0.005,624.899668212,0.005,100,72.5472,0.8,200.000000102,77.5056,2,76.3727292616,76.3727292616,1.0,0.005,1.0,2.1793e-19,500.0,624.899668212,76.3727292616,
500.0,23.8107,1.0,500,1.0,0.00333333,648.930841195,0.00333333,100,73.0145,0.8,299.999969474,77.1686,2,76.4946356448,76.4946356448,1.0,0.00333333,1.0,5.43914e-20,500.0,648.930841195,76.4946356448,
500.0,24.3387,1.0,500,1.0,0.0025,675.050979765,0.0025,100,73.4057,0.8,400.0,77.0033,2,76.5072952307,76.5072952307,1.0,0.0025,1.0,5.4346e-20,500.0,675.050979765,76.5072952307,
500.0,24.2626,0.999947,500,1.0,0.00199989,568.184279908,0.002,100,73.0313,0.8,499.999847801,76.2491,1,73.2323494599,73.2323494599,1.0,0.00200014,1.00007,5.43172e-16,500.0,568.184279908,73.2323494599,1.35814e-10
500.0,28.7492,1.0,500,1.0,0.01,834.863513326,0.01,100,68.3218,0.8,100.0,74.6561,2,74.6560560111,74.6560560111,1.0,0.01,1.0,3.50449e-18,500.0,834.863513326,74.6560560111,
500.0,26.0781,1.0,500,1.0,0.005,538.672942822,0.005,100,70.5875,0.8,200.000000102,75.0665,2,75.4768819024,75.4768819024,1.0,0.005,1.0,2.1793e-19,500.0,538.672942822,75.4768819024,
500.0,26.6256,1.0,500,1.0,0.00333333,772.975881785,0.00333333,100,70.483,0.8,299.999969474,75.5478,2,76.5105657035,76.5105657035,1.0,0.00333333,1.0,5.43914e-20,500.0,772.975881785,76.5105657035,
500.0,27.8573,1.0,500,1.0,0.0025,985.781122926,0.0025,100,70.819,0.8,400.0,75.2053,2,74.1778122493,74.1778122493,1.0,0.0025,1.0,5.4346e-20,500.0,985.781122926,74.1778122493,
500.0,27.5556,1.0,500,1.0,0.002,699.240998831,0.002,100,71.3849,0.8,500.000006643,75.3081,1,75.7193108974,75.7193108974,1.0,0.002,1.0,5.43187e-20,500.0,699.240998831,75.7193108974,
500.0,26.6,1.0,500,1.0,0.01,714.705619967,0.01,100,67.9755,0.8,100.0,75.2145,2,75.2145050181,75.2145050181,1.0,0.01,1.0,3.50449e-18,500.0,714.705619967,75.2145050181,
500.0,26.1663,1.0,500,1.0,0.005,661.983093559,0.005,100,68.3028,0.8,200.000000102,73.4215,2,71.6285886967,71.6285886967,1.0,0.005,1.0,2.1793e-19,500.0,661.983093559,71.6285886967,
500.0,25.7002,1.0,500,1.0,0.00333333,601.71375751,0.00333333,100,70.8982,0.8,299.999969474,75.0776,2,78.3896243095,78.3896243095,1.0,0.00333333,1.0,5.43914e-20,500.0,601.71375751,78.3896243095,
500.0,25.6319,1.0,500,1.0,0.0025,649.055771099,0.0025,100,70.8879,0.8,400.0,74.5074,2,72.7968540009,72.7968540009,1.0,0.0025,1.0,5.4346e-20,500.0,649.055771099,72.7968540009,
496.78,26.9987,1.0,500,1.0,0.002,1026.65948717,0.002,100,71.1505,0.8,500.000006643,74.3879,1,73.9097168649,73.9097168649,1.0,0.002,1.0,5.43187e-20,500.0,1026.65948717,73.9097168649,
500.0,21.6611,1.0,500,1.0,0.01,473.941783933,0.01,100,72.3983,0.8,100.0,79.3743,2,79.3743447051,79.3743447051,1.0,0.01,1.0,3.50449e-18,500.0,473.941783933,79.3743447051,
496.8,30.0282,1.0,500,1.0,0.005,1347.13132645,0.005,100,73.7652,0.8,200.000000102,78.8613,2,78.3483266104,78.3483266104,1.0,0.005,1.0,2.1793e-19,500.0,1347.13132645,78.3483266104,
496.92,31.3656,1.0,500,1.0,0.00333333,1158.52901146,0.00333333,100,74.2784,0.8,299.999969474,78.4393,2,77.5952623972,77.5952623972,1.0,0.00333333,1.0,5.43914e-20,500.0,1158.52901146,77.5952623972,
500.0,29.101,1.0,500,1.0,0.0025,439.001493118,0.0025,100,74.4859,0.8,400.0,78.0894,2,77.039551805,77.039551805,1.0,0.0025,1.0,5.4346e-20,500.0,439.001493118,77.039551805,
500.0,28.3177,1.0,500,1.0,0.002,594.973407587,0.002,100,73.5826,0.8,500.000006643,76.8056,1,71.6706170536,71.6706170536,1.0,0.002,1.0,5.43187e-20,500.0,594.973407587,71.6706170536,
500.0,24.7153,1.0,500,1.0,0.01,617.016320051,0.01,100,72.5967,0.8,100.0,79.6297,2,79.6297391156,79.6297391156,1.0,0.01,1.0,3.50449e-18,500.0,617.016320051,79.6297391156,
500.0,24.1495,1.0,500,1.0,0.005,559.597543748,0.005,100,73.7161,0.8,200.000000102,78.7495,2,77.8693557021,77.8693557021,1.0,0.005,1.0,2.1793e-19,500.0,559.597543748,77.8693557021,
500.0,24.1375,1.0,500,1.0,0.00333333,582.58732266,0.00333333,100,75.5245,0.8,299.999969474,79.6343,2,81.4036990734,81.4036990734,1.0,0.00333333,1.0,5.43914e-20,500.0,582.58732266,81.4036990734,
500.0,24.6082,1.0,500,1.0,0.0025,663.897416409,0.0025,100,74.8796,0.8,400.0,78.4388,2,74.8524482977,74.8524482977,1.0,0.0025,1.0,5.4346e-20,500.0,663.897416409,74.8524482977,
500.0,24.5803,1.0,500,1.0,0.002,601.805388753,0.002,100,74.8458,0.8,500.000006643,78.0579,1,76.5339989356,76.5339989356,1.0,0.002,1.0,5.43187e-20,500.0,601.805388753,76.5339989356,
500.0,20.2113,1.0,500,1.0,0.01,412.621149497,0.01,100,71.1633,0.8,100.0,77.3407,2,77.3407039589,77.3407039589,1.0,0.01,1.0,3.50449e-18,500.0,412.621149497,77.3407039589,
500.0,23.9045,1.0,500,1.0,0.005,710.161357402,0.005,100,69.0129,0.8,200.000000102,73.3847,2,69.4286667832,69.4286667832,1.0,0.005,1.0,2.1793e-19,500.0,710.161357402,69.4286667832,
