MaxVanillaIw,AvgVanillaIw,AvgRet,MinVanillaIw,Bound,VarJ,BatchSize,AvgNormIw,AvgDiscRet,VarRet,VarDiscRet,AvgEpLen,VarNormIw,MaxNormIw,eRenyi2,MinNormIw,ESSRenyi,J,ESSClassic,VarVanillaIw
1.6051108,0.97481155,411.8168084071204,0.23655522,247.8979,100.50342,100,0.01,330.9434825605689,25392.77807854207,9750.120476496146,42.2,8.494764e-06,0.016465858,1.0743519,0.0024266765,93.07937126490336,336.90244,92.24257139243211,0.080722146
1.7162873,0.9934399,453.9086065139249,0.49301875,264.6136,103.84893,100,0.01,355.43890600545666,38450.14344817154,11662.481288021652,46.41,4.5433712e-06,0.017276205,1.0673496,0.0049627433,93.69001908399291,358.84445,95.6956599140782,0.044839576
10.0465765,1.0573854,416.5087365021929,0.14779535,259.62442,142.58292,100,0.01,335.45763738519446,20827.50065239942,8130.092310443028,42.67,0.00015764858,0.09501338,1.6222382,0.0013977435,61.643230023985325,368.34024,39.05149857952582,1.7626122
3.2105427,1.0916365,445.89968113705515,0.5311955,266.99487,107.76781,100,0.010000002,352.0803622719671,30828.867959429106,10235.001945836002,45.61,1.2268176e-05,0.029410362,1.0803457,0.0048660473,92.56295960197723,359.71155,89.16987889439362,0.14619625
2.9361968,0.94844127,398.49912177531047,0.057855055,270.0115,80.24223,100,0.010000002,326.5706171121906,10432.74063411412,4522.5351358691405,40.87,3.6775342e-05,0.030958131,1.2835168,0.00061000144,77.91094183953645,342.30093,73.30970418654061,0.33080915
6.3278366e-36,6.327837e-38,443.1944495532848,,269.45837,,100,0.01,351.20223230126317,27556.712372466172,9446.85231782566,45.34,0.010000002,1.0,0.057544224,,1737.793875927289,633.88495,inf,
3.92299,1.2336076,478.8957380032167,1.127132e-09,243.1685,103.31894,100,0.01,365.04997745729065,56333.071624533884,21001.6018635736,48.91,8.22934e-05,0.031800956,2.076815,9.136876e-12,48.15065631797243,426.47946,55.10539178179628,1.2523309
10.115729,1.2150861,558.6552512454241,0.10397526,331.8708,113.010056,100,0.01,419.2151863247972,39045.180471335625,10785.664623446644,56.89,0.000105779145,0.08325113,1.5860865,0.00085570285,63.04826329956622,456.0507,48.846882281613695,1.5617596
2.4530783,0.99797255,603.645502676554,0.0005730489,353.58832,121.21968,100,0.010000002,442.59525920962346,50215.61700859264,11200.177746892985,61.39,6.226237e-05,0.024580618,1.512351,5.7421307e-06,66.1222147602337,484.69016,61.86595652736315,0.6201016
2.2391794,0.99970526,690.6298419052549,0.28575972,401.06296,109.585434,100,0.01,488.252242916226,53201.32157713326,10747.383249699176,70.09,1.6789068e-05,0.022398395,1.1622996,0.0028584397,86.03633448600812,501.51358,85.74771419206532,0.16779175
1.6406302,0.9983531,668.2259373886696,0.087314054,402.52023,94.37348,100,0.010000002,479.6634499067521,40293.60079892885,8413.42333142455,67.85,1.3474565e-05,0.016433366,1.1079504,0.0008745809,90.25674396465222,488.76956,88.23022591903994,0.13430221
2.3184967,0.9839876,654.0252081715315,0.132079,400.06763,83.14814,100,0.01,473.4881475155998,34486.37702119067,7620.99117849343,66.43,2.3655128e-05,0.023562254,1.2037407,0.0013422831,83.07436865134457,483.51718,81.0250754997303,0.22903645
12.197305,1.0961237,724.8194210653752,0.3434495,424.9517,107.758644,100,0.010000002,506.40463278583104,49245.43189575389,9379.73355724786,73.51,0.0001398596,0.11127672,1.4289459,0.0031333098,69.98165575708815,518.04626,41.93557490969962,1.6803952
5.800871,1.1069146,721.9158763039857,0.00046655707,422.10046,118.02614,100,0.01,504.845314255201,49188.49372246373,9679.629565973037,73.22,9.528268e-05,0.052405763,1.755066,4.2149327e-06,56.9779130139111,534.7628,51.458894449137695,1.1674607
2.938233,1.0178494,700.2085116731375,0.37562996,423.9805,87.547195,100,0.01,496.81890245932647,36705.00453498014,7500.623593379128,71.05,1.4480456e-05,0.028867068,1.1570476,0.0036904276,86.42686563873407,507.57623,87.4617841766481,0.15002005
2.2522736,0.99223113,749.5098880354501,0.13652088,428.8556,101.10901,100,0.009999999,515.6954198895256,64930.38805241253,10661.42164388003,75.97,1.4583448e-05,0.022699082,1.1394653,0.0013758979,87.7604585141143,520.7298,87.38385971322104,0.14357734
1.5715046,0.9801861,763.10489733316,0.20709881,436.63245,100.488716,100,0.010000002,522.7060034755855,60470.4307927331,10474.090075179265,77.34,1.2127218e-05,0.016032716,1.1169262,0.002112852,89.5314306401567,529.2614,89.28096267925889,0.11651404
1.55942,1.0114048,721.1033256601543,0.49679953,422.2569,97.47155,100,0.01,504.6396720238055,47807.65486676091,9595.097575576085,73.14,3.4873765e-06,0.015418358,1.0340871,0.0049119755,96.70365647743613,507.84094,96.66271144157764,0.035673752
2.5643175,0.99477667,787.7034901339189,0.15162818,436.7573,115.19226,100,0.01,530.6778964593225,79777.4290007211,12470.916271773438,79.8,1.271815e-05,0.02577782,1.109492,0.0015242434,90.13134391157368,538.1085,88.81706153886691,0.12585633
2.375316,0.98154074,742.6000292515009,0.14209715,436.55603,89.5682,100,0.010000002,515.0253451343774,51131.593943926484,8705.157491145195,75.29,1.154406e-05,0.02419987,1.0803498,0.0014476948,92.5626123363072,519.9069,89.74355077667047,0.11121805
3.0497174,1.0255908,770.1013116305321,0.19194213,438.89948,119.281,100,0.01,525.6876275122376,62316.43175225781,10648.730232609276,78.04,2.837438e-05,0.0297362,1.1843687,0.0018715273,84.43316469061283,543.04584,78.06972231331078,0.29845208
4.3252664,0.9206118,755.3048376130313,0.060674325,431.0269,110.90998,100,0.010000002,518.5929167782264,63103.84326730169,10840.45314649752,76.56,4.2418815e-05,0.046982523,1.2818822,0.00065906526,78.0102903254815,527.9263,70.42520098959787,0.35951048
2.1647317,0.973909,752.9027506111004,0.019140892,440.37726,86.81106,100,0.01,519.0461128090308,58530.605579898685,8749.491734000834,76.31,3.182625e-05,0.022227248,1.2569264,0.00019653676,79.55915208685849,518.18,76.04099730051827,0.30187163
1.6964515,1.0529606,726.301373342257,0.20841402,434.2479,93.58726,100,0.01,508.7914142417835,41627.581234147474,7855.914568431199,73.66,1.2906628e-05,0.016111255,1.1417632,0.0019793145,87.58383445725137,518.2212,88.67010892686383,0.14309916
1.7205625,1.0123969,753.8005507814512,0.22073197,442.70667,91.66073,100,0.01,520.8702703905852,47642.7545826718,8637.465712835721,76.41,6.474768e-06,0.01699494,1.0520514,0.0021802909,95.05238776886358,523.02216,93.97610958567132,0.06636296
1.569315,1.0080957,739.200430772826,0.49505383,430.45447,98.14707,100,0.010000002,512.5864425150507,54491.85055970307,9536.769484290944,74.95,3.6660317e-06,0.015567123,1.0343659,0.004910782,96.67758839860825,515.12024,96.49772164419761,0.0372563
12.811467,1.0449028,813.6036129025742,0.3868713,468.2173,161.05571,100,0.01,547.5568836705081,53155.67552972115,8899.306552370526,82.39,0.00014732439,0.122609176,1.3623465,0.0037024622,73.4027633944865,569.16174,40.67501697269757,1.6085198
2.145117,0.9778869,765.700671178028,0.3147828,442.7435,118.083885,100,0.010000002,524.9587323743415,55699.40654744512,9556.118941170218,77.6,1.03146795e-05,0.021936249,1.0949502,0.0032190103,91.32835454956,540.4711,90.73459108996377,0.09863545
4.111625,0.9291694,763.6032687942125,0.028861767,445.87326,106.68078,100,0.01,524.4977663289993,55364.176519966146,8739.631003748897,77.38,6.8440204e-05,0.044250544,1.4190495,0.000310619,70.46970517941675,543.6599,59.610457591875665,0.5908825
0.18015912,0.009212485,754.298427921459,1.7400868e-06,442.44705,273.9974,100,0.01,520.3131603341955,53999.11307817499,8571.837234297323,76.46,0.000693499,0.19555974,,1.8888354e-06,inf,578.08264,12.713524548561265,0.00058857165
135.87192,2.360275,804.9999619090929,0.00017082541,453.60507,204.11029,100,0.01,540.7261271622656,69934.27187362289,10730.581509733542,81.52,0.0032907312,0.5756614,3.5605621,7.237522e-07,28.085452870213633,593.01776,2.9781195093549653,183.32327
1.5813676,0.9977393,790.5997287493199,0.14599626,457.46637,99.72205,100,0.01,537.4367915969882,50446.80184819004,9041.395869728478,80.09,1.3374817e-05,0.015849506,1.1230526,0.0014632705,89.04302457698076,548.03687,88.30718094095869,0.13314414
1.7999022,0.99779135,806.4982464938611,0.094392434,456.97986,107.31061,100,0.01,542.7290732141294,60321.133425444634,10395.301381405397,81.68,1.4241639e-05,0.018038863,1.1572851,0.0009460137,86.40913159245493,555.29553,87.64300291652262,0.141788
1.8136107,1.0006157,797.8978030168265,0.5167923,456.3768,100.77079,100,0.01,539.8293266500136,54629.2340325817,9845.883719518752,80.82,4.8620273e-06,0.018124947,1.0499414,0.005164743,95.24340886287635,544.61395,95.40765735355859,0.048680153
1.6968148,1.0205106,805.2983785372228,0.35761413,450.2917,107.422295,100,0.01,540.2733743831592,71506.61415754759,11446.817853144332,81.56,6.7880806e-06,0.016627116,1.0748937,0.0035042667,93.03245408435883,546.74567,93.70297989681508,0.070693895
1.7041116,1.0486394,788.0970553450472,0.42166805,447.33972,101.18906,100,0.01,533.8837088659538,63155.70517060171,10588.902166972683,79.84,5.479287e-06,0.016250692,1.0529803,0.004021097,94.96853800826646,538.1139,94.85460424957084,0.060252678
2.4540234,1.013224,777.1999859278649,0.10891765,450.6026,95.67556,100,0.009999999,531.2195257553169,50384.68243672758,9188.166314863398,78.75,1.1906615e-05,0.024219949,1.080539,0.0010749613,92.54640609923548,537.6968,89.4554215896916,0.12223606
2.2576444,1.0021813,770.3970900233649,0.38516355,445.04785,97.0552,100,0.010000002,527.5918038319147,52404.96674845983,9632.685378432416,78.07,5.900785e-06,0.022527305,1.0568961,0.003843252,94.61668076753065,531.84576,94.48063048733002,0.059265565
2.3998134,1.02064,764.7966378610581,0.51401097,436.21765,103.494484,100,0.01,523.0253626655027,63255.484324543395,10653.538424030976,77.51,6.0693e-06,0.02351283,1.0440733,0.005036163,95.77871194961774,526.07385,94.33197371567246,0.06322427
1.5884264,0.9788505,784.8994910978712,0.50466776,440.01495,111.7307,100,0.009999999,531.0849787686816,69335.61121632154,11725.40445571302,79.52,5.074102e-06,0.016227467,1.0564171,0.0051557184,94.6595802758989,537.07153,95.2169321307266,0.048617415
1.4633485,1.0095687,789.8974679725617,0.36180833,455.4497,99.60353,100,0.01,536.6612713166953,52699.04529980708,9324.220777481147,80.02,3.978633e-06,0.014494789,1.0540911,0.003583791,94.86846097709015,542.3865,96.21041404435934,0.04055138
2.640631,0.9466959,800.1993262271211,0.3047804,455.913,104.44192,100,0.009999998,540.1873076140963,59281.83810319,10040.777999193902,81.05,1.3283503e-05,0.027893126,1.1017487,0.0032194117,90.7647992271918,547.4586,88.37776791607764,0.11905118
1.6292233,1.0428952,804.0999037284404,0.5451373,450.00897,103.776184,100,0.01,538.9644986947278,79034.43728496232,11187.233099293206,81.44,4.7896146e-06,0.015622119,1.0451242,0.005227153,95.68241034673007,540.2933,95.47295251658765,0.05209331
1.5690734,1.0066928,751.498710879609,0.33087543,432.00293,95.147446,100,0.01,517.4275788558992,59299.81694654642,10316.770751742468,76.18,6.2784247e-06,0.015586417,1.0588949,0.0032867566,94.43808123112754,516.14716,94.14808598598289,0.06362747
1.2829741,0.9925568,764.9972713531554,0.6535584,447.23438,95.720436,100,0.01,525.7798446391037,49849.36743558002,8722.063973637378,77.53,1.5280228e-06,0.012925951,1.0144917,0.006584594,98.57153315214626,528.1302,98.5098053963072,0.015053607
1.4590447,1.0109057,780.0971890280582,0.3544819,442.49146,105.18301,100,0.010000002,528.9498666273769,73579.08799350212,10567.97667022394,79.03,3.7337388e-06,0.014433045,1.0430492,0.0035065773,95.87275311663868,532.7695,96.43534544507686,0.038156208
3.2572472,0.9488607,787.3025959920138,0.20763257,453.21304,102.70127,100,0.01,534.6254909782464,59274.561644552545,9370.408261047434,79.76,1.5349342e-05,0.03432798,1.1181659,0.0021882302,89.43217139284135,542.24677,86.80868486545486,0.13819577
1.3304907,1.0003856,811.8997644552402,0.1943394,469.5025,89.99722,100,0.01,547.1225460806055,51967.03542939351,8517.750558553897,82.22,6.131954e-06,0.013299779,1.0546412,0.0019426448,94.818973090454,549.0299,94.27678492084118,0.061366834
1.4538802,1.0058396,769.7987114552036,0.574909,450.17514,93.51686,100,0.01,528.3235285612122,47886.1696333282,8634.087566046152,78.01,2.9082705e-06,0.014454395,1.021085,0.0057157124,97.93503739777867,530.00995,97.20137879976969,0.029423358
1.3467042,0.98125505,757.5955835216865,0.8132048,437.33948,101.14504,100,0.01,521.300642231287,53239.64138443951,9966.296571604016,76.79,1.3708908e-06,0.013724304,1.0219878,0.008287395,97.84852657541565,523.82806,98.66097384280337,0.01319978
1.7541853,0.97866976,782.2987739955634,0.21916427,436.81186,109.14913,100,0.01,529.5701932726672,70303.22143952132,12164.180162070703,79.26,1.4073497e-05,0.01792418,1.1103227,0.0022394098,90.06390552263878,534.9143,87.77107411121597,0.13479517
1.1992232,1.0027435,743.2991175656766,0.76951975,439.04993,91.355896,100,0.01,516.393184510562,44292.59266398371,8457.109076571485,75.36,6.4601977e-07,0.011959421,1.0100358,0.0076741436,99.00639623717984,517.08887,99.36450373389864,0.0064956923
1.9092062,0.9770424,744.0000549124926,0.2827136,437.97748,86.775055,100,0.01,516.4641799653293,45407.24749737264,8709.010540661451,75.43,9.811127e-06,0.01954067,1.1031907,0.0028935652,90.6461626105413,519.731,91.14687786023654,0.09365819
3.1929307,1.0230998,785.1947164665908,0.13951482,451.7871,108.0221,100,0.009999999,534.7689674237009,49580.29477197872,9735.170635144515,79.55,2.1696904e-05,0.031208398,1.2349008,0.0013636481,80.97816228998295,555.4051,82.31812512751574,0.2271087
6.355147,1.0089889,755.698514360711,0.2918444,433.81427,112.45305,100,0.009999999,519.6138157194761,57640.10536088724,10407.51461714848,76.6,4.6795223e-05,0.0629853,1.2411455,0.0028924441,80.5707313741952,535.4876,68.33997221509561,0.4764028
1.8442082,0.9878178,794.6998235067912,0.5848645,447.56113,103.3854,100,0.010000002,535.7952024095807,70341.9163058139,11006.515878336038,80.5,3.6919691e-06,0.018669518,1.0365192,0.005920773,96.47674921302047,537.7251,96.47382247263846,0.036025647
1.5168518,1.0107236,752.9974334133789,0.58790326,445.49,93.21807,100,0.01,521.2367190316331,43830.81375229756,8111.562771686864,76.33,2.2252339e-06,0.0150075825,1.0218171,0.005816657,97.86487343178766,523.4573,97.8445055268569,0.022732144
1.3680938,1.0127902,793.4984168730676,0.5760991,453.39734,99.60418,100,0.01,536.937498376801,61305.71755200967,9866.582829197454,80.38,2.9016198e-06,0.013508166,1.0333958,0.005688237,96.76834681624298,539.9804,97.20760516896172,0.02976319
3.4902298,1.0648794,751.4972630565613,0.45163247,428.65704,97.752,100,0.010000002,516.4252027932953,64829.192236658164,10890.567796453402,76.18,9.68951e-06,0.032775823,1.0466763,0.004241161,95.54052393368364,515.5119,91.24701647795442,0.10987594
3.8182175,1.0178895,779.9965529141016,0.5088292,462.42572,85.45906,100,0.010000002,534.7089408316067,39989.60894735873,7386.706225421573,79.03,1.5096065e-05,0.037511118,1.0791122,0.004998864,92.66877214712056,539.05304,86.99803250481006,0.1564102
3.1722946,0.949279,800.7965840166062,0.4317492,472.2105,84.112816,100,0.01,544.0793846836735,41213.698660757436,7302.275579963412,81.11,8.547471e-06,0.033417936,1.0582747,0.00454818,94.49341995878997,548.51294,92.19820204013757,0.07702389
1.8529896,0.96392363,798.7973326149397,0.41425392,458.9881,97.490005,100,0.01,540.5147846625596,54264.89734463566,9396.706400927098,80.91,7.4838954e-06,0.019223405,1.0649371,0.00429758,93.9022582818968,544.7599,93.10200568929231,0.06953652
2.0039701,0.9897218,759.5980718163587,0.65578663,435.14188,97.45089,100,0.01,520.1524490327184,68744.69420709064,10216.990586305517,76.98,5.6449953e-06,0.020247813,1.0495023,0.00662597,95.28326372184574,520.3284,94.70724020230648,0.055295516
1.3493712,0.9800728,779.9990675955265,0.49992585,442.298,109.78797,100,0.010000002,530.4575998916499,59732.56308283019,10987.93185974174,79.03,3.8741287e-06,0.013768071,1.0384457,0.0051009054,96.29776398288439,536.1015,96.30627033465568,0.03721266
2.3799007,1.003385,739.4978705566376,0.56649476,447.33026,81.40876,100,0.01,516.6584877111466,34430.028258187114,6795.127229728816,74.98,5.5398714e-06,0.02371872,1.0444713,0.0056458367,95.74222236425517,518.93616,94.80068634913995,0.055774387
1.7879368,1.0036701,754.6988070129603,0.48699936,446.0008,95.72512,100,0.01,522.2547108326021,41886.35852600226,8220.551213016794,76.5,7.905318e-06,0.017813988,1.0720426,0.0048521855,93.2798766143905,529.29364,92.74177581602142,0.07963452
1.227998,0.9657161,754.2988239269517,0.41655087,439.96075,97.57374,100,0.010000002,520.2352881380881,52283.85425988293,9110.29340072033,76.46,3.6650524e-06,0.012715932,1.0202067,0.0043133884,98.01935332948358,523.17993,96.49860696998432,0.034180555
1.5693825,1.0325389,731.3981442897767,0.44452453,435.00092,90.26241,100,0.01,510.7404134792443,44729.40801715494,8110.015210366937,74.17,3.6315516e-06,0.015199258,1.0491478,0.00430516,95.31545105097325,514.61896,96.5295340758258,0.0387173
518.1363,5.9319167,756.4956813453883,0.00022106302,435.46353,94.254845,100,0.010000003,519.7116471970506,60827.967208831054,10034.530221691171,76.68,0.007610929,0.873472,7.914511,3.726671e-07,12.635019071350632,572.31305,1.309788799656861,2678.1052
2.3132205,0.99816436,770.8988964246214,0.060134962,448.99835,100.19579,100,0.009999999,528.3905698774881,50464.588482968225,8911.130073493745,78.12,1.3671989e-05,0.023174746,1.1339356,0.0006024555,88.18843202597607,540.0165,88.07836069592422,0.13621843
1.4031762,1.0092764,723.7991633806191,0.31553513,422.11377,102.31717,100,0.01,504.7044807661192,56843.17350137941,9643.605119621223,73.41,4.708123e-06,0.013902795,1.051548,0.0031263502,95.09789339650362,510.56415,95.54654327149898,0.04795877
4.832155,1.0583282,800.5003645543195,0.4992393,455.4277,93.60752,100,0.01,539.6654036424893,65075.67724225354,10032.053557119383,81.07,2.3320676e-05,0.045658384,1.1314241,0.0047172448,88.38419006997418,545.6534,81.24303662212138,0.26120517
1.2737207,1.0080333,755.3003923143074,0.5215702,440.6464,95.0748,100,0.01,520.8123166060373,51614.52188777851,9085.66322056823,76.56,2.4019223e-06,0.012635702,1.0340573,0.005174137,96.70644355089823,523.3656,97.67733098508874,0.024406673
1.5078433,0.9995706,795.500358986184,0.6697998,443.52008,110.20727,100,0.01,535.4854876026169,71993.94549904871,11957.093268039098,80.58,3.2300125e-06,0.01508491,1.0326204,0.0067008752,96.841004783054,538.47906,96.90137559617025,0.03227239
1.5992424,1.0448318,816.5991313993186,0.58799946,456.86975,109.698456,100,0.01,545.9801171190816,67444.55950251647,11226.216461317223,82.69,3.938346e-06,0.015306219,1.0572665,0.005627695,94.58353450233476,553.11,96.24735687744595,0.042993885
2.2812407,0.98163,752.7986521755904,0.096756436,450.187,98.779144,100,0.010000003,522.2352111137967,38243.926992448054,7338.771568438556,76.31,2.2343136e-05,0.023239313,1.2107837,0.0009856711,82.5911336160342,538.57654,81.88685893574558,0.2152979
4.0362654,1.0138067,778.8986027025618,0.61901385,453.21512,94.050125,100,0.01,531.6385322010464,55013.41289022547,8694.979406248698,78.92,1.564078e-05,0.039812967,1.1225413,0.006105837,89.0835813804172,540.71423,86.5918027743783,0.16075654
2.1967483,0.9895458,840.9981550257653,0.34667048,477.4394,100.23186,100,0.01,559.0705933667592,55702.85889547232,9420.826403059136,85.13,1.2456254e-05,0.02219956,1.1277491,0.0035033291,88.6722066923214,568.4426,89.02208526195892,0.121971734
1.5730782,0.981693,807.3954041617363,0.28196856,458.11737,97.52736,100,0.01,542.6578133692705,64911.133517601236,10104.296559886057,81.77,1.0011473e-05,0.016024135,1.068623,0.0028722682,93.57837608217255,544.9167,90.98241006243029,0.09648271
1.3613169,1.0004094,739.6984884309023,0.8730602,428.13858,99.87421,100,0.01,512.5242066614277,54697.594863591774,10067.31417020601,75.0,8.886163e-07,0.0136076,1.0115515,0.00872703,98.8580413973988,513.71014,99.1279423181427,0.00889344
1.9920765,0.98343337,803.5977421139926,0.25356138,457.04727,98.17938,100,0.01,541.0723400712144,64614.13404140072,9981.468168095838,81.39,4.678427e-06,0.020256344,1.030145,0.002578328,97.07370829752254,540.0275,95.57338283492697,0.045246996
4.8344874,1.0612028,811.1008557056635,0.17085385,453.59714,103.76076,100,0.01,542.7658838542269,73076.82309310527,11240.925166350533,82.14,2.7656466e-05,0.04555668,1.1284056,0.0016100019,88.62061883725667,548.8177,78.50531240697174,0.3114536
7.745223,1.0203358,808.3972215115278,0.09956517,456.95975,182.17058,100,0.010000002,543.175921202587,63170.00687526504,10508.826132817858,81.87,8.2402854e-05,0.075908564,1.2394719,0.00097580784,80.6795208514708,568.61414,55.07250260592201,0.85788393
24.340034,1.1930828,740.9976385974139,0.2317966,444.98346,160.52356,100,0.01,516.79773444954,36997.894026958915,7291.187775859028,75.13,0.00040675356,0.20400959,1.5025845,0.0019428375,66.55199946178345,536.0742,19.893133784640064,5.7899213
9.2846985,1.044764,787.7994269072265,0.43871576,447.47504,111.51168,100,0.01,534.461106154478,57577.861874875205,10697.337937501388,79.81,7.094681e-05,0.08886885,1.1800007,0.004199185,84.74571511036501,543.32117,58.74151718306444,0.7744072
1.9023824,1.009659,787.2982269905508,0.4153014,446.12378,104.56883,100,0.01,533.5370771826312,62672.865762309135,10802.685010132895,79.76,5.7243587e-06,0.01884183,1.059261,0.004113284,94.40544243716748,538.6127,94.63683059156926,0.05835476
